wavelength,Back_IriAnaf,Belly_IriAnaf,Breast_IriAnaf,Crissum_IriAnaf,Crown_IriAnaf,DorTail_IriAnaf,Patch10_IriAnaf,Rump_IriAnaf,Throat_IriAnaf,WingTip_IriAnaf
513.09,11.6714,20.1508,17.1534,11.4515333333,8.9324,8.1646,4.81513333333,9.56866666665,17.7165333333,8.13499999999
513.44,11.6701333333,20.1838666667,17.1838666667,11.4758666667,8.9192,8.16993333333,4.80846666667,9.58393333333,17.9578666667,8.13086666667
513.79,11.6838,20.2273333333,17.1967333333,11.5103333333,8.91766666667,8.17786666667,4.8056,9.59086666666,18.1868,8.12300000001
514.13,11.6685333333,20.2421333333,17.1986666667,11.519,8.88413333333,8.14386666667,4.7682,9.56186666667,18.382,8.09679999999
514.48,11.6750666667,20.2729333334,17.2227333333,11.5405333334,8.88066666666,8.13226666667,4.76046666667,9.56820000001,18.6194666666,8.09500000001
514.83,11.6736,20.3204,17.2458666667,11.5604666667,8.88793333333,8.1258,4.75606666667,9.57766666668,18.8670666667,8.09166666667
515.17,11.7042666667,20.3785333333,17.2978666667,11.6362666666,8.89700000001,8.15786666667,4.7642,9.60840000001,19.1505333333,8.11119999999
515.52,11.7016666667,20.4184,17.3273333333,11.6824,8.89753333333,8.16853333333,4.7646,9.61386666666,19.4220666667,8.12106666666
515.87,11.7192,20.4735333333,17.3793333333,11.7349333333,8.89133333334,8.1794,4.75226666667,9.63366666666,19.6939333333,8.12013333333
516.21,11.7233333333,20.5290666667,17.4131333333,11.7768,8.87733333334,8.18933333333,4.7488,9.65179999999,19.9650666667,8.11513333333
516.56,11.7130666666,20.5858666667,17.4208666667,11.8074,8.85013333333,8.18613333334,4.73593333333,9.65760000001,20.2045333333,8.10546666666
516.91,11.709,20.6336,17.452,11.8389333333,8.85046666667,8.19193333333,4.73353333333,9.67413333335,20.4366,8.12893333333
517.25,11.7133333333,20.66,17.4777333333,11.8636666667,8.83706666667,8.18466666667,4.72326666666,9.6712,20.6345333333,8.12446666667
517.60,11.7264666667,20.7092666667,17.5215333333,11.9073333333,8.83873333334,8.1926,4.7296,9.69066666667,20.8566,8.14140000001
517.95,11.7647333333,20.7982666667,17.5891333333,11.9819333333,8.87633333333,8.248,4.7682,9.7518,21.0976,8.18379999999
518.29,11.7734666667,20.8451333333,17.6222,12.0340666667,8.86526666666,8.26806666667,4.78493333333,9.78006666668,21.2862666667,8.20226666666
518.64,11.7736,20.8734,17.6412,12.0716,8.84946666667,8.26373333333,4.77533333333,9.78920000001,21.447,8.18926666667
518.99,11.7746,20.9036,17.6512666667,12.0783333333,8.83513333334,8.25453333333,4.7676,9.79186666665,21.5984,8.18246666667
519.33,11.8,20.9646,17.6872,12.1128666667,8.84393333334,8.2546,4.77446666667,9.81666666667,21.7714,8.19093333334
519.68,11.8034,21.0038666667,17.7137333333,12.1459333333,8.84840000001,8.25393333333,4.7858,9.83213333333,21.9246,8.19639999999
520.02,11.8172,21.0538666667,17.7444,12.1964,8.86160000001,8.2606,4.80126666667,9.85573333333,22.0969333333,8.21839999999
520.37,11.8197333333,21.0805333333,17.7690666667,12.2386666666,8.86526666667,8.25053333333,4.79533333334,9.86553333333,22.2470666667,8.2288
520.72,11.836,21.1269333333,17.8074666667,12.2915333333,8.85906666666,8.2522,4.80346666667,9.87213333333,22.4256,8.2246
521.06,11.8766,21.2217333333,17.8685333333,12.3793333333,8.88646666666,8.28226666667,4.83846666667,9.93106666667,22.6406,8.26286666667
521.41,11.891,21.2879333333,17.9108,12.4312666667,8.87366666667,8.27566666666,4.82813333333,9.94819999999,22.8352,8.26133333334
521.75,11.8966,21.3324,17.9433333334,12.4723333333,8.8646,8.2588,4.83126666667,9.96546666667,23.0092666667,8.2732
522.10,11.9089333334,21.3823333333,17.9719333333,12.5072,8.86893333333,8.25573333333,4.8268,9.98253333333,23.1771333333,8.27739999999
522.45,11.9385333333,21.4489333333,18.0190666667,12.5522,8.86753333333,8.26873333333,4.83026666667,10.0107333333,23.3976666667,8.29886666667
522.79,11.9502666667,21.5116666667,18.0637333333,12.6238666667,8.87806666666,8.29913333333,4.85406666667,10.0395333333,23.6003333333,8.32793333333
523.14,11.9725333333,21.5842,18.1172,12.7029333333,8.88359999999,8.33226666667,4.8776,10.0825333333,23.8099333333,8.3564
523.48,11.9862666667,21.6327333333,18.1374666667,12.7576666667,8.88566666666,8.3486,4.893,10.1088,23.9856666666,8.37819999999
523.83,11.9818666667,21.6886,18.1688,12.7796,8.86866666667,8.35286666667,4.87686666667,10.1043333333,24.1544,8.37606666667
524.17,11.9918,21.7658,18.2072,12.8277333333,8.86766666666,8.37646666667,4.88966666667,10.1249333333,24.34,8.38033333333
524.52,11.9778,21.7861333333,18.205,12.8466,8.84853333333,8.37546666667,4.88346666667,10.1291333333,24.4663333333,8.38193333333
524.87,11.9647333333,21.8229333333,18.2176666667,12.8632666667,8.82460000001,8.37226666667,4.86966666667,10.124,24.6010666667,8.37773333334
525.21,11.9474666666,21.8583333333,18.2434666667,12.8930666667,8.82266666667,8.37413333333,4.86846666667,10.1311333333,24.7194666667,8.37680000001
525.56,11.9328666667,21.9194,18.2718,12.9292666667,8.80393333333,8.38113333333,4.86193333333,10.1322,24.8698666667,8.36873333334
525.90,11.951,21.9995333333,18.3253333333,12.9943333333,8.80446666666,8.3992,4.87286666667,10.1583333333,25.0497333333,8.3834
526.25,11.9490666667,22.077,18.3627333333,13.0493333333,8.80133333333,8.40446666667,4.8804,10.1700666667,25.213,8.39486666667
526.59,11.9646666667,22.1692666667,18.4138666667,13.1096,8.79653333333,8.4042,4.87153333333,10.1887333333,25.3988,8.39673333334
526.94,11.9612666667,22.2269333333,18.4447333333,13.1536,8.77413333334,8.39793333333,4.85666666667,10.189,25.5456666667,8.38886666667
527.28,11.9630666667,22.2919333333,18.4827333333,13.1891333333,8.76273333333,8.39913333333,4.8498,10.1965333333,25.7000666667,8.39026666667
527.63,11.9790666667,22.3522,18.5298,13.254,8.76839999999,8.41533333333,4.85766666667,10.2252666667,25.8386666667,8.40640000001
527.97,11.9678,22.3778,18.5465333333,13.2706,8.75399999999,8.40286666667,4.849,10.2215333333,25.909,8.40479999999
528.32,11.9742666667,22.4353333333,18.5863333333,13.3178,8.75466666667,8.40766666667,4.8486,10.2361333333,26.0200666667,8.40579999999
528.66,11.9882,22.4792,18.6178,13.3516,8.75886666667,8.41806666667,4.8564,10.2532666667,26.1140666667,8.41453333334
529.01,11.9949333333,22.5198666667,18.6359333333,13.3859333333,8.75560000001,8.4228,4.8572,10.2636666667,26.2016666667,8.42006666667
529.35,12.0116666667,22.5625333333,18.6656,13.4294,8.76459999999,8.4334,4.86553333333,10.2881333333,26.2920666666,8.43320000001
529.70,12.001,22.5916666667,18.6718666667,13.4512666667,8.75879999999,8.42946666667,4.8572,10.2880666667,26.3681333333,8.42786666666
530.04,11.9918666667,22.6253333333,18.6919333333,13.4835333333,8.75019999999,8.42693333333,4.84753333333,10.2897333333,26.4365333333,8.42140000001
530.39,11.9774,22.6455333333,18.6956666667,13.51,8.73753333333,8.4236,4.84246666667,10.2982666667,26.4911333333,8.42333333333
530.73,11.9681333333,22.6639333333,18.6986,13.534,8.73320000001,8.41686666667,4.83806666667,10.2986,26.5598666667,8.41753333333
531.08,11.9664,22.7134,18.7231333333,13.5920666667,8.7276,8.4172,4.83233333333,10.3139333333,26.6553333333,8.42346666667
531.42,11.9483333333,22.7472666667,18.7224666667,13.6152,8.70606666667,8.4032,4.8176,10.3124666667,26.7297333333,8.41173333333
531.77,11.9703333333,22.8211333333,18.7598666666,13.6909333333,8.71206666667,8.42386666667,4.83066666667,10.3466,26.8712666667,8.43113333334
532.11,11.9832666667,22.8846666666,18.7938,13.7441333333,8.71346666667,8.43953333333,4.84266666667,10.375,26.9878,8.44466666667
532.46,11.9673333333,22.9229333333,18.8086666667,13.7897333333,8.69579999999,8.4202,4.8228,10.3708666666,27.0975333333,8.43606666667
532.80,11.9700666667,22.9621333334,18.8194666667,13.8261333333,8.69,8.42213333333,4.82586666667,10.383,27.181,8.43906666667
533.15,11.9629333333,22.9950666667,18.832,13.8622666667,8.68273333334,8.42233333333,4.81873333333,10.3862666667,27.2760666667,8.44193333333
533.49,11.9648,23.0378,18.8505333333,13.9042,8.67933333334,8.4218,4.82246666667,10.3991333333,27.3606666667,8.44893333333
533.84,11.9685333333,23.0862,18.8692666667,13.9486666667,8.67699999999,8.43033333333,4.82353333334,10.423,27.4638,8.46573333333
534.18,11.9728,23.1416666667,18.8926,13.9939333333,8.67133333334,8.42726666667,4.82306666667,10.4288,27.5682,8.46899999999
534.52,11.9799333333,23.2064,18.9255333333,14.0453333333,8.67533333333,8.43626666667,4.8336,10.4548,27.66,8.48846666667
534.87,11.9874666667,23.2542666667,18.9514,14.0890666667,8.69013333334,8.449,4.8482,10.4777333333,27.7478,8.49853333333
535.21,12.0114666667,23.3184666667,18.9904666667,14.1643333333,8.70959999999,8.47246666667,4.8732,10.5142666667,27.8650666667,8.53060000001
535.56,12.0105333334,23.3668666667,19.0074,14.2047333333,8.72286666666,8.4776,4.8744,10.5308666667,27.9674,8.54386666666
535.90,11.9894666667,23.381,19.006,14.234,8.71393333334,8.46033333333,4.857,10.527,28.0336666666,8.54426666667
536.25,12.0218666667,23.4575333333,19.0462,14.3022666667,8.74133333333,8.49826666667,4.88446666667,10.569,28.1156666667,8.57253333334
536.59,12.035,23.5348666667,19.0933333333,14.3717333333,8.76166666667,8.52033333333,4.901,10.5989333333,28.2469333333,8.59866666667
536.93,12.0336666667,23.5886,19.1164,14.4168,8.75660000001,8.518,4.89946666667,10.6076,28.3229333333,8.603
537.28,12.0442,23.6593333333,19.1556666667,14.4862,8.76513333333,8.53986666667,4.91913333333,10.6302,28.4356,8.6268
537.62,12.0416666667,23.7033333333,19.1967333333,14.5438666667,8.7744,8.54526666667,4.93166666667,10.645,28.5317333333,8.63553333333
537.97,12.0426666667,23.7487333333,19.2292666667,14.6064666667,8.78913333333,8.5678,4.9442,10.6677333333,28.6274666667,8.64986666667
538.31,12.0373333333,23.8197333333,19.2640666667,14.6795333333,8.79453333333,8.59073333333,4.9542,10.6946,28.7638666667,8.67186666667
538.65,12.0009333333,23.8549333333,19.2654,14.7182666667,8.76113333333,8.57773333333,4.92926666667,10.6786,28.8547333333,8.66720000001
539.00,11.9652,23.9118,19.2868666667,14.7634666667,8.72986666666,8.5712,4.9134,10.6776,28.9532666667,8.66013333334
539.34,11.9488,23.9616,19.3276,14.8307333333,8.68833333333,8.56106666667,4.896,10.6606,29.0603333333,8.64686666667
539.69,11.9610666667,24.0519333333,19.3752,14.9048666667,8.68626666667,8.581,4.905,10.6916666666,29.2044666667,8.65519999999
540.03,11.9188666667,24.0763333333,19.3676666667,14.9338,8.6576,8.5568,4.89533333333,10.6804666667,29.2846,8.64339999999
540.37,11.9062666667,24.1093333333,19.3834666667,14.9783333333,8.63899999999,8.5432,4.8888,10.6928,29.3620666666,8.64279999999
540.72,11.9016666667,24.1529333333,19.4026,15.0153333333,8.63899999999,8.5416,4.88726666667,10.6996,29.437,8.64639999999
541.06,11.8818666667,24.1769333333,19.4091333333,15.0421333333,8.62566666667,8.52893333333,4.86866666667,10.7006666667,29.4833333333,8.64306666666
541.40,11.8771333333,24.2094,19.4123333333,15.0695333333,8.6138,8.53213333334,4.86226666667,10.7070666667,29.5415333333,8.64273333333
541.75,11.8638666667,24.2282,19.4098,15.0952666667,8.59646666667,8.52526666667,4.85746666667,10.7065333333,29.591,8.6434
542.09,11.8667333333,24.2626,19.4245333334,15.1305333333,8.59246666667,8.52213333333,4.85306666667,10.7148666667,29.6496,8.64399999999
542.43,11.8738666667,24.3228666667,19.4517333333,15.1908,8.60559999999,8.52933333334,4.86986666667,10.734,29.7326,8.65793333333
542.78,11.8854,24.3638666667,19.4726666667,15.2311333333,8.61853333334,8.53386666667,4.87893333333,10.7439333333,29.8098666667,8.66586666667
543.12,11.877,24.4007333333,19.4784,15.2669333333,8.61959999999,8.54426666667,4.88353333333,10.7716666667,29.8622666667,8.6742
543.46,11.8595333333,24.4107333333,19.4664,15.2874666667,8.61353333333,8.53633333333,4.87566666667,10.7612666667,29.8813333333,8.67313333333
543.81,11.8578,24.4636666667,19.4917333333,15.3342,8.61813333334,8.54473333333,4.8716,10.7733333333,29.9562,8.68066666667
544.15,11.8408666667,24.4988,19.4925333333,15.3786666666,8.61020000001,8.54806666667,4.8594,10.7677333333,30.0199333333,8.68593333333
544.49,11.8278666667,24.5450666667,19.5016666667,15.4296666667,8.60186666667,8.555,4.8496,10.7725333333,30.1096,8.69666666667
544.84,11.8259333333,24.5999333333,19.5235333333,15.4916666667,8.60633333334,8.56473333333,4.8516,10.7938666667,30.2071333333,8.7084
545.18,11.821,24.655,19.5376666667,15.5648,8.61793333333,8.566,4.86593333333,10.8133333333,30.2932666667,8.72286666666
545.52,11.8204,24.7254666667,19.5726666667,15.6374,8.62826666667,8.57266666667,4.86566666667,10.8296,30.401,8.73333333334
545.87,11.7934666667,24.7691333333,19.5787333333,15.6854,8.6172,8.5678,4.85286666667,10.8183333333,30.4870666667,8.73433333333
546.21,11.7733333333,24.7813333333,19.5876666667,15.7122666667,8.60793333333,8.5678,4.8398,10.8147333333,30.5497333333,8.72186666666
546.55,11.751,24.8259333333,19.6002666667,15.7708666667,8.60473333333,8.56713333333,4.83386666667,10.8246,30.6286,8.72873333333
546.90,11.7514,24.8954666667,19.632,15.8369333333,8.61973333333,8.57486666667,4.84206666667,10.8292666667,30.7338666667,8.74879999999
547.24,11.7479333333,24.9856666667,19.6876666667,15.9175333333,8.63426666666,8.58693333333,4.8534,10.8570666667,30.8725333333,8.77393333334
547.58,11.7485333333,25.0368,19.7124,15.9817333333,8.64313333333,8.60693333333,4.86706666666,10.871,30.9516666667,8.79186666667
547.92,11.7561333333,25.1258,19.7642,16.0438666667,8.65813333334,8.62206666667,4.88186666666,10.8965333333,31.0538666667,8.80346666666
548.27,11.7542666667,25.1806666667,19.7952,16.1131333334,8.65913333333,8.63013333334,4.90186666667,10.9166666667,31.1276666667,8.80233333333
548.61,11.7542666667,25.2318666667,19.8214,16.1782,8.666,8.6406,4.91386666667,10.9278666667,31.2143333333,8.81186666667
548.95,11.7561333333,25.3163333333,19.8766666667,16.2279333333,8.65660000001,8.64186666667,4.88753333333,10.9244,31.338,8.80819999999
549.29,11.7379333333,25.3824666667,19.9359333333,16.2823333333,8.65226666667,8.64893333333,4.88733333333,10.9526,31.4314,8.80319999999
549.64,11.7474666667,25.4489333333,19.9908666667,16.3548666667,8.65740000001,8.66726666667,4.90813333333,10.9858,31.5482,8.81633333333
549.98,11.758,25.5363333333,20.0240666667,16.4386,8.64940000001,8.68873333333,4.9138,11.0213333333,31.6386666666,8.83453333333
550.32,11.7757333333,25.6061333333,20.0752666667,16.5096,8.65580000001,8.71846666666,4.92706666667,11.0492,31.7430666667,8.85099999999
550.66,11.7497333333,25.6276666667,20.0802,16.5482,8.64466666667,8.69933333333,4.91453333333,11.0469333333,31.7961333333,8.83626666667
551.01,11.7194,25.6480666667,20.0614,16.5961333333,8.62713333334,8.69786666667,4.9032,11.0524,31.8393333334,8.83886666667
551.35,11.6921333333,25.6874666667,20.0706,16.6394666667,8.6038,8.6764,4.8866,11.0463333333,31.9246666667,8.82873333334
551.69,11.6531333333,25.7159333333,20.0822,16.6784,8.57766666667,8.677,4.88313333333,11.0412666667,31.984,8.82306666667
552.03,11.6268,25.7782,20.1125333333,16.7255333333,8.56866666667,8.67693333333,4.86433333333,11.0512,32.0882666667,8.83426666666
552.38,11.6182,25.8617333334,20.1636666667,16.783,8.56073333334,8.68166666667,4.85653333333,11.0361333333,32.1932,8.82199999999
552.72,11.6183333333,25.913,20.1906666666,16.8555333333,8.57840000001,8.69906666667,4.88486666667,11.0679333333,32.2690666667,8.84793333333
553.06,11.5970666667,25.9302666667,20.1546666667,16.874,8.56413333334,8.6798,4.86553333333,11.0370666667,32.29,8.83340000001
553.40,11.5807333333,25.9994,20.1732,16.9416666667,8.58219999999,8.6844,4.86413333333,11.0466,32.35,8.84646666667
553.74,11.5938,26.0816,20.2235333333,17.0277333333,8.61253333334,8.70940000001,4.88966666667,11.0634666667,32.4684,8.89306666667
554.09,11.5758,26.1394,20.2310666667,17.0608,8.606,8.69833333334,4.88853333333,11.06,32.5318666667,8.8918
554.43,11.5794666667,26.2053333333,20.2601333334,17.123,8.61306666667,8.72726666667,4.89146666667,11.0802666666,32.6396,8.90886666667
554.77,11.5954666667,26.2992,20.3302,17.2073333333,8.64059999999,8.75333333333,4.91433333333,11.1075333333,32.7584666667,8.9418
555.11,11.6054,26.3903333333,20.3909333333,17.3016,8.65479999999,8.78933333333,4.93313333333,11.1553333333,32.8887333333,8.97419999999
555.45,11.6298666667,26.4454666667,20.4094666667,17.3754,8.6806,8.816,4.95266666667,11.1990666667,32.9814666667,9.00759999999
555.80,11.6472,26.5365333333,20.4553333334,17.4652,8.70706666667,8.84720000001,4.9944,11.2236666667,33.0928,9.03866666667
556.14,11.6251333333,26.5337333333,20.4433333333,17.4892,8.69180000001,8.82833333333,4.98446666667,11.2496,33.1313333333,9.0684
556.48,11.6315333333,26.609,20.4628666667,17.5556666667,8.70206666666,8.86526666667,5.01546666667,11.2754,33.2196666667,9.1082
556.82,11.6466,26.7175333333,20.5321333333,17.6624666667,8.72393333334,8.89486666667,5.05366666667,11.3323333333,33.3649333333,9.16626666666
557.16,11.5946,26.7307333333,20.5225333334,17.6828,8.67106666667,8.87273333334,5.0176,11.3147333333,33.4133333333,9.15300000001
557.50,11.5936,26.7942,20.5662,17.7505333333,8.67626666667,8.88586666667,5.0382,11.3426666667,33.5053333333,9.16200000001
557.85,11.6064,26.8836,20.6346,17.8611333333,8.68926666666,8.9144,5.0406,11.3849333333,33.6536,9.18726666666
558.19,11.5858,26.9394666667,20.6412,17.9122,8.66986666667,8.90126666667,5.0372,11.3832666667,33.7143333333,9.18566666666
558.53,11.5512666667,26.9708666667,20.6210666667,17.9439333333,8.6368,8.87726666667,5.0188,11.3724,33.7501333333,9.15913333334
558.87,11.5458,27.0190666667,20.6326666667,18.0023333333,8.65413333333,8.88560000001,5.04426666667,11.3792666667,33.8128,9.1782
559.21,11.488,27.0528,20.6405333333,18.048,8.63306666667,8.8608,5.01593333333,11.3446,33.8646,9.15766666667
559.55,11.4737333333,27.0801333333,20.6298,18.0768666667,8.6252,8.85906666667,4.99686666667,11.3496,33.9188666667,9.13800000001
559.89,11.4506666667,27.1693333333,20.6590666667,18.1540666667,8.64293333333,8.887,5.01106666666,11.3734,34.0422666667,9.14639999999
560.23,11.4078666667,27.1414,20.6323333333,18.1582,8.59393333334,8.83293333333,4.97306666667,11.337,34.0453333333,9.10280000001
560.58,11.4189333333,27.1965333333,20.6442666667,18.1924,8.62546666666,8.86439999999,5.005,11.3236666667,34.0908,9.13646666666
560.92,11.4698,27.304,20.728,18.2946666667,8.67713333334,8.90386666667,5.05486666667,11.3728,34.2257333333,9.17399999999
561.26,11.3979333333,27.2876,20.6819333333,18.2896,8.62566666667,8.85660000001,4.99626666667,11.3328,34.2345333333,9.14593333334
561.60,11.3393333333,27.3038666667,20.6403333333,18.3086,8.59786666667,8.82626666666,4.9718,11.3077333333,34.2516666667,9.13213333333
561.94,11.326,27.3368,20.6414,18.3632,8.60006666666,8.84980000001,4.98653333333,11.3258666667,34.2971333333,9.16433333333
562.28,11.3233333333,27.3992666667,20.6848666667,18.4356,8.60700000001,8.8776,4.98913333333,11.3436,34.3925333333,9.18353333333
562.62,11.3040666667,27.4299333333,20.6819333333,18.4730666667,8.58093333333,8.87653333334,4.96106666667,11.3444,34.4328,9.17080000001
562.96,11.3015333333,27.5227333333,20.7212666667,18.5359333333,8.57973333333,8.9016,4.96913333333,11.3635333333,34.5393333333,9.1938
563.30,11.2658,27.5212666667,20.7123333333,18.5824,8.56539999999,8.89806666666,4.95826666667,11.3491333333,34.5783333333,9.20086666667
563.64,11.2752666667,27.5740666667,20.7416666667,18.663,8.57159999999,8.93293333333,4.9696,11.3598,34.6580666667,9.22346666667
563.99,11.2748,27.6743333333,20.8039333333,18.7663333333,8.62106666666,9.01226666667,5.0118,11.397,34.7848666667,9.28146666667
564.33,11.264,27.7457333333,20.8317333333,18.8707333333,8.60533333334,9.00399999999,4.99866666667,11.4282,34.9297333333,9.2784
564.67,11.2364,27.7354666667,20.8056666667,18.9041333334,8.589,9.0034,4.99213333333,11.4246,34.9575333333,9.27826666668
565.01,11.255,27.7944666667,20.8406,18.964,8.61466666667,9.04086666666,5.01646666667,11.4486,35.0498,9.2954
565.35,11.2304666667,27.7998666667,20.8375333333,18.9809333333,8.60946666667,9.03373333333,5.01213333333,11.4298,35.1026666667,9.28599999999
565.69,11.2020666667,27.8344,20.8478666667,19.0234666667,8.5944,9.0194,4.9944,11.4148666667,35.1692666667,9.25900000001
566.03,11.2155333333,27.9022666667,20.8655333333,19.1017333333,8.61573333333,9.05233333334,5.0212,11.4281333333,35.2650666667,9.28873333334
566.37,11.1786,27.9396666667,20.8796,19.1516,8.61220000001,9.05093333333,5.01026666667,11.4183333333,35.3355333334,9.29953333333
566.71,11.1732,27.9458666667,20.8700666666,19.1825333333,8.62273333333,9.04373333334,5.01933333333,11.419,35.3670666667,9.30619999999
567.05,11.1887333334,28.0269333333,20.9096,19.2675333333,8.6422,9.06759999999,5.04666666667,11.4555333333,35.4733333333,9.33866666667
567.39,11.2000666667,28.0695333333,20.9278666667,19.3216666667,8.64820000001,9.07433333333,5.0646,11.4701333333,35.5603333333,9.36846666665
567.73,11.1740666667,28.1057333333,20.9334666667,19.3684,8.63400000001,9.04713333333,5.03533333333,11.4658666667,35.6290666667,9.36553333333
568.07,11.1308,28.0774,20.9098666667,19.386,8.61533333333,9.03613333334,5.0206,11.4313333333,35.6122666667,9.34953333334
568.41,11.1137333334,28.1494666667,20.9411333333,19.4407333333,8.61340000001,9.06073333333,5.02833333333,11.4240666667,35.681,9.35840000001
568.75,11.0620666667,28.1822666667,20.9280666667,19.4852666667,8.58126666667,9.03880000001,4.9966,11.4143333333,35.7308,9.34273333333
569.09,11.0591333333,28.2418,20.9662666667,19.5736,8.59553333334,9.05653333333,5.02453333333,11.4374,35.7978,9.37733333334
569.43,11.0387333333,28.2694,20.978,19.6206,8.6006,9.06366666667,5.0282,11.4449333333,35.8764,9.3812
569.77,10.9919333333,28.2511333333,20.9723333333,19.6335333333,8.58400000001,9.05499999999,5.01206666667,11.4422,35.9004666667,9.38060000001
570.11,10.9898666667,28.2682666667,20.9738666667,19.6949333334,8.591,9.0734,5.0446,11.4562,35.9592,9.3848
570.45,10.9492,28.2880666667,20.9605333333,19.7436,8.56673333333,9.0802,5.03413333333,11.4462,36.0058666667,9.38073333333
570.79,10.9159333333,28.3264666667,20.9737333333,19.7770666667,8.55126666667,9.07893333333,5.03173333333,11.4315333333,36.0308,9.3828
571.13,10.8707333333,28.337,20.9530666667,19.8040666667,8.54366666666,9.07293333333,5.024,11.4132666667,36.0176666666,9.3662
571.47,10.8821333333,28.3968666667,20.9972,19.8827333333,8.55853333333,9.11679999999,5.05926666667,11.4495333333,36.1041333333,9.38933333333
571.81,10.8646,28.4459333333,21.0060666667,19.9164666667,8.55420000001,9.12900000001,5.05866666667,11.4593333333,36.175,9.39273333334
572.15,10.8694,28.4827333333,21.0302666667,19.9844,8.5742,9.14093333333,5.09053333333,11.4806666667,36.2566666667,9.4236
572.49,10.8636,28.5392,21.0564,20.0466666667,8.57793333333,9.15546666666,5.1102,11.4752,36.3494,9.43046666666
572.83,10.8488666667,28.5766666667,21.0626666667,20.0932,8.56286666667,9.17626666667,5.1114,11.4792666667,36.4211333333,9.4262
573.17,10.8455333333,28.6381333333,21.0955333333,20.1555333333,8.57280000001,9.20346666667,5.1428,11.5022666667,36.4824,9.46473333333
573.51,10.829,28.6810666667,21.1022666667,20.2251333333,8.5644,9.2,5.14513333333,11.4907333333,36.5544666667,9.46366666666
573.85,10.8006,28.7184,21.1057333334,20.2447333333,8.5544,9.19586666668,5.12273333333,11.4684,36.6018666667,9.46193333333
574.19,10.7966,28.7724666667,21.1402,20.3096,8.55860000001,9.19040000001,5.11826666667,11.4806,36.6934666667,9.46793333333
574.53,10.7882666667,28.8083333333,21.1484666667,20.3618,8.56553333333,9.18573333335,5.11473333333,11.4782666667,36.7952666667,9.4822
574.87,10.7646,28.8656,21.167,20.4100666667,8.55206666666,9.19060000001,5.11126666667,11.4681333333,36.8677333333,9.48620000001
575.21,10.7318666667,28.8737333333,21.1261333333,20.4169333333,8.53699999999,9.16193333332,5.0928,11.4315333333,36.8909333333,9.46059999999
575.55,10.7123333333,28.9286,21.1736666666,20.4936,8.54433333333,9.16866666667,5.11546666667,11.4460666667,36.9523333334,9.49206666668
575.89,10.6551333333,28.946,21.1566666667,20.5144666667,8.53106666667,9.14993333333,5.07633333333,11.4239333333,37.0009333333,9.46806666668
576.22,10.6648666667,29.0128,21.2019333333,20.5879333333,8.57166666667,9.1872,5.0988,11.4618666667,37.0774,9.52633333334
576.56,10.631,29.0319333333,21.1905333333,20.6226,8.56239999999,9.1706,5.07746666667,11.4358666667,37.1054666667,9.52653333333
576.90,10.6236666667,29.0988,21.2119333333,20.6808,8.56540000001,9.17159999999,5.06146666667,11.4275333333,37.1913333333,9.52866666667
577.24,10.5858666667,29.1266666667,21.1984,20.6928666667,8.55253333333,9.14973333335,5.0498,11.4006,37.2460666667,9.50973333333
577.58,10.5664666667,29.1885333333,21.1974,20.7722666667,8.53553333333,9.14866666665,5.04386666667,11.3980666667,37.3120666667,9.52426666667
577.92,10.5321333333,29.2432666667,21.2033333333,20.8310666667,8.52319999999,9.15106666668,5.03786666667,11.3689333333,37.4004,9.52660000001
578.26,10.4909333333,29.2594666667,21.2026,20.868,8.50713333334,9.14953333332,5.0132,11.3444,37.4212666667,9.50726666667
578.60,10.4642,29.2760666667,21.2031333334,20.9175333333,8.48806666666,9.13853333334,4.9896,11.3429333333,37.4798666667,9.49833333333
578.94,10.4106,29.3194666667,21.1936666667,20.9716,8.44926666666,9.12320000001,4.95813333333,11.3149333333,37.5198,9.48926666666
579.28,10.4077333334,29.3462666667,21.1690666667,21.0115333333,8.42846666666,9.116,4.9264,11.2992,37.5734666667,9.47653333335
579.61,10.4279333334,29.4181333333,21.1912666666,21.0968,8.44720000001,9.14933333335,4.96673333333,11.3100666667,37.6416,9.50866666667
579.95,10.4086,29.4076666667,21.1739333333,21.1296,8.43586666667,9.13813333332,4.9754,11.2918,37.6395333333,9.49740000001
580.29,10.3767333333,29.4566,21.1987333333,21.1782666667,8.42913333333,9.12360000001,4.9664,11.2738666667,37.7121333333,9.50626666667
580.63,10.3610666667,29.4823333333,21.1962666667,21.2581333333,8.44020000001,9.13826666667,4.98466666667,11.2835333333,37.7566,9.51666666667
580.97,10.3714666667,29.5548666666,21.2362666667,21.352,8.4568,9.15766666667,5.00373333333,11.2958,37.8070666667,9.54833333334
581.31,10.3699333333,29.5759333333,21.2579333333,21.4138,8.48373333334,9.1604,5.02993333333,11.3229333333,37.842,9.5606
581.65,10.4087333333,29.6525333333,21.3152,21.5035333333,8.53773333334,9.2252,5.08906666667,11.3757333333,37.9256666667,9.60206666667
581.98,10.4009333333,29.732,21.3334666667,21.5744,8.53099999999,9.23846666666,5.1076,11.393,37.9974,9.63906666667
582.32,10.4222666667,29.8232666667,21.3817333333,21.6670666667,8.56806666667,9.28146666667,5.15566666667,11.4052,38.0997333333,9.68560000001
582.66,10.4702,29.9000666667,21.4805333333,21.7753333333,8.61140000001,9.32653333333,5.20726666667,11.4494666667,38.204,9.74553333334
