wavelength,Back_TanXagm,Belly_TanXagm,Breast_TanXagm,Crissum_TanXagm,Crown_TanXagm,DorTail_TanXagm,Patch10_TanXagm,Patch11_TanXagm,Patch12_TanXagm,Rump_TanXagm,Throat_TanXagm,WingTip_TanXagm
561.60,36.3985555556,81.2382222222,59.0715555556,61.0981111111,45.5047777778,17.4505555556,43.3867777778,8.22566666667,57.5492222222,39.8175555556,51.644,8.84544444445
561.94,36.4967777778,81.2261111111,59.0223333333,61.0775555556,45.4745555556,17.4683333333,43.5806666667,8.26277777778,57.4722222222,39.8172222222,51.5727777778,8.86444444444
562.28,36.5711111111,81.18,58.9555555556,61.0466666667,45.4407777778,17.4532222222,43.7401111111,8.23866666666,57.4453333333,39.7877777778,51.5487777778,8.84366666667
562.62,36.677,81.1874444445,58.9294444445,61.0757777778,45.443,17.4756666667,43.9155555555,8.26888888888,57.403,39.7882222222,51.539,8.878
562.96,36.701,80.9976666667,58.7431111111,60.8942222222,45.3105555556,17.4251111111,43.9898888889,8.23566666667,57.2247777778,39.6413333333,51.3617777778,8.86333333333
563.30,36.7324444444,80.8638888889,58.6057777778,60.8026666667,45.1968888889,17.3803333333,44.1001111111,8.20199999999,57.088,39.6118888889,51.2525555556,8.83611111111
563.64,36.7172222222,80.6093333333,58.4082222222,60.6388888889,45.0064444445,17.3251111111,44.1184444444,8.15188888889,56.8895555556,39.4827777778,51.0863333333,8.76277777778
563.99,36.7884444445,80.5581111111,58.2686666667,60.561,44.8812222222,17.2535555555,44.2231111111,8.09544444446,56.7914444444,39.4462222222,51.0214444445,8.71633333333
564.33,36.8494444444,80.4415555556,58.0893333333,60.4806666667,44.7577777778,17.2344444444,44.3412222222,8.07944444445,56.6583333333,39.3902222222,50.9395555556,8.74444444444
564.67,36.853,80.2436666667,57.8417777778,60.3152222222,44.58,17.1438888889,44.385,8.04399999999,56.4416666666,39.2613333333,50.8,8.70522222222
565.01,36.8732222222,80.116,57.6894444444,60.2534444444,44.5048888889,17.1306666667,44.4738888889,8.07522222223,56.3234444444,39.2405555555,50.7033333333,8.72911111111
565.35,36.8936666667,80.0004444445,57.516,60.1685555555,44.3388888889,17.062,44.5691111111,7.99600000001,56.1762222222,39.1507777778,50.5976666667,8.67577777778
565.69,36.8805555556,79.7691111111,57.2786666667,59.9793333333,44.1736666667,17.0133333333,44.5714444445,7.97977777778,55.988,39.0462222222,50.4356666666,8.64766666667
566.03,36.9461111111,79.7171111111,57.1604444444,59.9286666667,44.0936666666,17.0322222222,44.6601111111,8.03000000001,55.8722222222,39.0576666666,50.3911111111,8.67977777778
566.37,36.9684444444,79.641,57.0227777778,59.8185555556,43.9705555555,16.9596666667,44.7564444445,7.99833333332,55.7495555556,39.0054444444,50.2907777778,8.63377777778
566.71,37.0536666667,79.7045555555,56.9925555556,59.8223333333,43.9178888889,16.9535555555,44.9124444445,8.01055555554,55.6874444444,39.0473333333,50.2651111111,8.61722222222
567.05,37.1,79.5766666667,56.8621111111,59.7784444444,43.8205555556,16.9474444444,45.0013333333,8.04055555554,55.5455555556,39.0238888889,50.17,8.60033333333
567.39,37.1843333333,79.6288888889,56.7974444444,59.7791111111,43.7777777778,16.9402222222,45.2084444444,8.04677777779,55.5171111111,39.0248888889,50.1183333334,8.59888888889
567.73,37.2437777778,79.5245555555,56.6872222222,59.7026666667,43.6848888889,16.9285555556,45.3454444444,8.05955555557,55.4195555555,38.9503333333,50.0215555555,8.60944444445
568.07,37.2635555556,79.4144444445,56.5707777778,59.5925555556,43.5727777778,16.8775555555,45.427,8.047,55.2732222222,38.9064444445,49.8742222222,8.56822222222
568.41,37.2884444444,79.275,56.396,59.4834444445,43.4654444445,16.8548888889,45.4946666666,8.05588888889,55.0861111111,38.8401111111,49.7188888889,8.56277777778
568.75,37.3767777778,79.1768888889,56.2545555556,59.3775555556,43.3455555556,16.8551111111,45.6007777778,8.07222222223,54.9135555556,38.8095555555,49.6048888889,8.593
569.09,37.4985555556,79.1151111111,56.1766666667,59.3868888889,43.3204444444,16.9192222222,45.7922222222,8.20733333334,54.8601111111,38.8534444444,49.5537777778,8.67877777778
569.43,37.607,79.1728888889,56.1358888889,59.4793333333,43.3075555556,16.9247777778,46.0161111111,8.23944444444,54.8144444444,38.9044444444,49.5527777778,8.71022222222
569.77,37.6182222222,79.0497777778,55.9938888889,59.3897777778,43.1643333333,16.88,46.1592222222,8.22477777777,54.6747777778,38.8184444444,49.405,8.70133333333
570.11,37.6982222222,78.938,55.8236666667,59.2854444444,43.0687777778,16.9074444444,46.2647777778,8.28355555555,54.5467777778,38.7745555555,49.2954444444,8.75611111111
570.45,37.6842222222,78.6482222222,55.5651111111,59.123,42.9142222222,16.8673333333,46.3091111111,8.27955555557,54.313,38.656,49.116,8.78055555556
570.79,37.7454444445,78.6037777778,55.4356666666,59.0228888889,42.8032222222,16.8344444445,46.4016666667,8.26711111111,54.2277777778,38.5804444445,49.0377777778,8.773
571.13,37.7586666667,78.4241111111,55.22,58.8951111111,42.6526666667,16.7983333334,46.4051111111,8.26722222223,54.0336666667,38.5007777778,48.8787777778,8.79211111111
571.47,37.8067777778,78.316,55.0447777778,58.8135555555,42.5243333334,16.803,46.4674444444,8.29011111111,53.857,38.4668888889,48.7413333333,8.85333333333
571.81,37.9125555556,78.2805555556,54.9815555556,58.8303333333,42.4897777778,16.8218888889,46.6182222222,8.3318888889,53.8077777778,38.454,48.7182222222,8.93222222222
572.15,38.0367777778,78.3142222222,54.9606666667,58.8858888889,42.4623333333,16.8375555556,46.8191111111,8.35722222223,53.7891111111,38.4886666667,48.6934444444,9.01166666667
572.49,38.0253333333,78.1343333334,54.7578888889,58.7391111111,42.3232222222,16.7792222222,46.9057777778,8.33133333333,53.6324444444,38.3903333333,48.5747777778,8.99166666667
572.83,38.0084444445,77.9498888889,54.5096666667,58.5498888889,42.1165555556,16.6663333333,46.9047777778,8.24577777778,53.3605555556,38.2507777778,48.3736666667,8.93333333333
573.17,37.9977777778,77.7407777778,54.2676666666,58.3792222222,41.9333333333,16.6137777778,46.9123333333,8.21799999999,53.1557777778,38.1116666667,48.1861111111,8.90111111111
573.51,38.0792222222,77.6846666667,54.1417777778,58.322,41.8392222222,16.5922222222,47.0166666667,8.21411111111,53.0294444445,38.0752222222,48.0704444445,8.89633333333
573.85,38.0392222222,77.4381111111,53.9182222222,58.2296666667,41.649,16.5434444444,47.0372222222,8.18955555556,52.793,37.9701111111,47.8731111111,8.881
574.19,38.183,77.4624444444,53.8604444444,58.2967777778,41.5841111111,16.5711111111,47.2081111111,8.23411111111,52.785,37.9861111111,47.8298888889,8.91111111111
574.53,38.1953333333,77.2897777778,53.6372222222,58.2206666666,41.4448888889,16.552,47.2756666667,8.25522222222,52.6211111111,37.94,47.6674444444,8.96055555556
574.87,38.2494444445,77.1777777778,53.4763333333,58.174,41.3187777778,16.5642222222,47.3715555556,8.29233333332,52.4624444444,37.901,47.5707777778,8.99833333333
575.21,38.2304444444,77.0363333333,53.28,58.0883333333,41.1757777778,16.479,47.4254444444,8.24744444444,52.2725555555,37.8144444445,47.4106666667,8.96022222222
575.55,38.1502222222,76.7996666667,52.9611111111,57.8726666667,40.9327777778,16.3757777778,47.3974444444,8.20633333333,51.9988888889,37.6525555556,47.1468888889,8.92555555556
575.89,38.1163333333,76.6067777778,52.7415555555,57.6882222222,40.7501111111,16.3313333334,47.413,8.1868888889,51.7758888889,37.5367777778,46.9862222222,8.883
576.22,38.1184444445,76.4633333333,52.5544444444,57.629,40.5952222222,16.3045555556,47.4503333333,8.19077777777,51.5774444444,37.4503333333,46.8055555555,8.88077777778
576.56,38.1891111111,76.4316666667,52.4526666667,57.6247777778,40.5187777778,16.3565555556,47.5633333333,8.25077777777,51.4851111111,37.4495555556,46.745,8.93277777778
576.90,38.1843333333,76.2528888889,52.2301111111,57.4875555556,40.3473333333,16.3106666667,47.6073333333,8.26288888888,51.2602222222,37.3808888889,46.5328888889,8.96077777778
577.24,38.1575555555,76.1105555555,51.9958888889,57.3851111111,40.1915555556,16.268,47.6402222222,8.26377777778,51.0597777778,37.2716666667,46.391,8.97422222222
577.58,38.2056666667,76.0063333333,51.8131111111,57.2744444444,40.0626666667,16.2287777778,47.6586666667,8.29422222222,50.8803333334,37.1968888889,46.2448888889,8.99833333333
577.92,38.1838888889,75.8502222222,51.5853333334,57.1556666667,39.8994444444,16.2016666667,47.7142222222,8.33666666665,50.6597777778,37.1132222222,46.0713333334,9.02911111111
578.26,38.2184444444,75.7024444444,51.3742222222,57.0451111111,39.7537777778,16.2001111111,47.7423333333,8.36955555554,50.4216666666,37.0142222222,45.8876666667,9.08066666667
578.60,38.2138888889,75.5941111111,51.1485555556,56.9708888889,39.6644444444,16.1515555556,47.7917777778,8.38022222223,50.245,36.9182222222,45.7131111111,9.09844444444
578.94,38.213,75.4674444444,50.9457777778,56.8902222222,39.539,16.1546666667,47.8614444444,8.4231111111,50.0832222222,36.8308888889,45.5571111111,9.097
579.28,38.2722222222,75.3755555556,50.7891111111,56.8785555555,39.4512222222,16.1768888889,47.9758888889,8.5258888889,49.9451111111,36.8117777778,45.4581111111,9.17155555555
579.61,38.3315555555,75.2793333333,50.5346666667,56.8345555556,39.3617777778,16.1701111111,48.0143333333,8.5801111111,49.7915555555,36.7585555556,45.2935555556,9.18677777778
579.95,38.4096666667,75.3337777778,50.3932222222,56.8768888889,39.2861111111,16.1793333334,48.1256666667,8.62555555556,49.6993333333,36.7331111111,45.1804444445,9.25333333333
580.29,38.4085555555,75.1245555556,50.1315555555,56.7562222222,39.1511111111,16.1457777778,48.1336666667,8.63477777778,49.4715555555,36.5992222222,44.9758888889,9.28666666667
580.63,38.4592222222,75.0695555556,49.9766666667,56.7335555556,39.0194444444,16.1594444444,48.2101111111,8.61066666667,49.3471111111,36.5166666667,44.8745555556,9.276
580.97,38.4364444445,74.8132222222,49.6877777778,56.6213333333,38.8701111111,16.1543333333,48.2061111111,8.65411111111,49.1407777778,36.4111111111,44.6467777778,9.31177777778
581.31,38.5481111111,74.8848888889,49.5836666666,56.723,38.8344444444,16.19,48.4263333333,8.67555555557,49.0836666667,36.4015555556,44.5955555556,9.34211111111
581.65,38.4995555556,74.7135555556,49.3025555556,56.5976666667,38.6564444445,16.1155555555,48.4143333333,8.63744444446,48.8128888889,36.2916666667,44.3578888889,9.31833333333
581.98,38.4251111111,74.5615555556,49.0688888889,56.4876666667,38.4687777778,16.0621111111,48.444,8.60755555555,48.5873333333,36.1544444444,44.1141111111,9.29477777778
582.32,38.3734444444,74.2974444444,48.8163333333,56.2832222222,38.2455555556,15.9717777778,48.4328888889,8.54799999999,48.3134444444,36.023,43.8402222222,9.25477777778
582.66,38.3793333333,74.17,48.5975555556,56.146,38.0846666667,15.9575555556,48.4437777778,8.54977777779,48.0957777778,35.9315555556,43.6502222222,9.28611111111
583.00,38.3472222222,73.9818888889,48.3356666667,55.9988888889,37.8613333333,15.888,48.41,8.48177777778,47.8401111111,35.7771111111,43.431,9.26344444444
583.34,38.2502222222,73.7608888889,48.0805555556,55.856,37.5996666667,15.8007777778,48.3716666667,8.421,47.54,35.5806666667,43.1304444444,9.25755555555
583.68,38.2534444445,73.6108888889,47.8646666667,55.7586666667,37.4582222222,15.7728888889,48.3825555556,8.40322222223,47.3648888889,35.4647777778,42.9824444444,9.23922222222
584.01,38.1834444444,73.459,47.5961111111,55.6327777778,37.2544444445,15.7027777778,48.3797777778,8.39677777779,47.1853333333,35.3304444445,42.7363333334,9.23744444445
584.35,38.1685555556,73.3761111111,47.3812222222,55.5827777778,37.1513333333,15.6641111111,48.4291111111,8.41655555556,47.0087777778,35.2698888889,42.5567777778,9.267
584.69,38.1607777778,73.2277777778,47.2241111111,55.4752222222,36.97,15.6581111111,48.4525555556,8.43522222223,46.7895555556,35.2161111111,42.3835555556,9.30933333333
585.03,38.0607777778,72.9833333333,46.9431111111,55.2525555556,36.746,15.6075555556,48.3841111111,8.43255555557,46.5228888889,35.0947777778,42.1461111111,9.35533333333
585.37,38.0547777778,72.8963333333,46.7511111111,55.1527777778,36.5701111111,15.6205555555,48.3721111111,8.45066666667,46.3613333333,34.9738888889,41.9801111111,9.41366666667
585.70,38.0143333333,72.7556666667,46.5081111111,55.0273333333,36.3755555555,15.5116666666,48.3324444445,8.42755555555,46.1323333333,34.8277777778,41.8042222222,9.39877777778
586.04,38.0458888889,72.8235555556,46.3418888889,55.1168888889,36.2133333333,15.5322222222,48.3818888889,8.47777777778,46.0391111111,34.7482222222,41.7283333333,9.45344444445
586.38,37.9882222222,72.672,46.075,55.0802222222,36.0033333333,15.4546666667,48.327,8.4848888889,45.8488888889,34.6251111111,41.5428888889,9.44022222222
586.72,37.941,72.6123333333,45.8898888889,55.0298888889,35.8697777778,15.461,48.3241111111,8.50088888888,45.6784444445,34.5305555556,41.3598888889,9.44255555555
587.06,37.8895555556,72.4844444445,45.6285555556,54.9571111111,35.6765555556,15.3902222222,48.275,8.48244444446,45.4794444444,34.3775555555,41.1801111111,9.36855555556
587.39,37.7503333333,72.2627777778,45.3351111111,54.7662222222,35.425,15.3122222222,48.2498888889,8.47422222222,45.2186666667,34.2376666667,40.9587777778,9.37311111111
587.73,37.6487777778,72.0744444444,45.0772222222,54.6543333333,35.1953333333,15.2401111111,48.1761111111,8.4128888889,44.9448888889,34.0628888889,40.7568888889,9.33155555556
588.07,37.5654444444,71.904,44.842,54.5706666666,34.9898888889,15.1888888889,48.163,8.41477777778,44.7434444445,33.8842222222,40.5907777778,9.28244444445
588.41,37.5222222222,71.8247777778,44.6002222222,54.5128888889,34.8424444445,15.1591111111,48.1166666667,8.40266666665,44.5667777778,33.7488888889,40.3958888889,9.285
588.74,37.3952222222,71.6258888889,44.3213333333,54.3787777778,34.5771111111,15.0777777778,47.9941111111,8.35866666668,44.351,33.5278888889,40.1212222222,9.20566666667
589.08,37.3585555556,71.5404444444,44.1166666667,54.3128888889,34.4108888889,15.0116666666,47.9764444445,8.32266666667,44.1967777778,33.3958888889,39.968,9.15122222222
589.42,37.3786666667,71.4734444445,43.941,54.2941111111,34.3266666667,15.0791111111,48.0144444444,8.382,44.1217777778,33.3735555555,39.8632222222,9.21677777778
589.76,37.2258888889,71.1801111111,43.6251111111,54.0641111111,34.111,15.022,47.8784444445,8.35377777777,43.869,33.194,39.583,9.17733333333
590.09,37.1736666667,71.1084444444,43.4662222222,53.9587777778,33.9973333333,15.0232222222,47.8528888889,8.33977777777,43.7544444444,33.0817777778,39.4275555556,9.20533333333
590.43,37.0794444444,70.9431111111,43.1725555556,53.8666666667,33.805,14.9283333333,47.8011111111,8.30688888889,43.5548888889,32.9125555556,39.2538888889,9.15933333333
590.77,37.0563333333,70.9824444444,43.0226666667,53.8518888889,33.7175555556,14.9291111111,47.8916666667,8.34000000001,43.4723333333,32.8912222222,39.1666666666,9.25077777778
591.11,37.016,70.8397777778,42.8002222222,53.7518888889,33.5452222222,14.8721111111,47.8235555555,8.31222222221,43.2807777778,32.7531111111,38.9807777778,9.24633333333
591.44,36.9956666667,70.8298888889,42.609,53.7082222222,33.4122222222,14.8335555556,47.814,8.30866666668,43.153,32.707,38.816,9.25777777778
591.78,36.9935555555,70.757,42.4225555556,53.6732222222,33.2608888889,14.8388888889,47.8014444444,8.33877777779,42.9831111111,32.6313333333,38.677,9.33711111111
592.12,37.0172222222,70.8126666666,42.2795555556,53.6837777778,33.1457777778,14.8242222222,47.8533333333,8.36122222222,42.8765555555,32.5686666667,38.5997777778,9.38333333333
592.46,36.9348888889,70.693,42.0404444444,53.6111111111,33.0097777778,14.7723333333,47.7937777778,8.33866666668,42.6944444444,32.4733333334,38.4551111111,9.441
592.79,36.8385555556,70.5432222222,41.7834444444,53.5116666667,32.8407777778,14.7052222222,47.7225555556,8.32144444443,42.4321111111,32.3494444445,38.2557777778,9.44022222222
593.13,36.7288888889,70.4508888889,41.5605555555,53.4192222222,32.6016666667,14.6412222222,47.615,8.28188888888,42.1987777778,32.2087777778,38.1086666667,9.40233333333
593.47,36.7162222222,70.3941111111,41.4464444445,53.389,32.4651111111,14.6241111111,47.6174444445,8.27777777779,42.0392222222,32.1448888889,37.9883333334,9.42644444444
593.80,36.6247777778,70.2865555556,41.2246666667,53.3575555555,32.2841111111,14.566,47.6047777778,8.26599999999,41.786,32.0245555556,37.8216666667,9.40755555556
594.14,36.5875555556,70.2536666667,41.0856666667,53.2944444444,32.1328888889,14.5514444444,47.6187777778,8.2501111111,41.6052222222,31.9304444444,37.6816666667,9.39188888889
594.48,36.4342222222,70.0233333333,40.7934444445,53.1663333333,31.8892222222,14.4797777778,47.4986666666,8.17644444444,41.351,31.756,37.4621111111,9.31577777778
594.81,36.3298888889,69.8851111111,40.5841111111,53.1528888889,31.7063333333,14.4548888889,47.4257777778,8.22177777777,41.146,31.6211111111,37.2671111111,9.34488888889
595.15,36.2288888889,69.6653333333,40.3643333333,53.0324444445,31.497,14.4181111111,47.3188888889,8.26133333333,40.9627777778,31.4703333334,37.1026666667,9.38188888889
595.49,36.0438888889,69.4636666667,40.0733333333,52.8056666667,31.2517777778,14.3114444444,47.1311111111,8.19333333334,40.6876666667,31.2491111111,36.8361111111,9.33155555555
595.82,35.8504444445,69.1518888889,39.7635555556,52.6027777778,30.9895555555,14.1884444444,46.9653333333,8.12022222222,40.3774444444,31.022,36.5664444444,9.24788888889
596.16,35.8558888889,69.1628888889,39.6587777778,52.638,30.8908888889,14.21,46.9886666667,8.17666666665,40.2344444444,30.9958888889,36.4588888889,9.22133333333
596.50,35.7857777778,69.1138888889,39.4987777778,52.5555555555,30.7382222222,14.1845555556,46.9696666666,8.16477777779,40.1392222222,30.9083333333,36.3464444444,9.23655555556
596.83,35.7026666667,69.0396666667,39.3244444444,52.4995555555,30.6226666667,14.1165555556,46.897,8.13766666667,39.9964444445,30.8317777778,36.1898888889,9.21211111111
597.17,35.6258888889,68.8958888889,39.1045555555,52.4063333333,30.4644444444,14.0662222222,46.8242222222,8.12844444446,39.8066666667,30.7076666667,36.0214444444,9.21555555556
597.51,35.5782222222,68.824,38.9442222222,52.3365555555,30.2796666667,13.9787777778,46.7385555555,8.07555555557,39.6655555556,30.5678888889,35.8518888889,9.18955555555
597.84,35.5427777778,68.769,38.7882222222,52.3241111111,30.1737777778,13.9711111111,46.6431111111,8.13133333334,39.5868888889,30.5094444445,35.7077777778,9.25488888889
598.18,35.5198888889,68.7297777778,38.6848888889,52.3062222222,30.0818888889,14.0034444444,46.6218888889,8.21833333335,39.5016666667,30.4408888889,35.6081111111,9.35166666667
598.52,35.4992222222,68.6963333333,38.5527777778,52.2592222222,29.99,14.0108888889,46.5501111111,8.20644444446,39.3468888889,30.381,35.5036666667,9.39388888889
598.85,35.41,68.632,38.358,52.2454444445,29.8827777778,13.9947777778,46.4906666666,8.1888888889,39.2077777778,30.2542222222,35.3341111111,9.43266666667
599.19,35.3123333333,68.5161111111,38.1771111111,52.2057777778,29.771,13.938,46.3687777778,8.1778888889,39.061,30.1813333333,35.194,9.44644444444
599.53,35.2493333333,68.4931111111,38.0184444444,52.1752222222,29.6614444444,13.9513333333,46.2833333333,8.20655555557,38.9617777778,30.1096666667,35.0962222222,9.49111111111
599.86,35.0627777778,68.2902222222,37.7115555556,51.996,29.4436666667,13.8121111111,46.0808888889,8.11311111112,38.7263333334,29.8546666667,34.8377777778,9.43622222222
600.20,34.8576666667,68.0705555555,37.434,51.8463333333,29.2578888889,13.7585555556,45.8278888889,8.09222222221,38.4445555556,29.6562222222,34.5616666667,9.45255555555
600.53,34.7276666667,67.9261111111,37.1987777778,51.7472222222,29.073,13.6892222222,45.7176666667,8.06877777779,38.2444444444,29.479,34.3777777778,9.44211111111
600.87,34.6687777778,67.9803333333,37.0248888889,51.7355555556,28.9644444445,13.6614444444,45.6622222222,8.07466666666,38.1228888889,29.3835555556,34.2842222222,9.45377777778
601.21,34.4746666667,67.7754444444,36.7477777778,51.5721111111,28.8102222222,13.6147777778,45.5277777778,8.05355555557,37.8846666667,29.2328888889,34.1154444444,9.47955555556
601.54,34.2627777778,67.5384444444,36.4311111111,51.3736666667,28.5776666667,13.5464444444,45.346,7.96844444445,37.5881111111,29.0213333333,33.9128888889,9.41933333333
601.88,34.0814444444,67.3437777778,36.175,51.2131111111,28.3364444445,13.4525555555,45.114,7.87955555556,37.2963333333,28.8425555556,33.6755555556,9.38544444444
602.21,33.9298888889,67.265,35.9487777778,51.1133333333,28.1595555556,13.4074444445,45.0572222222,7.86788888889,37.1404444445,28.6867777778,33.4941111111,9.36311111111
602.55,33.7931111111,67.1823333333,35.7488888889,51.0238888889,27.9104444444,13.3872222222,44.9348888889,7.85466666667,36.9074444444,28.5257777778,33.3343333333,9.30877777778
602.88,33.7266666666,67.132,35.587,51.0127777778,27.7297777778,13.4005555555,44.9042222222,7.88277777778,36.7842222222,28.4084444444,33.2085555556,9.356
603.22,33.5705555556,66.9307777778,35.3316666667,50.9058888889,27.5047777778,13.3283333333,44.7458888889,7.85755555556,36.5921111111,28.2531111111,32.9994444444,9.34677777778
603.56,33.4691111111,66.8693333333,35.1694444445,50.8034444445,27.339,13.3254444445,44.6648888889,7.86277777778,36.4211111111,28.1476666667,32.8587777778,9.38666666667
603.89,33.4171111111,66.8261111111,35.0395555555,50.7818888889,27.1946666667,13.2818888889,44.6242222222,7.86544444444,36.2928888889,28.0556666667,32.7365555555,9.35266666667
604.23,33.2764444444,66.6472222222,34.8436666667,50.6888888889,27.0033333333,13.2565555556,44.5151111111,7.85122222222,36.0925555556,27.9162222222,32.5353333333,9.35455555556
604.56,33.1197777778,66.46,34.6407777778,50.5994444444,26.8394444445,13.1825555556,44.368,7.77566666667,35.8861111111,27.7602222222,32.3494444444,9.29855555556
604.90,33.0132222222,66.3485555555,34.4611111111,50.5484444444,26.6558888889,13.1694444444,44.2773333333,7.80188888889,35.716,27.6453333333,32.1748888889,9.295
605.23,32.8826666667,66.2982222222,34.2937777778,50.5098888889,26.4911111111,13.1055555555,44.1923333333,7.78488888889,35.5853333334,27.5518888889,32.0072222222,9.289
605.57,32.7724444444,66.1715555556,34.1343333334,50.4368888889,26.3417777778,13.0517777778,44.0838888889,7.82044444445,35.4167777778,27.435,31.8603333333,9.27866666667
605.90,32.6673333333,65.993,33.9641111111,50.3997777778,26.187,13.0413333333,43.9112222222,7.84066666667,35.2717777778,27.334,31.7128888889,9.29855555556
606.24,32.5744444444,65.8722222222,33.8046666666,50.3257777778,26.079,12.9906666667,43.798,7.86677777778,35.1434444444,27.2741111111,31.5705555556,9.34266666667
606.58,32.4715555556,65.8304444444,33.6698888889,50.2771111111,25.9605555556,12.951,43.6912222222,7.86255555555,34.9593333333,27.1898888889,31.4377777778,9.34311111111
606.91,32.3542222222,65.8945555555,33.5455555556,50.261,25.8774444444,12.9004444445,43.5966666667,7.875,34.7981111111,27.1023333333,31.3163333333,9.35611111111
607.25,32.2578888889,65.7714444444,33.3943333333,50.2726666667,25.7664444445,12.8928888889,43.4831111111,7.90822222222,34.6946666667,27.0368888889,31.2175555555,9.41544444445
607.58,32.1131111111,65.6407777778,33.2364444445,50.2583333333,25.6653333333,12.9083333333,43.3442222222,7.93355555556,34.5513333333,26.9584444444,31.0946666667,9.47011111111
607.92,32.0418888889,65.6686666666,33.1155555555,50.3123333334,25.5958888889,12.9133333333,43.2367777778,7.95711111111,34.4215555555,26.8821111111,31.0005555556,9.49655555555
608.25,31.8683333333,65.549,32.8948888889,50.1977777778,25.404,12.8438888889,43.0535555556,7.94411111111,34.2095555556,26.7591111111,30.8133333333,9.49466666667
608.59,31.7763333333,65.4812222222,32.765,50.1857777778,25.3157777778,12.8482222222,42.885,7.96488888889,34.1187777778,26.7012222222,30.7168888889,9.532
608.92,31.7077777778,65.2952222222,32.6105555555,50.1498888889,25.2294444444,12.8478888889,42.6832222222,7.97166666667,33.9516666667,26.5874444444,30.5912222222,9.57633333333
609.26,31.5987777778,65.1886666667,32.427,50.1075555555,25.1144444445,12.8248888889,42.5376666667,7.95188888889,33.8271111111,26.4795555556,30.4648888889,9.60288888889
609.59,31.4257777778,65.0494444445,32.2034444445,49.9754444444,24.9491111111,12.7271111111,42.3218888889,7.867,33.5902222222,26.3077777778,30.2815555556,9.55455555556
609.93,31.3322222222,64.9761111111,32.0697777778,49.9546666667,24.8664444444,12.7092222222,42.1652222222,7.84233333333,33.4405555556,26.1974444444,30.1632222222,9.53333333333
610.26,31.1424444444,64.7274444445,31.83,49.808,24.7136666667,12.6458888889,41.9183333333,7.81133333333,33.2385555556,26.0251111111,29.9474444444,9.53844444445
610.60,31.0457777778,64.4796666667,31.649,49.7287777778,24.5495555556,12.6438888889,41.726,7.796,33.0585555556,25.8978888889,29.758,9.56377777778
610.93,30.8818888889,64.3436666667,31.4568888889,49.6472222222,24.4065555556,12.5476666667,41.5241111111,7.72822222222,32.8078888889,25.7266666667,29.5598888889,9.49511111111
611.27,30.805,64.2741111111,31.3018888889,49.6161111111,24.2361111111,12.5127777778,41.3764444445,7.72366666667,32.6635555556,25.6107777778,29.4214444444,9.51855555556
611.60,30.5846666667,64.046,31.0566666667,49.4462222222,24.0318888889,12.3967777778,41.1181111111,7.65911111111,32.4495555555,25.3918888889,29.2062222222,9.52211111111
611.93,30.4735555555,63.8662222222,30.9421111111,49.3512222222,23.9158888889,12.4273333333,40.9138888889,7.709,32.3238888889,25.2587777778,29.0725555555,9.60444444445
612.27,30.3408888889,63.6421111111,30.7528888889,49.205,23.7661111111,12.3864444444,40.6523333333,7.69411111111,32.0878888889,25.077,28.8805555556,9.59933333333
612.60,30.2881111111,63.5714444445,30.7035555556,49.1783333333,23.7183333333,12.4441111111,40.5731111111,7.79522222222,32.0062222222,25.053,28.7843333333,9.72488888889
612.94,30.1651111111,63.4758888889,30.5653333333,49.1307777778,23.6001111111,12.4267777778,40.3965555555,7.79888888889,31.829,24.9324444444,28.6243333333,9.73555555556
613.27,30.0443333334,63.4301111111,30.4001111111,49.1244444444,23.4937777778,12.364,40.247,7.78288888889,31.7323333333,24.8064444445,28.4654444444,9.724
613.61,29.8855555556,63.389,30.2531111111,49.064,23.3288888889,12.2857777778,40.112,7.785,31.5446666666,24.69,28.3516666667,9.746
613.94,29.8523333333,63.4387777778,30.1542222222,49.1224444444,23.2324444444,12.3115555555,40.031,7.79088888889,31.485,24.662,28.2543333333,9.73666666667
614.28,29.7347777778,63.4926666667,30.0698888889,49.1487777778,23.1636666667,12.3515555555,39.9358888889,7.82766666666,31.428,24.5988888889,28.2036666667,9.78688888889
614.61,29.7263333334,63.5291111111,30.009,49.1977777778,23.0916666667,12.4073333334,39.9067777778,7.87344444445,31.4441111111,24.5715555556,28.1628888889,9.88377777778
614.94,29.5213333333,63.3257777778,29.7448888889,48.99,22.9144444444,12.2707777778,39.6515555555,7.78933333333,31.1903333333,24.3674444445,27.9551111111,9.74255555555
615.28,29.5565555555,63.354,29.6852222222,49.0114444444,22.89,12.3375555555,39.6104444444,7.87311111111,31.1597777778,24.3984444444,27.964,9.76955555556
615.61,29.4933333333,63.45,29.607,49.0594444445,22.8105555555,12.3145555555,39.5541111111,7.86988888889,31.1193333333,24.3746666667,27.8943333333,9.76033333333
615.95,29.3741111111,63.4417777778,29.4338888889,49.0338888889,22.6834444444,12.2391111111,39.4655555555,7.80544444445,30.9978888889,24.2761111111,27.7788888889,9.74011111111
616.28,29.2573333333,63.4967777778,29.2686666667,49.0618888889,22.5142222222,12.115,39.3623333333,7.70977777778,30.8831111111,24.1457777778,27.6496666667,9.68533333333
616.61,29.221,63.501,29.2207777778,49.0985555555,22.4264444445,12.1606666667,39.3306666666,7.72477777778,30.8542222222,24.1333333333,27.58,9.67988888889
