wavelength,Back_HemGuim,Belly_HemGuim,Breast_HemGuim,Crissum_HemGuim,Crown_HemGuim,DorTail_HemGuim,Patch10_HemGuim,Patch11_HemGuim,Rump_HemGuim,Throat_HemGuim,WingTip_HemGuim
303.74,5.87746666667,9.73106666665,3.74273333333,9.37986666667,5.0964,7.34873333333,6.1256,11.6695333333,4.25526666667,5.12526666667,10.2458
304.10,5.5834,9.55706666666,3.3646,9.07886666667,4.84086666667,7.05546666667,5.9118,11.4182666667,3.88226666667,4.8742,9.96259999999
304.47,4.89306666667,9.12473333333,2.76133333333,8.57286666667,4.18326666667,6.3822,5.34793333333,10.9595333333,3.25233333333,4.2318,9.25959999999
304.84,4.6424,8.99846666667,2.5268,8.50026666667,3.8834,6.20233333333,5.14666666667,10.7576666667,3.0524,3.98513333333,9.03246666667
305.21,4.67853333333,8.97433333334,2.39846666667,8.44533333333,3.79866666667,6.08713333333,5.04026666667,10.7825333333,3.0034,3.89586666667,8.95719999999
305.58,4.8504,9.12613333333,2.3654,8.60253333334,3.92953333333,6.19246666667,5.1902,11.0126666666,3.10473333333,3.98293333333,8.9914
305.95,5.01933333333,9.42386666667,2.39286666667,8.77679999999,4.04253333333,6.33453333333,5.24433333333,11.204,3.27766666667,4.07453333333,9.03179999999
306.32,5.5146,10.1766,2.8466,9.30460000001,4.4552,6.83893333333,5.72126666667,11.839,3.807,4.5564,9.44666666666
306.69,5.7876,10.4448666667,3.0648,9.41546666666,4.61,7.10073333333,5.835,12.0889333333,3.85126666666,4.8012,9.50573333333
307.06,5.99026666667,10.8472,3.3142,9.69913333333,4.79953333333,7.28553333333,6.04786666667,12.4969333333,3.9736,4.98926666667,9.7802
307.43,5.692,10.7582,3.23466666667,9.63873333334,4.686,7.14353333333,5.90846666667,12.4826666667,3.80593333333,4.80346666667,9.73333333332
307.80,5.40393333333,10.68,3.0724,9.48726666667,4.49806666667,6.82346666667,5.75266666667,12.2603333333,3.714,4.52693333333,9.60486666667
308.17,5.5784,10.9310666667,3.09746666667,9.65126666666,4.58693333333,6.969,5.82833333333,12.4506,3.88953333333,4.55673333333,9.64526666667
308.54,6.16026666667,11.5788666667,3.60906666667,10.2286666667,5.17913333333,7.6244,6.4292,13.0428666667,4.45873333333,5.0986,10.2816666667
308.90,6.3446,11.8586666667,3.7572,10.4352666667,5.44346666667,7.7966,6.619,13.3638,4.64326666667,5.27766666667,10.5077333333
309.27,6.40993333333,12.0798,3.84926666667,10.6174666667,5.55706666667,7.85733333333,6.7776,13.5623333333,4.68006666667,5.3374,10.6452
309.64,6.2654,12.0257333333,3.72853333333,10.5575333333,5.39466666667,7.596,6.67733333333,13.3868666667,4.376,5.14126666667,10.5432666667
310.01,6.24166666667,11.9288,3.66073333333,10.5276666666,5.31573333333,7.43893333333,6.6926,13.2987333333,4.172,5.0444,10.4344666667
310.38,6.185,11.8191333333,3.495,10.4716,5.16773333333,7.33533333334,6.72226666667,13.1312,3.99866666667,4.8948,10.3182
310.75,6.1284,11.9404666666,3.48153333333,10.6484666667,5.1726,7.33413333333,6.81926666667,13.1644,4.126,4.8498,10.3998666666
311.12,6.06333333333,11.9046666667,3.366,10.5754666667,5.10053333333,7.2176,6.871,13.1011333333,4.02646666667,4.68353333333,10.2404
311.49,6.38826666667,12.1216,3.52253333333,10.8638,5.26,7.33653333334,7.1368,13.4136666667,4.2446,4.85873333333,10.3857333333
311.85,6.47353333334,12.1884,3.5586,11.0303333333,5.22153333333,7.3348,7.21606666667,13.5443333333,4.1936,4.93766666667,10.3423333333
312.22,6.50406666667,12.2116,3.66213333333,11.11,5.2096,7.3072,7.25693333333,13.7020666667,4.1216,4.93966666667,10.2934
312.59,6.4606,12.2362,3.6356,11.1132666667,5.14006666667,7.20673333333,7.33626666667,13.8444666667,3.9732,4.86586666667,10.1934
312.96,6.3454,12.1712666666,3.47393333333,11.0492666667,5.00253333333,7.068,7.2834,13.8595333333,3.837,4.6952,10.0520666667
313.33,6.28613333334,12.2308666667,3.3306,10.9930666667,4.97026666667,7.072,7.29086666667,13.9095333333,3.75393333333,4.62873333333,9.94586666665
313.70,6.18546666667,12.1842,3.111,10.8904666667,4.88966666667,6.97213333333,7.2358,13.9500666667,3.6856,4.4798,9.74473333333
314.07,6.04366666667,12.1627333333,2.92646666667,10.8165333334,4.92586666667,6.90086666667,7.2614,14.0338,3.57413333333,4.32933333333,9.69126666667
314.43,5.86346666667,12.1782,2.7986,10.778,4.83466666667,6.70546666667,7.16846666666,14.1404,3.49093333334,4.2046,9.543
314.80,5.69226666667,12.1282666667,2.50826666667,10.7388666667,4.6316,6.45406666667,7.03166666667,14.2435333333,3.2822,4.0822,9.34126666667
315.17,5.562,12.1690666667,2.49926666667,10.795,4.58913333333,6.35806666666,6.85586666667,14.3186,3.27893333333,4.0646,9.32646666668
315.54,5.45493333333,12.3732666667,2.40673333333,10.761,4.5156,6.32706666667,6.77353333333,14.3165333333,3.172,4.02933333334,9.23066666667
315.91,5.9272,13.0130666667,2.83806666667,11.1926,5.02106666667,6.79926666667,7.27773333334,14.7596666667,3.75473333333,4.43326666666,9.62693333334
316.28,6.12626666667,13.4160666667,2.92426666667,11.4666,5.19186666667,6.90386666667,7.50793333334,14.9438,3.99246666667,4.51366666666,9.80926666669
316.64,6.44753333333,13.9291333333,3.2386,11.9224666667,5.56653333333,7.24533333333,7.75819999999,15.2314,4.40253333333,4.8154,10.1223333333
317.01,6.7348,14.2635333334,3.493,12.2563333333,5.82806666667,7.4138,8.06313333334,15.4001333333,4.78713333333,5.0574,10.2425333333
317.38,6.90873333333,14.5496666667,3.7542,12.6180666667,6.08426666667,7.54253333334,8.29426666666,15.6548666667,5.04346666667,5.28106666667,10.3886666667
317.75,6.8782,14.7537333333,3.93033333333,12.7438,6.07933333333,7.52106666667,8.36706666667,15.7215333333,5.0946,5.35726666667,10.4604666667
318.12,6.82753333333,14.8546,3.89433333333,12.8976666667,5.90066666667,7.3984,8.25666666667,15.655,5.0574,5.23986666667,10.3357333333
318.49,6.8618,14.9695333333,3.894,12.9409333333,5.9484,7.4064,8.23206666667,15.6727333333,4.85686666667,5.21066666667,10.3312
318.85,6.9624,15.1404,3.97,13.0096,6.06,7.46986666667,8.35073333334,15.7708666667,4.71066666667,5.177,10.3649333333
319.22,7.13126666667,15.3429333333,4.0454,13.2122,6.2128,7.61973333333,8.63099999999,15.9157333333,4.69366666667,5.3572,10.4354
319.59,6.9794,15.1661333333,3.89366666667,13.0836,6.1042,7.4182,8.46893333333,15.7698666667,4.37593333333,5.09446666667,10.2975333333
319.96,6.42773333333,14.7716,3.4472,12.7292666667,5.7152,6.9388,7.93679999999,15.4707333333,3.7482,4.46506666667,9.99233333333
320.32,6.2382,14.7706666667,3.37913333333,12.7666,5.55513333333,6.9076,7.8984,15.4825333333,3.61566666667,4.32986666667,9.94086666667
320.69,5.54086666667,14.0776666667,2.69133333333,12.1624,4.7852,6.1974,7.17426666667,14.9577333333,2.64413333333,3.59166666666,9.26573333333
321.06,5.23613333333,13.941,2.5432,11.9984666667,4.4404,5.98866666667,6.93413333334,14.8816666667,2.1828,3.3048,9.0968
321.43,4.9608,13.8588,2.19266666667,11.7752666667,4.05766666667,5.66126666667,6.6256,14.8322,1.78333333333,2.96366666667,8.89793333333
321.80,5.44006666667,14.3326666667,2.53433333333,12.3406,4.49233333333,6.1918,7.12586666667,15.3478666667,2.2778,3.34906666667,9.29106666666
322.16,5.78153333333,14.6622666667,2.88866666667,12.6855333333,4.84086666667,6.52486666667,7.54079999999,15.8092,2.6356,3.86473333333,9.65493333333
322.53,5.78933333333,14.5693333333,2.9626,12.7667333333,4.93833333333,6.459,7.65766666667,15.9348,2.79613333333,3.94913333333,9.64213333333
322.90,5.6422,14.5568,2.86173333333,12.6467333333,4.77153333333,6.3372,7.5136,15.885,2.8148,3.79633333333,9.51333333332
323.27,5.45813333333,14.2664,2.53173333333,12.3628,4.5042,5.99873333333,7.14466666667,15.6752,2.6508,3.48993333333,9.19426666667
323.63,5.6902,14.4872,2.6402,12.5872666667,4.66866666667,6.12446666667,7.30886666667,15.9327333333,2.8298,3.6738,9.29266666667
324.00,6.22573333333,14.9391333333,2.9732,12.9752,5.0118,6.48946666667,7.78240000001,16.3931333333,3.21133333333,4.16773333333,9.63599999999
324.37,6.549,15.2216,3.28306666667,13.2386,5.42173333333,6.72173333333,8.08233333334,16.7340666667,3.55453333333,4.63233333333,9.89280000001
324.74,6.92033333333,15.7316,3.63953333334,13.6478,5.84993333333,7.06946666667,8.56093333333,17.1125333333,4.05693333333,5.0206,10.2197333333
325.10,7.04793333333,15.8592666667,3.643,13.7863333333,5.95966666667,7.21813333333,8.67719999999,17.3308666667,4.11753333333,5.12353333333,10.3096666667
325.47,7.17306666667,15.9524,3.78566666667,13.9462,6.02413333333,7.3318,8.81793333333,17.4646666667,4.2134,5.27153333333,10.3125333333
325.84,7.03,15.9546666667,3.6408,13.8981333333,5.93126666667,7.16773333333,8.592,17.4512,3.96626666667,5.0754,10.1662
326.21,7.18566666667,16.3056,3.6944,14.0656666667,6.11193333333,7.2984,8.72553333335,17.6731333333,4.00173333333,5.06866666667,10.2228
326.57,7.26733333333,16.7474666667,3.72233333333,14.2233333333,6.1288,7.46653333333,8.85373333334,17.8521333333,4.07633333333,5.11273333333,10.331
326.94,7.46666666667,16.9628666667,3.8168,14.4466666667,6.25806666667,7.6184,9.0278,18.0217333333,4.11986666667,5.21286666667,10.4017333333
327.31,7.6068,17.2836666667,3.93853333333,14.7247333333,6.38466666666,7.7368,9.27013333333,18.2256,4.2582,5.30766666667,10.5352
327.67,7.7166,17.5617333333,4.13266666667,14.9405333333,6.50246666667,7.92686666667,9.5562,18.4424666667,4.48333333333,5.475,10.6078
328.04,7.46013333333,17.5161333334,3.97886666667,14.8198,6.33646666667,7.79546666667,9.48406666665,18.3372666666,4.27793333333,5.34253333333,10.3897333333
328.41,7.29226666667,17.4732,3.834,14.7732,6.14586666667,7.6784,9.37713333333,18.2262666666,4.01746666667,5.13773333333,10.2298
328.78,7.19866666667,17.4816666667,3.6658,14.7522,5.9058,7.53913333333,9.27019999999,18.2336,3.83426666667,5.0686,10.1019333333
329.14,7.1296,17.6035333333,3.6162,14.782,5.81086666667,7.3838,9.22166666665,18.2396666667,3.77113333333,4.964,10.0000666667
329.51,7.02566666667,17.5142666667,3.50286666667,14.6841333333,5.7402,7.30126666667,9.19593333333,18.0672,3.64973333333,4.78833333333,9.95186666667
329.88,7.28626666667,17.7122666667,3.633,14.8914666667,5.882,7.40533333333,9.46393333332,18.2311333333,3.77973333333,4.96366666667,10.0705333333
330.24,7.00366666667,17.3728,3.4832,14.7160666667,5.586,7.21166666667,9.27366666667,18.0428,3.58833333333,4.73706666667,9.81673333333
330.61,7.19153333333,17.3589333333,3.60866666667,14.8953333333,5.7576,7.36526666667,9.40099999999,18.1783333333,3.73846666667,4.86526666667,9.89660000001
330.98,6.96353333333,17.1956666667,3.47273333334,14.8521333333,5.6178,7.26226666667,9.28346666667,18.1078666667,3.6056,4.69453333333,9.75506666665
331.34,6.896,17.2381333333,3.59413333333,14.8352666667,5.58,7.29493333333,9.27693333333,18.2020666667,3.50033333333,4.65373333333,9.73919999999
331.71,6.6362,17.0628666667,3.3494,14.6863333333,5.33513333333,7.0108,9.00706666666,18.0646,3.19526666667,4.39426666667,9.57533333335
332.08,6.8234,17.2917333333,3.534,14.9851333333,5.51853333333,7.084,9.18646666667,18.3482666667,3.41786666667,4.65053333333,9.76926666667
332.44,6.82926666667,17.3236,3.3972,14.976,5.4474,6.9308,9.1402,18.387,3.4078,4.49746666667,9.68953333333
332.81,6.74413333333,17.1655333333,3.26286666667,14.8778,5.39386666667,6.7732,8.96986666667,18.2524,3.32486666666,4.25693333333,9.48406666667
333.18,6.83006666667,17.2016,3.2456,14.9612666666,5.49806666667,6.83673333333,9.10426666666,18.3686,3.2882,4.29186666667,9.49226666667
333.54,7.1358,17.6208666667,3.56446666667,15.4199333333,5.8546,7.12913333333,9.39220000001,18.8298,3.6318,4.52793333333,9.75553333335
333.91,7.2236,17.8102666667,3.7848,15.5395333333,6.001,7.2532,9.52219999999,19.0361333333,3.84253333333,4.66146666667,9.83526666667
334.28,7.32166666667,18.0236,3.8586,15.7409333333,6.03926666667,7.359,9.57033333333,19.1197333333,3.95753333333,4.8054,9.90426666666
334.64,7.19613333333,17.9874,3.7424,15.5958,5.9148,7.1864,9.46473333333,19.0401333333,3.76,4.6382,9.7478
335.01,7.46186666667,18.2523333333,3.95093333333,15.7614,6.10393333333,7.37553333333,9.68420000001,19.3021333333,4.0578,4.92846666667,9.96846666667
335.38,7.54093333334,18.3932666667,3.86366666667,15.8204666667,6.18913333333,7.46773333333,9.70773333333,19.3746666667,4.125,5.02866666667,10.0389333333
335.74,7.53166666666,18.4090666667,3.80293333333,15.8403333333,6.12906666667,7.49153333333,9.70346666666,19.4408,4.11186666667,4.96753333333,10.0261333333
336.11,7.3256,18.267,3.59153333333,15.6500666667,6.02006666667,7.42053333334,9.51959999999,19.3289333333,3.96226666667,4.66866666667,9.81693333333
336.47,7.48093333333,18.4791333333,3.80326666667,15.8409333333,6.16426666667,7.61413333333,9.627,19.5111333333,4.0728,4.83386666667,9.94940000001
336.84,7.62086666667,18.7105333333,3.99453333333,15.977,6.35806666667,7.844,9.78366666668,19.7512666667,4.19393333333,5.0206,10.1100666667
337.21,7.72006666667,18.8859333333,4.2006,16.0771333333,6.50706666667,8.04226666667,9.90546666667,19.8478666667,4.40166666667,5.13446666667,10.2364
337.57,7.53346666667,18.7086666667,3.98553333333,15.8674666667,6.31986666667,7.92993333333,9.781,19.7165333333,4.18393333333,4.99346666667,10.0822
337.94,7.35393333333,18.6769333333,3.815,15.7870666667,6.20406666667,7.84733333334,9.61966666667,19.6285333333,3.98686666667,4.859,9.97813333334
338.31,7.23893333333,18.6776666667,3.6746,15.6604666667,6.11933333333,7.72873333333,9.55573333333,19.6264666667,3.80706666667,4.65273333333,9.90433333333
338.67,7.01226666667,18.5386666667,3.5002,15.5355333333,5.9522,7.60166666667,9.31713333333,19.4619333333,3.69113333333,4.4454,9.70666666668
339.04,6.79113333333,18.384,3.37606666667,15.3657333333,5.88626666667,7.394,9.10686666668,19.3372,3.4656,4.21933333333,9.47659999999
339.40,6.87973333333,18.4602666667,3.49533333333,15.5297333333,5.91066666667,7.41526666667,9.12293333332,19.4483333333,3.49973333333,4.20173333333,9.42933333334
339.77,6.993,18.5820666667,3.57266666667,15.6126,5.97946666667,7.45393333333,9.15766666667,19.5202,3.53653333333,4.2846,9.39846666667
340.14,7.0248,18.5131333333,3.53913333333,15.6024666667,5.89733333333,7.40873333333,9.11126666666,19.4478,3.44826666667,4.20913333333,9.29373333333
340.50,6.76513333333,18.3550666667,3.26986666667,15.386,5.71586666667,7.22673333334,8.94880000001,19.2473333333,3.2914,4.00246666667,9.06273333333
340.87,6.69926666667,18.3733333333,3.29873333333,15.4148,5.7046,7.22213333333,9.01173333333,19.2122,3.27453333333,4.00553333333,9.07413333334
341.23,6.60206666667,18.3732,3.19173333333,15.3527333333,5.65753333333,7.09313333333,8.87626666667,19.1528,3.12993333333,3.9126,8.9634
341.60,6.672,18.4139333334,3.17933333333,15.3601333333,5.66093333334,7.06133333333,8.85406666667,19.0668,3.1136,3.96606666667,8.92513333333
341.96,6.61566666667,18.2082,3.02393333333,15.2174,5.4124,6.945,8.7438,18.9362,2.99206666667,3.8054,8.77533333333
342.33,6.71413333333,18.2687333333,3.12273333333,15.2760666667,5.5356,7.02846666667,8.7816,19.0883333333,3.03733333333,3.93266666667,8.81126666667
342.70,6.97966666667,18.5682,3.36593333333,15.5818,5.73966666667,7.22346666667,9.13886666665,19.3672666667,3.22066666667,4.2198,9.1202
343.06,7.1162,18.8118,3.46333333333,15.8676,5.82806666667,7.35146666667,9.35206666667,19.5884666667,3.3886,4.31913333333,9.32053333333
343.43,7.19153333333,18.8661333333,3.50693333333,15.9473333333,5.9356,7.40546666667,9.44666666667,19.6941333334,3.46933333333,4.422,9.38313333332
343.79,7.2794,19.0361333333,3.641,16.1381333333,6.12786666667,7.57433333333,9.63746666667,19.9258666667,3.6526,4.5858,9.54673333333
344.16,7.29433333333,19.1920666667,3.70633333333,16.2508,6.2118,7.60806666667,9.69499999999,19.9924,3.66466666666,4.74226666667,9.66599999999
344.52,7.34293333333,19.2314,3.75446666667,16.3504,6.2686,7.6798,9.72486666666,20.0799333333,3.66333333333,4.75393333333,9.69733333335
344.89,7.23,19.0939333333,3.54426666667,16.2340666667,6.171,7.51473333333,9.56113333333,19.9766666667,3.59593333334,4.6438,9.54500000001
345.25,7.06073333333,19.001,3.34933333333,16.1107333333,5.95973333333,7.36013333333,9.40839999999,19.9558,3.46446666667,4.4882,9.39493333334
345.62,7.00486666667,19.0670666667,3.32173333333,16.1580666667,5.97286666667,7.35413333333,9.37286666667,20.0757333333,3.4646,4.4636,9.362
345.99,7.012,19.2203333333,3.37953333333,16.2227333333,6.1108,7.38546666667,9.45393333334,20.1690666667,3.55226666667,4.5142,9.43679999999
346.35,6.9118,19.1914,3.17413333333,16.1502,5.94486666667,7.2082,9.38713333333,20.0574666667,3.44373333333,4.3644,9.3422
346.72,6.7072,18.9410666667,2.91553333333,15.9444666667,5.7414,6.99066666667,9.11466666667,19.9066666667,3.23946666667,4.07753333333,9.04106666667
347.08,6.5956,18.7380666667,2.7968,15.7224666667,5.62546666667,6.91593333333,8.99319999999,19.7310666667,3.12333333333,3.96806666667,8.93820000001
347.45,6.55446666667,18.8178666667,2.76873333333,15.6988666667,5.65593333333,6.95526666667,9.00380000001,19.7978,3.1102,3.9718,8.98553333333
347.81,6.55466666667,18.7452,2.72126666667,15.6192666667,5.63573333333,6.89553333333,8.88353333333,19.6850666667,3.0398,3.93913333333,9.01893333333
348.18,6.51473333333,18.7206666666,2.586,15.5498,5.4922,6.82246666667,8.7768,19.7243333333,2.9568,3.78506666667,8.89426666667
348.54,6.66413333333,18.8676666667,2.66393333333,15.6412666667,5.57266666667,6.9004,8.88066666667,19.8628,3.03593333333,3.90873333333,9.0252
348.91,6.70993333333,18.9498,2.65966666667,15.7382666667,5.56566666667,6.8806,8.87353333333,19.99,2.94173333333,3.87706666667,9.07406666666
349.27,6.8272,19.0498666667,2.75693333333,15.8417333333,5.70046666667,6.90746666667,8.99353333334,20.0149333333,3.01633333333,3.99506666667,9.15906666667
349.64,6.99393333333,19.2666666667,2.94453333333,15.9492666667,5.8816,7.026,9.1078,20.1958,3.1648,4.0852,9.28626666667
350.00,7.04026666667,19.3876666667,3.0786,16.0604,5.9454,7.13946666667,9.14900000001,20.2290666667,3.19126666667,4.21013333333,9.33386666668
350.37,7.1844,19.4882666667,3.3478,16.2483333333,6.10026666667,7.34946666666,9.34646666666,20.4523333333,3.4098,4.41986666667,9.53680000001
350.73,7.32726666667,19.6666666667,3.50006666666,16.4024666666,6.16266666667,7.5208,9.41586666668,20.6556666667,3.48666666667,4.5274,9.69620000001
351.10,7.25353333333,19.7029333333,3.43633333333,16.4114666667,6.0894,7.5278,9.30159999999,20.6538666667,3.41966666666,4.44833333333,9.59026666667
351.46,7.22206666667,19.5564,3.432,16.4692,6.07813333333,7.55026666667,9.25673333333,20.6195333333,3.4284,4.40853333333,9.53986666665
351.83,7.09126666667,19.5347333334,3.3464,16.4858,5.9732,7.4814,9.20659999999,20.6436666667,3.31553333333,4.3218,9.38486666667
352.19,7.16473333333,19.6551333333,3.5122,16.6436,6.16386666667,7.69033333333,9.33119999999,20.7544666667,3.452,4.45073333333,9.50473333333
352.55,7.2076,19.7610666666,3.65413333333,16.7416,6.2872,7.77653333333,9.37953333333,20.8606,3.55926666667,4.52633333333,9.56566666667
352.92,7.4034,19.8380666667,3.8618,16.8886,6.4596,8.01526666667,9.55586666667,20.9125333333,3.83533333333,4.70733333333,9.741
353.28,7.4156,19.8004666667,3.8616,16.9464666667,6.46026666667,8.0936,9.52993333333,20.9425333333,3.89353333333,4.7154,9.77273333334
353.65,7.3648,19.67,3.7392,16.8924,6.3424,8.0314,9.48266666667,20.9154666667,3.8034,4.68266666667,9.71113333334
354.01,7.29853333333,19.484,3.55733333333,16.8026,6.27106666666,7.94833333334,9.35686666667,20.9739333333,3.69786666667,4.58486666667,9.60546666667
354.38,7.11493333333,19.3574666667,3.30573333333,16.6756,6.13226666667,7.7178,9.08813333333,20.8081333333,3.49906666666,4.35793333333,9.35086666667
354.74,7.12766666667,19.3947333333,3.38113333333,16.7156,6.26846666666,7.77093333333,9.118,20.8992,3.6348,4.48966666667,9.41426666667
355.11,7.40753333333,19.5818666666,3.6402,17.0252666667,6.56693333333,7.9306,9.33873333332,21.2054,3.9434,4.8032,9.67953333335
355.47,7.4176,19.6609333333,3.6794,16.9824666667,6.5388,7.9294,9.31299999999,21.2586,3.958,4.86186666667,9.68426666666
355.83,7.5146,19.6788,3.75886666666,16.9487333333,6.5722,7.94886666667,9.3376,21.3614666667,4.02413333333,4.87926666667,9.72699999998
356.20,7.55406666667,19.6358666667,3.81433333333,16.9372,6.62593333334,7.9372,9.33846666666,21.3716,4.14666666667,4.97346666667,9.76239999999
356.56,7.474,19.4746,3.63073333333,16.8158,6.50006666667,7.83466666667,9.21420000001,21.29,4.0304,4.8922,9.6168
356.93,7.36873333333,19.4616666667,3.54473333333,16.7028,6.43273333333,7.76153333333,9.14346666667,21.3068,3.89806666667,4.8428,9.50653333333
357.29,7.3042,19.4320666667,3.51653333333,16.6565333334,6.406,7.71993333333,9.07953333333,21.3243333333,3.86573333333,4.81606666667,9.46659999999
357.66,7.21533333333,19.3074,3.48053333333,16.5468666667,6.35,7.64573333333,8.94813333333,21.2392,3.81773333333,4.76006666667,9.40560000001
358.02,7.11713333333,19.3123333333,3.4302,16.4539333333,6.24026666667,7.5286,8.82446666667,21.1742666667,3.78313333333,4.6628,9.37293333334
358.38,7.28093333333,19.4002666667,3.6518,16.5409333333,6.41213333333,7.73466666667,8.97966666666,21.3341333333,3.96726666667,4.8798,9.57866666668
358.75,7.2178,19.2618666666,3.53466666667,16.366,6.33206666667,7.63046666667,8.86626666667,21.2474,3.8434,4.76606666667,9.46939999999
359.11,7.04573333333,19.1238666667,3.3604,16.1709333333,6.1938,7.51226666667,8.69999999999,21.1035333333,3.67113333333,4.6088,9.2938
359.48,7.04573333333,19.1348666667,3.317,16.1387333333,6.20646666667,7.50006666667,8.70040000001,21.1900666667,3.65333333333,4.57726666667,9.33006666667
359.84,6.9886,19.1073333333,3.30626666667,16.1137333333,6.18906666667,7.50206666667,8.64100000001,21.1431333333,3.6624,4.57673333333,9.3192
360.20,6.9148,19.0429333333,3.18493333333,16.0330666667,6.0752,7.44946666667,8.55046666667,21.1912666667,3.5584,4.5274,9.27293333333
360.57,6.83786666667,19.0122,3.17566666667,16.0279333333,6.04746666667,7.39366666667,8.48126666666,21.1644666667,3.57273333333,4.5154,9.26826666667
360.93,6.844,18.9542666667,3.19173333333,16.0022666667,6.06046666667,7.42166666667,8.4126,21.1852,3.623,4.56826666667,9.30180000001
361.29,6.9866,19.1024,3.34313333333,16.0971333333,6.19433333333,7.53493333333,8.49660000001,21.2860666667,3.7528,4.7364,9.44173333333
361.66,7.05453333333,19.2294666667,3.47133333333,16.2262,6.307,7.65,8.59913333333,21.4224666667,3.8562,4.85053333333,9.57213333334
362.02,7.157,19.2884666667,3.5864,16.3006666667,6.42053333333,7.7652,8.68926666666,21.5184666667,3.93693333333,4.9406,9.65520000001
362.39,7.0646,19.1793333333,3.517,16.1942666667,6.35393333333,7.64833333333,8.55086666665,21.4504666667,3.85166666667,4.845,9.60493333333
362.75,7.08606666667,19.2454666667,3.58006666667,16.2934666667,6.3862,7.70466666667,8.56319999999,21.5003333333,3.93333333333,4.91326666667,9.66893333335
363.11,7.14926666667,19.3174,3.67053333333,16.325,6.43886666667,7.77626666667,8.61446666666,21.5907333333,3.97793333333,4.99193333333,9.77513333335
363.48,7.14006666667,19.2658666667,3.68753333333,16.2910666667,6.39473333333,7.74733333333,8.51553333333,21.4922,3.97486666667,4.98173333333,9.75206666668
363.84,7.19733333334,19.2786666667,3.7404,16.2887333333,6.45186666667,7.79886666667,8.54293333332,21.5274,4.048,5.03526666667,9.81426666667
364.20,7.1792,19.2244666667,3.7116,16.2237333333,6.39226666667,7.72526666667,8.46433333333,21.4213333333,3.9862,4.96253333333,9.79659999999
364.57,7.27046666667,19.2942666667,3.8234,16.2786666667,6.48426666667,7.83786666667,8.51733333334,21.5213333333,4.05226666667,5.04013333333,9.92346666665
364.93,7.314,19.4162666667,3.92173333333,16.4072666667,6.52513333333,7.8676,8.55273333334,21.6170666667,4.13486666667,5.0732,9.99833333335
365.29,7.28333333333,19.3762,3.9088,16.4165333333,6.4808,7.848,8.52133333333,21.6584666667,4.11726666667,5.04473333333,10.0139333333
365.66,7.2908,19.3573333333,3.86986666667,16.3719333333,6.4516,7.8214,8.4714,21.6332666667,4.12593333333,5.0592,10.0314
366.02,7.33533333333,19.3306,3.867,16.3282,6.45666666667,7.79726666667,8.40353333333,21.682,4.12973333333,5.08693333333,10.0473333333
366.38,7.43613333333,19.4882,3.9536,16.4037333333,6.53173333333,7.89273333333,8.47693333333,21.7876,4.24873333333,5.24313333333,10.1206666667
366.75,7.36266666667,19.4911333333,3.91786666667,16.3582666667,6.49673333333,7.89853333333,8.41466666667,21.8128,4.21446666667,5.2378,10.0666666667
367.11,7.3354,19.5088,3.90433333334,16.3306,6.50233333333,7.876,8.337,21.7952,4.23546666667,5.25993333333,10.0502
367.47,7.35393333333,19.5436666667,3.9442,16.3485333333,6.57366666667,7.927,8.3636,21.9076666667,4.2854,5.31333333333,10.1438
367.84,7.28273333333,19.525,3.85806666667,16.3142,6.5066,7.8794,8.27906666667,21.9066,4.16906666667,5.2508,10.092
368.20,7.37433333333,19.6972666667,4.02606666667,16.392,6.70653333333,8.02473333333,8.3532,22.0607333333,4.29986666667,5.39326666667,10.2032666667
368.56,7.3894,19.7075333333,4.07853333333,16.346,6.72733333333,8.04553333333,8.3038,22.1189333333,4.292,5.44573333333,10.2233333333
368.93,7.38786666667,19.6523333333,4.0786,16.2523333333,6.72166666667,8.02846666667,8.23153333333,22.1462666667,4.24333333333,5.44393333333,10.2187333333
369.29,7.33473333333,19.5471333333,4.03226666667,16.143,6.68566666667,7.97133333333,8.1086,22.174,4.24026666666,5.39353333333,10.1378666667
369.65,7.32206666667,19.5808666667,4.07906666667,16.1309333333,6.76053333333,7.99826666666,8.05926666667,22.2089333333,4.27013333333,5.3958,10.1164666667
370.01,7.27146666667,19.6284666667,4.1328,16.1822,6.8074,8.00399999999,8.02993333333,22.2138,4.3254,5.4276,10.1253333333
370.38,7.1776,19.5801333333,4.0534,16.1027333333,6.74793333333,7.99693333333,7.8926,22.1740666667,4.26013333333,5.29906666667,10.0456
370.74,7.26353333333,19.6162,4.1166,16.064,6.80946666666,8.00586666666,7.88646666667,22.1902666667,4.28033333333,5.35253333333,10.1500666667
371.10,7.17133333333,19.4916,4.06166666667,15.9111333333,6.7218,7.91973333333,7.76673333333,22.1052,4.18966666667,5.3068,10.0742666667
371.46,7.12693333333,19.4847333333,4.05373333333,15.8888666667,6.72553333333,7.89953333334,7.695,22.1121333333,4.16126666667,5.33193333333,10.0585333333
371.83,7.0822,19.4998,4.06986666667,15.8661333333,6.7576,7.87833333333,7.60213333333,22.1544666667,4.2084,5.37346666667,10.1199333333
372.19,7.01033333333,19.3868666667,4.02153333333,15.7546,6.6604,7.7996,7.50113333334,22.1014,4.20833333333,5.30126666667,10.1004
372.55,6.94553333333,19.3075333333,3.9458,15.6706,6.61473333333,7.74113333333,7.40226666667,22.115,4.18066666667,5.2346,10.0815333333
