wavelength,Back_SpoMinm,Belly_SpoMinm,Breast_SpoMinm,Crissum_SpoMinm,Crown_SpoMinm,DorTail_SpoMinm,Patch10_SpoMinm,Rump_SpoMinm,Throat_SpoMinm,WingTip_SpoMinm
198.16,-16.617,4.67646666665,0.39786666664,17.2139333333,5.7712,-8.62170980392,13.4328666667,-48.1592666666,10.1492666667,0.39806666674
198.54,-2.77053333332,16.0173333333,7.61893333332,19.6536666667,13.1602,3.05581176471,21.9914666667,-36.5366666667,15.671,3.63626666668
198.92,-17.7464,3.66206666667,-4.69486666666,6.38506666667,-1.69006666666,-15.8629333333,8.3568,-56.9954,0.93900000002,-17.5586666667
199.30,-20.4694666666,8.63833333335,-0.84506666666,8.16906666666,4.60106666666,-14.8634156863,14.1782666667,-56.7135333333,5.25820000001,-27.4176666667
199.68,-36.9696000001,2.12133333335,-13.8383333333,-2.92926666667,-1.41413333332,-30.2911137255,7.6768,-71.4141333333,-5.55553333334,-46.0604000001
200.06,-34.1228,4.47373333334,-15.0000666667,-2.10520000001,-2.28066666666,-30.7894196079,6.31566666667,-64.9122,-4.56139999999,-41.5788666666
200.44,-17.8722666667,13.2624,-7.02126666668,7.80146666667,3.68793333332,-18.0683882353,11.0637333333,-47.7306,2.766,-26.6666666667
200.82,-21.573,11.0113333333,-15.1311333333,2.09726666668,0.82406666664,-22.9080509804,10.5617333333,-56.4794666667,-1.4982,-33.9325333333
201.19,-27.0212666667,1.34746666667,-20.1418,-6.1702,-5.74466666668,-26.5832666667,2.19853333333,-55.3900666667,-13.9008,-39.5036666667
201.57,-18.9644666667,0.388333333332,-16.1811333333,-1.22966666666,-4.78959999998,-19.672427451,5.17806666667,-44.9838,-7.89639999999,-33.2686666667
201.95,-15.3704666667,0.987666666667,-15.7406666667,2.28399999999,-3.88886666668,-18.3151176471,6.66673333335,-39.6296,-5.24686666668,-31.2964
