wavelength,Back_SpoMinm,Belly_SpoMinm,Breast_SpoMinm,Crissum_SpoMinm,Crown_SpoMinm,DorTail_SpoMinm,Patch10_SpoMinm,Rump_SpoMinm,Throat_SpoMinm,WingTip_SpoMinm
318.12,5.4448,2.9504,1.61733333333,2.25086666667,4.0828,5.3772,10.342,3.18613333333,4.29113333333,4.3944
318.49,5.6162,2.9992,1.77333333333,2.45153333333,4.2016,5.5968,10.5974,3.36153333333,4.43346666667,4.5796
318.85,5.56793333333,2.90193333333,1.89113333333,2.55266666667,4.29153333333,5.71780392157,10.7007333333,3.47,4.53766666667,4.66433333333
319.22,5.49653333333,2.82553333333,1.83746666667,2.43613333333,4.26186666667,5.7760627451,10.6115333333,3.43406666667,4.4596,4.65313333333
319.59,5.66213333333,2.93473333333,1.942,2.7098,4.5096,5.8965254902,10.9372,3.59773333333,4.6318,4.86873333333
319.96,6.02506666667,3.36986666667,2.31753333333,3.20013333333,4.90366666667,6.24548235294,11.4086666667,3.95626666667,5.09933333333,5.275
320.32,6.0286,3.26006666667,2.279,3.22033333333,4.91273333333,6.3274627451,11.3752666667,3.9338,5.17633333333,5.3804
320.69,6.2748,3.4312,2.5566,3.49086666667,5.0874,6.55301176471,11.6472,4.19713333333,5.3684,5.60006666667
321.06,6.31346666667,3.3144,2.4106,3.31633333333,4.98053333333,6.45089411765,11.5674,3.9928,5.186,5.48746666667
321.43,6.30406666667,3.3174,2.47853333333,3.30366666667,5.023,6.32587843137,11.6118,3.99693333333,5.19626666667,5.44326666667
321.80,6.1782,3.1984,2.3398,3.285,4.86853333333,6.22205490196,11.5372666667,3.86613333333,5.09106666667,5.26033333333
322.16,5.88306666667,2.9366,2.00226666667,3.07573333334,4.6096,5.88709019608,11.4350666667,3.63013333333,4.88793333334,4.931
322.53,5.75753333333,2.89133333333,1.7278,2.95113333333,4.4168,5.54201176471,11.2394666667,3.3728,4.57093333333,4.72113333333
322.90,5.64493333333,2.725,1.50066666667,2.79513333333,4.28233333333,5.18858823529,11.127,3.181,4.37686666667,4.6058
323.27,5.65586666667,2.83613333333,1.6524,2.92806666667,4.45193333333,5.26522352941,11.3079333333,3.2534,4.65033333333,4.73493333333
323.63,5.69313333333,2.97826666667,1.83786666667,2.89773333333,4.66186666667,5.48705882353,11.4952666667,3.36373333334,4.82333333333,4.7858
324.00,5.70426666667,2.97273333333,1.83033333333,2.8782,4.6598,5.52485490196,11.5324666667,3.4268,4.81526666667,4.75233333334
324.37,5.564,2.87453333333,1.80766666667,2.74393333333,4.49886666667,5.41188627451,11.4425333333,3.31126666667,4.63133333333,4.436
324.74,5.45366666667,2.8006,1.74833333333,2.74926666667,4.48586666667,5.25349803921,11.4361333333,3.28946666667,4.602,4.4892
325.10,5.68186666667,3.012,2.02886666667,3.02006666667,4.75826666667,5.59150980392,11.8122,3.70606666667,4.9286,4.79046666667
325.47,6.07513333333,3.42306666667,2.42573333333,3.40433333333,5.10733333333,6.03236862745,12.2,4.1006,5.26806666667,5.28686666667
325.84,6.47066666667,3.7928,2.828,3.6686,5.46626666667,6.29951764706,12.5814666667,4.44793333333,5.653,5.78006666667
326.21,6.65466666666,3.92726666667,2.9646,3.72313333333,5.57633333333,6.38984313726,12.608,4.56566666667,5.8046,5.88713333333
326.57,6.85846666666,4.08473333333,3.2472,3.89,5.80653333333,6.66583529412,12.8942,4.86846666667,6.06873333333,6.11526666667
326.94,6.93833333334,4.1504,3.32666666667,3.95493333333,5.82346666667,6.73399215686,12.9871333333,4.88033333333,6.09806666667,6.10993333333
327.31,6.95713333334,4.08753333333,3.20833333333,3.8434,5.69913333333,6.55136078431,12.9109333333,4.7794,5.91473333333,5.99126666667
327.67,7.03973333333,4.0982,3.1468,3.923,5.65366666667,6.50283529412,12.8178666667,4.68713333333,5.853,6.06573333333
328.04,6.9478,4.08973333333,3.09993333333,3.8132,5.6708,6.40795686274,12.7968666667,4.64453333333,5.8294,5.92473333333
328.41,7.11239999999,4.1732,3.24213333333,4.01033333333,5.90293333333,6.52575686275,13.0124,4.80753333333,6.05966666667,6.1236
328.78,7.09306666667,4.20486666667,3.23033333334,3.9492,5.87373333333,6.59082745098,12.9885333333,4.7528,6.0,6.10313333333
329.14,6.90553333333,4.14066666667,3.06433333333,3.8428,5.7336,6.34326666667,12.7996,4.5354,5.8084,5.98946666667
329.51,6.53713333333,3.704,2.593,3.4368,5.3094,5.84201176471,12.2827333333,4.01033333333,5.45626666667,5.5526
329.88,6.20053333333,3.32933333333,2.21793333334,3.1788,4.95473333333,5.51799607843,11.9578666667,3.6688,5.09406666667,5.14066666667
330.24,6.10153333333,3.2558,2.18666666667,3.2494,4.99826666667,5.57915294118,12.0848666667,3.6466,5.0484,5.2472
330.61,5.95026666667,3.1602,1.9288,3.09106666667,4.85873333333,5.36696470588,11.9341333333,3.49673333333,4.96013333333,5.05373333333
330.98,6.07466666667,3.38106666667,2.06966666667,3.26166666667,4.9912,5.60067843137,12.0361333333,3.71313333333,5.11573333333,5.2034
331.34,6.1562,3.46326666667,2.1668,3.3824,5.1246,5.78191372549,12.2096,3.93886666666,5.3368,5.36066666667
331.71,5.97466666667,3.26906666667,1.96953333333,3.23006666667,4.90673333333,5.55690588235,12.1387333333,3.88613333333,5.23566666667,5.1228
332.08,5.7666,3.02486666667,1.73966666667,3.06806666667,4.69646666666,5.38446666667,11.9414666667,3.64346666667,4.97333333333,5.00266666667
332.44,6.03593333333,3.292,1.941,3.2678,4.8796,5.58335686275,12.1664666667,3.88786666667,5.18726666667,5.20713333333
332.81,6.06226666667,3.3332,2.0072,3.30326666667,4.9134,5.57014901961,12.2506,3.9618,5.19613333333,5.23386666666
333.18,6.4806,3.64933333333,2.39106666666,3.67893333334,5.34626666667,5.92595294118,12.7426,4.33173333333,5.67846666666,5.5958
333.54,6.8246,3.97393333333,2.76226666667,3.98273333333,5.7508,6.32138431373,13.1913333333,4.74793333333,6.02453333333,5.89413333333
333.91,7.07200000001,4.157,2.99793333333,4.07713333333,5.9758,6.58306666667,13.4418666667,4.93513333333,6.20693333333,6.12713333333
334.28,7.27519999999,4.37386666667,3.1918,4.1368,6.14346666667,6.69333333333,13.6307333333,5.1466,6.35693333333,6.1814
334.64,7.37680000001,4.46433333333,3.33066666667,4.2,6.2762,6.78627058824,13.7248666667,5.19373333333,6.46453333333,6.2666
335.01,7.34846666667,4.39633333333,3.3252,4.10973333333,6.20986666667,6.68925882353,13.7310666667,5.1248,6.45826666667,6.24
335.38,7.44,4.53993333333,3.42233333333,4.2846,6.30233333333,6.83149019608,13.8542,5.21993333333,6.4844,6.2862
335.74,7.4816,4.60906666667,3.5026,4.2576,6.367,6.90894509804,13.9885333333,5.21913333333,6.54946666667,6.31913333333
336.11,7.69906666667,4.785,3.70386666667,4.49393333333,6.55206666667,7.09781176471,14.2353333333,5.38806666667,6.73786666667,6.50993333333
336.47,7.49313333333,4.6742,3.5878,4.38713333333,6.44073333333,6.99045490196,14.165,5.2632,6.6092,6.4238
336.84,7.55100000001,4.64773333333,3.58933333333,4.35373333333,6.499,7.01774117647,14.2035333333,5.2654,6.66666666667,6.39213333334
337.21,7.428,4.60646666667,3.53846666667,4.2896,6.3704,6.97894509804,14.1152,5.19506666667,6.59526666667,6.29633333333
337.57,7.40933333333,4.59873333334,3.51133333333,4.25533333333,6.25193333333,6.87677254902,14.1065333333,5.09346666667,6.5408,6.25846666667
337.94,7.3346,4.55153333333,3.52066666667,4.2758,6.17833333333,6.76172941176,14.1239333333,5.06026666667,6.52746666667,6.14806666667
338.31,7.18499999999,4.42326666667,3.4752,4.21293333333,6.06326666667,6.67178039216,14.0620666667,4.91366666667,6.49946666667,6.0672
338.67,7.23546666666,4.51746666667,3.578,4.30813333334,6.142,6.7474627451,14.2048666667,4.99933333333,6.54686666667,6.1244
339.04,7.13286666667,4.46226666667,3.43693333333,4.22613333333,6.11873333333,6.67726666667,14.203,4.93753333333,6.43306666667,6.04966666667
339.40,7.08680000001,4.37886666667,3.3658,4.13366666667,6.05126666667,6.56264313725,14.1814,4.88306666667,6.42653333333,5.9724
339.77,7.14853333333,4.4166,3.36753333333,4.24666666667,6.09433333333,6.55138431372,14.2025333333,4.94573333333,6.3836,6.00853333333
340.14,7.02866666667,4.25693333333,3.19566666667,4.14086666667,5.92273333333,6.38667450981,14.1427333333,4.85506666667,6.23906666667,5.8436
340.50,6.90866666667,4.1384,3.02366666667,3.95773333333,5.81486666667,6.22170196078,14.0745333333,4.71246666667,6.06693333333,5.67353333333
340.87,6.97106666667,4.24353333333,3.0088,4.11086666667,5.8776,6.32316862745,14.1929333333,4.7976,6.10886666667,5.6864
341.23,6.87366666667,4.10486666667,2.8012,3.94733333333,5.73006666667,6.18167058824,14.0233333333,4.65993333333,5.85053333333,5.4832
341.60,6.7574,4.06706666667,2.7524,3.89746666667,5.70326666667,6.15800784314,14.0528666667,4.6614,5.8132,5.40926666667
341.96,6.82113333333,4.1268,2.7944,4.03486666667,5.7832,6.22617647059,14.1026,4.77353333333,5.88313333333,5.4922
342.33,6.77086666667,4.11673333333,2.69813333333,3.99386666667,5.67653333333,6.18232941176,14.0848666667,4.69573333333,5.78653333333,5.42406666667
342.70,6.6804,4.01813333333,2.59386666667,3.88893333333,5.56793333333,6.13036078431,14.0368666667,4.59366666667,5.6924,5.36113333333
343.06,6.70946666666,3.9914,2.66633333333,3.9454,5.6424,6.1693254902,14.1497333333,4.62053333333,5.7862,5.31446666666
343.43,6.7408,4.0116,2.72126666667,3.92973333333,5.69946666667,6.15211764706,14.2706666667,4.62913333333,5.80686666667,5.32733333333
343.79,6.86413333334,4.1288,2.9012,4.02173333333,5.8418,6.33444705882,14.4146666667,4.71253333333,5.9848,5.4752
344.16,7.02846666667,4.335,3.1268,4.12686666667,6.03493333333,6.47791764706,14.5166666667,4.90693333333,6.14686666667,5.68046666667
344.52,7.13413333334,4.46693333333,3.30386666667,4.24306666667,6.1036,6.5740745098,14.6065333333,5.09086666667,6.2516,5.7654
344.89,7.018,4.31513333333,3.27506666667,4.07553333333,5.97453333333,6.40612156863,14.5758,5.00633333333,6.15073333334,5.68886666667
345.25,6.95926666667,4.30106666667,3.339,4.07333333333,5.9892,6.36516862745,14.674,5.021,6.23953333333,5.7068
345.62,7.09826666666,4.5134,3.4892,4.1936,6.1634,6.50924705882,14.8252666667,5.1544,6.41966666667,5.84626666667
345.99,7.138,4.6608,3.60993333333,4.26933333333,6.28013333333,6.60854117647,14.9699333333,5.22006666667,6.5316,5.9296
346.35,7.43273333333,4.9548,3.86286666666,4.5902,6.59513333333,6.84796862745,15.2250666667,5.5084,6.82413333333,6.2376
346.72,7.58106666667,5.06073333333,3.99733333333,4.77986666667,6.72493333334,6.94134509804,15.3284,5.6134,6.97933333333,6.38993333333
347.08,7.65706666666,5.13233333333,4.0498,4.89813333333,6.74953333333,7.01458039216,15.4053333333,5.66286666667,7.05306666666,6.51326666667
347.45,7.75739999999,5.33133333334,4.18226666667,5.03833333333,6.87860000001,7.24861960785,15.5504,5.76546666667,7.17759999999,6.6534
347.81,7.7206,5.33726666666,4.17333333333,5.01946666667,6.90006666667,7.17816078431,15.614,5.76493333333,7.1726,6.56906666667
348.18,7.93080000001,5.51233333333,4.37026666667,5.22566666667,7.1208,7.38789019608,15.9504,5.91966666667,7.41040000001,6.7464
348.54,7.95473333334,5.5252,4.4016,5.2856,7.20786666667,7.40878431373,16.0718,5.87133333333,7.5126,6.77813333333
348.91,8.06593333332,5.64726666666,4.44366666667,5.3994,7.28760000001,7.47645098039,16.1699333333,5.89653333333,7.64166666667,6.88386666667
349.27,8.20959999999,5.84386666667,4.57073333333,5.53713333333,7.45046666666,7.62277647059,16.2941333333,5.9814,7.75520000001,7.01353333333
349.64,8.29326666666,5.867,4.6498,5.60133333333,7.47439999999,7.66629803922,16.3065333334,6.0178,7.76366666666,7.0842
350.00,8.32679999999,5.80873333333,4.57186666666,5.5282,7.43240000001,7.58669019608,16.2778666667,5.94753333333,7.71606666667,6.95733333333
350.37,8.3296,5.8248,4.5884,5.47546666667,7.48553333334,7.60541176471,16.3821333333,5.962,7.7326,6.92053333333
350.73,8.42573333333,5.8896,4.65346666667,5.4982,7.57213333333,7.70436470588,16.5018,6.0522,7.79826666667,6.9326
351.10,8.56153333334,5.95293333333,4.7124,5.51026666666,7.72506666666,7.75121176471,16.5974666667,6.13313333333,7.81813333333,6.9884
351.46,8.56766666667,5.90093333333,4.71446666667,5.545,7.7716,7.6768627451,16.6214666667,6.08966666667,7.84833333335,6.99313333333
351.83,8.64386666666,5.91686666667,4.69333333333,5.60306666667,7.84353333333,7.72207058824,16.7087333333,6.14313333333,7.90000000001,7.1142
352.19,8.56706666666,5.91413333333,4.58066666667,5.5362,7.77106666667,7.67435294118,16.6175333333,6.0704,7.81166666666,6.9874
352.55,8.61433333332,5.91566666667,4.56293333333,5.5592,7.81133333334,7.69777254902,16.6547333333,6.11673333334,7.7952,7.00766666666
352.92,8.58873333334,5.896,4.57093333333,5.54013333333,7.81413333334,7.68521176471,16.5794,6.09253333333,7.74299999999,6.94866666667
353.28,8.59773333334,5.7924,4.5262,5.45873333334,7.79093333333,7.64867058823,16.6103333333,6.02993333333,7.69040000001,6.91086666667
353.65,8.51620000001,5.7116,4.43206666667,5.39166666667,7.7584,7.61002745098,16.5983333333,5.97566666667,7.64206666666,6.82106666667
354.01,8.39053333334,5.57373333333,4.35513333333,5.3244,7.71373333333,7.51887058824,16.5544,5.89453333333,7.57813333333,6.8676
354.38,8.29453333333,5.37273333333,4.232,5.17673333333,7.56780000001,7.34716470588,16.3958666667,5.7658,7.49506666667,6.71393333333
354.74,8.3686,5.4596,4.36373333333,5.27613333333,7.70013333333,7.4316,16.5004666667,5.84786666667,7.57286666668,6.82426666667
355.11,8.41673333334,5.60186666667,4.51786666667,5.3346,7.78373333333,7.56300784314,16.6062666667,5.94486666667,7.73759999999,6.86073333333
355.47,8.45513333332,5.66906666667,4.5844,5.34373333333,7.77693333333,7.62051372549,16.6827333333,6.02446666667,7.76066666667,6.8324
355.83,8.48026666667,5.70933333333,4.6992,5.41193333333,7.82113333333,7.66269019608,16.6614666667,6.0686,7.76786666667,6.80446666667
356.20,8.46793333334,5.67506666667,4.72786666667,5.4054,7.79606666667,7.6320745098,16.6663333333,6.06093333334,7.78606666665,6.80913333333
356.56,8.50546666667,5.68926666666,4.75953333333,5.42613333333,7.79939999999,7.65263137255,16.7175333333,6.10146666667,7.8266,6.8028
356.93,8.57653333333,5.716,4.8138,5.4738,7.86813333333,7.69606666667,16.8442,6.17353333333,7.87526666667,6.85106666666
357.29,8.50100000001,5.69953333333,4.77,5.49353333333,7.78979999999,7.62989411765,16.817,6.1866,7.84853333332,6.793
357.66,8.56206666666,5.76813333333,4.83986666667,5.52806666667,7.84839999999,7.66766666667,16.9538,6.2278,7.93293333334,6.82073333333
358.02,8.66020000001,5.87966666667,4.92686666666,5.56913333333,7.8996,7.80339607843,17.0816666667,6.28833333333,7.99333333333,6.85546666667
358.38,8.83953333333,6.12526666667,5.126,5.79946666667,8.09193333334,8.02861960784,17.3172,6.4712,8.17646666666,7.06906666667
358.75,8.67993333334,5.99246666667,4.98273333333,5.67273333333,7.89513333333,7.86416862745,17.2336666667,6.31006666667,8.06126666665,6.86666666667
359.11,8.65033333332,6.00086666667,4.97473333334,5.69053333333,7.86073333333,7.81941960784,17.2376,6.3194,8.05459999999,6.8824
359.48,8.60333333334,5.94813333333,4.91126666667,5.62006666667,7.8276,7.74257254902,17.2017333333,6.23846666666,7.98473333333,6.83726666667
359.84,8.57353333334,5.962,4.89206666667,5.58233333333,7.79766666667,7.72997647059,17.2361333333,6.20393333333,7.98679999999,6.823
360.20,8.49500000001,5.8836,4.80113333333,5.49693333333,7.75446666667,7.65504705882,17.2063333334,6.17166666667,7.877,6.73533333333
360.57,8.40999999999,5.80606666667,4.7414,5.40413333333,7.69886666667,7.55268627451,17.1766666667,6.0894,7.81213333334,6.68413333333
360.93,8.40779999999,5.85726666667,4.778,5.4302,7.73773333334,7.57110196078,17.2596,6.1134,7.86586666667,6.68946666667
361.29,8.39200000001,5.80986666667,4.7442,5.3848,7.7446,7.54891764706,17.2831333333,6.0736,7.84906666666,6.65746666667
361.66,8.30819999999,5.67506666667,4.64186666667,5.27686666667,7.65846666666,7.43818039216,17.1984666667,6.00093333334,7.73493333333,6.52993333333
362.02,8.24226666667,5.6026,4.55273333333,5.19066666667,7.6078,7.33491764706,17.1554666667,5.93433333333,7.64379999999,6.42246666667
362.39,8.10560000001,5.41566666667,4.42406666667,5.0554,7.49920000001,7.19995294118,17.056,5.80073333333,7.50626666667,6.25173333333
362.75,8.03733333334,5.38093333333,4.37413333334,5.0052,7.46613333333,7.13324313725,17.0285333333,5.77933333333,7.44426666667,6.22193333333
363.11,7.9932,5.3126,4.28126666667,4.9444,7.38833333333,7.05650588235,16.9524,5.6942,7.33219999999,6.0946
363.48,7.92306666666,5.24873333333,4.2394,4.89026666667,7.332,6.98277254902,16.8819333333,5.65913333333,7.27713333333,6.005
363.84,7.83866666666,5.14313333333,4.16686666667,4.7726,7.27399999999,6.88309803922,16.8496,5.5836,7.19853333332,5.88686666667
364.20,7.90953333333,5.2016,4.27226666667,4.8308,7.35593333333,6.94429411765,16.9356666667,5.6358,7.2916,5.96373333333
364.57,7.89226666667,5.20246666667,4.24206666666,4.8098,7.32659999999,6.93690196078,16.9486,5.59666666667,7.27126666666,5.91413333333
364.93,7.75333333333,5.06493333333,4.06986666667,4.6642,7.19406666666,6.81005490196,16.8049333333,5.447,7.13033333333,5.72873333333
365.29,7.76420000001,5.04126666667,4.0888,4.63306666667,7.19760000001,6.79866666667,16.8068666667,5.44893333333,7.12320000001,5.7004
365.66,7.68846666666,5.0022,3.99773333333,4.5918,7.16353333334,6.72814509804,16.8342,5.37913333333,7.06633333333,5.6396
366.02,7.8072,5.09846666667,4.08473333333,4.7242,7.27940000001,6.81236078432,17.0143333333,5.48186666667,7.20906666668,5.74013333333
366.38,7.80346666667,5.1272,4.07253333333,4.6762,7.24206666667,6.77951764706,17.0165333333,5.4694,7.19506666668,5.7308
366.75,7.87426666667,5.11626666667,4.0824,4.7072,7.299,6.84174509804,17.0615333333,5.45426666667,7.27106666667,5.75053333333
367.11,7.92766666666,5.16446666667,4.182,4.76766666667,7.39026666667,6.8881372549,17.1666666667,5.52373333333,7.32093333333,5.83966666667
367.47,8.01346666667,5.2162,4.2394,4.8496,7.49519999999,6.95450980392,17.2644,5.58546666667,7.37859999999,5.93166666667
367.84,7.9626,5.16266666667,4.1818,4.8278,7.44853333334,6.94741176471,17.3063333333,5.55886666667,7.35093333335,5.89713333333
368.20,7.89506666667,5.10246666667,4.1148,4.78826666667,7.43133333333,6.90996078431,17.2958,5.49146666667,7.33040000001,5.81926666667
368.56,7.99400000001,5.21826666667,4.24426666667,4.8884,7.53566666666,6.97804705882,17.3942666667,5.57086666667,7.3982,5.90553333334
368.93,8.08366666667,5.3484,4.3448,5.00126666667,7.62746666667,7.04972941176,17.5297333333,5.683,7.47913333334,6.0454
369.29,8.10066666666,5.4256,4.3758,5.07893333333,7.65806666666,7.11519215686,17.6110666667,5.70753333333,7.51799999999,6.07266666667
369.65,8.22486666665,5.55613333333,4.491,5.1984,7.76966666666,7.19890588235,17.7010666667,5.8062,7.61560000001,6.17666666667
370.01,8.21853333333,5.5966,4.5502,5.20113333333,7.77266666666,7.24581568627,17.6440666667,5.82226666667,7.61566666667,6.1768
370.38,8.30026666667,5.71573333333,4.64466666667,5.32126666667,7.89173333333,7.34094509804,17.7658666667,5.92373333333,7.6896,6.21866666667
370.74,8.33126666667,5.801,4.69026666667,5.35973333333,7.95226666667,7.3473372549,17.9001333333,6.00453333333,7.73480000001,6.26586666667
371.10,8.22733333334,5.70293333333,4.54713333333,5.2368,7.85586666666,7.25376862745,17.8627333333,5.89486666667,7.65673333334,6.20793333333
371.46,8.18486666665,5.69873333333,4.47113333333,5.20746666667,7.79453333333,7.20170196078,17.9025333333,5.8372,7.62419999999,6.14066666667
371.83,8.28179999999,5.81813333333,4.5554,5.2678,7.88206666666,7.25075294118,17.9442,5.915,7.7148,6.21393333333
372.19,8.36306666667,5.8928,4.60413333333,5.3168,7.9392,7.29551764706,18.0328666667,5.92166666667,7.76819999999,6.23153333333
372.55,8.36966666667,5.85553333334,4.57926666667,5.34653333333,7.97473333333,7.33909411765,18.0398,5.93126666667,7.78893333334,6.215
372.92,8.42446666667,5.83513333333,4.6042,5.38193333334,8.03586666667,7.36166666667,18.1196666667,5.9556,7.84920000001,6.23053333333
373.28,8.38546666667,5.78046666667,4.54013333333,5.3326,8.01653333334,7.24147843137,18.0542666667,5.92813333333,7.79773333333,6.16146666667
373.64,8.35906666667,5.73273333333,4.5166,5.3434,8.00266666667,7.23179607843,18.0685333333,5.87966666666,7.79653333333,6.1136
374.00,8.28793333332,5.6726,4.4256,5.2944,7.96226666667,7.13035686275,18.0834,5.79853333333,7.74546666667,6.03993333333
374.37,8.25040000001,5.6106,4.3814,5.23633333333,7.92053333334,7.0433254902,18.0318,5.7122,7.73659999999,6.0288
374.73,8.36713333333,5.69713333333,4.48373333333,5.32373333334,7.98353333333,7.13569019608,18.0583333333,5.79553333333,7.78899999999,6.09426666667
375.09,8.36433333333,5.71113333333,4.48553333333,5.312,7.96166666667,7.10365882353,18.0548666667,5.7844,7.78006666668,6.03986666667
375.45,8.39813333333,5.69073333333,4.50626666667,5.31906666667,8.0076,7.12987843137,18.1086666667,5.81446666666,7.83893333333,6.05466666667
375.81,8.36473333334,5.63933333333,4.45266666667,5.31266666667,7.94433333334,7.03881568627,18.0664666667,5.7518,7.7776,6.00073333333
376.18,8.40120000001,5.64186666667,4.48993333333,5.33233333333,7.97826666666,7.04456470588,18.1657333333,5.82173333333,7.78260000001,6.03066666667
376.54,8.35833333334,5.63586666667,4.46573333333,5.28886666666,7.94246666667,6.96985882353,18.1899333333,5.80253333333,7.73686666667,5.99353333334
376.90,8.32586666666,5.6222,4.4616,5.2466,7.92946666667,6.96388235294,18.213,5.7874,7.71879999999,5.94706666667
377.26,8.38713333335,5.67686666667,4.527,5.31173333333,7.9644,7.03680392157,18.3010666667,5.86326666667,7.80006666667,6.0116
377.63,8.4336,5.72333333333,4.59446666667,5.34126666667,8.00079999999,7.09547843137,18.3218666667,5.9284,7.82946666667,6.09686666667
377.99,8.44846666667,5.72286666667,4.6252,5.34013333333,8.0044,7.10714509804,18.3136,5.92666666667,7.85806666667,6.12366666667
378.35,8.42246666667,5.7128,4.6128,5.34333333333,8.00226666666,7.09571372549,18.3681333333,5.95006666667,7.833,6.09366666667
378.71,8.3546,5.6708,4.59186666667,5.3032,7.99633333333,7.04663921569,18.3837333333,5.92633333333,7.8224,6.05626666667
379.07,8.43106666667,5.71293333333,4.655,5.40926666667,8.09373333333,7.10611764706,18.4882666667,6.00086666667,7.91626666668,6.1126
379.44,8.45493333333,5.8058,4.725,5.46526666667,8.14993333334,7.15068235294,18.5204,6.0468,7.96740000001,6.1844
379.80,8.43880000001,5.8252,4.74173333333,5.46973333333,8.18620000001,7.1910627451,18.5992,6.05733333333,7.99593333333,6.15506666667
380.16,8.30993333334,5.73106666667,4.5974,5.3492,8.05113333332,7.05387058824,18.4546,5.9584,7.9314,6.0538
380.52,8.35979999999,5.78,4.63893333333,5.40533333333,8.11153333333,7.10012941176,18.5017333333,6.01466666667,8.03013333333,6.1036
380.88,8.42379999999,5.8386,4.6824,5.47873333333,8.14473333333,7.11438431373,18.5411333333,6.03133333333,8.05920000001,6.14486666667
381.24,8.47573333332,5.909,4.73533333333,5.53093333333,8.22426666666,7.16691764706,18.6410666667,6.06093333333,8.11993333333,6.1822
381.61,8.52000000001,5.966,4.7674,5.568,8.28913333333,7.18634901961,18.7140666667,6.08833333333,8.16193333333,6.19566666667
381.97,8.48920000001,5.95626666667,4.70646666667,5.566,8.26986666667,7.14460784314,18.7128,6.0974,8.14100000001,6.1414
382.33,8.56666666665,6.03166666667,4.77266666667,5.64786666667,8.32206666667,7.21549803922,18.7688666667,6.14793333333,8.217,6.1922
382.69,8.58059999999,6.0478,4.7582,5.66253333333,8.34386666667,7.21616078432,18.8034666667,6.1442,8.22746666667,6.15493333333
383.05,8.5842,6.054,4.765,5.65846666667,8.37080000001,7.25391764706,18.8276666667,6.14306666667,8.2424,6.1334
383.41,8.66546666667,6.10326666667,4.84526666667,5.72233333333,8.45806666666,7.30138039216,18.9340666667,6.21693333333,8.28726666667,6.1522
383.77,8.80386666668,6.21093333333,4.9136,5.82953333333,8.53840000001,7.36823137255,19.0262,6.31413333333,8.38146666667,6.25506666666
384.14,8.90479999999,6.30726666667,5.02893333333,5.9364,8.64206666666,7.49459607843,19.1528666667,6.38786666667,8.46633333333,6.31966666667
384.50,8.93346666668,6.3228,5.02086666667,5.93126666667,8.64946666667,7.50128235294,19.2136,6.38306666667,8.46126666667,6.29733333333
384.86,8.928,6.28806666667,5.02813333333,5.91846666667,8.66573333334,7.52758431373,19.2429333333,6.37186666667,8.47559999999,6.2902
385.22,8.97926666666,6.32886666667,5.07373333333,5.96693333333,8.73093333334,7.56985490196,19.3316,6.40506666667,8.51760000001,6.32286666667
385.58,8.93253333335,6.2788,5.0414,5.92506666667,8.69173333333,7.5144627451,19.336,6.37293333333,8.48526666665,6.24606666667
385.94,9.02186666667,6.3388,5.12546666667,5.97273333333,8.7794,7.5835254902,19.4488,6.43326666667,8.56773333332,6.28846666667
386.30,8.98633333334,6.31866666667,5.1212,5.9516,8.7656,7.56707843137,19.4899333333,6.443,8.57106666666,6.27306666667
386.66,8.9898,6.3328,5.13173333333,5.94193333333,8.7456,7.54711372549,19.517,6.44626666667,8.56533333334,6.25906666667
387.03,9.01826666667,6.3544,5.16546666667,5.95426666667,8.75926666667,7.53534901961,19.5626666667,6.4826,8.58806666666,6.29466666667
387.39,9.02793333333,6.3672,5.18706666667,5.97326666667,8.77793333333,7.52613333333,19.5865333333,6.49826666667,8.61873333333,6.3084
387.75,8.9966,6.3536,5.20906666667,5.98826666667,8.78513333334,7.53696862745,19.6253333333,6.5136,8.63706666668,6.29466666667
388.11,9.00279999999,6.36573333333,5.2068,6.01233333333,8.8096,7.50907058823,19.6128,6.5062,8.6154,6.30226666667
388.47,9.01340000001,6.4014,5.2286,6.0578,8.83659999999,7.53225490196,19.6599333333,6.5136,8.64453333333,6.34873333333
388.83,8.99746666667,6.44413333333,5.196,6.0562,8.82379999999,7.49145490196,19.6868,6.52106666667,8.68666666666,6.3456
389.19,9.00546666667,6.47373333333,5.1816,6.052,8.83293333333,7.47041176471,19.7106666667,6.5282,8.71726666667,6.35373333333
389.55,9.04553333333,6.53073333333,5.2322,6.09013333333,8.87833333334,7.51688627451,19.7674666667,6.5484,8.76086666667,6.43426666667
389.91,9.03546666665,6.55666666667,5.258,6.1218,8.89393333334,7.51889019608,19.8073333333,6.56073333333,8.78646666668,6.42626666667
390.27,9.06026666666,6.56646666667,5.25506666667,6.13206666667,8.91699999999,7.51359215686,19.815,6.54646666667,8.76959999999,6.42886666667
390.63,9.11240000001,6.60406666667,5.29086666666,6.18233333333,8.98440000001,7.54989803922,19.9116666666,6.58766666667,8.83880000001,6.49273333333
391.00,9.17053333334,6.66166666667,5.3584,6.2594,9.05373333333,7.58821568627,20.0192666667,6.64773333333,8.90033333334,6.54873333333
391.36,9.15526666667,6.642,5.3276,6.2478,9.04346666667,7.59463921569,20.0713333333,6.6384,8.91280000001,6.5312
391.72,9.17966666667,6.64813333333,5.33746666667,6.23426666666,9.05933333334,7.60734901961,20.1128,6.62466666667,8.91633333333,6.54666666667
