wavelength,Back_HemReyf,Belly_HemReyf,Breast_HemReyf,Crissum_HemReyf,Crown_HemReyf,DorTail_HemReyf,Rump_HemReyf,Throat_HemReyf,WingTip_HemReyf
233.66,-76.984,-61.7065,-53.7698333333,-60.3173333333,-56.7461666666,-66.9475972222,-85.8134166667,-71.627,-65.17875
234.03,-52.7778333333,-38.5621666667,-36.438,-45.2613333333,-30.7188333333,-44.0222916666,-60.294,-53.1045,-54.1665
234.41,-41.5928333334,-31.5631666667,-32.4481666667,-44.3951666666,-24.4836666667,-44.6900833334,-50.88475,-41.298,-49.336
234.78,-42.5143333333,-28.9548333333,-31.4975,-46.8926666667,-25.8475,-47.7755,-56.9914166667,-43.9266666667,-50.42375
235.16,-36.1905,-21.1906666667,-22.8573333333,-40.1191666667,-22.381,-42.9366666667,-48.4523333333,-36.4286666667,-36.78575
235.54,-31.324,-16.6665,-18.7943333333,-37.1156666667,-19.0306666666,-41.4698888889,-45.0355,-34.87,-32.447
235.91,-33.8096666667,-13.8093333333,-19.4045,-37.7381666667,-20.5953333333,-44.3550833333,-45.0593333333,-39.0478333333,-32.67825
236.29,-33.216,-15.493,-22.0656666666,-40.6103333333,-22.4176666666,-40.2876666667,-45.77475,-44.3661666667,-35.9155
236.66,-31.5315,-14.4143333333,-28.0403333333,-40.2028333334,-23.6486666667,-38.8419305556,-42.6239166667,-43.8065,-39.189
237.04,-30.3531666667,-16.3356666667,-25.828,-33.8851666667,-21.9646666667,-36.2122222223,-39.735,-39.404,-36.755
237.41,-19.3295,-12.2288333333,-17.4555,-23.4715,-15.3845,-28.1313055556,-27.1695,-29.783,-26.77475
237.79,-18.0178333333,-10.9008333333,-21.0813333334,-20.9906666667,-15.4955,-27.74775,-24.0090833333,-24.6846666667,-26.35175
238.17,-31.0211666667,-20.6165,-34.4893333334,-29.576,-31.0211666667,-40.4544861112,-35.3083333333,-33.0443333333,-33.38125
238.54,-25.7658333333,-16.036,-27.1171666667,-20.991,-23.5135,-30.5779166666,-30.0,-30.3603333333,-23.10825
238.92,-19.5546666667,-10.1483333333,-20.7093333333,-14.8515,-21.2045,-25.8733611112,-21.7820833334,-24.34,-14.35625
239.29,-19.5286666667,-15.2355,-24.6635,-16.5823333334,-25.926,-26.0311527778,-23.4849166667,-27.6095,-17.04525
239.67,-22.6026666667,-17.0473333334,-23.8965,-16.895,-27.245,-24.074375,-22.2605,-26.7881666666,-19.17825
240.04,-21.866,-17.6638333333,-21.795,-16.0256666667,-26.2821666667,-20.9639166667,-19.943,-26.567,-16.34625
240.42,-26.3611666666,-21.049,-24.3691666666,-17.6628333334,-30.2125,-24.9392083334,-23.3066666667,-28.4198333333,-18.92425
240.79,-22.2033333333,-18.379,-17.8081666667,-15.0113333334,-26.6553333333,-19.7869027778,-18.83575,-24.4863333334,-13.014
241.17,-18.0118333334,-15.706,-14.8898333334,-13.2565,-22.6703333334,-13.3645972222,-14.81725,-23.0545,-10.0145
241.54,-16.6666666667,-13.1755,-11.3048333334,-11.3053333333,-19.5345,-9.10918055554,-13.7779166667,-20.1163333333,-8.66575
241.92,-12.9376666667,-11.1111666667,-8.86616666667,-9.47483333335,-16.248,-5.91719444445,-11.1873333334,-18.6453333333,-5.19425
242.29,-8.45299999998,-7.7685,-6.468,-6.46833333333,-12.5941666667,-2.42691666666,-6.41683333334,-14.9213333333,-2.464
242.67,-12.9366666667,-11.8616666667,-11.4246666667,-10.551,-17.3388333334,-6.31173611111,-10.5679166667,-18.2121666666,-6.401
243.05,-10.2296666667,-11.058,-9.94266666667,-9.01850000002,-13.9578333334,-4.43247222221,-9.44841666668,-15.9656666666,-4.828
243.42,-7.07883333333,-7.61633333333,-6.24233333333,-7.25816666666,-10.5138333334,-1.31913888889,-6.61591666667,-12.0668333334,-2.68825
243.80,-4.30483333333,-6.05,-2.82116666667,-5.78816666667,-7.88266666667,1.33319444444,-4.08666666666,-9.2495,0.3055
244.17,-2.42066666667,-4.73016666667,-2.25383333334,-4.6465,-5.7315,2.57601388889,-3.17183333333,-7.34566666667,1.04325
244.55,1.13566666667,-1.00366666667,0.9775,-1.61133333333,-1.0565,5.06036111111,1.47916666667,-4.1205,4.873
244.92,1.567,-0.597,0.2735,-0.273666666667,0.348333333335,4.97308333333,1.57966666667,-2.86066666666,4.8505
245.30,2.5875,1.11883333333,0.909333333335,0.163,1.11883333334,5.33994444444,2.31925,-1.32866666667,6.01375
245.67,2.95783333333,0.69083333333,0.77716666667,-0.3885,0.712333333333,5.168625,2.45041666667,-1.16566666667,5.894
246.05,2.88133333334,1.46033333334,1.908,-0.00016666666665,1.207,5.43547222222,2.95,-0.13616666667,6.30875
246.42,2.68883333333,2.29216666667,3.2575,0.844666666667,2.80933333333,6.11430555556,3.24025,1.20633333333,7.161
246.79,3.728,3.60266666666,4.527,2.0675,4.02583333334,7.24344444443,4.75416666667,2.70983333334,8.764
247.17,2.61833333333,2.89783333333,3.928,1.20616666666,2.91283333333,6.68836111111,3.94975,1.86833333333,8.694
247.54,2.2615,2.67166666667,3.71783333333,1.5125,2.45966666667,6.17411111111,3.66858333334,1.753,8.65125
247.92,2.3035,2.33066666667,2.91316666667,1.72083333333,2.439,5.80051388889,2.981,1.28716666667,8.55725
248.29,2.57016666667,2.027,2.491,1.73566666666,2.62333333333,5.93879166667,3.15316666667,1.61633333334,8.744
248.67,2.71233333333,2.3585,2.68633333333,2.08333333334,2.27983333333,6.74116666667,3.01366666667,1.82116666667,9.13925
249.04,2.313,2.06783333333,2.17683333333,1.1155,1.31966666666,6.25061111111,2.28575,1.10216666667,8.755
249.42,2.09933333333,1.39966666667,1.6995,1.25683333333,0.928333333332,5.45547222222,2.04233333333,1.057,8.91175
249.79,1.98133333333,1.46716666667,1.10383333333,1.7695,1.05866666667,4.78163888889,2.35166666667,0.922666666665,8.961
250.17,2.08533333333,1.44366666667,0.914333333335,2.77516666667,1.155,4.83905555555,2.28583333333,0.850166666665,9.23975
250.54,2.61683333333,0.913333333335,0.474166666665,2.45883333333,0.632333333334,4.88393055556,2.59066666667,0.228333333335,8.87775
250.92,2.30033333333,0.4525,0.264166666665,2.3,0.0755,4.23756944444,2.21541666667,-0.508833333334,8.17325
251.29,2.74866666666,0.350833333335,0.019333333335,2.768,-0.039,4.35818055556,2.98233333333,-0.273,7.076
251.66,2.00866666667,-0.497333333335,-1.15366666666,2.14783333333,-0.0996666666665,4.64072222222,2.41666666667,-1.5115,5.93675
252.04,0.331166666665,-1.325,-3.16783333333,0.84883333333,-1.13866666667,3.59029166666,1.4595,-3.085,4.2235
252.41,-1.48183333333,-1.07383333333,-3.20016666666,0.2575,-2.384,2.59870833333,0.182583333335,-5.06866666667,3.0285
252.79,-4.14966666667,-3.275,-5.51816666666,-2.06383333333,-4.55366666667,-0.33852777778,-2.61341666667,-7.44733333333,0.1345
253.16,-3.92,-2.77783333333,-5.12983333334,-0.784,-3.69633333334,0.341625,-1.29916666666,-6.40683333334,1.0415
253.54,-3.49816666666,-2.18333333333,-5.12466666667,-0.312,-3.00783333333,1.89015277778,-0.612916666666,-5.54816666667,0.8355
253.91,-3.63883333333,-2.8075,-6.065,-1.5725,-4.13316666666,1.76684722222,-1.9765,-6.379,0.6735
254.28,-4.1035,-3.55,-7.16933333333,-2.99666666667,-4.887,1.222,-2.52408333333,-6.93866666667,-1.59075
254.66,-4.19616666667,-2.75816666666,-7.30783333334,-2.89966666666,-4.66766666667,1.46170833333,-3.536,-6.67133333333,-1.5205
255.03,-3.252,-1.14766666666,-5.85833333334,-2.0805,-3.563,2.53058333333,-2.92933333333,-4.99766666666,-0.7895
255.41,-2.51333333333,0.171,-5.34416666667,-1.65916666667,-2.63533333333,2.77358333333,-2.02525,-4.70983333333,-0.32925
255.78,-0.946166666666,1.21283333333,-3.736,-0.096833333335,-0.776166666668,4.22541666667,-0.64283333333,-2.86266666667,1.49225
256.15,-0.328,2.62533333333,-2.08633333334,0.468666666665,-0.398499999998,4.72145833333,0.16416666667,-0.773666666669,3.3755
256.53,1.582,3.16383333333,-0.445666666668,1.76033333334,0.713,5.74865277777,1.76033333333,1.20316666667,4.87975
256.90,1.56716666667,2.499,-0.12683333333,1.63066666666,0.381166666667,5.77090277778,2.09658333333,1.08,5.6545
257.28,2.56716666667,2.77766666667,1.5515,2.299,1.2645,6.523,2.36591666667,2.01166666667,6.37925
257.65,2.54166666667,2.40533333333,3.10466666667,2.1665,1.51816666666,6.10411111111,2.39691666667,1.89366666667,6.60175
258.02,1.86016666667,2.28383333334,3.0855,1.76966666667,1.27033333333,5.1585,1.83758333333,2.19283333333,5.649
258.40,2.2805,2.78866666667,3.34883333334,2.3065,1.77216666667,5.34704166666,2.01983333333,2.2935,6.9195
258.77,2.45316666667,2.611,3.691,2.58833333333,1.42916666667,5.18141666667,2.42525,2.11566666667,7.59625
259.15,2.78133333334,2.18866666667,3.3735,2.66083333333,1.48583333334,4.99838888889,2.66558333334,1.737,7.515
259.52,2.4235,1.48216666667,3.43033333334,2.57283333334,1.22116666666,4.80908333333,2.07891666667,1.6125,7.60625
259.89,1.6995,1.0445,2.797,2.01783333333,0.469,4.18570833333,1.69958333333,0.964666666665,7.28925
260.27,1.7445,0.495833333331,2.69366666666,1.97516666667,0.384666666667,4.27118055556,1.64175,0.726833333334,7.119
260.64,1.02133333333,0.242833333335,1.9085,1.58216666667,-0.184166666667,3.78526388889,1.31441666667,0.427,6.60475
261.01,1.213,0.635333333333,1.74916666667,1.89783333333,0.173166666666,3.930875,1.26658333334,0.907666666665,6.24975
261.39,0.3855,0.201000000001,0.94633333333,1.26466666667,-0.511,3.417875,0.687,0.217833333333,5.50225
261.76,0.251333333335,0.268333333335,0.121,1.334,-0.727833333333,3.63679166667,0.48075,0.2685,5.14525
262.13,0.506666666669,0.19916666667,-0.181,1.66483333334,-0.208166666667,3.806375,0.696583333335,-0.0723333333335,5.3065
262.51,-0.496999999998,-0.596166666665,-1.06333333333,0.685833333335,-1.04366666667,3.07540277778,-0.2535,-1.16283333333,4.875
262.88,-1.06666666667,-1.73316666667,-2.18883333333,0.322166666666,-1.33333333334,2.47679166667,-1.11666666667,-2.15566666667,4.05
