wavelength,Back_HemReyf,Belly_HemReyf,Breast_HemReyf,Crissum_HemReyf,Crown_HemReyf,DorTail_HemReyf,Rump_HemReyf,Throat_HemReyf,WingTip_HemReyf
379.80,3.87133333333,8.84850000002,7.05833333333,4.86066666666,5.02483333333,5.48109722222,4.577,8.34833333334,6.5565
380.16,3.69316666666,8.79149999998,6.95033333333,4.813,4.95483333334,5.36411111111,4.44275,8.2455,6.51275
380.52,3.65183333333,8.78283333332,6.94266666666,4.77883333334,4.908,5.22861111111,4.423,8.105,6.4465
380.88,3.63333333333,8.83600000001,6.97683333333,4.78566666666,4.93216666667,5.204875,4.37916666667,8.08133333333,6.4655
381.24,3.779,8.91583333331,7.05283333334,4.82116666666,5.0545,5.20173611111,4.43075,8.05616666666,6.655
381.61,3.82583333333,8.83333333334,6.9845,4.817,5.10116666666,5.185,4.46766666667,8.0015,6.69525
381.97,3.93783333333,8.94316666667,7.05983333333,4.913,5.255,5.28808333334,4.63666666667,8.134,6.918
382.33,3.8535,8.83850000001,6.98733333333,4.822,5.2725,5.2405,4.62008333333,8.072,6.82975
382.69,3.82866666667,8.75283333335,6.9375,4.76366666667,5.245,5.19613888888,4.58225,8.04133333334,6.83275
383.05,3.81916666667,8.80966666665,6.86166666667,4.84833333333,5.2765,5.19406944445,4.62058333334,8.10533333334,6.927
383.41,3.7865,8.77166666665,6.82766666666,4.79683333333,5.203,5.20090277778,4.60816666666,8.11733333333,6.8595
383.77,3.91783333333,8.863,6.95583333333,4.853,5.37083333333,5.29533333333,4.69808333333,8.1815,6.94125
384.14,3.971,8.85699999998,7.00016666667,4.85183333333,5.44916666667,5.34288888889,4.763,8.21166666666,6.96
384.50,3.94183333333,8.73733333335,6.91116666667,4.768,5.378,5.29641666666,4.66125,8.1475,6.91725
384.86,3.922,8.69866666665,6.85083333333,4.72366666667,5.31233333333,5.21898611111,4.58266666667,8.072,6.82075
385.22,3.90166666667,8.70966666668,6.891,4.72166666666,5.29266666666,5.2415,4.58058333333,8.11933333333,6.79625
385.58,3.92333333334,8.78433333335,7.01216666666,4.83016666667,5.30466666666,5.34191666666,4.61633333333,8.19516666666,6.85925
385.94,3.823,8.70316666669,6.92116666667,4.7765,5.17983333333,5.27965277778,4.50508333333,8.03916666667,6.7195
386.30,3.90666666667,8.81133333331,7.03316666667,4.88433333333,5.24316666667,5.38861111111,4.63175,8.1015,6.78925
386.66,3.923,8.83199999998,7.09266666667,4.8945,5.2835,5.45030555555,4.63925,8.1805,6.78425
387.03,3.9175,8.82483333334,7.09833333333,4.9045,5.27633333333,5.51388888888,4.67033333333,8.1895,6.78425
387.39,3.942,8.8705,7.13383333333,4.971,5.34616666667,5.53872222222,4.69308333333,8.18266666667,6.8725
387.75,4.00133333334,8.9155,7.20866666666,5.05533333333,5.4185,5.62361111111,4.78975,8.216,7.08275
388.11,3.95783333333,8.92266666669,7.15383333333,5.0535,5.40916666666,5.61366666667,4.80058333334,8.16133333333,7.159
388.47,3.85433333334,8.87716666665,7.08166666667,4.98383333333,5.38033333333,5.58306944444,4.77416666666,8.06716666666,7.12425
388.83,3.8405,8.87500000001,7.03916666667,5.03716666667,5.38266666667,5.61134722222,4.87083333333,8.01716666667,7.15875
389.19,3.69283333333,8.73683333335,6.97366666667,4.90766666666,5.31683333333,5.53930555555,4.85816666666,7.894,7.15525
389.55,3.54883333333,8.5715,6.829,4.76483333333,5.24483333333,5.37979166667,4.77716666667,7.7665,7.0325
389.91,3.58133333333,8.62383333335,6.8985,4.83166666666,5.35616666667,5.39543055556,4.85175,7.82016666667,7.15275
390.27,3.55333333333,8.55933333331,6.88766666667,4.7715,5.4,5.33593055556,4.78816666667,7.80883333334,7.17325
390.63,3.66166666666,8.64683333335,6.94516666667,4.91166666666,5.50066666667,5.43641666667,4.92733333333,7.84766666666,7.37575
391.00,3.68866666667,8.66466666669,6.968,4.93733333333,5.50966666667,5.44634722222,4.94183333333,7.857,7.3675
391.36,3.64433333334,8.59949999998,6.91,4.9005,5.4885,5.41247222222,4.89466666667,7.827,7.32225
391.72,3.585,8.557,6.84766666667,4.87716666666,5.46183333333,5.37033333334,4.8315,7.76966666667,7.28
392.08,3.52633333333,8.49099999999,6.81266666667,4.79416666667,5.39533333333,5.32719444445,4.74825,7.71433333334,7.26525
392.44,3.63583333334,8.59233333335,6.91283333333,4.909,5.50616666667,5.41884722222,4.84283333333,7.8105,7.37475
392.80,3.6785,8.64216666665,7.0035,4.94716666667,5.624,5.497625,4.86333333333,7.86933333333,7.491
393.16,3.77416666666,8.70749999999,7.03366666667,5.05716666666,5.72083333333,5.54020833333,4.87316666666,7.92116666667,7.56625
393.52,3.87916666667,8.77166666669,7.106,5.10366666667,5.8515,5.57065277777,4.94083333334,7.99466666667,7.6685
393.88,3.917,8.70416666665,7.02283333334,5.02383333333,5.85283333333,5.56655555556,4.88425,7.94566666666,7.61075
394.24,3.78433333333,8.58383333332,6.89516666667,4.93316666667,5.72733333334,5.45554166666,4.77316666667,7.80633333333,7.56925
394.60,3.8025,8.56866666666,6.95716666666,4.93133333333,5.78983333334,5.43519444444,4.72,7.7795,7.55325
394.96,3.79316666666,8.54633333333,6.9195,4.90933333333,5.86716666667,5.40818055555,4.70275,7.736,7.6015
395.32,3.895,8.60299999999,7.051,5.04333333334,5.986,5.50548611111,4.79441666667,7.768,7.73775
395.68,3.84933333333,8.55033333335,7.00116666667,5.01916666667,5.96883333334,5.49008333333,4.807,7.753,7.7225
396.04,3.88833333333,8.55983333335,7.04016666666,5.0655,6.04983333334,5.51736111111,4.84333333333,7.7325,7.74725
396.40,3.85566666667,8.49233333335,7.01883333333,5.0145,6.04933333333,5.51120833334,4.84058333333,7.6765,7.743
396.76,3.83,8.43333333331,7.02216666667,4.9865,6.06833333333,5.5125,4.83341666667,7.6625,7.74625
397.12,3.81433333333,8.39949999999,6.9725,4.959,6.1025,5.51841666666,4.841,7.66966666666,7.79125
397.48,3.8635,8.48383333332,6.983,5.01533333333,6.16366666667,5.61634722222,4.86433333334,7.66933333333,7.86975
397.84,3.80883333333,8.45883333335,6.995,5.02566666666,6.199,5.62951388889,4.89475,7.62566666667,7.9155
398.20,3.87866666667,8.51266666666,7.053,5.098,6.29116666666,5.73426388888,5.01208333334,7.65633333333,7.98725
398.56,3.7725,8.41883333331,6.95433333333,5.02133333333,6.1945,5.63002777778,4.95575,7.56116666667,7.914
398.92,3.75483333334,8.36550000002,6.92483333334,4.99933333333,6.11316666667,5.60361111111,4.94941666666,7.51316666667,7.90425
399.28,3.7205,8.3235,6.83333333333,4.94266666666,6.11016666667,5.56198611111,4.91408333334,7.4585,7.84525
399.64,3.7825,8.34916666666,6.91016666666,4.97816666667,6.17833333333,5.60670833333,4.92733333333,7.43266666666,7.8765
400.00,3.82383333333,8.34550000002,6.91916666667,4.99433333333,6.21383333333,5.62875,4.96141666667,7.45633333333,7.88625
400.36,3.75983333333,8.23883333334,6.85516666667,4.928,6.21733333334,5.56106944444,4.88408333333,7.383,7.875
400.72,3.778,8.22550000001,6.84866666667,4.96216666667,6.25333333333,5.56620833334,4.90683333333,7.3835,7.8985
401.08,3.76066666667,8.1695,6.89866666667,4.968,6.24383333334,5.55633333333,4.87025,7.31683333333,7.86025
401.44,3.6965,8.0925,6.85383333334,4.95883333333,6.21766666667,5.54547222222,4.85716666667,7.265,7.7785
401.80,3.63333333333,8.03200000001,6.86533333333,4.8825,6.13966666667,5.48041666667,4.77941666666,7.20616666667,7.73
402.16,3.60866666667,7.96983333335,6.85316666667,4.84883333333,6.14183333334,5.47913888889,4.73425,7.17816666666,7.748
402.52,3.66616666667,8.00783333332,6.83016666667,4.91716666667,6.2175,5.58013888889,4.75433333333,7.18716666667,7.7555
402.88,3.61783333334,7.92266666665,6.81983333333,4.87916666667,6.23116666667,5.563,4.69458333334,7.12083333333,7.72225
403.24,3.48033333333,7.80566666665,6.67316666667,4.743,6.143,5.52768055555,4.56675,7.01683333333,7.6055
403.60,3.45466666667,7.78066666665,6.60433333333,4.69233333334,6.09633333334,5.47897222222,4.506,7.01566666667,7.5955
403.95,3.41366666667,7.71283333331,6.54133333334,4.64233333333,6.047,5.42754166667,4.47066666667,6.94816666666,7.49925
404.31,3.53066666666,7.8435,6.64466666667,4.75233333333,6.142,5.51569444444,4.61166666667,7.0485,7.62075
404.67,3.50533333333,7.82083333332,6.62816666666,4.736,6.10216666666,5.46166666667,4.553,7.02516666667,7.5905
405.03,3.539,7.87266666667,6.6455,4.72366666667,6.162,5.47969444445,4.57083333333,7.03633333333,7.62025
405.39,3.54433333334,7.85800000002,6.67633333333,4.67883333333,6.1455,5.45455555556,4.55891666666,6.997,7.69875
405.75,3.526,7.83949999998,6.61516666666,4.68833333333,6.146,5.43029166667,4.53025,7.00616666666,7.662
406.11,3.57416666667,7.91566666667,6.65733333333,4.70583333333,6.177,5.46695833334,4.55775,7.03633333333,7.709
406.47,3.5835,7.88366666666,6.70083333333,4.66783333333,6.20683333334,5.46344444444,4.59533333333,7.04016666666,7.77625
406.83,3.61816666667,7.92666666668,6.68766666666,4.68583333333,6.24283333333,5.49836111111,4.61808333333,7.03483333333,7.812
407.19,3.64383333333,7.97733333334,6.77683333334,4.68033333333,6.27016666667,5.45534722222,4.64425,7.03766666667,7.88275
407.55,3.66133333333,7.99633333334,6.7985,4.74866666666,6.3315,5.50194444444,4.71125,7.021,7.95825
407.90,3.70616666667,8.08566666667,6.8525,4.80933333334,6.40133333333,5.55038888889,4.74041666667,7.059,8.08375
408.26,3.64533333333,8.02716666666,6.77616666667,4.761,6.344,5.53555555555,4.65016666667,7.00866666667,7.984
408.62,3.74716666667,8.10250000002,6.80766666667,4.82766666667,6.4495,5.61544444445,4.71691666666,7.04666666667,8.0595
408.98,3.71783333333,8.05316666668,6.72166666667,4.78733333333,6.37966666667,5.55320833334,4.66491666667,6.96483333334,7.968
409.34,3.68833333333,8.05483333335,6.68716666667,4.80116666667,6.36,5.50590277778,4.6325,6.942,7.905
409.70,3.75966666667,8.11483333333,6.71666666667,4.87566666667,6.42916666667,5.56083333334,4.71241666667,6.96033333333,7.9995
410.06,3.75766666667,8.07616666666,6.68433333334,4.87466666667,6.425,5.52988888889,4.68966666667,6.9125,7.9745
410.42,3.7375,8.04283333335,6.6775,4.85033333333,6.39333333333,5.5305,4.642,6.87566666666,7.9065
410.77,3.72316666666,8.04650000001,6.685,4.80316666666,6.38966666667,5.53261111111,4.67233333333,6.86283333333,7.902
411.13,3.7735,8.06666666667,6.72283333334,4.86616666667,6.44033333333,5.62256944445,4.74091666667,6.919,7.9495
411.49,3.73633333333,8.04866666665,6.70416666667,4.80316666666,6.43133333334,5.60805555555,4.71866666667,6.9045,7.901
411.85,3.76316666666,8.0355,6.735,4.80866666667,6.44233333334,5.64275,4.73908333333,6.90283333333,7.9305
412.21,3.78116666666,8.03833333332,6.79216666667,4.83133333334,6.4885,5.65195833334,4.77183333333,6.9305,7.95475
412.57,3.70816666666,7.92900000001,6.72566666667,4.72666666667,6.4155,5.57940277777,4.69066666667,6.85333333333,7.8875
412.92,3.705,7.95166666668,6.78633333333,4.7385,6.46766666667,5.64018055556,4.75525,6.9145,8.0125
413.28,3.73133333333,7.95216666667,6.83266666667,4.769,6.54383333333,5.70545833333,4.79733333333,6.9625,8.12975
413.64,3.72866666667,7.96116666665,6.85416666666,4.7965,6.6115,5.77983333333,4.8215,6.99266666667,8.16375
414.00,3.771,7.916,6.92583333333,4.80733333334,6.65216666667,5.81352777778,4.83841666667,7.04816666666,8.20425
414.36,3.72533333334,7.87683333332,6.866,4.7465,6.68466666667,5.76319444445,4.80683333333,7.032,8.16175
414.72,3.71566666667,7.80516666668,6.79816666667,4.74883333333,6.66716666667,5.707,4.747,6.983,8.11125
415.07,3.77016666667,7.82483333335,6.79333333334,4.77266666666,6.71466666666,5.70795833333,4.77491666666,7.00283333333,8.1425
415.43,3.82916666667,7.82816666667,6.85783333333,4.8325,6.7465,5.70827777778,4.79016666666,7.0455,8.22825
415.79,3.81016666667,7.80766666668,6.79983333334,4.83033333333,6.7635,5.70298611111,4.77716666666,7.03683333333,8.197
416.15,3.78766666666,7.77016666667,6.75916666666,4.81616666666,6.7595,5.66598611112,4.76341666667,6.982,8.18475
416.51,3.76033333333,7.73583333333,6.72866666667,4.81566666666,6.7305,5.66636111111,4.77075,6.9355,8.2245
416.86,3.784,7.698,6.72566666667,4.8235,6.76983333333,5.66641666667,4.75408333334,6.9045,8.1905
417.22,3.77833333333,7.63283333333,6.705,4.79083333333,6.76433333334,5.660125,4.73591666667,6.866,8.1695
417.58,3.756,7.552,6.64916666666,4.70183333333,6.7355,5.59890277778,4.67108333333,6.79083333333,8.13825
417.94,3.70683333334,7.53033333333,6.5745,4.69733333334,6.73883333333,5.56880555556,4.64866666666,6.73383333334,8.1085
418.29,3.73483333333,7.52516666667,6.59666666667,4.712,6.71583333334,5.59965277778,4.65733333333,6.71483333333,8.1555
418.65,3.74316666667,7.5255,6.631,4.717,6.7605,5.63005555555,4.67958333333,6.72716666667,8.2245
419.01,3.69566666667,7.4535,6.55166666666,4.68166666667,6.72216666667,5.60873611111,4.63741666666,6.665,8.18075
419.37,3.6855,7.41733333333,6.50466666666,4.641,6.73816666667,5.63005555555,4.63483333333,6.61966666667,8.16875
419.73,3.67033333333,7.32583333333,6.49,4.592,6.72233333333,5.58820833334,4.59641666667,6.54566666667,8.1825
420.08,3.6505,7.24966666667,6.43966666667,4.56066666667,6.70016666667,5.544875,4.5515,6.484,8.20825
420.44,3.64216666667,7.2315,6.44233333334,4.56333333333,6.727,5.57941666667,4.556,6.48216666667,8.20925
420.80,3.6515,7.20666666667,6.43116666666,4.54333333334,6.71383333333,5.55516666667,4.54516666667,6.44283333333,8.2435
421.16,3.67983333333,7.209,6.42516666666,4.56433333334,6.753,5.58636111111,4.55066666667,6.42816666666,8.247
421.51,3.70533333334,7.19483333333,6.445,4.616,6.79083333333,5.62030555555,4.58933333334,6.42083333333,8.2855
421.87,3.67366666666,7.12516666667,6.38483333334,4.56916666666,6.77316666667,5.59870833334,4.5455,6.36266666666,8.26325
422.23,3.666,7.0985,6.34866666667,4.57683333333,6.80566666667,5.58559722222,4.55316666666,6.334,8.2995
422.58,3.65033333334,7.05066666667,6.32833333333,4.56066666666,6.8055,5.57490277778,4.532,6.29416666667,8.28625
422.94,3.66533333333,7.02266666667,6.33633333333,4.548,6.82583333333,5.56616666666,4.524,6.26483333333,8.296
423.30,3.6825,7.01766666667,6.34566666667,4.563,6.843,5.56954166666,4.52825,6.25016666667,8.306
423.66,3.677,6.9915,6.3305,4.55566666667,6.85033333333,5.56945833333,4.51383333334,6.2445,8.316
424.01,3.6655,6.97833333333,6.3135,4.54033333333,6.86833333333,5.59251388889,4.51908333334,6.23516666667,8.28
424.37,3.68833333334,6.9685,6.31183333333,4.539,6.87866666667,5.57602777777,4.51866666667,6.22033333334,8.285
424.73,3.67183333333,6.94116666667,6.29383333333,4.547,6.87666666666,5.60406944444,4.52,6.2265,8.28025
425.08,3.64233333333,6.88816666667,6.26483333333,4.5175,6.8605,5.58008333334,4.50791666667,6.20616666667,8.29275
425.44,3.61533333333,6.85283333333,6.20366666666,4.46983333333,6.833,5.55959722222,4.47491666666,6.18416666666,8.2705
425.80,3.663,6.88466666666,6.24916666667,4.50033333333,6.86883333334,5.595875,4.52816666666,6.22,8.31575
426.16,3.64866666667,6.85183333333,6.25533333334,4.47916666666,6.846,5.58202777778,4.52233333334,6.21466666667,8.28575
426.51,3.66916666667,6.8475,6.26483333333,4.48783333333,6.87066666667,5.58651388888,4.55183333334,6.21266666667,8.29225
426.87,3.634,6.8335,6.25916666666,4.4855,6.87333333333,5.57706944444,4.55,6.20216666667,8.31425
427.23,3.563,6.71883333333,6.18266666666,4.4055,6.82033333334,5.51522222222,4.48858333333,6.1485,8.2545
427.58,3.563,6.7385,6.18916666667,4.426,6.85716666667,5.559875,4.528,6.1515,8.24925
427.94,3.59016666667,6.74266666667,6.23683333333,4.44916666666,6.8775,5.59670833333,4.54633333333,6.16216666666,8.31125
428.30,3.5785,6.71516666667,6.2285,4.415,6.87266666666,5.57813888889,4.52258333333,6.1345,8.3035
428.65,3.56416666667,6.722,6.20166666666,4.412,6.89316666666,5.57548611111,4.505,6.12033333334,8.31675
429.01,3.54283333333,6.71466666666,6.19766666667,4.38183333333,6.87383333333,5.55140277778,4.47358333333,6.0845,8.271
429.37,3.51583333333,6.69866666667,6.21783333333,4.383,6.857,5.50401388888,4.44333333333,6.03666666666,8.27
429.72,3.47983333333,6.69616666667,6.2105,4.3775,6.85883333333,5.49777777778,4.423,6.0095,8.23875
430.08,3.45466666667,6.68566666666,6.18666666666,4.36183333333,6.85183333333,5.48688888889,4.37366666667,5.98016666667,8.20475
430.44,3.43133333334,6.683,6.19233333334,4.3545,6.80133333334,5.47244444444,4.31558333333,5.9775,8.23125
430.79,3.48033333334,6.73966666667,6.24816666666,4.38916666666,6.84033333333,5.50351388889,4.34391666667,6.00733333333,8.26225
431.15,3.52066666666,6.839,6.31566666666,4.4335,6.90466666666,5.54841666667,4.38508333333,6.052,8.3445
431.50,3.54233333333,6.852,6.362,4.47983333333,6.9255,5.535625,4.41875,6.076,8.37275
431.86,3.5515,6.89516666667,6.36133333333,4.50583333333,6.93516666667,5.52204166667,4.42041666667,6.08116666667,8.35575
432.22,3.54566666667,6.93733333334,6.3765,4.54333333333,6.9585,5.55115277778,4.442,6.11783333333,8.3795
432.57,3.60116666667,6.95016666666,6.41966666667,4.573,6.95816666667,5.55704166667,4.47666666667,6.131,8.394
432.93,3.63166666667,6.97283333334,6.43266666666,4.61683333334,6.9785,5.58004166667,4.51225,6.17,8.43475
433.29,3.6765,7.0405,6.471,4.667,7.00666666666,5.625625,4.57133333333,6.25283333334,8.45825
433.64,3.72333333333,7.07516666666,6.52233333333,4.69083333334,7.01966666667,5.65136111111,4.60441666667,6.30133333333,8.5425
434.00,3.73466666666,7.07816666667,6.52333333333,4.694,7.0215,5.65029166666,4.63125,6.31766666667,8.57925
434.35,3.71583333333,7.0735,6.487,4.66166666666,7.01983333333,5.652125,4.62758333334,6.30683333333,8.5535
434.71,3.69633333333,7.06683333333,6.46533333333,4.64616666666,7.00633333333,5.623875,4.62375,6.32016666667,8.54075
435.07,3.70366666667,7.0665,6.445,4.67766666666,6.99066666666,5.61734722222,4.6245,6.33333333333,8.523
435.42,3.667,7.08266666667,6.39216666667,4.63866666666,6.93733333333,5.58680555556,4.57666666667,6.30283333334,8.44675
435.78,3.6615,7.082,6.3995,4.60733333333,6.9355,5.56291666667,4.58091666667,6.30583333333,8.435
436.13,3.67933333334,7.0815,6.42516666667,4.59466666666,6.92533333333,5.54268055556,4.59458333333,6.33166666667,8.46
436.49,3.669,7.1285,6.467,4.62833333333,6.94083333334,5.56913888888,4.62333333333,6.3895,8.48025
436.84,3.69083333333,7.20666666667,6.48766666667,4.65783333333,6.98766666666,5.60172222222,4.65283333333,6.437,8.47425
437.20,3.697,7.22933333333,6.4965,4.65183333333,7.0,5.58698611111,4.6685,6.43166666667,8.48125
437.56,3.67516666667,7.22716666667,6.48266666666,4.65283333333,6.97866666666,5.58469444444,4.67275,6.42316666667,8.4425
437.91,3.7105,7.2755,6.53516666666,4.69883333334,7.01283333333,5.62452777778,4.69575,6.47733333334,8.495
438.27,3.7615,7.34466666667,6.59816666666,4.77083333334,7.07666666666,5.6695,4.73641666667,6.53366666667,8.54825
438.62,3.79366666667,7.345,6.6235,4.80166666666,7.07833333334,5.71869444445,4.75725,6.52383333334,8.55675
438.98,3.7815,7.33483333334,6.64566666667,4.785,7.0835,5.74098611111,4.7395,6.50416666667,8.55175
439.33,3.80266666666,7.334,6.68116666666,4.80316666666,7.11816666667,5.76673611111,4.75875,6.52283333333,8.62875
439.69,3.81733333334,7.33116666667,6.69066666666,4.83583333333,7.122,5.79994444444,4.75425,6.532,8.68475
440.04,3.7905,7.32,6.684,4.8495,7.1285,5.81473611111,4.74808333333,6.49833333333,8.6875
440.40,3.78383333334,7.289,6.64916666666,4.81633333333,7.13683333333,5.81880555556,4.724,6.46066666667,8.65775
440.75,3.77016666667,7.26233333333,6.65516666667,4.81433333333,7.11266666667,5.80552777778,4.72183333333,6.443,8.6735
441.11,3.78333333333,7.2405,6.6815,4.82216666666,7.11633333333,5.83061111112,4.70425,6.45116666667,8.69225
441.47,3.78533333333,7.21516666667,6.6685,4.80616666666,7.13083333333,5.80661111111,4.67325,6.427,8.67225
441.82,3.77583333334,7.18933333334,6.63933333334,4.783,7.1345,5.78293055555,4.64083333333,6.3935,8.649
442.18,3.77233333333,7.1565,6.6075,4.78316666667,7.1365,5.78077777778,4.64716666667,6.37233333333,8.6205
442.53,3.75083333334,7.13966666667,6.57266666666,4.74966666667,7.163,5.75436111111,4.60275,6.36216666667,8.61725
442.89,3.72933333333,7.10066666667,6.55833333333,4.73466666667,7.1665,5.72668055555,4.59441666667,6.33616666667,8.60275
443.24,3.716,7.03866666667,6.51483333333,4.68616666666,7.12533333333,5.686,4.57258333333,6.30966666667,8.56675
443.60,3.673,6.9775,6.48633333333,4.65033333334,7.11866666666,5.65651388889,4.5595,6.2695,8.5505
443.95,3.6495,6.931,6.422,4.60433333333,7.1145,5.61761111111,4.52758333334,6.2385,8.53425
444.31,3.58033333334,6.84433333333,6.3545,4.52983333334,7.06933333333,5.537125,4.45316666667,6.14966666667,8.4895
444.66,3.558,6.773,6.29566666667,4.46783333334,7.052,5.49763888889,4.41991666667,6.09083333333,8.48675
445.02,3.53883333333,6.7075,6.27716666666,4.42583333334,7.04283333334,5.47490277778,4.39441666667,6.0485,8.52175
445.37,3.54,6.6955,6.24416666667,4.41566666667,7.06666666667,5.50008333334,4.39433333334,6.03666666666,8.52025
445.72,3.5535,6.68566666666,6.2425,4.4385,7.09,5.52590277778,4.43508333334,6.03333333333,8.5255
446.08,3.5385,6.63683333333,6.24516666666,4.3985,7.07566666667,5.50875,4.41133333334,6.00783333334,8.55975
446.43,3.506,6.559,6.18416666666,4.35283333333,7.02816666667,5.47304166667,4.38708333334,5.95916666667,8.5445
446.79,3.51716666667,6.56316666666,6.173,4.346,7.03966666667,5.47301388889,4.39366666667,5.94666666667,8.58125
447.14,3.54,6.571,6.17316666667,4.3705,7.0845,5.51855555556,4.40708333334,5.95016666666,8.61475
447.50,3.54966666666,6.55,6.16066666667,4.3415,7.0925,5.51090277777,4.39208333333,5.93783333333,8.612
447.85,3.587,6.5465,6.18183333333,4.36083333333,7.12233333333,5.55609722222,4.42216666667,5.95433333334,8.636
448.21,3.611,6.5555,6.18066666667,4.40366666666,7.16983333334,5.58969444444,4.45975,5.982,8.68325
448.56,3.604,6.53033333333,6.16766666666,4.3955,7.186,5.59972222222,4.43033333333,5.9655,8.68825
448.92,3.5705,6.52183333334,6.13333333333,4.38866666666,7.19716666666,5.59159722222,4.42216666667,5.9385,8.6525
449.27,3.55383333333,6.48266666667,6.12033333334,4.37566666667,7.17733333333,5.57368055555,4.40525,5.90766666666,8.672
449.62,3.54383333333,6.442,6.0985,4.33033333334,7.17083333333,5.58594444444,4.35941666667,5.85833333333,8.67175
449.98,3.4845,6.3935,6.01516666667,4.2805,7.13766666667,5.5455,4.30841666666,5.78516666667,8.61825
450.33,3.53283333333,6.447,6.08016666667,4.31366666667,7.221,5.59558333333,4.36,5.80966666667,8.691
450.69,3.489,6.38533333333,6.04383333333,4.28916666667,7.21116666666,5.59011111112,4.33183333333,5.77633333333,8.6945
451.04,3.427,6.32583333333,5.99466666667,4.19766666667,7.16616666667,5.54645833333,4.25975,5.706,8.62775
451.40,3.409,6.3135,5.96566666666,4.20666666666,7.15333333333,5.55256944445,4.23141666666,5.67833333334,8.628
451.75,3.36766666667,6.277,5.938,4.17016666667,7.13666666667,5.52011111111,4.1925,5.604,8.602
452.10,3.35133333333,6.2405,5.9055,4.09716666667,7.10316666667,5.48466666667,4.163,5.55333333333,8.5735
452.46,3.34716666667,6.22483333333,5.881,4.072,7.09616666666,5.47731944445,4.16066666667,5.53066666666,8.54975
452.81,3.35483333333,6.207,5.88616666666,4.07916666667,7.11816666666,5.48475,4.17133333334,5.5285,8.534
453.17,3.34266666667,6.2255,5.89466666666,4.0745,7.125,5.46691666667,4.1845,5.52783333333,8.53575
453.52,3.3025,6.21516666667,5.8765,4.048,7.10283333333,5.41959722223,4.1625,5.52633333333,8.51225
453.87,3.37466666667,6.283,5.95466666667,4.11666666667,7.16716666667,5.47911111111,4.24808333333,5.60616666667,8.5715
454.23,3.343,6.24616666667,5.95833333334,4.11466666667,7.122,5.456,4.22825,5.58666666666,8.5565
454.58,3.38316666666,6.288,6.01483333333,4.13266666667,7.1315,5.46951388889,4.26008333333,5.63083333333,8.573
454.93,3.41733333333,6.32116666667,6.05566666667,4.1945,7.179,5.48181944444,4.32291666667,5.68916666666,8.607
455.29,3.45183333334,6.34233333334,6.06083333333,4.20633333333,7.20533333334,5.48443055555,4.37858333333,5.72233333333,8.60775
455.64,3.532,6.44083333334,6.134,4.27483333333,7.26266666666,5.53975,4.43233333333,5.818,8.67375
456.00,3.577,6.50783333334,6.20533333333,4.353,7.30683333333,5.61409722222,4.46641666666,5.89616666666,8.7125
456.35,3.58533333333,6.536,6.25416666667,4.39733333334,7.329,5.64686111112,4.49116666667,5.9325,8.7365
456.70,3.617,6.59833333333,6.28366666667,4.41433333333,7.33816666667,5.68609722222,4.52133333333,5.96666666667,8.76675
457.06,3.65033333333,6.61583333333,6.3435,4.44216666666,7.35233333334,5.73597222222,4.54066666667,6.0295,8.78475
457.41,3.67233333333,6.6675,6.386,4.46633333334,7.34866666667,5.74286111111,4.56683333333,6.059,8.83475
457.76,3.66083333333,6.66916666667,6.37,4.437,7.31816666667,5.73398611111,4.54341666667,6.06716666667,8.8115
458.12,3.7015,6.73233333333,6.41366666667,4.48183333333,7.36766666667,5.79736111111,4.57758333333,6.139,8.82525
458.47,3.71933333334,6.76716666667,6.43,4.51416666667,7.37383333333,5.81648611111,4.59391666667,6.164,8.8315
458.82,3.73533333333,6.79966666667,6.46333333334,4.5235,7.37216666667,5.81972222222,4.60658333333,6.171,8.8685
459.18,3.73983333334,6.847,6.5305,4.5505,7.37216666667,5.85002777778,4.62925,6.20533333333,8.90725
459.53,3.71883333334,6.82683333333,6.53116666667,4.53716666666,7.35983333333,5.83156944444,4.61533333334,6.21116666667,8.875
459.88,3.71733333334,6.8645,6.56483333334,4.54933333333,7.366,5.83104166666,4.62858333333,6.2255,8.90425
460.24,3.72916666667,6.91783333333,6.61216666667,4.57233333334,7.376,5.83325,4.65516666667,6.26983333333,8.921
460.59,3.72633333333,6.9385,6.6445,4.58366666666,7.3625,5.82598611111,4.65391666666,6.27683333334,8.90625
460.94,3.73783333333,7.01,6.678,4.62066666667,7.38666666667,5.85373611111,4.67466666666,6.29566666666,8.93875
461.29,3.79033333333,7.082,6.74533333333,4.69533333334,7.43916666666,5.92680555556,4.73375,6.3685,8.98525
461.65,3.7945,7.157,6.808,4.75466666666,7.449,5.95394444444,4.753,6.40683333333,9.00925
462.00,3.80533333333,7.1965,6.85266666667,4.7835,7.448,5.9405,4.76625,6.44433333334,9.02575
462.35,3.805,7.2595,6.89383333333,4.79983333334,7.452,5.95108333334,4.78441666666,6.48116666667,9.02025
462.71,3.81683333334,7.353,6.92816666666,4.85033333333,7.47633333333,6.00136111112,4.806,6.5515,9.01125
463.06,3.83466666667,7.43316666666,6.952,4.897,7.47783333333,6.00234722222,4.81608333333,6.5915,8.976
463.41,3.82633333334,7.49716666667,6.975,4.9255,7.45516666667,6.00355555555,4.84558333333,6.63016666666,8.974
463.76,3.85033333333,7.55016666667,7.04,4.963,7.4605,6.01068055556,4.87633333333,6.709,8.93525
