wavelength,Back_PhrAlam,Belly_PhrAlam,Breast_PhrAlam,Crissum_PhrAlam,Crown_PhrAlam,DorTail_PhrAlam,Patch10_PhrAlam,Rump_PhrAlam,Throat_PhrAlam,WingTip_PhrAlam
190.95,115.595083333,88.6903333333,103.690333333,119.523916667,138.8095,116.833366667,108.333333333,150.238166667,135.35725,84.8810833334
191.33,102.916666667,81.6666666666,90.1041666667,107.083333334,121.5625,103.994791667,100.208333333,130.208333334,126.875,82.1874999999
191.71,94.101,76.4980833333,78.0899166666,98.5955000002,107.209833333,95.2573875001,91.4794166667,116.66675,116.011166667,76.4045833333
192.09,106.845166667,86.2101666667,88.2935833332,111.011833333,113.194416667,107.613895833,104.563416667,122.8175,127.777833333,83.9285833333
192.47,101.819916667,82.27975,85.7279166667,111.206833333,113.218333333,100.938666667,103.831416667,114.080583333,127.586166667,78.5439166667
192.85,101.648166667,78.9376666667,85.71425,107.417583333,111.813083333,94.0337208335,100.54925,109.432166667,118.315083333,72.5274166666
193.23,106.734083333,83.3334166666,88.8888333333,104.545416667,113.38375,96.6749625001,103.451166667,110.437666667,116.666583333,71.9696666666
193.61,109.804,90.2777499999,91.6666666667,106.454166667,118.954083333,100.620983334,108.088333333,113.64375,123.774333333,71.4869999999
193.99,106.230666667,92.9125833333,89.0186666667,108.878583333,120.249166667,99.2133833333,111.76,115.965666667,121.651083333,72.1961666667
194.37,111.84225,99.2690833332,94.8099166667,111.988416667,127.777833333,101.9516875,120.833416667,124.780833333,126.461916667,82.0176666666
194.75,121.096083333,106.756916667,102.777916667,118.16825,140.840833333,110.559429167,130.255333334,133.333416667,134.009083333,86.9370000001
195.13,117.410666667,104.761833333,98.4375000002,112.79775,134.8215,103.831825,127.008916667,127.455333333,129.241166667,85.1935833333
195.51,137.007166667,121.505333333,117.025166667,131.541166667,158.69175,119.1219375,147.759833334,150.80625,146.146916667,97.5805833333
195.89,145.411916667,131.741666667,125.187166667,139.045083333,171.25475,123.866933333,154.868916667,158.239583334,157.0225,102.996416667
196.27,140.900333334,129.406166667,123.084166666,137.739416667,171.360166667,116.642658333,151.43675,158.908083333,150.766333333,98.3716666668
196.65,150.833333333,140.833333334,130.520833333,145.416666667,177.604166667,120.098958333,159.479166667,171.875,154.791666667,103.541666667
197.03,184.811833333,184.13975,160.3495,183.064583333,220.967666667,151.680245833,198.118333333,214.6505,198.655916667,133.199
197.40,178.750083333,187.91675,159.166666667,180.4165,222.083416667,152.9653,203.472166667,216.111083334,202.63875,135.13875
197.78,156.110916667,160.777666667,139.111083333,157.666666667,188.555666667,132.655491667,176.55575,183.555583333,169.77775,122.555416667
198.16,200.287333333,200.7185,172.844916667,197.270083333,235.4885,165.531545833,223.4195,231.752916666,215.8045,156.609166667
198.54,219.965416667,226.389,186.979166667,226.21525,265.104166667,184.496566667,252.604166666,257.29175,237.5,168.5765
198.92,162.558583333,173.356833333,143.89675,172.652583333,187.089166667,141.467233333,184.38975,188.84975,177.3475,126.877833333
199.30,154.978416667,163.853,139.935,163.744416667,177.813916667,145.551991667,181.926333333,184.523833333,170.779166667,118.5065
199.68,145.416666667,150.729166667,130.0,155.9375,168.125,138.776041666,174.895833333,176.979166667,162.395833333,108.229166667
200.06,172.311833334,179.032333333,152.688166667,187.903083333,196.77425,166.371054167,217.6075,213.037583333,191.129166666,125.26875
200.44,189.4345,192.410833333,161.90475,202.827333333,216.368833333,188.095158333,240.476083334,223.958416667,206.845083333,133.33325
200.82,217.802916667,219.318166666,177.462166667,240.340916666,263.257583333,221.657208333,285.416666667,253.787916667,242.045333333,146.78025
201.19,189.0,170.5,151.166666667,209.0,235.666666667,187.391666667,252.166666666,216.5,205.333333334,110.333333333
201.57,191.666666667,160.833333333,148.666666667,216.5,232.5,180.716666667,249.666666666,214.0,197.0,107.166666667
201.95,300.000083333,253.086333333,219.135833333,353.086583333,361.111166667,283.286970833,402.160583333,334.567833333,320.061666667,140.432083333
202.33,348.412833334,296.825416667,265.873,411.904833333,410.3175,326.8056125,491.27,379.761833334,378.571333333,126.190333333
202.71,261.290333333,206.182833333,209.13975,280.914,288.172166667,237.473075,340.860416666,264.516166667,259.139666667,95.43
203.09,1215.0,790.000000001,880.0,1243.33333334,1351.66666667,1003.83333333,1701.66666667,1230.0,1085.0,246.666666667
203.47,-5283.33333333,-3400.0,-3600.0,-5508.33333333,-6025.0,-3990.83333333,-7474.99999999,-5275.0,-4608.33333333,-1066.66666667
203.85,1481.25,1039.58333333,999.999999999,1539.58333333,1712.5,1111.875,2058.33333333,1377.08333333,1377.08333333,416.666666667
204.22,481.410083333,336.5385,341.025583333,489.743583333,559.615333333,345.1601875,645.512833333,461.5385,450.0,150.641166666
204.60,309.126833333,221.031833334,234.9205,303.96825,355.9525,218.769958333,405.158666667,307.53975,305.158666667,127.777833333
204.98,220.833333334,169.362666666,189.215583333,205.88225,240.441083333,164.742545833,284.803916667,231.86275,220.343083333,107.598166667
205.36,216.4285,172.857083333,188.8095,201.904833334,220.000083333,163.500066667,273.3335,224.285583334,228.09525,115.0
205.74,199.523833333,157.142833333,168.809416666,171.428666667,211.428583333,148.0833125,256.428583334,203.095166667,212.618916667,97.6190833332
206.12,176.625916667,133.333333333,154.064916667,147.76425,189.22775,125.487729167,226.422833334,175.406583333,177.235833334,91.8700000001
206.50,148.03025,119.999916667,136.212083333,130.606,166.212083333,117.719679167,193.636333333,154.393916667,157.12125,97.7272500002
206.87,146.695333333,129.884916667,136.206916667,138.936833333,164.9425,123.67095,200.431083333,153.01725,172.5575,104.741416667
207.25,159.2105,144.151916667,147.807,155.409333333,175.584916666,138.720866667,215.351,162.134583333,190.497166666,115.7895
207.63,144.248833333,127.112666667,137.558666666,143.77925,154.225416666,130.0997125,194.248666667,146.596333333,165.9625,104.34275
208.01,166.953916666,146.264333333,166.953916667,160.057583333,170.689666667,153.1322375,220.83325,170.976916667,182.471166667,116.666583333
208.39,137.785333334,118.264833333,138.356166667,129.680416667,136.643833333,130.656304167,177.968083333,136.529833333,141.210083333,93.493
208.77,146.8435,127.6515,144.697166667,138.131333333,146.969583333,139.924283333,194.191833333,143.434333333,148.989833333,95.8335000002
209.14,162.005416667,121.892666667,146.610166666,144.06775,156.214666667,146.426491667,206.49725,145.904166667,156.920833333,94.3504166665
209.52,168.364083333,128.549333333,156.944416666,147.222166667,159.722166667,152.762441667,218.209833334,146.759083333,149.691333333,95.8333333333
209.90,163.993666667,127.673083333,160.534583333,146.698083333,150.943333333,156.179079167,214.30825,141.195166667,141.509416667,91.1949166668
210.28,156.289333333,120.12575,152.830083333,131.918166667,143.868,158.191841667,202.987416666,132.704333333,138.05025,91.0376666666
210.66,142.7885,102.243583333,136.859083333,118.750083333,127.884666667,144.110475,191.506416667,119.871916667,119.230916667,70.1923333333
211.03,142.176833333,98.1291666665,135.544166667,121.088333333,126.530833333,146.632695833,195.068,122.619,105.782416667,69.3877500001
211.41,120.8335,89.5160833333,113.440833333,109.13975,109.542916667,126.102116667,162.231083334,105.242083333,89.9193333333,65.4568333334
211.79,133.333416666,94.3261666667,123.758916667,116.666666667,116.844083333,136.746329167,183.688,114.36175,104.787416667,73.7589166667
212.17,115.606,85.1515,109.393916667,106.060666667,106.666583333,121.848433333,168.48475,98.7878333334,96.8182500001,73.03025
212.55,146.627083333,104.761833333,131.9445,125.992166667,129.96025,149.583329167,215.0795,119.047666667,123.214416667,92.6586666666
212.92,172.522416667,118.468333333,157.20725,142.342416667,148.423333333,170.045045833,247.747833333,145.270333333,148.873916667,112.162166667
213.30,164.743583333,130.555416667,156.837583333,141.66675,139.1025,163.888854167,238.461583333,144.658083334,146.367583333,120.726416667
213.68,163.9535,138.565916667,146.511583333,140.503833333,141.472833334,158.2171,235.46525,147.093,148.837333333,124.4185
214.06,153.7415,133.503416666,129.59175,135.71425,131.802833333,138.843529167,215.30625,142.00675,138.605416666,119.217583333
214.44,162.318833333,142.5725,135.8695,152.717333333,139.49275,138.9856,233.33325,151.630333333,139.311583333,121.920333333
214.81,244.086,203.494666667,203.763416667,236.559,214.785083333,197.043058333,329.838583333,217.472916667,189.785083333,183.871
215.19,264.666666667,217.333333333,218.333333333,261.0,230.666666667,207.016666667,372.333333333,227.333333333,206.333333333,193.333333333
215.57,255.059666667,215.178666666,221.428583333,251.488083333,233.333166667,191.755895834,368.45225,230.357333333,216.368916667,195.238166667
215.95,254.444333333,228.333416666,230.555583334,263.611083334,249.722166667,200.569470833,371.944416666,238.889,210.0,192.22225
216.32,415.74075,392.129583333,376.388916667,442.592583333,425.462916667,327.037191667,623.611083333,408.796333334,366.2035,320.37025
216.70,1098.611,1066.66675,990.277833333,1243.05566667,1166.66658333,859.583441667,1752.77766667,1106.94433333,993.055499999,802.77775
217.08,1074.99991667,1097.22233333,959.722249998,1302.77783333,1193.05558333,866.944379167,1776.38891667,1093.0555,937.499833333,779.166666666
217.46,-468.939333333,-487.878916667,-411.36375,-619.697000001,-590.909083334,-371.0607375,-888.63625,-506.818166666,-411.36375,-324.242416666
217.83,-5141.66666667,-5416.66666667,-4858.33333334,-7074.99999999,-6966.66666667,-4337.5,-9575.00000001,-6091.66666666,-4708.33333334,-3675.0
218.21,5641.66666667,6183.33333334,5700.0,7658.33333334,7766.66666667,5178.33333333,10358.3333334,7033.33333334,5350.0,4458.33333334
218.59,976.388999998,1100.00008333,1009.72233333,1330.55566667,1418.0555,895.416700001,1781.94433333,1248.61108333,979.166666666,786.11125
218.97,269.318083333,332.954583333,298.106,350.378833333,388.636333333,263.087125,492.42425,357.575916667,285.606083334,226.894083333
219.34,387.222333334,471.11125,442.222,488.888833333,576.111166667,384.9721625,725.000083333,539.444416667,421.666583333,343.888833333
219.72,482.5,603.333333334,601.666666667,630.000000001,784.166666667,546.291666667,995.0,745.000000001,553.333333334,435.0
220.10,377.083333333,494.444333333,493.750083333,474.999916667,625.0,431.736183333,811.805583332,612.500083333,456.249833333,334.02775
220.47,202.564083333,225.641,239.423083333,232.051333333,297.435916667,202.451991667,376.6025,291.987,216.34625,163.141
220.85,188.964,205.40525,221.17125,205.855916667,264.639583333,188.682333333,311.711666667,252.25225,204.954833334,168.693583333
221.23,198.648833333,225.4505,247.522333333,217.792833333,277.7025,209.819775,326.801833333,273.423416666,222.297333333,189.639666667
221.61,147.57575,169.393916667,186.969583333,166.363666667,205.1515,161.18185,230.151416666,201.96975,165.151416667,142.424416667
221.98,165.972416667,183.680416667,209.375083333,183.6805,231.597166666,181.588483333,267.534666667,218.9235,183.85425,159.374916667
222.36,168.371166667,184.090833333,216.098583334,187.878916667,242.803083333,189.450708333,278.40925,219.507583334,194.318083333,164.204416667
222.74,155.620166667,169.5735,202.325666667,171.317833334,215.891416666,179.089116667,261.821666667,203.4885,178.100916667,155.620083333
223.11,147.727333334,153.598416667,186.553,162.878833333,204.16675,169.971654167,250.568,195.643833333,170.4545,153.977166667
223.49,127.4425,130.028583333,157.183916667,139.798916667,167.097583333,142.435416667,196.982833333,159.1955,138.64925,129.1665
223.87,124.5615,127.777833333,154.385916667,138.74275,161.549833334,133.932720833,191.5205,152.192833333,131.87125,123.391833333
224.24,111.715,110.507333333,132.850083333,121.739166666,139.734333333,114.432341667,162.439666667,127.536166667,111.9565,110.3865
224.62,99.08675,106.621083333,123.516,109.817333333,129.680166666,107.825320834,151.255666666,117.465916667,100.22825,99.0869166667
225.00,80.4488333333,86.7522499999,102.77775,92.8418333332,101.175166667,89.4444083334,127.243583333,94.7650833333,77.5640833332,78.84625
225.38,66.6666666667,70.8812500001,82.7585833333,77.5861666668,85.728,71.7337,104.885,74.138,63.7929166667,60.7279166667
225.75,59.6535833333,63.1188333333,70.7920833333,64.9340833334,71.03975,60.6931,93.1518333334,62.21125,53.878,53.3826666667
226.13,57.53625,64.2751666667,66.9565833333,62.971,66.9565833333,60.1486291667,87.3913333334,62.31875,53.8406666667,52.6811666667
226.51,54.9383333334,59.321,62.1605,56.8519166667,60.8641666667,54.6882541667,79.2590833334,57.9628333333,49.0740833333,48.0246666667
226.88,54.2443333333,58.12625,59.9378333333,55.6936666667,59.21325,52.7691416667,75.9835833333,56.21125,50.56925,45.5486666667
227.26,50.6578333333,54.386,53.5965,50.7019166667,53.5525,46.4211333333,70.2195,50.2193333333,47.9385833333,39.6490833333
227.64,43.96825,47.34125,47.1429166667,43.21425,45.9920833334,40.2619,64.92075,43.8490833333,43.6905,34.1665833333
228.01,38.2113333333,40.6165833334,39.9050833333,36.48375,39.8035,34.9085833334,56.4024166666,38.4484166667,37.2288333333,28.7939166667
228.39,32.344,35.3715833333,33.873,31.4148333333,34.4123333333,30.9202416667,49.2806666667,34.0528333334,32.1343333333,25.5396666667
228.76,30.3411666667,31.7114166667,30.7885833333,29.7258333333,32.2426666667,28.8814958333,46.141,32.4383333333,29.86575,24.4685833334
229.14,29.7619166667,31.6136666667,29.60325,28.3334166667,33.1216666667,27.82285,46.111,34.4708333334,29.1800833334,24.4180833333
229.52,30.6451666667,31.9894166667,29.9119166667,28.7145833333,34.0665,27.9497458333,46.38325,35.5325833333,29.643,25.7819166667
229.89,30.6173333334,32.12625,30.3155,29.71225,34.74925,29.5322875,46.10025,36.2116666667,30.1996666666,26.625
230.27,28.6911666667,29.57425,29.144,27.2643333333,32.9936666667,27.6518416667,42.5724166667,34.5109166667,28.0344166667,25.1131666667
230.65,27.9361666667,28.5836666667,28.3245833333,26.9861666667,31.6926666667,27.4114916667,40.8463333334,33.18225,27.4610833333,25.2158333333
231.02,26.945,27.21025,28.13875,25.8178333333,31.29975,28.0801458333,39.4785,32.8029166667,27.5420833333,25.17675
231.40,28.1024166667,27.06075,29.4836666667,26.2455833333,32.4275,29.9886083333,39.87775,35.3713333333,28.8723333333,26.4493333333
231.78,27.64725,26.6115,28.5913333334,25.4835,32.8268333333,29.585575,38.9273333333,35.56625,28.4068333333,25.5525833333
232.15,30.23,30.1564166666,31.207,28.0546666667,36.92575,32.6576916667,43.18175,38.5141666667,31.6225,28.66575
232.53,32.8850833333,32.2256666667,32.3313333334,29.9314166667,39.3988333333,34.3722916666,45.4376666667,40.1899166667,32.3575833334,29.45675
232.90,30.56425,31.3555,30.8544166667,28.7445,37.711,33.310925,45.0421666667,37.9481666667,31.0126666667,27.9008333334
233.28,29.82725,30.869,30.742,29.3954166667,36.9409166666,34.8386666667,44.4359166667,36.7631666667,32.0629166667,29.1413333334
233.66,28.3335,29.5705833333,30.4545833333,28.2070833333,34.293,34.801775,43.4091666667,35.4798333334,30.9090833333,28.384
234.03,26.6714166667,28.7010833333,29.25025,26.0505833333,31.6618333333,33.3321041667,40.8788333333,33.04675,28.7965833333,27.2683333334
234.41,25.1375,27.6326666666,27.2436666667,24.7481666667,29.3954166667,32.2298791667,39.8350833333,30.9524166667,27.54125,26.0759166666
234.78,22.3528333333,24.76975,23.6648333333,20.9023333333,25.5063333333,29.6247208334,37.6841666667,27.8545,24.5166666667,21.9843333333
235.16,20.08775,23.2675,21.3158333333,19.1885833333,23.7940833333,26.8112916667,36.20625,26.7105,22.1273333333,20.57025
235.54,18.92,22.1725833333,19.8766666666,18.3035,23.4480833333,26.3998333333,36.0330833333,24.5746666667,20.3868333333,20.2806666667
235.91,19.2056666667,23.874,20.2293333333,18.8780833334,24.0785833334,26.9913125,35.811,24.7749166667,20.80275,20.516
236.29,17.33575,21.6545,18.8565,17.052,21.3503333333,24.7394375,33.3536666667,23.6213333333,19.3633333333,19.3226666667
236.66,17.2300833334,21.3093333334,19.697,16.8803333333,21.8144166667,24.37355,33.7996666667,24.3979166667,21.1538333334,20.2409166667
237.04,20.3241666667,23.8688333333,22.4359166667,19.30625,24.8868333333,26.99175,36.1425833333,26.58375,23.8500833333,22.5678333333
237.41,20.7225833333,23.912,23.1746666667,20.07725,24.9816666666,26.2279333333,36.0805,25.95875,23.4329166667,21.9025
237.79,20.8696666666,23.8405,23.07975,19.7463333333,25.453,25.6314041667,36.4856666667,26.0145,24.0036666667,22.0650833333
238.17,21.5706666667,24.0939166667,23.6851666667,20.1848333333,26.1726666667,25.3119333333,37.52675,27.0255,24.6269166667,22.79675
238.54,21.8946666667,23.2981666666,24.0001666666,20.5614166667,27.0526666667,25.3639,37.52625,27.8948333333,25.1229166667,23.193
238.92,22.2166666667,24.2914166667,24.9155833333,21.69375,28.05325,25.3669166666,37.8543333333,29.48725,25.7761666666,25.0843333333
239.29,24.3615833334,25.5565833333,26.2115,23.4936666667,28.7819166667,27.0432541667,39.2271666667,30.58275,26.6044166667,26.2770833333
239.67,20.81875,21.45175,22.3645833333,19.9205,23.6160833333,22.1555583334,33.7309166666,26.6343333333,22.45275,22.4674166667
240.04,18.9735833333,18.6496666667,20.3604166666,17.8978333333,20.5546666667,19.5626375,30.884,23.8984166667,19.9068333333,20.7749166667
240.42,18.223,17.362,18.83,17.11925,19.6579166666,18.3370458333,29.6135833333,21.7440833334,17.9800833333,19.7349166667
240.79,16.1058333333,14.994,16.44425,15.2649166667,17.3239166667,16.451825,27.1364166667,19.0351666666,15.3131666667,17.5948333333
241.17,14.3278333333,13.0361666667,14.6065833333,13.61025,15.60275,14.8518333333,24.74675,17.1479166667,13.61025,16.0165833333
241.54,12.3744166667,11.13575,12.4704166667,11.51175,13.6283333333,13.0493458333,22.21975,15.0074166667,11.8068333333,14.0928333333
241.92,11.3454166667,10.1114166667,11.4051666667,10.9010833333,12.4931666667,12.2415666667,20.97925,13.827,10.7020833333,13.3758333333
242.29,10.1221666667,8.47525,9.88766666669,9.74583333334,11.2818333333,10.9521208333,19.72,12.2131666667,9.50533333333,12.00975
242.67,10.05825,8.63058333332,9.58616666664,9.68541666667,10.8275,10.6582625,19.8134166666,11.5734166667,9.20749999999,11.74825
243.05,9.80791666666,8.46183333333,9.57883333333,9.74641666667,10.85225,10.6979375,19.8781666667,11.249,9.11516666667,11.4944166667
243.42,9.17625000001,7.97358333333,9.03683333334,9.24633333332,10.4273333333,9.93767916668,19.26,10.7011666667,8.74158333334,10.9051666667
243.80,9.11858333334,8.41875,9.16650000001,9.59391666667,10.95625,10.2648166666,19.8610833334,10.6355,8.98516666667,10.9080833333
244.17,9.0765,8.639,9.12933333333,9.82508333334,11.30075,10.50905,20.2456666667,10.7210833333,9.13458333333,10.8685833333
244.55,8.42616666667,8.16816666667,8.75124999999,9.19516666667,10.57275,10.1964875,19.5201666666,10.1754166667,8.71525,10.27875
244.92,8.22941666667,7.97175,8.63558333333,8.93783333334,10.3995,10.1926125,19.5996666667,9.97316666666,8.5415,9.8245
245.30,7.92058333333,7.89316666667,8.53975,8.72308333333,9.95233333335,9.794225,19.4965,9.7505,8.27358333333,9.56250000001
245.67,8.20666666667,8.31641666667,8.925,9.00516666667,10.1039166667,10.2096583333,20.0345833333,10.0870833333,8.60366666667,9.96024999998
246.05,7.80625,7.936,8.42133333333,8.47083333333,9.61666666667,9.72399166665,19.3743333334,9.61266666666,8.02016666667,9.43316666666
246.42,7.70358333333,8.0515,8.44458333333,8.39616666666,9.39791666667,9.69874583332,19.179,9.57541666667,7.92966666667,9.50241666666
246.79,7.1795,7.57683333333,7.97741666667,7.87574999999,8.93733333333,9.2140875,18.6754166667,9.19475000001,7.44983333333,9.08341666667
247.17,6.92425,7.173,7.51325,7.3505,8.57016666666,8.80365416666,18.2889166666,8.76841666666,7.06025,8.73600000001
247.54,6.76625,7.22483333333,7.46125,7.239,8.44025000001,8.84277499999,18.3573333333,8.74125000001,7.01666666667,8.80324999999
247.92,7.09375,7.39166666667,7.74333333334,7.48341666667,8.65274999999,9.06850833334,18.5423333334,9.09941666666,7.22358333333,9.11008333332
248.29,7.13375,7.43633333333,7.77858333333,7.46808333333,8.64116666667,9.05010833334,18.5455833333,9.10300000001,7.147,9.21183333332
248.67,7.74416666667,8.052,8.37316666667,8.13958333334,9.33391666667,9.63920416668,19.2489166667,9.75583333333,7.81041666667,9.88058333334
249.04,8.18666666667,8.57225,8.79733333333,8.70508333333,9.76058333333,10.0272541667,19.5186666667,10.13525,8.355,10.4715833333
249.42,8.34483333333,8.84983333333,8.97591666667,8.94716666666,9.91383333333,10.2344083333,19.7560833333,10.3385,8.669,10.7429166667
249.79,8.40991666668,8.88491666666,9.01041666667,9.02566666666,10.0245,10.2189541667,19.7855833334,10.34325,8.55083333333,10.8148333333
250.17,8.77041666668,9.20766666667,9.28775000001,9.30466666667,10.3389166667,10.4555375,20.2976666667,10.53925,8.91416666667,11.08325
250.54,9.25041666666,9.70533333334,9.63733333335,9.80591666667,10.9163333333,10.8975208333,20.93375,11.0024166667,9.49741666666,11.4933333333
250.92,9.98391666667,10.3753333334,10.3523333333,10.6363333333,11.6996666667,11.5741,21.6643333333,11.6995833333,10.36775,12.2945833333
251.29,9.96283333334,10.5611666667,10.5329166667,10.9250833333,11.8508333333,11.7235416667,21.8784166667,11.87125,10.6419166667,12.4170833333
251.66,9.85483333333,10.2383333333,10.45925,10.8970833334,11.856,11.7668875,21.8149166667,11.4475,10.5595833333,12.1395
252.04,9.73075000001,10.1495833333,10.3376666667,10.6965833333,11.6196666667,11.808575,21.7778333333,11.0385,10.5086666667,12.077
252.41,9.93750000001,10.197,10.4298333333,11.01,11.845,11.8982083333,21.8880833333,11.1814166666,10.7858333333,12.1659166667
252.79,9.30558333333,9.47125,9.61475000002,10.3450833333,11.1918333334,11.2790458333,21.165,10.4659166667,10.2059166667,11.30375
253.16,8.76975,9.14725000001,9.05158333333,9.92458333333,10.6063333334,10.8485375,20.7991666667,10.1155,9.611,10.8791666666
253.54,8.72891666667,8.91333333334,8.70158333333,9.96225,10.40875,10.85975,20.6378333333,10.0174166667,9.34575000001,10.763
253.91,8.8445,9.08358333332,8.61466666667,10.2513333333,10.6875,10.8647958334,20.8355833334,10.1295,9.93249999999,10.8421666667
254.28,8.59383333333,8.99908333334,8.6615,10.5095,10.76025,11.054875,20.8164166666,10.3745,10.0319166667,10.91
254.66,8.57875,8.86424999999,8.74908333333,10.44175,10.6820833333,11.1371458333,20.5079166667,10.4116666667,9.88083333334,10.7820833333
255.03,8.29158333333,8.57266666667,8.30725,10.1248333333,10.4946666667,10.9158416667,19.99475,10.0936666667,9.39591666667,10.30725
255.41,9.32558333334,9.41224999999,9.19008333333,10.9465,11.1635,11.6886,20.8468333333,10.8815833333,10.19325,10.9629166667
255.78,10.3255833333,10.34225,10.11775,11.8743333333,11.9135,12.3349958334,21.5713333334,11.9135833333,10.9595833333,11.7620833333
256.15,10.76675,11.0388333333,10.611,12.3555,12.5888333333,12.6854416667,21.861,12.5445,11.5278333333,12.0889166666
256.53,10.4769166667,10.7869166666,10.1829166667,11.9628333333,12.1339166667,12.587875,21.5416666667,12.246,11.3053333333,11.80775
256.90,10.1514166667,10.5706666667,9.98483333334,11.6364166667,11.67175,12.4291875,21.30825,12.0808333333,10.9139166667,11.67175
257.28,9.46291666667,9.73008333333,9.45358333334,10.5924166667,10.8784166667,11.5043166667,20.6553333333,11.1125833333,10.0394166667,10.6860833333
257.65,8.32499999999,8.64583333333,8.675,9.30000000001,10.0041666667,10.464375,19.7791666667,9.90833333333,9.10416666667,9.64999999999
