wavelength,Back_PhrAlam,Belly_PhrAlam,Breast_PhrAlam,Crissum_PhrAlam,Crown_PhrAlam,DorTail_PhrAlam,Patch10_PhrAlam,Rump_PhrAlam,Throat_PhrAlam,WingTip_PhrAlam
380.16,5.65183333333,28.8144166667,14.64975,22.1635,10.86575,6.895325,35.25025,13.1911666667,12.85625,6.38150000001
380.52,5.66583333333,28.933,14.71875,22.2271666667,10.8915,6.92080416667,35.3341666666,13.2148333333,12.9245833333,6.41449999999
380.88,5.69458333333,29.0711666667,14.7931666667,22.3423333333,10.9153333334,6.94613333334,35.4405,13.2545,13.0085833333,6.47033333333
381.24,5.626,29.1014166667,14.759,22.3283333333,10.8705,6.8828,35.4709166667,13.21,12.9685,6.42616666667
381.61,5.59925,29.1798333334,14.7405,22.3628333333,10.8488333333,6.872525,35.5305833334,13.1865,12.9748333333,6.43166666668
381.97,5.56758333333,29.2756666667,14.7663333333,22.3899166667,10.86225,6.88308333333,35.6103333333,13.1908333333,12.9925,6.43775
382.33,5.57875,29.3688333333,14.7889166667,22.4459166667,10.8701666667,6.91462916666,35.70975,13.2024166667,13.0115,6.45958333334
382.69,5.62075,29.4728333333,14.8894166667,22.5608333333,10.9325,6.9673375,35.8225,13.296,13.0865,6.55366666667
383.05,5.59725,29.5565,14.9048333334,22.6516666667,10.9518333333,6.95807083333,35.9255,13.3068333333,13.09025,6.54366666667
383.41,5.57775,29.6428333333,14.9181666667,22.6913333333,10.96375,6.96596666667,36.0089166667,13.3175,13.1048333334,6.52466666666
383.77,5.52483333333,29.67875,14.8833333334,22.7125,10.9225,6.91729583333,36.0271666666,13.2993333333,13.02525,6.45241666668
384.14,5.54141666667,29.8136666667,14.9399166667,22.78925,10.9654166667,6.95414583333,36.16075,13.36125,13.0480833334,6.46041666667
384.50,5.61191666667,29.9338333334,14.9924166666,22.9004166667,11.0430833333,7.03342083333,36.30625,13.4294166667,13.1193333333,6.50983333334
384.86,5.60791666667,29.9891666667,14.9769166667,22.9401666667,11.0315,7.03134166666,36.3584166667,13.4175,13.0979166667,6.49708333334
385.22,5.6535,30.0599166667,15.0224166667,23.0220833334,11.0765833333,7.10017083334,36.4314166667,13.4753333333,13.1021666667,6.52083333333
385.58,5.69158333333,30.1551666667,15.0714166667,23.102,11.13175,7.12632916667,36.5235,13.5348333333,13.1429166667,6.57508333334
385.94,5.76083333334,30.2036666667,15.0996666667,23.1794166667,11.1393333333,7.16710000001,36.5920833333,13.5663333333,13.1473333333,6.59250000001
386.30,5.75775,30.3148333333,15.1310833334,23.2391666667,11.1465,7.16028333333,36.6318333333,13.59725,13.1425,6.58116666667
386.66,5.75316666667,30.367,15.1184166666,23.2710833333,11.159,7.15537916667,36.6936666667,13.5875,13.1238333333,6.55108333333
387.03,5.71908333333,30.4173333333,15.10175,23.2690833334,11.1234166667,7.11816249999,36.7265,13.5635833333,13.0884166666,6.52108333334
387.39,5.76266666667,30.50975,15.1448333333,23.3133333333,11.1615833334,7.14730833334,36.7894166667,13.59975,13.09825,6.56658333333
387.75,5.79866666667,30.627,15.2024166666,23.3674166667,11.2165,7.18765416667,36.8881666667,13.6425833333,13.19125,6.60633333333
388.11,5.78266666667,30.65825,15.1589166667,23.4216666667,11.20325,7.19107916667,36.8858333333,13.6154166667,13.1608333333,6.61408333334
388.47,5.72533333333,30.7095,15.1415,23.4575,11.1835,7.12376666668,36.8665,13.5968333333,13.1358333333,6.58066666667
388.83,5.757,30.8211666667,15.195,23.527,11.2305833333,7.16036250001,36.93325,13.6590833333,13.1665833333,6.61166666667
389.19,5.80291666667,30.9681666667,15.23525,23.6058333333,11.2939166667,7.19290000001,36.9745833333,13.6865,13.234,6.66349999999
389.55,5.78241666667,31.0219166667,15.2416666667,23.6205833333,11.28625,7.18791666668,37.0145,13.6815833333,13.1985,6.62425
389.91,5.73758333333,31.0811666667,15.2503333333,23.6479166667,11.2889166666,7.1505125,37.0481666667,13.68025,13.1943333333,6.62525000001
390.27,5.72541666666,31.0893333333,15.2075833333,23.6386666666,11.2645833333,7.10565833333,37.0196666667,13.6509166667,13.1718333333,6.61858333332
390.63,5.69016666667,31.1088333333,15.1635,23.61275,11.1945833333,7.04575833334,36.99975,13.6179166667,13.1386666667,6.56891666667
391.00,5.72066666667,31.21575,15.18325,23.6810833333,11.2374166667,7.08028750001,37.0593333333,13.6469166667,13.15575,6.60508333333
391.36,5.67558333333,31.2151666667,15.1556666667,23.6811666667,11.18625,7.02908749999,37.0424166667,13.6009166667,13.1411666667,6.57799999999
391.72,5.68116666666,31.2524166667,15.1615,23.75425,11.1743333333,7.03275416666,37.0826666666,13.6083333333,13.1140833333,6.58316666666
392.08,5.708,31.3145,15.1935833333,23.79925,11.1864166667,7.03619583333,37.1276666667,13.6346666667,13.1274166666,6.59241666666
392.44,5.70183333333,31.3535,15.1754166667,23.7936666667,11.18425,7.03555416668,37.2021666667,13.623,13.1163333333,6.56975
392.80,5.65125,31.3876666667,15.1345,23.7783333333,11.1460833333,6.97424166667,37.252,13.5701666667,13.078,6.52366666667
393.16,5.58075,31.4021666667,15.0980833333,23.7779166667,11.1065833334,6.92982083333,37.3141666667,13.5503333333,13.0474166667,6.48025
393.52,5.58716666667,31.45725,15.12075,23.8129166667,11.1050833334,6.92269583333,37.3464166667,13.5435833333,13.0481666667,6.46983333334
393.88,5.57466666667,31.5089166667,15.1125833333,23.8590833334,11.1126666667,6.93119999999,37.3685,13.5333333333,13.0430833334,6.46466666667
394.24,5.5225,31.5663333333,15.0884166667,23.8943333334,11.101,6.90913333334,37.469,13.5125833333,13.0246666667,6.40816666668
394.60,5.54816666666,31.6483333333,15.148,23.9633333333,11.1533333333,6.94714583333,37.5505833333,13.5455833333,13.0480833334,6.42783333333
394.96,5.55541666667,31.67975,15.191,24.0010833333,11.16225,6.9645375,37.5925,13.5645833333,13.05975,6.43541666667
395.32,5.548,31.7729166667,15.21175,24.0603333333,11.1686666667,6.97390833334,37.67475,13.5818333334,13.0520833333,6.41041666667
395.68,5.49691666667,31.8299166666,15.1848333334,24.0559166667,11.132,6.91660833332,37.7051666667,13.5226666667,13.0289166666,6.35691666666
396.04,5.46075,31.88125,15.1658333333,24.0561666667,11.1073333333,6.87923750001,37.7458333333,13.4975,13.0200833333,6.31341666666
396.40,5.47466666666,31.9656666667,15.201,24.133,11.1105,6.89078749999,37.8091666667,13.5261666667,13.0104166667,6.32191666667
396.76,5.49441666666,32.0455,15.2359166666,24.2231666667,11.1325833333,6.92119166666,37.8608333333,13.5479166667,13.0221666667,6.34508333333
397.12,5.48983333333,32.0921666667,15.2325833334,24.24525,11.0955833333,6.89714999999,37.8568333333,13.5128333333,12.998,6.32566666666
397.48,5.44741666667,32.1818333333,15.1940833333,24.2829166667,11.0671666667,6.86557916667,37.92825,13.4933333333,12.9959166667,6.29658333334
397.84,5.46091666667,32.2524166667,15.1979166667,24.3103333333,11.0535833333,6.86277916667,37.9545,13.51475,13.0035833333,6.29291666667
398.20,5.52008333334,32.3759166666,15.2870833334,24.42225,11.0944166667,6.91800416667,38.0558333333,13.5755833333,13.0746666667,6.35066666666
398.56,5.54525,32.4665833334,15.3243333333,24.4878333333,11.1246666667,6.95052916668,38.0991666667,13.5900833333,13.09775,6.37841666668
398.92,5.56225,32.5658333333,15.3249166667,24.5263333333,11.1518333333,6.96339166666,38.1694166667,13.6124166667,13.12575,6.39558333332
399.28,5.5765,32.6371666666,15.3079166666,24.5673333333,11.1494166667,6.96492916667,38.212,13.60875,13.1216666667,6.4025
399.64,5.59441666667,32.69725,15.3484166667,24.6003333333,11.1919166667,6.99943333333,38.2616666667,13.653,13.1313333333,6.42516666666
400.00,5.62308333333,32.7990833333,15.3720833333,24.6719166667,11.239,7.03749583334,38.3369166667,13.691,13.1618333333,6.45591666667
400.36,5.62941666667,32.8371666666,15.35775,24.6788333333,11.2266666667,7.03896250001,38.3028333333,13.6978333333,13.1544166667,6.46608333332
400.72,5.61083333334,32.8840833333,15.3283333333,24.6858333333,11.202,7.01162499999,38.3031666667,13.7065833334,13.1434166667,6.43583333334
401.08,5.60108333333,32.9920833334,15.3599166667,24.76725,11.20375,7.00080416666,38.3979166666,13.7475,13.1488333333,6.42566666667
401.44,5.60416666667,33.0730833333,15.37175,24.8206666667,11.22925,7.00151249999,38.45725,13.76125,13.1564166666,6.42608333332
401.80,5.5935,33.1163333333,15.385,24.8338333333,11.222,6.97658750001,38.5021666666,13.7379166667,13.1344166667,6.40725
402.16,5.59933333333,33.2114166667,15.3978333333,24.8690833333,11.21825,6.9776,38.5504166667,13.7405833333,13.13275,6.39841666668
402.52,5.57158333333,33.2824166667,15.4,24.9018333333,11.18375,6.94375833334,38.6339166666,13.7376666667,13.1169166667,6.35949999999
402.88,5.5715,33.3226666667,15.4158333333,24.9759166667,11.192,6.93531250001,38.6816666667,13.7435833333,13.1113333333,6.35250000001
403.24,5.57283333333,33.3808333333,15.4548333333,25.03975,11.2224166667,6.94849166666,38.76625,13.78225,13.1526666667,6.35308333332
403.60,5.56783333333,33.4635,15.4561666666,25.0995,11.20825,6.94579166666,38.8295833333,13.7883333333,13.1304166667,6.35349999999
403.95,5.59225,33.5330833333,15.4973333333,25.1549166667,11.2355833333,6.97316666668,38.8951666666,13.816,13.153,6.37583333332
404.31,5.56725,33.587,15.4983333333,25.1754166667,11.2331666667,6.95221249999,38.9663333334,13.7861666667,13.1310833334,6.35425
404.67,5.56766666667,33.6446666666,15.5185,25.22225,11.2445833333,6.97545416668,39.0503333333,13.8243333333,13.1535833333,6.36275
405.03,5.57541666666,33.6789166666,15.5204166667,25.26525,11.2654166666,6.99575833332,39.1063333333,13.8373333333,13.1453333333,6.34958333333
405.39,5.57775,33.7385,15.5101666667,25.2905,11.2600833333,6.99479583332,39.1539166667,13.85375,13.1325,6.35241666667
405.75,5.57391666667,33.8155,15.5166666667,25.32575,11.2539166667,7.01192916668,39.2366666667,13.8645833333,13.14775,6.34758333334
406.11,5.566,33.8201666667,15.4965833333,25.32275,11.2488333333,6.99685416667,39.2133333333,13.8476666667,13.1158333333,6.33891666666
406.47,5.58741666667,33.864,15.5000833333,25.367,11.2804166667,7.01505416667,39.25025,13.8605,13.1315833333,6.36183333334
406.83,5.54083333333,33.9399166667,15.466,25.3893333333,11.2409166667,6.97449166668,39.3108333333,13.8386666667,13.0975,6.32674999999
407.19,5.53333333334,34.0048333333,15.4535833334,25.433,11.2258333333,6.96622500001,39.3236666667,13.8214166667,13.0641666667,6.32591666667
407.55,5.54441666667,34.05925,15.48125,25.4604166666,11.2380833333,6.97645000001,39.3574166667,13.8485833333,13.0725,6.34358333334
407.90,5.55966666667,34.1413333334,15.4956666667,25.5525833334,11.251,6.98665000001,39.4479166667,13.86925,13.0925833333,6.35599999999
408.26,5.59033333333,34.2320833333,15.53625,25.6373333333,11.2886666667,7.04505416667,39.5733333333,13.907,13.1318333333,6.37350000001
408.62,5.58291666667,34.2889166666,15.54175,25.6610833333,11.28975,7.03250416666,39.60725,13.8885,13.1096666667,6.35775
408.98,5.58275,34.34675,15.5386666667,25.6769166667,11.30725,7.02022916667,39.6553333333,13.88675,13.1188333334,6.37558333333
409.34,5.57791666667,34.3724166666,15.5760833333,25.6989166667,11.3154166667,7.02007500001,39.6728333333,13.8699166667,13.1224166667,6.36841666666
409.70,5.61075,34.44525,15.5985,25.77375,11.34425,7.03415833334,39.7231666667,13.912,13.1196666667,6.39591666667
410.06,5.64266666667,34.5404166667,15.64425,25.8578333333,11.39275,7.06005,39.827,13.9655833333,13.14725,6.42483333332
410.42,5.63591666666,34.6015,15.6516666667,25.9,11.389,7.07392500001,39.8656666667,13.973,13.12175,6.42549999999
410.77,5.63975,34.6608333333,15.64825,25.8980833333,11.39175,7.06073749999,39.9168333333,13.973,13.1195,6.42475000001
411.13,5.63166666667,34.7143333333,15.6720833334,25.9158333333,11.3979166667,7.05938333334,39.98425,13.9836666667,13.1260833333,6.42724999999
411.49,5.64508333333,34.7854166667,15.6645833333,25.9681666667,11.4128333333,7.09049583334,40.0535833333,14.0009166667,13.14175,6.43166666666
411.85,5.64408333333,34.8475833333,15.65825,25.9761666667,11.4019166667,7.0861375,40.06425,13.9871666667,13.1266666666,6.43166666668
412.21,5.6345,34.87875,15.65125,25.982,11.394,7.0681375,40.0363333333,13.9896666667,13.11725,6.43599999999
412.57,5.65558333333,34.913,15.6785,26.0269166667,11.4364166667,7.09756249999,40.0806666667,13.99975,13.1433333333,6.46616666667
412.92,5.67275,34.9728333333,15.6959166666,26.0629166667,11.4281666667,7.12190416666,40.1018333333,14.0185,13.1488333333,6.48024999999
413.28,5.71791666667,35.052,15.7169166667,26.135,11.45175,7.15362083334,40.198,14.0609166666,13.17575,6.50499999999
413.64,5.72308333333,35.0970833333,15.7221666667,26.18,11.475,7.14929583333,40.2673333334,14.0645833333,13.1909166667,6.50391666667
414.00,5.71883333333,35.1675833333,15.7350833333,26.214,11.4864166667,7.17641666667,40.3226666667,14.0665833333,13.21475,6.52249999999
414.36,5.716,35.24225,15.731,26.2325,11.4825833333,7.15980833334,40.3683333333,14.065,13.228,6.50833333334
414.72,5.72033333333,35.2535,15.7474166667,26.2911666666,11.4753333333,7.18279166668,40.365,14.0794166667,13.214,6.50916666666
415.07,5.75858333333,35.3343333334,15.7750833333,26.3411666667,11.5250833333,7.21361666666,40.4235,14.1156666667,13.2444166667,6.54025
415.43,5.74391666667,35.3529166667,15.7650833333,26.3549166666,11.495,7.18029166666,40.4214166667,14.1036666667,13.2329166667,6.52733333333
415.79,5.73183333333,35.4375833333,15.79525,26.3975833333,11.4844166667,7.16240833333,40.48725,14.1124166667,13.23025,6.51425
416.15,5.72533333333,35.5029166667,15.80125,26.4380833334,11.4869166667,7.14263333333,40.5686666667,14.1106666667,13.22775,6.51041666667
416.51,5.73425,35.617,15.81575,26.5195,11.4801666667,7.13026249999,40.6460833333,14.1421666667,13.2296666667,6.51466666666
416.86,5.74658333333,35.6566666666,15.835,26.5609166666,11.5045,7.15142916667,40.7085833333,14.1430833333,13.2424166667,6.53383333333
417.22,5.69,35.6418333333,15.7815,26.52775,11.4560833333,7.10533333334,40.6749166667,14.0951666667,13.18325,6.49633333332
417.58,5.664,35.6930833333,15.76725,26.5466666666,11.425,7.09622499999,40.7005833333,14.0791666667,13.1689166667,6.48116666667
417.94,5.61516666667,35.6805,15.7088333334,26.5305833333,11.37475,7.04276666666,40.6918333333,14.0314166667,13.0995833333,6.42958333334
418.29,5.59158333333,35.71675,15.6949166667,26.563,11.3648333333,7.02537916667,40.7205833333,14.0286666667,13.0751666667,6.40891666666
418.65,5.59133333334,35.7595,15.6858333333,26.5808333333,11.3725,7.02024166667,40.7656666667,14.01025,13.0648333334,6.40508333332
419.01,5.58516666667,35.818,15.6765833334,26.6393333333,11.35775,7.02082083334,40.81525,14.0199166667,13.0528333333,6.39316666666
419.37,5.59275,35.8848333334,15.6740833333,26.6655,11.3663333333,7.01244166667,40.8609166667,14.0204166667,13.05,6.39533333334
419.73,5.59375,35.9170833333,15.65875,26.6920833333,11.3825833333,7.02815416666,40.9186666667,14.0259166667,13.0404166666,6.39408333332
420.08,5.59083333334,35.9569166667,15.6383333333,26.7140833333,11.377,7.01918749999,40.92975,14.0279166667,13.032,6.38199999999
420.44,5.57375,35.9828333334,15.6160833333,26.71,11.3635,7.00906666668,40.9275,14.0026666667,13.0138333333,6.36991666667
420.80,5.54575,36.0180833333,15.5863333333,26.719,11.3375,6.97266666666,40.9361666667,13.97875,12.9715833333,6.33924999999
421.16,5.56833333333,36.0959166667,15.6046666667,26.7615,11.3428333334,6.987475,40.9726666667,13.9974166667,12.9765,6.35900000001
421.51,5.58491666667,36.1638333333,15.6236666667,26.8089166667,11.3725833333,7.00307083333,41.01275,14.0155,12.9731666667,6.38325
421.87,5.60725,36.2375,15.64925,26.85625,11.3933333333,7.02255416667,41.0465833334,14.02775,12.9920833333,6.40424999999
422.23,5.61966666667,36.289,15.654,26.8845833333,11.4016666667,7.03277083334,41.0699166667,14.03925,13.0049166667,6.42583333332
422.58,5.62791666667,36.3629166667,15.6651666667,26.9379166667,11.4093333333,7.03519583334,41.1039166667,14.0560833333,13.0151666667,6.4355
422.94,5.61308333333,36.39375,15.65675,26.943,11.4034166667,7.01687916668,41.13725,14.03825,13.0056666667,6.43083333333
423.30,5.61675,36.4288333333,15.6793333333,26.9898333333,11.41225,7.03155416666,41.17125,14.0490833333,13.0074166667,6.43349999999
423.66,5.6215,36.483,15.6996666666,27.0158333333,11.4136666667,7.02831666668,41.1945,14.0598333333,13.0093333333,6.44425
424.01,5.63291666667,36.5290833333,15.7250833333,27.0625,11.4328333333,7.04797083332,41.25175,14.07625,13.0165,6.46441666667
424.37,5.6325,36.5449166667,15.7216666667,27.0911666667,11.4230833333,7.03747916666,41.2676666667,14.0765833333,12.99925,6.45608333333
424.73,5.6485,36.58625,15.7375,27.13125,11.4390833334,7.05343333333,41.294,14.09625,13.01725,6.46491666667
425.08,5.657,36.62725,15.7433333333,27.1768333333,11.4726666667,7.06420833333,41.3404166667,14.1101666667,13.0355,6.46958333334
425.44,5.65141666667,36.651,15.7384166667,27.19025,11.4546666667,7.05875833334,41.3513333333,14.1066666666,13.0273333333,6.45516666666
425.80,5.672,36.7171666667,15.7604166667,27.2528333334,11.4715833333,7.07267083334,41.4146666667,14.1449166667,13.0471666667,6.46641666666
426.16,5.66766666667,36.73775,15.7689166667,27.27575,11.4745833333,7.06820833334,41.4385833333,14.1341666667,13.0325833334,6.46158333333
426.51,5.65766666666,36.784,15.7763333333,27.3086666666,11.4875833333,7.07525416667,41.4785833333,14.1500833334,13.0393333334,6.46216666667
426.87,5.67841666667,36.8465833333,15.7973333334,27.3653333333,11.508,7.08852083334,41.51325,14.18375,13.0533333334,6.46633333333
427.23,5.67275,36.9054166667,15.786,27.3851666667,11.50375,7.08698333333,41.54825,14.1729166666,13.0473333333,6.45750000001
427.58,5.64441666667,36.916,15.7468333334,27.42525,11.4855833333,7.06667916667,41.5486666667,14.1531666667,13.0274166666,6.43316666666
427.94,5.65133333333,36.9810833333,15.7490833333,27.4618333333,11.4858333333,7.0663375,41.5841666666,14.15025,13.02775,6.41758333334
428.30,5.66208333333,37.0836666667,15.7931666667,27.5305,11.5190833333,7.10303750001,41.672,14.1746666667,13.0696666667,6.44074999999
428.65,5.68141666667,37.18,15.8111666666,27.58075,11.53125,7.11662499999,41.7350833333,14.19325,13.0953333333,6.45991666667
429.01,5.69783333333,37.2641666666,15.8450833334,27.6361666667,11.53825,7.13749583334,41.7935833333,14.2099166667,13.112,6.46858333333
429.37,5.69033333333,37.3746666667,15.85775,27.7035833334,11.548,7.12651249999,41.8495,14.2278333334,13.1351666667,6.44983333334
429.72,5.65425,37.36875,15.813,27.6861666667,11.51875,7.09092916667,41.8353333334,14.16675,13.0859166667,6.41933333332
430.08,5.66741666666,37.4425833334,15.8220833333,27.7346666666,11.5245833333,7.09615833333,41.9045,14.18625,13.09575,6.42558333333
430.44,5.68408333333,37.4805833333,15.8310833333,27.7599166667,11.5241666667,7.09849583332,41.9501666666,14.1839166666,13.097,6.43541666667
430.79,5.67633333333,37.5203333333,15.8213333333,27.7874166667,11.5126666667,7.09452083333,41.9505833334,14.1689166667,13.0888333333,6.44041666666
431.15,5.67525,37.6180833333,15.8400833333,27.86325,11.5371666667,7.09588333333,42.0350833333,14.19475,13.0903333333,6.452
431.50,5.69583333333,37.6975833333,15.8695833333,27.8979166666,11.5664166667,7.11025416667,42.1119166667,14.20675,13.098,6.46433333334
431.86,5.68616666667,37.7575833333,15.8811666667,27.93525,11.5638333333,7.11125833333,42.1434166667,14.215,13.0986666667,6.48091666667
432.22,5.69425,37.7979166666,15.8574166667,27.9578333333,11.5685833333,7.10281666667,42.1695,14.2041666666,13.0796666667,6.477
432.57,5.66575,37.8130833333,15.8514166667,27.9628333333,11.5566666667,7.08751249999,42.1925,14.1998333333,13.0535,6.46766666666
432.93,5.64133333333,37.8214166667,15.8385,27.9655,11.541,7.06716666667,42.2158333333,14.18625,13.0369166667,6.44866666666
433.29,5.64333333333,37.8213333333,15.8398333334,27.9846666666,11.54675,7.08279166667,42.246,14.182,13.0361666667,6.46933333333
433.64,5.66025,37.8599166667,15.8649166667,28.024,11.5653333333,7.10617916666,42.2728333334,14.2170833333,13.06425,6.48491666666
434.00,5.66441666666,37.8965,15.8658333333,28.0704166667,11.5693333333,7.11126666666,42.3038333333,14.22275,13.0788333333,6.49799999999
434.35,5.66183333333,37.9464166667,15.87125,28.1085,11.5711666667,7.11559166667,42.343,14.2315,13.0741666667,6.49300000001
434.71,5.65141666667,38.0031666667,15.8654166667,28.1334166666,11.5641666667,7.11588333333,42.3779166667,14.2331666667,13.0600833334,6.48325
435.07,5.67358333333,38.0089166666,15.8741666667,28.13825,11.5525833333,7.13161666667,42.3621666666,14.24325,13.0748333333,6.49858333334
435.42,5.67658333333,38.0323333333,15.874,28.1590833334,11.5440833333,7.1365,42.3484166666,14.2443333333,13.086,6.50291666668
435.78,5.68025,38.0770833333,15.8658333333,28.19625,11.5465833334,7.13781250001,42.3908333333,14.2595833333,13.0846666667,6.50933333334
436.13,5.68116666666,38.1380833333,15.8835833333,28.2483333334,11.5455,7.14639166667,42.4261666667,14.2843333333,13.09325,6.50683333332
436.49,5.69783333333,38.1933333334,15.8968333333,28.31325,11.56475,7.16797083333,42.4585833333,14.2938333333,13.1081666666,6.52458333332
436.84,5.70241666667,38.2471666667,15.9015,28.387,11.5736666667,7.1750375,42.4855833333,14.2980833334,13.10525,6.54316666667
437.20,5.71058333333,38.3106666667,15.89875,28.4343333333,11.5824166667,7.17417500001,42.5333333333,14.3026666666,13.10625,6.53958333334
437.56,5.732,38.3976666667,15.92375,28.49975,11.597,7.19970833332,42.5868333333,14.3266666667,13.1151666666,6.562
437.91,5.75575,38.4735,15.9551666667,28.53825,11.6311666667,7.2272625,42.6243333333,14.3455,13.1318333333,6.58649999999
438.27,5.75191666667,38.51975,15.94525,28.5565833333,11.6158333333,7.21904166666,42.6311666667,14.3335833333,13.1225833334,6.58666666667
438.62,5.7675,38.5510833334,15.9650833333,28.5798333333,11.62625,7.22317083333,42.6725833333,14.33775,13.1315,6.59375000001
438.98,5.75891666666,38.6059166667,15.9679166667,28.6259166667,11.6415,7.21238749999,42.73175,14.33275,13.12775,6.58208333334
439.33,5.74591666667,38.66275,15.9604166667,28.6554166667,11.6261666667,7.20115,42.7905833333,14.32425,13.1015,6.56383333333
439.69,5.72533333333,38.6710833333,15.9444166667,28.6610833333,11.6014166667,7.18255416668,42.763,14.2891666667,13.0699166667,6.5345
440.04,5.72558333333,38.7106666667,15.9485,28.6846666667,11.6041666667,7.18049583332,42.8074166667,14.2838333333,13.06475,6.53908333334
440.40,5.73441666667,38.7655833333,15.9563333333,28.7195,11.6128333333,7.18422499999,42.8665,14.29925,13.0760833333,6.54358333333
440.75,5.73975,38.80575,15.9418333333,28.7221666667,11.6094166667,7.1835,42.8744166666,14.2950833333,13.0629166667,6.53716666668
441.11,5.74658333333,38.86825,15.9641666666,28.7665,11.62025,7.1876625,42.92575,14.3159166667,13.0618333333,6.54525
441.47,5.75791666667,38.9428333333,15.98775,28.815,11.6405833333,7.18695833333,43.0121666666,14.3285833333,13.0796666667,6.55158333332
441.82,5.74933333334,39.00625,15.9885,28.8761666667,11.6336666667,7.17751666666,43.07775,14.33725,13.0623333333,6.53875000001
442.18,5.77683333333,39.0916666667,16.0111666667,28.95425,11.6695,7.20595,43.1514166667,14.3695833334,13.0851666667,6.56183333334
442.53,5.78641666666,39.1681666667,16.0176666667,29.0119166667,11.6880833333,7.21857916666,43.19575,14.3745833333,13.09075,6.57058333334
442.89,5.7775,39.2260833333,16.0093333333,29.0479166667,11.6813333333,7.21022499999,43.2409166667,14.36675,13.07925,6.56366666666
443.24,5.797,39.2618333333,16.0215,29.0813333333,11.6983333333,7.221125,43.2708333333,14.3849166667,13.0939166667,6.586
443.60,5.82991666667,39.3480833333,16.05075,29.1450833333,11.7394166667,7.25359166666,43.3530833333,14.4221666666,13.1233333333,6.618
443.95,5.85125,39.3986666667,16.0520833333,29.1686666666,11.7499166667,7.27020833334,43.3811666667,14.4338333333,13.13275,6.63558333333
444.31,5.83691666667,39.43175,16.0409166667,29.1904166667,11.7300833333,7.26212083333,43.3975,14.4143333334,13.1166666667,6.62025000001
444.66,5.84283333333,39.5093333333,16.072,29.24225,11.7395833333,7.27641250001,43.4678333333,14.43575,13.1260833333,6.62933333333
445.02,5.832,39.5178333333,16.059,29.2289166667,11.71725,7.27122083332,43.4625,14.4235,13.1133333333,6.62633333332
445.37,5.81958333333,39.5490833333,16.0336666667,29.2366666667,11.695,7.25985416667,43.46875,14.4113333333,13.0865833333,6.61525
445.72,5.80466666667,39.5918333333,16.0311666667,29.24775,11.6829166667,7.24935416666,43.4965833334,14.4058333333,13.0719166667,6.60099999999
446.08,5.78833333333,39.6083333333,16.0314166666,29.2421666667,11.66075,7.23680833333,43.5059166667,14.3929166667,13.0563333334,6.58974999999
446.43,5.77416666666,39.5996666667,16.0253333333,29.2443333333,11.6499166667,7.22720833334,43.4999166667,14.3829166666,13.03625,6.58500000001
446.79,5.77416666666,39.6319166667,16.034,29.2660833334,11.6598333333,7.24569166666,43.50825,14.3903333333,13.0415,6.60541666668
447.14,5.76716666667,39.7025833333,16.047,29.326,11.6625833333,7.24686666668,43.56775,14.3913333333,13.0431666667,6.60366666667
447.50,5.75583333333,39.7221666667,16.0415833333,29.3295833333,11.6479166667,7.23430833333,43.5844166667,14.3830833334,13.03975,6.59366666666
447.85,5.7425,39.7545,16.041,29.3639166666,11.6441666667,7.22882083332,43.6001666666,14.3730833333,13.031,6.58266666667
448.21,5.75783333333,39.8006666667,16.05525,29.3948333334,11.6596666667,7.23568749999,43.623,14.3913333333,13.03525,6.59091666666
448.56,5.7535,39.834,16.0560833333,29.4304166667,11.66925,7.23506249999,43.6480833334,14.3905,13.0334166666,6.58858333332
448.92,5.75991666666,39.8883333334,16.0573333333,29.4778333333,11.6795833333,7.24453749999,43.6813333333,14.3926666667,13.04075,6.58875000001
449.27,5.75716666667,39.9144166667,16.06125,29.5,11.6893333333,7.25331666667,43.6843333333,14.3960833333,13.0389166667,6.58916666668
449.62,5.77875,39.9386666667,16.0655833333,29.5245833333,11.70075,7.268,43.6908333333,14.3983333334,13.0476666666,6.59708333334
449.98,5.80166666667,39.9960833333,16.08075,29.5806666667,11.7355,7.28901250001,43.7455833333,14.4201666667,13.0649166667,6.61725
450.33,5.82358333333,40.0768333333,16.0935833334,29.632,11.7455833333,7.31128333333,43.7966666666,14.4415,13.0799166667,6.63200000001
450.69,5.83283333333,40.1266666667,16.0800833334,29.66575,11.7315833334,7.29310833332,43.8368333334,14.4445,13.07175,6.62125000001
451.04,5.84675,40.1385,16.0695,29.6696666667,11.73325,7.29428750001,43.8383333333,14.451,13.0635833333,6.62683333334
451.40,5.87033333334,40.2163333334,16.0885833334,29.7303333333,11.75875,7.32640833333,43.8980833334,14.4744166667,13.0734166667,6.64283333333
451.75,5.86141666667,40.2863333333,16.0978333333,29.7850833333,11.7653333333,7.32545416667,43.97225,14.4930833333,13.0736666667,6.64841666667
452.10,5.849,40.3324166667,16.0985,29.8195833333,11.7476666667,7.31827500001,43.9966666667,14.49125,13.0584166667,6.64899999999
452.46,5.87958333333,40.4078333333,16.1233333333,29.8660833333,11.76075,7.35219583333,44.04425,14.5118333333,13.0884166667,6.67816666667
452.81,5.88183333333,40.4700833333,16.15625,29.9205833334,11.77725,7.36440416667,44.09425,14.52375,13.11175,6.69649999999
453.17,5.88116666667,40.5041666667,16.1596666667,29.9533333334,11.7745,7.35745000001,44.1259166667,14.5123333333,13.1125833334,6.69133333334
