wavelength,Back_DigCaem,Belly_DigCaem,Breast_DigCaem,Crissum_DigCaem,Crown_DigCaem,DorTail_DigCaem,Rump_DigCaem,Throat_DigCaem,WingTip_DigCaem
532.46,11.1144,29.1161333333,22.8641333333,25.302,11.5372,7.9236,11.7052,18.4522,10.9685333333
532.80,11.1176,29.1200666667,22.8628666667,25.3099333333,11.5374666667,7.94193333333,11.7104,18.4644,10.9957333333
533.15,11.1132,29.1017333333,22.8476,25.291,11.5274666667,7.9432,11.7096666667,18.4506666667,11.0016666666
533.49,11.1142,29.0928,22.8349333333,25.2935333333,11.5223333333,7.95686666667,11.7072,18.4568,11.0150666667
533.84,11.1068666667,29.0950666667,22.8314666667,25.3018,11.5232,7.9612,11.7053333333,18.4602,11.0218666667
534.18,11.1157333333,29.1043333333,22.8374,25.3177333333,11.5476666667,7.9828,11.7196,18.4901333333,11.0290666667
534.52,11.1116,29.0916666667,22.8126666667,25.2908666667,11.5297333333,7.9692,11.6870666667,18.4758,11.0146
534.87,11.1061333333,29.102,22.8157333333,25.2974666667,11.517,7.96693333333,11.6810666667,18.4714,10.9984666667
535.21,11.0992666667,29.1026666667,22.8123333333,25.2991333333,11.5071333333,7.95806666667,11.6782,18.4762,10.9867333333
535.56,11.0958,29.1046,22.8122,25.3074,11.5058,7.95226666667,11.6579333333,18.487,10.9772
535.90,11.1065333333,29.1204,22.8184,25.3168666667,11.5243333333,7.95426666667,11.6672,18.5099333334,10.9776
536.25,11.1053333333,29.1327333333,22.8077333333,25.3221333333,11.4977333333,7.95253333334,11.6551333333,18.5185333333,10.9633333334
536.59,11.0994666667,29.1370666667,22.8050666667,25.3268,11.4990666667,7.93846666667,11.6338,18.5144,10.9472666667
536.93,11.089,29.1430666667,22.801,25.3350666667,11.4886,7.9296,11.6254666667,18.5176666667,10.9375333333
537.28,11.0896,29.1584666667,22.8069333334,25.3573333333,11.5030666667,7.93666666667,11.6281333333,18.5158666667,10.95
537.62,11.1088666667,29.1918,22.8263333333,25.3767333333,11.5108666667,7.94633333333,11.6440666667,18.5306,10.9625333333
537.97,11.1005333333,29.183,22.7944,25.3525333333,11.4954666667,7.93213333333,11.6222,18.5034,10.9627333334
538.31,11.0947333333,29.1796,22.7968,25.3704666667,11.4929333333,7.93773333333,11.647,18.496,10.9756
538.65,11.0865333333,29.1588666667,22.7762666667,25.3448666667,11.4808,7.94626666667,11.6437333333,18.4824,10.9841333333
539.00,11.0972666667,29.1804,22.7784666667,25.3693333333,11.5092,7.97826666667,11.6599333333,18.4912666667,11.025
539.34,11.1129333333,29.1784,22.7805333333,25.3774,11.5156,8.00886666667,11.6693333333,18.5043333333,11.0652
539.69,11.1233333333,29.1694666667,22.7795333333,25.3684,11.5098666667,8.0218,11.6608,18.5098666667,11.0857333333
540.03,11.1163333333,29.1758666667,22.7809333333,25.3805333333,11.513,8.03393333333,11.6523333333,18.5065333334,11.1066
540.37,11.1085333333,29.1639333333,22.7658666667,25.3599333333,11.4796,8.03126666667,11.6396666667,18.4854666667,11.1072666667
540.72,11.0708666667,29.1144666667,22.7326,25.3255333333,11.4432,8.0266,11.6006,18.4551333333,11.0923333333
541.06,11.0578666667,29.0904666667,22.7237333333,25.3218,11.4114,8.0132,11.584,18.4402,11.081
541.40,11.0302,29.0482666667,22.6983333333,25.2903333333,11.3976666667,8.0056,11.5608666667,18.4291333333,11.0682666667
541.75,11.0314666667,29.0712,22.7172666667,25.3118666667,11.3936666667,8.00813333333,11.5612,18.4394666667,11.0801333333
542.09,11.0261333333,29.0622666667,22.7061333333,25.3035333333,11.3767333333,7.99333333333,11.5364666667,18.4354,11.0594666667
542.43,11.0088666667,29.0616,22.6852,25.3104666667,11.3728666667,7.98053333334,11.5236,18.4311333333,11.0509333333
542.78,10.9879333333,29.0377333333,22.6620666667,25.2842,11.3385333333,7.9626,11.4894666666,18.4054,11.0291333334
543.12,10.9782666667,29.0376666667,22.6468666666,25.29,11.3280666667,7.96066666667,11.4882,18.3978666667,11.0202
543.46,10.9713333333,29.0622666667,22.6434666667,25.3085333333,11.318,7.96426666667,11.4930666667,18.3927333333,11.0201333333
543.81,10.9564666667,29.0343333333,22.6300666667,25.2951333333,11.3012,7.96086666667,11.4828,18.3842,11.0117333333
544.15,10.9432,29.0326,22.6328,25.305,11.2985333333,7.95573333333,11.4758666667,18.3849333333,10.9999333333
544.49,10.9840666667,29.0973333333,22.6815333333,25.364,11.3478666667,7.99946666667,11.5228666667,18.4354,11.0303333333
544.84,10.9912666667,29.1376,22.6908666667,25.3754666667,11.3630666667,8.02973333333,11.5280666667,18.4661333333,11.0448
545.18,11.0092666667,29.1929333333,22.7130666667,25.4118,11.3565333333,8.04426666666,11.5528666667,18.4782,11.0622
545.52,11.0008,29.1730666667,22.6992666667,25.3872666667,11.3389333333,8.05106666667,11.5485333333,18.4708,11.0549333333
545.87,11.0106,29.207,22.7230666667,25.4348,11.3497333333,8.07766666667,11.5678,18.4998666667,11.0891333333
546.21,11.0164,29.2132,22.7503333333,25.4536666667,11.3680666667,8.09133333333,11.5691333333,18.5152,11.1120666667
546.55,11.0204666667,29.2176,22.7475333334,25.4636,11.3737333333,8.09333333333,11.5858,18.5264666667,11.1202
546.90,11.0234666667,29.2183333333,22.761,25.441,11.3854,8.09313333333,11.5850666666,18.5346666667,11.1341333333
547.24,11.0160666667,29.1963333333,22.7366666667,25.4305333333,11.3712,8.07193333333,11.5529333333,18.5287333333,11.1174
547.58,11.0114,29.2111333333,22.7244,25.4246666667,11.3712666667,8.07673333333,11.5556,18.5237333334,11.1178
547.92,11.0244,29.2508666667,22.7238,25.4246,11.3930666667,8.08706666667,11.5615333333,18.5514,11.1397333333
548.27,10.9616666667,29.1782,22.6439333333,25.3655333333,11.3203333333,8.0114,11.489,18.4734666667,11.0977333333
548.61,10.921,29.1328666667,22.6101333333,25.3348666667,11.2794666667,7.951,11.4624666667,18.4152,11.0573333333
548.95,10.9226,29.1257333333,22.6169333333,25.3434666667,11.2928666667,7.96186666667,11.4579333333,18.4279333333,11.0805333334
549.29,10.9248,29.1352666667,22.6083333333,25.3522,11.3002,7.96393333333,11.4623333333,18.4216666667,11.0879333333
549.64,10.9574,29.1765333333,22.6455333334,25.3835333334,11.3317333333,7.9906,11.5094,18.4709333333,11.1304
549.98,11.0162666667,29.2427333333,22.6883333333,25.4483333333,11.3529333333,8.05173333333,11.5705333333,18.5364666667,11.1925333333
550.32,11.0378,29.2904,22.714,25.477,11.354,8.07773333333,11.5773333333,18.5434666667,11.2213333333
550.66,11.003,29.2822,22.6810666667,25.4714,11.2992666667,8.05013333333,11.5370666667,18.512,11.1889333333
551.01,11.0028,29.2920666667,22.7138666667,25.4778666667,11.3158,8.0754,11.5594,18.5254,11.2177333334
551.35,11.0296666667,29.3367333333,22.758,25.5193333333,11.3271333333,8.1064,11.5794666667,18.5624666667,11.2418666667
551.69,11.0421333333,29.3357333333,22.7657333333,25.5619333333,11.3355333333,8.15993333333,11.5934666667,18.5419333333,11.2747333334
552.03,11.109,29.4204666667,22.8447333333,25.6312666666,11.3893333333,8.22666666667,11.666,18.6350666667,11.3338666667
552.38,11.1400666667,29.4397333333,22.8599333333,25.6648666667,11.3913333333,8.24793333334,11.6822,18.6853333333,11.3605333333
552.72,11.1119333333,29.4378666667,22.8395333333,25.6420666667,11.3575333334,8.2268,11.6526,18.6412666667,11.3282
553.06,11.0822666667,29.4064,22.82,25.6495333333,11.3242,8.20726666667,11.6186666667,18.6326,11.3124
553.40,11.0218,29.3606666667,22.7664666667,25.6142666667,11.2818666667,8.17393333333,11.5522666667,18.5577333333,11.2697333333
553.74,10.9474,29.2988666667,22.6872666667,25.5318666667,11.2146666667,8.112,11.4668,18.4647333333,11.2019333333
554.09,10.9282,29.2976,22.6696,25.5262666667,11.2088666667,8.10806666667,11.462,18.4819333333,11.2088666666
554.43,10.9534666666,29.3338,22.711,25.5655333333,11.2470666667,8.13486666667,11.5052,18.5276,11.2401333333
554.77,10.96,29.3537333333,22.7048,25.5648666667,11.2267333333,8.14733333333,11.5152666667,18.5319333333,11.2375333333
555.11,10.8870666667,29.2662,22.6104666667,25.4870666667,11.1848,8.09666666667,11.4483333333,18.4630666667,11.1694
555.45,10.8829333334,29.2436666667,22.6014666667,25.4662,11.1812666667,8.08526666667,11.4518666667,18.4928666667,11.1513333334
555.80,10.8265333333,29.1678666667,22.5294,25.3974666667,11.1493333333,8.04526666667,11.3877333333,18.4080666667,11.099
556.14,10.8431333333,29.2359333334,22.5732666667,25.4506,11.2025333333,8.1056,11.4212,18.4564666667,11.1515333333
556.48,10.8664,29.2324666667,22.5536666667,25.4762666667,11.2256,8.12666666667,11.4357333333,18.4891333333,11.1777333333
556.82,10.8395333333,29.2290666667,22.5534666667,25.4472,11.2064,8.11813333334,11.4026,18.4650666667,11.1528
557.16,10.8638,29.2386666667,22.5578,25.4598666667,11.2504666667,8.12793333333,11.4197333333,18.4996666667,11.1825333333
557.50,10.8372,29.2329333333,22.5386,25.4642,11.2444666667,8.12126666666,11.4127333334,18.4964,11.176
557.85,10.8638666667,29.2364666667,22.5782,25.4646,11.2656,8.14733333333,11.4102,18.5034666667,11.2094666667
558.19,10.8014,29.1844666667,22.5088,25.4143333333,11.2084,8.09006666666,11.3216666667,18.4507333333,11.1569333333
558.53,10.7507333333,29.112,22.4372,25.3572,11.153,8.02913333333,11.2199333333,18.3873333333,11.0947333333
558.87,10.7454666667,29.1132666667,22.4439333333,25.3404,11.1358666667,8.011,11.2257333333,18.37,11.1003333333
559.21,10.7231333333,29.1095333333,22.4261333333,25.3304666667,11.0998666666,7.98846666667,11.1895333333,18.3435333333,11.1002
559.55,10.7374,29.1782666667,22.4587333333,25.3884666667,11.0969333333,7.99793333333,11.1808666667,18.3843333333,11.1406
559.89,10.6868666667,29.1012666667,22.3803333333,25.2998,11.053,7.95253333333,11.1106666667,18.2917333333,11.1091333333
560.23,10.6817333333,29.0928,22.3784,25.2818666667,11.0270666667,7.94853333333,11.0928666667,18.2758666667,11.1104666667
560.58,10.6953333333,29.0987333333,22.3679333333,25.2952,11.0482666667,7.96506666667,11.1102666667,18.2846666667,11.1424
560.92,10.7088,29.119,22.3786,25.2975333333,11.0425333333,8.00693333333,11.1240666667,18.2810666667,11.1597333333
561.26,10.7618,29.1758666667,22.4377333333,25.3528,11.0754666667,8.04226666666,11.172,18.335,11.2236
561.60,10.7162666667,29.1660666667,22.4024,25.3410666667,11.0499333333,8.0268,11.1324,18.3184,11.1819333333
561.94,10.7530666667,29.1841333334,22.4288,25.3744666667,11.0773333334,8.09226666667,11.1735333334,18.3458666667,11.2543333333
562.28,10.7299333333,29.1757333333,22.4308,25.3934,11.0948,8.10333333333,11.2075333333,18.3470666667,11.2908666667
562.62,10.8008,29.2602,22.5273333333,25.4903333333,11.1458,8.18653333333,11.2542666667,18.4366666667,11.3794666667
562.96,10.7525333333,29.2404666667,22.4909333333,25.4654,11.1195333333,8.166,11.2300666667,18.4006666667,11.3538666667
563.30,10.7577333334,29.1912,22.4546,25.4384666667,11.1104,8.177,11.2455333333,18.3676,11.3436
563.64,10.7852666667,29.2355333333,22.5071333333,25.4752666667,11.1093333333,8.20546666667,11.2698,18.3979333333,11.3506666667
563.99,10.7781333333,29.2494,22.5182,25.493,11.1317333333,8.23126666667,11.2478,18.4156,11.3536
564.33,10.7724666667,29.2687333333,22.5275333333,25.5223333333,11.1178666667,8.23513333333,11.2518666667,18.434,11.3478
564.67,10.7623333333,29.262,22.5118666667,25.5074,11.1131333333,8.23926666667,11.2322666667,18.4419333333,11.3494666667
565.01,10.7372,29.2348,22.4787333333,25.4542,11.0744,8.21553333333,11.2017333333,18.4282,11.3196
565.35,10.7114,29.1954,22.429,25.4003333334,11.0314,8.19493333333,11.184,18.3988,11.3046666667
565.69,10.7122,29.2223333333,22.4366,25.4202,11.0493333333,8.19753333333,11.2062666667,18.4078666667,11.3166666667
566.03,10.7692666667,29.2779333333,22.4692,25.469,11.0820666667,8.25933333333,11.2424,18.4599333333,11.3589333333
566.37,10.6888,29.2199333334,22.3772666667,25.4283333333,10.9978666667,8.1918,11.1523333333,18.3875333333,11.284
566.71,10.7152,29.2342,22.4001333333,25.4252666666,11.0144666667,8.20846666667,11.151,18.406,11.2976666667
567.05,10.7070666667,29.2498666667,22.4162666667,25.4474,11.0177333333,8.21153333333,11.1342666667,18.432,11.3051333333
567.39,10.7115333333,29.2258,22.3927333334,25.4394666667,11.0286666667,8.21086666666,11.1258666667,18.4256666667,11.3252666667
567.73,10.6928,29.2080666667,22.3862,25.421,10.9886,8.17606666666,11.1287333333,18.3917333333,11.3309333333
568.07,10.6932,29.1894,22.3513333333,25.3769333333,10.9919333333,8.18906666667,11.1117333333,18.3828,11.3456666667
568.41,10.6396666667,29.1336,22.3024666667,25.3429333333,10.9172,8.12006666667,11.0413333333,18.3405333333,11.3024666667
568.75,10.6116666667,29.0642,22.2631333333,25.3332666667,10.9116,8.11633333333,10.9953333333,18.3012666667,11.2802666667
569.09,10.6428,29.0861333333,22.2936,25.3844666667,10.9235333333,8.1494,11.0101333333,18.3269333333,11.3042
569.43,10.6043333333,29.0299333333,22.2502,25.3454,10.8851333333,8.1178,10.9497333333,18.2744,11.2669333333
569.77,10.5747333333,29.0292666666,22.2341333333,25.3367333333,10.8748,8.11666666667,10.9286666667,18.2574,11.2647333333
570.11,10.6122,29.0599333333,22.2798,25.3654,10.9358666667,8.1496,10.9672,18.2992666667,11.3378666667
570.45,10.6147333333,29.0593333333,22.2775333333,25.4016,10.9365333333,8.1654,10.9580666666,18.2998666667,11.3604
570.79,10.5954666667,29.0793333333,22.2783333333,25.3924,10.9415333333,8.1726,10.9562,18.2866666667,11.3660666667
571.13,10.5800666667,29.0886,22.2688,25.402,10.9208666667,8.1716,10.9496,18.2953333333,11.3609333334
571.47,10.5346666667,29.0208,22.2048666667,25.3524,10.9032666667,8.15606666666,10.9044666667,18.2746666667,11.3178666667
571.81,10.5295333333,29.0198666667,22.2163333333,25.3813333333,10.8909333333,8.16753333333,10.896,18.2658,11.3264
572.15,10.565,29.025,22.2164,25.4046666667,10.9414666667,8.2282,10.9353333333,18.2751333333,11.3738666667
572.49,10.5827333333,29.0963333333,22.2524,25.4471333333,10.9576666667,8.26833333333,10.9637333333,18.3198666667,11.4062666667
572.83,10.5719333333,29.0950666667,22.2444666667,25.4546666667,10.9669333333,8.26673333333,10.9611333333,18.29,11.4214666667
573.17,10.5936,29.1299333333,22.2665333333,25.4811333333,10.9856666667,8.30593333333,11.0047333333,18.3321333333,11.4686666667
573.51,10.6128,29.1561333333,22.2933333333,25.5078666667,10.9946666667,8.3114,11.0227333333,18.3568,11.4886
573.85,10.6044666667,29.1444,22.2736666667,25.4909333333,11.0001333333,8.33573333333,11.0298666667,18.3414666667,11.4834666667
574.19,10.6037333333,29.1508,22.2684,25.4855333333,10.9997333333,8.3522,11.0529333333,18.3345333333,11.4882
574.53,10.6400666667,29.1969333334,22.3128,25.5460666667,11.0384666667,8.40853333334,11.0848666667,18.3835333334,11.5464
574.87,10.6268,29.1878,22.3112666667,25.5442666667,11.0417333333,8.41133333333,11.0541333333,18.3543333333,11.5369333333
575.21,10.6668,29.2458666667,22.3474,25.6106666667,11.0688,8.44966666667,11.0866666667,18.3738666667,11.5940666667
575.55,10.6860666667,29.2734666666,22.3742,25.6226666667,11.0824,8.46173333333,11.0966666667,18.3754666667,11.607
575.89,10.6726666667,29.2799333333,22.3864,25.5942,11.0437333333,8.42306666667,11.0744666667,18.3573333333,11.5911333333
576.22,10.6693333333,29.2418,22.3484666667,25.5856,11.0172666667,8.38733333333,11.0558666667,18.3129333333,11.5805333333
576.56,10.6233333333,29.2050666667,22.3052666667,25.5524,10.9720666667,8.3372,11.0164666667,18.2962,11.5274
576.90,10.6259333333,29.1686666667,22.3144666666,25.5216666667,10.9495333333,8.31733333333,10.9786666667,18.2450666666,11.4832
577.24,10.5921333333,29.118,22.2718,25.4975333333,10.921,8.31333333333,10.9446,18.1802666667,11.4660666667
577.58,10.5147333333,29.0450666667,22.1813333333,25.4055333333,10.8009333333,8.221,10.8373333333,18.0767333333,11.3762
577.92,10.4735333334,29.0116666667,22.1608,25.3806666667,10.7667333333,8.18673333333,10.7906,18.0618,11.3708666667
578.26,10.4066,28.8820666667,22.044,25.2770666667,10.6566,8.09686666667,10.6998666667,17.9412666667,11.2676666667
578.60,10.3696666667,28.8522,21.9932,25.2359333333,10.5978666667,8.0494,10.6761333333,17.9147333333,11.2392666667
578.94,10.3456,28.8076,21.9355333333,25.1788666667,10.5446666667,8.02106666667,10.639,17.8846,11.198
579.28,10.3233333333,28.7912666667,21.8945333333,25.1482666667,10.5168,7.9804,10.5956666667,17.8741333333,11.1852
579.61,10.28,28.7657333334,21.8641333333,25.1548666667,10.5089333333,7.97053333333,10.5672,17.8502666667,11.1648666667
579.95,10.2558,28.7514,21.8373333333,25.1145333333,10.504,7.95313333333,10.5308666667,17.8216,11.1622
580.29,10.3207333333,28.8157333333,21.8793333333,25.1482,10.5554666667,8.01486666667,10.5722666667,17.8599333333,11.2238666667
580.63,10.3190666667,28.8925333333,21.9096666667,25.2450666667,10.5712666667,8.0476,10.5936,17.9216666667,11.2708
580.97,10.3321333333,28.8964666667,21.9167333333,25.2227333334,10.5812,8.03413333334,10.5822666667,17.9218,11.2608666667
581.31,10.4130666667,28.9715333333,22.0114,25.3286,10.6759333334,8.13433333333,10.68,18.0319333333,11.3718
581.65,10.4696,29.0387333333,22.0378,25.3989333333,10.7031333333,8.17833333333,10.7241333333,18.0594,11.4008666667
581.98,10.4906666667,29.1125333334,22.1014666667,25.4642666667,10.7556666667,8.2316,10.7736,18.1286666667,11.464
582.32,10.5704666666,29.1428666667,22.1464666667,25.5105333333,10.8314,8.32946666667,10.846,18.1938666667,11.5496
582.66,10.5598666667,29.1506666667,22.1692666667,25.5377333333,10.8386666667,8.33006666667,10.8520666667,18.1969333333,11.5675333333
583.00,10.5321333333,29.1394666667,22.1561333334,25.5688666667,10.8267333333,8.34286666666,10.8555333333,18.1711333333,11.5515333333
583.34,10.5934666667,29.1686,22.1984,25.6120666667,10.8722666667,8.4238,10.8907333333,18.2026,11.6163333333
583.68,10.5455333333,29.1212666667,22.1263333333,25.5768,10.8017333333,8.3842,10.8349333333,18.1462666667,11.5666666667
584.01,10.4999333333,29.0742,22.1025333333,25.5487333333,10.7744666667,8.3718,10.8014,18.1060666667,11.5540666667
584.35,10.4776,29.0081333333,22.0254666667,25.4789333333,10.7632,8.37886666667,10.7656,18.0594,11.5482
584.69,10.4029333333,28.9467333333,21.9725333333,25.4083333334,10.6844666667,8.33313333333,10.7095333333,18.0337333333,11.5089333333
585.03,10.4300666667,28.9841333333,21.9908666667,25.4639333333,10.7023333333,8.3732,10.7258666667,18.0740666667,11.5410666667
585.37,10.4146666667,28.9582,21.9891333334,25.4471333333,10.727,8.40426666667,10.7187333333,18.0713333333,11.5254
585.70,10.3685333333,28.9108,21.9207333333,25.3802,10.6801333333,8.36766666667,10.6681333333,18.0317333333,11.4949333333
586.04,10.3264,28.9139333333,21.8772,25.3624,10.627,8.31606666667,10.6228666667,18.0212666667,11.4483333333
586.38,10.3500666667,28.9683333333,21.8892,25.3859333333,10.6092666667,8.33613333334,10.608,18.0454666667,11.4460666667
586.72,10.4550666667,29.0704666666,21.9873333333,25.4902666667,10.7126666667,8.42593333333,10.7253333333,18.1855333333,11.5760666667
587.06,10.3703333333,29.0046,21.8909333333,25.4198,10.6085333333,8.36073333333,10.6651333333,18.1308,11.5054
587.39,10.5062666667,29.1076666667,22.0502,25.5070666667,10.7483333333,8.52193333333,10.8231333333,18.2520666667,11.6540666667
587.73,10.5630666667,29.1780666667,22.1185333333,25.5891333333,10.8029333333,8.56213333333,10.8769333333,18.3540666667,11.7376
588.07,10.5067333333,29.139,22.0602,25.5456,10.7581333333,8.54133333333,10.8630666667,18.3140666667,11.7168666667
588.41,10.5421333333,29.1505333333,22.0538666667,25.5528,10.7843333333,8.5914,10.8882,18.3182,11.7544
588.74,10.538,29.1229333333,22.0181333333,25.4954,10.7667333333,8.569,10.8702666667,18.2787333333,11.7533333333
589.08,10.5250666667,29.0765333333,21.981,25.4525333333,10.7408,8.50666666667,10.824,18.2672666667,11.7655333333
589.42,10.5606666667,29.1010666667,22.0054666667,25.4899333333,10.7366,8.5164,10.8337333333,18.2652,11.7875333333
589.76,10.4794666667,29.0358666667,21.9650666667,25.4035333333,10.6742,8.47173333333,10.7756666667,18.1784,11.7542
590.09,10.5064666667,29.0679333333,22.006,25.4478,10.753,8.5554,10.8626,18.2517333333,11.8420666667
590.43,10.4338666667,28.942,21.8693333333,25.2949333333,10.6529333333,8.48353333333,10.7592666667,18.1136,11.7361333333
590.77,10.4326,28.9802,21.8907333334,25.3149333333,10.6554,8.45853333333,10.7722,18.1206666666,11.7279333333
591.11,10.3356,28.9147333333,21.795,25.2595333334,10.5597333333,8.36433333333,10.6522,18.032,11.6186666667
591.44,10.2880666667,28.8693333334,21.753,25.1834666667,10.5327333333,8.35126666667,10.6348666667,17.9508,11.5842666667
591.78,10.3324,28.9037333333,21.8037333333,25.1991333333,10.5457333333,8.36526666667,10.6489333333,17.9592,11.6196
592.12,10.3796,29.0238666667,21.8768666667,25.3292,10.5984,8.42313333333,10.7070666667,18.0032666667,11.6872
592.46,10.3449333333,29.0278666666,21.8810666667,25.3428666667,10.5958,8.4048,10.674,17.9861333333,11.6681333333
592.79,10.3348666667,29.0788,21.8844,25.3692,10.5814666667,8.45146666667,10.6707333333,17.9990666667,11.6895333333
593.13,10.3263333333,29.0834666667,21.8686,25.3422666667,10.6142,8.46786666667,10.6467333333,17.9835333333,11.6742
593.47,10.3520666667,29.1133333333,21.9092666667,25.4278666667,10.662,8.51093333333,10.6648,18.0198,11.7014666667
593.80,10.325,29.0940666667,21.8686,25.38,10.6465333333,8.46993333333,10.6069333333,17.9748666666,11.6719333333
594.14,10.2496666666,29.0898,21.8732,25.4074666666,10.5922666667,8.42193333333,10.5596,17.9734,11.6592
594.48,10.2476,29.1208666667,21.8661333333,25.4008666667,10.5930666667,8.44313333333,10.5304,18.0059333333,11.7054666667
594.81,10.2446,29.1798,21.8993333333,25.4430666666,10.5884666667,8.46566666667,10.5594666667,18.043,11.7704666667
595.15,10.2271333333,29.1916,21.8413333333,25.4362,10.5450666667,8.45913333333,10.5317333333,18.0530666667,11.7471333333
595.49,10.2012,29.2296666667,21.8239333333,25.4443333333,10.5531333333,8.4616,10.512,18.064,11.7355333333
595.82,10.1845333333,29.1759333333,21.7829333333,25.4100666666,10.5488666667,8.44346666667,10.4950666667,18.0580666667,11.701
596.16,10.1576666667,29.1547333333,21.7551333333,25.3978666667,10.5086,8.43746666667,10.4959333333,18.0476,11.6871333333
596.50,10.0894,29.0704666667,21.6947333333,25.3334,10.4389333333,8.371,10.4414,17.9689333333,11.6025333333
596.83,10.0724666667,29.0509333333,21.6649333333,25.3214,10.3960666667,8.3508,10.4267333333,17.9610666667,11.6076666667
597.17,10.0664666667,29.0624,21.6358666667,25.3182666667,10.3571333333,8.33046666667,10.4106666667,17.9412666667,11.5823333333
597.51,9.99893333334,28.9937333333,21.5840666667,25.2768,10.2857333333,8.27386666667,10.3496666667,17.8786,11.5132666667
597.84,10.0179333333,29.0006666667,21.5624666667,25.2573333333,10.2860666667,8.30206666667,10.3612666667,17.8942,11.5204
598.18,10.0582,29.0116,21.5759333333,25.2893333333,10.309,8.3456,10.4056,17.9033333333,11.5341333333
598.52,10.0638,28.9968666667,21.5438666667,25.2925333333,10.2946666667,8.3348,10.3962666667,17.9065333333,11.5214666667
598.85,10.0618666667,28.9357333333,21.5154666667,25.3164666667,10.2653333333,8.31806666667,10.3664666667,17.8564,11.4977333333
599.19,10.0560666667,28.8696666667,21.4805333333,25.2876666667,10.1898666667,8.26406666667,10.3281333333,17.806,11.4616666667
599.53,10.0349333333,28.8363333333,21.4256,25.2580666667,10.1408666667,8.25086666667,10.2784666667,17.7891333333,11.46
599.86,10.0752,28.8582666667,21.4193333333,25.2778666667,10.173,8.2946,10.2658666667,17.8037333333,11.4770666667
600.20,10.0635333333,28.9272666667,21.4154666667,25.302,10.1508,8.30226666667,10.2881333333,17.8191333333,11.5124666667
600.53,10.0466666667,28.9421333333,21.4164,25.3192666667,10.1419333333,8.28913333333,10.2778,17.8189333333,11.4859333333
600.87,10.0831333333,28.9443333333,21.44,25.3082666667,10.1968666667,8.35853333333,10.3090666667,17.8385333333,11.5703333333
601.21,10.0631333333,28.9105333334,21.4198666667,25.2956666667,10.1506666667,8.32173333333,10.2507333333,17.7954666666,11.5428666667
601.54,10.0993333333,28.9305333333,21.4629333333,25.3626666667,10.2018,8.36373333333,10.2742666667,17.8029333333,11.596
601.88,10.0859333333,28.9729333333,21.4908,25.3886666667,10.2303333333,8.39526666667,10.2866,17.8354,11.625
602.21,10.0764666667,29.0169333333,21.5362,25.3923333333,10.2684666667,8.445,10.2879333333,17.8478,11.6588666667
602.55,10.1377333333,29.0829333333,21.6352666667,25.4355333333,10.3660666667,8.53573333333,10.3556666667,17.928,11.7455333333
602.88,10.1576666667,29.1817333334,21.6927333333,25.488,10.4178666667,8.60206666667,10.3880666667,18.0092,11.8086666667
603.22,10.1499333333,29.2112,21.7483333333,25.502,10.4019333333,8.61453333334,10.3926,18.0087333333,11.8352
603.56,10.1400666667,29.2349333333,21.7643333333,25.5066666666,10.3914666666,8.61606666667,10.3924,18.0032,11.8654666667
603.89,10.1900666667,29.2441333333,21.7852,25.5590666667,10.4444,8.6604,10.41,18.0466,11.9163333333
604.23,10.2053333333,29.2757333333,21.8033333333,25.572,10.4253333333,8.67966666667,10.4243333333,18.0724,11.966
604.56,10.1812666667,29.1967333333,21.7671333333,25.5181333333,10.4047333333,8.6418,10.4053333333,18.0512666667,11.9416
604.90,10.1961333333,29.2112,21.7556666667,25.4987333333,10.4048,8.64953333333,10.4315333333,18.0346666667,11.9477333333
605.23,10.1352666667,29.1806666667,21.7136,25.4499333333,10.3399333333,8.5928,10.3726666667,17.9733333333,11.8921333333
605.57,10.1099333333,29.0923333333,21.6610666667,25.4130666667,10.2880666667,8.53893333333,10.3236,17.9242,11.828
605.90,10.0858,29.0252666666,21.604,25.3650666667,10.2584666667,8.51166666667,10.2862,17.8869333333,11.7913333333
606.24,9.96673333333,28.9682,21.5292,25.2808666667,10.1421333333,8.39313333333,10.1834,17.8132666666,11.7155333333
606.58,9.94606666666,28.8914,21.4760666667,25.2588666667,10.1084,8.33753333333,10.1554,17.7416,11.7002
606.91,9.93700000001,28.8488666667,21.4125333333,25.2204666667,10.097,8.32,10.1254666667,17.7174666667,11.6618666667
607.25,9.92246666666,28.8377333333,21.4156,25.2459333333,10.1074666667,8.31433333333,10.1572666667,17.7596,11.6745333333
607.58,9.97619999999,28.8363333333,21.4835333333,25.2438,10.1547333333,8.37493333333,10.2069333333,17.7682666667,11.7188666667
607.92,9.95553333333,28.7928666667,21.4504,25.2336666667,10.1748,8.3892,10.1994,17.7612666667,11.7129333333
608.25,9.94339999999,28.8295333333,21.4366,25.2860666667,10.1572666667,8.39926666667,10.2042666666,17.782,11.7334666667
608.59,9.97366666667,28.8832,21.485,25.3676666667,10.2196,8.4674,10.2308666667,17.8866666667,11.8175333333
608.92,10.0634,28.9556,21.5383333334,25.4322,10.3090666667,8.579,10.3272,18.0155333333,11.9214
609.26,10.0968,29.0006,21.5530666667,25.4144666667,10.3694666667,8.6358,10.3746,18.0235333333,12.0139333333
609.59,10.1089333333,28.9976,21.5354,25.4418666667,10.3870666667,8.6488,10.3830666667,18.0349333333,12.0207333333
