wavelength,Back_SchMelm,Belly_SchMelm,Breast_SchMelm,Crissum_SchMelm,Crown_SchMelm,DorTail_SchMelm,Rump_SchMelm,Throat_SchMelm,WingTip_SchMelm
576.56,13.1522666666,38.3401333333,28.8992666667,23.6196666667,11.922,8.89493333334,13.9643666667,8.28993333333,10.1548
576.90,13.2050666667,38.463,28.973,23.6987333333,11.9622,8.93846666667,14.0191666667,8.33846666667,10.2126666667
577.24,13.2556,38.5041333333,29.001,23.7387333333,12.0242,8.98366666665,14.0671,8.38813333334,10.2714
577.58,13.2711333333,38.5548,29.0395333333,23.7800666667,12.0411333333,9.01766666666,14.0830666667,8.4276,10.3077333333
577.92,13.2518666667,38.5419333334,28.9854,23.7239333333,12.0510666667,9.01733333334,14.0690666667,8.41826666667,10.2984666667
578.26,13.2962,38.5921333333,28.9774,23.7479333333,12.0963333333,9.04939999999,14.0832,8.44273333333,10.3293333333
578.60,13.2713333333,38.632,28.9779333333,23.7367333333,12.0849333333,9.04206666667,14.084,8.43586666667,10.3203333333
578.94,13.2389333333,38.6418,28.9746666667,23.7302,12.0563333333,9.01913333333,14.046,8.4112,10.3062
579.28,13.2127333333,38.6175333333,28.941,23.7293333333,12.0154,8.99793333335,14.0012333333,8.33953333333,10.2657333333
579.61,13.2084666667,38.6096666667,28.9196,23.7348,12.0360666667,9.01420000001,13.9977,8.35393333334,10.2805333333
579.95,13.2285333333,38.6406666667,28.9306666666,23.7475333333,12.0474,9.04460000001,13.9993,8.36293333333,10.3186666667
580.29,13.2323333333,38.6653333333,28.9644666667,23.7283333333,12.0607333333,9.03833333333,13.9801333333,8.34833333333,10.3198666667
580.63,13.2394666666,38.577,28.9137333333,23.6983333333,12.0870666667,9.06599999999,13.9888666667,8.36926666667,10.3312
580.97,13.2005333333,38.5262666667,28.9034666667,23.6554,12.0788666667,9.06266666667,13.9636666667,8.33626666667,10.3135333333
581.31,13.2207333333,38.5265333333,28.9107333333,23.6705333333,12.1390666667,9.07486666667,13.9662333333,8.347,10.3211333333
581.65,13.2786,38.6306,28.9831333333,23.762,12.205,9.13560000001,14.0178,8.42253333333,10.3944666667
581.98,13.1780666667,38.5726,28.9378,23.6994,12.1194666667,9.02026666666,13.9469666667,8.3474,10.336
582.32,13.1409333333,38.5116,28.8930666667,23.6596,12.0784666667,8.97153333332,13.9009,8.29606666667,10.3198666667
582.66,13.1711333333,38.5642,28.9284666667,23.6823333333,12.0974666667,9.01113333333,13.9539333333,8.3236,10.3573333333
583.00,13.1544666667,38.6002,28.9388666667,23.6674666667,12.0887333333,8.98946666667,13.9675,8.33073333334,10.3546666667
583.34,13.2114,38.6376666667,28.9886,23.7272,12.1228666667,9.02846666668,14.0150666667,8.37913333333,10.4097333333
583.68,13.221,38.6539333333,28.9968666667,23.7256,12.126,9.03340000001,14.0103,8.39786666667,10.4066666667
584.01,13.2126666667,38.6596666667,28.9815333333,23.7498,12.1048666667,9.0404,14.0008333334,8.42,10.4340666667
584.35,13.1988,38.6717333333,28.9454666667,23.7627333333,12.0738666667,9.03700000001,13.981,8.41666666667,10.4232
584.69,13.2004,38.7209333333,28.9344666667,23.7797333333,12.0429333333,9.00833333332,13.9410666667,8.42166666667,10.4051333333
585.03,13.1400666667,38.6381333333,28.8618,23.6925333333,11.9957333333,8.9442,13.8804333333,8.36753333333,10.3575333333
585.37,13.0482,38.5271333333,28.7653333333,23.607,11.9129333333,8.85606666667,13.8174,8.2902,10.2684
585.70,13.0778666667,38.5886,28.8203333333,23.6137333333,11.9562,8.8862,13.8404666667,8.31106666667,10.2962666667
586.04,13.1262,38.6779333333,28.8830666667,23.6884666667,12.0266666667,8.93646666667,13.8866333333,8.36406666666,10.3523333333
586.38,13.1724666667,38.696,28.924,23.7254,12.0756,8.96900000001,13.898,8.38073333333,10.3842
586.72,13.2547333333,38.6894,28.9508,23.7948,12.1638666667,9.05386666666,13.9545,8.46653333333,10.4757333333
587.06,13.1969333333,38.6040666667,28.8667333333,23.6846666667,12.0907333333,8.96999999999,13.8870333333,8.42153333333,10.412
587.39,13.0914,38.5030666667,28.7804,23.5898,12.0259333333,8.91240000001,13.8234666667,8.36873333333,10.3373333333
587.73,13.074,38.5079333333,28.7458666667,23.5594,12.0131333333,8.90146666667,13.7936,8.36673333334,10.3086666667
588.07,13.0705333333,38.5227333333,28.8044,23.5496,12.037,8.90893333335,13.8130666667,8.38586666667,10.3324666667
588.41,13.1115333333,38.5608,28.8584666667,23.5865333333,12.1118666667,8.99393333335,13.8858333333,8.44393333333,10.4035333333
588.74,13.1702,38.6418,28.9465333333,23.6643333333,12.1678,9.06806666665,13.9583333333,8.5094,10.4802
589.08,13.2746666667,38.7336,29.0210666667,23.7171333333,12.2314,9.14866666667,14.0277333334,8.59093333333,10.57
589.42,13.2772,38.7483333333,28.999,23.7314666667,12.2415333333,9.17593333332,14.0415,8.616,10.5837333333
589.76,13.2784666666,38.7615333333,28.9950666667,23.7228,12.2470666667,9.21033333335,14.0754666666,8.6448,10.5953333333
590.09,13.1723333333,38.724,28.8846666667,23.6598,12.1647333333,9.1158,13.9995666667,8.5726,10.5266666667
590.43,13.0621333334,38.659,28.8118666667,23.5342,12.0750666667,9.03700000001,13.901,8.4814,10.4513333333
590.77,13.0220666667,38.6986666667,28.8168,23.5553333333,12.0978666667,9.0134,13.88,8.45266666667,10.4466
591.11,13.1074,38.8012,28.8958666667,23.6406666667,12.1766,9.05866666665,13.9608666667,8.50726666667,10.5045333333
591.44,13.0975333333,38.8403333333,28.9256666667,23.6538666667,12.2092,9.07699999999,13.9975666667,8.51366666667,10.5387333333
591.78,13.1022,38.8652666667,28.9043333333,23.6506666667,12.2176666667,9.09206666666,13.9907333333,8.53186666667,10.5376666667
592.12,13.1049333333,38.8735333333,28.88,23.6578,12.2216666667,9.0838,13.9922666667,8.55533333334,10.5249333333
592.46,13.0673333333,38.8563333333,28.8354,23.623,12.2016666666,9.07566666668,13.9808,8.57313333333,10.5273333333
592.79,13.0104666667,38.8429333333,28.8056,23.6002666667,12.1680666667,9.03006666666,13.9398333333,8.5268,10.4822666667
593.13,12.9779333333,38.812,28.8042,23.6004,12.164,9.02873333333,13.9313333333,8.51126666667,10.4712
593.47,12.998,38.8327333333,28.8245333333,23.6321333333,12.1794666667,9.05273333333,13.9361,8.51973333333,10.476
593.80,13.0898,38.9030666667,28.922,23.7097333333,12.2782666667,9.12760000001,14.0144666667,8.5974,10.5418
594.14,13.1634666667,38.9991333333,29.0292666667,23.8125333333,12.3054666667,9.18960000001,14.0938666667,8.6854,10.6004666667
594.48,13.2429333333,39.0762666667,29.1086666667,23.8984666667,12.3631333333,9.30253333333,14.1900666667,8.77886666667,10.6729333333
594.81,13.2252666667,39.0609333334,29.0932666667,23.8818666667,12.3837333333,9.32466666667,14.1748666667,8.79433333333,10.6834666667
595.15,13.2076666667,39.0281333333,29.0597333333,23.8694,12.3339333333,9.28800000001,14.1416666667,8.7784,10.6461333333
595.49,13.218,39.0565333333,29.1108666667,23.9174,12.3446666667,9.30266666667,14.1593,8.77453333333,10.6738
595.82,13.2396666667,39.069,29.1394666667,23.9388,12.3279333333,9.30239999999,14.1386,8.7714,10.6801333333
596.16,13.2848666667,39.1335333333,29.1837333333,23.9839333334,12.3608666667,9.33273333332,14.1713666667,8.79773333333,10.6991333333
596.50,13.3042,39.1561333333,29.2219333333,24.0182,12.4022666667,9.38726666666,14.2154,8.8492,10.7418666667
596.83,13.3730666667,39.2072,29.2696666667,24.0482666667,12.456,9.44113333333,14.2709,8.92706666666,10.8006666667
597.17,13.4062,39.2535333333,29.3022,24.0931333333,12.4888666667,9.46873333333,14.311,8.97793333333,10.8477333333
597.51,13.3746666667,39.2274,29.2696666667,24.0578666667,12.4545333333,9.46153333333,14.2834333333,8.99006666667,10.854
597.84,13.4017333333,39.209,29.2418,24.0318,12.5092,9.49619999999,14.2814333333,9.0128,10.8792666667
598.18,13.3853333333,39.1561333333,29.2225333333,24.0094666667,12.5194666667,9.47653333333,14.2468333333,9.00433333333,10.8709333333
598.52,13.3916,39.1806,29.2146666667,24.0136666667,12.5149333333,9.48373333334,14.2554666667,9.01326666667,10.9032666667
598.85,13.425,39.2182666667,29.2487333333,24.0756666667,12.5689333334,9.52453333334,14.2834,9.03393333333,10.975
599.19,13.38,39.1904,29.1744,24.0329333333,12.5523333333,9.48826666668,14.239,9.0138,10.9402
599.53,13.3288666667,39.1720666667,29.1274,23.9782,12.5406666667,9.45373333332,14.2379666667,8.9996,10.9175333333
599.86,13.2713333333,39.1374,29.0920666667,23.958,12.5066666667,9.40106666667,14.1945666667,8.9578,10.9125333333
600.20,13.2625333333,39.0871333333,29.0296666667,23.9445333333,12.4812666667,9.37186666667,14.1499666667,8.93446666667,10.9002666667
600.53,13.1789333333,39.0063333334,28.9664666666,23.912,12.4029333333,9.32840000001,14.0701666667,8.86646666667,10.8349333333
600.87,13.1602666667,38.9619333333,28.9553333333,23.8578666667,12.3686,9.30193333333,14.0444,8.81713333333,10.8142
601.21,13.1511333333,38.9300666667,28.9782666667,23.8461333333,12.3596666667,9.28133333335,14.0409,8.8146,10.7994
601.54,13.0790666667,38.9249333333,28.9878,23.8493333333,12.2843333334,9.20246666667,14.0155,8.75513333333,10.7555333333
601.88,13.0624666666,38.9094666667,28.9575333333,23.8316666667,12.2096,9.16206666667,13.9938666667,8.7458,10.7332666667
602.21,13.0010666667,38.8459333333,28.9196666667,23.7854,12.1282666667,9.095,13.9380333333,8.7064,10.6524
602.55,12.9744,38.8266666667,28.9154,23.7424666667,12.1121333333,9.09153333334,13.9224333333,8.7214,10.6138
602.88,13.0362666667,38.8902,29.0024666667,23.8216666666,12.1483333333,9.13246666666,13.9769333333,8.76186666667,10.6676
603.22,13.0506666667,38.8652666667,29.0074666667,23.8388666667,12.1252666667,9.15220000001,13.973,8.77226666666,10.6796666667
603.56,13.0246,38.8186666667,28.9638,23.7955333333,12.0967333333,9.15119999999,13.9465333334,8.73926666667,10.6399333333
603.89,13.005,38.8182,28.9620666667,23.7828,12.08,9.12493333333,13.9165333333,8.7366,10.6300666667
604.23,12.9996,38.8268666667,28.9643333333,23.7492666667,12.0646666667,9.09846666668,13.9068666667,8.71113333333,10.629
604.56,12.9515333333,38.808,28.9446,23.7440666667,12.0477333333,9.08173333333,13.8958,8.70633333333,10.603
604.90,12.9074666667,38.817,28.901,23.7085333333,12.0088666667,9.05493333333,13.8462,8.66093333333,10.5609333333
605.23,12.8738,38.8224666667,28.8547333333,23.6866666667,11.9945333333,9.02553333333,13.8168,8.62373333333,10.5341333333
605.57,12.8282666667,38.7714666667,28.8156,23.6375333333,11.9706666666,9.00519999999,13.7767666667,8.58913333333,10.5031333333
605.90,12.8040666667,38.7944,28.8194666667,23.6302,11.9786,8.99506666665,13.7571,8.5792,10.4901333333
606.24,12.7570666667,38.7164666667,28.7589333333,23.5664666667,11.9272666667,8.93633333335,13.6953666667,8.51813333333,10.4312666667
606.58,12.6742666666,38.6143333333,28.6738666667,23.477,11.8561333334,8.86173333334,13.6169666667,8.44086666667,10.3861333333
606.91,12.6551333333,38.6116,28.6620666666,23.4617333333,11.8662,8.82093333333,13.5894,8.40906666667,10.3904666667
607.25,12.6978666667,38.6513333333,28.6924666667,23.5044666667,11.8975333333,8.85919999999,13.6283666667,8.4494,10.4453333333
607.58,12.6566666667,38.6415333333,28.659,23.4632,11.8566666667,8.85206666665,13.6135,8.4166,10.4176666667
607.92,12.6898,38.6310666667,28.6511333333,23.5078666667,11.9008,8.88533333332,13.6439333333,8.45913333333,10.4570666667
608.25,12.6652666667,38.5702,28.5844666667,23.4601333333,11.8778,8.845,13.5692333333,8.4318,10.4365333333
608.59,12.6860666667,38.5616,28.5846,23.5034666667,11.9012,8.8926,13.6010666667,8.47013333334,10.4634
608.92,12.6761333333,38.5220666667,28.5212666667,23.4654666667,11.8818666667,8.897,13.5805,8.47433333333,10.4515333333
609.26,12.6597333333,38.5145333334,28.5074,23.4680666666,11.8742,8.91479999999,13.5886666667,8.484,10.4702
609.59,12.695,38.4886,28.5126,23.4726666667,11.8900666667,8.93606666667,13.5950666667,8.5078,10.5184666667
609.93,12.7606666667,38.5598666667,28.5434666667,23.5579333333,11.9515333333,8.99993333334,13.6717,8.57573333333,10.616
610.26,12.7586666666,38.5596666667,28.5093333333,23.5589333334,11.9768,9.00260000001,13.6771333333,8.61026666667,10.5905333334
610.60,12.704,38.5521333333,28.4555333333,23.5272,11.9302,8.98553333333,13.6453666667,8.58973333333,10.5508
610.93,12.6566666667,38.5254,28.4079333333,23.4954,11.8864,8.90966666668,13.5977666667,8.5626,10.4943333333
611.27,12.6397333333,38.4712,28.3678666667,23.5169333333,11.8927333333,8.87140000001,13.5901333333,8.56366666667,10.4892666667
611.60,12.5589333333,38.421,28.3061333333,23.4620666667,11.8413333333,8.83246666666,13.5293333333,8.53993333333,10.4356666667
611.93,12.5207333333,38.3590666666,28.2520666667,23.4134666667,11.7818,8.80600000001,13.5056333333,8.5182,10.3900666667
612.27,12.4737333333,38.323,28.2193333333,23.3356,11.7266,8.72766666667,13.4531333333,8.47613333333,10.3746
612.60,12.4821333333,38.3731333333,28.2646666667,23.3784666667,11.715,8.71813333334,13.4639,8.4932,10.3957333333
612.94,12.4559333334,38.3560666667,28.2012666667,23.3350666667,11.6730666667,8.6598,13.4099666667,8.44373333333,10.3601333333
613.27,12.4607333333,38.3663333333,28.1894666666,23.3646,11.6716,8.65666666667,13.4330333333,8.45406666667,10.3753333333
613.61,12.4200666667,38.3406,28.1618666667,23.3005333333,11.6398,8.6316,13.385,8.45266666667,10.3531333333
613.94,12.4348,38.3404,28.1819333333,23.2949333333,11.6354,8.64933333333,13.3937,8.48133333333,10.3826
614.28,12.5346666667,38.3576,28.222,23.3692,11.7214,8.71913333333,13.4705333333,8.5668,10.4461333333
614.61,12.5373333333,38.3461333333,28.2024,23.3862666667,11.7254,8.76300000001,13.4824,8.58753333334,10.4614666667
614.94,12.5419333333,38.3459333333,28.1992,23.3002,11.6793333333,8.79073333333,13.4670666667,8.57273333333,10.4550666667
615.28,12.6433333333,38.4336,28.2417333333,23.368,11.7365333333,8.82873333332,13.5063,8.6226,10.4946
615.61,12.7704,38.6038,28.3676666667,23.495,11.8486,8.94666666667,13.6119,8.71313333333,10.6253333334
615.95,12.809,38.6511333333,28.3839333333,23.5566666667,11.9263333333,8.98380000001,13.6596666667,8.7512,10.644
616.28,12.7628666667,38.6141333333,28.3225333333,23.5279333333,11.8982,8.94553333333,13.6187333333,8.7056,10.6282
616.61,12.8766666667,38.7792,28.4638,23.6749333333,12.0076666666,9.05979999999,13.7376,8.80173333333,10.7396
616.95,12.9020666667,38.8009333333,28.4686,23.659,12.0313333333,9.10213333332,13.7502,8.81,10.7358666667
617.28,12.9046,38.8048,28.5127333333,23.7013333333,12.0172,9.1188,13.7649333333,8.80486666667,10.7477333333
617.62,12.8900666667,38.8362666667,28.537,23.7068,12.0313333333,9.14213333333,13.7943333333,8.82166666667,10.7692666667
617.95,12.8013333334,38.8262,28.4793333333,23.6329333333,11.9307333333,9.09253333333,13.7086666667,8.7406,10.7093333333
618.28,12.7815333333,38.814,28.5115333333,23.6208,11.9067333333,9.06066666666,13.6698333333,8.717,10.7224666667
618.62,12.8238666667,38.8918,28.5297333333,23.7006,11.9612,9.07720000001,13.7061333333,8.75673333333,10.7520666667
618.95,12.8151333333,38.9574666667,28.57,23.7168666667,11.9514666667,9.07746666666,13.7497,8.75573333333,10.7994
619.28,12.8052,38.9483333334,28.5628,23.7270666667,11.9298666667,9.03620000001,13.7272333333,8.7668,10.7854
619.62,12.8595333333,38.9890666667,28.5675333333,23.7500666667,11.9320666667,9.11173333333,13.7622666667,8.8332,10.8575333333
619.95,12.9432666667,39.0214,28.6238666667,23.804,12.0156,9.1944,13.8294333333,8.9194,10.9097333333
620.28,12.9352666666,39.0254,28.6054,23.7668,12.0092,9.19013333334,13.8100333333,8.93006666667,10.9032666667
620.62,12.8751333333,38.9780666667,28.5643333333,23.7951333333,11.9588666667,9.13153333333,13.7828666667,8.9116,10.8863333333
620.95,12.8165333333,38.8939333333,28.4738,23.6872666667,11.8886666667,9.06326666667,13.6926333333,8.8326,10.7857333333
621.28,12.7810666667,38.8423333333,28.3996666667,23.6372666667,11.8042666667,8.99393333334,13.6213333333,8.749,10.7197333333
621.62,12.8599333333,38.9118666667,28.4852,23.7346666667,11.9092666667,9.03826666667,13.7378333334,8.85086666667,10.8066666667
621.95,12.9769333333,39.0082666667,28.5342,23.7878666667,11.999,9.11979999999,13.8273666667,8.9512,10.8708
622.28,12.9651333333,38.9717333333,28.5446666667,23.7618,11.993,9.12113333332,13.8371333333,8.95926666667,10.8738666667
622.62,12.9336666667,38.9221333333,28.5008,23.7198666667,11.9546,9.12013333333,13.8197333333,8.95706666666,10.8241333333
622.95,12.882,38.9373333333,28.4587333333,23.6825333333,11.953,9.12013333333,13.8439666667,8.9452,10.8327333333
623.28,12.8701333333,38.8819333333,28.4799333333,23.7002666667,11.9622,9.09573333333,13.8488,8.94513333333,10.8294
623.62,12.9134,38.9916666667,28.5754,23.7722,12.0064666667,9.14466666666,13.9150666667,9.02593333333,10.8978
623.95,12.9041333333,38.9824,28.6010666667,23.7818,11.9930666667,9.14866666667,13.9163,9.01639999999,10.9057333333
624.28,12.9788666667,39.0946666667,28.6620666667,23.7733333333,12.0336,9.20913333334,13.9543,9.08046666667,10.9672666667
624.62,13.0420666667,39.1989333333,28.7553333333,23.8868666667,12.1173333333,9.30633333332,14.0865333333,9.16493333334,11.0675333333
624.95,13.112,39.2943333333,28.8410666667,23.9492,12.1934,9.39539999999,14.1408333333,9.24820000001,11.1642
625.28,13.1185333333,39.3064,28.8508666667,23.9650666667,12.2028,9.43466666668,14.1399666667,9.25933333334,11.2066
625.61,13.0599333333,39.35,28.8446,23.9524,12.1804,9.41100000001,14.133,9.21206666666,11.179
625.95,13.0461333333,39.3733333333,28.836,24.0012,12.1958,9.41326666667,14.1191333333,9.20366666666,11.1814666667
626.28,13.0826666667,39.3766,28.8667333333,24.0566666667,12.2547333333,9.47113333333,14.1594,9.249,11.2322666667
626.61,13.1066,39.3536666667,28.8851333333,24.055,12.2568,9.46460000001,14.1401,9.26259999999,11.2409333333
626.94,13.2064666667,39.4532666667,28.9788666667,24.1281333333,12.3329333333,9.54773333333,14.2332,9.333,11.3365333333
627.28,13.1726666667,39.3914666667,28.9271333333,24.1052666667,12.3229333333,9.55606666667,14.2194666667,9.29713333333,11.3268
627.61,13.1914,39.3816666667,28.8968,24.0909333333,12.3466666667,9.56039999999,14.2546666667,9.34306666667,11.3421333333
627.94,13.2014666667,39.3199333333,28.8747333333,24.1045333333,12.3915333333,9.59526666667,14.2743333333,9.37113333334,11.3664666667
628.27,13.2712,39.4083333333,28.9274,24.1608666667,12.4868666667,9.66413333335,14.3257333333,9.45700000001,11.4517333333
628.61,13.2576,39.4105333333,28.9072,24.1704666667,12.5072,9.65693333333,14.3464333333,9.46246666667,11.4523333333
628.94,13.2035333333,39.3318,28.8702,24.0906,12.4739333333,9.64046666666,14.3034666667,9.4292,11.3953333333
629.27,13.1596666666,39.2404666667,28.8196,24.043,12.4317333333,9.63573333332,14.2527666667,9.428,11.3802
629.60,13.2188,39.2822,28.8515333333,24.0529333333,12.4776,9.70053333333,14.3079666667,9.49353333333,11.4465333333
629.94,13.2501333333,39.3528666667,28.8281333333,24.0672666667,12.492,9.70033333334,14.3284,9.52719999999,11.5012
630.27,13.2553333333,39.4218666667,28.8644,24.1126,12.5624,9.7432,14.3734,9.57606666665,11.5308
630.60,13.1259333333,39.3644666667,28.751,24.0191333333,12.4604,9.66453333334,14.2804666667,9.46120000001,11.4444666667
630.93,13.1268,39.3281333333,28.7554,23.9966666667,12.428,9.64453333333,14.2543666667,9.47266666666,11.4464
631.26,13.112,39.3491333333,28.7487333333,24.0126,12.4416,9.64639999999,14.2541666667,9.47160000001,11.4374666667
631.60,13.0283333334,39.374,28.7292666667,23.9889333333,12.3989333333,9.59286666667,14.2313666667,9.41553333333,11.416
631.93,12.9554666667,39.2840666667,28.6575333334,23.9267333333,12.3396,9.54033333334,14.1750666667,9.36153333333,11.3696666666
632.26,12.9548,39.2866666667,28.6509333333,23.9386,12.3286666667,9.59193333332,14.1748,9.373,11.3894
632.59,12.9888,39.3393333333,28.6862666667,23.9494,12.3440666667,9.60186666667,14.2060333333,9.4148,11.4524
632.92,13.0758,39.3983333333,28.7686666667,24.0317333333,12.4398666667,9.64559999999,14.2739333333,9.49379999999,11.5362666667
633.26,13.0934,39.415,28.8081333333,24.0443333333,12.4868,9.66406666666,14.3121666667,9.5404,11.5828
633.59,13.0522666667,39.3416,28.8196,24.0274,12.4646,9.63793333333,14.2714333333,9.52326666667,11.5615333333
633.92,13.1078,39.4033333333,28.8679333333,24.0793333333,12.498,9.72966666667,14.3515,9.58346666667,11.6318
634.25,13.1715333333,39.4096,28.9586666667,24.1495333333,12.5558,9.79206666667,14.3806333333,9.68413333334,11.6846666667
634.58,13.2094666667,39.549,29.0152666667,24.1716,12.6170666666,9.85519999999,14.4123333333,9.7654,11.728
634.91,13.2808,39.6552,29.0999333333,24.2566666667,12.6531333333,9.93159999999,14.4347,9.81226666667,11.8044
635.25,13.3622,39.7243333333,29.1788,24.3402,12.7418,10.0114,14.5198,9.89660000001,11.8919333333
635.58,13.4263333333,39.8419333333,29.2284,24.3825333333,12.7738666667,10.0296666667,14.5744,9.94153333332,11.9262
635.91,13.5163333333,39.9528666667,29.3302666667,24.4296666667,12.8327333333,10.0864666667,14.6537666667,10.0108,11.9761333333
636.24,13.558,40.0490666667,29.4152,24.5497333333,12.9168666667,10.1273333333,14.7141333333,10.0711333333,12.0115333333
636.57,13.594,40.0722666667,29.4626666667,24.5489333333,12.9565333333,10.2243333333,14.7805666667,10.1570666667,12.066
636.90,13.5781333333,40.0536666667,29.4544,24.5557333333,12.9325333333,10.2327333333,14.7799,10.1443333333,12.0318666667
637.23,13.5899333333,40.0864,29.4994,24.5514,12.9409333333,10.2763333333,14.8131666667,10.1546666667,12.0512
637.56,13.4307333333,39.9461333333,29.3639333333,24.3886,12.7939333333,10.13,14.6506,9.99613333334,11.8683333333
637.90,13.3272666667,39.9245333333,29.2808,24.3212,12.7119333333,10.0481333333,14.5815,9.90866666667,11.7688666667
638.23,13.2652,39.827,29.2104666667,24.2825333333,12.6560666667,9.97519999999,14.5518,9.82573333332,11.7626666667
638.56,13.1718,39.7750666667,29.2083333333,24.2201333333,12.6136,9.90486666667,14.5342,9.76613333333,11.7210666667
638.89,13.1624,39.8312666667,29.2502666667,24.1901333333,12.5478,9.88766666667,14.5081,9.73333333334,11.6913333333
639.22,12.9832,39.6475333333,29.1128666667,24.0462,12.3851333333,9.76346666666,14.3332333333,9.58473333333,11.5587333333
639.55,12.8925333333,39.5066,29.0276666667,23.9895333333,12.3281333333,9.69853333333,14.272,9.52106666667,11.5443333333
639.88,12.8273333333,39.4543333333,28.9432,23.9112666667,12.2543333333,9.653,14.2313,9.44393333333,11.5134666667
640.21,12.6504666666,39.4108,28.8219333333,23.8508666667,12.1233333333,9.45966666666,14.0786,9.24193333333,11.3893333333
640.54,12.4981333333,39.3078666667,28.7216,23.6889333333,11.9792666667,9.28846666667,13.907,9.08779999999,11.2990666667
640.87,12.4012666667,39.2409333333,28.6228,23.5857333333,11.9043333333,9.20026666667,13.8078333333,9.03566666666,11.2434
641.20,12.5273333333,39.2998,28.7205333333,23.7041333333,12.0176666667,9.25586666667,13.9000666667,9.18300000001,11.4120666667
641.53,12.5988,39.2993333333,28.7087333333,23.6996,12.039,9.22006666667,13.9312,9.24253333334,11.4583333333
641.87,12.6578666667,39.3046666667,28.7446666667,23.7552,12.0760666667,9.26933333333,13.9647333333,9.29953333333,11.4634
642.20,12.6448,39.2484,28.6798666667,23.6716,12.0716,9.27013333332,13.9008333333,9.30466666666,11.4108666667
642.53,12.5946,39.1272,28.5472666667,23.5868666667,12.0271333333,9.18606666666,13.8468666667,9.27019999999,11.3458666667
642.86,12.7347333333,39.1764666667,28.6198666667,23.6708,12.1552,9.26746666667,13.9524,9.40333333333,11.4544
643.19,12.7009333333,39.1452,28.5904666667,23.6658,12.1654666667,9.23833333334,13.9242666667,9.39526666667,11.3343333333
643.52,12.6387333333,39.1120666667,28.582,23.5894,12.0778,9.1712,13.8298333333,9.36126666667,11.2285333333
643.85,12.6622,39.0878666666,28.6022666667,23.5721333334,12.0714,9.23986666666,13.8311666667,9.41673333333,11.2236
644.18,12.7107333333,39.2368,28.7132,23.7045333333,12.1668666667,9.36166666667,13.9072333333,9.52866666667,11.2964
644.51,12.7118666667,39.3162666667,28.7678666667,23.7644,12.1818666667,9.37506666667,13.9268,9.51246666667,11.2678666667
644.84,12.7105333333,39.313,28.7832,23.7890666667,12.171,9.39880000001,13.9325666667,9.48840000001,11.2714666667
645.17,12.7244,39.3662666667,28.8003333333,23.8303333333,12.2214,9.46006666667,13.9389,9.49000000001,11.2870666667
645.50,12.7101333333,39.4365333333,28.8679333333,23.8808666667,12.2592666667,9.4618,13.954,9.46946666665,11.2697333333
645.83,12.7004666666,39.4,28.8713333333,23.9418,12.2702666667,9.4584,13.9884,9.47086666666,11.3088
646.16,12.7919333333,39.5073333333,29.0160666667,24.0643333333,12.3682,9.57586666666,14.0186333333,9.55433333333,11.3465333333
646.49,12.7680666667,39.5650666667,29.0202666667,24.0814,12.3766666667,9.61833333335,14.0368,9.55980000001,11.3658666667
646.82,12.772,39.6538,29.0481333333,24.1216,12.3410666666,9.57379999999,14.0023,9.55273333333,11.4277333333
647.15,12.8138,39.6304,29.0288,24.2061333333,12.4126,9.59979999999,14.0422333333,9.57199999999,11.4720666667
647.48,12.8776666667,39.7024666667,29.0714,24.2666666667,12.4698666667,9.63126666667,14.0880333333,9.58119999999,11.5171333333
647.81,12.8315333333,39.6658666667,29.0414,24.2460666667,12.4212666667,9.60026666668,14.0329333333,9.49826666666,11.4628666667
648.14,12.7459333333,39.4702,28.9320666667,24.1839333333,12.3516,9.52399999999,13.9550333333,9.44933333333,11.4042666667
648.47,12.5152,39.2762,28.7216666667,23.9724666667,12.108,9.33700000001,13.7355333333,9.21946666667,11.1931333333
648.80,12.4416666667,39.2718,28.6958,23.9626,12.0996,9.39633333333,13.7418333333,9.18820000001,11.1955333333
649.13,12.4086666667,39.2217333333,28.6369333333,23.9136,12.0376666667,9.34966666667,13.6792333333,9.1344,11.2018
649.46,12.3106666667,39.1514666667,28.5555333333,23.8238,11.9150666667,9.19266666667,13.5687,9.0224,11.0830666667
649.79,12.1612,39.0466666667,28.4312,23.6738666666,11.7498666667,9.05019999999,13.4607333333,8.90706666667,11.0144
650.11,12.0864,38.9716,28.3486666667,23.5899333333,11.6825333333,8.94933333333,13.3716666666,8.85226666667,10.9649333333
650.44,12.0106,38.9135333333,28.3137333333,23.4939333333,11.6628666667,8.88606666665,13.3265,8.7976,10.9591333333
650.77,11.9830666667,38.9444666667,28.2365333333,23.4525333333,11.6352666667,8.91206666667,13.2793666667,8.798,10.9876
651.10,11.9614,38.9575333333,28.231,23.4479333333,11.6562666667,8.89213333334,13.3006333333,8.83053333333,11.0062
651.43,12.0572,39.0035333333,28.2470666667,23.4929333333,11.6934666667,8.90879999999,13.3893,8.8828,11.0925333333
651.76,12.2002,39.1308666667,28.3808666667,23.5878,11.8181333333,9.07733333333,13.5114333334,8.9874,11.2211333334
652.09,12.3923333333,39.3290666666,28.5618666667,23.7563333333,12.0187333333,9.28820000001,13.7199,9.17979999999,11.3732666667
652.42,12.4402666667,39.3820666667,28.6665333333,23.8272666667,12.0353333333,9.23773333333,13.7214,9.25086666666,11.4378
