wavelength,Back_SchMelm,Belly_SchMelm,Breast_SchMelm,Crissum_SchMelm,Crown_SchMelm,DorTail_SchMelm,Rump_SchMelm,Throat_SchMelm,WingTip_SchMelm
335.74,11.3574,20.2221333334,17.9169333333,16.4895333334,9.12046666667,7.76293333333,11.2334666667,5.8286,8.32866666667
336.11,11.3068,20.2725333333,17.9326,16.412,9.10839999999,7.75573333333,11.1973,5.8146,8.2614
336.47,11.0336666667,20.0770666667,17.684,16.1934666667,8.8198,7.40626666667,10.9333,5.50286666667,7.85306666666
336.84,10.9957333333,20.1012,17.7948666667,16.1422666667,8.74046666666,7.23666666667,10.8595333333,5.4504,7.6854
337.21,11.0967333333,20.2289333333,17.8759333333,16.2021333333,8.77959999999,7.21713333333,10.9234666667,5.55966666667,7.70593333333
337.57,11.1554666667,20.3650666667,17.8748666667,16.2905333333,8.8692,7.2444,10.9882,5.57753333333,7.67206666667
337.94,11.2124666667,20.6038,18.0462,16.4216,8.97306666667,7.3766,11.1478333333,5.76033333333,7.71673333333
338.31,11.2224666667,20.6777333333,18.1393333333,16.4024666667,9.00720000001,7.38193333333,11.1453666667,5.81026666667,7.64913333333
338.67,10.937,20.4434,17.9072666667,16.2178666667,8.68653333333,7.13066666667,10.9533333333,5.55406666667,7.34553333333
339.04,10.9594,20.3935333333,17.9336666667,16.2076666667,8.62886666667,7.0202,10.9234666667,5.50986666667,7.27726666667
339.40,11.0154,20.4321333333,18.0454,16.2717333333,8.65866666666,7.11693333333,10.9254,5.54153333333,7.27753333333
339.77,11.0296666667,20.4604666667,18.1292666667,16.2583333333,8.67659999999,7.19446666667,10.9483666667,5.50933333333,7.23873333333
340.14,11.1064,20.6656666667,18.3196666666,16.4023333333,8.80806666667,7.39913333333,11.0956666667,5.65553333333,7.424
340.50,11.2520666667,20.9342666667,18.5955333333,16.6405333333,9.03026666667,7.60106666667,11.3146,5.85986666667,7.70606666667
340.87,11.3280666667,21.0124,18.5716666667,16.6666,9.11333333332,7.7234,11.3877,5.9292,7.86786666667
341.23,11.314,20.9923333333,18.6611333333,16.7248,9.15093333333,7.7774,11.3838,5.892,7.92386666666
341.60,11.297,21.0482666667,18.7354,16.69,9.12179999999,7.73086666667,11.4251333333,5.9212,7.9336
341.96,11.3074,21.1323333333,18.7348666667,16.7156,9.14519999999,7.71906666667,11.3753333333,5.87306666667,7.95086666667
342.33,11.3969333333,21.2517333333,18.8093333333,16.7928,9.18226666666,7.79713333333,11.4357666667,5.88633333333,7.97060000001
342.70,11.5523333333,21.5316,19.0591333333,16.9861333334,9.34360000001,7.93453333333,11.5173,6.01586666667,8.10419999999
343.06,11.5711333333,21.6291333333,19.1806666667,17.0188666667,9.4382,8.06933333333,11.5625,6.091,8.14546666667
343.43,11.6614,21.7958,19.2941333333,17.1184666667,9.55246666666,8.10246666667,11.663,6.16933333333,8.21919999999
343.79,11.978,22.1272,19.5974666667,17.4587333333,9.8196,8.38293333334,11.9653333333,6.4752,8.47766666667
344.16,12.033,22.1691333333,19.5963333333,17.418,9.80826666667,8.29046666667,11.9576,6.4518,8.4218
344.52,12.0544,22.2001333333,19.5656666667,17.3722,9.79646666668,8.33366666665,12.0013333333,6.47873333333,8.29933333334
344.89,12.1037333333,22.3559333334,19.7000666667,17.5226666667,9.96846666666,8.50113333333,12.1764666666,6.5854,8.35353333333
345.25,12.0103333333,22.3395333333,19.6696666667,17.4279333333,9.86433333333,8.46260000001,12.0886,6.46913333333,8.17033333333
345.62,12.019,22.4005333333,19.7342666667,17.5241333333,9.86813333333,8.52106666667,12.1126666667,6.4486,8.18126666667
345.99,11.8836,22.2350666667,19.6938666667,17.3806,9.71966666665,8.36513333333,11.9633333333,6.29726666667,7.98666666666
346.35,11.6972666667,22.1908,19.6345333333,17.3028666667,9.60559999999,8.261,11.8599333333,6.17026666667,7.85973333333
346.72,11.5906666666,22.1317333333,19.5849333333,17.1896666667,9.54860000001,8.19826666667,11.8375666667,6.1164,7.76233333333
347.08,11.4132666667,22.155,19.451,17.1183333333,9.33746666667,8.00753333333,11.7495666667,5.924,7.54086666667
347.45,11.2727333333,22.136,19.4123333333,17.0559333333,9.17493333333,7.84593333333,11.6823333333,5.8176,7.4094
347.81,10.9972,22.0956666667,19.2438,16.8704666667,8.93093333333,7.60866666666,11.4874666667,5.57993333333,7.15086666667
348.18,11.0288,22.1770666667,19.3528,16.9624,8.95399999999,7.7082,11.5105,5.58153333333,7.16713333333
348.54,10.9852,22.2073333333,19.4012666667,17.0166,8.92673333333,7.71006666667,11.4132333333,5.52506666667,7.152
348.91,10.9756666667,22.2160666667,19.4999333333,17.0101333334,8.8728,7.60693333333,11.3505,5.44346666667,7.10206666667
349.27,11.0126666667,22.3207333334,19.5080666667,17.1014666667,8.87553333333,7.5892,11.4068,5.49833333333,7.1728
349.64,11.0340666667,22.4343333333,19.5601333333,17.109,8.9146,7.52006666667,11.4255,5.5304,7.11446666667
350.00,11.3634666667,22.7588,19.8016666667,17.4064,9.20233333334,7.83453333333,11.7998333333,5.84266666667,7.39786666667
350.37,11.5427333333,22.8743333333,19.9161333333,17.5529333333,9.35939999999,7.95766666667,11.9484333333,5.97466666667,7.54593333333
350.73,11.6383333333,23.0166666667,20.0743333333,17.6509333333,9.46439999999,8.03919999999,12.0606666667,6.03906666667,7.6726
351.10,11.8412,23.1726666667,20.3018,17.823,9.69513333333,8.24280000001,12.2617,6.22926666667,7.9302
351.46,11.88,23.2443333333,20.3517333333,17.8701333334,9.73546666666,8.34466666667,12.2899,6.1944,7.93606666667
351.83,11.8300666667,23.218,20.3268666667,17.8768,9.69906666666,8.22940000001,12.2222333333,6.1112,7.87213333333
352.19,11.7533333333,23.2679333333,20.3028,17.9215333333,9.68813333333,8.14539999999,12.2050666667,6.12413333333,7.77366666667
352.55,11.7686,23.4069333333,20.3899333333,17.9608,9.69613333333,8.07446666665,12.2946,6.0874,7.76893333333
352.92,11.7018666667,23.4878,20.3587333333,17.9228666667,9.58706666666,8.01486666666,12.2494333333,6.04446666667,7.70613333333
353.28,11.6264666667,23.4433333333,20.3528,17.821,9.48020000001,7.88166666667,12.1542333333,5.91446666667,7.57186666667
353.65,11.5167333333,23.4326666667,20.4093333333,17.8016666667,9.41006666667,7.80126666667,12.1086333333,5.80926666667,7.52333333333
354.01,11.4583333334,23.4912666667,20.473,17.873,9.39360000001,7.6776,12.0466,5.72786666667,7.4878
354.38,11.4824666667,23.6503333333,20.6599333333,17.955,9.4212,7.71766666667,12.0828,5.75926666667,7.50986666667
354.74,11.4518,23.6392,20.6628666667,17.9837333333,9.39473333333,7.6884,11.9977666667,5.72986666667,7.4722
355.11,11.4063333333,23.6219333333,20.6980666667,17.9826,9.33273333333,7.65406666667,11.9131666667,5.68966666667,7.3936
355.47,11.4625333333,23.6914,20.8104,17.9966,9.36406666667,7.65213333333,11.8788666667,5.705,7.41406666667
355.83,11.6292666667,23.8270666667,21.0276666667,18.0926,9.48706666667,7.81873333333,12.0019333333,5.82246666667,7.58046666667
356.20,11.6070666666,23.8074,21.0638,18.0798666667,9.44033333334,7.75566666667,11.9545666667,5.75593333333,7.5562
356.56,11.6438,23.8468,21.1764666667,18.1274,9.4598,7.7816,11.969,5.78706666667,7.564
356.93,11.7334666667,23.8079333333,21.2064,18.1712,9.52626666667,7.85253333333,12.0338,5.8302,7.61013333333
357.29,11.8609333333,23.9869333333,21.3416666667,18.3672,9.70079999999,7.97340000001,12.1706333333,5.94406666667,7.70506666667
357.66,12.0509333333,24.1764666667,21.4813333333,18.5226666667,9.82033333333,8.12640000001,12.2836333333,6.0954,7.89073333334
358.02,12.1615333333,24.3067333333,21.5957333333,18.557,9.89680000001,8.26326666665,12.3912666667,6.1802,7.99600000001
358.38,12.0638666667,24.2025333333,21.4632,18.4546,9.77313333334,8.14786666666,12.2591666667,6.0742,7.87386666666
358.75,12.0648,24.2740666667,21.538,18.5093333333,9.75773333334,8.11066666667,12.3317333333,6.10426666667,7.82613333333
359.11,12.0126,24.2928,21.5264,18.4921333333,9.70666666667,8.01033333333,12.2879,6.03346666666,7.7676
359.48,12.0528,24.4496,21.5991333333,18.5981333333,9.75766666666,8.06013333333,12.3921666667,6.0864,7.81666666666
359.84,12.0001333333,24.4338,21.592,18.5942666667,9.75566666667,8.03966666667,12.3625,6.09026666667,7.80346666667
360.20,11.9972666667,24.4347333333,21.6064666667,18.5941333333,9.73506666667,8.04033333333,12.3555,6.0618,7.78679999999
360.57,11.9533333333,24.3887333333,21.5781333333,18.5770666667,9.69186666667,7.99573333333,12.3244333333,6.03286666667,7.7534
360.93,12.0074666667,24.5639333333,21.7249333333,18.6829333333,9.74480000001,8.02566666667,12.3825333333,6.06653333333,7.7952
361.29,11.9595333333,24.5514666667,21.6873333333,18.6072666667,9.70786666667,7.9918,12.3551,6.05486666667,7.78126666667
361.66,11.9535333333,24.5676666667,21.7179333333,18.6328666667,9.70986666666,7.99253333333,12.3828666667,6.09026666667,7.75786666667
362.02,11.9186,24.5615333333,21.7262,18.6354,9.64800000001,7.92473333333,12.3612,6.03346666667,7.73753333333
362.39,11.9504666667,24.6723333333,21.8302666667,18.7096666667,9.70319999999,7.92393333333,12.4267,6.0492,7.80013333333
362.75,11.9396666667,24.6756,21.7753333333,18.6638666667,9.68493333333,7.8872,12.3519666667,5.969,7.7846
363.11,12.0851333333,24.8626666667,21.9013333333,18.7828,9.86353333332,7.99266666665,12.5113666667,6.07826666667,7.91786666667
363.48,12.0838,24.8214666667,21.8922,18.7942,9.85993333333,7.98813333333,12.5437,6.1134,7.92273333333
363.84,12.0568666667,24.8680666667,21.8872,18.769,9.85746666667,7.95360000001,12.5458,6.10753333333,7.89693333333
364.20,11.9720666667,24.869,21.8542,18.6627333333,9.77393333333,7.80753333334,12.4761,6.0188,7.76966666667
364.57,12.0736666667,25.0324,21.9306666667,18.7113333333,9.85966666666,7.85773333333,12.5323666667,6.0816,7.87
364.93,11.922,24.8804,21.7726,18.5367333333,9.74453333332,7.6504,12.3607666667,5.9214,7.7038
365.29,11.8868666667,24.867,21.7984,18.5125333333,9.68453333335,7.57646666667,12.2887666667,5.8168,7.63973333333
365.66,11.8535333333,24.9546,21.8092,18.4768,9.67439999999,7.52293333333,12.2386,5.73853333333,7.62033333333
366.02,11.7674,24.9004,21.7582,18.3854,9.62273333335,7.43606666667,12.1464666667,5.67113333333,7.46806666667
366.38,11.7692666667,24.8772,21.7666666667,18.3554666667,9.58553333333,7.41593333333,12.1045333333,5.64513333333,7.4058
366.75,11.7537333333,24.9314666667,21.7956666667,18.3928,9.56280000001,7.4058,12.1131,5.64226666667,7.38273333333
367.11,11.6348,24.8802666667,21.7418666667,18.3367333333,9.42133333334,7.3224,12.0232,5.5562,7.2506
367.47,11.5233333333,24.8819333334,21.7146,18.2635333333,9.33253333333,7.15033333333,11.8896,5.42213333333,7.15393333333
367.84,11.5980666667,24.9722666667,21.7873333333,18.3334666666,9.32786666667,7.16173333333,11.9162333333,5.39486666667,7.16586666667
368.20,11.7473333333,25.1742666667,21.9570666667,18.5342666667,9.49379999999,7.31646666667,12.0772333333,5.52426666666,7.35406666667
368.56,11.6816,25.1912666667,21.9553333333,18.5430666667,9.45973333334,7.28226666667,12.0518666667,5.4622,7.263
368.93,11.6968666667,25.3334,22.0522666667,18.6215333334,9.45386666668,7.2922,12.1082666666,5.50286666667,7.28153333334
369.29,11.7543333333,25.4802666667,22.2117333333,18.7249333333,9.54340000001,7.35613333333,12.2319333333,5.62286666666,7.3718
369.65,11.6464,25.3556,22.156,18.6582666667,9.47540000001,7.29173333333,12.1308,5.51706666667,7.2468
370.01,11.6329333333,25.4454,22.16,18.7262,9.43239999999,7.2806,12.1191666667,5.54846666667,7.2672
370.38,11.7145333333,25.5794,22.2462,18.7944,9.45293333333,7.2902,12.1949,5.57533333333,7.29973333333
370.74,11.7348,25.6476,22.3189333333,18.7917333333,9.43979999999,7.25873333333,12.2250666667,5.54793333333,7.32453333333
371.10,11.7762666667,25.7290666667,22.417,18.8235333333,9.45900000001,7.26906666667,12.2515,5.54333333333,7.33826666667
371.46,11.8798666667,25.8348,22.5087333333,18.8842,9.54740000001,7.35673333333,12.3722333333,5.6526,7.38953333333
371.83,11.8292,25.8039333333,22.4900666667,18.865,9.49906666667,7.28926666667,12.3382666667,5.636,7.32166666667
372.19,11.8226666667,25.8332666667,22.462,18.8310666667,9.45966666667,7.2572,12.3127,5.63826666667,7.2918
372.55,11.8854666667,25.9017333333,22.5517333333,18.8709333333,9.48486666667,7.23746666667,12.3506666667,5.69446666667,7.3244
372.92,11.9560666667,25.9582666667,22.5919333333,18.9523333333,9.52866666668,7.29893333333,12.4190333333,5.70926666667,7.36426666666
373.28,11.9221333333,25.9764,22.5496,18.9596,9.46346666667,7.25726666667,12.3488,5.63186666667,7.26533333333
373.64,11.9177333333,26.0532,22.5606,18.9408,9.40246666667,7.15466666667,12.3200333333,5.57913333333,7.20766666667
374.00,11.9129333334,26.1676,22.647,18.9208666666,9.4012,7.15673333333,12.3355333333,5.5014,7.22366666667
374.37,11.8579333333,26.248,22.6483333333,18.9446,9.41126666667,7.15893333333,12.3060333333,5.50133333333,7.20133333333
374.73,11.8366,26.2412666667,22.6422,18.9792666667,9.3942,7.13913333333,12.2571666667,5.51613333333,7.15606666667
375.09,11.8396,26.271,22.6588666667,19.0032666667,9.39953333334,7.0966,12.2353333333,5.5058,7.1642
375.45,11.8254,26.3155333333,22.681,19.0672666667,9.36840000001,7.094,12.2062333333,5.44193333333,7.14786666667
375.81,11.8302666667,26.4365333333,22.7754666667,19.1196666667,9.42306666666,7.13833333333,12.22,5.45,7.17906666667
376.18,11.8294,26.5046666667,22.8848,19.1951333333,9.46366666667,7.19246666667,12.2597333333,5.47153333333,7.20086666667
376.54,11.8152,26.5092666667,22.8502,19.2050666667,9.48146666667,7.23246666667,12.2786333333,5.4528,7.21206666667
376.90,11.8446,26.5736666667,22.9254666667,19.2382,9.50633333333,7.27493333333,12.3055666667,5.5232,7.232
377.26,11.8404,26.6380666667,22.9536666667,19.2251333333,9.50280000001,7.24393333333,12.3127666667,5.5198,7.24233333333
377.63,11.8788666667,26.7016,23.0184666667,19.2872666666,9.57806666667,7.30793333333,12.3589,5.57273333333,7.26973333333
377.99,11.8771333333,26.6428666667,23.0130666667,19.304,9.57100000001,7.2896,12.3318333333,5.60646666667,7.1914
378.35,11.9058,26.7040666667,23.1098,19.3723333333,9.59693333333,7.30826666667,12.3855,5.66733333333,7.2152
378.71,11.8877333334,26.7356,23.1106,19.3356,9.5986,7.28333333333,12.364,5.64473333333,7.19733333333
379.07,11.8682666666,26.7804,23.1491333333,19.3598666667,9.60280000001,7.274,12.3564666667,5.65186666667,7.19046666667
379.44,11.8272,26.7609333334,23.1108666667,19.2697333333,9.57966666665,7.20866666667,12.3034333333,5.60866666667,7.11753333333
379.80,11.8026666667,26.8262666667,23.1300666667,19.2545333333,9.53719999999,7.17026666667,12.2929666667,5.6042,7.06586666667
380.16,11.7579333333,26.8282,23.0626,19.1995333333,9.50426666667,7.10726666667,12.2434333333,5.5608,7.0012
380.52,11.7427333333,26.9005333333,23.1258,19.1955333333,9.45853333333,7.0386,12.1848666667,5.54613333333,6.9564
380.88,11.7589333333,27.0114666667,23.2078666667,19.2716666667,9.5042,7.09753333333,12.2294666667,5.59753333333,6.98953333333
381.24,11.7118,27.0628666667,23.2234666667,19.2751333333,9.49186666667,7.08166666667,12.2044333333,5.5684,6.93053333333
381.61,11.7132,27.0936666667,23.2336666667,19.2799333333,9.44513333333,7.0972,12.2520666667,5.58473333333,6.9496
381.97,11.7415333334,27.2323333333,23.3202666667,19.3502666667,9.50826666666,7.1192,12.3157,5.62273333333,7.02526666667
382.33,11.7785333333,27.3023333333,23.3676666667,19.3655333333,9.53906666668,7.14673333333,12.3293333334,5.61393333333,7.0388
382.69,11.8502,27.4256,23.4804,19.4407333333,9.57119999999,7.2232,12.3999,5.65713333333,7.05793333333
383.05,11.8418666667,27.4914666667,23.4462,19.4424666667,9.56406666666,7.2106,12.3934666667,5.64713333333,7.0444
383.41,11.9138,27.6434666667,23.5905333333,19.5898,9.62419999999,7.28033333333,12.4881666667,5.73193333333,7.13293333333
383.77,11.9538666667,27.6442666667,23.6178,19.6294666667,9.67766666666,7.29706666667,12.5226,5.73053333333,7.14693333334
384.14,11.9736666667,27.7397333333,23.7234666667,19.6772,9.69539999999,7.314,12.5405,5.72313333333,7.15126666666
384.50,11.9914666667,27.8344666667,23.7888666667,19.7544,9.73326666667,7.37266666667,12.5981,5.7152,7.19166666667
384.86,11.9104666667,27.8301333333,23.6886666667,19.6844,9.64066666666,7.22793333333,12.5009,5.60466666667,7.12046666667
385.22,11.9819333333,27.9112,23.7663333333,19.7562666667,9.68793333334,7.25166666667,12.5375333333,5.6472,7.1804
385.58,12.0226,28.0173333333,23.8515333333,19.8128666667,9.73073333333,7.27173333333,12.5281333333,5.66393333333,7.19633333333
385.94,12.004,28.0366,23.8480666667,19.778,9.7094,7.26226666667,12.5323,5.66106666667,7.14686666667
386.30,12.0088666667,28.0864666667,23.8704,19.788,9.67379999999,7.2512,12.533,5.66146666667,7.13953333334
386.66,12.0173333333,28.1687333333,23.9150666667,19.8354666667,9.71326666667,7.26626666667,12.5722333333,5.71133333333,7.18006666667
387.03,12.0256,28.1808666667,23.9822666667,19.8033333333,9.70386666667,7.28206666667,12.5665,5.72853333333,7.2008
387.39,11.9610666667,28.1576666667,23.97,19.7396666667,9.62526666666,7.21246666667,12.5092333333,5.64213333334,7.13426666667
387.75,11.9815333333,28.2748,24.0071333333,19.7927333334,9.61999999999,7.1978,12.5369333333,5.63866666667,7.14933333333
388.11,11.9258,28.2746666667,23.9492,19.7875333333,9.56499999999,7.14766666667,12.5026333333,5.60173333333,7.12486666667
388.47,11.8841333333,28.2730666667,23.9354,19.7547333333,9.49993333332,7.0812,12.4396,5.5624,7.0428
388.83,11.8985333333,28.3134,23.9655333334,19.7446,9.48666666666,7.055,12.4036333333,5.5328,6.99946666667
389.19,11.8236,28.294,23.9236666667,19.7038,9.40333333332,7.004,12.3411,5.47933333333,6.92006666667
389.55,11.7904666667,28.3206666667,23.9352666667,19.7102666667,9.36279999999,6.9394,12.3134666667,5.44733333333,6.896
389.91,11.8243333333,28.4022,24.0124666667,19.7828666667,9.37099999999,6.9406,12.3331,5.43513333333,6.92773333333
390.27,11.8482666667,28.5118,24.0995333333,19.864,9.43613333335,6.97566666667,12.3743,5.4536,6.97933333334
390.63,11.8441333333,28.5408666667,24.1293333333,19.8759333333,9.42973333333,6.9422,12.3814333333,5.4198,6.97486666667
391.00,11.8228666667,28.6004,24.1336666667,19.8968666667,9.41046666668,6.8836,12.3512666667,5.36673333333,6.9298
391.36,11.8518666667,28.6952666667,24.1649333333,19.9184,9.45560000001,6.89786666666,12.3761,5.40533333333,6.95226666667
391.72,11.8536666667,28.6964,24.1555333333,19.9158666667,9.45633333335,6.8952,12.3685,5.41866666667,6.95073333333
392.08,11.9398666667,28.8065333333,24.2888666667,19.9805333333,9.50093333333,6.94606666667,12.4265,5.44893333333,6.98633333333
392.44,11.9681333333,28.9051333333,24.3346,20.0048,9.51460000001,6.94966666667,12.4736333333,5.4718,7.02806666667
392.80,11.977,29.0117333333,24.3987333333,20.0681333333,9.55439999999,6.99306666667,12.5537333333,5.5206,7.0756
393.16,11.9998,29.0708666667,24.4468,20.1018,9.59360000001,7.02106666667,12.6140666667,5.56073333333,7.14753333333
393.52,12.0746666667,29.1345333333,24.5133333333,20.1553333333,9.66379999999,7.12466666667,12.6841,5.63373333333,7.21853333333
393.88,12.0958,29.1909333333,24.5532666667,20.2088,9.69160000001,7.15146666667,12.7115666666,5.664,7.25726666667
394.24,12.0601333334,29.1679333333,24.4881333333,20.1476666667,9.6562,7.09633333333,12.6847333334,5.63746666667,7.23346666667
394.60,12.0959333333,29.282,24.5538,20.2250666667,9.691,7.1456,12.7028,5.7036,7.2818
394.96,12.1998,29.3896666666,24.65,20.3293333333,9.76626666667,7.23526666666,12.7998,5.81566666667,7.3628
395.32,12.24,29.4494,24.6712666667,20.3852,9.797,7.28506666667,12.8519666667,5.88053333333,7.41953333333
395.68,12.2548666667,29.5189333333,24.7371333333,20.4098,9.8186,7.31586666667,12.8586666667,5.8996,7.46033333333
396.04,12.235,29.4934666667,24.7017333333,20.405,9.79740000001,7.2934,12.8447333333,5.9054,7.45793333333
396.40,12.2134,29.4578666667,24.6988666667,20.3682,9.80579999999,7.26913333333,12.7877,5.89246666667,7.4154
396.76,12.2614666667,29.4838666667,24.7844666667,20.3864,9.85533333333,7.30293333333,12.7909333333,5.90833333333,7.43533333333
397.12,12.3204666667,29.5764666667,24.8413333333,20.4396,9.9032,7.32733333333,12.8200666667,5.947,7.4412
397.48,12.2896666667,29.6302,24.8574666667,20.4488666667,9.92260000001,7.28233333333,12.8232666667,5.9332,7.40006666667
397.84,12.2888666667,29.6458666667,24.8432,20.4213333334,9.91533333333,7.2604,12.7776333333,5.9126,7.35233333333
398.20,12.2866666667,29.6652,24.8843333333,20.424,9.93126666667,7.27766666667,12.7615666667,5.89466666667,7.3342
398.56,12.2144666667,29.5866,24.7798666667,20.3282,9.87353333335,7.201,12.6864,5.80646666667,7.24933333333
398.92,12.1329333333,29.559,24.7242666667,20.2780666667,9.80573333335,7.1436,12.6052666667,5.71066666667,7.1702
399.28,12.0657333333,29.534,24.7255333333,20.2493333333,9.76199999999,7.05773333333,12.5481,5.62546666667,7.07753333333
399.64,12.0524666667,29.5604666667,24.7098666667,20.2541333333,9.72020000001,6.99753333333,12.5256666667,5.58953333333,7.04406666667
400.00,12.1344666667,29.7056666667,24.8252666667,20.3383333333,9.81626666665,7.04453333333,12.6096333333,5.638,7.12046666667
400.36,12.2178,29.821,24.8704666667,20.4568666666,9.86886666668,7.11033333333,12.6958,5.7108,7.2222
400.72,12.2251333333,29.8634666667,24.8989333333,20.4962,9.86600000001,7.1288,12.7229,5.7196,7.2216
401.08,12.2472,29.9403333333,24.9680666667,20.5094666666,9.8994,7.15073333333,12.7348333333,5.71773333333,7.24333333333
401.44,12.2805333333,30.0008666667,24.9933333333,20.5411333333,9.89980000001,7.1536,12.7667333333,5.7218,7.275
401.80,12.2988,30.0444666667,25.0310666667,20.5658,9.91193333333,7.1778,12.7981,5.761,7.3246
402.16,12.3416,30.1051333333,25.0892,20.6340666667,9.93820000001,7.1892,12.8256333333,5.8156,7.3506
402.52,12.4259333333,30.2376666667,25.2203333333,20.7411333333,9.99739999999,7.25453333333,12.9090666667,5.89426666667,7.4272
402.88,12.507,30.331,25.3284,20.7996,10.0966666667,7.3268,12.9948666667,5.9824,7.51066666667
403.24,12.5571333333,30.4584,25.4173333333,20.8576,10.1488666667,7.3858,13.0206333333,6.03626666667,7.57353333333
403.60,12.5893333333,30.505,25.4844,20.8744,10.1981333333,7.4198,13.0362,6.07406666667,7.57926666666
403.95,12.6253333333,30.5644666667,25.5171333333,20.889,10.2239333333,7.45686666667,13.0384333333,6.105,7.58673333334
404.31,12.5964,30.5821333333,25.5289333333,20.862,10.2112666667,7.44326666667,13.0255,6.08333333333,7.55046666667
404.67,12.6153333333,30.6185333333,25.5296,20.8724,10.2018,7.42926666667,13.0091333333,6.08786666667,7.566
405.03,12.6382666667,30.6449333333,25.5480666667,20.9052,10.217,7.45613333333,13.0295666667,6.1182,7.60573333333
405.39,12.6374666667,30.6744666667,25.5732,20.9286,10.2328,7.48366666667,13.0365,6.1438,7.61553333333
405.75,12.6339333333,30.7070666667,25.5742666667,20.9245333333,10.2632,7.49473333333,13.0312,6.16633333333,7.62066666667
406.11,12.6176666667,30.7522,25.5824666667,20.9108,10.2410666667,7.49093333333,13.0095333333,6.1462,7.591
406.47,12.6361333333,30.7829333333,25.5982666666,20.9281333333,10.2708,7.49413333333,13.0316,6.15686666667,7.59933333333
406.83,12.6098,30.8796,25.5988666667,20.9544,10.2464,7.479,13.0183333333,6.146,7.576
407.19,12.624,30.8636666667,25.5856,20.9572666667,10.2466,7.496,13.0053,6.127,7.56813333333
407.55,12.646,30.9244,25.6488666667,20.9993333333,10.2692666667,7.54953333333,13.0629,6.1536,7.62206666667
407.90,12.5610666667,30.8664,25.5963333333,20.9575333333,10.2017333333,7.4806,13.0013666667,6.0672,7.5646
408.26,12.5784666667,30.9127333333,25.628,20.9868,10.2170666667,7.49066666667,13.0025666667,6.07206666667,7.56666666667
408.62,12.5888,30.9424,25.6643333333,20.9989333333,10.2438666667,7.5002,13.0055666667,6.09153333333,7.58013333333
408.98,12.6046666667,30.9759333333,25.6572666667,21.0268666667,10.2438666667,7.49,12.9905333333,6.10553333334,7.56326666667
409.34,12.6597333333,31.0483333333,25.7059333333,21.0611333333,10.2776,7.4966,12.9988,6.11473333333,7.58906666667
409.70,12.7004666667,31.1650666667,25.7842,21.133,10.2968666667,7.514,13.0471333333,6.1134,7.60173333333
410.06,12.7101333333,31.2464666667,25.8045333333,21.1662666667,10.3205333333,7.51806666667,13.0805333333,6.118,7.64906666667
410.42,12.6900666667,31.2832666667,25.8173333333,21.1673333333,10.2931333333,7.5,13.0456,6.08546666667,7.62
410.77,12.711,31.2622666667,25.8274,21.1753333333,10.3004666667,7.514,13.0576333333,6.09593333333,7.63146666667
411.13,12.7456,31.376,25.8944666667,21.245,10.323,7.53166666667,13.1282666667,6.1518,7.6674
411.49,12.7461333333,31.4318666667,25.8823333333,21.2590666667,10.3280666667,7.5338,13.1124333333,6.16226666667,7.66746666666
411.85,12.746,31.464,25.8866666667,21.2433333333,10.3486,7.52073333333,13.1084666667,6.1808,7.66053333333
412.21,12.7237333333,31.4882,25.8891333333,21.2488666667,10.3465333333,7.51206666667,13.1036333333,6.16533333333,7.66813333333
412.57,12.6994,31.5106666667,25.8748666666,21.2502666667,10.3270666667,7.46053333334,13.0760333333,6.11986666667,7.62346666667
412.92,12.7036666667,31.5666666666,25.9300666667,21.2512666667,10.3294,7.46493333333,13.0857333333,6.08573333333,7.61693333333
413.28,12.666,31.5771333333,25.9115333333,21.2334666667,10.2793333333,7.4168,13.0620333333,6.06273333333,7.57566666667
413.64,12.6044,31.5448666667,25.8668,21.1835333333,10.2343333333,7.36053333333,13.0047666667,6.01646666667,7.53446666667
414.00,12.6594666667,31.5924666667,25.9268,21.2444,10.2806,7.40173333333,13.0369333333,6.06246666667,7.56833333333
414.36,12.6786,31.6480666667,25.9316666667,21.2551333333,10.2966666667,7.44006666667,13.0608,6.10666666667,7.58073333333
414.72,12.6848666667,31.6397333333,25.9508666667,21.2650666667,10.2982666667,7.4398,13.0439,6.10926666667,7.57826666667
415.07,12.6643333333,31.5856666667,25.9177333333,21.2251333333,10.2748,7.41046666667,13.0029333333,6.05593333333,7.54146666667
415.43,12.659,31.5999333333,25.9216,21.2188666667,10.2602,7.39426666667,12.9865,6.02206666667,7.52506666667
415.79,12.7092,31.6855333333,26.0017333333,21.303,10.2895333333,7.45493333333,13.0480666667,6.0838,7.5784
416.15,12.7011333333,31.7245333333,26.0284666667,21.3054666667,10.2692,7.45013333333,13.0586,6.07793333333,7.55446666667
416.51,12.7345333333,31.7966666667,26.072,21.3424,10.2991333333,7.49913333333,13.1106666667,6.11933333333,7.60373333333
416.86,12.7708,31.8467333333,26.1171333333,21.399,10.3322666667,7.54266666667,13.1520666667,6.189,7.65033333333
417.22,12.7916666667,31.8838666667,26.1637333333,21.4053333333,10.3672,7.57773333333,13.1730333333,6.20933333333,7.66653333333
417.58,12.7947333333,31.8649333333,26.1581333333,21.4083333334,10.3719333333,7.59726666667,13.1739,6.2146,7.6786
417.94,12.7962,31.891,26.1674,21.3920666667,10.3773333333,7.6012,13.1777666666,6.22033333333,7.68026666667
