wavelength,Back_CneRubm,Belly_CneRubm,Breast_CneRubm,Crissum_CneRubm,Crown_CneRubm,DorTail_CneRubm,Rump_CneRubm,Throat_CneRubm,WingTip_CneRubm
522.10,9.20765555556,43.4692666667,40.2696,33.4406666666,8.39346666667,7.53753333333,10.8068333333,23.4700666667,8.98099999999
522.45,9.25268888888,43.7307333333,40.5129333333,33.6143,8.41866666667,7.55293333333,10.84338,23.4951333333,8.9906
522.79,9.27752222222,43.9588,40.7324333333,33.7513333333,8.42173333333,7.5596,10.86486,23.5175333333,9.00540000001
523.14,9.29926666666,44.1988,40.9449333333,33.891,8.422,7.5716,10.8926866667,23.5326666666,9.01260000001
523.48,9.34205555555,44.3902,41.1520666667,34.0269,8.4422,7.59886666667,10.9203533333,23.5494666667,9.02919999999
523.83,9.33403333333,44.5711333333,41.3199333333,34.1145,8.40513333333,7.59176666667,10.9232266667,23.5208,9.00486666666
524.17,9.32104444444,44.744,41.4726333333,34.2214333333,8.38186666667,7.58266666667,10.92352,23.5108,8.99393333333
524.52,9.33780000001,44.8772,41.6058333333,34.2923666667,8.3846,7.61,10.9486133333,23.5036666667,9.01260000001
524.87,9.35833333333,44.9926666666,41.7263333333,34.3506333333,8.38126666667,7.61806666667,10.96556,23.4783333333,9.02446666666
525.21,9.36918888888,45.1656666666,41.9248666667,34.4554333333,8.38613333333,7.61506666667,10.9720333333,23.4771333333,9.01820000001
525.56,9.41785555556,45.3634666667,42.1242333333,34.5844,8.42,7.64503333333,11.0237266667,23.497,9.04513333333
525.90,9.46067777778,45.5423333333,42.2957666667,34.6812,8.43866666667,7.68083333333,11.0525666667,23.5027333333,9.08526666667
526.25,9.47791111112,45.7404666667,42.4796333333,34.7859333333,8.4362,7.6945,11.0860866667,23.5112666667,9.10260000001
526.59,9.50537777779,45.9620666667,42.6672666667,34.9137666667,8.44486666667,7.7069,11.10968,23.5222666667,9.11313333333
526.94,9.52101111112,46.1423333333,42.8321333333,35.0123333333,8.4512,7.7131,11.1265266667,23.5332,9.13053333334
527.28,9.51684444445,46.3116,42.9789666667,35.0947666667,8.4258,7.69483333334,11.1227,23.531,9.12606666667
527.63,9.54016666667,46.4356666667,43.1065666667,35.1806333333,8.44513333333,7.70433333333,11.14302,23.5522666667,9.14613333333
527.97,9.55588888888,46.5326666667,43.2104666667,35.2367,8.43806666667,7.70286666667,11.1518533333,23.5409333333,9.14333333334
528.32,9.55767777778,46.6182,43.2792666667,35.2741666666,8.42106666667,7.68806666667,11.1402866667,23.5282666667,9.13473333334
528.66,9.56625555555,46.7118,43.3633333333,35.3393333333,8.41493333334,7.685,11.1473,23.5344,9.13366666667
529.01,9.59140000001,46.8237333333,43.4467666667,35.4002333333,8.42126666667,7.69856666667,11.17272,23.5548666667,9.15373333334
529.35,9.59011111111,46.8842666667,43.5066666667,35.4274666667,8.40693333333,7.68456666667,11.1650933333,23.5497333333,9.14680000001
529.70,9.59146666666,46.961,43.5866,35.4759333333,8.39946666667,7.67596666667,11.1685066667,23.5451333333,9.13459999999
530.04,9.6066111111,47.0150666667,43.6348,35.5016,8.40186666667,7.6733,11.1678266667,23.5308,9.13653333334
530.39,9.60273333334,47.0626666667,43.6914333333,35.5138333333,8.3824,7.65633333333,11.1595533333,23.5102,9.12686666666
530.73,9.60642222223,47.1296666667,43.7680333333,35.5573333333,8.3592,7.6405,11.1574466667,23.4912666667,9.10726666667
531.08,9.61681111111,47.2336,43.8735333333,35.6181333333,8.3624,7.64583333333,11.1713333333,23.4886,9.10746666667
531.42,9.62061111112,47.3262666667,43.9486,35.6566666667,8.3444,7.6409,11.16902,23.4638666667,9.09186666667
531.77,9.63717777777,47.4526,44.0565666667,35.7322333333,8.35773333334,7.65096666667,11.1921933333,23.4724666667,9.1032
532.11,9.67066666666,47.5926,44.1992,35.8366333333,8.37653333333,7.67076666667,11.23816,23.4952,9.119
532.46,9.69201111111,47.6797333333,44.3023666667,35.8774333333,8.38626666667,7.68223333333,11.2611866667,23.4848666667,9.1254
532.80,9.71036666666,47.7971333333,44.4169,35.9574666667,8.39773333334,7.69436666667,11.27404,23.4848666667,9.13026666667
533.15,9.71901111112,47.9183333333,44.5053666666,36.0365666667,8.3946,7.69923333333,11.28902,23.4826666667,9.13166666667
533.49,9.72583333333,48.0040666667,44.5941666667,36.0875,8.3986,7.69236666667,11.29984,23.4758,9.13673333334
533.84,9.72765555556,48.106,44.6737333333,36.1448333333,8.3956,7.68713333333,11.31024,23.4755333333,9.12366666667
534.18,9.74551111111,48.2164666667,44.7872,36.2180333333,8.4052,7.6921,11.3253333333,23.4718666667,9.13480000001
534.52,9.76747777777,48.3093333333,44.8633333333,36.2671,8.42706666667,7.70343333333,11.3469733333,23.4858,9.15366666666
534.87,9.78214444444,48.3943333333,44.9421,36.3237333333,8.44353333333,7.7095,11.3661866667,23.4970666667,9.1656
535.21,9.80323333333,48.5219333334,45.0723666667,36.4125,8.45986666667,7.7214,11.3999333333,23.5285333333,9.18106666667
535.56,9.81444444444,48.5885333333,45.1363,36.4337666667,8.4562,7.71976666667,11.4021666667,23.5172666667,9.18133333333
535.90,9.82988888889,48.7299333333,45.2630666667,36.5267333333,8.46373333333,7.72673333333,11.41462,23.5398666667,9.19313333334
536.25,9.85584444445,48.9085333333,45.3916333333,36.6481666667,8.479,7.73876666667,11.4366533333,23.5824666667,9.21413333334
536.59,9.83994444444,48.9246,45.4282666667,36.6617,8.45273333333,7.71263333333,11.4213533333,23.5652666667,9.19373333333
536.93,9.86385555555,49.0111333333,45.5365,36.7235333333,8.46273333333,7.7291,11.43598,23.5936,9.20453333333
537.28,9.87565555556,49.1451333333,45.6492333333,36.8063333333,8.4608,7.72783333333,11.4522466667,23.6072,9.20199999999
537.62,9.86993333333,49.2401333333,45.7483,36.8656,8.43586666666,7.70123333333,11.4404666667,23.6053333333,9.18753333333
537.97,9.87851111111,49.2709333333,45.7593333333,36.8826,8.42693333333,7.7035,11.4501066667,23.593,9.18206666667
538.31,9.87752222222,49.3562666667,45.8415666667,36.9233666667,8.41906666667,7.699,11.4504933334,23.5642666667,9.16486666667
538.65,9.86178888889,49.3814666667,45.8775666667,36.9246333333,8.3986,7.68016666667,11.4374,23.5266,9.15100000001
539.00,9.86174444444,49.4698,45.9524,36.9478666667,8.39073333333,7.67443333333,11.4277666667,23.5046,9.15126666666
539.34,9.85986666667,49.5809333333,46.0617333333,37.0242333333,8.3728,7.66653333333,11.4248533333,23.5027333333,9.13586666666
539.69,9.8258,49.6662,46.1152333333,37.0272333333,8.336,7.6263,11.3943733333,23.4669333333,9.09866666666
540.03,9.78658888889,49.6526,46.1264333333,37.0139666666,8.29806666667,7.59546666667,11.3662733334,23.4114,9.06066666667
540.37,9.77747777778,49.7128,46.1647333333,37.0186666667,8.28533333333,7.5887,11.3645533333,23.3844666667,9.04653333333
540.72,9.75363333333,49.7274666667,46.1671,37.0107333334,8.26873333333,7.5648,11.3566133333,23.3344666667,9.02666666667
541.06,9.74957777778,49.7428,46.1866333333,37.0274666667,8.2656,7.57536666667,11.3606666667,23.3272666667,9.02666666667
541.40,9.73393333334,49.7742,46.2033,37.0514666667,8.2512,7.57146666667,11.35904,23.3241333333,9.01966666666
541.75,9.71996666667,49.8206,46.2550666667,37.096,8.24146666667,7.55893333333,11.3542933333,23.3216,8.99186666666
542.09,9.69692222222,49.8662,46.2851666667,37.125,8.21366666667,7.53756666667,11.3434533333,23.3090666667,8.97553333333
542.43,9.72325555556,49.9754666667,46.3817333333,37.2044666667,8.2244,7.54963333333,11.3691,23.3266,8.9892
542.78,9.71407777777,49.9997333333,46.4005,37.2300666667,8.22126666667,7.543,11.3744533333,23.3126,8.97266666667
543.12,9.68359999999,50.0282,46.4097333333,37.2338333333,8.19613333333,7.50086666667,11.3586666667,23.2848666667,8.93859999999
543.46,9.67216666667,50.0277333333,46.4390666667,37.2637666667,8.18093333333,7.49263333333,11.3581333333,23.2674666667,8.92186666666
543.81,9.67536666666,50.1108666667,46.5058333333,37.3143,8.1912,7.4878,11.3817866667,23.2798,8.92173333333
544.15,9.67144444444,50.1943333333,46.5827333333,37.3767,8.18153333333,7.4745,11.38794,23.2762666667,8.90673333334
544.49,9.69194444444,50.3127333334,46.6970333333,37.4476,8.18713333333,7.47956666667,11.4062266667,23.3132666667,8.9118
544.84,9.69009999999,50.4216666667,46.7841333334,37.5103333333,8.16046666667,7.449,11.3858,23.3211333333,8.88893333333
545.18,9.72206666667,50.448,46.8309333333,37.5374,8.1792,7.46683333333,11.4026133333,23.3075333333,8.89346666666
545.52,9.7334,50.5507333333,46.9099,37.5928666667,8.17973333333,7.4531,11.4029333333,23.3117333333,8.90066666666
545.87,9.78266666667,50.6387333333,46.9944,37.6499,8.2206,7.49616666667,11.43578,23.3528,8.93713333334
546.21,9.80471111112,50.6426,46.9912666667,37.6567,8.23646666667,7.51783333333,11.44874,23.3570666667,8.94240000001
546.55,9.83405555556,50.7318666667,47.0769,37.7207,8.23346666667,7.5207,11.45358,23.3802,8.95326666667
546.90,9.87982222223,50.8393333333,47.1991,37.8109333333,8.26953333333,7.55916666667,11.4894533333,23.423,9.00346666667
547.24,9.91904444446,50.9369333333,47.2734333333,37.8463333333,8.31106666667,7.58696666667,11.5110666667,23.4604,9.03986666667
547.58,9.9540111111,51.0250666667,47.3483666667,37.9005,8.3174,7.6059,11.5093733333,23.4748,9.05600000001
547.92,9.99603333333,51.1217333333,47.427,37.9740333334,8.3422,7.63776666667,11.5384266667,23.5242,9.09473333333
548.27,9.9967111111,51.1794666666,47.4764666667,38.0323,8.345,7.6303,11.53832,23.5269333333,9.09686666667
548.61,10.0434888889,51.2816666667,47.5686666667,38.1164,8.40346666667,7.67643333333,11.60236,23.5673333333,9.14646666667
548.95,10.0584,51.4184666667,47.686,38.1996666666,8.42373333333,7.6799,11.6270933333,23.6144,9.17446666667
549.29,10.1113333333,51.5182,47.8098333333,38.2862333333,8.46773333333,7.7402,11.6738266667,23.667,9.23020000001
549.64,10.1124333333,51.6278666667,47.9060333333,38.3459666667,8.45693333333,7.73043333333,11.6826666667,23.6741333333,9.22853333333
549.98,10.1465666667,51.811,48.0608,38.4533666667,8.49246666667,7.75676666667,11.72914,23.7415333333,9.25846666666
550.32,10.1835,51.9018,48.1455,38.5173666667,8.54893333333,7.81576666667,11.7653933333,23.7707333333,9.29440000001
550.66,10.2304666667,51.9632666667,48.2149333333,38.5547666667,8.5792,7.854,11.8012466667,23.813,9.33040000001
551.01,10.2594333333,51.9950666667,48.2497,38.5923,8.58293333333,7.88756666667,11.8345133334,23.8233333333,9.35346666667
551.35,10.3140777778,52.0669333333,48.3538666667,38.6414333333,8.64053333333,7.94116666667,11.88208,23.893,9.4228
551.69,10.3635666667,52.1493333333,48.4276,38.7260666667,8.68873333333,7.9891,11.9226533333,23.9287333334,9.47726666665
552.03,10.4097444445,52.227,48.4970666667,38.7688333333,8.71953333333,8.0213,11.9650266667,23.9706,9.51613333333
552.38,10.3970666667,52.2703333333,48.5143,38.7722,8.69346666666,8.00303333333,11.9605133333,23.9425333333,9.50026666667
552.72,10.4240333333,52.3652666667,48.6079,38.8462333333,8.7212,8.04753333333,11.9991333333,23.9842666667,9.52566666668
553.06,10.4109111111,52.3846,48.6090333333,38.8245666667,8.72506666667,8.03836666667,12.0099133333,23.9944,9.51966666667
553.40,10.4465444444,52.3686,48.5998666667,38.8391,8.76493333333,8.082,12.0386933333,24.0175333333,9.54200000001
553.74,10.4240444444,52.3674,48.5865,38.8094666667,8.7206,8.0664,12.0072666667,23.9669333333,9.5076
554.09,10.4025444445,52.3658,48.5787333333,38.8027666667,8.65026666667,8.01333333333,11.9778933333,23.9395333333,9.48586666667
554.43,10.3974333333,52.3644,48.5432666666,38.8086333333,8.64073333333,8.00866666666,11.96232,23.9090666667,9.47833333333
554.77,10.3829222222,52.432,48.5915,38.8393,8.61666666667,7.9825,11.9378333333,23.8838666667,9.45266666667
555.11,10.3446888889,52.4228666667,48.5527666667,38.826,8.54406666667,7.92833333333,11.8846466667,23.8258,9.38519999999
555.45,10.3661888889,52.493,48.5923333333,38.8334666667,8.55573333333,7.94596666667,11.9109,23.8429333333,9.41193333334
555.80,10.3658555556,52.5350666667,48.6420666667,38.8584,8.5408,7.94516666667,11.8915533333,23.8322666666,9.38799999999
556.14,10.4048555555,52.5984,48.7420666667,38.9358666667,8.58033333333,7.98903333333,11.9096333333,23.8894666667,9.43566666667
556.48,10.4024666667,52.6133333333,48.7333333333,38.9089666667,8.54706666666,7.97036666667,11.86526,23.8596666667,9.41466666667
556.82,10.4293333333,52.7126666666,48.8037666667,38.9843666667,8.5402,7.99733333333,11.8847,23.8706666667,9.43139999999
557.16,10.4287777778,52.7699333333,48.875,39.0337,8.51433333333,7.96656666667,11.8806133333,23.8715333333,9.43079999999
557.50,10.4245,52.8126666667,48.9232666667,39.0867333333,8.5158,7.9471,11.8692933333,23.8805333333,9.44333333333
557.85,10.4846888889,52.8925333333,48.9985333333,39.1611333333,8.60646666667,8.01783333333,11.9412066667,23.9324,9.49959999999
558.19,10.4826444444,52.9719333333,49.0651,39.1709666667,8.602,8.04003333333,11.9556,23.9494666667,9.51286666667
558.53,10.5378,53.053,49.1272333333,39.2395333333,8.66646666667,8.09793333333,12.0185666666,24.0304666667,9.56266666667
558.87,10.6162444444,53.1699333333,49.2050666667,39.3234333333,8.74066666667,8.16363333333,12.1084866667,24.0914666667,9.63573333333
559.21,10.5805333333,53.1771333333,49.2546666667,39.3384,8.72466666667,8.14886666667,12.0937066667,24.0802666667,9.59746666667
559.55,10.5704444444,53.1434666667,49.1658333333,39.2969666667,8.7268,8.14103333333,12.1056666667,24.0648666667,9.60093333333
559.89,10.6070222222,53.1792666667,49.1708,39.3117,8.76926666667,8.17563333333,12.1484933333,24.0976,9.61153333333
560.23,10.6527888889,53.2004666667,49.1888333333,39.3304666667,8.8236,8.22176666666,12.2032133333,24.1174666667,9.6742
560.58,10.6919,53.2079333333,49.2215666666,39.3367,8.89233333333,8.2636,12.2543333333,24.1373333333,9.72379999999
560.92,10.7122222222,53.2962666667,49.3116333333,39.3946666667,8.95300000001,8.32576666667,12.3017733333,24.1688,9.76460000001
561.26,10.7543444444,53.2873333333,49.2793,39.3580333333,8.9734,8.36773333334,12.3457533333,24.1922,9.78646666667
561.60,10.7308222222,53.3027333333,49.2742333333,39.3276666666,8.93086666667,8.33356666667,12.31458,24.1622,9.77073333333
561.94,10.7937888889,53.3820666667,49.3898333333,39.4438,9.00053333333,8.3907,12.3847933333,24.2140666667,9.80126666667
562.28,10.7582888889,53.3886,49.4058,39.4249333333,8.95360000001,8.36436666667,12.34646,24.1843333333,9.76739999999
562.62,10.7390111111,53.4363333333,49.4802,39.4585,8.95053333333,8.35356666667,12.3479933333,24.2144,9.77280000001
562.96,10.7576,53.4657333333,49.5184666667,39.4669,8.9648,8.3632,12.3475133333,24.2185333333,9.77873333335
563.30,10.7950333333,53.5709333333,49.6372333333,39.5472,9.0076,8.4143,12.38704,24.2641333333,9.82866666667
563.64,10.7649555556,53.5874,49.689,39.5489,8.96766666667,8.3838,12.3502733333,24.2144666667,9.8266
563.99,10.7502222222,53.5855333333,49.7274,39.5598666667,8.95026666667,8.3671,12.3621666667,24.2241333333,9.80246666668
564.33,10.6978555556,53.5568666667,49.7023,39.5184333333,8.87473333333,8.33893333333,12.29568,24.1883333334,9.77126666667
564.67,10.6689777778,53.5181333333,49.6499666667,39.4920333333,8.81166666667,8.2944,12.2519933333,24.1357333333,9.73959999999
565.01,10.6697666667,53.5728,49.7266,39.5400333334,8.83033333333,8.3035,12.2654333333,24.1482666667,9.76513333332
565.35,10.6655888889,53.6093333333,49.7758333333,39.5606,8.8358,8.29113333333,12.2827133333,24.1664666667,9.76446666666
565.69,10.6185666667,53.6338666667,49.7518,39.5325333333,8.78946666667,8.27076666667,12.2442266667,24.1300666667,9.74500000001
566.03,10.6120111111,53.6043333333,49.7135666667,39.5187333333,8.78026666667,8.2533,12.2387733333,24.0952666667,9.75873333332
566.37,10.6062222222,53.5898,49.7191666667,39.4715,8.75333333333,8.24533333333,12.20622,24.0415333333,9.74426666666
566.71,10.5684777778,53.5624666667,49.6693333333,39.4514333333,8.6844,8.1849,12.1521533334,23.9891333333,9.71126666667
567.05,10.5735333333,53.5995333333,49.6911,39.4741333333,8.6588,8.1788,12.1490133333,23.9769333333,9.70453333333
567.39,10.6022444444,53.5946,49.6341666667,39.4545,8.6634,8.2026,12.1749733333,23.9948,9.71386666667
567.73,10.5915,53.6617333333,49.6785,39.4791333333,8.64966666667,8.1707,12.1601,23.9823333333,9.72079999999
568.07,10.6189444444,53.7520666667,49.7114666667,39.5496,8.6886,8.16556666667,12.19046,24.0148666667,9.74493333335
568.41,10.6345555556,53.7892666667,49.7261,39.5615333333,8.69313333333,8.16366666667,12.2007866667,24.0346,9.74953333333
568.75,10.606,53.7993333333,49.6947,39.5547,8.65293333333,8.13046666667,12.1590666667,23.9932,9.7076
569.09,10.6613111111,53.8867333333,49.7735,39.6194333333,8.6832,8.1874,12.1918333333,24.0329333333,9.75213333332
569.43,10.6819222222,53.8544666667,49.7676,39.5954,8.69613333333,8.1652,12.19094,24.0192,9.77366666669
569.77,10.7221111111,53.9812666667,49.8671333333,39.6774,8.75,8.21443333333,12.2357133333,24.0828,9.80926666668
570.11,10.7525555556,54.0314666667,49.8607333333,39.7348333333,8.78826666667,8.2603,12.2813266667,24.1310666667,9.84099999999
570.45,10.7976555555,54.1048666667,49.9301333333,39.7740666667,8.85546666667,8.32293333333,12.34388,24.1703333333,9.8894
570.79,10.7992666667,54.0933333333,49.9361666667,39.7435333333,8.87546666667,8.36653333333,12.3496133333,24.1876,9.912
571.13,10.8285666667,54.1320666667,50.0198666667,39.7908333333,8.91446666667,8.39023333333,12.3733866667,24.2073333333,9.94066666668
571.47,10.8311444444,54.1298666667,50.0018333333,39.7880666667,8.9234,8.4273,12.3846533333,24.2065333333,9.94213333333
571.81,10.8396444444,54.144,50.0304666667,39.7740333333,8.921,8.4399,12.3925066667,24.1958,9.93886666667
572.15,10.8730111111,54.1694666667,50.0914,39.7785,8.94426666667,8.47836666667,12.4190066667,24.2053333333,9.97853333336
572.49,10.8683222222,54.1686,50.0955333333,39.7806333333,8.9298,8.4769,12.4045666667,24.1886666667,9.96806666666
572.83,10.8540222222,54.2217333333,50.1351666667,39.8240333333,8.92073333333,8.46356666667,12.40452,24.1962,9.95379999999
573.17,10.8915,54.2863333334,50.2033666667,39.8474333333,8.93186666667,8.50536666667,12.43626,24.2394,9.95500000002
573.51,10.8900444445,54.2474,50.1826666667,39.7986,8.90446666667,8.502,12.4381866666,24.2152666667,9.93713333334
573.85,10.8903777778,54.2528666667,50.1938666667,39.8015,8.893,8.50226666667,12.4375266667,24.1982666667,9.94453333334
574.19,10.9355333334,54.3404666667,50.2737333334,39.8893,8.91626666667,8.55086666667,12.4901533333,24.2592,9.98959999999
574.53,10.9645111111,54.4296666667,50.3451,39.9836666667,8.94059999999,8.5546,12.52612,24.2724666667,10.0068
574.87,10.9172444444,54.4658,50.3631,39.9625,8.89986666666,8.53066666667,12.4933733334,24.2494,9.96313333333
575.21,10.9571777778,54.5556666667,50.4245,40.0367,8.9178,8.5491,12.5174866667,24.3012666667,10.0022666667
575.55,10.9400333333,54.5778,50.4483333333,40.0628666667,8.8844,8.5491,12.4996066667,24.3019333333,9.97753333334
575.89,10.9456555556,54.6297333333,50.4623333333,40.0962666666,8.89986666667,8.54716666667,12.5056,24.3145333333,9.97913333333
576.22,10.9907111111,54.6966666667,50.5417666667,40.1555333333,8.97899999999,8.59836666667,12.5902666667,24.3742,10.0542666667
576.56,10.9758,54.6330666666,50.4659333333,40.0672,8.95673333334,8.5928,12.5756266667,24.3211333333,10.0558666667
576.90,10.9744888889,54.6394666667,50.4448666667,40.0941333333,8.95426666667,8.58193333333,12.58246,24.3067333333,10.0623333333
577.24,11.0060555556,54.6706666667,50.4930666667,40.1668333333,8.98033333333,8.6082,12.6095933333,24.3205333333,10.1174
577.58,11.0060777778,54.7525333333,50.548,40.2249,9.01913333334,8.6341,12.62274,24.3445333333,10.1203333333
577.92,10.9522888889,54.6828,50.4844666667,40.1698333333,8.97546666667,8.56173333333,12.5713533333,24.2802,10.0712666667
578.26,10.9710444445,54.6504,50.4957,40.1483333333,8.95866666667,8.5444,12.5701266667,24.2755333333,10.0740666667
578.60,10.9820111111,54.6343333333,50.4664333333,40.1932333333,8.97606666666,8.56843333333,12.5961466667,24.2884666667,10.0964666667
578.94,10.9612777778,54.5744666667,50.4444333333,40.1346333333,8.95473333333,8.57236666667,12.5852466667,24.2602,10.0702
579.28,11.0286,54.5903333333,50.4789,40.1730666667,9.00886666667,8.59126666667,12.6454266667,24.2837333333,10.1259333333
579.61,11.0561666667,54.6411333333,50.491,40.2193333333,9.0278,8.62506666667,12.67564,24.3203333333,10.1571333333
579.95,11.1267111111,54.8037333333,50.6282333333,40.3404,9.08453333333,8.69453333333,12.7389466667,24.4084,10.2073333333
580.29,11.1343666667,54.8168,50.6618666667,40.3899,9.11846666666,8.69843333333,12.73604,24.4307333333,10.207
580.63,11.0850888889,54.8235333334,50.6506333333,40.4066666667,9.09953333333,8.68323333333,12.7082066667,24.4366666667,10.1950666667
580.97,11.0797888889,54.859,50.6583666667,40.4140333333,9.10813333335,8.67083333333,12.7035133333,24.4276666667,10.1710666667
581.31,11.0590888889,54.809,50.6447333333,40.3425333333,9.06113333333,8.6473,12.6818133333,24.3984,10.1383333333
581.65,11.0794777778,54.8012666667,50.6599,40.3606333333,9.07580000001,8.70656666666,12.70442,24.4068666667,10.1542666667
581.98,11.0347444445,54.7668666667,50.5843,40.3129333333,9.07379999999,8.70573333334,12.67132,24.3617333333,10.1194666667
582.32,10.9917666667,54.7787333333,50.5772666667,40.2794333333,9.0146,8.6671,12.6261333333,24.316,10.0656666667
582.66,10.9701222222,54.8794,50.6303333333,40.3445,9.02013333334,8.63346666667,12.6071333333,24.2826666667,10.0355333333
583.00,10.8813444444,54.9086,50.6265,40.3384333333,8.95706666667,8.5754,12.5283333333,24.2412666667,9.96199999999
583.34,10.8189666667,54.8852666667,50.6184333333,40.3104,8.913,8.4902,12.5037666667,24.1962,9.87933333334
583.68,10.6354888889,54.6595333333,50.4555666667,40.1186,8.70713333333,8.2922,12.2918333333,23.9954,9.67886666666
584.01,10.6331666667,54.7214,50.507,40.1711666667,8.6986,8.2838,12.3172133333,24.0169333333,9.68266666667
584.35,10.7433666667,54.8407333333,50.6084,40.2618,8.76453333333,8.36566666667,12.4001333333,24.0719333333,9.75893333333
584.69,10.7502666667,54.8240666667,50.622,40.2804333333,8.78613333333,8.40456666667,12.4388466666,24.0757333333,9.78813333334
585.03,10.7026888889,54.8526,50.6473,40.2924,8.7568,8.35386666667,12.4068066667,24.0597333333,9.75413333332
585.37,10.7138111111,54.9078,50.6911,40.2949,8.79366666666,8.34233333333,12.4171533333,24.1016,9.7656
585.70,10.7378444444,55.0438666667,50.8280666667,40.4029666667,8.78233333333,8.3354,12.4329266667,24.1629333333,9.79513333332
586.04,10.7522888889,55.0921333333,50.8351666667,40.406,8.80639999999,8.3154,12.44368,24.1518,9.81713333333
586.38,10.7630333334,55.0672,50.8796333333,40.3932333333,8.76913333333,8.3085,12.4309733333,24.1484,9.81193333333
586.72,10.8608333333,55.1473333333,50.9881,40.5088666667,8.85546666667,8.37973333333,12.5402866667,24.2309333333,9.92333333335
587.06,10.8516111111,55.1758,51.0417333333,40.5486666667,8.82926666667,8.42266666667,12.49586,24.2006,9.94126666667
587.39,10.9784666667,55.2912,51.1051,40.6403666667,8.93606666667,8.56036666667,12.6268666667,24.322,10.0808
587.73,11.0067888889,55.2972666667,51.0861,40.6464333333,8.94473333333,8.5895,12.63962,24.3279333334,10.0932
588.07,10.9504,55.2541333333,51.0738333333,40.5956666667,8.90406666666,8.5454,12.5812133333,24.2847333333,10.0452
588.41,10.9444111111,55.3234666667,51.1154333333,40.6093,8.85486666667,8.5135,12.5331933333,24.2774666667,10.0132666667
588.74,10.9964111111,55.3585333333,51.1633333333,40.6877,8.87033333333,8.56276666667,12.5637,24.2688666667,10.0665333333
589.08,10.9829333333,55.3484,51.1717,40.6926333333,8.81893333333,8.53053333333,12.5427133333,24.2218,10.0404
589.42,10.9171333333,55.2724666667,51.0787333333,40.6192666667,8.77833333333,8.47473333333,12.4939533333,24.1615333333,9.98073333332
589.76,10.9230666667,55.2789333333,51.1051333333,40.6177,8.7704,8.49203333333,12.4948066667,24.1469333333,9.99726666665
590.09,10.9705444445,55.2858,51.0646,40.6195333333,8.82946666667,8.5523,12.5579533333,24.1820666667,10.0722666667
590.43,10.9232666667,55.2300666667,51.0104666667,40.5490666667,8.76846666667,8.52083333333,12.4930266667,24.1231333333,10.0076
590.77,10.9881666667,55.3034,51.0347666667,40.5960666667,8.83566666667,8.5718,12.5599866667,24.1954,10.0691333333
591.11,11.0152444445,55.3661333333,51.0963,40.6552,8.85880000001,8.59233333333,12.5699066667,24.1940666667,10.0710666667
591.44,11.0650444444,55.3842,51.1428666667,40.6524666667,8.91746666667,8.6582,12.6136933333,24.2125333333,10.1217333333
591.78,11.0706,55.4323333333,51.1590666667,40.6743666667,8.9096,8.67456666667,12.63538,24.2147333333,10.1116666667
592.12,11.0635222222,55.4345333333,51.1719333333,40.6944,8.9436,8.69350000001,12.65764,24.2421333333,10.1185333333
592.46,11.1108222222,55.506,51.2385,40.7666333333,9.01173333334,8.74233333333,12.7303133334,24.3246,10.1697333333
592.79,11.1901777778,55.6413333333,51.3229,40.8485333333,9.0952,8.85483333334,12.7972133333,24.4139333333,10.2626666667
593.13,11.2628333333,55.6917333333,51.3889,40.9123,9.15966666667,8.961,12.8724533333,24.4735333333,10.3270666667
593.47,11.3062222222,55.6686666667,51.3777333333,40.9265333333,9.2088,9.00360000001,12.9247266667,24.5122666667,10.3720666667
593.80,11.2726222222,55.6827333333,51.3558666666,40.9200333333,9.17466666667,8.9818,12.9161266667,24.5051333333,10.3311333333
594.14,11.2591222222,55.7747333333,51.4336666666,40.9650333333,9.17546666665,8.99293333333,12.9283066667,24.5164,10.3416
594.48,11.3109222222,55.8968666667,51.5218,41.0120666667,9.19373333333,9.01416666666,12.9824133333,24.5577333333,10.3842666667
594.81,11.3155777778,55.9090666667,51.5015,40.9997,9.18820000001,9.04416666667,13.0018866667,24.5567333333,10.4088
595.15,11.2565444444,55.9562666667,51.5491,40.9969666667,9.11239999999,8.96773333334,12.9478133333,24.5201333333,10.3552666667
595.49,11.2230555556,55.9595333333,51.5404666667,40.9919,9.1132,8.93356666667,12.9335733333,24.5277333333,10.3435333333
595.82,11.2741777778,56.0366,51.6027666667,41.0465333333,9.14493333333,8.95533333334,12.9592066667,24.5804666667,10.3958666667
596.16,11.2704333333,55.9803333333,51.5306,40.9962,9.12740000001,8.94700000001,12.9290266666,24.5707333333,10.3877333333
596.50,11.2375111111,55.9381333333,51.4601,40.9463333333,9.10326666668,8.89086666667,12.9103733333,24.5164,10.3592666667
596.83,11.2219888889,55.9538,51.4658333333,40.9549333333,9.0942,8.88210000001,12.8938866667,24.5098666666,10.3646666666
597.17,11.2325333333,56.0351333333,51.5421333333,41.0351,9.0902,8.86673333333,12.8876666667,24.5389333333,10.3666
597.51,11.2304222222,56.0782,51.5976,41.0579666667,9.08746666666,8.85186666667,12.8750866667,24.5168,10.3606666667
597.84,11.2780777778,56.1028,51.5738333333,41.0625,9.13273333335,8.8955,12.9168533333,24.5403333333,10.4132
598.18,11.2513777778,56.0354666667,51.4919,41.0171333333,9.10433333333,8.87403333334,12.8595733333,24.5208666667,10.3749333333
