wavelength,Back_TiaBicm,Belly_TiaBicm,Breast_TiaBicm,Crissum_TiaBicm,Crown_TiaBicm,DorTail_TiaBicm,Rump_TiaBicm,Throat_TiaBicm,WingTip_TiaBicm
373.28,6.87083333333,11.8424166666,6.11191666667,14.537125,5.43683333334,7.03541666667,9.09408333333,4.45666666667,7.3985
373.64,6.79675,11.8088333333,6.03425,14.431125,5.38708333333,7.00445833334,9.027,4.41508333333,7.33108333333
374.00,6.68125,11.70925,5.91391666667,14.3197916667,5.26108333333,6.91695833333,8.91733333333,4.29141666667,7.22875
374.37,6.6115,11.6945833333,5.85458333334,14.222125,5.14666666667,6.847875,8.83925,4.22208333333,7.16258333333
374.73,6.5165,11.6465,5.75133333333,14.1827916667,5.07266666667,6.782625,8.727,4.06366666667,7.02966666667
375.09,6.44516666667,11.6163333333,5.66266666667,14.1074583333,4.99191666667,6.72633333333,8.63891666667,4.01866666667,6.98258333333
375.45,6.41833333333,11.6770833333,5.65675,14.130375,4.93858333333,6.68158333334,8.6275,3.99625,6.98383333333
375.81,6.46258333333,11.7513333333,5.71566666667,14.251,4.9875,6.7855,8.64391666666,4.04366666667,7.11225
376.18,6.41433333333,11.7443333333,5.68091666667,14.2473333333,4.94383333333,6.740125,8.56366666667,3.98483333333,7.1115
376.54,6.42375,11.78325,5.695,14.26275,4.92091666666,6.75175,8.551,3.98,7.15075
376.90,6.60441666667,11.94825,5.86033333333,14.4937916667,5.07016666667,6.93754166667,8.7405,4.13583333333,7.33291666667
377.26,6.61191666667,12.0315833333,5.908,14.5610833333,5.10225,6.96233333333,8.827,4.19008333333,7.41441666667
377.63,6.6105,12.0403333334,5.902,14.6770416667,5.12075,6.96325,8.88341666666,4.22575,7.45441666666
377.99,6.63358333334,12.0595,5.90133333333,14.6896666667,5.10641666666,6.99041666667,8.92375,4.32425,7.51516666666
378.35,6.59983333334,12.1213333333,5.92716666667,14.7453333334,5.10008333333,7.00383333333,8.95475,4.34216666667,7.50708333333
378.71,6.596,12.095,5.875,14.7565833334,5.08633333334,6.95279166667,8.91908333333,4.3605,7.49116666667
379.07,6.59775,12.1240833333,5.88908333333,14.78,5.0895,6.866625,8.94525,4.38375,7.49933333333
379.44,6.66575,12.1690833333,5.937,14.801375,5.09616666667,6.91979166667,8.98758333333,4.43375,7.50875
379.80,6.62583333333,12.1844166666,5.87175,14.84775,5.09583333333,6.92995833333,8.99533333333,4.45608333333,7.54716666667
380.16,6.55275,12.14575,5.83566666667,14.827125,5.02716666667,6.83895833333,8.953,4.39541666667,7.49241666667
380.52,6.67291666667,12.2245,5.92933333333,14.9354166666,5.10441666667,6.926875,8.99225,4.461,7.54516666667
380.88,6.74975,12.30025,6.01783333333,14.98025,5.16716666667,7.01775,9.02425,4.52783333333,7.58991666666
381.24,6.8375,12.4049166667,6.08916666667,15.1498333333,5.25966666667,7.04170833334,9.05766666667,4.55366666667,7.63641666667
381.61,6.8685,12.4243333333,6.08775,15.1628333334,5.27416666667,6.998375,9.04875,4.5255,7.63233333333
381.97,6.77808333334,12.3359166667,6.08083333333,15.0966666667,5.23375,6.98820833333,9.02891666667,4.45375,7.59341666667
382.33,6.70183333333,12.2373333334,5.94258333333,14.9763333333,5.11183333333,6.90304166666,8.91725,4.355,7.4405
382.69,6.65316666667,12.2465,5.91533333333,15.012875,5.1335,6.85783333333,8.90175,4.3485,7.41425
383.05,6.68841666667,12.2963333333,5.99091666667,15.062875,5.18125,6.84979166667,8.96025,4.389,7.4115
383.41,6.60325,12.2264166667,5.88716666667,14.963,5.10608333334,6.77758333333,8.88416666667,4.33775,7.314
383.77,6.52208333333,12.1515833334,5.79691666667,14.8557916666,5.04275,6.70820833333,8.80833333333,4.27266666667,7.26733333334
384.14,6.50366666667,12.1405,5.76925,14.8132083333,5.04091666666,6.655375,8.81075,4.18983333333,7.24308333333
384.50,6.50316666667,12.16925,5.77433333333,14.7575833333,5.05358333333,6.71541666666,8.85391666667,4.21816666667,7.30333333333
384.86,6.60616666666,12.2939166667,5.8405,14.9077916667,5.15666666667,6.85433333334,8.94475,4.31558333334,7.41266666667
385.22,6.72566666667,12.4544166667,5.9205,15.0055416667,5.25458333333,6.96679166667,9.027,4.43891666666,7.51283333333
385.58,6.84975,12.6296666667,6.02483333333,15.1427916667,5.40025,7.15520833334,9.15283333333,4.54791666667,7.64258333333
385.94,6.9155,12.7273333333,6.08666666667,15.246,5.45358333334,7.25795833333,9.2285,4.59425,7.70141666667
386.30,6.88333333333,12.7309166667,6.05808333333,15.2025,5.41258333334,7.27445833333,9.18783333333,4.55208333333,7.68458333333
386.66,6.94441666667,12.8113333333,6.12841666667,15.31975,5.48158333333,7.33583333333,9.21525,4.6085,7.75283333334
387.03,6.97575,12.8940833333,6.15891666667,15.3910833333,5.50683333333,7.38516666666,9.24641666667,4.61791666667,7.74366666667
387.39,7.02666666667,12.978,6.22283333333,15.4494166667,5.56991666667,7.48508333333,9.26175,4.71058333333,7.80433333334
387.75,7.08083333333,13.0411666667,6.28208333333,15.4965416667,5.59791666667,7.47308333333,9.28716666667,4.73008333333,7.83825
388.11,7.07258333333,13.00875,6.23783333334,15.504,5.53833333333,7.42420833333,9.31341666667,4.744,7.84275
388.47,7.06758333333,12.98525,6.25475,15.48975,5.51258333333,7.37570833333,9.269,4.729,7.83216666667
388.83,7.03208333334,12.9606666666,6.24225,15.491625,5.49341666667,7.31383333334,9.22658333333,4.71908333333,7.84933333334
389.19,7.02433333333,12.9180833333,6.21766666667,15.4231666667,5.416,7.247125,9.15041666667,4.66875,7.821
389.55,7.07183333333,12.9453333333,6.24241666667,15.4665416667,5.45741666667,7.25941666667,9.18625,4.70875,7.85225
389.91,7.0925,12.97525,6.24683333334,15.4949166667,5.47716666667,7.247375,9.19625,4.68441666667,7.87875
390.27,7.03933333333,12.9101666667,6.21308333333,15.47975,5.43541666667,7.16829166667,9.13283333333,4.62733333333,7.86183333333
390.63,7.03,12.9013333333,6.19741666667,15.5045,5.41116666667,7.11175,9.12325,4.61616666667,7.88325
391.00,6.98666666667,12.86225,6.17166666667,15.486,5.37375,7.10366666667,9.08658333333,4.57916666667,7.79533333333
391.36,6.95641666666,12.8824166667,6.20541666667,15.46225,5.42383333333,7.11129166667,9.07191666667,4.57175,7.78825
391.72,6.97633333333,12.95375,6.19816666667,15.5269166667,5.4755,7.12475,9.12891666667,4.57808333333,7.80883333333
392.08,6.91883333333,12.888,6.13183333333,15.47275,5.42358333333,7.01020833334,9.106,4.51116666666,7.74275
392.44,6.92633333333,12.9338333333,6.15,15.5312916667,5.49316666667,7.01891666667,9.15616666666,4.56758333333,7.78316666667
392.80,6.90591666667,12.92,6.15341666667,15.5585833333,5.48316666667,7.00870833333,9.12808333333,4.56025,7.78008333333
393.16,6.96475,13.0100833333,6.2395,15.5984166666,5.54791666667,7.09854166667,9.20825,4.655,7.83116666667
393.52,7.03225,13.0859166667,6.30275,15.6540833333,5.62633333333,7.181875,9.27733333333,4.7455,7.90891666667
393.88,7.0265,13.0769166667,6.30725,15.6318333333,5.63316666667,7.16983333334,9.26875,4.70291666667,7.88083333333
394.24,7.03575,13.0893333333,6.307,15.6534583333,5.64008333333,7.16625,9.27341666667,4.728,7.91
394.60,6.99033333333,13.0218333333,6.21691666666,15.582125,5.51475,7.087,9.17866666667,4.6465,7.80525
394.96,6.88225,12.9181666667,6.12216666667,15.508125,5.39591666667,7.00520833333,9.08958333333,4.547,7.70808333333
395.32,6.9185,12.95825,6.17475,15.5495833333,5.43833333333,7.0845,9.0805,4.59066666667,7.7075
395.68,6.9055,12.91775,6.13883333333,15.5225,5.39666666667,7.074375,9.06308333333,4.55141666667,7.67975
396.04,6.86833333333,12.91625,6.07783333333,15.5040416667,5.35591666667,7.02458333333,9.01266666667,4.51391666667,7.6475
396.40,6.74616666667,12.805,5.94025,15.39925,5.23875,6.89258333333,8.88541666667,4.40658333333,7.51841666667
396.76,6.72191666666,12.8038333333,5.88033333333,15.4027083333,5.20208333334,6.852125,8.85066666666,4.37883333333,7.45033333333
397.12,6.69141666667,12.83,5.83716666667,15.4157916667,5.16125,6.83279166667,8.84875,4.36858333333,7.40925
397.48,6.6415,12.7935,5.74958333333,15.3925,5.11816666667,6.80420833333,8.77583333333,4.30125,7.3365
397.84,6.67383333333,12.8808333333,5.79866666667,15.5080833333,5.22691666666,6.89708333333,8.84933333333,4.37141666667,7.40716666667
398.20,6.74025,12.94225,5.85225,15.5625833333,5.28416666666,6.97133333333,8.882,4.43925,7.464
398.56,6.74308333333,12.95225,5.81041666667,15.541375,5.23583333334,6.95691666667,8.87841666667,4.42091666666,7.475
398.92,6.77133333333,13.02975,5.83933333333,15.5721666667,5.26325,6.99716666666,8.86491666667,4.46925,7.48958333334
399.28,6.814,13.0970833333,5.896,15.590375,5.29825,7.01845833334,8.90383333333,4.50275,7.49066666667
399.64,6.899,13.1703333333,5.97408333333,15.6729166666,5.353,7.07225,8.95308333333,4.55316666667,7.58458333333
400.00,6.87925,13.13125,5.97141666667,15.6615833333,5.31783333333,7.02141666667,8.92358333333,4.50158333333,7.57766666667
400.36,6.859,13.111,5.94541666667,15.6795,5.31641666666,7.05620833333,8.89291666667,4.49625,7.60116666667
400.72,6.87641666666,13.15575,6.023,15.7532916667,5.3235,7.07983333333,8.93766666667,4.5285,7.68983333333
401.08,6.87825,13.1851666666,6.05008333333,15.751625,5.29916666667,7.081875,8.92533333333,4.5375,7.70216666667
401.44,6.89966666667,13.2445833333,6.09341666667,15.7431666667,5.33625,7.09745833333,8.94358333333,4.56316666667,7.71583333333
401.80,6.99241666667,13.4111666667,6.19216666667,15.8985833333,5.47383333333,7.23270833333,9.06066666666,4.65741666667,7.83591666667
402.16,7.04441666667,13.4550833333,6.247,15.9803333333,5.53475,7.26441666667,9.14891666667,4.72191666667,7.89616666667
402.52,7.107,13.4921666667,6.26541666666,16.0514166667,5.58491666667,7.32545833333,9.19458333334,4.74575,7.963
402.88,7.06683333333,13.505,6.25416666667,16.0357916667,5.59108333333,7.322625,9.19625,4.74483333333,7.96375
403.24,7.06983333333,13.55575,6.24425,16.034875,5.58983333334,7.33541666667,9.19916666667,4.747,7.9775
403.60,7.08866666667,13.5986666667,6.28625,16.0372083333,5.60258333333,7.29891666666,9.21908333333,4.77325,7.97983333333
403.95,7.11133333333,13.6425,6.27425,16.0490833333,5.65775,7.29779166667,9.2285,4.82075,7.9825
404.31,7.20941666667,13.6994166667,6.36316666667,16.126375,5.73783333333,7.35666666666,9.29416666667,4.87016666667,8.07083333333
404.67,7.19916666667,13.6875,6.34083333333,16.131875,5.735,7.325,9.27291666667,4.85125,8.08291666666
405.03,7.11025,13.5968333334,6.281,16.09075,5.66916666667,7.24091666667,9.18483333333,4.77866666667,8.01633333333
405.39,7.08441666667,13.5725,6.24875,16.0781666667,5.64091666667,7.19770833333,9.13491666666,4.713,8.01775
405.75,7.02175,13.5321666667,6.20941666666,16.010375,5.57375,7.12129166667,9.09158333333,4.67275,7.95683333333
406.11,7.02216666667,13.50775,6.159,16.013,5.51966666666,7.08325,9.04208333333,4.6395,7.91341666667
406.47,7.02141666667,13.4985833333,6.18358333333,16.0042083334,5.52291666667,7.10354166667,9.05608333333,4.64175,7.90416666667
406.83,7.08016666666,13.52025,6.22883333333,16.0540833334,5.57858333334,7.16758333333,9.0785,4.67275,7.94358333333
407.19,7.10416666667,13.5300833333,6.24475,16.0497083333,5.58708333333,7.18258333333,9.07958333333,4.65983333333,7.94683333333
407.55,7.009,13.48525,6.17075,15.9841666667,5.52925,7.06858333333,9.01775,4.58158333333,7.86558333333
407.90,7.05991666667,13.544,6.21008333333,16.0738333333,5.57833333333,7.119625,9.0845,4.63625,7.92491666667
408.26,7.12333333333,13.6271666667,6.275,16.085875,5.594,7.13858333334,9.15166666667,4.69391666667,7.98258333333
408.62,7.12216666666,13.6730833333,6.27216666667,16.128375,5.5865,7.142375,9.16416666667,4.70033333333,7.97225
408.98,7.16358333333,13.7105833333,6.30275,16.177375,5.62141666667,7.195375,9.17275,4.73391666667,8.00016666667
409.34,7.23308333334,13.787,6.38658333334,16.2642083333,5.69741666667,7.293125,9.24533333333,4.81091666667,8.07141666667
409.70,7.27891666666,13.8230833334,6.39966666667,16.3442083333,5.733,7.3135,9.27258333333,4.85966666667,8.095
410.06,7.28691666667,13.8856666667,6.3905,16.3749583334,5.7375,7.32516666667,9.28766666667,4.87516666666,8.11791666666
410.42,7.26691666667,13.8960833333,6.38366666667,16.372625,5.7175,7.30783333334,9.30475,4.851,8.10416666666
410.77,7.29308333333,13.9325,6.40391666667,16.4117916667,5.74541666667,7.38004166667,9.31491666666,4.89341666666,8.15575
411.13,7.27316666667,13.9179166667,6.36491666667,16.360125,5.71066666667,7.37158333333,9.28391666667,4.86583333333,8.11466666667
411.49,7.25175,13.8791666667,6.31883333333,16.35575,5.69716666667,7.34225,9.23591666667,4.82458333333,8.08291666667
411.85,7.18416666667,13.84625,6.29833333333,16.2747083333,5.66733333333,7.321125,9.18491666667,4.79066666667,8.02925
412.21,7.20358333333,13.8868333333,6.32033333333,16.2884583333,5.692,7.33879166667,9.20925,4.82283333333,8.06641666667
412.57,7.16441666667,13.862,6.27575,16.2227083333,5.65816666667,7.27716666666,9.16808333333,4.77466666667,8.01366666667
412.92,7.15733333333,13.9068333334,6.29725,16.239875,5.69741666667,7.29029166667,9.18975,4.77366666667,8.04066666667
413.28,7.14483333333,13.881,6.29416666667,16.2293333333,5.68733333333,7.25970833333,9.16916666666,4.77766666667,8.03516666667
413.64,7.19066666666,13.9444166667,6.33733333333,16.2667916667,5.737,7.317875,9.2045,4.83575,8.11333333333
414.00,7.22391666666,13.98475,6.35675,16.2879166667,5.72225,7.30929166667,9.22325,4.85241666667,8.11141666667
414.36,7.2475,13.9876666667,6.37891666667,16.3402083333,5.73533333333,7.33029166667,9.21933333333,4.85741666667,8.14441666667
414.72,7.20816666666,13.9740833333,6.35925,16.314625,5.69133333333,7.30183333333,9.17116666667,4.8495,8.10075
415.07,7.23841666666,13.9805833333,6.37241666666,16.3504166667,5.71566666667,7.32654166667,9.18991666667,4.85,8.10983333334
415.43,7.21875,13.9795833333,6.34491666667,16.3807916667,5.70216666667,7.298375,9.15416666667,4.82958333333,8.11166666667
415.79,7.20283333333,13.9864166667,6.32683333333,16.3939166667,5.69633333333,7.31416666667,9.17066666666,4.8285,8.12183333333
416.15,7.2195,13.9829166667,6.341,16.3855833333,5.67075,7.30575,9.17308333333,4.86016666667,8.13608333333
416.51,7.21725,14.0035,6.34983333333,16.4179583333,5.68091666667,7.317875,9.2075,4.85925,8.14483333333
416.86,7.17833333333,13.9663333333,6.31575,16.4151666667,5.63766666667,7.25866666667,9.16883333333,4.83275,8.08941666667
417.22,7.12958333333,13.9519166667,6.28416666667,16.3893333333,5.61825,7.20591666667,9.11258333333,4.79575,8.06208333333
417.58,7.06941666667,13.939,6.24291666667,16.3405833334,5.57116666667,7.14604166666,9.08725,4.76333333333,8.02166666667
417.94,7.094,13.95275,6.25975,16.3399166667,5.6025,7.17754166667,9.10033333333,4.784,8.067
418.29,7.12325,13.9996666667,6.2705,16.3593333333,5.61791666666,7.175375,9.10658333333,4.80925,8.10675
418.65,7.10541666667,13.9840833333,6.29233333333,16.34325,5.61308333333,7.20804166667,9.10683333333,4.80358333334,8.1055
419.01,7.11558333333,13.9808333333,6.31675,16.3338333333,5.632,7.207,9.09583333334,4.79975,8.13166666667
419.37,7.08891666667,13.97325,6.30125,16.3025416667,5.635,7.17795833333,9.05141666667,4.76916666667,8.122
419.73,7.07558333333,13.9694166667,6.30075,16.2703333333,5.62625,7.16529166667,9.01433333333,4.765,8.12208333333
420.08,7.08916666667,14.0096666667,6.31591666667,16.281125,5.65075,7.20041666667,9.02808333333,4.7805,8.167
420.44,7.12333333334,14.008,6.3195,16.296125,5.663,7.23333333333,9.03941666666,4.7925,8.19475
420.80,7.15216666666,14.03375,6.35658333333,16.3225,5.70758333334,7.28075,9.04033333333,4.82166666667,8.23558333334
421.16,7.15658333333,14.07025,6.372,16.3389166667,5.69883333333,7.27675,9.04433333334,4.82433333333,8.23691666667
421.51,7.15491666667,14.057,6.38433333333,16.3408333334,5.7095,7.27833333333,9.02808333333,4.823,8.2475
421.87,7.19,14.1155833333,6.39925,16.3675833334,5.74991666666,7.2985,9.05275,4.8595,8.29383333333
422.23,7.1555,14.1175833333,6.38133333333,16.3730416667,5.73091666667,7.273875,9.038,4.8495,8.28758333333
422.58,7.1555,14.1233333333,6.37533333333,16.3833333333,5.71575,7.29275,9.04108333333,4.85283333333,8.30075
422.94,7.16991666667,14.1394166667,6.36966666667,16.40375,5.71191666667,7.30608333333,9.04875,4.85441666667,8.32316666667
423.30,7.16725,14.1161666667,6.37433333334,16.4215,5.71275,7.3005,9.03641666666,4.85166666667,8.31075
423.66,7.14758333333,14.123,6.38866666666,16.4245,5.71658333334,7.29166666667,9.03983333334,4.8635,8.31875
424.01,7.13133333334,14.1156666667,6.37758333333,16.42325,5.70758333333,7.265875,9.03691666667,4.85391666666,8.30483333333
424.37,7.12491666667,14.1055,6.37258333333,16.4275416667,5.7285,7.260875,9.02708333333,4.8585,8.29458333333
424.73,7.10541666667,14.1053333333,6.35966666667,16.426,5.71233333333,7.24608333333,9.02716666667,4.85983333333,8.28358333333
425.08,7.077,14.0634166667,6.33433333333,16.4049166667,5.69016666667,7.196125,9.00516666667,4.82891666667,8.24158333333
425.44,7.10791666666,14.0905833334,6.34483333333,16.4117916667,5.71516666667,7.206125,9.00975,4.84483333333,8.25291666667
425.80,7.1205,14.1099166667,6.34691666666,16.422,5.7405,7.20941666666,9.01091666667,4.85083333333,8.24475
426.16,7.12958333333,14.13975,6.36116666667,16.452625,5.77833333334,7.229875,9.018,4.86925,8.25083333333
426.51,7.146,14.1834166667,6.365,16.45425,5.79491666667,7.23445833333,9.01208333333,4.88208333333,8.26166666667
426.87,7.18158333333,14.21725,6.38941666667,16.4874583333,5.83425,7.26829166667,9.0195,4.913,8.27341666667
427.23,7.19466666667,14.2574166667,6.39808333333,16.5190416667,5.84491666667,7.27279166667,9.0295,4.925,8.2875
427.58,7.21575,14.2674166667,6.41508333333,16.5395416667,5.86416666666,7.29329166666,9.06008333333,4.94391666667,8.32908333333
427.94,7.2355,14.3056666666,6.43575,16.5736666666,5.89433333333,7.32675,9.07825,4.95925,8.335
428.30,7.28,14.377,6.47916666666,16.655875,5.94325,7.40025,9.09925,4.99283333333,8.353
428.65,7.33216666666,14.4385,6.525,16.7284583333,5.98891666667,7.45716666666,9.148,5.04433333334,8.39466666666
429.01,7.3255,14.4516666667,6.52033333333,16.7682083333,5.98975,7.44183333333,9.15475,5.05566666667,8.42016666666
429.37,7.28875,14.41975,6.48691666667,16.7305833333,5.953,7.39258333333,9.13141666667,5.02558333333,8.37233333333
429.72,7.23558333334,14.3793333334,6.43741666667,16.7009583333,5.89566666667,7.35225,9.10641666667,4.97208333333,8.3395
430.08,7.18508333333,14.3491666667,6.39191666666,16.6727083333,5.85016666667,7.322125,9.05675,4.89891666667,8.29033333333
430.44,7.17041666666,14.38175,6.38066666667,16.6904583333,5.84233333334,7.32079166667,9.04516666667,4.89858333333,8.28958333333
430.79,7.17191666667,14.40375,6.39208333334,16.71625,5.82816666667,7.358125,9.053,4.89058333333,8.29083333333
431.15,7.16858333333,14.3979166666,6.38125,16.7121666667,5.81341666667,7.341375,9.0525,4.8975,8.32066666666
431.50,7.13616666667,14.3713333333,6.35925,16.6826666667,5.77058333333,7.29270833333,9.05125,4.88075,8.32125
431.86,7.0995,14.3126666667,6.326,16.655125,5.71975,7.25779166666,8.99683333334,4.82975,8.26966666667
432.22,7.11883333334,14.3428333333,6.356,16.6915833333,5.74866666666,7.28945833334,9.02241666667,4.8435,8.29041666667
432.57,7.14866666667,14.3758333334,6.38308333333,16.7149583334,5.77166666667,7.32829166667,9.05616666667,4.86825,8.339
432.93,7.21475,14.4350833334,6.43858333333,16.761875,5.84141666667,7.375875,9.12375,4.92416666667,8.38550000001
433.29,7.21908333333,14.4369166666,6.43525,16.7555,5.84458333333,7.369625,9.15166666667,4.93658333334,8.39733333334
433.64,7.25641666667,14.427,6.4655,16.7720833333,5.86108333333,7.37875,9.17033333333,4.95816666667,8.41200000001
434.00,7.26358333333,14.4349166667,6.46283333333,16.7840833334,5.89075,7.37016666666,9.17633333333,4.97508333334,8.41475
434.35,7.26708333333,14.4359166666,6.46725,16.7864583334,5.90308333334,7.37991666667,9.18333333333,4.97491666667,8.39333333333
434.71,7.30558333333,14.44475,6.4825,16.8027083333,5.92225,7.41508333333,9.199,4.98941666667,8.41850000001
435.07,7.34208333334,14.4895,6.53858333333,16.8397083333,5.97066666667,7.44725,9.25766666667,5.03966666667,8.46583333334
435.42,7.3345,14.4835833333,6.50916666667,16.8268333333,5.96125,7.44720833334,9.24633333333,5.03583333333,8.44875000001
435.78,7.31708333333,14.472,6.49358333333,16.8308333333,5.9545,7.42175,9.23875,5.01508333333,8.4315
436.13,7.287,14.4543333334,6.46925,16.8222083333,5.92858333334,7.422,9.19991666667,4.99983333333,8.41458333333
436.49,7.3215,14.5121666667,6.49933333333,16.8820833333,5.95841666667,7.44841666667,9.25191666667,5.032,8.44558333333
436.84,7.31433333333,14.4990833333,6.44816666667,16.8519583334,5.95466666667,7.4555,9.24425,5.00291666666,8.44283333334
437.20,7.30641666667,14.5065833333,6.4395,16.8396666667,5.9255,7.441125,9.23058333333,4.99383333334,8.45691666668
437.56,7.30591666667,14.5245,6.41875,16.8717916666,5.90466666667,7.44875,9.22208333333,4.96541666667,8.45283333334
437.91,7.29091666666,14.5600833334,6.41416666667,16.8813333333,5.91775,7.43933333333,9.208,4.95833333333,8.465
438.27,7.27233333333,14.5640833333,6.35975,16.8717916667,5.878,7.41958333333,9.18025,4.92725,8.45566666666
438.62,7.31033333333,14.5858333333,6.39558333333,16.8877916666,5.88258333333,7.45725,9.21458333333,4.9305,8.49808333332
438.98,7.30183333333,14.57625,6.37816666667,16.879625,5.86533333333,7.44158333333,9.1995,4.92166666666,8.48408333333
439.33,7.319,14.5979166667,6.38291666667,16.887625,5.86458333333,7.42183333333,9.21458333333,4.92291666667,8.50958333333
439.69,7.27666666667,14.561,6.323,16.8445,5.82066666667,7.38179166667,9.15475,4.872,8.47691666667
440.04,7.29816666667,14.61475,6.37675,16.8752083333,5.85141666667,7.39920833333,9.18908333333,4.89808333334,8.50283333332
440.40,7.30633333333,14.60625,6.36933333333,16.87025,5.8505,7.39429166666,9.19175,4.88108333333,8.49491666666
440.75,7.31533333334,14.6235833333,6.38025,16.87425,5.86491666667,7.38416666667,9.19941666667,4.89366666667,8.52191666667
441.11,7.31583333334,14.6265,6.38808333333,16.8759583333,5.85775,7.38625,9.21633333334,4.90441666667,8.52158333333
441.47,7.31533333333,14.641,6.40241666667,16.8809166667,5.87225,7.393375,9.22633333334,4.92158333333,8.52541666666
441.82,7.30625,14.6424166667,6.41008333333,16.87725,5.886,7.38758333333,9.2095,4.94491666666,8.51508333333
442.18,7.33858333334,14.6943333334,6.45666666667,16.9199583333,5.921,7.41983333334,9.24183333333,4.97533333333,8.55883333334
442.53,7.324,14.6739166667,6.45991666667,16.9149166667,5.93166666667,7.43020833333,9.23716666667,4.9675,8.54608333334
442.89,7.34225,14.7076666667,6.49325,16.9402083333,5.95716666667,7.445875,9.25783333333,5.0005,8.57091666668
443.24,7.31991666666,14.6995833333,6.49516666667,16.9564166667,5.94008333333,7.44129166667,9.23933333333,4.99441666666,8.56733333334
443.60,7.29633333333,14.7139166667,6.48366666667,16.9769166666,5.94325,7.44779166667,9.23308333333,4.99625,8.55916666666
443.95,7.30766666667,14.7495833333,6.5155,16.9800833333,5.98041666667,7.48591666667,9.24075,5.02908333333,8.59274999999
444.31,7.327,14.74925,6.52591666667,16.9875416667,6.00691666667,7.50625,9.24341666667,5.03216666667,8.61400000001
444.66,7.32525,14.7508333334,6.524,16.9895416667,6.004,7.50175,9.22125,5.01291666667,8.61199999999
445.02,7.31275,14.7541666667,6.50866666667,16.99625,5.9935,7.49458333333,9.2025,4.99475,8.60249999999
445.37,7.29983333333,14.7538333333,6.50675,16.98325,5.9885,7.494375,9.18083333334,4.99666666666,8.60083333334
445.72,7.28841666667,14.7473333333,6.49475,16.9882083333,5.97858333333,7.49454166667,9.15441666667,4.994,8.59999999999
446.08,7.29266666667,14.754,6.518,17.0037916667,5.99166666667,7.519,9.15725,5.00233333333,8.63291666667
446.43,7.28691666667,14.741,6.50591666666,16.9785833333,5.97141666667,7.51070833333,9.13183333333,4.983,8.61825
446.79,7.29133333334,14.75975,6.50691666667,16.9844166667,5.9765,7.51404166666,9.10866666667,4.982,8.63024999999
447.14,7.296,14.74225,6.50541666667,16.96275,5.9625,7.50708333334,9.09558333333,4.97133333333,8.61974999999
447.50,7.2435,14.72,6.46291666666,16.9345416667,5.92166666667,7.465125,9.03233333333,4.936,8.57258333332
447.85,7.22983333333,14.7134166667,6.4575,16.9407916667,5.91241666667,7.45433333333,9.01333333333,4.93033333333,8.57441666666
448.21,7.23166666667,14.7351666667,6.46366666667,16.9530416667,5.92366666667,7.44704166667,9.016,4.935,8.59416666666
448.56,7.23375,14.71925,6.45316666667,16.949875,5.91708333333,7.445,9.00391666667,4.9295,8.58066666667
448.92,7.24591666667,14.76025,6.48566666667,16.9579166667,5.94525,7.46245833333,9.02825,4.94133333333,8.60116666667
449.27,7.24483333334,14.7560833333,6.47266666666,16.9534583333,5.93816666667,7.44320833333,8.99825,4.93783333333,8.57108333334
449.62,7.23608333333,14.7755833333,6.46016666666,16.9732916667,5.95641666667,7.44375,9.00608333333,4.95091666667,8.57483333332
449.98,7.26508333333,14.7985833333,6.49908333334,16.9959583333,5.97916666667,7.47495833333,9.04316666667,4.98875,8.60449999999
450.33,7.28508333333,14.8348333333,6.51366666667,17.0567083334,6.00483333334,7.5015,9.06558333333,5.021,8.62841666667
450.69,7.31241666667,14.87,6.5545,17.0895833333,6.03333333334,7.52904166667,9.09075,5.05216666667,8.67350000001
451.04,7.30966666667,14.9080833333,6.56766666667,17.0980416667,6.05616666667,7.565625,9.12241666666,5.06858333333,8.69849999999
451.40,7.29733333334,14.8741666667,6.54566666666,17.0730833333,6.032,7.53933333333,9.09658333333,5.05466666666,8.68633333334
451.75,7.29491666667,14.878,6.55183333333,17.0777083333,6.031,7.52583333333,9.08425,5.05625,8.69041666667
452.10,7.30458333333,14.8764166666,6.53941666667,17.0934166667,6.01608333333,7.50508333333,9.05358333333,5.05658333334,8.6965
452.46,7.31916666666,14.9179166667,6.56558333333,17.1282916667,6.0495,7.53191666667,9.09475,5.09041666667,8.73133333333
452.81,7.33775,14.9235833333,6.58375,17.13875,6.05916666667,7.539,9.07625,5.10375,8.74125
453.17,7.30941666667,14.9111666667,6.56858333333,17.13375,6.05416666667,7.520875,9.05525,5.0805,8.72966666667
453.52,7.27683333333,14.89525,6.54608333333,17.133375,6.02333333333,7.49033333334,9.01383333334,5.03158333333,8.70233333333
453.87,7.29641666666,14.9083333333,6.56158333333,17.154625,6.037,7.5005,9.02625,5.03441666667,8.70000000001
454.23,7.31875,14.89575,6.57733333333,17.151625,6.05291666667,7.50491666667,9.01958333333,5.04941666666,8.70783333334
454.58,7.34066666667,14.9405,6.61883333334,17.2078333333,6.08658333333,7.54045833333,9.03991666667,5.06833333333,8.72766666667
454.93,7.353,14.985,6.63591666667,17.238625,6.1265,7.56033333333,9.07841666667,5.09341666667,8.75958333333
455.29,7.34833333333,14.9868333333,6.62825,17.2492916666,6.12358333333,7.57666666667,9.08741666666,5.09666666666,8.74375000001
455.64,7.32741666667,14.9574166667,6.60883333334,17.2235833333,6.08266666667,7.55016666666,9.06166666666,5.05933333333,8.71666666667
