wavelength,Back_TiaBicm,Belly_TiaBicm,Breast_TiaBicm,Crissum_TiaBicm,Crown_TiaBicm,DorTail_TiaBicm,Rump_TiaBicm,Throat_TiaBicm,WingTip_TiaBicm
220.47,10366.6666667,9458.33333332,9491.66666666,4779.16666666,10083.3333333,6804.16666667,8166.66666668,9075.00000001,11300.0
220.85,-403.261,-368.8405,-364.130333334,-172.282708333,-385.507083333,-236.412791667,-309.058,-350.724583333,-447.46375
221.23,-282.795666667,-256.72025,-244.892333333,-116.263375,-268.817166666,-175.403375,-208.064416667,-245.698916666,-303.763416667
221.61,-258.854166667,-244.010416667,-227.864583333,-115.885416667,-259.895833333,-165.234375,-184.114583334,-235.15625,-292.447916667
221.98,-212.036916667,-194.676166667,-184.02775,-101.967541667,-223.148083333,-128.240708333,-151.85175,-193.0555,-240.74075
222.36,-239.84375,-225.520833334,-210.9375,-129.947916667,-265.104166667,-136.197916667,-184.375,-230.46875,-282.03125
222.74,-210.18525,-184.722083333,-171.99075,-107.407458333,-237.268583333,-95.7176666668,-162.7315,-194.4445,-237.7315
223.11,-129.787333333,-100.17725,-96.8085833333,-51.32975,-147.872333333,-45.3013750001,-92.9078333333,-112.41125,-150.3545
223.49,-93.7106666667,-70.912,-67.9245833334,-23.6635,-112.421416667,-25.5501666667,-68.39625,-77.2014166668,-116.352083333
223.87,-193.1035,-152.0115,-151.149333333,-64.6552083333,-232.471333333,-73.9943333332,-157.183833333,-164.0805,-244.540083333
224.24,-388.690416667,-321.428583333,-332.738083333,-136.607291667,-498.809666667,-190.476166667,-341.666666667,-335.119,-523.21425
224.62,-468.75,-387.499916667,-427.083416667,-176.736,-599.3055,-219.097083333,-423.611166666,-382.638833333,-623.611083333
225.00,-140.686333333,-104.166583334,-122.303666666,-26.3480833334,-187.499916667,-53.4313333334,-131.3725,-105.146916667,-187.254833333
225.38,-200.0,-146.666666667,-169.0,-37.1666666667,-245.0,-91.1666666667,-182.333333333,-147.333333333,-262.0
225.75,-127.777833333,-82.1759166667,-99.3055833334,-14.23625,-147.222166667,-41.0880000001,-98.3795833333,-81.4815000001,-157.175916667
226.13,-173.276,-115.804666667,-134.770166667,-42.52875,-186.781666667,-78.4482083333,-130.74725,-122.9885,-216.379416667
226.51,-413.23525,-322.549,-334.803833333,-169.60775,-420.588166667,-258.823333333,-335.294166667,-334.80375,-476.470583333
226.88,-370.175333333,-294.736916667,-280.70175,-151.754416667,-380.701583333,-224.342125,-303.070166667,-316.666583334,-411.842166667
227.26,-164.227583333,-125.20325,-117.479583333,-59.248,-168.0895,-88.6178750001,-135.162666667,-142.682833333,-173.374083333
227.64,-125.771666667,-87.5000833334,-81.3271666667,-39.892,-122.068,-55.7872083333,-101.08025,-110.648166667,-122.3765
228.01,-76.3889166668,-48.1481666667,-40.5094166666,-13.6574583333,-75.2314166667,-25.868,-61.9213333334,-69.7916666668,-80.2083333333
228.39,-84.8289999999,-59.0810833333,-49.6795,-25.160375,-80.3418333332,-34.4017916667,-67.2008333333,-72.2222500001,-88.6750833333
228.76,-57.4074166666,-35.7253333333,-29.0895,-9.529375,-51.77475,-12.5773333333,-37.80875,-45.2159166666,-56.8674166667
229.14,-54.48725,-33.6184166667,-26.4245,-8.47570833333,-49.2164166667,-12.8562916667,-35.82625,-43.37625,-52.9914166667
229.52,-42.7480833333,-25.0000833333,-17.81175,-0.636083333333,-35.81425,-3.02154166667,-24.8726666666,-34.1603333333,-40.2671666666
229.89,-36.3585,-21.2899166667,-14.2123333333,-1.59820833333,-29.1096666667,0.941708333325,-19.57775,-27.5685,-32.0206666667
230.27,-32.7419166667,-18.0106666667,-13.0108333333,-1.9085,-23.4945833333,2.68816666667,-14.4086666667,-23.6559166667,-27.6881666667
230.65,-29.3699166667,-17.4796666667,-15.6503333333,-2.64225000001,-20.5791666667,2.94720833334,-9.95933333333,-21.0365833333,-26.372
231.02,-31.6879166667,-23.1423333333,-19.4268333333,-6.71458333333,-24.0446666667,-1.08804166667,-9.92575000001,-24.84075,-30.4670833333
231.40,-44.9405,-36.131,-33.1545833333,-17.5000416667,-35.8333333333,-11.4878333333,-20.3570833333,-38.5118333333,-44.3450833333
231.78,-38.27775,-30.7221666667,-25.5555,-13.1945,-29.22225,-7.27791666666,-16.3334166666,-35.0554166667,-39.5000833333
232.15,-38.3888333334,-31.4445,-26.7223333333,-14.388875,-27.6666666667,-10.9168333333,-19.1666666667,-36.0555833333,-42.4999166667
232.53,-32.22575,-25.3163333333,-24.5779166667,-9.62558333334,-22.1518333333,-6.01258333334,-15.9810833333,-29.8523333333,-37.8165
232.90,-29.3155,-22.1725833333,-23.2141666666,-8.45725,-21.9245833333,-5.53079166667,-16.2201666667,-26.8354166667,-35.764
233.28,-26.7055833333,-19.8830833333,-21.39375,-5.38495833333,-20.2241666667,-3.77666666667,-15.5458333333,-25.5846666667,-35.5263333333
233.66,-24.9554166667,-19.2066666667,-20.633,-4.41166666667,-20.9891666667,-2.96324999999,-15.1960833333,-24.82175,-31.9074166667
234.03,-21.125,-15.7083333333,-15.2083333333,-0.395833333333,-19.3333333333,-2.33333333333,-13.2083333333,-20.125,-27.3333333333
234.41,-25.70125,-17.6568333333,-20.00825,-3.609875,-23.7209166667,-4.20799999999,-17.32675,-22.1945833333,-29.7855
234.78,-26.7664166667,-16.8586666667,-21.4285833333,-4.26254166667,-24.0399166667,-5.49145833332,-16.2825833333,-21.5820833333,-28.6099166667
235.16,-20.0659166667,-8.84508333332,-17.5073333333,2.046625,-17.5074166667,1.60812499999,-10.3801666667,-15.20475,-21.7105833333
235.54,-16.9095833333,-6.21533333335,-14.2013333333,3.99304166667,-16.7360833333,4.53120833333,-8.88899999999,-14.0971666667,-18.40275
235.91,-15.9061666667,-6.4815,-11.475,3.554875,-16.7328333334,3.73670833333,-8.23400000001,-13.52525,-17.0303333334
236.29,-19.9019166667,-11.4051666667,-13.33325,-0.817041666667,-20.196,0.0653333333325,-11.6993333333,-17.7776666667,-19.5750833333
236.66,-22.99075,-13.3728333333,-15.6455,-2.53629166667,-22.9249166667,-1.84454166667,-13.7681666667,-20.191,-20.8499166667
237.04,-25.5878333333,-14.5920833333,-18.3956666667,-3.129375,-25.2766666667,-3.14662499999,-15.5255833333,-21.9918333333,-24.101
237.41,-28.497,-14.02525,-18.7871666667,-4.78049999999,-26.637,-1.804375,-17.0014166667,-24.5535,-25.4836666667
237.79,-24.33475,-11.2745,-15.26625,-3.44891666667,-24.0196666667,-0.770458333325,-15.7911666667,-22.5140833333,-24.0195
238.17,-22.8724166667,-9.92908333334,-13.0851666667,-2.78366666666,-23.4750833333,1.43629166667,-15.8156666667,-21.1349166667,-22.837
238.54,-27.4203333334,-14.2115,-16.0441666667,-6.96758333333,-27.3514166667,-1.45220833332,-18.3265,-23.09825,-24.3083333333
238.92,-26.417,-14.3725,-16.4304166667,-7.42233333333,-26.3495833333,-1.33258333334,-16.2280833333,-21.1539166666,-22.3684166667
239.29,-32.0084166666,-17.8871666667,-22.3153333333,-10.8610833333,-29.4979166667,-4.58491666667,-20.258,-26.3596666667,-26.8480833333
239.67,-27.5320833334,-13.3333333333,-20.5769166667,-7.53208333334,-25.8333333333,-2.14741666667,-14.7115833333,-21.827,-23.3653333333
240.04,-16.4140833333,-5.21883333334,-11.1671666667,-0.715375,-16.1896666667,4.93829166667,-5.77983333333,-12.7665,-13.58025
240.42,-11.7816666667,-1.34091666666,-5.43583333333,1.85591666666,-11.01525,6.25008333333,-2.99325,-9.14749999999,-8.42925
240.79,-7.57575000001,0.21375,-2.15625,3.96266666667,-6.04125,7.68254166667,-0.174916666665,-5.57508333333,-4.48716666666
241.17,-6.16166666666,0.08425,-1.63291666667,4.58766666667,-3.77100000001,7.98841666666,1.26275000001,-4.24250000001,-1.9865
241.54,-4.37275,0.102833333335,-0.927416666668,5.1825,-2.69441666667,7.94308333334,1.94341666667,-3.15091666668,-0.25025
241.92,-2.71175,0.542416666667,0.066166666675,4.78829166667,-2.12958333333,7.29516666667,2.10316666667,-2.83066666666,0.489416666669
242.29,-1.2995,1.81216666667,1.34725,5.4185,-1.04925,8.20229166667,2.40816666667,-1.5855,2.05058333333
242.67,0.823583333333,3.62625,3.20925000001,6.29020833334,0.513416666668,9.11429166667,3.65858333333,0.064083333335,3.93658333333
243.05,1.40775,3.987,3.60675000001,6.06254166667,1.38716666667,9.21695833333,3.31891666667,-0.0204166666675,4.48008333333
243.42,-0.491999999997,1.72691666667,1.32533333333,4.15679166666,-0.632583333333,7.18379166667,0.923750000002,-2.20875,2.46991666667
243.80,-1.98641666667,-0.0204166666675,-0.529833333333,2.658625,-2.06808333333,5.61845833333,-0.427916666667,-3.5045,0.947250000001
244.17,-4.3435,-2.25233333333,-2.86366666668,0.745541666667,-4.78325000001,3.33025,-2.73491666667,-5.81316666667,-1.04041666667
244.55,-3.62141666666,-1.13433333334,-1.898,2.181375,-4.22133333333,3.91045833333,-2.09416666667,-4.75574999999,-0.218166666668
244.92,-3.34633333334,-0.205083333333,-1.25216666667,2.87133333333,-3.50816666666,4.55545833333,-1.31691666667,-4.53366666666,0.615333333334
245.30,-2.29916666667,0.634833333332,-0.385083333333,3.797375,-2.74658333333,5.60766666666,-0.551333333334,-3.79733333334,1.72691666667
245.67,-2.64291666667,-0.442083333333,-1.044,2.27616666667,-3.41433333333,4.288875,-1.08183333333,-4.19491666666,1.34508333333
246.05,-2.687,-1.1225,-1.20741666667,1.54770833333,-3.852,3.928625,-0.816249999998,-4.18358333333,1.73458333333
246.42,-2.11116666667,-0.836999999999,-1.1185,1.83329166667,-3.68891666667,3.81466666667,-0.400083333332,-3.326,2.25908333333
246.79,-0.819,0.6175,0.091,2.535,-2.275,4.459,1.0985,-1.742,3.6075
247.17,-0.0635833333343,1.49091666667,0.86125,2.97616666667,-1.49666666667,5.06220833333,1.7915,-1.08058333333,4.51333333333
247.54,1.39508333333,2.80575,2.14208333334,3.99958333333,-0.073166666665,6.15470833333,3.06691666667,0.276833333335,5.75749999999
247.92,1.39058333333,2.8355,2.28116666667,3.72870833333,-0.108916666665,6.348875,3.21658333333,0.0890833333325,6.01733333334
248.29,1.34366666666,2.72125,2.30558333333,3.381,-0.106333333333,6.11954166667,3.22391666666,0.198166666667,5.80525
248.67,1.05033333333,2.59383333333,2.07116666667,3.23375,-0.190416666665,5.64666666667,3.26783333333,-0.0146666666675,5.51975
249.04,0.987666666666,2.716,1.83641666667,3.47970833333,-0.257083333333,5.61479166666,3.25616666667,-0.26225,5.41666666666
249.42,1.11591666667,3.05083333333,1.90733333333,3.88908333333,0.0385833333325,5.911875,3.41916666667,-0.1265,5.39258333332
249.79,1.45,3.61,2.79191666667,4.21179166667,0.487416666665,6.34779166667,4.01325,0.2345,5.81833333332
250.17,1.24816666667,3.5855,2.91866666667,4.48033333333,0.501916666668,6.66270833333,3.76383333334,0.0925,5.45424999999
250.54,0.584833333336,3.03283333333,2.4335,4.26758333333,0.036166666665,6.520625,3.48791666667,-0.324916666667,4.48449999999
250.92,-0.728000000003,2.0445,1.549,3.75233333333,-0.751416666665,6.10291666667,2.74166666667,-1.29341666667,3.31475
251.29,-0.519916666665,1.94333333334,1.52741666667,4.05058333333,-0.471916666665,5.574125,2.56716666667,-0.99175,2.79116666667
251.66,-0.798666666665,1.58125,1.31483333333,3.93266666666,-0.831000000003,5.26791666667,1.89566666666,-1.44408333334,2.25066666666
252.04,-1.71175,0.868,0.779500000001,3.339,-1.25366666667,5.02245833333,0.972416666668,-1.76791666667,1.77591666666
252.41,-1.92375,0.814166666667,1.13341666667,3.37625,-1.0775,4.809375,1.1015,-1.72425,1.90775
252.79,-2.19258333333,0.587750000002,1.05666666667,3.14191666667,-1.21558333333,4.49220833333,0.88175,-1.70008333333,1.52533333333
253.16,-1.9905,0.734416666666,1.14533333333,3.45966666667,-1.11383333334,4.80266666667,1.18483333333,-1.48516666667,1.57966666667
253.54,-1.97175,0.81125,1.26591666667,3.62291666667,-1.15216666667,4.65345833333,1.43625,-1.30633333334,1.75258333333
253.91,-0.948999999998,1.63175,2.21458333333,4.562125,-0.482916666668,5.46541666667,1.76491666667,-0.432833333333,2.78058333333
254.28,0.0619166666675,2.65116666667,3.14575,5.350875,0.344666666668,6.371375,2.70416666667,0.185583333332,3.62316666666
254.66,-0.415333333333,2.76525,3.105,5.13895833333,0.547416666665,7.15383333333,2.91616666667,-0.009416666665,3.60508333334
255.03,0.494333333335,3.68233333333,3.96491666666,6.08354166667,1.55358333333,8.499625,3.95466666667,0.625333333332,4.53999999999
255.41,2.54166666666,5.36458333333,5.70833333333,7.40104166667,2.76041666667,10.1145833333,5.57291666667,2.125,5.95833333332
255.78,2.29875,5.22566666668,4.78925,7.444625,1.96908333333,10.1904166667,5.01283333333,1.70291666667,5.0235
256.15,1.5745,4.69141666667,3.98458333333,7.19266666666,0.921166666665,9.46870833333,4.1345,0.803333333333,4.22033333332
256.53,1.25891666667,4.27591666666,3.36025,7.074375,0.5825,8.91070833333,3.7245,0.468166666668,3.787
256.90,1.18916666667,3.73291666667,2.79716666666,6.73975,0.224166666665,8.30420833333,3.46016666666,0.058416666665,3.46008333333
257.28,1.89883333334,4.52658333333,3.65366666667,7.12745833333,1.00783333333,8.49975,4.35558333333,0.792,4.38266666667
257.65,1.56508333333,4.21108333333,3.04125,6.49783333334,0.613166666667,7.59916666666,3.75125,0.685666666667,4.332
258.02,1.85966666667,4.04775,3.02,5.97745833333,0.629166666665,6.60658333334,3.55133333333,0.824916666666,4.64908333333
258.40,1.73283333333,3.82666666667,2.7325,5.54466666666,0.60316666667,6.09758333333,3.45375,0.916833333335,5.02133333333
258.77,1.49358333333,3.36666666667,2.16691666667,4.98429166667,0.440583333335,5.35625,3.02258333334,0.683666666667,4.97166666667
259.15,2.14675,3.55016666667,2.71516666667,5.07829166666,1.24158333333,5.6335,3.4715,1.27233333333,5.86741666667
259.52,2.63783333333,3.94083333333,3.05,5.21920833333,1.85183333333,6.03604166667,3.8475,1.75075,6.53199999999
259.89,2.68625,3.969,3.24925,5.20520833333,2.05575,6.11929166667,3.87983333333,1.96666666667,6.82283333333
260.27,2.9965,4.39291666667,3.67616666667,5.519375,2.47425,6.632625,4.27891666667,2.36366666667,7.38916666667
260.64,2.53008333333,3.83408333333,3.17216666667,4.95883333333,2.07675,6.22404166667,3.76575,1.777,6.96408333334
