wavelength,Back_SalFulf,Belly_SalFulf,Breast_SalFulf,Crissum_SalFulf,Crown_SalFulf,DorTail_SalFulf,Rump_SalFulf,Throat_SalFulf,WingTip_SalFulf
526.59,8.96080555556,9.7005,8.26434523809,7.88458333333,9.42266666667,8.240875,8.23995833333,7.34608333333,10.459625
526.94,8.95911111111,9.70066666667,8.24525,7.87291666667,9.426,8.23058333333,8.23333333334,7.35854166667,10.45225
527.28,8.95533333334,9.69475,8.24329761905,7.86683333334,9.41766666667,8.222125,8.23629166667,7.36904166667,10.4640416667
527.63,8.94886111111,9.68941666666,8.25260714286,7.86633333333,9.4065,8.22325,8.25233333333,7.37654166667,10.468875
527.97,8.93027777778,9.68666666668,8.23669047619,7.85866666667,9.40108333335,8.218625,8.25108333333,7.37179166667,10.4633333333
528.32,8.92644444444,9.67924999999,8.22397619047,7.85325,9.39433333335,8.21045833333,8.25204166667,7.373,10.458
528.66,8.90855555556,9.66083333333,8.20778571429,7.82783333333,9.38366666667,8.187375,8.23879166667,7.36508333333,10.4537916667
529.01,8.90669444444,9.66108333332,8.21854761905,7.83666666667,9.39241666666,8.1895,8.255125,7.3615,10.4659166666
529.35,8.895,9.65333333333,8.19489285714,7.83083333333,9.38633333333,8.170875,8.24291666666,7.364875,10.4687083333
529.70,8.89944444444,9.66641666667,8.19921428571,7.83525,9.40125,8.170875,8.254125,7.37633333334,10.4855
530.04,8.92991666667,9.70608333332,8.223,7.85983333333,9.43149999999,8.20429166667,8.299,7.40620833333,10.5242916667
530.39,8.95252777777,9.732,8.23425,7.87025,9.45666666667,8.22295833333,8.325375,7.43233333333,10.537625
530.73,8.96541666667,9.74299999999,8.25792857143,7.89383333333,9.45424999998,8.22145833334,8.346,7.44329166666,10.5597916667
531.08,8.98505555556,9.75975000001,8.27697619047,7.91591666666,9.48016666668,8.230875,8.376375,7.45825,10.5700416667
531.42,8.98511111111,9.76099999999,8.27897619047,7.91583333333,9.48258333332,8.23,8.37804166667,7.471125,10.58075
531.77,9.01144444444,9.77683333334,8.31204761905,7.94091666667,9.49316666666,8.24395833333,8.40004166667,7.50433333333,10.6050833333
532.11,9.00697222223,9.76291666666,8.32458333333,7.94316666667,9.48225000002,8.24429166667,8.39404166667,7.50916666667,10.58825
532.46,9.01716666667,9.77525,8.34217857143,7.95233333333,9.48666666667,8.25329166666,8.40595833333,7.53245833333,10.60325
532.80,9.04708333333,9.8015,8.36254761905,7.98166666667,9.50825000002,8.266,8.42733333333,7.57070833333,10.6148333333
533.15,9.07780555556,9.82449999999,8.39022619047,8.013,9.5235,8.30133333333,8.45225,7.595125,10.6361666667
533.49,9.07202777778,9.82216666666,8.40185714286,8.01608333333,9.51891666666,8.30079166667,8.44641666667,7.59583333333,10.63375
533.84,9.04808333333,9.79541666666,8.37541666667,7.99383333333,9.48908333334,8.26804166667,8.41691666667,7.57220833333,10.613625
534.18,9.03733333333,9.79225000001,8.37991666667,7.98475,9.482,8.24645833333,8.417125,7.55783333333,10.620625
534.52,9.03322222222,9.80083333333,8.37635714285,7.98533333333,9.48825,8.25316666667,8.402,7.54816666667,10.617125
534.87,9.03966666667,9.81158333334,8.38125,7.98675,9.48716666665,8.267625,8.39375,7.55591666667,10.6301666667
535.21,9.07697222223,9.84225,8.40932142857,8.02925,9.52058333335,8.29554166667,8.41533333333,7.587375,10.6583333334
535.56,9.06013888889,9.84933333333,8.40315476191,8.03591666667,9.52991666667,8.28825,8.41970833333,7.58425,10.6531666667
535.90,9.07675,9.86633333334,8.41030952381,8.05666666667,9.55000000001,8.30133333333,8.42816666667,7.59620833333,10.681375
536.25,9.10127777777,9.88825,8.41788095238,8.09733333333,9.57116666667,8.317125,8.448875,7.60325,10.6786666666
536.59,9.07052777778,9.85808333333,8.39404761905,8.0615,9.55416666667,8.30970833333,8.415375,7.57670833333,10.670875
536.93,9.06075,9.84383333333,8.40638095238,8.05333333333,9.55175000002,8.3045,8.42054166667,7.57729166667,10.6417916667
537.28,9.07663888889,9.86508333334,8.40875,8.07233333333,9.56083333333,8.320875,8.45070833334,7.5985,10.6442083334
537.62,9.09847222223,9.88591666667,8.44319047619,8.10491666667,9.59016666667,8.35129166667,8.47625,7.61229166666,10.6680416667
537.97,9.14280555556,9.91558333334,8.47694047619,8.15658333333,9.61608333333,8.39720833333,8.5055,7.66,10.7035
538.31,9.12430555556,9.88983333334,8.45311904762,8.124,9.60191666665,8.377625,8.48316666666,7.63508333333,10.7071666667
538.65,9.10236111111,9.86558333333,8.42445238095,8.12691666667,9.58200000001,8.34841666666,8.44933333333,7.61145833333,10.6850416666
539.00,9.06391666667,9.83308333333,8.38420238096,8.07525,9.54291666667,8.30091666667,8.40333333334,7.569875,10.6754166667
539.34,9.05680555556,9.797,8.37732142857,8.05208333333,9.51975000001,8.30775,8.38116666667,7.55245833333,10.6844166667
539.69,9.0115,9.75949999999,8.34045238095,8.01208333333,9.47258333332,8.267,8.342,7.52204166667,10.6569583333
540.03,8.98108333334,9.71691666668,8.3159047619,7.97291666667,9.431,8.244375,8.29175,7.47354166667,10.6445833333
540.37,8.97669444444,9.70025000001,8.31764285714,7.97625,9.3995,8.227125,8.26941666667,7.46158333333,10.6229166667
540.72,8.96472222222,9.68625,8.2981547619,7.96591666666,9.38166666666,8.22058333333,8.24058333333,7.440875,10.6260833333
541.06,8.94136111111,9.64525,8.27796428572,7.945,9.35099999999,8.19383333334,8.20020833333,7.41045833333,10.6123333333
541.40,8.92033333333,9.61374999999,8.26036904762,7.92141666666,9.33449999999,8.17175,8.17983333334,7.39020833333,10.595875
541.75,8.88041666667,9.58133333334,8.22640476191,7.87941666666,9.29858333335,8.1525,8.150125,7.35091666667,10.57
542.09,8.90330555556,9.60024999999,8.24975,7.89816666667,9.32016666667,8.17120833334,8.174,7.37266666667,10.581
542.43,8.88075,9.58974999999,8.24882142857,7.87641666666,9.30016666667,8.1625,8.16304166667,7.367625,10.5752083333
542.78,8.85352777777,9.56175000001,8.23169047619,7.86516666667,9.28425,8.15375,8.15025,7.34454166667,10.54325
543.12,8.82227777777,9.53383333332,8.19829761905,7.82908333333,9.25975000002,8.09458333333,8.11716666666,7.31608333333,10.5087083333
543.46,8.83325,9.53566666666,8.21677380952,7.84116666666,9.28691666666,8.095,8.13241666667,7.32570833333,10.5264166667
543.81,8.84516666667,9.55299999999,8.23126190476,7.8685,9.31466666668,8.11045833333,8.17816666666,7.35920833333,10.5464166667
544.15,8.853,9.57375,8.22589285715,7.87983333334,9.33333333333,8.12379166667,8.20383333333,7.36504166667,10.5644583333
544.49,8.82180555556,9.54866666667,8.1993452381,7.8495,9.30816666666,8.083875,8.17325,7.34695833333,10.5334583334
544.84,8.82180555556,9.54950000001,8.20180952381,7.84558333333,9.31983333332,8.06816666667,8.186625,7.345,10.5499583334
545.18,8.82388888889,9.57158333332,8.21045238095,7.85691666667,9.32500000001,8.07816666667,8.19033333333,7.36116666667,10.5578333334
545.52,8.88238888889,9.63183333332,8.28420238095,7.92241666667,9.413,8.125875,8.22933333333,7.41195833333,10.6199583333
545.87,8.88811111111,9.65266666667,8.29938095238,7.94483333333,9.43416666668,8.15975,8.24920833333,7.4465,10.634875
546.21,8.94219444444,9.67699999999,8.3295,7.99091666667,9.47683333333,8.18341666667,8.28529166667,7.477,10.657625
546.55,8.98019444444,9.71516666667,8.36445238095,8.01658333333,9.50508333332,8.22008333333,8.31158333333,7.50858333333,10.699
546.90,9.02183333333,9.76516666668,8.42196428571,8.06416666667,9.52408333333,8.28195833333,8.35316666667,7.54416666667,10.7448333333
547.24,9.07677777777,9.81866666667,8.44897619047,8.09708333334,9.54324999999,8.341875,8.37470833334,7.60204166667,10.765125
547.58,9.08608333334,9.84991666667,8.46269047619,8.08041666667,9.55741666666,8.32545833333,8.34975,7.618625,10.7742916667
547.92,9.09713888889,9.85708333333,8.46007142857,8.07991666667,9.55691666667,8.346375,8.34379166667,7.63016666667,10.7612916667
548.27,9.16858333333,9.89583333333,8.52452380952,8.14033333333,9.61808333334,8.41366666667,8.414125,7.68991666667,10.8385833333
548.61,9.17861111111,9.91391666666,8.52395238095,8.1335,9.614,8.417875,8.414,7.71104166667,10.8195
548.95,9.19875,9.91558333334,8.53675,8.12825,9.62341666666,8.42316666667,8.41579166666,7.72375,10.8270833333
549.29,9.10680555556,9.80224999999,8.42447619047,8.02941666666,9.51233333334,8.290125,8.33229166667,7.63504166667,10.696875
549.64,9.10030555556,9.78574999999,8.41771428572,8.03641666667,9.50175,8.26475,8.309875,7.60575,10.6959583333
549.98,9.08375,9.77149999999,8.4263452381,8.01858333333,9.49750000001,8.26579166667,8.30125,7.60133333333,10.7102083333
550.32,9.10055555556,9.75350000001,8.40742857143,8.022,9.49691666665,8.26833333334,8.30554166667,7.60729166667,10.70225
550.66,9.10113888889,9.735,8.38658333333,8.01916666667,9.52166666666,8.261875,8.33058333333,7.618125,10.6887916667
551.01,9.08038888889,9.69991666667,8.40963095238,8.00441666667,9.51983333333,8.23983333333,8.32708333333,7.59083333333,10.6940833333
551.35,9.03933333333,9.63716666667,8.37776190476,7.97216666667,9.46775000001,8.18420833333,8.28491666667,7.53383333334,10.63325
551.69,9.02236111111,9.61541666667,8.39959523809,7.9575,9.50008333332,8.177125,8.27191666666,7.51958333333,10.6654166666
552.03,8.99105555556,9.61675000001,8.37307142857,7.93666666667,9.49550000001,8.15433333333,8.24333333334,7.47825,10.6364583333
552.38,9.02605555556,9.65200000001,8.41026190476,8.00358333333,9.54925,8.215875,8.279875,7.51220833333,10.698
552.72,9.03377777778,9.66808333333,8.42857142857,8.03691666667,9.55216666667,8.212625,8.27591666667,7.52725,10.6829583333
553.06,9.10088888889,9.79566666666,8.51042857143,8.11075,9.61533333334,8.346,8.37316666666,7.61879166667,10.7805833334
553.40,9.13177777777,9.80808333333,8.53689285714,8.09141666667,9.618,8.362125,8.40770833333,7.62895833333,10.803125
553.74,9.15166666666,9.82241666668,8.53708333333,8.08116666667,9.63900000001,8.38904166666,8.41629166667,7.63554166666,10.8299166667
554.09,9.16519444444,9.85583333333,8.57614285714,8.10491666667,9.65641666667,8.40445833333,8.433875,7.64333333333,10.848625
554.43,9.164,9.84383333332,8.56466666667,8.09133333333,9.63058333333,8.41508333333,8.40733333333,7.61708333333,10.8337083333
554.77,9.14866666667,9.86075000001,8.53563095238,8.08866666667,9.62416666667,8.38908333333,8.38995833334,7.612,10.8582083333
555.11,9.25111111111,9.94333333333,8.62571428571,8.20491666667,9.73083333333,8.51520833333,8.51233333333,7.70983333333,10.9432916667
555.45,9.31733333334,10.03975,8.68807142857,8.278,9.77641666667,8.59945833333,8.60995833333,7.79858333333,11.0265416667
555.80,9.33930555557,10.053,8.7205,8.28216666667,9.79558333333,8.63833333333,8.64729166666,7.80225,11.0430833334
556.14,9.29991666667,10.0411666667,8.69791666666,8.22716666667,9.76550000001,8.59570833333,8.61595833333,7.75258333333,11.00075
556.48,9.29886111112,10.0211666667,8.68816666667,8.19083333333,9.76866666666,8.60366666666,8.62708333333,7.728625,11.0205833333
556.82,9.34830555556,10.0145,8.69891666666,8.21933333334,9.83033333332,8.6195,8.63283333333,7.75545833333,11.069875
557.16,9.30544444444,10.0078333333,8.66571428571,8.20633333333,9.80666666667,8.59775,8.58166666667,7.75666666667,11.0171666666
557.50,9.27705555555,10.0186666667,8.65446428571,8.20316666667,9.78425,8.58141666666,8.55808333334,7.72833333333,10.9392916667
557.85,9.29436111112,10.0365833333,8.68090476191,8.23333333333,9.82266666667,8.613625,8.59091666667,7.76804166667,10.9870833333
558.19,9.33033333334,10.09175,8.73853571429,8.27016666667,9.87350000001,8.6225,8.62241666666,7.82879166667,11.026375
558.53,9.39097222222,10.1353333333,8.79885714286,8.29775,9.89666666668,8.68533333333,8.70316666667,7.87520833333,11.0324583334
558.87,9.33722222222,10.1038333333,8.75578571429,8.23975,9.83066666667,8.62908333333,8.62608333333,7.81004166667,10.9972916667
559.21,9.32600000001,10.0626666667,8.75867857143,8.19358333334,9.85499999998,8.57675,8.58329166667,7.792875,10.9537083333
559.55,9.27711111112,10.01925,8.70822619047,8.161,9.80591666667,8.53016666667,8.51991666667,7.77125,10.9116666666
559.89,9.31783333333,10.0588333333,8.73414285714,8.19391666667,9.83716666667,8.56708333333,8.57491666667,7.84045833333,10.957375
560.23,9.32105555556,10.07425,8.74498809524,8.21125,9.83058333333,8.587125,8.58220833334,7.85391666667,10.9839166667
560.58,9.29855555556,10.0870833333,8.75164285714,8.20308333333,9.81333333333,8.56666666667,8.600375,7.89054166667,10.967375
560.92,9.31091666667,10.08775,8.74996428572,8.21608333333,9.83733333333,8.54933333333,8.62083333333,7.888375,11.017
561.26,9.34036111112,10.0869166667,8.7601547619,8.21366666667,9.83349999999,8.58845833333,8.66704166667,7.917,11.092625
561.60,9.33130555555,10.06925,8.76294047619,8.18308333334,9.81216666666,8.57966666667,8.641375,7.873,11.074375
561.94,9.29516666667,10.045,8.71714285714,8.16108333333,9.75966666668,8.589125,8.62320833334,7.84604166667,11.0582083333
562.28,9.31386111112,10.0441666667,8.73627380953,8.19575,9.77433333332,8.61325,8.629875,7.87366666666,11.077
562.62,9.33183333332,10.0278333333,8.71571428571,8.16725,9.77758333333,8.61170833333,8.62966666667,7.89066666667,11.0889583333
562.96,9.35116666667,10.0660833333,8.70304761904,8.21283333333,9.76058333333,8.65329166666,8.65208333333,7.93354166667,11.0979583333
563.30,9.43619444445,10.1445,8.76173809524,8.25708333334,9.838,8.716375,8.73495833333,8.00541666667,11.2010416667
563.64,9.4148611111,10.1240833333,8.7545,8.25741666666,9.82066666665,8.71166666667,8.728625,7.97791666667,11.1975833333
563.99,9.40519444444,10.11025,8.72634523809,8.27366666667,9.8105,8.67491666667,8.73033333333,7.988125,11.169
564.33,9.3938888889,10.1004166667,8.69507142857,8.26291666666,9.77933333333,8.671125,8.71825,7.91945833333,11.155
564.67,9.35386111111,10.0814166667,8.65179761905,8.26091666667,9.74724999999,8.67454166667,8.70183333333,7.86558333333,11.1153333333
565.01,9.29522222223,10.0688333333,8.61772619048,8.21383333333,9.71508333333,8.61191666667,8.63541666666,7.83066666667,11.065625
565.35,9.30633333334,10.0638333333,8.58591666667,8.20891666667,9.73766666666,8.58895833333,8.64425,7.84366666667,11.05075
565.69,9.37166666667,10.12575,8.63057142857,8.26175,9.81391666665,8.61541666667,8.68870833334,7.89604166666,11.1097916667
566.03,9.38513888888,10.1595833333,8.62482142857,8.25558333334,9.83575,8.61925,8.69491666666,7.88708333333,11.1377083333
566.37,9.40519444443,10.1905833333,8.66257142857,8.29183333334,9.86258333334,8.65508333333,8.73958333333,7.91266666667,11.177375
566.71,9.35563888889,10.1494166666,8.63730952381,8.24958333333,9.84608333334,8.62716666666,8.73020833333,7.85083333333,11.150125
567.05,9.33099999999,10.13675,8.62925,8.27141666667,9.81675,8.61679166667,8.73641666667,7.854125,11.1262083333
567.39,9.39452777777,10.1805,8.67252380952,8.31458333333,9.87108333333,8.64295833333,8.772625,7.89958333333,11.16425
567.73,9.47019444444,10.2618333333,8.74626190476,8.36675,9.93691666667,8.73608333333,8.83079166667,7.95008333333,11.229125
568.07,9.48555555555,10.2449166667,8.73148809524,8.35441666667,9.93108333333,8.75008333333,8.81745833334,7.957125,11.2464583333
568.41,9.57425000002,10.3016666667,8.80552380952,8.39,9.98708333332,8.79779166667,8.867625,8.03254166667,11.3059166667
568.75,9.63430555555,10.3301666667,8.8623452381,8.45391666667,10.0543333333,8.831125,8.93083333333,8.08845833333,11.3465833334
569.09,9.69405555557,10.3930833333,8.95725,8.50458333333,10.0908333333,8.88720833333,8.9795,8.1285,11.422625
569.43,9.64563888888,10.3686666667,8.92555952381,8.47791666667,10.0551666667,8.86491666667,8.93541666666,8.10733333333,11.3869166667
569.77,9.57391666667,10.3298333333,8.89188095238,8.44291666667,9.99758333333,8.810625,8.90170833333,8.058,11.3553333333
570.11,9.571,10.3435833333,8.91045238095,8.485,10.024,8.82666666667,8.91679166667,8.079875,11.3809583333
570.45,9.57572222222,10.3233333333,8.90904761905,8.47866666667,10.00725,8.800375,8.90445833334,8.09583333333,11.4174166667
570.79,9.62794444445,10.36775,8.96044047619,8.5145,10.0545833333,8.84158333333,8.92245833333,8.11645833333,11.476375
571.13,9.59277777777,10.3285,8.93773809524,8.48725,10.0056666667,8.8255,8.88725,8.08033333333,11.4482916667
571.47,9.49716666666,10.2324166666,8.85591666667,8.42108333333,9.91283333333,8.751125,8.814875,8.01325,11.3789166667
571.81,9.48241666666,10.23925,8.89729761905,8.44958333333,9.91633333332,8.755125,8.82133333333,8.02925,11.4077916667
572.15,9.46933333334,10.2485,8.90285714286,8.47383333333,9.89833333333,8.75766666667,8.81779166667,8.01675,11.4068333333
572.49,9.445,10.2354166666,8.87483333333,8.44516666666,9.86774999999,8.749375,8.78533333334,7.98004166667,11.3802916667
572.83,9.41999999999,10.2396666667,8.85663095238,8.46425,9.88683333332,8.776875,8.77970833333,8.00158333333,11.3777916667
573.17,9.4263888889,10.2225833333,8.89069047619,8.45558333333,9.89458333333,8.7765,8.80179166667,7.99083333333,11.3782916667
573.51,9.42380555555,10.1950833333,8.86510714286,8.43866666667,9.89350000001,8.757125,8.78579166667,7.98433333333,11.3561666667
573.85,9.40741666666,10.1711666667,8.82889285715,8.4015,9.84516666668,8.72058333333,8.71333333333,7.95341666667,11.3322916667
574.19,9.43074999999,10.2335833333,8.87744047619,8.49433333333,9.88149999999,8.77054166667,8.74904166667,7.97758333333,11.3685
574.53,9.42066666666,10.23125,8.87578571428,8.464,9.88999999998,8.788625,8.75391666667,7.97416666666,11.3730416667
574.87,9.38741666667,10.2395833333,8.84438095238,8.46383333333,9.87983333334,8.77725,8.7365,7.96583333333,11.3637916667
575.21,9.43508333333,10.3015833333,8.89627380952,8.5,9.93400000002,8.81641666666,8.78516666667,7.99008333333,11.41825
575.55,9.4336388889,10.2985,8.88316666667,8.47758333333,9.935,8.79975,8.7775,7.96716666667,11.3829166667
575.89,9.43049999999,10.3139166667,8.88684523809,8.48125,9.97241666666,8.80875,8.791,8.002,11.3938333333
576.22,9.47222222224,10.3443333333,8.92295238095,8.55175,10.0188333333,8.85095833333,8.82679166667,8.05458333333,11.4725
576.56,9.4961388889,10.3646666667,8.92704761905,8.56208333333,10.0020833333,8.83854166666,8.83079166667,8.06191666667,11.4714166667
576.90,9.56702777779,10.4581666667,8.98326190476,8.67033333333,10.0728333333,8.908625,8.88779166667,8.12833333333,11.5554583333
577.24,9.61961111111,10.523,9.05794047619,8.75975,10.1460833333,8.97616666667,8.93320833333,8.19054166667,11.647125
577.58,9.65094444443,10.5755,9.11225,8.79591666667,10.2038333333,9.00495833333,9.00783333334,8.22016666667,11.6839166666
577.92,9.6968611111,10.6144166667,9.11098809524,8.77841666667,10.2375,9.0455,9.027,8.24454166667,11.6888333333
578.26,9.63844444445,10.5655,9.02921428571,8.755,10.1790833333,8.962,8.95508333333,8.18804166667,11.6122083333
578.60,9.70980555556,10.6095,9.0995952381,8.80491666667,10.25275,9.004375,9.008375,8.23741666667,11.6951666667
578.94,9.76413888889,10.6588333333,9.16466666666,8.8645,10.32775,9.03054166667,9.029125,8.30179166667,11.7832083334
579.28,9.81116666667,10.68625,9.19029761905,8.92158333334,10.3704166667,9.04491666667,9.070625,8.34316666667,11.8580833333
579.61,9.76955555555,10.5940833333,9.1395,8.82641666667,10.2883333333,8.985875,8.994625,8.267625,11.822875
579.95,9.76622222223,10.61075,9.14295238095,8.80658333334,10.2736666667,8.94841666667,9.00179166666,8.26241666667,11.7855
580.29,9.73480555555,10.5860833333,9.11560714286,8.794,10.2449166667,8.93729166667,8.97441666667,8.21216666667,11.77525
580.63,9.645,10.52525,9.03188095238,8.70425,10.1413333333,8.86520833333,8.92808333333,8.149125,11.736625
580.97,9.62908333334,10.4800833333,8.99890476191,8.6745,10.1144166667,8.86583333333,8.91125,8.10845833333,11.70125
581.31,9.63380555555,10.4733333334,9.00072619048,8.711,10.094,8.91408333333,8.93075,8.12816666667,11.6953333333
581.65,9.62977777779,10.4773333333,9.02729761905,8.73958333333,10.0884166667,8.91275,8.97233333333,8.14791666667,11.722375
581.98,9.74327777777,10.5935833333,9.21686904763,8.88075,10.197,9.06354166666,9.11320833333,8.31558333333,11.8954166667
582.32,9.73758333335,10.6155833333,9.22829761905,8.89516666667,10.153,9.07945833333,9.12420833333,8.31774999999,11.8907083333
582.66,9.65061111109,10.5410833333,9.12948809524,8.82041666667,10.0491666667,9.05425,9.047125,8.25304166667,11.7749166667
583.00,9.56750000001,10.4851666667,9.10566666667,8.7515,9.99358333333,9.05004166667,9.00816666666,8.23395833333,11.71275
583.34,9.58147222224,10.51,9.11009523809,8.78766666667,9.97875000002,9.05358333333,9.035,8.23966666667,11.7507916667
583.68,9.60027777778,10.5396666667,9.15471428572,8.8605,10.0329166667,9.138375,9.04845833333,8.27354166667,11.8280833333
584.01,9.58269444444,10.51425,9.14426190476,8.83566666667,10.0401666667,9.104875,9.03045833333,8.22725,11.8341666666
584.35,9.6836388889,10.56825,9.23139285714,8.93075,10.15175,9.22770833334,9.11579166667,8.331,11.9007916667
584.69,9.73511111113,10.6169166667,9.26691666667,8.95058333333,10.19375,9.25591666667,9.13433333333,8.38729166667,11.9552083333
585.03,9.77547222223,10.6621666667,9.29583333333,8.95841666667,10.2638333333,9.30629166667,9.16675,8.43558333333,12.055375
585.37,9.75308333333,10.603,9.26077380953,8.89441666667,10.23,9.24966666667,9.07045833333,8.36245833334,12.040875
585.70,9.66102777777,10.5300833333,9.12028571429,8.7705,10.12825,9.14783333334,8.93991666667,8.23158333333,11.8988333333
586.04,9.70769444443,10.5291666667,9.16061904762,8.77925,10.219,9.21929166667,8.96716666666,8.299625,11.9144583333
586.38,9.82072222222,10.616,9.24016666667,8.85083333333,10.3134166667,9.271375,9.05875,8.36204166667,12.0103333333
586.72,9.89422222221,10.7195833333,9.26125,8.94933333333,10.37375,9.29954166667,9.07716666667,8.42762499999,12.0422916667
587.06,9.87638888889,10.74,9.25820238095,8.9845,10.44175,9.32191666667,9.09066666666,8.46862499999,12.0573333333
587.39,9.82355555555,10.6944166667,9.16775,8.88566666666,10.36575,9.26466666667,9.04266666667,8.39770833333,11.9912083333
587.73,9.78677777776,10.6566666667,9.12457142857,8.84041666666,10.3205,9.27125,8.99575,8.40291666667,11.9781666667
588.07,9.71961111112,10.6059166667,9.06891666667,8.78441666667,10.27425,9.17954166666,8.919375,8.32820833332,11.9339166666
588.41,9.69227777777,10.59875,9.05748809524,8.75433333333,10.2426666666,9.190875,8.893,8.29870833334,11.8875416666
588.74,9.62633333335,10.50375,8.994,8.6965,10.1726666667,9.117125,8.799125,8.22791666668,11.8184583333
589.08,9.59972222221,10.4773333333,8.95338095238,8.66958333333,10.1658333333,9.117,8.76970833333,8.24645833333,11.8067083334
589.42,9.60688888888,10.4820833333,8.96985714286,8.70466666667,10.2123333333,9.12595833333,8.77658333333,8.25812500001,11.8306666667
589.76,9.57550000002,10.4905,8.93486904762,8.70325,10.1861666667,9.0635,8.74679166667,8.21433333332,11.875875
590.09,9.50155555557,10.45525,8.89883333333,8.65875,10.1428333333,9.04091666667,8.68525,8.15883333334,11.8237083333
590.43,9.51625000001,10.452,8.91592857143,8.66133333333,10.17875,9.13308333333,8.74308333333,8.17333333333,11.9030416667
590.77,9.66258333335,10.5621666666,9.01717857143,8.75808333333,10.3028333333,9.253875,8.83770833333,8.27320833334,12.0082083333
591.11,9.77888888891,10.60325,9.13422619048,8.87133333333,10.4225833333,9.35691666667,8.97308333333,8.40120833333,12.1075416667
591.44,9.85330555557,10.65375,9.22947619047,8.94275,10.5035833333,9.34783333333,9.04729166667,8.47045833333,12.1675
591.78,9.96591666667,10.7439166667,9.33559523809,9.05008333333,10.58875,9.45129166667,9.17120833334,8.55450000001,12.2729583333
592.12,10.0015833333,10.77475,9.3691547619,9.11133333332,10.6300833333,9.486875,9.24875,8.59950000001,12.3646666667
592.46,10.0108888889,10.8005,9.36475,9.12624999999,10.6476666667,9.48625,9.29879166667,8.60441666666,12.3366666667
592.79,10.0928333333,10.90375,9.46334523811,9.20424999999,10.7008333333,9.55279166667,9.392625,8.66729166667,12.4427083333
593.13,10.1758888889,10.9860833333,9.55797619048,9.29575,10.7261666667,9.66066666666,9.49633333333,8.774125,12.5335833334
593.47,10.1380833333,10.9541666667,9.55748809525,9.25175,10.7166666667,9.625375,9.46658333333,8.74758333333,12.4662083333
593.80,10.1870555555,11.0085833333,9.60179761904,9.33508333333,10.7881666667,9.67220833334,9.54866666666,8.81979166667,12.5780416667
594.14,10.2083333333,11.0286666667,9.64132142858,9.33858333332,10.7853333333,9.62608333332,9.523,8.82499999999,12.591875
594.48,10.0808055556,10.9380833334,9.56001190476,9.21699999999,10.64875,9.50208333333,9.42283333333,8.713125,12.4960833334
594.81,10.0100833333,10.955,9.51555952381,9.14700000001,10.6043333334,9.440625,9.344125,8.63545833334,12.4563333333
595.15,10.0433055556,11.0555,9.50870238096,9.1865,10.6163333333,9.55079166667,9.391,8.67912500001,12.4824166667
595.49,9.95222222222,11.001,9.44101190477,9.07558333334,10.5328333333,9.49116666666,9.3155,8.61204166667,12.40175
595.82,9.85677777776,10.9420833334,9.34797619048,8.98566666667,10.4796666667,9.39729166668,9.223,8.53816666667,12.3070833333
596.16,9.85394444443,10.9758333333,9.34622619048,8.99408333333,10.4724166667,9.38141666667,9.19825,8.55283333334,12.325375
596.50,9.87122222222,10.9818333333,9.37161904761,9.03141666667,10.51875,9.39858333332,9.21745833333,8.601875,12.3495416667
596.83,9.82411111111,10.9474166667,9.30638095239,8.962,10.4996666667,9.2965,9.16625,8.53925000001,12.322625
597.17,9.85258333332,10.9420833333,9.28470238095,8.98483333334,10.4870833333,9.28904166667,9.168,8.53912500001,12.361375
597.51,9.80708333333,10.8880833334,9.22102380953,8.90108333333,10.4019166667,9.21408333333,9.106625,8.49087499999,12.2845416667
597.84,9.78355555557,10.8796666667,9.15833333333,8.86591666667,10.37575,9.1645,9.07541666667,8.45666666667,12.2659583333
598.18,9.80858333331,10.9035833333,9.19375,8.8765,10.40025,9.20454166667,9.130125,8.46987499999,12.281375
598.52,9.80566666668,10.8924166666,9.18911904762,8.89716666666,10.37225,9.16695833333,9.11420833333,8.46904166668,12.3289583333
598.85,9.79577777778,10.85325,9.19798809524,8.914,10.3884166667,9.12725,9.10754166667,8.46141666667,12.3256666666
599.19,9.80358333334,10.8406666666,9.18258333333,8.94416666667,10.4126666667,9.10675,9.08741666667,8.47841666667,12.3222916667
599.53,9.85138888889,10.8529166667,9.21901190475,8.97241666666,10.4309166667,9.12516666667,9.10625,8.49229166667,12.3687916667
599.86,9.88072222222,10.8820833333,9.27992857144,8.98583333334,10.4545,9.15691666667,9.124875,8.47120833334,12.3900416667
600.20,9.77033333334,10.7715,9.17822619047,8.87666666667,10.3465833333,9.077375,9.05858333333,8.33383333332,12.2720416667
600.53,9.75122222223,10.7310833333,9.13532142857,8.87691666667,10.3288333333,9.07566666667,9.04104166667,8.32100000001,12.2330416667
600.87,9.79699999999,10.8085833333,9.20540476191,8.9,10.3644166667,9.19658333333,9.08470833333,8.38454166668,12.27525
601.21,9.81566666666,10.8024166667,9.18680952381,8.89358333334,10.3824166667,9.22175,9.082625,8.36724999999,12.2614166667
601.54,9.85180555554,10.83325,9.24375,8.94591666667,10.4209166667,9.305125,9.113625,8.43466666667,12.2923333333
601.88,9.86524999998,10.8349166666,9.26116666667,8.94183333333,10.4311666667,9.29933333333,9.06766666667,8.45595833333,12.3455416667
602.21,9.90319444445,10.8578333333,9.28320238095,8.99225000001,10.493,9.37104166667,9.10058333333,8.49070833334,12.380125
