wavelength,Back_AcaBaif,Belly_AcaBaif,Breast_AcaBaif,Crissum_AcaBaif,Crown_AcaBaif,DorTail_AcaBaif,Rump_AcaBaif,Throat_AcaBaif,WingTip_AcaBaif
380.52,6.30846666667,11.6871333333,9.24353333333,9.2312,4.66846666667,7.08973333333,5.68363333333,12.3192,7.99953333333
380.88,6.30624444444,11.6486,9.20380000001,9.24113333333,4.65586666667,7.08833333333,5.6077,12.2736666667,7.92313333333
381.24,6.30875555556,11.5967333333,9.1988,9.19700000001,4.6596,7.05006666667,5.56493333333,12.2578666667,7.89153333333
381.61,6.20093333333,11.4295333333,9.05819999999,9.093,4.51586666667,6.92713333333,5.44243333333,12.166,7.7874
381.97,6.14397777778,11.3398,9.00393333333,9.03399999999,4.457,6.86813333333,5.38566666667,12.124,7.7552
382.33,6.19784444445,11.3600666667,9.06173333333,9.06179999999,4.50473333333,6.87313333333,5.43666666667,12.1773333333,7.78413333333
382.69,6.21842222222,11.3779333333,9.07939999999,9.0454,4.52626666667,6.85593333333,5.46113333333,12.2292666667,7.79733333333
383.05,6.2784,11.4875333333,9.13460000001,9.09999999999,4.54866666667,6.93726666666,5.4989,12.2759333333,7.8094
383.41,6.30842222222,11.4846,9.11053333334,9.10573333333,4.5388,7.00333333333,5.4721,12.2814,7.82093333333
383.77,6.31004444444,11.4771333333,9.09086666666,9.12206666667,4.533,7.00613333333,5.48713333333,12.2880666667,7.82393333333
384.14,6.22993333333,11.4239333333,8.99746666667,9.06613333334,4.4696,6.97273333334,5.39953333334,12.2280666667,7.7624
384.50,6.22495555556,11.3909333333,8.98613333333,9.07786666667,4.47206666667,6.96346666667,5.44043333333,12.2164,7.7472
384.86,6.17537777778,11.3896,9.01093333334,9.03439999999,4.43606666667,6.911,5.43583333333,12.2460666667,7.70033333334
385.22,6.12728888889,11.3733333333,8.99793333333,9.03993333334,4.38746666667,6.86166666667,5.38893333333,12.2212666667,7.6516
385.58,6.25051111111,11.5429333333,9.13560000001,9.22393333333,4.54833333333,7.01653333333,5.52296666667,12.3646666667,7.7854
385.94,6.25924444445,11.5946666667,9.1714,9.26993333334,4.55233333333,7.0194,5.5344,12.3994,7.77806666667
386.30,6.19257777778,11.5624,9.10726666667,9.2242,4.49726666667,6.98273333333,5.4518,12.3630666667,7.70893333333
386.66,6.16304444445,11.5454,9.05659999999,9.21120000001,4.46466666667,6.9218,5.414,12.3244666667,7.65966666667
387.03,6.11551111111,11.4851333333,9.01613333333,9.18579999999,4.43506666667,6.88526666667,5.39046666666,12.2899333333,7.60386666667
387.39,6.13926666666,11.5164666667,9.06653333333,9.23326666667,4.4718,6.85826666667,5.44013333333,12.3495333333,7.625
387.75,6.14046666667,11.5446666667,9.09760000001,9.27966666667,4.46346666667,6.88546666667,5.44683333333,12.3244666667,7.66626666666
388.11,6.24388888889,11.6481333333,9.21133333333,9.41579999999,4.58493333333,6.99133333333,5.55696666667,12.4176666667,7.77346666667
388.47,6.32404444444,11.7558666666,9.26433333333,9.49593333334,4.67733333333,7.0528,5.61336666667,12.5012666667,7.84793333333
388.83,6.37051111111,11.8159333333,9.27293333334,9.55213333332,4.72833333334,7.0928,5.67606666667,12.5512,7.90153333333
389.19,6.42182222222,11.8732666667,9.31886666666,9.62446666666,4.7994,7.16406666667,5.7485,12.6318,7.96273333333
389.55,6.44715555556,11.9207333333,9.3604,9.66146666667,4.82106666667,7.20786666667,5.8002,12.6788666667,7.99153333333
389.91,6.42546666667,11.9220666667,9.30453333333,9.6372,4.81646666667,7.178,5.78283333333,12.651,7.98326666667
390.27,6.48526666667,11.9726,9.36753333334,9.6994,4.8412,7.22026666667,5.83716666667,12.7177333333,8.04333333333
390.63,6.45855555555,11.949,9.33566666666,9.70620000001,4.80733333333,7.21213333333,5.82426666667,12.7097333333,8.0446
391.00,6.39908888889,11.9055333333,9.25533333334,9.67766666667,4.7334,7.1138,5.75816666667,12.6678666667,8.00353333333
391.36,6.38288888889,11.9287333333,9.25019999999,9.7078,4.71913333333,7.12393333333,5.74726666667,12.6584,8.00786666667
391.72,6.38188888889,11.9174,9.26766666667,9.70593333334,4.7256,7.12113333333,5.73626666667,12.7026,7.988
392.08,6.352,11.8751333333,9.21973333334,9.66406666667,4.653,7.06353333333,5.69233333333,12.6893333333,7.94293333333
392.44,6.26222222222,11.7997333334,9.15566666666,9.63393333335,4.56293333333,7.01993333333,5.60636666667,12.6380666667,7.8712
392.80,6.2828,11.8088666667,9.14633333334,9.66966666668,4.55606666667,7.0678,5.62016666667,12.6502666667,7.88893333333
393.16,6.26624444444,11.7777333333,9.09346666667,9.64686666665,4.509,7.02806666667,5.5788,12.6038,7.85646666667
393.52,6.24311111111,11.7442666667,9.04973333333,9.62253333334,4.46466666667,6.96693333333,5.5308,12.5746,7.82126666667
393.88,6.24533333333,11.7309333333,9.05159999999,9.62140000001,4.41813333333,6.95473333333,5.53596666667,12.6056,7.79953333333
394.24,6.23786666667,11.7484,9.0538,9.64753333335,4.46106666666,6.989,5.56346666667,12.5974,7.82013333333
394.60,6.29277777778,11.7974666667,9.09586666667,9.69259999999,4.48113333333,7.0384,5.6017,12.6374,7.8652
394.96,6.33566666667,11.8543333333,9.14266666667,9.73166666667,4.52013333334,7.09833333333,5.6411,12.6876666667,7.9008
395.32,6.35004444444,11.8808,9.1508,9.73313333331,4.54846666667,7.13686666667,5.67546666667,12.7221333333,7.90586666667
395.68,6.43402222222,11.9906,9.20313333333,9.83346666665,4.62753333333,7.1944,5.78713333333,12.7844,7.98513333333
396.04,6.48373333333,12.054,9.27213333334,9.92946666666,4.68813333333,7.24253333333,5.8809,12.847,8.0432
396.40,6.55906666667,12.1394,9.35400000001,9.99140000001,4.74693333333,7.3046,5.97736666667,12.9356,8.12686666667
396.76,6.58191111111,12.1936666667,9.40873333333,10.0340666667,4.80873333333,7.34066666667,6.01283333333,12.9609333333,8.19126666667
397.12,6.61091111111,12.3042,9.47486666666,10.1126666667,4.85853333333,7.40813333333,6.0851,13.0394666667,8.2504
397.48,6.59931111111,12.3169333333,9.47086666667,10.1336,4.864,7.421,6.08386666667,13.0451333333,8.25206666667
397.84,6.64993333333,12.4054666667,9.5178,10.2311333333,4.96113333333,7.4784,6.13096666667,13.0526666667,8.31453333333
398.20,6.65257777778,12.4318,9.50839999999,10.2672,4.95686666667,7.47593333333,6.1527,13.0917333333,8.332
398.56,6.66522222222,12.4523333333,9.53346666667,10.3044666667,4.98333333333,7.48853333333,6.17526666667,13.1192666667,8.32673333333
398.92,6.6676,12.4428,9.5136,10.3299333333,4.9678,7.49353333333,6.17593333333,13.1246,8.314
399.28,6.6688,12.4592666667,9.51360000001,10.3544,4.97006666667,7.50126666667,6.19953333333,13.1372666667,8.33806666667
399.64,6.61422222222,12.4077333333,9.47046666667,10.2896666667,4.9174,7.43933333333,6.1281,13.0962,8.2796
400.00,6.59255555556,12.3964666667,9.42646666667,10.2754666667,4.91593333333,7.43366666667,6.08623333333,13.0574666667,8.27446666667
400.36,6.60048888889,12.4242666667,9.44433333333,10.2840666667,4.9376,7.43133333333,6.0984,13.0675333333,8.284
400.72,6.57982222222,12.4074666667,9.41566666666,10.2654666667,4.8976,7.381,6.05706666666,13.0656,8.23693333333
401.08,6.65411111111,12.4599333333,9.46553333334,10.3098,4.9512,7.42006666667,6.12543333333,13.1273333333,8.27453333333
401.44,6.69833333333,12.4893333334,9.49546666667,10.3539333333,4.9768,7.43433333333,6.1774,13.1734666667,8.304
401.80,6.71008888889,12.4792666667,9.49786666666,10.3497333333,4.94366666667,7.4642,6.18073333333,13.2138666667,8.31426666667
402.16,6.76602222222,12.5324666667,9.55333333334,10.3735333333,4.9684,7.49933333333,6.2102,13.2444666667,8.33546666667
402.52,6.77146666667,12.5541333333,9.55833333333,10.3818,5.00153333333,7.4996,6.22716666667,13.2588,8.32726666667
402.88,6.78626666667,12.5805333333,9.58306666666,10.3892,5.0132,7.51706666667,6.24376666667,13.2922666667,8.3484
403.24,6.82782222222,12.6054,9.62966666666,10.4348,5.03,7.5428,6.27246666667,13.336,8.36413333333
403.60,6.87453333333,12.6647333333,9.65453333333,10.5013333333,5.0782,7.6114,6.29743333333,13.3980666667,8.41466666667
403.95,6.91782222222,12.7336666667,9.69826666667,10.5356666667,5.08406666667,7.64633333333,6.3234,13.4599333333,8.4418
404.31,6.90431111111,12.7286,9.66813333333,10.5198666667,5.08993333333,7.63513333333,6.32666666667,13.4558,8.4324
404.67,6.93484444445,12.7762666667,9.68373333333,10.5651333333,5.12046666667,7.666,6.37906666667,13.4893333333,8.46646666667
405.03,6.9202,12.7345333333,9.64533333333,10.557,5.0948,7.647,6.3433,13.454,8.4646
405.39,6.91566666667,12.7327333333,9.63726666666,10.5470666667,5.09633333333,7.65553333333,6.34783333333,13.4439333333,8.46266666667
405.75,6.96026666667,12.7917333333,9.69693333333,10.5891333333,5.13833333333,7.67533333333,6.3932,13.4675333333,8.49073333333
406.11,6.96248888889,12.8052666667,9.69893333333,10.6249333333,5.1336,7.69593333333,6.41546666667,13.4688,8.49706666667
406.47,6.98835555556,12.8759333333,9.75359999999,10.6909333333,5.146,7.7456,6.45693333333,13.4958666667,8.55166666666
406.83,7.00275555556,12.9093333333,9.77766666667,10.7332,5.18586666667,7.7608,6.48973333334,13.4857333333,8.56533333333
407.19,6.93462222222,12.8804,9.73073333333,10.7016,5.1358,7.689,6.42806666667,13.409,8.52406666667
407.55,6.89671111111,12.8708,9.7134,10.6834,5.1094,7.66553333334,6.43033333333,13.3856,8.4868
407.90,6.8316,12.7977333333,9.6494,10.6114666667,5.0686,7.59813333333,6.38173333333,13.3146666667,8.41993333333
408.26,6.82615555556,12.7822666667,9.64713333333,10.5914,5.0372,7.606,6.36746666667,13.2893333333,8.39
408.62,6.81064444445,12.7658,9.66839999999,10.6070666667,5.0274,7.59973333333,6.36516666667,13.2958666667,8.37653333334
408.98,6.76551111111,12.7776666667,9.66146666667,10.5796666667,5.0246,7.58333333333,6.35736666667,13.2587333333,8.353
409.34,6.74704444444,12.7793333333,9.65353333333,10.5749333333,5.0202,7.55693333333,6.34833333333,13.2601333333,8.34086666667
409.70,6.75086666667,12.7874666667,9.67726666666,10.6087333333,5.06606666667,7.59346666667,6.36746666667,13.2794666667,8.3484
410.06,6.72506666667,12.7944,9.66253333333,10.5987333333,5.07833333333,7.55806666667,6.3462,13.2824666667,8.31773333333
410.42,6.69113333333,12.7437333334,9.62193333335,10.551,5.04646666667,7.51086666667,6.30373333333,13.2494666667,8.28013333333
410.77,6.68506666667,12.7548666667,9.60486666666,10.5411333333,5.03413333333,7.50313333333,6.29983333333,13.2482,8.28606666667
411.13,6.73155555555,12.8036666667,9.635,10.5737333333,5.07733333333,7.5314,6.3407,13.2979333333,8.31506666666
411.49,6.67913333333,12.7638,9.625,10.5532,5.0336,7.46693333333,6.3141,13.2420666667,8.27966666667
411.85,6.68,12.8099333333,9.64753333335,10.5802,5.0454,7.48413333333,6.3288,13.2668,8.29686666667
412.21,6.70782222222,12.8494666667,9.68599999999,10.6529333333,5.07506666667,7.4876,6.35643333333,13.2908,8.3404
412.57,6.701,12.8603333333,9.68466666666,10.6649333333,5.06026666667,7.46926666667,6.3527,13.2903333333,8.33706666667
412.92,6.77808888889,12.9518666667,9.77773333334,10.7656,5.138,7.53866666667,6.44593333333,13.3912,8.4038
413.28,6.79075555556,13.0024,9.8,10.7759333333,5.1492,7.5446,6.44553333333,13.3856,8.42006666667
413.64,6.75571111111,13.0029333333,9.77693333332,10.7480666667,5.11826666667,7.49653333333,6.44233333333,13.3945333333,8.3982
414.00,6.68986666667,12.9535333333,9.74146666667,10.7033333333,5.06306666666,7.4392,6.3864,13.3671333333,8.34553333333
414.36,6.6768,12.9514666666,9.72333333333,10.7046,5.06086666667,7.41933333333,6.37063333333,13.3666,8.32773333333
414.72,6.68702222222,12.9476,9.75026666667,10.7192666667,5.07413333333,7.43906666667,6.379,13.3912,8.336
415.07,6.70102222222,12.9716,9.75993333333,10.7478666667,5.0772,7.46093333333,6.40356666667,13.4004666667,8.32993333333
415.43,6.74813333333,13.0161333333,9.80473333334,10.7702666667,5.12293333333,7.49026666667,6.4309,13.4574666667,8.3724
415.79,6.76826666667,13.0388,9.842,10.8199333333,5.12946666667,7.52526666667,6.4695,13.4741333333,8.3916
416.15,6.74457777778,13.0420666667,9.82746666665,10.804,5.11486666667,7.50413333333,6.45176666667,13.4724666667,8.3476
416.51,6.74464444444,13.0428,9.81500000001,10.7915333333,5.1172,7.5034,6.43536666667,13.455,8.333
416.86,6.70142222222,12.9718666667,9.78126666667,10.7548,5.058,7.467,6.36093333333,13.4052666667,8.2836
417.22,6.68815555555,12.9578666667,9.7716,10.7526,5.04966666667,7.46006666667,6.34583333333,13.4092,8.26846666666
417.58,6.68235555556,12.9482666667,9.76433333333,10.7565333333,5.0382,7.4604,6.32673333333,13.3756,8.26193333333
417.94,6.7098,12.9424,9.77626666667,10.7534666667,5.04833333333,7.4544,6.34263333333,13.3497333333,8.25326666667
418.29,6.71835555556,12.9588,9.80086666668,10.7808666667,5.0644,7.48086666667,6.36033333333,13.373,8.269
418.65,6.71317777778,12.9623333333,9.80940000001,10.7882666667,5.078,7.4816,6.3533,13.385,8.2714
419.01,6.69884444445,12.9459333333,9.81439999999,10.7856,5.09253333333,7.48813333333,6.3351,13.389,8.27493333333
419.37,6.72328888889,12.9678,9.82973333335,10.8198,5.11586666667,7.51646666667,6.35206666667,13.4057333333,8.28853333333
419.73,6.70275555556,12.9449333333,9.8062,10.7954,5.1242,7.49513333334,6.32356666667,13.3914666667,8.26793333333
420.08,6.69464444445,12.9221333333,9.80446666666,10.7926666667,5.12013333333,7.48673333333,6.30686666667,13.3722,8.2724
420.44,6.68006666667,12.9128666667,9.8168,10.7862,5.1204,7.47613333333,6.2965,13.3701333333,8.27106666667
420.80,6.64106666667,12.8932,9.78313333334,10.749,5.08973333333,7.42333333333,6.2706,13.3364,8.23266666667
421.16,6.63635555555,12.8860666667,9.78833333334,10.755,5.09513333333,7.4222,6.27006666667,13.3408666667,8.22426666667
421.51,6.66655555555,12.9004,9.82166666667,10.7874,5.1242,7.4428,6.28693333333,13.3797333333,8.2462
421.87,6.66317777778,12.8971333334,9.82646666667,10.7990666667,5.1254,7.454,6.28583333333,13.3913333333,8.2648
422.23,6.66737777778,12.8986,9.83333333333,10.8016666667,5.13706666667,7.44993333333,6.2874,13.3896666667,8.26326666667
422.58,6.68193333333,12.9211333333,9.85380000001,10.8162,5.14133333333,7.4612,6.2923,13.3973333333,8.26573333333
422.94,6.6854,12.9125333333,9.8486,10.8203333333,5.13793333333,7.45073333333,6.28426666667,13.3930666667,8.255
423.30,6.67686666666,12.9092666667,9.84586666666,10.821,5.13353333333,7.44033333333,6.27596666667,13.3960666666,8.2502
423.66,6.70242222222,12.9404666667,9.86979999999,10.8592,5.1438,7.45473333333,6.30616666667,13.4138,8.27266666667
424.01,6.70415555555,12.9432,9.86486666665,10.8665333333,5.14766666667,7.45886666667,6.30746666667,13.4198,8.2622
424.37,6.71304444444,12.9464,9.86673333334,10.8816666667,5.15273333333,7.47026666667,6.31143333333,13.4335333333,8.2604
424.73,6.76948888889,13.0064,9.92806666666,10.9478666667,5.2146,7.53386666667,6.3678,13.4980666667,8.3204
425.08,6.79702222222,13.0342666667,9.96166666665,10.9796666667,5.2402,7.56053333333,6.3836,13.5149333333,8.3426
425.44,6.80108888889,13.0477333333,9.96400000001,10.9712,5.24053333333,7.5598,6.38843333333,13.4969333333,8.349
425.80,6.824,13.0857333333,9.98880000001,11.0072,5.28326666667,7.5796,6.39903333333,13.5321333333,8.36866666667
426.16,6.81411111111,13.1031333333,9.9854,11.0131333333,5.28086666667,7.57346666667,6.39223333334,13.5313333333,8.36186666667
426.51,6.78735555556,13.0867333333,9.96013333333,11.0013333333,5.27593333333,7.54146666667,6.37323333333,13.5185333333,8.34606666667
426.87,6.77748888889,13.1051333333,9.96506666667,11.0066666667,5.27233333333,7.5322,6.37156666667,13.5156,8.35073333333
427.23,6.77577777778,13.1239333333,9.97280000001,11.0205333334,5.2784,7.5252,6.36016666667,13.5138,8.33233333333
427.58,6.75053333333,13.1052,9.97613333332,10.9988666667,5.26826666667,7.49473333333,6.32073333333,13.4986,8.29393333333
427.94,6.7484,13.1276666667,9.99286666667,11.0086666667,5.2678,7.496,6.3152,13.5067333333,8.2838
428.30,6.73933333334,13.1568666667,10.0165333333,11.0208,5.28873333333,7.48633333333,6.32123333333,13.513,8.2834
428.65,6.68366666667,13.1010666667,9.96426666667,10.9761333333,5.22746666667,7.40053333333,6.24093333333,13.4728666667,8.20906666667
429.01,6.64784444444,13.0866666667,9.92453333334,10.9614666667,5.2024,7.35766666667,6.21443333333,13.4550666667,8.18166666667
429.37,6.58762222222,13.0691333333,9.89573333333,10.9574,5.17353333333,7.321,6.1759,13.4523333334,8.13186666667
429.72,6.59682222222,13.0915333334,9.9324,10.9823333333,5.1666,7.313,6.19173333334,13.4609333333,8.12633333333
430.08,6.61753333333,13.1136666667,9.9642,11.0266666667,5.17773333333,7.3322,6.20716666667,13.4902666666,8.1278
430.44,6.64315555556,13.1563333333,10.0025333333,11.0841333333,5.18213333333,7.36826666667,6.2384,13.5352,8.1458
430.79,6.65157777778,13.1724,10.0045333333,11.0984,5.18246666667,7.37493333333,6.22586666667,13.5576666667,8.15113333333
431.15,6.65691111111,13.1736,10.0233333333,11.1191333333,5.18993333333,7.39886666667,6.2477,13.5664,8.18233333334
431.50,6.70382222222,13.2320666667,10.0694,11.1863333333,5.22346666667,7.43933333333,6.28876666667,13.6227333333,8.23473333333
431.86,6.69455555556,13.2318666667,10.0643333333,11.1953333333,5.21333333334,7.4256,6.2742,13.6226666667,8.24546666667
432.22,6.72053333333,13.249,10.0648,11.2352666667,5.20826666667,7.44566666667,6.27686666667,13.6336,8.25073333333
432.57,6.75897777778,13.3032666667,10.1058,11.2982666667,5.25446666667,7.5226,6.3209,13.6627333333,8.30206666667
432.93,6.77968888889,13.3268,10.1543333333,11.3417333333,5.26006666667,7.553,6.3509,13.6886666667,8.3114
433.29,6.8062,13.3415333333,10.1599333333,11.3661333333,5.2702,7.56053333333,6.36756666666,13.6966666667,8.32526666667
433.64,6.82311111111,13.3635333333,10.1499333333,11.3867333333,5.2744,7.58453333333,6.38046666667,13.7086666667,8.33493333333
434.00,6.8352,13.3743333333,10.1588666667,11.3824,5.27353333333,7.57606666667,6.38723333333,13.7077333333,8.3448
434.35,6.84526666667,13.3932,10.1557333333,11.4033333334,5.2876,7.58866666667,6.39406666667,13.7040666667,8.35053333333
434.71,6.85364444444,13.4163333333,10.1784666667,11.4308,5.29713333333,7.6016,6.41976666667,13.7099333333,8.34533333333
435.07,6.83868888889,13.4136,10.1616,11.4382,5.28033333333,7.59113333333,6.40263333333,13.6966666667,8.3176
435.42,6.81982222222,13.3986,10.1448666667,11.4458,5.271,7.58513333333,6.38756666667,13.6850666667,8.30106666667
435.78,6.85504444444,13.4403333333,10.1808,11.5012,5.3044,7.61266666667,6.4251,13.7252,8.315
436.13,6.84086666667,13.441,10.1696,11.5029333333,5.30513333333,7.60546666667,6.42426666667,13.7171333333,8.32126666667
436.49,6.82235555555,13.4486,10.1436,11.4984,5.28053333333,7.56866666667,6.40543333333,13.7051333333,8.29133333333
436.84,6.82046666667,13.4704,10.1291333333,11.5023333333,5.29633333333,7.5584,6.39706666667,13.7062666666,8.29793333334
437.20,6.82662222222,13.4784666667,10.1568,11.5363333334,5.3056,7.5738,6.39653333333,13.7179333333,8.30406666667
437.56,6.79224444444,13.4735333334,10.1630666667,11.5308666667,5.28,7.55266666667,6.36256666667,13.7063333333,8.28886666667
437.91,6.8054,13.4957333333,10.1949333333,11.5851333333,5.30286666667,7.58666666666,6.3843,13.7320666667,8.32153333333
438.27,6.8312,13.5110666667,10.2352666667,11.6108,5.32913333333,7.6034,6.4024,13.7606666667,8.3396
438.62,6.84337777778,13.5394666667,10.2622666667,11.6470666667,5.33653333333,7.60226666667,6.39983333333,13.8003333333,8.35266666667
438.98,6.87731111111,13.5824,10.2942,11.6764666667,5.36666666667,7.62653333333,6.41833333333,13.8311333333,8.38106666667
439.33,6.88402222222,13.5988,10.3072666667,11.6829333333,5.3624,7.61566666667,6.41916666667,13.8349333333,8.38293333333
439.69,6.88973333333,13.6151333333,10.3164,11.7048,5.36586666667,7.6208,6.41963333333,13.8428,8.38673333333
440.04,6.90137777778,13.6328666667,10.3378666667,11.7394666666,5.36293333333,7.62993333333,6.4309,13.8534666667,8.38866666667
440.40,6.95013333333,13.6722,10.3906666667,11.7902,5.40973333333,7.68453333333,6.4805,13.8960666667,8.4386
440.75,6.97464444444,13.6844,10.4236666667,11.8284,5.42413333333,7.70766666667,6.50693333333,13.9231333333,8.46206666667
441.11,7.00184444444,13.7280666667,10.4576,11.872,5.448,7.71653333333,6.5315,13.952,8.487
441.47,7.02542222222,13.7399333333,10.4662666667,11.9075333333,5.47373333333,7.7236,6.55713333333,13.9617333333,8.50466666667
441.82,7.03433333333,13.7388666667,10.4738,11.9284666667,5.47826666667,7.72466666667,6.56063333334,13.972,8.5064
442.18,7.01884444444,13.7324,10.4622666667,11.9278,5.45433333333,7.69566666667,6.53956666667,13.9546,8.48906666667
442.53,7.05388888889,13.7603333333,10.4904666667,11.9732666667,5.4888,7.74286666667,6.58063333333,13.9667333333,8.53373333333
442.89,7.06295555556,13.7518,10.4993333333,12.0004,5.4796,7.73493333333,6.5819,13.9740666667,8.5322
443.24,7.07273333333,13.7664666667,10.5052666667,12.0258,5.4994,7.76206666667,6.59803333333,13.9796666667,8.55126666667
443.60,7.05615555555,13.7444666667,10.4919333334,12.0064,5.48753333333,7.74233333333,6.58936666667,13.9549333333,8.5514
443.95,7.08153333333,13.76,10.5197333333,12.0298,5.51846666667,7.75813333333,6.6081,13.9812666667,8.57646666667
444.31,7.08246666667,13.7611333333,10.5183333333,12.0412666667,5.5202,7.7436,6.60323333333,13.9726666667,8.57786666667
444.66,7.05737777778,13.7518,10.493,12.0245333333,5.5012,7.73966666667,6.56873333333,13.9417333333,8.56033333333
445.02,7.05128888889,13.7346,10.4691333334,12.0103333333,5.4918,7.7456,6.5687,13.9424,8.557
445.37,7.05342222222,13.7436,10.47,12.0178,5.48933333333,7.75553333333,6.5614,13.9422,8.56673333333
445.72,7.05144444444,13.7484666667,10.4579333333,12.0232,5.48286666667,7.75493333333,6.55003333333,13.9499333333,8.57113333334
446.08,7.06893333333,13.7726666667,10.4834,12.0537333333,5.50406666667,7.7842,6.5782,13.9784,8.5978
446.43,7.07137777778,13.7684,10.4847333333,12.0531333333,5.5116,7.7836,6.57246666667,13.9880666667,8.59913333333
446.79,7.07373333333,13.7877333333,10.4898,12.0616666667,5.5218,7.79873333333,6.586,13.9978666667,8.62213333333
447.14,7.06164444445,13.775,10.4771333333,12.0490666667,5.49606666667,7.77873333333,6.57123333333,13.9901333333,8.59486666667
447.50,7.09386666667,13.8074,10.4978666667,12.0873333333,5.52513333333,7.80546666667,6.59966666667,14.0170666667,8.61953333333
447.85,7.09724444445,13.8197333333,10.4964666667,12.0923333333,5.52793333333,7.81293333333,6.60253333333,14.0274,8.62106666667
448.21,7.10193333333,13.8249333333,10.5109333333,12.1087333333,5.54033333333,7.8282,6.61646666667,14.053,8.63513333333
448.56,7.13075555556,13.8474666667,10.5329333333,12.1438,5.55713333333,7.8362,6.65263333333,14.0810666667,8.6578
448.92,7.14095555556,13.8783333333,10.5595333333,12.1834,5.58233333333,7.84013333334,6.67356666667,14.0989333333,8.6784
449.27,7.17513333333,13.914,10.5954666667,12.2238666667,5.6112,7.87173333333,6.71923333333,14.1440666667,8.71393333333
449.62,7.1782,13.925,10.6079333333,12.2286,5.62386666667,7.88713333333,6.7328,14.1496,8.71953333333
449.98,7.21248888889,13.9535333333,10.6208,12.2677333333,5.64153333333,7.9114,6.7601,14.1699333333,8.75113333333
450.33,7.23911111111,13.9744,10.638,12.296,5.64513333333,7.93333333333,6.78716666667,14.1755333333,8.77666666667
450.69,7.28748888889,14.0152666667,10.6760666667,12.3437333333,5.6954,7.96806666667,6.83283333333,14.2092666667,8.8104
451.04,7.32044444445,14.0417333333,10.6998,12.3954666667,5.7374,8.00906666667,6.87153333333,14.2438666667,8.8602
451.40,7.32968888889,14.0628666667,10.7225333333,12.4206666667,5.7396,8.03006666667,6.88533333333,14.2744666667,8.88806666666
451.75,7.32955555555,14.0671333333,10.7268666667,12.4410666667,5.73386666667,8.02866666667,6.8947,14.2580666666,8.89906666667
452.10,7.33602222222,14.0817333333,10.7252,12.4571333333,5.7294,8.02466666667,6.89346666667,14.2735333333,8.89646666667
452.46,7.3508,14.0916666667,10.748,12.4808,5.75013333333,8.04113333333,6.90776666667,14.2926666667,8.91206666667
452.81,7.35086666666,14.0938666667,10.748,12.4722,5.73053333333,8.04406666667,6.89556666667,14.2957333333,8.89653333333
453.17,7.32,14.079,10.7460666667,12.4821333333,5.71026666667,8.0152,6.8769,14.2742666667,8.8774
453.52,7.34164444444,14.1099333333,10.77,12.5139333333,5.72986666667,8.02253333333,6.90136666667,14.2877333333,8.88933333333
453.87,7.32873333333,14.1112666667,10.7782,12.5175333334,5.73066666667,8.00653333333,6.90173333333,14.2804666667,8.88433333333
454.23,7.31533333333,14.1038666667,10.7616,12.5167333333,5.7346,7.975,6.8922,14.2723333333,8.86413333333
454.58,7.28675555556,14.1041333333,10.7501333333,12.5151333333,5.70266666667,7.9508,6.86456666667,14.2608,8.83633333333
454.93,7.278,14.1296666667,10.7612,12.5246666667,5.70146666667,7.94553333333,6.86223333333,14.2746,8.83333333333
455.29,7.2942,14.1462,10.772,12.5566666667,5.72286666667,7.9476,6.8761,14.2758,8.8322
455.64,7.322,14.1847333334,10.8071333333,12.5851333333,5.756,7.98153333333,6.89736666667,14.2939333333,8.85493333333
456.00,7.33015555556,14.2108666667,10.8286,12.6128,5.77186666667,8.00793333333,6.91616666667,14.2758666667,8.86313333333
456.35,7.32722222222,14.2382,10.8496,12.6458,5.77293333333,8.0092,6.92333333333,14.2659333333,8.86686666667
456.70,7.35391111111,14.2784,10.8855333333,12.7052666667,5.81506666667,8.06453333333,6.96003333333,14.2923333333,8.91006666667
457.06,7.37351111111,14.3063333333,10.8842666667,12.7084,5.83406666667,8.08306666667,6.98083333333,14.3156666667,8.92140000001
457.41,7.38393333333,14.3216666667,10.8855333333,12.7372666666,5.84166666667,8.08526666667,6.98013333334,14.3166,8.93100000001
457.76,7.37768888889,14.3173333333,10.8815333333,12.7393333333,5.838,8.07786666667,6.97296666667,14.3044666667,8.92040000001
458.12,7.36773333333,14.3342666667,10.8932,12.7440666667,5.82786666667,8.08766666667,6.9701,14.2971333333,8.92246666667
458.47,7.38162222222,14.3356,10.905,12.7724666667,5.83146666667,8.0926,6.98033333333,14.2956666667,8.92666666666
458.82,7.39346666667,14.3537333333,10.9257333333,12.7922,5.84273333333,8.0932,6.9828,14.2958666667,8.93326666667
459.18,7.39468888889,14.3861333333,10.946,12.8163333333,5.83886666667,8.10373333333,6.9936,14.3099333333,8.9322
459.53,7.39128888889,14.4034666666,10.9527333333,12.8331333333,5.836,8.09426666667,6.99456666667,14.3194666667,8.92186666667
459.88,7.38735555555,14.4154,10.9488666667,12.8528666667,5.82726666667,8.08553333333,6.99173333333,14.3271333333,8.92000000001
460.24,7.40917777778,14.4455333333,10.9595333333,12.8818,5.84006666667,8.0838,7.0002,14.3558,8.92253333333
460.59,7.39648888889,14.4489333333,10.9456666667,12.8726,5.82,8.04073333333,6.97583333333,14.3432666667,8.89800000001
460.94,7.41482222222,14.4791333333,10.9742666666,12.9242,5.83886666666,8.0484,6.983,14.3613333333,8.90066666667
