wavelength,Back_AcaBaif,Belly_AcaBaif,Breast_AcaBaif,Crissum_AcaBaif,Crown_AcaBaif,DorTail_AcaBaif,Rump_AcaBaif,Throat_AcaBaif,WingTip_AcaBaif
204.60,23.6491111111,41.0526,27.421,30.6316,40.5788,36.3684666667,13.1578666666,33.6315333333,45.7368666667
204.98,29.6070444444,46.7549333333,31.4436,35.3113333333,43.2052,40.0795333333,18.0661333333,36.5828,50.1986666667
205.36,25.1603333333,40.4691333333,29.1605333333,30.8888666667,39.9751333333,33.6047333333,17.0123666667,31.5802,43.037
205.74,17.9692222222,33.192,23.9204666667,25.9336666667,33.9336666667,25.0859333333,7.76160000002,25.7218,36.6356666667
206.12,14.1480666667,27.3887333333,19.1109333333,18.0555333333,25.9443333333,16.0,-0.055666666674,22.6110666667,30.9998
206.50,11.6010444444,25.9843333333,16.7873333333,15.4646666667,22.5196666667,10.3622666667,-5.63766666665,21.6378666667,27.9998
206.87,19.0528444445,30.5103333333,19.1449333333,20.5793333334,26.7586666666,11.9723333333,2.51043333332,28.1930666667,28.9654
207.25,11.2757333333,22.5512666667,9.82673333331,12.6614,19.7796,3.08673333333,-8.66146666667,24.2519333333,19.4644
207.63,18.0560444445,25.5267333333,17.7098666667,17.0382,27.4807333333,11.4199333333,-1.83213333333,33.0992,24.7328
208.01,19.8832,23.2701333333,18.4816,22.4526,29.8102666667,18.7737333333,2.21906666665,34.657,27.2992666666
208.39,21.6936,22.9189333333,20.8106666667,24.2702,31.027,22.9729333333,4.64870000001,37.1890666667,26.4326
208.77,22.2282444444,26.7919333333,23.1946666667,26.6308,35.4362666667,27.1140666667,6.22813333333,40.3222,26.4698
209.14,24.7657555556,27.162,25.1620666667,25.5946666667,38.2974,27.5406666667,9.4055,43.0540666667,28.6757333333
209.52,31.3087333333,32.7703333333,31.2296,34.3112,43.5556,34.4296,13.8962666667,51.9112666667,35.7926666667
209.90,34.4200444445,33.3424,32.7944666667,34.2738666667,44.5204,39.1506,16.9587666667,56.4109333333,38.4383333333
210.28,44.9053777778,44.3951333333,45.4321333333,47.0617333333,55.5062666666,50.1728,31.9506,67.5555333333,48.5432
210.66,50.7854666667,50.8218666667,51.3698666667,54.4932,65.0138,56.0822,38.8493,76.7946,56.7397333333
211.03,60.9449111111,57.0393999999,59.433,65.9212666667,75.4960000001,63.4015333333,43.0235666666,83.7480000001,66.3623333334
211.41,65.5621555555,62.4776,66.2984666667,73.1641999999,80.0298000001,65.9403333333,53.5522333333,86.3582666666,71.6119333333
211.79,64.6199111111,60.1754,62.3508,76.5263333333,80.3158666667,64.5262666667,49.0174333333,87.3331999999,68.1051333334
212.17,67.0636888889,59.8297333333,60.1702,75.5743999999,81.0213333334,59.2339333333,42.2127666667,87.4894000001,63.4041999999
212.55,70.5,58.1,59.7,79.6,85.2,57.1,40.7,93.5,63.8
212.92,70.6521333333,54.2173999999,53.087,77.087,78.4783333333,53.9563333333,42.5217666666,88.1303333333,65.2609333333
213.30,66.2024444444,51.9101333334,52.809,82.4720666667,76.8987999999,50.2024,38.5168,87.9550666667,64.5842666667
213.68,65.3482444445,56.8089333334,54.472,85.4830666666,82.0674666667,54.0223333333,41.0785333333,86.5617333333,66.5167333333
214.06,72.8028000001,61.4192666666,60.8171333333,90.5806666667,87.4839333334,56.258,51.6560333333,88.8602000001,73.1182666667
214.44,70.6478888888,56.9012666667,57.5775333333,96.5633333333,92.169,51.3802,40.9576,86.6478666667,75.9437333333
214.81,67.3862222223,50.0318666666,50.2857333334,93.2064000001,91.0477333334,51.1746666667,27.6825,82.2858666667,71.3650666666
215.19,60.9231555555,39.3847333333,43.2308666667,85.6923999999,85.8460000001,54.1538666667,19.7692666667,81.9998666666,65.2308666666
215.57,51.667,35.267,31.4003333333,68.3336666667,70.2003333333,39.9336666667,7.60033333331,75.0003333333,57.0003333333
215.95,54.6854222221,38.3098666667,39.6620000001,67.7184000001,71.9999999999,53.6337333333,25.4085666667,72.0000666667,63.3239333333
216.32,54.7592444445,38.6111333333,42.3889333333,74.5,71.2777999999,55.8332,34.4444666667,74.4999333333,71.8332000001
216.70,55.7713777777,42.8571333333,48.1141999999,77.9428666665,74.5142666667,59.8855333333,44.057,81.9428666667,75.7713333334
217.08,54.1232888889,36.7406666667,53.9260000001,82.9629999999,68.7407333333,51.111,30.7406666667,81.7778000001,74.5184666666
217.46,64.2790666667,37.3022666667,57.9534666666,86.9767333334,74.1394666667,52.1861333333,28.9302,90.3256666667,76.0000666666
217.83,45.5813111111,8.18600000006,33.8604,58.7907333334,32.7442666667,14.8837333333,-1.86053333334,64.9302666666,41.6743333334
218.21,0.71111111126,-105.066666667,-48.0000000001,55.4666666666,-43.7333333334,-89.0666666667,-140.266666667,42.6666666667,-35.7333333332
218.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.97,281.111444444,500.666999999,434.000333333,224.667,471.333666666,574.000333333,600.667,268.666999999,422.000333333
219.34,81.9606666667,156.470533333,147.058733334,68.9412666667,155.999933333,211.999866667,211.058833333,81.1765333333,153.647066667
219.72,37.7776888888,147.111,128.8888,53.3332000001,126.222066667,160.888666667,160.888833333,86.2221333333,135.555466667
220.10,33.4447777778,123.333666667,108.000333333,65.3336666667,121.000333333,165.000333333,158.000333333,85.6670000001,118.333666667
220.47,15.2533333334,92.16,73.28,78.72,87.36,152.96,140.96,57.92,107.52
220.85,42.5128444445,110.6154,91.5385333335,117.384666667,107.8462,176.153866667,159.3846,93.0768666666,128.7694
221.23,72.7107777779,196.799666666,158.399666667,195.199666667,142.399666667,276.799666666,228.266333333,121.066333333,194.133
221.61,-62.5186666664,-249.777933333,-184.000133333,-233.777933333,-148.4446,-348.444666667,-309.333533333,-96.8889333332,-216.000066667
221.98,-48.1904444445,-295.4286,-163.999999999,-297.714266667,-58.8572,-318.2858,-275.9999,18.8572666666,-147.999933333
222.36,34.7692222222,-85.2308666667,5.2307999998,-107.999866667,61.8462000002,-56.9229333332,-67.9999666667,134.4616,38.4615999999
