wavelength,Back_BanArcf,Belly_BanArcf,Breast_BanArcf,Crissum_BanArcf,Crown_BanArcf,DorTail_BanArcf,Patch10_BanArcf,Rump_BanArcf,Throat_BanArcf,WingTip_BanArcf
237.41,-47.1121851852,-31.4152222222,-36.7063333333,-43.4523333334,-44.5767777778,-41.0714444444,-41.0052222222,-45.8114074074,-40.8728888889,-30.6349333333
237.79,-47.7903703704,-35.9847777778,-36.9318888889,-47.6011111111,-50.1893333333,-43.3081111111,-44.3813333333,-51.451962963,-43.5605555556,-31.5152
238.17,-46.4064444444,-36.5165555556,-37.5974444444,-47.6276666667,-47.7477777778,-40.3903333333,-41.982,-50.1501851852,-42.4024444445,-28.7928
238.54,-47.9533333333,-40.2923333333,-41.4034444445,-50.9941111111,-48.1872222222,-39.9415555555,-42.8654444445,-52.4367407407,-43.5087777778,-30.5029111111
238.92,-52.4925925926,-47.6877777778,-46.7866666667,-56.8168888889,-52.4326666667,-41.5013888889,-48.2881111111,-58.3183703704,-46.3663333333,-35.6274888889
239.29,-47.2833333333,-43.26,-39.5374444445,-50.1408888889,-46.8131111111,-34.3485,-42.5267777778,-50.911962963,-40.7783333333,-29.1031555556
239.67,-35.9374074074,-33.2363333333,-30.9558888889,-38.0396666667,-38.1367777778,-24.4297777778,-31.2955555556,-39.2690370371,-31.7322222222,-21.7759333333
240.04,-26.3151481481,-24.1947777778,-22.8261111111,-27.496,-29.0662222222,-16.7672777778,-21.0951111111,-29.0525555556,-22.8664444444,-16.4010222222
240.42,-19.3926296296,-21.0143333333,-16.8736666667,-23.292,-23.568,-11.5252222222,-14.4583333333,-21.9233333333,-17.633,-11.8426444445
240.79,-15.111037037,-18.3406666667,-13.274,-20.0592222222,-19.7631111111,-8.34077777778,-11.1703333333,-18.4,-14.2221111111,-8.63982222223
241.17,-16.0922592592,-19.6031111111,-14.2543333333,-20.7057777778,-20.8987777778,-8.46433333333,-11.9382222222,-17.9304444444,-15.743,-8.04522222223
241.54,-18.8357407408,-22.4022222222,-18.3897777778,-24.1256666667,-24.4598888889,-11.0853333333,-14.6091111111,-20.2331851852,-19.753,-11.5174666667
241.92,-17.237962963,-20.1288888889,-16.9773333333,-21.0031111111,-22.1991111111,-9.68472222221,-12.2614444444,-17.2225925926,-17.2302222222,-9.96093333332
242.29,-15.2331481481,-17.6606666666,-15.2125555556,-18.3511111111,-20.5272222222,-8.75711111112,-11.1946666666,-15.568037037,-15.4636666667,-9.22786666669
242.67,-16.1099259259,-18.8406666667,-16.0627777778,-18.4782222222,-22.504,-10.3866111111,-13.5065555556,-16.5796666667,-16.5458888889,-10.5556444444
243.05,-15.1438518518,-17.2472222222,-15.7763333333,-17.4796666667,-21.5447777778,-10.5691111111,-12.3692222222,-15.9632962963,-16.2795555556,-9.21031111111
243.42,-17.2182592593,-20.0747777778,-18.5578888889,-20.8628888889,-24.1725555556,-14.1056111111,-14.4602222222,-18.6102592593,-18.696,-11.2294444445
243.80,-18.7531111111,-22.2222222222,-20.1291111111,-22.809,-25.802,-15.9622777778,-15.9427777778,-19.927037037,-19.6596666667,-12.3981777778
244.17,-20.2136296296,-23.719,-21.3203333333,-24.1221111111,-26.8277777778,-17.2231666667,-17.4245555556,-20.8534074074,-20.2455555555,-12.8573333333
244.55,-19.1457777778,-21.9115555555,-20.0111111111,-22.6425555555,-24.6161111111,-15.5884444444,-16.8494444445,-19.4993333333,-18.6035555555,-11.3012
244.92,-18.4297037037,-20.4854444444,-19.1742222222,-20.8221111111,-22.9311111111,-14.0528888889,-16.002,-18.3235185185,-17.3136666667,-10.0832
245.30,-17.0401851852,-18.4807777778,-17.1424444444,-18.7227777778,-20.2547777778,-12.6995,-14.1107777778,-16.8897407407,-15.2877777778,-9.18255555557
245.67,-12.7504074074,-14.3566666667,-12.6983333333,-14.144,-14.9943333333,-8.56722222223,-10.0056666667,-12.6274814815,-10.7426666667,-5.22395555556
246.05,-10.9452222222,-13.1651111111,-11.3024444445,-12.476,-12.7568888889,-7.23305555556,-8.18966666667,-11.162037037,-9.60588888891,-4.02875555556
246.42,-9.99333333333,-12.8801111111,-11.2152222222,-11.828,-11.8164444445,-5.93711111111,-7.30722222222,-10.3672222222,-9.65422222222,-3.12635555556
246.79,-7.94674074074,-10.9461111111,-9.38966666665,-9.699,-9.15277777779,-3.66944444445,-4.96811111111,-8.2422962963,-8.12199999999,-1.32146666666
247.17,-6.39177777778,-9.64844444444,-8.12933333332,-8.54188888889,-7.74488888889,-2.10516666667,-3.62866666667,-6.79492592593,-7.08855555555,-0.335711111111
