wavelength,Back_SpoBoem,Belly_SpoBoem,Breast_SpoBoem,Crissum_SpoBoem,Crown_SpoBoem,DorTail_SpoBoem,Patch10_SpoBoem,Rump_SpoBoem,Throat_SpoBoem,WingTip_SpoBoem
328.41,6.04983333334,8.51958333333,7.562,7.96775,4.92625,8.34008333334,21.9286666667,6.94083333333,7.83816666667,8.02741666666
328.78,6.10591666667,8.60800000001,7.5295,8.11558333333,4.98725,8.47058333333,21.8715,6.90983333333,7.95491666667,8.10224999999
329.14,5.96541666667,8.38408333333,7.24583333333,7.77108333333,4.69175,8.29258333333,21.8089166667,6.78858333333,7.84216666667,7.93025000001
329.51,5.73808333333,8.01341666666,6.97716666667,7.30408333333,4.28208333333,7.86858333333,21.6268333333,6.28875,7.32475000001,7.71383333333
329.88,5.85441666667,8.14291666666,7.09741666666,7.47125,4.32066666666,7.83483333334,21.7075,6.3045,7.43325,8.03558333333
330.24,5.96708333333,8.32308333333,7.02283333333,7.68833333333,4.546,8.00216666667,21.61625,6.38783333333,7.55366666666,8.06783333334
330.61,6.44125,8.62366666666,7.22341666666,7.87566666667,4.83941666667,8.30941666667,21.7896666666,6.78633333333,7.74250000001,8.35733333334
330.98,6.33125,8.40174999999,7.05,7.64541666667,4.53108333333,7.98775,21.9988333333,6.4955,7.67616666667,8.09383333334
331.34,6.184,8.33316666667,6.97408333333,7.78425,4.44616666667,7.94158333334,21.7456666667,6.38458333333,7.53991666667,7.99866666667
331.71,6.14408333334,8.21758333332,6.85175,7.72825,4.33208333333,7.74483333333,21.5706666667,6.18383333333,7.34791666667,7.69183333333
332.08,6.58033333333,8.63183333334,7.29125,8.08991666666,4.62291666666,8.06383333333,21.8445,6.40825,7.64183333333,8.08341666666
332.44,7.02233333334,8.98225000001,7.8815,8.49883333333,5.19266666666,8.572,22.2508333333,6.83466666667,7.99933333333,8.55616666668
332.81,6.811,8.62341666667,7.66833333333,8.10016666667,4.88833333333,8.24833333333,22.1728333333,6.54941666667,7.54558333333,8.19458333334
333.18,6.78941666667,8.56749999999,7.65225,8.0745,4.81075,8.07758333333,22.0721666666,6.41333333333,7.34083333333,8.11458333333
333.54,7.6475,9.45925,8.55491666667,9.00708333333,5.69525,9.046,22.8890833333,7.45908333333,8.31241666666,9.022
333.91,7.75466666667,9.53483333334,8.73775000001,9.09800000001,5.7945,9.18641666667,23.037,7.36808333333,8.40716666666,9.12741666667
334.28,7.69666666667,9.38891666667,8.80149999999,8.96716666668,5.53616666667,8.96433333333,23.0721666667,7.336,8.30991666668,9.09500000001
334.64,7.17733333333,9.05899999999,8.66866666667,8.71500000001,5.12483333333,8.48358333333,23.04025,7.02983333333,8.02691666667,8.65416666666
335.01,7.30833333333,9.151,8.66850000001,8.75641666668,5.18458333334,8.5435,23.1799166667,7.20058333334,8.03516666666,8.745
335.38,7.3395,9.10641666667,8.74683333333,8.591,5.176,8.45225,23.34925,7.12691666667,7.97375,8.8005
335.74,7.42758333333,9.33141666668,8.954,8.85333333333,5.34225,8.69108333334,23.5685833333,7.28216666667,8.31108333334,9.13008333333
336.11,7.305,9.32266666667,8.99025000001,8.75733333333,5.40125,8.67983333334,23.6531666667,7.51575,8.4165,9.08433333333
336.47,6.88283333333,9.03925,8.57324999999,8.24241666666,4.84233333333,8.17608333333,23.27925,7.1835,7.96641666667,8.61183333334
336.84,7.02608333333,9.35183333333,8.71733333334,8.34158333333,4.921,8.40966666667,23.4504166667,7.36925,8.26241666667,8.85891666666
337.21,7.31016666667,9.75591666667,8.99191666668,8.73033333333,5.24766666667,8.71391666666,23.71775,7.66933333333,8.63824999999,9.154
337.57,6.6055,9.05341666666,8.31999999999,8.07266666667,4.49325,7.87641666667,22.9658333333,6.7665,7.89258333333,8.36825000001
337.94,6.78441666667,9.30141666667,8.57991666666,8.26433333333,4.69716666667,7.84541666666,23.0134166667,7.10533333333,8.22983333333,8.54816666668
338.31,6.76766666667,9.312,8.58449999999,8.19325,4.82391666667,7.75933333333,23.0376666667,6.96866666666,8.22758333332,8.52375000001
338.67,6.67025,9.19899999999,8.3805,8.00016666667,4.69508333333,7.70383333333,22.78075,6.84866666667,8.18925,8.49066666668
339.04,6.71316666666,9.25591666666,8.52683333333,7.98041666667,4.74808333333,7.78183333333,22.7970833333,6.82808333333,8.34116666667,8.55541666667
339.40,6.96125,9.43708333334,8.88258333332,8.13983333333,4.98816666667,7.99541666667,22.996,7.18033333333,8.66858333333,8.76383333332
339.77,6.82725,9.26658333334,8.70666666666,7.85266666667,4.68958333334,7.63008333333,22.8291666667,6.96541666666,8.45608333334,8.41499999999
340.14,6.72875,9.00708333333,8.57791666666,7.78608333333,4.40766666666,7.42741666667,22.7495,6.65816666667,8.20216666667,8.34341666666
340.50,7.037,9.321,8.94074999999,8.18758333334,4.82733333333,7.75075,22.9705,6.87908333334,8.64933333334,8.83208333333
340.87,6.80241666666,9.01525,8.68658333333,7.83541666667,4.477,7.32758333333,22.748,6.41016666666,8.36541666667,8.46341666666
341.23,6.52083333333,8.71983333334,8.52408333334,7.52866666666,4.20458333333,7.10308333333,22.6568333334,6.11991666666,8.02525,8.26224999999
341.60,6.70283333334,8.96949999999,8.8025,7.67775,4.4075,7.315,23.0455833333,6.39341666666,8.326,8.52691666667
341.96,6.60358333334,8.90508333333,8.70424999999,7.60116666667,4.27791666667,7.34283333333,22.9831666667,6.27091666667,8.24224999999,8.33575000001
342.33,6.45191666667,8.65833333333,8.49333333333,7.41033333333,4.00308333333,7.14866666667,22.8524166667,6.13408333333,8.006,8.04608333334
342.70,6.36841666667,8.61891666666,8.40066666668,7.36258333333,3.88325,7.01883333334,22.94675,5.95508333333,7.95483333333,7.93608333332
343.06,6.01933333334,8.31033333334,8.02658333333,7.0105,3.41716666667,6.61,22.6220833333,5.56625,7.49558333334,7.53
343.43,5.36725,7.72974999999,7.35533333333,6.49525,2.66891666667,5.93,22.1245833333,4.75,6.78566666667,6.73558333333
343.79,5.01266666667,7.39508333333,7.08691666667,6.18708333333,2.4435,5.71225,22.0459166667,4.43458333333,6.4435,6.47058333334
344.16,4.81558333333,7.22241666667,6.92175,5.96658333333,2.23541666667,5.52366666667,21.8006666667,4.23233333334,6.37633333333,6.2315
344.52,4.85225,7.24616666667,6.949,5.95725,2.12758333333,5.50233333333,21.9805,4.15558333333,6.34533333333,6.13466666667
344.89,4.9415,7.30966666668,7.04133333334,6.17691666667,2.35933333333,5.592,22.0185833334,4.44375,6.47575,6.201
345.25,5.091,7.47808333334,7.1505,6.21558333334,2.39566666667,5.66608333334,22.1173333333,4.46608333333,6.67658333333,6.278
345.62,5.03116666667,7.388,7.02716666667,6.04966666667,2.245,5.56,22.0009166667,4.36541666667,6.58891666667,6.112
345.99,5.0695,7.47549999999,7.15391666667,6.03458333334,2.26675,5.57141666666,22.1329166667,4.31683333334,6.53183333333,6.20383333333
346.35,4.95675,7.47025000001,7.15908333333,5.94408333333,2.21525,5.472,22.15775,4.1925,6.46991666667,6.17808333333
346.72,5.068,7.49608333333,7.26058333333,6.04866666667,2.23516666667,5.45991666667,22.1265833333,4.29725,6.55408333333,6.16433333333
347.08,5.39825,7.88916666666,7.67258333333,6.4495,2.7505,5.79308333333,22.57125,4.613,6.98591666667,6.50316666666
347.45,5.88283333333,8.47050000001,8.15533333333,6.927,3.34016666667,6.228,23.1478333333,5.16033333333,7.57425,7.01266666667
347.81,5.89566666667,8.53741666667,8.17425,6.88566666667,3.32041666667,6.19,23.21525,5.20616666667,7.68883333334,7.10258333333
348.18,6.00391666666,8.68583333334,8.40658333334,7.09783333333,3.494,6.2445,23.5731666666,5.36141666667,7.95508333334,7.17508333333
348.54,5.73775,8.50908333333,8.18775,7.00116666667,3.37333333333,6.11016666667,23.45575,5.27491666667,7.80641666666,6.93474999999
348.91,5.67325,8.483,8.18366666666,6.94133333333,3.2355,6.09016666667,23.5778333334,5.16841666667,7.73458333333,6.92850000001
349.27,5.61466666667,8.45908333334,8.21833333333,6.88858333333,3.20675,5.98083333333,23.5700833333,5.17333333334,7.73675,6.90783333334
349.64,5.74341666667,8.66725000001,8.38825,7.17141666667,3.439,6.04566666667,23.77275,5.29366666667,7.94058333333,7.11441666667
350.00,5.60941666667,8.50516666666,8.28941666667,7.09591666666,3.304,5.85858333333,23.6684166666,5.22625,7.82675,6.93674999999
350.37,5.59083333333,8.52674999999,8.31250000001,7.18358333333,3.26641666667,5.85483333333,23.74,5.18341666667,7.94441666667,6.97558333334
350.73,5.33441666667,8.46783333333,8.27533333334,6.98308333333,3.22241666667,5.7655,23.7201666667,4.9535,7.85083333334,6.91675000001
351.10,5.08291666667,8.22308333333,8.15149999999,6.81733333334,3.05616666666,5.60191666667,23.5249166667,4.84183333333,7.74691666667,6.74391666668
351.46,5.12208333333,8.14725,8.23624999999,6.8935,3.15033333333,5.67625,23.56225,4.91791666667,7.844,6.86325000001
351.83,5.26975,8.25574999999,8.39516666667,7.12058333333,3.21325,5.74233333333,23.7175833333,5.08008333333,7.94841666666,7.00100000001
352.19,5.32466666667,8.41450000001,8.44216666667,7.17166666667,3.28775,5.87891666666,23.7806666666,5.182,7.92558333333,7.18516666666
352.55,5.19875,8.22750000001,8.39208333334,7.018,3.14033333333,5.62608333333,23.7061666666,5.06758333333,7.84916666667,7.05116666666
352.92,5.23225,8.19183333333,8.40124999999,7.0495,3.21725,5.59683333333,23.7373333333,5.09658333333,7.86783333334,7.02616666666
353.28,5.1765,8.16366666667,8.32758333334,7.14066666667,3.29791666666,5.63925,23.7845,5.05633333333,7.84174999999,7.03208333334
353.65,4.98766666667,7.93733333333,8.07299999999,6.89258333333,3.09075,5.44608333333,23.7233333333,4.87866666666,7.62425,6.69658333333
354.01,4.66716666667,7.636,7.74766666667,6.63658333334,2.78775,5.15583333333,23.6144166667,4.66183333334,7.34325,6.44258333333
354.38,4.63916666666,7.5145,7.6825,6.55658333333,2.85133333333,5.15483333333,23.5414166667,4.69033333333,7.33166666666,6.35
354.74,4.70941666667,7.53383333334,7.58033333333,6.68958333333,2.87441666667,5.25491666667,23.6853333334,4.781,7.39058333333,6.38916666667
355.11,4.7125,7.61825,7.48883333333,6.69475,2.78125,5.27508333333,23.7800833333,4.68275,7.26783333334,6.395
355.47,4.64475,7.53508333333,7.32925,6.51583333333,2.62441666667,5.18533333333,23.79,4.45591666667,7.08891666667,6.33191666667
355.83,4.55583333333,7.44541666667,7.25991666667,6.45641666667,2.60108333334,5.13975,23.89275,4.36333333334,6.9205,6.2605
356.20,4.54266666667,7.30175,7.18266666667,6.35616666666,2.48625,5.07158333333,23.85275,4.29475,6.81575,6.181
356.56,4.72475,7.52791666667,7.23525,6.433,2.66008333333,5.208,24.08575,4.45625,6.84966666667,6.35491666667
356.93,4.80616666667,7.59516666667,7.29833333333,6.46883333333,2.7135,5.27308333334,24.2136666667,4.49325,6.88758333333,6.41241666667
357.29,4.80483333333,7.49691666667,7.23333333333,6.36825,2.63641666667,5.26358333334,24.3206666667,4.55066666667,6.84766666667,6.3015
357.66,4.6435,7.33283333333,7.0145,6.22458333333,2.50216666667,5.14141666667,24.1774166667,4.40325,6.66316666667,6.24341666667
358.02,4.89416666667,7.55916666666,7.23183333333,6.47141666667,2.86091666667,5.43733333333,24.437,4.64025,7.00533333333,6.47758333333
358.38,5.1145,7.7725,7.40716666667,6.71725,3.07608333333,5.65116666666,24.7970833333,4.89641666667,7.18766666667,6.73233333333
358.75,5.45175,8.13508333334,7.79441666666,7.05275,3.4455,5.96883333333,25.15275,5.31658333333,7.47691666667,7.02183333333
359.11,5.41658333333,8.03141666667,7.74391666667,7.0365,3.41416666667,5.89108333334,25.194,5.37341666667,7.50966666667,6.99341666666
359.48,5.35266666666,7.99991666667,7.75708333333,7.07458333333,3.43691666667,5.93741666667,25.2288333333,5.5245,7.53516666667,7.01183333333
359.84,5.42933333334,8.05375,7.79333333334,7.10808333333,3.44683333333,5.949,25.28225,5.51066666666,7.58691666667,6.98866666667
360.20,5.34433333333,8.0415,7.718,7.03708333333,3.39958333333,5.93966666666,25.3183333333,5.50133333333,7.5875,6.94683333332
360.57,5.2725,7.93825,7.6905,7.06083333334,3.31225,5.9385,25.2925,5.42891666666,7.59316666667,6.91191666666
360.93,5.15166666667,7.85041666667,7.5555,6.97725,3.20683333333,5.84033333333,25.2874166667,5.36358333333,7.59566666667,6.82775000001
361.29,5.10566666667,7.89091666666,7.5015,7.04683333333,3.26341666666,5.79091666667,25.3290833333,5.3385,7.6025,6.80266666666
361.66,5.46891666667,8.24833333334,7.92450000001,7.42466666667,3.61641666667,6.17375,25.6830833333,5.69233333334,8.01191666668,7.14799999999
362.02,5.48691666666,8.34883333333,7.95799999999,7.51525,3.59825,6.20875,25.76875,5.70233333333,8.06016666666,7.16274999999
362.39,5.31758333333,8.14983333333,7.7695,7.35708333333,3.35508333334,6.04333333334,25.5613333333,5.46266666667,7.92308333332,7.02575
362.75,5.09608333333,7.87158333333,7.55066666667,7.15516666667,3.10625,5.79191666667,25.3354166667,5.13666666667,7.74425,6.84641666667
363.11,5.09916666667,7.86408333333,7.5895,7.19525,3.08058333333,5.82975,25.3714166667,5.13666666667,7.70925,6.82033333333
363.48,5.08808333333,7.86708333333,7.52341666666,7.131,3.00341666667,5.73341666666,25.3128333333,5.07458333333,7.63891666667,6.73691666668
363.84,5.07308333334,7.84066666667,7.48491666667,7.14641666667,3.0515,5.79816666667,25.2974166667,5.124,7.74616666666,6.73849999999
364.20,5.16383333333,7.89908333333,7.48766666666,7.29966666666,3.16433333334,5.85308333333,25.38625,5.16375,7.80341666668,6.78191666667
364.57,5.20433333333,8.01833333333,7.52541666667,7.34891666667,3.24675,5.83925,25.45075,5.21975,7.84425,6.79058333333
364.93,5.26775,8.16675,7.65958333333,7.49683333333,3.37016666667,5.93758333333,25.5150833333,5.34266666667,7.87641666667,6.88241666666
365.29,5.44591666667,8.26541666667,7.87458333333,7.61908333334,3.4595,6.1005,25.6921666666,5.48908333333,8.02450000001,7.00116666666
365.66,5.22425,8.067,7.68391666666,7.44883333334,3.28216666666,5.91208333333,25.6035833333,5.25308333333,7.78733333334,6.78608333333
366.02,5.16333333334,7.96208333333,7.55791666667,7.38483333333,3.21358333333,5.81575,25.7000833333,5.20825,7.706,6.74025
366.38,5.19316666667,7.97725,7.5895,7.41841666667,3.25925,5.75058333333,25.75725,5.28991666667,7.70583333334,6.64291666667
366.75,5.21266666667,8.00575,7.58883333333,7.49683333334,3.32833333334,5.82158333333,25.89625,5.42591666667,7.73933333333,6.6725
367.11,5.23533333333,8.057,7.59658333333,7.42908333333,3.33675,5.76533333334,25.9580833334,5.48625,7.78316666667,6.66833333333
367.47,5.1675,7.9945,7.53083333333,7.48916666667,3.342,5.77916666667,25.9396666667,5.49683333333,7.83858333333,6.57766666666
367.84,5.199,8.04283333334,7.4805,7.52083333333,3.35483333333,5.73841666667,25.9281666667,5.53675,7.75758333333,6.56716666667
368.20,4.97425,7.8705,7.36441666666,7.28225,3.17408333334,5.53166666667,25.8420833333,5.35625,7.59508333334,6.35366666667
368.56,4.921,7.74016666666,7.23783333333,7.20675,3.13525,5.51,25.897,5.30075,7.56458333333,6.345
368.93,4.81141666667,7.65075,7.13133333333,7.17466666667,3.02958333334,5.49116666667,25.9024166667,5.21875,7.50241666667,6.229
369.29,4.75483333333,7.64433333333,7.08358333333,7.17158333333,2.99091666667,5.43033333333,25.8851666667,5.134,7.45616666667,6.2585
369.65,4.81333333333,7.65166666667,7.08508333333,7.20141666667,2.95616666667,5.417,25.89225,5.17333333333,7.49008333333,6.31725
370.01,4.78975,7.55875,7.09758333333,7.0935,2.89616666667,5.37675,25.7563333333,5.13983333333,7.37808333333,6.26666666667
370.38,4.77025,7.592,7.05575,7.07666666667,2.83575,5.40891666667,25.80275,5.08508333333,7.372,6.25058333333
370.74,4.82225,7.627,7.10041666667,7.09783333334,2.84708333333,5.39891666667,25.7731666667,5.10875,7.43325,6.276
371.10,4.95925,7.73491666666,7.16941666666,7.30875,3.01666666667,5.53733333333,25.8559166666,5.2495,7.56883333333,6.42241666666
371.46,4.93208333333,7.66975,7.17683333333,7.24125,2.93208333333,5.46558333333,25.9306666667,5.21591666666,7.46833333333,6.41525
371.83,4.83233333333,7.59916666667,7.18766666667,7.21541666666,2.86341666667,5.44591666667,25.9711666666,5.15483333333,7.50383333333,6.42833333333
372.19,4.95475,7.69591666667,7.269,7.37975,2.9915,5.53366666667,26.0929166666,5.27833333333,7.63116666666,6.57658333333
372.55,4.99008333333,7.76983333333,7.40725,7.49141666667,3.04233333333,5.62525,26.1490833333,5.3305,7.69808333333,6.591
372.92,5.11341666666,7.81891666667,7.51175,7.64116666667,3.1175,5.697,26.23725,5.39233333333,7.81525,6.68758333334
373.28,5.07483333334,7.74166666667,7.49283333333,7.60008333333,3.10191666666,5.696,26.2163333334,5.4125,7.77016666667,6.688
373.64,5.04125,7.75016666666,7.53491666666,7.5695,3.10883333333,5.71783333334,26.2684166667,5.46825,7.78591666667,6.65283333333
374.00,5.29458333333,8.04016666667,7.77266666666,7.875,3.43883333333,5.96216666667,26.4725,5.708,8.05125000001,6.87166666667
374.37,5.34891666667,8.15608333334,7.915,7.99099999999,3.53408333333,6.023,26.6604166667,5.79025,8.06933333334,6.95866666667
374.73,5.40666666667,8.18325000001,7.96283333333,8.05574999999,3.58191666667,6.0595,26.8189166667,5.82108333333,8.064,6.98016666667
375.09,5.41791666667,8.19991666668,7.98825,7.973,3.56825,6.08358333333,26.8334166666,5.78158333333,8.03741666667,6.90258333333
375.45,5.47216666667,8.32983333334,8.09016666667,8.03283333334,3.678,6.10775,26.987,5.845,8.08191666667,6.9625
375.81,5.46133333334,8.34683333334,8.04625000001,8.04633333333,3.66233333333,6.138,27.0209166667,5.86783333333,8.04058333334,6.88216666667
376.18,5.445,8.41724999999,8.14083333334,8.02908333333,3.61633333333,6.10541666667,27.0675,5.89508333334,7.99600000001,6.82008333333
376.54,5.33925,8.37016666668,8.03125,7.95966666667,3.53391666667,5.98133333333,26.9815,5.84891666666,7.90524999999,6.74291666667
376.90,5.3325,8.41583333334,8.03041666667,7.91458333333,3.54283333333,5.93225,26.9834166667,5.84108333333,7.86324999999,6.67766666667
377.26,5.34108333333,8.47741666668,8.00483333333,7.91908333333,3.50825,5.889,27.0745833333,5.80833333333,7.87566666667,6.61566666667
377.63,5.44091666667,8.61858333333,8.091,8.08991666667,3.57966666667,6.00008333333,27.2545,5.86583333333,7.97441666666,6.72283333333
377.99,5.50366666666,8.66283333334,8.15116666667,8.12933333333,3.53983333333,6.05058333334,27.3005,5.909,8.01916666667,6.78941666667
378.35,5.52308333333,8.65399999999,8.14733333333,8.14533333334,3.58816666666,6.08616666667,27.277,5.937,8.04558333332,6.80025
378.71,5.52158333333,8.77008333334,8.18216666667,8.15475000001,3.54758333333,6.07066666666,27.3219166667,5.90725,8.07816666666,6.77075
379.07,5.44775,8.72608333333,8.11958333333,8.15425,3.44725,5.98,27.3128333333,5.8505,8.00966666668,6.75216666667
379.44,5.60391666667,8.85916666666,8.239,8.30300000001,3.55316666667,6.1115,27.387,5.90783333333,8.21891666667,6.87458333333
379.80,5.78833333333,9.02183333334,8.48024999999,8.44391666667,3.676,6.17566666667,27.5299166666,6.05,8.38149999999,7.016
380.16,5.84458333334,9.08183333333,8.52016666666,8.52924999999,3.70858333333,6.24658333333,27.60425,6.08375,8.45483333333,7.08241666667
380.52,6.0455,9.26674999999,8.74199999999,8.69516666666,3.85691666667,6.46333333333,27.7734166667,6.2365,8.62216666667,7.20691666666
380.88,6.24166666667,9.48758333333,8.952,8.91558333332,4.05283333334,6.65541666667,28.0054166667,6.44166666667,8.84316666667,7.39983333333
381.24,6.32841666667,9.56650000001,9.10216666666,9.00933333334,4.16175,6.786,28.0095,6.59208333333,8.94799999999,7.48258333334
381.61,6.32333333334,9.57816666667,9.10216666668,8.95041666666,4.13208333333,6.71116666667,27.9485,6.56633333333,8.91124999999,7.45700000001
381.97,6.16716666667,9.48733333334,9.01425,8.85375000001,4.03416666666,6.53933333333,27.9678333334,6.44916666667,8.81949999999,7.27549999999
382.33,6.25641666667,9.61116666668,9.10908333333,8.91116666667,4.10091666667,6.59416666667,28.0489166667,6.52333333333,8.88033333335,7.30741666667
382.69,6.35325,9.63983333333,9.14433333334,8.95550000001,4.18075,6.67775,28.06025,6.64558333333,8.88866666668,7.37024999999
383.05,6.31991666667,9.6675,9.15050000002,8.95774999999,4.16116666667,6.6505,28.0495,6.65133333333,8.87741666667,7.32258333333
383.41,6.26408333333,9.6355,9.13599999999,8.95191666666,4.09425,6.55733333333,28.0665833333,6.62125,8.77241666667,7.208
383.77,6.24158333333,9.67266666667,9.16124999998,8.94116666667,4.09866666667,6.54416666667,28.0664166667,6.59325,8.75708333332,7.19408333333
384.14,6.33841666667,9.75158333333,9.18875,8.97533333334,4.18766666667,6.5785,28.087,6.60258333333,8.81108333333,7.20683333334
384.50,6.24566666667,9.69499999999,9.11625000001,8.88491666668,4.09925,6.4795,28.0435833333,6.52691666667,8.74416666667,7.14966666667
384.86,6.08216666667,9.50558333332,8.96775000001,8.6635,3.92616666667,6.29141666667,27.90475,6.33233333333,8.54266666667,6.96766666667
385.22,5.99275,9.41308333333,8.87658333334,8.55775000001,3.77916666666,6.12633333333,27.87875,6.189,8.44216666667,6.8485
385.58,5.94258333333,9.35849999999,8.83566666667,8.55025000001,3.75766666667,6.08558333333,27.8809166667,6.16291666667,8.41483333332,6.777
385.94,5.968,9.41950000001,8.832,8.57741666667,3.73916666667,6.1045,27.8753333333,6.18466666666,8.44324999999,6.81
386.30,5.948,9.44891666666,8.86183333333,8.615,3.71108333333,6.09725,27.90675,6.20475,8.50425,6.82475
386.66,5.92341666667,9.45675,8.91233333334,8.62999999999,3.7085,6.07291666667,27.9265833333,6.17608333333,8.50758333332,6.81733333334
387.03,5.98566666666,9.51233333332,9.00433333333,8.71233333333,3.80116666667,6.12741666667,28.0624166667,6.23583333334,8.61441666667,6.85433333333
387.39,6.02525,9.58850000001,9.04741666667,8.71316666667,3.89575,6.20533333333,28.1674166667,6.28116666667,8.75741666667,6.92175
387.75,6.01341666667,9.59275,9.00283333334,8.68274999999,3.84616666667,6.163,28.186,6.25975,8.71950000001,6.89283333334
388.11,5.997,9.60333333333,9.09541666667,8.71333333333,3.855,6.1875,28.23275,6.34275,8.77941666666,6.916
388.47,6.0375,9.58225,9.11591666667,8.68666666666,3.82766666666,6.1645,28.259,6.34183333333,8.77125,6.88675
388.83,6.12183333333,9.64158333333,9.18049999998,8.80516666666,3.85975,6.20841666667,28.3265,6.39583333334,8.89350000001,6.9375
389.19,6.21133333334,9.77525,9.28141666669,8.93316666666,4.00766666667,6.3295,28.454,6.51208333333,9.02708333335,7.04966666666
389.55,6.25441666667,9.82491666667,9.34191666668,8.96400000001,4.02775,6.33775,28.5253333333,6.572,9.10999999998,7.04675
389.91,6.249,9.83175000001,9.36125,8.94708333334,4.03933333333,6.33275,28.5819166667,6.56325,9.12625,7.02216666667
390.27,6.23466666667,9.82933333334,9.37099999999,8.96308333333,4.06491666666,6.34241666667,28.5996666667,6.55808333333,9.15183333332,7.03283333333
390.63,6.10358333333,9.69833333334,9.26733333333,8.82283333333,3.90958333333,6.19983333334,28.5984166667,6.43891666666,9.04350000001,6.892
391.00,6.12,9.73291666667,9.28066666666,8.83825,3.89158333333,6.20716666667,28.63775,6.402,9.03466666666,6.90258333334
391.36,6.0735,9.65058333334,9.21891666668,8.82116666667,3.77483333333,6.13116666667,28.5596666667,6.372,8.95866666668,6.83158333333
391.72,6.08933333333,9.63641666666,9.27558333332,8.88833333333,3.7695,6.15816666667,28.6016666667,6.38791666667,9.02133333333,6.85225
392.08,6.14566666667,9.70441666668,9.26983333334,8.95558333333,3.76783333334,6.14225,28.6890833333,6.36341666667,9.05133333334,6.88775
392.44,6.20533333333,9.81341666667,9.35633333331,9.06650000001,3.8275,6.19458333333,28.7915,6.43133333333,9.16191666667,6.93891666667
392.80,6.16825,9.88674999999,9.39741666668,9.03233333334,3.8075,6.20425,28.84725,6.44741666667,9.1745,6.94733333333
393.16,6.144,9.86799999999,9.38299999999,9.02741666666,3.73366666667,6.17375,28.82325,6.4405,9.14108333335,6.911
393.52,6.16275,9.8755,9.40975,9.04283333333,3.73066666666,6.16466666667,28.8708333333,6.43216666667,9.16999999999,6.90791666667
393.88,6.16808333333,9.85133333333,9.45875,9.06291666666,3.70033333333,6.12333333333,28.8874166667,6.40016666667,9.1865,6.87541666667
394.24,6.19241666667,9.87833333333,9.46066666667,9.021,3.66225,6.08941666667,28.92375,6.41091666667,9.20749999999,6.85325
394.60,6.27608333333,10.05325,9.54025000001,9.16675000001,3.73891666667,6.175,29.0120833333,6.49766666667,9.3525,6.92016666667
394.96,6.24383333333,10.02525,9.57083333333,9.14566666667,3.69091666667,6.16416666667,29.0493333333,6.50783333334,9.37775000001,6.9005
395.32,6.25475,10.0743333333,9.60633333333,9.13641666668,3.6925,6.15966666667,29.0784166667,6.51083333333,9.40999999999,6.92383333333
395.68,6.30508333333,10.14425,9.64016666668,9.1635,3.80475,6.21091666667,29.1124166667,6.59016666667,9.50816666667,6.96375
396.04,6.27941666667,10.1091666667,9.63383333334,9.14116666667,3.78483333333,6.18583333333,29.083,6.61141666667,9.52858333333,6.9205
396.40,6.19041666666,10.03475,9.55791666665,9.07758333333,3.69533333334,6.12158333333,29.0585,6.53175,9.46633333334,6.85383333333
396.76,6.16308333333,9.94083333334,9.48025,9.06991666666,3.63391666666,6.06983333333,29.0393333333,6.4705,9.44841666667,6.78208333333
397.12,6.16716666667,9.94916666667,9.48049999999,9.05591666667,3.6285,6.025,29.0876666667,6.435,9.46941666665,6.74675
397.48,6.13933333334,9.95616666667,9.46158333334,9.07249999999,3.623,6.03516666666,29.026,6.43883333333,9.49566666667,6.77025
397.84,6.18425,10.0389166667,9.48458333334,9.13250000001,3.70233333333,6.15258333333,29.11125,6.51575,9.58916666666,6.88166666667
398.20,6.12158333333,9.99691666666,9.464,9.16725000001,3.635,6.1375,29.1693333333,6.45491666667,9.58266666667,6.8575
398.56,6.09116666667,9.90925,9.44308333335,9.10866666667,3.60483333333,6.11166666667,29.1491666667,6.42083333333,9.60841666666,6.85141666667
398.92,6.11333333333,9.95141666666,9.45283333332,9.17566666667,3.61133333333,6.14666666667,29.1628333334,6.44425,9.69733333333,6.88283333334
399.28,6.1115,9.97516666668,9.45691666667,9.21216666667,3.5985,6.1625,29.19675,6.43558333333,9.73658333334,6.88391666667
399.64,6.04441666667,9.93691666666,9.44841666666,9.18525,3.48966666667,6.11266666667,29.253,6.34475,9.71991666666,6.84358333333
400.00,5.99266666667,9.91366666667,9.44133333332,9.12383333333,3.41308333333,6.08991666667,29.2371666667,6.29225,9.65775000001,6.80875
400.36,6.047,9.96991666667,9.49008333332,9.20758333334,3.46258333333,6.13891666667,29.2709166667,6.33341666667,9.75025,6.87525
400.72,6.06441666667,10.0270833333,9.54033333333,9.23583333334,3.49775,6.1635,29.3106666667,6.373,9.77066666667,6.921
401.08,6.08391666667,10.0816666667,9.56058333333,9.28466666666,3.52516666667,6.23933333333,29.4273333333,6.42425,9.83008333333,6.97041666667
401.44,6.08425,10.10075,9.58866666666,9.33958333334,3.53283333333,6.24358333333,29.57625,6.46083333333,9.84275000001,6.9665
401.80,6.09825,10.0995833333,9.63091666667,9.39316666667,3.53233333333,6.2665,29.6918333333,6.5205,9.85816666666,6.965
402.16,6.08475,10.1118333333,9.60991666665,9.37316666667,3.553,6.23825,29.6598333334,6.5035,9.84333333334,6.96808333333
402.52,6.06858333333,10.1103333333,9.606,9.37633333333,3.55441666667,6.22966666667,29.68725,6.49208333333,9.83141666665,6.94291666667
