wavelength,Back_PlaCraf,Belly_PlaCraf,Breast_PlaCraf,Crissum_PlaCraf,Crown_PlaCraf,DorTail_PlaCraf,Rump_PlaCraf,Throat_PlaCraf,WingTip_PlaCraf
203.47,84.5613999999,124.093533333,95.0293000001,95.6139583332,129.444533333,131.5788,84.4445333333,90.4094222223,126.432866667
203.85,74.5369666665,113.3332,83.3332333334,83.9120833333,107.986116667,115.370333333,75.8332666665,76.5124888889,102.962866667
204.22,61.8106333333,96.4610666667,66.5022,69.3929583334,91.95465,97.8600666667,60.5760666667,60.0548222222,87.6542666667
204.60,60.0374666667,91.3857333334,61.2359333333,60.3464166667,87.9214166667,88.8388666667,56.9288,56.0051111111,80.2247333333
204.98,57.9433666667,80.9927999999,55.3192,60.7270416667,78.8474833333,86.5957333333,58.0850666667,54.4918222222,74.7517333333
205.36,53.4343666667,68.889,50.4040333333,55.9343333333,71.0270166667,80.0,52.1885333333,54.7251555556,68.3502
205.74,51.3058333333,69.3471999999,49.5532,55.240625,70.24055,80.2748666667,51.2028,55.1201333333,69.622
206.12,50.4805333333,68.6486666667,50.6607666667,59.3091666667,63.4233166667,72.2523333333,53.9340666667,62.1821555555,67.027
206.50,54.1593666667,67.1976666667,49.5279666667,63.6062916667,62.3155333333,73.0973333333,57.8761333333,62.7924888889,65.8406666667
206.87,56.1489666667,71.9094,54.9515333333,70.5905833333,65.46935,78.5112666667,64.6602,69.1910222222,68.5438666667
207.25,62.0249,75.1403333334,58.9096666667,71.6900416667,69.2367833333,82.8660666667,67.9128,72.4818,68.6602666667
207.63,66.6665333333,80.5555333333,62.9938333333,77.7392083334,76.6512666667,85.8024,75.7405333333,85.5348444445,74.9382
208.01,64.5704333333,77.9381333333,56.8728333333,73.5824583334,77.9211666667,82.1305333333,74.0206666667,89.4157555554,76.2885999999
208.39,57.5438666667,63.1580666666,48.2807333333,62.7632916667,67.80705,71.8596000001,63.7192666667,83.766088889,67.0878666667
208.77,60.098,62.2875333334,53.9216666667,69.1994583333,70.5881666667,76.6012000001,65.2940666667,85.1417333332,68.1047333333
209.14,57.9333333333,68.7999999999,55.4,67.6666666667,72.7666666667,74.6666666667,67.6666666667,82.4666666666,67.2666666667
209.52,59.4294333333,75.0149333333,63.0030333333,70.4204166666,76.3362666667,77.1170666666,71.5314666667,86.2461555556,67.2072666667
209.90,51.9355,70.1614666667,56.6669,64.8184166667,70.7662166667,67.7419999999,63.8709333334,76.8818000001,59.5160666666
210.28,49.5869333333,65.7818000001,54.8967666667,62.7580833333,69.4690333333,68.9675333333,61.062,75.634111111,56.2242
210.66,49.7048666667,66.1946,58.8788,61.9836666667,72.5220333333,69.6164666667,62.5957333333,73.2742222222,59.1738
211.03,49.1929666667,70.5966000001,64.0702333333,65.08775,77.3508166667,73.6841333334,62.3156666667,81.0994,58.8071333333
211.41,37.9862333333,62.6390666666,54.3403333333,63.1945,69.1319666667,65.0693999999,54.7222,77.2453333333,51.3195333333
211.79,35.7187333333,54.0062666666,48.7462,56.6895833333,61.2843833333,58.7156,45.8716,64.3016666667,46.6668
212.17,43.5878,56.1581999999,55.5648,61.3700833333,64.0678333333,67.1751333333,50.1694666667,64.7458444444,52.3729333333
212.55,45.9366,67.8093999999,58.2222333333,70.1587083334,67.49195,71.8729333333,56.6984666667,68.7830222221,60.3175333333
212.92,43.212,62.3636666667,54.8485333333,65.8332916666,62.16675,63.7575333333,51.0908666667,59.1718666667,58.1818
213.30,53.2121333333,64.0000666667,59.8181666667,71.8939166667,68.4091166667,72.0607333334,57.4546,70.1618,64.4244
213.68,51.0793,63.1111999999,55.4920333333,63.4922083333,63.1428333333,68.0634666667,51.6192,63.2168222222,61.3334666667
214.06,61.7708,63.9584000001,65.1736333333,67.9253333333,66.7881833333,74.5138666667,58.8194,70.6017999999,67.9167333333
214.44,61.0543333333,65.5102666667,62.6530666667,60.75675,65.4761666667,66.6666666667,55.8503333333,67.3240666667,68.0272000001
214.81,56.6974,64.9999999999,57.7159666667,59.9152083334,62.4536166667,63.9504666667,52.4692,72.1603333333,62.5926
215.19,53.2748,58.3625333333,48.6549333333,58.95475,55.6141,54.9124,48.4210666667,64.8147777778,55.9648666667
215.57,65.3923333333,67.5816666666,60.0653333333,71.2417916667,69.9346833334,62.0262666667,60.6536666667,80.6098444445,64.7712
215.95,59.8626333334,64.1236666667,58.0757,71.0051666667,66.9930500001,53.4709333333,61.4433333333,79.7936222222,57.3196666667
216.32,72.0952333333,86.0954000001,72.9046666666,87.0238750001,91.0952833332,61.4285333333,78.3809333333,106.1268,66.2857333333
216.70,82.4314333333,78.5882666667,86.0784333334,96.3234999999,98.3528999999,72.3138666667,83.8432000001,111.398666667,75.6078
217.08,99.8387,96.2366,104.731066667,123.72325,127.123533333,87.9569333332,107.957,154.623666667,92.4730666665
217.46,81.6027333332,79.2307333334,92.3717333335,121.875083334,119.647483333,64.7435999999,92.5640666667,150.128111111,74.2307999999
217.83,89.1110666666,84.5554666667,89.9443666667,138.611125,121.444433333,73.4443999999,103.000066667,154.296288889,83.5555333333
218.21,68.7179999999,71.5385333334,67.6922666667,128.685875,108.1732,50.1283333333,89.1026,142.350622222,64.1026666667
218.59,61.3007333334,58.6991333333,69.8374000001,155.081416667,112.073283333,46.0160666667,91.5447333332,158.699066667,49.7559999999
218.97,63.6190666665,53.9047333335,78.8571666665,154.523875,110.9524,39.4287333333,94.0952000001,159.936577778,41.5237333333
219.34,45.4838333335,36.9892,75.1613000001,144.086,105.10755,30.9676666667,99.9999999999,159.355022222,35.4839333333
219.72,13.5632333333,-8.73560000008,50.1149333333,97.988375,54.0231166666,10.5746,66.4368666667,118.084377778,-1.60920000014
220.10,34.1667333333,-3.09533333326,63.3334,113.09525,54.2856666667,35.7142000001,72.6189333333,127.777577778,-2.14286666662
220.47,-1.89190000008,-27.2072000001,17.1170333333,71.0586666667,3.06293333334,-9.3694,29.9098666667,60.6004222222,-24.1441333334
220.85,-152.407466667,-138.148133333,-113.888833333,-3.47216666667,-140.2778,-156.666733333,-66.2963333333,-24.0739333333,-220.3704
221.23,-85.0001333334,-75.5557333333,-54.2221666667,0.69454166665,-74.0555,-81.7778,-27.5556,-13.5554666667,-128.4444
221.61,-81.5477000001,-66.1903333334,-59.6429000001,-11.7559166667,-85.2380999999,-89.2857333333,-29.0476,-17.1428666667,-128.8096
221.98,-3920.0,-3780.0,-3490.0,-2429.16666667,-4021.66666667,-3920.0,-2686.66666667,-2635.55555556,-5146.66666667
222.36,3050.0,2846.66666666,2630.0,1429.16666667,2508.33333333,2953.33333333,2046.66666667,1295.55555556,4326.66666667
222.74,173.703733333,158.148266667,146.6667,87.2685,125.370316667,167.407666667,98.1480666669,61.4815555555,228.518666667
223.11,109.166666667,111.875,102.291666667,59.8958333334,94.5312499999,106.666666667,69.1666666667,66.1111111111,144.583333333
223.49,109.6,117.333333333,117.6,65.8333333334,100.2,113.6,82.1333333333,56.9777777778,173.066666667
223.87,76.0606666665,84.5456666666,95.9091,24.4317083334,51.4394666667,106.666733333,37.5758666667,21.9189999999,126.969666667
224.24,48.8887666667,50.0854000001,70.7692000001,35.6836666666,36.4529666666,60.3420000001,30.5983333333,15.5554222222,67.0086000001
224.62,33.0159333333,47.619,53.4127000001,38.1945000001,27.7381166667,43.8095333333,24.4443333333,-6.71955555556,47.7777333333
225.00,-36.4000000001,-3.20000000006,-1.73333333332,-23.3333333332,-38.7333333334,-11.2,-54.4,-91.4666666667,-33.6
225.38,-4.76179999998,17.9592,16.6666666667,6.80266666657,1.70066666666,20.5442,-16.4626,-30.4761777778,1.90486666659
225.75,-8.20513333334,8.4104,1.79493333334,4.230875,0.25646666666,9.6412,-19.6922666667,-27.1451333333,-2.97433333333
226.13,-5.4338,9.041,-0.59356666666,9.47487499992,-0.022866666674,20.4566,-16.1644,-20.0000888889,0.18266666666
226.51,-1.40353333332,17.8244666667,-0.210533333314,10.9210416667,7.4912,21.7543333333,-12.7719333333,-7.18137777778,1.75433333332
226.88,-3.36463333334,17.5076,1.80676666667,8.48929166668,11.1683666667,22.9284666667,-8.28673333333,1.10091111112,1.99366666667
227.26,-5.67246666668,10.0000666667,1.81283333333,5.26320833333,5.71621666665,23.8597333333,-8.94733333333,-3.97666666667,-0.467799999994
227.64,-1.91173333334,11.5194666667,5.93130000001,4.65683333333,6.21328333333,22.4019333333,-7.10779999999,-0.751822222216,1.47053333334
228.01,2.71529999999,12.6710666667,8.05733333334,10.596,9.3489,22.649,-0.48573333334,2.28102222223,6.57853333334
228.39,6.70376666667,14.5926666667,9.37050000001,10.694375,11.0369166667,25.0742666667,1.926,5.67899999999,9.85179999999
228.76,7.1495,12.9905333333,9.08086666667,10.0270833333,11.5264833333,24.6418,3.271,7.97506666667,12.3366
229.14,12.2356666667,18.9024,13.1325,14.1564166667,15.3615166667,26.9610666667,9.96000000001,12.8872222222,18.4473333333
229.52,14.0304333333,18.7832,14.3725666667,15.9695,15.5323166667,24.3852666667,12.2940666667,14.6344888889,19.2649333333
229.89,12.2946333333,16.546,12.8139,13.753125,12.2402166667,21.2801333333,10.5314666667,13.0998,17.3912666666
230.27,12.0486,15.9026666667,12.3610666667,13.75875,11.5973166667,19.2129333333,9.62960000002,11.5586888889,16.0649333333
230.65,15.9613666667,17.2013333333,16.5755666667,18.0319166667,14.9318166667,21.6153333333,13.1740666667,13.9478444444,17.4062
231.02,15.2250666666,18.0406,16.1261333333,19.721125,13.5867833334,19.437,12.5676,12.6050222222,16.2612
231.40,16.1129333333,21.4332,16.4821333333,21.077625,14.3430666667,19.2616666667,12.7253333333,14.7811555555,16.0259333333
231.78,14.5562333333,21.4719333333,14.9242333333,21.076875,13.7825333333,19.1558,11.5150666667,16.0388,15.2163333333
232.15,15.6490333333,22.9491333333,16.5628666667,21.4044166667,14.8547,19.7506666667,12.6064666667,17.4663555556,18.0062
232.53,17.063,24.0448,17.1646,21.9639166667,15.5842666667,19.7155333333,13.6382,19.2344888889,19.9187333333
232.90,18.1809,26.6666666667,19.5059,23.38325,16.9504666667,19.6425333333,14.1956666667,21.4862444444,20.5468
233.28,17.3539333333,26.2768666667,19.2615333333,22.4615833333,16.4462,18.6872,12.5333333333,21.6001777778,19.0360666667
233.66,18.8034,27.7872666667,22.4786333333,24.5489583333,19.5964333333,21.8994,16.0874666667,24.1404444444,21.2345333333
234.03,21.1753666666,29.8072,24.9133,26.9146666667,21.2475666667,24.5472666667,18.4970666667,26.3071555556,22.7553333333
234.41,22.1329,31.1172,25.3000333333,28.7741666667,23.3104,25.097,19.3537333333,28.3103333333,24.2846
234.78,20.7002666667,31.2230666667,24.3417,28.1628333334,22.3155833333,24.3508666667,18.7676,28.6149111111,25.0234666667
235.16,23.3241666667,32.4273333333,26.9383666667,29.76675,24.2254666667,27.5182,20.7607333333,30.2717111111,27.0108
235.54,23.9378333333,31.8478,28.7132666667,30.39725,24.6848166667,28.1348,22.5907333333,30.2530888889,28.2211333333
235.91,24.2700333333,31.6117333333,28.5402,30.5483333333,25.5401833333,28.5402,23.7805333333,28.9226,28.827
236.29,23.2529666667,31.6785333333,27.5583666667,29.046125,25.0041,28.1607333333,23.036,27.2503333333,26.7468666667
236.66,23.8596333333,33.8367333333,28.8939666667,32.2369166666,26.3539666667,29.1227333333,24.9428,28.7210666667,27.8718666667
237.04,22.3274666666,30.9103333333,26.5712,30.3504583333,23.5940166666,27.2688,23.3626,26.1919111111,26.1232666667
237.41,24.3663333333,30.9366666667,28.6777,31.7320416667,24.7107,29.0772666667,25.5096,27.1028222222,28.3196
237.79,22.2291666667,28.7630666667,25.1922333333,28.668625,20.7127666667,26.7504666666,22.7532,22.9442888889,25.7580666667
238.17,20.5331666666,28.2320666667,24.5884333333,26.2820833334,18.7212833333,25.6948666667,21.1604666667,21.3812444444,24.4534666667
238.54,20.2221,27.9869333333,24.2746,24.8775833333,17.6273666667,25.2286,21.098,20.9498888889,24.5619333333
238.92,19.1651,25.1308,21.8951666667,22.250375,15.6307666667,23.4004,19.6587333333,17.9564666667,22.5715333333
239.29,18.0,23.6173333333,20.7826,21.2534583334,14.3158833333,22.0520666667,18.4928,16.8540888889,22.0869333333
239.67,17.5438666667,22.6204666667,19.3531,19.8534583333,13.7610833333,20.4275333334,17.5220666667,15.6873777778,21.3816666667
240.04,16.8288333333,21.226,17.7964,18.0281666667,12.35815,18.5410666667,16.4742,14.9677777778,19.7467333333
240.42,16.0147333333,19.2788,16.1766,16.9730416667,11.3453833333,17.1151333334,15.3766666667,14.9483333333,18.5576666667
240.79,14.6817333333,16.2411333333,14.1214333333,14.6072083333,9.43540000001,15.7438666667,13.6114,12.8191555556,16.5864
241.17,15.2756,16.0622,14.5459,15.0939583333,10.3439833333,16.2978666667,13.9338,13.4221777778,17.2559333333
241.54,13.9797666667,15.1106,13.2771333333,13.962,9.44331666667,14.8507333333,12.9047333333,12.0174666667,16.0801333333
241.92,12.8768666667,14.1487333333,12.8147333333,13.1768333334,9.2042,13.9008666667,11.5786,11.5959777778,15.0425333333
242.29,13.5176,14.2664,13.0939333333,13.5859166667,10.2899,13.7999333333,12.124,12.3675111111,15.8135333333
