wavelength,Back_PlaCraf,Belly_PlaCraf,Breast_PlaCraf,Crissum_PlaCraf,Crown_PlaCraf,DorTail_PlaCraf,Rump_PlaCraf,Throat_PlaCraf,WingTip_PlaCraf
325.47,5.05853333334,7.33660000001,4.0838,8.00395833333,3.44171666667,3.82433333334,4.17406666667,3.37477777778,5.76073333333
325.84,4.91386666667,7.23786666667,4.0345,8.13575,3.35345,3.60953333334,4.0704,3.29513333333,5.69686666667
326.21,4.859,7.211,3.9777,8.02183333333,3.3359,3.56473333333,3.89693333333,3.1854,5.607
326.57,4.65046666666,7.00959999999,3.7305,7.76075,3.14608333333,3.3248,3.75173333333,2.954,5.40266666667
326.94,4.38516666667,6.66506666667,3.44126666667,7.55154166667,2.86221666667,3.0922,3.4948,2.79635555556,5.12213333333
327.31,4.43236666667,6.76033333333,3.4348,7.68783333333,2.95053333333,3.18033333333,3.5832,2.9468,5.188
327.67,4.58646666667,6.95633333334,3.54286666667,7.826,3.13921666667,3.4058,3.7014,3.21124444444,5.23866666667
328.04,4.49436666667,6.946,3.4885,7.682375,2.97026666667,3.28726666667,3.60093333334,3.09248888889,5.07913333333
328.41,4.27063333333,6.8338,3.31433333333,7.567875,2.84341666667,3.13213333333,3.36886666667,3.00931111111,4.86646666667
328.78,4.14316666667,6.73386666667,3.03336666667,7.543375,2.62316666667,3.01426666667,3.19913333333,2.8774,4.63706666667
329.14,4.18626666667,6.82453333334,3.08436666667,7.826,2.65405,3.13926666667,3.29066666667,3.10913333333,4.6002
329.51,3.925,6.71533333333,2.78986666667,7.74375,2.39308333333,2.89246666667,3.093,2.91122222222,4.41306666667
329.88,3.81993333333,6.72446666667,2.7082,7.63945833333,2.23166666667,2.86566666667,3.01726666667,2.8504,4.22346666667
330.24,3.86166666667,6.87253333333,2.7376,7.78283333333,2.23325,2.86046666667,3.11933333333,2.96657777778,4.30893333333
330.61,3.96793333333,7.21553333334,2.90576666667,8.113,2.31665,2.96733333333,3.28166666667,3.15228888889,4.47773333333
330.98,4.18783333333,7.69886666667,3.26683333333,8.49516666668,2.57485,3.16826666667,3.57493333333,3.30033333333,4.64013333333
331.34,4.07453333333,7.66246666667,3.14173333333,8.35187499999,2.3444,2.95313333333,3.40373333333,3.15411111111,4.57653333333
331.71,4.0728,7.54706666667,3.0202,8.43333333333,2.24886666667,2.82526666667,3.29453333334,3.14526666667,4.5144
332.08,4.07163333333,7.55986666667,3.13386666667,8.54812500001,2.35606666667,2.72613333334,3.33313333333,3.23797777778,4.57946666667
332.44,4.12,7.8412,3.32786666667,8.61295833334,2.53213333333,2.82753333333,3.51086666667,3.43006666667,4.6744
332.81,4.20873333333,8.01093333333,3.59853333333,8.67229166666,2.70321666667,2.90493333333,3.69133333333,3.47608888889,4.8502
333.18,4.23323333333,8.10499999999,3.65766666667,8.65283333332,2.69463333333,2.81893333333,3.67973333334,3.28293333333,4.84873333333
333.54,4.4408,8.49346666666,3.987,8.99058333334,2.93736666667,3.09233333333,3.86433333333,3.52975555556,4.98593333333
333.91,4.63773333333,8.681,4.09346666667,9.17879166668,3.12528333333,3.30693333333,3.95986666667,3.68062222222,5.18946666667
334.28,4.8262,8.76026666666,4.3075,9.45129166668,3.33868333333,3.48506666667,4.1312,3.83211111111,5.35146666667
334.64,5.0001,8.85939999999,4.57223333333,9.55454166667,3.53203333333,3.6608,4.27646666667,3.90368888889,5.61193333333
335.01,5.06893333333,8.85286666668,4.5659,9.43270833332,3.51388333333,3.632,4.26146666667,3.94571111111,5.75593333333
335.38,5.19513333334,8.984,4.82486666667,9.70112499999,3.76763333333,3.9062,4.51813333333,4.16353333333,5.93126666667
335.74,5.2369,9.17019999999,5.00686666667,9.68354166667,3.7526,3.96393333333,4.6584,4.17202222222,6.0238
336.11,5.4005,9.38753333334,5.1553,9.77683333332,3.81338333333,4.15033333333,4.758,4.26942222222,6.09893333333
336.47,5.5045,9.40879999999,5.13356666666,9.85537499999,3.80455,4.1534,4.75133333333,4.19944444444,5.97753333333
336.84,5.62033333334,9.66006666665,5.23646666667,9.98016666667,3.91248333333,4.29973333333,4.85093333333,4.37386666667,6.05486666667
337.21,5.47966666667,9.54426666666,5.11356666667,9.89425000001,3.82345,4.23533333333,4.68726666667,4.46215555556,5.88533333333
337.57,5.43223333333,9.47113333334,5.10766666667,9.80254166667,3.7345,4.2196,4.62966666667,4.42602222222,5.88106666667
337.94,5.34933333333,9.45106666667,5.10723333333,9.81674999999,3.66806666667,4.12426666667,4.57,4.44135555556,5.83026666667
338.31,5.42033333333,9.64426666667,5.1771,9.74741666668,3.64605,4.1602,4.61346666666,4.52226666667,5.83806666667
338.67,5.5245,9.85539999999,5.28246666667,9.96391666668,3.77698333333,4.3302,4.75073333333,4.73868888889,5.896
339.04,5.4581,9.848,5.23486666667,10.0014583333,3.79956666667,4.3702,4.74673333333,4.78308888889,5.76526666667
339.40,5.2962,9.65106666667,4.95756666667,9.78170833334,3.50858333333,4.06153333333,4.45326666667,4.50411111111,5.50353333333
339.77,5.0725,9.4028,4.70333333333,9.59758333333,3.31606666667,3.74,4.173,4.29477777778,5.2966
340.14,4.9551,9.37433333333,4.56136666667,9.56654166667,3.21508333333,3.5912,4.06913333333,4.20086666667,5.1526
340.50,5.00756666667,9.55326666668,4.68266666667,9.72133333333,3.3339,3.73293333333,4.18333333333,4.4188,5.36633333333
340.87,4.85783333333,9.38,4.5819,9.65404166667,3.1751,3.61133333333,4.0036,4.31664444445,5.15
341.23,4.89536666667,9.546,4.64803333333,9.90570833334,3.24883333333,3.6552,4.06913333333,4.38717777778,5.2626
341.60,4.92276666667,9.62146666666,4.58906666667,9.82745833333,3.21828333333,3.51093333333,4.04346666666,4.43691111111,5.17353333333
341.96,5.05366666667,9.77699999999,4.7281,9.83237499999,3.33953333333,3.69573333333,4.187,4.60148888889,5.23966666667
342.33,4.8905,9.7254,4.59063333333,9.74299999999,3.21913333333,3.52646666667,3.98846666667,4.53868888889,5.13846666667
342.70,4.94763333333,9.64666666665,4.57183333333,9.73937500001,3.23816666667,3.51626666667,3.9376,4.49806666667,5.1124
343.06,4.8652,9.67046666667,4.52316666667,9.62908333332,3.11498333333,3.39753333333,3.8202,4.48282222222,5.0064
343.43,5.16653333333,10.0374666667,4.91546666667,9.95491666667,3.54156666667,3.70306666667,4.14673333333,4.96875555556,5.31193333333
343.79,5.43206666667,10.3384,5.21513333333,10.2532083333,3.87653333333,4.1122,4.44646666666,5.29306666667,5.56033333333
344.16,5.58753333333,10.4999333333,5.42103333333,10.3409166667,4.0669,4.31386666667,4.64926666667,5.55337777778,5.74226666667
344.52,5.5081,10.3591333333,5.31896666667,10.246375,3.98313333333,4.18046666667,4.5962,5.495,5.6582
344.89,5.4715,10.4486,5.33176666667,10.2565,4.0173,4.19806666667,4.65966666667,5.55317777778,5.71746666667
345.25,5.48056666667,10.4937333333,5.47226666667,10.0955,3.98941666667,4.27046666667,4.70766666667,5.56468888889,5.67873333333
345.62,5.7,10.6848666667,5.73013333333,10.415625,4.31895,4.56486666667,4.98633333333,5.80315555556,5.975
345.99,5.79103333333,10.7064666667,5.88096666667,10.5214583333,4.4542,4.67453333333,5.06766666667,5.86406666667,6.06173333333
346.35,6.06123333334,10.9516,6.21126666667,10.8342916667,4.79946666666,5.07353333333,5.4076,6.20306666667,6.33273333333
346.72,5.94176666667,10.9776,6.17363333333,10.707875,4.61565,4.9794,5.3322,6.17811111111,6.19326666667
347.08,5.957,11.0489333333,6.23153333333,10.8333333333,4.669,5.008,5.35513333333,6.24326666667,6.214
347.45,5.7398,10.8841333333,5.9725,10.6222916667,4.32415,4.77966666667,5.1098,6.01071111111,5.92406666667
347.81,5.7053,10.8679333333,5.90176666666,10.6319583333,4.23256666667,4.70646666667,5.06366666667,6.02473333333,5.84886666667
348.18,5.83146666667,10.9868666667,6.0243,10.7774583333,4.34125,4.75826666667,5.16406666667,6.1682,5.92626666667
348.54,5.7627,10.9173333333,5.9733,10.667375,4.26001666667,4.7112,5.053,6.09148888889,5.74273333333
348.91,5.6824,10.9046,5.8848,10.5809166667,4.1584,4.54413333333,4.90693333333,5.92595555556,5.63253333333
349.27,5.86406666667,11.1176666667,5.991,10.784375,4.41198333333,4.6186,5.1146,6.18031111111,5.81373333333
349.64,5.747,11.0412666667,5.94546666667,10.643625,4.26873333333,4.56886666667,5.0134,6.10355555556,5.64733333333
350.00,5.5096,10.9273333333,5.68416666667,10.511125,4.01338333333,4.2854,4.8598,5.92964444444,5.459
350.37,5.53496666667,10.9776666667,5.69513333333,10.548125,3.94368333333,4.2416,4.88313333333,5.84164444444,5.42546666667
350.73,5.60733333333,11.1132,5.64006666667,10.6054583333,4.0754,4.23393333333,4.91813333333,5.93377777778,5.52066666667
351.10,5.73403333333,11.2327333333,5.76666666667,10.7149583333,4.22495,4.34333333333,5.1692,6.06508888889,5.6334
351.46,5.74536666667,11.2094,5.72683333333,10.7360416667,4.25076666667,4.3524,5.15753333333,6.03244444444,5.6626
351.83,5.63486666667,11.1383333333,5.62016666667,10.5432083333,4.15831666667,4.2078,5.05653333333,5.90295555556,5.5374
352.19,5.54586666667,11.1478666667,5.57453333333,10.5047083333,4.1441,4.16433333333,5.003,5.82051111111,5.447
352.55,5.69143333333,11.3712666667,5.75643333333,10.6455833333,4.28456666667,4.31326666667,5.1086,5.98117777778,5.61873333333
352.92,5.86086666667,11.5020666667,5.90426666667,10.7490416667,4.49681666667,4.50646666667,5.2384,6.22771111111,5.71673333333
353.28,5.83056666667,11.4099333333,5.7265,10.7029166667,4.3955,4.47286666666,5.09486666667,6.06115555556,5.59813333333
353.65,5.90236666667,11.4872,5.72373333333,10.777375,4.43205,4.53266666667,5.116,6.13533333333,5.64793333333
354.01,6.09916666667,11.6864666667,5.85163333333,10.8805416667,4.57238333333,4.70966666667,5.301,6.31055555556,5.77653333333
354.38,6.05373333333,11.6354666667,5.72376666667,10.7485416667,4.52136666667,4.57506666667,5.23326666667,6.27973333333,5.6748
354.74,6.23296666667,11.7933333333,5.91883333333,10.9479166667,4.774,4.7946,5.4562,6.53588888889,5.86173333333
355.11,6.25806666666,11.7515333333,5.91273333333,10.922375,4.77041666666,4.77113333333,5.389,6.52335555556,5.85833333333
355.47,6.2418,11.8327333333,5.9481,10.8998333333,4.81281666667,4.75933333333,5.39833333333,6.56948888889,5.82833333333
355.83,6.342,12.0693333333,6.16586666667,11.0911666667,4.9916,4.93773333333,5.54886666667,6.74937777778,6.0164
356.20,6.45513333333,12.2076,6.2098,11.202125,5.05286666667,4.99786666667,5.68633333333,6.89188888889,6.13366666667
356.56,6.42006666666,12.1734666667,6.15016666667,11.2316666667,4.96653333333,4.94733333333,5.6634,6.87466666667,6.113
356.93,6.4883,12.2784,6.23983333333,11.3660416667,5.03443333333,4.97866666667,5.82346666667,6.9294,6.2318
357.29,6.56803333334,12.403,6.35246666667,11.499125,5.10658333333,5.06406666667,5.96913333333,7.11526666667,6.3604
357.66,6.54036666667,12.4376,6.35943333333,11.5218333333,5.09675,5.05473333333,6.0114,7.04891111111,6.356
358.02,6.63403333333,12.5648666667,6.42266666666,11.6539583333,5.18475,5.10573333333,6.08066666667,7.09195555556,6.48173333333
358.38,6.65433333333,12.6169333333,6.4431,11.6632083333,5.24355,5.13333333333,6.09686666667,7.13517777778,6.53986666667
358.75,6.54396666667,12.5285333333,6.37846666667,11.5673333333,5.04455,5.00833333333,6.00166666667,6.96613333333,6.4378
359.11,6.5571,12.6635333333,6.40896666667,11.67825,5.06936666667,5.04746666667,5.99526666667,6.99064444445,6.4438
359.48,6.7372,12.7646666667,6.58556666667,11.9515833333,5.20498333333,5.20966666667,6.18533333333,7.09537777778,6.65593333333
359.84,6.8647,12.8186666667,6.6537,12.1240416667,5.28325,5.298,6.2718,7.16693333333,6.71906666667
360.20,6.8414,12.7983333333,6.60976666667,12.136,5.25868333334,5.29926666667,6.23053333333,7.1392,6.68766666667
360.57,6.97076666667,12.9977333333,6.71303333333,12.3325416667,5.41046666667,5.39746666667,6.3534,7.23084444445,6.80953333333
360.93,6.89813333333,12.9996,6.6023,12.3316666667,5.29181666667,5.3396,6.23966666667,7.18233333333,6.7232
361.29,6.91373333334,13.0428666667,6.60973333333,12.3197916666,5.32725,5.3502,6.2272,7.18144444445,6.75793333333
361.66,6.87123333333,13.0272,6.5302,12.3410416667,5.31361666667,5.29646666667,6.16646666667,7.17673333333,6.6956
362.02,6.72606666667,12.9131333333,6.42426666667,12.2609166667,5.21575,5.17253333333,6.03653333333,7.06448888889,6.54026666667
362.39,6.7359,12.9703333333,6.46983333333,12.3738333333,5.22258333333,5.2234,6.07386666667,7.0994,6.54966666667
362.75,6.70756666667,12.9426,6.434,12.3832916667,5.18436666667,5.14693333333,6.02066666667,7.05404444445,6.45973333333
363.11,6.6893,12.9196666667,6.4142,12.422375,5.18191666667,5.13233333333,6.02773333333,7.02966666667,6.45486666667
363.48,6.7006,13.0095333333,6.41566666667,12.4480833333,5.20781666667,5.12493333333,6.08353333333,7.03762222222,6.44166666667
363.84,6.69163333333,13.0186,6.42106666667,12.43825,5.22448333333,5.0768,6.1058,7.04742222222,6.44046666667
364.20,6.6983,13.1376666667,6.47306666667,12.5048333333,5.22973333333,5.08533333333,6.15226666667,7.06773333333,6.46613333333
364.57,6.62013333333,13.0992,6.42923333333,12.451125,5.15411666667,5.00106666667,6.10913333333,6.98215555555,6.36726666667
364.93,6.65573333333,13.1392,6.5035,12.4885,5.21748333333,5.04893333333,6.215,7.01986666667,6.40226666667
365.29,6.664,13.1566,6.55846666667,12.5593333333,5.216,5.03873333333,6.24673333333,6.99962222222,6.34006666666
365.66,6.73743333333,13.2367333333,6.6605,12.623375,5.22936666667,5.01786666667,6.28353333333,7.03813333333,6.4128
366.02,6.7978,13.3375333333,6.74223333333,12.7334583333,5.2891,5.10026666667,6.36866666667,7.10988888889,6.48306666667
366.38,6.7473,13.4176666667,6.76696666667,12.7770833333,5.3138,5.00926666667,6.36686666667,7.07157777778,6.4876
366.75,6.8147,13.5394666667,6.84336666667,12.8819583333,5.41276666667,5.13546666667,6.48053333333,7.1936,6.58006666667
367.11,6.84846666667,13.5966666667,6.9079,12.9555416667,5.46306666667,5.19146666667,6.535,7.21413333333,6.62646666667
367.47,6.81513333333,13.6265333333,6.88973333333,12.962875,5.43616666667,5.1678,6.4854,7.22206666667,6.5842
367.84,6.7796,13.7142,6.8576,13.03,5.33033333333,5.13213333333,6.42553333333,7.16477777778,6.5166
368.20,6.81916666667,13.6985333333,6.87023333333,13.0864583333,5.36588333333,5.15233333333,6.4022,7.09993333333,6.54573333333
368.56,6.84236666667,13.7579333333,6.90493333333,13.1717083333,5.40788333333,5.20113333333,6.43966666667,7.1688,6.58446666667
368.93,6.98016666667,13.9334666667,7.02246666667,13.359625,5.49736666667,5.298,6.51513333333,7.29731111111,6.71946666667
369.29,6.9472,13.96,6.9924,13.4122916667,5.44791666667,5.2502,6.5134,7.27426666667,6.6906
369.65,6.90056666667,13.9790666667,6.94343333333,13.376625,5.42608333333,5.22966666667,6.5438,7.21844444445,6.65893333333
370.01,6.9568,14.0634666667,6.96473333333,13.4480833333,5.41976666667,5.2252,6.59433333333,7.26331111111,6.64746666667
370.38,7.051,14.171,6.95826666666,13.5745416667,5.3983,5.3432,6.66393333334,7.33106666667,6.6734
370.74,7.05653333334,14.276,6.99496666667,13.65275,5.43858333333,5.3346,6.6808,7.31944444445,6.68093333333
371.10,7.19736666667,14.4388666667,7.11623333333,13.824125,5.536,5.4198,6.78193333333,7.48533333333,6.82086666667
371.46,7.2062,14.5257333333,7.18396666667,13.9343333333,5.5871,5.5116,6.82086666667,7.51975555555,6.8708
371.83,7.3132,14.6443333333,7.2206,14.065375,5.71151666667,5.60893333333,6.914,7.6476,6.9746
372.19,7.2315,14.6612,7.14873333333,14.0520416667,5.65835,5.55,6.8632,7.67515555555,6.89666666667
372.55,7.20683333334,14.6754,7.11926666667,14.0702916667,5.60818333333,5.49626666667,6.81773333333,7.63488888889,6.87213333333
372.92,7.11563333333,14.6391333333,7.0607,14.0276666667,5.57301666667,5.4126,6.7542,7.50362222222,6.7822
373.28,7.14716666667,14.7381333333,7.11,14.1227083333,5.6488,5.4776,6.79993333333,7.55564444444,6.8692
373.64,7.2355,14.8954666667,7.20133333333,14.3077916667,5.74906666667,5.54573333333,6.871,7.67946666667,6.94426666667
374.00,7.25036666667,14.9734,7.20593333333,14.3931666667,5.75341666667,5.5682,6.88233333333,7.70382222222,6.98346666667
374.37,7.16226666667,14.8438666667,7.13833333333,14.2857083333,5.65601666667,5.37526666667,6.74933333333,7.57428888889,6.908
374.73,7.1627,14.7927333333,7.12613333333,14.330625,5.56651666667,5.3224,6.71646666667,7.58077777778,6.8852
375.09,7.09543333333,14.8534666667,7.08596666667,14.3321666667,5.50976666667,5.26313333333,6.69346666667,7.49802222222,6.85426666667
375.45,7.10383333333,14.8956,7.07456666667,14.363,5.46353333333,5.174,6.67173333333,7.44677777778,6.82553333333
375.81,7.0325,14.8731333333,7.084,14.350875,5.39711666667,5.13366666667,6.6002,7.34653333333,6.7628
376.18,7.0875,14.9192666667,7.14976666667,14.4582083333,5.4054,5.13066666666,6.6534,7.36248888889,6.78053333333
376.54,7.16273333333,15.0846,7.28756666667,14.5671666667,5.50251666667,5.21853333333,6.77646666667,7.5134,6.8974
376.90,7.26493333333,15.2176666667,7.34666666667,14.6979583333,5.55238333333,5.29953333333,6.84126666667,7.5996,6.96113333333
377.26,7.22443333333,15.137,7.27286666667,14.6631666667,5.47223333333,5.21666666667,6.76366666667,7.50906666667,6.88953333333
377.63,7.17686666667,15.1752666667,7.24853333333,14.7151666667,5.42481666667,5.2312,6.73326666667,7.4966,6.8448
377.99,7.12066666667,15.1216666667,7.2226,14.7410416667,5.41248333333,5.18633333333,6.65626666667,7.4462,6.77013333333
378.35,7.12356666667,15.1996666667,7.244,14.8763333333,5.41078333333,5.25633333333,6.69573333333,7.46746666667,6.79553333333
378.71,7.13316666667,15.3122,7.2541,14.959,5.47153333333,5.2978,6.73706666667,7.47151111111,6.81913333333
379.07,7.0642,15.242,7.20386666667,14.9339583333,5.38588333333,5.24973333333,6.69113333333,7.45428888889,6.70666666667
379.44,7.03823333333,15.2546,7.15226666667,14.9647083333,5.37083333333,5.24886666667,6.64866666667,7.46868888889,6.69873333333
379.80,6.98643333333,15.2175333333,7.0658,14.931125,5.29196666667,5.1528,6.6218,7.42551111111,6.65473333333
380.16,6.96766666667,15.2062,7.0748,14.96975,5.26485,5.1728,6.596,7.3924,6.64446666667
380.52,6.9178,15.176,7.00966666667,14.9845416667,5.2156,5.1168,6.55726666667,7.3236,6.56686666667
380.88,6.9605,15.2027333333,7.04606666667,15.0591666667,5.22175,5.14313333333,6.6188,7.40491111111,6.605
381.24,6.9276,15.2634,7.0732,15.0640416667,5.20933333333,5.15946666667,6.58826666667,7.41102222222,6.59613333333
381.61,6.84926666667,15.1942666667,6.99736666667,15.0027916667,5.09878333333,5.06086666667,6.514,7.34997777778,6.5156
381.97,6.79536666667,15.2512666667,6.9634,14.9334166667,5.04371666667,4.9856,6.51006666667,7.32306666667,6.50266666667
382.33,6.81433333333,15.3359333333,7.02953333333,14.9679583333,5.12183333333,5.0172,6.57006666667,7.40111111111,6.5418
382.69,6.73783333333,15.2706666667,6.94353333333,14.9344583333,5.01483333333,4.92346666667,6.47226666667,7.32037777778,6.4672
383.05,6.8601,15.4150666667,7.06036666667,15.0739583334,5.11303333333,5.01393333333,6.5812,7.41931111111,6.60773333333
383.41,6.83563333333,15.4038,7.06063333333,15.0486666667,5.08058333333,4.9798,6.57793333333,7.432,6.565
383.77,6.8738,15.4986666667,7.14923333333,15.1414583333,5.13883333333,5.02906666667,6.63786666667,7.50088888889,6.60006666667
384.14,6.86573333333,15.5592,7.1565,15.1824583333,5.13285,5.01526666667,6.66013333333,7.5568,6.6232
384.50,6.806,15.5016,7.10466666667,15.1533333333,5.06845,4.97966666667,6.57366666667,7.51806666667,6.543
384.86,6.6116,15.4763333333,6.9912,15.075125,4.91378333333,4.8112,6.417,7.33351111111,6.36546666667
385.22,6.66373333333,15.5516,7.02216666667,15.1731666667,4.9587,4.8084,6.4652,7.39853333333,6.3868
385.58,6.7216,15.5967333333,7.07626666666,15.28425,5.03468333333,4.81466666667,6.4866,7.47144444444,6.45813333333
385.94,6.8122,15.7405333333,7.206,15.4320833333,5.10761666667,4.92453333333,6.5664,7.58444444444,6.53246666667
386.30,6.8452,15.8114,7.25023333333,15.5212916667,5.10766666667,4.93573333333,6.5926,7.61297777778,6.535
386.66,6.84446666667,15.896,7.3079,15.5724166667,5.11921666667,4.9432,6.59413333333,7.64228888889,6.5238
387.03,6.77123333333,15.9046666667,7.2674,15.5601666667,5.07996666667,4.89126666667,6.5256,7.62726666667,6.4584
387.39,6.79716666667,15.983,7.30803333333,15.626875,5.09798333333,4.90733333333,6.54273333333,7.6302,6.48813333333
387.75,6.86863333333,16.1296666667,7.34653333334,15.7479166667,5.13816666667,4.99253333333,6.622,7.70468888889,6.55586666667
388.11,6.8476,16.1954666667,7.3392,15.7832083333,5.1402,4.98106666667,6.60186666667,7.69217777778,6.52126666667
388.47,6.8925,16.3584666667,7.41543333333,15.9345,5.20563333333,5.02426666667,6.69186666667,7.72546666667,6.58826666667
388.83,6.9947,16.4479333333,7.51316666667,16.0703333333,5.29711666667,5.1372,6.76773333333,7.86226666667,6.6866
389.19,7.0519,16.584,7.56736666667,16.2365416667,5.35813333333,5.22753333333,6.84186666667,7.92828888889,6.7344
389.55,7.0426,16.6612666667,7.5969,16.3335,5.33808333333,5.28253333333,6.8718,7.94711111111,6.71366666667
389.91,7.05633333333,16.7004666667,7.5697,16.3830833334,5.35025,5.2848,6.88253333333,7.95833333333,6.70366666667
390.27,6.9975,16.6643333333,7.46723333333,16.3384166666,5.26401666667,5.2086,6.81293333333,7.87342222222,6.61666666667
390.63,7.02756666667,16.7406,7.44243333333,16.4132083333,5.24871666667,5.2278,6.83893333333,7.89824444444,6.64553333333
391.00,6.97526666667,16.7273333333,7.38006666667,16.4323333334,5.18468333333,5.14813333333,6.794,7.84148888889,6.56546666667
391.36,6.99523333333,16.8304666667,7.4187,16.5353333333,5.21098333333,5.19946666667,6.8266,7.86257777778,6.6016
391.72,6.9883,16.8095333333,7.4171,16.5545833333,5.23653333333,5.19266666667,6.83186666667,7.83531111111,6.60526666667
392.08,6.93306666667,16.7886,7.36283333333,16.52425,5.16213333333,5.109,6.7672,7.78964444445,6.5182
392.44,6.97423333333,16.8760666667,7.4017,16.549625,5.19293333333,5.11986666667,6.78626666667,7.84206666667,6.53893333333
392.80,6.94476666667,16.8967333333,7.3787,16.54,5.1806,5.07546666667,6.7724,7.85437777778,6.51493333333
393.16,6.89726666667,16.865,7.36056666667,16.5339166667,5.13006666667,5.0118,6.73686666667,7.83482222222,6.4734
393.52,6.92273333334,16.9302,7.39226666667,16.54175,5.14253333333,4.97786666667,6.76433333333,7.84557777778,6.4898
393.88,6.91553333333,16.9695333333,7.4077,16.6148333333,5.12958333333,4.99273333333,6.74493333333,7.84242222222,6.46866666667
394.24,6.9884,17.1386666667,7.51986666667,16.729875,5.24146666667,5.0744,6.82286666667,7.98433333333,6.54733333333
394.60,7.0212,17.1843333333,7.62043333333,16.817,5.32463333333,5.132,6.878,8.07906666667,6.5722
394.96,7.12056666667,17.3317333333,7.73386666667,16.9354583333,5.4171,5.24273333333,6.9692,8.13115555555,6.6722
395.32,7.11953333333,17.3454666667,7.74016666667,16.9394166667,5.39995,5.2134,6.98433333333,8.15691111111,6.63406666667
395.68,7.1317,17.424,7.7702,16.9871666667,5.38408333333,5.2348,6.9814,8.21406666667,6.6194
396.04,7.20986666667,17.5494666667,7.8578,17.128125,5.48756666667,5.36026666667,7.0714,8.30011111111,6.7324
396.40,7.24703333333,17.5628666667,7.89693333333,17.201625,5.5061,5.42653333333,7.1036,8.35964444445,6.77786666667
396.76,7.29246666667,17.646,7.9264,17.2968333333,5.54565,5.44653333333,7.1372,8.33202222222,6.81806666667
397.12,7.33013333333,17.7576,7.9514,17.3217083333,5.58551666667,5.49013333333,7.17686666667,8.37171111111,6.85453333333
397.48,7.38343333333,17.8356666667,7.96623333333,17.4053333334,5.61176666667,5.53473333333,7.1976,8.40568888889,6.879
397.84,7.33656666667,17.8510666667,7.92653333333,17.392375,5.58196666667,5.46306666667,7.17353333333,8.36666666667,6.85266666667
398.20,7.34133333333,17.8744666667,7.9396,17.4450833333,5.56586666667,5.48906666667,7.1806,8.36668888889,6.87673333333
398.56,7.33866666667,17.9312666667,7.93573333333,17.4670833334,5.57403333333,5.47213333333,7.20646666667,8.33873333333,6.89306666667
398.92,7.31203333333,17.9269333333,7.89583333333,17.4975,5.55578333333,5.4714,7.19286666667,8.35826666667,6.85726666667
399.28,7.30993333333,18.0005333333,7.9172,17.533,5.59333333333,5.49233333333,7.19686666667,8.41366666667,6.8796
399.64,7.29553333333,18.0286666667,7.89083333333,17.5768333333,5.58206666667,5.4396,7.20033333333,8.41791111111,6.86953333333
400.00,7.36953333333,18.1424666667,7.9518,17.64725,5.64391666667,5.46793333333,7.292,8.51913333335,6.90546666667
400.36,7.35476666667,18.193,7.91583333333,17.6546666666,5.65046666667,5.428,7.27673333333,8.53186666667,6.86893333333
400.72,7.4512,18.3187333333,8.03106666667,17.7310833333,5.73235,5.54606666667,7.37513333333,8.69528888888,6.9276
401.08,7.45576666667,18.3677333333,8.04023333333,17.792625,5.7449,5.5638,7.38593333333,8.74857777779,6.91646666667
401.44,7.42506666667,18.3554,8.02113333333,17.7796666667,5.74633333333,5.5364,7.3376,8.74473333333,6.87433333333
401.80,7.49186666666,18.4444666667,8.11066666667,17.8636666667,5.79763333333,5.57653333333,7.39766666667,8.82724444444,6.923
402.16,7.4283,18.3814666667,8.0251,17.8240833333,5.72733333333,5.51466666667,7.3262,8.75662222222,6.8164
402.52,7.43293333333,18.4138,8.0262,17.8514166667,5.73771666666,5.50653333333,7.3256,8.76986666666,6.81006666667
402.88,7.425,18.4174666667,8.0172,17.850625,5.7248,5.48553333333,7.32806666667,8.80128888889,6.78773333333
403.24,7.49283333333,18.4763333333,8.06623333333,17.9794583333,5.77111666667,5.53486666667,7.3922,8.85028888889,6.8454
403.60,7.46353333333,18.4254666667,8.04383333333,17.9742083333,5.75396666667,5.50373333333,7.33920000001,8.84528888887,6.80986666667
403.95,7.46346666667,18.4056,8.03813333333,18.026,5.74416666667,5.4858,7.33046666667,8.82035555556,6.81066666667
404.31,7.4891,18.4695333333,8.07493333333,18.11575,5.75376666667,5.49773333333,7.37226666666,8.84460000001,6.8454
404.67,7.49876666667,18.4932,8.06273333333,18.2061666667,5.76373333333,5.48853333333,7.39060000001,8.83215555556,6.86286666667
405.03,7.49573333333,18.5000666667,8.08763333334,18.2425833333,5.75805,5.44993333333,7.36520000001,8.79002222221,6.86453333333
405.39,7.5164,18.5904666667,8.13763333333,18.3022083333,5.78223333333,5.4676,7.41906666667,8.82826666667,6.9034
405.75,7.51226666667,18.6367333333,8.13926666667,18.3570833333,5.79405,5.47446666667,7.42953333333,8.838,6.9054
406.11,7.6044,18.7594,8.236,18.48175,5.88506666667,5.5622,7.52653333334,8.92862222223,7.00293333333
406.47,7.6563,18.8213333333,8.28813333333,18.5474166667,5.90771666667,5.60446666667,7.57039999999,8.97948888888,7.02466666667
406.83,7.72233333333,18.9135333333,8.36853333333,18.6690416666,5.96598333333,5.62293333333,7.62706666666,9.05002222222,7.08933333333
407.19,7.68746666667,18.9192,8.31636666667,18.6374166667,5.90005,5.5622,7.57226666667,8.98973333334,7.0328
407.55,7.71856666667,19.0325333333,8.36063333333,18.7111666667,5.92701666666,5.6032,7.61406666667,9.01439999999,7.05646666667
