wavelength,Back_SpoHycf,Belly_SpoHycf,Breast_SpoHycf,Crissum_SpoHycf,Crown_SpoHycf,DorTail_SpoHycf,Patch10_SpoHycf,Rump_SpoHycf,Throat_SpoHycf,WingTip_SpoHycf
547.58,15.3505277778,31.1783333334,24.9086666666,25.349,13.3141666666,11.759,17.2013333334,13.3963333334,34.71325,11.3695
547.92,15.3996666666,31.3065,25.0200833334,25.4226666666,13.351,11.8465,17.239,13.4576666667,34.82025,11.3915
548.27,15.4321111112,31.3921666667,25.0949166667,25.5025,13.4103333333,11.877,17.2948333333,13.5176666667,34.9458333333,11.438
548.61,15.4446111111,31.4801666666,25.1294166667,25.5011666667,13.3948333334,11.8863333333,17.2631666667,13.4863333333,35.0161666667,11.3401666666
548.95,15.4900277778,31.6055,25.2224166666,25.5696666667,13.4236666667,11.9326666667,17.3123333334,13.5245,35.1801666666,11.3975
549.29,15.5120555555,31.6573333334,25.343,25.6598333333,13.5013333334,12.0058333333,17.4028333334,13.6361666667,35.2725,11.4201666667
549.64,15.539,31.8246666666,25.4655833334,25.7738333333,13.5413333333,12.0128333333,17.4365,13.6925,35.3905,11.4533333333
549.98,15.5514444445,31.9048333333,25.512,25.8711666666,13.5538333333,12.0061666666,17.4935,13.7146666667,35.4791666667,11.4631666667
550.32,15.5866944444,31.9965,25.5926666667,25.9981666667,13.5811666667,12.0255,17.5383333333,13.7696666667,35.5303333334,11.488
550.66,15.6353333334,32.0668333333,25.7325,26.1305,13.6421666667,12.0978333333,17.586,13.7951666667,35.55875,11.5111666667
551.01,15.6698055555,32.2138333333,25.8673333334,26.2248333333,13.743,12.1643333333,17.6955,13.864,35.6964166667,11.6335
551.35,15.7115555555,32.3396666667,25.9556666666,26.283,13.7721666667,12.2388333333,17.6698333333,13.8548333334,35.7,11.6688333334
551.69,15.7399722222,32.4548333333,26.0239166666,26.4073333334,13.8328333333,12.2966666667,17.7293333333,13.9163333333,35.7518333333,11.7091666666
552.03,15.7693888889,32.4953333334,26.0499166666,26.4566666667,13.872,12.3388333333,17.7616666667,13.9226666666,35.7544166667,11.7138333333
552.38,15.8190555555,32.6063333333,26.1740833333,26.6233333334,13.9306666667,12.3298333333,17.844,14.0308333333,35.86875,11.7628333334
552.72,15.8531944445,32.6683333333,26.2183333334,26.7203333333,13.9575,12.382,17.8831666666,14.062,35.8565833334,11.7451666667
553.06,15.8417777777,32.7261666667,26.2225,26.7096666667,13.945,12.311,17.8363333333,14.012,35.91575,11.7046666667
553.40,15.8328888889,32.6813333333,26.20775,26.6778333333,13.9026666666,12.3086666667,17.8363333334,13.9815,35.91925,11.6336666667
553.74,15.8409444445,32.779,26.2290833333,26.718,13.918,12.3156666666,17.8381666667,14.0363333333,35.8995,11.6406666667
554.09,15.8896944445,32.8435,26.2973333334,26.7705,13.9263333333,12.4121666667,17.8508333333,14.0268333333,35.9426666666,11.6861666666
554.43,15.8631388889,32.883,26.2635,26.7356666667,13.905,12.3718333333,17.824,14.0618333334,35.9828333334,11.6775
554.77,15.9085,32.961,26.3121666667,26.8126666667,13.8858333333,12.3745,17.7838333333,14.0766666667,35.9765,11.6863333333
555.11,15.9309166667,33.0463333333,26.3520833333,26.8788333334,13.918,12.3685,17.8443333334,14.1211666666,36.15125,11.6576666666
555.45,15.9981111111,33.0945,26.4239166667,26.9258333333,13.9533333333,12.3673333333,17.8871666666,14.1585,36.23475,11.6513333333
555.80,16.02925,33.2195,26.4698333333,26.9961666666,13.9551666667,12.3336666667,17.9035,14.1945,36.35025,11.6728333333
556.14,16.0919166667,33.3421666667,26.5000833333,27.0453333333,13.9563333333,12.409,17.9238333334,14.176,36.43,11.7026666666
556.48,16.14525,33.386,26.5751666666,27.0838333333,14.019,12.4426666667,18.0226666667,14.2588333334,36.4471666666,11.7671666666
556.82,16.2027777778,33.433,26.62775,27.1981666666,14.0413333333,12.5181666666,18.127,14.3175,36.5004166666,11.8025
557.16,16.2723333334,33.5908333333,26.7021666667,27.3103333334,14.1196666667,12.6,18.1726666666,14.3841666666,36.551,11.87
557.50,16.2647777778,33.5856666667,26.739,27.3286666667,14.101,12.581,18.1186666667,14.3121666667,36.5845833333,11.7963333333
557.85,16.2797777778,33.6468333334,26.7526666667,27.3646666667,14.1156666667,12.5496666667,18.1053333333,14.3026666667,36.60075,11.8028333333
558.19,16.3020277778,33.6775,26.7995833334,27.4251666667,14.0618333333,12.5038333333,18.0763333334,14.2643333333,36.65025,11.6685
558.53,16.2912222222,33.7073333333,26.84325,27.4913333333,14.0603333334,12.4598333333,18.0903333334,14.2513333333,36.7403333334,11.6703333334
558.87,16.3052222223,33.7191666666,26.8873333333,27.6011666667,14.046,12.4601666667,18.0815,14.235,36.7935833333,11.685
559.21,16.32425,33.7955,26.9345833333,27.5938333333,14.0318333334,12.4273333333,18.072,14.2351666666,36.9010833334,11.6601666666
559.55,16.3457222222,33.8735,27.006,27.6466666666,14.0276666667,12.4216666667,18.1063333334,14.2443333333,36.96225,11.6475
559.89,16.2895833334,33.8516666667,27.0285833333,27.6701666667,14.0315,12.4383333334,18.1528333333,14.2875,36.9476666667,11.6131666666
560.23,16.2916944445,33.9081666667,27.05675,27.7645,14.0435,12.4011666666,18.1553333334,14.2443333333,37.1175833333,11.6005
560.58,16.2825,33.9938333333,27.1093333334,27.8143333333,14.0321666667,12.3993333334,18.121,14.2636666667,37.0815,11.6273333334
560.92,16.2616666667,33.9823333333,27.2241666666,27.8545,14.018,12.3778333334,18.1301666666,14.2616666667,37.14525,11.6665
561.26,16.3311111111,34.0671666667,27.3051666666,27.9545,14.091,12.4843333333,18.2165,14.348,37.2595,11.8013333333
561.60,16.3564444444,34.129,27.4053333334,28.0318333333,14.186,12.5456666666,18.3113333333,14.4253333334,37.40975,11.8218333333
561.94,16.3318611111,34.1965,27.44525,28.0843333333,14.2353333333,12.5705,18.369,14.4298333334,37.47975,11.8728333334
562.28,16.3750277777,34.288,27.5231666666,28.1323333333,14.2585,12.5733333333,18.4101666666,14.4878333334,37.5181666667,11.8681666666
562.62,16.3645555555,34.3193333334,27.539,28.1383333333,14.3121666667,12.5903333333,18.429,14.4756666666,37.421,11.8673333334
562.96,16.3675833333,34.3816666667,27.6143333334,28.2446666666,14.3223333333,12.627,18.4156666667,14.4241666666,37.4220833334,11.9151666667
563.30,16.4415555555,34.488,27.6549166667,28.3818333334,14.4036666667,12.6915,18.5091666666,14.527,37.5183333334,11.9523333334
563.64,16.5483055556,34.5826666666,27.7238333334,28.4823333333,14.4481666666,12.7118333334,18.5186666666,14.5908333333,37.5405,12.0148333334
563.99,16.4948055556,34.6188333333,27.6915833333,28.4428333334,14.3888333334,12.6606666667,18.4331666666,14.5433333333,37.47875,11.9781666667
564.33,16.5425277778,34.6691666667,27.7060833334,28.4726666666,14.428,12.7048333333,18.4478333334,14.5451666667,37.5761666666,12.038
564.67,16.622,34.7663333333,27.6814166667,28.5288333334,14.5061666666,12.7396666666,18.5468333334,14.6118333333,37.5865833334,12.0356666666
565.01,16.6068888889,34.8108333334,27.69425,28.5248333333,14.5135,12.703,18.57,14.624,37.5044166667,12.0738333334
565.35,16.5393888888,34.7878333334,27.5833333333,28.4841666667,14.4075,12.6228333334,18.4645,14.5853333334,37.4100833334,11.9798333334
565.69,16.5696111111,34.8126666667,27.5783333333,28.508,14.3985,12.6335,18.4231666667,14.6041666666,37.3751666667,12.0015
566.03,16.5474166667,34.7743333334,27.5685,28.5206666667,14.386,12.6876666666,18.3935,14.5868333334,37.3525833333,12.003
566.37,16.5589722222,34.8063333333,27.5893333333,28.536,14.3858333333,12.6705,18.4466666666,14.6011666666,37.45675,11.9428333334
566.71,16.5265555556,34.8133333334,27.5323333333,28.497,14.3696666667,12.6313333333,18.4615,14.6223333333,37.4691666666,11.9285
567.05,16.4835555555,34.7883333333,27.52525,28.4001666667,14.3205,12.557,18.3668333334,14.5478333333,37.3948333334,11.8965
567.39,16.4525,34.8315,27.5433333333,28.4505,14.3223333333,12.5261666666,18.358,14.5058333334,37.4629166667,11.8625
567.73,16.55125,34.8785,27.6211666666,28.4873333334,14.3528333334,12.5758333333,18.3853333334,14.555,37.4955,11.9021666667
568.07,16.5749722222,34.9541666666,27.6895,28.5351666667,14.364,12.5791666666,18.3948333334,14.5823333334,37.5238333333,11.8583333334
568.41,16.576,35.0145,27.7566666666,28.5628333333,14.3413333334,12.5808333334,18.3341666666,14.5683333334,37.5558333333,11.8726666666
568.75,16.6384722223,35.1741666667,27.8254166666,28.6825,14.3795,12.6635,18.344,14.586,37.6601666666,11.8905
569.09,16.7148333334,35.3186666667,27.96875,28.812,14.4593333333,12.7186666667,18.4186666667,14.6061666667,37.754,12.009
569.43,16.7631111111,35.3631666667,28.08575,28.8786666667,14.5306666667,12.7905,18.4625,14.636,37.8508333333,12.0596666666
569.77,16.8111111111,35.4645,28.17975,28.9751666667,14.5843333333,12.8461666666,18.5333333334,14.7033333333,37.93125,12.0725
570.11,16.8445277778,35.5525,28.2666666667,29.0916666666,14.5926666667,12.845,18.552,14.7773333334,37.91275,12.1696666667
570.45,16.8436111112,35.5723333334,28.2991666667,29.1608333333,14.603,12.8493333333,18.5476666667,14.8043333333,37.9275833334,12.1848333333
570.79,16.8871944444,35.6436666666,28.3711666666,29.301,14.6061666667,12.9088333333,18.5565,14.838,37.986,12.1973333334
571.13,16.9705,35.7218333333,28.4096666666,29.3058333334,14.6548333333,13.0,18.6388333334,14.9306666666,37.9913333333,12.2513333334
571.47,16.9599722223,35.7688333333,28.4289166667,29.4325,14.7161666667,13.0365,18.7163333334,14.9913333333,38.0665,12.2658333333
571.81,16.9949444444,35.8295,28.4828333334,29.5185,14.7565,13.067,18.7815,15.0413333333,38.1033333334,12.2761666666
572.15,17.1033055556,35.9423333333,28.5739166666,29.6716666666,14.8065,13.1331666667,18.8343333333,15.1218333334,38.2104166666,12.3128333333
572.49,17.0571111112,35.8583333334,28.5594166667,29.6771666666,14.805,13.0905,18.8411666667,15.0965,38.2394166667,12.2768333333
572.83,17.0814444444,35.8965,28.59675,29.7318333334,14.8303333333,13.107,18.8386666666,15.1171666667,38.2695,12.298
573.17,17.1321666667,35.9986666667,28.5941666667,29.8105,14.8373333333,13.1431666666,18.8733333334,15.1496666667,38.3045,12.3706666666
573.51,17.1543611111,36.0726666667,28.6081666666,29.8475,14.8431666667,13.1348333333,18.8683333334,15.1136666667,38.2826666667,12.4011666666
573.85,17.2293888889,36.1753333333,28.6565,29.9051666666,14.893,13.2138333333,18.8763333334,15.1151666667,38.3915833333,12.4383333333
574.19,17.2683055556,36.2366666667,28.7434166666,29.9765,14.9443333333,13.2905,18.9405,15.1383333333,38.3923333333,12.4371666667
574.53,17.2770833333,36.2553333334,28.7494166666,29.9811666667,14.9828333333,13.3233333333,18.9391666666,15.1121666666,38.3921666666,12.4261666666
574.87,17.2186388889,36.2425,28.767,30.0358333333,14.9541666666,13.2711666667,18.8816666667,15.0621666667,38.4415833333,12.4363333333
575.21,17.2167222222,36.2748333334,28.76625,30.0231666667,14.9666666666,13.2803333333,18.8408333333,15.0328333334,38.42325,12.4313333334
575.55,17.2047222222,36.3166666667,28.75425,30.0376666667,14.9485,13.2525,18.7841666667,14.979,38.40575,12.4645
575.89,17.1214444444,36.2456666667,28.7005,29.9686666667,14.9186666667,13.1836666666,18.7506666667,14.9065,38.3608333334,12.4213333333
576.22,17.1798333334,36.3873333333,28.7355,30.0256666666,14.92,13.2098333333,18.7286666666,14.8916666666,38.386,12.4431666667
576.56,17.2229722222,36.4446666667,28.7790833334,30.053,14.893,13.2526666667,18.7951666667,14.9358333333,38.4256666667,12.4393333333
576.90,17.1982222222,36.4443333334,28.8503333334,30.0226666667,14.887,13.2123333333,18.8,14.941,38.4510833333,12.3861666667
577.24,17.2000555556,36.4816666666,28.8756666666,30.0523333333,14.9058333333,13.2468333334,18.7881666666,14.9661666667,38.5215833333,12.3211666667
577.58,17.2061111111,36.5171666666,28.8681666666,30.0605,14.8755,13.2376666667,18.7658333333,14.9606666667,38.5186666667,12.269
577.92,17.2086666667,36.5765,28.897,30.136,14.837,13.1951666667,18.6821666666,14.9388333334,38.6115,12.3361666666
578.26,17.2159444444,36.6466666667,28.9506666667,30.2133333333,14.8375,13.2066666667,18.6901666667,14.9808333334,38.6380833333,12.4361666666
578.60,17.2445,36.7278333333,28.9308333334,30.2075,14.8773333333,13.208,18.7643333333,15.0041666667,38.6351666666,12.4288333333
578.94,17.3321388889,36.9078333333,29.0513333334,30.3418333333,14.889,13.2526666667,18.789,15.0583333333,38.7915833334,12.5301666667
579.28,17.3396388889,36.8943333333,29.1216666667,30.378,14.8875,13.2728333334,18.7981666667,15.0931666666,38.79275,12.554
579.61,17.3611944444,36.9885,29.192,30.4773333333,14.8996666667,13.3163333334,18.8548333334,15.1368333334,38.8630833334,12.6318333333
579.95,17.3744444444,36.977,29.2215,30.5341666666,14.9108333334,13.324,18.8978333334,15.237,38.9038333334,12.625
580.29,17.3288888889,36.9508333334,29.2361666666,30.5058333333,14.9416666667,13.2396666667,18.8731666667,15.1801666667,38.8305,12.6146666666
580.63,17.3708888889,37.018,29.261,30.6141666667,14.9435,13.241,18.9083333334,15.1676666666,38.8625,12.6486666666
580.97,17.4501111111,37.0698333334,29.2845833333,30.7005,15.0235,13.2526666667,18.9855,15.2325,38.9694166667,12.7105
581.31,17.3772222222,37.0223333333,29.27,30.6943333333,15.0285,13.2165,18.9848333334,15.2236666667,38.942,12.6603333333
581.65,17.4300555555,37.0471666667,29.2985,30.7113333334,15.1075,13.2635,19.1001666667,15.3576666667,38.9619166666,12.6666666667
581.98,17.5357777778,37.1881666667,29.413,30.8345,15.1943333334,13.3155,19.2198333333,15.4035,39.0980833334,12.7023333334
582.32,17.6275277778,37.1908333333,29.544,30.9118333333,15.2015,13.394,19.1981666666,15.4375,39.1863333333,12.786
582.66,17.6193888889,37.1866666666,29.6193333333,30.9338333333,15.2045,13.4076666666,19.2261666667,15.467,39.1851666667,12.7413333333
583.00,17.66425,37.2495,29.6123333334,30.949,15.2723333333,13.463,19.3078333334,15.5376666667,39.2453333334,12.8056666667
583.34,17.6600277777,37.2405,29.5965833333,30.917,15.2523333334,13.4336666667,19.2733333333,15.539,39.2230833334,12.7496666667
583.68,17.7741944444,37.3951666667,29.6894166667,31.0038333333,15.3645,13.5486666666,19.4326666667,15.6206666666,39.3863333333,12.826
584.01,17.8301111111,37.5151666667,29.7841666667,31.1408333334,15.3336666667,13.5746666667,19.3943333333,15.6406666666,39.5618333334,12.7915
584.35,17.9080833333,37.6506666666,29.8676666666,31.2275,15.393,13.6485,19.384,15.686,39.67125,12.8416666666
584.69,17.796,37.6303333333,29.8224166666,31.2088333333,15.2721666666,13.5755,19.33,15.6455,39.56425,12.8478333333
585.03,17.8334444444,37.67,29.9169166666,31.3216666667,15.282,13.5631666666,19.3576666667,15.6613333334,39.687,12.8648333333
585.37,17.8985,37.7955,29.9685833333,31.4085,15.2918333333,13.6531666667,19.3403333333,15.6033333333,39.751,12.922
585.70,17.8672777778,37.77,29.97575,31.3975,15.242,13.6893333333,19.2826666666,15.5923333334,39.7160833333,12.9148333333
586.04,17.8261666667,37.8276666667,29.9303333333,31.4306666666,15.2158333333,13.6255,19.2145,15.5321666667,39.6410833333,12.887
586.38,17.8429166667,37.8618333333,29.9355,31.4473333334,15.226,13.5916666666,19.2086666667,15.5341666667,39.5735833334,12.9028333333
586.72,17.8651666667,37.9455,30.0359166666,31.561,15.2193333334,13.6026666667,19.2486666666,15.5566666667,39.6051666666,12.8191666667
587.06,17.8750555555,38.0593333333,30.09775,31.6743333333,15.2358333334,13.6951666667,19.2258333333,15.5081666667,39.6654166667,12.8675
587.39,17.817,38.0331666666,30.1174166667,31.6675,15.1515,13.639,19.0963333333,15.4655,39.5679166666,12.845
587.73,17.8060555555,38.0276666667,30.0605,31.6883333333,15.161,13.6743333334,19.1475,15.5026666667,39.5275,12.8456666667
588.07,17.7834444444,38.0595,30.1476666667,31.7166666666,15.1585,13.7168333333,19.2073333334,15.5465,39.4999166666,12.7876666667
588.41,17.8428611111,38.1393333333,30.26725,31.747,15.1893333333,13.7036666666,19.2746666666,15.6148333334,39.5869166666,12.7788333334
588.74,17.8914444444,38.2281666666,30.2863333334,31.7731666666,15.2986666666,13.8025,19.3076666667,15.6586666666,39.6209166667,12.8706666666
589.08,17.8985833334,38.1658333334,30.2445,31.7641666666,15.3561666667,13.7781666667,19.3751666666,15.7063333333,39.561,12.8866666667
589.42,17.9301111111,38.2488333333,30.3105833334,31.8733333334,15.4478333333,13.7946666666,19.4848333334,15.7991666666,39.7016666666,12.9528333334
589.76,18.0935555555,38.4133333333,30.5430833333,32.038,15.556,13.901,19.6318333334,15.9291666667,39.9406666667,13.0118333334
590.09,18.1115,38.4706666667,30.5839166666,32.1546666667,15.6278333333,13.9405,19.7273333333,15.9535,40.0206666667,13.0765
590.43,18.1497222222,38.543,30.6360833334,32.1595,15.644,13.953,19.6768333334,15.8936666666,40.1448333334,13.1335
590.77,18.1627222222,38.6518333333,30.6806666666,32.2068333334,15.7045,13.9276666667,19.7406666667,15.9841666667,40.2205,13.1066666666
591.11,18.1634722223,38.6868333333,30.6868333334,32.194,15.7288333333,13.862,19.831,16.0298333333,40.2959166667,13.0631666667
591.44,18.1460833333,38.7848333333,30.744,32.2031666666,15.8026666667,13.8781666666,19.805,16.0491666667,40.3569166667,13.0431666667
591.78,18.1334166666,38.792,30.7130833333,32.2485,15.828,13.809,19.8236666666,16.042,40.4371666667,13.0196666667
592.12,18.1568055556,38.8916666666,30.7518333333,32.2926666666,15.847,13.8298333333,19.8508333333,15.9973333333,40.5508333333,13.0356666667
592.46,18.2157777778,39.0323333334,30.85825,32.444,15.8393333334,13.8836666667,19.9291666666,16.0846666667,40.5945833334,13.1486666667
592.79,18.2565,39.164,30.9661666666,32.5013333334,15.835,13.9,19.9386666667,16.1175,40.7158333334,13.099
593.13,18.2756944445,39.2185,30.955,32.5131666667,15.7871666667,13.8443333334,19.891,16.0931666666,40.6888333334,13.0698333334
593.47,18.1569444445,39.2466666667,30.9040833334,32.4871666666,15.7365,13.8093333334,19.8473333334,16.0533333333,40.6513333333,13.0425
593.80,18.2025833333,39.366,30.9848333334,32.5265,15.7536666667,13.8823333334,19.8626666667,16.1036666667,40.76125,13.068
594.14,18.2093611111,39.4355,30.9425,32.5675,15.7306666667,13.8765,19.8718333334,16.1285,40.6981666666,13.0333333334
594.48,18.2121111112,39.3498333333,30.9243333333,32.5371666667,15.7001666667,13.9218333333,19.8423333333,16.0591666667,40.65925,13.061
594.81,18.2543888889,39.5023333334,31.0398333333,32.7158333333,15.7261666666,14.0136666666,19.8388333333,16.0466666666,40.7010833333,13.1351666667
595.15,18.3659722223,39.5551666666,31.0829166667,32.8413333333,15.763,14.0625,19.9645,16.1311666666,40.7714166666,13.2171666666
595.49,18.3790555555,39.6536666666,31.1401666666,32.9471666666,15.8135,14.1435,20.013,16.2186666666,40.8173333333,13.3161666667
595.82,18.4083611111,39.6528333334,31.18975,33.041,15.8636666667,14.1951666667,20.0145,16.2043333334,40.8168333333,13.3298333334
596.16,18.3801944444,39.6866666667,31.2076666666,33.0226666666,15.8356666666,14.1771666666,19.9825,16.1455,40.82575,13.244
596.50,18.2968888889,39.6706666666,31.16575,33.0726666667,15.7945,14.1728333333,19.9425,16.0831666667,40.7681666667,13.233
596.83,18.2661388889,39.7035,31.2081666667,33.0783333334,15.7646666667,14.1498333333,19.9291666666,16.0708333333,40.8111666666,13.1771666666
597.17,18.2486944444,39.697,31.14275,33.1061666666,15.7523333333,14.1013333333,19.9286666666,16.0596666666,40.8221666666,13.1853333334
597.51,18.2242222222,39.6441666667,31.1165,33.094,15.6926666667,14.0391666667,19.8556666667,16.0028333334,40.7786666666,13.1071666667
597.84,18.2525555555,39.7368333333,31.2399166666,33.2135,15.7401666666,14.0523333333,19.9041666666,16.0758333333,40.8855833333,13.1871666667
598.18,18.3714722222,39.9608333333,31.4080833333,33.3843333333,15.8346666667,14.1205,20.0005,16.1921666666,41.0039166666,13.2216666667
598.52,18.3751388889,39.9291666667,31.419,33.3956666667,15.8625,14.1225,20.041,16.2531666667,41.0215833333,13.2888333334
598.85,18.3295,39.9806666666,31.42525,33.4083333334,15.8868333334,14.1016666667,20.093,16.2695,41.0364166666,13.328
599.19,18.3937777778,39.957,31.4319166666,33.432,15.9241666666,14.1281666666,20.0686666666,16.2561666666,41.02125,13.3041666666
599.53,18.3803055555,40.0268333333,31.4208333334,33.5195,15.9153333334,14.1568333333,20.0728333334,16.346,41.0338333334,13.3236666667
599.86,18.4420833333,40.0823333333,31.4958333333,33.593,15.961,14.1656666667,20.133,16.4236666667,41.12675,13.395
600.20,18.62225,40.2713333334,31.6409166666,33.7188333333,16.149,14.1955,20.3001666667,16.625,41.2930833333,13.4403333334
600.53,18.765,40.2863333334,31.6675833334,33.8681666667,16.1956666667,14.368,20.3583333334,16.7345,41.3625833334,13.5556666666
600.87,18.8151944445,40.3555,31.7318333334,33.9635,16.218,14.3846666667,20.3446666666,16.7593333333,41.37175,13.5195
601.21,18.8667777778,40.4885,31.7616666667,34.022,16.2796666667,14.4501666667,20.4103333333,16.796,41.3905833334,13.5208333334
601.54,18.8499166666,40.5058333333,31.758,34.0391666667,16.3208333333,14.4813333333,20.4368333334,16.7976666667,41.4205833333,13.446
601.88,18.8165277778,40.4968333333,31.7533333333,34.1148333333,16.34,14.4236666666,20.541,16.8121666667,41.3950833334,13.5613333333
602.21,18.8180277778,40.5256666666,31.7475833334,34.0513333333,16.3111666666,14.3716666667,20.4845,16.7148333334,41.44425,13.343
602.55,18.8301666667,40.616,31.8336666666,34.0573333334,16.2818333333,14.3728333333,20.4036666667,16.6316666666,41.4479166667,13.3083333333
602.88,18.7828055555,40.6506666666,31.7779166667,33.9835,16.1921666666,14.2885,20.3643333334,16.5611666667,41.4096666666,13.1908333333
603.22,18.8365277777,40.7476666667,31.78025,34.0143333333,16.1953333333,14.2118333333,20.382,16.5175,41.4541666666,13.1158333334
603.56,18.7797777778,40.7061666666,31.78175,33.9835,16.1338333333,14.1763333333,20.286,16.463,41.3745,13.022
603.89,18.7206944445,40.6431666667,31.72225,33.9845,16.0386666667,14.092,20.2206666667,16.3726666667,41.3495,12.9951666667
604.23,18.6159722222,40.6728333333,31.75325,33.9863333334,15.9993333333,13.9606666667,20.1911666667,16.292,41.35775,12.9306666666
604.56,18.6308055555,40.7533333333,31.8256666667,33.9945,16.06,14.0208333333,20.221,16.2731666667,41.4041666666,12.981
604.90,18.6681666667,40.8145,31.8433333334,34.0506666667,16.0781666666,14.0333333333,20.2518333333,16.333,41.4608333333,13.0653333334
605.23,18.6912222222,40.8593333333,31.8480833333,34.067,16.016,14.0036666667,20.2005,16.2651666666,41.44625,13.0253333333
605.57,18.64725,40.8096666667,31.8118333334,33.9943333333,15.936,13.9383333333,20.0505,16.1843333334,41.40925,12.9165
605.90,18.7094722222,40.9741666666,31.9520833334,34.2206666667,15.9526666666,14.0826666666,20.0916666666,16.2691666667,41.4608333334,13.083
606.24,18.7538611111,40.9705,31.9435,34.3005,15.9553333333,14.1483333333,20.125,16.3325,41.5110833334,13.1826666667
606.58,18.7313055556,40.965,32.011,34.338,15.9981666667,14.1145,20.1708333334,16.3635,41.545,13.219
606.91,18.7145833333,40.9496666667,32.0855,34.3861666667,15.9608333333,14.2225,20.1441666667,16.3871666667,41.5985,13.299
607.25,18.7676111111,40.9483333333,32.1075,34.4491666667,16.023,14.2568333334,20.2223333334,16.4583333334,41.65625,13.36
607.58,18.7739722222,40.953,32.1471666667,34.4213333333,16.015,14.308,20.1748333334,16.421,41.6584166666,13.3095
607.92,18.7876388889,40.9646666667,32.09225,34.3708333333,16.062,14.3238333334,20.1876666666,16.4403333333,41.572,13.2825
608.25,18.7250833333,40.8573333333,32.0001666667,34.3495,16.0153333334,14.271,20.1276666667,16.4146666666,41.4674166666,13.2541666667
608.59,18.5685833333,40.6876666667,31.913,34.2828333333,15.934,14.1605,20.048,16.2801666667,41.3048333334,13.2006666667
608.92,18.5228055556,40.5781666667,31.7910833334,34.2435,15.9391666666,14.1156666667,20.0126666666,16.2898333333,41.1890833333,13.2746666667
609.26,18.52025,40.5486666667,31.7715833334,34.2675,16.0205,14.1995,20.0526666666,16.3425,41.1768333333,13.3343333333
609.59,18.4197777778,40.4098333333,31.6110833334,34.1273333334,15.99,14.0428333333,19.9873333334,16.264,41.0795833334,13.3423333334
609.93,18.3686944444,40.4151666666,31.5736666666,34.1075,16.0431666667,14.0078333333,19.977,16.2691666667,41.0748333333,13.2811666666
610.26,18.36075,40.3875,31.5,34.1065,16.0231666667,13.9695,19.8811666666,16.19,41.063,13.3665
610.60,18.382,40.3611666666,31.4538333333,34.0396666666,16.0956666667,13.9048333334,19.8988333334,16.1925,40.9098333334,13.4173333334
610.93,18.351,40.4091666666,31.3949166667,34.0111666666,16.1061666667,13.9028333333,19.875,16.1631666667,40.91575,13.469
611.27,18.3606944444,40.4743333334,31.3586666666,34.0551666667,16.1266666667,13.9515,19.8573333333,16.191,40.9224166667,13.5736666667
611.60,18.2799166666,40.4156666666,31.33775,34.0096666667,16.0758333333,13.8711666666,19.8233333333,16.1381666667,40.9075,13.5833333333
611.93,18.3744722222,40.5215,31.407,33.9983333334,16.133,13.913,19.9176666666,16.2238333333,41.0005,13.6165
612.27,18.5345,40.619,31.5268333333,34.0738333334,16.1851666667,13.9466666666,19.914,16.3025,41.1545,13.624
612.60,18.6128333334,40.7563333333,31.664,34.1391666666,16.239,14.0083333333,20.0235,16.369,41.316,13.641
612.94,18.6030555556,40.825,31.6485833334,34.0906666667,16.09,13.9495,19.9038333334,16.2748333333,41.3785,13.5343333334
613.27,18.7020555556,40.8588333333,31.7055,34.1201666667,16.1025,14.0075,19.9251666667,16.2971666667,41.4155833333,13.4068333334
613.61,18.8977222222,41.0053333333,31.9655833333,34.3298333333,16.2375,14.1438333333,20.0813333333,16.4398333333,41.4908333333,13.5921666666
613.94,18.9985277778,41.1901666667,32.1336666667,34.4553333333,16.3101666667,14.3201666666,20.1918333334,16.5905,41.6894166667,13.6033333334
614.28,19.0309444445,41.2513333334,32.2554166666,34.4881666667,16.3405,14.3153333334,20.2501666666,16.658,41.7515,13.6466666666
614.61,19.0365277778,41.3105,32.3144166666,34.5793333334,16.3826666667,14.3698333334,20.3221666666,16.6726666667,41.7435833334,13.6061666667
614.94,19.1424166666,41.3806666667,32.42125,34.6655,16.474,14.3813333333,20.4725,16.788,41.8860833334,13.6318333333
615.28,19.3560555556,41.7225,32.6645,34.9818333333,16.7065,14.6275,20.69,17.0356666667,42.13625,13.8176666667
615.61,19.3665833334,41.7958333334,32.763,35.1513333333,16.7205,14.6691666666,20.6371666666,16.9773333333,42.201,13.7878333334
615.95,19.2469722222,41.8353333333,32.7019166666,35.1826666666,16.6758333333,14.6876666666,20.6523333334,16.9736666667,42.1536666666,13.7136666666
616.28,19.2101666667,41.8313333334,32.7605833333,35.1443333333,16.6635,14.7163333334,20.5625,16.908,42.09975,13.7345
616.61,19.3102777778,41.9336666666,32.8331666667,35.358,16.8523333333,14.727,20.7286666666,17.0333333334,42.19575,13.8375
616.95,19.3844722222,42.0853333334,33.0566666667,35.576,16.9565,14.8068333333,20.8496666667,17.1595,42.3981666666,13.9838333333
617.28,19.2421944444,41.9956666667,32.8699166666,35.4366666667,16.809,14.6965,20.6981666666,17.0505,42.28875,13.8111666666
617.62,19.2768611112,42.089,32.9235,35.6013333333,16.7941666667,14.681,20.758,17.056,42.24725,13.8485
617.95,19.3024722222,42.217,32.96525,35.7656666667,16.882,14.851,20.7533333333,17.1083333334,42.4319166666,13.7815
