wavelength,Back_SpoHycf,Belly_SpoHycf,Breast_SpoHycf,Crissum_SpoHycf,Crown_SpoHycf,DorTail_SpoHycf,Patch10_SpoHycf,Rump_SpoHycf,Throat_SpoHycf,WingTip_SpoHycf
367.84,6.24413888889,8.55,8.18308333333,6.81316666667,6.07683333333,6.98033333334,9.07133333335,6.66866666667,12.5434166666,7.92666666665
368.20,6.27533333334,8.55283333334,8.22433333334,6.89,6.12283333334,6.98933333333,9.0765,6.53916666667,12.5386666667,7.845
368.56,6.21783333333,8.47666666667,8.10633333333,6.77916666667,6.10916666667,6.96066666667,9.03583333335,6.4555,12.6425833334,7.5455
368.93,6.01258333333,8.221,7.86516666666,6.67,5.99,6.80383333333,8.78983333335,6.263,12.39975,7.27633333333
369.29,6.15733333333,8.45383333333,7.94625,6.79516666667,6.044,6.93716666667,8.80516666665,6.34166666666,12.44525,7.405
369.65,6.07155555555,8.3305,7.824,6.70716666666,5.939,6.831,8.6595,6.3355,12.2270833334,7.3315
370.01,6.07113888889,8.39716666667,7.91566666667,6.69083333333,6.01983333333,6.9105,8.73433333333,6.41783333333,12.2215,7.41433333333
370.38,6.08591666666,8.32333333333,7.86,6.65683333333,5.9725,6.81983333333,8.84566666667,6.3145,12.2663333333,7.2615
370.74,6.13847222222,8.411,7.85033333333,6.69816666666,6.1145,6.96566666667,8.90183333335,6.28933333333,12.3085,7.33966666666
371.10,6.18927777778,8.42366666667,7.99541666666,6.78983333334,6.11183333333,6.84916666667,8.97533333335,6.276,12.4065,7.51383333334
371.46,6.29508333334,8.45066666667,8.02416666666,6.88033333333,6.21916666667,6.923,9.05816666665,6.34433333333,12.43075,7.55216666667
371.83,6.36963888889,8.51116666667,8.07758333333,6.97633333333,6.37766666667,7.02366666667,9.2395,6.48316666666,12.4716666667,7.75166666665
372.19,6.32686111111,8.4105,7.96816666666,6.804,6.2595,6.91116666667,9.04916666665,6.34066666666,12.40775,7.70683333335
372.55,6.16275,8.20566666667,7.83766666667,6.60783333333,5.965,6.704,8.6585,6.082,12.193,7.51883333334
372.92,6.44375,8.50166666667,8.12375,6.80383333333,6.28366666667,7.01616666667,9.02983333335,6.38466666666,12.579,7.7535
373.28,6.41938888889,8.37983333334,8.059,6.71966666666,6.302,6.908,9.024,6.38716666667,12.5950833334,7.74816666665
373.64,6.56058333333,8.5315,8.14416666667,6.90216666666,6.50883333333,7.07483333333,9.26516666665,6.52166666667,12.882,7.8315
374.00,6.53838888889,8.52333333333,7.98258333334,6.9585,6.47033333334,6.9945,9.292,6.53716666666,12.8649166667,7.565
374.37,6.59997222222,8.47166666666,8.063,6.991,6.51966666667,7.07566666667,9.22766666665,6.54533333333,12.9420833334,7.57016666667
374.73,6.63280555556,8.45283333334,8.18958333333,6.91616666667,6.55783333333,6.94183333333,9.3,6.64933333333,12.963,7.542
375.09,6.80672222222,8.66933333334,8.27316666666,7.05616666667,6.74233333334,7.19416666667,9.31933333335,6.7775,13.0393333334,7.52316666665
375.45,6.97436111111,8.84983333333,8.51508333333,7.13116666666,6.87266666667,7.28816666667,9.54566666665,6.9365,13.201,7.65966666665
375.81,6.93258333333,8.79866666666,8.53083333333,6.99533333334,6.75666666666,7.2075,9.41066666665,6.85566666667,13.1630833333,7.54016666666
376.18,6.97383333333,8.93166666667,8.53016666667,7.09266666667,6.82383333334,7.31233333334,9.52866666665,6.97716666667,13.1605,7.48266666667
376.54,7.16205555555,9.162,8.64433333334,7.32666666666,7.06783333333,7.46766666667,9.82516666665,7.22733333333,13.3441666667,7.634
376.90,7.09680555556,9.15183333333,8.54658333334,7.26066666666,6.91316666667,7.21066666667,9.70116666665,7.0995,13.3314166667,7.4965
377.26,7.02838888889,9.05766666666,8.4505,7.26316666666,6.841,7.1515,9.613,7.00633333334,13.2236666667,7.32083333333
377.63,7.04938888889,9.08266666667,8.45333333333,7.3505,6.81566666666,7.12366666667,9.58066666665,7.00066666667,13.2315833333,7.39233333333
377.99,7.25613888889,9.28466666667,8.61783333333,7.39916666667,6.92383333334,7.2945,9.62733333335,7.01783333333,13.343,7.59516666666
378.35,7.13077777778,9.321,8.46758333333,7.29433333334,6.83633333333,7.25333333333,9.54833333335,6.91783333333,13.1611666667,7.619
378.71,7.22761111111,9.41816666666,8.47058333334,7.36116666666,6.88883333333,7.412,9.59933333335,6.99733333333,13.2465833333,7.65666666667
379.07,7.13988888889,9.45083333333,8.40416666667,7.27516666666,6.85233333334,7.34933333334,9.68983333335,6.96433333334,13.2998333334,7.62666666666
379.44,7.00433333333,9.4855,8.36191666666,7.24033333334,6.7925,7.3925,9.5385,6.88766666666,13.2335,7.58466666667
379.80,7.04986111111,9.64616666665,8.3805,7.33966666666,6.823,7.42166666667,9.57466666665,6.93216666667,13.37375,7.56433333334
380.16,7.09091666666,9.7295,8.50066666666,7.4015,6.908,7.39733333334,9.66466666665,7.03766666667,13.4741666666,7.705
380.52,7.13897222222,9.78500000001,8.60833333334,7.46666666667,6.95033333334,7.44,9.71,7.0795,13.5530833333,7.75833333333
380.88,7.15088888889,9.79616666665,8.61883333334,7.483,6.914,7.54333333333,9.684,7.07816666667,13.4244166666,7.71566666667
381.24,7.17736111112,9.91783333332,8.66066666666,7.5165,6.99016666667,7.48983333333,9.765,7.15133333333,13.47,7.8265
381.61,7.1705,9.87966666669,8.687,7.4965,7.00716666667,7.61866666667,9.75116666665,7.14766666666,13.4218333333,7.77783333335
381.97,7.03797222222,9.76033333335,8.60841666667,7.53283333333,6.96233333333,7.57066666666,9.76633333335,7.15916666667,13.3499166666,7.72333333334
382.33,7.13491666667,9.814,8.67316666667,7.63166666666,7.0645,7.61583333333,9.81,7.27883333334,13.48125,7.72483333333
382.69,7.10855555556,9.84600000001,8.73241666666,7.75616666666,7.10283333333,7.61533333334,9.87933333335,7.28283333334,13.5418333333,7.76816666666
383.05,7.075,9.70316666665,8.79066666667,7.747,7.02516666667,7.56616666667,9.74183333335,7.19466666667,13.5391666667,7.6085
383.41,7.04191666667,9.57450000002,8.64233333333,7.632,6.85066666667,7.36966666667,9.59583333335,7.05816666667,13.5386666667,7.47033333334
383.77,7.05283333333,9.54533333335,8.61166666667,7.5405,6.85783333333,7.40133333333,9.638,7.0515,13.5885,7.5365
384.14,7.01722222222,9.4215,8.46291666667,7.5155,6.75216666666,7.297,9.47333333335,6.889,13.57225,7.35416666666
384.50,7.02511111112,9.479,8.492,7.6105,6.8155,7.3625,9.52116666665,6.91366666666,13.5870833333,7.45366666666
384.86,7.08894444444,9.58766666666,8.57716666667,7.7395,7.00583333333,7.45033333334,9.6785,7.06283333333,13.8199166667,7.63966666667
385.22,7.172,9.73866666667,8.65266666667,7.837,7.06166666666,7.64366666667,9.74616666665,7.13733333334,13.982,7.64716666667
385.58,7.11263888889,9.78949999999,8.60783333333,7.85016666667,7.00933333333,7.57583333333,9.67666666665,7.10483333333,14.016,7.58433333333
385.94,7.10722222222,9.86850000002,8.68591666666,7.9005,7.0185,7.57216666666,9.6915,7.14733333334,14.0916666666,7.653
386.30,7.18636111111,9.96566666667,8.8755,7.99583333333,7.0885,7.62866666666,9.74983333335,7.20566666666,14.1540833334,7.75266666665
386.66,7.11625,9.98116666665,8.78025,7.9185,6.99483333333,7.59566666667,9.66316666665,7.1335,14.03575,7.67683333333
387.03,7.17169444445,10.1225,8.85641666665,8.11016666667,7.14183333334,7.73466666667,9.80766666665,7.34066666666,14.1358333333,7.915
387.39,7.19344444445,10.269,8.97725,8.19966666666,7.2475,7.77766666667,9.93133333335,7.44683333334,14.1825,8.01216666665
387.75,7.24625,10.3336666667,8.99425,8.31166666666,7.303,7.80166666667,9.992,7.473,14.2235833333,8.02483333335
388.11,7.26125,10.3831666666,8.99833333335,8.31,7.3135,7.85083333334,10.1076666666,7.5175,14.1731666667,8.04166666665
388.47,7.20297222223,10.3038333333,8.88725,8.14716666667,7.17466666667,7.75866666667,9.98666666665,7.40966666667,14.0924166666,7.98016666665
388.83,7.14625,10.2073333334,8.7945,8.1065,7.0335,7.66766666667,9.89033333335,7.31916666666,13.9899166667,7.83066666665
389.19,7.13758333333,10.1133333333,8.80891666665,8.12466666667,7.082,7.586,9.98083333335,7.35233333333,13.9933333333,7.8005
389.55,7.19202777778,10.1681666667,8.91341666665,8.163,7.10433333333,7.60366666667,9.9965,7.37583333333,14.0168333334,7.82966666667
389.91,7.19125,10.0906666666,8.86883333335,8.0595,7.06916666667,7.547,9.901,7.2365,13.9629166666,7.66783333334
390.27,7.17805555555,10.077,8.83275,8.098,7.09933333333,7.48633333334,9.98416666665,7.28966666667,14.0135833334,7.58866666666
390.63,7.23844444444,10.0538333333,8.85183333335,8.11466666667,7.0995,7.44083333333,9.98883333335,7.2835,14.0418333333,7.5475
391.00,7.2035,10.0195,8.76675,7.93966666666,6.97266666667,7.33,9.9085,7.1475,13.9770833334,7.441
391.36,7.27355555555,10.101,8.77616666667,8.04,7.03716666667,7.432,9.95666666665,7.19916666667,14.0403333334,7.465
391.72,7.1645,10.0476666666,8.75866666665,7.93516666667,6.94883333334,7.40433333333,9.9075,7.16316666667,13.9363333333,7.38833333333
392.08,7.21166666666,10.1375,8.86541666665,8.0075,7.00283333333,7.44433333334,9.89633333335,7.177,14.0956666667,7.4825
392.44,7.28108333334,10.2801666667,8.99283333335,8.19183333333,7.129,7.491,10.0243333334,7.29433333334,14.24225,7.52566666666
392.80,7.29283333333,10.3546666667,9.02458333335,8.23183333334,7.13766666666,7.54383333333,10.0276666666,7.2965,14.2848333334,7.57916666667
393.16,7.27588888889,10.3755,9.028,8.206,7.07116666667,7.5765,9.95,7.25283333333,14.2875833333,7.605
393.52,7.27275,10.4105,9.07708333335,8.20483333333,7.12216666667,7.589,10.0606666667,7.2995,14.4291666666,7.63416666666
393.88,7.32027777778,10.5341666667,9.17633333335,8.2745,7.13516666667,7.65116666667,10.097,7.34916666666,14.5250833334,7.75283333333
394.24,7.24719444445,10.4741666666,9.10825,8.14516666667,7.014,7.5565,9.975,7.242,14.4690833333,7.70033333334
394.60,7.30458333333,10.5546666667,9.2405,8.23283333333,7.08733333333,7.63333333333,10.0638333334,7.307,14.6553333334,7.8145
394.96,7.34322222222,10.5905,9.27783333335,8.29066666667,7.19916666666,7.69133333333,10.1425,7.37033333334,14.74525,7.884
395.32,7.33533333333,10.533,9.30308333335,8.29383333333,7.22233333333,7.6445,10.1683333334,7.3805,14.8150833333,7.90166666666
395.68,7.41227777778,10.5823333334,9.33008333335,8.42483333334,7.29833333334,7.66583333333,10.2541666667,7.43683333334,14.9129166667,7.971
396.04,7.34208333333,10.5275,9.29683333335,8.38466666666,7.262,7.59766666666,10.2786666667,7.48466666666,14.89925,7.95666666667
396.40,7.32338888889,10.47,9.31258333335,8.3195,7.2,7.54933333333,10.2518333333,7.46066666667,14.9395,7.95816666665
396.76,7.28677777778,10.4335,9.32516666665,8.26216666666,7.21483333334,7.42133333334,10.294,7.46666666667,14.9365833334,7.95016666665
397.12,7.35755555555,10.4721666667,9.34583333335,8.30033333334,7.30166666667,7.4635,10.349,7.54733333334,14.9775,8.03533333335
397.48,7.37841666667,10.4863333334,9.26225,8.28133333333,7.2115,7.3395,10.236,7.488,14.8840833333,7.959
397.84,7.42961111111,10.5238333333,9.30183333335,8.374,7.3035,7.35766666667,10.324,7.60033333333,14.9385833333,7.99266666665
398.20,7.43877777778,10.5841666666,9.30008333335,8.42283333333,7.36116666666,7.4305,10.3768333333,7.6065,15.0253333333,8.05716666665
398.56,7.30377777778,10.4485,9.13058333335,8.30416666666,7.248,7.29766666667,10.216,7.47633333333,14.8989166666,7.8635
398.92,7.30522222222,10.5295,9.16141666665,8.424,7.22433333333,7.3,10.194,7.44783333333,14.92425,7.86783333333
399.28,7.23613888889,10.4815,9.15741666665,8.363,7.20233333333,7.25166666667,10.1608333334,7.40833333333,14.7618333333,7.83366666667
399.64,7.18775,10.4578333333,9.11375,8.33916666667,7.16633333334,7.20233333333,10.0863333334,7.35566666667,14.6591666667,7.73016666666
400.00,7.27530555556,10.5321666667,9.21433333335,8.4205,7.2315,7.32816666667,10.1598333334,7.3875,14.6160833333,7.70933333333
400.36,7.2125,10.5203333333,9.1055,8.39483333333,7.23166666666,7.30666666667,10.1521666667,7.374,14.5326666666,7.65733333333
400.72,7.26052777778,10.6008333333,9.1595,8.454,7.28933333333,7.46366666667,10.1636666667,7.44066666666,14.574,7.6535
401.08,7.29361111112,10.6735,9.25141666665,8.59683333333,7.28983333334,7.52633333333,10.2178333334,7.4335,14.631,7.7025
401.44,7.32730555556,10.7541666667,9.34583333335,8.68416666666,7.37366666667,7.68216666667,10.2833333334,7.48216666666,14.7113333333,7.792
401.80,7.30633333334,10.7246666667,9.33816666665,8.7615,7.34933333333,7.68866666667,10.2758333334,7.46333333333,14.7775833333,7.73816666667
402.16,7.34111111111,10.7611666667,9.41016666665,8.77583333334,7.33116666667,7.77983333334,10.2718333333,7.50366666666,14.7473333333,7.762
402.52,7.40644444445,10.93,9.55783333335,8.85033333333,7.428,7.8575,10.4326666667,7.6275,14.8845833334,7.87866666665
402.88,7.41411111111,10.9023333334,9.571,8.81,7.43083333333,7.84883333334,10.4428333334,7.61633333333,14.91,7.88283333335
403.24,7.45813888889,10.993,9.60691666665,8.87000000002,7.44333333333,7.93066666666,10.4855,7.64616666666,15.0666666667,7.90933333335
403.60,7.54416666667,11.1266666667,9.71825,8.90116666665,7.524,8.02766666667,10.5521666666,7.68216666666,15.2304166667,8.05733333335
403.95,7.58788888889,11.2045,9.72908333335,8.93866666665,7.54083333333,8.05933333333,10.5135,7.652,15.40325,8.14883333335
404.31,7.7005,11.3258333334,9.84741666665,8.97649999999,7.60183333333,8.13716666666,10.5576666667,7.7035,15.5204166667,8.17383333335
404.67,7.72308333333,11.3471666667,9.93233333335,8.979,7.55216666667,8.0915,10.5575,7.65316666667,15.49675,8.17016666665
405.03,7.63588888889,11.3388333333,9.8695,8.86866666666,7.48333333333,7.998,10.487,7.57916666667,15.4535833334,8.06116666665
405.39,7.56447222222,11.2785,9.85083333335,8.80983333335,7.46533333333,7.9545,10.4843333334,7.54466666667,15.5065,8.037
405.75,7.55183333333,11.3223333333,9.83808333335,8.71516666665,7.45683333334,7.901,10.4775,7.50416666667,15.4663333334,7.99766666665
406.11,7.57055555555,11.3053333333,9.84325,8.75216666666,7.48483333334,7.84216666667,10.4923333334,7.5165,15.5245,8.00283333335
406.47,7.55205555556,11.3053333333,9.74891666665,8.76383333335,7.43733333334,7.8495,10.4808333333,7.53733333333,15.4980833333,7.9505
406.83,7.565,11.3541666667,9.76133333335,8.77116666668,7.4475,7.89683333333,10.5076666666,7.56283333333,15.5728333333,7.92466666665
407.19,7.57666666666,11.3503333334,9.77791666665,8.76200000002,7.426,7.91266666667,10.5158333333,7.54533333333,15.5665833333,7.88366666667
407.55,7.55897222222,11.3341666667,9.83916666665,8.81133333335,7.4115,7.89116666667,10.514,7.5635,15.5990833333,7.86216666667
407.90,7.53983333334,11.3095,9.859,8.79216666665,7.41783333334,7.83166666666,10.5391666667,7.60933333333,15.522,7.8315
408.26,7.53933333333,11.3463333333,9.87558333335,8.87633333335,7.42816666667,7.895,10.5391666667,7.604,15.60175,7.89116666667
408.62,7.56786111111,11.384,9.84441666665,8.95033333333,7.48333333333,7.94883333333,10.61,7.67366666666,15.6685833333,7.91216666666
408.98,7.63922222222,11.441,9.93316666665,8.98250000002,7.5365,7.984,10.6286666667,7.7115,15.7205,7.945
409.34,7.74319444444,11.5493333333,9.99558333335,9.09816666666,7.57666666667,7.99983333333,10.637,7.76283333333,15.71125,7.97916666665
409.70,7.78766666667,11.5815,10.0376666667,9.16316666665,7.607,8.02516666667,10.6776666667,7.81616666666,15.80875,8.0125
410.06,7.87491666667,11.7096666667,10.19175,9.25566666669,7.682,8.143,10.7743333334,7.88016666666,15.9174166666,8.087
410.42,8.01388888888,11.8811666667,10.3836666667,9.37666666665,7.807,8.26266666667,10.8295,7.917,16.069,8.236
410.77,8.12377777778,11.9881666666,10.459,9.47633333333,7.87283333333,8.28816666666,10.8838333334,7.982,16.1093333334,8.3325
411.13,8.16280555555,12.0583333333,10.5226666667,9.50216666665,7.93383333334,8.27866666666,10.9455,8.03783333333,16.1881666666,8.41883333335
411.49,8.16313888889,12.062,10.4843333334,9.48883333332,7.89016666667,8.24283333333,10.9038333334,8.01733333333,16.13675,8.36866666665
411.85,8.19758333333,12.1071666667,10.5231666666,9.51933333334,7.9285,8.28866666667,10.95,8.03933333333,16.2221666667,8.42866666665
412.21,8.18075,12.0706666667,10.514,9.50499999998,7.89116666667,8.23483333334,10.9305,8.02083333333,16.1646666666,8.36133333335
412.57,8.23308333333,12.0903333333,10.54025,9.51583333335,7.87266666667,8.24816666667,10.899,8.01283333333,16.2299166666,8.42416666665
412.92,8.29236111112,12.1551666667,10.5908333333,9.55933333334,7.885,8.26966666667,10.943,8.04066666667,16.357,8.41483333335
413.28,8.31938888889,12.2188333333,10.61325,9.57966666667,7.94033333333,8.29583333334,11.0268333333,8.0805,16.42975,8.41583333335
413.64,8.31169444445,12.249,10.6316666667,9.56850000001,7.91216666666,8.326,11.0051666667,8.0605,16.4428333333,8.427
414.00,8.20166666666,12.198,10.521,9.5095,7.82016666667,8.25983333333,10.91,7.9745,16.419,8.34483333335
414.36,8.15202777778,12.148,10.4729166667,9.469,7.78616666667,8.1805,10.8848333334,7.941,16.4145,8.30316666665
414.72,8.18433333334,12.2053333333,10.5355833334,9.49066666665,7.845,8.223,10.9435,7.9995,16.5038333333,8.30783333335
415.07,8.21297222222,12.259,10.579,9.55183333331,7.86033333333,8.2635,10.931,8.04566666666,16.58475,8.33616666665
415.43,8.29886111112,12.3283333333,10.6636666666,9.62283333334,7.94483333333,8.338,11.0376666667,8.10683333333,16.72775,8.40066666665
415.79,8.37136111112,12.4371666667,10.6915833333,9.67449999999,7.96333333334,8.35916666667,11.0583333333,8.13533333333,16.8101666666,8.39466666665
416.15,8.45225,12.5611666666,10.81375,9.75550000002,8.06216666667,8.39083333333,11.1586666666,8.23516666667,16.92275,8.50133333335
416.51,8.38461111111,12.5716666667,10.8405833334,9.7465,8.071,8.36416666666,11.155,8.21933333333,16.9588333334,8.428
416.86,8.30386111112,12.5096666667,10.8043333333,9.74033333335,8.0345,8.34283333333,11.1071666667,8.18833333334,16.93975,8.39166666665
417.22,8.23288888888,12.489,10.7996666667,9.7045,7.9665,8.30833333333,11.0236666667,8.0975,16.9615,8.357
417.58,8.28491666666,12.5336666666,10.8316666667,9.77583333334,7.9975,8.33,11.0426666666,8.12733333333,17.0166666666,8.38983333335
417.94,8.35183333333,12.573,10.8814166667,9.81750000002,8.011,8.31566666666,11.0695,8.15533333333,17.04225,8.40016666665
418.29,8.36722222222,12.6165,10.9611666666,9.88233333334,8.03983333334,8.32583333333,11.0728333334,8.17433333333,17.0684166666,8.40216666665
418.65,8.28158333333,12.5261666666,10.912,9.87100000001,7.94966666666,8.2605,10.9751666667,8.058,17.00525,8.2995
419.01,8.20152777778,12.4978333334,10.87175,9.84583333331,7.9235,8.182,10.9471666666,7.99083333333,16.94625,8.19416666665
419.37,8.17005555555,12.5103333334,10.8643333334,9.834,7.94,8.148,10.9435,7.96266666667,16.95025,8.1945
419.73,8.14380555555,12.4951666667,10.9093333334,9.86333333335,7.95266666667,8.12216666666,10.9543333334,7.97816666667,16.9540833333,8.1895
420.08,8.14055555555,12.4986666667,10.8971666667,9.88783333335,7.93966666667,8.13733333333,10.9526666666,7.95416666666,16.9409166667,8.186
420.44,8.16394444445,12.5536666666,10.9183333333,9.94150000002,7.94183333333,8.13866666666,10.9618333334,7.9765,16.974,8.21133333335
420.80,8.18077777778,12.5855,10.9384166666,9.95883333332,7.9615,8.14333333334,10.9841666667,7.9835,16.996,8.23833333335
421.16,8.20619444445,12.6108333333,10.9496666666,9.97033333335,7.98166666666,8.15683333333,11.0268333333,8.01366666666,17.01125,8.26533333335
421.51,8.19133333334,12.6373333333,10.9841666667,10.0041666667,8.01166666667,8.1665,11.0616666666,8.02533333334,17.0395,8.278
421.87,8.16408333334,12.6795,10.995,10.0365,8.023,8.15266666666,11.0506666667,8.01566666667,17.0803333333,8.27866666665
422.23,8.19169444445,12.7008333333,10.987,10.0513333333,8.037,8.16666666666,11.093,8.0395,17.1506666667,8.26333333335
422.58,8.26808333333,12.8096666667,11.0870833333,10.1078333333,8.111,8.20866666666,11.1836666666,8.14216666667,17.2758333334,8.35166666665
422.94,8.28638888888,12.8441666667,11.0936666666,10.1236666667,8.09066666666,8.195,11.1486666667,8.11933333333,17.3183333334,8.35333333335
423.30,8.29925,12.8675,11.1379166666,10.1646666667,8.069,8.21016666666,11.1208333333,8.12166666666,17.338,8.35183333335
423.66,8.31872222221,12.901,11.1434166667,10.1843333333,8.076,8.22816666667,11.1176666666,8.11783333333,17.3991666667,8.35
424.01,8.26091666667,12.8723333333,11.10875,10.131,8.014,8.16433333333,11.033,8.0445,17.3846666666,8.2765
424.37,8.26172222221,12.878,11.1111666666,10.1135,8.02833333334,8.14416666666,11.0213333334,8.01216666667,17.3981666666,8.25216666665
424.73,8.28569444445,12.9255,11.1425833334,10.1356666666,8.07316666666,8.14766666666,11.0601666666,8.04883333334,17.4386666667,8.2615
425.08,8.31325,12.9558333334,11.2010833334,10.1976666667,8.10133333333,8.16366666666,11.0915,8.09666666667,17.4503333334,8.2695
425.44,8.29861111111,12.9395,11.1633333333,10.1823333333,8.0695,8.119,11.0625,8.0745,17.45475,8.224
425.80,8.32425,12.9435,11.19175,10.2031666667,8.09466666667,8.1565,11.0965,8.0865,17.4845833333,8.24883333335
426.16,8.33088888888,12.9795,11.2563333333,10.2576666667,8.10883333333,8.16833333333,11.1145,8.10883333333,17.4778333333,8.32116666665
426.51,8.30477777779,12.958,11.2610833333,10.2876666667,8.128,8.16833333333,11.1231666667,8.09883333333,17.4705,8.32066666665
426.87,8.35388888889,13.0171666666,11.3480833334,10.3555,8.20016666667,8.244,11.2071666667,8.17583333333,17.5605833333,8.40583333335
427.23,8.42816666667,13.0948333333,11.4055,10.4155,8.27883333334,8.31683333333,11.3071666667,8.26283333333,17.6473333333,8.40333333335
427.58,8.45044444445,13.1171666667,11.4461666667,10.452,8.305,8.36283333334,11.3488333334,8.26766666667,17.6815833334,8.465
427.94,8.55652777778,13.2441666666,11.5608333334,10.5508333333,8.38983333333,8.46616666667,11.461,8.36333333333,17.81725,8.563
428.30,8.5675,13.318,11.6084166667,10.6105,8.40333333333,8.53933333333,11.5053333334,8.41233333333,17.86925,8.6505
428.65,8.60280555555,13.3735,11.6568333334,10.7088333334,8.40483333334,8.55966666666,11.4886666667,8.39716666667,17.9110833333,8.69683333335
429.01,8.60686111112,13.4096666667,11.6623333334,10.7336666667,8.37816666667,8.56066666667,11.4566666667,8.34916666667,17.9881666666,8.69333333335
429.37,8.64816666667,13.5106666666,11.7241666666,10.7793333333,8.4065,8.57883333333,11.4895,8.37783333334,18.02775,8.7335
429.72,8.67775,13.5968333334,11.7688333333,10.8191666667,8.435,8.59716666667,11.5311666666,8.416,18.09475,8.703
430.08,8.70216666667,13.6113333334,11.7595,10.8226666667,8.452,8.582,11.5273333334,8.41233333333,18.1685833333,8.64833333335
430.44,8.6525,13.6336666667,11.6881666666,10.7581666667,8.36,8.52133333334,11.4418333334,8.3455,18.1224166666,8.5575
430.79,8.67586111112,13.6306666667,11.6851666666,10.7801666667,8.345,8.51933333334,11.452,8.35033333333,18.0683333333,8.57133333335
431.15,8.66513888888,13.678,11.7041666666,10.804,8.34516666666,8.46833333333,11.4218333334,8.32966666667,18.1074166667,8.622
431.50,8.63652777779,13.722,11.7273333333,10.8453333333,8.34733333333,8.45666666667,11.432,8.34183333333,18.1405833334,8.54733333335
431.86,8.62577777779,13.6968333333,11.749,10.8443333333,8.3525,8.43333333333,11.442,8.33883333333,18.1159166667,8.51233333335
432.22,8.66591666666,13.7163333334,11.8206666666,10.8826666667,8.37983333333,8.471,11.471,8.38666666667,18.20525,8.51333333335
432.57,8.70055555555,13.7671666667,11.86625,10.8896666666,8.39533333333,8.49966666667,11.4991666666,8.39666666667,18.2466666667,8.5515
432.93,8.71880555555,13.8045,11.8786666667,10.8895,8.39833333333,8.49683333334,11.5171666666,8.41316666666,18.2675,8.53766666665
433.29,8.75155555555,13.8361666667,11.9578333333,10.9318333333,8.41216666666,8.553,11.536,8.43783333333,18.3150833333,8.58616666665
433.64,8.78208333333,13.8543333333,12.0016666666,10.9693333334,8.44666666667,8.58466666667,11.5696666667,8.48133333333,18.3485,8.6215
434.00,8.77497222222,13.8635,12.0386666666,10.9778333333,8.43833333334,8.5995,11.5568333333,8.473,18.35275,8.63633333335
434.35,8.85672222221,13.9458333333,12.1638333333,11.084,8.51316666667,8.6805,11.6303333334,8.56316666667,18.46575,8.70583333335
434.71,8.86436111111,13.9756666666,12.1945,11.123,8.53683333333,8.66916666667,11.6385,8.58,18.55275,8.69033333335
435.07,8.82327777778,13.9758333333,12.1735833334,11.095,8.49266666667,8.651,11.615,8.54583333334,18.5430833333,8.65666666665
435.42,8.86513888888,13.992,12.2235833333,11.1293333333,8.488,8.64883333333,11.6308333334,8.55783333333,18.5758333333,8.71266666665
435.78,8.864,14.0346666667,12.2419166667,11.1661666667,8.498,8.665,11.6791666666,8.59816666667,18.6441666667,8.739
436.13,8.89741666667,14.062,12.23375,11.2025,8.53033333333,8.65283333333,11.7043333334,8.607,18.6576666667,8.74783333335
436.49,8.88244444445,14.098,12.2208333334,11.2323333333,8.5135,8.65733333333,11.727,8.61916666667,18.6971666666,8.714
436.84,8.88061111112,14.1191666666,12.2546666666,11.2818333333,8.53183333333,8.64833333333,11.6996666666,8.62916666667,18.7485,8.74883333335
437.20,8.90691666667,14.1931666667,12.3120833333,11.3381666667,8.55666666667,8.65883333334,11.7228333333,8.65016666667,18.8321666667,8.72466666665
437.56,8.944,14.2378333334,12.3260833334,11.3703333333,8.52866666667,8.62916666667,11.7008333334,8.62733333334,18.8820833333,8.71316666665
437.91,8.98238888889,14.311,12.3614166667,11.4555,8.54816666667,8.6485,11.7253333334,8.639,18.9501666666,8.7145
438.27,9.00122222222,14.3655,12.3585,11.484,8.54166666666,8.63816666667,11.7548333333,8.6045,18.9883333333,8.7345
438.62,8.97847222222,14.4251666667,12.37325,11.4975,8.53116666667,8.655,11.7636666666,8.58683333333,19.0164166667,8.722
438.98,9.01238888889,14.4623333333,12.44,11.5475,8.56333333334,8.6805,11.8143333333,8.625,19.1130833333,8.72333333335
439.33,8.99544444445,14.4791666667,12.4160833334,11.548,8.56933333333,8.6605,11.7958333334,8.59383333333,19.1403333334,8.69
439.69,8.97936111112,14.4925,12.4041666666,11.552,8.55383333333,8.60716666667,11.7261666666,8.53566666667,19.1545833334,8.66983333335
440.04,8.95875,14.5506666666,12.4579166667,11.5876666666,8.5395,8.59216666666,11.7313333334,8.5245,19.2133333334,8.67916666665
440.40,8.95161111111,14.543,12.4720833333,11.5895,8.51466666667,8.54166666667,11.6956666667,8.49883333333,19.22575,8.66383333335
440.75,8.93813888888,14.566,12.4735833333,11.5998333334,8.51683333334,8.54083333334,11.7053333333,8.475,19.2699166666,8.61483333335
441.11,8.94294444445,14.5853333334,12.4440833334,11.6105,8.53,8.54633333333,11.7045,8.47,19.30775,8.64816666665
441.47,8.93247222222,14.645,12.4750833333,11.638,8.55283333333,8.54833333334,11.7431666667,8.491,19.3544166666,8.67366666665
441.82,8.94486111111,14.7051666667,12.4973333333,11.6296666666,8.553,8.565,11.767,8.49533333334,19.427,8.694
442.18,8.94008333334,14.733,12.52225,11.6491666667,8.57283333333,8.56116666667,11.7678333334,8.53816666667,19.4695,8.656
