wavelength,Back_DacLinf,Belly_DacLinf,Breast_DacLinf,Crissum_DacLinf,Crown_DacLinf,DorTail_DacLinf,Rump_DacLinf,Throat_DacLinf,WingTip_DacLinf
321.06,5.44666666667,16.0878333333,10.0300833333,12.6315555556,4.87766666667,5.24875,7.41566666666,10.8760833333,7.13366666667
321.43,5.2625,16.00775,9.89341666667,12.3848888889,4.61591666667,5.03308333334,7.25216666666,10.68825,7.008
321.80,5.12158333333,16.0195833333,9.95508333332,12.2411111111,4.46225,4.92625,7.15608333334,10.6168333333,6.88258333333
322.16,4.95483333333,15.9289166667,9.72491666667,11.9313333333,4.29875,4.789,7.03816666667,10.53925,6.58908333334
322.53,5.08308333333,16.3124166667,9.95383333333,12.0496666667,4.41933333334,5.02158333333,7.21383333334,10.7001666667,6.69416666667
322.90,4.98608333333,16.4845,10.1308333333,12.076,4.33933333334,4.97666666667,7.21991666667,10.6326666667,6.62466666667
323.27,5.3695,16.9931666667,10.5055833333,12.3778888889,4.653,5.27425,7.54416666666,10.98875,7.00225
323.63,5.65441666666,17.32375,10.7858333333,12.711,4.7445,5.43925,7.81466666667,11.25625,7.32691666667
324.00,5.61433333333,17.4403333334,10.8005833333,12.8392222222,4.673,5.19725,7.81541666666,11.2243333333,7.38966666667
324.37,5.74183333333,17.6175,10.81225,12.9596666667,4.8015,5.22691666667,8.02258333334,11.3315833334,7.54741666667
324.74,5.71758333333,17.6284166667,10.7505833333,12.882,4.75575,5.14466666667,8.04591666666,11.2670833333,7.51541666667
325.10,5.70641666667,17.7261666667,10.8075,12.9154444444,4.66858333333,5.09525,8.03975000001,11.2798333333,7.47816666667
325.47,5.66991666666,17.88525,10.929,13.0611111111,4.65675,5.11575,8.13008333333,11.45575,7.47133333334
325.84,5.57875,17.9350833334,10.9561666667,13.236,4.67375,5.03725,8.17266666667,11.5665833333,7.39408333333
326.21,5.56758333333,18.1035,11.1881666667,13.4315555556,4.72008333333,4.99883333333,8.2175,11.6185833333,7.40066666667
326.57,5.7075,18.3889166667,11.3353333333,13.7047777778,4.81525,5.12116666667,8.38066666668,11.8533333333,7.52791666667
326.94,5.664,18.5006666667,11.3143333333,13.7644444445,4.81341666667,5.10058333333,8.37850000001,11.8944166667,7.50741666666
327.31,5.401,18.3945,11.2075,13.66,4.64883333334,4.94708333333,8.26016666666,11.7965833333,7.28833333334
327.67,5.1865,18.44475,11.3209166667,13.5401111111,4.58566666667,4.8795,8.29349999999,11.7361666667,7.04241666667
328.04,5.27591666667,18.5355833333,11.5693333333,13.6613333333,4.78358333333,5.13533333333,8.35808333333,11.883,7.12408333333
328.41,5.26475,18.60725,11.6978333333,13.6652222222,4.81325,5.23216666667,8.32383333334,11.9919166667,7.05183333333
328.78,5.32033333333,18.8188333333,11.8718333333,13.8746666667,4.90925,5.33583333333,8.37408333334,12.1645833333,7.073
329.14,5.587,19.2055,12.1308333333,14.2093333333,5.26183333333,5.56716666667,8.57799999999,12.4383333333,7.15875
329.51,5.77825,19.4993333333,12.3136666667,14.4756666667,5.53433333333,5.73666666667,8.71391666666,12.6170833333,7.24508333333
329.88,5.9305,19.6479166667,12.4420833334,14.4854444445,5.60033333333,5.80858333334,8.72183333334,12.64425,7.34825
330.24,5.953,19.7653333333,12.4341666667,14.5861111111,5.61,5.85816666667,8.81141666667,12.6785833333,7.40958333334
330.61,5.94783333333,19.66975,12.40875,14.4602222222,5.65516666667,5.79566666667,8.74841666668,12.7234166667,7.351
330.98,6.0585,19.76575,12.5618333333,14.7297777778,5.77116666666,5.87275,8.83016666667,12.8811666666,7.3715
331.34,6.22416666666,19.9828333334,12.7788333334,15.0121111111,5.84358333333,5.96316666666,8.96458333333,13.03375,7.47875
331.71,6.48225,20.1651666667,12.902,15.2174444444,5.97566666667,6.1105,9.05916666667,13.1154166667,7.65433333333
332.08,6.57941666667,20.4031666667,12.905,15.2455555556,5.88183333333,5.9845,9.10858333333,13.12025,7.71491666667
332.44,6.3885,20.38025,12.8326666666,15.1606666667,5.62383333333,5.66216666667,8.87375,12.94925,7.60733333333
332.81,6.30341666667,20.3405833333,12.9039166667,15.0988888889,5.51266666667,5.57133333333,8.78166666667,12.9796666667,7.60891666667
333.18,6.23833333333,20.3695,13.0268333333,15.1981111111,5.40375,5.53583333333,8.86683333335,13.0754166667,7.68108333333
333.54,6.24941666667,20.4088333333,13.182,15.2043333333,5.39308333333,5.60858333333,8.95983333332,13.153,7.7565
333.91,6.1965,20.559,13.20775,15.2601111111,5.32958333333,5.50775,8.92500000001,13.10525,7.64983333333
334.28,6.15575,20.7499166667,13.21875,15.2517777778,5.22258333333,5.39475,8.88691666667,13.0820833333,7.66791666667
334.64,6.10266666667,20.9633333333,13.3273333333,15.2893333333,5.20475,5.38916666666,8.95341666667,13.1095,7.70975
335.01,5.88841666667,20.9849166667,13.1814166666,15.073,4.99258333334,5.14241666667,8.77783333333,12.913,7.50733333333
335.38,5.81266666667,21.10775,13.0933333333,14.9227777778,4.94483333333,5.01041666666,8.71458333333,12.8018333333,7.37408333333
335.74,5.56183333333,21.1120833334,12.9005,14.8201111111,4.72825,4.82091666667,8.56491666667,12.7306666667,7.174
336.11,5.51933333334,21.09975,12.8614166666,14.8403333334,4.73616666667,4.83916666667,8.54983333333,12.775,7.0845
336.47,5.83083333333,21.4854166666,13.2075,15.2556666666,5.05525,5.15108333334,8.8855,13.1385833333,7.41008333333
336.84,5.84633333333,21.7071666667,13.2725833333,15.4504444445,5.1585,5.293,9.05775,13.2375833333,7.47433333334
337.21,5.86266666667,21.9138333333,13.3521666666,15.4752222222,5.24083333333,5.36975,9.06475,13.2626666667,7.49941666667
337.57,5.95616666667,22.1553333333,13.5058333333,15.6612222222,5.39808333334,5.45741666667,9.16625000001,13.3709166667,7.61716666667
337.94,6.05433333333,22.3931666667,13.7500833333,15.8563333333,5.57575,5.72825,9.34274999999,13.6533333333,7.79916666667
338.31,6.29791666666,22.6240833333,14.0235,16.1388888889,5.83525,5.94141666666,9.49683333334,13.9616666667,7.95216666666
338.67,6.45433333334,22.79325,14.21,16.3638888889,6.01141666667,6.09425,9.63774999999,14.16475,8.07208333333
339.04,6.69275,23.0836666667,14.547,16.6966666667,6.29433333333,6.44266666667,9.92058333332,14.5163333333,8.409
339.40,6.78966666667,23.1674166667,14.6601666666,16.8603333333,6.40641666666,6.63,10.024,14.6935833333,8.62216666667
339.77,7.02758333333,23.44175,14.9638333333,17.1833333333,6.60975,6.78141666667,10.2189166667,14.95275,8.84791666667
340.14,7.00916666667,23.5669166667,15.0975833334,17.1954444444,6.589,6.73275,10.21675,14.9475,8.78525000001
340.50,6.80008333333,23.47,14.9826666666,17.0411111111,6.381,6.49408333333,10.00775,14.7349166667,8.48883333333
340.87,6.8275,23.5535,15.016,17.016,6.39183333333,6.38108333333,9.93733333334,14.7266666667,8.36291666667
341.23,6.77008333333,23.5643333333,14.9373333334,17.0038888889,6.33041666667,6.33025,9.86441666667,14.6405,8.25025
341.60,6.60133333333,23.52225,14.7880833333,16.876,6.08625,6.15933333333,9.65266666667,14.4774166667,8.03008333333
341.96,6.55825,23.6000833333,14.6789166667,16.8114444445,5.96441666667,5.993,9.56750000002,14.4031666667,7.94166666667
342.33,6.2425,23.4405,14.45725,16.6944444444,5.68016666667,5.79141666667,9.37208333334,14.1945,7.63891666667
342.70,6.08833333333,23.539,14.3521666667,16.7354444444,5.49241666667,5.6585,9.32483333333,14.1478333333,7.54325
343.06,5.85433333334,23.3738333333,14.0820833333,16.4382222222,5.23275,5.36275,9.05600000001,13.8955833333,7.23916666667
343.43,5.77866666667,23.3800833334,14.1318333333,16.4602222222,5.09366666666,5.24491666667,8.97983333333,13.8693333333,7.07908333333
343.79,5.69025,23.4315833333,14.1176666666,16.339,5.05133333333,5.20991666667,8.94399999999,13.7849166667,6.988
344.16,5.89191666667,23.7328333334,14.3876666667,16.65,5.27,5.377,9.14125,14.0989166667,7.23841666667
344.52,6.06266666667,24.0371666667,14.5494166667,16.8738888889,5.441,5.55058333334,9.38916666667,14.4069166667,7.44308333333
344.89,6.107,24.2026666667,14.6319166666,17.0278888889,5.46733333333,5.64516666667,9.45941666666,14.5000833333,7.52916666667
345.25,6.14841666666,24.3229166667,14.7186666667,17.0992222222,5.50891666667,5.69191666667,9.53425,14.6255833333,7.64116666667
345.62,6.18675,24.4654166667,14.7988333334,17.2125555556,5.56758333333,5.70441666667,9.60758333332,14.7533333333,7.6835
345.99,6.08291666667,24.4636666667,14.7090833333,17.2622222222,5.50108333333,5.60416666667,9.54475,14.6970833333,7.53366666667
346.35,6.32075,24.7778333333,15.0678333333,17.4514444445,5.81583333333,5.81858333333,9.78908333335,14.99675,7.82316666667
346.72,6.46183333333,24.8915833333,15.3225833333,17.4758888889,5.9505,5.88491666667,9.80983333333,15.0976666667,7.91158333333
347.08,6.77025,25.2904166667,15.73575,17.8747777778,6.192,6.239,10.08875,15.4413333333,8.215
347.45,6.83816666667,25.5835,15.8398333334,17.9562222222,6.3385,6.25883333333,10.193,15.57125,8.305
347.81,6.94575,25.7135833333,15.9584166667,18.129,6.41783333333,6.35825,10.2379166667,15.713,8.37941666667
348.18,6.78716666666,25.7069166667,15.9154166667,18.0917777778,6.326,6.288,10.19425,15.6181666666,8.23716666667
348.54,6.77358333333,25.84975,16.0179166666,18.2148888889,6.38133333334,6.37183333333,10.2405833333,15.6160833333,8.29408333333
348.91,6.96616666666,26.1748333333,16.3345833333,18.5384444444,6.59075,6.54608333333,10.4715833333,15.843,8.52191666667
349.27,6.911,26.19925,16.368,18.5575555556,6.57991666667,6.49733333333,10.45725,15.8716666667,8.46175
349.64,6.96508333333,26.2590833333,16.4701666666,18.6832222222,6.67025,6.55441666667,10.5095,15.9409166667,8.44766666667
350.00,6.95858333333,26.4044166667,16.63725,18.7153333333,6.72083333333,6.60008333333,10.58625,16.0583333333,8.52125
350.37,6.8965,26.3996666666,16.43425,18.6752222222,6.58916666667,6.45433333333,10.5288333333,15.9468333333,8.41508333333
350.73,6.7355,26.34725,16.2675833333,18.6238888889,6.42241666667,6.32166666667,10.49475,15.8205833334,8.29358333333
351.10,6.52175,26.2354166667,16.09725,18.4504444444,6.22191666666,6.017,10.2980833333,15.6848333333,8.09025
351.46,6.37516666667,26.12975,16.0516666667,18.3845555555,6.03433333333,5.89275,10.1394166667,15.5435833333,7.92441666666
351.83,6.32858333333,26.2175833333,15.9940833333,18.4306666667,6.01275,5.79925,10.1245833333,15.5594166666,7.92491666667
352.19,6.35891666666,26.3586666667,15.9055833333,18.4695555556,5.96483333333,5.71591666667,10.0563333333,15.5931666667,7.91975
352.55,6.19541666667,26.2569166667,15.67775,18.2661111111,5.7745,5.44991666667,9.82983333333,15.4856666666,7.69183333334
352.92,6.03308333333,26.2104166667,15.4739166667,18.0873333333,5.56325,5.23475,9.67608333333,15.3845,7.5415
353.28,6.053,26.3525833333,15.5175833334,18.1751111111,5.53808333333,5.16441666666,9.65783333334,15.43225,7.53391666667
353.65,6.09958333333,26.523,15.65975,18.2478888889,5.52091666667,5.153,9.70958333333,15.4890833333,7.58133333334
354.01,6.27291666667,26.6538333334,15.7865833333,18.374,5.62091666667,5.22266666667,9.75049999999,15.58575,7.65658333333
354.38,6.24566666667,26.7420833333,15.8321666667,18.4022222222,5.54508333333,5.20325,9.68849999999,15.58625,7.56566666667
354.74,6.18908333333,26.8380833333,15.792,18.3946666667,5.50316666667,5.1755,9.58741666666,15.5515833333,7.41566666667
355.11,6.26491666667,27.03325,15.8933333333,18.4941111111,5.59691666666,5.23416666667,9.68458333332,15.6324166666,7.41966666667
355.47,6.38441666667,27.2516666667,15.94225,18.6437777778,5.7275,5.27708333333,9.80408333332,15.8079166667,7.48258333334
355.83,6.34625,27.308,16.0013333333,18.6195555556,5.63716666667,5.21958333333,9.76166666668,15.7756666667,7.4245
356.20,6.36658333333,27.4166666666,16.1771666667,18.6728888889,5.69558333333,5.25116666667,9.81274999999,15.8505,7.43133333333
356.56,6.4235,27.5929166667,16.3465833334,18.8486666667,5.73941666667,5.295,9.89416666667,15.923,7.51408333333
356.93,6.45283333333,27.5624166667,16.4655833334,18.8394444444,5.77408333333,5.325,9.94591666667,15.9848333334,7.49141666667
357.29,6.52091666667,27.7474166667,16.5963333333,18.9557777778,5.79558333333,5.39291666667,10.0198333333,16.0313333333,7.53258333333
357.66,6.46883333333,27.85075,16.5796666666,18.973,5.74608333333,5.37166666667,9.99049999999,16.0766666666,7.512
358.02,6.44308333334,27.9615,16.6470833333,19.0724444445,5.74125,5.3955,10.0471666667,16.1515,7.49808333333
358.38,6.62025,28.1486666667,16.9339166666,19.244,5.92916666667,5.58608333333,10.2410833333,16.3579166667,7.6805
358.75,6.84975,28.43025,17.23275,19.5395555556,6.142,5.80866666667,10.4839166667,16.6409166667,7.95341666666
359.11,6.821,28.4944166667,17.2540833333,19.6531111111,6.13466666666,5.79891666667,10.46975,16.6851666667,7.98966666667
359.48,6.74266666667,28.65075,17.3565,19.8162222222,6.09958333333,5.77066666667,10.40675,16.7245833334,7.9285
359.84,6.74633333333,28.80775,17.45975,19.9518888889,6.172,5.83291666667,10.4575833333,16.8268333333,7.93391666667
360.20,6.80316666667,28.9606666666,17.5948333333,20.0857777778,6.25583333333,5.94691666667,10.58,16.9286666667,8.01283333333
360.57,6.99433333333,29.2146666667,17.8523333333,20.2675555555,6.44433333333,6.09925,10.7644166667,17.1343333333,8.13625
360.93,7.06041666667,29.3523333333,17.9019166666,20.3884444445,6.50466666667,6.13925,10.7663333333,17.1720833333,8.17958333333
361.29,7.11458333333,29.4299166667,17.9288333333,20.4136666667,6.57866666667,6.18283333333,10.7900833333,17.2415833334,8.22575
361.66,7.20383333333,29.5005,17.9816666667,20.5225555556,6.63458333333,6.24825,10.8691666667,17.3185,8.28591666667
362.02,7.239,29.5655,18.0714166667,20.5654444444,6.678,6.2295,10.9249166667,17.35925,8.31966666667
362.39,7.15091666667,29.5636666667,18.0284166667,20.5066666667,6.64566666667,6.114,10.8609166667,17.3126666667,8.22925
362.75,7.03933333333,29.5266666667,17.9166666666,20.4487777778,6.53958333333,5.99033333333,10.7595,17.23125,8.09091666666
363.11,7.15708333333,29.6350833333,18.01475,20.5276666667,6.60108333333,6.053,10.8649166667,17.3286666667,8.10191666667
363.48,7.20491666667,29.6380833333,17.986,20.4906666667,6.60233333334,6.08325,10.8983333333,17.2920833333,8.10425
363.84,7.30783333333,29.8075833333,18.0543333333,20.5298888889,6.70258333333,6.15991666666,11.0233333333,17.4103333333,8.14866666667
364.20,7.36858333333,29.9168333333,18.07325,20.518,6.69041666666,6.14975,11.0634166667,17.45625,8.15158333333
364.57,7.25975,29.9008333334,17.9920833333,20.4378888889,6.57683333333,6.058,10.9766666667,17.3869166667,7.98675
364.93,7.25191666667,30.0269166667,18.0035,20.4965555556,6.56825,6.02866666667,11.0141666667,17.4275833334,7.95891666666
365.29,7.20158333333,30.0818333333,18.0574166666,20.5698888889,6.54233333333,5.97833333333,11.0365,17.4404166667,7.91458333333
365.66,7.14525,30.1264166667,18.10175,20.5315555556,6.5395,5.91016666667,11.0046666667,17.4016666667,7.818
366.02,7.17841666667,30.2965833334,18.1151666667,20.6175555555,6.51525,5.95416666667,11.0021666667,17.4554166667,7.82983333333
366.38,7.29916666667,30.554,18.2429166667,20.8457777778,6.57933333334,6.04958333333,11.1414166667,17.5996666667,7.95158333333
366.75,7.42283333334,30.7860833333,18.4258333333,20.9697777778,6.67391666666,6.08091666667,11.2494166667,17.7538333333,8.045
367.11,7.42908333333,30.9405,18.5260833334,21.0797777778,6.74,6.13091666667,11.2968333333,17.8069166667,8.14933333333
367.47,7.56325,31.1825833333,18.8120833333,21.21,6.93625,6.28275,11.5135,18.0665,8.35075
367.84,7.58875,31.2451666667,18.9658333333,21.3246666667,6.92016666667,6.28275,11.4853333333,18.1521666667,8.41858333334
368.20,7.46366666666,31.26225,18.9653333333,21.3364444444,6.814,6.1645,11.3415833334,18.1056666667,8.29933333333
368.56,7.44775,31.3555833333,19.0544166667,21.4478888889,6.83383333333,6.14875,11.36575,18.1828333334,8.31675
368.93,7.43533333333,31.41575,19.183,21.5011111111,6.85216666667,6.17141666667,11.3821666667,18.2408333334,8.26616666667
369.29,7.38725,31.5220833333,19.2655833333,21.5263333333,6.80841666666,6.09691666667,11.34275,18.2651666667,8.20708333333
369.65,7.45866666667,31.6904166667,19.388,21.7284444444,6.915,6.176,11.4479166667,18.4664166667,8.32691666666
370.01,7.56316666667,31.8869166667,19.6169166667,21.9227777778,7.03583333333,6.2755,11.57725,18.6268333333,8.43
370.38,7.61691666666,31.9764166666,19.6481666667,21.9703333333,7.10741666667,6.34941666667,11.5929166667,18.7934166666,8.45633333333
370.74,7.56191666666,31.9668333333,19.7325833333,22.029,7.08675,6.34658333334,11.6274166667,18.8216666666,8.43708333333
371.10,7.55616666666,32.03775,19.7689166667,22.0323333333,7.0165,6.27766666667,11.6285,18.9013333333,8.36641666667
371.46,7.4845,32.0184166667,19.6794166667,22.0431111111,6.90766666667,6.15791666667,11.5521666667,18.819,8.25125
371.83,7.39566666667,32.063,19.6911666667,22.0274444444,6.87483333333,6.07608333333,11.55125,18.8245,8.14325
372.19,7.48575,32.2071666667,19.7744166667,22.136,6.99141666666,6.17716666667,11.6725833333,18.941,8.21716666667
372.55,7.541,32.2974166667,19.8495,22.1504444444,7.01866666667,6.196,11.6876666667,18.9875,8.26625
372.92,7.45066666667,32.35675,19.7851666666,22.0692222222,6.9385,6.042,11.5655833333,18.932,8.20641666666
373.28,7.53375000001,32.492,19.8495,22.141,6.98983333333,6.07191666667,11.61325,19.0879166667,8.23233333333
373.64,7.517,32.5821666667,19.8965833333,22.1258888889,6.9435,5.99391666667,11.5744166667,19.0756666667,8.16883333333
374.00,7.40066666667,32.4766666667,19.7450833333,21.9662222222,6.85733333333,5.84083333333,11.4635833333,18.9445,8.0305
374.37,7.35375,32.5378333334,19.814,21.9536666667,6.77008333333,5.7265,11.44,18.9009166667,7.97633333333
374.73,7.40841666666,32.6210833333,19.7834166667,21.8985555556,6.7955,5.72433333333,11.42025,18.9226666666,7.959
375.09,7.40916666666,32.6460833333,19.8230833333,21.8748888889,6.81266666667,5.7205,11.3821666667,18.8611666667,7.95441666666
375.45,7.44591666667,32.8540833333,19.9075,21.9552222222,6.80116666667,5.70091666667,11.4003333333,19.011,7.9875
375.81,7.48849999999,33.0060833333,19.8928333333,21.9967777778,6.81975,5.70266666667,11.44,19.0576666667,7.98891666667
376.18,7.46166666666,33.1240833333,19.9020833333,22.0935555555,6.80366666667,5.68458333333,11.4473333333,19.1373333333,7.94441666667
376.54,7.48824999999,33.206,19.9555833333,22.1918888889,6.8295,5.72541666667,11.48675,19.2230833333,7.979
376.90,7.62091666667,33.3664166667,20.06275,22.3593333333,6.92458333333,5.88591666666,11.6690833333,19.3611666666,8.12141666667
377.26,7.68708333334,33.4899166667,20.1254166667,22.4028888889,6.9555,5.92408333333,11.7195,19.4203333334,8.14108333334
377.63,7.68825000001,33.5715,20.1386666666,22.4006666667,6.92516666666,5.91575,11.7655833334,19.4629166666,8.16591666667
377.99,7.70508333334,33.6809166666,20.2130833333,22.482,6.94958333333,5.96791666667,11.7985,19.517,8.16783333333
378.35,7.69891666666,33.7228333333,20.2304166667,22.5984444445,6.99375,5.97541666666,11.7809166667,19.5395833333,8.11983333334
378.71,7.71324999999,33.9143333334,20.3785833334,22.7858888889,7.03341666666,6.01883333333,11.8570833333,19.66625,8.15408333334
379.07,7.74391666668,34.07925,20.4590833333,22.8791111111,7.09183333333,6.0955,11.9393333333,19.8673333333,8.19575
379.44,7.75141666666,34.0754166666,20.4803333333,22.9234444445,7.13575,6.13566666667,11.9605,19.8656666667,8.14716666667
379.80,7.79158333334,34.1915,20.62475,23.1086666667,7.17391666666,6.17225,11.9749166667,19.91875,8.14783333334
380.16,7.85266666667,34.2511666667,20.7239166667,23.1265555555,7.24383333334,6.19591666667,11.9983333333,19.9631666667,8.22125
380.52,7.88991666667,34.3493333334,20.7168333333,23.1513333333,7.28483333333,6.20075,12.0428333333,20.03325,8.24658333333
380.88,7.90941666667,34.4444166667,20.8399166667,23.2267777778,7.33091666666,6.17016666666,12.0815,20.1205833333,8.21183333334
381.24,7.9045,34.42425,20.8263333333,23.2603333333,7.35441666667,6.18058333333,12.11725,20.13875,8.23258333334
381.61,8.00458333333,34.5226666667,20.9599166666,23.4355555556,7.46291666667,6.25825,12.1875,20.2338333333,8.29275
381.97,7.996,34.52425,20.955,23.4163333333,7.44191666667,6.19441666667,12.181,20.2623333333,8.27025
382.33,7.99183333334,34.6175833333,21.0209166667,23.4158888889,7.44225,6.15441666667,12.2185833333,20.3023333333,8.25041666667
382.69,7.99083333332,34.6179166666,21.0348333333,23.436,7.45758333334,6.14258333333,12.2143333333,20.30925,8.23075
383.05,7.98333333333,34.6634166667,21.0741666667,23.4878888889,7.50483333333,6.1205,12.2610833333,20.30325,8.23708333333
383.41,8.00358333333,34.7773333334,21.2188333333,23.538,7.56883333333,6.14275,12.25825,20.4101666667,8.31033333333
383.77,7.99083333333,34.7568333334,21.1214166666,23.4402222222,7.57166666667,6.10158333333,12.2600833333,20.4298333333,8.33616666666
384.14,7.97875000001,34.8173333333,21.1526666667,23.5104444444,7.54325,6.07891666667,12.2555,20.3985,8.30641666667
384.50,7.96716666667,34.8981666667,21.2481666667,23.5258888889,7.55125,6.06825,12.2588333333,20.4399166667,8.29933333333
384.86,7.958,34.9699166667,21.2951666667,23.55,7.524,6.04475,12.23275,20.52375,8.30425
385.22,7.92299999999,35.0206666667,21.3385833333,23.5601111111,7.49208333333,5.99258333333,12.1871666667,20.535,8.27108333333
385.58,7.89683333333,35.0881666666,21.3611666666,23.5202222222,7.4765,5.983,12.18125,20.5591666667,8.24816666667
385.94,7.87216666667,35.1715833334,21.4028333333,23.5561111111,7.42975,5.94491666667,12.1635,20.598,8.22133333333
386.30,7.87166666667,35.28275,21.45675,23.5863333333,7.42491666667,5.97625,12.1721666667,20.681,8.24858333333
386.66,7.87099999999,35.33475,21.4696666667,23.5828888889,7.40091666667,5.942,12.1465,20.7230833333,8.22825
387.03,7.8105,35.2958333334,21.412,23.5473333333,7.27175,5.85033333333,12.0324166667,20.6485833334,8.10516666667
387.39,7.78624999999,35.3150833334,21.3470833333,23.5211111111,7.19841666667,5.78816666667,12.03075,20.6363333334,8.05916666666
387.75,7.79666666667,35.421,21.4785833333,23.6544444445,7.21016666666,5.82775,12.0576666667,20.69575,8.07233333333
388.11,7.73833333333,35.3819166667,21.3941666667,23.5354444444,7.13375,5.74616666667,12.0185833333,20.6949166667,8.00608333333
388.47,7.72541666666,35.4115833333,21.3726666666,23.606,7.11391666667,5.72,12.0336666667,20.7335833333,7.97425
388.83,7.73083333334,35.409,21.3688333333,23.6205555555,7.12366666667,5.71883333333,12.0276666667,20.6895,7.93291666667
389.19,7.79425,35.5196666666,21.4379166667,23.7482222222,7.18383333333,5.78525,12.1220833333,20.7910833333,8.00175
389.55,7.79716666667,35.5454166666,21.4319166667,23.7737777778,7.18125,5.75866666666,12.1056666667,20.8238333333,7.9795
389.91,7.84458333334,35.657,21.5096666667,23.8928888889,7.28008333333,5.85816666666,12.191,20.9605,8.04933333333
390.27,7.85016666667,35.6203333333,21.5065,23.8842222222,7.28725,5.87475,12.2036666667,20.9505,8.08808333333
390.63,7.92058333333,35.7495,21.6058333333,24.0124444444,7.35216666667,5.94025,12.28175,21.0355,8.15233333333
391.00,7.98225,35.85125,21.7166666666,24.0742222222,7.47241666667,6.00216666667,12.3785,21.1816666667,8.25891666667
391.36,8.00374999999,35.9041666667,21.75525,24.1403333333,7.54708333333,6.04741666667,12.4253333333,21.2359166667,8.26866666667
391.72,8.00033333333,35.9141666667,21.74825,24.1191111111,7.549,6.03058333333,12.4371666667,21.26325,8.25725
392.08,8.04683333334,36.0140833334,21.8525,24.2322222222,7.61208333333,6.0935,12.4920833333,21.3666666667,8.29716666666
392.44,8.05791666668,36.08175,21.87475,24.2453333333,7.61308333334,6.1245,12.5170833333,21.3789166667,8.30858333333
392.80,8.07733333334,36.1555,21.9338333334,24.3325555556,7.63783333333,6.18008333333,12.57475,21.46825,8.37575
393.16,8.07241666666,36.1841666667,21.9625833333,24.3426666666,7.66533333333,6.21058333334,12.5733333333,21.515,8.3595
393.52,8.04166666668,36.2260833333,22.0056666667,24.368,7.68033333334,6.21016666667,12.56775,21.5716666667,8.35466666667
393.88,8.02649999999,36.2326666667,22.0085,24.3607777778,7.68033333333,6.15041666667,12.53975,21.5586666667,8.3305
394.24,8.04166666666,36.29175,21.9933333334,24.3804444444,7.68533333333,6.11975,12.5408333333,21.5901666666,8.3025
394.60,8.01050000001,36.2334166667,21.9503333333,24.302,7.66475,6.05383333333,12.5048333333,21.57225,8.27733333333
394.96,8.00791666666,36.2989166667,21.9501666667,24.3617777778,7.633,6.02975,12.4911666667,21.56025,8.262
395.32,8.02675,36.2573333333,21.9604166667,24.3448888889,7.59791666667,6.02441666667,12.49025,21.5845833333,8.27841666667
395.68,8.02674999999,36.2121666667,21.9164166667,24.2941111111,7.58475,6.02866666667,12.4626666667,21.6003333333,8.28275
396.04,8.04358333334,36.2155,21.9229166666,24.3314444445,7.57375,6.02408333333,12.4635833333,21.6178333333,8.30925
396.40,8.04683333333,36.1953333333,21.91625,24.3161111111,7.56058333333,5.97716666667,12.4501666667,21.616,8.28891666667
396.76,8.05191666666,36.2195,21.89725,24.2836666667,7.58766666667,5.95025,12.458,21.638,8.27575
397.12,8.05533333333,36.2474166666,21.9034166666,24.3108888889,7.54741666666,5.89391666667,12.4498333333,21.6615,8.25858333333
397.48,8.02191666667,36.2466666667,21.8696666667,24.3002222222,7.49075,5.83975,12.415,21.6268333333,8.21033333333
397.84,8.07333333333,36.30625,21.9035,24.3666666667,7.51483333333,5.91258333333,12.45125,21.6914166667,8.26575
398.20,8.05391666667,36.3424166667,21.9630833333,24.4095555556,7.49283333333,5.92641666667,12.4615,21.7351666666,8.27266666666
398.56,7.97275000001,36.2929166667,21.893,24.3793333333,7.40266666666,5.9025,12.3918333333,21.7005833333,8.19666666667
398.92,7.98558333332,36.2684166666,21.89375,24.3835555556,7.4245,5.95225,12.3983333333,21.7625,8.20225
399.28,7.95958333332,36.32125,21.95575,24.3738888889,7.40508333333,5.93166666667,12.3753333333,21.7695833333,8.18408333333
399.64,7.97466666667,36.4231666666,22.0490833333,24.4595555555,7.40916666667,5.9285,12.41525,21.8190833334,8.19866666667
400.00,7.96341666666,36.4869166667,22.0670833333,24.4481111111,7.41616666667,5.92633333334,12.454,21.872,8.196
400.36,7.95349999999,36.4255,22.0825,24.4314444444,7.41316666667,5.94941666667,12.4310833333,21.9061666667,8.20625
400.72,7.96658333334,36.4923333333,22.11425,24.5242222222,7.4295,6.00266666667,12.4239166667,21.9673333333,8.23983333333
401.08,7.98983333333,36.5848333333,22.1685833333,24.5586666667,7.49116666667,6.04341666667,12.4648333333,22.0068333333,8.28725
401.44,8.04675000001,36.5875,22.2008333333,24.5801111111,7.54283333333,6.11416666667,12.5280833333,22.0895833333,8.34866666667
401.80,7.99908333333,36.5285833333,22.1643333334,24.536,7.50425,6.06416666667,12.5409166666,22.0783333333,8.29516666667
402.16,7.96733333334,36.4345833333,22.0915,24.4993333333,7.51391666667,6.03208333333,12.48125,22.0373333333,8.2575
402.52,8.05549999999,36.5748333333,22.20325,24.622,7.62008333333,6.09258333333,12.58325,22.1604166667,8.35708333333
402.88,8.13758333334,36.6808333333,22.3115,24.734,7.68825,6.15316666667,12.6615833333,22.2655,8.45183333333
403.24,8.16649999999,36.751,22.3123333333,24.8496666667,7.74816666667,6.20616666667,12.71425,22.3055833334,8.48108333333
