wavelength,Back_LanVerm,Belly_LanVerm,Breast_LanVerm,Crissum_LanVerm,Crown_LanVerm,DorTail_LanVerm,Patch10_LanVerm,Patch11_LanVerm,Rump_LanVerm,Throat_LanVerm,WingTip_LanVerm
298.56,2.1478,3.05666666667,1.86946666667,2.56533333334,1.7562,6.59986666667,15.6507908046,2.38573333333,3.61206666667,3.11626666667,5.673
298.93,2.14493333333,3.04646666667,1.8192,2.57226666667,1.7106,6.4713,15.739829885,2.34933333333,3.68426666667,3.091,5.6581
299.30,2.03886666667,3.00293333333,1.698,2.49213333333,1.63293333333,6.3156,15.7794068965,2.21,3.6166,2.92866666667,5.55513333333
299.67,2.05566666667,3.08946666667,1.73853333333,2.57486666667,1.64486666666,6.2716,15.9767678161,2.23113333333,3.73573333333,2.94313333334,5.6482
300.04,2.3202,3.38513333333,2.07426666666,2.8488,1.9038,6.53663333333,16.4300666667,2.5172,4.10173333333,3.22373333333,5.87116666667
300.41,2.38706666667,3.4466,2.17693333333,2.8888,1.88766666667,6.513,16.5510735632,2.5382,4.19513333333,3.24586666667,5.8851
300.78,2.41933333333,3.561,2.24586666667,2.97393333333,1.8832,6.57796666667,16.6772068966,2.60733333333,4.281,3.326,5.89236666667
301.15,2.51693333333,3.71626666667,2.33546666667,3.07673333333,1.9352,6.62196666667,16.8475126437,2.75093333333,4.4454,3.4536,5.92396666667
301.52,2.68506666667,3.99693333333,2.4614,3.23206666667,2.12986666667,6.73796666667,17.1792252873,2.98313333333,4.699,3.59133333333,6.14236666667
301.89,2.7938,4.14286666667,2.55466666667,3.4634,2.196,6.81866666667,17.3466,3.06113333333,4.84626666667,3.697,6.25236666667
302.26,3.09833333333,4.42433333333,2.81633333333,3.748,2.44726666667,7.09196666667,17.6310229885,3.2918,5.12313333333,3.98926666667,6.4801
302.63,2.9998,4.36193333333,2.72433333333,3.68353333333,2.3984,7.00086666667,17.6460827586,3.12,5.02753333333,3.92426666667,6.366
303.00,2.90166666667,4.48273333333,2.68213333333,3.66286666667,2.3842,6.98836666667,17.7517977012,3.08073333333,4.99053333333,3.9664,6.38193333333
303.37,2.99153333333,4.67513333333,2.84513333333,3.84233333333,2.48586666667,7.07676666667,18.0062091954,3.22253333333,5.20986666667,4.13053333333,6.4397
303.74,2.90973333333,4.6504,2.86073333333,3.78913333333,2.42593333333,6.98813333333,18.1480114942,3.13766666667,5.1386,4.066,6.23953333333
304.10,2.58233333333,4.37593333333,2.55153333333,3.53193333333,2.16106666667,6.6187,18.0921218391,2.78813333333,4.82386666667,3.7166,5.9531
304.47,2.36273333333,4.2148,2.30726666667,3.43626666667,1.96826666666,6.35396666667,18.1098666667,2.58386666667,4.65726666667,3.541,5.7697
304.84,2.48093333333,4.36673333333,2.43246666667,3.5946,2.1042,6.49186666667,18.4509793104,2.7194,4.8408,3.68453333333,5.88223333333
305.21,2.5642,4.46886666667,2.50553333333,3.72613333333,2.21786666667,6.57003333333,18.7248850575,2.8218,4.94233333333,3.79046666667,6.0771
305.58,2.53293333333,4.4782,2.50133333333,3.67266666667,2.16566666667,6.57023333333,18.8289908046,2.7174,4.8454,3.73326666667,6.0118
305.95,2.2888,4.308,2.33666666667,3.31226666667,1.9306,6.3616,18.8371678161,2.47786666667,4.58326666667,3.4578,5.74146666667
306.32,1.96553333333,4.07546666667,2.11573333333,2.96453333334,1.64613333333,6.05426666667,18.7407724138,2.1566,4.28846666667,3.19186666667,5.38783333333
306.69,1.88406666667,4.11546666666,2.06366666667,2.85166666667,1.55393333333,5.9767,19.0683356322,2.13566666667,4.2392,3.16546666667,5.3698
307.06,1.9154,4.1068,2.1604,2.88353333333,1.55706666667,5.9632,19.2769034483,2.21013333333,4.2904,3.19853333333,5.33426666667
307.43,2.04706666667,4.17653333333,2.25206666667,2.9508,1.61253333334,6.0201,19.4772551724,2.27513333333,4.29186666667,3.29153333333,5.41066666667
307.80,2.22606666667,4.38406666667,2.39893333333,3.14046666667,1.78073333333,6.11016666667,19.6960436782,2.45153333333,4.4818,3.46093333333,5.57836666667
308.17,2.27866666667,4.5298,2.37386666667,3.2064,1.76726666667,6.18976666667,19.8263908046,2.54886666667,4.62773333334,3.53866666667,5.62036666667
308.54,2.35706666667,4.62846666667,2.38793333333,3.188,1.77553333333,6.26996666667,19.9543770115,2.64646666667,4.71966666667,3.56313333333,5.59133333333
308.90,2.40193333333,4.66026666667,2.37093333333,3.16333333333,1.73226666667,6.25316666667,19.9634068966,2.63586666667,4.64093333333,3.56146666667,5.58023333333
309.27,2.19893333333,4.504,2.19886666667,2.97566666667,1.54353333333,6.02756666667,19.8877931034,2.4378,4.4578,3.35206666667,5.33206666667
309.64,2.19766666666,4.52306666667,2.19186666667,3.03486666667,1.5674,6.01096666667,19.9664574713,2.4084,4.4678,3.34286666667,5.32536666667
310.01,2.48266666666,4.82093333333,2.42026666667,3.3652,1.86786666667,6.21553333333,20.2397517241,2.668,4.82766666667,3.6304,5.6251
310.38,2.70053333334,5.04993333333,2.59786666667,3.62973333333,2.09086666667,6.38043333333,20.5983241379,2.94213333333,5.11313333333,3.78893333333,5.8538
310.75,2.89893333333,5.2942,2.77473333333,3.88206666667,2.29186666667,6.53256666667,20.7825885057,3.1464,5.36013333334,3.99866666667,5.97783333333
311.12,2.90373333333,5.39026666667,2.74826666667,3.9282,2.30186666667,6.52333333333,20.9352666667,3.1188,5.39673333333,3.9986,5.96763333333
311.49,2.78286666667,5.37933333333,2.6592,3.87386666667,2.22433333333,6.4545,21.0281862069,3.0096,5.427,3.87953333333,5.86253333333
311.85,2.7234,5.411,2.60593333333,3.8398,2.16273333333,6.419,21.1398666666,2.974,5.42953333333,3.83966666667,5.80406666667
312.22,2.78173333333,5.4842,2.7398,3.91786666667,2.2034,6.4581,21.3363586207,2.97766666667,5.50626666667,3.8692,5.82326666667
312.59,2.89046666667,5.65526666667,2.91846666667,4.09493333333,2.35066666667,6.52396666667,21.5721448276,3.02173333333,5.58686666667,4.00406666667,5.97346666667
312.96,2.8664,5.7246,2.94893333333,4.11493333333,2.37186666667,6.4681,21.8278965517,3.01193333333,5.69026666666,4.01026666667,5.94033333333
313.33,2.9682,5.8826,3.06333333333,4.21253333333,2.42486666667,6.54693333333,22.0690298851,3.1292,5.82626666666,4.067,6.0087
313.70,3.0204,5.9948,3.1014,4.271,2.43566666667,6.56316666667,22.3642183908,3.19226666667,5.9936,4.15106666667,6.0602
314.07,2.92026666667,5.93046666667,2.96773333334,4.20573333333,2.28006666666,6.43896666667,22.5048666667,3.09133333333,5.92286666667,4.047,5.88856666667
314.43,2.724,5.83733333333,2.7982,4.0514,2.13266666667,6.28826666667,22.4722965517,2.8738,5.79879999999,3.89913333333,5.70723333333
314.80,2.51673333333,5.68,2.66993333333,3.92253333333,1.9612,6.12956666667,22.6432206896,2.66093333333,5.68006666667,3.70286666667,5.55643333333
315.17,2.48366666667,5.67346666667,2.70186666667,3.9092,1.9878,6.09876666667,22.8196436782,2.6464,5.75486666667,3.68833333333,5.58403333333
315.54,2.55793333333,5.78026666667,2.73773333333,3.9906,2.06953333333,6.12183333333,22.9593816092,2.78706666667,5.81306666666,3.78213333333,5.68756666667
315.91,2.6032,5.83126666667,2.739,4.0148,2.10986666667,6.16173333333,23.0858367816,2.77773333333,5.86046666666,3.80986666667,5.75926666667
316.28,2.65753333333,5.93846666667,2.74946666667,4.15833333333,2.1678,6.1762,23.291708046,2.86106666667,5.98726666668,3.87806666667,5.8128
316.64,2.47033333333,5.85606666666,2.53946666667,3.96886666667,1.952,6.0098,23.3635494253,2.71326666667,5.952,3.65953333333,5.61583333333
317.01,2.31506666667,5.7202,2.34346666667,3.85273333333,1.85893333333,5.88206666667,23.3144597701,2.52546666667,5.7998,3.50606666667,5.4522
317.38,2.42606666667,5.88753333333,2.4018,4.0258,2.05233333333,6.06073333333,23.6205908046,2.59786666667,6.0222,3.61753333333,5.5481
317.75,2.4574,5.97973333333,2.46173333333,4.041,2.14706666667,6.09033333333,23.7558666667,2.60973333333,6.10466666666,3.6416,5.53776666666
318.12,2.44646666667,6.00706666667,2.5244,3.9706,2.2024,6.0929,23.8394551724,2.5416,6.09520000001,3.6544,5.476
318.49,2.51646666667,6.04046666667,2.54833333333,4.03673333333,2.1728,6.09003333333,24.1252229885,2.5426,6.16133333333,3.75133333333,5.47993333333
318.85,2.67153333333,6.14253333333,2.59293333333,4.11606666667,2.22473333333,6.17526666667,24.1801724138,2.6848,6.19346666667,3.85673333333,5.58563333333
319.22,2.73526666667,6.17813333333,2.53953333333,4.1184,2.23053333333,6.2135,24.348708046,2.7176,6.212,3.84166666667,5.5934
319.59,2.691,6.11833333333,2.46446666667,4.0158,2.1218,6.16833333333,24.5347793103,2.5794,6.17046666666,3.78193333333,5.49836666667
319.96,2.7698,6.1854,2.49526666666,4.08846666667,2.11513333333,6.25943333333,24.8079563218,2.65226666667,6.27893333334,3.8908,5.4868
320.32,2.86913333334,6.27253333333,2.54593333333,4.09053333333,2.23326666666,6.38203333333,24.9399977012,2.7694,6.37966666667,3.98046666667,5.4903
320.69,2.86733333333,6.22626666667,2.57913333333,4.1554,2.2956,6.39056666667,25.0210252874,2.79333333333,6.41019999999,4.0482,5.4472
321.06,2.7046,6.13793333333,2.51053333333,4.07726666667,2.1408,6.2062,25.1173172414,2.68333333333,6.33340000001,3.9198,5.36513333333
321.43,2.75413333333,6.23093333333,2.63746666667,4.141,2.15513333333,6.15926666667,25.3186183908,2.74193333333,6.39433333333,4.02753333334,5.413
321.80,2.74873333333,6.21746666667,2.6528,4.19046666667,2.15126666667,6.14266666667,25.4256436782,2.81166666667,6.42566666666,4.04066666667,5.40976666667
322.16,2.72273333333,6.25613333333,2.6032,4.24513333334,2.12613333333,6.0952,25.4733356322,2.897,6.45846666667,4.04566666667,5.44576666667
322.53,2.70146666667,6.35626666667,2.63466666667,4.25673333333,2.11393333333,6.02623333333,25.5431678161,2.8494,6.47939999999,3.9682,5.45953333333
322.90,2.7638,6.50726666667,2.77513333333,4.41413333333,2.22126666667,6.05223333333,25.7725287356,2.919,6.67953333333,3.99693333333,5.52676666667
323.27,2.95466666667,6.81486666667,3.07786666667,4.6784,2.50593333333,6.3045,26.0821977011,3.19413333333,6.91599999999,4.2936,5.72993333333
323.63,3.16086666667,7.18186666667,3.358,5.0378,2.81873333333,6.57746666667,26.4316091954,3.51506666667,7.23553333333,4.61386666667,6.00056666667
324.00,3.19073333333,7.25633333333,3.40433333333,5.1188,2.93433333333,6.54503333333,26.5607333333,3.5396,7.26686666667,4.68133333334,6.0769
324.37,3.0776,7.26046666667,3.37386666667,5.1196,2.90793333333,6.4197,26.637754023,3.42953333333,7.22873333333,4.64613333333,6.0919
324.74,3.0988,7.28206666667,3.43226666667,5.12093333333,2.90186666667,6.43483333333,26.7061816092,3.4164,7.23040000001,4.66313333333,6.1862
325.10,3.2406,7.45053333333,3.58406666667,5.2724,3.01206666667,6.56613333333,26.9911816092,3.59,7.45400000001,4.78906666667,6.3353
325.47,3.00926666667,7.26333333333,3.3924,5.05873333333,2.7604,6.3361,26.7990896552,3.36306666667,7.27626666667,4.56593333333,6.0834
325.84,3.0796,7.36933333333,3.45726666666,5.14653333333,2.81093333333,6.448,27.0010137931,3.40113333333,7.34653333333,4.63426666667,6.1173
326.21,3.20773333333,7.54013333333,3.62186666667,5.301,2.94873333334,6.59203333333,27.3069724138,3.51773333333,7.53333333333,4.7894,6.25876666667
326.57,3.15293333333,7.52806666667,3.58346666667,5.28146666667,2.9842,6.6201,27.3887356322,3.54753333333,7.5482,4.8396,6.25076666667
326.94,3.0038,7.43473333333,3.44626666667,5.11933333333,2.87806666667,6.5185,27.4389057471,3.3902,7.47393333333,4.77006666667,6.09163333333
327.31,2.9416,7.33313333333,3.33,5.0332,2.739,6.40043333333,27.4889954023,3.27806666667,7.50533333333,4.65153333333,5.96993333333
327.67,2.74293333333,7.079,3.11453333333,4.79153333333,2.5344,6.13463333333,27.4181103448,3.0364,7.28639999999,4.3894,5.72556666667
328.04,2.615,6.95713333333,2.98213333333,4.6706,2.38166666667,6.03346666667,27.3939402299,2.9204,7.22146666666,4.26206666667,5.576
328.41,2.65166666667,6.9542,2.96473333333,4.6252,2.3246,6.0648,27.4637126437,2.96466666667,7.20266666667,4.23926666667,5.55973333333
328.78,2.77993333333,7.10806666667,3.0434,4.7544,2.44046666667,6.2093,27.7516735632,3.1256,7.34126666666,4.33386666666,5.64093333333
329.14,2.89486666666,7.235,3.09186666667,4.8526,2.5486,6.3548,27.9542068965,3.18206666667,7.45080000001,4.43733333333,5.68143333333
329.51,3.055,7.3736,3.18246666667,4.9944,2.75213333333,6.55253333333,28.3106,3.31466666667,7.59839999999,4.61793333333,5.83573333333
329.88,2.96813333333,7.34846666666,3.1172,4.93253333333,2.64973333333,6.4396,28.2507126437,3.24786666667,7.61726666667,4.54606666667,5.79123333333
330.24,2.87733333333,7.26846666667,3.0264,4.83313333333,2.51246666667,6.2558,28.2937609195,3.11426666667,7.51506666666,4.435,5.60763333333
330.61,3.0006,7.29546666667,3.09813333333,4.91266666667,2.5482,6.27063333333,28.4092597701,3.1904,7.5936,4.47846666667,5.6461
330.98,2.93646666667,7.2102,3.0116,4.838,2.42306666667,6.03193333333,28.4837264368,3.12826666667,7.47493333333,4.3744,5.54783333333
331.34,2.76593333333,7.09173333333,2.91413333333,4.76086666667,2.33593333333,5.8391,28.4673241379,2.9816,7.28106666667,4.24406666667,5.45423333333
331.71,2.8118,7.18353333333,3.02726666667,4.88026666667,2.44373333333,5.9457,28.5331471265,3.04153333333,7.41226666667,4.361,5.5665
332.08,2.869,7.26026666667,3.1876,4.96593333333,2.5342,5.9891,28.7581241379,3.0878,7.4788,4.3888,5.6258
332.44,2.9232,7.31613333333,3.2624,5.04586666667,2.59666666667,6.02116666667,29.0076505747,3.09873333333,7.66233333334,4.50553333333,5.70696666667
332.81,2.90253333333,7.35233333333,3.30653333333,5.08073333333,2.65066666667,5.986,29.1097977012,3.08633333333,7.71753333333,4.55806666667,5.74016666667
333.18,2.807,7.3482,3.27706666667,5.04513333333,2.5618,5.92116666667,29.1144367816,2.99713333333,7.64400000001,4.50726666667,5.71193333333
333.54,2.81193333333,7.40533333333,3.29846666667,5.07973333333,2.55006666667,5.9143,29.1890367816,3.01106666667,7.64086666667,4.5116,5.75553333333
333.91,2.8818,7.49213333333,3.32573333333,5.11166666667,2.59613333334,5.9513,29.336337931,3.00513333333,7.65453333333,4.57753333333,5.78513333333
334.28,2.93506666667,7.57266666667,3.3902,5.23773333333,2.70546666667,6.09343333333,29.4899471265,3.066,7.77786666667,4.6602,5.9243
334.64,2.8638,7.6526,3.40106666666,5.24806666667,2.6602,6.071,29.6727977011,3.00986666667,7.81139999999,4.60333333333,5.89133333333
335.01,3.01,7.87506666667,3.59373333333,5.4488,2.85353333333,6.36223333333,29.8556528736,3.15486666667,8.05566666667,4.77473333333,6.07663333333
335.38,2.99033333333,7.908,3.61,5.43993333334,2.82153333333,6.40363333333,29.9118528735,3.0806,8.08720000001,4.77573333333,6.0169
335.74,2.9614,7.89973333333,3.57273333333,5.3784,2.70706666667,6.32803333333,29.9065793103,3.0072,8.05593333333,4.71406666667,5.9104
336.11,2.9566,7.91846666667,3.5604,5.35773333333,2.7024,6.2999,29.8307678161,2.99673333333,8.07406666666,4.7066,5.8896
336.47,2.88813333333,7.92186666667,3.53413333334,5.335,2.6536,6.2324,29.7918091954,2.93593333333,8.00833333334,4.66806666667,5.79943333333
336.84,2.813,7.89366666667,3.43546666667,5.25626666667,2.52406666667,6.17703333333,29.8089425288,2.821,7.938,4.60706666667,5.6148
337.21,2.83926666667,7.90933333333,3.45106666666,5.2422,2.61126666667,6.1939,29.8359885057,2.81773333333,7.98753333333,4.66246666667,5.5883
337.57,2.8512,7.9358,3.47753333333,5.26033333333,2.62786666667,6.18686666667,29.9120689655,2.80646666667,8.06706666667,4.6574,5.57126666666
337.94,2.85826666667,8.0,3.5036,5.33613333333,2.67346666666,6.1579,30.057216092,2.8564,8.15093333333,4.6976,5.5323
338.31,2.8284,8.03646666667,3.50946666667,5.32393333333,2.6634,6.06323333333,30.0670896552,2.84673333334,8.11366666667,4.61286666667,5.47676666667
338.67,2.80973333333,7.985,3.49786666667,5.2958,2.6624,6.03676666667,30.0324183908,2.82793333333,8.1112,4.60746666667,5.44856666667
339.04,2.81513333333,7.97306666667,3.47066666667,5.2572,2.65953333333,5.99103333333,30.1142413793,2.798,8.09333333333,4.6072,5.43423333333
339.40,2.8672,8.00406666667,3.41326666667,5.2568,2.67793333333,5.96563333333,30.2796321839,2.84253333333,8.14393333334,4.6214,5.4741
339.77,2.77586666667,7.92993333333,3.301,5.1902,2.66546666667,5.91123333333,30.388245977,2.8082,8.09640000001,4.52246666667,5.39286666667
340.14,2.67293333333,7.85853333333,3.16646666667,5.10193333333,2.579,5.78043333333,30.5010804598,2.69873333333,8.03773333333,4.4292,5.30136666667
340.50,2.68886666667,7.8636,3.12946666667,5.13733333333,2.5898,5.7381,30.5856574713,2.64913333333,7.98786666667,4.34713333333,5.29453333333
340.87,2.64346666667,7.78333333334,3.10773333333,5.1194,2.53673333333,5.65906666667,30.6262735632,2.59573333333,7.99666666667,4.2572,5.28416666667
341.23,2.5608,7.74073333333,3.05513333333,5.11686666667,2.4158,5.5633,30.8062528736,2.56826666667,7.96006666667,4.14586666667,5.2185
341.60,2.62593333333,7.82473333333,3.1006,5.16186666667,2.47146666667,5.57023333333,30.9049402299,2.62766666667,7.9628,4.19233333333,5.23456666667
341.96,2.62153333333,7.81973333333,3.109,5.12713333333,2.47013333333,5.55786666667,31.0427195402,2.57673333333,7.99826666666,4.16093333333,5.283
342.33,2.6178,7.8476,3.06626666667,5.1096,2.45826666667,5.5697,31.230691954,2.57193333333,8.07846666667,4.18393333333,5.30193333333
342.70,2.5664,7.8776,2.99713333333,5.0776,2.4068,5.5066,31.4156390805,2.5344,8.06673333333,4.14486666667,5.29523333333
343.06,2.6004,7.93793333333,3.02513333333,5.1772,2.43986666667,5.562,31.6333655172,2.56626666667,8.13053333333,4.18933333333,5.31846666667
343.43,2.58646666667,7.9868,3.08993333333,5.25213333333,2.45066666667,5.56743333333,31.6866091954,2.5858,8.12973333333,4.2602,5.3305
343.79,2.7022,8.15506666667,3.23206666667,5.36526666667,2.53313333333,5.67953333333,31.8528965517,2.6834,8.28953333334,4.39073333333,5.4684
344.16,2.77606666667,8.24206666667,3.31013333333,5.455,2.59913333333,5.77743333333,31.9947632184,2.798,8.38633333333,4.5026,5.52046666667
344.52,2.745,8.23746666667,3.31386666667,5.44446666666,2.5826,5.80703333333,32.0438298851,2.84186666667,8.44046666667,4.54506666667,5.48056666667
344.89,2.8802,8.43860000001,3.4476,5.58133333333,2.73226666666,5.96763333333,32.2057149425,2.99926666667,8.59873333333,4.72226666667,5.59323333333
345.25,3.0008,8.57793333334,3.55333333333,5.6806,2.86326666667,6.0783,32.3061425287,3.102,8.72766666666,4.8628,5.69723333333
345.62,2.95613333333,8.55313333334,3.51146666667,5.68306666667,2.8154,6.05896666667,32.3733126437,3.04086666667,8.74873333334,4.83226666667,5.6642
345.99,3.0136,8.59913333333,3.54913333333,5.77513333333,2.8392,6.1177,32.420554023,3.09033333333,8.75513333333,4.8948,5.6816
346.35,3.05973333333,8.65800000001,3.61653333333,5.8556,2.87973333333,6.1909,32.547662069,3.114,8.79373333333,4.97813333333,5.6946
346.72,3.19453333333,8.77573333334,3.72633333333,5.99146666667,2.9976,6.29883333333,32.6310758621,3.2024,8.88066666667,5.0342,5.7146
347.08,3.24046666667,8.85073333333,3.8174,6.02886666667,3.07953333333,6.34206666667,32.6464114942,3.27406666667,8.92846666667,5.07726666667,5.75243333334
347.45,3.34086666667,8.94866666666,3.93493333333,6.10933333333,3.20046666667,6.40706666667,32.6550413793,3.3482,9.01713333334,5.11753333333,5.81913333333
347.81,3.40953333333,9.0094,3.9936,6.18993333333,3.2496,6.4274,32.7924712644,3.3808,9.0496,5.15513333333,5.86303333333
348.18,3.475,9.13666666667,4.04753333333,6.33273333333,3.33213333333,6.5214,33.0132275862,3.42606666667,9.15660000001,5.19933333333,5.95023333333
348.54,3.60793333333,9.29279999999,4.19066666667,6.43706666667,3.48033333333,6.63336666667,33.2244321839,3.51326666667,9.31626666666,5.31426666667,6.06263333333
348.91,3.54326666667,9.27773333333,4.11973333333,6.41366666667,3.4164,6.5607,33.3268,3.44373333333,9.27299999999,5.2318,5.99216666667
349.27,3.5112,9.22473333333,4.09653333333,6.4134,3.39906666667,6.52893333333,33.3437862069,3.4376,9.24473333334,5.1932,5.94583333333
349.64,3.5262,9.27693333333,4.15546666667,6.443,3.43766666667,6.57296666667,33.3977678161,3.4806,9.28486666666,5.25886666667,5.9709
350.00,3.5208,9.28760000001,4.2062,6.45213333334,3.47306666666,6.56693333333,33.4503770115,3.52786666666,9.30973333334,5.2316,5.96816666667
350.37,3.46953333333,9.19613333334,4.16693333334,6.4092,3.45693333333,6.5072,33.3945103448,3.49393333333,9.27426666666,5.16333333333,5.9399
350.73,3.36746666667,9.09386666667,4.07953333333,6.29373333333,3.38853333333,6.42576666667,33.467462069,3.38626666667,9.24753333333,5.1436,5.87376666667
351.10,3.34813333333,9.09373333333,4.0352,6.26853333333,3.3498,6.39046666667,33.5892528736,3.36146666667,9.2546,5.174,5.83803333333
351.46,3.2944,9.03699999999,3.9542,6.2456,3.26546666667,6.3496,33.7365678161,3.28653333333,9.23499999999,5.12213333333,5.8032
351.83,3.15493333333,8.94233333333,3.85666666667,6.16406666667,3.14186666667,6.21323333333,33.7543678161,3.15653333333,9.16126666666,5.00326666667,5.6633
352.19,3.189,8.95146666667,3.9062,6.148,3.13433333334,6.18656666667,33.7547632184,3.14366666667,9.17853333333,5.0052,5.6365
352.55,3.12466666667,8.90193333334,3.81793333333,6.05233333333,3.03373333333,6.0743,33.8105885058,3.03673333333,9.1098,4.89606666666,5.55623333333
352.92,3.07353333333,8.82346666667,3.79046666667,5.97853333333,2.981,6.00153333333,33.7968091954,2.97253333333,9.05813333333,4.84193333333,5.52283333333
353.28,3.09853333333,8.90053333333,3.88066666667,6.02466666667,3.02566666667,5.98233333333,33.8955885057,2.99293333333,9.10433333333,4.85673333333,5.5624
353.65,3.07686666667,8.89166666667,3.83986666667,6.00533333333,3.0092,5.91626666667,34.0904045977,2.97306666667,9.09853333334,4.79053333333,5.52336666667
354.01,3.01626666667,8.87733333333,3.79273333333,5.93886666667,2.93486666667,5.84196666667,34.175154023,2.87913333333,9.05646666666,4.72953333333,5.47433333333
354.38,3.05773333333,8.92879999999,3.8296,5.98526666667,2.93686666667,5.86306666667,34.2787448276,2.8964,9.06906666667,4.77,5.47213333333
354.74,3.10506666666,9.01373333333,3.88726666667,6.08286666667,2.9822,5.91823333333,34.3928413793,2.967,9.1282,4.808,5.5439
355.11,3.11293333333,9.01186666667,3.90813333333,6.13426666667,3.0048,5.88483333333,34.4603632184,2.97706666667,9.17253333333,4.75906666667,5.5897
355.47,3.2052,9.11700000001,3.99266666667,6.22833333333,3.09193333333,5.98556666667,34.6225034483,3.07633333333,9.28620000001,4.8558,5.65473333333
355.83,3.23306666667,9.15873333334,3.9912,6.21986666667,3.11833333333,6.0289,34.6979287356,3.12773333333,9.33693333334,4.9014,5.7064
356.20,3.0896,9.00973333334,3.84466666667,6.07113333333,2.9862,5.8835,34.6541655172,3.02213333333,9.19693333334,4.76533333333,5.59813333333
356.56,3.12606666667,9.03699999999,3.86413333333,6.13766666667,3.04446666667,5.93063333333,34.7874114943,3.08306666667,9.23886666667,4.8136,5.64303333333
356.93,3.186,9.121,3.92613333333,6.23366666667,3.1154,6.00013333333,34.8700689655,3.14946666667,9.32039999999,4.8784,5.71633333333
357.29,3.15753333333,9.08006666667,3.88586666667,6.19466666666,3.0812,6.00616666667,34.9320206897,3.0992,9.32773333333,4.87033333333,5.65536666667
357.66,3.08613333333,8.99273333333,3.82646666667,6.16353333333,2.98346666667,5.98723333333,34.9324873563,3.00826666667,9.26526666667,4.81966666667,5.58843333333
358.02,3.01746666667,8.93733333334,3.75833333333,6.15566666667,2.91566666667,5.95513333333,34.9426666667,2.9552,9.22306666666,4.79246666666,5.5128
358.38,2.9996,8.95193333333,3.73206666667,6.127,2.88993333333,5.92916666667,35.0509425287,2.9478,9.25613333334,4.77053333333,5.47613333333
358.75,2.9902,8.93960000001,3.74446666667,6.10933333333,2.8728,5.93913333333,35.1055126437,2.95133333333,9.27233333333,4.77086666667,5.45566666667
359.11,2.899,8.9292,3.69433333333,6.00366666667,2.7862,5.9184,35.066954023,2.88333333333,9.1768,4.72693333333,5.36123333333
359.48,2.87433333334,8.93020000001,3.71826666667,5.982,2.75386666667,5.86933333333,35.1038666667,2.8738,9.13739999999,4.70333333333,5.34666666667
359.84,2.89533333333,8.96013333333,3.75913333333,6.00873333333,2.78113333333,5.89223333333,35.1984367816,2.87553333333,9.14579999999,4.7202,5.31896666667
360.20,3.0318,9.09406666667,3.92446666667,6.14206666667,2.89653333334,6.02043333333,35.3769770115,2.99593333333,9.26346666667,4.87186666667,5.44496666667
360.57,3.0444,9.13820000001,3.98326666667,6.19446666667,2.91966666667,6.01283333333,35.4485471264,3.03453333333,9.31319999999,4.91286666666,5.47593333333
360.93,3.10386666667,9.20940000001,4.0286,6.23433333334,2.96053333333,6.04473333333,35.5702505747,3.08713333333,9.3482,4.9698,5.49416666667
361.29,3.0758,9.19060000001,3.96366666667,6.2038,2.9036,5.989,35.6469678161,3.02786666667,9.28959999999,4.93193333333,5.4752
361.66,3.1472,9.25853333334,4.03513333333,6.25693333333,2.97986666667,6.02053333333,35.7122114943,3.08486666667,9.35993333334,4.974,5.54323333333
362.02,3.1962,9.30146666668,4.09586666666,6.27813333333,3.03826666667,6.0711,35.7967977012,3.13206666667,9.422,5.0174,5.5866
362.39,3.14913333333,9.26179999999,4.05966666667,6.24713333333,3.0052,6.02673333333,35.8376321839,3.0842,9.37226666667,4.98713333333,5.56516666667
362.75,3.16246666667,9.26546666666,4.05973333333,6.25346666667,3.0006,6.0042,35.8768022988,3.08606666667,9.34893333333,5.00293333333,5.568
363.11,3.22706666667,9.2832,4.10206666667,6.32466666667,3.03886666667,6.0196,36.0591310345,3.1426,9.42640000001,5.05526666667,5.61326666667
363.48,3.2606,9.31466666666,4.14033333333,6.36086666667,3.08593333333,6.07563333333,36.1623448276,3.17273333333,9.50906666667,5.1018,5.6435
363.84,3.299,9.34706666667,4.16193333333,6.4034,3.097,6.10743333333,36.2885494253,3.18713333333,9.54313333334,5.1418,5.69126666667
364.20,3.2832,9.35406666667,4.13806666667,6.41653333333,3.08986666667,6.11456666667,36.3399471265,3.18233333334,9.56406666667,5.13933333333,5.67776666667
364.57,3.29306666667,9.36186666666,4.12626666667,6.41053333333,3.0772,6.14643333333,36.4249126437,3.1712,9.56593333334,5.14453333333,5.65253333333
364.93,3.246,9.27693333334,4.07986666667,6.34713333334,3.018,6.09153333333,36.4704091954,3.1008,9.50859999999,5.08213333333,5.60253333333
365.29,3.24586666667,9.28626666667,4.08106666667,6.3644,3.018,6.11473333333,36.5330505747,3.11053333333,9.53226666667,5.0586,5.6134
365.66,3.2076,9.2464,4.05333333334,6.33046666666,2.98793333333,6.07013333333,36.5268528736,3.07793333333,9.4834,5.0094,5.5459
366.02,3.1678,9.18006666667,4.02213333334,6.31273333333,2.94913333333,6.0171,36.5786804598,3.03306666667,9.45413333333,4.97526666667,5.499
366.38,3.13946666667,9.1292,4.024,6.29466666667,2.907,5.9872,36.5664666667,2.98826666667,9.42393333333,4.93446666666,5.4604
