wavelength,Back_LanVerm,Belly_LanVerm,Breast_LanVerm,Crissum_LanVerm,Crown_LanVerm,DorTail_LanVerm,Patch10_LanVerm,Patch11_LanVerm,Rump_LanVerm,Throat_LanVerm,WingTip_LanVerm
208.77,-42.6805333333,-30.4466666667,-41.3746,-43.7114,-40.6186666667,-65.2577333333,-45.9818413793,-85.6358,-47.2852,-56.22,-58.4535333333
209.14,-41.4432666667,-29.8281333333,-39.0377333333,-42.4742,-37.8007333333,-62.7490666667,-42.1826321839,-80.6872666667,-44.5359333333,-50.4467333333,-56.1168666667
209.52,-42.9861333333,-33.8195333333,-41.0417333333,-40.0,-36.3194666666,-64.2707666667,-41.9659885057,-80.625,-45.625,-50.0000666667,-55.6943666667
209.90,-41.4183333333,-42.9787333333,-40.9219333333,-44.5390666667,-37.4468,-69.7516333333,-43.4089931035,-86.312,-49.3617333334,-51.4892666667,-59.8226666667
210.28,-36.3120666667,-37.234,-38.3688,-41.2056666667,-31.773,-67.9078333333,-39.7236390805,-81.5602,-43.9007333333,-46.1701333333,-57.1986
210.66,-44.7138666667,-39.798,-47.5422,-45.3198666666,-37.5757333333,-72.2222,-45.0968528735,-81.0774,-52.7271333333,-52.0539333333,-64.6128666667
211.03,-40.0725333333,-33.1884,-45.3624,-41.4493333333,-30.8694666667,-68.2971333333,-38.1084988506,-77.1738,-49.9275333333,-49.6376666667,-57.3912333333
211.41,-35.6043333333,-30.1098,-40.7326,-37.2894,-25.348,-63.1867666667,-30.2211011494,-71.0623333333,-41.4650666667,-42.2711333333,-55.8974
211.79,-44.5925333333,-40.8889333333,-51.7036666667,-46.0000666667,-32.2964,-72.3703666667,-34.1559241379,-76.889,-47.7777333333,-47.1112,-62.7778333333
212.17,-28.4589333333,-24.2294666667,-31.4695333333,-28.3870666667,-16.6309333333,-52.4373,-15.2910758621,-56.3441333333,-27.1684,-31.828,-46.7385
212.55,-20.924,-17.7557333333,-22.2442666667,-19.538,-8.97673333333,-44.1914333333,-7.79798850574,-46.1385333333,-22.5082666667,-26.0066,-40.7260666667
212.92,-14.1817333333,-8.90913333334,-14.9090666666,-9.69706666668,-3.21206666669,-33.4545666667,-2.39488275862,-35.3938666667,-13.3939333333,-18.6666,-30.8484333333
213.30,-6.97253333334,1.40699999999,-7.09473333331,0.36693333332,2.87473333335,-23.7614,6.23005517241,-26.9724,-4.46473333335,-12.6605333333,-24.2812666667
213.68,-14.6032,-2.22226666667,-11.6190666667,-9.52366666666,-6.28573333334,-27.6825333333,1.78433333333,-32.127,-9.07946666669,-18.2223333333,-31.6825666667
214.06,-17.4842666667,2.89326666667,-13.5848666667,-11.8868,-6.98113333333,-23.9623,1.53986896551,-28.9937333333,-7.35853333333,-16.2894,-29.2137666667
214.44,-27.3266,-6.33659999999,-20.5940666667,-22.7722666667,-20.1980666667,-27.9207,-7.79322988505,-40.2640666667,-15.3135333334,-23.3003333333,-37.7557666667
214.81,-30.4120666667,-9.81273333334,-20.4495333334,-31.2360666667,-27.266,-29.1761,-10.4095149425,-48.4644,-14.2321333333,-21.5728666667,-38.9512666667
215.19,-41.8824,-24.2353333334,-33.4118666667,-42.9018666667,-43.2156666666,-41.9999,-22.4015770115,-60.8627333333,-29.5686,-30.745,-52.6666
215.57,-32.3703333333,-17.3334666667,-25.7778666667,-34.5926666667,-39.8519333333,-32.3704333333,-17.1801218391,-53.0369333333,-28.3703333333,-22.8888666667,-45.1112333333
215.95,-28.0620666667,-9.6124,-21.5504,-30.0,-37.2868,-26.9378333333,-13.9053425287,-47.907,-26.7442666667,-18.3720666667,-44.8061666667
216.32,-36.1567333333,-18.8234666667,-32.5489333333,-35.2156666667,-46.4315333333,-36.3921,-20.6869356322,-56.3137333333,-36.7059333333,-26.0392,-50.4313
216.70,-44.25,-20.5,-38.3333333334,-40.75,-53.6666666667,-39.0833333333,-23.683908046,-62.75,-42.1666666667,-33.25,-51.4166666667
217.08,-40.1568666667,-15.5296,-34.5881333333,-40.4705333333,-49.9606666667,-35.4119,-19.972891954,-58.6667333333,-41.7254666667,-34.353,-48.8627666666
217.46,-39.5698666667,-17.8495333333,-32.6164666667,-42.7957333333,-48.8888666666,-32.5089666667,-18.823354023,-58.7814,-41.0036666667,-32.9749333333,-45.8063333333
217.83,-39.2753333333,-17.8261333333,-30.8695333333,-40.2898,-50.3622,-33.6232666667,-19.5002367816,-62.5362,-45.3623333333,-32.1014,-45.2535333333
218.21,-42.8772666667,-24.4211333333,-36.1402666667,-40.3509333333,-56.4912666667,-42.9472,-22.0569586207,-67.5788666667,-50.2455333333,-38.1052666667,-52.1754666667
218.59,-36.0666666667,-17.8666666667,-31.6,-33.9333333333,-48.8,-41.2666666667,-16.9057471265,-62.4666666667,-45.4666666667,-34.3333333333,-44.8666666667
218.97,-29.1262,-12.8156,-29.1261333333,-31.6506666666,-41.9418666667,-37.5081333333,-9.39850804597,-56.5048,-40.4531333333,-31.7798666667,-39.0939
219.34,-25.3822666667,-9.72493333334,-23.9144,-26.4832,-33.1498,-32.6298,-3.73945517241,-49.7859333333,-32.5383333333,-28.1345333333,-32.6606666667
219.72,-33.2709333333,-16.3242,-31.5886666667,-33.4578666667,-36.8224,-40.1558333333,-7.93437471264,-57.1962,-37.3832666667,-36.2616,-33.458
220.10,-35.1683333333,-19.5107333334,-31.1925333333,-36.9419333333,-37.1865333333,-43.1803666667,-8.68915632185,-58.8380666667,-36.3302666667,-37.3089333333,-33.0275
220.47,-28.9880666667,-15.0594,-25.1785333333,-32.5,-29.9999333333,-39.9107333333,-3.28600459769,-52.0832,-29.2858,-30.6548666667,-26.2499
220.85,-20.4408,-10.0826666667,-18.7878,-24.7382666667,-23.3608666667,-31.7907,1.54084827586,-41.9284,-19.5040666667,-21.3223333333,-19.1184666667
221.23,-18.3482,-12.0354666667,-18.9380666667,-24.2478,-22.9498,-32.4483,1.24713333334,-41.534,-17.5221333333,-21.4748666667,-18.1122333333
221.61,-14.0984666667,-7.97813333334,-16.448,-19.8907333333,-18.3607333333,-31.0928666667,1.27390344827,-33.6066666667,-13.989,-19.5082,-14.9726666667
221.98,-12.3648,-5.35619999999,-15.5555333333,-17.4359333333,-12.7064666666,-29.3732333333,3.93747126438,-30.5414,-9.62966666668,-19.7719333333,-13.3333
222.36,2.99206666665,7.24406666667,-0.7348,-3.202,2.4672,-11.4435,14.2364666667,-12.3358666667,3.93699999999,-4.93439999999,1.83736666667
222.74,2.53693333335,6.19473333332,0.82586666666,-2.89079999999,4.5428,-9.23296666667,18.3297816092,-9.85253333333,7.2566,-5.54566666665,1.4749
223.11,-10.3630666667,-5.41253333333,-7.06279999998,-8.84486666667,-7.39266666665,-20.7258666667,9.98301839081,-22.2442,-3.1682,-17.5578,-10.4950333333
223.49,-3.63633333333,-0.606066666674,-1.33333333333,-5.39379999999,-5.57573333334,-14.1515,11.2518367816,-16.6666,2.36353333333,-12.8485333333,-6.63636666665
223.87,7.06886666667,10.9196,10.7472,3.44833333333,3.27579999998,-2.44243333333,19.9742390805,-3.6206,11.6667333333,-3.33333333332,1.29306666667
224.24,12.3656,16.7205333333,15.215,9.4086,6.72033333335,4.38163333333,22.5175701149,3.38706666667,16.4516666667,0.05386666666,6.1828
224.62,13.6434,19.5865333333,17.3127333333,13.0232666667,6.20153333333,7.13166666667,22.1099816092,5.89140000001,17.8811333333,2.32560000001,8.50126666665
225.00,14.4198666666,20.3951333333,18.2221333333,15.9012666667,5.97540000001,7.38266666667,22.0026091954,6.56793333333,15.5060666667,3.99993333332,9.77783333334
225.38,12.3678,17.8390666667,18.8964666667,15.2184,5.24133333333,7.03433333333,22.2036367816,5.56326666667,14.4826,5.05746666665,9.65533333334
225.75,6.21219999999,11.3637333333,14.1919333333,8.28286666665,-1.86873333334,2.19693333334,16.2225816092,-2.52519999999,7.7272,0.707066666666,3.61113333333
226.13,6.4864,9.90999999999,13.5135333333,6.3062,-2.20713333332,3.19813333333,14.8569885057,-1.66666666667,7.79293333333,2.70273333335,4.07653333334
226.51,-2.13340000002,4.26673333333,7.73333333333,-0.622266666662,-8.97773333334,-2.77766666667,9.14480689656,-9.46666666666,0.0889333333334,-3.37786666665,-3.15553333334
226.88,-0.900933333339,5.1894,6.27026666666,1.11700000001,-5.94606666667,0.0901666666674,8.33787126437,-6.55866666667,0.576466666666,-0.216266666659,0.630599999998
227.26,-4.71946666666,1.22113333333,1.58426666666,-3.53133333333,-8.84499999999,-3.41590000001,3.07272873563,-9.5378,-3.26746666666,-4.25746666667,-2.11216666666
227.64,-3.71966666667,1.85986666667,2.0028,-3.26186666666,-6.46646666666,-1.55940000001,3.43441609196,-7.69673333333,-2.23173333333,-2.5752,-0.200333333332
228.01,-2.6132,1.31866666667,2.2222,-1.392,-3.8828,-0.219833333334,4.46211034483,-6.86213333334,-5.99897909126e-13,-1.88033333333,0.622733333333
228.39,-2.46826666667,0.464133333332,2.2152,-1.35006666667,-3.22793333333,1.22366666667,4.13347816092,-6.79326666667,-0.253266666667,-1.32906666667,1.02326666667
228.76,-5.1222,-2.71746666667,-0.821066666666,-4.82886666667,-4.88766666667,0.215066666667,1.41647586207,-9.63833333333,-3.96886666666,-3.53853333333,-1.5933
229.14,-5.18513333333,-3.37846666667,-1.69826666667,-6.233,-4.51666666667,-0.280033333334,0.970616091956,-9.61146666667,-3.37846666667,-4.13726666666,-2.1409
229.52,-5.61846666667,-3.31626666666,-2.62886666667,-6.99319999999,-4.98293333333,-0.523966666668,0.821868965516,-9.26119999999,-3.29906666667,-4.36420000001,-2.45696666667
229.89,-7.04620000001,-4.2574,-4.373,-8.00326666667,-6.53459999999,-1.7987,-0.002342528736,-10.1154,-3.81186666667,-6.58413333333,-3.46523333333
230.27,-6.68253333333,-3.42806666667,-4.15486666667,-7.37759999999,-4.88159999999,-0.860933333332,0.896650574712,-8.86260000001,-2.7014,-6.09793333333,-2.43286666667
230.65,-7.34593333333,-4.13893333333,-4.9132,-8.16746666665,-5.21319999999,-1.2085,0.36220689655,-9.11526666666,-3.27006666667,-6.57173333333,-2.64610000001
231.02,-8.47026666667,-6.15133333333,-5.94199999999,-9.85513333333,-6.69886666666,-2.6409,-0.937344827586,-9.83886666667,-4.6538,-8.2608,-4.13840000001
231.40,-5.92419999999,-4.455,-3.53866666667,-7.21979999999,-3.80733333333,0.276466666666,1.56835172414,-6.8246,-1.70613333333,-5.6714,-2.14063333333
231.78,-5.87659999999,-4.3292,-3.42386666667,-6.23886666666,-3.2262,-0.106866666666,2.44355862069,-6.60073333333,-1.00406666667,-5.46493333334,-2.32113333333
232.15,-11.2194,-10.4425333333,-9.41273333335,-12.4840666667,-8.83459999998,-7.00083333333,-3.1647816092,-12.1227333333,-7.29893333333,-11.3278,-7.79576666666
232.53,-10.6666666667,-10.9630666667,-10.0,-12.1112,-7.33333333333,-7.54630000001,-2.30214022988,-11.8888,-7.0,-11.0742,-6.94443333333
232.90,-9.11799999999,-10.2692666667,-8.78373333334,-10.2506,-6.12813333333,-7.14943333334,-0.615416091955,-10.5849333333,-5.44093333333,-10.2506,-6.24883333333
233.28,-6.53886666667,-7.45213333334,-5.58886666667,-7.05026666666,-4.2374,-4.16436666667,2.45635402298,-7.61646666667,-3.19633333333,-7.41546666665,-3.82656666667
233.66,-3.1374,-5.09813333333,-2.17473333333,-4.40286666667,-1.6044,-0.632733333334,4.97140919541,-4.492,-0.962533333334,-4.77713333333,-1.20313333333
234.03,0.191400000001,-2.99393333333,0.852800000002,-1.793,1.25333333333,2.01913333334,7.23687586207,-1.34033333333,0.765933333334,-1.87993333333,0.644033333333
234.41,-0.454933333333,-4.0944,0.2274,-1.71473333333,-0.769866666668,0.875,6.534554023,-2.39726666667,-1.01486666667,-3.44706666667,-0.752533333333
234.78,0.266666666665,-4.1,-0.150000000001,-1.93333333333,-1.03333333333,0.108333333332,6.24137931034,-3.41666666667,-1.01666666667,-4.36666666667,-1.31666666667
235.16,1.25006666666,-2.17946666667,1.07373333334,-0.4968,-0.064133333332,0.616966666668,7.43748965517,-3.125,-0.112066666665,-2.9808,0.376533333333
235.54,3.69186666667,1.64753333333,3.50886666667,2.01373333333,2.10533333334,2.94423333333,10.3116597701,-0.8084,1.78486666667,-0.488133333333,3.0281
235.91,3.1904,2.375,3.54793333333,2.08866666667,1.90273333333,3.78396666667,10.267845977,-0.615066666666,1.21606666667,-0.901266666665,3.38336666667
236.29,5.93766666667,6.69326666667,7.051,6.20273333333,4.93053333333,8.8734,13.4466988506,3.41946666667,4.8642,2.7302,7.157
236.66,6.15793333334,7.92506666667,7.577,6.5862,4.12326666667,10.3480333333,14.1328781609,4.48466666667,4.99326666667,3.38686666666,7.67063333333
237.04,5.73926666667,8.10486666667,7.19073333333,6.00813333334,3.37366666667,10.6719333333,14.1912045977,4.74453333333,5.1748,2.72846666667,7.79573333333
237.41,4.53006666667,6.57199999999,5.2332,4.2598,2.0826,9.43206666667,12.4992137931,3.34006666667,3.27253333333,1.3252,6.3557
237.79,3.6246,6.29113333333,4.4012,3.90953333333,1.4498,8.0777,11.5175034483,2.34306666667,3.2362,1.0614,6.29123333333
238.17,3.73633333333,6.30040000001,4.24913333333,4.46906666667,1.39206666667,8.33336666667,11.8799517241,2.0878,3.93153333333,2.22213333333,7.09406666667
238.54,4.13086666667,6.03566666667,4.28,3.9702,1.33106666667,8.35333333333,12.1352505747,2.21466666667,4.67013333333,2.99486666667,7.46986666667
238.92,4.01513333333,6.14713333334,5.2382,4.48053333333,1.92646666667,9.16123333333,13.1102068966,3.28993333333,5.86593333333,3.67953333333,7.99236666667
239.29,2.60786666667,4.5426,3.84853333333,2.7866,0.199799999999,7.91273333333,11.6429678161,1.91373333333,4.56373333333,2.01886666667,6.1672
239.67,1.32946666667,3.04013333333,2.5024,1.61286666667,-0.821066666667,7.03816666667,10.0650643678,0.674533333334,3.1866,1.06546666667,4.9853
240.04,1.36353333333,2.39753333333,2.11226666667,1.53293333333,-0.882266666665,6.8005,9.89921609195,0.561399999999,2.84313333333,1.53293333333,4.94656666667
240.42,2.02593333333,2.11233333333,2.26926666667,1.6018,-0.337533333334,6.61553333333,10.0559310345,0.816666666667,2.95253333333,2.08093333333,5.26493333333
