wavelength,Back_PlaCram,Belly_PlaCram,Breast_PlaCram,Crissum_PlaCram,Crown_PlaCram,DorTail_PlaCram,Rump_PlaCram,Throat_PlaCram,WingTip_PlaCram
194.75,133.2222,47.3333333333,67.1111,102.333333333,155.555466667,95.829982353,116.962911111,128.8889,140.555466667
195.13,107.547133333,67.0439999999,75.4717333333,83.2704333334,114.968466667,90.2034039216,102.264111111,109.433833333,111.698033333
195.51,96.7122666667,74.9771333333,79.7717333333,83.3791666667,105.388066667,89.6265117646,99.3302888889,107.990933333,99.4976333333
195.89,97.9167333333,73.7036000001,80.3703,84.9536333333,104.074,88.2407392157,99.6141111111,117.083333333,102.685266667
196.27,101.1878,83.4482666667,85.1341333333,83.4866666667,105.364,92.531017647,104.061255555,117.5096,105.517333333
196.65,87.9012333333,76.0493999999,74.5985666667,70.6172,95.0616666667,80.8459098041,88.8888333333,101.419566667,90.0925999999
197.03,84.2473,78.2796666667,75.9946,68.3334,94.4622666667,77.4589862745,87.1506222222,98.9246666667,88.2795666666
197.40,81.8765666667,74.5184666667,72.6666666667,65.5804333333,90.0740666666,72.4560784314,83.1277222222,92.7408333333,84.5926333333
197.78,88.6776333332,74.8209333333,78.7328666667,64.1598333333,92.3415333333,75.1710274509,85.1238555555,93.4986666667,89.5316
198.16,89.7193333335,72.2106,80.2805666667,60.4209333333,95.5789333333,78.1505156863,81.4269,94.1052999999,90.4913
198.54,88.7153,66.2499333333,75.7639333333,60.3819333333,96.3887999999,79.0461568629,79.7223111111,92.9514666667,90.6598000001
198.92,91.4848333335,75.8182,83.8786333333,69.7879,99.7575333333,88.2281333333,85.9192,98.0000666665,92.2122666665
199.30,95.6825000001,76.3175333333,88.7618,69.8731666667,104.508,88.4407431372,85.6189222222,98.3492333333,92.9205333333
199.68,101.099333333,77.305,93.7943,69.2198999999,111.489466666,97.0734882353,87.7778666667,100.602833333,98.4397333334
200.06,103.171466666,82.4594666667,101.7474,76.2136,117.799333333,103.721601961,94.0453888888,101.9094,102.33
200.44,100.5814,80.4650666667,101.705266667,69.5736333333,118.9922,109.653617647,93.2300333333,98.9922666667,99.9224666666
200.82,113.538366666,87.5896666666,116.4616,80.6153666667,136.410266667,135.333176471,110.3248,117.641033333,112.2052
201.19,131.2244,94.5578,135.8504,96.5985333333,157.142733333,174.84992353,129.296988889,137.347066667,129.727733333
201.57,135.277866666,102.639,140.833366667,101.6667,161.250066667,196.058037255,147.916588889,145.2779,133.194433333
201.95,116.8783,97.5660666667,122.486666667,90.2116333333,134.708933333,171.920490196,129.982277778,125.079233333,115.5026
202.33,115.252466667,98.3837999999,122.6767,86.212,134.8484,171.259637255,133.147988889,122.7779,113.383866667
202.71,105.111133333,99.0221999999,112.4001,75.6445,125.066666667,159.600086275,125.644388889,107.866666667,100.711133333
203.09,107.301433333,100.634866667,112.328066667,74.6031333333,130.370266667,177.995666667,133.068844444,110.423366667,109.5767
203.47,91.6372999999,94.2689333333,101.111266667,68.9473666667,116.3742,186.57715098,134.034955556,106.4913,102.8654
203.85,79.8611,85.7407333333,85.4168333333,67.7315666667,94.4444666667,152.50277647,114.737588889,91.2035666666,88.8424666667
204.22,71.4404,75.144,69.9589333333,58.3126666667,75.8024666667,131.408684314,94.4580777777,75.0617333334,73.0452333333
204.60,66.3669666666,71.0862,70.1498333333,56.7791,75.955,119.497862745,89.8501222222,72.2097666667,66.4419999999
204.98,63.8298,69.8581333333,69.5391333333,52.9432,72.0566666666,109.265696078,87.6714888888,67.0921666667,67.1276999999
205.36,59.8653333334,65.1851999999,67.4410666667,47.4410333333,66.5993333333,101.487392157,79.0570888889,59.8317666667,58.8551333333
205.74,57.3539666667,64.6734,65.1546,45.3951666667,68.7974,99.7736098039,75.8191555556,57.2508,56.8386333335
206.12,53.5135,60.4804,62.7326666667,50.0000333333,67.9881333333,89.7349784313,71.4715555555,61.6816333333,54.6546666666
206.50,56.7256333333,61.0029333333,62.1239,53.1269,69.7346666667,93.4445490196,74.7985333333,62.2418666667,57.3156333334
206.87,61.1326333333,62.2007333333,69.9027666667,60.6797333333,78.6406000001,101.399188235,83.2901555557,68.576,61.6505666666
207.25,65.9189333333,63.6137333333,74.6103666667,64.2991666667,83.7383999999,101.744554902,84.7559777779,69.1899333333,63.2398666667
207.63,75.8642333333,69.3826666667,78.6109333333,71.2345666667,95.6172666667,108.436768628,90.3086000001,73.0865000001,69.8148333333
208.01,74.9828333333,62.7491999999,80.4467,68.9003333333,98.6255333333,110.183937255,89.9313444444,70.9278333333,68.7286999999
208.39,62.7368666667,49.4035333333,67.6492,60.0000333333,91.2279999999,99.4797372549,78.5379222223,64.386,59.6139333333
208.77,67.8758,52.2221333333,62.9412666667,66.0785,88.2352000001,102.033770588,77.6361333334,65.1960333333,66.0128666666
209.14,70.3,55.7333333334,54.2333333333,68.8,88.8000000001,107.694117647,77.8666666667,64.2333333333,65.1333333333
209.52,72.5525666666,64.2642,59.2793,72.2522333333,91.7716666667,104.709321569,81.1211444444,70.6307666667,73.1532
209.90,68.5215,62.9569999999,56.8818333333,64.5161,81.3440666667,97.2660705882,75.1254555556,65.7256,68.3869999999
210.28,69.5575,64.4246666666,52.0943,61.18,82.2417333333,101.979660784,78.0825666668,61.6518333333,69.0853999999
210.66,70.5014,69.4986,50.5607,63.1858333333,81.4749333334,105.016517647,80.9046111112,66.6961666667,69.1445
211.03,76.8772333333,75.5087333333,54.035,69.3333333333,83.6491333333,118.761488235,88.4678555555,72.0702,72.7018666667
211.41,68.6459,67.5694666666,50.5207,61.9096,75.6944666667,108.941907843,80.9839333333,63.0902666667,63.9236333333
211.79,60.2753,55.0458,43.6085666667,54.4036,64.4648,93.8136313725,72.4056444445,57.0030333333,57.0336
212.17,65.4238,60.6215333333,49.2372333333,57.9378666667,68.87,94.4948745098,75.8287888889,62.7967333333,61.2146666667
212.55,72.2857,69.7776666666,57.4285,64.4761333333,75.0474666666,109.141027451,86.3490888889,67.0793333333,66.0317333333
212.92,68.4546333333,63.9393333333,54.5758666667,56.3635333333,71.6362666667,102.891237255,82.2928555555,61.6971,60.8788666666
213.30,74.9393333334,65.0908666667,69.485,60.6665333333,76.9088666666,105.668572549,85.6161999999,68.2119666667,68.2423333334
213.68,72.7938333333,54.9841333333,64.6985333333,58.9523,74.6666666667,107.043815686,82.7513444445,63.1427333333,61.3651000001
214.06,81.7707999999,54.9305333334,66.2152666667,70.8331333333,82.5694000001,114.863121569,88.4952333333,68.9234666667,64.7917
214.44,77.4149000001,50.6803333333,64.2516333333,70.0001,78.1632666666,107.785152941,82.9252888888,63.6734,58.6734
214.81,70.2159666667,49.1358666666,65.9568666667,65.7717,74.1974,95.1000039216,74.9999666665,61.4816333333,56.7899666667
215.19,62.2808,44.5029333333,58.5380666667,60.4971666667,66.7836,85.6830254902,66.4523111111,55.5848,53.7427
215.57,78.1372999999,57.3203333333,63.5948,72.1242333333,77.4510000001,99.4000058824,81.9934222221,69.2156,66.5361
215.95,78.6597333333,59.3127333334,64.7079333333,71.1341,78.0068666667,99.611945098,81.2600888888,67.3881666667,66.8386333334
216.32,95.8570999999,72.9524000001,78.6668,90.3332333334,97.7143999999,127.434184314,101.142955556,85.7617333333,79.3332666667
216.70,98.9019666667,76.0784666666,79.6078333333,92.3921666666,96.8627333335,118.677986275,103.058777778,94.2745000001,84.9803333334
217.08,122.0969,94.5161333334,103.118133333,118.548533333,123.010733333,151.445107843,130.860166667,127.311833333,101.290333333
217.46,110.8974,77.8205333332,84.4872333333,107.6924,111.794866667,146.417778431,120.384588889,119.551066667,83.8459666666
217.83,113.944333333,86.7777333334,85.7224333333,111.333166667,112.6666,143.950958823,123.648111111,121.888966667,93.6110333333
218.21,99.3589000001,65.2564666666,81.7309,93.8461333333,95.6409333333,129.856752941,109.850355556,106.0896,79.8075333334
218.59,105.772333333,55.7723333334,86.8291,95.2032999999,101.463466667,144.026827451,111.625944444,128.2113,82.7642333333
218.97,116.190466667,51.8095333334,77.2379666667,95.9048666667,104.952533333,150.055923529,117.873166667,131.904833333,76.0952666666
219.34,118.279466667,44.0858666666,50.6454666667,81.3979666667,109.677333333,151.486296078,112.365544444,133.010766667,62.9031666666
219.72,75.7470333334,1.14926666667,28.6206,60.4598,85.0575333332,136.301770588,66.6283222222,96.8966333333,24.2530333334
220.10,70.4762,15.7142666666,28.2143,62.8572333333,84.5238000001,134.187639216,62.8968,108.9285,14.2856999999
220.47,30.8107666667,-4.14413333332,-3.9641,21.8018,47.3874000001,75.4266960784,28.2282222222,61.0811333333,-8.2883
220.85,-75.3702666669,-130.0,-133.703733333,-101.296266667,-19.6297333335,30.2832529411,-68.5801333335,-22.7778333333,-147.036966667
221.23,-39.3333,-66.2223333333,-81.1112333334,-29.1110666667,-10.2222000001,25.6209647059,-28.9999777778,-11.7778999999,-73.3333333333
221.61,-60.4761333333,-64.2856000001,-88.0952666666,-9.64286666667,-13.3333999999,38.8026549019,-22.5396444445,6.5477,-77.1428333333
