wavelength,Back_PlaCram,Belly_PlaCram,Breast_PlaCram,Crissum_PlaCram,Crown_PlaCram,DorTail_PlaCram,Rump_PlaCram,Throat_PlaCram,WingTip_PlaCram
331.71,5.01213333333,6.6328,3.78066666667,7.05093333333,2.7556,4.41639411765,6.96575555555,0.929433333335,6.0823
332.08,5.06216666666,6.68233333333,3.94526666667,7.21273333333,2.81513333333,4.52292156863,7.0318,1.01496666667,6.15653333333
332.44,5.20663333333,6.85113333333,4.09016666667,7.31866666667,2.9774,4.5801745098,7.13811111111,1.10726666667,6.21843333333
332.81,5.35136666667,7.01613333334,4.23846666667,7.52036666667,3.1456,4.67644117647,7.29594444444,1.2652,6.39143333333
333.18,5.4197,7.12933333333,4.26573333333,7.50533333333,3.1202,4.60374901961,7.26872222222,1.36033333333,6.40726666667
333.54,5.6873,7.45500000001,4.61976666667,7.77403333333,3.40473333333,4.80781568627,7.61164444445,1.60503333333,6.62356666667
333.91,5.86416666667,7.70393333334,4.98316666667,8.02949999999,3.5168,4.8648,7.74383333333,1.94253333333,6.77286666667
334.28,6.16576666667,7.93580000001,5.2048,8.28980000001,3.65486666667,4.94828235294,7.81713333333,2.1937,6.96083333333
334.64,6.33213333333,8.1942,5.31623333333,8.42583333333,3.785,5.05168627451,7.87725555555,2.40576666667,7.10723333333
335.01,6.3956,8.19853333333,5.20896666667,8.4973,3.80673333333,5.12674901961,7.88911111111,2.26596666667,7.12333333333
335.38,6.57126666667,8.50506666667,5.43316666667,8.85710000001,4.0392,5.36369803922,8.12974444444,2.50606666667,7.32036666667
335.74,6.5584,8.61420000001,5.5231,9.07753333333,4.1562,5.47372745098,8.1152,2.62153333333,7.40093333333
336.11,6.64263333333,8.79853333333,5.52383333333,9.20860000001,4.31033333333,5.56963921569,8.22094444445,2.72283333333,7.4869
336.47,6.58796666667,8.91806666666,5.47266666667,9.28503333333,4.328,5.55883529412,8.25023333333,2.81736666667,7.49733333333
336.84,6.70856666667,9.1454,5.57886666667,9.41116666667,4.44926666667,5.60796666667,8.35606666667,2.99916666667,7.64323333334
337.21,6.60176666667,9.09000000001,5.52633333333,9.4015,4.4276,5.58431568627,8.36511111111,3.0042,7.58363333333
337.57,6.5208,8.9704,5.37726666667,9.31963333333,4.3808,5.51871176471,8.28778888889,2.97526666667,7.5973
337.94,6.4021,9.01079999999,5.21103333333,9.32186666666,4.34846666667,5.48815098039,8.25367777778,2.84273333333,7.4909
338.31,6.3775,9.15653333334,5.2894,9.42266666666,4.42186666667,5.57634117647,8.2875,2.88843333333,7.49276666667
338.67,6.4908,9.34699999999,5.4578,9.6288,4.51853333334,5.65902352941,8.47551111111,3.0543,7.62716666667
339.04,6.40853333333,9.45013333333,5.4269,9.66440000001,4.46953333333,5.63525882353,8.48961111111,3.09483333333,7.5459
339.40,6.1408,9.22506666667,5.0995,9.40126666667,4.18806666667,5.26821568627,8.17304444445,2.86396666667,7.2963
339.77,5.95453333333,8.98739999999,4.82253333333,9.16036666666,3.98366666667,4.99594509804,7.97155555555,2.61046666667,7.0473
340.14,5.83896666667,8.89886666666,4.64583333333,9.0822,3.85393333333,4.85795294118,7.78007777778,2.50243333333,6.93316666667
340.50,5.99796666667,9.07579999999,4.8065,9.22226666667,3.92613333333,4.95923137255,7.8623,2.6449,7.01566666667
340.87,5.82523333333,9.01353333334,4.6682,9.18696666666,3.7626,4.82829411765,7.77077777778,2.54186666667,6.8057
341.23,5.86726666667,9.24706666666,4.72776666667,9.30773333333,3.76546666667,4.81629607843,7.7223,2.5169,6.77253333333
341.60,5.8105,9.37200000001,4.71246666667,9.36773333333,3.72746666667,4.7706372549,7.68744444445,2.48316666667,6.6697
341.96,5.9287,9.5006,4.83063333333,9.47706666667,3.8412,4.90493333333,7.7683,2.66436666667,6.81933333333
342.33,5.83543333333,9.36246666665,4.66073333333,9.34483333333,3.6714,4.71801568627,7.67723333333,2.48016666667,6.73916666667
342.70,5.82443333333,9.39346666667,4.51503333333,9.41033333333,3.67173333333,4.71935686275,7.59754444445,2.45693333333,6.735
343.06,5.76536666667,9.34593333333,4.4838,9.36536666666,3.614,4.61854901961,7.49838888889,2.39343333333,6.7053
343.43,6.11413333334,9.72853333333,4.87083333333,9.75906666666,3.94373333333,4.98091568628,7.84852222222,2.76646666667,7.06073333333
343.79,6.38493333333,10.1200666667,5.2716,10.1957333333,4.22513333333,5.22412745098,8.11736666667,3.09866666667,7.3914
344.16,6.5222,10.4297333333,5.5044,10.4761666667,4.36466666667,5.3602745098,8.35707777778,3.30586666667,7.5464
344.52,6.4466,10.328,5.4172,10.5215,4.35473333333,5.21572156863,8.2905,3.26596666667,7.54206666667
344.89,6.48013333333,10.3856,5.40353333333,10.54,4.428,5.18243529412,8.28166666667,3.26543333333,7.59413333334
345.25,6.51746666666,10.3551333333,5.34866666667,10.6102333333,4.4636,5.17217647059,8.33494444445,3.2989,7.67643333333
345.62,6.76253333333,10.7128666667,5.5821,10.9223666667,4.6612,5.44160980392,8.54884444445,3.5427,7.91943333333
345.99,6.86573333333,10.8362,5.6974,10.9846,4.77753333333,5.53167254902,8.6297,3.70333333333,7.99803333333
346.35,7.1668,11.2417333333,6.0125,11.3444,5.09713333334,5.89323333333,8.94061111111,4.0971,8.38576666667
346.72,7.039,11.25,5.99323333333,11.2844666667,4.95866666667,5.78801764706,8.87913333333,4.0491,8.25023333333
347.08,7.0702,11.3018666667,6.0172,11.3204,4.98013333333,5.8277372549,8.93793333333,4.10826666667,8.27823333333
347.45,6.81456666667,11.0998,5.69136666667,11.0848666667,4.74546666667,5.67573137255,8.76348888889,3.83263333333,8.0016
347.81,6.73243333333,11.0944666666,5.55453333333,11.0291666667,4.693,5.62840980392,8.69781111111,3.7373,7.88903333333
348.18,6.86106666667,11.1182666667,5.65246666667,11.1215,4.78333333334,5.71824901961,8.75982222222,3.8927,8.018
348.54,6.75863333333,11.0666666667,5.52943333333,10.9949333333,4.59013333333,5.6530745098,8.66795555555,3.79733333333,7.86173333333
348.91,6.61476666667,11.0356666667,5.38506666667,10.9218333333,4.38993333333,5.56608039216,8.52381111111,3.73973333333,7.71063333333
349.27,6.7945,11.203,5.57303333333,11.1048,4.60286666667,5.80744705882,8.69592222222,3.98073333333,7.9113
349.64,6.6532,11.0132666667,5.5019,11.0298333333,4.5028,5.63892156863,8.55228888889,3.97426666667,7.76396666667
350.00,6.42636666667,10.7836666667,5.31283333333,10.9168666667,4.19546666666,5.36601764706,8.34297777778,3.73256666667,7.5298
350.37,6.34183333333,10.7414666667,5.3151,10.9219333333,4.12386666667,5.27638823529,8.25091111111,3.69406666667,7.41933333333
350.73,6.3695,10.7851333333,5.34616666667,10.9654333333,4.17806666667,5.25238431373,8.24988888889,3.7413,7.4533
351.10,6.48066666667,10.928,5.49933333333,11.1575333333,4.29846666667,5.3271372549,8.34635555555,3.92856666667,7.5596
351.46,6.454,10.9434666667,5.53003333333,11.2084,4.25593333333,5.20633921569,8.28675555555,3.9341,7.56166666667
351.83,6.3701,10.8498,5.4322,11.0833,4.11566666666,5.0718,8.14541111111,3.8513,7.47856666667
352.19,6.2896,10.8998,5.43866666667,11.0458666667,4.08146666667,5.04332941176,8.10455555555,3.7343,7.40743333333
352.55,6.37243333333,11.1020666667,5.58803333333,11.2834666667,4.20793333333,5.1942882353,8.28235555555,3.8119,7.5746
352.92,6.46746666667,11.2012666667,5.70466666667,11.4682333333,4.36766666667,5.32013137255,8.46951111111,3.88936666667,7.69023333333
353.28,6.2982,11.201,5.5775,11.4189,4.21506666667,5.17098823529,8.3715,3.7172,7.4597
353.65,6.3408,11.3542666667,5.53166666667,11.5145666667,4.26013333333,5.24509607843,8.45886666667,3.67626666667,7.51873333334
354.01,6.47373333333,11.5436666667,5.61526666667,11.71,4.42106666667,5.37254117647,8.55288888889,3.79473333333,7.6301
354.38,6.4288,11.5386,5.4948,11.6703,4.4128,5.30154901961,8.53552222222,3.71126666667,7.5262
354.74,6.64576666667,11.7698666667,5.73136666667,11.883,4.63426666667,5.58199019608,8.74676666667,3.86393333333,7.72126666667
355.11,6.63863333333,11.8209333333,5.6452,11.8085,4.57806666667,5.52366470588,8.72818888889,3.80183333333,7.69256666667
355.47,6.6011,11.8588,5.62846666667,11.7845,4.56786666667,5.54997647059,8.69531111111,3.82273333333,7.61
355.83,6.7284,12.0005333333,5.7937,11.9600333333,4.721,5.6642372549,8.8745,3.97676666667,7.71346666667
356.20,6.8277,12.1476,5.84276666667,12.0860666667,4.79433333333,5.75658823529,8.98628888889,4.09803333333,7.80396666667
356.56,6.80233333333,12.1421333333,5.7865,12.0101333333,4.8046,5.72248039216,8.92374444445,4.11833333333,7.75756666667
356.93,6.96223333333,12.2356666667,5.94173333333,12.1036666667,4.8918,5.84471568627,9.01743333333,4.2375,7.87416666667
357.29,7.0782,12.3475333333,5.9991,12.2175666667,5.00473333333,5.88890196078,9.14352222222,4.37166666667,8.06206666667
357.66,7.0668,12.3344,6.07913333333,12.1758333333,4.98953333333,5.86854509804,9.15362222222,4.35383333333,8.0494
358.02,7.11466666667,12.4372666667,6.19503333333,12.2563333333,5.09706666666,6.01120392157,9.26573333333,4.41113333333,8.14673333333
358.38,7.1308,12.4857333333,6.21993333333,12.2880333333,5.09966666667,6.02270980392,9.28087777778,4.45073333333,8.1893
358.75,6.97666666666,12.3566666667,6.05923333333,12.2313,4.97766666667,5.88659411765,9.20352222222,4.32226666667,8.07573333333
359.11,6.98833333333,12.4148,6.10443333333,12.3002,5.04153333334,5.92747254902,9.25754444445,4.34143333333,8.091
359.48,7.1699,12.6055333333,6.24733333333,12.4894333333,5.19166666667,6.06929411765,9.43701111111,4.5367,8.239
359.84,7.2581,12.7182666666,6.3421,12.5599,5.27993333333,6.19294901961,9.56197777779,4.6025,8.37116666667
360.20,7.1843,12.6513333333,6.3242,12.5234333333,5.20806666667,6.12300784314,9.52028888889,4.54216666667,8.31816666667
360.57,7.3074,12.7791333333,6.45823333333,12.6287,5.30346666667,6.20213529412,9.63202222223,4.65443333333,8.4355
360.93,7.19823333333,12.7328,6.3571,12.5866333333,5.21106666667,6.08971176471,9.55685555555,4.53246666667,8.33316666666
361.29,7.19453333333,12.7417333333,6.4265,12.5646,5.1866,6.1167,9.55663333333,4.51733333333,8.32346666666
361.66,7.12023333333,12.7386666667,6.41783333333,12.5565,5.1662,6.03749803922,9.52182222223,4.498,8.27666666667
362.02,7.00013333333,12.6616666667,6.30266666667,12.4305,5.03506666667,5.87576666667,9.41097777778,4.36103333333,8.15753333333
362.39,7.0046,12.7326,6.3357,12.4940666667,5.01313333333,5.8915254902,9.44266666667,4.36343333333,8.1456
362.75,6.98093333333,12.7344,6.32293333333,12.4247,4.95046666667,5.83821372549,9.38162222222,4.2955,8.08376666667
363.11,6.96453333333,12.7255333333,6.32206666667,12.4852333333,4.92406666667,5.83161372549,9.34328888889,4.26206666667,8.05723333333
363.48,7.01156666667,12.7744,6.35683333333,12.5376666667,4.95346666667,5.83875490196,9.35754444444,4.2178,8.12223333333
363.84,6.99533333333,12.8206,6.3462,12.567,4.91373333333,5.83568235294,9.31482222222,4.19623333333,8.0646
364.20,7.01676666666,12.9180666667,6.38906666667,12.6391666667,4.9556,5.80151764706,9.34645555555,4.2459,8.08983333333
364.57,6.93526666667,12.9251333333,6.32873333333,12.6430666667,4.87853333333,5.73235098039,9.31906666667,4.1367,8.00176666667
364.93,7.02333333333,13.0445333333,6.45986666667,12.7148,4.90446666667,5.76937647059,9.37341111111,4.22156666667,8.06793333333
365.29,7.03793333334,13.1027333333,6.4615,12.7825333333,4.9292,5.78504313725,9.37823333333,4.22963333333,8.09146666667
365.66,7.0875,13.1658666667,6.5133,12.8785333333,4.97493333333,5.86411764706,9.39086666667,4.2441,8.13796666667
366.02,7.18723333333,13.2606,6.57083333333,12.9888666667,5.03313333333,5.98839411765,9.48447777778,4.36303333333,8.17413333333
366.38,7.21733333333,13.2609333333,6.5253,13.0155,5.04213333333,6.01881960784,9.49095555556,4.37823333333,8.2104
366.75,7.33873333333,13.3866,6.59576666667,13.1529,5.1596,6.13870980392,9.60199999999,4.53263333333,8.346
367.11,7.33076666667,13.4394666667,6.65896666667,13.1826333333,5.2094,6.20142549019,9.6718111111,4.58796666667,8.40723333333
367.47,7.26983333333,13.4667333334,6.61403333333,13.1805,5.21993333333,6.23508627451,9.70135555555,4.5515,8.39343333333
367.84,7.23436666667,13.4363333333,6.56506666667,13.1670333333,5.2128,6.2252627451,9.70268888889,4.50423333333,8.36206666667
368.20,7.26026666667,13.4416,6.5155,13.1986,5.2248,6.31352156863,9.72833333334,4.47736666667,8.36236666667
368.56,7.29303333333,13.4466,6.56673333333,13.2392,5.27693333333,6.36248039216,9.75631111113,4.48026666667,8.32423333333
368.93,7.33906666667,13.5158666667,6.59123333333,13.3618333333,5.4072,6.49979411765,9.87083333335,4.54443333333,8.40523333333
369.29,7.32333333333,13.4825333334,6.597,13.3657666667,5.3938,6.44826470588,9.85641111113,4.509,8.31586666667
369.65,7.3136,13.45,6.5322,13.3110333333,5.33313333333,6.43695686275,9.83450000001,4.47443333333,8.2696
370.01,7.33563333333,13.5217333333,6.59196666667,13.3657333333,5.3776,6.46555490196,9.93916666667,4.45176666667,8.3372
370.38,7.366,13.6034666667,6.7111,13.4746666667,5.4462,6.47769215686,10.0113,4.45673333333,8.34623333333
370.74,7.3497,13.6528,6.7888,13.5577666667,5.4816,6.4840882353,10.0698555555,4.43353333333,8.34926666667
371.10,7.54183333333,13.7850666666,6.91553333333,13.7182333333,5.57926666667,6.59116862745,10.1889444444,4.56666666667,8.4729
371.46,7.59643333333,13.8371333333,7.01263333333,13.8063666667,5.6132,6.60635490196,10.1852,4.6396,8.51683333333
371.83,7.69346666666,13.9634,7.1085,13.9777,5.6678,6.67464901961,10.2749666667,4.7273,8.59806666667
372.19,7.64116666667,13.9872,7.10303333333,13.9719,5.6176,6.63660196078,10.2365333334,4.71206666667,8.5647
372.55,7.6255,14.0121333333,7.0534,14.0101666667,5.59006666666,6.61086470588,10.2046666667,4.717,8.59026666667
372.92,7.55446666667,14.0122,6.98803333333,13.9897333333,5.5434,6.54978627451,10.1360777778,4.6521,8.51986666667
373.28,7.59693333333,14.1423333333,7.0175,14.0604666667,5.56493333333,6.63318823529,10.2311222222,4.7562,8.58783333333
373.64,7.71603333333,14.2794,7.0818,14.2103666667,5.639,6.70479607843,10.3906666667,4.86276666667,8.68536666667
374.00,7.74156666667,14.3560666667,7.04403333333,14.3090333333,5.64286666667,6.65615490196,10.3486777778,4.83226666667,8.69626666667
374.37,7.64506666667,14.2720666667,6.87033333333,14.1520666667,5.5132,6.58026470588,10.2265666667,4.68933333333,8.6039
374.73,7.62356666667,14.2989333333,6.83503333333,14.1148333333,5.4964,6.56476078431,10.2309111111,4.6446,8.55893333333
375.09,7.56333333333,14.2922666666,6.75383333333,14.1084333333,5.48273333333,6.50446862745,10.2106777778,4.575,8.48896666667
375.45,7.53393333333,14.3261333333,6.7097,14.1555666667,5.4424,6.50475686275,10.2437888889,4.5591,8.46003333333
375.81,7.4879,14.3035333333,6.6573,14.0746666667,5.42346666667,6.44600196078,10.2221666667,4.51516666667,8.44603333333
376.18,7.5162,14.3440666667,6.68503333333,14.0985666667,5.46206666667,6.46960588235,10.2942555555,4.5028,8.43033333333
376.54,7.62633333333,14.4687333333,6.79426666667,14.2517,5.543,6.57769019608,10.3996333333,4.59323333333,8.52976666667
376.90,7.70133333333,14.5745333333,6.8839,14.3879333333,5.63233333333,6.63920588235,10.5172,4.6836,8.61823333333
377.26,7.64536666667,14.5214,6.81083333333,14.3209666667,5.59893333333,6.56819607843,10.4225888889,4.5805,8.529
377.63,7.6185,14.5387333333,6.76533333333,14.3726,5.58966666667,6.57514901961,10.3955555555,4.549,8.49523333333
377.99,7.55636666667,14.4926666667,6.7401,14.3083,5.5562,6.55325882353,10.3787333334,4.57356666667,8.4528
378.35,7.56913333333,14.559,6.81833333333,14.392,5.60066666667,6.56965882353,10.4182555556,4.61366666667,8.46063333333
378.71,7.60923333333,14.6077333333,6.80986666667,14.5306666667,5.6,6.61809607843,10.4179111111,4.66193333333,8.47553333333
379.07,7.52573333333,14.6237333333,6.756,14.4909,5.49573333333,6.55521960784,10.3276777778,4.5983,8.38753333333
379.44,7.5088,14.6058666667,6.75163333333,14.4401666667,5.463,6.49165490196,10.2849333333,4.57726666667,8.35653333333
379.80,7.43026666667,14.5824666667,6.7106,14.4555,5.37593333333,6.42694705882,10.2167888889,4.53096666667,8.2456
380.16,7.41523333333,14.6318666667,6.6688,14.5353333333,5.36213333333,6.39383333333,10.1735777778,4.51833333333,8.25656666667
380.52,7.35653333333,14.6208,6.62283333333,14.5269,5.31826666667,6.32514705882,10.1387333333,4.47206666667,8.1675
380.88,7.3712,14.7152,6.60556666667,14.5615666667,5.30253333333,6.365,10.1503777778,4.4862,8.1644
381.24,7.31426666667,14.7390666666,6.55216666667,14.6127666667,5.26206666667,6.35969411765,10.1489666667,4.45353333333,8.1456
381.61,7.20563333333,14.7242,6.5329,14.5582666667,5.1622,6.26265882353,10.0504111111,4.3771,8.06823333333
381.97,7.16866666667,14.7568666667,6.51213333333,14.6196,5.11573333333,6.23129019608,10.0013,4.33786666667,7.99823333333
382.33,7.20473333333,14.8283333333,6.53043333333,14.7043,5.13826666667,6.28480588235,10.0516,4.40746666667,8.0293
382.69,7.09926666667,14.8059333333,6.44686666667,14.6019333333,5.0328,6.15805882353,9.96612222222,4.3278,7.92156666667
383.05,7.20366666667,14.9045333333,6.5319,14.7443666667,5.13393333333,6.23733333333,10.1001888889,4.45613333333,8.0273
383.41,7.18033333333,14.9367333333,6.50346666667,14.8559333333,5.1072,6.24604901961,10.0825,4.4259,7.99433333333
383.77,7.24093333334,15.0164,6.49296666667,14.9511666667,5.16473333333,6.2576,10.1096,4.47533333333,8.0391
384.14,7.26553333333,15.0467333333,6.50913333333,14.9879333333,5.135,6.23101960784,10.1087777778,4.4568,8.0117
384.50,7.20603333333,15.0216,6.4123,14.9417333333,5.06293333333,6.14802156863,10.0256444445,4.3685,7.94603333333
384.86,7.08966666667,14.9156,6.29913333333,14.8724,4.91053333333,5.98523137255,9.85857777779,4.20756666667,7.80533333333
385.22,7.1699,14.986,6.38163333333,14.9585333333,4.9254,6.03018823529,9.90833333331,4.22183333333,7.85063333333
385.58,7.21296666667,15.0712,6.3789,15.0657333333,4.95973333333,6.05502941177,9.94866666667,4.25943333333,7.87846666667
385.94,7.33186666667,15.1883333334,6.4662,15.2300666667,5.05013333333,6.15963137255,10.0648888889,4.3399,7.9852
386.30,7.3681,15.2700666667,6.47493333333,15.318,5.07833333333,6.13894705882,10.1042666667,4.3293,8.02533333333
386.66,7.3813,15.3013333333,6.44803333333,15.4118,5.0918,6.13935294118,10.1286,4.3498,8.05753333333
387.03,7.3328,15.3350666666,6.40016666667,15.4109333333,5.04233333333,6.08108235294,10.1079222222,4.2712,8.0312
387.39,7.34706666667,15.4094,6.39666666667,15.4289666667,5.05926666667,6.07469411765,10.1325222222,4.31,8.02023333333
387.75,7.40016666667,15.5262,6.44953333333,15.5406666667,5.11046666667,6.16790392157,10.2332,4.3769,8.1029
388.11,7.36226666667,15.5546,6.41133333333,15.5487666667,5.1238,6.22373529412,10.2501888889,4.39966666667,8.10366666667
388.47,7.41276666667,15.6903333333,6.49826666667,15.6827666667,5.16606666667,6.31309215686,10.3386555555,4.46473333333,8.16396666667
388.83,7.50443333333,15.8108666667,6.56266666667,15.8006666667,5.2728,6.39227058823,10.4817444444,4.5767,8.2336
389.19,7.5366,15.9656666667,6.63516666667,15.9271,5.35513333333,6.45868431372,10.5503222222,4.6813,8.2912
389.55,7.5496,15.9954,6.6549,15.9515333333,5.35526666667,6.45968039216,10.5769888889,4.69596666667,8.30256666667
389.91,7.53316666667,16.0502666667,6.65803333333,15.9391,5.34013333333,6.4556745098,10.5705888889,4.67916666667,8.27453333333
390.27,7.44196666667,15.9991333333,6.5871,15.9057,5.22946666667,6.37702352941,10.4846111111,4.60626666667,8.15793333334
390.63,7.42853333333,16.0598666667,6.62936666667,15.9604333333,5.2262,6.36403529412,10.4975111111,4.58086666667,8.1387
391.00,7.36816666667,16.023,6.56526666667,15.9475666667,5.15793333333,6.32254509804,10.4363,4.5288,8.0581
391.36,7.3814,16.0846666667,6.62476666667,16.0208,5.17333333333,6.34109215686,10.4806111111,4.55146666667,8.0782
391.72,7.3594,16.1431333333,6.6468,16.0742666667,5.15926666667,6.31629215686,10.4736888889,4.5135,8.06093333333
392.08,7.29953333333,16.1406666667,6.6268,16.0823333333,5.08046666667,6.22239019608,10.4364777778,4.41293333333,7.99046666667
392.44,7.3186,16.213,6.62983333333,16.1409666667,5.10646666667,6.2371745098,10.4617333333,4.46083333333,8.01513333333
392.80,7.30036666667,16.2338,6.6035,16.1600666667,5.0496,6.22726666667,10.4288777778,4.42763333333,8.00326666667
393.16,7.26356666667,16.1866,6.52453333333,16.1431666667,4.99866666666,6.16155686274,10.3651222222,4.3684,7.9566
393.52,7.2593,16.2336666667,6.50186666667,16.2039666667,5.01113333333,6.16303137255,10.3763111111,4.36203333333,7.94183333333
393.88,7.2515,16.2776,6.48263333333,16.2738333333,4.98506666667,6.14424705883,10.3607,4.3793,7.94656666667
394.24,7.3441,16.3928666666,6.55433333333,16.3879,5.0788,6.26340980392,10.4613888889,4.45563333333,8.055
394.60,7.42433333334,16.492,6.60796666667,16.4622333333,5.13053333333,6.35337647059,10.5248888889,4.51856666667,8.12776666667
394.96,7.51653333333,16.6305333333,6.71756666667,16.6003666667,5.21466666667,6.45073921569,10.5844333333,4.60846666667,8.2212
395.32,7.52636666667,16.6668666667,6.72126666667,16.6295,5.20966666667,6.45890196078,10.6082888889,4.59543333333,8.23546666667
395.68,7.52393333334,16.7092666667,6.75423333334,16.6454333333,5.22446666666,6.45032941176,10.6387666667,4.60976666667,8.21
396.04,7.6236,16.8027333333,6.84143333334,16.7570666667,5.27973333333,6.53827647059,10.6889333333,4.71963333333,8.29736666667
396.40,7.65903333333,16.8563333333,6.89746666666,16.8125333333,5.31906666667,6.59102745099,10.7489777778,4.7635,8.31553333333
396.76,7.6582,16.9164,6.932,16.8631333333,5.3532,6.6211745098,10.759,4.78396666667,8.33076666667
397.12,7.70053333333,16.9988666666,6.9829,16.9645333333,5.37186666667,6.65220784313,10.8286111111,4.8274,8.36466666667
397.48,7.76433333333,17.0955333333,7.03113333334,17.0301666667,5.3816,6.69997647059,10.8866888889,4.85723333333,8.4273
397.84,7.70656666667,17.0784666667,6.9935,17.0034,5.35426666667,6.65572745099,10.8854333333,4.78913333333,8.38763333333
398.20,7.71936666667,17.1288666667,7.0252,17.0419,5.3604,6.67200588235,10.9012444444,4.83826666667,8.4026
398.56,7.7061,17.1244666667,7.0287,17.0539,5.35313333333,6.65946862745,10.9127222222,4.8406,8.40266666667
398.92,7.6682,17.1381333333,6.9872,17.0834666667,5.33166666667,6.63835882353,10.9513444444,4.81166666667,8.37446666667
399.28,7.67816666667,17.1718,6.96933333334,17.1201666667,5.3588,6.63289411765,10.9638888889,4.807,8.382
399.64,7.67356666667,17.1754,6.9453,17.1738333333,5.3242,6.64702941176,10.9461111111,4.77866666667,8.38796666667
400.00,7.7197,17.2579333333,6.98306666666,17.2533333333,5.39386666667,6.70912352941,11.0316222222,4.85923333333,8.43413333333
400.36,7.69066666667,17.2560666667,6.96956666666,17.2732666667,5.35253333333,6.66169215687,10.9813,4.8203,8.42836666667
400.72,7.78856666667,17.3835333333,7.09176666666,17.4311333333,5.44473333333,6.74252745099,11.0843222222,4.89853333333,8.5062
401.08,7.776,17.4329333333,7.12533333334,17.4732333333,5.43346666667,6.76625882353,11.0882333333,4.9065,8.50676666667
401.44,7.73783333333,17.4288666667,7.1426,17.4935666667,5.42986666667,6.73475098039,11.0598333333,4.89693333333,8.47033333334
401.80,7.78163333333,17.5394,7.2055,17.5980333333,5.4428,6.78015882353,11.0947777778,4.9515,8.50013333333
402.16,7.6819,17.5018666666,7.109,17.5764666667,5.3486,6.67105490196,11.0113111111,4.8252,8.3808
402.52,7.69703333333,17.5687333333,7.0868,17.6496666667,5.33526666667,6.67180784313,11.0181555556,4.8254,8.3801
402.88,7.7014,17.5996666667,7.09563333334,17.6704333333,5.31773333333,6.66133921568,10.9803777778,4.82853333333,8.35883333333
403.24,7.74456666667,17.7175333333,7.16896666666,17.7887333333,5.3334,6.70399803921,11.0153444444,4.87116666667,8.40886666667
403.60,7.72413333333,17.7079333334,7.14946666666,17.7585333333,5.30373333333,6.65528823529,10.9779888889,4.83256666667,8.36586666667
403.95,7.70913333333,17.7548666667,7.16656666666,17.8234,5.29346666667,6.62802745099,10.9773777778,4.77676666667,8.37413333333
404.31,7.73733333333,17.8302666667,7.1689,17.8993333333,5.33193333333,6.66961568628,11.0279,4.7941,8.4013
404.67,7.7323,17.8724,7.1804,17.9272,5.31893333333,6.65948235295,11.0510555556,4.8079,8.40756666667
405.03,7.73533333333,17.9090666666,7.1529,17.9683666667,5.29966666667,6.62867647059,11.0626222222,4.7697,8.3947
405.39,7.7495,17.9661333333,7.17156666666,18.0032333333,5.3212,6.67876274509,11.0898888889,4.78813333333,8.3993
405.75,7.75976666667,17.9828,7.16553333334,18.0610333333,5.33766666667,6.67718235295,11.1274,4.76726666667,8.39673333333
406.11,7.83536666667,18.1094666667,7.27613333334,18.1738666667,5.42446666667,6.74479019608,11.2208888889,4.85116666667,8.4672
406.47,7.85620000001,18.1670666667,7.33983333334,18.2455333333,5.46966666667,6.79404313725,11.2688,4.8865,8.49946666667
406.83,7.92263333333,18.2626666667,7.37466666666,18.3284,5.533,6.84954117647,11.3392333333,4.9108,8.56283333333
407.19,7.86476666667,18.2178,7.28976666666,18.3044,5.46486666667,6.80954705883,11.3097,4.85063333333,8.49616666667
407.55,7.89306666667,18.3076,7.31796666666,18.388,5.49926666667,6.8488254902,11.3650777778,4.87923333333,8.55416666667
407.90,7.91746666667,18.3336,7.3124,18.4157333333,5.5104,6.86266862745,11.3943666667,4.88843333333,8.56156666667
408.26,7.89513333334,18.3571333333,7.3208,18.4554666667,5.4768,6.86701176471,11.4006444444,4.8477,8.5396
408.62,7.84833333333,18.3504666667,7.2703,18.4497666667,5.4404,6.8320745098,11.3654777778,4.7822,8.49546666667
408.98,7.85083333333,18.4046666667,7.28896666666,18.5087333333,5.48393333333,6.87152941176,11.3794,4.8014,8.52083333333
409.34,7.87819999999,18.4842,7.32703333334,18.6251,5.4968,6.88971960784,11.4352888889,4.82063333333,8.5664
409.70,7.89763333334,18.5395333333,7.38113333334,18.6737,5.52733333333,6.90932745099,11.4589555556,4.85116666667,8.59496666667
410.06,7.87153333334,18.5356666667,7.35,18.6999333333,5.48273333333,6.90561960784,11.4484333333,4.80776666667,8.57753333333
410.42,7.84773333333,18.548,7.3402,18.723,5.44853333333,6.88804901961,11.4248222222,4.76786666667,8.54576666667
410.77,7.80676666667,18.5528666667,7.3499,18.7889666667,5.41326666667,6.87141372549,11.4299666667,4.7481,8.53073333333
411.13,7.82543333334,18.6056666667,7.40153333334,18.8269,5.44466666667,6.89595490196,11.4511333333,4.75773333333,8.56256666667
411.49,7.80483333333,18.6129333333,7.372,18.8652333333,5.42106666667,6.87985098039,11.4220444444,4.75083333333,8.52486666667
411.85,7.76880000001,18.6322666667,7.36926666666,18.9049333333,5.3898,6.85877647059,11.3862222222,4.7447,8.48546666667
412.21,7.78549999999,18.6744666667,7.3877,18.9492666667,5.40813333333,6.86152156863,11.3809222222,4.77413333333,8.49503333333
412.57,7.81186666666,18.7529333333,7.4253,19.0467666667,5.41226666667,6.89714705883,11.4268888889,4.80116666667,8.51656666667
