wavelength,Back_DiuSpem,Belly_DiuSpem,Breast_DiuSpem,Crissum_DiuSpem,Crown_DiuSpem,DorTail_DiuSpem,Patch10_DiuSpem,Patch11_DiuSpem,Rump_DiuSpem,Throat_DiuSpem,WingTip_DiuSpem
296.71,4.86583333333,7.9422,4.2722051282,8.10853333333,4.3372,6.34811358024,9.53326666666,2.283,5.17347777778,6.45466666666,5.55993333333
297.08,4.42353333333,7.69286666667,4.00015897436,7.76916666667,4.0256,6.00715061728,9.21766666666,1.8892,4.77535555555,6.05373333333,5.13806666667
297.45,4.40903333333,7.8188,3.98076923077,7.7632,4.1776,5.9603308642,9.29393333333,1.99333333333,4.8813,6.13046666667,5.09996666667
297.82,4.4956,8.01366666668,4.07052820513,7.85216666667,4.32266666667,6.00908641975,9.41486666667,2.07606666667,4.9786,6.31786666667,5.1551
298.19,4.47373333333,8.07553333334,4.08808205128,7.88996666667,4.3952,6.05026172839,9.60786666667,2.10253333333,5.00906666667,6.4164,5.1524
298.56,4.5142,8.30406666666,4.24397948718,8.09986666667,4.49293333334,6.15315061728,9.77153333334,2.24106666667,5.07145555556,6.52453333333,5.20756666667
298.93,4.5928,8.54019999999,4.38933333333,8.2198,4.645,6.22594074074,10.1347333333,2.3738,5.23578888889,6.80386666667,5.2895
299.30,4.6771,8.713,4.50158974359,8.31096666667,4.71953333333,6.25670617284,10.1454,2.45406666667,5.26708888889,6.91133333333,5.17906666667
299.67,4.54796666667,8.76319999999,4.48472307693,8.2938,4.69366666667,6.21817530864,10.2157333333,2.34533333333,5.21654444444,6.9284,5.01656666666
300.04,4.36213333333,8.75846666667,4.45436410256,8.29563333333,4.4912,6.13265679013,10.2292666667,2.2508,5.06653333333,6.93006666667,4.83416666667
300.41,4.49136666667,9.00746666665,4.62745128205,8.649,4.70293333333,6.23581481482,10.4488666667,2.41346666667,5.24687777778,7.14826666667,4.81626666667
300.78,4.14896666667,8.89733333335,4.33638974359,8.52903333333,4.54226666667,5.96005925926,10.3528666667,2.19966666667,4.9577,7.01306666667,4.41843333333
301.15,4.34826666667,9.21920000001,4.53090769231,8.93263333333,4.78273333333,6.08773580247,10.6572666667,2.513,5.19168888889,7.3426,4.51886666667
301.52,4.22103333333,9.08640000001,4.45857435898,8.9435,4.63253333333,5.97739753086,10.7276666667,2.3104,5.03355555556,7.27826666667,4.4137
301.89,3.93496666667,8.92459999999,4.18270769231,8.7998,4.33846666667,5.73674074074,10.5606666667,1.94006666667,4.69525555556,7.03126666667,4.05083333333
302.26,3.90813333333,8.98386666667,4.22064615385,8.90026666667,4.35153333333,5.64614320988,10.5748,1.93253333333,4.69231111111,7.07066666667,3.9631
302.63,3.59796666667,8.75686666668,3.87808717949,8.5216,3.94113333333,5.33224197531,10.3156666667,1.5098,4.38792222222,6.79993333333,3.541
303.00,3.7069,8.96306666667,4.07592307692,8.8567,4.06013333333,5.37651358025,10.3874,1.65826666667,4.55728888889,6.89886666667,3.65323333333
303.37,3.89393333333,9.10720000001,4.26193846154,9.20826666666,4.29613333334,5.54076049383,10.7314666667,1.81666666667,4.72751111111,7.15826666667,3.90076666667
303.74,4.0455,9.31240000001,4.42007179487,9.46693333334,4.54626666667,5.66209876543,10.8763333333,2.0522,4.82245555556,7.41933333333,4.1173
304.10,4.1453,9.43686666667,4.51018461539,9.60960000001,4.71066666667,5.64886419753,11.0706666667,2.1278,4.83582222222,7.57246666667,4.2042
304.47,3.99076666667,9.53953333332,4.49154358974,9.5465,4.63466666667,5.58222222222,11.1562,2.13393333333,4.76136666667,7.5016,4.1534
304.84,3.96746666667,9.53366666667,4.4902974359,9.5689,4.57533333333,5.50154814815,11.1968,2.09326666667,4.65028888889,7.44233333333,4.1177
305.21,3.8399,9.40660000001,4.2861025641,9.34066666667,4.34453333333,5.22238024691,11.0666,1.851,4.39163333333,7.2206,3.95516666667
305.58,4.12476666667,9.83819999998,4.6442,9.70996666668,4.6458,5.5031654321,11.4091333333,2.242,4.6592,7.6592,4.20166666667
305.95,4.2143,10.1029333333,4.79583076923,9.84953333332,4.77233333333,5.65991358025,11.6112,2.45053333333,4.77001111111,7.89186666666,4.38036666667
306.32,4.62246666667,10.6425333333,5.12368717949,10.3272333333,5.1958,6.05417777778,12.0619333333,2.8588,5.20533333333,8.4934,4.76376666667
306.69,4.9696,10.9546,5.47114871795,10.8564,5.602,6.30854074074,12.4946666667,3.33926666666,5.517,8.91579999999,5.1079
307.06,5.0871,11.0707333333,5.5211025641,10.9885666667,5.61366666667,6.45988395062,12.7167333333,3.46846666667,5.53145555555,9.05859999999,5.18203333333
307.43,4.7749,11.0080666667,5.17208205128,10.643,5.271,6.10496790123,12.6091333333,3.1728,5.21581111111,8.83346666667,4.8141
307.80,4.66743333333,11.0638666667,5.04207692308,10.5945333333,5.08086666667,5.90899753087,12.6924,2.99546666667,5.08474444445,8.65720000001,4.65196666667
308.17,4.74856666667,11.2554,5.14648205128,10.8006,5.10686666667,6.07700246914,12.9684666667,3.133,5.3062,8.82793333333,4.6825
308.54,4.81553333333,11.3258,5.13338461539,10.7673333333,5.01073333333,6.0169037037,12.9212,3.09686666667,5.33283333334,8.9448,4.60673333333
308.90,5.06226666667,11.7190666667,5.21044615385,10.9917,5.19386666667,6.15173333333,13.2651333333,3.3252,5.70087777778,9.29133333333,4.82663333334
309.27,5.4249,12.2854,5.57514871795,11.4258666667,5.6204,6.55399012345,13.8459333333,3.72793333333,6.10673333333,9.83326666667,5.14866666667
309.64,5.26563333333,12.211,5.31808205128,11.2093666667,5.42046666667,6.3521654321,13.6850666667,3.5426,5.99968888889,9.63153333335,4.85176666667
310.01,5.3359,12.2725333333,5.35952820513,11.219,5.509,6.30602469136,13.7478,3.55173333333,6.1306,9.68153333333,4.79956666667
310.38,5.29663333333,12.2334666667,5.33646153846,11.1210666667,5.34046666667,6.17052098765,13.8031333333,3.42533333333,5.971,9.45720000001,4.6563
310.75,5.4792,12.6564,5.55776410256,11.3633333333,5.57586666666,6.39144938272,14.1358666667,3.54466666667,6.21805555555,9.80700000001,4.8184
311.12,5.57266666666,12.9076666667,5.68066153846,11.5731,5.68986666667,6.49673580247,14.3393333333,3.5478,6.34616666667,9.9862,4.90276666667
311.49,5.93213333333,13.3730666667,5.98915897436,12.0277,6.0062,6.85067901235,14.7032666667,3.8154,6.69611111111,10.3859333333,5.29753333333
311.85,6.0157,13.5802,6.08702564102,12.2181666667,6.07666666667,6.93264691358,14.8654666666,3.84026666667,6.84574444444,10.6685333333,5.3801
312.22,6.1488,13.7928666667,6.24545641025,12.3890666667,6.2778,7.01244197531,15.0852666667,3.96033333333,6.95497777778,10.8744,5.4964
312.59,6.15,14.005,6.29290769231,12.6201,6.38013333333,7.02779506173,15.3796666667,4.0254,7.01383333334,11.0803333333,5.59033333333
312.96,6.22273333333,14.1908666667,6.47966153846,12.7724333333,6.44393333333,7.10184691358,15.5432666667,4.0986,7.0557,11.2347333333,5.6349
313.33,6.2786,14.3624666667,6.51496410256,12.9411666667,6.49166666667,7.1459382716,15.6588,4.16786666667,7.23598888889,11.4114666667,5.781
313.70,6.52263333333,14.8238,6.79295384615,13.2584666667,6.72833333333,7.41639506173,16.0597333333,4.42173333333,7.47323333334,11.8693333333,6.11453333333
314.07,6.7062,15.1684,6.9670051282,13.6047666666,6.85386666667,7.6151308642,16.4244,4.5858,7.58538888889,12.1580666667,6.3669
314.43,6.8854,15.5468,7.17038461538,14.0124,7.17446666667,7.81003703704,16.7151333333,4.87486666667,7.8399,12.5936,6.62813333333
314.80,6.70243333333,15.4104,6.9324051282,13.8869,7.01746666667,7.54040493827,16.6956,4.71566666667,7.63176666667,12.3614,6.35973333333
315.17,6.55256666667,15.4298,6.8318974359,13.7652333333,6.97986666666,7.41111358025,16.7356666667,4.727,7.59268888889,12.4252666667,6.09473333333
315.54,6.33683333333,15.3070666667,6.58095384615,13.6818,6.76533333333,7.20290123457,16.69,4.55673333333,7.37755555555,12.3064666667,5.70683333333
315.91,6.46376666667,15.5076666667,6.66758974359,13.9067666667,6.87893333333,7.25411851852,16.9709333333,4.77866666666,7.56193333333,12.556,5.6904
316.28,6.60053333333,15.8388,6.73805128205,14.0788,6.93833333333,7.34046666667,17.1768,4.90766666667,7.80903333333,12.7706666667,5.74216666667
316.64,6.81626666667,15.9831333333,6.80079487179,14.1186333333,6.99073333333,7.4793654321,17.4,5.0486,8.00214444445,12.902,5.91326666667
317.01,6.79286666666,16.1488,6.77851794872,14.1561,7.03193333333,7.45064691358,17.5517333333,5.02473333333,8.00504444445,13.0554666667,5.7913
317.38,6.65893333333,16.1031333333,6.77888717949,14.1469333333,6.96546666667,7.35580493827,17.5993333333,4.9516,7.82915555555,13.0247333333,5.58936666667
317.75,6.50176666667,15.9700666667,6.60055897436,14.1860333333,6.69826666667,7.09299012346,17.5744666667,4.7582,7.53474444445,12.8242,5.25956666667
318.12,6.30626666667,15.9821333333,6.4136,14.0968333334,6.47493333333,6.76933827161,17.5091333333,4.6242,7.37941111111,12.7289333333,5.00536666667
318.49,5.9061,15.8007333333,6.13176410256,13.8493666667,6.03646666666,6.43896049383,17.3198,4.2272,7.04414444444,12.5142,4.56006666667
318.85,5.96773333333,16.0672666667,6.32964615385,13.9914,6.13906666667,6.55646666667,17.4214,4.31693333333,7.09048888889,12.7896666667,4.58186666667
319.22,6.1878,16.2266666667,6.53826666667,14.2230666667,6.22286666667,6.58014814815,17.6385333333,4.52113333333,7.16458888889,12.9733333333,4.797
319.59,6.48206666666,16.5728666667,6.97624102564,14.5364666667,6.5356,6.92204197531,18.0394,5.00453333333,7.47902222222,13.412,5.24143333333
319.96,6.32426666667,16.6738,7.02322564103,14.4537666667,6.51433333333,6.92814320988,18.151,4.9294,7.23631111111,13.3475333333,5.29403333333
320.32,5.9284,16.5448,6.75671282051,14.216,6.255,6.64489382716,17.9394666667,4.57966666667,6.89846666667,13.1449333334,5.01183333333
320.69,5.84056666667,16.7968,6.85422051282,14.3691333333,6.28046666667,6.5743308642,17.9987333333,4.494,6.79683333333,13.2650666667,4.81616666667
321.06,5.96196666667,17.0433333333,7.08342051282,14.6105,6.39226666667,6.69803703704,18.2647333333,4.6424,6.9187,13.5210666667,4.97673333333
321.43,6.0975,17.4439333333,7.23355897436,14.8465333333,6.4512,6.82720740741,18.609,4.78246666667,7.10717777778,13.7975333333,5.04143333333
321.80,6.22556666667,17.8236666667,7.42092307692,15.0020333333,6.65433333333,6.97478765432,18.8862,4.98866666667,7.38463333333,14.1703333333,5.2503
322.16,6.20963333333,17.8549333333,7.43566666666,14.8669,6.56506666667,7.02100987654,18.9864,4.88526666666,7.32853333333,14.2452666667,5.13203333333
322.53,6.5389,18.1419333333,7.60905641025,15.0284666667,6.82653333333,7.25612345679,19.3168,5.1524,7.57336666667,14.4042,5.36516666667
322.90,6.65093333333,18.4114,7.71341538462,15.182,6.8336,7.28381975309,19.5856666667,5.355,7.69478888889,14.596,5.49626666667
323.27,6.34196666667,18.343,7.54198974359,15.0000666667,6.58813333333,7.11844197531,19.5402666666,5.1246,7.54181111111,14.5632666667,5.24896666667
323.63,5.91626666667,18.1104666667,7.18729230769,14.6809666667,6.26846666667,6.66094567901,19.4112,4.74546666667,7.23267777778,14.296,4.78546666667
324.00,6.11956666667,18.3323333333,7.28814871795,14.8105,6.38893333333,6.76002469136,19.5716666667,4.96106666667,7.47204444445,14.5490666667,4.87203333333
324.37,6.2086,18.4908,7.28262051282,14.8435666667,6.42226666667,6.71583209876,19.6465333333,4.96753333333,7.43185555555,14.5962,4.90066666667
324.74,6.2615,18.6824666667,7.34715384615,15.0081666667,6.5108,6.83142716049,19.9263333333,5.09733333333,7.55133333333,14.8170666667,4.99936666667
325.10,6.4267,18.8215333333,7.45280512821,15.076,6.67153333333,6.89679012346,20.0930666667,5.19073333333,7.64083333333,14.9755333333,5.10436666667
325.47,6.38536666667,18.7748666667,7.45481538461,15.0053333333,6.72173333333,6.83816790123,20.0566,5.12966666667,7.54932222222,15.0336666667,5.07146666667
325.84,6.36016666667,18.9068,7.46106153846,15.0619,6.81446666667,6.82648888889,20.2541333334,5.11113333333,7.57633333333,15.0986666667,5.07943333333
326.21,6.36643333333,19.0083333333,7.5347025641,15.3300666667,7.02173333333,6.84583950617,20.4004,5.165,7.68464444445,15.2135333333,5.2604
326.57,6.14133333333,19.0006,7.36544615385,15.2618666667,6.87686666667,6.6311037037,20.3222666667,5.01193333333,7.54593333333,15.1732,5.07826666667
326.94,5.92573333333,18.8392666667,7.16757948718,15.1567666667,6.679,6.48335802469,20.1739333333,4.80146666667,7.49706666667,15.0698,4.86743333333
327.31,5.64746666667,18.7643333333,6.85627692308,14.9719,6.5294,6.27338518519,20.0685333333,4.4896,7.28143333333,14.8651333333,4.598
327.67,5.67953333333,19.0420666667,6.90268205128,15.1864,6.61473333333,6.32806419753,20.1997333333,4.45813333333,7.30871111111,15.0086,4.66336666667
328.04,5.52186666667,19.0489333333,6.74785641026,15.1910666667,6.5322,6.14518271605,20.1772,4.415,7.20411111111,14.8808666667,4.54773333333
328.41,5.4815,19.1185333333,6.81577435897,15.3287333333,6.5096,6.17856049383,20.3428666667,4.5448,7.22218888889,14.9631333333,4.5049
328.78,5.44906666667,19.1025333333,6.74350769231,15.3075666667,6.45653333333,6.08282716049,20.2797333333,4.5046,7.13453333333,14.8710666667,4.41756666667
329.14,5.32673333333,19.0528,6.63447179487,15.2858333333,6.34806666667,6.03416790123,20.1976,4.49113333333,7.0586,14.7053333333,4.26273333333
329.51,5.41183333333,19.3828,6.68112820513,15.5501,6.49193333333,6.09855061729,20.5508,4.5948,7.1921,14.8692666667,4.37083333333
329.88,5.60333333333,19.6361333333,6.9193025641,15.9362333333,6.66666666667,6.35859012346,20.8219333333,4.78646666667,7.39195555555,15.2688,4.62726666667
330.24,5.82733333333,20.0338666667,7.09847179487,16.1532333333,6.83933333333,6.5824,21.1911333333,5.15566666667,7.56062222222,15.5364666667,4.74443333333
330.61,6.0442,20.4183333334,7.33778461539,16.4566666667,7.0698,6.78741975309,21.6174,5.40993333333,7.69043333333,15.8809333333,4.87236666667
330.98,6.16906666667,20.6181333333,7.55783589743,16.7311666667,7.227,6.91332345679,21.9851333333,5.57653333333,7.70627777778,16.0265333333,5.0449
331.34,6.6734,21.0597333333,8.03565641025,17.2620333333,7.61706666667,7.24421481481,22.4483333333,6.1596,8.08741111111,16.4282,5.50793333333
331.71,7.0208,21.3492666667,8.39755384615,17.5076,7.88073333333,7.51248888889,22.6586666667,6.525,8.3823,16.7448666667,5.8101
332.08,7.23123333333,21.6033333333,8.69012820513,17.7461333333,8.08973333333,7.74327160494,22.9580666667,6.72193333333,8.64155555555,17.0971333333,6.04363333333
332.44,7.25213333333,21.6966,8.7402974359,17.7467666667,8.1698,7.76022962962,23.0704,6.76426666667,8.79995555555,17.2175333333,6.13346666666
332.81,7.3792,21.9017333334,8.86528717949,17.8700333333,8.29006666666,7.88582469136,23.3160666667,6.88539999999,8.98034444445,17.4310666667,6.24813333333
333.18,7.2931,22.0423333333,8.90162564103,17.9582666667,8.32213333333,7.84369135802,23.5828,6.88266666667,9.01644444445,17.6606,6.25233333333
333.54,7.15293333333,21.9114,8.81216923077,17.8103,8.14586666667,7.76136296296,23.4481333333,6.73666666666,8.92542222222,17.5468666667,6.07326666667
333.91,6.94313333333,21.7677333333,8.55118974359,17.5444666667,7.93713333333,7.44188641975,23.3530666667,6.50833333333,8.6209,17.1926666667,5.71203333333
334.28,6.9054,21.7816,8.55940512821,17.5396333333,7.85193333333,7.30024938271,23.4264,6.40353333333,8.63533333333,17.2072,5.6472
334.64,6.9396,21.8370666667,8.59878461539,17.6070666667,7.83673333333,7.36774814815,23.519,6.44313333333,8.68757777778,17.2868,5.6926
335.01,6.87916666667,21.9288,8.4665025641,17.5854666667,7.80813333333,7.21854320987,23.6164,6.38046666667,8.6218,17.3314,5.5556
335.38,6.87566666667,22.0953333333,8.46488717949,17.5962666667,7.8202,7.2701728395,23.7472,6.38753333333,8.64882222222,17.4066,5.4923
335.74,6.80963333333,22.1084666667,8.37549230769,17.6097,7.74,7.21953333333,23.8756666667,6.38906666667,8.56891111111,17.3988,5.44806666667
336.11,6.81743333333,22.2356,8.32276410257,17.6358,7.6576,7.21652839506,23.9957333333,6.3564,8.48992222222,17.4385333333,5.391
336.47,6.89563333333,22.3429333333,8.38607692308,17.7838,7.68153333334,7.23303703704,24.1888666667,6.38673333333,8.42273333333,17.5903333333,5.34273333333
336.84,6.76406666667,22.3244666667,8.33298974359,17.8034666667,7.62353333333,7.1473308642,24.2826,6.29046666667,8.30438888889,17.5787333333,5.1905
337.21,6.9478,22.5477333333,8.44411282051,17.9781333333,7.68686666667,7.25988641975,24.4303333333,6.38286666667,8.4492,17.6868666667,5.30303333333
337.57,7.1183,22.7548,8.58479487179,18.1287,7.7542,7.29934814815,24.6459333333,6.55466666667,8.59132222222,17.8784666667,5.40596666667
337.94,7.3116,23.0256666667,8.75537435897,18.3951333333,7.90646666667,7.44988641975,24.8454666667,6.73026666667,8.83602222222,18.1152666667,5.61616666667
338.31,7.57553333333,23.3212,8.9512,18.6998666667,8.1056,7.67555802469,25.0998,6.87686666667,9.00431111111,18.4452,5.77333333333
338.67,7.67623333334,23.4589333333,9.07478461538,18.7981333333,8.2436,7.68967160494,25.3006666667,6.93413333333,9.13288888889,18.6514666667,5.8634
339.04,7.96503333333,23.8188,9.32917948718,19.0369666667,8.46986666667,7.99182469136,25.5326,7.23440000001,9.39621111111,18.9206666667,6.0905
339.40,7.98873333333,23.9194666667,9.4001076923,19.0915333333,8.46906666667,7.97027901235,25.6724666667,7.22146666666,9.39426666667,19.0908666667,6.09856666667
339.77,7.9886,24.0372666666,9.47956410257,19.1062,8.5412,7.9974345679,25.7762,7.26333333333,9.51964444445,19.2096,6.041
340.14,7.93186666666,24.0263333333,9.44811282051,19.0933,8.55046666667,7.91228395062,25.816,7.16066666667,9.45983333333,19.2278,5.9234
340.50,7.9892,24.1879333333,9.58549743589,19.2365333333,8.6756,7.98289135803,25.981,7.15899999999,9.54942222222,19.3039333333,5.97836666667
340.87,8.0845,24.2958,9.70433333333,19.2796333333,8.7074,8.03435308642,26.09,7.31246666667,9.67801111112,19.4220666666,6.0931
341.23,7.9575,24.2182666667,9.60849230769,19.1348,8.6106,7.94036049383,26.0555333333,7.27526666667,9.53502222222,19.3227333334,6.00086666667
341.60,7.96706666667,24.3202,9.64169743591,19.1957,8.66553333333,7.99551358024,26.1530666667,7.29613333333,9.52408888889,19.373,5.98886666667
341.96,7.8433,24.387,9.61741025642,19.1342333333,8.67046666667,7.95999506173,26.2122,7.28473333333,9.48295555555,19.3682666667,5.84203333333
342.33,7.7788,24.4055333333,9.61668717949,19.0964,8.6226,7.91777530864,26.2961333333,7.31286666666,9.38934444445,19.3304666667,5.84446666667
342.70,7.62826666667,24.3918666667,9.49373333333,19.0626,8.49893333333,7.82147654321,26.3358,7.27133333334,9.32714444445,19.2523333333,5.7146
343.06,7.6128,24.4095333334,9.4927025641,19.1200333333,8.5266,7.80146666667,26.47,7.243,9.34644444444,19.3426666667,5.8065
343.43,7.57473333333,24.4508,9.45433333333,19.1608,8.55673333333,7.79878518519,26.5691333333,7.24193333333,9.37802222222,19.3554,5.76466666667
343.79,7.68593333333,24.6723333333,9.54655384615,19.3354,8.6728,7.8679654321,26.7934,7.27353333333,9.38828888888,19.513,5.81013333333
344.16,7.6474,24.7846,9.54242564103,19.4166333333,8.62473333333,7.84437777778,26.9430666667,7.31853333333,9.41365555555,19.5382,5.74126666667
344.52,7.6318,24.8398666667,9.48373846154,19.4364333333,8.57646666667,7.82019012346,27.0597333333,7.34719999999,9.40787777779,19.5761333333,5.71243333333
344.89,7.6141,24.9758666667,9.45869743589,19.5138666667,8.611,7.82737777778,27.1285333333,7.29746666667,9.36429999999,19.6090666667,5.68153333333
345.25,7.70196666667,25.2174666667,9.56389230769,19.7615666667,8.71806666667,7.93554567901,27.4146666667,7.39906666667,9.52705555555,19.8216666667,5.7739
345.62,7.57796666667,25.2625333334,9.45780512821,19.7700666667,8.61653333333,7.83366172839,27.4624666667,7.32966666667,9.49951111111,19.798,5.69623333333
345.99,7.61016666667,25.2335333333,9.45454358975,19.8608333333,8.53693333333,7.77558518519,27.5318,7.35660000001,9.53094444445,19.9133333333,5.7454
346.35,7.4824,25.2952,9.41715897437,19.8495666667,8.51693333333,7.70784197531,27.6356666667,7.3668,9.56513333333,19.9088,5.64306666667
346.72,7.61733333334,25.4491333333,9.45964102564,19.9397666667,8.586,7.77057530864,27.7171333333,7.4376,9.61539999999,19.9933333333,5.7365
347.08,7.5055,25.3897333333,9.34350256409,19.8343,8.45846666667,7.65485432099,27.7242,7.34259999999,9.49185555556,19.9518,5.56373333333
347.45,7.67406666667,25.5020666667,9.43433333334,20.0073,8.53333333333,7.75443703704,27.9661333333,7.43726666667,9.61263333334,20.0932,5.67106666667
347.81,7.6012,25.3602666667,9.33853846153,19.9696333333,8.4078,7.67001481482,27.9584666667,7.4484,9.61154444445,20.0314,5.6406
348.18,7.7878,25.5539333333,9.48393846155,20.1886333333,8.60473333333,7.82631604938,28.1579333333,7.61326666666,9.74464444444,20.2605333333,5.81106666667
348.54,7.92813333334,25.7370666667,9.54088717949,20.3396666667,8.70553333333,7.9248691358,28.2991333333,7.695,9.85530000002,20.4582,5.9616
348.91,8.02106666667,25.8696666667,9.63571794871,20.4858666667,8.7088,7.95021975309,28.5138,7.78966666667,9.94564444445,20.583,5.99533333334
349.27,8.1288,25.9844666667,9.78957435899,20.5136,8.81933333333,8.03322469136,28.5993333333,7.94726666667,10.0174,20.7090666667,6.0698
349.64,8.3141,26.1320666667,9.98554358974,20.7273,9.0348,8.17637777778,28.8349333333,8.12800000001,10.122,20.9546,6.255
350.00,8.41536666667,26.2856,10.1373846154,20.807,9.20186666667,8.33490370371,29.0208,8.28940000001,10.2063555556,21.0417333333,6.3126
350.37,8.61043333333,26.4775333333,10.3140205128,21.0567,9.37573333334,8.52219012346,29.1975333333,8.39066666666,10.3807111111,21.2998666667,6.4929
350.73,8.60496666667,26.5994,10.4279846154,21.1369333333,9.44813333334,8.56759506172,29.3526666667,8.38759999999,10.4195555556,21.4628,6.5067
351.10,8.67613333333,26.6506,10.5737589744,21.2524666667,9.58493333333,8.63125925926,29.5162666667,8.48286666667,10.4728222222,21.5844,6.57586666667
351.46,8.7019,26.8392666667,10.6960153846,21.4056666667,9.70173333334,8.70906419753,29.6260666667,8.64600000001,10.5622333333,21.7300666667,6.68523333333
351.83,8.6943,27.1334666667,10.7938769231,21.5444,9.77253333334,8.75762222222,29.8278,8.70166666666,10.6154,21.9043333333,6.70026666667
352.19,8.4832,27.0169333334,10.6447538461,21.4077,9.55813333334,8.57710864197,29.8206,8.55166666666,10.4771444444,21.8224,6.50316666667
352.55,8.4665,27.1287333333,10.7018564103,21.4571,9.58846666668,8.58690864197,29.9684666667,8.62966666665,10.5470666667,21.8808,6.4103
352.92,8.4823,27.2975333333,10.6744666667,21.5345,9.68666666667,8.57709382716,30.1385333333,8.65280000001,10.5607444444,21.987,6.4005
353.28,8.45283333333,27.3133333334,10.6292820513,21.6831666667,9.68846666667,8.54643950617,30.3053333333,8.56359999999,10.5415111111,22.0604666667,6.35366666667
353.65,8.3614,27.2823333333,10.5699487179,21.6258666667,9.58240000001,8.50929876543,30.3104,8.49726666667,10.5597111111,22.0673333333,6.2144
354.01,8.3113,27.3612,10.5352717949,21.6801,9.49986666667,8.45408395062,30.4366666667,8.40213333332,10.5532777778,22.2242666667,6.1674
354.38,8.21756666667,27.3152666667,10.4145230769,21.6242666667,9.40633333333,8.31673580247,30.5078666667,8.33006666667,10.4444333333,22.1652,6.01953333333
354.74,8.2643,27.3574666667,10.4550717949,21.7491333333,9.39746666667,8.29132345679,30.5975333333,8.4034,10.4736666667,22.1951333333,6.04606666667
355.11,8.3434,27.6057333334,10.4657846154,21.8249333333,9.40713333333,8.28785432099,30.6891333333,8.43153333333,10.5608888889,22.2584,6.0875
355.47,8.25446666667,27.561,10.3680102564,21.7299,9.30566666667,8.15525432099,30.7134,8.28193333333,10.4961666667,22.2172666667,5.9383
355.83,8.24153333333,27.4608,10.318774359,21.7410333333,9.23920000001,8.06377037037,30.7746,8.23373333333,10.4253222222,22.2169333333,5.8906
356.20,8.39416666667,27.6304,10.4670564103,21.8560333333,9.39073333333,8.18929135803,30.9750666667,8.36726666668,10.5179555556,22.3519333334,6.01676666667
356.56,8.29153333333,27.6140666667,10.3787025641,21.8890666667,9.32033333333,8.08243950617,31.0674,8.30533333334,10.3655777778,22.409,5.91133333333
356.93,8.1949,27.5757333333,10.3429282051,21.8335333333,9.2764,8.01880246913,31.1377333333,8.22606666667,10.2760111111,22.4052666667,5.8291
357.29,8.09906666667,27.5952666667,10.2985282051,21.7835666667,9.18886666667,7.93556296296,31.1265333333,8.1944,10.1982333333,22.3877333333,5.74343333333
357.66,8.13833333333,27.7936,10.3424205128,21.9428333333,9.24933333334,7.96934814815,31.3999333333,8.28826666667,10.2306555556,22.5028,5.80286666667
358.02,8.17163333333,28.0021333333,10.3766820513,22.0262666667,9.28766666666,7.98693580247,31.5800666667,8.35293333333,10.2726222222,22.5812,5.80793333333
358.38,8.16856666667,28.1647333333,10.3971641026,22.1066333333,9.27693333333,7.9942,31.747,8.38813333334,10.3151888889,22.7044666667,5.7988
358.75,8.234,28.3458666667,10.4458820513,22.2338666667,9.38413333333,8.07004691358,31.9867333333,8.48206666667,10.3644111111,22.8406,5.79813333333
359.11,8.25016666667,28.4391333333,10.4968923077,22.3397333333,9.38540000001,8.10738024691,32.126,8.55186666667,10.3984666667,22.9798,5.7829
359.48,8.32026666667,28.7053333333,10.6342666667,22.5171333333,9.48393333334,8.18642222222,32.4218,8.654,10.4642777778,23.2025333333,5.89143333333
359.84,8.37076666667,28.8053333333,10.6587384615,22.5351,9.53486666665,8.21372098765,32.5126,8.6996,10.4923555556,23.3048666667,5.89696666667
360.20,8.33853333333,28.9092,10.662051282,22.6627666667,9.516,8.1935654321,32.6289333333,8.72659999999,10.4838,23.4355333333,5.86793333333
360.57,8.49363333333,29.1453333333,10.8346615384,22.8418666667,9.65299999999,8.34415308642,32.8285333333,8.87666666667,10.7060222222,23.5764666667,6.03803333333
360.93,8.63803333333,29.2651333333,10.976025641,23.0261,9.76333333333,8.4665580247,32.9687333333,9.05786666666,10.8635555556,23.7497333333,6.16626666667
361.29,8.7247,29.3828666667,11.0148666666,23.1645333333,9.81653333333,8.48794814815,33.1634666667,9.16053333333,10.9304333333,23.8648666667,6.1755
361.66,8.75916666667,29.4122666667,11.0590615385,23.1972333333,9.85466666667,8.49350864197,33.176,9.20173333334,10.9376333333,23.9088666667,6.17183333333
362.02,8.7724,29.4038666667,11.0861641026,23.2428333333,9.87033333332,8.49628148148,33.2685333333,9.23293333335,10.9502888889,23.9491333333,6.19906666667
362.39,8.80423333333,29.3909333333,11.1272410257,23.2267666667,9.84766666665,8.48410617284,33.2638,9.26920000001,10.9435222222,23.9818666667,6.2099
362.75,8.78583333333,29.4049333333,11.1275794872,23.2594333333,9.77193333332,8.43744691358,33.3327333333,9.2472,10.9316666667,24.0468,6.17993333333
363.11,8.8029,29.4666,11.1780820513,23.3340333333,9.81513333333,8.45682716049,33.4528666667,9.30666666666,10.9743555555,24.1252666667,6.20343333333
363.48,8.89386666667,29.4822,11.1958564102,23.4184666667,9.87026666667,8.51963950618,33.5126666667,9.42926666667,11.0716111111,24.1907333333,6.2516
363.84,8.96773333333,29.6035333333,11.2453641026,23.5224333333,9.92939999999,8.58372592592,33.6323333333,9.47539999999,11.1591,24.2891333333,6.31023333333
