wavelength,Back_SalAtom,Belly_SalAtom,Breast_SalAtom,Crissum_SalAtom,Crown_SalAtom,DorTail_SalAtom,Rump_SalAtom,Throat_SalAtom,WingTip_SalAtom
554.09,8.86346666667,41.6121333333,34.4494,26.8623333333,7.68646666667,6.76263555555,12.6672,4.401,8.20326666667
554.43,8.86526666666,41.6715333333,34.5160666667,26.9301333333,7.67066666667,6.75186222222,12.6738,4.4016,8.19206666667
554.77,8.91653333334,41.81,34.6185333333,27.0442666667,7.70906666667,6.79403111112,12.7308666667,4.42013333333,8.23153333333
555.11,8.93506666667,41.8927333333,34.6884,27.1477333333,7.7324,6.80615555556,12.7663333334,4.4198,8.23073333333
555.45,8.99506666667,42.0096666667,34.7644,27.2626,7.8004,6.85170666667,12.8215333333,4.45053333333,8.27746666667
555.80,8.98126666666,42.0026,34.7496666667,27.2758,7.79386666667,6.83759555555,12.8139333333,4.44693333333,8.27833333333
556.14,8.99059999999,42.0897333333,34.8488,27.3747333333,7.803,6.85848888888,12.8482,4.46446666667,8.3
556.48,8.99606666666,42.1284,34.9025333333,27.4610666667,7.838,6.88769333333,12.8773333333,4.50213333333,8.335
556.82,9.03306666667,42.1904,34.9588,27.581,7.86733333333,6.90312000001,12.9309333333,4.5152,8.3536
557.16,9.01380000001,42.1356666667,34.9478666667,27.5921333333,7.85593333333,6.90578222223,12.943,4.5028,8.34526666667
557.50,9.02533333333,42.138,34.9724666667,27.6208666667,7.8696,6.91271111111,12.9533333333,4.52213333334,8.35373333333
557.85,9.09439999999,42.1486666667,35.0245333334,27.6929333333,7.93866666667,6.97931111112,13.0245333334,4.5898,8.4238
558.19,9.14279999999,42.1630666666,35.0199333333,27.7468666667,7.9944,7.00345333333,13.0616666667,4.62466666667,8.4582
558.53,9.11439999999,42.1302,34.9998,27.7459333333,7.9768,7.00111111111,13.0389333333,4.62,8.42633333333
558.87,9.11533333333,42.1390666667,35.02,27.7909333333,7.98033333333,7.00068444444,13.0458,4.6264,8.41173333333
559.21,9.08146666666,42.1334666667,34.9919333333,27.7836666666,7.94633333333,6.97355999999,13.0312,4.58813333333,8.36686666667
559.55,9.12226666666,42.1681333333,35.0134666667,27.8368666667,7.98646666667,6.98571111111,13.0704,4.59213333334,8.39446666667
559.89,9.10553333333,42.1212666667,34.9948,27.8560666666,7.97493333333,6.96116444444,13.0434666667,4.5592,8.37786666667
560.23,9.11133333333,42.1176,34.9829333333,27.8643333333,7.9688,6.95771111112,13.0316666667,4.52826666667,8.3726
560.58,9.12073333334,42.1536666667,35.0239333333,27.9086666667,7.99846666667,6.98170666667,13.0596,4.54393333333,8.3958
560.92,9.13813333333,42.1554,35.023,27.9544666667,8.01946666667,6.98694666666,13.0656666667,4.54486666667,8.4012
561.26,9.1578,42.1745333333,35.0274,28.0092666667,8.0434,6.99312444445,13.0811333334,4.554,8.42926666667
561.60,9.15286666667,42.2413333333,35.0431333333,28.0539333333,8.05426666667,7.00071111111,13.0861333333,4.55706666667,8.43093333333
561.94,9.17193333334,42.3255333333,35.1063333334,28.1505333333,8.07946666667,7.00882222221,13.1163333333,4.55826666667,8.4484
562.28,9.18853333333,42.2972666667,35.0494,28.1758,8.0938,6.98269777777,13.1252,4.5414,8.45673333333
562.62,9.19106666667,42.2964666667,35.0226666667,28.1793333333,8.08846666667,6.97578222222,13.1286,4.5202,8.4618
562.96,9.1874,42.3174,35.0595333333,28.2347333333,8.0868,6.95545777779,13.1316666667,4.50133333333,8.4764
563.30,9.18993333333,42.3990666667,35.1108666667,28.295,8.05946666667,6.97131555555,13.1461333333,4.48633333333,8.49093333333
563.64,9.19673333334,42.3690666666,35.0318,28.2668,8.05253333333,6.96012000001,13.1529333334,4.47653333333,8.49366666667
563.99,9.20553333333,42.4076,35.0467333333,28.3184666666,8.05386666667,6.96012444445,13.1806,4.48633333333,8.50153333333
564.33,9.21926666666,42.3792,35.0078,28.3571333333,8.05513333333,6.95750666667,13.1755333333,4.4848,8.49766666667
564.67,9.24820000001,42.4379333333,35.0208,28.412,8.06446666667,6.97108000001,13.1878666667,4.50046666667,8.53286666666
565.01,9.25793333333,42.481,35.0385333333,28.4521333333,8.0728,6.98999111111,13.2201333333,4.50646666667,8.53686666667
565.35,9.26146666666,42.5014666667,35.0445333333,28.4984666667,8.0522,6.95136444444,13.2122666667,4.4778,8.50746666667
565.69,9.28566666667,42.5021333333,35.0805333333,28.5401333333,8.07206666667,6.98135555556,13.2234,4.5002,8.53553333333
566.03,9.32766666667,42.5872,35.1666666667,28.603,8.0954,7.02428000001,13.2634,4.53433333333,8.58446666667
566.37,9.38286666666,42.6732,35.2473333333,28.6918,8.1356,7.06717333333,13.3130666667,4.57373333333,8.645
566.71,9.44506666667,42.6975333333,35.2911333333,28.7352666667,8.18226666667,7.10863111112,13.3547333333,4.619,8.70113333333
567.05,9.4794,42.7215333333,35.3186666667,28.8032666667,8.21466666667,7.13034222222,13.3678,4.64446666667,8.72206666667
567.39,9.52259999999,42.7936666667,35.3948666666,28.8969333333,8.26193333333,7.17211111112,13.4072666667,4.68406666667,8.7628
567.73,9.53613333332,42.7746,35.3968666667,28.9249333333,8.26153333333,7.17500888888,13.3986666667,4.6732,8.76113333333
568.07,9.54346666667,42.8352,35.4485333333,28.9784,8.2754,7.17166222223,13.4151333333,4.67033333333,8.7646
568.41,9.57433333333,42.9222666667,35.525,29.0744,8.31106666667,7.20252888888,13.4542,4.6876,8.7908
568.75,9.58080000001,42.9342666667,35.5505333333,29.1213333333,8.327,7.19204888889,13.4681333333,4.67333333333,8.79606666667
569.09,9.58820000001,42.9302,35.5702666667,29.1362,8.34620000001,7.21853777777,13.4837333333,4.69466666667,8.82593333333
569.43,9.58713333334,42.9459333333,35.5606,29.1406,8.35386666666,7.21651111112,13.5096666666,4.6808,8.83146666667
569.77,9.61206666667,43.0157333333,35.6174666666,29.2419333333,8.37533333333,7.23659555555,13.5537333333,4.69793333333,8.8578
570.11,9.60659999999,42.9981333333,35.6114,29.2682666667,8.35719999999,7.20891999999,13.5386666667,4.67966666667,8.82533333333
570.45,9.56219999999,42.9868666667,35.5682,29.2948,8.30413333333,7.18295555555,13.5222666667,4.65426666667,8.7838
570.79,9.53260000001,42.9451333333,35.5419333333,29.3082,8.29106666667,7.16191999999,13.5091333333,4.64993333333,8.7618
571.13,9.4948,42.9201333333,35.5292,29.3180666667,8.25453333333,7.13597333334,13.489,4.60653333333,8.72013333333
571.47,9.50119999999,42.9729333333,35.5474666667,29.3685333333,8.276,7.14720000001,13.4974666667,4.62853333333,8.7358
571.81,9.52100000001,42.9894,35.5432666667,29.3801333333,8.26806666667,7.15385333333,13.4987333333,4.63146666667,8.74966666667
572.15,9.51973333333,42.9948,35.5506,29.391,8.28540000001,7.15368444445,13.5197333333,4.62913333333,8.7482
572.49,9.53200000001,43.0068666667,35.5366666667,29.4223333334,8.26473333333,7.15815111112,13.4978666667,4.62693333333,8.75926666667
572.83,9.51726666667,42.9887333333,35.5142666667,29.4493333333,8.24119999999,7.14625777778,13.5012,4.59486666667,8.72906666667
573.17,9.52633333333,43.0212,35.5383333333,29.5114666667,8.23586666667,7.14494222222,13.5053333333,4.58986666667,8.72693333333
573.51,9.52006666667,43.0213333333,35.532,29.5238,8.229,7.12544444445,13.4887333333,4.577,8.70346666667
573.85,9.52706666667,43.0396,35.5440666667,29.5532,8.25293333333,7.13964444445,13.5066666667,4.5936,8.72146666667
574.19,9.55473333333,43.0894666667,35.5635333334,29.5924666667,8.30426666666,7.15450666666,13.5227333333,4.61013333333,8.74566666667
574.53,9.58906666666,43.1821333333,35.6075333333,29.6592666667,8.3298,7.17624,13.5680666667,4.6262,8.7778
574.87,9.63786666668,43.2512666667,35.6696666667,29.745,8.36213333333,7.19920444445,13.6064666666,4.6564,8.8232
575.21,9.67753333333,43.3408,35.7537333333,29.8412,8.39153333334,7.22282222222,13.6489333333,4.66113333333,8.85146666667
575.55,9.67773333334,43.3729333334,35.8092,29.9080666667,8.42346666666,7.23992888889,13.6716,4.67333333333,8.87233333333
575.89,9.67606666667,43.3748666667,35.8162666667,29.9525333333,8.41426666667,7.23613333333,13.6639333333,4.65833333333,8.87266666667
576.22,9.69173333333,43.3948666667,35.8605333333,30.0135333333,8.43366666667,7.24235111112,13.6862,4.6758,8.88093333333
576.56,9.73086666667,43.4778,35.926,30.0714,8.46439999999,7.26196888889,13.6961333333,4.70413333333,8.91286666667
576.90,9.73333333333,43.4899333333,35.9258666667,30.0993333333,8.455,7.26012444445,13.6836666666,4.703,8.93233333333
577.24,9.70226666667,43.4514666667,35.8998,30.0936,8.43973333333,7.22642222221,13.6536,4.66213333333,8.91453333333
577.58,9.6848,43.4443333333,35.8852,30.1102,8.40186666667,7.20398666666,13.6302666667,4.61913333333,8.89653333333
577.92,9.69780000001,43.4616,35.9284666667,30.1739333333,8.3866,7.19387111111,13.6201333333,4.60626666667,8.89
578.26,9.68700000001,43.4324666667,35.91,30.1732,8.37046666667,7.17545777777,13.5951333334,4.56666666667,8.86286666667
578.60,9.68046666667,43.4520666667,35.9065333333,30.2067333333,8.39366666667,7.17991555555,13.5914,4.54993333333,8.8728
578.94,9.64180000001,43.3841333333,35.8623333333,30.1762666667,8.3606,7.14955555555,13.5584666667,4.5106,8.85133333333
579.28,9.66153333334,43.4054666667,35.8586666667,30.2274,8.35926666666,7.16345333333,13.5576,4.50286666667,8.8674
579.61,9.66713333334,43.3776666667,35.8257333333,30.2231333333,8.36733333333,7.16682222223,13.5408,4.52033333333,8.871
579.95,9.68313333334,43.3602,35.8046,30.2177333333,8.38959999999,7.18765777777,13.5620666667,4.5244,8.8702
580.29,9.68006666667,43.3773333333,35.8156,30.2666,8.38699999999,7.18395111111,13.5687333333,4.537,8.88593333333
580.63,9.66726666666,43.3766,35.8238,30.299,8.40926666667,7.18191555554,13.5979333333,4.5342,8.88266666667
580.97,9.73013333334,43.4122,35.8530666667,30.3688,8.43879999999,7.24431555556,13.6398,4.5792,8.9388
581.31,9.77440000001,43.5024,35.9255333333,30.4637333334,8.51166666667,7.28619111111,13.7042,4.61253333333,8.9948
581.65,9.77793333333,43.544,35.9516666667,30.5065333333,8.50326666667,7.30449777777,13.72,4.61733333333,9.0086
581.98,9.77386666667,43.5891333333,35.9940666667,30.5485333333,8.513,7.31094666666,13.7468666667,4.6284,9.02846666667
582.32,9.77346666667,43.5372666666,35.9592,30.5050666667,8.49840000001,7.30412444445,13.725,4.62153333333,8.99986666666
582.66,9.76426666666,43.5594666667,35.9637333333,30.5380666667,8.49926666666,7.28219555555,13.7348666667,4.612,8.989
583.00,9.74546666666,43.5519333333,35.9728,30.5552,8.47833333334,7.26675111111,13.7242,4.5864,8.95673333333
583.34,9.77766666666,43.669,36.0616666667,30.6424,8.47726666667,7.26785333333,13.7805333333,4.58393333333,8.966
583.68,9.7778,43.6799333334,36.0544666667,30.6966,8.49053333333,7.26595111111,13.7706666667,4.5924,8.9708
584.01,9.80579999999,43.6934,36.0753333333,30.7639333333,8.51920000001,7.29988000001,13.7969333333,4.58806666667,9.0068
584.35,9.83899999999,43.7608,36.1661333333,30.8478666667,8.52320000001,7.31254666666,13.8050666667,4.59186666667,9.0286
584.69,9.79033333334,43.8026666667,36.1832,30.8778666667,8.49646666666,7.27396888888,13.793,4.5626,9.00753333333
585.03,9.69546666666,43.7199333333,36.1025333333,30.8024,8.37680000001,7.20077777779,13.705,4.5004,8.9084
585.37,9.69853333333,43.6772666667,36.0670666667,30.7875333333,8.3956,7.19530666666,13.7156666667,4.5034,8.89473333333
585.70,9.72146666667,43.6351333333,36.0375333333,30.8355333333,8.39106666666,7.20049333333,13.7066666667,4.501,8.87473333333
586.04,9.73633333333,43.7262666667,36.0896666667,30.9181333333,8.38113333333,7.20699555555,13.7186,4.5058,8.88893333333
586.38,9.80006666667,43.7576,36.1197333333,30.9840666667,8.43180000001,7.27865333333,13.7725333333,4.55853333333,8.94626666667
586.72,9.82266666667,43.8152,36.1627333333,31.0469333333,8.43586666667,7.25362666666,13.8174,4.54446666667,8.9552
587.06,9.76540000001,43.7164,36.0864666667,31.0161333333,8.37420000001,7.19597777778,13.7113333333,4.4922,8.88926666667
587.39,9.74193333333,43.7748666667,36.1226,31.0535333333,8.3432,7.15214666667,13.7026,4.4358,8.86666666667
587.73,9.70033333333,43.7678666667,36.0998666667,31.0279333333,8.28580000001,7.08322666667,13.6534,4.3774,8.8024
588.07,9.70486666667,43.7251333333,36.0496,31.0300666667,8.28580000001,7.10302222221,13.657,4.38106666667,8.79473333334
588.41,9.76260000001,43.7468,36.0771333333,31.0720666667,8.33653333333,7.16585777779,13.7064,4.40346666667,8.83053333333
588.74,9.8198,43.8006,36.1270666667,31.1696666667,8.38940000001,7.20316888889,13.7408,4.4368,8.87193333333
589.08,9.83473333335,43.8358666667,36.1618666667,31.2106,8.39520000001,7.20474666667,13.756,4.44146666667,8.9106
589.42,9.86306666668,43.9532666667,36.2880666667,31.2889333333,8.42826666667,7.22500888888,13.8028,4.45646666667,8.96806666667
589.76,9.86500000001,43.9674,36.3438666666,31.3354,8.42999999999,7.20743111112,13.8180666667,4.43433333333,8.96553333333
590.09,9.82766666667,43.9962,36.3862,31.3766666667,8.39726666667,7.17626222221,13.8042,4.39693333333,8.95366666666
590.43,9.80853333333,43.9280666667,36.3331333333,31.3774,8.39520000001,7.17179555555,13.747,4.40133333333,8.92573333333
590.77,9.86993333332,44.0219333334,36.4076666667,31.4918666667,8.46666666666,7.24253333333,13.8525333333,4.45086666667,9.0064
591.11,9.94339999999,44.1248666667,36.5068666667,31.6217333333,8.53133333333,7.30163999999,13.9212666667,4.51653333333,9.07826666666
591.44,9.99426666667,44.1473333333,36.5054666667,31.6844,8.57779999999,7.34936888888,13.9615333333,4.56073333333,9.11733333334
591.78,10.0073333333,44.1657333333,36.5042666667,31.7207333333,8.58206666667,7.32472888889,13.9446666667,4.544,9.1146
592.12,9.98473333333,44.1396666667,36.4642666667,31.7348,8.57626666666,7.26990222222,13.9319333333,4.51806666667,9.07266666666
592.46,10.0108,44.1509333333,36.4656,31.7797333333,8.59906666667,7.27418222222,13.9604666667,4.4976,9.10539999999
592.79,10.0206666667,44.1365333333,36.4634666667,31.8213333333,8.60093333334,7.28949333334,13.9633333333,4.4946,9.09313333334
593.13,10.0310666667,44.1293333333,36.4099333333,31.855,8.607,7.29144888889,13.9870666667,4.4968,9.09933333333
593.47,10.0603333333,44.1364666667,36.3916,31.8861333333,8.63433333334,7.31211555556,13.9972666667,4.51666666667,9.10946666667
593.80,10.0881333333,44.1238,36.3763333333,31.9062666667,8.62826666667,7.30610666667,14.0029333333,4.52173333333,9.11193333334
594.14,10.1684666667,44.2222666667,36.4329333333,31.9699333333,8.703,7.37353777778,14.1193333333,4.60166666667,9.19153333333
594.48,10.1793333333,44.2444666667,36.4563333333,32.0164,8.69593333333,7.36335555555,14.1262666667,4.58633333333,9.19006666666
594.81,10.139,44.1483333333,36.3751333333,31.9543333333,8.64813333333,7.32096444445,14.0893333334,4.52473333333,9.13960000001
595.15,10.1132,44.1195333333,36.3708666667,31.9694,8.60953333333,7.29013777779,14.0875333333,4.47893333333,9.14326666667
595.49,10.1166,44.1651333333,36.3887333333,32.0368,8.61400000001,7.29965777777,14.1001333333,4.48966666667,9.14186666667
595.82,10.1242666667,44.1915333333,36.4267333333,32.0772666667,8.61173333333,7.32513333333,14.1038666667,4.501,9.16773333333
596.16,10.1120666667,44.2756666667,36.5155333333,32.1679333333,8.60286666667,7.31855555556,14.1107333333,4.49546666667,9.15806666666
596.50,10.1282666667,44.3340666667,36.5706,32.2416,8.6136,7.31603111112,14.1251333333,4.49253333333,9.1626
596.83,10.1128666667,44.2955333333,36.554,32.2314,8.59419999999,7.28885333334,14.0884666667,4.46546666667,9.12733333333
597.17,10.117,44.3113333333,36.5696666667,32.2607333333,8.60433333334,7.28008444444,14.1187333333,4.46406666667,9.14106666666
597.51,10.1337333333,44.3376666667,36.5939333333,32.2659333333,8.62026666667,7.27729777777,14.122,4.4544,9.14373333333
597.84,10.1265333333,44.371,36.6308,32.3262,8.6178,7.28807555555,14.1027333333,4.416,9.146
598.18,10.1584666667,44.3894666667,36.659,32.3516,8.64146666666,7.30437777777,14.1298,4.43713333333,9.17713333333
598.52,10.2036,44.4652,36.7338666666,32.4225333333,8.65126666667,7.32835111112,14.1780666667,4.45926666667,9.2046
598.85,10.1789333333,44.5055333333,36.7541333333,32.4608666667,8.65166666667,7.32831555555,14.1584666667,4.45533333333,9.18826666667
599.19,10.1793333333,44.5364666667,36.767,32.4731333333,8.65153333333,7.31382222222,14.1706666667,4.426,9.174
599.53,10.1812,44.5446,36.7536,32.4941333333,8.64933333333,7.28967555556,14.1447333333,4.40326666667,9.1466
599.86,10.2186,44.5162666666,36.7245333333,32.5119333333,8.68026666666,7.32223555554,14.1883333333,4.42913333333,9.17346666667
600.20,10.2493333333,44.5163333334,36.7098,32.5397333333,8.71506666667,7.34123111111,14.2251333333,4.4482,9.21633333333
600.53,10.3141333333,44.5856666667,36.7807333333,32.6439333333,8.76159999999,7.39890666666,14.2902,4.48673333333,9.29279999999
600.87,10.3138666667,44.5678,36.7484666667,32.6928,8.75553333333,7.38746222223,14.3105333333,4.47706666667,9.29546666667
601.21,10.3635333333,44.6331333333,36.7737333333,32.8138,8.79266666667,7.42370222223,14.3671333333,4.53653333333,9.32780000001
601.54,10.3555333333,44.5573333333,36.7356,32.7923333333,8.76333333333,7.38336444444,14.3634666667,4.53393333333,9.29573333333
601.88,10.3498666667,44.4862,36.6546,32.7837333333,8.77760000001,7.37200888889,14.3578666667,4.51433333333,9.29793333333
602.21,10.3579333333,44.5085333333,36.654,32.8348,8.80893333333,7.38304,14.3714,4.5298,9.32526666667
602.55,10.4156666667,44.5222,36.6922666667,32.8792666667,8.853,7.39893777779,14.425,4.56953333333,9.36146666666
602.88,10.4499333333,44.5225333333,36.7313333333,32.9282,8.88993333335,7.43719555555,14.4599333333,4.61,9.3952
603.22,10.4516666667,44.5278666666,36.7395333333,32.9884666667,8.90853333333,7.43329777777,14.4908666667,4.62286666667,9.41993333334
603.56,10.4648666667,44.5214,36.7126666667,33.001,8.92246666668,7.431,14.4848666666,4.6374,9.43799999999
603.89,10.4527333333,44.5666,36.7270666667,33.0366666667,8.90953333333,7.41757333334,14.4696666667,4.62853333333,9.41673333333
604.23,10.4226666667,44.5701333333,36.7178666667,33.0462,8.87866666666,7.36911555556,14.449,4.5958,9.3714
604.56,10.4642,44.6902666667,36.8389333333,33.1559333333,8.9346,7.42866666667,14.4979333333,4.6416,9.40713333333
604.90,10.4734666667,44.6787333333,36.8330666667,33.1784666667,8.9496,7.43797777777,14.4834666667,4.63753333333,9.41366666666
605.23,10.51,44.7668666667,36.903,33.2768666667,8.99966666665,7.46006666667,14.5194666667,4.6662,9.46086666666
605.57,10.5370666667,44.8445333333,36.9917333333,33.352,9.03353333333,7.47955555555,14.5180666667,4.70726666667,9.4812
605.90,10.5364,44.8035333333,36.9763333333,33.3813333333,9.05873333333,7.50995555555,14.5241333333,4.7254,9.49099999999
606.24,10.6022,44.9112,37.0682666667,33.5112666667,9.13180000001,7.57578222222,14.5931333333,4.7778,9.55539999999
606.58,10.5830666667,44.8736666667,37.0382,33.525,9.10780000001,7.55807555556,14.5824666666,4.74193333333,9.55600000001
606.91,10.6383333333,44.9222,37.1170666667,33.5881333333,9.1402,7.61071555555,14.6468666667,4.7678,9.59806666667
607.25,10.6617333333,44.9588,37.1706666667,33.6573333333,9.17666666666,7.64149777778,14.7014,4.78586666667,9.63213333334
607.58,10.6942666667,45.0129333333,37.2278,33.7346666667,9.22159999999,7.69452444445,14.7584,4.79566666667,9.6622
607.92,10.7037333333,44.9659333333,37.1856666667,33.7433333333,9.23286666667,7.72576444444,14.7603333333,4.8208,9.67206666666
608.25,10.6416,44.8027333334,37.024,33.651,9.16066666667,7.66886666666,14.6805333333,4.747,9.61153333334
608.59,10.6516,44.8075333333,37.0562,33.7227333333,9.17593333334,7.70570666667,14.7426,4.77113333333,9.63726666667
608.92,10.6324666667,44.7712666667,37.0306666667,33.7066666667,9.16246666668,7.71300000001,14.7496,4.76073333333,9.64679999999
609.26,10.6526666667,44.8141333333,37.0766,33.7831333333,9.17253333333,7.75095555555,14.7914,4.7642,9.67446666667
609.59,10.6954,44.8844666667,37.1175333333,33.8338,9.20633333334,7.79266222222,14.8096666667,4.79913333333,9.72140000001
609.93,10.7162,44.9073333333,37.1362666667,33.8696666667,9.25199999999,7.85886222223,14.8308,4.81586666667,9.75386666667
610.26,10.7447333333,45.0124,37.2198,33.9360666667,9.31759999998,7.89947555555,14.8657333333,4.8572,9.79279999999
610.60,10.7058666667,45.0261333333,37.1962,33.9437333333,9.28826666667,7.87397777778,14.8173333333,4.82746666667,9.76546666667
610.93,10.7291333333,45.0681333333,37.2142,33.9568666667,9.30119999999,7.88967555555,14.8008666667,4.82706666667,9.777
611.27,10.7349333333,45.042,37.1876666667,33.9558,9.29526666666,7.87697777777,14.7854,4.82653333334,9.7926
611.60,10.7517333333,45.1538666667,37.288,34.0154666667,9.33140000001,7.91139999999,14.8193333333,4.8072,9.84706666666
611.93,10.8121333333,45.2966,37.4161333333,34.1361333333,9.39026666667,7.94945777778,14.8558666667,4.85993333333,9.89066666666
612.27,10.7731333333,45.2394,37.3516,34.0517333333,9.37453333333,7.91443555555,14.8144666667,4.8246,9.873
612.60,10.8299333333,45.3223333333,37.4034666667,34.1501333333,9.39826666667,7.94526222223,14.8253333333,4.846,9.92226666667
612.94,10.7722,45.3128666667,37.3504666667,34.1326,9.35406666665,7.89219555555,14.7788666667,4.78713333333,9.87026666667
613.27,10.7299333333,45.3316,37.3984,34.181,9.31579999999,7.83192444444,14.7602,4.71166666667,9.84753333332
613.61,10.6931333333,45.2414,37.3634666667,34.1439333333,9.2464,7.74101333333,14.7349333333,4.67153333333,9.78653333332
613.94,10.7566666667,45.2531333333,37.3831333333,34.2246666667,9.27440000001,7.76096888888,14.7858,4.71166666667,9.83853333332
614.28,10.847,45.3016,37.445,34.3134,9.36066666666,7.84238222221,14.8706666667,4.78333333333,9.92826666667
614.61,10.8833333333,45.3133333333,37.5076666667,34.4092,9.35693333331,7.84785777778,14.8971333333,4.772,9.92586666666
614.94,10.8176,45.2739333333,37.4814,34.3865333333,9.32013333333,7.79487555555,14.8458666667,4.72206666667,9.86786666667
615.28,10.8644666667,45.3126666667,37.4939333334,34.4599333333,9.36526666666,7.80134666667,14.8836,4.77433333333,9.87673333335
615.61,10.8807333333,45.3525333333,37.5803333333,34.5048,9.36719999999,7.82928444445,14.9168666667,4.7734,9.90220000001
615.95,10.9069333333,45.4500666667,37.6581333333,34.6113333333,9.37646666669,7.81133333333,14.9008666667,4.76013333333,9.89726666666
616.28,10.9202,45.4831333334,37.6962,34.6095333333,9.39913333333,7.81303555555,14.93,4.7532,9.86346666668
616.61,11.0054,45.4728666667,37.7067333333,34.6495333333,9.45366666667,7.86056888888,14.9869333333,4.82453333333,9.92673333333
616.95,11.0563333333,45.4887333333,37.7390666667,34.6918,9.49760000001,7.87888444444,15.0211333333,4.86933333333,9.93753333335
617.28,11.1202666667,45.6026666667,37.8042,34.8124,9.56806666669,7.93468888889,15.0920666667,4.93366666667,10.013
617.62,11.1226,45.6346,37.8144666667,34.8472,9.58999999999,7.94135555555,15.092,4.9294,10.0214666667
617.95,11.142,45.6779333333,37.8472666667,34.9152,9.60886666665,7.94371555555,15.1298,4.93046666667,10.0259333333
618.28,11.0850666667,45.7142666667,37.8454666667,34.9090666667,9.61413333333,7.91095555555,15.1025333333,4.90433333333,10.0218666667
618.62,11.1697333333,45.7804666667,37.8895333333,35.0177333333,9.67373333334,7.97364888889,15.1815333333,4.96106666666,10.1160666667
618.95,11.1550666667,45.7649333333,37.9167333333,35.0546666667,9.67226666667,7.97191111112,15.1703333333,4.9316,10.1248
619.28,11.2166666667,45.7738666666,37.8932,35.1085333333,9.74393333334,7.99386666667,15.228,4.9652,10.1793333333
619.62,11.2469333333,45.75,37.9134,35.1366,9.76166666669,8.01295111112,15.2693333333,4.9732,10.1970666667
619.95,11.2612,45.7542,37.9507333333,35.2364,9.78913333333,8.02887555556,15.2906666667,5.00793333333,10.2436666667
620.28,11.2553333333,45.8389333333,38.0032,35.3285333333,9.82773333334,8.03659999999,15.3377333334,5.0012,10.2608
620.62,11.2872,45.8872,37.9716,35.3560666667,9.83353333334,8.04682222223,15.3654666667,5.01153333333,10.2667333333
620.95,11.2593333333,45.8888,37.9638666667,35.3322,9.76919999999,7.99052444445,15.3000666667,4.93633333333,10.1952
621.28,11.3352666667,45.9368,38.0350666667,35.4138666666,9.77026666667,8.03160888889,15.3648666667,4.9556,10.2159333333
621.62,11.3092,45.875,37.9861333333,35.3758666667,9.73259999999,7.99989333333,15.3192,4.92726666667,10.1806666666
621.95,11.37,45.8643333333,37.9499333333,35.4091333333,9.75386666667,8.04164,15.3631333334,4.98486666667,10.1782
622.28,11.3920666667,45.9130666666,38.0182,35.4441333333,9.7484,8.04426666666,15.3959333333,4.99653333333,10.1682666667
622.62,11.4244666667,45.9062666667,38.0118,35.4884,9.76626666667,8.08402222221,15.4193333333,5.0506,10.1872
622.95,11.4105333333,45.9120666667,38.0024,35.5184,9.73326666669,8.05870222222,15.4369333333,5.0386,10.189
623.28,11.4494666667,45.9990666667,38.0024,35.6063333333,9.75133333333,8.07945777779,15.4835333333,5.0586,10.2248666667
623.62,11.4424,46.0148,37.9928666666,35.6206666667,9.70946666665,8.05924444445,15.4647333333,4.9964,10.1865333334
623.95,11.5128666667,46.0780666667,38.0759333333,35.7228666667,9.70273333334,8.10619999999,15.518,5.0276,10.2130666667
624.28,11.5397333333,46.0636,38.0954,35.7742666667,9.72719999999,8.11419555555,15.5466666667,5.02713333333,10.2283333333
624.62,11.5466,46.1170666667,38.1206666667,35.8563333333,9.74593333333,8.12033777777,15.5739333333,5.04126666667,10.2519333333
624.95,11.4956666667,46.0914,38.0866,35.8682,9.72426666667,8.07740888889,15.5669333333,5.00653333333,10.2412
625.28,11.5299333333,46.1052666667,38.091,35.8998666667,9.75226666666,8.08188000001,15.5890666667,5.01633333333,10.2769333333
625.61,11.549,46.1175333333,38.1346,35.9666,9.7764,8.10341333334,15.6480666667,5.04133333333,10.3244
625.95,11.5654666667,46.1178666667,38.1378666667,36.0193333333,9.81806666666,8.13984888888,15.6588666667,5.05813333333,10.3502666667
626.28,11.5763333333,46.1071333333,38.1182,36.0177333333,9.80353333335,8.12398222223,15.6565333333,5.0588,10.3739333333
626.61,11.5986,46.1804666667,38.1640666667,36.1112,9.83493333331,8.14655111111,15.6411333333,5.06693333333,10.397
626.94,11.5826,46.1942,38.2160666666,36.1390666667,9.83313333335,8.14576888888,15.6466666667,5.03986666667,10.3887333333
627.28,11.5965333334,46.1764666667,38.1824,36.1265333333,9.87120000001,8.16380888889,15.6831333333,5.08413333333,10.4146666667
627.61,11.5092666667,46.0928,38.0872666667,36.0256,9.82939999999,8.07755111111,15.5848,5.0124,10.3381333333
627.94,11.4864666667,46.0757333333,38.1021333333,36.0197333333,9.80106666667,8.07258222222,15.5675333333,4.9964,10.3241333333
628.27,11.4844,46.0214666667,38.0800666667,35.9879333333,9.80033333334,8.04715555556,15.5468666667,4.97993333333,10.3178
628.61,11.5018666667,46.0390666667,38.0876666667,36.0182,9.82393333333,8.06755999999,15.5328,5.0082,10.3212666667
628.94,11.4753333333,46.1211333333,38.1379333333,36.1036666667,9.81213333333,8.07927111112,15.5382,4.99853333333,10.3373333333
629.27,11.4638666666,46.1628,38.1593333333,36.1292666667,9.82106666666,8.08217333333,15.5138666667,4.97946666667,10.3596666667
