wavelength,Back_MelRicf,Belly_MelRicf,Breast_MelRicf,Crissum_MelRicf,Crown_MelRicf,DorTail_MelRicf,Rump_MelRicf,Throat_MelRicf,WingTip_MelRicf
333.54,1.51283333333,6.2425,3.28541666667,2.09133333333,2.2825,3.49283333334,4.05766666667,3.34583333333,4.725
333.91,1.525,6.33483333334,3.42958333334,2.16716666667,2.407,3.438,4.063,3.45983333334,4.644
334.28,2.02566666667,6.8505,4.01916666666,2.65816666667,2.80766666666,3.99583333333,4.48733333334,3.99983333334,5.01266666666
334.64,2.15266666667,7.009,4.37475,2.7835,2.96833333333,4.276,4.705,4.08283333334,5.20933333333
335.01,1.99216666666,6.83516666666,4.35775,2.73166666667,2.897,4.08283333333,4.6325,3.88066666666,5.08283333333
335.38,2.01533333333,6.82166666667,4.64733333334,2.87633333333,3.00283333333,4.24716666667,4.75333333333,3.7905,5.2385
335.74,1.95466666667,6.763,4.73916666666,2.922,2.94233333334,4.45216666667,4.66666666666,3.60233333334,5.217
336.11,2.27833333333,6.90233333334,5.16791666667,3.3415,3.18166666666,4.852,4.90416666667,4.06466666667,5.40383333333
336.47,1.99916666667,6.718,5.19675,3.2585,3.20733333333,4.83666666666,4.872,4.14,5.419
336.84,1.95316666667,6.70333333333,5.33933333334,3.33783333333,3.272,4.76583333333,5.03433333333,4.22083333333,5.4505
337.21,1.91316666667,6.65983333334,5.305,3.27366666667,3.24283333333,4.72316666667,4.8625,4.1515,5.21816666666
337.57,1.60083333333,6.437,5.25116666667,3.10933333333,3.021,4.59866666667,4.65983333333,3.96933333334,4.93233333334
337.94,1.375,6.25916666667,5.06841666666,2.94866666667,2.758,4.38866666666,4.381,3.75966666666,4.5565
338.31,1.38366666667,6.228,5.01266666666,2.86183333334,2.67233333334,4.39666666667,4.30216666667,3.586,4.38583333334
338.67,1.21466666667,6.08933333334,4.87066666666,2.74,2.58483333334,4.341,4.1665,3.40583333333,4.284
339.04,1.37283333334,6.28916666667,5.16016666666,2.8515,2.77216666667,4.54566666667,4.27733333333,3.46416666667,4.32266666667
339.40,1.21666666667,6.16583333333,4.99241666667,2.7835,2.531,4.38783333334,4.0225,3.341,4.0265
339.77,1.313,6.3675,5.0045,2.8975,2.64416666666,4.31816666667,4.13583333333,3.407,3.94983333333
340.14,1.00416666667,6.23133333333,4.88375,2.66533333333,2.50266666667,4.14183333333,3.806,3.00483333333,3.78
340.50,0.925333333335,6.044,4.69075,2.508,2.25083333333,3.93633333333,3.5765,2.684,3.56916666666
340.87,0.836833333333,5.88316666666,4.65358333333,2.53966666667,2.3095,4.03433333333,3.5445,2.6275,3.58116666667
341.23,0.767666666666,5.61233333334,4.54583333334,2.45883333333,2.1075,3.87783333334,3.447,2.665,3.59183333333
341.60,1.14283333334,5.743,4.78108333334,2.67966666666,2.35383333333,4.023,3.51116666666,2.88033333333,3.7905
341.96,1.34316666667,5.996,5.06925,3.01233333333,2.59416666667,4.28433333333,3.767,3.1645,4.15666666667
342.33,1.12083333333,5.81216666667,4.97033333333,3.08883333333,2.64616666667,4.2025,3.7635,3.18033333334,4.13216666667
342.70,1.13716666666,5.67466666666,4.962,3.13016666667,2.645,4.111,3.754,3.12666666666,4.139
343.06,1.29683333333,5.7145,5.04558333334,3.2505,2.74316666667,4.176,3.92416666667,3.28783333334,4.39066666667
343.43,1.56666666666,5.89083333333,5.14983333333,3.28433333333,2.95216666667,4.30433333334,4.06933333333,3.47583333334,4.58933333333
343.79,1.62183333334,5.81816666667,5.124,3.14483333333,2.94383333334,4.22283333333,4.05116666666,3.445,4.62166666666
344.16,1.9185,5.91816666666,5.29458333333,3.35166666667,3.10066666667,4.33866666666,4.3905,3.65783333334,4.80416666667
344.52,1.8385,5.84416666667,5.28058333334,3.26833333333,3.08133333333,4.37933333333,4.3405,3.6195,4.70433333333
344.89,1.91516666667,5.9235,5.38425,3.15916666667,3.0445,4.3455,4.215,3.55033333333,4.64783333333
345.25,1.846,5.907,5.3215,3.11733333333,3.10483333333,4.367,4.10516666667,3.45216666666,4.5625
345.62,1.84316666667,5.90933333334,5.34858333334,3.10833333334,3.2185,4.52783333333,4.1795,3.4195,4.69733333334
345.99,1.76733333333,5.7605,5.29208333334,2.94116666667,3.141,4.524,4.11216666667,3.244,4.61166666667
346.35,1.8195,5.88666666667,5.508,2.993,3.164,4.65716666667,4.26583333334,3.375,4.59216666667
346.72,1.72716666667,5.892,5.44616666667,2.90716666667,2.99733333333,4.578,4.16183333333,3.249,4.41033333334
347.08,1.60883333334,5.877,5.53525,2.84933333333,2.94933333333,4.51733333334,4.04333333334,3.18,4.31783333333
347.45,1.48383333334,5.74466666666,5.5095,2.802,2.89866666667,4.48233333333,3.97416666667,3.0545,4.25766666667
347.81,1.27083333333,5.56933333333,5.32191666667,2.68383333333,2.5985,4.39916666666,3.7875,2.9675,4.06166666666
348.18,1.1425,5.3685,5.11891666667,2.55633333334,2.367,4.29533333333,3.52816666667,2.82433333333,3.89116666666
348.54,1.37966666666,5.55983333333,5.28416666666,2.72783333333,2.53883333333,4.40716666666,3.632,2.94816666667,4.11733333333
348.91,1.13833333334,5.39233333333,5.13725,2.6585,2.343,4.2985,3.469,2.769,3.93883333334
349.27,1.04266666667,5.1785,5.09091666666,2.478,2.23933333333,4.12683333334,3.34166666666,2.55033333333,3.86933333333
349.64,0.966666666667,4.97066666667,4.98525,2.46666666667,1.98316666666,3.96966666667,3.2825,2.454,3.75
350.00,0.977499999999,4.81566666667,5.00283333334,2.56366666667,2.06733333333,3.9285,3.24783333334,2.54216666667,3.78816666667
350.37,0.857666666668,4.58466666667,4.71716666667,2.34516666667,1.93983333334,3.7925,2.885,2.36733333333,3.7645
350.73,1.0935,4.59983333333,4.83158333334,2.44366666666,2.1315,3.917,3.06133333333,2.57966666667,3.97266666667
351.10,0.932499999998,4.29483333334,4.52,2.27916666667,1.9755,3.84366666666,2.91133333334,2.405,3.721
351.46,0.777833333335,4.224,4.34166666667,2.11366666667,1.75833333333,3.82916666667,2.74166666667,2.30016666667,3.56883333333
351.83,0.9905,4.44966666667,4.61641666666,2.29,2.02066666667,4.041,3.01383333334,2.4505,3.96833333333
352.19,0.805500000002,4.3075,4.52483333333,2.139,1.80683333334,3.93683333333,2.81133333333,2.2745,3.828
352.55,0.675833333334,4.2255,4.56375,2.07266666666,1.62083333334,3.91166666666,2.856,2.32083333333,3.76516666667
352.92,0.886333333335,4.37466666667,4.77491666666,2.27633333333,1.79916666667,4.09033333333,3.05883333333,2.51616666666,3.963
353.28,0.717500000001,4.4445,4.6985,2.281,1.67266666667,4.04183333334,2.95983333334,2.41316666667,3.90366666667
353.65,0.663333333333,4.4975,4.7395,2.143,1.645,3.99366666666,2.818,2.34016666667,3.82283333333
354.01,0.705999999998,4.53316666667,4.81308333334,2.05716666667,1.61833333333,3.98516666667,2.84016666667,2.28966666667,3.83033333333
354.38,0.878333333335,4.629,5.04316666666,2.23583333333,1.76833333333,4.09983333333,3.07466666667,2.42433333333,4.02116666667
354.74,0.713833333335,4.62783333333,5.036,2.22783333333,1.63616666666,4.064,2.90566666666,2.35,3.9915
355.11,0.6425,4.62633333333,5.11341666666,2.20816666666,1.58466666667,4.06533333334,2.80733333333,2.2925,4.09816666666
355.47,0.776833333334,4.626,5.28908333334,2.3275,1.70033333333,4.14533333333,2.96016666667,2.38083333334,4.26533333333
355.83,0.7475,4.55966666667,5.20108333334,2.32166666667,1.58933333333,4.11783333333,2.86516666666,2.3895,4.09133333333
356.20,0.921333333333,4.727,5.3585,2.509,1.88866666666,4.35416666667,3.14183333333,2.59316666666,4.4105
356.56,1.11566666667,4.87916666667,5.45091666666,2.62766666667,2.061,4.461,3.21966666667,2.64533333333,4.60383333334
356.93,1.15383333333,4.94566666666,5.39691666666,2.6375,2.05433333333,4.4705,3.265,2.7455,4.6945
357.29,1.43033333334,5.1855,5.5915,2.8025,2.22783333333,4.7175,3.503,2.99416666666,4.8775
357.66,1.3895,5.273,5.60783333333,2.87766666667,2.28966666667,4.70666666666,3.5235,3.12033333334,4.92016666667
358.02,1.34616666667,5.33566666667,5.58525,2.87483333333,2.1695,4.69683333334,3.49933333334,3.06633333333,4.82666666667
358.38,1.36616666666,5.44116666667,5.6035,2.90516666667,2.14133333333,4.76616666666,3.46766666667,3.06166666667,4.76583333333
358.75,1.3695,5.43633333333,5.59225,2.84433333334,2.14933333333,4.739,3.51633333333,3.037,4.771
359.11,1.62866666667,5.694,5.76141666667,3.06683333333,2.30866666667,4.85033333333,3.73766666666,3.217,5.01866666667
359.48,1.69916666667,5.88616666666,5.79658333334,3.17383333333,2.3745,4.88616666666,3.871,3.34583333333,5.04316666666
359.84,1.82066666666,6.045,5.953,3.3245,2.469,4.972,4.00683333333,3.498,5.20416666666
360.20,1.84683333333,6.16516666667,5.92966666666,3.32383333334,2.37066666667,4.92416666667,3.95233333333,3.52916666666,5.17266666667
360.57,1.845,6.17933333334,5.95233333333,3.35633333333,2.36883333334,4.96366666667,3.98833333333,3.64816666666,5.18366666666
360.93,1.97483333333,6.2495,5.99108333334,3.37816666667,2.37416666667,5.06033333334,3.98616666667,3.7095,5.236
361.29,1.96233333333,6.1375,5.94066666666,3.31666666667,2.30016666667,5.012,3.95933333334,3.6805,5.25616666666
361.66,2.06083333333,6.18433333334,6.03041666666,3.30033333333,2.25366666667,5.03683333334,4.058,3.65666666667,5.30116666666
362.02,1.976,6.14816666667,5.92808333333,3.177,2.22566666667,4.96233333333,3.9855,3.69316666667,5.29716666667
362.39,1.84316666667,5.99783333333,5.78908333334,3.03383333334,2.0655,4.74083333333,3.8405,3.59816666666,5.2445
362.75,1.96033333333,6.146,5.91675,3.12333333334,2.12666666666,4.8205,3.87666666667,3.767,5.35416666666
363.11,2.0075,6.2035,5.98041666667,3.0855,2.1615,4.81733333334,3.87366666667,3.8915,5.30683333333
363.48,1.9565,6.13833333333,5.91,2.985,2.105,4.73133333333,3.74583333333,3.87383333333,5.318
363.84,1.96016666667,6.1295,5.84683333334,2.82933333333,2.07333333333,4.65133333333,3.593,3.80116666666,5.30566666667
364.20,2.01816666666,6.13366666667,5.99116666667,2.82466666667,2.1495,4.7365,3.66216666667,3.89966666666,5.31583333333
364.57,1.9575,6.07666666666,5.905,2.68866666667,2.046,4.61266666667,3.47483333333,3.76566666667,5.19666666667
364.93,1.8215,6.05633333334,5.82616666666,2.581,1.98133333333,4.4505,3.40066666666,3.68516666667,5.11433333333
365.29,2.01816666667,6.38833333333,6.09541666666,2.78783333333,2.2205,4.59716666667,3.54783333334,3.87966666666,5.3125
365.66,2.03366666666,6.45783333333,6.12733333334,2.85366666667,2.2825,4.65666666667,3.44916666666,3.9795,5.37866666666
366.02,2.24966666667,6.6815,6.32433333333,3.16066666667,2.53416666667,4.8475,3.61916666667,4.1535,5.63766666666
366.38,2.45666666666,6.90916666667,6.565,3.30716666667,2.72083333334,5.08766666667,3.86033333333,4.42166666667,5.73916666667
366.75,2.589,7.11166666667,6.67041666666,3.49433333333,2.87816666666,5.23116666667,4.00566666667,4.55816666667,5.86166666667
367.11,2.74316666667,7.27383333334,6.67883333333,3.6515,2.9345,5.36083333334,4.121,4.66633333334,5.95566666666
367.47,2.88283333333,7.419,6.86108333333,3.791,3.06816666667,5.52666666667,4.279,4.769,6.019
367.84,2.94783333333,7.54066666665,7.00891666666,3.95583333333,3.19733333334,5.65233333334,4.45283333333,4.8835,6.07516666667
368.20,2.87116666667,7.63316666665,6.98958333334,3.9195,3.143,5.56116666667,4.37883333333,4.93083333334,6.02433333333
368.56,2.82266666667,7.74,7.01833333333,3.9475,3.16383333333,5.56733333333,4.455,5.0755,6.03583333334
368.93,2.8835,7.73866666669,7.066,3.94733333334,3.09733333334,5.51666666666,4.47133333333,5.0645,6.00133333333
369.29,2.71566666667,7.57083333331,6.88366666667,3.7445,2.88916666667,5.3125,4.24683333334,4.96533333333,5.73933333333
369.65,2.64216666667,7.62400000002,6.82858333334,3.75433333333,2.8695,5.2255,4.286,4.97383333333,5.672
370.01,2.55233333333,7.63933333335,6.81291666667,3.5815,2.75833333333,5.1655,4.23116666667,4.94966666667,5.55266666667
370.38,2.3605,7.59116666666,6.55641666666,3.3915,2.525,4.93366666666,3.939,4.727,5.377
370.74,2.18033333334,7.37616666667,6.37533333333,3.212,2.3395,4.74066666666,3.7865,4.46033333333,5.12433333334
371.10,1.91416666666,7.225,6.25616666666,3.03066666667,2.24433333333,4.60133333333,3.649,4.33866666667,4.93516666666
371.46,1.80266666667,7.21699999998,6.06091666667,2.87483333333,2.06183333334,4.438,3.4465,4.2985,4.73266666666
371.83,1.66566666666,7.17566666669,5.906,2.72783333333,1.90283333334,4.3235,3.29616666667,4.2495,4.5685
372.19,1.6955,7.18066666667,5.86083333334,2.7715,1.94533333334,4.35883333334,3.32316666667,4.15733333333,4.60066666667
372.55,1.68233333333,7.07883333333,5.83008333334,2.74066666666,1.9355,4.33783333334,3.26783333334,4.10633333333,4.535
372.92,1.66816666667,7.16933333333,5.95875,2.79866666667,2.051,4.413,3.29833333333,4.14983333333,4.55916666666
373.28,1.6645,7.25716666665,5.99058333333,2.78666666667,2.141,4.499,3.367,4.22616666666,4.60683333333
373.64,1.7765,7.3415,6.10341666666,2.85933333333,2.28416666667,4.64516666667,3.50333333334,4.3615,4.72183333334
374.00,1.8,7.33900000001,6.13816666666,2.9545,2.3,4.64766666666,3.5215,4.44133333333,4.66483333334
374.37,1.91416666667,7.43616666667,6.34516666666,3.106,2.50516666666,4.75016666666,3.74866666667,4.67216666667,4.8205
374.73,2.02783333333,7.62133333335,6.52816666667,3.224,2.62616666667,4.86883333334,3.84083333334,4.95566666666,4.9635
375.09,2.12333333333,7.74800000001,6.62166666666,3.286,2.71233333333,4.919,3.916,5.0805,5.1365
375.45,2.35316666667,8.02166666669,6.94725,3.53066666667,2.97833333333,5.14733333334,4.24883333333,5.311,5.43166666667
375.81,2.50066666666,8.28416666665,7.133,3.6695,3.12733333333,5.304,4.432,5.4575,5.59916666667
376.18,2.55016666667,8.40166666668,7.21941666666,3.74733333333,3.20483333333,5.3335,4.47733333334,5.66583333333,5.62366666667
376.54,2.72733333334,8.62533333331,7.32883333333,3.88866666667,3.32316666667,5.4235,4.63566666667,5.77983333334,5.732
376.90,2.817,8.73466666666,7.34533333333,3.91666666666,3.41133333333,5.49283333333,4.70566666667,5.9545,5.76833333333
377.26,2.9335,8.82950000002,7.47466666666,4.045,3.48,5.51483333333,4.75666666667,6.07633333334,5.84533333334
377.63,2.923,8.77750000001,7.37041666666,4.03766666667,3.42966666667,5.45666666667,4.68266666666,6.02216666667,5.84433333333
377.99,2.97466666667,8.79483333335,7.40158333334,4.0695,3.4175,5.44983333334,4.66233333333,5.9395,5.8895
378.35,2.98716666666,8.84666666668,7.394,4.1065,3.45033333334,5.46166666666,4.66033333334,5.86566666666,5.8865
378.71,3.0115,8.88833333333,7.43741666666,4.1125,3.5215,5.519,4.716,5.89916666666,5.91666666666
379.07,3.08566666667,8.98833333335,7.45016666666,4.15433333333,3.56966666667,5.56983333333,4.7675,5.92433333333,5.896
379.44,2.9925,8.88399999999,7.30558333333,4.0355,3.45916666667,5.48,4.64666666667,5.79966666667,5.73183333334
379.80,2.908,8.70666666665,7.25908333333,3.96066666667,3.44216666666,5.43416666667,4.57616666667,5.761,5.695
380.16,2.842,8.59933333332,7.17533333334,3.88816666667,3.39416666667,5.367,4.52716666667,5.60333333333,5.66483333334
380.52,2.78583333333,8.56633333332,7.16166666666,3.8685,3.409,5.381,4.50583333334,5.64866666666,5.6765
380.88,2.84033333333,8.57283333335,7.29975,3.987,3.54883333333,5.453,4.61233333334,5.77333333333,5.75466666666
381.24,2.7735,8.48383333335,7.2315,3.9485,3.546,5.42033333333,4.62916666667,5.70916666667,5.71216666667
381.61,2.798,8.55066666669,7.35583333334,3.89683333334,3.56416666666,5.4695,4.63066666667,5.6475,5.6505
381.97,2.80783333333,8.62616666667,7.37141666667,3.85933333333,3.66,5.527,4.7145,5.697,5.68483333333
382.33,2.89783333333,8.67816666666,7.47975,3.89233333333,3.75666666666,5.6405,4.80266666666,5.82433333333,5.782
382.69,2.86433333333,8.62383333333,7.39883333333,3.8355,3.72883333334,5.56183333334,4.7805,5.7405,5.74783333334
383.05,2.81683333333,8.59116666668,7.494,3.83933333333,3.75133333333,5.53833333334,4.81333333333,5.70816666666,5.7555
383.41,2.81116666666,8.54266666668,7.51766666667,3.87683333334,3.80316666667,5.5005,4.8185,5.7475,5.83383333333
383.77,2.86566666666,8.57983333333,7.52766666667,3.94083333334,3.827,5.479,4.85816666667,5.79833333334,5.8365
384.14,2.96866666667,8.64566666665,7.67241666666,3.98666666667,3.876,5.5235,4.97083333333,5.90916666666,5.86016666667
384.50,3.011,8.70066666667,7.73583333334,3.99966666667,3.89233333333,5.54766666667,5.00616666666,5.89283333334,5.8475
384.86,2.941,8.66683333331,7.64441666667,3.92883333334,3.78266666667,5.4785,4.93566666667,5.7155,5.768
385.22,3.00633333334,8.80116666665,7.75566666667,4.02766666667,3.8875,5.56916666666,5.006,5.76583333334,5.8445
385.58,3.0525,8.87116666668,7.787,4.11866666667,3.9685,5.59033333333,5.12066666667,5.85416666666,5.944
385.94,3.0995,8.88699999999,7.79416666666,4.16383333333,4.00283333333,5.60433333333,5.18733333334,5.88433333334,6.00566666667
386.30,3.03066666666,8.81316666668,7.73083333333,4.16333333334,3.9145,5.45366666667,5.109,5.75166666667,5.89683333333
386.66,3.01833333333,8.83866666669,7.74175,4.19666666667,3.887,5.44816666667,5.14533333333,5.731,5.85366666667
387.03,3.0655,8.85666666669,7.71325,4.23133333333,3.89166666667,5.46533333333,5.14083333333,5.723,5.863
387.39,3.0695,8.91483333335,7.76241666667,4.28,3.9405,5.49533333334,5.18,5.738,5.8465
387.75,3.0645,8.92733333335,7.80333333333,4.32,3.974,5.57033333334,5.223,5.7495,5.83
388.11,3.02516666667,8.94083333335,7.75408333334,4.28616666667,3.98716666666,5.54683333333,5.2075,5.71066666667,5.78433333333
388.47,2.9865,8.88900000002,7.72416666666,4.25183333333,3.96466666666,5.47266666666,5.1995,5.61266666666,5.73283333333
388.83,2.989,8.91883333335,7.76883333333,4.25933333334,3.974,5.46966666667,5.18533333334,5.67866666667,5.7325
389.19,2.988,8.92049999998,7.69783333333,4.20016666667,3.90783333333,5.44,5.14483333333,5.654,5.72866666667
389.55,2.926,8.8645,7.6675,4.152,3.79283333333,5.3255,5.04966666667,5.62216666667,5.60466666667
389.91,2.84,8.824,7.63941666667,4.09616666666,3.69083333333,5.2675,4.94316666667,5.57466666667,5.49383333334
390.27,2.873,8.8945,7.70591666667,4.09866666667,3.74166666667,5.36016666667,4.99733333333,5.75283333333,5.557
390.63,2.88183333333,8.91083333332,7.73475,4.107,3.743,5.39216666667,4.96366666667,5.80816666667,5.5675
391.00,2.81966666667,8.81683333333,7.67475,4.01016666667,3.69016666667,5.31666666667,4.94466666667,5.7645,5.57083333333
391.36,2.81633333333,8.76100000002,7.63908333333,3.93216666667,3.6455,5.30716666667,4.90816666667,5.71066666667,5.55716666666
391.72,2.82733333333,8.75666666665,7.63158333333,3.92933333333,3.612,5.2465,4.89033333334,5.67366666666,5.54416666667
392.08,2.87216666666,8.77366666666,7.70216666666,4.01333333333,3.626,5.29,4.92683333334,5.69816666667,5.58566666667
392.44,2.91333333334,8.81466666665,7.77191666667,4.07483333333,3.66416666667,5.3635,4.94833333333,5.72033333333,5.64883333333
392.80,2.9335,8.79366666667,7.71158333333,4.04283333333,3.64633333333,5.33066666666,4.96466666667,5.66016666666,5.64933333333
393.16,2.9905,8.83166666668,7.75341666667,4.12183333334,3.69466666666,5.35883333334,5.0595,5.698,5.6795
393.52,3.0,8.81850000001,7.77316666667,4.1375,3.73983333334,5.41316666667,5.10333333333,5.69866666666,5.737
393.88,3.00866666666,8.83700000001,7.84741666666,4.17416666667,3.78133333334,5.42433333333,5.17066666667,5.75183333334,5.79266666667
394.24,2.95816666666,8.79366666667,7.78325,4.11766666667,3.7725,5.39716666667,5.1835,5.651,5.79883333334
394.60,2.99166666667,8.83300000001,7.835,4.13933333333,3.80783333333,5.39133333333,5.23266666667,5.63183333333,5.861
394.96,2.99466666667,8.88066666667,7.83975,4.16683333333,3.776,5.40666666667,5.20633333334,5.63683333333,5.806
395.32,3.03116666666,8.99249999999,7.92475,4.29666666667,3.81383333333,5.45,5.24216666666,5.70033333334,5.85466666667
395.68,3.02666666667,9.03400000002,7.91066666666,4.31083333333,3.80916666666,5.49666666666,5.26116666667,5.70866666666,5.87333333334
396.04,2.94966666667,8.96900000002,7.80933333333,4.23333333333,3.71683333333,5.427,5.17433333333,5.64566666666,5.818
396.40,2.87316666667,8.90733333331,7.71416666667,4.14933333333,3.61533333334,5.33283333333,5.07616666666,5.6,5.75616666667
396.76,2.85866666667,8.95583333332,7.74075,4.1975,3.598,5.32533333334,5.078,5.5995,5.75316666666
397.12,2.774,8.86833333335,7.68291666666,4.1065,3.497,5.29233333333,4.9855,5.5735,5.63483333334
397.48,2.76683333333,8.93216666668,7.6695,4.0855,3.45166666666,5.27666666667,4.9575,5.59133333334,5.5605
397.84,2.8205,8.96483333333,7.64058333333,4.12233333333,3.45866666667,5.33216666667,4.9655,5.5905,5.56633333333
398.20,2.84366666667,9.01633333335,7.65216666666,4.14233333333,3.38566666667,5.32833333333,4.91033333334,5.57033333334,5.51483333333
398.56,2.85633333333,8.99266666667,7.63416666666,4.10566666666,3.35133333333,5.3405,4.87433333333,5.56983333333,5.46366666667
398.92,2.89916666667,9.04699999999,7.72216666667,4.17166666666,3.40866666667,5.38233333333,4.92683333333,5.63233333333,5.47933333334
399.28,2.861,8.97300000002,7.6855,4.09666666666,3.3465,5.3325,4.93133333333,5.67633333334,5.448
399.64,2.89316666667,8.94816666669,7.70225,4.075,3.337,5.2915,4.90783333333,5.68466666667,5.43666666667
400.00,2.92833333333,8.98466666666,7.7685,4.086,3.35933333333,5.32516666667,4.93333333333,5.69016666667,5.438
400.36,2.98916666667,9.05983333335,7.83358333333,4.16783333333,3.41683333334,5.4065,5.04766666667,5.78083333333,5.5085
400.72,3.04466666666,9.06533333333,7.94425,4.24183333333,3.47133333334,5.501,5.08316666667,5.89266666666,5.59733333333
401.08,3.08633333334,9.11666666665,8.03733333334,4.2485,3.51666666666,5.50516666666,5.08583333333,5.894,5.70566666666
401.44,2.98,8.98816666665,7.91841666667,4.14566666667,3.41633333333,5.415,4.9505,5.7365,5.66116666667
401.80,2.98966666667,8.96966666665,7.88708333334,4.11966666667,3.369,5.40033333333,4.91666666666,5.73233333333,5.61416666666
402.16,3.0755,9.03383333334,7.97333333333,4.16283333333,3.45083333333,5.47533333333,4.99216666666,5.78333333333,5.6885
402.52,3.09166666666,9.08699999999,7.98066666666,4.216,3.4605,5.519,5.01083333334,5.84233333334,5.76516666666
402.88,3.09216666666,9.10983333334,7.99958333333,4.21216666666,3.44016666667,5.52833333333,4.9785,5.84316666667,5.78066666666
403.24,3.13,9.18083333332,8.00066666666,4.26533333333,3.49633333333,5.59483333333,4.98933333333,5.82883333333,5.832
403.60,3.2525,9.40366666668,8.17125,4.41683333333,3.63133333334,5.74733333333,5.11233333334,5.96766666667,5.98366666667
403.95,3.31783333333,9.53500000001,8.28108333333,4.5105,3.71466666666,5.835,5.18283333333,6.10483333333,6.11866666667
404.31,3.36866666666,9.62083333335,8.3185,4.52083333333,3.74666666666,5.83816666666,5.21783333334,6.14733333334,6.12516666667
404.67,3.34116666666,9.63766666668,8.268,4.46816666667,3.73416666666,5.787,5.18133333333,6.08766666667,6.095
405.03,3.36166666667,9.67666666666,8.30916666666,4.52416666667,3.74966666667,5.81916666666,5.21,6.15483333334,6.10016666667
405.39,3.43983333334,9.81216666669,8.45766666667,4.65166666666,3.85833333333,5.90733333333,5.34433333333,6.29216666667,6.2055
405.75,3.42433333333,9.88066666667,8.51616666667,4.6575,3.8665,5.8945,5.36166666667,6.2895,6.23816666667
406.11,3.453,9.91199999998,8.55966666667,4.73183333334,3.89616666666,5.9435,5.39766666666,6.35233333334,6.28283333333
406.47,3.45283333334,9.91316666665,8.55775,4.72566666667,3.89233333334,5.927,5.39816666667,6.355,6.2625
406.83,3.42866666666,9.90533333335,8.53466666667,4.69416666666,3.8775,5.8885,5.36783333333,6.3825,6.252
407.19,3.42666666667,9.90300000002,8.608,4.69766666667,3.83866666667,5.86066666667,5.3415,6.3715,6.212
407.55,3.34166666667,9.81066666668,8.52375,4.62183333334,3.74716666667,5.78066666666,5.27733333333,6.3565,6.1325
407.90,3.36133333334,9.83200000002,8.50033333333,4.61516666666,3.76416666667,5.76116666666,5.27683333334,6.32166666667,6.13516666667
408.26,3.34583333333,9.82683333332,8.48858333334,4.64033333334,3.757,5.76783333334,5.23616666666,6.361,6.15933333333
408.62,3.3605,9.87683333332,8.494,4.65566666667,3.74183333333,5.77333333333,5.22833333333,6.41916666666,6.17716666667
408.98,3.30966666666,9.85016666665,8.42983333334,4.61516666666,3.6795,5.72583333333,5.1615,6.35416666666,6.11916666667
409.34,3.38966666666,9.90683333335,8.48875,4.70866666667,3.74716666666,5.78433333334,5.18583333334,6.41916666667,6.1675
409.70,3.44083333333,9.92583333331,8.54283333334,4.77666666667,3.79983333333,5.8525,5.2175,6.52433333333,6.21766666667
410.06,3.46466666666,9.93233333334,8.55566666667,4.77683333334,3.8185,5.83683333333,5.22516666667,6.52366666667,6.2325
410.42,3.52333333333,10.0165,8.61208333334,4.82966666667,3.90433333333,5.86533333334,5.26283333334,6.59966666666,6.30466666666
410.77,3.6135,10.0946666667,8.69425,4.89483333334,3.946,5.94883333334,5.33683333333,6.61533333334,6.3745
411.13,3.64533333333,10.1775,8.65775,4.914,3.9995,5.9805,5.35766666667,6.7035,6.4375
411.49,3.62116666667,10.1536666667,8.68841666667,4.90016666666,4.015,5.95116666666,5.34,6.63433333334,6.48
411.85,3.58016666667,10.132,8.65566666666,4.88933333333,3.95433333333,5.92616666666,5.2825,6.647,6.4465
412.21,3.57766666667,10.1476666667,8.69525,4.91983333333,3.95233333333,5.899,5.26733333334,6.6555,6.42016666667
412.57,3.591,10.1935,8.75025,4.964,3.97166666667,5.96383333333,5.33866666667,6.68983333334,6.4635
412.92,3.7125,10.3131666667,8.85475,5.05766666666,4.07466666667,6.05016666666,5.43933333334,6.82116666666,6.555
413.28,3.69783333333,10.3491666667,8.8355,5.0,4.07766666667,6.0075,5.43566666667,6.825,6.54366666667
413.64,3.624,10.317,8.76133333333,4.91366666666,3.989,5.88933333333,5.33183333334,6.7695,6.459
414.00,3.548,10.3471666667,8.75358333334,4.89716666667,3.907,5.84033333333,5.25683333333,6.78083333333,6.37083333333
414.36,3.49166666667,10.3125,8.73675,4.8595,3.82083333333,5.79316666666,5.19583333333,6.71433333334,6.30183333333
414.72,3.47683333333,10.3575,8.71816666667,4.88183333333,3.83566666667,5.79666666667,5.17783333334,6.8205,6.3035
415.07,3.49766666667,10.4026666667,8.81283333333,4.90633333334,3.86116666667,5.81,5.19766666667,6.8165,6.3085
415.43,3.55733333333,10.5113333333,8.83241666667,4.96983333333,3.9295,5.8725,5.22733333333,6.90933333333,6.33566666667
415.79,3.59466666666,10.5783333333,8.88325,5.0285,3.98983333333,5.9235,5.29366666667,6.98366666667,6.35533333334
416.15,3.65683333333,10.6586666666,8.96191666667,5.08766666667,4.03366666666,6.003,5.34383333334,7.04566666666,6.40816666667
416.51,3.74716666667,10.7433333333,9.048,5.16133333333,4.1135,6.0815,5.38816666667,7.10716666666,6.47133333334
416.86,3.7595,10.8138333333,9.09725,5.19866666667,4.13166666667,6.13283333334,5.39366666667,7.14966666667,6.47983333333
