wavelength,Back_TanRuuf,Belly_TanRuuf,Breast_TanRuuf,Crissum_TanRuuf,Crown_TanRuuf,DorTail_TanRuuf,Patch10_TanRuuf,Patch11_TanRuuf,Rump_TanRuuf,Throat_TanRuuf,WingTip_TanRuuf
362.75,6.60113888889,18.9150384615,10.9724166667,11.1326666667,5.09591666667,6.68166666667,6.25525,5.90625,10.0198333333,6.07825,8.30121666667
363.11,6.83583333333,19.1934294872,11.1728333333,11.3836666667,5.32491666667,6.83241666667,6.49125,6.11491666667,10.2583333333,6.294,8.4157
363.48,6.99975,19.3660192307,11.3230833334,11.5021666667,5.45758333334,7.00508333333,6.64166666666,6.22091666667,10.3869166667,6.45808333333,8.481475
363.84,7.04741666667,19.408698718,11.3614166667,11.5633333333,5.423,7.06908333333,6.74725,6.25141666667,10.4686666667,6.50658333333,8.42575833334
364.20,6.99038888889,19.4908782051,11.35275,11.5634166667,5.39308333334,7.14225,6.72883333334,6.23358333333,10.3960833333,6.48866666666,8.27755833333
364.57,6.85188888889,19.5227307692,11.27975,11.4665833333,5.2285,7.05466666666,6.60025,6.19866666667,10.3151666667,6.36691666667,8.11204166667
364.93,6.83052777777,19.6421730769,11.21675,11.5169166667,5.20033333334,7.082,6.59975,6.25191666667,10.391,6.27991666667,8.1654
365.29,6.99072222223,19.8542692308,11.4101666667,11.6964166667,5.32441666667,7.3665,6.79541666667,6.50616666667,10.4986666667,6.46058333334,8.255375
365.66,7.04077777778,19.8421089743,11.4485,11.7404583333,5.331,7.45091666667,6.87275,6.56441666667,10.5475833333,6.47308333334,8.20663333333
366.02,6.91241666667,19.8088141026,11.3024166667,11.6659166667,5.22633333333,7.3055,6.83091666666,6.44425,10.4570833333,6.29875,8.01594166667
366.38,6.82430555556,19.7933910257,11.1621666667,11.6594166667,5.12391666667,7.1815,6.76041666667,6.35533333333,10.3345,6.27741666667,7.93821666667
366.75,6.69563888889,19.7446923077,11.1471666667,11.5489166667,5.08658333333,7.18408333333,6.78433333333,6.26641666667,10.2193333333,6.20975,7.76621666667
367.11,6.59725,19.6104871795,11.06175,11.4865416667,4.90933333333,7.03808333333,6.57191666667,6.09,10.0671666667,6.12333333334,7.64344166666
367.47,6.36861111111,19.4450320513,10.8860833333,11.272375,4.75166666667,6.79058333334,6.36441666666,5.90141666666,9.86425,5.91891666666,7.474525
367.84,6.37688888889,19.6098974359,10.95625,11.2600833333,4.86758333333,6.796,6.35641666667,5.912,9.84141666667,5.93408333333,7.49534166667
368.20,6.40544444444,19.5844102564,11.0053333333,11.3680416667,4.84166666667,6.78541666667,6.41416666667,5.88991666667,9.93641666668,5.98741666667,7.43250833333
368.56,6.67361111111,19.7585128205,11.2966666667,11.6881666667,5.05308333333,7.03558333333,6.758,6.10108333333,10.22125,6.22616666667,7.70609166667
368.93,6.73638888889,19.7721666667,11.3943333333,11.7012916667,5.10966666667,7.05233333333,6.80266666667,6.11658333333,10.2425,6.26458333333,7.62463333333
369.29,6.65402777778,19.6801858974,11.2358333333,11.5244583333,4.95933333333,6.81458333333,6.60575,5.853,10.1465,6.05308333333,7.39915
369.65,6.67611111111,19.8518397436,11.2996666667,11.4972916667,5.01525,6.80966666667,6.61941666667,5.81291666667,10.1381666667,6.01491666667,7.51125833333
370.01,6.70883333333,20.0056923077,11.3813333333,11.528,5.04783333333,6.87291666666,6.667,5.86016666667,10.2014166667,6.029,7.63614166666
370.38,6.51166666666,19.957551282,11.3043333333,11.3517916667,4.83275,6.72725,6.46741666667,5.7205,10.0658333333,5.79,7.450975
370.74,6.59497222222,19.9947692308,11.3039166667,11.4338333333,4.83766666667,6.71066666667,6.42533333333,5.76283333333,10.1149166667,5.88225,7.54294166667
371.10,6.72755555556,20.0706666667,11.397,11.4982916667,4.98541666667,6.80708333333,6.63216666667,5.87608333333,10.2259166667,5.96775,7.59448333333
371.46,6.822,20.3037948718,11.56875,11.6801666667,5.10625,6.97991666667,6.84916666666,6.03483333333,10.3663333333,6.13233333333,7.73185833333
371.83,6.89816666667,20.3934615384,11.7011666667,11.783625,5.12758333334,7.07533333333,6.965,6.17566666667,10.5018333333,6.23425,7.86859166667
372.19,6.93555555556,20.4832948718,11.7700833333,11.7495833333,5.10666666667,7.06991666667,7.0075,6.2145,10.4943333333,6.20091666667,7.93355833333
372.55,6.86536111111,20.4414166666,11.7053333333,11.6651666667,5.04466666667,6.97333333334,6.88025,6.0575,10.3615,6.14908333333,7.81538333333
372.92,6.84127777777,20.5692051282,11.75775,11.6317083333,5.0585,6.95141666667,6.915,6.0185,10.3110833333,6.13041666667,7.80216666667
373.28,6.81761111111,20.6673589744,11.76075,11.7129583333,5.13716666667,6.98408333333,6.92075,5.99458333333,10.2688333333,6.15866666667,7.91730833333
373.64,6.68333333333,20.6655384615,11.7151666667,11.626625,5.02666666667,6.89541666667,6.78275,5.90866666666,10.1955,6.05375,7.772725
374.00,6.77180555556,20.8466602564,11.8859166667,11.7082916667,5.08566666667,6.963,6.8335,5.98441666667,10.2104166667,6.20558333333,7.79166666667
374.37,7.13602777777,21.1542692307,12.28025,12.0629166667,5.47566666667,7.36041666666,7.20716666667,6.3585,10.5680833333,6.53141666667,8.12425833333
374.73,7.09738888889,21.2296474359,12.31425,12.0367916667,5.43191666667,7.28258333333,7.24458333334,6.25916666667,10.52375,6.42758333333,8.13918333333
375.09,7.07627777778,21.3805769231,12.4011666666,12.0965416667,5.4595,7.29541666667,7.22808333333,6.26516666666,10.56025,6.43958333334,8.19434166667
375.45,7.04322222223,21.4208205128,12.3483333333,11.959,5.39175,7.17241666666,7.11791666666,6.20066666667,10.5345,6.35575,8.06624166667
375.81,6.94233333333,21.5436794872,12.349,11.9922083333,5.377,7.1615,7.09175,6.14583333333,10.5570833334,6.30166666667,8.07505
376.18,6.97227777778,21.5874551282,12.3820833333,12.044125,5.40291666667,7.18225,7.06358333333,6.16041666667,10.5623333333,6.30591666667,8.09238333333
376.54,6.91783333333,21.6650961538,12.3693333333,12.00425,5.42083333334,7.15,7.03733333333,6.19308333334,10.5563333333,6.26625,8.10183333333
376.90,7.02777777778,21.7949166666,12.521,12.196875,5.493,7.26733333333,7.15466666667,6.36325,10.7655,6.42883333333,8.21964166667
377.26,7.13697222223,21.9619935898,12.6975,12.3054166667,5.55491666667,7.39891666667,7.347,6.5745,10.9249166667,6.57116666667,8.334975
377.63,7.41183333334,22.2464679487,12.9356666667,12.5972083334,5.852,7.66133333333,7.66016666666,6.82991666666,11.224,6.864,8.580125
377.99,7.38583333333,22.2464487179,12.9104166667,12.5575833333,5.83975,7.66208333334,7.59216666667,6.79491666666,11.2356666667,6.78791666667,8.60324166667
378.35,7.21966666666,22.2110705128,12.7990833333,12.417875,5.67783333333,7.47408333333,7.485,6.63916666666,11.0813333333,6.7105,8.49071666667
378.71,7.36883333334,22.4319038461,13.0053333333,12.5652916667,5.88616666667,7.6485,7.6265,6.81233333333,11.2745833333,6.902,8.62011666667
379.07,7.43911111111,22.5828141025,13.12575,12.61625,5.97133333333,7.72016666667,7.80183333334,6.95408333333,11.4218333333,7.04666666666,8.74145
379.44,7.49283333333,22.6332948718,13.2251666667,12.7229583333,5.99833333333,7.73825,7.85475,6.96425,11.4335,7.03133333333,8.8356
379.80,7.56052777778,22.7241987179,13.26925,12.723125,6.01375,7.731,7.85533333333,6.94883333334,11.4034166667,7.05125,8.77263333333
380.16,7.64108333333,22.9171217949,13.4445833333,12.8000833333,6.17725,7.82925,7.99991666667,7.07466666667,11.5564166667,7.17675,8.89729166666
380.52,7.77236111111,23.0638974359,13.5698333334,12.9225416667,6.19333333333,7.88133333333,8.07633333333,7.1425,11.6999166666,7.25291666667,8.99518333333
380.88,7.80580555555,23.1809871795,13.6150833334,12.8773333333,6.19283333333,7.89716666667,8.056,7.10283333333,11.70975,7.2345,9.04399166667
381.24,7.82138888889,23.2669807692,13.64425,12.8995416667,6.18158333333,7.9215,8.04133333334,7.04791666667,11.7385,7.234,9.00996666667
381.61,7.49075,23.1436538461,13.4305,12.6462916667,5.85375,7.61708333333,7.77308333334,6.76941666667,11.4429166667,6.95933333333,8.7589
381.97,7.50680555556,23.2245512821,13.4775,12.6815416667,5.84325,7.54391666667,7.83775,6.81416666667,11.5100833333,6.97691666667,8.75453333333
382.33,7.53830555556,23.3775192308,13.5680833333,12.72075,5.84291666667,7.57875,7.89916666667,6.82125,11.6404166667,7.01625,8.7568
382.69,7.39061111111,23.3961923077,13.4886666667,12.6228333333,5.62,7.455,7.754,6.68866666667,11.5686666667,6.93108333333,8.64423333333
383.05,7.3685,23.4846025641,13.5079166667,12.6495833333,5.582,7.41608333333,7.69133333333,6.58925,11.5140833333,6.89466666667,8.58585833333
383.41,7.32688888889,23.5677051282,13.45175,12.644,5.57483333334,7.39091666666,7.639,6.54291666667,11.5185,6.91891666666,8.47920833334
383.77,7.38347222223,23.6460448718,13.5670833333,12.721625,5.647,7.40425,7.71441666667,6.59158333333,11.6618333333,6.97158333333,8.60984166667
384.14,7.25277777777,23.6131153846,13.4433333333,12.5894583333,5.4885,7.24983333333,7.6275,6.4295,11.5575,6.91466666667,8.52189166667
384.50,7.19838888889,23.6918012821,13.4690833333,12.5837916667,5.48566666667,7.21283333333,7.66091666667,6.33508333333,11.5803333333,6.91908333333,8.47464166667
384.86,7.03983333333,23.7366987179,13.3990833333,12.49675,5.383,7.093,7.59108333333,6.21708333333,11.515,6.83933333334,8.30719166667
385.22,6.95802777778,23.7610576923,13.35375,12.396625,5.3165,7.00025,7.52291666667,6.14725,11.488,6.76158333333,8.24894166667
385.58,7.17513888889,23.9687948718,13.5895833333,12.5916666667,5.50075,7.13425,7.70916666667,6.36858333333,11.7261666667,6.9335,8.4348
385.94,7.25213888889,24.0523782051,13.71675,12.6628333333,5.62475,7.26616666666,7.81341666667,6.45658333333,11.80425,7.039,8.53300833333
386.30,7.28102777777,24.1223846154,13.75275,12.654125,5.6455,7.236,7.759,6.44216666666,11.816,7.02875,8.542025
386.66,7.25911111111,24.1769935897,13.7993333333,12.686875,5.68691666666,7.24083333333,7.82391666667,6.46075,11.8495833334,7.00033333333,8.54055833333
387.03,7.28936111111,24.24325,13.8694166667,12.6948333334,5.69316666667,7.25125,7.8545,6.49041666667,11.9346666667,7.03975,8.58449166667
387.39,7.31249999999,24.371,13.9988333333,12.7235833333,5.75758333333,7.317,7.93166666667,6.55383333333,12.0255,7.11525,8.7405
387.75,7.3441388889,24.439775641,14.0198333333,12.7289583334,5.74441666667,7.30683333333,7.95508333333,6.59416666667,12.0580833333,7.10608333333,8.68208333333
388.11,7.43130555555,24.5272820513,14.14875,12.7974583333,5.89925,7.39533333333,8.02558333333,6.70975,12.2148333333,7.14675,8.69135833333
388.47,7.35347222223,24.4660897436,14.0618333334,12.678625,5.81225,7.3015,7.86991666667,6.65858333333,12.1055833333,7.04858333334,8.62799166667
388.83,7.49019444444,24.588525641,14.15875,12.7910833333,5.90341666667,7.36708333333,7.99416666667,6.77283333333,12.2296666667,7.18641666667,8.76183333333
389.19,7.50291666668,24.6666474359,14.235,12.8592916667,5.9245,7.37641666667,8.06841666667,6.83566666667,12.28125,7.2925,8.8218
389.55,7.53386111111,24.7449358974,14.28425,12.8675,5.97766666666,7.43991666667,8.13308333333,6.85425,12.3574166667,7.31475,8.83169166667
389.91,7.55716666667,24.8577692308,14.3018333333,12.8877916667,5.92733333334,7.38508333334,8.13816666667,6.83208333333,12.4290833333,7.32358333333,8.8064
390.27,7.56063888888,24.9721794872,14.3066666667,12.908375,5.89316666667,7.36066666667,8.19908333333,6.837,12.4923333334,7.334,8.8222
390.63,7.5693611111,24.9848846154,14.2906666667,12.826,5.86566666667,7.2745,8.14791666667,6.80766666666,12.4781666667,7.28641666667,8.74734166666
391.00,7.65672222222,25.1719423077,14.3795833333,12.8985833334,5.94325,7.33733333333,8.20433333333,6.87008333333,12.6343333333,7.34933333334,8.81230833334
391.36,7.71805555556,25.2474807692,14.47175,12.9068333333,5.93833333333,7.31775,8.245,6.87183333333,12.69375,7.36191666667,8.75589166667
391.72,7.75211111111,25.4221987179,14.55625,12.9170416667,5.94483333333,7.32216666666,8.26291666666,6.88,12.716,7.40375,8.822975
392.08,7.82197222222,25.6327884615,14.672,13.017875,5.925,7.3485,8.28708333333,6.88708333333,12.7991666667,7.45816666666,8.88145
392.44,7.90547222222,25.8441858974,14.81275,13.0860833333,6.00966666667,7.42966666667,8.42633333334,6.98958333333,12.9405833333,7.541,8.90616666666
392.80,7.85024999999,25.8188397436,14.7994166667,13.0674166667,5.97766666667,7.37041666666,8.34441666666,6.921,12.9521666667,7.47616666667,8.83324166667
393.16,7.84066666667,25.8717179487,14.8181666667,13.0275833333,5.95916666667,7.29825,8.27016666667,6.87141666667,12.9681666667,7.42691666667,8.819675
393.52,7.76611111112,25.9450576923,14.798,12.9638333333,5.87033333334,7.2105,8.19291666667,6.813,12.94475,7.366,8.74948333333
393.88,7.69363888889,25.970698718,14.7906666667,12.9003333333,5.81141666667,7.13475,8.12283333333,6.71858333333,12.9425833333,7.33308333333,8.69444166667
394.24,7.75377777778,26.073,14.9075,12.970125,5.88441666667,7.20816666666,8.15225,6.83341666667,13.0380833334,7.39966666666,8.73745833333
394.60,7.84586111111,26.274,15.008,13.0831666667,5.95025,7.3035,8.24225,6.95516666667,13.19725,7.49725,8.86671666667
394.96,7.84811111111,26.2706217949,15.0140833333,13.0574583333,5.90475,7.28575,8.25441666667,6.93325,13.2364166667,7.51675,8.871225
395.32,7.74355555556,26.3329166667,14.97625,13.0005,5.81941666667,7.23341666667,8.21533333333,6.88716666667,13.2543333333,7.45633333333,8.86504166667
395.68,7.71000000001,26.3482307693,15.0023333334,13.0245416667,5.81675,7.22366666667,8.21691666666,6.884,13.34225,7.50225,8.82385
396.04,7.59319444444,26.351448718,14.884,12.9117916667,5.67508333333,7.11633333333,8.14541666666,6.79883333333,13.2810833333,7.38408333333,8.69305833333
396.40,7.59244444445,26.4254102564,14.9148333333,12.9195,5.62625,7.08766666667,8.116,6.76891666667,13.36575,7.35916666666,8.71258333333
396.76,7.56102777778,26.4958269231,14.9285833333,12.8203333333,5.54508333333,7.005,8.09775,6.71966666667,13.3691666667,7.2995,8.68033333333
397.12,7.67500000001,26.6798012821,15.0859166667,12.926,5.61741666667,7.11941666667,8.22258333333,6.82858333333,13.5690833333,7.35216666667,8.72970833333
397.48,7.7288888889,26.735775641,15.1828333334,13.013625,5.63975,7.12741666667,8.28241666667,6.85866666667,13.6511666667,7.39991666666,8.74439166667
397.84,7.71352777778,26.8337692308,15.2336666667,13.0104166667,5.57291666666,7.14133333333,8.29641666667,6.88891666667,13.6761666667,7.35008333333,8.75058333333
398.20,7.65961111111,26.8643012821,15.2535,12.9731666667,5.5715,7.07975,8.30258333333,6.80425,13.72725,7.29108333334,8.737
398.56,7.66122222224,26.8669615385,15.344,12.9659583333,5.575,7.08333333333,8.27525,6.7585,13.782,7.28733333333,8.724375
398.92,7.59147222223,26.9077179487,15.3948333334,12.9680833333,5.54116666667,7.057,8.25158333333,6.75658333333,13.7715833333,7.24766666667,8.65079166667
399.28,7.65777777778,26.9592371795,15.462,12.9905833333,5.59491666667,7.09233333333,8.30066666667,6.776,13.8545833333,7.30533333333,8.65640833333
399.64,7.64994444444,26.97425,15.4865833333,12.9511666667,5.58358333333,7.05225,8.26166666667,6.75991666667,13.8655833333,7.27591666667,8.640575
400.00,7.63661111111,27.0573589743,15.5781666667,13.017375,5.64816666667,7.05675,8.32508333333,6.76308333333,13.938,7.31325,8.69960833333
400.36,7.63769444443,27.0732435897,15.5916666667,13.0294583333,5.66225,7.07341666667,8.3355,6.7735,13.9716666667,7.33083333333,8.67911666667
400.72,7.66033333334,27.1826282051,15.6626666667,13.057,5.662,7.09241666667,8.35791666667,6.80808333334,14.0459166667,7.35175,8.72358333333
401.08,7.55516666668,27.2330705128,15.6845,12.9955416667,5.65158333334,7.03708333333,8.31916666666,6.72008333334,14.0283333333,7.32825,8.71878333333
401.44,7.46883333333,27.2703653846,15.651,12.8794583334,5.58275,6.96425,8.20083333333,6.60108333333,14.0455,7.26716666667,8.66011666667
401.80,7.50669444444,27.3700961538,15.6895,12.8625833334,5.61341666666,6.93383333333,8.22016666667,6.57775,14.1405833333,7.29841666667,8.63424166667
402.16,7.4831388889,27.4611282051,15.70675,12.831,5.57366666667,6.8845,8.24316666667,6.53208333333,14.1716666667,7.32316666667,8.59500833333
402.52,7.51041666666,27.6201410256,15.75,12.8902083333,5.57633333334,6.86683333333,8.30008333333,6.53291666667,14.22275,7.33791666667,8.56301666667
402.88,7.54330555555,27.7315384616,15.7923333333,12.9180833334,5.62333333333,6.8475,8.30841666666,6.53941666666,14.335,7.34641666667,8.54446666667
403.24,7.61441666667,27.9188076923,15.9328333333,13.0355,5.67291666666,6.89108333333,8.40383333333,6.5955,14.4458333334,7.39183333333,8.55661666667
403.60,7.5716388889,27.972301282,15.9218333333,13.028125,5.59425,6.84025,8.4105,6.52866666667,14.5020833333,7.3475,8.47350833333
403.95,7.60491666667,28.0447307693,16.0164166667,13.0317916667,5.58683333333,6.85225,8.41133333333,6.53041666667,14.6479166667,7.38958333333,8.45895
404.31,7.59880555556,28.1831987179,16.0881666667,13.057125,5.565,6.8395,8.44391666667,6.50333333333,14.708,7.428,8.43795833334
404.67,7.64063888889,28.2859615385,16.1526666666,13.1198333333,5.62641666667,6.88991666667,8.488,6.50733333333,14.8200833334,7.461,8.42181666667
405.03,7.73144444445,28.4212435898,16.24875,13.2315833333,5.63966666667,6.91866666667,8.56316666667,6.576,14.92825,7.52291666667,8.43390833333
405.39,7.86183333333,28.5868846154,16.3936666667,13.38775,5.73258333333,7.01741666667,8.701,6.71041666667,15.1078333333,7.66916666667,8.60563333333
405.75,7.97025,28.7568397436,16.5661666667,13.5657916667,5.85533333333,7.13408333333,8.83,6.83466666667,15.2543333334,7.75708333333,8.718975
406.11,8.02472222222,28.8502371795,16.7005833333,13.6262916667,5.89308333333,7.1785,8.80808333333,6.89375,15.3545833333,7.78216666666,8.7648
406.47,8.02658333333,28.8857884615,16.8065,13.6574166667,5.93308333334,7.21958333333,8.83641666667,6.90466666667,15.44075,7.83341666667,8.79843333333
406.83,8.00319444443,28.9979294872,16.8938333333,13.6474583333,5.92383333333,7.18858333333,8.84083333334,6.87608333333,15.4495,7.83308333333,8.81093333333
407.19,8.0078888889,29.0641025641,16.9219166667,13.6630416667,5.94916666667,7.20175,8.82458333333,6.91283333333,15.5631666667,7.90775,8.8806
407.55,8.07608333333,29.2430064103,17.068,13.7296666667,6.01708333333,7.26033333333,8.90608333333,6.98341666667,15.6726666667,8.0085,8.9685
407.90,8.1451388889,29.3986025641,17.1676666666,13.8026666667,6.08833333334,7.32891666667,8.98024999999,7.07766666666,15.7565,8.06916666667,9.02446666667
408.26,8.19852777778,29.46375,17.2833333334,13.8511666667,6.181,7.36358333333,9.04366666667,7.1615,15.8984166667,8.12775,9.08836666666
408.62,8.18663888888,29.5254935897,17.386,13.9040416667,6.19575,7.35991666667,9.07583333333,7.20408333333,15.9665,8.1595,9.13169166667
408.98,8.16402777778,29.5833205128,17.44525,13.8905,6.16408333333,7.35733333333,9.05616666666,7.195,16.0333333334,8.15533333334,9.10495833333
409.34,8.15358333333,29.6636282051,17.53775,13.8908333333,6.1435,7.31533333333,9.03983333332,7.17375,16.0728333333,8.15233333333,9.02075
409.70,8.07611111112,29.6658525641,17.5146666667,13.82125,6.06458333333,7.21475,8.94866666666,7.10016666667,16.093,8.13791666667,8.90625
410.06,8.13808333334,29.7698205128,17.5809166667,13.9415416667,6.13741666667,7.29316666667,9.07741666668,7.18291666667,16.1918333334,8.251,8.92799166667
410.42,8.22777777777,29.9435769231,17.6761666667,14.0154583334,6.20566666666,7.34283333334,9.17066666666,7.25225,16.3385833333,8.32116666667,8.97011666667
410.77,8.22322222221,29.9392115384,17.6706666667,14.0125416667,6.16625,7.32708333334,9.14899999998,7.22533333333,16.4094166666,8.312,8.944675
411.13,8.17597222221,29.9589358974,17.6925833333,14.01175,6.11741666667,7.2905,9.14975000001,7.19291666666,16.4236666667,8.26491666667,8.91016666666
411.49,8.17216666666,30.0392307692,17.7418333334,14.0414166667,6.11566666666,7.3145,9.14283333333,7.19033333333,16.51025,8.24925,8.907075
411.85,8.17219444444,30.0472564103,17.7931666667,14.0465,6.088,7.27775,9.15616666668,7.14575,16.5635833333,8.28091666667,8.914075
412.21,8.18661111112,30.1823397436,17.8843333333,14.111875,6.09483333333,7.29641666667,9.19574999999,7.14533333333,16.6448333333,8.28975,8.92514166667
412.57,8.25511111111,30.4012051282,18.0295,14.1857083334,6.15958333334,7.38225,9.28383333333,7.203,16.7874166667,8.40166666668,9.00695
412.92,8.32844444445,30.5194487179,18.1293333333,14.2562916667,6.22641666667,7.45066666667,9.37300000001,7.24975,16.9235833333,8.48574999999,9.07804166667
413.28,8.44149999999,30.7133525641,18.2868333333,14.3777916667,6.33141666667,7.59483333333,9.483,7.35033333333,17.0859166667,8.58374999999,9.180125
413.64,8.53413888888,30.8938846154,18.4395833334,14.5184166667,6.42158333333,7.70366666667,9.60649999999,7.44783333333,17.25775,8.6855,9.30524166667
414.00,8.5828888889,31.0628653846,18.5520833333,14.5496666667,6.42283333333,7.72908333333,9.63999999999,7.46491666667,17.3626666667,8.69841666667,9.35400833333
414.36,8.53436111112,31.1300448718,18.6045833333,14.5483333333,6.33291666667,7.68275,9.56975,7.41066666667,17.3729166667,8.66124999999,9.319825
414.72,8.61783333333,31.3343910256,18.7685,14.6407916667,6.4025,7.76941666667,9.6855,7.51008333333,17.485,8.76750000001,9.399375
415.07,8.69294444444,31.5064615385,18.9391666666,14.731375,6.46025,7.80575,9.74925000001,7.5515,17.6394166667,8.85924999999,9.48025
415.43,8.67272222222,31.5360641026,18.9886666667,14.7189166666,6.42158333333,7.74825,9.72824999999,7.53433333333,17.6486666667,8.83966666668,9.454575
415.79,8.67825,31.6421794872,19.0344166667,14.755375,6.44575,7.73275,9.72499999999,7.55266666666,17.7120833333,8.87166666667,9.42234166667
416.15,8.68383333334,31.7062243589,19.0889166667,14.7789166667,6.42416666667,7.72766666666,9.74516666668,7.558,17.7886666667,8.93158333332,9.46174166667
416.51,8.70294444444,31.7615961538,19.16,14.8137083334,6.42933333333,7.73483333333,9.77133333334,7.59983333333,17.86825,8.95383333334,9.4484
416.86,8.71752777777,31.8676923077,19.2335833333,14.867,6.44608333334,7.71308333333,9.76833333332,7.613,17.9285833333,8.97650000001,9.45976666667
417.22,8.62713888889,31.8436858974,19.20625,14.8275416666,6.3695,7.6335,9.68958333333,7.53383333334,17.9125833333,8.94533333334,9.39838333333
417.58,8.59266666666,31.8470384615,19.2145,14.8137083334,6.33908333334,7.59483333333,9.62333333333,7.49041666667,17.9048333334,8.94599999999,9.359875
417.94,8.55325,31.8851153846,19.2334166667,14.8010416667,6.29016666667,7.54433333334,9.59333333334,7.42733333333,17.954,8.91449999999,9.32761666667
418.29,8.50197222223,31.9285064103,19.2399166667,14.772,6.24558333333,7.48075,9.54808333332,7.39441666667,17.9614166667,8.89666666666,9.2803
418.65,8.5158611111,31.9915576923,19.3,14.7968333333,6.23441666667,7.47225,9.53733333334,7.38758333333,18.0094166667,8.9055,9.264225
419.01,8.46908333334,31.9711858974,19.2495833333,14.7658333333,6.18575,7.4265,9.48783333333,7.32875,17.9823333333,8.86791666668,9.18451666667
419.37,8.50213888889,32.0411794872,19.2934166667,14.828875,6.20625,7.47341666667,9.519,7.35466666667,18.0380833334,8.92433333333,9.22993333333
419.73,8.45569444444,32.0453974359,19.2759166667,14.7941666667,6.15408333333,7.4375,9.47458333333,7.30791666667,18.0388333333,8.87791666667,9.18310833333
420.08,8.44333333333,32.1071282051,19.3164166667,14.788875,6.15941666667,7.44691666667,9.45558333333,7.30041666667,18.0730833333,8.87316666666,9.15814166666
420.44,8.42408333333,32.1209038462,19.3046666667,14.782125,6.14408333333,7.414,9.41775,7.25891666666,18.0795,8.84625000001,9.13261666666
420.80,8.39675,32.1330576923,19.31875,14.7566666667,6.11325,7.40175,9.41233333334,7.22808333333,18.0754166667,8.8545,9.10983333334
421.16,8.41661111112,32.1596730769,19.3454166666,14.7793333333,6.13133333333,7.401,9.43508333333,7.23741666667,18.115,8.86658333333,9.10904166667
421.51,8.459,32.2515128205,19.4218333333,14.819,6.161,7.43616666667,9.49541666667,7.282,18.1953333333,8.90916666666,9.123675
421.87,8.49116666666,32.3479935897,19.49775,14.8809166667,6.21033333333,7.47358333333,9.53074999999,7.31733333334,18.2631666667,8.97741666666,9.14748333333
422.23,8.52586111111,32.4047307693,19.5406666667,14.9322916667,6.25183333333,7.49916666667,9.57741666667,7.3265,18.3278333333,9.01883333333,9.175175
422.58,8.50747222223,32.4554615385,19.5385833334,14.9571666667,6.26166666667,7.49833333333,9.59299999999,7.32808333333,18.3581666667,9.02366666666,9.170625
422.94,8.54641666666,32.5813269231,19.62125,15.009125,6.28008333333,7.52591666667,9.63000000001,7.35741666667,18.4109166667,9.05275000001,9.17835833333
423.30,8.54975000001,32.662698718,19.6794166667,15.0134166667,6.29783333333,7.528,9.64833333333,7.35141666667,18.4700833334,9.08374999999,9.16990833333
423.66,8.58744444444,32.7564807692,19.774,15.0753333333,6.30983333333,7.56158333333,9.68716666669,7.38108333333,18.5303333333,9.12783333334,9.212975
424.01,8.6141111111,32.8134551282,19.8040833333,15.114,6.31008333333,7.54291666667,9.69375000002,7.37725,18.5475,9.15066666668,9.221575
424.37,8.63477777778,32.9096666667,19.8701666667,15.159375,6.30425,7.55083333333,9.71758333332,7.3965,18.6060833333,9.19708333333,9.22885833333
424.73,8.65755555556,33.0093653846,19.92875,15.2256666667,6.33566666667,7.5795,9.74083333333,7.42708333334,18.678,9.22099999999,9.22898333333
425.08,8.69200000001,33.1249294872,19.9995,15.2797083333,6.36,7.59408333333,9.77800000001,7.43341666666,18.74,9.27200000001,9.24664166667
425.44,8.69191666667,33.188025641,20.0511666667,15.3145416667,6.35533333333,7.57858333333,9.78950000001,7.40641666667,18.7583333333,9.27608333334,9.23920833333
425.80,8.67297222222,33.1817243589,20.03675,15.3021666666,6.30966666667,7.552,9.76300000001,7.38291666667,18.73475,9.24308333333,9.1996
426.16,8.7268611111,33.2908589744,20.14375,15.3709583333,6.34208333333,7.6075,9.81425,7.44658333333,18.8273333333,9.31433333333,9.22446666667
426.51,8.77361111112,33.3713782051,20.2231666667,15.4146666667,6.35508333334,7.62025,9.82908333333,7.46758333333,18.8854166667,9.36408333333,9.2249
426.87,8.78658333334,33.381474359,20.262,15.438375,6.371,7.62341666666,9.84683333334,7.49233333333,18.9210833333,9.37775,9.24016666666
427.23,8.82780555555,33.4558846154,20.3325,15.5142916666,6.40433333333,7.62775,9.85933333334,7.53291666666,18.9565833333,9.40191666666,9.25548333333
427.58,8.83038888889,33.54625,20.373,15.56225,6.44083333333,7.63583333333,9.86483333332,7.53758333334,19.0015,9.42616666667,9.26268333333
427.94,8.86572222222,33.6583397436,20.4716666667,15.63275,6.45341666667,7.6635,9.90716666667,7.57308333333,19.1015833333,9.47866666666,9.29653333333
428.30,8.89408333334,33.6949551282,20.5425,15.6685833333,6.46875,7.67858333333,9.92125,7.57675,19.1238333333,9.51216666668,9.325
428.65,8.86008333334,33.7120128205,20.5525833334,15.632625,6.4035,7.59625,9.88383333332,7.52516666667,19.1204166667,9.49350000001,9.31184166666
429.01,8.84766666667,33.7198269231,20.5834166667,15.61075,6.37616666667,7.59216666666,9.88008333332,7.53983333333,19.1333333334,9.48708333332,9.31836666667
429.37,8.85105555557,33.7713910256,20.5925,15.6379166666,6.41183333333,7.61991666667,9.888,7.56825,19.19325,9.52216666666,9.38406666667
