wavelength,Back_TanRuuf,Belly_TanRuuf,Breast_TanRuuf,Crissum_TanRuuf,Crown_TanRuuf,DorTail_TanRuuf,Patch10_TanRuuf,Patch11_TanRuuf,Rump_TanRuuf,Throat_TanRuuf,WingTip_TanRuuf
196.27,16.62775,31.5367307692,38.7325,5.22304166666,-2.23016666664,34.7415833333,9.03758333333,15.9623333333,20.1879166667,-0.352166666668,39.8945
196.65,10.7145,36.7787948718,47.17275,-3.34825000001,-21.5773333334,38.8394166667,-5.35708333333,17.70825,12.64875,-7.88683333332,38.8839166667
197.03,-5.48244444445,45.546647436,41.44725,-30.2632083334,-66.8859166666,32.0175833333,-26.3158333333,2.63150000002,-9.42975000007,-32.2369166667,27.544025
197.40,-24.0972222222,35.8333333334,28.125,-42.9166666667,-74.3750000001,24.1666666667,-35.4166666667,-10.8333333333,-26.25,-47.9166666667,10.3125
197.78,-30.42925,26.1946794872,10.6061666667,-49.1477499999,-74.2424166666,0.947000000025,-48.485,-16.2878333333,-47.3484166666,-43.5605833334,4.147925
198.16,-123.232305555,-32.8962884616,-49.2423333332,-149.621208333,-201.515166667,-68.9394166666,-195.454416667,-93.9394166667,-162.5,-145.454583333,-72.8028583334
198.54,-94.444388889,-24.1665705129,-32.7776666667,-119.305541667,-146.111166666,-49.4445833333,-145.5555,-55.83325,-124.444416667,-101.111083333,-68.4721416667
198.92,-48.6110833333,14.6929166667,-1.53491666668,-67.2148333334,-78.9473333334,-9.42975,-103.289333333,-17.5440833333,-74.12275,-43.8596666667,-32.0393416667
199.30,-83.7165277778,13.7267756411,-31.32175,-110.77575,-115.517333333,-27.29875,-154.022916667,-13.2184166666,-119.25275,-63.2184166666,-42.4425583334
199.68,-146.739138889,-0.25099358975,-68.4781666667,-169.202833333,-173.188416667,-76.4493333333,-239.855083334,-59.0580833332,-199.637833333,-106.521666667,-88.6956416666
200.06,-227.083333334,-54.8717948719,-122.916666667,-226.875,-237.083333333,-133.75,-309.166666667,-113.333333333,-285.0,-162.5,-159.625
200.44,-100.750694444,-21.8468012821,-35.5855833333,-97.6349999999,-115.540583333,-45.7207500001,-140.315333333,-27.027,-144.819833333,-65.7658333332,-69.1217
200.82,-79.9242777777,-27.8408974359,-46.59075,-90.8143750002,-99.43175,-35.7955833333,-113.447,-23.2955833333,-122.916583334,-53.5984166666,-56.3070249999
201.19,-58.4444444444,-19.4615384615,-26.5,-62.75,-77.1666666667,-15.6666666667,-89.8333333332,-4.83333333332,-93.9999999999,-39.5,-40.8166666667
201.57,-201.851833333,-94.5725961538,-130.5555,-223.055708333,-273.888916666,-43.8888333334,-351.66675,-13.3331666666,-361.666666667,-143.333333333,-186.611166667
201.95,-74.6030833332,-5.25030769232,-17.8569999999,-67.0636250001,-121.825416667,65.4761666667,-167.460333333,55.9523333334,-173.015916667,-37.3016666666,-67.1427666668
202.33,-28.3523611111,21.7728782052,5.74716666676,-31.0345,-63.7930833334,73.8504999999,-98.8505833335,61.2069166667,-114.367833333,-3.44808333333,-27.8448666665
202.71,-36.1109722222,8.88888461538,-29.1668333333,-47.4999583334,-77.5000833332,54.7222499999,-109.444416667,29.7221666666,-125.555583333,-26.6666666667,-38.4166583332
203.09,-67.1875000001,-21.1738782051,-49.4791666667,-65.1041666666,-106.510416667,27.0833333334,-105.208333333,6.25000000007,-151.302083333,-49.4791666666,-59.7656250001
203.47,-54.2222222222,-9.53846153845,-47.0,-54.0,-118.333333333,54.0000000001,-119.0,14.6666666668,-169.333333333,-44.3333333333,-76.2333333333
203.85,-26.5555555556,9.12820512817,-32.3333333333,-17.1666666666,-92.0000000001,81.0000000001,-98.3333333333,49.6666666667,-140.666666666,-11.6666666667,-64.7666666665
204.22,21.7881944444,41.0056089743,13.0208333332,23.6979166666,-43.7499999999,96.875,-30.9895833334,60.9375,-84.1145833333,34.375,-9.375
204.60,30.6584722223,66.7142051282,21.6048333334,41.9753750001,-24.3827499999,103.70375,-15.7408333333,60.4938333333,-80.2468333334,50.0,8.64185
204.98,11.3248888887,128.698275641,17.9486666667,75.3205833332,-64.7436666668,167.948666667,-51.9231666665,57.05125,-203.205,57.6922499999,4.615475
205.36,316.666722223,-278.632423077,286.111083334,31.9443333335,477.777749999,-313.888916667,508.333333333,213.888916668,1363.88883333,27.7778333332,401.111083334
205.74,94.841166667,-38.7362115384,86.9049166666,55.952375,135.71425,-11.9048333332,133.33325,94.0474999999,341.071416667,41.0715833332,125.416683334
206.12,82.6544166666,50.8832692308,90.3704166666,82.870375,98.33325,59.6296666667,99.8148333333,93.7038333333,164.259083334,74.4444999999,103.814966667
206.50,61.7620833334,38.0506089743,69.2705833333,59.0492916668,74.9999166668,48.5675,75.5205833334,70.4426666666,120.182,61.1976666667,73.7239
206.87,49.8194722222,33.5331410256,50.3246666667,48.9717916666,60.4978333334,38.9610833333,59.1990833334,55.1946666667,92.6407499999,47.5106666667,57.8788416667
207.25,35.8697777778,24.5075833333,38.2851666666,42.6932083332,47.2223333333,32.00475,61.3528333333,48.913,82.4879166666,40.2173333333,45.41055
207.63,47.0370277778,34.5128525641,45.0000833333,49.0001250001,51.9999166667,40.2223333334,67.6665833333,57.0000833333,91.0001666668,46.66675,53.222325
208.01,58.0631666668,45.64625,59.0278333333,64.4096666666,64.4675,51.1573333333,80.0925833334,74.18975,104.166666667,62.5001666667,53.6225166667
208.39,58.4991944444,49.8755128205,62.4378333333,71.8282916666,64.1790833334,51.2438333333,94.7760833334,74.5025,105.970083333,64.9254166667,59.4030416667
208.77,63.5281666667,61.1056217949,73.5930833334,83.9826249999,71.7531666666,58.76625,108.549666667,78.8960833334,109.740333334,72.2943333333,76.2335083333
209.14,62.17425,63.5564230768,73.9710833333,84.9792916668,68.5185,55.76125,105.041166667,73.2509166666,109.156416667,66.9753333333,79.9073916667
209.52,73.3918888889,74.4518397437,88.37725,100.054791667,83.99125,65.2411666667,122.3685,78.8378333333,114.2545,81.6885,95.4716166666
209.90,91.7222222222,88.5641025642,111.833333333,119.333333333,103.333333333,69.8333333332,157.5,90.6666666667,138.5,99.1666666667,111.783333333
210.28,81.8688611111,65.1748333332,89.3938333335,94.9243750001,85.9089166668,56.6665833333,137.878833334,72.1213333334,114.09075,73.6363333332,84.8788083334
210.66,97.5768055556,81.0556858974,104.432666667,104.698583333,110.992916667,73.0496666667,161.17,94.6808333333,136.701916667,84.2197499999,101.046058333
211.03,105.266305556,71.9151153847,98.6111666667,89.4964583333,101.388916667,64.0624999999,155.208416666,84.0278333333,142.014,73.4374166666,102.55215
211.41,114.087277778,86.2751602564,117.708416667,98.8839583333,110.119,83.1845000001,157.738333333,96.5773333333,159.375083334,82.7381666667,123.541541667
211.79,132.539805555,100.457814102,142.0635,115.575291667,117.46025,95.2381666666,185.912583333,114.880916667,195.238166667,93.65075,144.642666667
212.17,89.9038055556,72.4728076923,103.5255,79.8075416667,85.0961666666,72.7563333333,139.583333333,88.62175,149.198583333,59.936,118.0608
212.55,75.0000555556,62.7461923077,90.8213333335,66.6666250001,73.6714166668,65.33825,116.06275,79.2270833332,121.256,55.43475,101.642425
212.92,69.4058333333,53.0003141025,83.2175833333,53.9352083333,68.2870833334,57.0602499999,105.5555,73.7266666668,110.648083333,50.4629166667,91.7478916666
213.30,59.1326111112,51.4050833333,77.0548333332,49.94275,64.6117500001,50.57075,102.739666667,68.8356666667,109.1325,53.8814166667,89.9313166668
213.68,55.4380555556,50.72225,75.3521666667,48.532875,60.2113333333,46.244,101.173833333,75.8215000001,114.906333334,47.3003333333,82.1009583333
214.06,62.7104166667,53.8558974359,83.8383333333,54.4190833333,65.0253333334,53.7879166667,110.100916667,91.1613333332,126.388916667,51.8939166667,96.4392083333
214.44,59.0277777777,48.3012820513,98.5416666667,50.7291666667,59.1666666666,38.9583333333,140.625,106.875,169.375,52.0833333334,120.791666667
214.81,62.0155000001,37.0601923077,84.8837499999,59.4960833334,45.9300000002,22.8680833334,124.418666667,95.93025,147.092916667,48.4496666667,120.27125
215.19,43.8550555556,20.7265,87.6262500001,62.6262500001,45.2020833335,12.8786666668,141.161666667,115.656583333,165.404,44.6970833334,126.110891667
215.57,42.7777777778,24.4358974359,62.3333333334,46.9166666667,43.8333333332,15.1666666667,95.1666666668,83.1666666667,103.666666667,37.3333333333,88.4666666667
215.95,33.4746388889,16.9164679487,51.9773333333,35.5932083333,46.8926666667,11.15825,76.55375,72.3164166667,85.3107500001,33.0508333333,70.16945
216.32,35.2828333333,14.856,54.0936666666,30.701625,42.8361666668,5.55558333333,78.8011666667,69.5905833334,83.1871666667,41.6666666667,66.8274083333
216.70,25.1048333333,-1.02805769228,46.6982499999,21.6195833334,36.7925833334,-4.87408333335,71.698,57.3899999999,77.51575,35.8490833333,51.3835166667
217.08,19.2028333333,-10.7162628205,41.3041666667,18.840625,34.7826666666,-13.9494166667,63.22475,55.2535,80.9782500002,33.6956666667,45.5436
217.46,27.5694444443,-30.7692307692,36.0416666666,7.5,32.2916666667,-16.8750000001,55.4166666667,60.0,73.3333333333,21.4583333333,38.6666666667
217.83,28.7037222223,-8.29064743589,35.8333333333,8.47225,35.0000833333,5.27766666667,50.2779166667,49.72225,63.3333333333,31.3888333333,39.9583833333
218.21,15.1660277778,-1.96720512822,21.456,10.82375,27.3946666667,6.03441666667,39.8466666667,32.4713333334,45.40225,22.6054166667,23.9082333333
218.59,22.3272222222,8.72653846153,29.55975,18.7105833334,37.0283333333,17.37425,41.9025,37.1854166667,48.5848333333,29.8740833334,34.3634
218.97,20.9344722222,11.0197179487,30.6818333333,18.9393333333,38.1060833333,18.78775,44.77275,33.1816666667,49.9243333333,30.5303333333,35.3939
219.34,32.0403055556,23.8064038462,39.5115,29.956875,48.9225,29.9566666667,55.89075,42.1694166667,57.3275833333,40.2298333334,44.8562916667
219.72,33.2222222222,22.9423076923,43.0,32.5833333333,53.0833333333,29.4166666667,57.0833333333,47.0,62.4166666667,44.1666666667,44.325
220.10,40.8823333333,22.0890384616,45.19625,39.2157083333,59.1175833333,28.6275,68.0391666667,46.0784166667,65.2940833333,49.1175833333,52.3430416667
220.47,46.5445555556,28.5178012821,44.3089166667,49.0347083333,59.756,30.691,69.309,46.9513333333,70.42675,48.98375,55.8435
220.85,58.3796666667,41.5919358974,55.1388333333,60.83325,74.0277500001,31.1111666667,85.4165833333,62.2222500001,92.0834166667,56.5279166668,82.7778666666
221.23,67.8316666666,48.24225,57.3925,62.76875,75.5375833332,33.4678333334,87.3655000001,64.6505000001,89.7850833334,60.6182499999,77.6611666667
221.61,65.3756111111,52.5552435897,53.8731666667,61.9717083333,71.12675,34.1548333333,88.4977500001,61.9719166667,86.1500833335,61.3850833334,70.6455083333
221.98,78.4589999999,64.5379358974,61.6353333333,72.720125,87.8930000002,33.3334166667,108.805,75.4716666666,97.4842499999,69.81125,86.1007
222.36,129.457388889,98.6881089742,104.65125,96.9962083333,119.186083334,57.7519166668,141.860333333,112.209333333,133.527166667,100.581416667,128.585258333
222.74,166.008888889,128.94723718,135.7455,128.508625,143.421083333,76.9736666667,177.631583334,143.20175,169.517583333,118.64025,153.289466667
223.11,170.424805556,124.472070513,144.853,126.103,139.215833333,63.2352500001,165.931416666,155.88225,166.1765,108.33325,140.367775
223.49,180.107472222,127.729583333,165.05375,132.392541666,136.290333333,54.8388333333,162.365583333,160.215083333,177.419416667,108.871,155.241941667
223.87,159.686527778,105.407628205,133.547083333,111.111291667,119.658,54.4870833334,144.017,129.487083333,151.068416667,92.5213333334,143.632458333
224.24,133.066166667,100.677923077,122.756333334,95.5128749999,104.326916667,67.6281666667,125.640833333,120.673083333,137.5,90.3846666666,127.419758333
224.62,115.509305556,81.9550705128,110.41675,70.97225,96.6666666665,54.9999999999,110.833333333,106.527833333,116.805583334,81.8055833332,113.138925
225.00,106.90475,68.7912051282,99.5239166666,65.6547083334,92.7381666667,55.3572499999,101.785666667,95.8333333334,104.047583333,84.7619166667,91.559525
225.38,98.4426944444,62.0531025641,97.2221666668,61.553,88.5100833333,47.3485,102.904083333,91.4141666667,97.6009166667,78.28275,95.5931416667
225.75,99.3775555555,64.2242628205,104.022916667,56.82475,88.6494166666,40.6609166666,105.747333333,94.1092500001,99.4252500001,74.7125833333,102.485591667
226.13,98.2757777777,55.6035833333,93.8218333333,64.0086666667,76.7240833333,31.60925,91.66675,83.9080833332,94.5402500001,63.5058333333,89.7844
226.51,88.5570833333,56.5633782052,83.4576666668,64.7390416666,75.1244166667,31.9653333333,89.8009999999,81.3434166667,92.9105000001,62.4379166666,85.9451
226.88,81.7652500001,47.384224359,78.7633333334,54.3010833333,69.8925000001,22.0430833333,85.7526666667,73.7904166667,91.6665833333,61.1559166667,86.02165
227.26,88.1482500001,49.2022435897,86.1110833333,53.3332916667,75.1850833333,14.6296666667,103.14825,70.0,101.481416667,69.4445833333,101.925941667
227.64,91.3888888887,30.7478717949,79.4444166666,45.5556666665,72.2222499999,-21.9445833333,115.833583333,65.2776666667,106.111083333,72.7777499999,98.9722416667
228.01,142.063333333,-82.6924230768,164.285583333,-10.714125,78.5715833334,-341.666666667,301.190583333,61.90475,214.28575,140.476166667,244.404691667
228.39,19.1520000001,126.619442308,35.9649166666,67.5437500001,49.1228333333,237.280666666,-20.1754166668,77.1929166667,-0.4385,39.03525,1.272025
228.76,7.05130555555,98.9151474359,49.0384999999,33.0128750001,33.3334166667,168.910166667,-3.20508333326,69.2305833334,9.29491666665,41.0256666667,19.2308166667
