wavelength,Back_ThrPalf,Belly_ThrPalf,Breast_ThrPalf,Crissum_ThrPalf,Crown_ThrPalf,DorTail_ThrPalf,Patch10_ThrPalf,Patch11_ThrPalf,Rump_ThrPalf,Throat_ThrPalf,WingTip_ThrPalf
190.57,-24.2688888889,-28.132920635,-100.438722222,5.86323391815,-9.35677777777,17.5441111111,-31.8714444445,-56.1402222222,-20.8770666667,-23.3917777778,-71.9297777778
190.95,-11.111,-8.36092063503,-76.485888889,13.2733976608,-6.46,18.3463333333,-20.9303333333,-36.1756666667,-11.2660888889,-17.3125555556,-50.6458888888
191.33,-28.8888888889,-16.3492063491,-73.4444444445,-3.4619883041,-10.0,3.33333333337,-38.2222222222,-49.3333333333,-19.7777777778,-36.6666666667,-49.1111111111
191.71,-61.9046666667,-41.3831031746,-96.8255,-31.972877193,-43.5375555556,-36.281,-75.7371111111,-83.6733333333,-45.8503333333,-71.882,-76.644111111
192.09,-59.7884444444,-46.7372619047,-81.6578888889,-31.5047368421,-52.5574444444,-42.1517777778,-72.663,-80.0705555554,-47.2664,-78.6596666667,-70.0177777777
192.47,-63.7681111111,-53.7036349208,-73.7518333333,-32.1720233918,-52.818,-41.5457777778,-70.3703333333,-78.4217777779,-52.0772222222,-80.1932222221,-73.2688888888
192.85,-86.948888889,-77.6643333333,-92.2398333333,-54.2744444444,-74.7794444443,-64.3736666667,-90.1235555557,-103.880222222,-74.3210444443,-95.0617777778,-92.0634444442
193.23,-73.4176666667,-61.4525555556,-75.3164444444,-43.3932222222,-61.4627777778,-56.9621111111,-73.6990000001,-89.1701111111,-61.8564,-74.8241111111,-78.4811111111
193.61,-71.3081111111,-62.4773888889,-76.8635555556,-42.3347368421,-62.7285555555,-63.713,-73.5583333333,-89.4514444446,-59.2124666667,-76.7932222222,-82.5597777779
193.99,-75.3087777778,-66.8234999999,-77.8463888889,-42.4516959064,-67.4896666666,-64.1976666667,-78.3264444445,-93.2784444445,-62.0027333335,-74.3484444445,-80.6584444444
194.37,-77.5098888889,-71.9544603174,-86.546,-49.1017017544,-66.9344444446,-67.3358888889,-81.5261111111,-96.7872222222,-67.2824222221,-77.7777777779,-81.6599999999
194.75,-87.7935555557,-87.0333809523,-104.303555555,-51.8739298246,-82.1596666667,-74.9610000001,-90.7667777778,-110.328666667,-85.3833777777,-86.0719999999,-95.3051111111
195.13,-119.493111111,-121.163952381,-138.791388889,-75.7362397661,-119.493,-106.627777778,-122.807222222,-151.267,-120.974822222,-112.670444445,-137.621888889
195.51,-139.455777778,-143.650674603,-158.5035,-99.2958187136,-129.478222222,-124.716444445,-140.362888889,-174.603222222,-141.179044444,-116.780111111,-156.689333333
195.89,-175.783555556,-189.987865079,-217.094166667,-138.83645614,-180.057,-172.364777778,-186.039888889,-226.495777778,-189.287755556,-162.108222222,-206.267777778
196.27,-153.827111111,-153.827007937,-196.296388889,-113.385122807,-154.074111111,-140.247,-159.753222222,-193.333222222,-163.604844445,-140.246777778,-162.469111111
196.65,-123.290666667,-120.085547619,-153.632388889,-87.8316374268,-128.846111111,-108.333222222,-127.777777778,-159.188111111,-135.8976,-121.794777778,-127.136777778
197.03,-135.827444444,-126.044595238,-166.099611111,-97.8635204677,-148.526333334,-119.274222222,-136.281222222,-177.551,-152.517088889,-137.188222222,-134.920666667
197.40,-169.696888889,-151.316690476,-207.323166667,-131.419561404,-188.383777778,-153.535333333,-169.444555556,-215.909,-198.838355555,-177.272777778,-172.222222222
197.78,-157.729444445,-139.889563492,-183.454,-122.539935672,-181.159333333,-132.850333333,-146.376777778,-206.038666667,-186.763377778,-161.111111111,-153.139888889
198.16,-219.444444445,-196.369047619,-239.722222222,-183.625730994,-250.555555556,-193.611111111,-201.666666667,-279.444444444,-249.166666667,-221.666666667,-218.055555556
198.54,-177.551,-151.166246032,-188.095222222,-146.831321638,-197.505555555,-158.956888889,-153.514777778,-222.675666667,-196.190466667,-179.138444444,-172.562333334
198.92,-177.124111111,-141.44102381,-189.760555556,-144.581953217,-198.692888889,-154.684,-150.326777778,-216.557555556,-195.599088889,-177.559888889,-167.756
199.30,-184.156333333,-137.360357143,-182.3045,-145.58168421,-201.028777778,-157.201444444,-150.205777778,-220.164777778,-197.860111111,-175.720111111,-159.259333333
199.68,-221.350555556,-164.130214286,-201.851777778,-170.576807017,-237.472777778,-194.989222222,-178.867,-258.823555556,-234.596888889,-214.597,-202.396555556
200.06,-244.444444444,-186.62118254,-216.78,-183.721198831,-260.771111111,-215.192888889,-192.063444444,-285.260888889,-254.965866667,-229.024777778,-221.541888889
200.44,-223.196777778,-178.362436508,-198.830444445,-166.410099415,-240.545777778,-194.347,-169.395666667,-266.276777778,-228.070222222,-200.974777778,-202.144222222
200.82,-262.393111111,-220.085563492,-222.649555556,-201.225748538,-289.102666667,-236.538333333,-201.922888889,-317.521222222,-256.709244445,-237.820444444,-233.547111111
201.19,-261.414,-225.786357143,-235.353666667,-201.371777778,-295.151666667,-248.888888889,-211.515222222,-321.616111111,-262.464511111,-238.383666667,-243.636333333
201.57,-189.05,-159.581365079,-170.692555556,-142.969807018,-215.297888889,-179.871333333,-159.420222222,-236.554,-192.592622222,-171.175555556,-173.269
201.95,-169.819777778,-146.299928571,-156.756777778,-131.389339182,-200.600555556,-161.411444444,-149.249333333,-215.465555555,-178.979066667,-154.805,-153.903888889
202.33,-176.103333333,-151.250142857,-160.730611111,-131.426912281,-203.500777778,-161.491555555,-156.468888889,-224.353,-180.852333333,-157.077666666,-154.642333334
202.71,-181.887444445,-162.589595238,-171.6895,-136.25731579,-207.610333333,-170.319777778,-165.144555556,-228.919333334,-182.009288889,-157.534222222,-160.426333333
203.09,-139.534777778,-137.200111111,-137.274,-110.771210526,-166.666555555,-133.979333333,-130.232555556,-183.075222222,-140.956088889,-119.380111111,-122.997555556
203.47,-149.338666667,-148.818896825,-146.164,-125.626421052,-180.291111111,-143.518555555,-140.211666667,-191.534333333,-150.185111111,-130.820222222,-132.142888889
203.85,-253.107444444,-242.023071429,-243.879388889,-225.403719298,-290.772333333,-241.243,-248.399222222,-297.363444444,-255.555511111,-233.521666667,-229.567
204.22,-201.252,-183.288650794,-193.896555556,-173.964169591,-223.943666667,-182.159444445,-194.522666667,-228.012555555,-203.223755556,-184.350666667,-182.629111111
204.60,-246.666666667,-215.648277778,-220.185444444,-209.629830409,-261.852,-211.296333333,-230.555555556,-269.259333333,-233.666755556,-220.370333334,-217.037111111
204.98,-265.079333333,-231.575880952,-236.210333333,-221.804502924,-282.936444445,-229.563444445,-243.254,-288.095222222,-252.777822222,-238.690444444,-232.539666667
205.36,-393.224777778,-348.064238096,-360.839944444,-328.683608187,-413.279,-338.211555556,-359.349555555,-414.092,-368.130044445,-344.444555556,-339.837333333
205.74,-647.863,-591.94152381,-583.760555556,-554.071163742,-691.453111111,-566.666777778,-588.888666667,-674.359,-622.4788,-580.769222222,-580.769222222
206.12,-668.444444444,-600.920634921,-566.666666667,-570.643274854,-704.888888889,-553.777777778,-588.888888889,-688.444444444,-650.311111111,-604.888888889,-596.444444444
206.50,-900.584666667,-779.323063492,-712.865444444,-757.432988304,-915.789444445,-732.163666667,-773.684222222,-909.941555555,-870.292466668,-803.508666667,-793.567444444
206.87,-2145.83333334,-1866.56746032,-1761.11111111,-1820.32163743,-2152.77777778,-1750.0,-1891.66666667,-2188.88888889,-2082.22222222,-1919.44444444,-1900.0
207.25,-470.833333333,-404.265873016,-369.444444445,-401.681286549,-468.402777778,-383.680555556,-408.680555556,-494.444444444,-447.361111111,-402.083333333,-414.930555556
207.63,-402.539555555,-349.523801587,-318.412555555,-352.781877193,-404.444444445,-335.555666667,-352.381,-439.682666667,-383.111088889,-350.476333333,-359.364888889
208.01,-269.555555555,-240.396825397,-216.777777778,-232.093567251,-275.333333333,-229.555555556,-233.111111111,-298.222222222,-258.8,-240.888888889,-238.222222222
208.39,-255.357222222,-227.210785714,-203.968055555,-222.023748538,-253.968333333,-213.889,-215.079444445,-283.135,-237.857222222,-225.396777778,-220.039666667
208.77,-171.330444444,-148.030492064,-129.766777778,-143.123116959,-167.078222222,-145.130333333,-143.072555556,-194.650111111,-154.869666667,-156.104222222,-143.347
209.14,-140.362777778,-116.601992064,-107.879888889,-111.534666667,-135.260666667,-119.274444444,-117.346888889,-157.482777778,-121.678022222,-127.437777778,-112.471555555
209.52,-137.847111111,-117.220325397,-108.564777778,-110.635877193,-134.490777778,-120.602111111,-120.023111111,-157.870222222,-120.648066667,-126.736111111,-112.962888889
209.90,-121.143555556,-102.396293651,-100.701,-95.3500116959,-122.222222222,-109.600666667,-110.355888889,-141.531888889,-107.4002,-112.621444444,-102.481111111
210.28,-124.252222222,-106.57797619,-101.602611111,-95.5689649123,-121.153888889,-111.965888889,-109.508444444,-143.162444444,-108.803333333,-110.042666667,-103.098222222
210.66,-133.564777778,-120.420103175,-105.034722222,-98.5258304094,-131.365888889,-117.361111111,-118.981444444,-151.620444444,-119.861133333,-118.055444444,-108.101888889
211.03,-195.555666667,-180.624293651,-157.629555556,-151.376251462,-192.148222222,-175.555444445,-177.036888889,-217.777666667,-173.777688889,-171.259333333,-162.222333334
211.41,-251.296222222,-232.222206349,-199.629444445,-207.553795322,-248.333111111,-229.259222222,-235.926111111,-279.444333333,-231.333177778,-216.296333333,-214.814777778
211.79,-323.404333333,-304.761825397,-259.574555556,-287.595116959,-317.021333334,-304.018888889,-317.967,-359.101555555,-307.186755556,-287.470333333,-291.726
212.17,-562.139666667,-554.056420635,-465.432166667,-528.719812865,-560.082222222,-540.740666667,-563.785888889,-641.152222222,-555.391022222,-518.106888889,-544.033
212.55,-662.121222222,-670.16584127,-537.878777778,-650.266040936,-660.606111111,-633.838444444,-670.707,-765.656555556,-671.717333333,-622.727222222,-667.171666667
212.92,-507.279555555,-508.374460318,-410.919666667,-510.304409357,-515.708888889,-495.019222222,-506.513333333,-581.992111111,-513.026866667,-493.103444444,-529.885
213.30,-988.194444443,-980.406746031,-786.111111111,-1002.48538012,-956.944444444,-945.833333334,-987.500000001,-1109.72222222,-993.88888889,-977.083333333,-1010.41666667
213.68,8522.22222222,8338.09523809,6872.22222222,8833.04093567,8272.22222222,8161.11111111,8516.66666667,9344.44444444,8538.88888889,8727.77777778,8766.66666667
214.06,-17100.0,-16209.5238095,-14038.8888889,-17486.5497076,-16133.3333333,-16088.8888889,-16433.3333333,-18600.0,-16873.3333333,-18033.3333333,-17611.1111111
214.44,-1355.55555556,-1248.3467619,-1076.38894444,-1319.34695322,-1248.14833333,-1229.62966667,-1270.37033333,-1423.14822222,-1332.4076,-1439.81488889,-1371.29644445
214.81,-696.969777778,-625.865674603,-551.515166667,-654.17319883,-607.070666667,-606.060666667,-632.828222222,-723.232222222,-661.414111111,-746.969666667,-688.384
215.19,-442.424444444,-384.463563492,-331.649833333,-385.309058479,-384.511777778,-379.461333333,-389.562222222,-461.952777778,-412.929177778,-470.370444444,-425.589444444
215.57,-426.470555556,-367.950531746,-300.9805,-373.013350877,-365.686222222,-355.882333333,-373.856222222,-431.699333333,-395.882222222,-447.385555556,-399.673333333
215.95,-295.652222222,-254.244380953,-205.313944444,-260.361245614,-253.140222222,-245.169111111,-255.314111111,-302.656888889,-269.227,-311.594222222,-270.048333333
216.32,-316.414111111,-275.108230159,-223.105944444,-272.913438596,-258.333333334,-261.363555556,-276.262777778,-324.242555556,-289.697022222,-333.585888889,-277.525333333
216.70,-264.052444444,-230.874603174,-185.947611111,-225.008783626,-220.479444444,-219.607777778,-227.669,-274.291888889,-240.522955556,-285.185111111,-233.551
217.08,-191.621111111,-168.436079365,-132.331444444,-157.84671345,-163.205777778,-162.477333333,-169.034666667,-204.917777778,-180.692088889,-219.307777778,-172.313333333
217.46,-242.824111111,-216.865055555,-171.296222222,-200.986877193,-219.907333333,-222.685222222,-225.925888889,-265.740666667,-232.962866667,-277.314888889,-221.064888889
217.83,-326.495666667,-308.42484127,-241.025555556,-285.244988304,-304.558444444,-313.960222222,-312.535666667,-360.683666667,-320.228,-374.074111111,-299.145222222
218.21,-477.777555556,-467.318761905,-358.928388889,-425.313362573,-451.587333333,-478.571555556,-477.380888889,-525.793666667,-484.682533333,-547.222222222,-457.936444445
218.59,-441.935444445,-451.484849207,-351.792,-417.826906433,-432.258,-451.971333333,-448.387111111,-482.795555556,-463.512688889,-509.319,-446.594888889
218.97,-366.081777778,-366.896452381,-295.906555555,-341.828280702,-357.602333333,-371.052777778,-364.62,-398.538,-378.070177778,-412.573111111,-370.760111111
219.34,-408.253888889,-401.292484127,-333.809555556,-367.451935672,-400.317555555,-410.159,-410.476333333,-439.999888889,-419.365111111,-449.524,-411.110888889
219.72,-359.649,-349.06018254,-284.649222222,-320.3295731,-359.941555556,-359.064333333,-359.356666667,-393.274888889,-368.128711111,-383.918,-357.017555556
220.10,-476.628222222,-471.182174603,-387.356277778,-441.843046784,-485.440444444,-465.517333333,-478.160888889,-525.287444444,-493.026711111,-498.850555556,-476.245333333
220.47,-286.956555555,-283.333285714,-236.473388889,-271.891573099,-294.927333333,-269.806777778,-283.574888889,-322.946888889,-296.183533333,-293.719777778,-285.990555556
220.85,-231.968888889,-233.068873016,-191.325666667,-220.324175438,-231.578888889,-209.941444445,-223.391777778,-260.233777778,-239.570977778,-235.282555556,-231.579111111
221.23,-146.783555555,-147.211706349,-121.052555556,-139.927467836,-145.614,-134.649222222,-141.374333334,-177.046777778,-159.590533334,-149.268888889,-154.970777778
221.61,-146.608888889,-149.381595238,-124.530944444,-145.241935672,-146.753222222,-132.034444445,-142.424333333,-177.922,-160.606066667,-150.938,-156.132777778
221.98,-113.227666667,-109.930079365,-92.3941111111,-108.834783626,-110.449777778,-94.7089999999,-106.217,-141.269666667,-120.396911111,-113.492222222,-117.592777778
222.36,-121.185222222,-119.079388889,-101.703555556,-117.380128655,-119.111111111,-108.740777778,-117.185111111,-158.518444444,-132.859377778,-126.370444444,-132.148111111
222.74,-117.867888889,-120.827793651,-100.675666667,-121.147497076,-119.369111111,-113.063111111,-115.315333334,-157.207222222,-129.129022222,-128.828777778,-139.489333333
223.11,-97.530888889,-102.909888889,-84.4308888889,-102.880736842,-101.097555556,-94.5131111112,-94.3761111111,-130.727,-106.063155556,-112.757222222,-121.399222222
223.49,-61.1684444444,-62.1420555556,-50.5154444444,-63.4955263158,-63.4593333333,-62.3137777778,-57.1592222222,-89.576,-66.827,-72.6232222222,-84.536
223.87,-68.9366666667,-65.3097777778,-51.9711111111,-66.8992748538,-64.8744444444,-73.7155555556,-59.8565555555,-97.6106666666,-68.9127555556,-77.6583333333,-97.3714444445
224.24,-52.2752222222,-48.0045396825,-32.6985,-54.7870467836,-51.0052222222,-57.8836666666,-46.455,-81.6931111111,-51.2380666667,-59.3652222222,-77.6718888889
224.62,-67.2641111111,-63.3214920635,-46.5352222222,-72.608877193,-64.7551111111,-69.4144444444,-61.5293333333,-98.3273333332,-62.9391333333,-74.4325555556,-91.5172222222
225.00,-77.1536666667,-69.0565873016,-48.5018888889,-76.4963450292,-74.0324444444,-74.0325555556,-65.7927777778,-105.493111111,-68.7889555555,-81.6478888889,-97.628
225.38,-130.718777778,-120.868365079,-90.7680555554,-127.150122807,-131.536,-128.758333334,-113.398666667,-158.006444444,-116.535888889,-142.810555556,-149.183
225.75,-169.157111111,-160.235269841,-119.827611111,-162.199988304,-166.091888889,-158.237444444,-144.827666667,-194.444444445,-150.383066667,-180.268222222,-180.076666667
226.13,-200.0,-186.833880952,-149.801555555,-192.846637427,-191.666666666,-180.555555556,-174.999888889,-226.587222222,-182.658666667,-208.928666667,-206.746
226.51,-214.285666667,-187.159888889,-159.424555556,-203.8115731,-192.262,-187.5,-191.269777778,-232.738111111,-189.245955556,-215.277777778,-213.492
226.88,-299.290666667,-269.334674603,-228.723277778,-274.405824561,-269.267111111,-270.449222222,-272.340333333,-308.037777778,-260.378222222,-296.217555556,-291.016555555
227.26,-302.083333333,-274.76852381,-232.291555555,-284.271549707,-274.768555555,-271.527777778,-285.185222222,-299.768333334,-257.6388,-294.212888889,-280.324111111
227.64,-276.337444444,-244.415031746,-222.428055556,-255.44728655,-242.592666667,-242.592555555,-253.498111111,-257.818888889,-231.275711111,-264.403333333,-251.028777778
228.01,-264.783444444,-237.933769841,-219.868166667,-249.885959064,-246.139333333,-234.086333333,-249.152555556,-242.937888889,-223.728822222,-252.730555555,-247.080888889
228.39,-252.407333333,-226.097912698,-217.037055556,-246.803128655,-243.333444444,-237.777666667,-253.148111111,-234.444444445,-225.0742,-242.407444445,-238.518555555
228.76,-196.969666667,-180.962714286,-173.520888889,-192.291497076,-188.023222222,-188.023111111,-206.637888889,-189.610333333,-184.184666667,-186.580111111,-196.681
229.14,-142.354111111,-127.34547619,-125.357388889,-136.598964912,-135.533444445,-135.973444444,-150.605111111,-136.523666667,-133.4654,-135.423333333,-142.464222222
229.52,-111.904777778,-97.8741904763,-94.6429444445,-106.772175439,-107.043666667,-110.119111111,-118.353111111,-106.051666667,-103.670644444,-105.059444444,-110.714444445
229.89,-118.795444445,-108.344388889,-105.140166667,-116.100888889,-122.326,-120.560888889,-121.391555555,-115.472444445,-109.657355556,-114.018666667,-121.287666666
230.27,-92.3498888889,-84.4848015873,-84.2440555556,-96.2611637426,-99.5446666667,-91.4390000001,-95.4464444443,-91.4391111111,-87.7414444444,-93.0783333333,-96.9034444443
230.65,-83.0173333333,-79.9847063492,-78.32,-90.4294152047,-91.2376666667,-80.9396666667,-89.16,-82.4753333333,-83.0715333333,-86.9918888889,-91.1472222222
231.02,-77.1504444444,-77.9058333333,-72.1324444444,-86.3186783625,-85.7527777778,-76.2543333333,-85.3942222222,-78.5843333333,-80.0538,-82.0787777778,-86.0215555555
231.40,-65.6642222222,-66.7560873016,-57.7694444445,-75.0914093567,-70.4257777778,-66.5833333333,-72.2637777778,-67.5021111111,-68.8052,-72.6816666667,-71.178
231.78,-53.2315555556,-54.6372539682,-43.8633888889,-59.3128654971,-56.2816666666,-51.1255555556,-55.1925555556,-54.4662222222,-53.2606444444,-61.0022222222,-58.4604444445
232.15,-47.8904444445,-47.6288809524,-40.1194444444,-53.0645321637,-49.6485555556,-43.8115555556,-48.2417777778,-50.6328888889,-47.3558444444,-56.7511111111,-52.3206666667
232.53,-47.895,-46.9684047619,-39.9588888889,-52.8569122807,-49.4132222222,-42.7883333334,-45.3415555556,-49.3443333333,-44.4031777778,-54.8655555555,-54.2443333333
232.90,-52.933,-51.1782222222,-42.029,-53.7430935673,-53.6232222222,-45.3416666667,-51.0696666667,-55.0036666666,-48.5988888889,-60.1104444444,-57.6258888889
233.28,-48.2594444445,-47.2366984127,-35.7765,-46.0788421052,-46.7201111111,-39.6252222222,-48.0588888889,-50.0,-46.0507777778,-55.2877777778,-52.008
233.66,-51.646,-51.0483888889,-39.4032777778,-47.447994152,-51.5775555556,-40.9463333333,-51.3718888889,-53.1548888889,-49.8628222222,-57.2016666667,-56.2414444445
234.03,-46.679,-45.8721031746,-34.4195,-42.686625731,-49.8447777778,-37.6784444444,-45.9964444444,-50.2792222222,-46.4804,-51.2104444444,-52.9484444445
234.41,-54.2483333333,-53.6134285714,-42.8758888889,-50.7912280702,-61.0456666667,-47.4508888889,-56.4706666667,-58.9543333333,-55.5162888889,-58.6275555556,-60.8497777778
234.78,-46.3982222222,-44.7452777778,-34.0661111111,-43.0435730994,-51.8925555556,-39.6215555555,-48.4127777778,-51.3431111111,-45.6287333333,-48.4738888889,-54.6397777778
235.16,-40.1015555556,-39.1708015873,-30.1466666667,-36.9667426901,-44.3315555555,-33.2768888889,-40.1016666667,-43.542,-36.695,-41.85,-46.757
235.54,-35.954,-34.8121349207,-24.5807222222,-34.3152631579,-41.0377777778,-32.5995555556,-36.6876666667,-38.26,-31.9285333333,-38.155,-39.8322222222
235.91,-27.9762222222,-28.5786349206,-18.3037777778,-27.8247660818,-35.8134444444,-27.4803333333,-33.0357777778,-31.2004444445,-27.7876222222,-31.8948888889,-31.2005555555
236.29,-30.2524444445,-30.5193492064,-20.8332777778,-30.1937894737,-36.3637777778,-28.3838888889,-36.01,-31.3131111111,-31.8990222222,-32.8787777778,-32.98
236.66,-25.6625555555,-24.9782460318,-16.0157222222,-25.09474269,-31.2878888889,-24.0352222222,-32.5431111111,-26.2203333334,-26.4621333333,-26.2204444444,-25.1976666667
237.04,-24.7863333334,-23.5718492064,-14.7774444444,-24.8384327485,-27.2155555555,-23.3915555556,-31.8938888889,-24.5164444444,-23.7517333333,-25.911,-22.5821111111
237.41,-23.7393333333,-21.1065952381,-13.1191666667,-20.6676725146,-22.8915555556,-22.0883333333,-29.8527777778,-21.6867777778,-19.5714222222,-23.6501111111,-17.8938888889
237.79,-20.664,-17.7412857143,-10.906,-17.7465263158,-19.844,-18.204,-25.543,-17.548,-14.8666,-21.361,-15.539
238.17,-20.8132222222,-16.9484126984,-12.9631111111,-16.5139532164,-19.7262222222,-17.2705555556,-24.7584444444,-16.4251111111,-14.9596666667,-21.3768888889,-14.6538888889
238.54,-18.4798888889,-13.7014206349,-10.976,-13.5602280702,-16.9367777778,-16.0493333333,-23.4955555556,-15.4706666667,-13.9659333333,-17.6697777778,-13.0787777778
238.92,-12.4578888889,-7.70400793651,-5.911,-7.70270760233,-11.5973333333,-9.05333333335,-17.1342222222,-9.2778888889,-8.07335555556,-10.4753333333,-8.38022222221
239.29,-12.2533333333,-7.31840476191,-5.20966666667,-8.4401637427,-11.2148888889,-8.82666666667,-15.784,-8.238,-7.46982222221,-9.24200000002,-8.27288888888
239.67,-9.49133333332,-5.97661111111,-4.51905555556,-7.75074269007,-11.5645555556,-8.00133333333,-13.7674444444,-6.12244444445,-4.8654888889,-7.61266666667,-6.86755555556
240.04,-10.4667777778,-8.54613492065,-6.4915,-10.7784678363,-14.0884444444,-9.66866666667,-14.8248888889,-7.45866666667,-7.18842222223,-10.7121111111,-9.91400000001
240.42,-9.63333333332,-8.4817936508,-6.00694444444,-11.3213625731,-15.0246666667,-9.96166666669,-14.3131111111,-7.06077777778,-7.63002222221,-9.96155555556,-10.5638888889
240.79,-7.01888888889,-5.87667460317,-3.91383333333,-9.17126315789,-12.3721111111,-7.39955555555,-11.8011111111,-4.87733333333,-6.35264444445,-7.94688888889,-8.99355555557
241.17,-3.87555555555,-2.49576984127,-0.701,-6.39912865497,-8.28677777778,-3.87544444445,-7.854,-1.62855555556,-3.6156,-5.64833333333,-5.85444444445
241.54,-1.91455555555,-0.393674603173,2.00405555555,-4.44856140351,-5.86866666667,-0.787222222222,-4.70577777778,1.145,-0.937755555558,-3.793,-2.93433333334
