wavelength,Back_CatAnaf,Belly_CatAnaf,Breast_CatAnaf,Crissum_CatAnaf,Crown_CatAnaf,DorTail_CatAnaf,Patch10_CatAnaf,Patch11_CatAnaf,Rump_CatAnaf,Throat_CatAnaf,WingTip_CatAnaf
340.50,4.46183333333,14.3938333333,7.51841666667,4.73883333333,3.6205,5.95070833333,22.9910833334,5.07183333334,9.31106944445,9.97800000001,6.38533333333
340.87,4.48725,14.4515833333,7.57495833333,4.74933333333,3.67833333333,5.962,23.0744166666,5.12208333333,9.40669444446,10.0504166667,6.43145833333
341.23,4.52141666667,14.4589166666,7.65975,4.78808333333,3.6785,5.88233333333,23.0186666667,5.167,9.37570833334,10.07875,6.46516666667
341.60,4.5645,14.62725,7.70195833333,4.86933333333,3.72583333334,5.769875,23.0878333333,5.16483333333,9.39998611112,10.09775,6.50595833333
341.96,4.63591666667,14.7143333333,7.71004166667,4.83391666666,3.80591666667,5.71516666667,23.0930833333,5.18925,9.47750000001,10.15375,6.534125
342.33,4.68275,14.71925,7.74041666667,4.8085,3.83241666666,5.668625,23.12725,5.14433333333,9.49347222223,10.1999166667,6.57404166667
342.70,4.7965,14.8484166667,7.873625,4.83933333333,3.99908333333,5.74220833333,23.20175,5.22191666667,9.62680555556,10.3949166667,6.73016666666
343.06,5.05716666667,15.245,8.12741666667,5.08125,4.27558333333,6.01066666667,23.51075,5.48091666667,9.91588888888,10.73625,7.01225
343.43,5.08283333333,15.3255,8.21079166667,5.1095,4.30983333333,6.02791666667,23.7093333333,5.50858333333,10.0215,10.8703333333,7.15174999999
343.79,5.19375,15.492,8.454625,5.19808333334,4.34341666667,6.14841666667,23.8444166666,5.56041666667,10.1530416667,10.9353333334,7.30270833333
344.16,5.32183333333,15.7081666666,8.63304166668,5.25975,4.46066666667,6.373125,24.0718333333,5.74191666667,10.319125,11.13175,7.44454166667
344.52,5.24583333333,15.68275,8.66562500001,5.21,4.4315,6.33879166667,24.1454166667,5.7385,10.2880833333,11.12075,7.37329166667
344.89,5.18591666667,15.663,8.59058333333,5.13183333333,4.33566666667,6.23004166667,24.10025,5.68216666667,10.1760555556,10.959,7.24945833333
345.25,5.03791666667,15.6738333333,8.50591666667,5.0395,4.24016666667,6.16725,24.0664166667,5.58241666667,10.1027222222,10.9131666667,7.17566666666
345.62,4.83391666666,15.5350833334,8.36345833334,4.84383333333,4.09841666666,6.12,24.0260833333,5.45825,9.99854166667,10.84775,7.05641666667
345.99,4.84291666667,15.5719166667,8.47775,4.86691666667,4.13233333333,6.16329166667,24.2555,5.54516666666,10.0135277778,10.9751666667,7.11387499999
346.35,4.89566666667,15.7728333333,8.51804166667,4.94358333333,4.15941666666,6.329625,24.453,5.66133333334,10.1481805556,11.1436666667,7.19108333333
346.72,4.76975,15.72775,8.42933333334,4.856,3.98633333333,6.2375,24.4455833333,5.59991666667,10.0544027778,11.04975,7.11508333333
347.08,4.79025,15.6574166667,8.44674999999,4.88141666667,3.97925,6.192625,24.4940833333,5.46283333334,10.0176805556,11.0696666667,7.01929166668
347.45,4.886,15.8591666667,8.60316666666,5.03083333333,4.07125,6.30329166667,24.68225,5.58175,10.1571388889,11.1605833333,7.04354166667
347.81,4.94225,15.9340833333,8.58170833334,5.12466666667,4.20116666667,6.32466666666,24.7385,5.65608333333,10.2680416667,11.2375,7.01991666666
348.18,4.87508333333,16.0129166667,8.51229166668,5.148,4.22991666667,6.23508333333,24.7500833333,5.658,10.2615416667,11.1508333333,6.89875000001
348.54,4.997,16.144,8.60745833332,5.28141666667,4.28225,6.274,24.7688333333,5.75225,10.3308611111,11.24025,6.95145833334
348.91,5.2885,16.4201666667,8.88712500001,5.63916666667,4.59716666667,6.57641666666,25.0056666667,5.99983333333,10.6232916666,11.5935,7.21874999999
349.27,5.669,16.759,9.320625,6.05941666667,5.029,6.94591666667,25.4173333333,6.43425,11.0159722222,11.9924166667,7.60016666668
349.64,5.83666666666,16.8018333333,9.49295833333,6.2645,5.1455,7.026625,25.50525,6.52058333333,11.0982638889,12.1375833333,7.71054166668
350.00,5.932,16.9035,9.54433333332,6.39016666667,5.23283333333,7.11945833333,25.5450833333,6.61008333333,11.2327361111,12.1665833333,7.85758333332
350.37,5.94641666666,16.9085833333,9.59583333334,6.4165,5.30933333333,7.06066666667,25.56325,6.62816666666,11.2466388889,12.1655,7.83058333333
350.73,6.02225,17.08725,9.73833333333,6.52583333333,5.39458333333,7.09070833333,25.68025,6.67658333333,11.3049027778,12.2828333333,7.84595833333
351.10,6.06391666667,17.2271666666,9.84754166667,6.65341666667,5.41991666667,7.10683333333,25.7551666667,6.78766666667,11.4007361111,12.3895,7.92579166666
351.46,6.15608333334,17.28275,9.91562500001,6.70408333333,5.50908333333,7.06445833333,25.7969166666,6.84975,11.4328055556,12.4878333333,7.94916666666
351.83,6.01508333333,17.2095833333,9.89124999999,6.59016666667,5.34533333333,6.97641666667,25.78325,6.73875,11.2836111111,12.4541666667,7.81149999999
352.19,5.90425,17.08225,9.85220833333,6.38575,5.13966666666,6.81229166667,25.65175,6.54,11.1375416667,12.31575,7.71499999999
352.55,5.70166666666,16.9131666667,9.64312499999,6.156,4.9835,6.59508333333,25.5223333333,6.36141666667,10.94,12.0455833333,7.531125
352.92,5.6155,16.8929166667,9.56579166666,6.06691666666,4.8345,6.47404166667,25.47,6.36883333333,10.833125,11.9048333333,7.43250000001
353.28,5.35758333333,16.6654166667,9.21370833333,5.73025,4.44325,6.14883333334,25.2615833333,6.05616666667,10.5835694445,11.5589166667,7.1175
353.65,5.38433333333,16.8339166667,9.2115,5.7085,4.42408333333,6.11870833333,25.2955,6.15833333333,10.6459305556,11.548,7.07870833334
354.01,5.3015,16.80325,9.15945833333,5.622,4.31016666667,6.01175,25.2065833334,6.08008333333,10.508125,11.3956666667,6.91579166668
354.38,5.14966666667,16.6541666666,8.98612500001,5.42316666666,4.052,5.85304166666,25.0744166667,5.90858333333,10.3440138889,11.2535,6.75658333334
354.74,5.12966666666,16.5901666667,8.957,5.404,3.98625,5.868875,25.00625,5.876,10.2931944444,11.143,6.744375
355.11,5.06716666667,16.5865833333,8.92433333334,5.31383333333,3.89366666667,5.84420833333,25.01825,5.81116666667,10.1970416667,11.0545833333,6.65479166666
355.47,4.92341666667,16.5060833333,8.78183333334,5.18275,3.70508333334,5.71108333333,24.91675,5.60625,9.998,10.9474166667,6.46058333334
355.83,4.91833333333,16.5606666667,8.78754166668,5.18741666667,3.73116666667,5.7175,24.9276666667,5.64325,10.0257916667,10.9450833333,6.48229166667
356.20,5.0445,16.7981666667,8.95754166667,5.33491666667,3.88658333333,5.883,25.1210833333,5.78433333333,10.1951388889,11.17725,6.62208333332
356.56,5.22266666666,17.1471666667,9.25437499999,5.57158333333,4.07166666667,6.11570833333,25.4029166667,5.95783333333,10.4616111111,11.5295,6.83991666666
356.93,5.00258333333,17.0465833334,9.089375,5.38483333334,3.95066666667,5.95641666667,25.3245,5.77908333334,10.3409166667,11.35625,6.62691666667
357.29,4.86108333334,17.05,9.01716666666,5.29608333333,3.95133333333,5.805,25.2905833333,5.70025,10.259,11.244,6.48529166667
357.66,4.801,17.0540833333,8.98837499999,5.2385,3.95441666667,5.752625,25.2993333333,5.61383333333,10.19875,11.2463333333,6.51979166667
358.02,4.80358333333,17.1076666667,9.02720833334,5.26491666667,3.993,5.729125,25.3785833334,5.63483333334,10.2487222222,11.32125,6.53091666667
358.38,4.79933333333,17.1756666666,9.06383333333,5.28925,4.05025,5.729875,25.4686666666,5.646,10.2668888889,11.3055833334,6.55591666667
358.75,4.69416666666,17.2195833333,8.92804166667,5.18858333333,3.99191666667,5.56158333334,25.57175,5.54441666666,10.237,11.3079166667,6.424375
359.11,4.6605,17.2623333333,8.93941666667,5.10783333333,3.97683333333,5.53879166666,25.6920833333,5.53666666666,10.2585138889,11.31825,6.40029166666
359.48,4.70525,17.2670833334,9.01433333333,5.11175,3.98891666667,5.57308333334,25.7973333333,5.5865,10.3645138889,11.322,6.502875
359.84,4.7,17.3090833333,9.01979166667,5.13616666667,4.00325,5.600875,25.8603333333,5.54875,10.3466388889,11.3514166667,6.52591666667
360.20,4.6265,17.2311666667,8.96637500001,5.08016666667,3.97491666666,5.55166666667,25.8713333333,5.49116666667,10.2680833333,11.2986666666,6.47483333333
360.57,4.48141666667,17.1154166667,8.80975000001,4.92008333333,3.83525,5.37783333333,25.8065,5.357,10.12325,11.1529166667,6.29954166667
360.93,4.55625,17.21025,8.90329166666,4.9575,3.89141666667,5.3965,25.89425,5.38316666666,10.1471666667,11.2665,6.35625
361.29,4.73575,17.4513333334,9.09291666666,5.16391666667,4.057,5.58925,26.16525,5.54558333333,10.3290972222,11.5070833333,6.5305
361.66,4.7565,17.5065,9.17845833333,5.2275,4.08266666667,5.61625,26.25175,5.61725,10.3813472222,11.5318333333,6.497125
362.02,4.68275,17.4890833333,9.14954166667,5.16466666667,4.02741666667,5.56141666667,26.2915,5.54225,10.3514722222,11.5373333333,6.45279166667
362.39,4.68608333333,17.5756666667,9.17829166666,5.19333333333,4.06875,5.53608333333,26.28875,5.5805,10.3564166667,11.6033333333,6.41604166667
362.75,4.843,17.6843333333,9.37608333334,5.3215,4.18025,5.67695833333,26.3724166667,5.73608333333,10.4874861111,11.72025,6.54041666667
363.11,5.01083333334,17.867,9.50991666668,5.52458333333,4.33708333334,5.79295833333,26.4653333333,5.90091666667,10.6442916667,11.8884166667,6.718
363.48,5.08116666667,18.0065833334,9.560125,5.60683333333,4.44533333333,5.83783333333,26.551,5.9955,10.6937916667,11.9959166667,6.77883333333
363.84,5.07875,18.04,9.57475,5.54333333334,4.40841666667,5.76470833334,26.5673333333,5.99258333333,10.6779861111,12.001,6.7445
364.20,5.09283333334,18.08875,9.60100000001,5.56808333333,4.377,5.714125,26.6054166667,6.00833333333,10.7529861111,12.102,6.67266666667
364.57,5.1045,17.979,9.59287499999,5.59475,4.36708333333,5.68645833333,26.5383333333,5.99841666666,10.7047222222,12.1018333334,6.67679166667
364.93,5.07708333333,18.0655,9.57958333334,5.66041666667,4.34108333333,5.68775,26.62025,6.01491666667,10.76375,12.108,6.68770833333
365.29,4.99375,17.9883333333,9.53074999999,5.56591666667,4.23941666666,5.574375,26.5798333334,5.94575,10.6862916667,12.0596666667,6.60466666667
365.66,5.037,18.0475833333,9.556875,5.61125,4.28725,5.56541666666,26.6471666667,5.93825,10.7025138889,12.1426666667,6.63029166667
366.02,5.12591666666,18.1396666667,9.6405,5.70591666667,4.38425,5.63091666666,26.6935833333,6.04183333333,10.7892638889,12.2293333333,6.6635
366.38,5.13166666667,18.101,9.65824999999,5.69466666666,4.35275,5.63283333333,26.7835,6.02683333333,10.7990833333,12.2075833333,6.692
366.75,4.96075,17.99925,9.55354166666,5.54183333333,4.21891666667,5.49304166667,26.7028333334,5.85566666666,10.6840416667,12.08775,6.524
367.11,4.73891666667,17.8085833333,9.33875000001,5.306,3.99525,5.28554166666,26.588,5.62091666666,10.4784305555,11.9805833333,6.282625
367.47,4.66583333333,17.7975,9.3195,5.25791666667,3.90541666667,5.23954166667,26.54875,5.58508333333,10.4176527778,11.9021666667,6.19870833333
367.84,4.76583333334,17.92975,9.39124999999,5.38658333334,4.017,5.30729166666,26.64775,5.69758333333,10.5649861111,12.0121666667,6.29716666667
368.20,4.816,18.017,9.47816666666,5.41383333333,4.085,5.36020833334,26.8004166667,5.76391666667,10.5786805556,12.0334166667,6.45329166667
368.56,4.97741666667,18.2531666667,9.67825000001,5.54183333333,4.22083333333,5.54,27.066,5.93625,10.8034722222,12.2379166667,6.58266666667
368.93,5.10066666667,18.3220833333,9.88416666666,5.61791666667,4.316,5.6605,27.2108333333,6.03575,10.8951111111,12.42375,6.69220833333
369.29,5.20091666667,18.4614166667,9.98054166667,5.69408333333,4.40783333333,5.78525,27.2839166667,6.09016666667,10.9578055555,12.4605833333,6.758
369.65,5.29841666667,18.5873333333,10.103875,5.735,4.46766666667,5.90145833333,27.3883333333,6.18033333333,11.0260416667,12.5649166667,6.82495833334
370.01,5.25583333334,18.6088333333,10.118125,5.70366666666,4.44691666667,5.82433333333,27.3746666667,6.14366666667,10.9654444444,12.5809166667,6.82770833334
370.38,5.19858333333,18.6546666667,10.0858333333,5.60683333333,4.37133333334,5.729,27.3496666667,6.0535,10.92,12.5725833333,6.71525
370.74,5.37975,18.8144166667,10.206625,5.78316666667,4.50841666667,5.87191666667,27.4935,6.23566666667,11.0637777778,12.7300833333,6.88633333333
371.10,5.45708333333,18.9555,10.354625,5.86325,4.57208333333,5.92695833333,27.5961666666,6.32391666667,11.12275,12.69425,6.97566666667
371.46,5.47333333333,19.03375,10.4269583333,5.88166666667,4.65225,5.97804166666,27.68325,6.32825,11.1693888889,12.7418333333,6.995875
371.83,5.44933333333,19.0555833334,10.459125,5.85533333333,4.60666666667,5.989375,27.732,6.3115,11.1221111111,12.7396666666,6.93995833333
372.19,5.36116666667,19.0191666667,10.3650416667,5.75091666667,4.46841666667,5.89879166667,27.6745833334,6.21991666667,11.0648611111,12.6654166667,6.78920833334
372.55,5.32566666666,19.0358333333,10.389875,5.72425,4.46016666667,5.85216666667,27.6469166667,6.18341666666,10.9968333333,12.6205,6.82220833334
372.92,5.33458333333,19.06575,10.3650416667,5.68475,4.43858333333,5.80391666667,27.6659166667,6.17275,10.991875,12.6131666667,6.81420833333
373.28,5.3035,19.09525,10.3665,5.71325,4.37975,5.733875,27.6349166666,6.16691666667,10.9851805555,12.7305,6.79708333333
373.64,5.30466666667,19.1734166666,10.346625,5.70291666666,4.36166666667,5.686375,27.7029166667,6.1525,11.0195555555,12.7499166667,6.78429166667
374.00,5.38216666667,19.2346666666,10.4655833333,5.80366666667,4.43,5.7715,27.8545833333,6.23283333333,11.107625,12.8226666667,6.823
374.37,5.50825,19.3861666667,10.62175,5.95691666667,4.59983333333,5.92216666666,28.00925,6.40791666667,11.2293333333,12.9421666667,6.96804166666
374.73,5.41316666667,19.3488333333,10.5350416667,5.86025,4.51766666667,5.82116666667,28.0014166667,6.34083333333,11.1946805556,12.9143333333,6.86237500001
375.09,5.40075,19.3015833333,10.48475,5.841,4.49375,5.79154166667,28.0135,6.2955,11.1891944444,12.9813333333,6.82875000001
375.45,5.3785,19.3025833333,10.4865833333,5.84433333333,4.4825,5.771125,28.0703333333,6.32391666667,11.2215833334,13.0561666667,6.814
375.81,5.3275,19.2534166667,10.4852916667,5.83208333333,4.481,5.73766666667,28.0538333333,6.26225,11.1699583333,13.0554166667,6.816375
376.18,5.49325,19.4830833333,10.6705833333,6.02858333333,4.68508333334,5.92054166666,28.26375,6.45983333333,11.3468611111,13.2328333333,6.995
376.54,5.457,19.5653333333,10.6148333333,6.04208333334,4.67208333333,5.89379166667,28.2824166667,6.44641666667,11.3474722222,13.21825,6.92508333334
376.90,5.42841666667,19.5715833333,10.6362916667,6.07683333333,4.71516666666,5.93220833333,28.2775833333,6.45033333333,11.3697916667,13.2478333333,6.90437499999
377.26,5.40591666667,19.5288333333,10.6454583333,6.02708333333,4.73516666667,5.94979166667,28.2898333333,6.40925,11.3543194444,13.1793333333,6.877875
377.63,5.22808333333,19.3798333333,10.5790416667,5.95525,4.59525,5.84583333333,28.1845833333,6.29708333334,11.2523055556,13.04725,6.76029166668
377.99,5.21075,19.4639166667,10.5545416667,5.91525,4.53108333333,5.82979166667,28.22375,6.24816666667,11.2415694445,13.0695,6.74754166666
378.35,5.19891666667,19.4819166667,10.5407083333,5.92675,4.47316666667,5.83220833334,28.2108333334,6.232,11.2680138889,13.1033333333,6.74079166667
378.71,5.15475,19.4830833333,10.6082083333,5.91566666667,4.47166666667,5.82654166667,28.2345833333,6.19425,11.226625,13.0953333334,6.74245833333
379.07,5.05125,19.394,10.5577083333,5.84508333333,4.38616666666,5.7095,28.1328333333,6.122,11.1459166666,13.0018333333,6.64716666667
379.44,5.08325,19.5100833333,10.6145416667,5.84216666667,4.409,5.695375,28.1739166667,6.09975,11.1602916667,13.0125,6.63566666666
379.80,5.07808333333,19.5839166667,10.652875,5.8165,4.40425,5.65329166666,28.2248333333,6.1225,11.1975694444,13.0153333334,6.587375
380.16,5.00275,19.557,10.634125,5.7305,4.35741666667,5.53845833333,28.18875,6.00475,11.1168611111,12.9615833333,6.48395833333
380.52,5.01166666667,19.5621666667,10.7195416667,5.70766666667,4.34833333333,5.5045,28.2321666667,5.99816666667,11.1255694444,12.9763333333,6.45875
380.88,4.99791666667,19.66275,10.7050416667,5.64016666667,4.29175,5.3765,28.2479166667,5.92225,11.0588472222,12.9168333334,6.37716666667
381.24,5.06525,19.7435,10.7717916667,5.7025,4.31933333333,5.36920833334,28.3844166667,5.97316666667,11.0851111111,12.9741666667,6.43304166667
381.61,5.28408333333,19.99125,10.9385,5.88283333333,4.5235,5.53333333333,28.5605833333,6.18841666666,11.2507916667,13.2166666667,6.57770833333
381.97,5.41158333333,20.1340833333,11.0541666667,6.00333333333,4.64241666666,5.66420833333,28.70175,6.33541666667,11.3364722222,13.3350833333,6.64812499999
382.33,5.46633333333,20.1895833333,11.1852083333,6.04683333333,4.7325,5.722,28.8265,6.41208333333,11.3720972222,13.411,6.69641666666
382.69,5.58566666667,20.3995,11.313,6.154,4.85941666667,5.837875,29.0044166667,6.56583333333,11.4949861111,13.5285,6.76995833334
383.05,5.71675,20.6203333334,11.4577916667,6.28833333334,4.98641666667,5.99541666667,29.22,6.68658333333,11.6228194445,13.6799166667,6.84375
383.41,5.72183333333,20.6340833333,11.4711666667,6.35508333333,4.97225,6.00795833333,29.2958333333,6.72725,11.6547361111,13.7121666667,6.84187500001
383.77,5.84608333333,20.7665,11.5462916667,6.49325,5.08975,6.13025,29.4465833333,6.84291666667,11.7574861111,13.8306666667,6.97224999999
384.14,5.8975,20.8554166667,11.5608333333,6.54691666667,5.07783333333,6.15320833333,29.4813333333,6.87758333334,11.7830138889,13.8906666667,6.99433333332
384.50,5.985,20.9466666666,11.6167916667,6.62558333333,5.14508333333,6.23183333333,29.5739166667,6.9505,11.8534166667,13.9768333333,7.07795833333
384.86,6.01383333333,20.9174166667,11.6535833333,6.65816666667,5.15158333334,6.28554166667,29.6510833333,7.00383333333,11.870875,13.9834166667,7.12450000001
385.22,6.03058333333,21.0331666667,11.7195833333,6.70033333334,5.17858333333,6.309875,29.6826666667,7.03908333333,11.9228611111,14.05725,7.14345833333
385.58,5.98791666667,21.0371666667,11.6960833333,6.62116666667,5.13958333333,6.23004166666,29.6980833333,6.97658333333,11.881625,14.02325,7.11333333333
385.94,5.95358333333,21.019,11.6737916667,6.56966666667,5.11841666667,6.15529166667,29.6548333333,6.91725,11.8950694444,13.957,7.07654166666
386.30,5.97375,21.1079166667,11.6537083333,6.57308333333,5.08683333333,6.125625,29.7596666667,6.86708333333,11.92475,13.9950833333,7.05204166667
386.66,5.94733333333,21.1551666667,11.6229583334,6.57416666667,5.0345,6.07008333333,29.7715,6.80858333333,11.9027222222,14.0081666667,7.012625
387.03,5.97458333333,21.198,11.6697916667,6.59608333333,5.07858333333,6.07241666667,29.8354166667,6.84875,11.9207083333,14.03925,7.06883333333
387.39,5.99933333333,21.2629166667,11.727375,6.58958333333,5.12991666667,6.09,29.8913333334,6.87116666667,11.929875,14.11325,7.0875
387.75,5.96116666667,21.34275,11.785,6.52933333333,5.1075,6.07004166667,30.0013333334,6.86958333334,11.9427083333,14.1623333333,7.05758333332
388.11,5.95633333333,21.2595833333,11.797,6.52875,5.13366666667,6.075625,30.0271666667,6.88066666667,11.9650972222,14.1635833334,7.04954166666
388.47,5.93191666666,21.2638333333,11.801125,6.52775,5.16058333333,6.080125,30.07475,6.887,11.9596111111,14.20375,7.06004166667
388.83,5.99191666667,21.4169166667,11.851375,6.58641666666,5.21766666667,6.12854166667,30.1655,6.92091666666,12.0534861111,14.3295,7.10599999999
389.19,5.93266666667,21.3438333333,11.798375,6.4875,5.16775,6.05583333333,30.1778333333,6.879,11.992,14.3094166667,7.03916666666
389.55,5.92883333333,21.348,11.8269166666,6.493,5.174,6.07129166667,30.2180833333,6.877,12.00425,14.3096666667,7.01824999999
389.91,5.92708333333,21.3949166667,11.866375,6.50183333333,5.1745,6.05120833333,30.2929166667,6.9005,12.0050833333,14.3689166666,7.00470833334
390.27,5.90341666667,21.3925,11.9050416667,6.49625,5.19725,6.05695833334,30.2490833333,6.9045,11.9994861111,14.3796666667,7.01954166667
390.63,5.9365,21.3859166667,11.9681666667,6.5025,5.24775,6.07170833333,30.3143333333,6.95783333333,12.0192222222,14.443,7.07466666667
391.00,5.95016666667,21.4798333333,12.0362916666,6.53941666666,5.2825,6.09245833333,30.4054166667,7.01466666667,12.0938055556,14.5033333333,7.07800000001
391.36,5.94966666667,21.5020833333,12.058375,6.53258333334,5.2625,6.06633333334,30.4305,7.03566666666,12.1171527778,14.5174166667,7.09850000001
391.72,5.99475,21.5566666667,12.0920833333,6.58925,5.26083333333,6.08933333333,30.4940833333,7.0375,12.1399861111,14.5590833333,7.10125
392.08,5.99141666667,21.6511666666,12.14675,6.61225,5.25033333333,6.08025,30.5615,7.0635,12.1605138889,14.5781666667,7.10679166667
392.44,6.02116666666,21.7390833333,12.208125,6.64858333333,5.247,6.08725,30.6233333334,7.08475,12.2160138889,14.6088333333,7.10583333333
392.80,6.01858333333,21.7540833333,12.29875,6.69241666667,5.28616666667,6.10570833334,30.6595,7.13391666666,12.2300972222,14.6548333333,7.12454166668
393.16,6.04525,21.8581666666,12.3716666667,6.776,5.32508333333,6.16841666667,30.7184166667,7.16841666667,12.2882083333,14.69175,7.15020833333
393.52,6.03933333334,21.8909166667,12.3880833333,6.78391666667,5.29483333334,6.156875,30.7500833333,7.14941666667,12.2646805556,14.674,7.15775000001
393.88,6.06541666667,21.95775,12.4632916667,6.8195,5.32933333333,6.203375,30.7934166667,7.18108333333,12.2729444445,14.7051666667,7.20879166668
394.24,6.14258333333,22.09425,12.59025,6.91816666667,5.4245,6.280125,30.9165833333,7.28908333333,12.3408611111,14.8053333334,7.27129166666
394.60,6.21258333333,22.1739166667,12.6757083333,7.038,5.49708333333,6.34475,30.9766666667,7.347,12.40425,14.8456666667,7.29695833334
394.96,6.25775,22.1745,12.737,7.08858333334,5.54066666667,6.364375,30.9936666667,7.38233333334,12.4206388889,14.8758333333,7.32716666666
395.32,6.3245,22.2755,12.8295416667,7.1845,5.60575,6.43841666667,31.10725,7.4235,12.4792361111,14.9334166667,7.371875
395.68,6.29566666666,22.2315,12.7784583334,7.14841666667,5.58433333333,6.35345833333,31.0055,7.39158333333,12.4491388889,14.8571666667,7.32291666667
396.04,6.34125,22.292,12.8420416667,7.20233333333,5.691,6.402625,31.0565833334,7.448,12.4629305556,14.929,7.367875
396.40,6.36066666666,22.4099166667,12.881875,7.25566666667,5.72091666666,6.40783333333,31.1675833333,7.47591666667,12.4741944444,15.0340833333,7.403625
396.76,6.313,22.41,12.8380416667,7.20066666667,5.66841666667,6.352875,31.2303333333,7.418,12.4447777778,15.0191666667,7.372375
397.12,6.30425,22.4035,12.8670416667,7.16341666667,5.64275,6.31241666667,31.27225,7.40791666667,12.4405138889,15.0264166667,7.37683333334
397.48,6.32891666667,22.4959166667,12.9495416667,7.18975,5.68041666667,6.326125,31.36925,7.47841666667,12.4928611111,15.11175,7.36904166667
397.84,6.36325,22.534,12.9848333333,7.23858333334,5.665,6.297875,31.49325,7.48341666667,12.5264166667,15.17325,7.35145833333
398.20,6.30716666667,22.4929166667,12.9247083333,7.17983333333,5.57408333333,6.20804166667,31.53975,7.43375,12.4928888889,15.1265833333,7.29929166666
398.56,6.21733333333,22.4999166667,12.8992916667,7.07675,5.4985,6.1475,31.5471666666,7.40241666667,12.4738333333,15.1356666667,7.26224999999
398.92,6.15516666667,22.5514166666,12.8925416667,7.02016666667,5.44666666667,6.09233333333,31.5815,7.33991666667,12.4434027778,15.15825,7.25887500001
399.28,6.07433333333,22.5089166667,12.8365,6.97216666667,5.3975,6.024875,31.57225,7.27733333333,12.3771527778,15.1144166667,7.20479166667
399.64,6.053,22.5701666666,12.9081666667,6.99491666667,5.40016666667,6.00504166666,31.68225,7.29916666667,12.3704027778,15.1780833333,7.23704166667
400.00,6.0135,22.6343333333,12.8926666667,6.94658333333,5.31816666667,5.94004166666,31.7251666667,7.24533333334,12.3595416667,15.1845,7.20325000001
400.36,5.99641666666,22.611,12.913875,6.891,5.32725,5.91133333333,31.7365,7.23508333333,12.3483472222,15.1240833333,7.180375
400.72,6.02408333333,22.6856666667,13.014375,6.94458333334,5.38266666667,5.94775,31.795,7.29708333334,12.3889722222,15.14925,7.22225000001
401.08,5.98641666666,22.7081666667,12.9691666667,6.9305,5.35858333333,5.90925,31.808,7.27683333334,12.3459861111,15.1060833333,7.16399999999
401.44,5.9265,22.7266666667,12.970375,6.90166666667,5.319,5.869875,31.88425,7.21775,12.3243333333,15.1141666667,7.13758333334
401.80,5.88808333334,22.7278333333,12.9812916667,6.8865,5.30908333333,5.874375,31.8775833333,7.22908333333,12.3029305556,15.085,7.13916666667
402.16,5.93608333333,22.84775,13.0446666667,6.96816666667,5.36833333333,5.91229166667,31.9619166667,7.29875,12.369625,15.1690833333,7.19895833333
402.52,5.94691666667,22.8535,13.0520416667,6.99391666667,5.34766666667,5.869625,31.974,7.26575,12.3667222222,15.1701666667,7.16787499999
402.88,6.03983333333,22.8831666667,13.1071666667,7.08966666667,5.40633333333,5.93254166667,32.0456666667,7.349,12.422625,15.2215,7.17687499999
403.24,6.14658333334,22.94,13.1830833333,7.13475,5.44591666667,5.95129166667,32.0890833333,7.42441666667,12.4715972222,15.28925,7.21575000001
403.60,6.17008333333,22.9354166667,13.175,7.14491666667,5.46408333334,5.965625,32.1124166667,7.42683333334,12.5057638889,15.3155833333,7.19729166666
403.95,6.20233333333,22.9559166667,13.2337916667,7.19583333333,5.49708333333,6.00441666667,32.1559166667,7.4725,12.5372638889,15.3415,7.20087499999
404.31,6.24025,22.9955833333,13.2700416667,7.23541666668,5.52058333333,6.025625,32.1936666667,7.50066666667,12.5743055555,15.3623333333,7.20191666666
404.67,6.27525,23.02875,13.2802083333,7.25508333334,5.53316666667,6.03091666667,32.2495833333,7.51608333333,12.59475,15.4055833333,7.18674999999
405.03,6.37291666667,23.10825,13.39125,7.33675000001,5.60816666667,6.104375,32.3656666667,7.60516666667,12.6782916667,15.5113333333,7.266125
405.39,6.41316666667,23.1329166667,13.4069583334,7.37566666666,5.625,6.09416666667,32.3566666667,7.631,12.7079861111,15.5294166667,7.27770833334
405.75,6.42875,23.1985833334,13.4485416666,7.37533333334,5.64858333333,6.090125,32.42025,7.64658333334,12.72875,15.5889166667,7.26225000001
406.11,6.42558333333,23.1681666667,13.4450833333,7.36700000001,5.63625,6.08770833333,32.4186666666,7.61716666667,12.7079166667,15.5654166667,7.22241666668
406.47,6.46058333334,23.2499166667,13.5267916667,7.39308333333,5.68158333334,6.12483333333,32.53375,7.664,12.7435,15.6225833334,7.25295833334
406.83,6.44125,23.32575,13.564375,7.37258333334,5.67858333333,6.0755,32.6036666667,7.65925,12.7471944444,15.62675,7.25208333334
407.19,6.36283333333,23.3589166667,13.55475,7.35008333334,5.6435,6.02925,32.6464166666,7.59841666666,12.7315972222,15.6059166667,7.20220833333
407.55,6.37725,23.4215833334,13.6170416667,7.35091666668,5.6675,6.0585,32.68475,7.63258333333,12.7508194445,15.6491666667,7.21558333334
407.90,6.41025,23.51975,13.6985833333,7.40991666668,5.71733333333,6.07408333334,32.7989166667,7.67925,12.8119861111,15.7369166666,7.26820833333
408.26,6.40458333333,23.6095,13.7879583333,7.43583333333,5.72741666667,6.07191666667,32.8708333333,7.73341666667,12.8419027778,15.8175833333,7.27270833334
