wavelength,Back_ThlSorm,Belly_ThlSorm,Breast_ThlSorm,Crissum_ThlSorm,Crown_ThlSorm,DorTail_ThlSorm,Rump_ThlSorm,Throat_ThlSorm,WingTip_ThlSorm
526.25,12.7564666667,57.4877,27.4854333333,36.7310333333,11.2492666667,13.2928666667,20.5966066667,38.8146666667,13.2232666667
526.59,12.7804444444,57.6030666667,27.5387,36.7837333333,11.2946,13.3218666667,20.6448133333,38.9918,13.2514
526.94,12.7639333333,57.6328,27.5348666667,36.7735,11.3132666667,13.3103333333,20.63994,39.1100666666,13.2354
527.28,12.7911111111,57.7609333333,27.6034333333,36.8490333333,11.3743333333,13.3434,20.6956666667,39.2874666667,13.2746
527.63,12.7956444445,57.8091,27.6266333333,36.8784,11.4138,13.3573333333,20.7101466667,39.3921333333,13.2893333333
527.97,12.7780888889,57.7799666666,27.6023,36.8478333333,11.4269333333,13.3425333333,20.6959866667,39.4386666667,13.2825333333
528.32,12.7888222222,57.8162333333,27.6384666667,36.8874,11.4698666667,13.3615333333,20.7181533333,39.5534,13.3001333333
528.66,12.8017777778,57.8340333333,27.6583333334,36.9131333333,11.5066666667,13.3768666667,20.7457133333,39.6264,13.3156
529.01,12.8241777778,57.8823333333,27.6928333333,36.9831333333,11.5551333333,13.3937333333,20.7808533334,39.7248,13.3473333333
529.35,12.8485555556,57.9387,27.7349666667,37.0447666667,11.6154666667,13.4189333333,20.81348,39.8245333333,13.383
529.70,12.8561333333,57.9617,27.7567333333,37.0894,11.6632666667,13.4366,20.83878,39.9154,13.4042
530.04,12.8823111111,57.9850666667,27.7883666667,37.1516333333,11.7332,13.4617333333,20.8652866667,40.0175333333,13.4347333333
530.39,12.9024444445,57.9626333333,27.8097,37.1799333333,11.8099333333,13.4804,20.8715866667,40.0949333333,13.4594666667
530.73,12.9326666667,57.9351333333,27.833,37.2188333333,11.8843333333,13.5085333333,20.89522,40.1963333333,13.5014666667
531.08,12.9472444444,57.8781333333,27.8280333334,37.2172666667,11.9527333333,13.5271333333,20.8977666667,40.2609333333,13.5167333333
531.42,12.9569777778,57.8206333333,27.8185333333,37.2211333333,12.0146666667,13.5395333333,20.9001266667,40.339,13.5281333333
531.77,12.9832666667,57.8707,27.8515333333,37.2670333333,12.0856,13.5686,20.93448,40.4722,13.5529333333
532.11,12.9762888889,57.8454666667,27.8503666667,37.2514333333,12.1239333333,13.5746,20.93566,40.5267333333,13.5597333333
532.46,12.9906222222,57.8742333333,27.8765,37.2895,12.1830666667,13.5973333333,20.9524066667,40.6319333333,13.5849333333
532.80,12.9828222222,57.8999333333,27.8766333333,37.2987333333,12.2201333333,13.6053333333,20.9573066667,40.7055333333,13.5838666667
533.15,12.9946444444,57.8783,27.8763,37.3110666667,12.2641333333,13.6249333333,20.9699333333,40.7816666667,13.6082666667
533.49,13.0132,57.8939333334,27.9128,37.3313333333,12.3177333333,13.6395333334,20.9694133333,40.8608,13.6155333333
533.84,13.0160666666,57.8816333333,27.9192333333,37.3313,12.3498,13.6410666667,20.97926,40.9155333333,13.6152
534.18,13.0164888889,57.9110333333,27.9403,37.3659333333,12.3868,13.6459333333,20.9964733334,40.9982,13.6232
534.52,13.0405333333,57.9750333333,27.9702333333,37.4240333333,12.4456666666,13.6625333333,21.02764,41.0817333333,13.6381333333
534.87,13.0387777778,58.0148666667,27.9818666667,37.4516333333,12.4956666667,13.6611333333,21.0375933333,41.1816666667,13.6440666667
535.21,13.0366888889,58.0214333333,27.9930666667,37.4786333333,12.5432666667,13.6573333333,21.04252,41.2644,13.6516
535.56,13.0575777778,58.0643333334,28.0537666667,37.5414666667,12.6114666667,13.6901333333,21.07526,41.3982666667,13.6802
535.90,13.0792666667,58.1457333333,28.0737666667,37.6009,12.6662,13.7058,21.0999266667,41.5258,13.7051333333
536.25,13.0937333333,58.2034666667,28.1159,37.6348,12.7302666667,13.7250666667,21.12798,41.6502,13.7216
536.59,13.1095111111,58.2121333333,28.1291,37.6427666667,12.7762666667,13.7342666667,21.1322733333,41.7466666667,13.7289333333
536.93,13.1176888889,58.216,28.1324,37.6556,12.8200666667,13.7364666667,21.13222,41.8296666667,13.7252
537.28,13.1135777778,58.2707666667,28.1371333333,37.6961666667,12.8432,13.7387333333,21.1512933333,41.9220666667,13.7325333333
537.62,13.1127111111,58.3225666667,28.1491,37.7303,12.8942666666,13.7484,21.1678866667,42.0219333333,13.7429333333
537.97,13.1229333333,58.2927666667,28.139,37.7139333333,12.9496,13.7650666667,21.17692,42.1026666666,13.7486666667
538.31,13.1237333333,58.2838,28.1455333333,37.7197,12.9937333333,13.7756,21.1816266667,42.2156666667,13.7525333333
538.65,13.1177333333,58.2546666666,28.121,37.6983666667,13.0326666667,13.7967333333,21.1698133333,42.235,13.7681333333
539.00,13.1336,58.3363,28.1634666667,37.7238666667,13.0906,13.8192,21.1915,42.371,13.7815333333
539.34,13.1356,58.3116666667,28.1384666667,37.6883333333,13.1234666667,13.7980666667,21.1834,42.4096,13.7674666667
539.69,13.1505333333,58.2852333333,28.1489,37.6586666667,13.1759333334,13.8164,21.1959533333,42.4608,13.7770666667
540.03,13.1481111111,58.2761,28.1471,37.6483,13.2056,13.8343333333,21.1968333333,42.53,13.7878666667
540.37,13.1596444444,58.3108333333,28.1745,37.6727,13.2546,13.8666,21.2271866667,42.6194666667,13.8140666667
540.72,13.1571555555,58.3087,28.1895,37.6619666667,13.2814,13.8663333333,21.2279066667,42.6774,13.8141333333
541.06,13.1612444444,58.2514666666,28.1835,37.6283333333,13.3245333333,13.88,21.23168,42.7216666667,13.831
541.40,13.1647777778,58.2534,28.1812,37.644,13.3489333333,13.8870666667,21.2405533333,42.7948,13.8406666667
541.75,13.1617111111,58.2709333333,28.1750666667,37.6638,13.3692,13.8865333333,21.2379866667,42.8606,13.8479333333
542.09,13.1565777778,58.269,28.1921666667,37.6802,13.4069333333,13.8879333333,21.2393133333,42.9114666667,13.8576
542.43,13.1766444444,58.2857333333,28.2314333333,37.7392333333,13.4469333333,13.9008,21.2618333333,43.0222666667,13.8718
542.78,13.1876666666,58.2212333334,28.2094666666,37.7537666667,13.4978,13.9324,21.28014,43.0694666667,13.8956
543.12,13.2074,58.2299333333,28.2243,37.8134666667,13.5515333333,13.9824,21.3021866667,43.1728,13.9401333333
543.46,13.2150222222,58.2564666666,28.2459333333,37.8768,13.6156,14.007,21.32424,43.2912666667,13.9564666666
543.81,13.2250222222,58.2420666667,28.2462,37.9229333333,13.6778666667,14.014,21.3338666667,43.3684,13.9693333333
544.15,13.2534666667,58.2303,28.256,37.9767,13.7591333333,14.0454,21.3485133333,43.454,14.0086666667
544.49,13.2653111111,58.2195,28.2502333333,37.9994,13.8272,14.0740666667,21.3733,43.5289333333,14.0337333333
544.84,13.2791777778,58.2664666667,28.2720666667,38.0630666667,13.8958,14.0960666667,21.4070266667,43.6243333333,14.065
545.18,13.2766888889,58.3036666667,28.2958666667,38.1048333333,13.9594,14.116,21.4193933333,43.6878666667,14.0797333333
545.52,13.2864222222,58.3046666667,28.3136333333,38.1149666667,14.0171333333,14.1369333333,21.4426733333,43.747,14.0948666667
545.87,13.3124,58.3488666667,28.3232333333,38.1622,14.0870666667,14.1712666667,21.47198,43.8372666667,14.1269333333
546.21,13.3484888889,58.3767,28.3611333333,38.1932666667,14.1795333333,14.207,21.5130333333,43.9228,14.1613333333
546.55,13.3702666667,58.4916,28.4357333333,38.2658333333,14.2495333333,14.222,21.5439066667,44.0457333333,14.1906666667
546.90,13.4026666667,58.5967333333,28.5100666667,38.3163333333,14.3375333333,14.2508666667,21.5955533333,44.1515333333,14.2230666667
547.24,13.4249777778,58.6110333333,28.5465,38.3647,14.3846666667,14.277,21.6260533333,44.2139333333,14.2626666667
547.58,13.3901333333,58.6010666666,28.5264333333,38.3552333333,14.4059333333,14.2514666667,21.6189466667,44.2213333333,14.2334
547.92,13.3810666667,58.6457,28.5418666667,38.3706333333,14.4398,14.2348666667,21.63606,44.2812666667,14.2198
548.27,13.4202,58.7872,28.6258333333,38.473,14.52,14.2617333333,21.6963133333,44.4049333333,14.2629333333
548.61,13.4577777778,58.8856333333,28.6838666667,38.5750333333,14.5846666667,14.2846,21.7364333333,44.5250666667,14.2857333333
548.95,13.5050222222,58.8903666667,28.7401333333,38.5986666667,14.6680666667,14.3054,21.7649866667,44.6336,14.3344666667
549.29,13.5340222222,58.9592,28.7928,38.7025,14.7746666667,14.3545333333,21.8210066667,44.7448666667,14.3851333333
549.64,13.5542222222,58.9912,28.8264666667,38.7312333333,14.8549333333,14.3802,21.8659266667,44.8074666667,14.4162666667
549.98,13.5044666667,59.0327666667,28.8211333333,38.7391666667,14.8717333333,14.375,21.8609866667,44.8742,14.4011333333
550.32,13.5418444444,59.031,28.8312,38.7390333333,14.9480666667,14.4101333333,21.8781066667,44.9376666667,14.4320666667
550.66,13.5678666667,59.0370666667,28.8383,38.7884,15.0323333333,14.4204666667,21.89742,45.0048,14.4328666667
551.01,13.5854888889,59.0475666667,28.8406,38.7860333333,15.1126666667,14.4224666667,21.91462,45.0838666667,14.4504
551.35,13.6648666667,59.1241666667,28.9317666667,38.8662333333,15.223,14.4956666667,21.98322,45.2222,14.5338
551.69,13.7400888889,59.2648,29.0357666667,38.9805666667,15.3424666666,14.5912,22.0599066667,45.4102,14.6272666667
552.03,13.7253111111,59.169,29.0046,38.9455333333,15.3728,14.5816666667,22.03922,45.4588,14.6216
552.38,13.7302222222,59.1575333333,29.0192666667,38.8956,15.4117333333,14.5955333333,22.0353133333,45.5059333333,14.6227333333
552.72,13.7801777778,59.2841,29.0679666667,39.0047333333,15.4779333333,14.6361333333,22.0691533334,45.632,14.6484666667
553.06,13.769,59.3401,29.0844666667,39.0406666667,15.4863333333,14.627,22.06524,45.7260666667,14.6338
553.40,13.8023111111,59.3971,29.1417333333,39.0851666667,15.533,14.6473333333,22.0754133333,45.8235333333,14.6580666667
553.74,13.8598666667,59.4533,29.1827,39.1648333333,15.6184666667,14.6644,22.0984,45.9049333333,14.6898666667
554.09,13.8618444444,59.5568333333,29.2362333333,39.2505666667,15.6500666667,14.6543333333,22.1347333333,46.0023333333,14.6875333334
554.43,13.8207777778,59.6148333333,29.2454666666,39.2831,15.6394666667,14.6508,22.1234133333,46.0838,14.6846
554.77,13.8348,59.7149666667,29.3228666667,39.3748333333,15.6862666667,14.6743333334,22.14214,46.196,14.6957333333
555.11,13.8223333333,59.7143333333,29.3263333333,39.3779666667,15.7310666667,14.6972,22.1279666667,46.2541333334,14.6852
555.45,13.8222222222,59.7072666667,29.3404666667,39.404,15.8037333333,14.6978,22.1441866667,46.3105333333,14.6682666667
555.80,13.8060666667,59.7417333333,29.3387,39.4045666667,15.8355333333,14.6969333333,22.1521333333,46.338,14.6496666667
556.14,13.7711555555,59.7183,29.2888666667,39.4055,15.8787333333,14.68,22.1432866667,46.3503333333,14.6394
556.48,13.7498888889,59.6813,29.2751333333,39.3769333333,15.9230666667,14.6824666667,22.1423666667,46.3890666666,14.6454666667
556.82,13.8195777778,59.6906333333,29.2930333333,39.3645333333,16.0386,14.715,22.1989333333,46.4640666667,14.6970666667
557.16,13.8429555556,59.7426333333,29.3100666667,39.4130666667,16.1377333333,14.7623333333,22.24606,46.5824,14.7461333333
557.50,13.9110666666,59.7631666667,29.3282,39.4201666667,16.2260666667,14.8085333333,22.3140933333,46.6647333333,14.8241333333
557.85,13.909,59.7072,29.3338666667,39.3941,16.2777333333,14.8214666667,22.3188866667,46.653,14.8474666667
558.19,13.9012222222,59.6446666667,29.3183,39.3876,16.3251333333,14.8057333333,22.3182266667,46.6725333333,14.8316
558.53,13.9094,59.5975666667,29.2980666667,39.3721666667,16.3925333333,14.8142666667,22.3094333333,46.7101333334,14.857
558.87,13.9585555555,59.6995333333,29.3485666667,39.4641666667,16.4446,14.8418666667,22.35892,46.8356,14.9121333333
559.21,13.9858666667,59.8004333333,29.3929333333,39.5000666667,16.4671333333,14.8336,22.4121,46.9122,14.9307333333
559.55,14.0359555556,59.8885666667,29.4674333333,39.5889,16.543,14.9001333334,22.4425933333,47.0451333334,14.9827333333
559.89,14.0979111111,59.991,29.5675666667,39.6667,16.6115333333,14.9457333333,22.5042066667,47.2001333333,15.0338666667
560.23,14.0778,60.0028,29.5839666667,39.6670333333,16.6522,14.9616666667,22.5101533333,47.2901333333,15.0226666667
560.58,14.0953777778,60.0121,29.6344666667,39.6904,16.7048,15.0066,22.5203933333,47.3432,15.0812
560.92,14.0919333333,60.0184333333,29.6311,39.6919,16.7148666667,14.9948,22.5307933333,47.3721333333,15.0971333333
561.26,14.0663111111,60.0291,29.6722,39.7476,16.7626666667,15.0118,22.54002,47.4521333333,15.1098666667
561.60,14.0702444445,60.1255333333,29.6828,39.8123666667,16.8392666667,15.0358,22.5507866667,47.5791333333,15.103
561.94,14.1163777778,60.2084666667,29.7262,39.859,16.9212666667,15.0906,22.6030666667,47.6990666667,15.1745333333
562.28,14.119,60.2406666667,29.7149666667,39.8592666667,16.9509333333,15.0926,22.62728,47.7493333333,15.1647333333
562.62,14.0819777778,60.2000666667,29.6761333333,39.8079,16.9874666667,15.0994,22.6273266667,47.7942,15.1522666667
562.96,14.0622666667,60.1165333333,29.641,39.7789666667,17.0066666667,15.0950666667,22.5628133333,47.7948666667,15.1247333334
563.30,14.0924444444,60.1588333333,29.6658333333,39.7976666667,17.0773333333,15.1149333333,22.5962733333,47.8768666667,15.1630666667
563.64,14.0733333333,60.0895666667,29.6265,39.7274333333,17.101,15.1201333333,22.5841733333,47.8671333333,15.1549333333
563.99,14.0971555555,60.0649,29.6342666667,39.7154333333,17.1458666667,15.1098666667,22.59336,47.8619333333,15.1723333333
564.33,14.0658666667,60.0197,29.5604666667,39.6792333333,17.1547333333,15.0565333333,22.5396266667,47.8569333333,15.1068666667
564.67,14.0463555555,59.9794,29.5557,39.649,17.1898,15.063,22.5138466666,47.9084,15.0774666667
565.01,14.0522,59.9766,29.5419666667,39.5741,17.2087333334,15.0589333333,22.4910933333,47.944,15.044
565.35,14.0410888889,59.9567333333,29.5194666667,39.5430333333,17.2053333333,15.0254666667,22.4696133333,47.9835333333,15.0354666667
565.69,14.0241333333,59.9032,29.4943666667,39.503,17.2400666667,14.9876,22.4273266666,47.9568666667,15.0087333333
566.03,14.0305111111,59.8842333333,29.5219666667,39.4937,17.2830666667,15.0130666667,22.4358066667,47.9832666667,15.0284666667
566.37,14.0784888889,59.9277333333,29.5661333333,39.5591666667,17.3410666667,15.0405333333,22.46844,48.0451333333,15.0762666667
566.71,14.1102888889,59.9256666667,29.6086333333,39.5779666667,17.4241333333,15.0789333333,22.5027533333,48.1082666667,15.1305333333
567.05,14.0908444445,59.8790666667,29.5935333333,39.5572333333,17.4763333333,15.0652,22.4925666667,48.1377333333,15.1203333333
567.39,14.1396444444,59.9331666667,29.6343333333,39.6367666667,17.5767333333,15.1056,22.5293733333,48.2327333333,15.1722666667
567.73,14.1442,59.9582,29.6096333333,39.6594666667,17.6098666667,15.0970666667,22.51718,48.3029333333,15.1688
568.07,14.1808888889,60.0146666667,29.6898,39.7489,17.6838666666,15.1433333333,22.5770866667,48.4137333333,15.2385333333
568.41,14.2019777778,60.0102666667,29.6811,39.7590333333,17.7510666667,15.1534666667,22.59514,48.4396666667,15.2581333333
568.75,14.2176666667,60.0145666667,29.6857,39.7796666667,17.8033333333,15.1540666667,22.6190333333,48.4692666667,15.2888
569.09,14.2753777778,60.0133333333,29.6974666667,39.7977333333,17.9004666667,15.2186666667,22.664,48.5201333333,15.3464666667
569.43,14.2938222222,60.0325666667,29.7311666667,39.8044,17.9502666666,15.265,22.69324,48.6019333333,15.3891333333
569.77,14.2772888889,60.1056666667,29.7177666667,39.8444666667,17.9956,15.2666,22.6797066667,48.7014666667,15.3712666666
570.11,14.2504222222,60.1002,29.6877666667,39.8163333333,17.9978,15.2330666666,22.6346333333,48.7272666667,15.3122666667
570.45,14.2295777778,60.1243333333,29.6522,39.8046333333,18.0172,15.2286666667,22.62706,48.7926,15.3110666667
570.79,14.2562888889,60.2133666667,29.6965,39.8835666667,18.0512,15.2541333333,22.6635066667,48.8792,15.3436666667
571.13,14.2328444444,60.2434333333,29.6816,39.8951,18.0741333333,15.2523333333,22.6369866667,48.9249333333,15.3150666667
571.47,14.2446444444,60.22,29.7058,39.9067,18.139,15.3058666667,22.6593133333,48.9724,15.3381333333
571.81,14.243,60.2643,29.7214666667,39.9262333333,18.1898666667,15.3291333333,22.68246,49.0456,15.3385333333
572.15,14.2978888889,60.3562333333,29.8090333333,40.0008333333,18.2918,15.3836666667,22.7500333333,49.1384,15.3959333333
572.49,14.2834444444,60.3715666667,29.8105666666,40.0250666667,18.331,15.4118,22.7457,49.2144666667,15.3959333333
572.83,14.2689333333,60.3566,29.8235666667,40.0167333333,18.3609333333,15.3883333333,22.7459866667,49.2631333333,15.3864666667
573.17,14.2785777778,60.4608,29.856,40.0704666667,18.4242666667,15.4073333333,22.7691533333,49.3972666667,15.3880666667
573.51,14.3044888889,60.4699666667,29.8994,40.0966,18.4815333333,15.4426666667,22.8150866667,49.4976,15.4361333333
573.85,14.3931111111,60.5191,30.0014,40.2005333333,18.6598,15.5404666666,22.92154,49.6496666667,15.5470666667
574.19,14.3857111111,60.5847333333,30.0238666667,40.2351666667,18.7213333333,15.5734666667,22.9473266667,49.7116666667,15.5494
574.53,14.3648444445,60.5884333333,30.0236,40.2208666667,18.7684666667,15.5848,22.9349,49.7468,15.5358
574.87,14.3887111111,60.5905,30.0728333334,40.2376333333,18.8333333333,15.6120666667,22.96834,49.8140666667,15.5758666667
575.21,14.3853777778,60.6313,30.1219666667,40.2394666667,18.9065333333,15.6220666667,23.00206,49.9112666667,15.5816666667
575.55,14.4118222222,60.6751333333,30.1495666667,40.2764666667,18.9765333333,15.6328,23.0149666667,49.9918,15.6064666667
575.89,14.3715111111,60.6094666667,30.0823333333,40.2105666667,18.9515333333,15.5970666667,22.9477333333,50.009,15.5576
576.22,14.3709555556,60.6429,30.1115666667,40.2599,19.0339333333,15.6166,22.9772266667,50.0751333333,15.582
576.56,14.3960888889,60.6645,30.1680666667,40.3147333333,19.1196666667,15.6903333333,22.9944133333,50.1629333333,15.6255333333
576.90,14.414,60.5655666667,30.1556333333,40.3346333333,19.1939333333,15.706,23.01368,50.1587333333,15.6582666667
577.24,14.4317111111,60.6205333333,30.1875666667,40.4020666667,19.2910666667,15.7284,23.0182333333,50.1992,15.6698666667
577.58,14.3467777778,60.5661666667,30.1125666667,40.352,19.2476666667,15.661,22.9318866667,50.1492666667,15.5990666667
577.92,14.3840666667,60.5371666667,30.1577,40.3945333333,19.3144,15.6706666667,22.9568733333,50.2040666667,15.62
578.26,14.408,60.4967333333,30.1382666667,40.4111333333,19.3796,15.6827333333,22.96012,50.2120666667,15.6358
578.60,14.3698,60.4755,30.0842333333,40.3813,19.3924666667,15.6481333333,22.9433733333,50.2358666667,15.6302
578.94,14.3962888889,60.4895333333,30.078,40.4362666667,19.441,15.669,22.9523266667,50.2789333333,15.6676666667
579.28,14.4078,60.3869666667,30.0752,40.4193666667,19.4969333333,15.6950666667,22.96412,50.2671333334,15.6756
579.61,14.4069777778,60.3517,30.1062,40.4699666667,19.5738,15.7238666667,22.9838333333,50.3154,15.701
579.95,14.4681777778,60.3897666667,30.1585666667,40.5303,19.6682666667,15.7786666667,23.0407266667,50.4272666667,15.7583333333
580.29,14.5247111111,60.4496666667,30.1615333333,40.5613666667,19.7448,15.8334,23.0961666667,50.4638666667,15.8178666667
580.63,14.5310888889,60.4325666667,30.1776666667,40.5431333333,19.7755333333,15.8697333333,23.0932066667,50.491,15.8245333333
580.97,14.5929111111,60.3526666667,30.1789333333,40.5309333333,19.8392666667,15.9091333333,23.1270066667,50.5416666667,15.888
581.31,14.6962666666,60.4347333334,30.2640666667,40.5625,19.9572666667,16.0187333333,23.2214266666,50.6394666667,15.9974
581.65,14.7342666667,60.4511,30.2868,40.5842,20.0454,16.0645333333,23.2493066667,50.7108666667,16.0430666667
581.98,14.7781555556,60.5577333333,30.3389666667,40.6378666667,20.1343333333,16.0932,23.3064866667,50.876,16.0783333333
582.32,14.8100666667,60.5909333333,30.4051,40.7217,20.2289333333,16.1184666667,23.31554,50.959,16.0872
582.66,14.8344,60.6288333333,30.4417,40.7540333333,20.2781333333,16.1578666667,23.33352,51.0021333333,16.1155333333
583.00,14.7860888889,60.6662,30.4164333333,40.7609333333,20.2726666667,16.1332,23.30058,51.0454,16.0853333333
583.34,14.8153111111,60.815,30.4445,40.8426333333,20.3392666667,16.1530666667,23.3448,51.2254666667,16.1132666667
583.68,14.7666444445,60.7453333333,30.3578333333,40.7863666667,20.3328,16.1106666666,23.2450133333,51.2177333333,16.0648
584.01,14.7592222222,60.7024,30.3666666667,40.7928,20.3516666667,16.0903333333,23.2505533333,51.2916,16.0622666667
584.35,14.7092222222,60.6965333333,30.3171,40.7818,20.3649333333,16.0309333333,23.2086733333,51.3056,16.0368
584.69,14.6053333333,60.7338,30.2680333333,40.7371,20.3302,15.9676666667,23.1566266667,51.2926,15.9770666666
585.03,14.5478,60.6973666667,30.2254666667,40.7391333333,20.3330666667,15.8973333333,23.0919133333,51.3306,15.9240666667
585.37,14.4798444444,60.5511333333,30.1426666667,40.6436333333,20.2934666667,15.841,23.0247533333,51.2597333333,15.8488
585.70,14.4439555555,60.4452333333,30.1302333333,40.5906333333,20.3045333333,15.8552666667,22.9754866667,51.2520666667,15.8620666667
586.04,14.4680222222,60.3889333333,30.1101666667,40.5954,20.3189333333,15.8722666667,22.9824066667,51.2314,15.8624
586.38,14.4544666667,60.4006666667,30.1323,40.5835,20.3768,15.8494,22.9942466667,51.2933333333,15.8538666667
586.72,14.5230666666,60.4358,30.1995666667,40.5824,20.4757333333,15.9137333333,23.0303933333,51.3852,15.9212666667
587.06,14.4974,60.3735,30.1999,40.5186,20.4928,15.8948666667,22.99824,51.3632666667,15.8971333333
587.39,14.5497777778,60.3768666667,30.2580333333,40.5597,20.5520666667,15.9262,23.0698466667,51.3941333333,15.9528
587.73,14.5296444445,60.4007,30.2682333333,40.5770333333,20.6297333333,15.9391333333,23.06268,51.4514,15.9290666667
588.07,14.5875111111,60.5115666666,30.3608666667,40.6455333333,20.7202666666,15.9942,23.1228866667,51.5862666667,15.9765333333
588.41,14.6563111111,60.5006333333,30.3769666667,40.6678666667,20.8017333333,16.0318,23.17016,51.67,16.0210666667
588.74,14.6875111111,60.5466,30.4085666667,40.6911,20.878,16.0824,23.23054,51.7286666667,16.0533333333
589.08,14.717,60.657,30.4412666667,40.7446,20.9579333333,16.1162666667,23.2653133333,51.8379333333,16.1125333333
589.42,14.7155111111,60.6846666667,30.4272666667,40.7736333333,21.0008,16.1016,23.25202,51.8645333333,16.0993333333
589.76,14.7472222222,60.7385666667,30.4896666667,40.7576333333,21.1008666667,16.1431333333,23.29498,51.949,16.1606
590.09,14.8269777778,60.7931666667,30.5144,40.8235333333,21.1647333333,16.1866666667,23.3345466667,52.0081333333,16.2038666667
590.43,14.8176666667,60.7875333333,30.4936666667,40.8548666667,21.2207333333,16.1699333333,23.3223733333,52.0187333333,16.2070666667
590.77,14.8745111111,60.7967333333,30.5046666667,40.9395333333,21.3350666667,16.2530666667,23.3689133333,52.0556666667,16.2552666667
591.11,14.8711333333,60.8396666667,30.5003333333,40.9354666667,21.3550666667,16.2260666667,23.34002,52.1443333333,16.228
591.44,14.8977777778,60.8503666667,30.5027,40.9402333333,21.3900666667,16.2504666667,23.35034,52.1908,16.2602666667
591.78,14.9313555556,60.8381333333,30.5024666667,40.9493,21.4751333333,16.2708666667,23.37928,52.2491333333,16.2702666667
592.12,14.9349333333,60.8739,30.5729,40.9688,21.5419333333,16.2954666667,23.38332,52.3270666667,16.2648
592.46,14.9246666666,60.8341333333,30.5683666667,40.9516333333,21.5584666666,16.2652666667,23.3541933333,52.3191333333,16.2272
592.79,14.9390888889,60.807,30.5716333333,40.9536666667,21.6310666667,16.2868,23.3629733333,52.3156666667,16.2365333333
593.13,15.0095333333,60.9052666667,30.6972333333,40.9914333333,21.7402,16.3792666667,23.4535266667,52.4273333333,16.3076
593.47,15.0137333333,60.9546333333,30.7151,41.0191666667,21.7753333333,16.388,23.4780266667,52.5282,16.2983333333
593.80,14.9510666667,60.8251333333,30.6268666667,40.9181333333,21.8048666667,16.3698666667,23.4252866667,52.491,16.2784
594.14,14.9297333333,60.8552333333,30.6142333333,40.8907333333,21.8225333333,16.3542666667,23.4582,52.5108666667,16.2622
594.48,14.9042222222,60.9923666667,30.6656333333,40.9198666667,21.8402,16.3211333333,23.47498,52.6408666667,16.2674
594.81,14.8987333333,60.9899333333,30.6909666667,40.9169,21.8915333333,16.3401333333,23.4917666667,52.6404666667,16.2768666667
595.15,14.8491333333,60.9438,30.6574,40.8841666667,21.8836666667,16.2654666667,23.4344733333,52.6067333333,16.2157333333
595.49,14.8091111111,60.8909666667,30.6352666667,40.8205666667,21.8714,16.2344,23.3953666667,52.5536,16.2042
595.82,14.7934,60.8623666667,30.6239,40.8332666667,21.9118,16.2238,23.39228,52.5335333334,16.1921333333
596.16,14.7822,60.9142,30.63,40.8144,21.9642666667,16.2384666667,23.3787133333,52.6077333333,16.2269333333
596.50,14.8080888889,60.9639,30.6857333334,40.8741666667,22.0182,16.2671333333,23.4206866667,52.7235333333,16.2856
596.83,14.8276444445,60.9787333333,30.6696,40.9310333333,22.082,16.2725333333,23.43886,52.7724666667,16.3012
597.17,14.8020888889,60.9705333333,30.6559666667,40.9497333333,22.1335333333,16.2564,23.4230066667,52.8302666667,16.2841333333
597.51,14.8249777778,61.1097,30.7024666667,41.0675666667,22.1801333333,16.2742,23.45926,52.9230666667,16.3113333333
597.84,14.812,61.0707,30.6839,41.0733666667,22.2068666667,16.278,23.4274933333,52.9314666667,16.3036666667
598.18,14.8383333333,61.0399,30.6719,41.0938333333,22.2635333333,16.2845333333,23.4327466667,52.9378,16.3214
598.52,14.8100666667,61.1062666667,30.6884,41.1305,22.3134,16.2947333333,23.4440466667,53.0161333333,16.3346666667
598.85,14.7908666667,61.0837,30.6876333333,41.1050666667,22.3436,16.3114666667,23.4496133333,53.0394666667,16.3502
599.19,14.8340888889,61.1391,30.7128666667,41.2149,22.4434666667,16.3706,23.4944533333,53.1580666666,16.3718
599.53,14.8174222222,61.1091666667,30.6742666667,41.1836,22.4625333333,16.3482,23.4849933333,53.1678,16.3712
599.86,14.8408666667,61.0171333333,30.6601666667,41.1776,22.4906666666,16.3594,23.5137333333,53.1418666667,16.3814
600.20,14.8493777778,60.998,30.6446666667,41.1625333333,22.511,16.3386666667,23.4906,53.1254666667,16.3560666667
600.53,14.7904666667,60.9157,30.6120666667,41.0785,22.4576,16.2606666667,23.4173933333,53.1228,16.3294666667
600.87,14.7901555556,60.9071,30.6403666667,41.007,22.4828,16.2985333333,23.43254,53.0635333333,16.3652
601.21,14.7334222222,60.8872666667,30.6400333333,40.9447666667,22.4998666667,16.2727333333,23.41148,53.0976666667,16.3110666667
601.54,14.7656,61.0051666667,30.7257,41.0053,22.5969333333,16.3368666667,23.4351933333,53.2402,16.3568666667
601.88,14.7844888889,60.9757333333,30.7114333333,40.9222333333,22.6508,16.3856666667,23.4459333333,53.2174,16.3979333333
602.21,14.7884666667,60.9625,30.6832666667,40.93,22.6954666667,16.3944666667,23.4742133333,53.2052,16.3908666667
602.55,14.8028222222,60.9821,30.6789666667,40.915,22.7470666667,16.3800666667,23.4697666666,53.2315333333,16.3782666667
602.88,14.8343777778,61.0376666667,30.7232333333,40.9100333333,22.8096,16.4278666667,23.5140266667,53.3101333333,16.4584
603.22,14.9248,61.1332,30.7783666667,40.9822,22.9287333333,16.5246,23.5883666667,53.4388,16.5420666667
