wavelength,Back_CatDiam,Belly_CatDiam,Breast_CatDiam,Crissum_CatDiam,Crown_CatDiam,DorTail_CatDiam,Patch10_CatDiam,Rump_CatDiam,Throat_CatDiam,WingTip_CatDiam
335.01,2.42013333334,-1.32733333333,-2.36866666667,-1.3824,-0.227333333332,1.84813333333,-0.535400000001,1.29813333333,-2.3982,2.71353333333
335.38,3.06986666667,-0.690933333332,-1.7664,-0.680200000002,0.4772,2.37893333333,0.071266666668,1.90886666666,-1.6668,3.47573333333
335.74,3.407,-0.393466666668,-1.46813333334,-0.305533333334,0.807866666667,2.6204,0.442533333333,2.21986666667,-1.38386666667,3.7724
336.11,2.9436,-1.09246666667,-2.17826666667,-1.06133333333,0.180866666666,1.8928,0.0209333333332,1.77466666667,-1.83733333333,3.29146666667
336.47,2.30373333333,-1.8988,-2.95273333333,-1.79753333333,-0.6212,1.2006,-0.593466666666,1.2008,-2.43626666667,2.84806666667
336.84,2.3954,-1.84833333333,-2.99773333333,-1.81733333333,-0.463799999999,1.1562,-0.394733333332,1.16306666667,-2.33286666666,2.8106
337.21,2.65993333333,-1.52386666667,-2.54426666667,-1.3572,-0.197266666667,1.51686666667,0.0611999999994,1.5306,-1.9114,3.06126666667
337.57,3.093,-1.17766666667,-2.2064,-0.9002,0.148933333334,2.06433333333,0.433066666667,1.94246666667,-1.3672,3.5128
337.94,3.2798,-1.14233333333,-2.05066666667,-0.587833333335,0.481000000001,2.31133333333,0.7282,2.09073333333,-1.11546666667,3.76093333333
338.31,3.03266666667,-1.523,-2.39806666667,-0.831699999998,0.340600000001,2.06406666667,0.474199999999,1.69,-1.34933333333,3.5806
338.67,3.37673333334,-1.21473333333,-1.94853333333,-0.380400000002,0.7542,2.3422,0.874066666667,2.16893333333,-0.960866666667,3.98413333333
339.04,3.22046666667,-1.514,-2.05173333333,-0.733566666668,0.584466666667,2.20446666667,0.776866666667,2.0186,-1.16193333333,3.73166666667
339.40,2.60806666667,-2.25546666667,-2.548,-1.50353333333,-0.252799999999,1.66993333333,0.326066666667,1.64993333333,-1.79633333333,3.04066666667
339.77,2.40153333333,-2.76626666667,-3.08466666667,-2.0465,-0.7032,1.22726666667,-0.152599999998,1.2472,-2.13593333333,2.574
340.14,2.90973333333,-2.12806666666,-2.5418,-1.4121,-0.183933333334,1.77326666666,0.308866666669,1.78006666667,-1.6158,3.06073333333
340.50,3.739,-1.3178,-1.8176,-0.6069,0.675000000001,2.65493333333,1.0842,2.60306666667,-0.792066666665,3.66753333333
340.87,4.45726666667,-0.574733333332,-1.09186666667,0.0989,1.29633333333,3.44186666667,1.62833333333,3.37793333333,-0.0447333333334,4.32306666667
341.23,4.2708,-0.8134,-1.50626666667,-0.162,0.978799999999,3.13313333333,1.2584,3.06326666667,-0.317666666666,3.9656
341.60,4.05526666667,-1.02953333333,-1.61333333333,-0.332600000002,0.809733333333,2.8498,1.09233333333,2.85006666667,-0.6466,3.7602
341.96,3.77206666667,-1.30713333333,-1.88606666666,-0.6878,0.504066666665,2.44013333333,0.597533333334,2.42753333333,-1.00833333333,3.3862
342.33,4.21186666667,-0.844733333334,-1.31006666667,-0.198966666666,0.961066666668,2.81593333333,0.9304,2.94453333333,-0.667266666667,3.76486666667
342.70,4.18453333333,-0.899266666667,-1.26493333333,-0.3357,1.0072,2.83573333333,0.983266666665,2.85353333333,-0.731333333334,3.801
343.06,4.1698,-0.783266666667,-1.3722,-0.1326,1.04826666667,2.6148,0.989466666667,2.762,-0.8008,3.7456
343.43,4.57173333333,-0.428333333332,-0.972266666668,0.2315,1.44113333333,2.9976,1.2442,2.992,-0.399466666667,4.13766666667
343.79,4.60233333333,-0.174733333333,-0.637466666666,0.459866666666,1.43253333333,3.1416,1.41,3.0738,-0.383600000001,4.2978
344.16,4.3456,-0.531266666667,-0.822066666667,0.103400000002,1.23606666667,2.8468,1.13533333333,2.95293333333,-0.648733333333,4.0828
344.52,4.17626666667,-0.578466666667,-0.6666,0.038566666666,1.113,2.67773333333,1.06886666667,2.9862,-0.600533333333,4.15966666667
344.89,4.24033333333,-0.524533333333,-0.393266666666,0.133833333335,1.1694,2.71586666667,1.2732,3.14213333333,-0.508133333333,4.32786666667
345.25,4.37146666667,-0.229333333333,-0.0213333333348,0.493633333332,1.42513333333,2.95713333333,1.53706666667,3.29846666667,-0.2668,4.64913333333
345.62,4.69746666667,0.249533333333,0.265399999999,0.905066666667,1.88426666667,3.3334,1.8896,3.67833333333,0.212266666667,5.07966666667
345.99,4.86246666667,0.470866666666,0.486666666667,1.1826,2.07933333333,3.53973333333,2.1482,3.92053333333,0.365066666666,5.3016
346.35,4.73613333333,0.349999999999,0.365933333333,1.11903333333,1.95166666667,3.42606666667,2.13746666667,3.83446666667,0.2812,5.1604
346.72,4.84753333333,0.609999999999,0.401399999999,1.32963333333,2.1296,3.72393333333,2.22046666667,4.04493333333,0.497666666667,5.28073333333
347.08,5.09266666667,0.773466666668,0.736000000001,1.51486666667,2.40126666667,4.1312,2.541,4.4374,0.854133333335,5.67813333333
347.45,5.25273333333,0.914133333332,0.854866666667,1.69906666667,2.60753333333,4.242,2.81713333333,4.50546666667,0.951666666667,5.7204
347.81,5.12113333333,0.887066666665,0.794599999999,1.63526666667,2.6232,4.27206666667,2.73213333333,4.42993333333,0.908666666667,5.55646666667
348.18,5.5582,1.31386666667,1.0598,2.09783333333,3.0278,4.69853333333,3.12526666667,4.70933333334,1.1948,5.98533333333
348.54,5.6368,1.27926666667,0.932133333334,2.16796666667,3.0514,4.91046666667,3.1058,4.6504,1.07306666667,5.95126666667
348.91,5.61233333334,1.22193333333,0.832666666668,2.1925,3.00613333333,4.93653333333,2.91433333333,4.48766666667,0.962533333335,5.98006666667
349.27,6.11773333333,1.78206666667,1.28213333333,2.59986666667,3.50426666667,5.52,3.2924,5.06913333333,1.32553333333,6.50873333333
349.64,5.97833333334,1.52846666666,1.14373333333,2.30366666667,3.23033333333,5.27373333333,3.1816,4.84013333333,0.953933333334,6.26553333333
350.00,5.66713333333,1.1346,0.837466666667,1.8801,2.82006666667,4.94333333333,2.85793333333,4.34366666667,0.6212,5.91553333333
350.37,5.96973333333,1.4966,1.14533333333,2.12856666667,3.09026666667,5.34846666667,3.047,4.58666666667,0.918466666668,6.21826666667
350.73,5.99633333333,1.34086666667,1.2174,2.14266666667,2.9552,5.25073333333,3.0196,4.48913333333,0.804400000001,6.15173333333
351.10,6.0048,1.25426666667,1.169,2.1831,2.72746666667,5.22026666667,2.8822,4.29153333333,0.720533333333,6.04226666667
351.46,6.16453333334,1.4696,1.42733333333,2.27336666667,2.7914,5.40313333333,2.9554,4.50433333333,0.935866666667,6.27013333333
351.83,6.58813333333,1.75033333333,1.818,2.66983333333,3.16086666667,5.78366666667,3.4378,4.93206666667,1.32193333333,6.68226666667
352.19,6.3012,1.47746666667,1.6392,2.3023,2.78786666667,5.49726666667,3.2472,4.7508,1.16933333333,6.36393333333
352.55,6.44426666667,1.7118,1.90846666667,2.36626666667,3.0412,5.6582,3.52733333333,4.9496,1.3086,6.4236
352.92,6.54906666667,1.81766666667,1.94573333333,2.35783333333,3.0414,5.75533333333,3.77873333333,5.064,1.37233333333,6.4004
353.28,6.36773333333,1.54006666667,1.82373333334,2.0213,2.80133333333,5.5268,3.6068,4.82766666667,1.26666666667,6.09926666667
353.65,6.8558,2.12106666667,2.33506666667,2.59633333333,3.22626666667,5.98466666667,4.01786666667,5.392,1.9418,6.56213333333
354.01,7.04946666667,2.36946666667,2.497,2.79126666667,3.42406666667,6.26926666667,4.22366666667,5.81313333333,2.28106666667,6.80913333333
354.38,6.98753333333,2.35153333333,2.39446666667,2.7034,3.32853333333,6.2452,4.18106666667,5.79006666667,2.27013333333,6.80553333333
354.74,6.98453333333,2.44966666667,2.38906666667,2.67886666667,3.3754,6.22713333334,4.15613333333,5.8112,2.319,6.8442
355.11,7.1952,2.70686666667,2.7796,2.94346666667,3.7912,6.5254,4.45666666667,6.15173333333,2.65226666667,7.14053333333
355.47,7.1246,2.6308,2.75193333333,2.96753333333,3.8114,6.46913333333,4.44006666667,6.09653333333,2.60826666667,7.21886666667
355.83,6.95546666667,2.53013333333,2.76213333333,2.88033333333,3.67253333333,6.26406666667,4.16273333333,6.0276,2.53,7.17893333333
356.20,7.40293333333,3.09566666667,3.31406666667,3.4554,4.23473333333,6.79933333333,4.53873333334,6.4996,2.96293333333,7.62586666667
356.56,7.55713333333,3.31453333334,3.47826666667,3.5895,4.306,6.84726666667,4.55786666667,6.57,3.1548,7.85146666667
356.93,7.6582,3.4184,3.6092,3.69413333333,4.4058,7.011,4.5508,6.67506666667,3.2316,7.93206666667
357.29,7.90826666666,3.6756,3.66326666667,3.90086666667,4.5892,7.16253333333,4.68753333333,6.81006666667,3.37226666667,8.0844
357.66,7.70833333333,3.58966666667,3.5292,3.6483,4.50233333333,7.08266666667,4.46593333333,6.6222,3.1214,7.93046666667
358.02,7.7824,3.72846666667,3.7166,3.74633333333,4.57033333333,7.1274,4.55033333333,6.76593333333,3.13293333333,7.9928
358.38,7.65433333333,3.55086666667,3.63313333333,3.5449,4.562,6.91346666667,4.3778,6.65893333333,2.9826,7.88166666667
358.75,7.61846666667,3.6186,3.7148,3.5895,4.6396,6.8902,4.4354,6.8054,3.14446666667,7.91913333333
359.11,7.79786666667,3.85946666667,3.85573333333,3.6658,4.7914,6.99726666667,4.59973333333,7.0124,3.27313333333,8.12093333333
359.48,8.046,4.15253333333,4.07586666667,3.88803333333,5.06113333334,7.21413333333,4.82386666667,7.3236,3.56486666667,8.33413333333
359.84,8.15133333333,4.13266666667,4.02926666667,3.95416666667,5.1678,7.18766666667,4.95726666667,7.32333333333,3.60806666667,8.42966666667
360.20,8.17966666666,4.1332,3.9806,3.99086666667,5.09793333333,7.14213333333,5.10493333333,7.3156,3.59873333333,8.4886
360.57,8.04426666667,3.99646666667,3.8536,4.03406666667,5.0136,7.11233333333,5.05773333333,7.29586666667,3.483,8.36393333334
360.93,7.95013333333,3.89713333333,3.7906,4.0017,4.96093333333,6.926,5.01413333333,7.1588,3.42813333333,8.25933333333
361.29,7.79626666667,3.76953333333,3.88006666667,3.97953333333,4.847,6.86846666667,5.0,7.11913333333,3.392,8.265
361.66,7.7144,3.5912,3.78786666667,3.99433333333,4.742,6.75053333333,4.9452,7.06326666667,3.25913333333,8.23666666667
362.02,7.73793333333,3.64826666667,3.81446666667,4.1391,4.75133333333,6.82346666667,4.97526666667,7.00253333333,3.3126,8.31013333333
362.39,7.91806666667,3.89393333333,4.07806666667,4.41173333333,4.8912,7.00653333333,5.20553333333,7.22233333333,3.5508,8.57553333334
362.75,8.28486666667,4.1536,4.39466666667,4.74066666667,5.16566666667,7.34886666667,5.4862,7.44413333333,3.78233333333,8.8782
363.11,8.2554,4.03293333333,4.2804,4.713,5.0812,7.2294,5.33826666666,7.37093333333,3.6822,8.87913333334
363.48,8.22646666667,3.92573333333,4.15066666667,4.68923333333,4.9698,7.16266666667,5.234,7.2964,3.51126666667,8.79759999999
363.84,8.13553333333,3.86513333333,4.008,4.54136666667,4.79553333333,7.1386,5.19773333333,7.2252,3.36653333333,8.70040000001
364.20,7.83873333333,3.5502,3.69246666667,4.26993333333,4.56293333333,6.782,4.7866,6.96133333333,3.14026666667,8.43486666667
364.57,8.00893333333,3.6852,3.86953333333,4.36823333333,4.737,6.81,4.8872,7.0286,3.28886666667,8.51433333333
364.93,8.0826,3.769,3.9078,4.40046666667,4.8204,6.89566666667,4.8864,7.14213333333,3.35586666667,8.63786666667
365.29,7.9464,3.60306666667,3.7122,4.29563333333,4.6818,6.7124,4.6712,7.08613333333,3.159,8.48586666667
365.66,8.09166666667,3.806,3.89126666667,4.40833333333,4.90406666666,6.887,4.78333333333,7.27433333333,3.42566666667,8.58573333333
366.02,7.94633333333,3.7068,3.789,4.2073,4.91853333333,6.706,4.64346666667,7.2134,3.31,8.5184
366.38,7.94113333334,3.78386666667,3.7624,4.36006666667,4.96126666667,6.74573333333,4.6526,7.241,3.3746,8.58
366.75,7.59353333333,3.50053333333,3.38786666667,4.084,4.6128,6.45946666666,4.32566666667,6.93933333333,3.05693333333,8.36413333333
367.11,7.73053333333,3.64653333333,3.50813333333,4.25313333333,4.72133333333,6.6556,4.53913333333,6.9946,3.2532,8.42986666667
367.47,7.8492,3.75986666667,3.69026666667,4.4519,4.81793333333,6.7654,4.75546666667,7.07673333333,3.467,8.57033333333
367.84,7.96186666666,3.92593333333,3.82313333333,4.5535,4.9788,6.8538,4.79193333333,7.28306666667,3.6802,8.58913333333
368.20,8.42546666667,4.38933333333,4.3342,4.97796666667,5.46366666667,7.43926666667,5.27226666667,7.7484,4.07653333333,9.01406666666
368.56,8.42753333333,4.38533333333,4.3152,5.07753333333,5.50386666667,7.50106666667,5.40053333333,7.80366666667,4.16393333333,9.20633333333
368.93,8.5304,4.46046666667,4.5342,5.2505,5.69433333333,7.61326666667,5.55806666667,7.8822,4.24686666667,9.3334
369.29,8.83766666665,4.72666666667,4.7378,5.41083333333,6.0214,7.94666666667,5.8198,8.03833333333,4.57273333333,9.61866666665
369.65,8.80946666667,4.597,4.64466666667,5.36996666667,5.99646666667,7.94506666667,5.85,7.92306666667,4.54206666667,9.66673333334
370.01,9.02373333333,4.75406666667,4.76513333333,5.68116666667,6.17493333333,8.1858,6.1748,8.0328,4.79793333333,9.79620000001
370.38,9.0214,4.60806666667,4.7346,5.62303333333,6.07433333333,8.0642,6.1322,7.90533333333,4.74906666667,9.67140000001
370.74,8.99013333334,4.60386666667,4.68946666667,5.61926666667,6.11713333333,8.01573333333,6.13493333333,7.84806666667,4.686,9.65739999999
371.10,8.8948,4.55206666667,4.6586,5.6662,6.07053333333,7.9298,6.02433333333,7.8162,4.54126666667,9.64346666667
371.46,8.5714,4.28593333333,4.33853333333,5.3209,5.813,7.67906666667,5.6438,7.54513333333,4.20106666667,9.3474
371.83,8.4992,4.29346666667,4.32866666667,5.473,5.90833333334,7.77953333333,5.66246666667,7.5022,4.15653333334,9.46453333335
372.19,8.1724,3.93313333333,3.93673333333,5.15926666667,5.60426666667,7.41246666667,5.36133333333,7.15566666667,3.86626666667,9.11526666666
372.55,8.1874,3.83306666667,3.92466666667,5.13543333333,5.6352,7.4094,5.2552,7.11026666667,3.76626666667,8.95813333334
372.92,8.1688,3.81006666666,3.75373333333,5.073,5.53026666667,7.34926666667,5.15033333333,7.05346666667,3.7256,8.81613333333
373.28,7.97966666667,3.60546666667,3.5598,5.0201,5.38186666666,7.13006666666,5.0236,6.93006666667,3.56326666667,8.63966666667
373.64,8.02093333333,3.56826666667,3.5822,5.1123,5.36473333333,7.08086666667,4.96086666667,6.95206666667,3.54053333333,8.68233333333
374.00,7.97846666667,3.45586666667,3.5974,4.95946666667,5.2616,6.96353333333,4.678,6.98426666667,3.46286666667,8.65186666667
374.37,7.911,3.32293333333,3.40233333333,4.7638,5.19826666667,6.89406666667,4.46386666667,6.9354,3.28506666667,8.50393333333
374.73,8.1326,3.54753333333,3.6428,4.94383333333,5.3708,7.08846666667,4.61906666667,7.1802,3.53746666666,8.62233333334
375.09,8.05026666667,3.50206666667,3.67926666667,4.93076666667,5.34,7.09433333333,4.59473333333,7.198,3.57893333333,8.56139999999
375.45,8.2192,3.7222,3.85026666667,5.07793333333,5.5638,7.27726666667,4.83166666667,7.32313333333,3.80433333333,8.76739999999
375.81,8.32533333333,3.79626666667,3.92806666666,5.11416666667,5.577,7.2452,4.80553333333,7.3932,3.89266666667,8.79140000001
376.18,8.32533333333,3.7338,3.90726666667,5.0662,5.4998,7.16166666667,4.7272,7.28786666667,3.89786666667,8.80473333333
376.54,8.08453333334,3.58766666667,3.69253333333,4.83746666667,5.2644,6.97193333333,4.51226666667,7.09813333333,3.714,8.59613333333
376.90,7.952,3.47206666667,3.61086666667,4.76023333333,5.1766,6.83273333333,4.4042,7.0348,3.68613333333,8.59433333333
377.26,7.95133333334,3.44926666667,3.708,4.7339,5.1622,6.79753333333,4.34426666667,7.03246666667,3.67833333333,8.62926666667
377.63,7.87586666667,3.34373333333,3.66,4.6075,5.01706666667,6.67246666667,4.23646666667,6.94153333333,3.61566666667,8.535
377.99,7.91953333333,3.40086666667,3.63846666667,4.67873333333,5.041,6.784,4.37206666667,6.9278,3.6356,8.59746666667
378.35,7.787,3.28246666667,3.52393333333,4.57296666667,4.88286666667,6.67253333333,4.27473333333,6.78026666666,3.50653333333,8.4504
378.71,7.56753333333,3.00566666667,3.306,4.3784,4.7004,6.453,4.0104,6.49333333333,3.277,8.2316
379.07,7.4962,2.839,3.0934,4.23536666667,4.58513333333,6.34566666666,3.8248,6.35733333333,3.16266666667,8.1526
379.44,7.53213333333,2.78093333333,3.05773333334,4.29546666667,4.61546666667,6.34366666667,3.76466666667,6.3696,3.14146666667,8.18126666667
379.80,7.47773333333,2.64066666667,2.92066666667,4.13846666667,4.51086666667,6.21353333333,3.6478,6.2394,2.9928,8.08086666667
380.16,7.54493333333,2.78093333333,3.07366666666,4.26036666667,4.64626666667,6.35113333333,3.68486666667,6.3854,3.0134,8.22786666667
380.52,7.68006666667,2.97446666667,3.29313333333,4.40863333333,4.786,6.42846666667,3.78126666667,6.5604,3.164,8.40666666667
380.88,7.61826666666,2.80013333333,3.18233333333,4.26193333333,4.64553333333,6.38206666667,3.5934,6.41646666667,3.03,8.2968
381.24,7.48113333333,2.70386666667,2.98793333333,4.19063333333,4.50753333333,6.23086666667,3.48666666667,6.3198,2.88166666667,8.16926666667
381.61,7.42093333333,2.68153333333,2.8892,4.13613333333,4.40646666666,6.1854,3.37033333333,6.22266666667,2.76126666667,8.0388
381.97,7.19346666667,2.501,2.74886666667,3.94323333334,4.2614,5.92313333333,3.1406,6.02446666667,2.5404,7.84973333333
382.33,7.3008,2.5032,2.80913333333,3.98836666667,4.30813333333,5.913,3.10653333333,6.07146666667,2.54493333333,7.91253333333
382.69,7.40006666667,2.50786666667,2.88433333333,4.06536666667,4.32633333333,5.9828,3.15613333334,6.2382,2.5848,7.98513333333
383.05,7.50626666667,2.61926666667,2.94866666667,4.19326666667,4.37693333333,6.04286666667,3.2942,6.34246666667,2.64886666667,7.968
383.41,7.4462,2.6098,3.00346666667,4.20573333333,4.29373333333,6.0602,3.23493333334,6.3848,2.6682,7.8852
383.77,7.49046666666,2.62366666667,3.1354,4.30003333333,4.3106,6.12633333334,3.27706666667,6.44373333333,2.76006666667,7.9104
384.14,7.5158,2.6352,3.141,4.27273333333,4.29473333333,6.14786666667,3.28046666667,6.45506666667,2.88813333333,7.9004
384.50,7.36293333333,2.35906666667,2.86653333333,4.09466666667,4.06273333333,5.97546666667,3.04006666667,6.2408,2.68553333333,7.69446666667
384.86,7.30106666667,2.43213333333,2.89333333333,4.1594,4.127,5.96726666667,3.04873333333,6.25806666667,2.70273333333,7.69713333333
385.22,7.41293333333,2.46853333333,2.98006666667,4.18093333333,4.1462,6.05633333333,3.01213333333,6.2268,2.7576,7.73426666667
385.58,7.33573333334,2.33573333333,2.8516,4.02056666667,4.02186666667,5.9684,2.93933333333,6.1582,2.66426666667,7.6254
385.94,7.53866666667,2.44446666667,2.94693333333,4.1679,4.14486666667,6.13766666667,3.05086666667,6.3406,2.7826,7.71486666667
386.30,7.70013333333,2.67666666666,3.1648,4.4049,4.3558,6.3986,3.26513333333,6.57566666667,3.04266666666,7.9082
386.66,7.69853333333,2.68473333333,3.12673333333,4.3472,4.3138,6.4016,3.24146666667,6.50673333333,3.03113333333,7.87053333333
387.03,7.65573333333,2.67746666667,3.14006666667,4.2228,4.29973333333,6.42473333333,3.1946,6.39626666667,2.99526666667,7.86906666667
387.39,7.83693333333,2.8378,3.32026666667,4.32113333333,4.4484,6.49473333333,3.34153333333,6.53,3.1132,8.0584
387.75,7.86126666667,2.90753333333,3.33686666667,4.3201,4.5546,6.5846,3.37926666667,6.55406666667,3.1608,8.1684
388.11,7.80333333333,2.83146666666,3.3076,4.2881,4.435,6.54526666666,3.3122,6.46593333333,3.06953333333,8.1068
388.47,8.02453333333,3.13893333333,3.54153333333,4.55473333333,4.73973333333,6.8332,3.56926666667,6.69446666667,3.345,8.41533333333
388.83,8.18893333333,3.23706666667,3.72306666667,4.64116666667,4.81893333333,6.88906666667,3.6704,6.80886666667,3.4296,8.535
389.19,8.2046,3.34806666667,3.81993333333,4.71933333333,4.9178,6.96606666667,3.81313333333,6.9616,3.50686666667,8.58353333333
389.55,8.3658,3.56826666667,4.0294,5.00543333333,5.17126666667,7.16133333333,3.98466666667,7.20393333334,3.67573333333,8.7956
389.91,8.36806666667,3.55666666667,4.0388,4.99276666667,5.15253333333,7.109,3.9354,7.22786666667,3.68673333333,8.795
390.27,8.1966,3.33333333333,3.839,4.83076666667,4.95433333333,6.95733333333,3.73266666667,7.04853333333,3.5046,8.63073333333
390.63,8.24633333333,3.43686666667,3.994,4.89916666667,5.04873333333,6.99113333334,3.82966666667,7.1492,3.57766666666,8.7096
391.00,8.41686666667,3.61406666667,4.17793333333,5.0541,5.2088,7.0516,3.9676,7.32293333333,3.73406666667,8.8566
391.36,8.361,3.53073333333,4.06346666667,4.99113333333,5.13946666667,6.98,3.8776,7.2516,3.66033333333,8.7914
391.72,8.4524,3.57746666667,4.15406666667,5.09013333333,5.157,7.00853333333,3.94186666667,7.34226666667,3.74013333333,8.85586666667
392.08,8.4398,3.60526666667,4.1266,5.1207,5.20586666667,6.99133333333,3.95006666667,7.40106666667,3.73086666666,8.86386666667
392.44,8.46133333333,3.61926666667,4.20373333333,5.065,5.16593333333,6.92273333333,3.95946666667,7.42293333333,3.7296,8.82573333333
392.80,8.51013333334,3.63526666667,4.20733333333,5.11906666667,5.15593333333,6.99373333333,4.00386666667,7.53366666667,3.82853333333,8.87493333334
393.16,8.64333333333,3.7304,4.27926666667,5.23006666667,5.26653333333,7.0912,4.12913333333,7.58886666666,3.97713333333,9.01653333334
393.52,8.69853333333,3.78806666667,4.3198,5.2157,5.26093333333,7.09386666667,4.10726666667,7.592,4.0992,9.01753333334
393.88,8.69926666666,3.8458,4.37733333333,5.27406666667,5.26606666667,7.1584,4.1028,7.62673333333,4.16193333333,9.05479999999
394.24,8.77733333333,4.0412,4.554,5.37586666667,5.42133333333,7.2884,4.2294,7.78153333333,4.30646666667,9.14560000001
394.60,8.82840000001,4.0804,4.53286666666,5.4394,5.4612,7.3482,4.2498,7.81626666667,4.40333333333,9.19906666667
394.96,8.80026666666,4.072,4.52093333333,5.42376666667,5.39453333333,7.3954,4.20906666667,7.87233333333,4.41426666667,9.19873333333
395.32,8.76733333334,4.05806666667,4.51973333333,5.3955,5.3442,7.36026666667,4.15086666667,7.83593333333,4.40673333333,9.12599999999
395.68,8.90513333333,4.2404,4.6848,5.5091,5.4726,7.503,4.2768,8.0122,4.57166666667,9.20813333333
396.04,9.10160000001,4.40093333333,4.89613333333,5.69483333333,5.59686666667,7.6406,4.4926,8.2132,4.7922,9.41313333334
396.40,9.05753333333,4.31913333333,4.82093333333,5.65903333333,5.52293333333,7.6082,4.44306666667,8.20066666667,4.73626666667,9.38999999999
396.76,9.0488,4.3672,4.818,5.6452,5.552,7.62206666666,4.481,8.17206666667,4.70626666667,9.39
397.12,9.05159999999,4.3482,4.78233333333,5.59883333333,5.5282,7.6244,4.39386666667,8.1812,4.62246666667,9.29893333334
397.48,8.90066666667,4.27853333333,4.72833333333,5.51223333333,5.47986666667,7.57653333333,4.31806666667,8.1116,4.52206666667,9.25673333334
397.84,8.90473333334,4.2768,4.70486666667,5.44473333334,5.49666666667,7.5124,4.33506666667,8.09646666667,4.49293333333,9.22273333332
398.20,9.02813333334,4.326,4.781,5.4954,5.5264,7.53693333333,4.4154,8.1598,4.55866666667,9.34779999999
398.56,8.96440000001,4.2716,4.7614,5.35706666667,5.42753333333,7.44086666667,4.31086666667,8.03433333333,4.423,9.27139999999
398.92,8.82413333333,4.1576,4.6602,5.23836666667,5.4006,7.33486666667,4.2362,7.92013333333,4.35206666667,9.14893333333
399.28,8.80373333334,4.1278,4.64926666667,5.17283333333,5.36833333334,7.37553333333,4.25966666667,7.9114,4.3854,9.15613333333
399.64,8.583,3.946,4.41,4.9949,5.15053333333,7.1616,4.02226666667,7.663,4.11726666667,8.94386666667
400.00,8.38893333333,3.8086,4.24706666667,4.8229,5.0,7.06173333333,3.79833333333,7.46293333333,3.9588,8.69339999999
400.36,8.46073333333,3.94293333333,4.3058,4.87973333333,5.14366666667,7.11733333333,3.84106666667,7.51466666667,4.0754,8.70540000001
400.72,8.31306666667,3.80573333333,4.1504,4.72416666667,4.99793333333,7.03566666667,3.69426666667,7.4006,3.97413333333,8.57053333334
401.08,8.32013333334,3.82073333334,4.17133333333,4.75116666667,4.98893333333,7.0574,3.7062,7.43606666667,4.0644,8.61233333333
401.44,8.4802,3.93026666667,4.25906666667,4.858,5.0644,7.15486666667,3.82066666667,7.50966666667,4.20126666667,8.68953333333
401.80,8.46073333334,3.85493333334,4.20393333333,4.7814,4.93146666667,7.18226666667,3.76473333333,7.4294,4.20186666666,8.63526666667
402.16,8.36793333334,3.81913333333,4.1166,4.74556666667,4.86373333334,7.11413333333,3.6884,7.38473333333,4.15713333333,8.58693333333
402.52,8.53393333333,4.00046666667,4.2756,4.95003333333,5.0724,7.29713333333,3.82266666667,7.6152,4.40266666667,8.74546666667
402.88,8.69273333333,4.1214,4.38473333333,5.10513333333,5.16906666667,7.42013333333,3.86733333333,7.74366666667,4.49793333333,8.86626666667
403.24,8.69960000001,4.09626666667,4.3748,5.10483333333,5.18866666667,7.40033333333,3.80546666667,7.74286666667,4.4694,8.82826666666
403.60,8.63426666667,3.9998,4.32226666667,5.01493333333,5.12826666667,7.31726666667,3.73966666667,7.7168,4.4846,8.76866666666
403.95,8.75493333333,4.0688,4.4022,5.0386,5.20106666667,7.34726666667,3.8122,7.81426666667,4.56126666667,8.89
404.31,8.7318,4.04666666666,4.4204,5.03983333333,5.1816,7.364,3.82366666666,7.8184,4.58293333333,8.90633333333
404.67,8.94206666666,4.281,4.65933333333,5.2889,5.4682,7.51986666667,4.02626666667,8.0428,4.83866666667,9.10660000001
405.03,8.92353333334,4.3154,4.67,5.34146666667,5.48953333333,7.56093333333,4.02773333333,8.05373333333,4.84066666667,9.11206666667
405.39,8.83993333333,4.27206666667,4.6582,5.3499,5.4968,7.50526666667,3.97,8.07073333333,4.807,9.09846666667
405.75,8.90286666667,4.41273333333,4.80426666667,5.52533333333,5.70646666667,7.6156,4.076,8.21826666667,4.96386666667,9.24433333333
406.11,8.97873333333,4.51926666667,4.90026666667,5.60506666667,5.811,7.7194,4.1416,8.30873333333,5.07466666667,9.29039999999
406.47,8.85966666666,4.43633333333,4.79453333333,5.55226666667,5.73146666667,7.6244,4.0652,8.2438,4.98086666667,9.23246666667
406.83,8.77793333334,4.46066666667,4.75906666667,5.46673333333,5.6836,7.5358,4.03853333333,8.24173333333,4.97433333333,9.18726666667
407.19,8.78006666667,4.54333333333,4.8352,5.50996666667,5.7288,7.58326666667,4.0892,8.31453333333,5.0484,9.23926666666
407.55,9.04646666666,4.8764,5.126,5.79953333333,6.0722,7.88206666666,4.33606666667,8.59506666667,5.32966666667,9.5508
407.90,9.08339999999,4.97626666667,5.19253333333,5.9272,6.165,7.97506666667,4.3728,8.66046666667,5.42693333333,9.58686666667
408.26,9.08493333333,4.99873333333,5.17566666667,5.9334,6.149,7.98386666667,4.3074,8.67693333333,5.41826666667,9.63713333333
408.62,9.05973333333,5.0106,5.1384,5.8984,6.11133333333,7.97046666667,4.22926666667,8.68646666667,5.39226666667,9.60540000001
408.98,9.09686666667,5.0172,5.14953333333,5.84276666667,6.1522,7.94213333333,4.24306666667,8.71466666667,5.39273333333,9.67
