wavelength,Back_CatDiam,Belly_CatDiam,Breast_CatDiam,Crissum_CatDiam,Crown_CatDiam,DorTail_CatDiam,Patch10_CatDiam,Rump_CatDiam,Throat_CatDiam,WingTip_CatDiam
203.85,69.7434666667,158.461533333,129.743733333,129.743566667,104.6154,97.9486666667,30.2564000001,116.410266667,71.7948666666,56.9229999999
204.22,37.9166666666,122.083333333,88.3333333333,100.625,75.4166666667,67.0833333333,21.2499999999,78.3333333333,52.0833333334,35.4166666667
204.60,30.0000000001,146.6666,85.0000666667,108.333333333,72.2222,69.4443333333,23.3334,82.2221333333,56.1112666666,22.7777333333
204.98,20.0000666665,220.0,124.444333333,158.333366667,112.222133333,93.3332666667,-31.1112666666,133.333333333,62.2221999999,-3.3334
205.36,-280.000000001,-1460.0,-853.333333333,-900.000000001,-653.333333333,-613.333333333,100.0,-879.999999999,-573.333333333,6.66666666746
205.74,47.5,-20.4166666666,10.4166666667,13.125,21.25,26.6666666667,72.0833333334,10.4166666667,28.7499999999,67.0833333334
206.12,42.5925333334,-20.7407333334,-2.96286666666,-0.18523333332,15.9259333333,12.2222,58.1482666667,1.4816,16.2963333333,58.8889333333
206.50,41.8518666667,-23.7037333333,-11.4814666667,-16.1111333333,7.03706666674,-1.85179999998,61.8518666665,-7.77780000001,9.99999999999,62.5926666667
206.87,31.8518666667,-26.2962666666,-18.889,-13.5184666667,-0.740733333394,-9.62953333334,62.5924666667,-19.6296,4.44446666666,58.8890000001
207.25,33.3333333333,-44.4444666667,-42.2222666667,-38.6111333335,-26.6666666667,-34.4444666667,59.9999999999,-38.3332666666,4.44433333338,65.0000666667
207.63,32.0,-9.33326666675,-27.5556666667,-29.5554666665,-15.1111333334,-16.8888666667,50.2222666666,-9.77779999993,9.33333333327,70.6666
208.01,25.2379999999,1.42859999995,-28.0952666667,-35.4762333334,-1.42873333326,-18.5715333333,56.1904666668,-6.19053333328,21.9046666666,74.7619999999
208.39,17.8948666666,10.1755333333,-17.8947333333,-23.6842,1.0526,-8.42106666667,47.7192666667,-2.10526666667,14.386,48.7718666666
208.77,10.6667999999,-2.22226666674,-40.8889333333,-43.1110666667,-13.3332666667,-23.1110666667,57.3332000002,-24.0000666667,2.66673333342,51.1110666667
209.14,26.1111333334,-3.88886666673,-28.3334000001,-53.3334333334,3.88893333334,-21.6666666667,73.3332666667,-16.1110000001,12.2222666667,79.4444666665
209.52,81.3333333334,24.6666666667,1.99999999993,-39.6666666667,32.0,5.33333333338,115.333333333,19.3333333334,43.9999999999,124.0
209.90,77.5,16.6666666667,-23.3333333334,-79.1666666667,10.8333333333,-26.6666666667,99.1666666666,5.83333333325,24.1666666667,128.333333333
210.28,101.212266667,62.4244000001,41.2121333333,-19.3938333333,52.7272666666,23.6364000001,108.484866667,54.5452666667,65.4544666667,129.696933333
210.66,76.8420666667,62.1052666667,53.3333333333,17.1930666667,55.0878,48.0701333333,91.5790000001,52.9824666667,59.2982,91.5789333333
211.03,76.1905333332,67.9365333334,52.6984,24.2855666666,59.0476,52.3810000001,97.143,65.0793333333,62.8570666666,82.5397333332
211.41,73.5896000001,65.3845333333,53.5897999999,31.9230333333,65.8975333333,55.3846,98.4616000001,66.4103333333,59.4871333333,74.359
211.79,71.7242,62.2988666667,50.1147999999,31.0344,68.7356666667,54.023,93.7930666667,61.8389333333,58.6207333334,70.5746666667
212.17,68.9524,60.7619333333,53.7142000001,34.4761333333,63.9999333333,55.8095333333,90.0952666668,64.7618,55.4286666666,71.8096
212.55,55.9594666666,51.1110666667,39.9999999999,21.8181,53.9394,43.0302666666,83.2323333333,55.5553333333,51.7171333333,66.8687333333
212.92,49.2155333333,44.5098666667,36.8626000001,14.6078,49.4118,38.2353333333,75.0980666667,54.3137333333,46.6666666667,59.2157333333
213.30,42.4762,42.4763333333,31.2379333333,8.4762,41.3332,32.762,69.1428666667,51.2380666667,42.8572666667,49.3333333333
213.68,30.2702,36.2162,23.7837333333,1.44143333336,31.3514,26.6666,59.4594000001,42.3422666667,40.0000666667,41.9819333333
214.06,27.381,36.4284,20.7142666666,-13.5713666667,30.9524666667,28.3334,67.3808666666,47.3808666667,42.3808666667,42.619
214.44,18.3333333333,29.0475333333,12.6190666667,-19.4047666667,23.5714,21.4284666667,60.0000666667,42.381,36.1906,36.1903333333
214.81,5.79720000001,20.5796666667,-6.9565333334,-35.5072666666,9.85513333333,4.63766666666,43.1883333333,40.5797999999,25.5072,33.6231333333
215.19,-3.88893333333,15.0,-7.77773333334,-40.8333333333,2.77773333336,-6.94446666666,26.6667333333,30.8332,19.7222,33.6111333334
215.57,-6.91353333334,16.0494,-2.46926666666,-39.7531,0.987533333332,-7.65426666666,21.4815333333,27.6542666667,14.3211333334,33.8271333333
