wavelength,Back_CatInom,Belly_CatInom,Breast_CatInom,Crissum_CatInom,Crown_CatInom,DorTail_CatInom,Patch10_CatInom,Rump_CatInom,Throat_CatInom,WingTip_CatInom
324.37,4.37613333333,5.8092,3.64386666667,1.70933333333,2.8548,6.3446,1.69233333333,3.9972,7.44173333333,8.15386666667
324.74,4.3336,5.68593333334,3.65466666667,1.65693333333,2.741,6.30353333333,1.77146666667,3.92293333333,7.34566666667,8.18666666666
325.10,4.34466666667,5.70753333333,3.95993333333,1.7614,2.56666666667,6.29846666667,1.8136,3.78406666667,7.4086,8.2248
325.47,4.72866666667,6.30846666666,4.34106666667,2.22673333333,2.8976,6.6534,2.3658,4.21546666667,7.776,8.56726666667
325.84,4.6976,6.4852,4.50046666667,2.42906666667,3.01,6.8584,2.56826666667,4.2692,7.8786,8.69093333333
326.21,4.77193333333,6.54726666667,4.53093333333,2.6644,3.17513333333,6.90773333333,2.6826,4.25613333333,8.17013333333,8.63399999999
326.57,4.78846666667,6.54493333333,4.46006666666,2.58953333333,3.14306666667,6.77793333333,2.64653333333,4.04866666667,8.29393333333,8.60940000001
326.94,4.7368,6.37706666667,4.41346666666,2.56633333333,3.16653333333,6.9176,2.6932,4.01506666666,8.26286666667,8.56820000001
327.31,5.12886666667,6.97573333334,4.7732,2.9366,3.63986666667,7.4008,3.11193333333,4.57506666667,8.70173333333,8.80999999999
327.67,5.25593333333,7.14373333333,4.92333333333,3.04333333333,3.77046666667,7.47126666667,3.30633333333,4.6112,9.1244,8.95160000001
328.04,5.03893333333,7.01093333334,4.79306666667,2.883,3.62326666666,7.32146666667,3.31,4.5108,9.03973333333,8.77593333333
328.41,5.00266666667,7.07806666667,4.75,2.8202,3.64593333333,7.40366666667,3.1198,4.46873333333,9.03906666667,8.66406666666
328.78,5.08853333333,7.29573333333,4.86566666667,2.9992,3.75406666667,7.47406666667,3.2272,4.54573333333,9.21753333333,8.81906666666
329.14,5.32766666666,7.50913333333,5.05546666667,3.22506666667,4.03593333333,7.79186666667,3.373,4.94193333333,9.55893333334,9.04913333333
329.51,5.50706666667,7.40866666667,5.12653333333,3.26766666667,4.14613333333,7.95226666667,3.61053333333,4.93633333333,9.91306666667,9.08260000001
329.88,5.0196,6.7044,4.4472,2.58146666667,3.55613333333,7.3254,3.0242,4.34453333333,9.45326666667,8.4272
330.24,5.19506666667,6.83666666667,4.63086666667,2.59766666667,3.8072,7.50633333333,3.37786666667,4.62806666667,9.53959999999,8.76733333333
330.61,5.36366666667,7.13166666667,4.70666666666,2.78726666667,4.02813333333,7.66153333333,3.51453333334,4.94186666667,9.58086666667,9.05659999999
330.98,5.34026666667,7.1536,4.82640000001,2.73873333333,4.06246666667,7.60293333333,3.31173333333,4.99593333333,9.58840000001,9.0906
331.34,5.0368,6.75246666666,4.46866666667,2.517,3.70713333333,7.30193333333,3.03706666667,4.4472,9.32853333333,8.88086666667
331.71,4.73793333333,6.52306666667,4.21913333333,2.47133333333,3.46373333333,7.06833333333,2.83586666667,4.339,8.9066,8.54766666666
332.08,4.9136,6.71906666667,4.31706666667,2.7028,3.75713333333,7.17946666667,3.0036,4.49766666667,8.98486666667,8.75713333334
332.44,5.0264,6.54793333333,4.2142,2.79806666667,3.7938,7.16966666667,3.04573333333,4.50806666667,8.94126666667,8.73499999999
332.81,4.89013333333,6.26746666667,3.99786666667,2.66613333333,3.629,6.8158,2.73426666667,4.39733333333,8.92606666666,8.47106666667
333.18,4.75193333333,6.2514,3.95626666667,2.70293333334,3.67533333333,6.52986666667,2.71046666667,4.27946666667,8.82259999999,8.44960000001
333.54,4.7962,6.31726666667,4.15086666667,2.95013333333,3.8258,6.5308,2.69533333333,4.48326666667,8.76260000001,8.66573333333
333.91,5.43333333333,7.02153333333,4.89533333333,3.65706666667,4.51426666667,7.1738,3.37126666667,5.18573333333,9.35493333335,9.2762
334.28,5.15973333333,6.69253333333,4.56266666667,3.60126666667,4.236,6.803,2.875,4.89653333333,9.13260000001,8.97046666666
334.64,5.07493333333,6.52826666667,4.71966666667,3.82686666667,4.1638,6.76353333333,2.939,4.97573333333,9.20893333334,8.83966666666
335.01,4.91186666667,6.46893333333,4.6778,3.99366666667,4.04813333333,6.62806666667,2.97526666667,4.85053333333,9.09653333332,8.66460000001
335.38,5.01286666667,6.60426666667,4.88153333333,4.1468,4.16026666667,6.59546666667,3.11866666666,5.09733333333,9.13979999999,8.77926666667
335.74,5.43873333333,6.874,5.26466666667,4.31226666667,4.45773333333,6.90913333334,3.4236,5.4232,9.45553333333,9.1006
336.11,5.69853333333,7.0584,5.74646666666,4.61266666667,4.70846666667,7.178,3.69893333333,5.72666666667,9.76946666667,9.30593333334
336.47,5.7962,7.18633333333,5.97793333333,4.7502,4.761,7.23573333333,3.90973333333,5.92006666667,9.8384,9.38073333333
336.84,5.6104,7.17473333333,5.94259999999,4.76973333333,4.94113333333,7.3082,3.9484,5.8176,9.52486666667,9.29186666665
337.21,5.63093333333,7.03353333333,5.89719999999,4.73186666667,4.87413333333,7.45286666667,3.954,5.8134,9.50519999999,9.20126666667
337.57,5.3824,6.9354,5.75393333333,4.51566666667,4.8262,7.34233333333,3.754,5.67206666667,9.3378,8.9414
337.94,5.46433333333,7.05993333333,5.98653333333,4.69673333333,4.9276,7.46753333333,3.83986666667,5.86606666667,9.39359999999,8.9798
338.31,5.8716,7.4864,6.506,5.0108,5.3094,7.90653333333,4.1994,6.29193333333,9.71693333334,9.3008
338.67,5.9884,7.60586666667,6.64200000001,4.8848,5.6042,8.04966666667,4.26433333333,6.36866666667,9.76579999999,9.44106666665
339.04,6.21766666667,7.79546666667,6.80546666667,5.00293333333,5.87053333333,8.24246666666,4.5214,6.59726666667,9.90200000001,9.65500000001
339.40,6.86646666667,8.32833333334,7.3632,5.42093333333,6.4506,8.8028,4.9364,7.11066666667,10.2765333333,10.0908
339.77,6.51606666667,8.15519999999,7.18033333333,5.2322,6.29733333333,8.56646666667,4.7586,6.97166666667,10.1394666667,9.8104
340.14,6.11853333333,7.80113333333,6.64479999999,4.82,5.99633333333,8.22733333333,4.3778,6.67466666667,9.76580000001,9.47393333332
340.50,6.04333333333,7.69846666667,6.46946666667,4.63886666667,5.97553333333,8.07493333333,4.20486666667,6.58513333334,9.66640000001,9.28186666667
340.87,6.10893333333,7.6496,6.48859999999,4.4872,5.80033333333,8.03533333333,4.10353333333,6.72013333333,9.68059999999,9.20393333333
341.23,6.1102,7.92766666667,6.72113333334,4.526,6.04586666667,8.198,4.26533333333,6.86713333333,9.71219999999,9.22739999999
341.60,6.38153333333,8.23193333333,6.92493333333,4.7092,6.25146666667,8.39273333333,4.54073333333,7.20813333333,9.9694,9.41446666665
341.96,6.37353333333,8.32853333333,6.87646666666,4.63793333334,6.317,8.44966666667,4.4998,7.23966666667,9.98673333334,9.4914
342.33,6.17906666667,8.2036,6.79446666666,4.52346666667,6.17553333333,8.2574,4.36773333333,7.16353333333,9.73479999999,9.26413333333
342.70,5.91886666667,7.94993333333,6.55786666666,4.4068,5.8226,7.93006666667,4.10573333333,6.90973333333,9.4454,8.8556
343.06,6.00713333334,8.0568,6.65593333333,4.45933333333,5.922,7.9734,4.15953333333,7.06026666667,9.5212,8.82806666666
343.43,6.00113333333,8.1038,6.66826666667,4.55526666667,5.87933333333,7.994,4.2802,7.11793333333,9.64560000001,8.89293333333
343.79,6.22006666667,8.18926666667,6.83546666667,4.62906666667,6.02206666667,8.17406666667,4.44333333333,7.22753333333,9.73573333333,9.02813333334
344.16,6.4052,8.44693333333,7.09253333334,4.78246666667,6.1822,8.30606666667,4.56453333333,7.3472,9.78786666667,9.17446666667
344.52,6.493,8.664,7.33473333334,4.96046666667,6.3558,8.46066666667,4.75533333333,7.41246666666,9.86286666668,9.40146666667
344.89,6.59786666667,8.75406666668,7.49333333333,5.0474,6.4342,8.47406666667,4.90166666667,7.47066666667,9.98866666667,9.45819999999
345.25,6.94053333333,9.0078,7.82353333332,5.33326666667,6.66506666667,8.62853333333,5.03686666667,7.7036,10.2388,9.72866666666
345.62,6.99293333333,8.98686666667,7.98266666667,5.40733333333,6.75046666667,8.73333333333,5.15226666667,7.69346666667,10.3237333333,9.81519999999
345.99,6.62133333333,8.51059999999,7.58946666667,4.95393333333,6.3332,8.2904,4.83893333334,7.18153333333,9.87859999999,9.40246666666
346.35,6.81666666667,8.69299999999,7.70926666666,5.1444,6.5704,8.5512,5.05793333333,7.30126666666,10.1011333333,9.61813333333
346.72,6.9948,8.88666666667,7.90233333334,5.2284,6.84286666667,8.72506666667,5.24666666667,7.4682,10.2938666667,9.92973333333
347.08,7.2672,9.04106666667,8.0974,5.3902,7.06206666667,8.90466666667,5.41793333333,7.62653333333,10.5340666667,10.1616
347.45,6.98613333333,8.90326666667,7.92000000001,5.01826666667,6.93186666666,8.65613333333,5.1022,7.3682,10.2636,9.87646666667
347.81,7.15913333333,9.14393333333,8.0184,5.2768,6.97726666667,8.8134,5.15466666667,7.50786666667,10.3850666667,10.0232
348.18,7.18013333333,9.17726666665,8.09773333333,5.2918,7.02646666667,8.89993333333,5.20913333333,7.63886666667,10.5504666667,10.0948666667
348.54,7.15586666667,9.27780000001,8.18366666666,5.32133333333,7.06653333333,9.00026666667,5.16753333333,7.74893333333,10.6445333333,10.0678
348.91,7.197,9.518,8.27793333333,5.3642,7.2398,9.1714,5.1902,7.75553333333,10.7151333334,10.1420666667
349.27,6.8082,9.12893333335,7.89880000001,4.89186666667,6.83446666667,8.85106666667,4.87206666667,7.3494,10.4071333333,9.70146666667
349.64,6.47366666667,8.91133333332,7.6122,4.463,6.47366666667,8.53666666667,4.41213333334,7.05446666667,10.1006666667,9.34973333334
350.00,6.74426666667,9.31646666667,7.9786,4.8062,6.864,8.82786666667,4.625,7.48526666667,10.5411333333,9.66100000001
350.37,6.82226666667,9.46026666667,8.20633333333,4.8476,6.95706666667,8.8302,4.7746,7.67613333333,10.7269333333,9.73179999999
350.73,6.8766,9.49253333334,8.187,4.84646666667,6.95566666666,8.86893333334,4.7644,7.707,10.7932,9.70546666667
351.10,6.69493333334,9.51940000001,8.11106666666,4.7236,6.9254,8.8606,4.722,7.72833333333,10.8021333333,9.63693333335
351.46,6.7024,9.61980000001,8.24186666667,4.8488,6.95593333333,9.04593333333,4.83773333333,7.87499999999,10.9013333333,9.78766666667
351.83,6.7592,9.74253333332,8.38579999999,4.82433333333,7.08153333333,9.1382,4.85653333333,7.93566666667,11.0575333333,9.9182
352.19,6.93893333333,9.9514,8.563,5.12453333333,7.21553333333,9.3156,5.01066666667,8.07799999999,11.2788666667,9.97719999999
352.55,6.93653333334,9.99546666667,8.57006666667,5.18706666667,7.16586666667,9.21473333334,4.9732,8.0366,11.3266,9.92800000001
352.92,7.3134,10.3160666667,8.93966666667,5.58326666667,7.4644,9.52433333335,5.33046666667,8.46613333333,11.6300666667,10.2550666667
353.28,7.55606666667,10.6724666667,9.17466666666,5.8646,7.67833333333,9.74513333333,5.5516,8.78606666667,11.9314,10.5561333333
353.65,7.4966,10.6388666667,9.13366666666,5.8596,7.57673333334,9.58726666666,5.5262,8.66986666667,11.7507333333,10.48
354.01,7.59633333333,10.7072,9.20573333333,5.92766666667,7.61173333333,9.66426666668,5.646,8.68826666667,11.808,10.5685333333
354.38,7.54806666667,10.6753333333,9.13653333334,5.88486666667,7.47213333333,9.63873333333,5.60686666666,8.58159999999,11.8014,10.5367333333
354.74,7.4314,10.6079333333,9.00813333333,5.73666666667,7.32026666667,9.49086666666,5.47213333333,8.47133333333,11.6858666667,10.3804666667
355.11,7.4238,10.5452,9.02960000001,5.62786666667,7.17,9.42686666666,5.40733333333,8.28066666667,11.5548666667,10.3021333333
355.47,7.37033333333,10.4804,8.9816,5.57386666667,7.0518,9.29753333333,5.3074,8.14460000001,11.5668,10.1789333334
355.83,7.2982,10.3628666667,8.81653333333,5.49273333333,7.0022,9.2696,5.29633333333,8.08933333333,11.4576666666,10.067
356.20,7.22133333333,10.2389333333,8.76726666667,5.30773333333,6.9064,9.14353333333,5.24986666667,8.02559999999,11.3256,10.0820666667
356.56,7.5614,10.5236,9.09233333334,5.50846666667,7.1736,9.45906666666,5.5566,8.32193333333,11.6485333333,10.3808
356.93,7.2384,10.2188666667,8.79626666668,5.12946666667,6.84946666667,9.11926666667,5.21246666667,7.9552,11.4050666667,10.1286666667
357.29,7.09553333333,10.0986666666,8.664,5.00173333333,6.74253333333,9.0424,5.09326666667,7.7448,11.2492,10.0062
357.66,7.3766,10.3916666667,8.90300000001,5.31886666667,7.08666666667,9.36460000001,5.3864,8.05946666667,11.6909333333,10.3396666667
358.02,7.45186666667,10.4750666666,9.02020000001,5.3566,7.07806666667,9.41746666667,5.45833333333,8.16493333333,11.7802666666,10.2844666667
358.38,7.2114,10.2804666667,8.75753333334,5.0552,6.81266666667,9.14153333333,5.12766666667,7.8656,11.5114666666,10.0023333333
358.75,7.21166666667,10.3203333333,8.79806666667,5.02393333333,6.87726666666,9.18766666666,5.09386666666,7.89073333333,11.5543333333,10.0275333333
359.11,7.14286666667,10.2847333333,8.75999999999,4.986,6.88713333333,9.09433333333,5.00893333333,7.92393333333,11.5692666667,9.95346666667
359.48,7.18313333333,10.3076,8.70406666666,5.012,6.97173333334,9.09613333333,5.06406666667,7.9408,11.5212,9.99946666667
359.84,6.9734,10.2224,8.59426666667,4.85093333333,6.79733333333,8.8502,4.92346666667,7.73206666667,11.4078,9.81920000001
360.20,6.7992,10.1123333333,8.42173333333,4.66266666667,6.59586666667,8.63513333333,4.71633333333,7.46733333333,11.2818,9.59353333334
360.57,6.474,9.79666666667,8.03846666667,4.34966666667,6.27066666667,8.29526666667,4.38533333333,7.09926666667,10.9372666667,9.27306666667
360.93,6.44986666667,9.79606666667,8.01013333334,4.31586666667,6.19726666667,8.23386666667,4.37286666667,7.13113333333,10.9074666667,9.25639999999
361.29,6.4048,9.71946666667,7.97313333334,4.23246666667,6.14,8.1188,4.291,7.13946666667,10.8792,9.15493333333
361.66,6.17433333333,9.53713333334,7.76193333333,4.0096,5.91333333333,7.85626666667,4.06753333334,6.91373333333,10.6201333333,8.88853333335
362.02,5.9774,9.35853333333,7.55766666667,3.7904,5.76993333333,7.5986,3.85533333333,6.67946666666,10.4293333333,8.72693333332
362.39,5.97733333333,9.35206666667,7.55320000001,3.76653333333,5.80026666667,7.5542,3.84853333334,6.68893333333,10.4230666667,8.68866666667
362.75,6.01966666667,9.40413333333,7.62739999999,3.7842,5.7872,7.5426,3.8912,6.70173333333,10.4638666667,8.73693333334
363.11,6.0992,9.4888,7.72733333333,3.90873333333,5.80133333333,7.5682,4.01966666667,6.77826666667,10.5605333333,8.82999999999
363.48,6.1494,9.46500000001,7.78979999999,3.89766666667,5.78373333333,7.55046666667,4.02726666667,6.76786666667,10.6532,8.823
363.84,6.18733333333,9.44486666668,7.8142,3.90866666667,5.7634,7.54953333333,4.015,6.8296,10.6672666667,8.86686666667
364.20,6.12613333333,9.40033333333,7.81539999999,3.86953333333,5.76693333333,7.508,4.0072,6.8288,10.6339333333,8.81460000001
364.57,6.07566666667,9.39859999999,7.78200000001,3.75886666667,5.70326666666,7.46013333333,3.96746666667,6.8236,10.5925333333,8.75406666667
364.93,5.99953333333,9.2702,7.65193333333,3.64386666667,5.61113333333,7.36386666667,3.90773333333,6.60153333333,10.5222,8.58593333333
365.29,6.08753333333,9.39353333333,7.74100000001,3.72726666667,5.6784,7.4646,4.035,6.65646666667,10.6064666667,8.70893333333
365.66,6.30606666667,9.55613333334,7.91600000001,3.87673333333,5.79313333334,7.6692,4.2656,6.8808,10.8804666667,8.90413333333
366.02,6.3802,9.63226666666,7.95406666667,3.94126666667,5.79126666667,7.71186666667,4.33186666667,6.94073333333,10.9556,8.9492
366.38,6.43086666667,9.70746666667,7.97533333333,3.93266666667,5.75233333333,7.74786666667,4.3868,6.94993333333,11.0038666667,9.01253333333
366.75,6.47473333333,9.76519999999,8.03226666667,4.07453333333,5.83826666667,7.80326666667,4.4808,7.00486666667,11.1052666667,9.04733333333
367.11,6.43266666667,9.77413333334,7.93046666667,3.98906666667,5.78713333333,7.7336,4.3744,6.93393333333,11.0959333333,8.95693333333
367.47,6.43473333333,9.84819999999,8.02233333334,4.08053333333,5.82986666667,7.8132,4.4388,7.0386,11.1863333333,9.01046666667
367.84,6.3796,9.85506666668,8.03166666666,3.971,5.79653333333,7.7478,4.42746666667,6.9608,11.1908,8.87259999999
368.20,6.55593333333,10.0113333333,8.10493333333,4.06913333333,5.85833333333,7.83233333333,4.5374,7.0346,11.3573333333,8.96500000001
368.56,6.5554,10.0019333333,8.13546666667,4.13046666667,5.8426,7.81553333333,4.4876,7.05973333334,11.4046666667,8.95113333335
368.93,6.5864,10.0592666667,8.20233333334,4.14233333333,5.87366666667,7.81386666667,4.52746666667,7.10326666667,11.4918666667,8.98813333333
369.29,6.5102,9.98433333333,8.09826666666,4.0768,5.8172,7.7524,4.44313333333,7.03606666667,11.4350666667,8.90566666668
369.65,6.34313333333,9.84113333333,7.91046666667,3.8554,5.70273333334,7.53113333333,4.22753333333,6.81486666667,11.216,8.70180000001
370.01,6.29886666666,9.83413333333,7.89026666666,3.8838,5.72026666666,7.54473333333,4.24353333333,6.84653333333,11.2748,8.74126666666
370.38,6.2626,9.7756,7.87866666667,3.8842,5.68486666667,7.49066666667,4.22673333333,6.76486666667,11.2368666667,8.68973333334
370.74,6.14633333333,9.64033333333,7.73393333333,3.70893333333,5.5046,7.31313333333,4.08046666667,6.5918,11.1198,8.46153333333
371.10,6.21926666667,9.64986666667,7.76973333333,3.68166666667,5.52153333333,7.31253333333,4.12326666667,6.5866,11.1378,8.49486666666
371.46,6.249,9.653,7.71153333333,3.59986666667,5.4996,7.20946666667,4.08546666667,6.54066666667,11.1428,8.4598
371.83,6.38206666667,9.7976,7.79526666667,3.79513333333,5.613,7.3242,4.2306,6.6484,11.2454666667,8.62013333334
372.19,6.41893333333,9.85999999999,7.85260000001,3.81546666667,5.64726666667,7.38886666667,4.3516,6.721,11.2955333333,8.64246666666
372.55,6.4992,10.0,7.97046666667,3.90713333333,5.72933333333,7.4156,4.50186666667,6.77133333333,11.3978666667,8.742
372.92,6.518,10.096,8.01306666667,3.9942,5.7136,7.45873333333,4.5284,6.83906666667,11.4280666667,8.79720000001
373.28,6.61773333333,10.1842,8.07193333333,4.106,5.78386666667,7.42053333333,4.6156,6.87726666667,11.4965333333,8.83340000001
373.64,6.84953333333,10.3854,8.26493333334,4.395,5.9576,7.57353333333,4.85373333333,7.0906,11.7266,9.04906666667
374.00,6.81873333333,10.3774,8.25293333333,4.35086666667,5.9088,7.4654,4.8276,7.03433333333,11.6398666667,8.94699999999
374.37,6.78046666667,10.3517333333,8.17953333333,4.36673333333,5.8992,7.41286666667,4.79686666667,7.08546666667,11.5938666667,8.86113333332
374.73,6.69386666667,10.3342,8.11700000001,4.2726,5.85426666667,7.32666666667,4.72066666667,7.0836,11.5123333333,8.81613333333
375.09,6.61193333333,10.3389333333,8.04773333334,4.30533333333,5.8022,7.31586666667,4.68653333333,7.04773333333,11.4806,8.74346666666
375.45,6.3208,10.1354666667,7.78466666667,4.0768,5.5558,7.05566666667,4.37853333333,6.78573333333,11.1493333334,8.45873333333
375.81,6.30526666667,10.1163333333,7.80813333334,4.09826666667,5.5564,6.9676,4.3708,6.8068,11.0970666667,8.40673333334
376.18,6.3878,10.1258666667,7.85579999999,4.1884,5.64586666667,6.95306666667,4.3804,6.85286666667,11.093,8.47606666667
376.54,6.40913333333,10.088,7.85626666667,4.17,5.66706666667,6.9242,4.3716,6.8676,11.0416666667,8.46733333333
376.90,6.54233333333,10.2065333333,7.96133333333,4.30206666666,5.8496,6.9954,4.47466666667,6.9864,11.1397333333,8.51499999999
377.26,6.50546666667,10.1893333333,7.94946666667,4.24853333333,5.84246666667,6.98346666667,4.47153333333,6.9964,11.1463333333,8.48026666666
377.63,6.4276,10.1433333333,7.89866666667,4.12293333333,5.80746666667,6.9674,4.35953333333,6.93133333334,11.0711333334,8.36553333334
377.99,6.50566666667,10.1628,7.90993333334,4.1424,5.8514,6.99213333333,4.34713333333,6.94146666667,11.0962666667,8.40519999999
378.35,6.59893333333,10.2902666667,8.03026666667,4.23353333333,5.98693333333,7.0746,4.48986666667,7.01806666666,11.2468666667,8.55513333333
378.71,6.72206666667,10.4083333333,8.1502,4.3578,6.1522,7.2008,4.62246666667,7.14146666667,11.3681333333,8.69593333333
379.07,6.662,10.3322666667,8.11926666666,4.29433333333,6.1304,7.09853333333,4.565,7.0962,11.2644,8.66246666666
379.44,6.84846666667,10.525,8.344,4.47466666667,6.3518,7.26153333333,4.78886666667,7.26773333333,11.4571333334,8.80820000001
379.80,6.78833333333,10.4315333333,8.29259999999,4.4284,6.27413333333,7.21906666667,4.6892,7.20606666667,11.4158666667,8.73039999999
380.16,6.6482,10.4056666667,8.1906,4.3522,6.17366666667,7.12053333333,4.58453333333,7.149,11.3334,8.64746666667
380.52,6.55953333333,10.3787333333,8.10859999999,4.2886,6.1352,7.06793333333,4.48933333333,7.0772,11.2847333333,8.56673333333
380.88,6.51366666667,10.3531333333,8.1252,4.27193333334,6.15433333333,7.0778,4.45,7.0892,11.2895333333,8.58346666668
381.24,6.49166666667,10.3844,8.12693333333,4.28853333333,6.11686666667,7.03773333333,4.37533333333,7.05886666667,11.226,8.56293333333
381.61,6.4524,10.314,8.10493333333,4.26266666667,6.10933333333,6.9308,4.3104,7.00293333333,11.1554666667,8.50286666667
381.97,6.55773333333,10.4297333333,8.24439999999,4.43126666667,6.24893333333,7.03366666667,4.43753333333,7.15393333333,11.2708666667,8.58093333334
382.33,6.5252,10.4350666667,8.29473333334,4.42586666667,6.27833333333,7.06006666667,4.3768,7.15226666667,11.2404,8.56899999999
382.69,6.45653333333,10.3618666667,8.245,4.39646666667,6.17346666667,6.93766666667,4.2786,7.07186666667,11.1383333333,8.4714
383.05,6.53066666667,10.4720666667,8.34073333334,4.457,6.2592,7.03206666667,4.3126,7.1556,11.229,8.58280000001
383.41,6.5298,10.4409333333,8.32226666667,4.44566666667,6.2078,7.01346666666,4.26266666667,7.15986666667,11.1707333333,8.59753333333
383.77,6.56266666667,10.5144666667,8.31639999999,4.3998,6.26553333333,7.00046666667,4.2218,7.16213333333,11.1277333333,8.60253333334
384.14,6.53746666667,10.4473333333,8.30013333333,4.3616,6.19853333333,6.94206666667,4.1638,7.09793333333,11.0443333333,8.49813333333
384.50,6.6758,10.5625333333,8.41839999999,4.50673333334,6.3168,7.04806666667,4.28713333333,7.2242,11.1530666667,8.61360000001
384.86,6.64533333333,10.5533333333,8.40586666667,4.4474,6.25193333333,6.98293333334,4.23333333334,7.17773333333,11.076,8.52753333333
385.22,6.58106666667,10.5026666667,8.40026666666,4.41326666667,6.2434,6.97613333333,4.187,7.1564,11.0717333333,8.45780000001
385.58,6.59586666667,10.5722666667,8.46893333333,4.47366666667,6.28413333333,7.04306666667,4.24333333333,7.24893333333,11.113,8.5106
385.94,6.57173333333,10.5428,8.48073333333,4.4352,6.23546666667,7.05353333333,4.22966666667,7.21593333333,11.0494666667,8.49693333333
386.30,6.6754,10.617,8.55286666667,4.5326,6.2956,7.06986666667,4.309,7.3202,11.0946,8.55973333334
386.66,6.7438,10.7134,8.66013333334,4.627,6.414,7.17286666667,4.39393333333,7.40913333333,11.1825333333,8.65579999999
387.03,6.74166666667,10.7252,8.66780000001,4.67046666667,6.428,7.16026666667,4.39606666667,7.39966666667,11.1400666667,8.59966666667
387.39,6.82333333333,10.8227333333,8.81393333333,4.78566666667,6.55033333333,7.27113333333,4.47253333333,7.5036,11.2524666667,8.65
387.75,6.77226666667,10.792,8.80146666667,4.78466666667,6.53453333334,7.2344,4.44406666667,7.4968,11.2641333333,8.63966666667
388.11,6.88546666667,10.9696,8.93373333333,4.8868,6.7154,7.3432,4.52226666667,7.6208,11.3966666667,8.75586666668
388.47,6.86833333333,10.9812666667,9.01273333334,4.89933333333,6.78826666667,7.35406666667,4.52706666666,7.67333333333,11.4138,8.77419999999
388.83,6.89613333333,11.0188,9.05746666666,4.961,6.86733333333,7.42153333333,4.5598,7.72813333333,11.4418,8.82266666667
389.19,6.9824,11.1322,9.14313333333,4.9844,6.94846666667,7.45753333333,4.5958,7.80873333333,11.4774666667,8.92053333333
389.55,6.9162,11.0632,9.09786666666,4.89206666667,6.86986666667,7.3684,4.53273333333,7.7232,11.4422,8.86140000001
389.91,6.90313333333,11.1604666667,9.15153333333,4.89006666667,6.9184,7.37226666666,4.54253333333,7.75386666666,11.5026,8.87933333333
390.27,6.84033333333,11.1904666667,9.12886666667,4.84286666667,6.91373333333,7.38333333334,4.49186666667,7.73586666667,11.4852,8.78313333334
390.63,6.90153333333,11.2717333333,9.17306666667,4.88553333333,6.94293333333,7.42286666667,4.52373333333,7.77373333333,11.5346,8.80353333332
391.00,6.9774,11.3278,9.26973333333,4.9206,7.0176,7.4834,4.57453333333,7.83,11.5922,8.84626666667
391.36,6.8832,11.3299333333,9.1826,4.81813333334,6.96613333333,7.38306666667,4.50833333333,7.75466666667,11.5079333333,8.79746666667
391.72,6.86713333333,11.3226,9.21873333333,4.78246666667,6.93466666667,7.4,4.50766666667,7.70373333333,11.4958,8.7706
392.08,6.892,11.3183333333,9.292,4.79826666667,6.95173333333,7.45926666667,4.5216,7.75593333333,11.5397333333,8.78093333332
392.44,6.9456,11.3838666667,9.33566666667,4.80706666667,6.972,7.518,4.56953333333,7.7504,11.5418666667,8.80933333333
392.80,6.93013333333,11.3926,9.30346666666,4.81646666667,6.9172,7.4944,4.5406,7.7026,11.5416,8.77926666667
393.16,6.90386666667,11.3424666667,9.27460000001,4.8254,6.88053333333,7.47093333333,4.55846666667,7.65513333333,11.5232666667,8.70453333333
393.52,7.00573333333,11.494,9.39133333333,4.95566666667,6.97553333333,7.5576,4.6232,7.742,11.6094666667,8.76379999999
393.88,7.01613333333,11.5206,9.40879999999,4.96453333333,6.96773333333,7.56106666667,4.60533333333,7.75406666667,11.5895333333,8.74659999999
394.24,7.09533333333,11.5607333333,9.48886666667,5.01893333333,6.9996,7.62386666667,4.6618,7.822,11.6475333333,8.82946666667
394.60,7.04006666667,11.5384,9.46680000001,4.9746,6.97353333333,7.61226666667,4.62213333333,7.80046666666,11.6074,8.80886666667
394.96,6.98393333333,11.5332666667,9.46580000001,4.94033333333,6.94626666667,7.5726,4.5616,7.79153333334,11.583,8.76713333335
395.32,7.0042,11.5268,9.4574,4.95786666667,6.93113333333,7.56453333333,4.54786666667,7.7972,11.5882666667,8.73086666666
395.68,7.0938,11.6585333333,9.54786666667,5.04913333333,7.0594,7.64613333333,4.6102,7.90633333333,11.6158,8.80326666666
396.04,7.09666666667,11.7249333333,9.5422,5.0848,7.09446666667,7.65453333333,4.6522,7.9084,11.6336666666,8.83400000001
396.40,7.00466666667,11.6798,9.46326666665,5.00793333333,7.01486666667,7.58466666667,4.56786666667,7.859,11.6316666667,8.73006666667
396.76,7.10226666667,11.7858,9.5558,5.07613333333,7.12646666667,7.64446666667,4.66086666667,7.9652,11.7245333333,8.78953333334
397.12,7.22626666667,11.9554666667,9.71753333333,5.20293333333,7.25046666667,7.7638,4.7524,8.11300000001,11.8421333334,8.92719999999
397.48,7.2204,11.9871333333,9.73006666668,5.18906666667,7.2706,7.7914,4.76946666667,8.12326666667,11.8352,8.94319999999
397.84,7.22926666667,12.0074,9.7346,5.19186666667,7.32673333333,7.80693333333,4.77433333333,8.13886666667,11.8832,8.94560000001
398.20,7.1976,12.0479333333,9.73699999999,5.16086666667,7.3276,7.77773333334,4.72886666667,8.12613333333,11.9019333333,8.9058
