wavelength,Back_GeoDifm,Belly_GeoDifm,Breast_GeoDifm,Crissum_GeoDifm,Crown_GeoDifm,DorTail_GeoDifm,Patch10_GeoDifm,Rump_GeoDifm,Throat_GeoDifm,WingTip_GeoDifm
201.57,70.4519333333,60.9888333334,73.503,66.9492,61.8079333333,78.0790666666,57.0055333333,72.2598,62.4858666667,66.3276
201.95,61.0734666667,58.0508,66.2711333333,60.7909333333,55.8192,77.3446,51.9774,65.8757333333,54.2373333333,60.0001333333
202.33,52.5744666667,48.4552333333,57.2898,51.653,50.0271333333,66.0704666667,45.42,58.916,49.0513333333,51.4906
202.71,43.6982,37.4695,49.5376666667,41.7518,42.6764666667,56.7882666667,38.7834666667,48.8077333333,43.2603333333,43.4548666667
203.09,35.7794666667,26.5948666667,43.4532666667,33.2374,35.5874,50.5517333333,31.9423333333,39.1846,35.3956,35.4915333333
203.47,40.6014666667,30.1001333333,46.4662666667,40.8019333333,40.5512666667,59.2983333333,35.0878,45.3634666667,41.9047333333,38.5463333333
203.85,30.854,18.5675333333,38.8431333333,33.6088,30.9642,47.2176666667,23.9118,37.9614666667,30.5785333333,26.7216
204.22,30.2255333333,18.6967666667,38.7970666667,31.8295333334,29.6241333333,48.4712,24.8622666667,37.2932666667,30.827,27.2181333333
204.60,35.5890666666,20.9023666667,43.559,30.376,33.0325333333,49.8246,26.6667333333,41.2029333333,35.4385333333,33.6340666667
204.98,41.9696,22.2728,47.8282,36.4140666666,37.6262,55.0504,30.7574,45.4042,37.4242,37.6263333333
205.36,49.76,32.4533333333,60.0,44.0533333333,45.3866666667,64.5333333333,39.5733333333,54.56,48.4266666667,49.8666666667
205.74,48.3809333333,28.5713333333,63.9364,43.8095999999,40.5714666667,67.0476666666,36.8254666667,55.4286,49.0794,48.6984
206.12,47.6728,26.9495666667,61.9496666667,42.5156666666,37.3585333333,60.8803333333,31.6352666666,49.8743333333,46.2265333333,45.0315333333
206.50,40.1307333334,20.0652666666,55.8823333333,36.3398666667,28.3659333333,55.817,22.2222666667,45.4248666667,37.9737333333,37.9085333333
206.87,42.857,20.119,62.3809333333,42.6982666667,29.4444666666,60.9525333333,21.8254,53.492,36.4284666666,40.0793333333
207.25,41.8699333333,21.0976,60.4064,46.8292666667,35.6912,63.1707333334,21.2195333333,57.8049333333,41.9512000001,39.9186666667
207.63,16.3185333333,0.84576666666,42.1888666667,27.4628,9.25373333333,49.3532666667,-4.57726666666,40.9951333333,22.0894666666,21.5920666667
208.01,-10.0,-36.8333333335,34.5,14.6666666666,-21.6666666667,57.0,-42.6666666667,22.8333333333,2.33333333327,8.66666666668
208.39,-23.4482666667,-62.2988999999,43.9080666667,16.0918000001,-45.9769333333,57.2411999999,-69.6552666667,12.1839333333,-12.4138666667,5.28733333332
208.77,-68.9744,-81.795,29.4871333333,-8.97433333327,-80.7692666666,47.1793999999,-103.076866667,-6.66659999999,-48.4614666666,-36.6667333333
209.14,-193.703733333,-185.0,-51.1110666667,-108.889,-211.4814,-18.8888,-225.926,-89.2593999999,-167.037066667,-144.074066667
209.52,-656.190533333,-636.666533333,-350.4762,-461.904866667,-719.0476,-184.761866667,-802.857066667,-414.285733333,-639.999999999,-548.571466666
209.90,-168.4616,-156.025666666,-87.4359333333,-118.2052,-187.6924,-55.1280666666,-208.205133333,-107.948666667,-178.205133333,-145.384666667
210.28,-446.6666,-438.9745,-285.128266667,-325.128133333,-492.3076,-187.692466667,-508.717999999,-328.717933333,-432.820533333,-381.025666667
210.66,-3.69755764861e+15,-3.50137811939e+15,-2.52901001802e+15,-2.49489183903e+15,-4.09418147943e+15,-1.53105328241e+15,-4.10697579655e+15,-2.75930772624e+15,-3.51843720888e+15,-3.10475428857e+15
211.03,1578.33333333,1517.5,1256.66666667,1228.33333333,1815.0,770.0,1790.0,1346.66666667,1508.33333333,1430.0
211.41,964.166666667,899.583333333,760.833333333,807.499999999,1110.83333333,574.166666667,1018.33333333,876.666666666,918.333333335,868.333333333
211.79,-8393.33333334,-8173.33333333,-6393.33333333,-7613.33333333,-9379.99999999,-5686.66666667,-8659.99999999,-8093.33333334,-8013.33333332,-7826.66666666
212.17,-1180.95253333,-1143.33336667,-924.761800001,-1134.28566667,-1375.23806666,-830.476133333,-1212.38093333,-1174.28566667,-1059.04766667,-1128.57133333
212.55,-1609.33333333,-1518.0,-1258.66666667,-1597.33333333,-1834.66666667,-1089.33333333,-1642.66666667,-1545.33333333,-1454.66666667,-1521.33333333
212.92,-1203.33326667,-1164.44443333,-912.222200001,-1093.33353333,-1395.5556,-709.999933333,-1151.11113333,-1163.33333333,-1062.2222,-1162.2222
213.30,-832.500000001,-755.833333333,-527.5,-667.5,-959.166666667,-440.0,-737.499999999,-805.000000001,-630.833333334,-744.166666666
213.68,-676.363533333,-597.878633333,-421.212266667,-532.7272,-748.484933334,-420.000066667,-587.878933333,-627.878933333,-496.363533333,-604.8484
214.06,713.333333333,649.444499999,474.444466667,560.0,754.444466667,436.111066667,606.666733333,670.000066667,494.999933333,648.888800001
214.44,549.047666667,491.428533333,335.238,420.952266667,574.761933333,290.476266667,450.952333333,495.238,336.190466667,495.714266667
214.81,273.333333333,244.8388,167.526866666,219.999933333,279.569933334,134.408533333,216.989333333,252.043066667,171.182866667,250.967666667
215.19,193.741466667,165.238,116.0544,146.258466667,193.4692,99.4558666667,144.762,164.081666667,120.136066667,171.7008
215.57,183.888866667,159.374933333,116.527933333,134.444466667,187.6388,87.9167333333,141.388933333,150.277733333,109.861066667,164.305533333
215.95,155.333333333,132.0,98.6666666668,103.333333333,165.466666667,62.6666666667,118.666666667,124.0,83.7333333333,138.933333333
216.32,215.619133333,174.666533333,126.0952,128.571466667,213.5238,73.524,158.476266667,155.4286,113.333266667,187.238133333
216.70,202.753733333,171.5942,127.1014,124.4928,194.2028,97.1014000001,158.115933333,148.695666667,115.217466667,182.318666667
217.08,165.3126,134.218866667,108.333266667,102.916733333,145.416733333,88.021,133.229133334,120.9376,94.1668000001,139.583133333
217.46,153.6842,130.175433333,112.192933333,100.438666667,135.614066667,95.2632666667,132.017466667,115.8772,102.017533333,136.403533334
217.83,140.731733333,119.2276,103.414533333,89.6748,122.520333333,85.2033333332,118.129933333,107.723533333,89.1057333333,127.398333333
218.21,139.333333333,119.208333333,103.416666667,90.2499999999,121.75,88.4999999999,118.75,105.666666667,92.4166666667,121.083333333
218.59,140.1646,127.6132,107.818933333,95.2263333333,122.962933334,100.823,126.419733333,110.6996,104.197466667,124.938133333
218.97,160.0,143.333266667,122.5352,107.699466667,137.558666667,121.690133333,148.356866667,127.417866667,120.9388,143.474
219.34,186.1376,163.544966667,145.820266667,123.386266667,157.460266667,139.999933333,173.439,152.91,144.4446,165.714333333
219.72,164.622266667,141.511133333,125.3334,113.066666667,136.6222,125.8668,150.5778,135.3778,131.7334,147.466666667
220.10,141.573,117.8652,100.524333333,94.6067333333,110.262266667,107.415666667,126.6666,114.0824,111.161066667,121.647933333
220.47,123.106666667,105.6635,87.8965333334,84.1423333333,95.8576,95.4045333332,106.7314,101.035533333,99.4174666667,104.919066667
220.85,116.732066667,96.7646,77.9738666667,79.1502000001,88.4966666667,85.8170666667,97.2548666667,95.8170666667,88.6928000001,97.7123333333
221.23,132.2106,116.596433333,95.0174,95.2983333333,106.9474,103.859666667,111.017733333,113.052666667,105.614,113.6842
221.61,146.031733333,127.1427,103.254066667,108.0952,115.0,110.714266667,123.412866667,124.6032,108.650933333,126.1906
221.98,152.9778,128.7112,106.5776,110.488933333,118.755533333,115.911,124.0888,127.111066667,114.9334,129.955666667
222.36,182.5806,155.215133333,126.559133333,126.3442,136.7742,126.7742,134.623666666,144.4086,130.0,155.914133333
222.74,226.969733333,175.2272,141.818133333,138.787866667,163.030266667,135.151466667,146.212,162.272666667,141.969733333,181.9696
223.11,282.083333333,209.375,147.916666667,159.375,193.958333333,150.625,157.708333333,185.208333333,153.958333333,217.083333333
223.49,270.107533333,205.2689,119.569866667,152.9032,160.645133333,139.139933333,132.473066667,168.172,136.7742,205.1612
223.87,241.616266667,190.909133333,98.3837999999,133.535333333,140.000133334,132.3232,106.4646,154.9496,118.7878,181.2122
224.24,277.011466667,226.781566667,142.2988,169.885066666,176.091866667,167.126466667,118.8506,189.1954,160.919533333,226.666733333
224.62,268.7356,215.8621,130.804533333,164.827466667,161.839,160.689733333,103.4482,176.781733333,149.655066667,224.3678
225.00,313.030333333,246.666666667,158.1818,184.5454,173.939466667,198.4848,84.8484000001,195.151533333,180.909,245.454666667
225.38,199.797933333,151.313133333,96.9695333334,123.030266667,109.090933333,134.343466667,51.9192666667,127.070733333,113.131266667,169.697
225.75,182.4444,107.333333333,74.4445333334,94.4444666667,91.7778000001,116.444533333,8.8888666666,99.5554666666,95.3332666666,141.5554
226.13,189.523933333,102.499966667,77.1427333333,99.0476,89.0475333333,116.428533333,4.76179999994,101.428533333,103.3334,134.999866667
226.51,155.632266667,57.2413,50.1148666667,76.5517333335,61.1492666667,105.977,-15.4022000001,84.3677333333,84.8275333334,103.908133333
226.88,232.463933333,92.0290333333,102.028866667,128.695733333,97.3912666666,169.565266667,7.24639999992,141.4492,143.188466667,151.884
227.26,315.555533333,130.1851,171.851933333,194.444533333,152.222266667,240.3704,27.7776666668,201.481533333,212.5926,195.1852
227.64,1784.4444,631.111133333,1137.7778,1064.44453333,1031.11106667,1488.88893333,171.111133333,1206.66673333,1308.889,993.333200001
228.01,-169.866666667,-25.4666666667,-90.3999999999,-89.3333333333,-64.8000000002,-111.733333333,21.8666666666,-102.666666667,-108.0,-67.7333333332
228.39,-58.5073333333,1.0945,-23.0844666667,-18.3084,-14.0299333333,-27.2637333333,12.9354,-27.1641333333,-26.5671333333,-10.0496
228.76,-49.6031333333,-1.3889,-25.0794,-14.3651333333,-19.6032,-24.6032666667,2.143,-26.4286,-27.3016666667,-8.57146666668
229.14,-56.3051333333,-11.8071333333,-30.763,-22.5702666667,-31.4858666667,-27.8716,-9.87959999999,-35.502,-35.4216666667,-15.8232666667
229.52,-32.9730666667,1.62153333334,-14.2944,-3.78373333333,-11.3514,-8.58873333335,5.64553333333,-16.6967333333,-17.3573333334,1.14119999999
229.89,-31.1666666666,-8.13889999999,-15.4444,-7.77786666667,-11.6112,-8.77773333333,0.666666666654,-21.0001333334,-20.6667333333,-2.99986666665
230.27,-38.1668,-18.25,-21.7223333333,-12.9444666667,-17.6110666667,-15.2222666667,-5.88893333333,-28.4444666667,-28.111,-9.0556
230.65,-32.7535333333,-15.8937,-18.8405333333,-12.8019333333,-17.5846,-11.7874,-7.87446666667,-29.0337333333,-25.3139333333,-6.2802
231.02,-28.3698666667,-15.6934,-18.2968,-14.0632,-17.2748666667,-10.7056666667,-5.25546666666,-29.1484,-25.2555333333,-7.49386666664
231.40,-28.2939333333,-17.7689,-21.6798,-13.9106666667,-16.6928666667,-11.2336,-7.55913333334,-31.7059333334,-28.4514666666,-10.9188
231.78,-20.9949333333,-11.9153,-14.7761333333,-7.46273333335,-8.65680000001,-3.83073333333,-3.6816,-25.174,-20.0996,-8.40799999998
232.15,-22.3332,-15.2856666667,-20.8572,-10.4286,-13.9523333333,-5.28559999999,-10.0476666667,-28.2381333333,-23.7619333333,-13.3332666667
232.53,-5.74700000001,-1.49430000002,-7.12653333334,3.816,-0.965400000001,5.51706666665,5.33353333333,-15.3103333333,-10.2988666667,-0.6896
232.90,-5.96033333333,-3.0021,-7.2848,1.94253333333,0.618066666674,4.5916,4.63586666667,-15.9822666667,-9.00653333333,-2.16333333335
233.28,0.823533333347,5.07856666666,-2.82346666666,8.43146666666,6.47053333334,8.70593333332,8.50986666668,-11.5294,-4.07833333335,3.52953333335
233.66,6.40439999999,8.65159999999,-0.0748666666653,8.83900000001,7.90246666667,11.1985333333,11.6106,-7.79013333334,-1.91006666665,7.15366666665
234.03,8.56173333333,14.5008666667,5.10993333334,12.758,10.1183333333,14.281,16.176,-2.06433333333,2.60580000001,13.9424666667
234.41,17.094,21.5101,12.8490666667,19.7435333333,16.3819333333,19.4015333333,21.0542,6.69513333333,11.8234666667,20.228
234.78,18.0825333333,21.7403333333,13.2154666667,20.8554,18.938,19.2036,22.2714,8.79046666667,12.5959333333,19.5575333334
235.16,16.3877333333,20.9838333333,12.7166666667,21.028,19.031,17.9441333333,21.0868,7.6652,11.3656,18.7666
235.54,14.4292,19.1173666667,10.5328,17.3820666667,16.5296666667,15.5557333333,19.9694666667,3.71373333333,8.55406666667,19.0258
235.91,17.6083333333,19.8205666667,13.7817333333,18.2660666667,19.0732666667,19.1032,23.169,5.65026666667,9.89546666666,22.8997333333
236.29,19.7926,22.1035666667,17.5704,20.7705333333,20.3852,19.4369333333,25.1556666667,8.71119999999,10.4296,27.4074666667
236.66,13.1490666667,17.9568666667,11.9507333333,12.1965333334,14.6238,14.3472,18.5254,3.19513333333,2.91846666666,22.3654666667
237.04,10.9952,17.5038666667,10.3634,10.6160666667,13.2069333333,13.2070666667,18.2938666667,2.33806666667,-0.284266666666,21.5797333333
237.41,12.9447333333,18.4454333333,13.0044666667,10.2840666667,14.7084666667,16.4423333333,20.5978666667,6.06873333335,3.31826666665,22.272
237.79,11.6224666667,16.1799666667,13.7168666667,9.73453333333,14.9263333333,15.6637333333,19.4691333333,4.42493333332,2.15339999999,21.5339333333
238.17,8.44433333333,11.2699,7.492,4.03173333333,12.6031333333,12.3809333333,14.6031333334,-2.41260000001,-3.14286666667,15.3015333333
238.54,4.61780000001,8.76416666668,5.1056,1.49606666667,10.5039333333,11.6095333333,10.9595333333,-5.88620000001,-7.93493333334,13.9186666667
238.92,6.28480000001,10.1323333333,6.31413333334,2.90760000001,11.3657333333,12.4228666667,12.9223333333,-3.96486666667,-6.60806666666,14.9192
239.29,10.83,14.0741666667,10.6002,7.48413333333,14.2274666667,15.9131333333,16.6282666667,1.50699999999,-1.07293333333,20.0
239.67,16.4164,18.3682666667,17.2372,15.2352666667,19.8598666667,21.4614666667,20.2802666667,9.42946666667,7.04713333334,23.2832
240.04,15.6892666667,19.2982666667,17.3265333333,15.7394,19.3648666667,20.5177333333,19.3484,9.95826666666,8.67166666667,22.5898
240.42,13.9914666667,17.2890333333,14.6495333333,14.249,17.711,18.8697333333,17.0386,9.41353333333,8.36913333334,19.2418
240.79,13.9066666667,15.5016666667,14.0436666667,14.3302666667,16.7228,18.4796,16.4359333333,9.07153333333,8.52339999999,18.7166
241.17,15.412,16.3621666667,14.6456,15.1496,16.8292666667,19.4330666667,16.8818666667,10.3935333333,10.2992,19.4646
241.54,14.7280666667,15.472,13.3798666667,14.7837333333,15.9461333333,18.4006,16.2064666667,9.76293333333,9.78146666667,18.3729333333
241.92,14.2432,14.9172333333,13.2257333333,14.6400666667,15.0702666667,18.4120666667,15.459,9.9752,9.90899999999,18.0479333333
242.29,14.8057333333,15.3908,14.1035333333,15.1000666667,15.2736666667,18.8372666667,15.9382,10.8948,10.3738,18.7390666667
242.67,14.7989333333,15.1400666667,13.5202,14.533,15.0288666667,18.6925333333,16.3218666667,10.9914,10.5962,18.1466
243.05,14.2402666667,14.5829666667,12.8486666667,13.6101333333,14.1294666667,18.3801333334,15.3478666667,10.0727333333,10.2803333333,17.3486
243.42,12.6951333333,12.4948666667,10.7468666667,11.8125333333,12.281,16.85,13.3808,8.30273333333,8.49953333335,15.2070666667
243.80,13.0778,12.5900333333,10.8106666667,11.4497333333,12.2636666666,16.5827333333,13.4812666667,8.12646666667,8.36866666665,15.3918666667
244.17,12.2856666667,11.4682333333,9.62293333334,10.4236666667,10.9776666667,15.7892,12.7128666667,7.4874,7.60086666667,14.7614666667
244.55,12.8074,11.6500666667,10.2104,10.6508,11.7816,16.3379333333,13.3268666667,7.85666666667,8.34979999999,15.8384666667
244.92,11.4844,10.305,8.8742,9.37733333333,10.6226,14.8554666667,11.9496666667,6.71073333333,7.29553333333,14.4718
245.30,10.6194,9.54273333333,8.38939999999,8.79646666665,10.2655333333,14.1298,10.9676,6.72566666666,6.92026666667,13.8408
245.67,9.79526666668,8.82616666667,7.96626666667,8.1736,9.83366666667,13.9121333333,10.1447333333,6.45373333333,6.47013333333,13.7865333333
246.05,9.41033333333,8.88140000001,7.421,7.97273333333,9.95686666666,14.1838,9.76473333333,6.39853333333,6.4744,13.5508666667
246.42,8.73779999999,8.04213333333,6.98106666667,7.45733333333,9.19560000001,13.583,9.03833333333,6.34766666667,6.1766,13.0098
246.79,8.58733333333,7.76153333333,7.09773333333,7.18740000001,9.02699999999,13.4100666667,8.52333333334,6.24406666667,5.8386,13.0559333333
247.17,8.4048,7.69850000001,7.1706,7.55946666667,9.28166666667,13.3572666667,8.40866666666,6.74193333333,6.0554,13.2459333333
247.54,8.51766666667,8.23456666667,7.6662,7.75373333334,9.52100000001,13.8273333333,8.58226666666,7.2406,6.4616,13.7970666667
247.92,8.111,8.15326666667,7.35753333333,7.73246666667,9.20993333334,13.9177333333,8.4012,7.17366666667,6.54533333333,13.403
248.29,7.40753333333,7.31396666666,6.63366666667,7.11773333334,8.66519999999,13.3773333333,7.75206666667,6.46873333333,5.761,12.6585333333
248.67,6.56286666667,6.73693333333,5.6666,6.55926666666,7.8852,12.8852666667,7.04093333333,5.62593333333,4.7666,11.8445333333
249.04,6.92973333333,7.27646666667,6.00346666667,6.88013333333,8.36660000001,13.6611333333,7.4594,6.1864,5.1612,12.3614666667
249.42,7.1808,7.70263333333,6.30906666667,7.12859999999,8.71086666667,14.1285333333,7.92366666667,6.29726666666,5.35346666667,12.6587333333
249.79,7.0242,7.46783333333,6.24033333333,7.01113333333,8.4756,14.0395333334,7.7176,6.06806666667,5.2068,12.3212666667
250.17,6.50553333333,6.64820000001,5.7924,6.22506666667,7.8262,13.2228666667,7.182,5.47053333333,4.5548,11.861
250.54,6.3974,6.77446666667,5.66813333334,6.02533333333,8.184,13.1523333333,7.31286666667,5.4968,4.41026666667,12.222
250.92,5.9478,6.62783333334,5.4408,5.59606666667,7.84586666667,13.1471333333,6.99246666667,5.2806,4.3082,11.9886
251.29,4.844,5.68706666667,4.49913333333,4.32953333333,6.63386666666,12.4684666667,5.93313333333,4.15973333333,3.3058,11.0345333333
251.66,4.79366666667,5.5363,4.2174,4.21166666667,6.84413333333,12.297,5.7578,3.97353333333,3.46906666667,11.0555333333
252.04,3.88833333333,4.55896666667,3.04866666667,2.95846666667,5.70873333334,11.1298666667,4.54786666667,3.11073333333,2.33293333333,10.4142
252.41,5.16886666667,5.7178,4.35813333333,3.78953333333,6.61586666667,12.2016,5.45593333333,4.45926666667,3.73866666667,11.492
252.79,4.5404,4.75933333333,3.7512,2.99633333333,5.62373333333,11.1379333333,4.7422,3.88353333333,3.10006666667,10.7922666667
253.16,4.6416,4.25513333333,3.8162,2.909,5.5254,10.9686,4.7468,3.89233333333,3.1022,10.8222666667
253.54,4.9008,4.01473333333,3.7512,2.96893333333,5.25033333333,10.8679333334,4.6282,3.7926,3.117,10.6013333333
253.91,5.1052,4.35196666667,3.77566666667,2.9338,5.44066666667,11.1253333333,4.7332,3.95253333333,2.92166666666,10.6191333333
254.28,6.06106666667,5.45560000001,4.36946666667,4.00746666667,5.98,11.9038,5.543,4.75033333333,3.48926666667,11.6106666667
