wavelength,Back_GeoDifm,Belly_GeoDifm,Breast_GeoDifm,Crissum_GeoDifm,Crown_GeoDifm,DorTail_GeoDifm,Patch10_GeoDifm,Rump_GeoDifm,Throat_GeoDifm,WingTip_GeoDifm
354.74,3.5436,3.5733,3.3806,3.25,3.23953333333,6.5834,8.13353333333,4.39713333334,2.6406,5.99286666667
355.11,3.65286666667,3.7062,3.44886666667,3.4238,3.3376,6.73066666666,8.31819999999,4.55233333333,2.77746666667,6.1306
355.47,3.68193333333,3.78823333333,3.42346666667,3.40446666667,3.326,6.712,8.33660000001,4.5528,2.7892,6.13986666667
355.83,3.827,3.9435,3.572,3.55853333333,3.38986666667,6.83266666667,8.48573333333,4.76026666667,2.90473333334,6.2884
356.20,3.8504,4.00006666667,3.6122,3.6314,3.5004,6.83066666667,8.529,4.74846666666,2.90793333333,6.35773333333
356.56,3.97906666667,4.12366666667,3.689,3.7636,3.61766666667,6.92486666667,8.66340000001,4.8182,3.02646666667,6.42993333333
356.93,4.09553333333,4.254,3.813,3.8602,3.76753333333,7.04273333334,8.80206666667,4.946,3.17066666667,6.57486666667
357.29,4.1304,4.26603333333,3.81633333333,3.8846,3.80206666667,7.09233333333,8.84053333333,4.92613333333,3.21233333333,6.5924
357.66,4.1988,4.29693333333,3.80693333333,3.89773333333,3.79393333333,7.13173333333,8.86906666667,4.95406666667,3.24793333333,6.62313333333
358.02,4.1416,4.2616,3.79053333333,3.858,3.77253333333,7.10086666667,8.96473333334,4.94833333333,3.2162,6.6634
358.38,4.29373333333,4.35226666667,3.89686666667,3.97626666667,3.90893333333,7.2014,9.09653333332,5.10913333333,3.35426666667,6.73713333333
358.75,4.32313333333,4.392,3.9096,4.03373333333,3.9528,7.2376,9.10780000001,5.1518,3.39466666667,6.73593333333
359.11,4.321,4.31466666667,3.84873333333,4.00953333333,3.90506666667,7.2126,9.01713333334,5.11746666667,3.36606666667,6.70833333333
359.48,4.37073333333,4.2999,3.8586,4.06486666667,3.9426,7.25153333333,9.07526666666,5.17073333333,3.4342,6.75286666666
359.84,4.36873333333,4.26076666667,3.83366666667,4.0524,3.98153333333,7.2446,9.09653333333,5.16326666667,3.43433333334,6.74326666667
360.20,4.28513333333,4.17066666667,3.70933333333,3.8988,3.8158,7.16646666667,9.00346666667,5.07493333333,3.33866666667,6.64826666667
360.57,4.1624,4.00856666667,3.61726666667,3.80433333333,3.69913333333,7.11206666667,8.88786666666,4.94246666667,3.23233333333,6.59026666667
360.93,4.12386666667,3.90106666667,3.52093333333,3.78266666667,3.61873333333,7.01706666667,8.82573333333,4.88673333333,3.1486,6.51666666667
361.29,4.0714,3.8097,3.3896,3.7524,3.54606666667,6.95746666667,8.8042,4.82313333333,3.095,6.46626666666
361.66,4.1496,3.90566666667,3.4648,3.8436,3.68286666667,7.0088,8.92959999999,4.9318,3.19726666667,6.5458
362.02,4.2028,3.98923333333,3.49546666667,3.94473333333,3.74806666666,7.06993333333,8.914,5.0096,3.27413333333,6.6348
362.39,4.08893333333,3.9035,3.37766666667,3.84406666666,3.5878,6.94373333333,8.826,4.88953333333,3.12886666667,6.54326666667
362.75,4.08973333333,3.91986666667,3.37146666667,3.79953333333,3.59593333333,6.90186666667,8.81719999999,4.9038,3.13893333333,6.55493333333
363.11,4.18113333333,3.99183333333,3.438,3.8772,3.67153333333,6.95673333333,8.92033333334,4.98226666667,3.2178,6.61453333333
363.48,4.19353333333,4.01446666667,3.44733333333,3.90746666667,3.66926666667,6.91293333333,8.95693333333,4.9944,3.19506666667,6.593
363.84,4.19066666667,4.06186666667,3.43626666667,3.9248,3.66113333333,6.9154,8.99879999999,5.00493333333,3.23946666667,6.58653333333
364.20,4.2408,4.06633333333,3.45946666667,3.99313333333,3.7306,6.94173333333,9.09379999999,5.0694,3.27553333333,6.63673333334
364.57,4.2086,4.06346666667,3.38333333333,3.90866666667,3.6968,6.84153333333,9.03733333333,5.04533333333,3.23246666666,6.54426666667
364.93,4.24653333334,4.17143333333,3.4372,3.96393333333,3.76866666667,6.924,9.13126666667,5.1076,3.35113333333,6.6268
365.29,4.12353333333,4.06123333333,3.32493333333,3.77086666667,3.66293333333,6.7754,8.99233333334,5.00413333333,3.25473333333,6.47993333333
365.66,4.01986666667,3.99803333333,3.1924,3.71953333333,3.5572,6.74546666667,8.9022,4.9198,3.2016,6.38613333333
366.02,3.98933333333,3.8972,3.10346666667,3.66153333333,3.44446666667,6.63353333333,8.91726666667,4.84686666667,3.15066666667,6.31346666666
366.38,3.99293333333,3.91543333333,3.06766666667,3.68906666666,3.48206666667,6.6616,8.98899999999,4.85233333333,3.20213333333,6.34493333333
366.75,4.0188,3.9056,3.0608,3.77093333333,3.4776,6.6738,9.0682,4.90833333333,3.24533333333,6.36753333333
367.11,3.97286666667,3.88466666667,3.01333333333,3.74346666667,3.41373333333,6.6258,9.07146666666,4.87186666667,3.21206666667,6.33913333333
367.47,3.96206666667,3.86473333333,3.01173333333,3.74033333333,3.43493333334,6.64506666667,9.04366666666,4.88353333333,3.2598,6.3272
367.84,3.99873333333,3.8756,3.04733333333,3.7566,3.4812,6.6552,9.04346666667,4.91386666667,3.3022,6.3662
368.20,3.96233333334,3.85563333333,2.99973333333,3.72406666667,3.419,6.6176,8.95713333333,4.83713333333,3.26266666667,6.2904
368.56,4.1178,3.99706666667,3.08666666667,3.8822,3.53246666667,6.74606666667,9.13686666667,4.98926666667,3.3684,6.416
368.93,3.9714,3.84056666667,2.90906666667,3.72413333333,3.4002,6.58993333333,9.02706666666,4.871,3.20853333333,6.2544
369.29,4.18173333333,4.0667,3.1192,3.96613333333,3.60526666667,6.7588,9.30819999999,5.04773333333,3.40893333333,6.43493333333
369.65,4.1738,4.01553333333,3.11173333333,3.94526666667,3.565,6.74106666667,9.32726666667,5.0188,3.4116,6.37153333333
370.01,4.20253333333,4.0373,3.1464,3.98886666667,3.6484,6.79626666667,9.3316,5.05293333333,3.4392,6.3818
370.38,4.45033333334,4.25693333333,3.37673333333,4.2306,3.87,6.99853333333,9.54199999999,5.2902,3.6842,6.57333333333
370.74,4.3996,4.21883333333,3.34586666667,4.19446666667,3.852,6.9974,9.48213333333,5.21153333333,3.64806666667,6.51833333333
371.10,4.39166666667,4.2499,3.4032,4.22726666667,3.91366666667,7.0148,9.543,5.28813333333,3.7162,6.58633333333
371.46,4.39073333333,4.2693,3.44446666667,4.25366666667,3.8712,7.04713333333,9.59233333334,5.29493333333,3.74726666667,6.6032
371.83,4.3344,4.1144,3.352,4.23653333333,3.78746666667,6.9354,9.54526666667,5.2108,3.64386666667,6.53993333333
372.19,4.41606666666,4.18176666667,3.45273333333,4.34306666667,3.8946,6.9726,9.64826666667,5.27366666667,3.72126666667,6.56026666667
372.55,4.25526666667,4.03753333333,3.358,4.22326666667,3.77793333333,6.83033333333,9.54366666665,5.10026666667,3.54466666667,6.39113333333
372.92,4.506,4.22516666667,3.6348,4.53186666667,3.99193333333,7.1028,9.77079999999,5.29393333333,3.78986666667,6.6104
373.28,4.36786666667,4.0767,3.5072,4.45733333333,3.84046666667,7.04593333333,9.61546666667,5.16666666667,3.6732,6.47573333333
373.64,4.3598,4.10596666667,3.51333333333,4.45653333333,3.8438,7.03773333333,9.6514,5.17066666666,3.65753333333,6.47773333333
374.00,4.3472,4.08496666667,3.49733333333,4.43486666667,3.7958,7.02086666667,9.69006666666,5.14453333333,3.6432,6.4426
374.37,4.26333333333,3.98453333333,3.4274,4.34573333333,3.71046666666,6.93153333333,9.6288,5.07113333333,3.58086666667,6.33993333333
374.73,4.2406,3.95143333333,3.41913333333,4.31486666667,3.67353333333,6.91586666667,9.63006666667,5.06986666667,3.531,6.30373333333
375.09,4.15513333334,3.8629,3.30373333333,4.22006666667,3.543,6.7808,9.55233333333,4.92446666667,3.4144,6.13153333333
375.45,4.19933333333,3.87366666667,3.30433333333,4.26493333333,3.59873333333,6.7736,9.61566666666,4.95913333333,3.3954,6.18066666667
375.81,4.2206,3.9642,3.3412,4.29046666667,3.66926666667,6.87033333333,9.67886666665,5.00626666667,3.46313333333,6.2318
376.18,4.0486,3.81516666667,3.1458,4.14693333333,3.52146666667,6.72406666667,9.57526666667,4.87086666667,3.30773333333,6.10873333333
376.54,4.19653333333,3.8946,3.24393333333,4.27193333333,3.6388,6.8454,9.67786666667,4.98506666667,3.47286666667,6.27246666667
376.90,4.16566666667,3.88383333333,3.22213333333,4.18766666667,3.6366,6.7876,9.69906666667,4.98653333333,3.4426,6.25813333333
377.26,4.26993333333,3.97856666667,3.3134,4.24026666667,3.74233333333,6.8206,9.80366666666,5.09233333333,3.53653333333,6.36646666667
377.63,4.2746,3.9539,3.3026,4.2374,3.7374,6.78486666667,9.74593333333,5.09913333334,3.49386666667,6.38706666667
377.99,4.4006,4.08216666667,3.44106666667,4.35446666667,3.8788,6.8976,9.86286666667,5.22846666667,3.62526666667,6.49566666667
378.35,4.34226666667,4.0412,3.40806666667,4.30273333333,3.83826666667,6.87333333333,9.8464,5.1682,3.5904,6.438
378.71,4.41493333334,4.09526666667,3.48146666667,4.37013333333,3.9228,6.91446666667,9.93773333333,5.20946666667,3.67173333333,6.49226666667
379.07,4.50666666667,4.11643333333,3.56193333333,4.43953333333,4.03606666667,6.99853333333,10.0380666667,5.27193333333,3.74086666667,6.588
379.44,4.4894,4.1081,3.56126666667,4.42193333333,4.042,6.99806666667,10.0344,5.22826666667,3.74533333333,6.53866666666
379.80,4.5586,4.1466,3.64253333333,4.4774,4.07153333333,7.01486666667,10.1166,5.2498,3.76653333333,6.5424
380.16,4.755,4.33993333333,3.8454,4.66733333333,4.24626666667,7.18833333333,10.2996666667,5.42633333333,3.9566,6.74246666667
380.52,4.70893333333,4.33056666667,3.8024,4.65546666667,4.22146666667,7.14073333333,10.303,5.38526666667,3.90873333333,6.72126666667
380.88,4.656,4.26406666667,3.72233333333,4.62446666667,4.13633333333,7.0714,10.2426,5.3098,3.79713333333,6.65153333333
381.24,4.67066666667,4.30933333333,3.7286,4.66413333333,4.13293333333,7.11853333333,10.3086666667,5.32606666667,3.796,6.64286666667
381.61,4.7038,4.33856666667,3.75213333333,4.71453333333,4.18286666667,7.1334,10.3937333333,5.31993333333,3.8678,6.6254
381.97,4.58026666667,4.24196666667,3.61593333333,4.60606666667,4.05866666667,7.03866666667,10.3157333333,5.18166666667,3.71466666667,6.54206666667
382.33,4.6874,4.29216666667,3.69826666667,4.69566666667,4.1142,7.11493333333,10.4139333333,5.227,3.7556,6.6464
382.69,4.729,4.3036,3.70993333334,4.7284,4.13273333333,7.089,10.4574666667,5.23666666667,3.77646666666,6.661
383.05,4.75246666667,4.35333333333,3.77326666667,4.7702,4.14433333333,7.13086666667,10.4596,5.30693333333,3.80266666667,6.69353333333
383.41,4.79866666667,4.3877,3.81253333333,4.81253333333,4.15666666667,7.14713333333,10.5477333333,5.36806666667,3.83153333333,6.71673333334
383.77,4.70566666667,4.3442,3.6892,4.72393333333,4.068,7.0296,10.4316666667,5.2954,3.75813333333,6.63906666667
384.14,4.653,4.28033333333,3.66986666667,4.6768,4.03266666666,6.9746,10.4156666667,5.255,3.704,6.54273333333
384.50,4.67326666667,4.30063333333,3.7202,4.65646666667,4.0446,6.9886,10.4489333333,5.31206666667,3.72393333333,6.5146
384.86,4.7822,4.4204,3.85993333333,4.75073333333,4.14473333333,7.0666,10.5738,5.426,3.84013333333,6.61093333333
385.22,4.79533333333,4.39143333333,3.878,4.72506666667,4.14666666667,7.02593333333,10.5800666667,5.4246,3.85306666667,6.60393333333
385.58,4.8662,4.45443333333,3.97486666667,4.77693333333,4.1808,7.1014,10.6915333333,5.52293333333,3.89426666667,6.68953333333
385.94,4.8458,4.41736666667,3.97546666667,4.75866666667,4.16133333333,7.07173333333,10.6993333333,5.50046666667,3.88373333333,6.67346666667
386.30,4.8484,4.48116666667,4.0068,4.78873333333,4.20773333333,7.0936,10.7133333333,5.5348,3.90486666667,6.68153333333
386.66,4.86166666667,4.553,4.07526666667,4.81466666667,4.22366666667,7.13893333333,10.746,5.57913333333,3.9206,6.7116
387.03,4.78713333333,4.49893333333,3.98773333333,4.73986666667,4.15593333333,7.06893333333,10.7052,5.49946666667,3.83333333333,6.63746666667
387.39,4.70246666667,4.42253333333,3.90753333333,4.61786666667,4.06106666666,7.00706666667,10.6352666666,5.3984,3.76673333334,6.5614
387.75,4.7324,4.448,3.96433333333,4.62553333333,4.06193333333,7.02746666667,10.7044,5.4214,3.789,6.5592
388.11,4.81973333333,4.5285,4.04926666667,4.67706666667,4.1336,7.11126666667,10.7797333333,5.49686666667,3.8904,6.68086666667
388.47,4.81053333333,4.5121,4.0696,4.684,4.124,7.1158,10.8204,5.49406666667,3.90413333333,6.69106666667
388.83,4.7762,4.4718,4.01293333333,4.63813333333,4.08206666667,7.0804,10.7898666667,5.451,3.86853333333,6.64146666667
389.19,4.79226666667,4.51676666667,4.02893333333,4.68246666667,4.1,7.12286666667,10.8258666667,5.47073333333,3.83706666667,6.6714
389.55,4.75013333333,4.50923333333,4.03393333334,4.67053333333,4.0722,7.10593333333,10.8215333333,5.44093333334,3.8214,6.6352
389.91,4.83866666667,4.5803,4.1216,4.7418,4.12833333333,7.15986666667,10.9261333333,5.54993333333,3.89513333333,6.67166666667
390.27,4.838,4.55786666667,4.1028,4.6896,4.09986666667,7.124,10.9233333334,5.53306666667,3.8798,6.64313333333
390.63,4.84613333333,4.5285,4.0898,4.65793333333,4.07713333333,7.1236,10.9900666667,5.5294,3.88286666667,6.64246666667
391.00,4.90493333333,4.57846666667,4.14546666667,4.68793333333,4.10706666667,7.16433333333,11.0782666667,5.57793333333,3.9436,6.69253333333
391.36,4.98353333333,4.6466,4.22826666667,4.77133333333,4.17813333333,7.20826666667,11.1476666667,5.66126666667,3.9774,6.7648
391.72,5.036,4.68533333333,4.29926666667,4.82773333333,4.24846666667,7.28633333333,11.2087333333,5.719,4.0266,6.84406666667
392.08,5.008,4.64266666666,4.2606,4.78166666667,4.19913333333,7.2602,11.2126666667,5.69093333333,3.9828,6.77333333333
392.44,5.13226666667,4.75603333333,4.3648,4.8844,4.31546666667,7.35133333334,11.3430666667,5.79693333333,4.08073333333,6.889
392.80,5.16686666667,4.77223333333,4.417,4.90386666667,4.35133333333,7.3964,11.4353333333,5.80273333333,4.09906666667,6.9326
393.16,5.1724,4.78713333333,4.43633333334,4.90246666667,4.36053333333,7.40766666666,11.512,5.84693333334,4.1394,6.94713333333
393.52,5.141,4.73203333333,4.3684,4.82346666667,4.30286666667,7.34553333333,11.4751333333,5.788,4.04946666667,6.90606666667
393.88,5.1456,4.75266666667,4.38,4.8078,4.32186666666,7.34413333333,11.4853333333,5.78733333333,4.05313333333,6.92706666667
394.24,5.12913333333,4.74306666667,4.3736,4.78806666667,4.31586666667,7.32786666667,11.5438666667,5.79013333333,4.02513333333,6.94006666667
394.60,5.1574,4.75303333333,4.36393333333,4.8126,4.37013333333,7.3636,11.5912666667,5.82253333333,4.0464,6.95586666667
394.96,5.1622,4.77393333333,4.3994,4.81286666667,4.3714,7.35966666667,11.6235333333,5.80926666667,4.04006666667,6.95626666667
395.32,5.15606666667,4.79216666667,4.41273333333,4.8066,4.3992,7.37086666667,11.6536666667,5.8104,4.05613333333,6.95053333333
395.68,5.1494,4.7775,4.41413333333,4.7882,4.37653333333,7.35606666667,11.6836,5.80106666667,4.0272,6.92013333333
396.04,5.13233333333,4.7877,4.4028,4.76753333333,4.3668,7.3536,11.7103333333,5.8128,4.00566666667,6.9356
396.40,5.03466666667,4.69643333333,4.3138,4.6592,4.2664,7.26226666667,11.6188666667,5.721,3.91153333333,6.85446666667
396.76,4.9902,4.68133333333,4.3006,4.63173333333,4.23766666667,7.2294,11.6239333334,5.71666666667,3.9112,6.83006666667
397.12,4.96373333333,4.6438,4.281,4.59886666667,4.18166666667,7.18993333333,11.5981333333,5.6638,3.87466666667,6.79486666667
397.48,5.04546666667,4.724,4.3866,4.6746,4.2714,7.2642,11.7342666667,5.77786666667,4.00453333333,6.8858
397.84,5.015,4.6887,4.36426666667,4.6342,4.2462,7.23813333333,11.7272,5.73093333333,3.9592,6.8576
398.20,4.996,4.618,4.33813333333,4.6102,4.18533333333,7.1704,11.7382666667,5.69426666667,3.9436,6.79273333333
398.56,4.95746666667,4.5989,4.3344,4.5894,4.15493333333,7.14006666667,11.7107333333,5.66686666667,3.89833333333,6.80166666667
398.92,4.90066666667,4.53453333333,4.25493333333,4.51573333333,4.1016,7.07393333333,11.6624,5.628,3.846,6.7336
399.28,4.92673333333,4.5578,4.2816,4.54693333333,4.11826666667,7.10046666667,11.7081333333,5.6468,3.86146666666,6.77726666667
399.64,4.98566666667,4.59793333333,4.3256,4.57173333333,4.16773333333,7.12713333333,11.7935333333,5.70246666667,3.92266666667,6.82846666667
400.00,4.9656,4.55956666667,4.32526666667,4.56353333333,4.13913333334,7.0998,11.7920666667,5.67213333333,3.9116,6.81093333333
400.36,4.96333333333,4.57673333333,4.30446666667,4.56013333333,4.1376,7.07733333333,11.8263333333,5.65233333333,3.9106,6.8098
400.72,4.9338,4.53023333333,4.273,4.52493333333,4.0944,7.02926666667,11.772,5.61373333333,3.8488,6.7516
401.08,4.9362,4.51596666667,4.26766666667,4.4998,4.116,7.0386,11.7626,5.61486666667,3.86966666667,6.76373333333
401.44,4.90873333333,4.4742,4.21793333333,4.47206666667,4.09566666667,7.03646666667,11.7310666667,5.57346666667,3.8206,6.7288
401.80,4.9156,4.5019,4.2294,4.48846666667,4.09953333333,7.07526666667,11.787,5.6074,3.85053333333,6.74566666667
402.16,4.92226666666,4.56633333333,4.25066666667,4.5018,4.1398,7.128,11.8084666667,5.64333333333,3.87306666667,6.8084
402.52,4.90633333333,4.55606666667,4.2488,4.4796,4.11753333333,7.09466666667,11.8236,5.6352,3.88206666667,6.7814
402.88,4.93966666667,4.57673333333,4.27586666666,4.5228,4.12546666667,7.1274,11.8967333333,5.6648,3.90986666667,6.82686666667
403.24,4.8984,4.52206666667,4.21433333333,4.497,4.07586666667,7.07106666667,11.8806,5.61173333333,3.864,6.79226666667
403.60,4.81173333333,4.45953333333,4.13813333333,4.4456,4.0112,7.02866666667,11.8408,5.52833333333,3.7928,6.75853333333
403.95,4.863,4.51306666666,4.16913333333,4.48466666667,4.05893333333,7.06586666667,11.9055333333,5.56693333333,3.8264,6.822
404.31,4.89426666667,4.54916666667,4.22326666667,4.50933333333,4.0896,7.12146666667,11.9426666667,5.61606666667,3.85886666667,6.85146666667
404.67,4.95566666667,4.62826666667,4.27073333334,4.5622,4.1454,7.1704,12.0451333333,5.687,3.93313333333,6.9202
405.03,5.00186666667,4.66776666667,4.3036,4.60806666667,4.1726,7.1754,12.1169333333,5.72733333333,3.9472,6.9502
405.39,4.97173333333,4.6347,4.2496,4.5746,4.1268,7.12686666667,12.0922666667,5.6826,3.90153333333,6.91946666666
405.75,4.93613333333,4.5959,4.22806666667,4.57733333333,4.1264,7.09093333333,12.076,5.66606666666,3.8788,6.9112
406.11,4.94053333333,4.57256666667,4.21873333333,4.59153333334,4.11953333333,7.09686666667,12.0786,5.66126666667,3.857,6.88693333333
406.47,4.94613333333,4.6061,4.22026666667,4.62726666667,4.13666666666,7.12573333333,12.0997333333,5.67713333333,3.86246666667,6.89673333333
406.83,4.90933333333,4.57706666667,4.1966,4.61093333333,4.1206,7.0922,12.0567333333,5.62793333333,3.82633333334,6.85913333333
407.19,4.89626666667,4.57996666667,4.2034,4.5752,4.10413333333,7.07713333333,12.0572666667,5.62833333333,3.82513333334,6.8398
407.55,4.89306666667,4.58366666667,4.18986666667,4.555,4.10873333333,7.0448,12.0744,5.634,3.83106666667,6.812
407.90,4.89946666667,4.59286666667,4.16813333333,4.55833333333,4.11666666667,7.03773333333,12.1054,5.63973333333,3.82506666667,6.78673333333
408.26,4.8384,4.52453333333,4.10266666666,4.52426666667,4.06706666667,6.9812,12.0907333333,5.58666666667,3.757,6.75586666667
408.62,4.7808,4.46706666667,4.03886666667,4.4764,4.03706666667,6.93673333333,12.0449333333,5.5138,3.71426666667,6.71613333334
408.98,4.7128,4.4,3.98326666667,4.4208,3.98413333333,6.908,12.0206,5.446,3.6726,6.67846666667
409.34,4.6986,4.38086666667,4.0,4.4136,3.9924,6.88113333333,12.04,5.4404,3.69813333333,6.68053333333
409.70,4.7382,4.4038,4.01233333333,4.42773333333,3.9858,6.90173333333,12.0902,5.45133333333,3.73013333333,6.7054
410.06,4.73706666667,4.3925,3.99793333333,4.40233333333,3.98366666667,6.86206666667,12.1042,5.43853333333,3.74786666667,6.70026666667
410.42,4.71966666667,4.37056666667,3.9724,4.37653333333,3.9548,6.82893333333,12.1168,5.4224,3.73153333333,6.70393333333
410.77,4.7554,4.40236666667,3.97506666667,4.39786666667,3.98953333333,6.849,12.1848666667,5.47426666667,3.77826666667,6.73853333333
411.13,4.76146666667,4.37243333333,3.9588,4.41186666666,3.9956,6.869,12.2112,5.489,3.7842,6.75293333333
411.49,4.76966666667,4.39076666667,3.9718,4.44286666667,4.00526666667,6.88266666666,12.2109333333,5.49646666667,3.7978,6.78993333333
411.85,4.73766666667,4.356,3.94513333334,4.41466666667,3.976,6.8404,12.1888,5.47006666667,3.77166666667,6.76973333333
412.21,4.776,4.38616666666,3.9608,4.44426666667,4.01106666667,6.85426666667,12.2305333334,5.5148,3.80666666667,6.78606666667
412.57,4.80153333333,4.39233333333,3.9706,4.47153333333,4.02533333333,6.865,12.2803333333,5.56326666666,3.82573333333,6.8162
412.92,4.76206666667,4.36566666667,3.9362,4.45853333333,4.00086666667,6.80266666667,12.2306666667,5.53513333333,3.79873333333,6.77733333333
413.28,4.76033333333,4.37823333333,3.90493333333,4.46733333333,3.9924,6.7922,12.2567333333,5.53853333333,3.786,6.7822
413.64,4.7794,4.40453333333,3.93173333334,4.49653333333,4.027,6.81406666667,12.2817333333,5.56273333333,3.81146666667,6.8112
414.00,4.8426,4.46733333333,3.9974,4.5794,4.08593333333,6.8824,12.3838666667,5.62486666667,3.85526666667,6.88233333334
414.36,4.925,4.53256666667,4.08346666667,4.66326666667,4.16426666666,6.9874,12.4774,5.69606666667,3.93993333334,6.9508
414.72,4.9498,4.56096666667,4.12613333333,4.70353333333,4.198,7.018,12.5202,5.72906666667,3.98493333333,6.9946
415.07,4.9996,4.63103333333,4.1624,4.76506666667,4.25666666667,7.0718,12.6022,5.78393333333,4.0578,7.046
415.43,4.97893333333,4.594,4.12113333333,4.736,4.21606666667,7.05286666667,12.5902666667,5.7532,4.02833333333,6.99566666667
415.79,4.96706666667,4.5587,4.10066666667,4.73866666667,4.20693333333,7.06073333333,12.5853333333,5.72986666667,4.02473333333,6.9818
416.15,4.9712,4.5651,4.0936,4.74926666667,4.20226666667,7.07046666667,12.5655333333,5.69893333333,4.0254,6.96973333333
416.51,4.9446,4.53773333333,4.07,4.7432,4.1642,7.07206666667,12.5522,5.6584,3.97813333333,6.9378
416.86,5.02513333333,4.6176,4.13893333333,4.82193333333,4.24606666666,7.16306666667,12.6442,5.73693333333,4.0436,7.00526666667
417.22,5.04426666667,4.6572,4.16706666667,4.8628,4.26966666667,7.2172,12.6673333333,5.7694,4.0652,7.0314
417.58,4.99973333333,4.60666666667,4.10853333333,4.82513333333,4.2292,7.18433333333,12.6208,5.7256,4.0196,6.97546666667
417.94,4.9968,4.60546666667,4.09953333333,4.83,4.23773333333,7.19086666667,12.6222,5.72886666667,4.02686666667,6.9722
418.29,4.94946666667,4.54936666667,4.0408,4.793,4.1896,7.12686666667,12.5769333333,5.67006666667,3.9656,6.918
418.65,4.96373333333,4.56063333333,4.06066666667,4.80986666667,4.2108,7.1416,12.6098666667,5.68726666667,3.97366666667,6.9452
419.01,4.94666666667,4.5231,4.02873333333,4.7782,4.16873333333,7.10593333333,12.5879333333,5.65606666667,3.936,6.91706666667
419.37,4.9946,4.56703333333,4.0782,4.83693333333,4.22226666666,7.1644,12.6563333333,5.71026666667,3.97,6.9764
419.73,5.0144,4.59236666667,4.10053333333,4.853,4.23573333333,7.1658,12.6942,5.73326666666,3.985,6.99906666667
420.08,5.014,4.57943333333,4.109,4.85493333334,4.23546666667,7.18066666667,12.7308,5.74226666666,3.9922,7.01546666667
420.44,5.0278,4.60116666666,4.1194,4.8648,4.25373333333,7.18546666667,12.7549333333,5.75073333333,4.01873333333,7.02746666667
420.80,5.01033333333,4.58536666667,4.10246666667,4.84206666667,4.231,7.1744,12.759,5.73566666667,4.00906666667,7.01
421.16,5.0274,4.58616666667,4.11266666667,4.85466666667,4.24946666666,7.16633333333,12.7858,5.74146666667,4.0238,7.0202
421.51,5.0686,4.6231,4.1542,4.89126666667,4.277,7.194,12.8462,5.7758,4.0608,7.05453333333
421.87,5.05166666667,4.6099,4.13913333333,4.8738,4.2638,7.17273333333,12.8367333333,5.7498,4.0398,7.0462
422.23,5.07166666667,4.63293333333,4.15033333333,4.88913333333,4.28933333333,7.19906666666,12.8744,5.7786,4.0718,7.0718
422.58,5.07926666667,4.6369,4.14866666667,4.8916,4.28206666667,7.20553333333,12.8961333333,5.7784,4.06826666667,7.0652
422.94,5.1048,4.6715,4.18313333333,4.92853333333,4.30793333333,7.23326666666,12.9328666667,5.8084,4.09793333333,7.09213333333
423.30,5.10546666667,4.6726,4.1864,4.92493333333,4.29873333333,7.21206666667,12.9498,5.80113333333,4.10006666667,7.0836
423.66,5.105,4.6782,4.187,4.93326666666,4.30266666666,7.22186666667,12.9548666667,5.79646666667,4.0984,7.0786
424.01,5.1194,4.70536666667,4.20373333333,4.95726666667,4.33193333333,7.2386,12.985,5.8236,4.12066666667,7.09113333333
424.37,5.1462,4.71893333333,4.22053333333,4.9872,4.36086666667,7.2582,13.0096666667,5.84526666667,4.14213333333,7.11566666667
424.73,5.1478,4.72333333333,4.2318,4.9962,4.36946666667,7.26013333333,13.0185333333,5.85026666667,4.1472,7.12093333333
425.08,5.14333333333,4.72003333333,4.23126666667,4.98946666667,4.35986666667,7.2576,13.0202,5.84906666667,4.1538,7.113
425.44,5.1516,4.72296666667,4.22966666667,4.98713333333,4.36646666666,7.259,13.0362666667,5.85153333334,4.15006666667,7.11106666667
425.80,5.15373333333,4.72043333333,4.2324,4.99893333333,4.36413333333,7.26013333333,13.0571333333,5.86126666667,4.16073333333,7.11473333333
426.16,5.19353333334,4.75803333333,4.2832,5.0422,4.39406666667,7.28953333333,13.1060666667,5.89126666667,4.1938,7.1528
426.51,5.19713333333,4.7651,4.28806666667,5.05473333333,4.41026666667,7.29666666667,13.1136,5.88426666667,4.2082,7.14266666667
426.87,5.1962,4.77106666667,4.28693333333,5.05206666667,4.42233333333,7.29673333333,13.136,5.86866666667,4.20286666667,7.13753333333
427.23,5.219,4.7873,4.3064,5.0716,4.45173333333,7.33733333333,13.15,5.88466666667,4.23006666667,7.1492
427.58,5.24146666667,4.78963333333,4.33013333334,5.09086666667,4.46126666667,7.3654,13.1956,5.91453333333,4.248,7.16346666667
427.94,5.23613333333,4.78533333333,4.31833333333,5.08326666666,4.43006666666,7.33486666667,13.1964666667,5.8958,4.23406666667,7.14466666667
428.30,5.20806666667,4.77296666667,4.3142,5.05853333333,4.39713333333,7.31446666667,13.2032,5.88253333333,4.21106666667,7.12166666667
428.65,5.22553333333,4.77546666667,4.3118,5.08173333334,4.3962,7.31006666667,13.2480666667,5.8874,4.21406666667,7.12446666667
429.01,5.25226666667,4.79183333333,4.3322,5.10146666667,4.42026666667,7.3438,13.3113333333,5.8978,4.2128,7.14133333333
429.37,5.2458,4.79546666667,4.32993333333,5.11133333334,4.41313333333,7.32133333333,13.3404666667,5.902,4.20993333333,7.1484
429.72,5.27213333333,4.8181,4.36473333333,5.14033333334,4.4336,7.362,13.3978666667,5.9334,4.2252,7.18
