wavelength,Back_PooTorm,Belly_PooTorm,Breast_PooTorm,Crissum_PooTorm,Crown_PooTorm,DorTail_PooTorm,Patch10_PooTorm,Patch11_PooTorm,Patch12_PooTorm,Patch13_PooTorm,Rump_PooTorm,Throat_PooTorm,WingTip_PooTorm
514.48,11.6631333333,40.7627666667,4.6052,8.91107368422,10.0126,6.29386666667,39.2302666667,30.6438666667,24.9746,38.1500333333,17.2830333333,39.6286,8.3964
514.83,11.7013333333,40.8047,4.62753333333,8.96340350877,10.0276666667,6.304,39.2780666667,30.6797333333,24.9898,38.1658,17.2937333333,39.6435333333,8.42173333333
515.17,11.6972,40.8463,4.62113333333,8.98825614036,10.0144666667,6.29166666667,39.2898666667,30.6908666667,25.0115333333,38.2018333333,17.2978333333,39.6744666667,8.4446
515.52,11.6960666667,40.8394,4.61753333333,9.01166666666,10.0107333333,6.28006666667,39.2975333333,30.7054666667,25.011,38.2120666667,17.3011333333,39.6894666667,8.4366
515.87,11.7136666667,40.8833333333,4.64033333333,9.03351228071,10.0338,6.30366666667,39.3542,30.7324666667,25.0368,38.2449333333,17.3257333333,39.7013333333,8.42966666667
516.21,11.7032,40.8609666667,4.64226666667,9.03544210527,10.0413333333,6.30706666667,39.3382,30.7368666667,25.0159333333,38.2115333333,17.3206666666,39.6984666667,8.4068
516.56,11.6922,40.8255,4.65493333333,9.06331228069,10.0650666667,6.3298,39.3356,30.7354666666,25.0109333333,38.1734333333,17.3136333333,39.6795333333,8.41966666667
516.91,11.6857333333,40.8282,4.6402,9.06183508773,10.0506,6.32613333333,39.351,30.7432666667,25.0167333333,38.1704666667,17.3018666667,39.6849333333,8.4018
517.25,11.6605333333,40.7753333333,4.6116,9.05750877193,10.0266,6.2986,39.333,30.7223333333,24.9874,38.1034666667,17.2594,39.6280666667,8.37153333333
517.60,11.6713333333,40.7990333333,4.6212,9.09498596491,10.0414,6.30273333333,39.3721333333,30.7706666667,25.0136666667,38.1444,17.2778,39.6687333334,8.38413333333
517.95,11.6705333333,40.8256333333,4.63793333333,9.12815438596,10.0617333333,6.32626666667,39.3879333333,30.7696,25.0367333333,38.1698666667,17.2970666667,39.6764666667,8.4028
518.29,11.6904666667,40.8839,4.63753333333,9.12972982456,10.075,6.33733333333,39.4215333333,30.8097333333,25.0663333333,38.2340333333,17.3115666666,39.7266666667,8.39566666667
518.64,11.6981333333,40.9269333333,4.6534,9.1675368421,10.0985333333,6.36346666667,39.4596666667,30.8248,25.0856666667,38.2618666667,17.3254,39.7823333333,8.43313333333
518.99,11.6928,40.9314666667,4.6526,9.18298596492,10.1087333333,6.3662,39.4972666667,30.8334,25.0932666667,38.2564666667,17.3316666667,39.8115333333,8.4404
519.33,11.7169333333,40.9713,4.68033333333,9.22238947369,10.1377333333,6.39226666667,39.5376666667,30.8704666667,25.1274666667,38.2869,17.3593,39.8512,8.48186666667
519.68,11.6998,40.9421,4.66853333333,9.23051228071,10.1222666667,6.37873333333,39.5201333333,30.8538,25.1074,38.243,17.3372666667,39.8416,8.4884
520.02,11.7197333333,41.0145333333,4.671,9.26654035089,10.1418666667,6.37873333333,39.5851333333,30.8858666667,25.1304,38.2931,17.3621,39.9063333333,8.5164
520.37,11.7222666667,41.0723333333,4.66046666667,9.27949122807,10.1362,6.36906666667,39.6279333333,30.9021333333,25.1503333333,38.3271,17.3641666666,39.9592,8.54133333333
520.72,11.6989333333,41.1048666667,4.63553333333,9.28190175439,10.1231333333,6.34033333333,39.6664,30.9024,25.1429333333,38.3316333333,17.3589,39.9912,8.53113333333
521.06,11.7136,41.1709666667,4.65833333333,9.32445614036,10.1554,6.35786666667,39.7192666667,30.9266666667,25.1838,38.3744,17.3931333334,40.0593333333,8.5782
521.41,11.7274,41.2195333333,4.6774,9.35482105263,10.1614666667,6.38,39.7718,30.9306666666,25.2045333333,38.3917,17.4044333333,40.0753333333,8.6158
521.75,11.7776666667,41.2791666667,4.715,9.40036842105,10.1934,6.40633333333,39.8284666667,30.9675333333,25.2302666667,38.3957333333,17.4230666667,40.1127333333,8.66533333333
522.10,11.7410666667,41.2273333333,4.70873333333,9.41291578947,10.1667333333,6.386,39.8296666667,30.9294666667,25.1870666667,38.3262333334,17.3793666667,40.0734,8.66793333333
522.45,11.7604666667,41.2593333333,4.7116,9.43735438596,10.175,6.38693333334,39.864,30.9552666667,25.2128666667,38.3468,17.3942666667,40.1033333334,8.66973333333
522.79,11.7684666667,41.2277,4.707,9.45412280702,10.1734666667,6.38126666667,39.8432,30.9440666667,25.1818666667,38.3223,17.3752333333,40.0663333333,8.647
523.14,11.7578666667,41.1949,4.6718,9.44989824561,10.1462666667,6.36446666667,39.8362666667,30.9191333333,25.153,38.2939,17.3362333333,40.037,8.6082
523.48,11.7464,41.2116666667,4.64093333333,9.44964210527,10.127,6.3446,39.8479333333,30.9341333333,25.1672666667,38.3095,17.3191666667,40.0377333333,8.59666666667
523.83,11.71,41.1537333333,4.60713333333,9.42530175439,10.0709333333,6.3222,39.8086666667,30.9036666667,25.1392,38.2661666667,17.2844333333,39.9849333333,8.5568
524.17,11.6938,41.119,4.58113333333,9.41829122807,10.051,6.30766666667,39.7862,30.8959333333,25.1236,38.2449333333,17.2788,39.9362666667,8.51206666667
524.52,11.7188666667,41.1382333333,4.6142,9.46086666667,10.0834666667,6.3332,39.7939333333,30.9185333333,25.1470666667,38.2841333333,17.3056,39.953,8.52606666667
524.87,11.7396666667,41.1634333333,4.61846666666,9.47397192982,10.0814,6.33833333333,39.8334,30.9487333333,25.1513333333,38.3014666667,17.3238666667,39.9721333333,8.51493333333
525.21,11.7366666667,41.1896333333,4.60893333333,9.46798596491,10.0869333333,6.32826666666,39.8297333333,30.9576,25.1449333333,38.3109666667,17.3187,39.9846666667,8.47273333333
525.56,11.708,41.1615,4.57306666667,9.44528421053,10.0574,6.30106666667,39.8184,30.9531333333,25.1408666667,38.3327333333,17.3023333333,39.9734,8.42706666667
525.90,11.6992,41.1369666667,4.56773333333,9.45319649122,10.0587333333,6.2998,39.8163333333,30.9435333333,25.131,38.3069333333,17.2972,39.9494666667,8.39773333333
526.25,11.6643333333,41.1039666667,4.5432,9.42531929825,10.0287333333,6.27573333333,39.8072666667,30.9322,25.0923333333,38.2772,17.2615333333,39.9076666667,8.34833333333
526.59,11.6519333333,41.1239666667,4.53246666667,9.42367368422,10.0114666667,6.2656,39.8376666667,30.9444666667,25.0956,38.2874666667,17.2550666667,39.9176,8.31986666667
526.94,11.6217333333,41.1207333333,4.52966666666,9.42725614035,9.99346666667,6.25646666667,39.8243333333,30.9631333333,25.0856666667,38.2864333333,17.2513666667,39.9152666667,8.28846666667
527.28,11.6181333333,41.1444,4.5232,9.44128070175,9.98366666666,6.2518,39.8425333333,30.9747333333,25.0940666667,38.3187333333,17.2591333333,39.9309333333,8.26333333333
527.63,11.6259333333,41.1955333333,4.52166666667,9.45548070175,9.99006666667,6.2454,39.8784,30.9888,25.1118,38.3555666667,17.2551666667,39.9682666667,8.24486666667
527.97,11.6308,41.2344666667,4.5328,9.47389473684,9.98800000001,6.24633333333,39.8992666667,31.0134666667,25.1307333334,38.3727333333,17.2524666666,40.0087333333,8.2522
528.32,11.6354666667,41.2636,4.54066666667,9.50434385964,10.0024666667,6.25633333333,39.9120666667,31.0264,25.1558666667,38.3985666667,17.2697666667,40.0265333333,8.26293333333
528.66,11.6382,41.2745333333,4.5456,9.51899649123,10.0061333333,6.2554,39.9065333333,31.0224666667,25.1513333334,38.4011333333,17.2652666667,40.0362666667,8.2682
529.01,11.6422666667,41.2862666667,4.5506,9.5363508772,10.0070666667,6.25746666667,39.9115333333,31.0260666667,25.1642,38.4091,17.2725,40.0506666667,8.2796
529.35,11.6463333333,41.2943,4.55826666667,9.56422807017,10.0158666667,6.26413333333,39.8951333333,31.0222,25.1606,38.3954333333,17.2737666667,40.0504666667,8.29386666667
529.70,11.6590666667,41.3460333333,4.56806666667,9.59134385965,10.0280666667,6.26946666667,39.9034,31.0444,25.1800666667,38.4247,17.2875666667,40.0988666667,8.309
530.04,11.683,41.3859,4.5872,9.63126666666,10.0528666667,6.2836,39.9384666667,31.0728,25.2142,38.4566,17.3146666667,40.1504666667,8.3492
530.39,11.6994666667,41.4058333333,4.60026666667,9.66578245614,10.0663333333,6.29173333334,39.9314666667,31.0760666667,25.2324,38.4673,17.3270333333,40.1658,8.37786666667
530.73,11.7286,41.4711,4.61286666667,9.69981052632,10.0881333333,6.294,39.9782666667,31.08,25.2625333333,38.5032666667,17.3507333333,40.2124666667,8.40666666667
531.08,11.7448,41.5094666667,4.63193333333,9.73329473684,10.1108,6.307,40.0077333333,31.0912666667,25.2788,38.5087,17.3582333333,40.2308,8.43513333333
531.42,11.7654,41.5307333333,4.66053333333,9.78196491228,10.1398,6.33433333333,40.0442666667,31.1101333333,25.3024,38.5162666667,17.3842666667,40.2459333333,8.48633333333
531.77,11.7806666667,41.5702666667,4.673,9.82825614035,10.1652,6.3506,40.0914,31.1246,25.3123333333,38.5423666667,17.4037666667,40.2740666667,8.5078
532.11,11.7770666667,41.5527333333,4.66393333333,9.82078947369,10.1454666667,6.34093333333,40.1024666667,31.1206,25.2808666667,38.5087,17.3781,40.2635333333,8.49166666667
532.46,11.7594,41.5405666667,4.65353333333,9.82775087719,10.1340666667,6.33533333333,40.1095333333,31.1085333333,25.2883333333,38.5102,17.3708,40.2516,8.48546666667
532.80,11.7534,41.5193333333,4.6396,9.83241754387,10.126,6.32033333333,40.1229333333,31.0940666667,25.2806666667,38.4915666667,17.3608333333,40.2357333333,8.48773333333
533.15,11.7600666667,41.5616333333,4.64593333333,9.8506385965,10.1275333333,6.32213333333,40.1709333333,31.1190666666,25.2958666667,38.5367666667,17.3693,40.2993333333,8.49146666667
533.49,11.7776666667,41.5847333333,4.6612,9.87474385965,10.1418666667,6.34226666667,40.2156,31.1318666667,25.3184,38.5674666667,17.3854,40.3224,8.516
533.84,11.7574666667,41.5769333333,4.64633333333,9.87407368421,10.1133333333,6.32186666667,40.1954,31.0912,25.2932666667,38.5382666667,17.3599333333,40.286,8.48426666667
534.18,11.7712666667,41.6531333333,4.64826666667,9.89244912281,10.1243333333,6.33373333333,40.2565333334,31.1258,25.3067333333,38.5683333333,17.3751333333,40.3400666667,8.50973333333
534.52,11.7914,41.6942,4.6526,9.92022105264,10.1386666667,6.35606666667,40.2972,31.1352,25.3323333333,38.5944333333,17.3917,40.3732,8.53846666667
534.87,11.7919333333,41.6651666667,4.65833333333,9.94056491229,10.14,6.35213333333,40.2784,31.1236666667,25.3122666667,38.5697666667,17.3849666667,40.3561333333,8.55026666667
535.21,11.7815333333,41.6706333333,4.64886666666,9.94932982456,10.1294666667,6.34266666667,40.294,31.1236,25.3048,38.5789333333,17.3775333333,40.3850666667,8.55293333333
535.56,11.7746,41.6619333333,4.64066666667,9.95531228069,10.1241333333,6.3362,40.2804,31.1048666667,25.2998,38.5678,17.3656666667,40.3816,8.56906666667
535.90,11.7991333333,41.716,4.65273333333,10.0077298246,10.1403333333,6.3514,40.3308,31.1292,25.3273333333,38.606,17.3936666667,40.4283333333,8.61546666667
536.25,11.8325333333,41.7928666667,4.66433333333,10.0502526316,10.1652,6.36426666667,40.4004666667,31.1826666667,25.3471333333,38.6431333333,17.4109333333,40.5298666667,8.65953333333
536.59,11.8479333333,41.8386,4.68626666667,10.0904175439,10.1818666667,6.39573333333,40.4442,31.2185333333,25.3575333333,38.6727333333,17.4311333333,40.573,8.6896
536.93,11.8608666667,41.8526666667,4.693,10.1170210526,10.1828666667,6.4022,40.4798,31.2211333333,25.3663333333,38.6538333333,17.4363,40.5703333333,8.7298
537.28,11.8523333333,41.8605666667,4.67366666667,10.1270140351,10.1618666667,6.3842,40.4833333333,31.2250666667,25.3544666667,38.6430333333,17.4211666667,40.5723333333,8.72926666667
537.62,11.8640666667,41.9327666667,4.67946666667,10.1602631579,10.1838666667,6.39953333333,40.5604666667,31.287,25.3986666667,38.6944333333,17.4349666667,40.6542,8.77993333333
537.97,11.8475333333,41.8923333333,4.685,10.1911578947,10.1769333333,6.39933333333,40.5547333333,31.2593333333,25.3926666667,38.6747333333,17.4264,40.6238,8.77206666667
538.31,11.8308,41.8612666667,4.67653333333,10.1980947368,10.1702,6.3804,40.5536666667,31.2634,25.3812,38.6434666667,17.4056,40.5906,8.776
538.65,11.8683333333,41.9169,4.6826,10.2464491228,10.1865333333,6.40306666667,40.6201333333,31.3126,25.4338,38.7038666667,17.4407333333,40.6734,8.81366666667
539.00,11.8634,41.9052666667,4.6732,10.2635789474,10.1741333333,6.39706666667,40.5968,31.3070666667,25.4142666667,38.6520333333,17.4293666667,40.6348666667,8.81113333333
539.34,11.8764,41.9390333333,4.65986666667,10.2863087719,10.1757333333,6.39173333333,40.6787333333,31.3420666667,25.4467333333,38.7043,17.4443,40.6528666666,8.8128
539.69,11.8555333333,41.9436333333,4.63833333333,10.2873754386,10.1658,6.37833333333,40.6797333333,31.3491333334,25.4631333333,38.7205333333,17.4259333333,40.6506666667,8.8036
540.03,11.8456,41.9071,4.63193333333,10.3033122807,10.1592,6.37046666667,40.6756666667,31.3483333333,25.4800666667,38.7134,17.4094666667,40.5898666667,8.7822
540.37,11.8468666667,41.8904666667,4.63393333333,10.3342596491,10.1680666667,6.372,40.6524,31.342,25.4666666667,38.6827333333,17.3948,40.5531333333,8.7792
540.72,11.8686666667,41.9320666667,4.66226666667,10.3813578947,10.207,6.39946666667,40.6892666667,31.3774666667,25.5034666667,38.7356333334,17.4302333333,40.5781333334,8.7898
541.06,11.8754,41.9568,4.6756,10.4009192982,10.2185333333,6.4066,40.717,31.3982666667,25.5324,38.7710333333,17.4447666667,40.6044,8.79906666667
541.40,11.8984666667,41.9733333333,4.69513333333,10.4381157895,10.235,6.42326666666,40.7096666667,31.4064666667,25.5501333333,38.8071666667,17.4632333334,40.6238,8.80953333333
541.75,11.9175333333,42.0321666667,4.70466666667,10.4639333333,10.2566,6.43013333333,40.7546666667,31.4449333333,25.5858666667,38.8649333333,17.4884,40.6916,8.834
542.09,11.9285333333,42.0644,4.7246,10.5082175439,10.2713333333,6.45086666667,40.7714,31.4682666666,25.5885333333,38.8862666667,17.4940666667,40.7289333334,8.86546666667
542.43,11.9211333333,42.0911666667,4.7382,10.5309789474,10.2853333333,6.45953333333,40.7780666667,31.4588666667,25.5928,38.8976666667,17.4911333333,40.7264666667,8.8986
542.78,11.9744,42.1966666667,4.78353333334,10.5931719298,10.3378,6.50206666667,40.8706666667,31.5342,25.6692,39.015,17.5522666667,40.8283333334,8.968
543.12,11.9832,42.2305,4.8086,10.6298210526,10.3546,6.5128,40.856,31.5352666667,25.6647333333,39.0079666667,17.5517,40.8616,8.99546666667
543.46,12.0238,42.2861666667,4.85726666667,10.6946807018,10.3906666667,6.55013333333,40.8966,31.5579333333,25.6887333333,39.0277,17.5716333333,40.9062666667,9.06266666667
543.81,12.0520666667,42.3991666667,4.876,10.7509614035,10.42,6.57833333333,40.9717333333,31.5956666667,25.7215333333,39.0891,17.6073,41.0039333333,9.12733333333
544.15,12.0744666667,42.5269,4.87933333333,10.7835929825,10.4344666667,6.58786666667,41.0996,31.6634,25.7901333333,39.205,17.6515333333,41.1507333333,9.17246666667
544.49,12.0824666667,42.5790666667,4.8654,10.8031192982,10.4205333333,6.57993333333,41.1724,31.6898666667,25.8044,39.2388333333,17.6468333333,41.2048,9.20873333333
544.84,12.1105333333,42.6370333333,4.88846666667,10.8581508772,10.4433333333,6.60693333333,41.2319333333,31.7141333333,25.8276666667,39.2503333333,17.675,41.238,9.25213333333
545.18,12.1364666667,42.6756333333,4.91453333333,10.9021754386,10.4776,6.63906666667,41.3044,31.7396666667,25.8568,39.2792666667,17.7147333333,41.2891333333,9.29966666667
545.52,12.1663333334,42.7109666667,4.92493333333,10.9385824561,10.4971333333,6.6632,41.3525333333,31.7696,25.8636666667,39.2832333333,17.7343666667,41.3235333333,9.34033333333
545.87,12.1903333333,42.7741333333,4.92666666667,10.9559578947,10.504,6.67033333333,41.4168,31.7946,25.9098,39.3367666667,17.7680333333,41.3754666667,9.35493333333
546.21,12.2170666667,42.8476666667,4.92146666666,10.9745508772,10.5140666667,6.66586666667,41.4884666667,31.8442,25.9321333333,39.3680333333,17.7837666667,41.4503333333,9.35073333333
546.55,12.185,42.8443666667,4.89573333333,10.9675263158,10.4804,6.6324,41.4673333333,31.7969333333,25.899,39.3273,17.7455,41.4393333333,9.33713333333
546.90,12.1966666667,42.8908333333,4.89146666667,10.9994210526,10.4752,6.65106666667,41.5345333333,31.8392,25.9260666667,39.3568333333,17.7724333334,41.4879333333,9.36806666667
547.24,12.1864,42.9255,4.86386666667,11.0088210526,10.4888666667,6.63946666667,41.6046,31.8809333333,25.9582,39.3859,17.7893666667,41.5354,9.36426666667
547.58,12.1862666667,42.8971666667,4.88366666667,11.0234105263,10.4886666667,6.63826666667,41.5767333333,31.8668,25.9504666667,39.3741,17.7921,41.5231333333,9.38226666667
547.92,12.1774,42.8897333333,4.896,11.0541017544,10.4955333333,6.6498,41.5533333333,31.844,25.9439333333,39.3261333333,17.7740666667,41.5014666667,9.395
548.27,12.1722666667,42.8974666667,4.8962,11.0833192982,10.4928666667,6.65306666667,41.5376,31.8515333333,25.9496,39.3215333333,17.7601333333,41.528,9.4228
548.61,12.191,42.9436,4.89873333333,11.1304561404,10.5221333333,6.66646666667,41.5738666667,31.8821333333,25.9567333333,39.3711666667,17.7733666667,41.5908,9.47806666667
548.95,12.1967333333,42.9833333333,4.9024,11.1728210526,10.5156666667,6.67273333333,41.6174,31.9284666667,25.9611333333,39.3547666667,17.7691666667,41.5842,9.52293333333
549.29,12.2049333333,43.0055,4.92526666667,11.2297438597,10.5254,6.68973333333,41.6328,31.9405333333,26.0115333333,39.3621,17.7623,41.6027333333,9.59066666667
549.64,12.1790666667,42.9547,4.90706666667,11.2452245614,10.5029333333,6.68366666667,41.586,31.9030666667,25.9746,39.2833666667,17.7151666667,41.5686,9.607
549.98,12.1816666667,43.0001,4.92873333333,11.3029333333,10.5168,6.7058,41.6276666667,31.9354,26.0062666667,39.3224666667,17.7401333333,41.6170666667,9.67353333333
550.32,12.186,43.0248666667,4.91633333333,11.3370631579,10.5281333333,6.71633333333,41.6776666667,31.9812666667,26.0222666667,39.3404666667,17.7401333333,41.6496,9.6984
550.66,12.2109333333,43.0542,4.96486666666,11.3713894737,10.5725333333,6.73746666667,41.7044666667,32.0182,26.0718666667,39.3760666667,17.7607333333,41.6894,9.7224
551.01,12.2242666667,43.0593666667,4.96753333333,11.3701719298,10.5208666667,6.72873333333,41.6906666666,31.9786666667,26.0396666667,39.3633666667,17.7540333333,41.6927333333,9.72893333333
551.35,12.2247333333,43.0526666667,4.95046666667,11.3753964912,10.5126666667,6.72193333333,41.7358666667,31.9866,26.052,39.3757333333,17.7584,41.6912,9.7208
551.69,12.2935333333,43.1205666667,4.98513333333,11.4289157895,10.5521333333,6.74426666667,41.8242,32.0702,26.127,39.484,17.835,41.7634666667,9.78899999999
552.03,12.3013333333,43.2008333333,5.00813333333,11.4489192982,10.5818,6.75673333333,41.876,32.0944666667,26.1284,39.4807333333,17.8482666667,41.7812,9.76613333333
552.38,12.2657333333,43.2034666667,4.97413333333,11.4401017544,10.5432,6.72006666667,41.8647333333,32.0886,26.116,39.4499,17.8207666667,41.7622666667,9.72453333333
552.72,12.2657333333,43.2157,4.9768,11.4339789474,10.5588,6.71653333333,41.8464666667,32.0594,26.1248666667,39.4668333333,17.8189666667,41.7836666667,9.72306666667
553.06,12.2708,43.3005,4.98653333333,11.4482421053,10.5705333333,6.7066,41.8886666667,32.1085333333,26.1414666667,39.5236666667,17.8446666667,41.8626,9.7148
553.40,12.2815333333,43.3602333333,4.9924,11.4743017544,10.5840666667,6.69853333333,41.9803333333,32.156,26.1764,39.5635,17.8776333333,41.9242666667,9.73786666667
553.74,12.2878666667,43.4131,4.9788,11.496754386,10.5817333333,6.71066666667,42.0578,32.2,26.2031333333,39.6025666667,17.8733666667,41.9907333333,9.73813333333
554.09,12.3040666667,43.4993,5.0018,11.5422421052,10.587,6.73533333333,42.1219333333,32.2275333334,26.2471333334,39.6508,17.9035333333,42.0512666667,9.747
554.43,12.3111333333,43.5227,4.96306666667,11.5786491228,10.5750666667,6.7188,42.1467333333,32.2225333333,26.2302666667,39.6626666667,17.8980666667,42.0631333333,9.7654
554.77,12.3466666667,43.5798666667,5.00346666667,11.6674350877,10.6364666667,6.77093333333,42.213,32.2580666667,26.2892666667,39.6762,17.9300666667,42.1208,9.81066666667
555.11,12.4066666667,43.7466333333,5.04013333333,11.7623508772,10.6899333333,6.84893333333,42.3596666667,32.3455333333,26.3717333333,39.7375666667,17.9861,42.2796,9.91053333334
555.45,12.4052,43.8017666667,5.04233333333,11.8037192983,10.7088666667,6.86486666667,42.3748,32.3573333333,26.3722,39.7460666667,17.9885333333,42.3057333333,9.93653333333
555.80,12.4194,43.7727333333,5.03713333333,11.8231263158,10.7083333333,6.8708,42.379,32.3402,26.3772666667,39.7520333333,17.9927666667,42.3268,9.96846666667
556.14,12.4143333333,43.7553666667,5.02106666667,11.8163894737,10.6987333333,6.86513333333,42.3708,32.3205333333,26.3754666667,39.7747666667,17.9903,42.3136666667,9.97273333333
556.48,12.3861333333,43.742,4.98313333333,11.8184280702,10.6784,6.8312,42.3796666667,32.3328666667,26.3397333333,39.7393666667,17.9551,42.3014,9.943
556.82,12.3533333333,43.7189,4.952,11.8295157895,10.6592666667,6.80893333333,42.3988666667,32.304,26.3084,39.7173333333,17.9242666667,42.2598666667,9.94439999999
557.16,12.3822666667,43.7686333333,4.97926666667,11.8866280702,10.6707333333,6.8344,42.4421333333,32.3564,26.324,39.7617666667,17.9302333333,42.3042,9.98239999999
557.50,12.3444666667,43.7087333333,4.95433333333,11.8975789474,10.6564666667,6.81953333333,42.3848666667,32.3252666667,26.3055333333,39.6907666667,17.9073,42.2408666667,9.96653333333
557.85,12.3127333333,43.6396333333,4.9344,11.9037614035,10.6454,6.79246666667,42.3525333333,32.2778,26.2778,39.6175666667,17.8859666667,42.1790666667,9.98426666667
558.19,12.2968,43.6285,4.94826666667,11.9141859649,10.6289333333,6.7914,42.347,32.2596666667,26.2644,39.5876333333,17.8752333333,42.1447333333,9.98080000001
558.53,12.2832,43.6660666667,4.9394,11.9152982456,10.6293333333,6.77466666667,42.3462666667,32.2853333333,26.2928,39.6447666667,17.8887,42.1496,9.99086666667
558.87,12.2538,43.6034666667,4.92206666667,11.9092596491,10.6112,6.72513333333,42.2693333333,32.2426,26.2564666667,39.5932333333,17.8550333333,42.0702,9.92360000001
559.21,12.2535333333,43.5873666667,4.9516,11.9440280702,10.625,6.75453333333,42.3291333333,32.2414,26.2616,39.5701,17.8301,42.0762,9.94093333333
559.55,12.2868,43.6378666667,4.99553333333,12.0103298246,10.6651333333,6.7808,42.3810666667,32.2910666667,26.3055333333,39.6004333333,17.8725666667,42.1334666667,9.98993333334
559.89,12.3301333333,43.7395333333,5.06586666667,12.0804385965,10.7262,6.82113333333,42.4737333333,32.3270666667,26.3674,39.6399666666,17.8894333334,42.2028,10.04
560.23,12.3306666667,43.8016,5.0552,12.1123438596,10.7125333333,6.8184,42.5562666667,32.3439333333,26.3953333333,39.6922,17.8948,42.2746666667,10.0496
560.58,12.3124666667,43.7968333333,5.0066,12.0813403509,10.6879333333,6.79313333333,42.5392666667,32.3325333333,26.3579333333,39.6708,17.8444,42.2778,9.97426666666
560.92,12.2776666667,43.7646,4.98266666667,12.0595192982,10.6849333333,6.74726666667,42.5011333333,32.2726666667,26.3536666666,39.6533333333,17.8108,42.243,9.94413333333
561.26,12.2972,43.8263,5.00313333333,12.0910877193,10.6897333333,6.7448,42.5627333333,32.2646,26.3478,39.6570333333,17.8215,42.2715333334,9.95100000001
561.60,12.3398,43.9084666667,5.01813333333,12.133722807,10.7138666667,6.76906666667,42.6184666667,32.33,26.3769333333,39.7227,17.8351666667,42.3490666667,9.95680000001
561.94,12.4104666667,43.9663666667,5.06073333333,12.1836526316,10.7864,6.80986666667,42.6694666667,32.391,26.4416666667,39.7682333333,17.8774333333,42.4636666667,10.0056
562.28,12.3563333333,43.8912,4.9906,12.1533157895,10.7304,6.75266666667,42.5994666667,32.3366,26.3453333333,39.7014,17.816,42.4045333333,9.94113333333
562.62,12.3498666667,43.9137333333,4.98446666667,12.1644105263,10.7282,6.74673333333,42.6100666667,32.3514666667,26.3356666667,39.7320333333,17.8217666667,42.4324,9.95413333334
562.96,12.3331333333,43.9086,4.9656,12.1578701755,10.7146,6.7232,42.5342,32.326,26.3050666667,39.7264,17.8345333333,42.419,9.92393333333
563.30,12.3088,43.8736333333,4.93413333333,12.1652982456,10.6824,6.70893333334,42.4985333333,32.297,26.2750666667,39.7147,17.8000333333,42.3571333333,9.88893333333
563.64,12.2917333333,43.8468666667,4.89033333333,12.1783824561,10.6460666667,6.67833333333,42.501,32.296,26.2629333333,39.7123333333,17.8146666667,42.3596,9.87606666667
563.99,12.3019333333,43.8216666667,4.89813333333,12.1971438596,10.6448666667,6.6826,42.456,32.2756,26.2581333333,39.6881,17.8213,42.2919333333,9.85273333333
564.33,12.2718,43.7745,4.864,12.2191649123,10.6061333333,6.6652,42.4310666667,32.2352666666,26.2351333333,39.6676666667,17.8122666667,42.2266,9.83486666667
564.67,12.3116,43.8531666667,4.87986666667,12.2654245614,10.6316666667,6.69453333333,42.4658,32.2839333333,26.2548666666,39.7073666667,17.8361666667,42.2539333333,9.82093333333
565.01,12.3194666667,43.8431,4.89173333333,12.2716070176,10.6308,6.69566666667,42.463,32.3071333333,26.2576666667,39.7452333333,17.8457,42.2582,9.79866666667
565.35,12.3028,43.7865333333,4.8802,12.2710140351,10.6198666667,6.68046666667,42.4043333333,32.2962666667,26.2311333333,39.7209666667,17.8442333333,42.2065333333,9.7674
565.69,12.2372,43.7830333333,4.8392,12.2667789474,10.5721333333,6.63766666667,42.3922,32.2861333333,26.2026666667,39.7210333333,17.8182333333,42.1646666667,9.73546666667
566.03,12.2686666667,43.8465,4.89293333333,12.3415859649,10.6062666667,6.68693333333,42.4762666667,32.3418,26.2804666667,39.7767333333,17.8760666667,42.2159333333,9.77993333333
566.37,12.2625333333,43.8835666667,4.88073333333,12.3508350877,10.5926666667,6.67013333333,42.5099333333,32.3653333333,26.2911333333,39.7890666667,17.8734,42.234,9.76080000001
566.71,12.2424,43.8916,4.82186666667,12.3469964912,10.5618666667,6.61686666667,42.5115333333,32.3650666667,26.2885333333,39.7948333333,17.8492333333,42.2362,9.72920000001
567.05,12.2489333333,43.9535333333,4.83766666667,12.3795192982,10.5895333333,6.63706666667,42.5878,32.4010666667,26.3179333333,39.8134666667,17.868,42.3058666666,9.74473333333
567.39,12.2562666667,43.9279,4.85186666667,12.4127333333,10.5862,6.6614,42.5622666667,32.402,26.3037333333,39.7799,17.8545666667,42.2742666667,9.77719999999
567.73,12.276,43.9465,4.88206666667,12.4576105263,10.6132666667,6.68266666667,42.5576666667,32.4214666667,26.3030666667,39.7774333333,17.8803,42.2954666667,9.83226666666
568.07,12.3415333333,43.9773333333,4.9622,12.5257859649,10.68,6.7306,42.5661333333,32.4566666667,26.3542,39.7914,17.9310666667,42.3386,9.89033333334
568.41,12.3339333333,43.9713666667,4.95046666667,12.5510245614,10.6655333333,6.73186666667,42.5882,32.4484666667,26.3655333333,39.7805,17.9483666667,42.3643333333,9.91206666667
568.75,12.3386,43.9711,4.93526666666,12.5712596491,10.6668666667,6.72706666667,42.5741333333,32.4494666667,26.3762666667,39.7745,17.9526333333,42.3516,9.92760000001
