wavelength,Back_TanMeyf,Belly_TanMeyf,Breast_TanMeyf,Crissum_TanMeyf,Crown_TanMeyf,DorTail_TanMeyf,Patch10_TanMeyf,Patch11_TanMeyf,Patch12_TanMeyf,Rump_TanMeyf,Throat_TanMeyf,WingTip_TanMeyf
558.87,25.8036666667,37.8753333333,30.3243333333,37.738,43.29,11.8343333333,22.2223333333,18.082,11.9493333333,29.6956666667,25.5216666667,8.037
559.21,25.759,37.8303333333,30.2376666667,37.7996666667,43.2993333333,11.845,22.1776666667,18.0446666667,11.908,29.6223333333,25.4573333333,7.935
559.55,25.7413333333,37.8206666667,30.0603333333,37.81,43.2683333333,11.7853333333,22.1883333333,18.0213333333,11.913,29.5453333333,25.3823333333,7.947
559.89,25.6333333333,37.7636666667,30.0113333333,37.8223333333,43.311,11.7543333333,22.215,17.981,11.877,29.47,25.2653333333,7.87
560.23,25.5446666667,37.73,29.9466666667,37.7656666667,43.3413333333,11.7316666667,22.2503333333,17.9336666667,11.8433333333,29.3746666667,25.21,7.955
560.58,25.5403333333,37.7583333333,29.928,37.8186666667,43.4373333333,11.785,22.3396666667,17.9776666667,11.933,29.368,25.2073333333,8.065
560.92,25.566,37.7703333333,29.9473333333,37.8543333333,43.5316666667,11.857,22.4286666667,17.9866666667,11.9683333333,29.3473333333,25.279,8.141
561.26,25.569,37.7913333333,29.9026666667,37.882,43.5936666667,11.9036666667,22.506,17.9996666667,12.0613333333,29.2333333333,25.242,8.2
561.60,25.4923333333,37.7646666667,29.8113333333,37.923,43.6486666667,11.876,22.5183333333,17.9193333333,11.995,29.1373333333,25.182,8.215
561.94,25.5043333333,37.82,29.8263333333,37.9816666667,43.7066666667,11.8923333333,22.559,17.9326666667,12.0883333333,29.0783333333,25.188,8.268
562.28,25.5293333333,37.9263333333,29.8816666667,38.0986666667,43.855,11.9763333333,22.625,18.0096666667,12.0876666667,29.23,25.2523333333,8.345
562.62,25.5063333333,37.9143333333,29.7933333333,38.121,43.9006666667,12.0113333333,22.6956666667,17.955,12.1233333333,29.1753333333,25.2293333333,8.362
562.96,25.5096666667,37.9736666667,29.7256666667,38.136,43.962,12.0036666667,22.7836666667,18.0153333333,12.1133333333,29.1283333333,25.2356666667,8.414
563.30,25.5356666667,37.974,29.7113333333,38.2303333333,44.1236666667,12.0963333333,22.8506666667,18.0663333333,12.145,29.099,25.2666666667,8.436
563.64,25.5306666667,37.9676666667,29.6216666667,38.3076666667,44.19,12.1103333333,22.8536666667,18.0523333333,12.1463333333,29.0783333333,25.259,8.522
563.99,25.526,38.017,29.644,38.427,44.311,12.1666666667,22.8743333333,18.09,12.1986666667,29.0476666667,25.2926666667,8.518
564.33,25.4816666667,37.9626666667,29.6053333333,38.45,44.4026666667,12.1633333333,22.878,18.094,12.145,28.973,25.2706666667,8.523
564.67,25.3996666667,38.0076666667,29.5053333333,38.446,44.378,12.161,22.9043333333,18.108,12.1223333333,28.8946666667,25.2276666667,8.512
565.01,25.3396666667,37.9473333333,29.4633333333,38.4576666667,44.4393333333,12.161,22.9323333333,18.1066666667,12.1353333333,28.8586666667,25.2263333333,8.516
565.35,25.3413333333,38.0413333333,29.491,38.476,44.523,12.187,22.992,18.1536666667,12.1216666667,28.8796666667,25.218,8.542
565.69,25.2766666667,38.0206666667,29.4146666667,38.5213333333,44.5656666667,12.1716666667,23.05,18.117,12.103,28.8416666667,25.1446666667,8.54
566.03,25.1303333333,37.9653333333,29.293,38.5343333333,44.5766666667,12.1083333333,23.0453333333,18.0653333333,12.0723333333,28.6383333333,25.0393333333,8.479
566.37,25.1116666667,37.9646666667,29.3126666667,38.619,44.657,12.1013333333,23.0656666667,18.093,12.0656666667,28.591,25.0193333333,8.493
566.71,25.0983333333,37.993,29.318,38.7026666667,44.8093333333,12.1083333333,23.133,18.0583333333,12.1376666667,28.593,24.9953333333,8.47
567.05,25.0163333333,38.0163333333,29.2713333333,38.71,44.7173333333,12.0273333333,23.1356666667,18.01,12.136,28.515,24.9366666667,8.492
567.39,24.982,38.0836666667,29.304,38.7666666667,44.7773333333,12.0413333333,23.2283333333,18.0436666667,12.1696666667,28.4893333333,24.974,8.49
567.73,24.9576666667,38.1083333333,29.302,38.796,44.8073333333,12.0403333333,23.2653333333,18.054,12.165,28.4776666667,24.9326666667,8.487
568.07,24.8963333333,38.0943333333,29.2116666667,38.7933333333,44.7936666667,11.995,23.266,17.9996666667,12.1503333333,28.3886666667,24.8606666667,8.449
568.41,24.795,37.9786666667,29.2006666667,38.834,44.8106666667,11.9286666667,23.2846666667,17.9483333333,12.13,28.322,24.7466666667,8.4
568.75,24.7633333333,37.9893333333,29.1203333333,38.888,44.8776666667,11.956,23.3203333333,17.9263333333,12.0863333333,28.2813333333,24.6903333333,8.438
569.09,24.6843333333,37.9153333333,29.0066666667,38.8896666667,44.8703333333,11.9173333333,23.315,17.8723333333,12.091,28.1843333333,24.605,8.426
569.43,24.6236666667,37.9276666667,29.019,38.9173333333,44.9383333333,11.927,23.3426666667,17.902,12.096,28.171,24.583,8.451
569.77,24.6333333333,37.9876666667,29.042,39.021,44.9986666667,11.9886666667,23.3993333333,17.8846666667,12.155,28.2086666667,24.585,8.559
570.11,24.5863333333,38.013,29.0273333333,39.0093333333,45.027,12.0216666667,23.4746666667,17.905,12.2123333333,28.1736666667,24.5973333333,8.558
570.45,24.5113333333,37.9733333333,29.0296666667,39.0273333333,44.9853333333,12.0273333333,23.473,17.8873333333,12.1636666667,28.076,24.6003333333,8.588
570.79,24.449,37.9053333333,29.005,39.029,45.0566666667,12.1096666667,23.507,17.866,12.157,28.0283333333,24.599,8.58
571.13,24.4216666667,37.8473333333,28.9746666667,39.0246666667,45.0763333333,12.115,23.5013333333,17.8313333333,12.1386666667,27.9323333333,24.5423333333,8.562
571.47,24.4153333333,37.8216666667,28.9486666667,39.0636666667,45.1566666667,12.1186666667,23.544,17.781,12.1876666667,27.8706666667,24.55,8.587
571.81,24.356,37.8073333333,28.9633333333,39.0933333333,45.2023333333,12.1683333333,23.5563333333,17.7566666667,12.19,27.85,24.5666666667,8.682
572.15,24.3686666667,37.878,28.9126666667,39.1176666667,45.294,12.186,23.5973333333,17.727,12.237,27.8276666667,24.5996666667,8.769
572.49,24.3333333333,37.8813333333,28.9513333333,39.1476666667,45.306,12.1666666667,23.647,17.717,12.2733333333,27.8036666667,24.632,8.817
572.83,24.2986666667,37.9146666667,28.935,39.2126666667,45.382,12.172,23.6946666667,17.7413333333,12.2513333333,27.759,24.6826666667,8.816
573.17,24.259,37.8883333333,28.8516666667,39.2463333333,45.41,12.194,23.6666666667,17.7063333333,12.266,27.661,24.6933333333,8.828
573.51,24.196,37.878,28.795,39.195,45.444,12.1703333333,23.7226666667,17.6673333333,12.2463333333,27.5906666667,24.675,8.821
573.85,24.173,37.9013333333,28.7463333333,39.2446666667,45.53,12.1616666667,23.74,17.6193333333,12.2333333333,27.5593333333,24.676,8.917
574.19,24.1303333333,37.869,28.6516666667,39.2246666667,45.5423333333,12.168,23.7306666667,17.5646666667,12.2586666667,27.5146666667,24.628,8.926
574.53,24.0846666667,37.888,28.593,39.2823333333,45.612,12.1203333333,23.7426666667,17.5316666667,12.2666666667,27.4403333333,24.601,8.976
574.87,24.0113333333,37.888,28.5143333333,39.3476666667,45.6296666667,12.0963333333,23.749,17.5336666667,12.274,27.3833333333,24.5893333333,8.996
575.21,23.8906666667,37.856,28.3893333333,39.289,45.5543333333,12.0466666667,23.712,17.4856666667,12.2276666667,27.3046666667,24.5156666667,8.964
575.55,23.8543333333,37.8906666667,28.3226666667,39.3066666667,45.5006666667,11.9673333333,23.731,17.464,12.2836666667,27.2776666667,24.4933333333,8.946
575.89,23.762,37.8296666667,28.214,39.303,45.4586666667,11.9426666667,23.6666666667,17.4086666667,12.224,27.1613333333,24.4016666667,8.837
576.22,23.693,37.7663333333,28.1056666667,39.3003333333,45.435,11.876,23.6026666667,17.3313333333,12.149,27.0313333333,24.302,8.762
576.56,23.5893333333,37.6286666667,28.017,39.277,45.3313333333,11.8306666667,23.5906666667,17.2743333333,12.1896666667,26.9706666667,24.229,8.746
576.90,23.522,37.642,27.941,39.267,45.25,11.7733333333,23.6116666667,17.2013333333,12.1596666667,26.8796666667,24.1503333333,8.695
577.24,23.4576666667,37.6263333333,27.926,39.32,45.19,11.761,23.591,17.1733333333,12.2046666667,26.8163333333,24.133,8.683
577.58,23.4193333333,37.5786666667,27.8683333333,39.338,45.1313333333,11.7556666667,23.577,17.1576666667,12.1993333333,26.7696666667,24.089,8.668
577.92,23.3256666667,37.635,27.893,39.3306666667,45.1903333333,11.7436666667,23.5903333333,17.1786666667,12.224,26.7223333333,24.0956666667,8.664
578.26,23.2193333333,37.6143333333,27.8316666667,39.27,45.1116666667,11.7273333333,23.5643333333,17.1486666667,12.2076666667,26.6993333333,24.0546666667,8.642
578.60,23.2173333333,37.625,27.843,39.2803333333,45.1456666667,11.7556666667,23.5893333333,17.1303333333,12.2433333333,26.7076666667,24.0936666667,8.681
578.94,23.1146666667,37.5723333333,27.803,39.3666666667,45.1406666667,11.7133333333,23.583,17.041,12.1846666667,26.6266666667,24.043,8.696
579.28,23.0606666667,37.543,27.807,39.4746666667,45.1783333333,11.777,23.622,17.0033333333,12.1493333333,26.5436666667,24.0373333333,8.68
579.61,22.9556666667,37.517,27.851,39.4836666667,45.106,11.77,23.6526666667,17.0233333333,12.1083333333,26.5206666667,24.0166666667,8.758
579.95,22.8713333333,37.5636666667,27.8096666667,39.5023333333,45.0443333333,11.804,23.671,16.9826666667,12.1573333333,26.521,24.0306666667,8.756
580.29,22.8703333333,37.6703333333,27.828,39.487,45.019,11.833,23.68,16.9483333333,12.1413333333,26.4716666667,24.0176666667,8.807
580.63,22.8763333333,37.7206666667,27.9,39.568,45.0466666667,11.8453333333,23.6706666667,16.9273333333,12.1,26.5043333333,24.0433333333,8.888
580.97,22.8006666667,37.637,27.7646666667,39.5146666667,44.9866666667,11.7726666667,23.6023333333,16.8826666667,12.057,26.4263333333,24.0083333333,8.853
581.31,22.664,37.6016666667,27.7423333333,39.5276666667,44.902,11.745,23.5783333333,16.847,12.048,26.2783333333,23.9633333333,8.822
581.65,22.6306666667,37.53,27.614,39.56,44.769,11.675,23.548,16.7836666667,11.983,26.1666666667,23.9166666667,8.829
581.98,22.6773333333,37.6013333333,27.6566666667,39.6596666667,44.832,11.717,23.5763333333,16.8,12.0306666667,26.1943333333,23.9516666667,8.863
582.32,22.5726666667,37.5726666667,27.568,39.572,44.7496666667,11.6773333333,23.5333333333,16.7166666667,11.955,26.0843333333,23.818,8.786
582.66,22.6096666667,37.7456666667,27.6226666667,39.6763333333,44.7956666667,11.7633333333,23.5533333333,16.7783333333,12.005,26.0646666667,23.8746666667,8.841
583.00,22.5966666667,37.7763333333,27.547,39.5883333333,44.797,11.7366666667,23.5516666667,16.784,11.9863333333,26.03,23.823,8.876
583.34,22.5516666667,37.7616666667,27.4686666667,39.6163333333,44.7373333333,11.708,23.5636666667,16.7536666667,12.0156666667,25.928,23.8526666667,8.745
583.68,22.552,37.8046666667,27.4866666667,39.66,44.7776666667,11.6986666667,23.5973333333,16.7946666667,12.0053333333,25.874,23.8836666667,8.808
584.01,22.4723333333,37.8373333333,27.431,39.7463333333,44.8776666667,11.7056666667,23.5943333333,16.749,12.0103333333,25.7726666667,23.9436666667,8.9
584.35,22.3473333333,37.777,27.3253333333,39.787,44.9486666667,11.7056666667,23.6243333333,16.7943333333,12.0153333333,25.7223333333,23.9646666667,8.879
584.69,22.361,37.8193333333,27.3656666667,39.8933333333,44.975,11.7663333333,23.639,16.8426666667,11.9526666667,25.7056666667,23.9536666667,8.947
585.03,22.3266666667,37.8613333333,27.2883333333,39.9036666667,44.991,11.7626666667,23.6026666667,16.7866666667,11.9173333333,25.7033333333,23.917,8.848
585.37,22.2856666667,37.9103333333,27.3096666667,39.9823333333,44.9906666667,11.8043333333,23.6096666667,16.754,11.9303333333,25.7506666667,23.9033333333,8.795
585.70,22.1403333333,37.8186666667,27.1386666667,39.945,44.8286666667,11.7316666667,23.4976666667,16.6253333333,11.9043333333,25.59,23.8266666667,8.735
586.04,21.9826666667,37.7533333333,27.0316666667,39.916,44.6446666667,11.6453333333,23.3733333333,16.496,11.8036666667,25.4843333333,23.8246666667,8.773
586.38,21.862,37.6223333333,26.9063333333,39.831,44.5653333333,11.6036666667,23.302,16.4656666667,11.7806666667,25.454,23.76,8.784
586.72,21.837,37.705,27.0146666667,39.975,44.6026666667,11.685,23.3223333333,16.505,11.8416666667,25.4526666667,23.829,8.79
587.06,21.772,37.7106666667,26.9313333333,39.934,44.5983333333,11.664,23.234,16.438,11.8573333333,25.377,23.7456666667,8.843
587.39,21.6883333333,37.6716666667,26.885,39.966,44.565,11.6533333333,23.2253333333,16.373,11.8816666667,25.2726666667,23.6916666667,8.844
587.73,21.6946666667,37.6483333333,26.9276666667,39.9536666667,44.4746666667,11.6433333333,23.1736666667,16.3723333333,11.8956666667,25.2846666667,23.608,8.782
588.07,21.5586666667,37.6156666667,26.9063333333,39.92,44.3353333333,11.578,23.0553333333,16.3073333333,11.8583333333,25.153,23.527,8.767
588.41,21.5076666667,37.6203333333,26.895,39.87,44.3176666667,11.56,23.0533333333,16.2713333333,11.9486666667,25.0926666667,23.5123333333,8.751
588.74,21.483,37.6186666667,26.9506666667,39.928,44.27,11.5566666667,23.0506666667,16.2966666667,11.9646666667,25.0283333333,23.54,8.874
589.08,21.4376666667,37.6343333333,26.9576666667,39.9986666667,44.238,11.547,23.063,16.347,12.0063333333,24.9833333333,23.564,8.922
589.42,21.3673333333,37.5716666667,27.003,39.9903333333,44.184,11.4996666667,23.081,16.3133333333,11.9643333333,24.895,23.5303333333,8.858
589.76,21.4493333333,37.639,27.1286666667,40.1486666667,44.3286666667,11.568,23.187,16.4056666667,12.1123333333,24.858,23.589,8.93
590.09,21.477,37.6423333333,27.232,40.2123333333,44.2543333333,11.5526666667,23.2216666667,16.4186666667,12.2126666667,24.774,23.5983333333,8.941
590.43,21.3186666667,37.5453333333,27.064,40.1256666667,44.0826666667,11.4216666667,23.1066666667,16.2863333333,12.1213333333,24.627,23.503,8.82
590.77,21.3,37.5333333333,27.0863333333,40.175,44.0656666667,11.4983333333,23.1806666667,16.312,12.1523333333,24.639,23.5506666667,8.924
591.11,21.2616666667,37.5053333333,27.0786666667,40.2023333333,43.9776666667,11.5276666667,23.1576666667,16.267,12.1086666667,24.6156666667,23.5926666667,8.973
591.44,21.145,37.526,27.008,40.2216666667,43.9716666667,11.522,23.2033333333,16.2356666667,12.0666666667,24.5436666667,23.6106666667,8.969
591.78,21.159,37.564,27.053,40.3173333333,43.9123333333,11.5993333333,23.2563333333,16.2253333333,12.1573333333,24.567,23.7076666667,8.988
592.12,21.092,37.5496666667,27.0596666667,40.4096666667,43.82,11.6023333333,23.213,16.1456666667,12.1443333333,24.4873333333,23.6766666667,8.933
592.46,21.041,37.4773333333,26.9816666667,40.44,43.7316666667,11.5763333333,23.189,16.106,12.107,24.442,23.6626666667,8.909
592.79,21.0446666667,37.5973333333,26.9956666667,40.512,43.7933333333,11.6046666667,23.1633333333,16.039,12.1093333333,24.369,23.663,9.021
593.13,20.9963333333,37.6893333333,26.93,40.5473333333,43.795,11.565,23.1233333333,16.023,12.0873333333,24.3353333333,23.62,9.059
593.47,20.9496666667,37.786,27.001,40.58,43.7563333333,11.5876666667,23.1436666667,15.9643333333,12.066,24.337,23.5863333333,9.057
593.80,20.8696666667,37.8043333333,26.8813333333,40.567,43.6686666667,11.609,23.1183333333,15.9146666667,11.9396666667,24.3033333333,23.5656666667,9.11
594.14,20.8233333333,37.8063333333,26.8293333333,40.6103333333,43.5976666667,11.591,23.1133333333,15.8853333333,11.9283333333,24.227,23.536,9.154
594.48,20.746,37.9213333333,26.846,40.6873333333,43.553,11.5776666667,23.0816666667,15.9026666667,11.939,24.143,23.5826666667,9.175
594.81,20.788,37.9876666667,26.869,40.7786666667,43.5573333333,11.5703333333,23.053,15.991,11.999,24.116,23.5773333333,9.136
595.15,20.731,37.9373333333,26.9266666667,40.851,43.4516666667,11.5243333333,22.953,15.9446666667,11.9526666667,24.013,23.5106666667,9.121
595.49,20.6146666667,37.8643333333,26.8426666667,40.731,43.3466666667,11.4526666667,22.8903333333,15.8923333333,11.842,23.8733333333,23.395,9.018
595.82,20.5923333333,37.8653333333,26.749,40.729,43.2543333333,11.4203333333,22.8373333333,15.864,11.8223333333,23.8056666667,23.367,9.027
596.16,20.519,37.8943333333,26.7363333333,40.71,43.234,11.3556666667,22.7933333333,15.827,11.8216666667,23.663,23.2933333333,9.007
596.50,20.3973333333,37.7653333333,26.636,40.6106666667,43.0366666667,11.222,22.6766666667,15.7346666667,11.754,23.551,23.275,8.914
596.83,20.3856666667,37.7773333333,26.652,40.635,42.99,11.2443333333,22.679,15.713,11.739,23.4673333333,23.329,8.964
597.17,20.2996666667,37.6796666667,26.5453333333,40.7126666667,42.8856666667,11.2046666667,22.576,15.703,11.7066666667,23.385,23.306,8.919
597.51,20.243,37.6676666667,26.5853333333,40.768,42.8363333333,11.1376666667,22.4873333333,15.6516666667,11.7326666667,23.309,23.3173333333,8.892
597.84,20.222,37.7153333333,26.6203333333,40.7963333333,42.781,11.1136666667,22.4346666667,15.6766666667,11.7456666667,23.2766666667,23.3506666667,8.988
598.18,20.2153333333,37.5916666667,26.597,40.732,42.6466666667,11.046,22.361,15.5796666667,11.659,23.2176666667,23.2486666667,8.975
598.52,20.1333333333,37.506,26.5416666667,40.697,42.5483333333,11.02,22.2486666667,15.503,11.6216666667,23.1286666667,23.224,8.907
598.85,20.0763333333,37.5176666667,26.4733333333,40.648,42.4373333333,11.0126666667,22.2196666667,15.49,11.681,23.1023333333,23.266,8.901
599.19,20.0736666667,37.5056666667,26.436,40.7076666667,42.4236666667,11.014,22.1933333333,15.4626666667,11.689,23.0913333333,23.268,8.975
599.53,19.9936666667,37.5426666667,26.492,40.7456666667,42.3676666667,11.053,22.21,15.432,11.689,23.0503333333,23.2803333333,9.085
599.86,19.9723333333,37.5503333333,26.5013333333,40.791,42.2116666667,11.1196666667,22.1876666667,15.438,11.742,23.033,23.3413333333,9.151
600.20,19.946,37.5643333333,26.5293333333,40.8126666667,42.2343333333,11.189,22.1806666667,15.448,11.733,22.9773333333,23.2846666667,9.193
600.53,19.8993333333,37.5403333333,26.5216666667,40.8453333333,42.0666666667,11.1923333333,22.1586666667,15.4963333333,11.7916666667,22.9596666667,23.3123333333,9.258
600.87,19.9456666667,37.6683333333,26.5656666667,40.768,41.9806666667,11.22,22.1286666667,15.517,11.8613333333,23.007,23.3413333333,9.34
601.21,19.8936666667,37.6813333333,26.4333333333,40.7353333333,42.019,11.2253333333,22.1133333333,15.5456666667,11.834,22.9323333333,23.306,9.285
601.54,19.9283333333,37.635,26.4996666667,40.7693333333,41.9956666667,11.315,22.0886666667,15.4803333333,11.911,22.9416666667,23.2966666667,9.296
601.88,19.9093333333,37.7253333333,26.568,40.89,41.9466666667,11.31,22.069,15.499,11.8846666667,22.9093333333,23.387,9.291
602.21,19.8083333333,37.767,26.5503333333,40.8373333333,41.8186666667,11.2993333333,22.0946666667,15.4816666667,11.8813333333,22.866,23.308,9.425
602.55,19.8003333333,37.7716666667,26.5123333333,40.8666666667,41.7616666667,11.2626666667,22.0303333333,15.4593333333,11.8673333333,22.751,23.261,9.517
602.88,19.7866666667,37.8943333333,26.5496666667,40.898,41.6953333333,11.2326666667,22.0123333333,15.4006666667,11.9046666667,22.7186666667,23.2386666667,9.595
603.22,19.7426666667,37.8813333333,26.5193333333,40.8736666667,41.699,11.2013333333,21.9376666667,15.4053333333,11.916,22.6593333333,23.2316666667,9.522
603.56,19.658,37.925,26.484,40.868,41.7316666667,11.176,21.8753333333,15.315,11.8113333333,22.6693333333,23.19,9.515
603.89,19.6016666667,37.894,26.4653333333,40.886,41.628,11.139,21.8213333333,15.289,11.8236666667,22.627,23.1753333333,9.469
604.23,19.5886666667,37.929,26.4416666667,40.9106666667,41.613,11.148,21.7783333333,15.222,11.7896666667,22.5813333333,23.103,9.425
604.56,19.4676666667,37.881,26.366,40.9586666667,41.5793333333,11.1186666667,21.7096666667,15.1593333333,11.7133333333,22.4516666667,23.063,9.423
604.90,19.4103333333,37.9023333333,26.3676666667,40.972,41.4343333333,11.0526666667,21.648,15.0706666667,11.6666666667,22.42,23.0476666667,9.433
605.23,19.281,37.872,26.226,40.9333333333,41.3056666667,10.9736666667,21.5836666667,15.0223333333,11.5713333333,22.3296666667,22.974,9.475
605.57,19.2183333333,37.8586666667,26.103,40.9643333333,41.3053333333,10.958,21.5436666667,14.9883333333,11.597,22.3156666667,22.9263333333,9.514
605.90,19.0833333333,37.8046666667,26.0123333333,40.953,41.1976666667,10.8056666667,21.3483333333,14.8613333333,11.487,22.1693333333,22.843,9.423
606.24,19.0203333333,37.871,26.0483333333,40.9933333333,41.1776666667,10.8236666667,21.316,14.8453333333,11.4543333333,22.214,22.859,9.393
606.58,18.9253333333,37.732,25.973,41.0113333333,41.0766666667,10.815,21.2066666667,14.816,11.402,22.1276666667,22.8313333333,9.384
606.91,18.8186666667,37.686,25.9213333333,41.0456666667,40.894,10.7666666667,21.1773333333,14.739,11.2853333333,22.0983333333,22.78,9.43
607.25,18.7106666667,37.5863333333,25.9266666667,40.975,40.6843333333,10.7113333333,21.0473333333,14.714,11.2726666667,22.0263333333,22.7453333333,9.391
607.58,18.5946666667,37.5163333333,25.8356666667,40.9196666667,40.4563333333,10.6426666667,20.932,14.6116666667,11.1693333333,21.947,22.6473333333,9.392
607.92,18.5076666667,37.512,25.835,40.9093333333,40.3976666667,10.5696666667,20.807,14.657,11.1746666667,21.919,22.6706666667,9.436
608.25,18.472,37.4886666667,25.75,40.8183333333,40.2113333333,10.4753333333,20.765,14.591,11.1363333333,21.8683333333,22.583,9.391
608.59,18.4303333333,37.4033333333,25.7343333333,40.7846666667,40.1466666667,10.527,20.7006666667,14.5556666667,11.142,21.8686666667,22.5613333333,9.46
608.92,18.4076666667,37.4293333333,25.767,40.8376666667,40.0786666667,10.5123333333,20.663,14.5496666667,11.1476666667,21.8826666667,22.5663333333,9.443
609.26,18.3326666667,37.369,25.7636666667,40.6923333333,39.839,10.522,20.5463333333,14.4686666667,11.1276666667,21.8743333333,22.513,9.349
609.59,18.319,37.2883333333,25.767,40.7106666667,39.737,10.57,20.5426666667,14.468,11.15,21.9596666667,22.5503333333,9.375
609.93,18.299,37.2333333333,25.7503333333,40.6933333333,39.6476666667,10.552,20.4716666667,14.4233333333,11.1613333333,21.9956666667,22.5126666667,9.344
610.26,18.221,37.2266666667,25.679,40.696,39.537,10.5036666667,20.404,14.4306666667,11.2223333333,22.0006666667,22.518,9.335
610.60,18.1996666667,37.2076666667,25.6593333333,40.6216666667,39.4236666667,10.466,20.2733333333,14.4386666667,11.239,21.9786666667,22.477,9.309
610.93,18.199,37.177,25.617,40.6873333333,39.3163333333,10.4493333333,20.1926666667,14.4033333333,11.268,21.8973333333,22.4323333333,9.329
611.27,18.23,37.199,25.617,40.6843333333,39.3216666667,10.5023333333,20.184,14.4313333333,11.3783333333,21.9713333333,22.482,9.405
611.60,18.165,37.0683333333,25.565,40.6123333333,39.1506666667,10.528,20.133,14.297,11.3116666667,21.9606666667,22.4063333333,9.384
611.93,18.1,37.0033333333,25.5716666667,40.6616666667,39.1143333333,10.5343333333,20.035,14.2563333333,11.2876666667,21.99,22.4333333333,9.415
612.27,18.0573333333,37.043,25.6036666667,40.6973333333,38.9773333333,10.5313333333,19.967,14.209,11.2986666667,21.9333333333,22.4166666667,9.379
612.60,18.1163333333,36.957,25.5796666667,40.654,38.873,10.582,19.9226666667,14.2036666667,11.3556666667,21.892,22.446,9.346
612.94,18.063,37.009,25.5633333333,40.7786666667,38.9523333333,10.5276666667,19.89,14.2483333333,11.3426666667,21.8423333333,22.426,9.445
613.27,18.073,37.1166666667,25.598,40.8026666667,38.976,10.571,19.869,14.2993333333,11.3886666667,21.803,22.4346666667,9.576
613.61,18.0376666667,37.0976666667,25.4806666667,40.837,38.8326666667,10.538,19.786,14.3356666667,11.4163333333,21.6786666667,22.4013333333,9.666
613.94,18.082,37.2366666667,25.5736666667,40.8573333333,38.7756666667,10.6013333333,19.805,14.3466666667,11.3736666667,21.6883333333,22.4266666667,9.679
614.28,18.0576666667,37.3086666667,25.625,40.9653333333,38.7276666667,10.6663333333,19.781,14.347,11.439,21.708,22.5686666667,9.729
614.61,18.0656666667,37.4203333333,25.5983333333,40.9853333333,38.7923333333,10.658,19.806,14.379,11.516,21.7913333333,22.6386666667,9.719
614.94,18.016,37.5123333333,25.6243333333,41.0893333333,38.719,10.5966666667,19.7746666667,14.3093333333,11.4813333333,21.696,22.6646666667,9.667
615.28,17.969,37.599,25.587,41.0606666667,38.6193333333,10.547,19.7163333333,14.348,11.5013333333,21.6333333333,22.6313333333,9.704
615.61,17.9976666667,37.724,25.678,41.0633333333,38.551,10.5533333333,19.633,14.3553333333,11.538,21.5776666667,22.635,9.72
615.95,18.0066666667,37.702,25.5613333333,41.0933333333,38.4736666667,10.4653333333,19.537,14.4013333333,11.515,21.5023333333,22.608,9.687
616.28,17.87,37.8426666667,25.686,41.1846666667,38.4376666667,10.3923333333,19.484,14.3546666667,11.4843333333,21.4963333333,22.553,9.639
616.61,17.832,37.8326666667,25.6506666667,41.204,38.3226666667,10.4056666667,19.3856666667,14.294,11.4856666667,21.4183333333,22.5816666667,9.638
616.95,17.802,37.9193333333,25.5843333333,41.17,38.1576666667,10.3266666667,19.326,14.22,11.4313333333,21.3426666667,22.6203333333,9.569
617.28,17.6673333333,37.855,25.4996666667,41.1213333333,38.0383333333,10.2543333333,19.2496666667,14.0733333333,11.2943333333,21.205,22.5203333333,9.475
617.62,17.5966666667,37.761,25.5036666667,41.107,37.911,10.1963333333,19.139,14.0213333333,11.259,21.1463333333,22.4806666667,9.475
617.95,17.6316666667,37.6973333333,25.4416666667,41.075,37.7723333333,10.1153333333,19.0493333333,13.9733333333,11.2496666667,21.057,22.3623333333,9.395
618.28,17.58,37.6856666667,25.4566666667,41.0746666667,37.6256666667,10.138,18.9946666667,13.962,11.11,20.9753333333,22.3006666667,9.468
618.62,17.5273333333,37.6053333333,25.4586666667,41.033,37.549,10.1483333333,18.9316666667,13.9953333333,11.0756666667,20.974,22.2536666667,9.459
618.95,17.493,37.548,25.431,41.1206666667,37.475,10.059,18.819,13.8803333333,11.0733333333,20.9146666667,22.2726666667,9.45
619.28,17.4016666667,37.422,25.361,41.1733333333,37.3656666667,10.0626666667,18.8443333333,13.7783333333,11.042,20.8906666667,22.2936666667,9.367
619.62,17.3806666667,37.4376666667,25.4906666667,41.2033333333,37.3306666667,10.0683333333,18.8653333333,13.7626666667,11.067,20.8936666667,22.2306666667,9.426
619.95,17.4333333333,37.394,25.396,41.2326666667,37.2483333333,10.1016666667,18.7973333333,13.7396666667,11.0713333333,20.7946666667,22.2626666667,9.527
620.28,17.4463333333,37.3626666667,25.429,41.1653333333,37.117,10.066,18.7586666667,13.714,11.0663333333,20.751,22.2073333333,9.468
620.62,17.4636666667,37.3736666667,25.5036666667,41.263,37.1396666667,10.1166666667,18.7316666667,13.757,11.125,20.757,22.1696666667,9.523
620.95,17.5573333333,37.4446666667,25.63,41.3123333333,37.1046666667,10.1873333333,18.7563333333,13.76,11.1686666667,20.8323333333,22.2586666667,9.544
621.28,17.598,37.4943333333,25.6113333333,41.3466666667,37.0546666667,10.187,18.7126666667,13.7736666667,11.137,20.7813333333,22.2453333333,9.557
621.62,17.5046666667,37.483,25.623,41.3703333333,37.0893333333,10.2163333333,18.664,13.7013333333,11.0856666667,20.7056666667,22.2136666667,9.526
