wavelength,Back_CoeFlam,Belly_CoeFlam,Breast_CoeFlam,Crissum_CoeFlam,Crown_CoeFlam,DorTail_CoeFlam,Patch10_CoeFlam,Patch11_CoeFlam,Rump_CoeFlam,Throat_CoeFlam,WingTip_CoeFlam
302.26,6.8626962963,9.0108,7.21693333333,7.83866666667,4.24226666667,7.36226666667,6.02946666667,7.92766666666,6.83503333334,10.4151333333,8.6914
302.63,6.75195555555,9.01420000001,7.226,7.7684,4.11666666667,7.3188,5.99566666667,7.95359999999,6.83820000001,10.5190666667,8.6194
303.00,6.6186,9.00680000001,7.30086666667,7.75726666667,4.111,7.19306666667,5.88033333333,7.9982,6.7897,10.5162,8.53006666667
303.37,6.73009629629,9.14039999999,7.49473333333,8.0632,4.26646666666,7.32046666667,6.0196,8.21166666666,6.9586,10.7299333333,8.6112
303.74,6.51871111111,9.04606666667,7.3524,7.8992,4.11586666667,7.1278,5.76846666667,8.17860000001,6.87503333333,10.6470666667,8.44086666667
304.10,6.42007407407,9.01333333335,7.332,7.89013333333,4.0508,6.9264,5.68706666667,8.17099999999,6.76266666667,10.6672,8.35466666667
304.47,6.78717777778,9.55340000001,7.7618,8.27206666667,4.445,7.20286666667,6.1078,8.57833333333,7.1664,11.1864666667,8.66366666667
304.84,6.95065185185,9.90673333334,8.13553333333,8.6368,4.74046666667,7.54266666667,6.31653333333,8.97613333334,7.41519999999,11.4018666667,8.84946666666
305.21,7.10375555556,10.198,8.22473333333,8.87239999999,4.92386666667,7.60673333333,6.429,9.18400000001,7.48623333333,11.5289333333,8.93933333334
305.58,7.26361481481,10.4313333333,8.47526666667,9.06980000001,5.08866666667,7.75106666667,6.62926666667,9.47826666665,7.62053333333,11.7696,9.03793333334
305.95,7.15398518518,10.4377333333,8.34313333333,9.08173333334,4.97953333333,7.64906666667,6.49233333333,9.45539999999,7.57786666667,11.6871333333,8.91439999999
306.32,7.06921481482,10.4488666666,8.303,9.07553333333,5.0662,7.54106666667,6.461,9.50453333334,7.59129999999,11.765,8.84846666667
306.69,7.19577037036,10.707,8.51633333333,9.23226666667,5.2884,7.65213333333,6.62553333333,9.73400000001,7.7361,11.9442666667,9.10193333333
307.06,7.18642962964,10.8538666667,8.533,9.37600000001,5.26186666667,7.63826666667,6.6864,9.75033333335,7.67913333333,11.9892666667,9.02493333334
307.43,7.17546666667,10.9544666667,8.39833333333,9.36993333335,5.1636,7.41293333333,6.6596,9.76706666666,7.61676666666,11.9666,9.0402
307.80,7.37675555556,11.2414666667,8.6468,9.54893333333,5.31973333333,7.4746,6.91446666666,9.94839999999,7.81656666667,12.1766,9.19126666667
308.17,7.20840740741,11.2040666667,8.517,9.40993333333,5.11393333333,7.27886666667,6.6938,9.83333333334,7.75003333333,12.1072,8.98966666667
308.54,6.78573333333,10.7738666667,8.0996,9.03986666667,4.59153333333,6.8166,6.25733333333,9.39593333332,7.35156666666,11.7241333333,8.44900000001
308.90,6.24860740741,10.2779333333,7.5472,8.499,3.978,6.17693333333,5.73913333333,8.83820000001,6.7231,11.4249333333,7.88493333334
309.27,6.04625185185,10.1764666667,7.46646666667,8.3886,3.742,6.0472,5.6096,8.72746666667,6.62423333334,11.4373333333,7.7738
309.64,5.91332592593,10.0932,7.3184,8.17113333333,3.48533333333,5.78366666667,5.4116,8.58559999999,6.45283333334,11.3282666667,7.60406666667
310.01,5.90560740741,10.0600666667,7.3884,8.23746666667,3.46793333333,5.69313333333,5.39726666666,8.56393333334,6.4367,11.3761333334,7.5596
310.38,5.82552592593,10.0437333333,7.42006666667,8.24193333333,3.3398,5.60113333333,5.27466666667,8.53273333334,6.41383333333,11.3540666667,7.4386
310.75,5.72594074074,10.0182666667,7.31853333333,8.22033333333,3.2196,5.46706666667,5.15393333333,8.52773333333,6.27900000001,11.2964666667,7.2256
311.12,5.72148148148,10.0110666667,7.2888,8.1296,3.1866,5.38793333333,5.13026666667,8.47473333333,6.28573333333,11.2926666667,7.1446
311.49,5.79140740741,10.119,7.42473333333,8.18726666667,3.3052,5.56433333334,5.29753333333,8.57226666667,6.44579999999,11.4,7.23773333333
311.85,5.82305925926,10.1896,7.47953333333,8.21366666667,3.22226666667,5.60826666667,5.3074,8.56966666667,6.39613333333,11.4648666667,7.2628
312.22,5.82433333333,10.3313333333,7.626,8.26206666667,3.27173333333,5.62353333333,5.43486666667,8.62553333334,6.40876666666,11.545,7.29013333334
312.59,5.81608148148,10.4196,7.786,8.32193333333,3.2948,5.63006666667,5.50906666667,8.71293333334,6.42413333333,11.6567333333,7.2654
312.96,6.17636296296,10.8524,8.1034,8.7106,3.69966666667,6.05353333333,5.87333333333,9.09706666667,6.8419,11.9226,7.50766666667
313.33,6.1812,10.9534666667,8.1504,8.74386666667,3.74886666667,6.0644,5.91586666667,9.18033333333,6.98546666667,12.0009333333,7.44226666667
313.70,6.07575555555,10.9700666667,8.126,8.75833333333,3.686,5.95533333333,5.88386666667,9.07986666667,7.02763333333,11.9923333333,7.3358
314.07,6.15094814815,11.1224666667,8.226,8.77106666667,3.72453333333,6.06513333333,5.9776,9.22593333333,7.15643333333,12.1381333334,7.44326666667
314.43,6.37663703704,11.461,8.45753333333,8.94306666666,3.96833333333,6.36633333333,6.2816,9.41113333334,7.37913333334,12.3635333334,7.70986666667
314.80,6.63414814815,11.7388666667,8.71833333333,9.19206666667,4.1674,6.5488,6.54533333333,9.46740000001,7.6843,12.6238,7.93506666667
315.17,6.95514074074,12.1433333333,9.07166666667,9.66486666666,4.50746666667,6.86386666667,6.8406,9.86373333332,7.99623333333,12.9523333333,8.35286666667
315.54,6.76891111111,12.1768,8.95073333333,9.63093333333,4.216,6.563,6.63946666667,9.73806666667,7.82476666666,12.8826666667,8.0408
315.91,6.51062222222,12.1098666667,8.78353333333,9.60786666668,4.07406666667,6.2778,6.5314,9.66513333332,7.63409999999,12.778,7.7772
316.28,6.6775037037,12.3058666666,8.77966666667,9.65466666667,4.13286666667,6.3406,6.59126666667,9.8106,7.76006666666,12.9160666667,7.81526666667
316.64,7.02154814815,12.741,9.029,10.0026666667,4.52053333333,6.70013333333,6.89353333333,10.2487333333,8.18349999999,13.2015333333,8.2204
317.01,7.10544444444,12.9411333333,9.26433333334,10.1196,4.60113333334,6.7058,6.98433333333,10.4162,8.32843333333,13.4096,8.37193333333
317.38,7.39334814814,13.3137333333,9.64926666668,10.4169333333,4.82013333333,6.85626666667,7.23546666667,10.6888666667,8.47736666666,13.6107333333,8.6026
317.75,7.82497777778,13.8189333333,10.216,10.748,5.24186666667,7.2862,7.7094,11.1498666667,8.77616666667,13.9902666667,8.94126666667
318.12,7.8573111111,14.024,10.2888666667,10.8539333333,5.23866666667,7.15646666667,7.79680000001,11.2828,8.84546666666,14.069,8.859
318.49,8.01142222222,14.1926,10.4618666667,11.0883333334,5.31693333333,7.20013333333,7.90540000001,11.5305333333,9.00016666667,14.2732,8.9312
318.85,8.17783703704,14.4382666667,10.6716666667,11.2223333333,5.49906666667,7.42006666667,8.09066666666,11.7298,9.18679999999,14.4577333333,9.0558
319.22,8.0119925926,14.4222,10.6139333333,11.0130666667,5.3756,7.3548,7.94333333333,11.5528,9.08003333333,14.3479333333,8.893
319.59,8.21613333334,14.6258666667,10.9302666666,11.1906,5.57613333333,7.617,8.20680000001,11.7002666667,9.33816666667,14.5277333333,9.05513333333
319.96,8.61642962963,15.1026,11.3268666667,11.5148666667,5.9024,7.98713333333,8.60566666667,11.9982666667,9.80760000001,15.0131333333,9.39719999999
320.32,8.55063703704,15.1756,11.4217333333,11.6040666666,5.8678,7.9562,8.60913333334,12.0438,9.8277,15.0314666667,9.41000000001
320.69,8.60213333333,15.3797333333,11.5936666667,11.6892666667,5.816,7.93613333333,8.71493333333,12.1392666667,9.84756666667,15.2274666667,9.51433333333
321.06,8.59097037037,15.3368,11.6354,11.6408,5.6898,7.8772,8.6846,12.0934,9.86846666666,15.2980666667,9.48853333333
321.43,8.62617037037,15.3342,11.6782666667,11.6434,5.56366666667,7.90486666667,8.63639999999,12.0384666667,9.84083333333,15.4,9.40093333333
321.80,8.27894814815,14.9831333333,11.2904666667,11.4651333333,5.15326666667,7.5452,8.2328,11.7490666667,9.57889999999,15.0741333333,9.03853333333
322.16,8.41703703704,14.9619333333,11.4791333333,11.4772666667,5.19213333334,7.69333333333,8.30060000001,11.7012,9.60033333334,15.1966,9.06386666666
322.53,8.24379259259,14.8562666667,11.3426,11.2497333333,4.76346666667,7.30213333333,8.08080000001,11.4692666667,9.31980000001,15.0348,8.69486666666
322.90,8.04427407408,14.7776,11.2696,11.1871333333,4.60293333333,7.10713333333,7.98806666667,11.4555333333,9.12949999999,15.0302,8.511
323.27,8.08567407407,14.8888666667,11.3727333334,11.2644,4.5206,6.98086666667,8.15866666666,11.5564,9.1648,15.2459333333,8.51906666667
323.63,8.24333333334,15.1015333333,11.5035333333,11.3453333333,4.67193333333,7.0712,8.24666666667,11.7716666667,9.23909999999,15.4494666667,8.64806666667
324.00,8.01200000001,14.9172,11.3745333333,11.2560666667,4.479,6.84026666667,8.09473333333,11.7088666666,9.09839999999,15.2906,8.47286666666
324.37,7.72823703703,14.6455333333,11.138,11.0667333333,4.1246,6.5432,7.8458,11.4260666667,8.86276666666,15.0522,8.1418
324.74,7.59323703704,14.5039333333,11.0994,10.9492,4.0666,6.36173333333,7.7162,11.2878666667,8.84926666666,14.9084,7.97986666667
325.10,7.57611851851,14.6224,11.126,11.0543333333,4.07646666667,6.387,7.83913333333,11.3592666667,8.95396666666,14.9215333333,8.0394
325.47,7.54164444445,14.6575333333,11.131,11.0682666667,4.08393333333,6.30806666667,7.99373333333,11.4544666667,9.02400000001,14.9312,8.0466
325.84,7.66740740741,14.9378666667,11.3168,11.2020666667,4.277,6.43986666667,8.1952,11.5765333334,9.25070000001,15.1675333333,8.2354
326.21,7.53662222222,15.0897333333,11.2735333333,11.2307333333,4.25786666667,6.3418,8.16966666667,11.6496,9.28473333333,15.1226,8.178
326.57,7.57356296297,15.202,11.3645333333,11.2583333333,4.3842,6.4646,8.23446666666,11.7387333333,9.39846666667,15.2556666667,8.30086666667
326.94,7.51141481481,15.2046666667,11.3051333333,11.1779333333,4.2048,6.36446666667,8.16106666666,11.6129333333,9.35943333333,15.1454666667,8.178
327.31,7.7504074074,15.4242,11.4483333333,11.4722,4.49713333333,6.61733333333,8.32766666667,11.9007333333,9.61546666667,15.3268666667,8.38833333333
327.67,7.53201481481,15.2582666667,11.1521333333,11.3501333333,4.2274,6.40313333333,8.11566666667,11.7318,9.41083333334,15.1754,8.11846666667
328.04,7.54318518519,15.2706666667,11.1687333333,11.2959333333,4.19353333333,6.42806666667,8.10979999999,11.7188,9.31276666666,15.1736666667,8.05546666667
328.41,7.5776,15.3302,11.2384,11.3307333333,4.24593333333,6.47766666667,8.14733333333,11.7603333333,9.30589999999,15.2060666667,8.0926
328.78,7.77441481482,15.5512666667,11.4451333333,11.5908666667,4.45033333333,6.72073333333,8.36099999999,12.0005333333,9.4634,15.4492,8.2882
329.14,7.82471851851,15.7462666667,11.5484666667,11.6799333333,4.477,6.70066666667,8.4604,12.0596666667,9.4592,15.5984,8.2122
329.51,7.5778074074,15.7028666667,11.4058666667,11.5172,4.27306666667,6.566,8.20326666666,11.8732666667,9.13770000001,15.4865333333,7.99426666666
329.88,7.5564,15.6546666667,11.3473333333,11.4764,4.19053333333,6.48013333333,8.149,11.8844,9.03193333333,15.4392666667,7.88486666667
330.24,7.72777037036,15.7316,11.5299333333,11.5986,4.26386666667,6.59353333333,8.27673333334,11.8770666667,9.1706,15.6372,8.01046666667
330.61,7.69123703704,15.8091333333,11.6458666667,11.7066,4.2272,6.58453333333,8.31013333334,11.8644666667,9.16680000001,15.6725333333,7.94566666667
330.98,7.74274814815,15.9312666667,11.8292666667,11.8457333333,4.36,6.61986666667,8.39559999999,12.0343333333,9.24496666667,15.9144666666,8.10286666667
331.34,7.33355555556,15.6902666667,11.6772,11.4782666667,3.85766666667,6.20106666667,8.041,11.6622666667,8.90533333333,15.6541333333,7.69573333333
331.71,7.43433333333,15.9216666667,12.016,11.6112666667,4.0426,6.29153333333,8.2102,11.7764,9.06743333333,15.8561333333,7.88706666667
332.08,7.39012592593,15.9811333333,11.9666666667,11.6486666667,4.0336,6.19986666667,8.14086666666,11.7531333333,9.08390000001,15.7957333333,7.8316
332.44,7.46785185185,16.1538666667,12.0643333333,11.7204,4.1244,6.21506666667,8.26926666667,11.8924,9.17253333333,15.9703333333,7.8744
332.81,7.36913333333,16.1702666667,11.9998666667,11.6950666667,3.99386666667,6.132,8.26906666667,11.8588666667,9.14430000001,15.9373333334,7.7518
333.18,7.34328148149,16.1573333333,12.0445333333,11.5613333333,3.97633333333,6.05826666667,8.2598,11.8163333333,9.10910000001,15.8489333333,7.74286666667
333.54,7.50675555555,16.2938,12.2606666666,11.6854,4.13853333333,6.1428,8.41726666667,11.9848,9.40063333333,16.0194666667,7.86006666667
333.91,7.55022222222,16.2889333333,12.392,11.7824,4.14293333333,6.1652,8.42113333334,12.0119333333,9.48143333333,16.1181333333,7.84586666666
334.28,7.59659259259,16.4392,12.511,11.8934666667,4.227,6.19433333333,8.53313333333,12.2326,9.53570000001,16.189,7.92353333333
334.64,7.72743703704,16.5458666667,12.5353333333,11.9673333333,4.3476,6.31753333333,8.63133333333,12.3855333333,9.62503333334,16.3028666666,8.04053333333
335.01,7.84839999999,16.6261333333,12.6527333333,11.9983333333,4.45613333333,6.388,8.69133333333,12.4931333333,9.71136666667,16.2768,8.06706666667
335.38,7.88293333334,16.6045333333,12.67,12.0288,4.5308,6.37053333333,8.71346666666,12.5665333333,9.68443333333,16.2542666667,8.03086666667
335.74,8.11482962962,16.8323333333,12.8428,12.1895333333,4.69746666667,6.5392,8.87786666667,12.7842666667,9.88359999999,16.4016,8.24466666667
336.11,8.2244,17.0226666667,13.0332666667,12.2509333333,4.79573333333,6.63266666667,9.00900000001,12.9692666667,9.976,16.5690666667,8.3462
336.47,8.55980000001,17.3791333333,13.4041333333,12.5744,5.1264,6.9722,9.29273333335,13.2613333333,10.2782,16.8548666667,8.67773333333
336.84,8.58747407408,17.4251333333,13.4318666667,12.5636,5.1532,6.94873333333,9.26113333333,13.246,10.2148666667,16.8834666667,8.66526666667
337.21,8.60514814814,17.4194666667,13.4350666667,12.6837333333,5.14166666667,7.02573333333,9.24726666666,13.3517333333,10.2379333333,16.9217333333,8.61353333333
337.57,8.76000740741,17.6288666667,13.6289333333,12.9410666667,5.3008,7.21873333334,9.42753333333,13.5995333333,10.3415,17.1450666667,8.77666666666
337.94,8.89005925926,17.8985333333,13.7370666667,13.1188,5.41173333334,7.42166666667,9.64146666667,13.8296666667,10.4902333333,17.3680666667,8.98773333334
338.31,8.88958518518,17.9885333333,13.8146,13.1799333333,5.45926666667,7.49273333334,9.70633333335,13.9218,10.5647,17.3988666667,8.99973333334
338.67,9.02600740742,18.0848666667,13.9646,13.2643333333,5.59186666667,7.53113333333,9.82953333333,14.0212666667,10.6855,17.4755333333,9.06666666667
339.04,8.88578518518,18.0229333333,13.8650666667,13.1898666667,5.4406,7.414,9.6998,13.9456666667,10.5805333333,17.3972666667,8.95360000001
339.40,8.89748148148,18.0616,13.9,13.2044,5.4452,7.4384,9.75613333333,13.9762,10.6679333333,17.4055333333,8.97353333333
339.77,8.65908148148,17.8849333333,13.7905333333,13.0035333333,5.21626666667,7.29673333333,9.57600000001,13.8395333333,10.5239333333,17.2918,8.75426666667
340.14,8.6756962963,17.8836666667,13.8617333333,13.0896666667,5.2126,7.369,9.56559999999,13.8227333333,10.6171333333,17.3092,8.7782
340.50,8.46974074074,17.708,13.698,12.8968666667,4.96533333333,7.14313333333,9.39153333333,13.6874666667,10.4895,17.1514666667,8.58333333333
340.87,8.35717037036,17.6815333333,13.6386,12.8212,4.82766666667,7.01393333333,9.35339999999,13.6022666667,10.4647333333,17.0326666667,8.47193333333
341.23,8.43940740742,17.849,13.8266,12.954,4.90546666667,7.00546666667,9.49533333333,13.6686,10.6479333333,17.1969333333,8.62273333333
341.60,8.30428888889,17.7352666667,13.7119333333,12.8248666666,4.72633333333,6.73913333333,9.35133333333,13.5298666666,10.5485666667,17.075,8.44826666667
341.96,8.11822222222,17.621,13.6410666667,12.6778,4.61473333333,6.54286666667,9.18206666666,13.4412,10.3812666667,16.9224,8.2868
342.33,8.14125925925,17.7416,13.7028666667,12.6783333334,4.5672,6.49193333333,9.17239999999,13.4386,10.3823666667,16.9320666666,8.269
342.70,8.00154814815,17.7250666667,13.7249333333,12.6769333333,4.37393333333,6.41866666666,9.07839999999,13.4312,10.3660666667,16.9006666667,8.19726666667
343.06,8.04848888888,17.8744666667,13.7882,12.7950666667,4.38566666667,6.46493333333,9.20406666667,13.5164,10.4927333333,17.048,8.25053333333
343.43,8.16688148149,18.1154666667,13.9080666667,12.9733333333,4.52066666667,6.56913333334,9.36026666665,13.7138666667,10.6311,17.2500666667,8.38093333333
343.79,8.34974074075,18.2970666667,14.0330666667,13.2172,4.6794,6.6614,9.58880000001,13.8784666666,10.7097333333,17.3823333334,8.4856
344.16,8.32951111112,18.3598666667,14.0148666667,13.2283333333,4.6758,6.59733333333,9.70133333333,13.9161333333,10.6961333333,17.3674666667,8.4308
344.52,8.40492592593,18.4341333333,14.1260666667,13.3228666667,4.7028,6.67186666667,9.83873333335,13.9676,10.7611666667,17.4921333333,8.45233333333
344.89,8.51746666666,18.5583333334,14.2506666667,13.4462,4.75813333333,6.77026666667,9.93793333333,14.1224,10.8327,17.6758666667,8.53326666667
345.25,8.42582222222,18.5022666667,14.1048,13.3018666667,4.6388,6.66666666667,9.82299999999,14.0955333333,10.6939666667,17.5812666667,8.36073333334
345.62,8.43271851851,18.5819333333,14.1398666667,13.31,4.65606666667,6.69693333333,9.87333333333,14.1165333333,10.7307,17.5564666667,8.4238
345.99,8.56399999999,18.7694,14.3212666667,13.4794666667,4.76933333333,6.81686666667,10.0192,14.2606,10.8787,17.7059333333,8.47733333333
346.35,8.45763703703,18.6985333333,14.2980666667,13.5041333334,4.71586666667,6.70206666667,9.94240000001,14.2464666667,10.8663,17.7256,8.39906666667
346.72,8.57763703703,18.7814,14.3318,13.5999333333,4.8594,6.77373333333,10.049,14.358,10.9247666667,17.8213333333,8.50633333333
347.08,8.68821481481,18.9139333333,14.4306,13.7227333333,4.94373333333,6.79953333333,10.1582666667,14.4682,11.0152666667,17.9444666667,8.56106666667
347.45,8.62268888889,18.8701333333,14.4602,13.6271333333,4.80173333333,6.7208,10.1112666667,14.4314666667,10.9401666667,17.92,8.4788
347.81,8.50317777778,18.7829333333,14.4294666666,13.5546,4.6844,6.61646666666,9.97346666667,14.3792,10.8959,17.8682666667,8.407
348.18,8.44014814814,18.7201333333,14.3991333333,13.4681333333,4.56486666667,6.469,9.8242,14.3158666667,10.8111666667,17.8993333333,8.36006666666
348.54,8.38093333334,18.7364666667,14.3054,13.4620666667,4.57526666667,6.35973333333,9.7612,14.3352666666,10.7698333333,17.8190666667,8.31433333333
348.91,8.46995555555,18.8106666667,14.386,13.5149333333,4.6308,6.4092,9.84259999999,14.4478,10.8404333333,17.839,8.42746666667
349.27,8.53206666666,18.8252,14.5204666667,13.5762,4.7288,6.53453333333,9.9002,14.5358,10.8926666667,17.8972666667,8.538
349.64,8.46055555556,18.763,14.439,13.524,4.57726666667,6.43113333333,9.8218,14.4921333333,10.8064,17.8932666667,8.41686666667
350.00,8.488,18.7958,14.4694,13.5352,4.58,6.44253333333,9.9026,14.4948666667,10.8757333333,17.9253333333,8.47526666666
350.37,8.64964444444,18.9538666667,14.4904666667,13.6036666666,4.6902,6.56366666667,10.0958666667,14.5862666667,11.0028,18.0236666667,8.5926
350.73,8.52225925925,19.0160666667,14.4592,13.5296666667,4.5418,6.3978,10.0695333333,14.4752,10.9496,17.991,8.43913333334
351.10,8.48162962963,19.0272,14.5409333333,13.5879333333,4.586,6.45673333333,10.0508666667,14.4939333333,10.9536,18.0211333333,8.47566666666
351.46,8.57884444444,19.2231333333,14.6135333333,13.7331333333,4.75666666667,6.61546666667,10.2084,14.5918666667,11.0670666667,18.1117333333,8.59233333333
351.83,8.67756296297,19.421,14.7135333333,13.8838666667,4.89666666666,6.74986666667,10.3986,14.6772,11.2024,18.2406666667,8.68846666667
352.19,8.68511851853,19.5184,14.7752,13.9356666667,4.90126666667,6.811,10.4781333333,14.73,11.2492333333,18.2464,8.69313333333
352.55,8.59405185184,19.5452,14.7326666667,13.8696,4.79126666667,6.7492,10.4417333333,14.7015333333,11.1985,18.24,8.57300000001
352.92,8.41837037038,19.4865333333,14.6621333333,13.8187333333,4.74046666667,6.67046666667,10.3726,14.5280666667,11.1311333333,18.1974,8.36806666666
353.28,8.35331851851,19.5779333333,14.6577333333,13.8384,4.65666666667,6.61613333333,10.3808666667,14.4714,11.1328666667,18.2087333333,8.31773333333
353.65,8.46505925927,19.7412666667,14.7817333333,13.9739333333,4.83093333333,6.76806666667,10.5088,14.6034,11.2574,18.3030666667,8.42633333333
354.01,8.40362962963,19.7259333333,14.7268,13.8906666667,4.7814,6.70713333333,10.444,14.5736666667,11.1226333333,18.2346,8.35646666666
354.38,8.29835555556,19.6288666667,14.6942666667,13.8000666667,4.654,6.58106666667,10.3298666667,14.5227333333,10.9462333333,18.136,8.20806666666
354.74,8.29545185186,19.5896666667,14.6932666667,13.8168666667,4.6462,6.57633333333,10.3088,14.5688,10.9069,18.1323333333,8.23833333333
355.11,8.24916296296,19.6223333333,14.6394,13.7136,4.54793333333,6.49546666667,10.2951333333,14.4891333333,10.8635333333,18.015,8.13273333334
355.47,8.12811111111,19.4996666667,14.5829333333,13.6383333334,4.38653333333,6.32446666667,10.1538666667,14.3866,10.7689333333,17.9368,7.98153333333
355.83,8.08531851851,19.4358,14.5482,13.584,4.30646666667,6.24833333333,10.097,14.3686666667,10.6994,17.9310666667,7.89513333333
356.20,8.20693333333,19.5077333333,14.6302,13.6836666667,4.39513333333,6.29973333333,10.1808666667,14.4466666667,10.7425333333,18.0574,7.9552
356.56,8.38788888889,19.6333333333,14.8012666667,13.8479333333,4.56966666667,6.46766666667,10.3878,14.5948,10.8669,18.2176666667,8.11026666667
356.93,8.48083703704,19.6972,14.8091333333,13.9118666667,4.63946666667,6.53253333333,10.4366,14.7189333334,10.9286,18.3035333333,8.18393333333
357.29,8.58537037036,19.7272666667,14.8441333333,14.0062,4.7214,6.606,10.4755333333,14.8070666667,10.9981333333,18.4214666667,8.23053333334
357.66,8.65774814815,19.7554,14.9155333333,14.1122,4.7846,6.61613333333,10.5516,14.8968666667,11.0652333333,18.5261333333,8.31653333333
358.02,8.72656296295,19.7932,14.9812666667,14.1925333333,4.81033333333,6.62906666667,10.6138,14.9536666667,11.1799,18.5787333333,8.35233333333
358.38,8.76651851851,19.8078666667,14.9487333333,14.2241333333,4.84333333333,6.65313333334,10.6426,14.9903333333,11.1993,18.6552,8.3896
358.75,8.77081481481,19.7930666667,14.9316666667,14.1928666667,4.81033333333,6.66753333333,10.6774,14.9731333333,11.2100333333,18.6479333333,8.3414
359.11,8.78601481481,19.7451333333,14.8980666667,14.1899333333,4.77246666667,6.59186666667,10.6520666667,15.0512666667,11.1580333333,18.6632,8.32066666667
359.48,8.89832592593,19.88,15.0102666666,14.3145333333,4.854,6.71833333333,10.7656666667,15.2016666667,11.2604333333,18.7597333333,8.41566666667
359.84,8.88193333333,19.8658,15.0084,14.2926,4.8006,6.66053333334,10.7639333333,15.2303333333,11.2445,18.7252,8.4318
360.20,8.82167407408,19.8361333333,14.9663333333,14.2559333333,4.7258,6.6152,10.767,15.2321333333,11.2347,18.6928,8.39946666667
360.57,8.80671851851,19.8571333333,14.9544666667,14.2894666666,4.69953333333,6.54653333333,10.73,15.2318666667,11.2157666667,18.7024,8.353
360.93,8.8204,19.9504,14.9956666667,14.3240666667,4.67253333333,6.52553333333,10.7838666667,15.2612,11.2048,18.7221333333,8.35633333333
361.29,8.78842222223,19.9457333333,14.9360666666,14.2851333333,4.60533333333,6.47233333333,10.7556,15.2248,11.1536333333,18.6687333333,8.29733333333
361.66,8.8471925926,20.0106,14.9555333333,14.2926666667,4.6148,6.52293333333,10.8116666667,15.2434,11.1757,18.7134666667,8.29313333333
362.02,8.79691851851,19.9872666667,14.8712666667,14.2409333333,4.51526666667,6.42886666667,10.7960666667,15.1748666667,11.0666333333,18.7010666667,8.20473333333
362.39,8.71099259259,19.9076666666,14.8000666667,14.1595333333,4.3884,6.35613333333,10.7298,15.0878666667,10.9522333333,18.6002,8.117
362.75,8.78565185185,20.0127333333,14.8704666667,14.2906,4.46953333333,6.40886666667,10.817,15.1740666667,10.9823333333,18.7401333333,8.18066666667
363.11,8.79391851852,19.9870666667,14.8601333333,14.2866666667,4.48306666667,6.4242,10.8654,15.1426,10.9824,18.7691333333,8.18473333333
363.48,8.76818518518,19.9284666667,14.7732,14.2242,4.46166666667,6.35193333333,10.8334666667,15.0594666667,10.9463,18.7684,8.15146666667
363.84,8.75139259259,19.9266666667,14.7224,14.1975333333,4.4374,6.35026666667,10.8123333333,15.006,10.8715333333,18.7682666667,8.0862
364.20,8.77404444445,19.9645333333,14.7611333333,14.2644,4.52153333333,6.38133333333,10.8492,15.0254666667,10.8925666667,18.8259333333,8.10546666667
364.57,8.72545185185,19.9021333333,14.7373333333,14.2525333333,4.4904,6.38513333333,10.869,14.9964,10.8627666667,18.7896,8.08206666666
364.93,8.71033333333,19.8289333333,14.7246666667,14.2378666667,4.47266666667,6.36233333333,10.8715333333,14.9933333333,10.8459,18.7758,8.07146666667
365.29,8.68091851853,19.8418666667,14.7536666667,14.2712666666,4.49693333333,6.3626,10.921,15.0032,10.829,18.7734666667,8.0918
365.66,8.45194814815,19.6249333333,14.6158666667,14.0869333333,4.31206666667,6.1806,10.7612666667,14.8248,10.6375,18.6167333333,7.91593333333
366.02,8.3818962963,19.5870666667,14.5748,14.0716,4.2876,6.16066666667,10.7131333333,14.8056,10.5869,18.5913333333,7.88686666667
366.38,8.4198,19.6556666667,14.6344,14.151,4.34686666667,6.2508,10.7896666667,14.8851333333,10.6587666667,18.6782666667,7.90933333333
366.75,8.31937777778,19.5819333333,14.5072,14.0385333333,4.26006666667,6.16973333333,10.6894,14.8274666667,10.5797333333,18.5797333333,7.80393333333
367.11,8.23703703704,19.597,14.3998666667,14.0112666667,4.17446666667,6.10206666667,10.6491333333,14.7631333333,10.5388,18.5451333333,7.72133333333
367.47,8.26319259259,19.5723333333,14.3691333333,14.054,4.12333333333,6.07973333333,10.6992666667,14.8310666667,10.4664666667,18.5819333333,7.69833333333
367.84,8.27371851852,19.5514666667,14.2901333333,14.0912,4.08426666667,6.0198,10.7199333333,14.8638666666,10.4703,18.6135333333,7.6468
368.20,8.25818518519,19.4680666666,14.156,14.0397333333,3.99113333333,5.9406,10.6853333333,14.8714,10.3479666667,18.5598,7.5604
368.56,8.29227407408,19.4791333333,14.1386,14.0588,3.97486666666,5.95593333333,10.6902666667,14.9093333333,10.3678333333,18.5962666666,7.5786
368.93,8.21117037037,19.39,14.0168,13.9886666667,3.82513333333,5.84393333333,10.6013333333,14.8127333334,10.2326,18.5468,7.4554
369.29,8.24962222222,19.3554,13.9343333333,14.018,3.80366666667,5.8204,10.6372666667,14.8416,10.2,18.5921333333,7.4518
369.65,8.36206666666,19.4290666667,13.9223333333,14.137,3.9068,5.9152,10.7456,14.9681333333,10.2363,18.6428,7.52686666667
370.01,8.49731851851,19.4796666667,13.9892,14.2871333333,4.03693333333,6.04186666667,10.8922666667,15.113,10.3483,18.7566,7.63566666667
370.38,8.52099259259,19.4986,13.9868666667,14.3682666667,4.03906666667,6.01906666667,10.9492666667,15.0884666667,10.3595,18.8292,7.65906666667
