wavelength,Back_EunCamm,Belly_EunCamm,Breast_EunCamm,Crissum_EunCamm,Crown_EunCamm,DorTail_EunCamm,Rump_EunCamm,Throat_EunCamm,WingTip_EunCamm
357.66,11.0796666667,12.8711333333,10.6586,13.0871333333,11.5868,7.94986666667,11.1007333333,4.0708,7.13353333333
358.02,10.9839333333,12.7722666667,10.6107333333,12.9548,11.4610666667,7.86616666667,11.0028,3.95133333333,7.0144
358.38,10.9309333333,12.6721333334,10.5798666667,12.8303333333,11.3669333333,7.808,10.8942,3.84166666667,6.94813333333
358.75,10.9133333333,12.6507333333,10.5994,12.8578,11.4143333333,7.86156666667,10.9202666667,3.8634,6.93586666667
359.11,10.8861333333,12.6171333333,10.5886,12.8502,11.4166666667,7.89033333333,10.9454,3.85573333333,6.91006666667
359.48,10.8414666667,12.5856,10.6118666667,12.8288,11.3988,7.83043333333,10.8817333333,3.79273333333,6.84426666667
359.84,10.7171333333,12.5097333333,10.523,12.7323333333,11.2718666666,7.72156666667,10.745,3.7006,6.758
360.20,10.6659333333,12.5254,10.5586666667,12.7198,11.1744666667,7.7026,10.7309333333,3.7194,6.72046666667
360.57,10.6625333333,12.5444,10.5275333333,12.6984,11.1533333333,7.66633333333,10.6878666667,3.69073333333,6.75026666667
360.93,10.7053333333,12.6388,10.5792666667,12.7424666667,11.2021333333,7.73186666667,10.7903333333,3.72606666667,6.7582
361.29,10.7252,12.6521333333,10.6203333333,12.7739333333,11.2708666667,7.778,10.8732,3.78533333334,6.8022
361.66,10.6724,12.6329333333,10.5398666667,12.6846,11.2481333333,7.71466666667,10.8241333333,3.73646666667,6.77546666667
362.02,10.7959333333,12.762,10.6337333333,12.8320666667,11.3487333333,7.8126,10.9168,3.87953333333,6.88326666667
362.39,10.8875333333,12.8475333333,10.6800666667,12.938,11.3782,7.88886666667,10.9814,3.99846666667,6.95613333333
362.75,10.9418,12.8756,10.7290666667,12.9567333333,11.3856,7.90826666667,11.0286,4.04493333333,6.99793333333
363.11,10.9398666666,12.8820666667,10.7124666667,12.9641333333,11.3693333334,7.8846,10.9777333333,4.05493333333,6.94453333333
363.48,10.9548,12.9049333333,10.6584,12.9476,11.3372,7.90986666667,10.979,4.07113333333,6.94606666667
363.84,11.0517333333,13.0234666667,10.7181333333,13.0124666667,11.3831333333,8.00826666667,11.0372666667,4.15213333333,7.03846666667
364.20,10.9887333333,12.943,10.6490666667,12.9503333333,11.3644666667,7.95646666667,10.9888666667,4.11273333333,6.98586666667
364.57,10.9658,12.9332666667,10.6551333333,12.9399333333,11.3376,8.01053333333,11.0412,4.15546666667,6.99073333333
364.93,10.9463333333,12.8826666667,10.6686666667,12.9658666667,11.3432666667,7.97623333333,11.0725333333,4.207,7.02586666667
365.29,11.037,12.9658666667,10.681,13.0416666667,11.4141333333,8.04166666667,11.1210666667,4.29506666667,7.0724
365.66,11.0821333333,13.0305333334,10.7710666667,13.1077333333,11.4156666667,8.18923333333,11.1922,4.34686666667,7.13113333333
366.02,11.0918666667,13.0038666667,10.7674666667,13.1398666667,11.4284,8.2496,11.2032,4.309,7.13946666667
366.38,11.0457333333,12.994,10.7824,13.128,11.41,8.24046666667,11.1882666667,4.28293333333,7.13173333333
366.75,10.964,12.9019333333,10.7150666667,13.0466,11.2936,8.1447,11.0811333333,4.16893333333,7.03506666667
367.11,11.0312,12.9590666667,10.7872,13.0581333333,11.337,8.2197,11.1684666667,4.22366666667,7.112
367.47,11.0523333334,12.9542666667,10.8599333333,13.081,11.3376,8.23613333333,11.1780666667,4.25046666667,7.13473333333
367.84,10.9974666667,12.8405333334,10.8243333333,13.0124666667,11.2895333333,8.17886666667,11.1380666667,4.16773333334,7.0598
368.20,11.0512,12.8640666667,10.8428,13.0189333334,11.294,8.24253333333,11.2092666667,4.19966666666,7.0968
368.56,10.9368,12.7642,10.7632666667,12.934,11.2036666667,8.1389,11.1083333333,4.1086,6.96893333333
368.93,10.8116,12.638,10.5881333333,12.7664,11.0458666667,8.02963333333,10.9200666667,3.93506666667,6.81626666667
369.29,10.867,12.7181333333,10.7401333333,12.8577333333,11.0826,8.1063,10.961,4.02853333333,6.94973333334
369.65,10.7804666667,12.5912666667,10.6587333333,12.7846,11.0217333333,7.9865,10.8630666667,3.95033333333,6.8592
370.01,10.7972666667,12.655,10.6542666667,12.7431333333,11.0138,7.97023333333,10.8666666667,3.96046666667,6.84993333333
370.38,10.8049333333,12.6996,10.7106,12.7326666667,11.0909333334,8.0307,10.8375333334,3.96146666667,6.85773333333
370.74,10.8582666667,12.7976666667,10.8306666667,12.8755333333,11.2104666667,8.1393,10.9285333333,4.05846666667,6.98906666667
371.10,10.8004666667,12.7040666667,10.7847333333,12.8504,11.1371333333,8.1003,10.8892,3.97386666667,6.9472
371.46,10.7720666667,12.6786666667,10.7351333334,12.8390666667,11.1076666667,8.09553333333,10.8531333333,3.94353333333,6.9338
371.83,10.7498,12.6265333333,10.7356666667,12.8366666667,11.1447333333,8.05383333333,10.8499333333,3.91326666667,6.87313333333
372.19,10.911,12.7972,10.9283333333,13.0314666667,11.3259333333,8.21353333333,10.9869333333,4.0616,7.05986666667
372.55,11.0358666667,12.9221333333,11.0940666667,13.1376666667,11.4461333333,8.33523333333,11.0950666667,4.181,7.18793333333
372.92,11.192,13.0714666667,11.2847333333,13.3106666667,11.6010666667,8.50953333333,11.2772666667,4.3502,7.3324
373.28,11.0854,13.0029333333,11.1596666667,13.2334666667,11.4959333333,8.47996666667,11.1992666667,4.23726666667,7.227
373.64,11.0443333333,12.9916,11.1089333333,13.2358,11.4718,8.4679,11.1654,4.2264,7.20033333333
374.00,11.0811333333,13.0144,11.206,13.3355333333,11.5403333333,8.5289,11.2936,4.30206666667,7.312
374.37,11.1013333333,13.0414666667,11.2407333333,13.3821333333,11.5266,8.53433333333,11.4076666666,4.29553333333,7.37053333333
374.73,11.1604,13.1608666667,11.2915333333,13.429,11.6038,8.61763333333,11.4704666667,4.3606,7.39926666667
375.09,11.2166666667,13.2678,11.3742,13.5251333333,11.6814,8.6931,11.5282,4.46953333333,7.47366666667
375.45,11.2746666667,13.3312666667,11.4655333333,13.5844666667,11.7579333333,8.76746666667,11.6592666667,4.5288,7.53753333333
375.81,11.3357333333,13.4606666667,11.5861333333,13.7187333333,11.7924,8.89716666667,11.7684,4.65466666667,7.69973333333
376.18,11.3298666667,13.4766666667,11.5758666667,13.7240666666,11.7925333333,8.91003333333,11.7642,4.66013333333,7.71933333333
376.54,11.4408,13.5668666667,11.6584666667,13.8475333333,11.8846666667,9.04403333333,11.9308,4.76493333333,7.86933333333
376.90,11.4106,13.5883333333,11.6813333334,13.8507333333,11.858,9.00663333333,11.9458666667,4.7696,7.92406666667
377.26,11.4839333333,13.664,11.8018,13.9137333333,11.947,9.0176,12.0552666666,4.8458,8.0262
377.63,11.5042,13.6968,11.8948,13.9328666667,11.9890666667,9.07073333333,12.1250666667,4.87793333333,8.09446666667
377.99,11.4621333333,13.6906666667,11.8400666667,13.863,11.9302666667,9.06076666667,12.0535333333,4.85086666667,8.05106666666
378.35,11.4937333333,13.7124666667,11.8776666667,13.9316,11.9651333333,9.1395,12.0944,4.93353333333,8.09586666667
378.71,11.4510666667,13.6474666667,11.8322,13.8768,11.9317333333,9.08286666667,12.0463333333,4.90513333333,8.05853333333
379.07,11.503,13.6639333333,11.8725333333,13.8906,11.9571333333,9.13756666667,12.0804666667,4.94813333333,8.0958
379.44,11.5480666667,13.6852666667,11.9187333333,13.9724,12.0122666667,9.1808,12.1052,5.01673333334,8.16613333333
379.80,11.4972,13.6284666667,11.8247333333,13.8976,11.9298666667,9.11146666667,11.9831333333,4.9616,8.07846666667
380.16,11.4544,13.57,11.7808,13.8457333333,11.8835333333,9.0568,11.9445333333,4.92946666667,8.0146
380.52,11.3026666667,13.4182,11.6456666667,13.7087333333,11.7520666667,8.94706666667,11.7682,4.80153333333,7.86453333333
380.88,11.2818666667,13.3620666667,11.5895333333,13.6462,11.738,8.93656666667,11.6780666667,4.76806666667,7.81073333333
381.24,11.2468,13.3005333333,11.5403333333,13.6583333333,11.7220666667,8.96356666667,11.6332666667,4.77213333334,7.7764
381.61,11.2296,13.2564666667,11.4813333333,13.6212,11.6632666666,8.92103333333,11.5605333333,4.74606666667,7.73366666667
381.97,11.207,13.231,11.4452,13.6252,11.6430666667,8.92193333333,11.5335333333,4.7376,7.6894
382.33,11.257,13.301,11.4742,13.6732,11.6944,8.9894,11.597,4.78346666667,7.72433333333
382.69,11.3480666667,13.3493333334,11.5785333333,13.7808666667,11.728,9.0822,11.6898,4.8636,7.81073333333
383.05,11.3727333333,13.4124666667,11.6173333333,13.8602666667,11.7682,9.1055,11.7132666667,4.95166666667,7.84673333333
383.41,11.3810666667,13.4615333333,11.6347333333,13.8676,11.786,9.13936666667,11.755,4.9934,7.86933333333
383.77,11.4356666667,13.572,11.7348666667,13.9359333333,11.9067333333,9.2226,11.8658666667,5.0768,7.983
384.14,11.3512,13.545,11.6998666667,13.8980666667,11.8471333333,9.17196666667,11.7801333333,5.0294,7.93026666667
384.50,11.3670666667,13.6127333333,11.7239333333,13.9415333333,11.8664666667,9.17516666667,11.8167333333,5.07213333334,7.98126666667
384.86,11.4018666667,13.6878,11.7525333333,14.0155333333,11.9071333334,9.19393333333,11.8962,5.10433333333,8.013
385.22,11.4571333333,13.7118666667,11.7801333333,14.0022666667,11.9212666667,9.18113333333,11.9309333333,5.0934,8.0346
385.58,11.5467333334,13.8206,11.8742,14.1134666667,12.0025333333,9.27633333333,12.0162666666,5.1876,8.14773333333
385.94,11.6234,13.8924,11.9594,14.2200666666,12.0564,9.3194,12.0889333333,5.29133333333,8.2582
386.30,11.6004,13.8467333333,11.9346,14.1563333333,12.0373333333,9.26363333333,12.0193333333,5.28946666667,8.24933333333
386.66,11.5396,13.8236,11.9000666666,14.0819333333,12.0044666667,9.20073333333,11.9751333333,5.22633333333,8.21133333333
387.03,11.5950666667,13.8585333333,11.9432,14.089,12.0675333333,9.2573,12.019,5.226,8.29006666667
387.39,11.5691333333,13.8261333333,11.9126,14.0512666667,12.0432,9.2445,11.9715333334,5.22046666667,8.25406666667
387.75,11.4756666667,13.6774666667,11.8119333333,13.9674,11.9044,9.13856666667,11.8454,5.11313333333,8.1082
388.11,11.4832666667,13.6878666667,11.8007333333,13.9598666667,11.9158,9.13766666667,11.8718,5.13793333333,8.16306666667
388.47,11.5007333333,13.6462,11.7730666667,13.9266,11.9205333333,9.11906666667,11.852,5.15613333333,8.1234
388.83,11.5018,13.6222666667,11.7868666667,13.9304666667,11.9288666666,9.14373333333,11.8334666666,5.182,8.14653333333
389.19,11.4680666667,13.6516,11.7785333333,13.9368,11.9288666667,9.14113333333,11.7983333333,5.1956,8.13666666667
389.55,11.4698,13.6224,11.7058666667,13.8716,11.9102,9.0702,11.7416,5.14606666667,8.0846
389.91,11.3460666666,13.4986666667,11.568,13.7429333333,11.7996,8.93046666667,11.6037333333,4.97353333333,7.94373333333
390.27,11.3088666667,13.4817333333,11.5289333333,13.7388,11.7538666667,8.89103333333,11.5626,4.93586666667,7.88666666667
390.63,11.3339333333,13.4892,11.4966,13.7620666667,11.7632666667,8.87903333333,11.5442666667,4.97146666667,7.88773333333
391.00,11.2629333333,13.4449333333,11.4418666667,13.7373333333,11.7288666667,8.8317,11.4981333333,4.93506666667,7.82626666667
391.36,11.2594666667,13.4602666667,11.4482,13.7468666667,11.7211333333,8.80546666667,11.4614,4.92026666667,7.8486
391.72,11.3104666667,13.5327333333,11.4539333333,13.757,11.7732666667,8.833,11.5111333333,4.98366666667,7.90873333333
392.08,11.3470666667,13.5305333334,11.4616666667,13.768,11.7809333333,8.84073333333,11.5309333333,4.97806666667,7.87733333333
392.44,11.2840666667,13.5015333333,11.4329333333,13.7434666667,11.7184,8.81863333333,11.4708,4.90286666667,7.84833333333
392.80,11.271,13.4987333333,11.4048666667,13.7311333333,11.7041333333,8.83173333333,11.4598,4.90673333333,7.84053333333
393.16,11.3092,13.4824666667,11.399,13.7578,11.7126666667,8.87216666667,11.4758,4.94126666667,7.88693333334
393.52,11.2798,13.4742666667,11.4057333333,13.7656666667,11.7038666667,8.9159,11.4898666667,4.94933333333,7.9084
393.88,11.3120666667,13.4707333334,11.4479333333,13.7739333334,11.737,8.95106666667,11.5256666667,4.97013333333,7.925
394.24,11.2934,13.4236666667,11.3776666667,13.7085333333,11.6845333333,8.89013333333,11.4654,4.9034,7.8812
394.60,11.2435333333,13.3525333333,11.3328,13.6746666667,11.6459333333,8.88103333333,11.424,4.86793333333,7.83633333333
394.96,11.2495333334,13.3097333333,11.3084,13.6286,11.5982,8.86603333333,11.4060666667,4.84653333333,7.82866666667
395.32,11.2502666667,13.2539333333,11.2806,13.5898666667,11.5692666667,8.86753333333,11.3805333333,4.828,7.78993333333
395.68,11.226,13.1896,11.254,13.5413333333,11.5212,8.8507,11.3632666667,4.8044,7.78866666667
396.04,11.2542666667,13.2376,11.2907333333,13.5796,11.5561333333,8.921,11.4048666667,4.8466,7.83413333333
396.40,11.2770666667,13.2632,11.3008,13.5838666667,11.6088666667,8.90853333333,11.4341333333,4.8822,7.8648
396.76,11.2144,13.167,11.2338666667,13.5311333333,11.5293333333,8.82613333333,11.3702,4.78813333333,7.79906666667
397.12,11.1465333333,13.1458666667,11.1972666667,13.476,11.4975333334,8.774,11.3400666666,4.72666666667,7.73593333333
397.48,11.1807333334,13.1757333333,11.208,13.5188666667,11.5101333333,8.79833333333,11.3670666667,4.78333333333,7.73633333333
397.84,11.2554,13.2668,11.286,13.6044666667,11.5967333333,8.90256666667,11.4488666667,4.88866666667,7.82253333333
398.20,11.2724,13.3171333333,11.3526,13.6530666667,11.65,8.99313333333,11.5305333333,4.95953333333,7.883
398.56,11.3203333333,13.4023333333,11.3914,13.6969333333,11.6873333333,9.0475,11.5756666667,5.00313333333,7.94326666667
398.92,11.3366,13.4246,11.3998,13.7202,11.7124,9.06773333333,11.5916,5.02006666667,7.95386666667
399.28,11.3494666667,13.4799333334,11.3968666667,13.7372666667,11.7362,9.06756666667,11.6254,5.02973333333,7.97373333333
399.64,11.3850666667,13.5276666667,11.4338,13.8169333333,11.8148666667,9.1287,11.6514,5.0786,8.0174
400.00,11.3067333333,13.4514666667,11.3206666667,13.7708666667,11.7508,9.0426,11.5490666667,5.00966666667,7.94833333333
400.36,11.3049333333,13.4584666667,11.3216666667,13.8011333333,11.7336666667,9.0522,11.5468,5.0232,7.95006666666
400.72,11.3211333333,13.4737333333,11.3386,13.7885333333,11.7515333333,9.04156666667,11.5397333333,5.03026666667,7.923
401.08,11.3944666667,13.4932,11.3828666667,13.8351333333,11.7886,9.09226666667,11.5761333333,5.07806666667,7.9744
401.44,11.3464,13.4662,11.3905333333,13.7919333334,11.7603333333,9.03716666667,11.54,5.03686666667,7.925
401.80,11.2833333333,13.4172666667,11.3086666667,13.6838666667,11.689,8.97633333333,11.4474666667,4.9622,7.84966666667
402.16,11.2369333333,13.3712,11.2472,13.6505333334,11.6216,8.91053333333,11.3862,4.904,7.79353333333
402.52,11.2165333333,13.363,11.2366,13.6225333333,11.6018,8.8862,11.3732666667,4.87613333333,7.75446666667
402.88,11.1148666667,13.2984666667,11.1712666667,13.5666,11.5357333333,8.762,11.2952,4.79433333333,7.67966666667
403.24,11.0874,13.2504666667,11.1419333333,13.5575333333,11.4837333334,8.73206666667,11.2787333333,4.7688,7.6802
403.60,11.1052666667,13.2821333333,11.157,13.5854,11.4822666667,8.73936666667,11.2972666666,4.77093333333,7.6814
403.95,11.1448666667,13.3046,11.2077333333,13.5896,11.5002,8.80633333333,11.3410666667,4.79406666667,7.7298
404.31,11.1933333333,13.3291333333,11.2260666667,13.6089333333,11.517,8.8645,11.3492666667,4.82266666667,7.74933333333
404.67,11.2612,13.4112666667,11.2814666667,13.6708666667,11.5942,8.9841,11.4411333333,4.90193333333,7.84146666667
405.03,11.2189333333,13.393,11.2345333333,13.6293333333,11.5636666667,8.9564,11.4018,4.87206666667,7.8098
405.39,11.2054,13.3528666667,11.1874,13.6084666667,11.5489333333,8.96396666667,11.3815333333,4.8318,7.81113333333
405.75,11.225,13.3735333333,11.2,13.6618666667,11.5879333333,8.99606666667,11.4043333333,4.86333333333,7.84246666667
406.11,11.2534666667,13.3802,11.2030666667,13.6673333333,11.6362666667,9.01,11.4096,4.9006,7.8794
406.47,11.2764,13.4212666667,11.2256,13.708,11.6781333333,9.04973333333,11.4361333333,4.923,7.92966666667
406.83,11.282,13.4193333333,11.2009333333,13.6898666667,11.6698,9.12636666667,11.4113333333,4.9314,7.92853333333
407.19,11.2811333333,13.4342,11.1975333333,13.6864,11.6902,9.1402,11.4173333333,4.91866666667,7.91886666667
407.55,11.2225333333,13.3872666667,11.1475333333,13.6285333333,11.6503333334,9.10156666667,11.3710666667,4.87526666667,7.87693333333
407.90,11.1966,13.3735333333,11.1337333333,13.5934666667,11.6493333333,9.086,11.3464,4.87493333333,7.85173333333
408.26,11.1918666667,13.3706666667,11.1471333333,13.5954,11.65,9.086,11.3764666667,4.8868,7.87146666667
408.62,11.1662,13.3419333333,11.1238,13.5831333333,11.5944666667,9.04933333333,11.3362,4.86433333333,7.8542
408.98,11.141,13.3292,11.1192666667,13.5641333333,11.5821333333,9.0443,11.3182,4.83553333334,7.83913333333
409.34,11.1312666667,13.3234666667,11.097,13.5422,11.5664666667,8.99313333333,11.2930666667,4.8314,7.81046666667
409.70,11.0635333333,13.2658666667,11.0526666667,13.4858,11.4887333333,8.92333333333,11.2410666667,4.76833333333,7.75686666667
410.06,11.0239333333,13.255,11.037,13.4492666667,11.4448666667,8.88976666667,11.2109333333,4.7032,7.7202
410.42,10.9896,13.1953333333,10.9952,13.3839333333,11.417,8.87103333333,11.1738,4.65986666667,7.67426666667
410.77,10.9861333333,13.2017333333,10.992,13.3968666667,11.4091333333,8.8321,11.1747333333,4.63526666667,7.66686666667
411.13,10.9762666667,13.2244666667,11.0156666667,13.3791333334,11.4148,8.8613,11.1780666667,4.6672,7.66546666667
411.49,11.0044666667,13.2498,11.0485333333,13.4058666667,11.4402,8.8985,11.1956,4.6974,7.68953333333
411.85,10.9675333333,13.2294666667,11.0077333333,13.4055333333,11.3933333333,8.8475,11.1734666667,4.662,7.66073333333
412.21,10.9565333333,13.2232,11.0086666667,13.396,11.4186666667,8.8496,11.1454,4.66246666667,7.6452
412.57,10.9021333333,13.2136666667,10.9655333333,13.3564,11.4144666667,8.7981,11.0952666667,4.62933333333,7.59113333333
412.92,10.8776,13.1846,10.9454666667,13.3323333333,11.3772,8.77083333333,11.0748,4.61826666667,7.56653333333
413.28,10.8816666667,13.2080666667,10.9597333333,13.3447333333,11.3834666667,8.8237,11.0946666667,4.62866666667,7.59493333333
413.64,10.9078,13.2318,10.9642,13.3770666667,11.4254666667,8.85656666667,11.0988,4.65213333333,7.61813333333
414.00,10.8663333333,13.2157333333,10.9476666667,13.3706666667,11.4074,8.83446666667,11.0884666667,4.66306666667,7.5832
414.36,10.8304,13.1675333333,10.9233333333,13.3589333333,11.3556666667,8.7833,11.0511333333,4.64053333333,7.56626666667
414.72,10.8858666667,13.2088666667,10.9952666667,13.3865333333,11.4074666667,8.82973333333,11.1043333333,4.7166,7.63
415.07,10.8472,13.1489333334,10.9567333333,13.3673333333,11.3555333333,8.79273333333,11.0556,4.65426666667,7.579
415.43,10.8294666667,13.1454666667,10.9458666667,13.3555333333,11.3326,8.77863333333,11.0231333333,4.63033333333,7.5522
415.79,10.8736666667,13.1674666667,11.0104,13.3896,11.3828666667,8.81416666667,11.0544,4.65906666667,7.6026
416.15,10.8534,13.1649333333,10.9812666667,13.3742666667,11.3506,8.78483333333,11.0318666667,4.61866666667,7.58493333333
416.51,10.8852,13.1804,11.0264666667,13.4122,11.3571333333,8.8425,11.0755333333,4.659,7.6298
416.86,10.9190666667,13.2163333333,11.0660666667,13.4413333333,11.4097333333,8.88406666667,11.1246666667,4.68786666667,7.6612
417.22,10.9037333333,13.2052,11.0802666667,13.4489333333,11.4156,8.87856666667,11.1274,4.68146666667,7.64313333333
417.58,10.93,13.2258,11.1443333333,13.4784,11.4302666667,8.9041,11.1660666667,4.71753333333,7.6662
417.94,10.9764,13.2418,11.1828,13.5101333333,11.4732666667,8.9515,11.2027333333,4.77073333333,7.70573333333
418.29,11.0327333333,13.2922666667,11.2362,13.5751333333,11.5312,9.0234,11.2634,4.83673333333,7.76146666667
418.65,11.0342,13.2914666667,11.2438666667,13.5868666667,11.5314,9.02213333333,11.2620666667,4.83533333333,7.76226666667
419.01,11.0571333333,13.3245333333,11.2796666667,13.6238,11.5806,9.0557,11.2986,4.88153333333,7.8054
419.37,11.0479333333,13.3021333333,11.2766666667,13.6158,11.5859333333,9.0395,11.2924666667,4.87973333333,7.81
419.73,11.0524,13.3228,11.2818,13.6185333333,11.5918666667,9.0577,11.3049333333,4.89206666667,7.80446666667
420.08,11.0305333333,13.3078666667,11.2836666667,13.6092,11.5954,9.063,11.2980666667,4.89706666667,7.8052
420.44,11.0230666667,13.2942666667,11.2847333333,13.5875333333,11.6004666667,9.04213333333,11.2745333333,4.88686666667,7.80073333333
420.80,11.009,13.2825333333,11.2741333333,13.5770666667,11.5885333333,9.025,11.2481333333,4.89266666666,7.79246666667
421.16,11.0000666667,13.271,11.2589333333,13.5638,11.5718,9.00586666667,11.2246,4.889,7.78266666667
421.51,10.9893333333,13.2594666667,11.2366666667,13.5470666667,11.5609333333,9.0073,11.2098666667,4.88586666667,7.7786
421.87,10.9546,13.2418666667,11.222,13.5276666667,11.5231333334,8.9985,11.1726,4.86326666667,7.75966666667
422.23,10.9253333333,13.2258666667,11.2020666666,13.5011333333,11.5049333333,8.97263333333,11.1396,4.84046666667,7.73106666667
422.58,10.8897333333,13.2018,11.1746666667,13.4803333333,11.4856666667,8.96596666667,11.1222666667,4.82586666667,7.70373333333
422.94,10.8914,13.2094666667,11.1726666667,13.4818666667,11.4874666667,8.9638,11.1160666667,4.834,7.7004
423.30,10.9099333333,13.2231333333,11.1852666667,13.5018666666,11.4991333333,8.98736666667,11.1376,4.85866666667,7.7062
423.66,10.8778,13.1850666667,11.1555333333,13.4750666667,11.464,8.9494,11.1056,4.8384,7.678
424.01,10.8883333333,13.1893333333,11.1694666667,13.49,11.4708666667,8.9496,11.115,4.84,7.68266666667
424.37,10.8912,13.1950666667,11.1702666667,13.4984666667,11.4725333333,8.962,11.1266666667,4.84733333333,7.6768
424.73,10.8969333333,13.1924,11.1781333333,13.5041333333,11.4614,8.96856666667,11.1310666667,4.85706666667,7.67513333333
425.08,10.9228666667,13.2188,11.2107333333,13.5322666667,11.492,8.98986666667,11.1608666667,4.88526666667,7.7064
425.44,10.9302,13.2268,11.2155333334,13.5299333334,11.4996666666,8.9811,11.1687333333,4.8892,7.70973333333
425.80,10.9664,13.2528666667,11.2502666667,13.5532666667,11.5365333333,8.98376666667,11.1960666667,4.90773333333,7.73473333333
426.16,10.9658,13.2517333333,11.2522,13.542,11.5276666667,8.9819,11.1948,4.9044,7.73933333333
426.51,11.0035333333,13.2897333333,11.2854666667,13.5665333333,11.5524,8.99073333333,11.2203333333,4.92413333333,7.76946666667
426.87,11.0067333333,13.2686,11.2916666667,13.5502,11.5436,8.98223333333,11.2112,4.91646666667,7.76346666667
427.23,11.0182,13.2823333333,11.3176,13.5676,11.5532,8.98536666667,11.2308666667,4.93146666667,7.78726666667
427.58,11.052,13.3131333333,11.3547333333,13.5990666667,11.5859333333,9.0098,11.2545333333,4.9542,7.8188
427.94,11.0403333333,13.2910666667,11.3349333334,13.5636666667,11.5658666667,9.0108,11.2451333333,4.93846666667,7.79266666667
428.30,11.0687333333,13.3109333333,11.3606666667,13.5982,11.5878666667,9.01233333333,11.2716,4.97266666667,7.82093333333
428.65,11.0570666667,13.3062666667,11.3664666667,13.6000666666,11.6115333333,9.0198,11.2628,4.96206666667,7.8178
429.01,11.029,13.2962666667,11.3649333333,13.586,11.6096666667,9.0151,11.2528666667,4.9514,7.79926666667
429.37,10.9966,13.2797333333,11.3686666667,13.5786666666,11.6003333333,9.00416666667,11.2428,4.9532,7.7854
429.72,10.9923333333,13.2737333333,11.3628666667,13.5808666667,11.6013333333,9.02443333333,11.2626666667,4.96213333333,7.7762
430.08,11.0256,13.3201333333,11.4016666667,13.6213333333,11.6371333333,9.05363333333,11.2914,5.0124,7.79606666667
430.44,11.029,13.3162,11.4171333333,13.6308,11.6580666667,9.06673333333,11.3038666667,5.0262,7.80186666667
430.79,11.0636,13.3585333333,11.4617333333,13.6677333333,11.7054,9.118,11.3636,5.0746,7.85153333333
431.15,11.0887333333,13.3954,11.4950666667,13.6830666666,11.7168,9.15256666667,11.3818,5.08846666667,7.86866666667
431.50,11.1107333333,13.4284,11.5171333334,13.7193333333,11.7572666667,9.18586666667,11.4051333333,5.1086,7.89193333333
431.86,11.1228,13.4466666667,11.5138,13.7156666667,11.7426,9.17183333333,11.3963333333,5.11693333333,7.89286666667
432.22,11.0782666667,13.3966666667,11.4635333333,13.6639333333,11.6968666666,9.12596666667,11.3348666667,5.0588,7.84233333333
432.57,11.1186,13.4487333333,11.5022666667,13.7065333333,11.722,9.1531,11.3821333333,5.10106666667,7.899
432.93,11.1442666667,13.4428666667,11.5097333333,13.7055333333,11.7272,9.15459999999,11.3889333334,5.1034,7.91486666667
433.29,11.1391333333,13.4368666667,11.4924,13.6998,11.716,9.15240000001,11.3829333333,5.08433333333,7.9138
433.64,11.1594666667,13.4405333333,11.505,13.7176,11.7394666667,9.16136666667,11.3884666667,5.09366666667,7.9324
434.00,11.135,13.3899333333,11.4738666667,13.6808666667,11.7189333333,9.14086666667,11.3714,5.07433333333,7.9082
434.35,11.1512666667,13.4009333333,11.4964,13.6911333333,11.7419333333,9.15600000001,11.3894666667,5.10586666667,7.93113333333
434.71,11.1474,13.3911333333,11.4774,13.6895333333,11.7268,9.11373333333,11.3679333333,5.1004,7.91993333333
435.07,11.1048,13.3379333333,11.4234666667,13.6434,11.6909333333,9.05686666667,11.3284,5.05793333333,7.88566666667
435.42,11.1099333333,13.3411333333,11.4368,13.6311333333,11.7067333333,9.06283333333,11.3443333333,5.0836,7.89893333333
435.78,11.1228666667,13.3570666667,11.4718,13.6672,11.7472666667,9.0837,11.3679333333,5.12333333334,7.92693333334
436.13,11.1837333333,13.4174666667,11.5419333333,13.7285333333,11.8092666667,9.15533333334,11.4304666667,5.18853333333,7.99986666667
436.49,11.1782,13.4035333333,11.5326,13.7228666667,11.8046,9.15253333333,11.4231333333,5.1684,7.98153333333
436.84,11.1922,13.4350666667,11.555,13.756,11.8366666667,9.2,11.4388,5.2064,8.00993333334
437.20,11.2160666667,13.4614,11.582,13.7895333333,11.861,9.20323333333,11.4492666667,5.2326,8.02373333333
437.56,11.2222,13.49,11.5895333333,13.7958,11.8819333333,9.2144,11.4581333333,5.24766666667,8.03533333333
437.91,11.2699333333,13.5573333333,11.6545333333,13.8614666667,11.9434666667,9.25486666667,11.5151333333,5.28866666666,8.08193333333
438.27,11.2675333333,13.5692,11.6424666667,13.8747333333,11.9281333333,9.26456666667,11.5219333333,5.28046666667,8.08213333333
438.62,11.2354,13.5483333334,11.6168666667,13.8519333333,11.8976,9.23966666667,11.4874,5.2426,8.0656
438.98,11.2569333333,13.5864,11.6515333333,13.8836,11.9312,9.26530000001,11.5093333333,5.26393333333,8.07993333333
439.33,11.2478,13.5654666667,11.6421333333,13.8837333333,11.9014,9.25556666666,11.4871333333,5.26086666667,8.06466666667
439.69,11.2692,13.5795333333,11.6570666667,13.8982,11.9116,9.25530000001,11.52,5.268,8.08346666667
440.04,11.2588666667,13.5706,11.638,13.8822,11.902,9.23376666666,11.5084666667,5.26,8.06746666667
