wavelength,Back_EunCamm,Belly_EunCamm,Breast_EunCamm,Crissum_EunCamm,Crown_EunCamm,DorTail_EunCamm,Rump_EunCamm,Throat_EunCamm,WingTip_EunCamm
540.37,10.2668,12.7341333333,10.4095333333,12.7414666667,9.74846666667,9.48083333333,9.87173333333,9.24873333334,8.92193333333
540.72,10.271,12.7310666666,10.4113333333,12.7498,9.74779999999,9.48399999999,9.86426666666,9.28746666667,8.92506666666
541.06,10.2600666667,12.6980666667,10.3944,12.7238,9.70513333333,9.46429999999,9.84206666667,9.29833333333,8.91946666667
541.40,10.2715333333,12.6961333333,10.4010666667,12.7430666667,9.70613333333,9.46983333332,9.83386666666,9.33606666666,8.93873333333
541.75,10.236,12.6611333333,10.3641333333,12.7120666667,9.66566666667,9.41943333333,9.79860000001,9.33266666667,8.9032
542.09,10.2098,12.6299333334,10.3426,12.6881333333,9.64006666667,9.39553333333,9.7752,9.33206666667,8.89066666667
542.43,10.2144666667,12.6336,10.349,12.6997333333,9.63673333333,9.39330000001,9.7792,9.36559999999,8.90646666667
542.78,10.2422,12.6608,10.3670666667,12.7248,9.66246666666,9.43316666666,9.80673333333,9.40713333333,8.9362
543.12,10.2421333333,12.6686,10.3682,12.7248,9.66333333334,9.4343,9.81353333334,9.43966666667,8.9444
543.46,10.2382,12.6521333333,10.3504,12.7068,9.65660000001,9.42089999999,9.80613333333,9.4602,8.94366666667
543.81,10.2319333333,12.6391333333,10.3396,12.7110666667,9.65173333333,9.42943333333,9.80713333333,9.4988,8.95786666666
544.15,10.2262666667,12.6196,10.3213333333,12.7002,9.63879999999,9.41886666667,9.79753333334,9.54453333333,8.95713333333
544.49,10.2053333333,12.6050666666,10.3095333333,12.6878666667,9.62066666666,9.40370000001,9.77626666666,9.58560000001,8.9606
544.84,10.2289333333,12.6314666667,10.3212,12.7135333333,9.64739999999,9.43056666666,9.79266666667,9.66320000001,8.9946
545.18,10.213,12.6184,10.3164,12.6883333333,9.63660000001,9.42906666667,9.78253333333,9.70099999999,8.99586666667
545.52,10.2388666667,12.6306,10.3342666667,12.7074,9.64366666667,9.45456666667,9.78319999999,9.76866666666,9.02946666667
545.87,10.2674,12.6524,10.335,12.7155333333,9.659,9.47006666666,9.79346666666,9.8176,9.0554
546.21,10.2542666667,12.6502,10.3334666667,12.6968,9.63413333333,9.46646666666,9.77013333333,9.85526666667,9.04473333333
546.55,10.2541333333,12.6636666667,10.3528666667,12.7088666667,9.63259999999,9.4548,9.77273333333,9.91559999999,9.05993333333
546.90,10.2413333333,12.6624666667,10.3420666667,12.69,9.61553333334,9.44150000001,9.75573333333,9.93619999999,9.06533333333
547.24,10.2388,12.6529333333,10.3528666667,12.7121333333,9.60886666667,9.44510000001,9.74793333333,9.98159999999,9.08013333333
547.58,10.2788,12.6838,10.3676,12.7288,9.61160000001,9.44480000001,9.75373333333,10.0407333333,9.08846666667
547.92,10.3032666667,12.7082666667,10.3722,12.7422666667,9.63613333332,9.47296666667,9.77766666667,10.0824666667,9.12113333333
548.27,10.3171333333,12.7164666667,10.3602666667,12.7458,9.63293333334,9.46253333332,9.78666666666,10.1196666667,9.1192
548.61,10.3245333333,12.7431333333,10.3634,12.7406,9.62733333334,9.42983333333,9.78166666667,10.1436,9.1142
548.95,10.2959333333,12.7083333333,10.3073333333,12.7016,9.58039999999,9.38686666666,9.74193333333,10.1474,9.08253333333
549.29,10.3305333333,12.7273333333,10.3170666667,12.7154666667,9.61153333333,9.40916666666,9.75233333333,10.2019333333,9.09933333333
549.64,10.3398666667,12.7416666667,10.3302666667,12.7464,9.62173333334,9.43336666667,9.77553333333,10.2711333333,9.11153333333
549.98,10.3986,12.7892666667,10.3828,12.8027333334,9.68673333334,9.48603333332,9.83053333334,10.3896,9.19373333333
550.32,10.4044,12.7460666667,10.3588,12.7888666667,9.67426666667,9.49436666668,9.79246666667,10.4446666667,9.2098
550.66,10.4323333333,12.758,10.3674,12.8228,9.70520000001,9.53256666667,9.81266666667,10.5288666667,9.24433333333
551.01,10.4887333333,12.8013333333,10.3963333333,12.8574666667,9.7184,9.56243333335,9.85059999999,10.6174,9.30246666667
551.35,10.4273333333,12.7406,10.3599333333,12.8149333333,9.67946666667,9.55216666667,9.81646666667,10.6227333333,9.27586666667
551.69,10.3988,12.7094,10.3473333333,12.7831333333,9.626,9.50903333333,9.76286666666,10.6370666667,9.25913333334
552.03,10.4257333333,12.7338666667,10.3983333333,12.8034,9.65813333333,9.57050000001,9.78866666667,10.7214666667,9.3032
552.38,10.3588,12.6598,10.3364666667,12.7442666667,9.593,9.54846666668,9.73093333333,10.7224666667,9.2696
552.72,10.4124,12.6938666667,10.3828,12.7922,9.61906666666,9.59426666668,9.75726666667,10.7988666667,9.32866666667
553.06,10.4317333333,12.6989333333,10.4023333333,12.8145333333,9.62086666667,9.6209,9.7832,10.8711333333,9.37053333333
553.40,10.4078666667,12.6723333333,10.3852666667,12.7921333333,9.58200000001,9.61253333334,9.73666666667,10.8986,9.37199999999
553.74,10.3712666667,12.6125333333,10.3364666667,12.7633333333,9.53673333333,9.58719999999,9.69873333333,10.8947333333,9.33600000001
554.09,10.3168666667,12.592,10.3015333333,12.735,9.50013333334,9.55856666667,9.68033333333,10.8953333333,9.32353333333
554.43,10.3374,12.6,10.3059333333,12.7511333334,9.48113333334,9.55473333333,9.67326666667,10.9314,9.33973333332
554.77,10.3383333333,12.6225333333,10.3480666667,12.7654,9.50066666666,9.57740000001,9.68980000001,11.0072,9.36646666667
555.11,10.3773333333,12.6700666667,10.3884,12.8020666667,9.54593333333,9.62083333333,9.72880000001,11.0986,9.42773333333
555.45,10.3974666667,12.6702,10.4174666666,12.8277333333,9.5448,9.65853333335,9.74366666667,11.1958666667,9.45493333333
555.80,10.3823333333,12.6306,10.3784,12.7984666667,9.5056,9.62623333333,9.70433333333,11.2176,9.45393333334
556.14,10.4884666667,12.7330666667,10.496,12.8950666667,9.60966666666,9.75173333335,9.79946666666,11.3683333333,9.56166666667
556.48,10.4422666667,12.7144666667,10.4757333333,12.8542666667,9.59280000001,9.75159999999,9.77693333334,11.4084,9.54840000001
556.82,10.3816,12.6720666667,10.4371333333,12.8223333333,9.549,9.71829999999,9.71266666666,11.4055333333,9.49746666667
557.16,10.3648,12.6821333333,10.4184,12.8110666667,9.5342,9.69796666667,9.70226666667,11.4672666667,9.50913333333
557.50,10.3208666667,12.6456,10.3804666667,12.7516666666,9.48279999999,9.67369999999,9.65826666666,11.4718666667,9.49066666667
557.85,10.3608,12.6742666667,10.4095333333,12.7661333333,9.50953333333,9.68706666667,9.6794,11.5339333333,9.49893333334
558.19,10.3314666667,12.6401333333,10.3903333333,12.7206666667,9.49260000001,9.66793333335,9.66880000001,11.5691333333,9.49046666667
558.53,10.3268,12.6158666667,10.3633333333,12.6847333333,9.47046666666,9.64510000001,9.64146666667,11.5881333333,9.48713333333
558.87,10.338,12.6223333333,10.3702666667,12.6783333333,9.46026666667,9.65986666667,9.63,11.6470666667,9.5054
559.21,10.3192666667,12.6414,10.3638,12.6644666667,9.47793333333,9.67656666666,9.6358,11.6901333333,9.51953333334
559.55,10.3272666667,12.6648,10.3759333333,12.6728,9.47406666667,9.70880000001,9.65646666667,11.7437333333,9.52733333333
559.89,10.2992666666,12.6349333333,10.3333333333,12.6626,9.45073333333,9.71453333335,9.66126666666,11.7971333333,9.53686666667
560.23,10.2844,12.6048,10.3096666667,12.6504666667,9.4368,9.67309999999,9.64493333333,11.8380666667,9.53066666667
560.58,10.3200666667,12.6406666667,10.3437333333,12.6419333333,9.45126666666,9.71669999999,9.67719999999,11.9331333333,9.59053333333
560.92,10.2878666667,12.5663333333,10.3196666667,12.5889333333,9.41533333334,9.70663333335,9.64313333333,11.9088,9.5518
561.26,10.2847333333,12.5666,10.3053333333,12.5913333333,9.4242,9.70446666667,9.64433333333,11.9653333333,9.55079999999
561.60,10.2052,12.5002,10.2426666667,12.5314666667,9.33686666666,9.67233333335,9.57313333333,11.9673333333,9.51586666666
561.94,10.1571333333,12.4619333333,10.2006666666,12.4840666667,9.28399999999,9.63793333334,9.51893333333,11.9573333333,9.47599999999
562.28,10.1055333333,12.4203333333,10.1662,12.4678,9.23946666667,9.65346666668,9.49066666667,11.9814666667,9.45053333333
562.62,10.0795333333,12.4114666667,10.1568,12.4786,9.22020000001,9.62380000001,9.48713333334,12.0192666667,9.46120000001
562.96,10.0604666667,12.3626,10.1101333333,12.4421333333,9.1974,9.59006666667,9.45579999999,12.0296666667,9.44966666667
563.30,10.0550666667,12.3397333333,10.092,12.4292666667,9.20593333333,9.57536666665,9.45186666666,12.087,9.47606666667
563.64,10.0018666667,12.2750666667,10.0523333333,12.3554,9.14946666667,9.53146666667,9.39079999999,12.0793333333,9.43073333333
563.99,10.0137333333,12.2824666667,10.0400666667,12.3505333333,9.12679999999,9.54446666667,9.39093333333,12.1072666667,9.43759999999
564.33,9.97893333334,12.2326,9.99373333333,12.3368,9.1052,9.51063333333,9.36046666667,12.1086666667,9.4216
564.67,9.99146666667,12.2257333333,10.0067333333,12.3416666667,9.11006666667,9.49659999999,9.35,12.1836666667,9.44346666667
565.01,9.99426666667,12.2309333333,10.0117333333,12.3412666667,9.0982,9.50023333333,9.35466666666,12.2314666667,9.45880000001
565.35,10.0094,12.2230666667,10.0200666667,12.3225333334,9.10086666666,9.49979999999,9.3682,12.2962,9.49106666666
565.69,10.0328,12.2387333333,10.0550666667,12.3552666667,9.12006666667,9.54559999999,9.39326666667,12.3704666666,9.54906666666
566.03,10.0077333333,12.2087333333,10.0347333333,12.3127333333,9.10786666667,9.51853333333,9.36380000001,12.3903333333,9.52953333334
566.37,9.96293333334,12.1681333334,10.0074666667,12.2715333333,9.08446666667,9.49636666667,9.33413333333,12.3970666667,9.49573333333
566.71,9.95686666667,12.1821333333,10.0132,12.2835333333,9.07306666666,9.51670000001,9.33520000001,12.4486666667,9.518
567.05,9.9204,12.1423333333,9.98153333335,12.2485333334,9.02433333334,9.49303333334,9.288,12.4612,9.48906666666
567.39,9.88673333333,12.1054666667,9.92860000001,12.2015333333,8.97986666667,9.42543333332,9.24513333333,12.4732666667,9.45206666667
567.73,9.8556,12.0778666667,9.90146666666,12.178,8.96286666667,9.41506666666,9.2338,12.5242,9.44979999999
568.07,9.80693333334,12.0352,9.84619999999,12.1121333333,8.91666666667,9.36943333335,9.1904,12.5326,9.40973333333
568.41,9.8292,12.053,9.85113333333,12.1349333333,8.93139999999,9.41133333332,9.21233333333,12.6082,9.4664
568.75,9.8328,12.0404,9.84266666665,12.1353333333,8.91793333333,9.42213333333,9.19213333333,12.6636666667,9.47979999999
569.09,9.85986666667,12.0730666667,9.86713333334,12.1896666666,8.935,9.48233333333,9.21733333333,12.7532666667,9.51746666667
569.43,9.81193333333,12.0197333333,9.80333333334,12.1450666667,8.88739999999,9.44080000001,9.1852,12.7828666667,9.48153333333
569.77,9.84339999999,12.0536666667,9.8274,12.157,8.904,9.46746666665,9.21419999999,12.8598,9.52086666667
570.11,9.87773333333,12.0589333333,9.82193333333,12.1536,8.8864,9.50496666666,9.21726666667,12.9423333333,9.56299999999
570.45,9.85766666667,12.0171333333,9.77426666667,12.1088,8.84626666667,9.49346666667,9.19446666667,12.9642666667,9.53553333334
570.79,9.84219999999,12.0103333333,9.76093333333,12.0794,8.84146666666,9.48373333333,9.20473333333,13.0208666667,9.5416
571.13,9.86280000001,12.0420666667,9.784,12.1198,8.8638,9.52216666667,9.23806666667,13.0892666667,9.60033333334
571.47,9.86546666667,12.0559333333,9.8064,12.1298666667,8.86813333333,9.55393333335,9.25746666667,13.1498,9.63933333334
571.81,9.92366666666,12.1315333333,9.87333333333,12.1779333333,8.92706666667,9.62876666667,9.31900000001,13.2621333333,9.72620000001
572.15,9.89626666666,12.1117333333,9.83546666667,12.1530666667,8.88526666666,9.61303333334,9.31206666666,13.2978,9.6984
572.49,9.86886666667,12.0841333333,9.80426666667,12.1128,8.858,9.59749999999,9.29633333333,13.3214666667,9.67073333332
572.83,9.84573333333,12.0501333333,9.7702,12.0852,8.85419999999,9.57673333334,9.28100000001,13.3371333333,9.6654
573.17,9.87033333333,12.0745333333,9.79033333334,12.0904,8.87226666666,9.60266666665,9.29713333333,13.414,9.69406666667
573.51,9.87546666667,12.0698,9.77606666667,12.0862,8.86073333333,9.62133333333,9.29386666666,13.4772666667,9.72673333333
573.85,9.87713333333,12.0724666667,9.78779999999,12.1021333333,8.88959999999,9.63589999999,9.31006666667,13.5198,9.74893333333
574.19,9.87266666667,12.0704,9.77773333333,12.0902,8.89179999999,9.62516666666,9.28039999999,13.5602,9.757
574.53,9.85966666667,12.0625333333,9.76033333334,12.0995333333,8.88140000001,9.64490000001,9.27686666667,13.5964,9.77839999999
574.87,9.87953333332,12.0785333333,9.79493333333,12.1140666667,8.89939999999,9.68816666667,9.30033333334,13.6780666667,9.80639999999
575.21,9.91393333333,12.0978,9.81560000001,12.1406666667,8.91706666666,9.71506666667,9.3284,13.7407333333,9.85293333333
575.55,9.90786666667,12.0679333334,9.79020000001,12.1384,8.89673333333,9.71293333333,9.33059999999,13.7983333333,9.85093333333
575.89,9.93533333333,12.1137333333,9.81993333333,12.1627333333,8.91633333333,9.75523333333,9.362,13.866,9.89266666666
576.22,9.9856,12.1671333333,9.86633333334,12.1973333333,8.9746,9.8166,9.41326666667,13.949,9.98873333332
576.56,9.98953333333,12.1674666667,9.8764,12.1802666667,8.95499999999,9.82703333334,9.40433333333,13.9940666667,9.99186666667
576.90,9.98333333333,12.1631333333,9.87386666667,12.1869333333,8.93739999999,9.82436666667,9.41093333333,14.0177333333,9.999
577.24,9.99239999999,12.1723333333,9.88539999999,12.2125333333,8.9662,9.81810000001,9.42473333333,14.0718,10.0098
577.58,10.0075333333,12.1942666667,9.8788,12.233,8.97953333334,9.84129999999,9.43533333334,14.1474666667,10.0173333333
577.92,10.0342,12.1790666667,9.88613333333,12.2529333333,8.98346666667,9.83873333333,9.48726666666,14.212,10.0448666667
578.26,10.1099333333,12.2208666667,9.95646666667,12.3085333333,9.04446666667,9.91763333334,9.53606666667,14.2906666667,10.0992666667
578.60,10.1454666667,12.2466,9.94439999999,12.318,9.07760000001,9.95373333333,9.54320000001,14.3610666667,10.1279333333
578.94,10.0967333333,12.2038666667,9.86033333334,12.2486666667,9.00499999999,9.92456666667,9.48666666667,14.3953333333,10.0612666667
579.28,10.0564666667,12.1747333333,9.81719999999,12.2234666667,8.96006666666,9.87646666667,9.44753333334,14.4174666667,10.0342666666
579.61,10.0267333333,12.1262666667,9.76933333334,12.1808,8.93440000001,9.85063333335,9.40073333333,14.4228,10.0050666667
579.95,10.0084,12.1045333333,9.7478,12.1740666667,8.90293333333,9.82933333333,9.37586666667,14.4775333334,9.96773333333
580.29,10.0044666667,12.1233333333,9.72553333333,12.1728666667,8.9166,9.81886666667,9.3858,14.5390666667,9.98153333333
580.63,10.0043333333,12.0906,9.68986666667,12.1776,8.92933333333,9.83396666665,9.37859999999,14.6055333333,9.97253333333
580.97,10.0146666667,12.0935333333,9.66333333333,12.1791333333,8.89813333333,9.86633333333,9.38873333333,14.6552,9.97319999999
581.31,10.0176,12.0874666667,9.68233333334,12.1541333333,8.9034,9.91739999999,9.41473333333,14.7142,10.0194
581.65,10.0106,12.1254666667,9.69706666667,12.1541333333,8.88513333333,9.9421,9.42120000001,14.7755333333,10.0339333333
581.98,9.97640000001,12.0978666666,9.62433333333,12.0957333333,8.841,9.90723333334,9.37006666667,14.8268,9.98093333334
582.32,9.94273333333,12.076,9.58900000001,12.0804,8.78726666667,9.86630000001,9.35193333333,14.8383333333,9.95206666667
582.66,10.0094,12.1209333333,9.68246666667,12.1682,8.87793333334,9.90696666665,9.42093333334,14.9530666667,10.0322666667
583.00,10.0478666667,12.1667333333,9.72860000001,12.2101333333,8.91393333334,9.98649999999,9.45513333334,15.0274666667,10.0744
583.34,10.0204,12.1603333333,9.71513333333,12.1812666667,8.90266666667,9.96283333332,9.45506666667,15.067,10.0708666667
583.68,10.0207333333,12.1382,9.69353333333,12.1534666667,8.87766666667,9.9442,9.46466666667,15.1006666667,10.0917333333
584.01,10.0468,12.1686,9.70000000001,12.1544666667,8.86626666667,9.99263333333,9.474,15.1743333334,10.0823333333
584.35,10.1025333333,12.2408666667,9.74086666667,12.1692,8.89006666667,10.0479666667,9.51420000001,15.2722666666,10.1400666666
584.69,10.0320666667,12.1726666667,9.66819999999,12.0507333333,8.8052,9.98036666667,9.45646666666,15.2602,10.0818
585.03,10.0032666667,12.1605333333,9.63066666667,12.0288666667,8.7626,9.90000000001,9.42493333333,15.2827333333,10.0572
585.37,10.0744666667,12.2174,9.69893333333,12.0882666667,8.84693333333,10.0061,9.47233333334,15.3867333333,10.1314
585.70,10.1552,12.2963333333,9.78199999999,12.1473333333,8.9036,10.06,9.54380000001,15.5459333333,10.2336
586.04,10.1418,12.2667333333,9.76353333333,12.1246666667,8.86193333333,10.0531,9.52466666666,15.6002,10.2317333333
586.38,10.1484,12.2663333333,9.75306666667,12.1182666667,8.88513333334,10.0625333333,9.50679999999,15.6334,10.2420666667
586.72,10.1839333333,12.2811333334,9.75293333333,12.1292,8.91093333333,10.0857333333,9.54313333333,15.7368666667,10.2535333333
587.06,10.2025333333,12.2572,9.75033333334,12.1123333333,8.90366666667,10.0876,9.54173333333,15.7855333333,10.278
587.39,10.2287333333,12.3374,9.77853333333,12.1610666667,8.94393333333,10.1382,9.57539999999,15.8643333333,10.3103333333
587.73,10.241,12.3038666667,9.78986666667,12.1448666666,8.93813333333,10.1243333333,9.56619999999,15.9104666667,10.3324666667
588.07,10.197,12.2884,9.74406666667,12.1096,8.89193333333,10.0870666667,9.4964,15.9274,10.3108
588.41,10.2774,12.3475333334,9.83286666667,12.2058,8.96206666667,10.1728666667,9.53346666666,16.078,10.3758
588.74,10.2902,12.3365333334,9.82173333333,12.2108,8.96186666667,10.1821333333,9.51539999999,16.1652,10.3904
589.08,10.2430666667,12.2922666667,9.77966666667,12.1687333333,8.93446666667,10.1225666667,9.49006666667,16.1957333333,10.3871333333
589.42,10.1775333333,12.2274666667,9.71939999999,12.0998,8.85946666667,10.0845333333,9.42813333334,16.1234666667,10.3351333333
589.76,10.2495333333,12.3065333333,9.81593333333,12.1582666667,8.94473333333,10.1357666667,9.48166666667,16.2470666667,10.3904666667
590.09,10.2346,12.2930666667,9.817,12.1340666667,8.8942,10.1121333333,9.46086666667,16.2929333333,10.3668
590.43,10.2123333333,12.2639333333,9.82546666667,12.0981333333,8.84446666667,10.1062666667,9.41513333333,16.3128666667,10.3784666667
590.77,10.2215333333,12.2778666667,9.84153333333,12.1166,8.83513333333,10.1347333333,9.40986666666,16.3994,10.3696666666
591.11,10.2658,12.2666666667,9.87720000001,12.1438,8.85793333333,10.1830666667,9.4464,16.497,10.4104
591.44,10.2116,12.2468,9.83506666666,12.1136666667,8.8284,10.1587,9.41220000001,16.5200666667,10.4142
591.78,10.2429333333,12.2613333333,9.8704,12.1081333333,8.84486666667,10.1678666667,9.44413333334,16.5935333333,10.4425333333
592.12,10.167,12.2198,9.80266666666,12.0216666667,8.79246666667,10.1054,9.37766666667,16.5784,10.4253333333
592.46,10.1540666667,12.1890666667,9.79813333333,11.9569333333,8.74593333333,10.1001666667,9.359,16.6196666667,10.4051333333
592.79,10.2133333333,12.2367333333,9.81466666667,11.9856666667,8.7354,10.1509,9.37206666666,16.7424,10.4495333333
593.13,10.2138,12.2436666667,9.81833333333,11.9964666667,8.7402,10.1432666667,9.37340000001,16.8643333333,10.4668666667
593.47,10.1664666667,12.1992666667,9.76246666666,11.9568,8.68453333333,10.1107,9.345,16.8680666667,10.4538
593.80,10.2076666667,12.2358666667,9.77906666667,11.9871333333,8.72706666667,10.1631666667,9.38119999999,16.9606,10.5224666667
594.14,10.2126,12.2296666666,9.75333333334,11.9540666667,8.71426666667,10.0951333333,9.35013333333,16.9822666667,10.4882
594.48,10.2752,12.2919333334,9.8264,12.0396666667,8.7882,10.1598333333,9.40226666667,17.1347333333,10.6103333334
594.81,10.212,12.2592,9.78833333333,11.9767333334,8.74453333333,10.1242333333,9.34500000001,17.1602666667,10.5873333333
595.15,10.2367333333,12.2618666667,9.8172,11.9694,8.73846666667,10.1146,9.35226666667,17.2392,10.5828
595.49,10.2599333333,12.2932666667,9.87233333334,12.0391333333,8.7914,10.1586333333,9.39933333333,17.3256666667,10.6374666667
595.82,10.2936666667,12.2902,9.87806666667,12.0686,8.79200000001,10.1601666667,9.42006666666,17.4062,10.6614666667
596.16,10.2576666667,12.2802,9.83880000001,12.0514666667,8.76233333333,10.0947333333,9.41706666667,17.3945333333,10.6232
596.50,10.2010666667,12.2298666667,9.80353333333,11.9753333333,8.71713333333,10.0513,9.34060000001,17.3841333333,10.5467333333
596.83,10.2002,12.2299333333,9.82059999999,11.9699333333,8.69793333333,10.0572,9.34446666667,17.3960666667,10.5510666667
597.17,10.1692666667,12.2010666667,9.79946666667,11.9356666667,8.6864,10.0594333333,9.30113333334,17.4075333333,10.5492
597.51,10.1654666667,12.2034,9.78893333333,11.9083333333,8.67666666667,10.0842333333,9.30580000001,17.4076666667,10.543
597.84,10.1579333333,12.1736,9.78473333334,11.9008666667,8.67606666667,10.1113666667,9.30933333334,17.4664666667,10.5613333333
598.18,10.1007333333,12.1138,9.7044,11.8078666667,8.62773333333,10.0489,9.26433333333,17.4417333333,10.4854666666
598.52,10.1476666667,12.1526,9.74693333333,11.8515333333,8.6636,10.0663666667,9.28986666667,17.4968,10.5064
598.85,10.1273333333,12.1162666667,9.72633333333,11.839,8.65773333333,10.0591333333,9.26206666666,17.5194666667,10.4920666667
599.19,10.1216,12.0974666667,9.69880000001,11.7682,8.62673333333,10.0215333333,9.24813333333,17.5468,10.482
599.53,10.1446,12.1475333333,9.75146666667,11.7996666667,8.67186666667,10.069,9.28846666667,17.6078,10.5358666667
599.86,10.1297333333,12.1011333334,9.73566666667,11.7530666667,8.66453333333,10.0724,9.20459999999,17.6541333333,10.5478
600.20,10.1408666667,12.11,9.76359999999,11.7734666667,8.67146666667,10.0728,9.24533333334,17.6846666667,10.5724666667
600.53,10.1355333333,12.0884666667,9.72273333334,11.7353333333,8.65033333333,10.0298,9.19233333333,17.7326,10.5855333334
600.87,10.1730666667,12.0804,9.7386,11.7308666667,8.65426666667,10.0385,9.22473333333,17.8314,10.6092
601.21,10.1684,12.0580666667,9.73046666667,11.6844,8.60653333333,9.98246666667,9.18106666666,17.9312,10.593
601.54,10.1259333333,12.0401333333,9.6888,11.6525333333,8.5564,9.93193333333,9.11226666667,17.9504666667,10.5872
601.88,10.0970666667,12.0192666667,9.66899999999,11.6215333333,8.50506666667,9.89603333333,9.08206666667,17.9877333333,10.5765333333
602.21,10.0611333333,11.971,9.6366,11.5759333333,8.47373333333,9.88353333334,9.0616,18.0652,10.57
602.55,10.064,11.9631333333,9.6266,11.5669333333,8.46133333333,9.90596666667,9.07466666667,18.152,10.6224
602.88,9.97326666667,11.8462,9.53546666667,11.4822,8.37153333333,9.83696666666,8.998,18.1552666667,10.5713333333
603.22,9.94220000001,11.8026666667,9.50113333333,11.4017333333,8.3278,9.78,8.95806666667,18.1856,10.5086666667
603.56,9.98546666667,11.8323333333,9.54433333333,11.4435333333,8.36526666667,9.8294,9.03513333333,18.2795333333,10.571
603.89,9.9404,11.8032,9.492,11.4168,8.35513333333,9.80203333334,8.99293333333,18.3175333334,10.5828
604.23,9.90393333333,11.7920666667,9.48319999999,11.4028,8.34933333333,9.79963333333,8.98066666667,18.3561333333,10.586
604.56,9.88613333333,11.7948666667,9.49226666667,11.4016,8.34686666667,9.77839999999,8.96326666667,18.3941333333,10.595
604.90,9.85066666666,11.7534,9.4556,11.3770666667,8.32566666667,9.75910000001,8.93193333333,18.4078,10.5899333333
605.23,9.87853333334,11.7812666667,9.50306666668,11.389,8.35873333333,9.79256666666,8.98466666667,18.4868,10.6256666667
605.57,9.88286666667,11.776,9.51866666667,11.3852666667,8.36993333333,9.80690000001,8.97486666667,18.5330666667,10.6276
605.90,9.84573333333,11.7554,9.49453333334,11.3512,8.3176,9.76749999999,8.93133333333,18.532,10.6009333333
606.24,9.848,11.7892666667,9.49686666667,11.3562,8.313,9.76176666667,8.9308,18.5603333333,10.5869333333
606.58,9.854,11.7938666667,9.49306666666,11.3648666666,8.297,9.76163333334,8.9044,18.604,10.5761333333
606.91,9.82713333334,11.7717333333,9.46286666667,11.3384,8.27073333333,9.72490000001,8.87726666667,18.6492,10.5889333333
607.25,9.82313333334,11.7972666667,9.47793333333,11.3444666667,8.27346666667,9.73493333333,8.85266666667,18.7128666667,10.5811333333
607.58,9.86953333333,11.8146,9.5208,11.3796,8.30313333333,9.78633333333,8.88893333333,18.8087333333,10.6388666667
607.92,9.91953333333,11.8386666666,9.55766666667,11.412,8.3512,9.84736666666,8.93313333333,18.8954,10.6759333334
608.25,9.87333333334,11.7542,9.48686666668,11.3388666667,8.27473333334,9.79760000001,8.86753333333,18.86,10.6201333333
608.59,9.80200000001,11.7160666667,9.42200000001,11.2872666667,8.22033333333,9.75426666667,8.82206666667,18.8547333333,10.5618
608.92,9.76193333333,11.6598,9.36026666666,11.2379333333,8.16193333333,9.73226666666,8.76746666667,18.802,10.5310666667
609.26,9.74186666666,11.6268666667,9.33973333333,11.2136,8.1184,9.70753333334,8.7472,18.8463333333,10.5401333333
609.59,9.72906666666,11.5726666667,9.2928,11.1682,8.10593333333,9.66183333333,8.71526666667,18.8706,10.5170666667
609.93,9.81826666667,11.6351333333,9.35846666667,11.2474,8.18406666667,9.75823333333,8.79826666666,18.9782666667,10.6096666667
610.26,9.78753333333,11.6056,9.32566666667,11.18,8.1758,9.76026666667,8.77146666667,18.9742,10.5872
610.60,9.75479999999,11.5847333333,9.30133333333,11.1744666667,8.16126666667,9.83009999999,8.77,18.9775333333,10.5724666667
610.93,9.62673333334,11.4534666667,9.16406666667,11.0424666666,8.04446666666,9.73323333333,8.64726666667,18.8956,10.4762
611.27,9.59393333333,11.4171333333,9.1326,10.9918666667,8.0072,9.71030000001,8.6242,18.9171333333,10.4347333333
611.60,9.53633333333,11.3374,9.04286666667,10.9168666667,7.923,9.65046666666,8.57046666666,18.8929333333,10.3799333333
611.93,9.56746666667,11.4048,9.0642,10.9513333333,7.9852,9.70213333333,8.6108,19.0040666667,10.4318666667
612.27,9.60693333334,11.3957333333,9.0872,10.968,8.02166666667,9.71259999999,8.6368,19.0438666667,10.4808
612.60,9.595,11.4021333333,9.10666666667,10.9808,8.04686666667,9.73016666666,8.65806666667,19.1652666667,10.5017333334
612.94,9.5418,11.3265333333,9.03013333333,10.9405333333,8.024,9.69036666667,8.60853333334,19.1192,10.4154
613.27,9.48666666667,11.2894666667,8.99826666667,10.8982666667,7.9682,9.65363333333,8.57846666667,19.1430666667,10.3904666667
613.61,9.26706666667,11.0640666667,8.80786666666,10.6966666667,7.76353333333,9.46993333333,8.3734,19.0433333333,10.2131333333
613.94,9.28320000001,11.084,8.83873333333,10.7687333333,7.76266666667,9.49709999999,8.4228,19.1239333334,10.2555333333
614.28,9.27153333334,11.0418,8.80266666667,10.7372,7.70706666667,9.38513333334,8.33713333333,19.1214,10.2184666667
614.61,9.3312,11.0760666667,8.85326666667,10.7824,7.75753333333,9.42096666667,8.40226666667,19.2307333333,10.2919333333
614.94,9.31213333333,11.0234666667,8.791,10.7606666667,7.74653333333,9.3776,8.3754,19.2188,10.2794
615.28,9.29086666666,11.0142666667,8.741,10.7558,7.70833333333,9.33046666667,8.3482,19.2701333333,10.26
615.61,9.256,10.9323333333,8.68933333333,10.7216666667,7.658,9.27323333334,8.32713333333,19.2768,10.2445333333
