wavelength,Back_SalSimf,Belly_SalSimf,Breast_SalSimf,Crissum_SalSimf,Crown_SalSimf,DorTail_SalSimf,Patch10_SalSimf,Patch11_SalSimf,Patch12_SalSimf,Patch13_SalSimf,Rump_SalSimf,Throat_SalSimf,WingTip_SalSimf
322.90,7.28553333333,12.6222,10.1463333333,7.8798,5.61146666667,8.089,6.4486,6.1256,7.64206666667,12.6074166667,5.8916,25.0174,7.706
323.27,7.44373333333,12.8073333333,10.2630666666,8.06606666667,5.87406666667,8.23973333333,6.67186666666,6.28673333333,7.79613333333,12.8201666667,6.1388,25.1692,7.85106666667
323.63,7.57413333333,12.9844666667,10.4042666667,8.15973333333,5.93693333333,8.205,6.80586666667,6.35626666667,7.89963333333,13.0095833333,6.1684,25.3246666666,7.9484
324.00,7.5992,13.0664666667,10.5273333333,8.14773333333,5.98946666667,8.16073333333,6.90273333333,6.4014,8.0126,13.1508333333,6.28426666667,25.415,8.107
324.37,7.71400000001,13.1485333334,10.6366,8.21633333333,6.16593333333,8.2274,7.019,6.4756,8.08623333333,13.3016666667,6.3744,25.6161333333,8.1832
324.74,7.69606666667,13.2026666667,10.6552666667,8.1754,6.07826666667,8.2584,6.9864,6.53593333333,8.12316666667,13.3461666667,6.30093333333,25.7694,8.18
325.10,7.71506666667,13.2439333333,10.7146,8.26386666667,6.08506666667,8.2952,7.00806666667,6.6636,8.26826666667,13.3614166667,6.32353333333,25.8478666667,8.19246666667
325.47,7.74166666666,13.3100666667,10.7938666667,8.2938,6.22073333333,8.3984,6.9964,6.72206666666,8.4004,13.3834166667,6.408,25.9854666667,8.22106666667
325.84,7.58106666666,13.1890666667,10.6958666667,8.09826666667,6.15086666667,8.19246666666,6.76806666666,6.53813333333,8.28403333333,13.2519166667,6.22226666667,25.9950666667,8.1112
326.21,7.81786666667,13.4431333333,10.8552666667,8.27893333333,6.27726666667,8.36466666667,6.92373333333,6.7946,8.50223333333,13.5409166667,6.46146666667,26.1662666667,8.30133333333
326.57,7.66646666666,13.2858666667,10.6256,8.13293333333,6.08713333333,8.21393333333,6.73653333333,6.62753333333,8.32766666667,13.5560833333,6.2506,26.0969333333,8.12586666667
326.94,7.33926666667,12.9510666667,10.3501333333,7.83573333333,5.78193333333,7.83866666667,6.3988,6.223,8.02433333333,13.3685,5.95366666667,25.9578666667,7.86806666667
327.31,7.11373333333,12.6577333333,10.1408666667,7.54806666667,5.52306666667,7.50753333333,6.0292,5.91966666667,7.78916666667,13.1210833333,5.65886666667,25.8076,7.6268
327.67,6.83553333333,12.3963333333,9.93813333334,7.24346666667,5.3258,7.29693333333,5.74346666666,5.66626666667,7.62836666667,12.9519166667,5.43833333333,25.7014,7.34346666667
328.04,6.6352,12.2065333333,9.78913333333,7.13253333333,5.07266666667,7.04686666667,5.53413333333,5.4346,7.46933333333,12.7848333334,5.2008,25.671,7.0284
328.41,6.48213333333,12.1023333333,9.72246666667,6.9478,4.88653333333,6.8758,5.3924,5.30173333333,7.37376666667,12.76225,4.9874,25.6375333334,6.89286666667
328.78,6.2838,11.8504,9.56233333334,6.6578,4.7118,6.57753333333,5.17646666667,4.9822,7.05386666667,12.61975,4.71186666667,25.4786666666,6.60826666667
329.14,6.24673333333,11.775,9.58373333333,6.57046666667,4.64113333333,6.5306,5.10693333333,4.84666666666,6.89583333333,12.7041666667,4.65286666667,25.5104,6.45226666667
329.51,6.264,11.802,9.61819999999,6.63673333333,4.65046666667,6.52153333333,5.19386666667,4.79126666667,6.85826666667,12.861,4.61613333333,25.5408666667,6.44966666667
329.88,6.5748,12.0966,9.87793333333,6.93626666667,4.8532,6.80086666667,5.4392,5.02786666667,7.05243333333,13.1175833333,4.8426,25.7614,6.58833333333
330.24,6.3002,11.9008666667,9.7172,6.7046,4.67306666667,6.60266666667,5.20373333333,4.75206666667,6.6947,12.9143333334,4.55606666667,25.7467333333,6.32313333333
330.61,6.24526666666,11.9122,9.84479999999,6.68193333334,4.64166666667,6.52366666667,5.20766666667,4.7756,6.65693333333,12.7985,4.5246,25.8420666667,6.265
330.98,6.60173333333,12.2375333333,10.2272,6.95193333333,4.97173333333,6.91113333333,5.53613333333,5.15886666667,6.9949,13.1065833333,4.83286666667,26.1384,6.48406666667
331.34,6.81606666667,12.5299333333,10.5092,7.19993333333,5.1314,7.1594,5.8422,5.4496,7.25423333333,13.4015833334,5.09253333333,26.4606,6.6906
331.71,7.06846666667,12.7349333333,10.7668666667,7.6168,5.30873333333,7.40386666667,6.0728,5.65006666667,7.43273333333,13.62475,5.30593333333,26.7288,6.88833333333
332.08,7.369,13.039,11.0499333333,7.88493333333,5.6538,7.63706666667,6.33586666667,5.95406666667,7.60653333333,13.918,5.54033333333,27.0687333333,7.13873333333
332.44,7.54926666667,13.2658666667,11.311,8.22526666666,5.86013333333,7.90526666667,6.55346666667,6.16153333333,7.7983,14.1423333333,5.8242,27.4015333333,7.35266666667
332.81,7.57973333333,13.3474666667,11.4320666667,8.37546666666,5.87233333334,7.9734,6.50526666667,6.2052,7.89416666667,14.1926666667,5.91073333334,27.5487333333,7.42113333333
333.18,7.56360000001,13.4158666667,11.4194666667,8.37346666666,5.89293333333,7.9302,6.377,6.2022,7.92246666667,14.2548333333,5.87626666667,27.6854,7.44593333333
333.54,7.69193333333,13.6842666667,11.6348,8.57,6.0928,8.131,6.547,6.47266666667,8.12353333333,14.4336666667,6.06933333333,28.0622,7.641
333.91,7.48773333333,13.5969333333,11.5618666667,8.48833333333,6.00866666667,7.9744,6.45193333333,6.33506666667,8.0132,14.36425,5.95833333333,28.1335333333,7.53813333333
334.28,7.54126666667,13.7030666667,11.6362,8.57020000001,6.04786666666,7.9658,6.5274,6.40406666667,8.15746666667,14.56025,6.00893333333,28.2766666667,7.56673333333
334.64,7.66033333333,13.8242666667,11.7366,8.69359999999,6.2128,8.07866666667,6.6324,6.511,8.28183333333,14.7895,6.11113333333,28.4731333333,7.70113333333
335.01,7.51046666667,13.8024,11.6444,8.61900000001,6.10313333333,7.83286666667,6.53166666667,6.37953333333,8.10663333333,14.7929166667,5.96566666667,28.5350666667,7.5956
335.38,7.4574,13.8056666667,11.5475333333,8.65946666667,6.11153333333,7.77426666667,6.51006666667,6.31353333333,8.00133333333,14.8695,5.90573333333,28.5649333333,7.5712
335.74,7.46146666667,13.8776666667,11.5656,8.64806666665,6.1542,7.80613333333,6.58646666667,6.36646666667,8.0116,14.9068333333,5.92646666667,28.5705333333,7.595
336.11,7.38486666667,13.8433333333,11.4758,8.57673333332,6.07026666667,7.77213333333,6.55646666667,6.32326666667,7.97513333333,14.9119166667,5.8808,28.5592666667,7.534
336.47,7.4264,13.8712,11.4123333333,8.5058,6.04206666667,7.74733333333,6.50426666667,6.28613333333,7.89986666667,14.916,5.8474,28.5592666667,7.4798
336.84,7.3318,13.8411333333,11.2885333333,8.36346666666,5.92526666666,7.60486666667,6.4218,6.20926666667,7.7924,14.8285833334,5.6364,28.5933333333,7.31346666667
337.21,7.1888,13.69,11.1607333333,8.26726666667,5.7648,7.45673333333,6.32346666667,5.9898,7.63683333333,14.6826666667,5.49093333333,28.4328,7.1644
337.57,7.0684,13.5748666667,10.9934,8.10246666667,5.5682,7.1958,6.09026666667,5.70546666667,7.4561,14.5593333333,5.29633333333,28.2808,6.93006666667
337.94,7.16986666667,13.6674666667,11.1532666667,8.15779999999,5.6664,7.22273333333,6.13953333333,5.71826666667,7.55993333333,14.71225,5.3734,28.3606,6.98153333333
338.31,7.20446666667,13.6883333333,11.2639333333,8.23193333332,5.76306666667,7.23086666667,6.15166666666,5.74993333333,7.62256666667,14.6890833334,5.3962,28.5086666667,7.06013333333
338.67,7.20706666667,13.6736666667,11.2700666667,8.2508,5.67566666667,7.1794,6.12626666667,5.7022,7.61963333333,14.62825,5.37746666667,28.5214666667,7.049
339.04,7.29726666667,13.7355333333,11.3558,8.35260000001,5.7494,7.31033333333,6.17886666667,5.7934,7.644,14.6633333333,5.46493333333,28.6666666667,7.09386666667
339.40,7.39593333333,13.8685333333,11.5133333333,8.43693333333,5.8496,7.41746666667,6.2546,5.8426,7.7496,14.76025,5.52506666667,28.8620666667,7.105
339.77,7.4058,13.9449333333,11.5707333333,8.43386666667,5.891,7.40086666667,6.27833333333,5.84146666667,7.76406666667,14.9075833333,5.5286,29.0431333334,7.0918
340.14,7.42826666667,14.0714666667,11.6825333333,8.52006666667,5.89933333334,7.45173333333,6.33033333333,5.877,7.8132,15.0219166667,5.59233333333,29.0827333333,7.167
340.50,7.41766666667,14.0761333333,11.6962666667,8.57373333333,5.868,7.41753333333,6.3524,5.90986666666,7.82276666667,15.0830833334,5.53846666667,29.2024,7.17886666667
340.87,7.57333333333,14.1894,11.8455333333,8.76426666667,6.0488,7.58606666667,6.52626666667,6.0626,7.99036666667,15.2528333333,5.76566666667,29.3442,7.35693333333
341.23,7.7482,14.4812666667,12.1166,8.94086666667,6.26453333333,7.7586,6.7502,6.2738,8.15713333333,15.5123333333,5.92193333333,29.7680666667,7.50193333333
341.60,7.66206666667,14.3708666667,12.116,8.88966666667,6.22633333333,7.67926666667,6.70653333333,6.22533333333,8.11033333333,15.5645,5.81226666667,29.8498666667,7.4288
341.96,7.64400000001,14.3017333333,12.0686666667,8.85373333333,6.1942,7.65973333333,6.68006666667,6.2178,8.0189,15.529,5.70486666667,29.8165333333,7.3826
342.33,7.75240000001,14.4479333333,12.1334,8.95779999999,6.28806666667,7.74353333333,6.764,6.26373333333,8.0491,15.6843333333,5.75353333333,29.933,7.4204
342.70,7.67986666666,14.4810666667,12.1165333333,8.8802,6.25166666667,7.6644,6.73573333333,6.20666666667,7.91593333333,15.7493333333,5.63053333333,30.0016,7.33266666666
343.06,7.62686666666,14.5242666667,12.1272,8.82679999999,6.1952,7.62573333333,6.7012,6.19846666667,7.93436666667,15.8075833333,5.67533333333,30.0318,7.2806
343.43,7.70680000001,14.6002,12.2154,8.84373333334,6.23646666667,7.62166666667,6.7786,6.29513333333,7.9565,15.9373333334,5.74166666667,30.1502,7.4194
343.79,7.6374,14.5482,12.1394666667,8.79346666667,6.18646666667,7.50626666667,6.6488,6.2672,7.8862,15.8345,5.69793333333,30.1152,7.36486666667
344.16,7.64480000001,14.5401333333,12.1264,8.78026666667,6.20226666667,7.50013333333,6.60366666667,6.2064,7.84373333333,15.767,5.64386666667,30.1483333333,7.251
344.52,7.71193333334,14.7000666667,12.2748,8.86713333335,6.35346666667,7.59013333333,6.7054,6.31073333333,7.9704,15.8849166666,5.8024,30.2502,7.35
344.89,7.73946666667,14.7964,12.3622666667,8.95026666667,6.37933333334,7.568,6.72426666667,6.35013333333,7.9411,15.9533333333,5.86706666667,30.373,7.35233333333
345.25,7.67180000001,14.758,12.2792666667,8.88259999999,6.278,7.46993333333,6.66166666667,6.26206666667,7.8536,15.8711666667,5.80946666667,30.3332666667,7.298
345.62,7.80473333334,14.8478,12.3717333333,8.97726666668,6.34446666666,7.6174,6.76606666667,6.3956,7.8875,15.8783333333,5.96113333333,30.3724666667,7.41453333333
345.99,7.85686666666,14.9762,12.3562666667,9.03613333334,6.33286666667,7.6428,6.7962,6.42706666667,7.90786666667,15.9314166667,6.05686666667,30.5355333333,7.43233333333
346.35,7.99666666666,15.1144666667,12.4986666667,9.16146666666,6.4268,7.7568,6.9212,6.53593333333,8.01226666667,16.0976666667,6.18886666667,30.7520666667,7.50033333333
346.72,8.01099999999,15.0808666667,12.4582,9.18613333333,6.4414,7.7406,6.90253333333,6.4906,8.05186666667,16.1344166667,6.22226666667,30.7980666667,7.46613333333
347.08,8.03293333334,15.0562666667,12.4654666667,9.21886666667,6.46273333333,7.72373333333,6.8704,6.42333333333,8.07673333333,16.1101666667,6.18206666667,30.8146666667,7.49013333333
347.45,7.89486666667,15.0124,12.4012,9.17239999999,6.4172,7.64926666667,6.72686666667,6.32826666667,8.00383333333,16.0563333333,6.0926,30.7586,7.3602
347.81,7.88013333333,15.0674666667,12.4907333333,9.20286666667,6.40806666667,7.69966666667,6.748,6.24726666667,8.0261,16.1114166667,6.10246666667,30.9111333333,7.36866666667
348.18,8.03206666667,15.2762666667,12.6704,9.32626666667,6.53533333333,7.78373333333,6.88946666667,6.3836,8.19466666667,16.3499166667,6.30093333333,31.2294,7.5472
348.54,8.04686666667,15.2974666667,12.6806666667,9.34526666666,6.532,7.75746666667,6.8522,6.31133333333,8.1937,16.3784166667,6.30846666667,31.4031333333,7.54506666666
348.91,8.10700000001,15.4591333334,12.8219333333,9.42986666667,6.66066666667,7.8634,6.93033333333,6.36333333333,8.31453333333,16.5634166667,6.3822,31.5786,7.6744
349.27,8.12640000001,15.4815333333,12.8963333333,9.50586666667,6.72026666667,7.91493333333,6.90093333333,6.41246666667,8.3887,16.6330833333,6.4234,31.662,7.7154
349.64,8.1636,15.546,12.9068666667,9.52733333333,6.7502,7.92906666667,6.89026666667,6.424,8.45780000001,16.7561666667,6.4478,31.8472,7.76013333333
350.00,8.1818,15.5244666667,12.9987333333,9.53693333333,6.78893333333,7.94733333333,6.88406666667,6.42233333333,8.47356666667,16.86275,6.4146,32.0288,7.81126666667
350.37,8.09033333333,15.5061333333,12.9134,9.47840000001,6.6322,7.90993333333,6.79873333333,6.3482,8.36536666667,16.8195,6.3274,32.0476666667,7.7708
350.73,8.23213333333,15.7526666667,13.1429333333,9.69173333333,6.77406666667,8.10006666667,6.99013333333,6.56013333333,8.55056666667,16.9879166667,6.52206666667,32.2166,7.96233333333
351.10,8.1372,15.7882,13.0936,9.69060000001,6.70373333333,8.0262,6.9386,6.50193333333,8.45096666667,16.9834166667,6.42793333333,32.3568666667,7.8966
351.46,8.24339999999,15.9142,13.2253333333,9.80266666666,6.7522,8.08993333333,7.0818,6.51886666667,8.55643333333,17.1283333333,6.51606666667,32.649,7.94106666667
351.83,8.35120000001,16.004,13.3372,9.85793333334,6.76046666667,8.1492,7.1042,6.6232,8.59546666667,17.239,6.56426666667,32.7479333333,7.96686666667
352.19,8.18373333333,15.8472,13.224,9.76519999999,6.60713333333,8.05986666667,6.99606666667,6.50526666667,8.46186666667,17.1586666667,6.42453333333,32.7014666667,7.81113333333
352.55,8.18159999999,15.8912,13.2115333333,9.75806666667,6.5534,8.04933333333,7.03313333333,6.53346666667,8.38656666667,17.1734166667,6.39546666667,32.6861333333,7.73533333334
352.92,8.11506666667,15.8377333333,13.1266666667,9.68120000001,6.39933333333,7.95773333333,6.94533333333,6.4572,8.23353333333,17.0921666667,6.2998,32.7580666667,7.61266666667
353.28,8.22786666667,15.9579333333,13.1772,9.80146666667,6.46206666667,8.0382,7.07573333333,6.56206666667,8.32653333333,17.2400833333,6.41253333333,32.8577333334,7.6712
353.65,8.21306666667,16.0844666667,13.2743333333,9.87173333334,6.53386666667,8.04866666667,7.11773333333,6.52286666666,8.3446,17.24675,6.44053333333,32.9513333333,7.6502
354.01,8.30446666667,16.2862,13.4204,10.0166666667,6.65306666667,8.1332,7.2334,6.673,8.47776666667,17.40575,6.60593333333,33.0305333333,7.754
354.38,8.27033333333,16.2797333333,13.4657333333,9.99633333333,6.6802,8.10133333333,7.16626666667,6.69886666667,8.492,17.4198333334,6.66406666667,33.0400666667,7.70986666667
354.74,8.24513333333,16.2678666667,13.4141333333,9.92533333334,6.66406666667,8.0386,7.0708,6.6764,8.3978,17.4319166667,6.629,33.0628666667,7.6628
355.11,8.3326,16.363,13.5008666667,9.98059999999,6.7406,8.0654,7.1332,6.75333333333,8.47736666667,17.5558333333,6.74726666667,33.1742666667,7.72106666667
355.47,8.3516,16.3654,13.4600666667,9.96173333333,6.7332,8.0188,7.05753333333,6.76066666667,8.4592,17.5699166667,6.74653333333,33.1956666667,7.7044
355.83,8.40340000001,16.4412,13.4996666667,9.96459999999,6.77946666667,8.0682,7.097,6.77286666667,8.50276666667,17.6410833333,6.78933333333,33.2806,7.7464
356.20,8.43486666667,16.5039333333,13.5231333333,9.95053333333,6.7756,8.05053333333,7.03233333333,6.76193333333,8.45983333333,17.6345,6.74666666667,33.3559333333,7.7316
356.56,8.46440000001,16.577,13.6613333333,10.0048,6.82313333333,8.08546666667,7.07266666667,6.75886666667,8.48706666667,17.7093333333,6.7358,33.4882,7.80353333333
356.93,8.53413333333,16.5983333333,13.698,10.0503333333,6.8946,8.12026666667,7.11406666667,6.7666,8.5393,17.7840833333,6.77513333333,33.5128666667,7.84633333333
357.29,8.45039999999,16.5404666667,13.656,9.96719999998,6.8388,8.07066666667,7.004,6.68586666667,8.44136666667,17.7510833333,6.66206666667,33.5462666666,7.74873333333
357.66,8.42919999999,16.5505333333,13.7084,9.94046666667,6.7804,8.0204,6.96453333333,6.68813333333,8.41996666667,17.8335833333,6.63153333334,33.6435333333,7.70793333333
358.02,8.20440000001,16.3679333333,13.5424,9.73226666667,6.54606666667,7.82253333333,6.73766666667,6.45073333333,8.1866,17.6268333333,6.41613333333,33.5400666667,7.44686666667
358.38,8.1534,16.3260666667,13.5011333333,9.64966666666,6.4958,7.73646666666,6.65333333333,6.322,8.1145,17.5944166667,6.293,33.5102,7.36433333333
358.75,8.13513333334,16.3828666667,13.5765333333,9.72206666667,6.49786666667,7.70333333333,6.6514,6.28073333333,8.14953333333,17.6145833333,6.30206666667,33.6468666667,7.3322
359.11,8.17680000001,16.4488,13.6852,9.73700000001,6.5128,7.75053333333,6.69313333333,6.2918,8.16636666667,17.7058333333,6.33393333333,33.7532666667,7.35553333333
359.48,8.25993333333,16.591,13.7981333334,9.8428,6.60406666667,7.83906666667,6.78366666667,6.3982,8.24973333333,17.8260833333,6.4024,33.8982,7.47653333333
359.84,8.17813333334,16.627,13.7593333333,9.84993333335,6.57853333333,7.73706666667,6.74793333333,6.35773333333,8.18383333333,17.82425,6.36873333333,33.9652666667,7.4214
360.20,8.14453333333,16.6416666667,13.7706666667,9.83606666667,6.57826666667,7.6842,6.71613333333,6.32626666667,8.18356666667,17.8373333333,6.35446666667,33.9946,7.38446666667
360.57,8.05853333334,16.5838,13.7039333333,9.79040000001,6.5188,7.59006666667,6.58733333333,6.2642,8.11643333333,17.8090833333,6.30706666666,33.9976,7.26113333333
360.93,8.07846666666,16.657,13.7626,9.85693333333,6.53686666667,7.62186666667,6.60426666667,6.306,8.15583333333,17.8803333333,6.33413333333,34.1094,7.2738
361.29,8.15613333333,16.7665333333,13.8698666667,9.92466666668,6.58113333333,7.65033333333,6.65866666666,6.3588,8.22446666667,18.023,6.42233333333,34.2852666667,7.32853333333
361.66,8.21506666666,16.8166,13.9213333333,10.0078,6.6556,7.7062,6.7132,6.41913333333,8.2513,18.1149166667,6.45633333333,34.3468666667,7.38933333333
362.02,8.36226666666,16.966,14.0586666667,10.1502,6.79206666667,7.82726666667,6.82593333333,6.5496,8.3864,18.3038333333,6.562,34.5253333333,7.48526666667
362.39,8.44413333333,17.0620666667,14.1599333333,10.2631333333,6.86286666667,7.8768,6.90593333333,6.61993333333,8.43256666667,18.3944166666,6.64186666667,34.6782666667,7.55593333333
362.75,8.51719999999,17.1243333333,14.2264666667,10.3145333333,6.928,7.96626666667,6.97833333333,6.66666666667,8.44753333333,18.56025,6.68553333333,34.7708666667,7.60526666667
363.11,8.58226666666,17.1983333333,14.2926,10.4312666667,6.99673333333,8.02486666667,7.01793333333,6.7332,8.52576666667,18.6165,6.71526666667,34.8742666667,7.64673333333
363.48,8.48153333334,17.1098,14.2584666667,10.37,6.91533333333,7.9526,6.9274,6.62386666667,8.4402,18.5391666667,6.6396,34.7831333333,7.51966666667
363.84,8.49026666666,17.0754,14.2846,10.3879333333,6.90193333333,7.96733333333,6.91586666667,6.6336,8.4402,18.5819166667,6.61893333333,34.8117333333,7.4938
364.20,8.4788,17.0789333333,14.2332,10.3725333333,6.86386666667,7.93353333333,6.89746666667,6.6038,8.3896,18.616,6.61446666666,34.8455333333,7.4676
364.57,8.4358,17.0661333333,14.1874666667,10.3366666667,6.80753333333,7.88906666667,6.86866666667,6.5524,8.3305,18.5949166667,6.56253333334,34.9304666667,7.43906666667
364.93,8.34066666667,17.0173333333,14.1192666667,10.2362666667,6.7016,7.76653333333,6.77073333333,6.46766666667,8.23316666667,18.5655,6.4722,34.9363333333,7.34286666667
365.29,8.21719999999,16.9566666667,14.0153333333,10.1578,6.59066666666,7.63653333333,6.64493333333,6.35433333333,8.11606666667,18.3921666666,6.3426,34.8478,7.21573333333
365.66,8.17286666667,16.9315333333,13.9472666667,10.1118,6.48926666667,7.5688,6.5948,6.2994,8.04206666667,18.3301666667,6.3092,34.8818666667,7.15473333333
366.02,8.08573333334,16.8866666667,13.9177333333,10.0939333333,6.39366666667,7.47533333333,6.51286666667,6.22866666667,7.97606666667,18.2979166666,6.23873333334,34.872,7.10713333333
366.38,8.17199999999,16.9968,14.0096,10.19,6.48,7.53486666667,6.61026666667,6.308,8.0533,18.4584166667,6.32326666667,34.9999333333,7.1894
366.75,8.14333333333,16.984,13.9866666667,10.1213333333,6.40133333333,7.46466666667,6.53933333333,6.23733333333,8.03466666667,18.4016666667,6.286,35.0126666667,7.122
367.11,8.07079999999,16.9639333333,13.9174666667,10.0294,6.33366666667,7.39953333333,6.48246666667,6.17286666667,7.94156666667,18.4183333333,6.22593333333,34.9672666667,7.05113333333
367.47,8.05800000001,17.0155333333,13.9332,10.0352,6.29993333333,7.3922,6.45433333333,6.15126666667,7.89313333333,18.4771666667,6.20646666667,35.0894666667,6.9932
367.84,8.07366666667,17.0656,13.9766666667,10.0326666667,6.316,7.36333333333,6.4394,6.1142,7.84343333333,18.5095,6.1988,35.109,6.98153333333
368.20,8.2266,17.2431333333,14.1985333333,10.1819333333,6.44626666667,7.4844,6.5666,6.23406666667,7.9791,18.73675,6.32726666667,35.3204666667,7.10593333333
368.56,8.4096,17.4659333333,14.3974666666,10.3474666667,6.60126666667,7.63146666667,6.7186,6.398,8.1673,18.93725,6.4924,35.4394666667,7.25146666666
368.93,8.44260000001,17.5756,14.4962666667,10.3830666667,6.67666666667,7.6414,6.74366666667,6.421,8.19443333333,19.0165833333,6.5,35.5458,7.27006666667
369.29,8.46853333334,17.6237333333,14.5917333333,10.4210666667,6.68953333333,7.681,6.75133333333,6.4252,8.18936666667,19.1535833333,6.52346666667,35.6854,7.29486666667
369.65,8.48980000001,17.7479333333,14.6793333334,10.4674666667,6.68806666667,7.6938,6.7136,6.41106666667,8.23653333333,19.2465833333,6.53713333333,35.8087333333,7.3042
370.01,8.53686666667,17.8152,14.6828,10.4886,6.7226,7.73913333333,6.74733333333,6.4308,8.2496,19.2984166667,6.60133333333,35.8956666667,7.36006666667
370.38,8.42726666667,17.7805333333,14.6858,10.4141333333,6.5906,7.6594,6.6508,6.3546,8.1465,19.2740833333,6.51506666667,35.9616666667,7.25253333333
370.74,8.41073333333,17.8442,14.7190666667,10.4586,6.62086666667,7.6538,6.64186666667,6.42653333333,8.15926666667,19.3171666667,6.501,35.9961333333,7.29986666667
371.10,8.42159999999,17.8697333333,14.7265333333,10.4869333333,6.58946666667,7.6178,6.60626666667,6.41033333333,8.1294,19.3278333333,6.4842,36.0836666667,7.30806666667
371.46,8.42799999999,17.8726,14.7472,10.4908666667,6.5886,7.57126666667,6.6106,6.40806666667,8.1165,19.3420833334,6.49,36.2008,7.36033333333
371.83,8.39019999999,17.8874666667,14.7254,10.4886666667,6.5404,7.5372,6.55253333333,6.40653333333,8.10403333333,19.3298333333,6.44173333333,36.3036,7.3404
372.19,8.30906666666,17.8207333333,14.6484666667,10.4398,6.4416,7.45493333333,6.4402,6.32933333333,8.0159,19.2808333333,6.31593333333,36.2932666667,7.24326666667
372.55,8.24913333334,17.7788,14.6362,10.3873333333,6.3654,7.387,6.31713333333,6.26293333333,7.94216666667,19.3028333333,6.2534,36.3168666667,7.155
372.92,8.22326666666,17.7948,14.6122666667,10.4222,6.3204,7.398,6.2676,6.22126666667,7.92623333333,19.3144166667,6.24213333333,36.407,7.13053333333
373.28,8.26486666667,17.857,14.6534,10.4896666667,6.37446666667,7.42113333333,6.29873333333,6.27273333333,7.99586666667,19.3786666667,6.32646666667,36.4684,7.1532
373.64,8.26846666667,17.8538,14.6905333333,10.5152,6.4068,7.40393333333,6.2886,6.29233333333,8.03086666667,19.4583333333,6.3202,36.5188,7.1654
374.00,8.23119999999,17.854,14.687,10.4681333333,6.35946666667,7.31126666667,6.20926666667,6.20813333333,7.97623333333,19.4753333333,6.25346666667,36.6048,7.08486666667
374.37,8.20980000001,17.8912666667,14.6583333333,10.469,6.3528,7.27013333333,6.12813333333,6.1678,7.96513333333,19.49275,6.19986666667,36.6488,7.04973333333
374.73,8.18433333333,17.8956666667,14.6865333333,10.4672666667,6.32806666667,7.21406666667,6.06806666667,6.11306666667,7.8966,19.5439166667,6.197,36.8377333333,6.98226666667
375.09,8.13133333333,17.8842,14.7192,10.4450666667,6.28726666667,7.17953333333,5.99826666667,6.0812,7.87543333333,19.5375,6.1864,36.8426,6.93046666667
375.45,8.273,18.0908,14.8799333334,10.6141333333,6.4404,7.31873333333,6.10513333333,6.20286666667,8.01903333333,19.73925,6.2878,36.9964666667,7.0322
375.81,8.31679999999,18.2188,14.9793333333,10.7102666667,6.51733333333,7.3976,6.159,6.25273333333,8.08953333333,19.8393333333,6.39566666667,37.0693333333,7.09173333334
376.18,8.33286666666,18.3014,15.0604,10.7989333333,6.58433333333,7.43966666667,6.19893333333,6.31433333333,8.1368,19.9353333333,6.46373333333,37.2186,7.1436
376.54,8.32586666666,18.3392666666,15.0844666667,10.8162666667,6.59333333333,7.45633333333,6.1922,6.32286666667,8.15963333333,19.9714166667,6.45926666667,37.322,7.16146666667
376.90,8.42959999999,18.4174,15.2310666667,10.9163333333,6.69453333333,7.5484,6.31213333333,6.45733333333,8.25903333333,20.06375,6.58933333333,37.3908666667,7.28913333333
377.26,8.55113333333,18.558,15.3428,11.0082666667,6.83286666667,7.6604,6.4244,6.60853333333,8.33016666667,20.2225833334,6.69406666667,37.5131333334,7.42193333333
377.63,8.60799999999,18.656,15.4201333333,11.0742666667,6.92553333333,7.74333333333,6.49586666667,6.72453333333,8.3794,20.2573333333,6.79533333333,37.6208666667,7.47186666667
377.99,8.70793333334,18.8212,15.5699333333,11.2476,7.049,7.88,6.60846666667,6.88953333333,8.49526666667,20.3391666667,6.9434,37.7079333333,7.58553333333
378.35,8.77773333334,18.8954666667,15.618,11.3388,7.11486666667,7.95586666667,6.6746,6.97686666667,8.56993333333,20.4371666667,7.06013333333,37.7538666667,7.66366666667
378.71,8.8106,18.9896666667,15.6748666667,11.3853333333,7.11533333333,8.0246,6.68173333333,7.00113333333,8.63203333333,20.4878333333,7.0948,37.8318666667,7.70486666667
379.07,8.8478,19.0924,15.7176,11.4482666667,7.1554,8.05306666667,6.6986,7.03426666667,8.68016666666,20.5889166667,7.11986666667,37.926,7.72613333333
379.44,8.81526666667,19.0732666667,15.7093333333,11.4094,7.09113333333,8.0242,6.64326666667,7.01353333333,8.6602,20.5795,7.10106666667,37.9806666667,7.68206666667
379.80,8.83373333333,19.1147333333,15.7498666667,11.4226,7.08113333333,8.03286666667,6.62866666667,7.04673333333,8.68043333333,20.68425,7.0952,38.1048666667,7.6954
380.16,8.80100000001,19.0968666667,15.7578666667,11.3957333333,7.03133333333,8.01,6.56933333333,7.011,8.6748,20.66125,7.09173333333,38.1044666667,7.66993333333
380.52,8.79533333334,19.0893333333,15.7591333333,11.388,6.98506666666,7.95226666667,6.53626666666,6.98613333333,8.62396666667,20.6806666667,7.0692,38.1964,7.6588
380.88,8.77313333333,19.1055333333,15.7466,11.3812666667,6.93373333333,7.92433333333,6.4684,6.941,8.6097,20.7501666666,7.02106666667,38.2294,7.59773333333
