wavelength,Back_RamCarm,Belly_RamCarm,Breast_RamCarm,Crissum_RamCarm,Crown_RamCarm,DorTail_RamCarm,Rump_RamCarm,Throat_RamCarm,WingTip_RamCarm
349.27,2.0162,2.72586666667,1.94033333333,2.56433333333,2.11266666667,4.98853333333,1.97413333333,1.65593333333,2.75793333333
349.64,1.99113333333,2.65986666667,1.90586666667,2.52706666667,2.02806666667,4.93773333333,1.9698,1.62646666667,2.74026666667
350.00,1.79293333333,2.51813333333,1.74873333333,2.41033333333,1.8788,4.78366666667,1.8462,1.47666666667,2.5942
350.37,1.6038,2.39146666667,1.60373333333,2.2856,1.73086666666,4.6798,1.66566666666,1.33113333334,2.41433333333
350.73,1.58873333333,2.35186666667,1.60493333333,2.3276,1.71113333333,4.66473333333,1.68746666667,1.28733333333,2.38506666667
351.10,1.3652,2.15306666667,1.45066666667,2.1442,1.52813333333,4.48453333333,1.5316,1.10593333333,2.141
351.46,1.30026666667,2.0776,1.39686666667,2.08086666667,1.46093333333,4.3634,1.4706,1.07933333333,2.035
351.83,1.17173333333,1.96166666667,1.26773333333,1.9264,1.33093333333,4.20353333333,1.2926,0.955933333334,1.9154
352.19,1.14946666666,1.9524,1.28346666667,1.94846666667,1.32326666667,4.2354,1.2662,0.972133333333,1.931
352.55,1.09766666667,1.86913333333,1.2522,1.87946666667,1.2554,4.212,1.1726,0.921933333333,1.91886666667
352.92,1.0006,1.7946,1.15453333333,1.81246666667,1.175,4.1368,1.07546666667,0.847266666666,1.87126666667
353.28,1.08426666667,1.87286666667,1.24153333333,1.9184,1.2718,4.2328,1.15593333333,0.921399999999,1.94406666667
353.65,1.21246666667,1.95093333334,1.3528,2.01033333333,1.39993333334,4.3142,1.24986666667,1.0388,2.0242
354.01,1.23726666667,1.90766666667,1.3578,1.99306666667,1.39606666667,4.26346666667,1.2162,1.00253333333,2.00133333333
354.38,1.24753333333,1.92013333333,1.3918,1.9992,1.41173333333,4.23153333333,1.23866666667,1.01953333333,2.0208
354.74,1.09813333333,1.78753333333,1.23606666667,1.8188,1.26653333333,4.07566666667,1.07126666667,0.870866666665,1.8774
355.11,1.12366666667,1.793,1.21873333333,1.83786666667,1.2892,4.07526666667,1.06326666667,0.887666666667,1.90766666667
355.47,1.09626666667,1.77833333333,1.18506666667,1.81873333333,1.26413333333,4.0524,1.03093333333,0.843533333335,1.88273333333
355.83,1.14946666667,1.7996,1.21226666667,1.882,1.32266666667,4.10066666667,1.09773333333,0.867266666666,1.9228
356.20,1.1812,1.8176,1.2212,1.86833333333,1.35353333333,4.115,1.1178,0.860999999999,1.9306
356.56,1.3462,2.02613333333,1.3778,2.04853333333,1.51346666667,4.25853333333,1.28513333333,1.03693333333,2.09786666667
356.93,1.4014,2.0666,1.44393333334,2.12973333333,1.5864,4.27573333333,1.31386666667,1.117,2.15106666667
357.29,1.35826666667,2.03933333333,1.41653333333,2.10886666667,1.5444,4.21133333333,1.2626,1.10393333333,2.13646666667
357.66,1.33673333333,2.0336,1.38413333333,2.077,1.51713333333,4.1926,1.23153333334,1.06386666667,2.116
358.02,1.3642,2.06613333333,1.39146666667,2.1148,1.50946666667,4.2254,1.26986666667,1.11466666667,2.16033333333
358.38,1.49773333333,2.16933333333,1.4688,2.2152,1.6122,4.30933333333,1.37566666667,1.21706666667,2.30286666666
358.75,1.64033333333,2.3064,1.61206666666,2.3582,1.74633333333,4.43253333333,1.51686666667,1.34693333333,2.46653333333
359.11,1.6512,2.3354,1.59826666667,2.35773333333,1.7474,4.40926666667,1.53566666666,1.35553333333,2.46533333333
359.48,1.6104,2.31573333333,1.5608,2.33306666667,1.7408,4.39466666667,1.50106666667,1.35186666667,2.44946666667
359.84,1.5004,2.22593333333,1.50366666667,2.21626666667,1.64826666667,4.29133333333,1.41826666667,1.27953333333,2.35813333333
360.20,1.41913333333,2.17133333333,1.4572,2.1626,1.6006,4.21793333333,1.35806666667,1.21946666667,2.32426666667
360.57,1.3728,2.1254,1.41466666667,2.10566666667,1.5554,4.19206666667,1.3252,1.18486666667,2.28053333333
360.93,1.3752,2.13526666667,1.38193333333,2.1068,1.52426666667,4.2038,1.384,1.18306666667,2.2652
361.29,1.4314,2.19633333333,1.42,2.1404,1.5646,4.26626666667,1.4522,1.21893333333,2.31006666667
361.66,1.4486,2.23126666667,1.45013333333,2.19913333333,1.5638,4.29193333333,1.48913333333,1.261,2.34733333333
362.02,1.39126666667,2.2058,1.43,2.17873333333,1.54986666667,4.2822,1.4636,1.22226666667,2.3232
362.39,1.2902,2.1234,1.35746666667,2.09653333333,1.46893333333,4.23326666667,1.3588,1.13886666667,2.23126666666
362.75,1.26226666667,2.07993333333,1.32313333333,2.0564,1.4472,4.21066666667,1.29926666667,1.11293333333,2.17746666667
363.11,1.28353333333,2.114,1.39873333333,2.10526666666,1.47346666667,4.28753333333,1.32886666666,1.163,2.2278
363.48,1.35906666667,2.13513333333,1.471,2.1494,1.5198,4.3324,1.41486666667,1.20686666667,2.29726666667
363.84,1.40046666667,2.1354,1.45913333333,2.1866,1.5258,4.3596,1.39733333333,1.18366666667,2.31906666667
364.20,1.4426,2.1444,1.45046666667,2.18586666667,1.51693333333,4.39013333333,1.3894,1.1954,2.31146666667
364.57,1.44946666667,2.11986666667,1.4426,2.20853333333,1.52093333333,4.3776,1.37633333333,1.20973333333,2.28566666667
364.93,1.46746666667,2.13493333333,1.4854,2.23486666666,1.56713333333,4.3884,1.36186666667,1.24813333333,2.29206666667
365.29,1.44253333333,2.0868,1.44126666667,2.1744,1.545,4.34513333333,1.30653333334,1.20726666667,2.2378
365.66,1.34186666667,1.988,1.3472,2.05413333333,1.46593333333,4.23453333333,1.2008,1.09733333333,2.13706666667
366.02,1.4414,2.08833333333,1.4328,2.09786666667,1.5554,4.2788,1.2868,1.19906666667,2.21466666666
366.38,1.53606666667,2.15553333333,1.49986666667,2.15466666667,1.62453333333,4.3024,1.3796,1.27913333333,2.2508
366.75,1.57833333333,2.19993333333,1.53793333333,2.2028,1.64473333333,4.3194,1.4502,1.29093333333,2.293
367.11,1.6342,2.236,1.58533333333,2.23826666667,1.7178,4.31286666667,1.5018,1.30013333333,2.33126666667
367.47,1.59086666667,2.22033333333,1.57113333333,2.22086666667,1.68973333333,4.2422,1.4416,1.28026666667,2.2694
367.84,1.63986666667,2.28926666667,1.64713333333,2.27593333333,1.75826666667,4.28713333333,1.51806666667,1.37093333333,2.3048
368.20,1.7152,2.37733333333,1.74793333333,2.36406666667,1.8486,4.33353333333,1.59453333333,1.4662,2.37746666667
368.56,1.7598,2.44633333333,1.7864,2.38126666667,1.89613333333,4.3574,1.65266666667,1.48953333333,2.42353333333
368.93,1.79713333333,2.46706666667,1.8076,2.40033333333,1.92146666667,4.39793333333,1.68166666667,1.4974,2.4692
369.29,1.80706666667,2.48346666667,1.83746666666,2.44213333333,1.93353333333,4.42013333333,1.69746666667,1.51946666666,2.49353333333
369.65,1.8706,2.53933333333,1.93046666667,2.51566666667,2.00953333333,4.49566666667,1.762,1.61313333333,2.55426666667
370.01,1.84306666667,2.51433333333,1.91966666667,2.53033333333,1.97826666667,4.49446666667,1.71633333333,1.58893333333,2.52853333333
370.38,1.80246666667,2.5054,1.89813333333,2.51206666667,1.95066666667,4.5012,1.68926666667,1.5632,2.52233333334
370.74,1.8008,2.5246,1.91246666667,2.52626666667,1.95386666667,4.51453333333,1.6872,1.59166666667,2.52086666667
371.10,1.75093333333,2.4906,1.85653333333,2.50066666667,1.8928,4.49513333333,1.63093333333,1.56373333333,2.46913333334
371.46,1.65153333333,2.42013333333,1.7386,2.40993333333,1.8018,4.44553333333,1.5594,1.47886666667,2.41693333334
371.83,1.57333333333,2.32286666667,1.62233333333,2.30766666667,1.69713333333,4.358,1.4968,1.39446666667,2.33333333333
372.19,1.545,2.28486666667,1.55493333333,2.2686,1.66146666667,4.35726666667,1.47473333333,1.3706,2.3256
372.55,1.51233333333,2.248,1.53706666667,2.23873333333,1.631,4.33546666667,1.42186666667,1.3348,2.30653333333
372.92,1.4512,2.2068,1.4882,2.19473333333,1.56926666666,4.26373333333,1.36546666666,1.26093333334,2.25626666667
373.28,1.4082,2.16046666667,1.44773333333,2.15733333333,1.51346666667,4.20626666667,1.32466666667,1.22633333333,2.2074
373.64,1.4198,2.13713333333,1.40893333333,2.14086666667,1.50766666667,4.17133333333,1.31726666667,1.22093333333,2.19766666667
374.00,1.51346666667,2.177,1.48593333333,2.20966666667,1.57853333333,4.22233333333,1.38733333333,1.2822,2.25873333333
374.37,1.52373333333,2.13966666667,1.48866666667,2.204,1.5546,4.20726666667,1.3738,1.2728,2.24786666667
374.73,1.55486666667,2.15293333333,1.50913333333,2.20526666667,1.57613333333,4.21653333333,1.38446666667,1.31313333333,2.26293333333
375.09,1.5374,2.1158,1.456,2.14933333333,1.55946666667,4.1938,1.36566666667,1.29726666667,2.21913333333
375.45,1.661,2.2136,1.56573333333,2.24326666667,1.67933333333,4.29353333333,1.44573333333,1.40293333333,2.306
375.81,1.72913333333,2.30786666667,1.6602,2.33693333333,1.78686666667,4.36833333333,1.4726,1.49046666667,2.4032
376.18,1.77193333333,2.35526666666,1.7312,2.3954,1.849,4.4024,1.50846666667,1.51793333333,2.45266666667
376.54,1.79826666667,2.38306666667,1.73506666667,2.41793333333,1.86053333333,4.41226666667,1.5326,1.5274,2.44946666667
376.90,1.81693333333,2.40206666667,1.77286666667,2.45173333333,1.88946666667,4.4376,1.52293333333,1.5638,2.458
377.26,1.8396,2.43026666666,1.8046,2.4942,1.90873333334,4.4796,1.55493333333,1.60353333333,2.4914
377.63,1.79926666667,2.43773333333,1.793,2.487,1.9168,4.5028,1.5382,1.55546666667,2.47186666667
377.99,1.68546666667,2.38293333333,1.68233333333,2.37833333333,1.83313333333,4.43473333334,1.459,1.45413333333,2.371
378.35,1.67133333333,2.40426666667,1.67833333333,2.38506666667,1.85553333334,4.42126666667,1.46733333333,1.4502,2.362
378.71,1.683,2.40293333334,1.65433333333,2.40833333334,1.8762,4.4506,1.48426666667,1.44546666667,2.3844
379.07,1.77573333333,2.50453333333,1.74766666667,2.50893333333,1.96366666667,4.519,1.57026666667,1.54166666667,2.50366666666
379.44,1.75353333333,2.48553333333,1.75113333333,2.492,1.93793333333,4.50953333333,1.57073333333,1.52693333333,2.4942
379.80,1.74493333333,2.47986666666,1.75086666667,2.46733333333,1.90313333333,4.50113333333,1.596,1.53533333333,2.49226666667
380.16,1.6892,2.44893333333,1.7168,2.4292,1.86086666667,4.48153333333,1.58786666667,1.50746666667,2.4684
380.52,1.6888,2.434,1.71966666667,2.42386666667,1.85973333334,4.49273333333,1.5962,1.5002,2.49806666667
380.88,1.6476,2.38626666667,1.6498,2.33993333333,1.80286666667,4.4544,1.55946666667,1.45546666667,2.48633333333
381.24,1.58393333333,2.3136,1.58226666667,2.23753333333,1.73706666667,4.37086666667,1.48773333333,1.37726666667,2.41606666666
381.61,1.59766666667,2.286,1.56906666667,2.233,1.70326666667,4.341,1.4714,1.3676,2.41
381.97,1.62473333333,2.28553333333,1.60226666667,2.26826666667,1.73333333333,4.3586,1.473,1.39066666667,2.4378
382.33,1.63613333333,2.28233333333,1.59386666667,2.2792,1.735,4.37153333333,1.48513333333,1.40846666667,2.4492
382.69,1.57853333333,2.25073333333,1.574,2.23906666667,1.68206666667,4.32766666666,1.44933333333,1.36853333333,2.4054
383.05,1.5334,2.20853333333,1.54573333333,2.19313333333,1.6304,4.27793333333,1.4164,1.33733333333,2.36553333333
383.41,1.52153333333,2.2182,1.52593333333,2.2076,1.62286666667,4.2898,1.40433333333,1.3226,2.37346666667
383.77,1.4896,2.1992,1.4986,2.19686666667,1.59166666667,4.268,1.3662,1.27726666667,2.32926666667
384.14,1.50786666667,2.198,1.5006,2.19146666667,1.5898,4.24646666667,1.34653333333,1.2678,2.31593333333
384.50,1.40946666667,2.113,1.40206666667,2.117,1.49533333333,4.1498,1.24,1.185,2.21586666667
384.86,1.454,2.152,1.46406666667,2.1758,1.53746666667,4.17333333333,1.29506666667,1.22833333333,2.24153333333
385.22,1.45506666667,2.16786666667,1.45393333333,2.20413333333,1.54946666667,4.17853333333,1.3074,1.2236,2.2554
385.58,1.45153333333,2.1778,1.4522,2.1962,1.552,4.17773333333,1.3104,1.22306666667,2.25566666666
385.94,1.45846666667,2.18926666667,1.45066666667,2.21306666667,1.54446666667,4.16993333333,1.3216,1.2278,2.25566666667
386.30,1.45386666667,2.19806666666,1.45166666667,2.21266666667,1.54433333334,4.165,1.32453333333,1.21553333333,2.22873333333
386.66,1.44006666667,2.1864,1.44313333333,2.1996,1.53753333333,4.14646666667,1.31346666667,1.206,2.20773333333
387.03,1.37433333333,2.1148,1.38733333333,2.14786666667,1.47733333333,4.1016,1.23653333333,1.1134,2.12793333333
387.39,1.41473333333,2.1496,1.4418,2.17026666667,1.52186666667,4.13066666667,1.28033333333,1.16886666667,2.15206666667
387.75,1.45633333333,2.18186666667,1.46326666667,2.1874,1.57506666667,4.1688,1.31033333333,1.21006666667,2.18673333333
388.11,1.5042,2.24246666667,1.525,2.24733333333,1.6386,4.2268,1.388,1.27266666667,2.23753333333
388.47,1.5782,2.30246666667,1.60826666667,2.30033333333,1.71433333333,4.2814,1.4702,1.33986666667,2.29033333333
388.83,1.55913333333,2.298,1.5738,2.29253333333,1.70393333333,4.25813333333,1.44273333333,1.32346666667,2.2618
389.19,1.547,2.2902,1.56253333333,2.2888,1.70086666667,4.264,1.4262,1.30933333333,2.2464
389.55,1.5356,2.2932,1.56606666667,2.30773333333,1.7064,4.26486666667,1.42306666667,1.322,2.25826666667
389.91,1.49046666667,2.24733333333,1.52893333333,2.25866666667,1.66586666666,4.23306666667,1.39326666667,1.279,2.23806666667
390.27,1.4482,2.209,1.49053333333,2.23286666667,1.61993333333,4.1744,1.3472,1.2414,2.21046666667
390.63,1.45806666667,2.197,1.488,2.23826666667,1.63186666667,4.1734,1.34466666667,1.23986666667,2.2254
391.00,1.49,2.21353333333,1.51066666667,2.25673333333,1.6482,4.20446666667,1.38426666667,1.26233333333,2.24533333333
391.36,1.40793333333,2.1092,1.40773333333,2.17626666667,1.5488,4.1,1.2934,1.14853333333,2.16833333333
391.72,1.35446666667,2.04566666667,1.37666666667,2.1554,1.50426666667,4.03913333333,1.2484,1.0888,2.1292
392.08,1.2578,1.96293333333,1.27566666667,2.073,1.4176,3.93893333333,1.14353333333,0.994866666667,2.04633333333
392.44,1.216,1.93426666667,1.222,2.04046666667,1.3832,3.89626666667,1.10146666667,0.960933333333,2.01406666667
392.80,1.22053333333,1.94266666667,1.2372,2.04013333334,1.39966666667,3.91533333333,1.12133333333,0.973266666667,2.03153333333
393.16,1.29273333333,2.00033333333,1.30646666667,2.083,1.4638,3.97706666667,1.18346666667,1.04833333333,2.08813333333
393.52,1.3126,2.00193333333,1.30546666667,2.07133333334,1.457,3.9884,1.1832,1.04246666667,2.07106666667
393.88,1.33966666667,2.02773333333,1.3168,2.06853333333,1.47113333333,4.00046666667,1.1952,1.06866666667,2.07993333333
394.24,1.33386666667,2.01326666667,1.30873333333,2.04926666667,1.45726666667,4.00026666667,1.18513333333,1.06106666667,2.08193333333
394.60,1.318,2.0082,1.2842,2.02426666667,1.42873333333,3.9974,1.17453333333,1.04346666667,2.05873333333
394.96,1.31986666667,2.03106666666,1.2848,2.04393333333,1.4452,4.01386666667,1.1942,1.073,2.07053333333
395.32,1.3456,2.06106666667,1.3138,2.0686,1.46793333333,4.04493333333,1.2266,1.118,2.0824
395.68,1.34013333333,2.0554,1.29586666667,2.04966666667,1.45493333333,4.04286666667,1.22586666667,1.12226666667,2.0668
396.04,1.385,2.0806,1.33866666667,2.08086666667,1.48946666667,4.0858,1.26146666667,1.16973333333,2.08873333333
396.40,1.41046666667,2.09066666667,1.3554,2.10393333333,1.50013333333,4.104,1.28266666667,1.176,2.10606666667
396.76,1.396,2.0472,1.3268,2.0868,1.45753333333,4.0608,1.26626666667,1.1468,2.07353333333
397.12,1.4274,2.08146666667,1.36113333333,2.1296,1.48666666667,4.07553333333,1.2926,1.1554,2.11646666667
397.48,1.4448,2.10266666667,1.3762,2.15486666667,1.50793333333,4.06333333333,1.31226666667,1.1662,2.1458
397.84,1.50886666666,2.16246666667,1.43933333333,2.24246666667,1.579,4.11373333333,1.38166666667,1.23293333333,2.20646666667
398.20,1.5954,2.23873333333,1.52313333334,2.32013333333,1.67893333333,4.201,1.465,1.31073333333,2.2938
398.56,1.62586666667,2.2688,1.57193333333,2.3522,1.7172,4.22186666667,1.49053333333,1.33913333333,2.33166666667
398.92,1.6736,2.32033333333,1.64426666667,2.39753333333,1.76506666667,4.23766666667,1.51726666667,1.36726666667,2.39506666667
399.28,1.7072,2.37986666667,1.67506666667,2.4336,1.80126666667,4.2668,1.53726666667,1.39986666667,2.43986666667
399.64,1.80073333333,2.47366666667,1.76973333333,2.52006666667,1.8798,4.33766666667,1.61426666667,1.4786,2.5192
400.00,1.83046666667,2.4964,1.7942,2.55233333333,1.88766666667,4.35966666667,1.64293333333,1.5008,2.5496
400.36,1.82306666666,2.4962,1.8164,2.5552,1.8798,4.3658,1.64706666667,1.49786666667,2.53486666667
400.72,1.86533333333,2.55093333333,1.86873333333,2.59086666667,1.923,4.41586666667,1.67586666667,1.53306666667,2.55906666667
401.08,1.835,2.52066666667,1.84573333333,2.54706666667,1.8874,4.3916,1.65453333333,1.51966666667,2.51853333333
401.44,1.821,2.5184,1.83526666667,2.53606666667,1.87806666667,4.39906666666,1.6538,1.52466666667,2.51113333334
401.80,1.7314,2.42406666667,1.7454,2.4568,1.78613333333,4.30293333333,1.5694,1.4328,2.42
402.16,1.67986666667,2.38113333333,1.6922,2.40653333333,1.7098,4.24926666667,1.51813333333,1.382,2.36113333333
402.52,1.66866666667,2.37866666667,1.66926666667,2.3894,1.6832,4.22773333333,1.50926666667,1.36566666667,2.32386666667
402.88,1.64366666666,2.3494,1.62566666667,2.36513333333,1.63953333333,4.21473333334,1.4868,1.33653333333,2.27813333333
403.24,1.59406666667,2.29033333333,1.57653333333,2.31113333334,1.5912,4.14986666667,1.45253333333,1.28753333333,2.21853333333
403.60,1.5016,2.20753333333,1.47926666667,2.22826666667,1.50013333333,4.0698,1.36753333333,1.2034,2.12726666667
403.95,1.47286666667,2.18533333333,1.4532,2.2032,1.4836,4.0578,1.35286666667,1.17313333333,2.09646666666
404.31,1.48913333333,2.19446666667,1.45426666667,2.20813333333,1.49866666667,4.0694,1.36793333333,1.19953333333,2.111
404.67,1.4418,2.15446666667,1.40953333333,2.172,1.4658,4.02873333333,1.34386666667,1.16733333333,2.09013333333
405.03,1.39533333333,2.12,1.3598,2.145,1.42453333333,3.9814,1.2946,1.12646666667,2.05213333333
405.39,1.3672,2.08693333333,1.339,2.13473333333,1.40573333333,3.95553333333,1.27733333333,1.08993333333,2.0294
405.75,1.38046666667,2.10746666667,1.36093333333,2.1492,1.42766666667,3.99193333333,1.30833333333,1.10813333333,2.05513333333
406.11,1.3754,2.0998,1.3592,2.1464,1.44213333333,3.9982,1.3148,1.1072,2.06026666667
406.47,1.36966666667,2.0962,1.35926666667,2.15473333333,1.44646666667,4.00186666667,1.3124,1.11133333333,2.06333333333
406.83,1.38206666667,2.105,1.3678,2.1578,1.47213333333,4.0034,1.333,1.12926666667,2.082
407.19,1.42453333333,2.1506,1.4012,2.1984,1.50933333333,4.06246666667,1.38006666667,1.15386666667,2.123
407.55,1.46886666667,2.1804,1.4346,2.22953333333,1.54926666667,4.1076,1.4228,1.1776,2.16893333333
407.90,1.48713333333,2.1956,1.445,2.243,1.5542,4.10893333333,1.43053333333,1.17806666667,2.18866666667
408.26,1.46873333333,2.18233333333,1.429,2.22573333333,1.53073333333,4.07946666667,1.4124,1.13486666667,2.16546666666
408.62,1.48886666667,2.1936,1.43833333333,2.25346666667,1.5492,4.08726666666,1.42913333333,1.1372,2.16966666667
408.98,1.48,2.18373333333,1.42273333334,2.24546666667,1.5456,4.07113333333,1.42106666667,1.11,2.139
409.34,1.49513333333,2.20066666667,1.43513333333,2.24933333333,1.5494,4.07506666667,1.42193333333,1.1234,2.14526666667
409.70,1.51626666666,2.2224,1.4424,2.25466666667,1.56166666667,4.0794,1.43173333333,1.1314,2.16086666667
410.06,1.55273333333,2.2574,1.4792,2.29826666667,1.5984,4.10406666667,1.4598,1.16626666667,2.19293333333
410.42,1.5996,2.30093333333,1.5216,2.33553333333,1.63873333333,4.131,1.49273333333,1.20493333333,2.2452
410.77,1.57193333333,2.27473333333,1.49486666667,2.30606666667,1.60113333333,4.10933333333,1.45813333333,1.18233333333,2.21186666667
411.13,1.5712,2.25633333333,1.5026,2.30926666667,1.5998,4.0976,1.43726666667,1.18466666667,2.20513333333
411.49,1.5648,2.25726666667,1.5112,2.31626666667,1.60426666667,4.08253333333,1.44553333333,1.18646666667,2.20246666666
411.85,1.53786666667,2.23953333334,1.4836,2.3012,1.58713333333,4.0636,1.42126666667,1.17733333333,2.18113333333
412.21,1.52153333333,2.23286666667,1.45726666667,2.29466666667,1.5792,4.06106666667,1.40293333333,1.1848,2.18886666667
412.57,1.549,2.26426666667,1.49106666667,2.3184,1.61126666667,4.1002,1.41473333333,1.23206666667,2.22113333333
412.92,1.60573333333,2.3136,1.54553333333,2.36333333333,1.6588,4.15686666667,1.4816,1.30366666667,2.286
413.28,1.61066666667,2.314,1.55,2.36413333333,1.67026666667,4.15773333334,1.4916,1.3104,2.29126666667
413.64,1.60313333333,2.29346666667,1.5516,2.36166666667,1.65826666667,4.14973333333,1.47446666667,1.30186666667,2.2678
414.00,1.56946666667,2.254,1.52313333333,2.31973333333,1.61533333333,4.11126666667,1.44893333333,1.26553333333,2.23113333333
414.36,1.51866666667,2.20693333333,1.47553333333,2.27733333333,1.5622,4.08686666667,1.41613333333,1.21033333333,2.17146666667
414.72,1.53546666667,2.21326666667,1.48213333333,2.28673333333,1.57593333333,4.09306666667,1.42546666667,1.21506666667,2.1968
415.07,1.50526666667,2.202,1.45413333333,2.25813333333,1.55793333333,4.0848,1.40393333333,1.1898,2.1782
415.43,1.4904,2.18986666667,1.42793333333,2.2442,1.53626666667,4.06673333333,1.38453333333,1.174,2.1614
415.79,1.49586666667,2.1808,1.43073333333,2.24153333333,1.5348,4.06913333333,1.39726666666,1.16513333333,2.16493333334
416.15,1.5024,2.1806,1.4388,2.23793333333,1.53786666667,4.07506666667,1.40973333333,1.15733333334,2.1508
416.51,1.4714,2.1456,1.40406666667,2.20446666667,1.50573333333,4.04446666667,1.38646666667,1.11586666667,2.12333333333
416.86,1.44846666667,2.12153333333,1.37366666667,2.1956,1.48213333333,4.02686666667,1.36166666667,1.08853333333,2.09653333333
417.22,1.45186666667,2.11766666667,1.374,2.194,1.48,4.0358,1.3666,1.09446666667,2.0934
417.58,1.455,2.1274,1.3802,2.19893333333,1.49406666667,4.04606666667,1.37526666667,1.10386666667,2.1084
417.94,1.46446666667,2.13706666667,1.382,2.20553333334,1.5134,4.05193333333,1.37866666667,1.10673333333,2.11566666667
418.29,1.45573333333,2.12186666667,1.37226666667,2.19473333333,1.51386666667,4.03153333333,1.36873333333,1.10113333333,2.11693333333
418.65,1.44913333333,2.11253333333,1.36293333333,2.18533333333,1.50413333333,4.02593333333,1.361,1.0894,2.1014
419.01,1.4624,2.1192,1.36933333333,2.1938,1.51426666667,4.0158,1.37226666667,1.09586666667,2.10933333333
419.37,1.46766666667,2.12906666667,1.38053333333,2.19046666667,1.5242,4.02453333333,1.37893333333,1.10126666667,2.1194
419.73,1.47633333333,2.1368,1.39053333333,2.20273333333,1.53633333333,4.02346666667,1.3812,1.112,2.1202
420.08,1.46313333333,2.12353333333,1.3788,2.1906,1.52393333333,4.0006,1.36166666667,1.09926666667,2.1056
420.44,1.46046666667,2.1236,1.37506666667,2.18213333333,1.52053333333,3.99406666667,1.35926666666,1.097,2.09913333333
420.80,1.44046666667,2.10666666667,1.36146666667,2.16126666667,1.51026666667,3.97473333333,1.34686666667,1.082,2.0922
421.16,1.4196,2.0928,1.34313333333,2.1406,1.49306666667,3.95146666667,1.32906666667,1.06466666667,2.07186666667
421.51,1.4204,2.09786666667,1.34073333333,2.13973333334,1.49646666667,3.95073333333,1.32586666667,1.0592,2.0652
421.87,1.40586666667,2.08273333333,1.3248,2.1284,1.47553333333,3.9368,1.3114,1.05093333333,2.0476
422.23,1.41413333333,2.09693333333,1.3274,2.13473333333,1.4772,3.94473333333,1.318,1.06333333333,2.05326666667
422.58,1.40473333333,2.09626666667,1.32533333333,2.13146666667,1.47806666667,3.937,1.31406666667,1.06153333333,2.05086666667
422.94,1.40126666667,2.10053333333,1.3288,2.1346,1.4784,3.94373333333,1.3162,1.06826666667,2.048
423.30,1.40033333333,2.09506666667,1.32653333333,2.14133333333,1.47026666667,3.94206666667,1.312,1.07193333333,2.03953333333
423.66,1.38326666667,2.07893333333,1.31273333333,2.12026666667,1.45213333333,3.92686666667,1.29826666667,1.0594,2.02933333333
424.01,1.4024,2.097,1.3332,2.14333333333,1.47466666667,3.95233333333,1.3186,1.08733333333,2.05966666666
424.37,1.40306666667,2.09886666667,1.3332,2.1504,1.46766666667,3.95326666667,1.31013333333,1.08926666667,2.05973333333
424.73,1.4186,2.11213333333,1.34706666667,2.1644,1.47653333333,3.96066666667,1.3074,1.1002,2.06533333333
425.08,1.42493333333,2.11926666667,1.35633333333,2.17706666667,1.48033333333,3.96566666667,1.3098,1.1042,2.0806
425.44,1.40733333333,2.11066666667,1.34006666667,2.16733333333,1.46093333333,3.9444,1.30226666667,1.0978,2.07313333333
425.80,1.41246666667,2.11726666667,1.34526666667,2.16993333333,1.46146666667,3.94813333334,1.30826666667,1.10066666667,2.07453333333
426.16,1.39673333333,2.0936,1.335,2.15813333333,1.445,3.929,1.28813333333,1.08113333333,2.05566666667
426.51,1.40946666667,2.0958,1.34213333333,2.16946666667,1.44213333333,3.92753333333,1.29386666667,1.084,2.0556
426.87,1.40393333333,2.08053333333,1.32793333333,2.16286666667,1.42886666667,3.918,1.27853333333,1.06693333333,2.05513333333
427.23,1.39746666667,2.07513333333,1.32246666667,2.14793333333,1.43333333333,3.9156,1.26926666667,1.0556,2.053
427.58,1.40326666667,2.083,1.32113333333,2.15846666667,1.44406666667,3.9184,1.2678,1.05733333333,2.0606
427.94,1.39346666667,2.07366666667,1.30266666667,2.1514,1.43233333333,3.89953333333,1.25613333333,1.03633333333,2.04406666667
428.30,1.38946666667,2.05873333333,1.30253333333,2.14373333333,1.4328,3.89366666667,1.2588,1.01626666667,2.04533333333
428.65,1.39,2.06006666667,1.30353333333,2.13886666667,1.42626666667,3.89246666667,1.27506666667,1.0138,2.05053333333
429.01,1.4086,2.07353333333,1.31466666667,2.1446,1.44893333333,3.91333333333,1.29,1.0252,2.0706
429.37,1.41733333333,2.06813333333,1.322,2.14713333334,1.4504,3.92406666666,1.2842,1.0246,2.0722
429.72,1.438,2.08426666667,1.3338,2.1666,1.4712,3.9424,1.2882,1.03606666667,2.09666666667
430.08,1.46246666667,2.11586666667,1.35886666667,2.1982,1.50053333333,3.9666,1.31586666667,1.0568,2.1262
430.44,1.44886666667,2.10766666667,1.3456,2.1832,1.504,3.968,1.30266666667,1.04786666667,2.12133333333
430.79,1.4438,2.10006666667,1.3418,2.1754,1.49906666667,3.95206666667,1.29846666667,1.04273333333,2.10293333333
431.15,1.45006666667,2.09666666667,1.35186666667,2.1888,1.49753333333,3.94826666667,1.30786666667,1.04346666667,2.1152
431.50,1.45526666667,2.10286666667,1.35046666667,2.191,1.4982,3.9532,1.3154,1.04293333333,2.11673333333
431.86,1.431,2.08806666667,1.33626666667,2.17286666667,1.4864,3.94286666667,1.30653333333,1.03566666667,2.10466666667
