wavelength,Back_HetXanm,Belly_HetXanm,Breast_HetXanm,Crissum_HetXanm,Crown_HetXanm,DorTail_HetXanm,Patch10_HetXanm,Patch11_HetXanm,Patch12_HetXanm,Rump_HetXanm,Throat_HetXanm,WingTip_HetXanm
353.65,4.9844,5.26373333333,4.97696666667,8.11053333333,5.86233333333,7.03839999999,6.84166666666,6.5988,22.1691333333,9.65609999999,4.58233333333,8.23013333333
354.01,4.89326666667,5.11493333333,4.84893333333,8.03026666667,5.71606666667,6.8716,6.65773333333,6.47406666667,22.1384,9.45363333333,4.44266666667,8.07826666666
354.38,4.67213333333,4.92766666667,4.59606666667,7.85406666667,5.51906666666,6.69086666667,6.4212,6.2878,22.1025333333,9.21253333334,4.20513333333,7.87776666667
354.74,4.8046,5.0764,4.67683333333,7.95393333334,5.58733333333,6.88,6.49566666667,6.3668,22.2995333333,9.25387500001,4.2514,7.99333333333
355.11,4.91566666667,5.14373333333,4.73836666667,7.99846666667,5.62353333333,6.9766,6.55193333333,6.4522,22.4716,9.30601666666,4.3776,8.085
355.47,4.72826666667,4.83313333333,4.51866666667,7.81033333333,5.38186666667,6.7456,6.26466666667,6.2698,22.3621333333,9.06409166666,4.13726666667,7.87999999999
355.83,4.56766666667,4.6862,4.41746666667,7.69719999999,5.21433333334,6.6104,6.06726666667,6.11086666667,22.4043333334,8.86445833333,3.93753333333,7.84996666667
356.20,4.41366666667,4.59513333333,4.33576666667,7.55466666667,5.01813333334,6.53426666667,5.89286666667,6.00413333333,22.3492,8.680675,3.8064,7.69553333333
356.56,4.4202,4.6858,4.33963333333,7.59780000001,4.99433333333,6.68153333333,5.8506,5.98806666667,22.4352666667,8.67352500001,3.78413333333,7.6733
356.93,4.35306666667,4.6736,4.38253333333,7.55140000001,4.95326666667,6.688,5.79053333333,5.94206666666,22.4274666667,8.62945,3.78293333334,7.62990000001
357.29,4.46773333333,4.78893333333,4.44086666667,7.65653333334,5.08173333333,6.7716,5.84273333333,6.01633333333,22.6271333333,8.70486666666,3.9374,7.78090000001
357.66,4.4946,4.81006666667,4.48563333333,7.63166666666,5.1086,6.7956,5.857,6.04346666667,22.7057333333,8.71387499999,3.96653333333,7.82083333333
358.02,4.3932,4.73806666667,4.3998,7.53073333334,5.07426666667,6.6816,5.80826666667,5.93733333333,22.6292,8.64215,3.91133333333,7.7983
358.38,4.47393333333,4.80793333333,4.50096666667,7.57333333333,5.1042,6.7316,5.77293333333,5.94393333333,22.6904,8.68082499999,3.9672,7.76706666667
358.75,4.475,4.7686,4.51793333333,7.54506666667,5.08646666666,6.67553333333,5.71393333333,5.91013333333,22.6144,8.60125833334,3.99226666667,7.70533333334
359.11,4.59706666667,4.9012,4.5683,7.66759999999,5.28380000001,6.79013333333,5.71213333334,6.01613333333,22.7420666667,8.69533333333,4.04273333333,7.81620000001
359.48,4.55153333333,4.959,4.57483333333,7.59266666666,5.25526666667,6.7464,5.58906666667,5.95806666667,22.7492666667,8.55915,4.04593333333,7.75060000001
359.84,4.58286666667,4.99873333333,4.6226,7.60480000001,5.30126666666,6.72793333333,5.59373333333,5.979,22.7392,8.58889166667,4.1088,7.75549999999
360.20,4.5784,4.9278,4.565,7.57026666667,5.27726666667,6.60766666667,5.48926666667,5.93326666667,22.8030666667,8.54357500001,4.049,7.67446666666
360.57,4.43693333333,4.72093333333,4.41773333333,7.40660000001,5.14386666667,6.3018,5.28553333333,5.78666666667,22.6784666667,8.33890833333,3.93426666667,7.4708
360.93,4.44806666667,4.7212,4.4052,7.44466666667,5.13046666667,6.28726666667,5.25753333333,5.78313333333,22.771,8.31890000001,3.94466666667,7.4658
361.29,4.39473333334,4.62833333333,4.38066666667,7.35606666667,5.0356,6.1728,5.17526666667,5.73853333333,22.6486666667,8.26085833333,3.85313333333,7.36736666667
361.66,4.4958,4.7146,4.43386666667,7.44473333334,5.1316,6.22906666667,5.2638,5.84373333334,22.7866666667,8.36056666667,3.91293333333,7.38640000001
362.02,4.5734,4.77733333333,4.51326666667,7.50006666667,5.19186666666,6.31413333333,5.26626666667,5.91693333334,22.9567333333,8.41940833333,4.00886666667,7.39036666666
362.39,4.54626666667,4.73206666667,4.44476666667,7.46453333333,5.13593333334,6.24986666667,5.24593333333,5.90366666667,22.9796,8.37763333333,3.98626666667,7.37376666666
362.75,4.48726666667,4.6964,4.35096666667,7.4168,5.12066666667,6.16993333333,5.19746666667,5.89626666667,23.0360666667,8.36425833333,3.93833333333,7.3471
363.11,4.3952,4.66153333333,4.31136666667,7.36186666666,5.03906666666,6.08966666667,5.16666666667,5.7982,23.0358,8.32260000001,3.86766666667,7.23803333333
363.48,4.44306666667,4.6572,4.32303333333,7.40366666667,5.07773333333,6.08186666667,5.2322,5.8576,23.0705333333,8.38223333334,3.89213333333,7.26793333333
363.84,4.458,4.64213333333,4.2725,7.40739999999,5.03766666666,6.0586,5.20546666667,5.848,23.1225333333,8.37370833334,3.8836,7.25166666666
364.20,4.42986666667,4.63286666667,4.28396666667,7.372,5.02413333333,6.0306,5.21933333333,5.84073333333,23.1129333333,8.34805833333,3.8772,7.23290000001
364.57,4.38566666667,4.61186666667,4.22486666667,7.36113333333,4.97959999999,6.01813333333,5.18,5.82066666667,23.1582,8.34486666666,3.80666666667,7.21996666667
364.93,4.43786666667,4.67506666667,4.22053333333,7.39033333333,4.99639999999,6.00413333334,5.22646666667,5.89233333333,23.2349333333,8.42072500001,3.83866666667,7.28209999999
365.29,4.58053333333,4.8544,4.3098,7.54219999999,5.11066666667,6.09706666667,5.36453333333,5.96933333334,23.4044,8.54978333333,3.95313333333,7.44616666667
365.66,4.482,4.80866666667,4.2324,7.534,5.04053333333,6.02053333333,5.2586,5.80493333333,23.4297333333,8.49727500001,3.86106666667,7.41439999999
366.02,4.38526666667,4.7112,4.0854,7.41300000001,4.86826666666,5.809,5.1772,5.696,23.3537333333,8.37769166667,3.75846666666,7.34116666667
366.38,4.317,4.67666666667,4.03036666667,7.39046666667,4.81706666667,5.71626666666,5.1074,5.5832,23.3320666667,8.34415833334,3.72293333333,7.27326666667
366.75,4.31733333333,4.68866666667,4.00796666667,7.40526666666,4.81106666667,5.73893333333,5.10586666667,5.56326666667,23.4099333333,8.35204999999,3.71326666667,7.26286666666
367.11,4.37693333333,4.71906666667,4.03563333333,7.43986666666,4.84340000001,5.74506666667,5.1508,5.63706666667,23.4816,8.358025,3.78266666667,7.31413333333
367.47,4.47313333333,4.8396,4.12536666667,7.5542,4.94293333333,5.8446,5.24386666667,5.67746666667,23.6897333333,8.50040833334,3.8842,7.39376666667
367.84,4.35473333333,4.76706666666,4.0591,7.49433333333,4.91513333334,5.698,5.18186666667,5.54053333333,23.6802666667,8.39677500001,3.796,7.31086666667
368.20,4.30866666667,4.731,3.9893,7.524,4.90880000001,5.73113333333,5.09413333333,5.49973333333,23.7753333334,8.38628333333,3.7812,7.31316666666
368.56,4.35066666667,4.8146,4.08026666667,7.56813333333,4.98293333333,5.8036,5.15033333333,5.5394,23.8358,8.43793333334,3.8932,7.38596666666
368.93,4.23793333333,4.6492,3.9778,7.45666666666,4.92239999999,5.68013333333,5.029,5.38526666667,23.7541333333,8.31395833333,3.75426666667,7.24909999999
369.29,4.0234,4.48493333333,3.8371,7.31066666666,4.79633333333,5.5658,4.84386666667,5.25133333334,23.7464,8.16487499999,3.5982,7.01376666666
369.65,4.0812,4.51126666667,3.90456666667,7.29166666667,4.87033333333,5.61333333333,4.89593333333,5.33913333333,23.7964,8.16089166667,3.68586666667,7.041
370.01,4.29366666667,4.70046666667,4.12343333333,7.562,5.14773333334,5.87546666667,5.082,5.5292,24.0785333333,8.40678333333,3.8716,7.24803333334
370.38,4.3936,4.8284,4.26786666666,7.63266666666,5.34093333333,5.9544,5.16873333333,5.69746666667,24.1373333333,8.50193333333,4.00626666667,7.38919999999
370.74,4.47166666667,4.90373333333,4.3858,7.69206666666,5.43873333333,6.0208,5.18433333333,5.75853333333,24.1980666667,8.56225833333,4.1,7.49426666666
371.10,4.36513333333,4.76613333333,4.29136666667,7.56966666666,5.3258,5.91213333333,5.03926666667,5.6256,24.1435333333,8.45500833333,4.03533333333,7.42353333334
371.46,4.39246666667,4.83626666667,4.32006666667,7.60913333333,5.36786666667,5.93313333333,5.0242,5.68973333333,24.2429333333,8.44978333333,4.06,7.45556666666
371.83,4.54326666667,4.90366666667,4.40476666667,7.67193333334,5.44166666667,6.07753333333,5.06906666667,5.82666666667,24.3748,8.523225,4.16913333333,7.5369
372.19,4.63093333333,4.9372,4.487,7.67953333333,5.49879999999,6.05566666667,5.11533333333,5.8382,24.4133333333,8.52365,4.21673333333,7.54403333334
372.55,4.653,4.90526666667,4.47863333333,7.71239999999,5.515,5.98466666667,5.10193333333,5.84933333333,24.4694,8.48443333333,4.17246666667,7.57500000001
372.92,4.64013333333,4.92106666667,4.47853333333,7.74353333333,5.52693333333,5.9728,5.06733333333,5.8418,24.5121333333,8.42135833333,4.179,7.57016666667
373.28,4.7856,5.05033333333,4.62743333333,7.849,5.68486666666,6.04726666667,5.16853333333,5.94646666667,24.6636666667,8.46909166667,4.31206666667,7.80473333334
373.64,4.8344,5.13713333333,4.69006666667,7.90513333333,5.77553333333,6.07893333333,5.20786666667,5.993,24.7386666667,8.50918333334,4.38066666667,7.9057
374.00,4.7044,5.04333333333,4.5836,7.78406666667,5.65506666667,5.91353333333,5.02513333333,5.85226666667,24.6523333333,8.30839999999,4.3068,7.81126666667
374.37,4.7994,5.0754,4.65126666667,7.89046666667,5.72473333333,6.0294,5.10473333333,5.89933333333,24.9324666667,8.33910000001,4.37306666667,7.89889999999
374.73,4.75913333333,5.021,4.5865,7.87200000001,5.66193333334,5.96573333333,5.03146666667,5.78573333333,24.9865333333,8.18046666666,4.3096,7.83263333333
375.09,4.70493333333,4.95553333333,4.51493333333,7.83506666667,5.62633333333,5.87546666667,4.9194,5.71346666667,25.0450666667,8.06155833333,4.214,7.7525
375.45,4.50966666667,4.69726666667,4.32133333333,7.57333333334,5.42126666666,5.61773333333,4.6202,5.45493333333,24.924,7.78445,4.0422,7.5911
375.81,4.45993333333,4.68673333333,4.31606666667,7.55653333333,5.42613333334,5.57866666667,4.58393333333,5.4168,24.9961333333,7.70364166667,4.05406666667,7.61153333334
376.18,4.4896,4.74206666667,4.3774,7.64679999999,5.51079999999,5.63426666667,4.59766666667,5.44953333333,25.0863333333,7.67435000001,4.0978,7.6768
376.54,4.54053333334,4.82173333333,4.44563333333,7.69833333333,5.58373333334,5.69586666667,4.6108,5.46086666667,25.2567333333,7.66867499999,4.20306666667,7.72806666667
376.90,4.62553333333,4.89793333333,4.51386666667,7.76886666667,5.67553333333,5.7358,4.66833333333,5.495,25.3844,7.70130833334,4.29026666667,7.84286666667
377.26,4.62886666666,4.85473333333,4.49206666667,7.79226666667,5.67260000001,5.6976,4.57586666667,5.4458,25.4188666667,7.65753333333,4.2502,7.7944
377.63,4.54006666667,4.79473333333,4.42916666667,7.72626666667,5.57026666667,5.58726666667,4.43626666667,5.35933333333,25.4232666667,7.51129166666,4.16166666666,7.70126666666
377.99,4.5154,4.80213333333,4.41263333333,7.71006666666,5.56233333333,5.585,4.43806666667,5.37006666666,25.4484666667,7.43639166667,4.14226666667,7.71833333334
378.35,4.4736,4.79606666667,4.3823,7.67860000001,5.5444,5.49693333333,4.35426666667,5.3124,25.3789333333,7.36118333333,4.1228,7.71900000001
378.71,4.6258,4.92846666667,4.54263333333,7.84479999999,5.685,5.5828,4.4802,5.4606,25.5394666667,7.50739166667,4.2838,7.88703333333
379.07,4.72553333333,5.02533333333,4.68643333333,7.95966666667,5.79293333334,5.7246,4.5554,5.5324,25.6574666667,7.56581666667,4.40173333333,8.00583333333
379.44,4.85226666667,5.18233333333,4.86753333333,8.15306666667,5.95526666666,5.8998,4.72766666667,5.67206666667,25.8337333334,7.72011666667,4.53873333333,8.1507
379.80,4.91946666667,5.29346666667,4.96526666667,8.23506666667,6.04993333333,5.92786666667,4.77053333333,5.72593333333,25.9053333333,7.783075,4.58166666667,8.20686666667
380.16,4.9706,5.3348,5.00146666667,8.23573333333,6.063,5.91866666667,4.79626666667,5.77313333333,25.9716666667,7.81341666667,4.617,8.26070000001
380.52,5.085,5.4062,5.11953333333,8.33686666666,6.18713333334,5.98853333333,4.84013333333,5.85213333333,26.0944,7.89015833333,4.687,8.35236666667
380.88,5.06126666667,5.39433333333,5.13606666667,8.30373333333,6.16819999999,5.952,4.80646666667,5.85186666667,26.1682666667,7.85047500001,4.66266666667,8.35216666667
381.24,5.04433333334,5.3946,5.15746666667,8.32613333333,6.15593333333,5.97633333333,4.84313333333,5.86466666667,26.2316666667,7.87124166666,4.74886666667,8.33906666667
381.61,5.13606666666,5.3936,5.19526666667,8.37126666666,6.21139999999,6.0044,4.8852,5.91306666667,26.3035333333,7.89839166666,4.82233333333,8.40436666667
381.97,5.15653333333,5.35713333333,5.23726666667,8.38486666667,6.22913333334,6.02066666667,4.8812,5.91813333333,26.366,7.92759999999,4.84073333333,8.39713333333
382.33,5.082,5.2304,5.19446666667,8.33326666666,6.13886666667,6.0002,4.81633333333,5.85713333333,26.4253333333,7.86583333334,4.7984,8.32849999999
382.69,4.97006666667,5.141,5.09773333333,8.24846666666,6.04353333333,5.9294,4.70386666667,5.7514,26.391,7.77203333333,4.70393333333,8.20740000001
383.05,4.9382,5.11746666667,5.07776666667,8.25113333333,6.03786666667,5.87693333333,4.70706666667,5.72666666667,26.4304,7.777325,4.69666666667,8.20686666667
383.41,4.9254,5.10186666667,5.0395,8.21313333333,6.0382,5.8712,4.69253333333,5.67426666667,26.4196,7.70665000001,4.6658,8.20183333333
383.77,4.87106666667,5.0612,5.00953333333,8.17686666667,5.9878,5.8628,4.66353333333,5.65033333333,26.4176,7.68665833333,4.6328,8.20413333333
384.14,4.96753333333,5.1636,5.11213333333,8.31546666667,6.10719999999,5.9822,4.77293333333,5.71973333333,26.5856666667,7.81604999999,4.7498,8.3325
384.50,4.94226666667,5.16993333333,5.09266666667,8.30320000001,6.07693333333,6.00933333333,4.81246666667,5.6932,26.588,7.82959166667,4.756,8.3394
384.86,5.00406666667,5.22213333333,5.18776666667,8.3768,6.13626666666,6.11226666667,4.8828,5.7208,26.7253333333,7.96095833333,4.84226666667,8.41216666667
385.22,4.9234,5.19533333333,5.1347,8.29733333334,6.0764,6.06213333333,4.8226,5.64106666667,26.6888,7.89408333332,4.73473333333,8.38199999999
385.58,4.92466666667,5.2282,5.18453333333,8.33966666666,6.10866666667,6.1116,4.86906666667,5.63366666667,26.7939333333,7.91801666667,4.72226666667,8.39283333333
385.94,4.9666,5.30193333333,5.24783333333,8.41873333334,6.17426666667,6.141,4.9234,5.65633333333,26.9234,7.97658333333,4.768,8.46369999999
386.30,4.96833333333,5.33213333333,5.23376666667,8.42033333333,6.16059999999,6.06373333334,4.92553333333,5.6356,26.9564666667,7.96690833333,4.7438,8.45423333333
386.66,4.96233333333,5.31273333333,5.2473,8.40859999999,6.20166666667,6.05626666667,4.93393333333,5.66273333334,26.9913333333,7.95885000001,4.7464,8.45953333333
387.03,4.95906666667,5.32086666667,5.24586666667,8.38786666666,6.19326666666,6.0592,4.9246,5.65706666667,27.0677333333,7.96569999999,4.73246666667,8.47913333333
387.39,5.0048,5.38306666667,5.33303333333,8.49680000001,6.2688,6.13373333333,4.98513333333,5.729,27.2453333333,8.07394166667,4.80526666667,8.5667
387.75,5.06666666667,5.43673333333,5.41436666667,8.56593333333,6.36386666667,6.17253333333,5.0612,5.76173333333,27.4194,8.17327500001,4.8648,8.64683333334
388.11,4.9028,5.3128,5.2511,8.39400000001,6.20860000001,6.02866666667,4.88373333333,5.61166666667,27.3079333333,8.02888333334,4.71566666667,8.46216666666
388.47,4.85886666667,5.28933333333,5.24296666667,8.34899999999,6.19826666667,6.0152,4.8774,5.6042,27.3756,8.03902499999,4.67226666667,8.44779999999
388.83,4.87673333333,5.32946666667,5.2543,8.39526666667,6.23719999999,6.0488,4.9118,5.69313333334,27.4232,8.02316666666,4.7166,8.47410000001
389.19,4.87066666667,5.2978,5.2501,8.41066666667,6.24219999999,6.03373333333,4.93166666667,5.69126666667,27.4728666667,8.00871666667,4.71106666667,8.47053333333
389.55,4.75926666667,5.20533333333,5.16583333333,8.34800000001,6.17053333334,5.9494,4.85626666667,5.62506666667,27.468,7.98093333333,4.6452,8.41456666667
389.91,4.695,5.13433333333,5.12176666667,8.30000000001,6.14019999999,5.8978,4.81726666667,5.58246666667,27.5026,7.93598333333,4.58753333333,8.33953333333
390.27,4.74173333333,5.198,5.20923333333,8.3724,6.2454,6.01486666667,4.89866666667,5.66246666667,27.5719333333,8.00106666667,4.65413333333,8.42063333333
390.63,4.75386666667,5.26253333334,5.2622,8.40819999999,6.2722,6.047,4.92833333333,5.6836,27.6595333333,8.033575,4.66573333333,8.47406666666
391.00,4.76113333333,5.27293333333,5.26613333333,8.42953333333,6.29026666667,6.068,4.93313333333,5.7082,27.6826,8.03311666667,4.66753333333,8.46183333334
391.36,4.67426666667,5.15853333333,5.14003333333,8.30320000001,6.17593333333,5.94766666667,4.81873333334,5.6286,27.5856666667,7.91981666666,4.54786666667,8.3372
391.72,4.59246666667,5.0498,5.0408,8.24246666667,6.08326666667,5.9224,4.7214,5.58533333333,27.5693333333,7.80630000001,4.47093333333,8.24710000001
392.08,4.539,4.99206666667,5.0023,8.27826666666,6.06779999999,5.89833333333,4.7068,5.58613333333,27.6728,7.79980833333,4.43413333333,8.23313333333
392.44,4.4668,4.9036,4.9289,8.2258,5.99866666667,5.829,4.60506666666,5.50726666667,27.6128,7.69742499999,4.36493333333,8.14090000001
392.80,4.37133333333,4.79866666666,4.81116666667,8.13333333333,5.93680000001,5.74533333333,4.47393333333,5.36173333333,27.5606,7.60087500001,4.25286666667,8.03063333333
393.16,4.4176,4.823,4.82796666667,8.17553333333,5.98140000001,5.77973333333,4.47726666667,5.40513333334,27.6958666667,7.64949166666,4.30286666667,8.05580000001
393.52,4.47866666667,4.86173333333,4.85196666667,8.19079999999,5.9952,5.81126666667,4.46193333333,5.4346,27.7431333333,7.64841666666,4.3256,8.08033333334
393.88,4.46713333333,4.8352,4.81073333333,8.16600000001,5.9724,5.8248,4.37053333333,5.41473333333,27.7987333333,7.59015833334,4.30206666667,8.08873333334
394.24,4.4318,4.78053333333,4.7513,8.13133333334,5.93379999999,5.7932,4.26286666667,5.39073333333,27.8686666667,7.54161666667,4.25406666667,8.05496666667
394.60,4.4406,4.73333333333,4.73636666667,8.1202,5.93679999999,5.77066666667,4.23513333333,5.38306666667,27.933,7.53755,4.2758,8.0547
394.96,4.43333333333,4.70413333333,4.73456666667,8.10033333333,5.91913333334,5.7146,4.1832,5.36286666667,27.9299333333,7.4834,4.2588,8.0234
395.32,4.47526666667,4.74346666666,4.76783333333,8.16693333334,5.94906666667,5.74473333333,4.1868,5.3854,28.0301333333,7.48802500001,4.30533333333,8.06449999999
395.68,4.39386666667,4.67886666667,4.67336666667,8.1024,5.87546666667,5.66073333333,4.07986666667,5.25953333333,27.9902,7.39314166667,4.2162,7.99383333333
396.04,4.43666666667,4.71013333333,4.71013333333,8.07446666667,5.90906666667,5.69326666667,4.05186666667,5.24393333333,28.0106666667,7.35159999999,4.2448,8.03470000001
396.40,4.4652,4.74133333333,4.7262,8.10113333334,5.93366666666,5.71133333333,4.03466666666,5.24393333333,28.1645333334,7.34023333333,4.27693333333,8.07703333333
396.76,4.49973333333,4.75906666667,4.78113333333,8.13953333333,5.9734,5.74973333333,4.03653333333,5.28373333333,28.2703333333,7.36184166667,4.28586666667,8.12586666667
397.12,4.42353333333,4.69753333333,4.70733333333,8.07926666666,5.90766666668,5.6738,3.91013333333,5.1916,28.2434,7.25350833333,4.1886,8.06446666667
397.48,4.37906666667,4.69693333333,4.69046666667,8.10753333333,5.93453333333,5.6668,3.85213333333,5.17006666667,28.3194666667,7.21458333334,4.17486666666,8.05729999999
397.84,4.43593333333,4.78726666667,4.76313333333,8.19326666667,6.00366666666,5.75246666667,3.92513333334,5.24613333333,28.4048666667,7.28156666667,4.25793333333,8.12756666667
398.20,4.40593333333,4.79653333333,4.74626666666,8.16960000001,5.98973333334,5.707,3.88173333333,5.1826,28.4060666667,7.23580833333,4.23106666667,8.11199999999
398.56,4.3444,4.77493333333,4.67246666667,8.12213333333,5.92859999999,5.6782,3.75306666666,5.10386666667,28.4328,7.14841666667,4.13966666667,8.07026666667
398.92,4.2836,4.71633333333,4.60266666667,8.07126666666,5.9016,5.64246666667,3.65433333333,5.04506666667,28.4370666667,7.09418333333,4.081,8.02543333334
399.28,4.27046666667,4.73113333333,4.61003333333,8.057,5.9328,5.66826666667,3.6194,5.05546666667,28.4746,7.081425,4.0896,8.02273333334
399.64,4.30606666667,4.7634,4.64496666667,8.08100000001,5.98060000001,5.6764,3.59253333333,5.12466666667,28.5814666667,7.08671666667,4.12686666667,8.05540000001
400.00,4.34753333334,4.83613333333,4.69676666667,8.13226666667,6.02460000001,5.72173333333,3.6092,5.1894,28.6750666667,7.130375,4.15766666667,8.08226666667
400.36,4.3254,4.8106,4.64573333333,8.13539999999,5.9994,5.69213333333,3.51733333333,5.17873333333,28.6648666667,7.10811666666,4.1072,8.03579999999
400.72,4.2674,4.75086666666,4.5888,8.08619999999,5.909,5.6272,3.41586666667,5.13733333333,28.6594666667,7.00335,4.04166666667,7.96660000001
401.08,4.30953333333,4.79013333333,4.61536666667,8.10513333333,5.953,5.677,3.43393333333,5.17906666667,28.739,7.01305000001,4.08273333333,7.99523333333
401.44,4.27033333333,4.74453333333,4.54653333333,8.03626666667,5.88059999999,5.63706666667,3.37966666667,5.11066666666,28.7588666667,6.97109999999,4.03513333333,7.94706666667
401.80,4.21473333333,4.659,4.45116666667,7.95553333333,5.78946666667,5.538,3.28173333333,5.01333333333,28.7356666667,6.88427499999,3.92226666667,7.85963333333
402.16,4.24073333333,4.6808,4.44506666667,7.96193333334,5.79133333333,5.5968,3.287,5.05333333333,28.8006666667,6.90727499999,3.96306666667,7.89113333334
402.52,4.23753333333,4.67453333333,4.44813333333,8.00319999999,5.78953333334,5.60606666667,3.27393333333,5.07533333333,28.8654666667,6.91810833333,3.9758,7.8959
402.88,4.28493333333,4.72353333333,4.48933333334,8.03779999999,5.8162,5.66186666667,3.28766666667,5.1188,28.9944666667,6.96180000001,4.01653333333,7.94726666667
403.24,4.2188,4.66853333333,4.41526666667,7.99120000001,5.76053333333,5.616,3.23986666667,5.0636,29.0360666666,6.92339999999,3.95053333333,7.91833333333
403.60,4.1942,4.65393333333,4.3772,7.9888,5.7334,5.60386666667,3.2274,5.02633333333,29.0440666667,6.91242500001,3.92093333333,7.87176666667
403.95,4.1392,4.57953333333,4.31853333333,7.96419999999,5.67926666667,5.54773333333,3.17086666667,4.96,29.0974,6.86337499999,3.87213333333,7.81359999999
404.31,4.12813333333,4.59353333333,4.32526666667,7.94960000001,5.68920000001,5.52613333333,3.2006,4.953,29.1086,6.86788333334,3.8764,7.82033333333
404.67,4.1754,4.6384,4.3384,7.9952,5.72046666666,5.54193333333,3.22646666667,4.97366666667,29.2357333333,6.91885000001,3.91953333333,7.86159999999
405.03,4.1442,4.58746666667,4.30003333333,7.97826666667,5.66593333334,5.49966666667,3.17426666667,4.93866666667,29.3033333333,6.913625,3.86286666666,7.83826666667
405.39,4.24986666667,4.66766666667,4.3994,8.09553333334,5.78606666667,5.60426666667,3.2814,5.05193333333,29.4712,7.03405000001,3.96426666667,7.91486666667
405.75,4.21726666667,4.67613333333,4.3987,8.08999999999,5.78679999999,5.56066666667,3.26406666667,5.00793333333,29.5172,7.04616666667,3.93586666667,7.88159999999
406.11,4.18446666667,4.64246666666,4.37456666667,8.10526666667,5.76840000001,5.51046666667,3.24413333333,4.96173333333,29.5749333333,7.04031666666,3.91086666667,7.83423333333
406.47,4.15206666667,4.60166666667,4.3228,8.0432,5.7136,5.4652,3.2382,4.9126,29.5886,7.01923333334,3.86213333333,7.77300000001
406.83,4.14213333333,4.61346666667,4.3163,8.08933333333,5.70246666667,5.4504,3.28113333333,4.90546666667,29.6539333333,7.05333333333,3.8672,7.76223333333
407.19,4.1958,4.63413333333,4.36163333333,8.15886666668,5.74360000001,5.4644,3.32813333333,4.93413333333,29.7604,7.14042499999,3.9122,7.78693333334
407.55,4.2392,4.6642,4.39723333333,8.21840000001,5.80280000001,5.4948,3.40446666667,4.94153333333,29.8541333333,7.20695833334,3.9624,7.84436666666
407.90,4.23033333333,4.64466666667,4.34643333333,8.21413333333,5.79859999999,5.46873333333,3.41066666667,4.9402,29.8432,7.22707500001,3.9384,7.82636666667
408.26,4.29053333333,4.67273333333,4.37113333333,8.29833333334,5.83700000001,5.5032,3.47106666667,4.9916,30.019,7.30829166667,3.97853333333,7.86309999999
408.62,4.29273333333,4.6684,4.38623333334,8.29960000001,5.83826666667,5.49173333333,3.51593333333,4.9758,30.0412,7.34740833334,3.97513333333,7.84503333333
408.98,4.2812,4.6862,4.37743333333,8.2748,5.83913333333,5.46846666667,3.53746666667,4.95293333333,30.0534666667,7.35568333334,3.96553333333,7.79333333333
409.34,4.21653333333,4.64366666667,4.29703333333,8.17333333334,5.73666666666,5.35566666667,3.46586666667,4.87193333333,29.9194,7.27643333333,3.8918,7.71283333334
409.70,4.2846,4.69753333333,4.32233333333,8.22793333333,5.79206666666,5.44033333333,3.54273333333,4.95113333333,30.0034666666,7.37657500001,3.9686,7.77083333333
410.06,4.33986666667,4.74146666667,4.34656666667,8.2516,5.82613333334,5.45393333333,3.61566666667,4.9774,30.0962666667,7.45051666667,3.967,7.78683333333
410.42,4.41,4.82273333333,4.3957,8.33546666667,5.9294,5.51653333333,3.7086,5.04433333333,30.1704666667,7.55540833334,4.04446666667,7.84180000001
410.77,4.47613333333,4.90066666667,4.47023333333,8.40253333333,6.03193333334,5.5768,3.79213333333,5.12566666667,30.3036,7.65674999999,4.11806666667,7.90986666667
411.13,4.4426,4.8858,4.4584,8.35866666666,5.99453333333,5.5274,3.7694,5.0892,30.2822666667,7.641725,4.07373333333,7.86243333333
411.49,4.41906666667,4.85713333333,4.42323333333,8.28973333333,5.94206666666,5.5022,3.74346666667,5.0728,30.2894,7.64005833333,4.03533333333,7.80676666667
411.85,4.44693333333,4.8784,4.4771,8.2952,5.95673333334,5.52466666667,3.7876,5.0856,30.3522666667,7.68732500001,4.069,7.85366666667
412.21,4.43666666667,4.87946666667,4.47123333333,8.26473333333,5.94813333334,5.49833333334,3.77373333333,5.0446,30.383,7.69935833334,4.0636,7.86389999999
412.57,4.46793333333,4.91326666667,4.4812,8.30413333334,5.98673333333,5.5296,3.81726666667,5.09913333333,30.5091333333,7.76711666666,4.09173333333,7.93233333333
412.92,4.5182,4.93786666667,4.5226,8.36073333333,6.04513333334,5.5834,3.8858,5.13153333333,30.5774,7.84008333334,4.14933333333,8.00983333333
413.28,4.5564,4.945,4.55203333333,8.41033333333,6.07886666667,5.6276,3.97173333333,5.12906666667,30.7409333333,7.92327499999,4.1718,8.057
413.64,4.55673333333,4.91566666667,4.56656666667,8.40940000001,6.06146666667,5.5902,3.99866666667,5.0922,30.7882,7.92520833333,4.17253333333,8.05573333333
414.00,4.54813333333,4.90106666667,4.56356666667,8.42359999999,6.07253333334,5.60073333333,4.01646666667,5.08586666666,30.8582666667,7.935075,4.18333333333,8.07973333333
414.36,4.52213333333,4.8774,4.55393333333,8.41346666667,6.04153333333,5.5582,4.01346666667,5.04293333333,30.9600666667,7.92421666666,4.15306666667,8.07723333334
414.72,4.4216,4.74073333333,4.4487,8.29166666667,5.91880000001,5.465,3.9254,4.90093333333,30.9109333333,7.8235,4.03533333333,7.9946
