wavelength,Back_TanXagf,Belly_TanXagf,Breast_TanXagf,Crissum_TanXagf,Crown_TanXagf,DorTail_TanXagf,Patch10_TanXagf,Patch11_TanXagf,Patch12_TanXagf,Rump_TanXagf,Throat_TanXagf,WingTip_TanXagf
370.74,12.1677777778,31.1713333333,29.7751111111,26.6531111111,12.176,9.77238888889,8.83288888888,7.51699999999,27.6465555556,14.5762222222,26.0544444444,7.37655555556
371.10,12.1834444444,31.2777777778,29.732,26.7146666667,12.1481111111,9.84299999999,8.96422222222,7.6111111111,27.7311111111,14.5676666667,26.0244444444,7.46633333333
371.46,12.1351111111,31.2013333333,29.4915555555,26.6095555556,12.0083333333,9.78305555556,8.91144444445,7.55111111112,27.6118888889,14.4878888889,25.926,7.44033333333
371.83,12.201,31.1953333333,29.4314444445,26.643,12.0301111111,9.8518888889,8.98655555557,7.60822222222,27.5981111111,14.5647777778,25.8262222222,7.50466666667
372.19,12.3137777778,31.2555555556,29.4353333333,26.6864444445,12.1187777778,10.016,9.12144444446,7.74922222222,27.6038888889,14.6782222222,25.8338888889,7.61766666667
372.55,12.3727777778,31.2863333333,29.3273333334,26.7236666667,12.1871111111,10.1130555555,9.15777777779,7.75544444444,27.5698888889,14.7016666667,25.7847777778,7.65322222222
372.92,12.4638888889,31.3006666666,29.2515555555,26.8153333333,12.2632222222,10.2161666667,9.30022222223,7.86088888889,27.5382222222,14.7748888889,25.7874444445,7.78122222222
373.28,12.3534444444,31.1633333333,28.938,26.6231111111,12.195,10.0450555556,9.22699999999,7.76322222222,27.3666666667,14.6906666667,25.5735555556,7.67133333333
373.64,12.3245555556,31.0507777778,28.691,26.488,12.0805555556,10.0299444444,9.2238888889,7.80166666668,27.2355555555,14.6702222222,25.4391111111,7.67911111111
374.00,12.3047777778,31.0168888889,28.449,26.4001111111,11.9573333333,9.97877777777,9.2398888889,7.74655555557,27.0802222222,14.5364444445,25.308,7.65922222222
374.37,12.2626666667,30.9106666667,28.163,26.2761111111,11.8862222222,10.0074444445,9.23855555556,7.79488888888,26.9502222222,14.4415555555,25.2694444444,7.706
374.73,12.3201111111,30.8826666667,27.9638888889,26.2368888889,11.8121111111,10.0226666667,9.31211111111,7.83122222222,26.9257777778,14.4203333333,25.2237777778,7.72888888889
375.09,12.3826666667,30.7677777778,27.7005555556,26.2222222222,11.8293333333,10.0030555556,9.34866666668,7.89922222223,26.785,14.4204444444,25.163,7.77277777778
375.45,12.391,30.6683333333,27.4857777778,26.1447777778,11.8154444444,10.0665555556,9.438,7.94000000001,26.6886666667,14.4308888889,25.0453333333,7.78622222222
375.81,12.3546666667,30.5112222222,27.1233333333,25.9874444444,11.6446666667,10.0202222222,9.44255555556,7.8621111111,26.4714444444,14.3136666666,24.9168888889,7.69311111111
376.18,12.2811111111,30.3444444445,26.8275555556,25.8902222222,11.5294444444,9.97705555556,9.44133333333,7.78899999999,26.2616666667,14.1783333333,24.8067777778,7.65
376.54,12.2428888889,30.2142222222,26.5628888889,25.7035555556,11.4114444444,9.91944444444,9.44111111112,7.809,26.1016666667,14.1031111111,24.6678888889,7.60688888889
376.90,12.1632222222,30.0716666667,26.2242222222,25.5936666667,11.24,9.84838888888,9.40311111112,7.77866666668,25.901,13.9597777778,24.4562222222,7.56333333333
377.26,12.2867777778,29.968,26.061,25.579,11.2524444444,10.0345,9.56577777778,7.88888888888,25.795,13.9605555555,24.4085555556,7.68477777778
377.63,12.2688888889,29.8596666667,25.8774444445,25.5667777778,11.1962222222,10.0755555555,9.60988888888,7.87644444444,25.6478888889,13.9174444444,24.2864444445,7.68611111111
377.99,12.2574444445,29.7684444445,25.7341111111,25.5084444444,11.1582222222,10.1683888889,9.70111111112,7.93811111112,25.567,13.9487777778,24.1543333333,7.72388888889
378.35,12.2352222222,29.5697777778,25.4504444445,25.3381111111,11.0391111111,10.1193333333,9.70577777779,7.87188888889,25.4045555556,13.8403333333,23.9254444445,7.62311111111
378.71,12.1976666667,29.4246666667,25.2198888889,25.1818888889,10.9914444444,10.176,9.73333333333,7.84144444443,25.2244444444,13.7841111111,23.8023333333,7.56422222222
379.07,12.1374444445,29.1557777778,24.9415555555,24.9858888889,10.8425555556,10.1195,9.72344444443,7.74477777779,25.0292222222,13.621,23.5767777778,7.48544444445
379.44,12.0758888889,28.9477777778,24.6386666667,24.8035555555,10.6765555555,10.0061666667,9.61255555557,7.647,24.7886666667,13.4263333333,23.3598888889,7.41966666667
379.80,12.1542222222,28.9056666667,24.512,24.788,10.7252222222,10.1219444444,9.71677777779,7.72099999999,24.7603333333,13.4266666667,23.2807777778,7.50866666667
380.16,12.2094444444,28.8474444444,24.344,24.7514444445,10.6828888889,10.1771111111,9.76577777779,7.76555555555,24.6791111111,13.4037777778,23.1705555556,7.53311111111
380.52,12.2228888889,28.7523333333,24.1547777778,24.7358888889,10.6468888889,10.2068888889,9.81233333333,7.76499999999,24.5335555556,13.3208888889,23.0393333333,7.56055555556
380.88,12.1575555556,28.5644444444,23.9468888889,24.5634444445,10.5516666667,10.142,9.80688888889,7.679,24.3475555556,13.1618888889,22.8826666667,7.471
381.24,12.0615555555,28.4214444444,23.6626666667,24.395,10.3824444445,9.98094444447,9.70033333335,7.55344444444,24.124,13.0121111111,22.6681111111,7.38755555556
381.61,12.0951111111,28.325,23.5083333333,24.2785555556,10.3491111111,9.99427777777,9.7508888889,7.55666666667,23.964,12.9685555556,22.5663333333,7.39788888889
381.97,12.137,28.2131111111,23.3503333333,24.2727777778,10.3491111111,10.0353333333,9.78444444445,7.56877777779,23.8912222222,12.965,22.5378888889,7.42066666667
382.33,12.1537777778,28.1787777778,23.2417777778,24.281,10.3351111111,10.0693333333,9.86044444446,7.63033333332,23.7648888889,12.9343333333,22.5055555555,7.47855555556
382.69,12.1236666667,28.1052222222,23.059,24.2224444445,10.2913333333,10.0425,9.83477777779,7.64444444446,23.562,12.832,22.4091111111,7.539
383.05,12.0305555556,28.0062222222,22.8421111111,24.0915555556,10.1645555556,9.99166666667,9.77055555555,7.58400000001,23.3954444444,12.7536666667,22.2491111111,7.489
383.41,12.0501111111,27.9787777778,22.7026666667,24.0428888889,10.1613333333,10.0315,9.93677777778,7.63733333332,23.3574444444,12.7525555556,22.1795555556,7.52955555555
383.77,12.0278888889,27.8677777778,22.5786666667,23.9875555556,10.1185555555,9.99850000001,9.95888888889,7.6628888889,23.3018888889,12.6822222222,22.1342222222,7.53111111111
384.14,11.9617777778,27.7264444445,22.3243333333,23.869,10.0056666667,9.92133333334,9.9161111111,7.5871111111,23.1577777778,12.5466666667,21.9647777778,7.44944444444
384.50,11.9733333333,27.6445555556,22.2262222222,23.8096666667,9.99433333334,10.0067777778,9.98566666668,7.63422222223,23.1417777778,12.5524444445,21.8991111111,7.46922222222
384.86,12.0094444444,27.6286666667,22.1342222222,23.8254444444,9.98666666668,10.1131666667,10.0481111111,7.66666666668,23.092,12.5957777778,21.832,7.54022222222
385.22,12.0732222222,27.5967777778,22.0487777778,23.8526666667,10.019,10.2256666667,10.1458888889,7.76499999999,23.0426666667,12.6044444444,21.8271111111,7.62788888889
385.58,12.1327777778,27.5545555556,21.906,23.8556666667,9.98922222223,10.2439444444,10.2073333333,7.78600000001,22.9771111111,12.5508888889,21.7811111111,7.65955555556
385.94,12.094,27.4537777778,21.7048888889,23.7518888889,9.911,10.2126666667,10.2018888889,7.76466666668,22.855,12.4363333333,21.645,7.63544444444
386.30,12.0773333333,27.3485555556,21.5432222222,23.6445555556,9.87177777777,10.2435555556,10.2188888889,7.715,22.7291111111,12.4251111111,21.5551111111,7.64977777778
386.66,12.1043333334,27.205,21.3344444444,23.6048888889,9.8121111111,10.2495555556,10.278,7.7308888889,22.6421111111,12.3905555556,21.437,7.63877777778
387.03,12.1424444444,27.1397777778,21.1708888889,23.5614444444,9.82688888889,10.3046666667,10.357,7.78266666665,22.5286666667,12.3791111111,21.3743333333,7.66011111111
387.39,12.1466666666,27.0392222222,20.9966666667,23.5178888889,9.80744444443,10.3239444444,10.3564444444,7.78855555556,22.4543333333,12.3455555555,21.2782222222,7.66688888889
387.75,12.123,26.92,20.8254444444,23.4205555556,9.7211111111,10.2976111111,10.3751111111,7.77933333332,22.2901111111,12.3067777778,21.1454444444,7.63977777778
388.11,12.167,26.8347777778,20.6747777778,23.3014444445,9.67544444446,10.3385555556,10.411,7.821,22.1664444444,12.3093333333,21.0555555556,7.69733333333
388.47,12.2044444444,26.7777777778,20.4906666667,23.2862222222,9.64411111111,10.3189444445,10.4824444444,7.83188888889,21.993,12.299,20.9404444444,7.71611111111
388.83,12.1513333333,26.6377777778,20.242,23.1426666666,9.55888888889,10.272,10.4911111111,7.823,21.837,12.2007777778,20.7963333333,7.66122222222
389.19,12.1618888889,26.5786666667,20.0945555556,23.1005555556,9.5288888889,10.3388333333,10.5744444444,7.84588888888,21.7762222222,12.1551111111,20.732,7.63233333333
389.55,12.1046666666,26.423,19.8665555556,22.9474444444,9.46533333332,10.3244444445,10.5776666667,7.82799999999,21.6043333333,12.077,20.5843333333,7.59266666667
389.91,12.0727777778,26.3252222222,19.7197777778,22.8576666667,9.40055555556,10.3407777778,10.6125555555,7.84566666668,21.472,12.0193333333,20.4606666666,7.57155555555
390.27,12.0558888889,26.1277777778,19.4582222222,22.7736666667,9.31644444444,10.3156111111,10.6091111111,7.85766666667,21.3163333333,11.9241111111,20.2802222222,7.53188888889
390.63,12.0333333333,25.9658888889,19.2473333333,22.6051111111,9.21788888889,10.3351111111,10.6008888889,7.82022222221,21.1927777778,11.809,20.131,7.50777777778
391.00,12.0858888889,25.8906666667,19.1184444445,22.5545555556,9.15333333333,10.4132777778,10.6587777778,7.82722222222,21.0977777778,11.7658888889,20.0403333333,7.53522222222
391.36,12.1492222222,25.81,19.0031111111,22.5137777778,9.10888888889,10.4848888889,10.6977777778,7.86055555554,20.9396666667,11.7272222222,19.9418888889,7.55666666666
391.72,12.2006666667,25.7325555556,18.801,22.415,9.065,10.5642777778,10.7611111111,7.87599999999,20.8113333333,11.686,19.8205555556,7.60277777778
392.08,12.1976666667,25.5413333333,18.583,22.332,9.01166666666,10.5389444444,10.808,7.87300000001,20.667,11.5963333333,19.6954444444,7.60188888889
392.44,12.1934444445,25.3625555556,18.3515555556,22.1646666667,8.905,10.5613333333,10.8032222222,7.84766666665,20.5433333333,11.5008888889,19.5446666667,7.62022222222
392.80,12.2666666667,25.2101111111,18.162,22.0831111111,8.89511111111,10.5957222222,10.8533333333,7.89166666668,20.4428888889,11.4858888889,19.4536666667,7.69588888889
393.16,12.201,24.958,17.8811111111,21.867,8.73755555555,10.5154444445,10.7838888889,7.80822222222,20.2222222222,11.3566666667,19.2126666667,7.624
393.52,12.2381111111,24.8583333334,17.6703333333,21.784,8.70322222222,10.5353888889,10.8446666667,7.8488888889,20.1407777778,11.3155555556,19.0867777778,7.68811111111
393.88,12.2814444444,24.6903333333,17.4624444445,21.6456666667,8.634,10.5958888889,10.8604444445,7.86188888889,20.017,11.2677777778,18.9534444444,7.73155555555
394.24,12.327,24.5982222222,17.3202222222,21.4997777778,8.58311111111,10.6433888889,10.9107777778,7.89499999999,19.8857777778,11.1933333333,18.8366666667,7.76755555555
394.60,12.4217777778,24.5705555556,17.1972222222,21.4567777778,8.58566666667,10.7195555556,11.0415555556,7.9698888889,19.8307777778,11.2186666666,18.776,7.87388888889
394.96,12.3725555556,24.3745555555,16.9574444445,21.2636666667,8.52522222222,10.6636666667,11.0084444444,7.94399999999,19.6997777778,11.1034444444,18.5998888889,7.86066666667
395.32,12.319,24.1442222222,16.7105555555,21.0437777778,8.42655555555,10.6579444444,11.0023333333,7.9061111111,19.53,11.0184444444,18.4162222222,7.85055555555
395.68,12.2526666667,23.9005555556,16.458,20.8684444444,8.34033333334,10.5906111111,10.9485555555,7.8771111111,19.3101111111,10.8794444445,18.2148888889,7.825
396.04,12.2372222222,23.7268888889,16.2798888889,20.7285555556,8.258,10.6256666667,10.9926666667,7.89288888889,19.2143333333,10.8104444444,18.0658888889,7.84611111111
396.40,12.1757777778,23.5057777778,16.0482222222,20.5365555556,8.16,10.6331111111,10.9646666667,7.88744444443,19.0248888889,10.695,17.9133333333,7.79022222222
396.76,12.1197777778,23.289,15.8458888889,20.3387777778,8.05877777778,10.615,10.9198888889,7.87644444443,18.8135555556,10.5992222222,17.7152222222,7.76688888889
397.12,12.1763333333,23.1793333333,15.7373333333,20.268,8.075,10.6841111111,11.0162222222,7.96844444443,18.7001111111,10.5933333333,17.6224444444,7.87355555556
397.48,12.105,22.8764444444,15.5144444444,20.0214444444,7.929,10.6719444445,10.9418888889,7.88,18.4962222222,10.443,17.3894444444,7.81366666667
397.84,12.0328888889,22.6604444444,15.2663333334,19.8532222222,7.83677777778,10.5951666667,10.9361111111,7.82566666665,18.2807777778,10.2971111111,17.2003333333,7.77244444444
398.20,11.9705555555,22.4495555556,15.0618888889,19.7364444444,7.78222222222,10.5814444445,10.9226666667,7.77788888889,18.1702222222,10.2166666667,17.0537777778,7.758
398.56,11.8001111111,22.157,14.7858888889,19.4667777778,7.62522222222,10.4651111111,10.834,7.69022222223,17.9214444445,10.0662222222,16.8177777778,7.63888888889
398.92,11.8364444445,22.0135555555,14.6535555556,19.3698888889,7.56577777778,10.5262777778,10.8821111111,7.73655555557,17.7848888889,10.0658888889,16.7335555556,7.71377777778
399.28,11.8138888889,21.8578888889,14.49,19.2794444445,7.51111111111,10.5271111111,10.9082222222,7.76799999999,17.6477777778,10.0351111111,16.6478888889,7.70355555556
399.64,11.7815555556,21.6795555556,14.3331111111,19.1034444444,7.42111111111,10.5170555556,10.9008888889,7.72155555556,17.5068888889,9.96066666668,16.5294444445,7.63866666667
400.00,11.7282222222,21.5408888889,14.1883333334,18.9526666667,7.37844444445,10.4818888889,10.8352222222,7.6731111111,17.3246666667,9.88388888889,16.3777777778,7.58122222222
400.36,11.6701111111,21.4032222222,14.0486666667,18.8197777778,7.31155555556,10.4297777778,10.8518888889,7.66544444444,17.224,9.77244444446,16.2575555555,7.57211111111
400.72,11.6977777778,21.2665555555,13.9448888889,18.7357777778,7.29522222222,10.4808333333,10.9264444444,7.64966666665,17.2,9.69233333332,16.2007777778,7.57188888889
401.08,11.6101111111,21.0516666667,13.7145555555,18.5203333333,7.16655555556,10.4004444444,10.8623333333,7.5521111111,17.0332222222,9.5608888889,16.0572222222,7.49388888889
401.44,11.6268888889,20.9656666667,13.6023333333,18.4432222222,7.152,10.3960555556,10.9166666667,7.58344444446,16.9883333333,9.54677777777,16.0147777778,7.49366666667
401.80,11.7047777778,20.8617777778,13.5474444444,18.4001111111,7.19566666667,10.4228888889,10.9626666667,7.60022222222,16.9382222222,9.55466666668,16.0115555556,7.52011111111
402.16,11.7044444444,20.7627777778,13.4464444444,18.2491111111,7.12477777778,10.4418333333,10.992,7.621,16.8304444444,9.51133333332,15.9478888889,7.52677777778
402.52,11.7438888889,20.6572222222,13.4077777778,18.2088888889,7.115,10.4927777778,10.9887777778,7.63677777779,16.7694444444,9.47566666665,15.8858888889,7.55444444444
402.88,11.6982222222,20.5181111111,13.2931111111,18.1094444444,7.07233333333,10.4739444444,10.9795555556,7.61511111111,16.6775555555,9.3988888889,15.81,7.51755555555
403.24,11.7293333333,20.4624444445,13.2508888889,18.0816666667,7.06655555556,10.4813888889,11.0228888889,7.64211111111,16.7072222222,9.356,15.7581111111,7.55788888889
403.60,11.7683333333,20.3872222222,13.1871111111,18.0805555556,7.06755555556,10.5173888889,11.0753333334,7.66677777778,16.685,9.34511111112,15.7342222222,7.60266666667
403.95,11.7987777778,20.3546666667,13.1336666667,18.0527777778,7.08044444445,10.577,11.1437777778,7.70122222223,16.6742222222,9.36644444445,15.7247777778,7.64244444445
404.31,11.8388888889,20.2778888889,13.1205555556,18.0412222222,7.09,10.6032222222,11.1814444445,7.7121111111,16.6285555556,9.37577777777,15.711,7.706
404.67,11.8176666667,20.2265555555,13.0512222222,17.9771111111,7.04,10.6044444445,11.1838888889,7.71322222223,16.547,9.36766666667,15.6434444445,7.72111111111
405.03,11.8113333333,20.1422222222,12.9663333333,17.9042222222,7.00177777778,10.5547222222,11.1374444445,7.69855555556,16.4891111111,9.30899999999,15.5696666667,7.69788888889
405.39,11.804,20.099,12.9412222222,17.8678888889,6.992,10.558,11.1557777778,7.71355555555,16.4196666667,9.30577777778,15.5366666666,7.72344444444
405.75,11.7436666667,20.001,12.8348888889,17.768,6.90766666666,10.5508888889,11.1541111111,7.69788888889,16.3246666667,9.24522222222,15.4542222222,7.727
406.11,11.7551111111,19.9431111111,12.7958888889,17.7811111111,6.91333333333,10.5771111111,11.1848888889,7.701,16.2744444445,9.22944444445,15.4173333333,7.73777777778
406.47,11.7943333333,19.9334444444,12.7818888889,17.7763333333,6.93077777778,10.5906111111,11.2321111111,7.71399999999,16.2787777778,9.21811111111,15.3972222222,7.79155555556
406.83,11.8276666667,19.9222222222,12.7652222222,17.7917777778,6.97488888889,10.6089444444,11.3077777778,7.74544444445,16.2804444444,9.24177777779,15.3818888889,7.82277777778
407.19,11.8286666667,19.8484444444,12.7168888889,17.7173333333,6.96255555555,10.6256111111,11.3146666667,7.73077777777,16.1842222222,9.2271111111,15.3321111111,7.80055555556
407.55,11.8047777778,19.7834444444,12.6811111111,17.6327777778,6.92466666667,10.6160555556,11.3088888889,7.71466666667,16.1336666667,9.19711111112,15.2657777778,7.776
407.90,11.8163333334,19.7107777778,12.5992222222,17.5853333333,6.87055555555,10.5676111111,11.2983333333,7.68711111112,16.0563333333,9.14755555555,15.2322222222,7.759
408.26,11.845,19.6622222222,12.5568888889,17.5366666667,6.86066666667,10.5962777778,11.3082222222,7.695,16.0358888889,9.13733333333,15.1938888889,7.71033333333
408.62,11.8666666667,19.611,12.4955555556,17.485,6.81733333333,10.5692222222,11.3087777778,7.67433333332,15.9703333333,9.05366666667,15.1425555556,7.66033333334
408.98,11.8616666666,19.5536666667,12.4773333333,17.476,6.81311111111,10.6079444444,11.353,7.67944444446,15.9302222222,9.04966666667,15.1144444444,7.66622222222
409.34,11.8272222222,19.4483333334,12.366,17.4112222222,6.74922222222,10.5778333333,11.3062222222,7.61711111111,15.8795555556,8.97622222223,15.0377777778,7.62788888889
409.70,11.8296666667,19.4326666667,12.3563333333,17.3845555555,6.72355555555,10.5928333333,11.3036666667,7.60711111111,15.8404444444,8.98188888888,14.984,7.61177777778
410.06,11.8395555555,19.3772222222,12.3271111111,17.3264444445,6.69566666667,10.5809444444,11.3071111111,7.61633333332,15.8198888889,8.99633333333,14.95,7.64522222222
410.42,11.8354444444,19.3352222222,12.2572222222,17.2841111111,6.66088888889,10.5994444445,11.3034444445,7.60599999999,15.743,8.98300000001,14.9451111111,7.605
410.77,11.8135555556,19.2711111111,12.1862222222,17.1972222222,6.58622222222,10.5913333333,11.2764444444,7.55822222221,15.6921111111,8.90966666665,14.8997777778,7.53
411.13,11.8082222222,19.2203333333,12.1477777778,17.1532222222,6.57122222222,10.6126111111,11.282,7.54988888888,15.615,8.90388888888,14.8945555556,7.53855555555
411.49,11.8016666666,19.1673333333,12.0911111111,17.1298888889,6.57022222222,10.6075555556,11.2795555556,7.58277777779,15.5848888889,8.90322222222,14.8836666667,7.565
411.85,11.8214444445,19.1213333333,12.0812222222,17.1167777778,6.58633333333,10.6592777778,11.3165555555,7.59777777778,15.5965555556,8.91744444443,14.8741111111,7.58466666666
412.21,11.8244444445,19.0843333333,12.0302222222,17.0703333334,6.56411111111,10.6831111111,11.3168888889,7.59622222221,15.509,8.92188888889,14.8685555556,7.63544444444
412.57,11.803,19.0321111111,12.0042222222,16.996,6.56388888889,10.6919444445,11.3246666667,7.60411111111,15.4928888889,8.94733333333,14.8448888889,7.65422222222
412.92,11.8506666667,19.0001111111,11.9593333333,16.9654444445,6.57588888889,10.7571666667,11.367,7.62533333333,15.4813333333,8.95577777777,14.8235555556,7.70633333333
413.28,11.9034444444,18.9627777778,11.9518888889,16.9266666667,6.586,10.8402777778,11.4288888889,7.6571111111,15.442,8.95555555555,14.8096666667,7.73588888889
413.64,11.9387777778,18.8908888889,11.8914444444,16.8556666667,6.57888888889,10.8672222222,11.4588888889,7.6931111111,15.4328888889,8.92055555557,14.8005555556,7.75166666667
414.00,11.9745555555,18.8122222222,11.8268888889,16.7782222222,6.58533333333,10.8731666667,11.4697777778,7.72555555555,15.4225555555,8.87066666666,14.7583333333,7.73988888889
414.36,11.9642222222,18.7133333333,11.7581111111,16.7211111111,6.56833333333,10.8683333333,11.4863333333,7.73288888889,15.3826666667,8.83244444446,14.6888888889,7.76033333333
414.72,11.9507777778,18.6086666667,11.7033333333,16.6483333333,6.55233333333,10.8990555555,11.4971111111,7.74555555554,15.2818888889,8.80544444444,14.6241111111,7.808
415.07,11.9248888889,18.4711111111,11.6105555556,16.5292222222,6.48755555556,10.8766111111,11.4777777778,7.73711111112,15.2315555556,8.72733333333,14.5241111111,7.8
415.43,11.9533333333,18.4052222222,11.579,16.4568888889,6.47188888889,10.9578888889,11.5423333333,7.75322222222,15.2086666667,8.70222222222,14.474,7.84144444445
415.79,11.9521111111,18.3005555556,11.537,16.3162222222,6.47055555555,10.9879444444,11.5482222222,7.78455555554,15.1377777778,8.64977777777,14.4036666667,7.87644444444
416.15,11.9033333333,18.1361111111,11.42,16.1923333333,6.40755555556,10.9463888889,11.5148888889,7.74622222222,15.0793333333,8.558,14.2834444444,7.82555555556
416.51,11.8881111111,18.0147777778,11.3527777778,16.1356666667,6.37544444445,10.9516111111,11.5338888889,7.75066666668,15.0351111111,8.52611111111,14.2254444444,7.84266666667
416.86,11.8433333333,17.8772222222,11.2725555555,16.0391111111,6.353,10.9577222222,11.5533333333,7.775,14.9992222222,8.49866666665,14.1865555556,7.83288888889
417.22,11.8097777778,17.7068888889,11.1913333334,15.9001111111,6.33488888889,10.9498888889,11.5461111111,7.801,14.925,8.45466666667,14.1104444444,7.85066666666
417.58,11.8011111111,17.5696666667,11.1183333333,15.7874444444,6.312,10.9423333333,11.5227777778,7.80255555555,14.8917777778,8.40122222222,14.0392222222,7.86755555556
417.94,11.7304444445,17.393,10.9944444444,15.6414444445,6.252,10.9160555555,11.4702222222,7.75433333332,14.7471111111,8.32433333333,13.9248888889,7.84444444444
418.29,11.7,17.2055555555,10.9044444444,15.4745555555,6.2,10.8951111111,11.4307777778,7.7411111111,14.6583333333,8.26277777778,13.8404444444,7.82222222222
418.65,11.6613333333,17.0296666667,10.8223333333,15.3088888889,6.17311111111,10.86,11.4141111111,7.7268888889,14.5911111111,8.20255555556,13.7678888889,7.81077777778
419.01,11.6168888889,16.8677777778,10.707,15.1678888889,6.13333333333,10.8377222222,11.3752222222,7.69033333334,14.4891111111,8.13533333333,13.6928888889,7.78433333333
419.37,11.5836666667,16.6954444444,10.6227777778,15.0318888889,6.10355555555,10.8124444444,11.3542222222,7.67566666666,14.4212222222,8.08744444445,13.6222222222,7.772
419.73,11.555,16.5754444445,10.5505555555,14.9461111111,6.07866666667,10.8097777778,11.3602222222,7.68355555557,14.3617777778,8.06988888889,13.5755555556,7.768
420.08,11.5428888889,16.4528888889,10.5057777778,14.8186666667,6.07411111111,10.8218333333,11.3701111111,7.69144444444,14.2944444445,8.05566666667,13.5218888889,7.79144444445
420.44,11.5313333333,16.3097777778,10.4386666666,14.6945555556,6.06422222222,10.8186111111,11.3537777778,7.69755555556,14.2357777778,8.02966666667,13.4708888889,7.79322222222
420.80,11.536,16.2101111111,10.4125555555,14.6054444445,6.04744444445,10.8220555555,11.3506666667,7.70722222223,14.1622222222,7.99866666667,13.4226666667,7.815
421.16,11.5293333333,16.1148888889,10.3733333333,14.5318888889,6.02411111111,10.8357777778,11.3415555556,7.69788888888,14.127,7.99455555555,13.3883333333,7.80944444445
421.51,11.5044444445,15.9952222222,10.3315555556,14.4328888889,6.01544444444,10.8362777778,11.3542222222,7.69044444445,14.0471111111,7.98044444444,13.3255555555,7.80577777778
421.87,11.516,15.8935555555,10.2918888889,14.3458888889,6.00844444444,10.8453888889,11.3675555555,7.70233333333,14.0216666667,7.97022222222,13.2916666666,7.813
422.23,11.5096666667,15.7985555555,10.2665555556,14.2574444445,6.001,10.8563888889,11.3836666667,7.70177777777,13.9728888889,7.94688888889,13.2414444445,7.82155555556
422.58,11.5221111111,15.7094444444,10.2392222222,14.1957777778,5.99133333333,10.8875,11.3716666666,7.70699999999,13.9208888889,7.93677777778,13.2004444445,7.84255555556
422.94,11.5371111111,15.6315555556,10.2485555555,14.1596666667,6.002,10.9085,11.4061111111,7.74466666668,13.9,7.94033333333,13.1901111111,7.88466666667
423.30,11.5288888889,15.5563333333,10.2144444444,14.0857777778,5.985,10.9053333333,11.3905555555,7.73566666667,13.8433333333,7.90677777778,13.15,7.88933333333
423.66,11.5064444444,15.4394444445,10.1663333333,13.99,5.93477777778,10.8794444444,11.3562222222,7.69766666668,13.7806666667,7.85722222222,13.0887777778,7.87344444445
424.01,11.4864444444,15.3475555556,10.1132222222,13.9266666667,5.90388888889,10.8706666667,11.3435555556,7.69333333334,13.7411111111,7.81855555556,13.0488888889,7.86622222222
424.37,11.4757777778,15.2653333333,10.0652222222,13.848,5.88333333333,10.8672222222,11.3265555555,7.67566666667,13.6853333333,7.78111111111,12.9868888889,7.86377777778
424.73,11.4405555556,15.1724444444,10.0137777778,13.7721111111,5.86655555556,10.8452222222,11.2973333333,7.64422222222,13.6585555555,7.74555555556,12.9513333333,7.84322222222
425.08,11.3954444445,15.0757777778,9.95533333331,13.6921111111,5.82833333333,10.8072777778,11.2552222222,7.6068888889,13.5734444444,7.69022222222,12.8804444444,7.82711111111
425.44,11.3866666667,15.007,9.91644444443,13.6452222222,5.814,10.8161666667,11.2294444444,7.60166666666,13.543,7.66977777778,12.8651111111,7.83288888889
425.80,11.3804444444,14.9748888889,9.92000000001,13.6203333333,5.82611111111,10.8313888889,11.2477777778,7.61711111112,13.5268888889,7.66466666667,12.8785555556,7.86344444445
426.16,11.388,14.9321111111,9.89266666668,13.6017777778,5.81788888889,10.8468888889,11.2453333333,7.623,13.5018888889,7.66944444444,12.8791111111,7.87233333334
426.51,11.3776666666,14.8993333333,9.87711111109,13.5673333333,5.81011111111,10.8347222222,11.2434444444,7.62833333334,13.4994444444,7.66166666667,12.8673333333,7.87655555556
426.87,11.3665555556,14.8732222222,9.84322222223,13.5111111111,5.80766666666,10.8362222222,11.2394444445,7.60711111111,13.4992222222,7.64366666667,12.8363333333,7.871
427.23,11.3678888889,14.8347777778,9.82200000001,13.4856666667,5.80811111111,10.8396666667,11.2431111111,7.61199999999,13.4795555556,7.64133333333,12.8178888889,7.87811111111
427.58,11.3786666667,14.7927777778,9.82544444447,13.4835555556,5.83911111111,10.8710555556,11.2505555556,7.63044444443,13.4891111111,7.642,12.8124444444,7.90144444445
427.94,11.3988888889,14.7641111111,9.82866666667,13.4715555556,5.84433333333,10.8823888889,11.2472222222,7.61977777779,13.4735555556,7.64422222222,12.8,7.90788888889
428.30,11.3777777778,14.7423333333,9.816,13.4492222222,5.81188888889,10.8833888889,11.2367777778,7.614,13.4497777778,7.625,12.8094444445,7.87944444444
428.65,11.4112222222,14.7524444444,9.82433333333,13.4228888889,5.81811111111,10.928,11.2632222222,7.63377777777,13.458,7.65788888889,12.8013333334,7.90611111111
429.01,11.4444444444,14.7701111111,9.828,13.432,5.85311111111,10.9754444444,11.3086666667,7.67333333332,13.4903333333,7.66166666667,12.8336666667,7.93266666667
429.37,11.4607777778,14.7842222222,9.84944444446,13.4343333333,5.85,11.002,11.3685555556,7.69577777779,13.5136666667,7.66833333333,12.8488888889,7.93166666667
429.72,11.3948888889,14.7297777778,9.77722222222,13.3813333333,5.77766666667,10.9733333333,11.3023333333,7.62633333332,13.442,7.59133333333,12.7823333334,7.85077777778
