wavelength,Back_DigMysm,Belly_DigMysm,Breast_DigMysm,Crissum_DigMysm,Crown_DigMysm,DorTail_DigMysm,Patch10_DigMysm,Patch11_DigMysm,Patch12_DigMysm,Rump_DigMysm,Throat_DigMysm,WingTip_DigMysm
559.55,9.19726666666,7.16,7.4338,15.8802666667,5.5942,10.7714,46.1560666667,10.8674666667,48.368,12.6389333333,18.4739,9.57466666666
559.89,9.20686666667,7.16626666667,7.44033333333,15.919,5.59233333333,10.7694666667,46.2104,10.8549333333,48.4722666667,12.6574,18.4825666667,9.59820000001
560.23,9.19033333333,7.17033333333,7.39246666667,15.9039333333,5.5848,10.7620666667,46.1928666667,10.8391333333,48.4613333333,12.6405333333,18.4777666667,9.6016
560.58,9.16959999999,7.16613333333,7.34373333333,15.9477333333,5.55693333333,10.7532,46.2128666667,10.8475333333,48.4870666666,12.6828666667,18.4764,9.6028
560.92,9.16653333333,7.17353333333,7.32726666667,16.0104,5.5766,10.7624,46.1946666667,10.8458,48.4498,12.6794,18.4720666667,9.61653333333
561.26,9.15173333333,7.1534,7.32586666667,16.0107333333,5.5594,10.7537333333,46.1967333333,10.8523333333,48.4508,12.6745333333,18.4730666667,9.59786666667
561.60,9.12786666666,7.1046,7.31026666667,15.9940666667,5.54486666666,10.7307333333,46.1313333333,10.8448,48.4332,12.6444,18.4519666667,9.54760000001
561.94,9.18006666666,7.13853333333,7.3644,16.1022,5.60806666667,10.7645333333,46.196,10.9273333333,48.5104,12.6772,18.4711,9.60926666666
562.28,9.16826666667,7.12913333333,7.37013333333,16.1258,5.58273333333,10.7430666667,46.2216,10.9268666667,48.539,12.6816,18.4599,9.58399999999
562.62,9.08806666667,7.02626666667,7.2796,16.0832666667,5.49506666667,10.6361333333,46.1438,10.8599333333,48.5034,12.5992666667,18.4053666667,9.49953333334
562.96,9.11399999999,7.04286666667,7.30353333333,16.1484,5.5146,10.6530666667,46.1696,10.9010666667,48.5651333333,12.6303333333,18.4525333333,9.54353333333
563.30,9.13853333333,7.0908,7.339,16.2136,5.51446666667,10.6771333333,46.2510666666,10.9656666667,48.6346666667,12.6326,18.4755,9.58800000001
563.64,9.10426666667,7.0558,7.29993333333,16.2251333333,5.48326666666,10.6271333333,46.2568,10.961,48.5808,12.5904666667,18.4532333333,9.56373333334
563.99,9.08940000001,7.045,7.30173333333,16.2718666667,5.4568,10.6116666667,46.3098666667,10.9903333333,48.6176,12.5808666667,18.4495333333,9.53899999999
564.33,9.03959999999,7.03946666667,7.29146666667,16.251,5.41646666667,10.5786,46.3212,10.9866666667,48.5915333333,12.5096666667,18.4073,9.52133333332
564.67,8.99313333333,6.9622,7.24646666667,16.247,5.35466666667,10.5412666667,46.3371333333,10.9557333333,48.5686666667,12.4794666667,18.3865333333,9.49006666667
565.01,8.99506666666,6.959,7.23753333333,16.2868,5.34113333333,10.5581333333,46.3146666667,10.9660666667,48.5294666667,12.4514666667,18.3730333333,9.50340000001
565.35,8.96873333333,6.89993333333,7.19106666667,16.3023333333,5.30533333333,10.5162,46.3537333333,10.9546,48.546,12.4132,18.3303666667,9.49273333333
565.69,8.97113333333,6.93653333333,7.20213333333,16.3373333333,5.294,10.5544666667,46.4292,10.9854,48.6078666667,12.4262666667,18.3714,9.51799999999
566.03,8.89946666667,6.89233333333,7.14893333333,16.3176,5.25373333333,10.5147333333,46.3782666667,10.9678,48.5670666667,12.3438666667,18.3057,9.4692
566.37,8.89813333333,6.90546666667,7.13593333333,16.3355333333,5.25326666667,10.5375333333,46.4227333333,10.9836666667,48.6145333333,12.3528666667,18.3206,9.49819999999
566.71,8.84873333334,6.86113333333,7.11706666667,16.3458666667,5.2174,10.5106,46.4086,10.9722,48.5995333333,12.2929333333,18.283,9.45193333333
567.05,8.82946666667,6.82833333333,7.10066666667,16.3524666667,5.228,10.5226666667,46.3525333333,10.9689333333,48.5583333333,12.2902,18.2834,9.43946666667
567.39,8.80573333333,6.81446666667,7.06513333333,16.3552,5.20566666667,10.5181333333,46.3656666667,10.9726666667,48.5504,12.2756,18.2710333333,9.42113333333
567.73,8.79413333334,6.77486666667,7.04806666667,16.3628666667,5.16913333333,10.5065333333,46.3733333333,10.9530666667,48.577,12.2532666667,18.2560666667,9.41439999999
568.07,8.85820000001,6.81213333333,7.13573333333,16.4874666667,5.24973333333,10.5857333333,46.436,11.0418,48.6609333333,12.3344,18.3463333333,9.49053333333
568.41,8.87160000001,6.8584,7.18033333333,16.547,5.29026666667,10.6206,46.4859333333,11.1081333333,48.7582,12.3602666667,18.3582333333,9.51533333333
568.75,8.86446666666,6.87566666667,7.19333333333,16.5696,5.28906666667,10.6368666667,46.5024666667,11.1502666667,48.7725333333,12.3736666667,18.3590333333,9.53846666667
569.09,8.86413333333,6.9094,7.20413333333,16.6503333333,5.29393333333,10.6543333333,46.6166666666,11.1917333333,48.881,12.3978666667,18.3920333333,9.57333333333
569.43,8.8434,6.89753333333,7.20726666667,16.6600666667,5.28666666667,10.6292666667,46.5366666666,11.2073333333,48.8318,12.4094666667,18.3576666667,9.57
569.77,8.89393333333,6.9386,7.26186666667,16.7762,5.31633333333,10.6738,46.5968666667,11.2691333333,48.9022,12.4748,18.4233,9.6446
570.11,8.92386666667,6.9514,7.3206,16.8604,5.34326666667,10.7248666667,46.6238,11.3277333333,48.917,12.4832666667,18.4312333333,9.65693333333
570.45,8.92006666666,6.9472,7.2872,16.8858,5.34313333333,10.7146666667,46.6050666667,11.3475333333,48.8652,12.5018666667,18.4284666667,9.6822
570.79,8.8494,6.86066666667,7.20413333333,16.8725333333,5.25253333333,10.6148666667,46.6482666667,11.2847333333,48.8698666667,12.4216666667,18.3476333333,9.59620000001
571.13,8.85333333333,6.86153333333,7.2398,16.9383333333,5.26906666667,10.6293333333,46.6332666667,11.3380666667,48.8748,12.4293333333,18.3758666667,9.60066666667
571.47,8.8312,6.8866,7.2162,16.9532666667,5.2676,10.5992666667,46.6128,11.3542666667,48.8301333333,12.4174,18.379,9.59380000001
571.81,8.83539999999,6.88146666667,7.21033333333,16.9789333333,5.23053333333,10.595,46.6282666667,11.3757333333,48.8422666667,12.4062,18.3801333333,9.58840000001
572.15,8.86413333333,6.89033333333,7.21473333333,17.0303333333,5.22586666667,10.6109333333,46.6496666667,11.3962666667,48.8544666667,12.4204666667,18.3973666667,9.62526666667
572.49,8.84226666667,6.86406666667,7.18346666667,17.0576,5.18786666667,10.5694666667,46.6317333333,11.366,48.8685333333,12.3972,18.3633333333,9.57726666667
572.83,8.81719999999,6.8452,7.15806666667,17.0084,5.15186666667,10.53,46.5280666667,11.328,48.7452666667,12.3436666667,18.2965666667,9.53913333333
573.17,8.81940000001,6.80773333333,7.1266,17.0318666667,5.1362,10.5252666667,46.5386666667,11.3372666667,48.746,12.329,18.289,9.51226666667
573.51,8.85526666666,6.81946666667,7.12886666667,17.0578,5.1774,10.5625333333,46.5144666667,11.3633333333,48.6962666667,12.3392,18.3025333333,9.536
573.85,8.82360000001,6.81913333333,7.0984,17.061,5.15113333333,10.5206666667,46.5000666667,11.3620666667,48.6752,12.3376666667,18.2825666667,9.52386666666
574.19,8.867,6.86786666667,7.143,17.1405333333,5.18086666667,10.5566,46.5602666667,11.4064666667,48.7651333333,12.3611333333,18.3006333333,9.55679999999
574.53,8.965,6.97226666667,7.24413333333,17.2611333333,5.317,10.6648,46.6128,11.5334666667,48.8443333333,12.4684666667,18.4132,9.6788
574.87,8.99033333334,6.99146666667,7.26286666667,17.2974,5.33026666667,10.6794666667,46.6394,11.5660666667,48.9030666667,12.4788666667,18.4178333333,9.71433333333
575.21,9.01493333334,6.97066666667,7.271,17.3472666667,5.33406666667,10.7072666667,46.6134,11.6171333333,48.9202,12.4710666667,18.4326333333,9.74140000001
575.55,8.97853333333,6.91986666667,7.21366666667,17.3163333333,5.2888,10.6624,46.5046,11.5801333333,48.8086666667,12.4088666667,18.3571333333,9.71793333333
575.89,8.95273333333,6.89746666667,7.1958,17.3212666667,5.2844,10.6509333333,46.4795333333,11.6026666667,48.7943333333,12.3947333333,18.3393666667,9.70693333333
576.22,8.99166666667,6.9266,7.22866666667,17.3628,5.3396,10.6904666667,46.4421333333,11.6643333333,48.7594666667,12.3962666667,18.349,9.74480000001
576.56,9.06613333333,6.99493333333,7.29406666667,17.4770666667,5.4172,10.7664666667,46.4426,11.7479333333,48.8147333333,12.4685333333,18.4208,9.81653333333
576.90,9.08799999999,7.01953333333,7.29846666667,17.5271333333,5.42933333333,10.7472666667,46.4912,11.7698,48.8493333333,12.4554,18.4277666667,9.85160000001
577.24,9.0312,6.981,7.25453333333,17.507,5.3712,10.6792666667,46.4942666667,11.754,48.877,12.3987333333,18.3755333333,9.80166666667
577.58,9.04046666666,6.97553333333,7.2194,17.4889333334,5.36933333333,10.655,46.4417333333,11.756,48.8394666667,12.3545333333,18.3273333333,9.8094
577.92,9.00680000001,6.92186666667,7.18693333333,17.4614666666,5.32473333333,10.6169333333,46.3514666667,11.7254,48.7581333333,12.308,18.2668,9.7568
578.26,9.02946666667,6.95926666667,7.2284,17.4760666667,5.31433333333,10.6249333333,46.2868,11.7681333333,48.6904,12.3177333333,18.2597,9.7722
578.60,9.05686666667,6.9898,7.2316,17.5822666667,5.34,10.6725333333,46.3453333333,11.7854666667,48.7358,12.3416666667,18.3109,9.80719999999
578.94,9.03246666666,7.0126,7.23533333333,17.582,5.348,10.6548666667,46.3098666667,11.7395333334,48.6272,12.3330666667,18.2764333333,9.80293333333
579.28,9.08993333333,7.09273333333,7.29686666667,17.6625333333,5.42866666666,10.6954,46.3697333333,11.7957333333,48.6936666667,12.3972666667,18.3388333333,9.83366666667
579.61,9.124,7.12833333333,7.335,17.6832,5.44153333333,10.7065333333,46.3764666667,11.7902,48.6844,12.3921333333,18.3758333333,9.83640000001
579.95,9.10333333334,7.09986666667,7.28386666667,17.7393333333,5.41386666667,10.6838,46.4496666667,11.7884666667,48.8102,12.3967333333,18.4082333333,9.86979999999
580.29,9.05306666667,7.0352,7.24393333333,17.7415333333,5.36573333333,10.6646666667,46.4696,11.7906,48.8358666667,12.3771333333,18.4004333333,9.83613333333
580.63,8.98606666667,6.95993333333,7.16913333333,17.7142,5.3034,10.6334666667,46.3715333333,11.7474666666,48.7767333333,12.334,18.3582333333,9.76219999999
580.97,8.98999999999,6.97866666667,7.17546666667,17.7470666667,5.29126666667,10.6464,46.333,11.7315333333,48.7206,12.3501333333,18.3559666667,9.75346666665
581.31,9.02033333333,6.97233333333,7.204,17.8492666667,5.3266,10.6732,46.4066,11.7867333333,48.7585333333,12.4130666667,18.4159666667,9.774
581.65,9.13440000001,7.06506666667,7.31306666667,17.9830666667,5.41873333333,10.7794,46.5192666666,11.9075333333,48.8898666667,12.5331333333,18.5531333333,9.89026666666
581.98,9.16126666667,7.10286666667,7.30826666667,18.0420666667,5.4386,10.8042666667,46.4946666667,11.9354666667,48.8934,12.5477333333,18.5683666667,9.90519999999
582.32,9.18106666666,7.1528,7.33926666667,18.0385333333,5.4384,10.8142666667,46.4848,11.9724,48.8916666667,12.5604,18.5482,9.92226666667
582.66,9.27246666667,7.2472,7.41893333333,18.157,5.52673333333,10.8846,46.5926666667,12.1193333333,49.0587333333,12.654,18.6222,9.99260000001
583.00,9.30386666667,7.27786666667,7.4292,18.2384,5.56653333333,10.9236,46.6857333333,12.1812666667,49.1398,12.7115333333,18.6553666667,10.0494666667
583.34,9.34686666667,7.3126,7.45193333333,18.3649333333,5.6164,10.981,46.7071333333,12.2662666667,49.2150666667,12.7871333333,18.6741,10.105
583.68,9.38339999999,7.346,7.46246666667,18.3709333333,5.62153333333,11.0229333333,46.7397333333,12.3164666666,49.228,12.8235333333,18.6765333333,10.1012666667
584.01,9.385,7.33826666667,7.4568,18.3755333334,5.61093333333,10.9824666667,46.7024666666,12.3026,49.1820666667,12.8034,18.6514333333,10.0912666667
584.35,9.43826666667,7.38333333333,7.51606666667,18.4665333333,5.66473333334,11.0511333333,46.7952666667,12.3622,49.2681333333,12.8466666666,18.6914,10.1191333333
584.69,9.4786,7.36333333333,7.56633333333,18.5555333333,5.70926666667,11.0838,46.8626,12.4379333333,49.3097333333,12.9045333333,18.7201333333,10.1746
585.03,9.44566666667,7.36046666667,7.55366666667,18.5784666667,5.69906666667,11.0551333333,46.8278,12.4362666667,49.2722666667,12.8593333333,18.7023,10.1746
585.37,9.33360000001,7.26173333333,7.39366666667,18.4774,5.57973333333,10.9299333333,46.7494,12.346,49.1924,12.731,18.5617666667,10.0622
585.70,9.26066666667,7.1474,7.27646666667,18.4572,5.48433333333,10.8834,46.8385333333,12.2849333333,49.2362666667,12.6452666667,18.5006666667,9.99793333333
586.04,9.24653333333,7.0288,7.2342,18.4634666667,5.46713333333,10.8384666667,46.7884666667,12.2616,49.1721333333,12.6038,18.4682,9.96466666667
586.38,9.17146666667,6.9092,7.1976,18.4353333333,5.404,10.7792,46.7184,12.1822,49.0738,12.5526,18.4090333333,9.90706666666
586.72,9.1326,6.83726666667,7.13106666667,18.4476666667,5.3266,10.7484666667,46.6470666667,12.1791333333,49.0815333333,12.5158666667,18.3838666667,9.86453333333
587.06,8.98033333333,6.64506666667,6.9368,18.2901333333,5.15546666666,10.5738666667,46.6008,12.014,49.0121333333,12.3265333333,18.2544,9.71193333333
587.39,8.95446666667,6.62613333333,6.94686666667,18.3344666666,5.17886666667,10.5406,46.6456666667,12.0094666666,49.0089333333,12.2936666667,18.279,9.70486666667
587.73,8.96513333334,6.65286666667,6.9776,18.4408666667,5.22333333333,10.6108666667,46.8382666667,12.053,49.165,12.33,18.3255666667,9.755
588.07,8.92653333333,6.65766666667,6.97793333333,18.4592666667,5.23466666667,10.5860666667,46.7665333333,12.0492666667,49.1267333333,12.3190666667,18.3248333333,9.77946666667
588.41,8.87086666666,6.6872,6.97453333333,18.4606,5.22533333334,10.5874666667,46.8184666667,12.0676666667,49.1861333333,12.3124,18.3425,9.78726666667
588.74,8.90220000001,6.76933333333,7.04406666667,18.5420666667,5.27313333333,10.6682666667,46.8965333333,12.1418,49.2639333333,12.3882666667,18.4156,9.83060000001
589.08,8.94566666666,6.794,7.1278,18.6118,5.3446,10.7206,46.9458,12.2194,49.3204,12.428,18.4641666667,9.89460000001
589.42,8.96686666667,6.86646666667,7.18893333333,18.6746,5.39133333334,10.7682666667,46.9773333333,12.2675333333,49.3648,12.48,18.4762333333,9.93813333333
589.76,8.97919999999,6.92306666667,7.1916,18.7173333333,5.38386666667,10.7944666667,47.1132,12.3228666667,49.4824,12.5263333333,18.4871333333,9.97493333333
590.09,8.99573333334,6.96946666667,7.13246666667,18.7901333333,5.37326666667,10.8233333333,47.263,12.4043333333,49.6504666667,12.5314666667,18.5356333333,10.0294666667
590.43,8.96013333333,6.93526666667,7.08793333333,18.7354666667,5.3392,10.7394666667,47.247,12.3603333333,49.595,12.4598,18.4358333333,9.96953333333
590.77,8.98773333334,6.9974,7.15726666667,18.8031333333,5.36986666667,10.7656,47.2321333333,12.4492666667,49.5790666667,12.5111333333,18.4402,10.0048
591.11,9.00953333334,7.04353333333,7.21293333333,18.8732666667,5.37606666667,10.7982,47.2834666667,12.508,49.5896,12.5598,18.4596333333,10.0464666667
591.44,9.10206666667,7.1238,7.289,19.0008,5.40293333333,10.8354,47.2748666667,12.6146666667,49.5716,12.6150666667,18.5264666667,10.1113333333
591.78,9.1382,7.16633333333,7.31626666667,19.0654,5.41353333333,10.8550666667,47.3338666667,12.6940666667,49.589,12.6288666667,18.5226666667,10.1202
592.12,9.17360000001,7.167,7.2764,19.1055333333,5.37613333333,10.8204666667,47.3461333333,12.7002,49.6142666667,12.5994,18.504,10.0856666667
592.46,9.22053333334,7.17906666667,7.25,19.124,5.36306666667,10.8137333333,47.3047333333,12.7159333333,49.6039333333,12.5902,18.4981666667,10.0982666667
592.79,9.22993333333,7.2282,7.25546666667,19.2044666667,5.364,10.8434,47.3814,12.7313333333,49.6902,12.6167333333,18.5568333333,10.0994666667
593.13,9.22946666667,7.18486666667,7.24666666667,19.2005333333,5.335,10.7839333333,47.3793333333,12.7552,49.7049333333,12.5896666667,18.5588666667,10.0765333334
593.47,9.2564,7.19913333333,7.31633333333,19.2766,5.39573333333,10.7748666667,47.3031333333,12.8075333333,49.6484,12.5976,18.5963666667,10.1072
593.80,9.2972,7.237,7.42086666667,19.3757333333,5.4482,10.8114666667,47.2908666667,12.8480666667,49.6214666667,12.6556666667,18.6057,10.1415333333
594.14,9.347,7.318,7.547,19.4765333333,5.54146666667,10.9153333333,47.4068666667,12.9394,49.698,12.7457333333,18.7297333333,10.2533333333
594.48,9.45646666666,7.39193333333,7.67073333333,19.6268666667,5.65666666667,11.0372,47.5010666666,13.0581333333,49.8018,12.8372,18.8527,10.3738
594.81,9.4976,7.42613333333,7.697,19.7206,5.66966666667,11.0354666667,47.5133333333,13.1160666667,49.8875333333,12.8567333333,18.8742333333,10.3993333333
595.15,9.50633333333,7.44693333333,7.67946666667,19.7362,5.69946666667,11.0526666667,47.6054666667,13.1472666667,49.9785333333,12.8762,18.8815333333,10.4113333333
595.49,9.54266666667,7.428,7.721,19.7859333333,5.71046666667,11.079,47.6484666667,13.1604,50.0262666667,12.886,18.9238666667,10.4724666667
595.82,9.545,7.40146666667,7.71626666667,19.8068,5.72233333333,11.0815333333,47.668,13.1976,50.027,12.889,18.9396,10.4858
596.16,9.59246666666,7.44153333333,7.7862,19.8964,5.76086666667,11.1262666667,47.8178,13.2524666667,50.1600666667,12.9294,18.9812666667,10.5418
596.50,9.62979999999,7.4494,7.81373333333,19.9278666667,5.77026666667,11.1144666667,47.8968,13.2602666667,50.199,12.9226666667,18.9872,10.5915333333
596.83,9.65919999999,7.5118,7.8538,20.0035333333,5.8162,11.1469333333,47.9222,13.3096,50.2261333334,12.9683333333,19.0344666667,10.6658666667
597.17,9.58333333333,7.46353333333,7.74546666667,19.9504,5.7292,11.1028666667,47.9116666667,13.251,50.2407333333,12.8962,18.9846333333,10.6031333333
597.51,9.56266666666,7.47693333333,7.70933333333,19.9078,5.70593333333,11.0996666667,47.85,13.2486,50.2204,12.8783333333,18.974,10.5678666667
597.84,9.55306666666,7.47213333333,7.678,19.9232,5.68766666667,11.0465333333,47.8013333333,13.2254666667,50.1654666667,12.8344,18.9426333333,10.5467333333
598.18,9.53460000001,7.49553333333,7.65393333333,19.96,5.6984,11.0220666667,47.8724,13.2434,50.244,12.8336,18.9810666667,10.5424666667
598.52,9.54046666667,7.4946,7.67746666667,19.9745333333,5.74193333333,11.0442,47.8723333333,13.2598666667,50.1874,12.8513333333,19.0021,10.5790666667
598.85,9.46259999999,7.43213333333,7.63306666667,19.9034,5.687,10.9554666667,47.7012666667,13.2014666667,50.0414,12.7611333333,18.9225,10.5348
599.19,9.4518,7.47653333333,7.634,19.9382,5.68613333333,10.9431333333,47.7710666667,13.2433333333,50.1232666667,12.7910666667,18.9424333333,10.5204
599.53,9.47766666667,7.5316,7.6874,20.0315333333,5.72693333333,10.9929333333,47.7726666667,13.2802666667,50.1706666667,12.8284,18.9743333333,10.5576666667
599.86,9.45513333333,7.5044,7.6632,20.0532,5.71593333333,10.9981333333,47.7475333333,13.3135333333,50.1856,12.8705333333,18.9849666667,10.5784666667
600.20,9.43519999999,7.52086666667,7.67693333333,20.1378,5.72046666667,11.0496666667,47.7541333333,13.4326666667,50.2027333333,12.9209333333,19.0106333333,10.6003333333
600.53,9.4384,7.48013333333,7.67673333333,20.1776,5.6994,11.0374,47.7893333333,13.4381333333,50.2351333333,12.9134,18.9866333333,10.5693333333
600.87,9.46400000001,7.52133333333,7.71,20.2134,5.722,11.0249333333,47.7626666667,13.4755333333,50.224,12.9357333333,18.9629666667,10.5688
601.21,9.43559999999,7.4684,7.67986666667,20.2406666666,5.6826,10.9849333333,47.8434666667,13.4702,50.2630666667,12.8736666667,18.9300666667,10.5512666667
601.54,9.44473333334,7.5108,7.68153333333,20.3068,5.7018,11.032,47.8696666667,13.551,50.3447333334,12.8968,18.9614666667,10.56
601.88,9.46673333333,7.5332,7.65013333333,20.3815333333,5.6816,11.0482666667,47.8936,13.5683333333,50.3196666666,12.9033333333,18.9273,10.5825333333
602.21,9.41326666667,7.48053333333,7.54806666667,20.3444666667,5.59533333333,11.0094666667,47.9465333333,13.5373333333,50.409,12.847,18.8833666667,10.5000666667
602.55,9.46740000001,7.52653333333,7.5672,20.4421333333,5.62333333333,11.0566666667,48.0095333333,13.6092666667,50.483,12.9096666667,18.9383666667,10.5393333333
602.88,9.49306666666,7.52386666667,7.5592,20.4846,5.6368,11.0548666667,47.9778666667,13.6468666667,50.4162666667,12.8904666667,18.9363333333,10.5553333333
603.22,9.52106666667,7.55773333333,7.5834,20.5477333333,5.65766666667,11.0795333333,47.9828,13.7008666667,50.4326,12.9212666667,18.9550666667,10.5774666667
603.56,9.49033333333,7.5314,7.56933333333,20.5225333333,5.6172,11.0282,47.9218666667,13.6682,50.3416666667,12.8440666667,18.9034,10.5214666667
603.89,9.49226666666,7.50293333333,7.55786666667,20.4836666667,5.60133333333,10.9852,47.8999333334,13.6229333333,50.3211333333,12.7842,18.8768666667,10.5038
604.23,9.47346666667,7.51626666667,7.531,20.4737333333,5.58453333333,10.9876,47.8983333333,13.6369333333,50.3061333333,12.7663333333,18.8608666667,10.4978
604.56,9.48886666667,7.52686666667,7.5724,20.5455333333,5.62186666667,11.0447333333,47.9733333333,13.6809333333,50.3396,12.7921333333,18.9129,10.5672
604.90,9.57893333334,7.62306666667,7.67606666667,20.6551333333,5.7322,11.1264,48.0440666667,13.7830666667,50.4017333333,12.8946666667,19.0062,10.6676
605.23,9.58006666667,7.6014,7.66293333333,20.6626,5.71013333333,11.1378666667,48.119,13.7962,50.4662,12.8910666667,19.0257,10.6786666667
605.57,9.54726666667,7.56633333333,7.64326666667,20.6352,5.6826,11.0943333333,48.0507333333,13.7756666667,50.4719333333,12.8633333333,18.9788333333,10.6402
605.90,9.57126666667,7.60166666667,7.6602,20.6624666667,5.71553333334,11.1138,48.0438666667,13.8105333333,50.4759333333,12.8743333333,19.0013666667,10.6835333333
606.24,9.49993333333,7.58406666667,7.63693333333,20.6258,5.6794,11.0786666667,47.9993333333,13.7766666667,50.4134666667,12.812,18.9501333333,10.6454666667
606.58,9.43433333334,7.5506,7.60486666667,20.5908,5.6306,11.039,47.9646666667,13.7275333333,50.3754,12.7742,18.8995666667,10.6017333333
606.91,9.40493333334,7.53626666667,7.56533333333,20.5631333333,5.59873333333,11.0012666667,47.9312,13.7227333333,50.3171333334,12.7276,18.8757,10.5959333333
607.25,9.323,7.50346666667,7.47586666667,20.5454,5.55573333333,10.9462,47.8096,13.6933333333,50.2359333333,12.6527333333,18.8003333333,10.5678
607.58,9.3482,7.57206666667,7.47593333333,20.6140666667,5.58446666667,10.9770666667,47.6777333333,13.7522666666,50.1232666667,12.7024666667,18.7894333333,10.5871333333
607.92,9.33473333333,7.5362,7.44593333333,20.5944666667,5.57693333333,10.9434,47.5230666667,13.7276,49.9799333333,12.6936666667,18.7437666667,10.5678666667
608.25,9.3106,7.5392,7.39333333333,20.4942,5.5146,10.8708666667,47.2562,13.6725333333,49.7613333333,12.6342666667,18.6436,10.4874666667
608.59,9.21266666666,7.48373333333,7.30933333333,20.3543333333,5.41473333333,10.7932,46.9746,13.5974,49.4805333333,12.5329333333,18.5158333333,10.4152
608.92,9.17320000001,7.45186666667,7.2888,20.2564,5.3756,10.7158666667,46.5844666667,13.5118,49.0581333333,12.4503333333,18.3513,10.3466
609.26,9.11940000001,7.42493333333,7.26553333333,20.1194,5.33913333333,10.6696666667,46.2944666667,13.4608666667,48.7184666667,12.3670666667,18.2488666667,10.3058666667
609.59,9.10893333333,7.39346666667,7.274,20.0526,5.33086666667,10.6302666667,45.9772666667,13.4252666667,48.3720666667,12.3260666667,18.1494333333,10.2732
609.93,9.12166666666,7.37526666667,7.2412,20.0070666667,5.3164,10.6068,45.7302,13.4118666667,48.1443333333,12.2785333333,18.0621666667,10.2684666667
610.26,9.12579999999,7.37406666667,7.20873333333,19.9226,5.30066666667,10.5901333333,45.5054,13.3655333334,47.8950666667,12.2224666667,17.9901666667,10.2432666667
610.60,9.10293333333,7.34753333333,7.16066666667,19.8418,5.28073333333,10.5332666667,45.3033333333,13.2938666667,47.7018666667,12.1637333333,17.8913333333,10.1812666667
610.93,9.13780000001,7.35106666667,7.1924,19.7946,5.2994,10.5398666667,45.1255333333,13.2814666667,47.5053333333,12.1966666667,17.8588,10.1770666667
611.27,9.08713333334,7.29606666667,7.14313333333,19.7059333333,5.26813333333,10.4795333333,44.9468,13.1837333333,47.3072,12.1318666667,17.7711333333,10.1010666667
611.60,9.09966666667,7.33546666667,7.163,19.6978,5.29393333333,10.4920666667,44.8273333333,13.2156666667,47.2144666667,12.1144,17.7626333333,10.0798666667
611.93,9.11406666667,7.3404,7.14733333333,19.7532666667,5.3058,10.5446666667,44.8715333333,13.2673333333,47.2377333333,12.1464666667,17.7729,10.0978
612.27,9.15673333333,7.35066666667,7.14473333333,19.7804,5.332,10.5272666667,44.8374,13.2989333333,47.2554,12.1533333333,17.7776666667,10.0686
612.60,9.25093333333,7.43113333333,7.19506666667,19.9602,5.407,10.6354666667,45.149,13.4607333333,47.5681333333,12.2776,17.9331666667,10.1768666667
612.94,9.37673333333,7.5416,7.27486666667,20.1345333333,5.50293333333,10.6989333333,45.2988,13.556,47.7392666667,12.3713333333,18.0460333333,10.2406666667
613.27,9.41266666667,7.60906666667,7.28626666667,20.2578666667,5.52466666667,10.7446666667,45.5495333333,13.6340666667,47.9762666667,12.4395333333,18.1313333333,10.2799333333
613.61,9.46773333333,7.67546666667,7.35373333333,20.3268666667,5.59006666667,10.7653333333,45.697,13.6925333333,48.0805333333,12.5498,18.2208,10.2878666667
613.94,9.46346666666,7.67873333333,7.34786666667,20.414,5.629,10.7866,45.9093333333,13.757,48.3306666666,12.6097333333,18.2616,10.281
614.28,9.52559999999,7.7464,7.45626666667,20.5612666667,5.68966666667,10.8636,46.1167333333,13.9093333333,48.6216666667,12.7232666667,18.3819333333,10.3619333333
614.61,9.62400000001,7.8702,7.52113333333,20.7629333333,5.79133333333,10.963,46.4500666667,14.0633333334,48.9444,12.7859333333,18.5406,10.4448666667
614.94,9.66633333333,7.96453333333,7.58946666667,20.8954666667,5.8688,11.0332,46.6766,14.2164666667,49.151,12.8582666667,18.6521,10.5264
615.28,9.64273333334,8.00686666667,7.5796,21.0226,5.8402,10.9999333333,46.9170666666,14.2467333333,49.3766,12.8534666667,18.7019333333,10.5974
615.61,9.57766666667,7.968,7.56546666667,21.0513333333,5.82713333333,10.9044666667,47.0065333333,14.2396666667,49.4484666667,12.8005333333,18.7401333333,10.5681333333
615.95,9.59713333333,7.95253333333,7.5858,21.1872,5.8232,10.9416,47.2158,14.2818,49.6693333333,12.822,18.7802666667,10.6265333333
616.28,9.52433333333,7.92293333333,7.5672,21.1664,5.789,10.8618666667,47.1149333333,14.2178666667,49.6602,12.7574,18.7247666667,10.5901333333
616.61,9.51053333333,7.88553333333,7.55433333333,21.2159333333,5.75526666667,10.9026,47.3354666667,14.2792666667,49.8456666667,12.7774,18.7499333333,10.6027333333
616.95,9.43793333334,7.8162,7.48553333333,21.2087333333,5.6908,10.8255333333,47.3018666667,14.2484,49.8693333333,12.7188666667,18.6830666667,10.5394666667
617.28,9.40046666666,7.72533333333,7.42193333333,21.2628,5.6386,10.8506,47.4580666667,14.27,50.0553333333,12.6728666667,18.7027666667,10.528
617.62,9.35406666666,7.71893333333,7.45133333333,21.3224666667,5.59033333333,10.8018666667,47.4821333333,14.317,50.1165333333,12.6442,18.7231666667,10.5597333333
