wavelength,Back_BanRotm,Belly_BanRotm,Breast_BanRotm,Crissum_BanRotm,Crown_BanRotm,DorTail_BanRotm,Patch10_BanRotm,Rump_BanRotm,Throat_BanRotm,WingTip_BanRotm
356.20,4.473,6.49866666667,7.532,17.956,3.00166666667,7.91333333333,8.49266666667,9.24433333333,4.99533333333,11.097
356.56,4.512,6.54966666667,7.60666666667,17.9756666667,2.91566666667,7.9,8.33066666667,9.414,4.93266666667,11.0766666667
356.93,4.653,6.71733333333,7.64366666667,17.85,3.05133333333,8.07166666667,8.35366666667,9.54666666667,5.14566666667,11.1076666667
357.29,4.63466666667,6.656,7.487,17.6473333333,2.92733333333,7.96966666667,8.34333333333,9.41866666667,5.023,10.8973333333
357.66,4.64666666667,6.766,7.50833333333,17.6083333333,2.97,8.08866666667,8.44733333333,9.416,5.19733333333,10.9013333333
358.02,4.85233333333,6.918,7.61466666667,17.794,3.03833333333,8.10833333333,8.57766666667,9.526,5.317,10.987
358.38,4.81033333333,6.87333333333,7.443,17.6716666667,2.87166666667,8.02733333333,8.429,9.59733333333,5.375,10.8606666667
358.75,4.85966666667,6.862,7.36266666667,17.7953333333,2.73466666667,8.00066666667,8.56233333333,9.54,5.266,10.9853333333
359.11,4.80233333333,6.822,7.386,17.7066666667,2.71766666667,7.922,8.44433333333,9.521,5.17633333333,10.949
359.48,4.83266666667,6.974,7.37966666667,17.6946666667,2.91233333333,8.00633333333,8.647,9.56166666667,5.28333333333,11.0806666667
359.84,4.794,6.88233333333,7.33233333333,17.691,2.864,7.86966666667,8.645,9.41633333333,5.204,10.9316666667
360.20,5.042,6.94333333333,7.32066666667,17.838,2.92666666667,7.99433333333,8.77133333333,9.50466666667,5.25233333333,11.1013333333
360.57,5.33866666667,7.18466666667,7.46733333333,18.0576666667,3.135,8.166,9.035,9.57966666667,5.51733333333,11.2676666667
360.93,5.182,7.00733333333,7.26333333333,18.014,2.92266666667,8.03533333333,8.881,9.36066666667,5.23533333333,11.076
361.29,5.10333333333,6.96133333333,7.17933333333,17.9446666667,2.90833333333,8.00333333333,8.80766666667,9.291,5.123,11.0106666667
361.66,5.102,6.99366666667,7.19966666667,17.9683333333,2.985,7.99366666667,8.79933333333,9.34033333333,5.028,11.0293333333
362.02,4.95333333333,6.87433333333,7.02833333333,17.872,2.89733333333,7.962,8.66433333333,9.18466666667,4.91433333333,10.8396666667
362.39,4.969,6.98033333333,7.068,17.991,2.96933333333,8.049,8.76666666667,9.19,4.89266666667,10.9343333333
362.75,4.94933333333,7.02066666667,7.097,17.9556666667,3.0,8.087,8.78733333333,9.248,4.976,10.9763333333
363.11,4.958,6.96966666667,7.12233333333,18.0233333333,2.981,8.14133333333,8.86266666667,9.26733333333,5.02333333333,11.1076666667
363.48,4.75166666667,6.68,6.90366666667,17.7986666667,2.635,7.862,8.60766666667,9.106,4.76733333333,10.8563333333
363.84,4.712,6.60866666667,6.74966666667,17.7423333333,2.56533333333,7.79333333333,8.49,9.12366666667,4.64566666667,10.8246666667
364.20,4.585,6.53133333333,6.64266666667,17.6756666667,2.45166666667,7.781,8.35833333333,9.06266666667,4.585,10.7863333333
364.57,4.32233333333,6.30933333333,6.49166666667,17.4676666667,2.33533333333,7.58633333333,8.20266666667,9.00966666667,4.33833333333,10.745
364.93,4.47566666667,6.48066666667,6.60833333333,17.589,2.41266666667,7.64133333333,8.391,9.276,4.537,10.8696666667
365.29,4.616,6.68166666667,6.70266666667,17.666,2.44566666667,7.7,8.47233333333,9.49033333333,4.64066666667,11.022
365.66,4.62766666667,6.68933333333,6.75633333333,17.7373333333,2.356,7.73666666667,8.448,9.479,4.67433333333,11.09
366.02,4.62333333333,6.67066666667,6.751,17.648,2.25466666667,7.76033333333,8.592,9.45766666667,4.657,11.2183333333
366.38,4.395,6.488,6.55633333333,17.414,2.08466666667,7.57566666667,8.548,9.33333333333,4.442,11.036
366.75,4.324,6.39266666667,6.42666666667,17.284,2.073,7.44366666667,8.50366666667,9.33766666667,4.34966666667,11.019
367.11,4.32666666667,6.48766666667,6.39833333333,17.1953333333,2.13133333333,7.39566666667,8.521,9.284,4.267,10.874
367.47,4.43266666667,6.55866666667,6.39233333333,17.2083333333,2.225,7.46166666667,8.574,9.36966666667,4.343,10.9996666667
367.84,4.339,6.511,6.26133333333,17.1503333333,2.107,7.47866666667,8.57966666667,9.34933333333,4.36066666667,11.0436666667
368.20,4.164,6.423,6.04733333333,16.9063333333,1.99566666667,7.356,8.52666666667,9.35166666667,4.203,10.8936666667
368.56,4.21,6.495,5.90533333333,16.9486666667,1.95566666667,7.41833333333,8.53266666667,9.30466666667,4.24066666667,10.809
368.93,4.055,6.24533333333,5.655,16.7273333333,1.91666666667,7.342,8.46133333333,9.17666666667,4.129,10.8206666667
369.29,3.904,6.04433333333,5.564,16.632,1.89366666667,7.24166666667,8.46966666667,9.08333333333,4.04233333333,10.7006666667
369.65,3.82733333333,6.06633333333,5.51966666667,16.542,1.99333333333,7.281,8.598,9.13233333333,4.116,10.6043333333
370.01,3.84666666667,6.14166666667,5.522,16.6003333333,2.11166666667,7.33433333333,8.58233333333,9.27066666667,4.24866666667,10.5566666667
370.38,3.95466666667,6.25066666667,5.56666666667,16.6373333333,2.22866666667,7.46633333333,8.559,9.37366666667,4.389,10.5853333333
370.74,4.057,6.30766666667,5.65366666667,16.777,2.36833333333,7.688,8.70566666667,9.38066666667,4.44,10.59
371.10,4.029,6.37466666667,5.64233333333,16.8776666667,2.387,7.79366666667,8.782,9.382,4.509,10.7346666667
371.46,4.01833333333,6.38966666667,5.669,16.806,2.40433333333,7.88466666667,8.79433333333,9.31433333333,4.485,10.658
371.83,4.27333333333,6.60066666667,5.84533333333,16.8656666667,2.65233333333,8.01066666667,8.912,9.37133333333,4.67933333333,10.858
372.19,4.48666666667,6.81866666667,6.05466666667,17.135,2.883,8.12133333333,9.066,9.46033333333,4.84066666667,10.9796666667
372.55,4.556,6.704,6.097,17.1016666667,2.89866666667,8.13766666667,9.116,9.49933333333,4.85166666667,10.9646666667
372.92,4.641,6.858,6.24233333333,17.2803333333,3.06366666667,8.225,9.25033333333,9.62766666667,4.87166666667,11.0543333333
373.28,4.63466666667,6.86033333333,6.22433333333,17.231,3.08833333333,8.19233333333,9.15433333333,9.659,4.85733333333,11.03
373.64,4.721,6.87133333333,6.221,17.1863333333,3.031,8.14466666667,9.14066666667,9.728,4.81633333333,11.1163333333
374.00,4.78066666667,6.81433333333,6.221,17.112,2.984,8.04566666667,9.06233333333,9.77866666667,4.717,11.1283333333
374.37,4.842,6.83866666667,6.302,17.079,3.06633333333,8.00266666667,9.072,9.84566666667,4.74333333333,11.2386666667
374.73,4.83566666667,6.85233333333,6.21,16.986,3.00333333333,7.933,8.959,9.89466666667,4.79266666667,11.1986666667
375.09,4.848,6.82966666667,6.04533333333,16.788,3.021,7.842,8.85366666667,9.91233333333,4.72066666667,11.1096666667
375.45,4.84533333333,6.902,6.02566666667,16.824,3.058,7.782,8.90933333333,9.97133333333,4.63666666667,11.2046666667
375.81,4.72133333333,6.907,5.85733333333,16.767,2.95666666667,7.71133333333,8.88433333333,10.0646666667,4.539,10.981
376.18,4.69966666667,6.82166666667,5.642,16.6156666667,2.929,7.73433333333,8.85566666667,10.068,4.56466666667,10.988
376.54,4.645,6.916,5.617,16.514,2.89466666667,7.69033333333,8.83433333333,10.14,4.55533333333,11.0046666667
376.90,4.49966666667,6.85533333333,5.47333333333,16.3036666667,2.63766666667,7.508,8.61533333333,9.98766666667,4.47866666667,10.855
377.26,4.59633333333,6.919,5.445,16.2963333333,2.65266666667,7.53466666667,8.65766666667,9.99966666667,4.52333333333,11.022
377.63,4.61433333333,6.875,5.329,16.234,2.69366666667,7.54133333333,8.59966666667,10.056,4.518,11.049
377.99,4.50533333333,6.884,5.19566666667,16.1663333333,2.552,7.48933333333,8.61233333333,9.97,4.45766666667,11.0726666667
378.35,4.443,6.87066666667,5.09466666667,16.128,2.485,7.52566666667,8.65,9.98366666667,4.41633333333,10.9593333333
378.71,4.52,6.909,5.12366666667,16.086,2.53366666667,7.55666666667,8.62033333333,10.013,4.36533333333,10.9523333333
379.07,4.614,6.93066666667,5.189,16.065,2.464,7.54266666667,8.636,10.06,4.38966666667,10.9796666667
379.44,4.68066666667,6.99566666667,5.23433333333,16.0696666667,2.482,7.71933333333,8.62366666667,10.0983333333,4.547,10.9653333333
379.80,4.715,6.849,5.29433333333,16.019,2.464,7.82433333333,8.55733333333,10.029,4.535,11.0046666667
380.16,4.79466666667,6.90233333333,5.39433333333,15.969,2.434,7.84766666667,8.57066666667,10.079,4.52133333333,11.048
380.52,4.934,6.988,5.48466666667,15.973,2.52833333333,7.98966666667,8.65033333333,10.1396666667,4.59566666667,11.1486666667
380.88,5.08466666667,7.07066666667,5.60666666667,15.9383333333,2.68266666667,8.177,8.828,10.229,4.70466666667,11.253
381.24,5.04933333333,6.97433333333,5.54133333333,15.781,2.63966666667,8.12833333333,8.77766666667,10.168,4.613,11.1026666667
381.61,5.02766666667,6.96566666667,5.53166666667,15.6553333333,2.634,8.10733333333,8.74166666667,10.1073333333,4.53,10.9916666667
381.97,5.12333333333,7.01,5.60233333333,15.6366666667,2.81866666667,8.14466666667,8.73266666667,10.1533333333,4.54166666667,11.0213333333
382.33,5.18233333333,6.92833333333,5.59366666667,15.5563333333,2.803,8.06766666667,8.653,10.0986666667,4.47366666667,11.0763333333
382.69,5.09466666667,6.87266666667,5.60533333333,15.4116666667,2.753,7.98733333333,8.62,10.0803333333,4.43433333333,11.074
383.05,5.109,6.899,5.667,15.4193333333,2.86566666667,8.073,8.66733333333,10.203,4.46833333333,11.1803333333
383.41,5.062,6.83766666667,5.58133333333,15.3636666667,2.848,7.973,8.66166666667,10.2323333333,4.42166666667,11.2016666667
383.77,5.06566666667,6.90233333333,5.53966666667,15.3726666667,2.88,7.96966666667,8.71166666667,10.31,4.44233333333,11.2193333333
384.14,4.95666666667,6.85633333333,5.42233333333,15.283,2.852,7.84666666667,8.59733333333,10.2766666667,4.35,11.1266666667
384.50,4.79566666667,6.74566666667,5.26966666667,15.2453333333,2.779,7.71366666667,8.479,10.1633333333,4.241,11.0303333333
384.86,4.76533333333,6.739,5.17466666667,15.2423333333,2.82866666667,7.70533333333,8.32133333333,10.1956666667,4.21166666667,10.9936666667
385.22,4.79266666667,6.733,5.14566666667,15.2346666667,2.89466666667,7.707,8.348,10.235,4.23,10.9993333333
385.58,4.76966666667,6.73033333333,5.095,15.291,2.84533333333,7.70066666667,8.39833333333,10.259,4.26533333333,11.009
385.94,4.75233333333,6.679,5.03366666667,15.224,2.78466666667,7.68433333333,8.43066666667,10.2393333333,4.30933333333,10.9773333333
386.30,4.78133333333,6.81133333333,5.043,15.1613333333,2.81333333333,7.743,8.531,10.2696666667,4.40866666667,11.0066666667
386.66,4.87466666667,6.857,5.025,15.2406666667,2.86266666667,7.81766666667,8.54733333333,10.2293333333,4.50433333333,10.994
387.03,4.84933333333,6.78133333333,4.87066666667,15.1186666667,2.76733333333,7.729,8.42233333333,10.1336666667,4.52666666667,10.8913333333
387.39,4.84566666667,6.78166666667,4.806,14.9673333333,2.679,7.7,8.324,10.0686666667,4.47666666667,10.8546666667
387.75,4.75166666667,6.717,4.77866666667,14.8116666667,2.57566666667,7.534,8.23733333333,9.98033333333,4.329,10.7416666667
388.11,4.78933333333,6.66,4.863,14.7683333333,2.60033333333,7.595,8.256,9.96333333333,4.37566666667,10.7666666667
388.47,4.93533333333,6.787,4.935,14.7006666667,2.70266666667,7.66433333333,8.31033333333,10.0753333333,4.49133333333,10.7426666667
388.83,4.92233333333,6.802,4.94066666667,14.718,2.608,7.63033333333,8.359,10.0863333333,4.41666666667,10.6996666667
389.19,4.95566666667,6.88533333333,5.005,14.7033333333,2.63366666667,7.675,8.428,10.1813333333,4.48533333333,10.7343333333
389.55,5.00466666667,6.88833333333,5.01966666667,14.6423333333,2.63933333333,7.621,8.41566666667,10.176,4.49233333333,10.7396666667
389.91,5.09133333333,6.96566666667,5.04833333333,14.7086666667,2.707,7.65433333333,8.424,10.2406666667,4.559,10.811
390.27,5.15166666667,6.97866666667,5.02933333333,14.736,2.783,7.67733333333,8.38133333333,10.3353333333,4.60266666667,10.8923333333
390.63,5.007,6.88633333333,4.857,14.5486666667,2.71166666667,7.591,8.261,10.3466666667,4.47033333333,10.8146666667
391.00,4.921,6.878,4.80433333333,14.454,2.69633333333,7.56133333333,8.281,10.3353333333,4.41066666667,10.7316666667
391.36,4.895,6.82466666667,4.739,14.3656666667,2.72766666667,7.5,8.24966666667,10.36,4.352,10.6533333333
391.72,4.94466666667,6.88233333333,4.646,14.2903333333,2.82133333333,7.55033333333,8.22566666667,10.3626666667,4.416,10.725
392.08,4.97133333333,6.93733333333,4.557,14.209,2.82733333333,7.48733333333,8.21966666667,10.3636666667,4.42133333333,10.694
392.44,4.96633333333,6.91866666667,4.518,14.127,2.83266666667,7.50733333333,8.19733333333,10.3813333333,4.37333333333,10.7263333333
392.80,4.99933333333,6.861,4.47933333333,13.967,2.89466666667,7.458,8.18233333333,10.3526666667,4.39766666667,10.739
393.16,4.96933333333,6.811,4.34333333333,13.872,2.84666666667,7.46,8.1,10.3223333333,4.35666666667,10.7753333333
393.52,4.98866666667,6.82466666667,4.31433333333,13.7026666667,2.919,7.50733333333,8.08033333333,10.285,4.384,10.8173333333
393.88,4.95166666667,6.786,4.29566666667,13.5406666667,2.928,7.52733333333,8.04366666667,10.2933333333,4.31366666667,10.7606666667
394.24,4.872,6.68833333333,4.24333333333,13.3903333333,2.89133333333,7.46566666667,8.01566666667,10.276,4.21166666667,10.7063333333
394.60,4.98433333333,6.81,4.29033333333,13.375,2.96633333333,7.58766666667,8.12066666667,10.3026666667,4.27233333333,10.8216666667
394.96,5.04866666667,6.80033333333,4.298,13.3133333333,2.98633333333,7.599,8.13933333333,10.3406666667,4.26566666667,10.8906666667
395.32,5.07933333333,6.80933333333,4.26933333333,13.27,2.99833333333,7.57333333333,8.186,10.3653333333,4.27433333333,10.8773333333
395.68,5.134,6.821,4.31,13.2333333333,3.05766666667,7.62633333333,8.22833333333,10.4966666667,4.347,10.9213333333
396.04,5.1,6.77966666667,4.25233333333,13.1526666667,3.04266666667,7.69233333333,8.24733333333,10.5256666667,4.327,10.9346666667
396.40,5.00766666667,6.717,4.179,12.9903333333,2.94666666667,7.581,8.177,10.471,4.23766666667,10.8843333333
396.76,4.97866666667,6.749,4.133,12.862,2.90433333333,7.54766666667,8.157,10.4753333333,4.21133333333,10.87
397.12,4.96866666667,6.79466666667,4.147,12.741,2.84666666667,7.491,8.147,10.47,4.23933333333,10.778
397.48,4.92566666667,6.81833333333,4.144,12.708,2.79533333333,7.53766666667,8.13833333333,10.5113333333,4.22233333333,10.789
397.84,4.911,6.85266666667,4.06933333333,12.5806666667,2.76666666667,7.51366666667,8.16233333333,10.56,4.27366666667,10.8146666667
398.20,4.88566666667,6.874,3.995,12.4416666667,2.68666666667,7.542,8.144,10.4896666667,4.317,10.75
398.56,4.87166666667,6.86333333333,3.94533333333,12.3193333333,2.62566666667,7.457,8.195,10.538,4.344,10.7073333333
398.92,4.92566666667,7.002,3.993,12.3363333333,2.694,7.54666666667,8.30566666667,10.615,4.43933333333,10.763
399.28,4.95133333333,7.05,4.05166666667,12.3593333333,2.71,7.68,8.30066666667,10.6543333333,4.56266666667,10.8583333333
399.64,4.90933333333,7.073,4.04066666667,12.2496666667,2.61966666667,7.662,8.32333333333,10.601,4.53866666667,10.808
400.00,4.893,7.135,4.101,12.1836666667,2.61833333333,7.63233333333,8.318,10.604,4.58866666667,10.8246666667
400.36,4.91333333333,7.14366666667,4.11466666667,12.1586666667,2.66933333333,7.67033333333,8.38566666667,10.6533333333,4.65,10.833
400.72,4.838,7.047,3.984,12.0546666667,2.57166666667,7.67833333333,8.39933333333,10.6563333333,4.59433333333,10.794
401.08,4.87466666667,7.119,4.00066666667,12.049,2.65833333333,7.77566666667,8.487,10.7293333333,4.64633333333,10.8616666667
401.44,4.837,7.10266666667,3.93566666667,11.919,2.619,7.70066666667,8.525,10.709,4.599,10.85
401.80,4.84066666667,7.05566666667,3.90633333333,11.8113333333,2.628,7.65233333333,8.55966666667,10.636,4.566,10.8346666667
402.16,4.848,7.11066666667,3.95766666667,11.8096666667,2.74533333333,7.67666666667,8.602,10.722,4.622,10.8733333333
402.52,4.872,7.125,3.98466666667,11.7433333333,2.80533333333,7.69666666667,8.57933333333,10.7123333333,4.63533333333,10.8816666667
402.88,4.79433333333,7.03133333333,3.943,11.597,2.74666666667,7.623,8.48733333333,10.6633333333,4.54933333333,10.8563333333
403.24,4.84266666667,7.09966666667,3.96033333333,11.5183333333,2.83766666667,7.666,8.585,10.718,4.588,10.9236666667
403.60,4.882,7.12666666667,3.97433333333,11.4096666667,2.91733333333,7.712,8.59933333333,10.747,4.64466666667,10.95
403.95,4.891,7.11966666667,3.93266666667,11.353,2.93966666667,7.76133333333,8.60866666667,10.7556666667,4.662,11.0016666667
404.31,4.96366666667,7.13233333333,3.984,11.3136666667,2.974,7.82533333333,8.653,10.7456666667,4.73733333333,11.0383333333
404.67,5.06,7.24,4.07433333333,11.348,3.09433333333,7.836,8.69866666667,10.7736666667,4.844,11.0776666667
405.03,4.99233333333,7.167,4.02266666667,11.2333333333,3.07833333333,7.81766666667,8.619,10.6743333333,4.82,11.0553333333
405.39,5.02266666667,7.17366666667,4.06166666667,11.2626666667,3.13733333333,7.876,8.61666666667,10.7716666667,4.868,11.0496666667
405.75,4.94533333333,7.14666666667,4.02066666667,11.151,3.08633333333,7.87066666667,8.492,10.7706666667,4.81533333333,11.0116666667
406.11,4.96233333333,7.13566666667,3.97966666667,11.0936666667,3.05633333333,7.85966666667,8.444,10.7643333333,4.77233333333,10.9923333333
406.47,4.89233333333,7.07633333333,3.929,11.0576666667,2.97633333333,7.82166666667,8.376,10.7433333333,4.776,10.989
406.83,4.952,7.10166666667,3.95133333333,11.049,3.024,7.863,8.398,10.775,4.80066666667,10.9376666667
407.19,4.925,7.108,3.92166666667,11.0036666667,3.01633333333,7.84933333333,8.37366666667,10.7476666667,4.76833333333,10.8456666667
407.55,4.86033333333,7.013,3.81366666667,11.0136666667,2.93433333333,7.764,8.309,10.7446666667,4.69766666667,10.7853333333
407.90,4.78933333333,7.01066666667,3.78566666667,10.9976666667,2.888,7.69033333333,8.264,10.746,4.66066666667,10.6753333333
408.26,4.70533333333,7.01233333333,3.705,11.0076666667,2.83333333333,7.63533333333,8.18933333333,10.751,4.65533333333,10.647
408.62,4.68,7.00433333333,3.74133333333,10.986,2.815,7.703,8.16233333333,10.7526666667,4.66733333333,10.601
408.98,4.685,7.02066666667,3.76833333333,10.9776666667,2.806,7.71633333333,8.20333333333,10.841,4.68066666667,10.5686666667
409.34,4.595,6.97266666667,3.68766666667,10.848,2.71633333333,7.64433333333,8.15566666667,10.7336666667,4.63533333333,10.5056666667
409.70,4.636,7.01066666667,3.709,10.897,2.72933333333,7.691,8.27566666667,10.7216666667,4.72166666667,10.5206666667
410.06,4.65866666667,6.96766666667,3.71833333333,10.833,2.70366666667,7.691,8.291,10.7236666667,4.702,10.471
410.42,4.68533333333,6.96433333333,3.73266666667,10.8073333333,2.75466666667,7.702,8.29833333333,10.7476666667,4.66733333333,10.401
410.77,4.59666666667,6.94266666667,3.61666666667,10.734,2.68833333333,7.63633333333,8.21833333333,10.6926666667,4.66166666667,10.4006666667
411.13,4.61166666667,6.86766666667,3.56,10.724,2.63333333333,7.56566666667,8.18633333333,10.677,4.68033333333,10.3686666667
411.49,4.58433333333,6.871,3.52633333333,10.6353333333,2.622,7.53233333333,8.15433333333,10.6046666667,4.633,10.3183333333
411.85,4.66733333333,6.841,3.516,10.5606666667,2.62333333333,7.54266666667,8.19233333333,10.5663333333,4.61466666667,10.3786666667
412.21,4.67033333333,6.82466666667,3.49866666667,10.4706666667,2.61766666667,7.58566666667,8.23966666667,10.576,4.53933333333,10.3306666667
412.57,4.593,6.779,3.434,10.3866666667,2.615,7.51966666667,8.21333333333,10.5566666667,4.48366666667,10.3303333333
412.92,4.61766666667,6.78266666667,3.449,10.407,2.63066666667,7.51333333333,8.183,10.4796666667,4.464,10.3686666667
413.28,4.721,6.868,3.50233333333,10.48,2.74,7.56833333333,8.26366666667,10.5346666667,4.52433333333,10.4326666667
413.64,4.83,6.93966666667,3.51166666667,10.4966666667,2.79533333333,7.59933333333,8.27733333333,10.5666666667,4.57033333333,10.4383333333
414.00,4.862,6.99666666667,3.47366666667,10.5033333333,2.80033333333,7.63033333333,8.27066666667,10.5616666667,4.61633333333,10.5213333333
414.36,4.91433333333,7.049,3.494,10.5126666667,2.84833333333,7.66966666667,8.355,10.563,4.651,10.574
414.72,4.96033333333,7.07566666667,3.55633333333,10.5296666667,2.87833333333,7.722,8.42466666667,10.5663333333,4.65833333333,10.5983333333
415.07,4.90466666667,7.10466666667,3.61666666667,10.463,2.88533333333,7.707,8.39933333333,10.589,4.62566666667,10.6336666667
415.43,4.94433333333,7.11966666667,3.70533333333,10.4776666667,2.94566666667,7.76266666667,8.45066666667,10.6663333333,4.65166666667,10.6813333333
415.79,4.94933333333,7.13633333333,3.70566666667,10.4923333333,2.955,7.78166666667,8.45133333333,10.7416666667,4.70866666667,10.7143333333
416.15,4.941,7.11133333333,3.64566666667,10.4163333333,2.97566666667,7.71733333333,8.42,10.6506666667,4.698,10.721
416.51,4.95066666667,7.098,3.62233333333,10.3046666667,2.98233333333,7.727,8.41133333333,10.6213333333,4.689,10.7063333333
416.86,4.929,7.09233333333,3.53766666667,10.1913333333,2.94333333333,7.66566666667,8.43433333333,10.6416666667,4.66333333333,10.6716666667
417.22,4.91866666667,7.05233333333,3.47866666667,10.0873333333,2.88966666667,7.655,8.37966666667,10.6153333333,4.64333333333,10.637
417.58,4.82466666667,6.989,3.44,9.993,2.81833333333,7.65966666667,8.31633333333,10.5813333333,4.58866666667,10.5796666667
417.94,4.79233333333,6.968,3.38933333333,9.915,2.81733333333,7.63666666667,8.31066666667,10.5486666667,4.585,10.5423333333
418.29,4.72766666667,6.919,3.33633333333,9.81533333333,2.79066666667,7.61433333333,8.29133333333,10.5433333333,4.57766666667,10.547
418.65,4.711,6.88466666667,3.31366666667,9.70633333333,2.78066666667,7.61133333333,8.298,10.519,4.57933333333,10.578
419.01,4.69833333333,6.844,3.23766666667,9.60066666667,2.752,7.573,8.277,10.4256666667,4.569,10.505
419.37,4.68866666667,6.84266666667,3.18933333333,9.508,2.71766666667,7.556,8.27033333333,10.3933333333,4.583,10.5063333333
419.73,4.68766666667,6.83833333333,3.18133333333,9.38666666667,2.71133333333,7.55033333333,8.277,10.3653333333,4.581,10.447
420.08,4.693,6.83466666667,3.16133333333,9.28166666667,2.67566666667,7.53866666667,8.263,10.3776666667,4.56,10.42
420.44,4.72933333333,6.858,3.151,9.222,2.68666666667,7.56066666667,8.28033333333,10.388,4.594,10.4476666667
420.80,4.75366666667,6.86666666667,3.17566666667,9.17833333333,2.70166666667,7.586,8.28533333333,10.4036666667,4.644,10.454
421.16,4.71966666667,6.856,3.13733333333,9.08466666667,2.691,7.565,8.26833333333,10.3676666667,4.63033333333,10.4243333333
421.51,4.75066666667,6.88133333333,3.14566666667,9.03433333333,2.74166666667,7.57533333333,8.32633333333,10.386,4.642,10.4633333333
421.87,4.759,6.85,3.16566666667,8.957,2.75366666667,7.56733333333,8.352,10.3836666667,4.63933333333,10.4626666667
422.23,4.798,6.867,3.168,8.88366666667,2.76466666667,7.57166666667,8.37133333333,10.3693333333,4.62233333333,10.443
422.58,4.795,6.876,3.14133333333,8.82066666667,2.76633333333,7.54566666667,8.37366666667,10.3503333333,4.62333333333,10.4076666667
422.94,4.80766666667,6.865,3.12966666667,8.74566666667,2.77966666667,7.579,8.39633333333,10.3706666667,4.60966666667,10.4576666667
423.30,4.79633333333,6.87133333333,3.11933333333,8.67733333333,2.792,7.58266666667,8.413,10.335,4.596,10.443
423.66,4.784,6.859,3.09566666667,8.613,2.80733333333,7.58166666667,8.41433333333,10.32,4.58566666667,10.4406666667
424.01,4.78366666667,6.858,3.101,8.59933333333,2.83233333333,7.591,8.41466666667,10.3113333333,4.613,10.4556666667
424.37,4.78866666667,6.86433333333,3.10066666667,8.57066666667,2.85433333333,7.58,8.43033333333,10.328,4.62133333333,10.458
424.73,4.78966666667,6.87233333333,3.108,8.514,2.89066666667,7.59033333333,8.46066666667,10.331,4.629,10.4666666667
425.08,4.834,6.888,3.14466666667,8.50933333333,2.94,7.62233333333,8.50266666667,10.3713333333,4.66533333333,10.517
425.44,4.816,6.864,3.14,8.464,2.93966666667,7.56533333333,8.46,10.3286666667,4.65533333333,10.4916666667
425.80,4.818,6.90333333333,3.13866666667,8.44233333333,2.96533333333,7.55766666667,8.464,10.3283333333,4.67833333333,10.5066666667
426.16,4.82533333333,6.90133333333,3.132,8.41166666667,2.97766666667,7.56166666667,8.46,10.353,4.706,10.5243333333
426.51,4.86,6.88566666667,3.15733333333,8.39066666667,3.024,7.60433333333,8.456,10.399,4.72166666667,10.531
426.87,4.88966666667,6.916,3.19366666667,8.41166666667,3.042,7.655,8.48766666667,10.4196666667,4.77666666667,10.5543333333
427.23,4.89066666667,6.904,3.20666666667,8.39166666667,3.03333333333,7.65733333333,8.469,10.4276666667,4.78033333333,10.554
427.58,4.89366666667,6.91133333333,3.195,8.375,3.017,7.65233333333,8.44566666667,10.4053333333,4.76133333333,10.5506666667
427.94,4.90166666667,6.91333333333,3.216,8.342,3.03233333333,7.657,8.471,10.3996666667,4.761,10.5866666667
428.30,4.89133333333,6.899,3.228,8.33966666667,3.00233333333,7.66133333333,8.46366666667,10.3753333333,4.75433333333,10.5866666667
428.65,4.892,6.882,3.21466666667,8.33533333333,2.99033333333,7.67833333333,8.43166666667,10.3656666667,4.75533333333,10.5873333333
429.01,4.84066666667,6.87133333333,3.18933333333,8.30666666667,2.958,7.63933333333,8.39966666667,10.332,4.72166666667,10.56
429.37,4.84,6.856,3.173,8.28933333333,2.937,7.64266666667,8.412,10.3846666667,4.74533333333,10.5963333333
429.72,4.85266666667,6.906,3.20466666667,8.303,2.93666666667,7.69233333333,8.43066666667,10.3956666667,4.751,10.6253333333
430.08,4.806,6.873,3.21533333333,8.30966666667,2.884,7.65366666667,8.42966666667,10.3036666667,4.748,10.588
430.44,4.737,6.88666666667,3.175,8.29133333333,2.82166666667,7.602,8.43833333333,10.2376666667,4.72666666667,10.57
430.79,4.74066666667,6.93566666667,3.195,8.29733333333,2.87833333333,7.57466666667,8.46566666667,10.2453333333,4.72666666667,10.5916666667
431.15,4.777,6.94833333333,3.21233333333,8.347,2.905,7.583,8.47766666667,10.2843333333,4.769,10.634
431.50,4.77733333333,6.94166666667,3.22666666667,8.369,2.92233333333,7.59966666667,8.51866666667,10.317,4.789,10.6726666667
431.86,4.75233333333,6.92566666667,3.21766666667,8.40366666667,2.90933333333,7.60666666667,8.51366666667,10.326,4.785,10.641
432.22,4.70933333333,6.90266666667,3.187,8.407,2.908,7.617,8.51966666667,10.2796666667,4.76333333333,10.6306666667
432.57,4.688,6.899,3.17766666667,8.44233333333,2.895,7.60033333333,8.49766666667,10.225,4.71833333333,10.6323333333
432.93,4.719,6.88466666667,3.204,8.45933333333,2.90033333333,7.629,8.532,10.1986666667,4.71366666667,10.6443333333
433.29,4.736,6.92466666667,3.245,8.524,2.94066666667,7.668,8.559,10.183,4.72,10.659
433.64,4.70533333333,6.84066666667,3.22566666667,8.56333333333,2.94066666667,7.67266666667,8.54933333333,10.1516666667,4.696,10.6336666667
434.00,4.71066666667,6.842,3.191,8.58433333333,2.94566666667,7.666,8.51833333333,10.126,4.66866666667,10.6136666667
