wavelength,Back_TanLabf,Belly_TanLabf,Breast_TanLabf,Crissum_TanLabf,Crown_TanLabf,DorTail_TanLabf,Patch10_TanLabf,Rump_TanLabf,Throat_TanLabf,WingTip_TanLabf
211.79,108.818333333,63.4389999999,165.414555555,173.703777778,129.241444444,129.338722222,81.9047777777,137.477888889,147.186888889,238.597944444
212.17,252.161111111,169.285944445,369.491388889,401.045333335,327.578111111,288.207666667,173.572888889,343.504777778,316.138,545.883333333
212.55,993.300777779,756.127388888,1653.43122222,1779.57511111,1565.52288889,1230.06527778,691.503111111,1573.69277778,1271.73211111,2626.06227778
212.92,-267.901111111,-254.409222222,-454.85011111,-476.631333332,-494.797222222,-384.567944446,-207.054666667,-505.731777778,-325.308666666,-773.545
213.30,578.88888889,423.889111112,1060.74088889,1053.88888889,1023.70355555,745.277777778,509.074222222,1032.963,822.777777778,1665.27794444
213.68,45.9733333333,-37.7696666667,188.752666667,166.544,90.294777778,54.804888889,77.8595555555,93.256888889,132.500666667,224.802222222
214.06,36.6194444442,-11.8736111113,240.994777778,186.074777778,110.276,74.065,95.9696666665,127.941111111,144.825888889,262.799611111
214.44,190.476,158.503555556,557.029388889,438.09511111,397.959222221,310.997722222,324.263,468.480888889,419.50111111,623.015833333
214.81,1017.50822222,1128.78805556,3626.76783333,2912.12111111,2679.798,2110.26938889,2183.50166667,3112.12122222,2815.82477778,4077.27272223
215.19,-418.823666667,-459.607777778,-665.359388888,-634.248333332,-773.594666668,-558.03938889,-487.058888889,-783.921555557,-667.058999999,-829.804
215.57,668.68688889,718.181722223,2026.51522222,1928.78777778,1539.89911111,1197.97977778,1410.10088889,1611.111,1786.86866667,2129.5455
215.95,-397.817444444,-367.460333333,-517.790944446,-559.854555555,-571.494555557,-450.595444444,-380.489333332,-621.560888889,-508.267222223,-556.94438889
216.32,-498.343000001,-458.6745,-642.690166666,-717.348999999,-684.990222221,-535.8675,-491.812888888,-731.481444443,-626.803111112,-750.097444443
216.70,-700.000000001,-607.098777777,-1095.26766667,-1120.26755555,-979.526666668,-802.366277779,-761.728333334,-1027.88055556,-929.012333333,-1158.642
217.08,-472.839555557,-409.876555556,-677.160555554,-732.716222222,-630.658222221,-517.284055557,-444.238888888,-682.921777778,-618.10688889,-723.456722223
217.46,-454.391555554,-391.005444445,-702.698277777,-725.714222222,-573.439111112,-524.76188889,-453.227777779,-639.41811111,-633.65088889,-716.137722223
217.83,-121.594222222,-127.536222222,-169.613555556,-210.410555556,-182.657111111,-142.608666667,-110.386444445,-186.666666667,-175.313888889,-177.1015
218.21,2711.696,1996.92988889,3945.90644444,4492.39755556,3062.28066667,2815.64338889,3024.26911111,3226.02355556,3790.93555556,4331.7251111
218.59,107.936444444,0.132277777667,273.412666667,277.336666667,141.798888889,106.790111111,208.024555556,66.4902222223,225.308666667,310.582
218.97,258.423,120.358388889,389.247277779,411.254444445,285.412111111,252.6165,297.706111111,255.340444444,363.512666666,436.200722223
219.34,197.407444444,65.3439444443,292.768833333,280.529222222,197.583777778,171.710777778,200.582,187.425,251.075777778,305.767333333
219.72,-2671.85166667,-1450.00011111,-3365.27794444,-3623.51866668,-2867.40744445,-2768.42588889,-2410.74088889,-2862.77777778,-3195.55555555,-4245.8333889
220.10,171.756333333,80.908111111,274.922388889,236.881777778,191.302333333,175.609388889,181.409666667,172.831444444,265.077666667,310.680944444
220.47,94.5786666666,40.3966111111,175.567666667,123.247777778,106.202666667,93.077,107.411444444,101.135444445,168.998777778,167.411555556
220.85,1030.74588889,487.138555557,1525.647,1357.991,1194.97722222,1143.45505556,982.343777778,1146.49922222,1581.659,1668.94983333
221.23,237.148222222,100.666833333,407.092500001,343.388777777,298.444555556,304.796388889,288.666555556,295.814888889,422.018666667,442.72211111
221.61,-260.974,-138.447388889,-422.907166667,-463.531333332,-399.786999999,-435.098888888,-352.785333334,-369.436777778,-463.714000001,-543.500722223
221.98,-63.2674444443,-33.0407777778,-78.0335555554,-118.823111111,-101.973666667,-128.764611111,-84.3202222222,-117.909333333,-99.6343333332,-150.511722222
222.36,-23.191,-18.6507222222,-8.09233333333,-55.6211111112,-50.9304444444,-60.5911111112,-20.4873333333,-51.6256666666,-15.4352222223,-64.991888889
222.74,-5.89111111111,10.6226111111,-0.518777777767,-25.8242222222,-34.3406666666,-29.5177222222,9.37122222223,-21.0011111111,0.122111111,-42.7963333333
223.11,-59.5597777778,-19.4624444445,-191.215888889,-180.249,-187.842777778,-150.414777778,-64.1054444444,-139.375888889,-168.596666667,-261.940722222
223.49,-0.0517777778,9.6090000001,187.522611111,140.520555556,128.166333333,111.603388889,60.1526666667,89.9897777779,188.099,222.144444444
223.87,-14.8801111111,-1.21283333343,164.149666667,110.732777778,103.116888889,66.340611111,71.4528888888,68.5185555557,158.333444445,175.338888889
224.24,6.8292222222,-88.0623333332,-250.108277778,-275.772333333,-256.178888889,-133.766833333,-145.067888889,-219.729,-249.701888889,-346.422666667
224.62,-133.487666667,272.453611111,646.836333333,672.376555557,576.543222221,290.586388889,482.407333333,506.173,755.864333334,1060.18527778
225.00,-23.7714444444,-1.328277778,52.5115555554,45.2977777778,37.6362222222,10.3242222221,23.7654444445,25.1087777777,82.8915555555,84.4892777777
225.38,-11.9342222222,-5.90433333333,36.5318888889,21.698111111,27.2756666667,-1.10377777777,5.92477777777,9.53855555547,63.5695555556,48.2631666667
225.75,-24.3318888889,-28.5198888889,8.92811111123,-3.67122222233,7.37766666677,-18.8266666667,-13.0847777779,-14.3472222221,41.7481111111,23.1468333333
226.13,-7.54544444443,-12.5811111111,12.7763333333,-1.9818888889,12.3292222222,-0.609055555567,-2.2501111111,-9.13744444433,47.6202222223,22.433611111
226.51,-21.262,-24.176888889,-11.179611111,-9.87655555543,-0.617444444567,-14.4375555556,-11.7968888888,-27.8463333335,42.0439999999,11.3511666667
226.88,-58.0017777779,-56.483111111,-53.3155555557,-39.9283333336,-20.734777778,-52.5895555557,-22.7687777778,-58.557222222,37.3387777777,-22.2356666667
227.26,-27.6833333332,-6.69277777767,-11.8505555553,6.96655555557,34.5648888889,-18.3056111111,43.6755555557,1.34255555557,80.1434444445,32.6329444443
227.64,5.64377777777,75.4851111111,146.913666667,163.845,244.797333333,-43.0335555556,270.723111111,181.305222222,267.901222222,214.550277778
228.01,-29.5512222223,21.6101666667,63.449388889,64.0615555553,105.743777778,-47.4261111111,122.143777778,75.8003333334,144.318777778,103.233055556
228.39,-54.6296666668,-14.2214444443,21.7710555557,10.6363333331,38.9363333333,-45.5959444444,54.2734444443,20.204222222,66.9991111111,53.5017222223
228.76,6.62488888877,42.6024999999,120.4395,100.549666667,134.610777778,-0.742611111,154.961222222,125.326777778,153.461222222,122.318944444
229.14,12.2623333333,40.0149999999,118.393555555,78.078111111,121.596555556,-7.28216666667,162.587555556,122.372444444,145.019888889,127.877777778
229.52,25.7323333332,88.1425555556,264.538555555,202.128222222,235.516888889,-17.6893333333,318.491000001,288.032222222,260.199222222,232.421222222
229.89,-28.9156666667,-22.6908333333,-27.5769444444,-17.1352222222,-19.8126666667,-13.9223888889,-14.7256666667,-34.9397777778,-0.937222222223,-1.80716666667
230.27,-38.2613333333,-102.159444444,-173.837166667,-85.6958888889,-112.532222222,5.38944444443,-132.189111111,-152.417888889,-96.0873333334,-105.564666667
230.65,-1.5821111111,-75.6681666667,-148.586222222,-72.3312222222,-84.742888889,35.7109444443,-111.274888889,-129.414444444,-69.6672222223,-95.7264444443
231.02,48.7415555555,-126.030333333,-241.181611111,-95.5267777779,-82.3634444445,72.7192777778,-170.514666667,-164.919111111,-105.162666667,-166.858944444
231.40,74.2138888888,343.745722223,634.242055556,343.046777777,211.739888889,59.6960555557,482.459666667,482.180333334,313.941333333,505.171055557
231.78,40.3592222223,88.1202222221,145.338388889,100.643333333,79.122888889,42.7485555556,113.759333333,126.892222222,94.7701111112,161.729444444
232.15,54.1958888888,76.7032777779,119.407888889,87.1636666667,73.3258888889,58.7207222221,91.4694444446,105.804,86.3303333333,156.476555556
232.53,104.958222222,227.180444444,279.032333333,173.058555556,146.236444445,111.768222222,192.174555555,240.501666667,170.489888889,358.363166667
232.90,17.4883333333,-36.2816666668,-51.3123333332,-6.30055555557,-9.28022222223,25.7275555555,6.91311111113,-37.3364444445,0.619666666633,-58.939111111
233.28,19.9873333333,-20.9352222222,-35.7453333333,-17.1382222222,-10.5264444445,7.36333333333,11.3418888889,-10.9147777778,11.7888888889,-27.8220555557
233.66,26.354,-7.8143888889,-7.1128888889,5.69577777778,5.53455555557,17.4102222222,20.0265555556,6.16577777777,17.845,5.99772222223
234.03,30.8474444445,5.76177777779,14.5458333333,18.9884444444,15.0623333333,25.795,29.02,17.376,26.9895555556,18.7274444444
234.41,25.613,3.752,17.8100555555,13.916,8.0048888889,18.9679444444,23.047,21.875,26.1363333333,20.3903333333
234.78,22.0507777778,2.48244444447,20.436,16.0501111111,4.7228888889,17.1052777778,17.385,15.7766666667,25.0382222222,17.2547222222
235.16,20.207,0.518666666667,20.7221111111,12.4224444444,-4.91255555556,24.2306666667,15.6045555555,15.2356666667,29.5082222222,12.3332222222
235.54,22.3586666666,-7.144,5.4345,6.82788888889,-12.2936666667,14.5046666667,-1.51222222223,6.90011111112,24.8408888889,4.35133333333
235.91,26.1697777778,0.5628888889,4.15005555556,10.384,-6.47288888888,11.5612222222,2.43700000002,16.3076666667,28.7575555556,8.8336111111
236.29,18.15,1.12583333333,-4.79800000001,9.74311111112,-11.8581111111,6.20800000001,2.42000000002,8.53333333333,22.4536666666,1.19955555556
236.66,14.0955555555,-0.57811111111,-16.887,4.81099999998,-16.533,1.02627777777,-1.655,8.46233333333,19.476,-3.90788888889
237.04,14.3996666667,-5.6141111111,-18.3512777778,-1.04977777779,-15.7537777778,-8.56694444446,-5.48611111109,9.25266666667,26.3063333334,-3.759
237.41,6.64533333333,-19.79,-26.5859444445,-0.965999999978,-22.8866666667,-12.5420555556,-8.2181111111,-4.94422222223,23.0994444444,-8.5195
237.79,7.22811111111,-20.2281111111,-27.4878333333,-4.31244444442,-28.1476666667,-21.0673333333,-13.6825555555,-7.86822222223,30.193,-19.2055
238.17,11.3187777778,-20.0989444445,-40.744,-19.9395555556,-35.5052222222,-28.3358333333,-17.1174444445,-18.5353333333,28.4296666667,-22.8589444444
238.54,12.1585555555,-17.3026111111,-44.1264444444,-23.0077777778,-26.5244444444,-25.8512222222,-11.6722222222,-19.2293333333,37.2802222222,-24.4108888889
238.92,13.2445555556,-10.6180555556,-36.0898333333,-17.8925555556,-20.1694444445,-19.5574444444,-0.667666666643,-9.08966666667,42.6404444444,-16.0179444444
239.29,20.0143333334,-4.14305555554,-17.4262222222,-6.55277777777,-6.62388888888,-7.88211111112,3.20522222223,2.75411111111,40.6101111111,0.1305
239.67,17.2353333333,-0.9321111111,-10.7615,-6.62644444443,-5.07788888889,-1.20344444445,10.61,7.39688888889,33.9058888889,1.8971111111
240.04,19.9233333333,5.05283333333,-3.82788888889,-3.31488888888,-1.49155555556,5.20027777778,13.2195555556,11.5592222222,27.3218888889,4.03466666667
240.42,21.6956666667,5.18027777778,3.24683333333,-1.32611111112,2.31644444444,7.29338888889,12.7792222222,15.1052222222,29.7357777778,9.95527777777
240.79,24.8862222222,8.12822222222,9.70977777778,4.42988888888,8.2138888889,10.5738333333,16.2037777778,18.4882222222,31.5965555556,13.5509444444
241.17,18.3068888889,6.35044444445,7.72605555557,2.14444444443,4.42755555556,8.73194444446,13.7532222222,16.472,25.6291111111,8.1006111111
241.54,17.4148888889,8.10161111111,7.34444444444,2.63611111111,5.71288888889,11.4348888889,14.7067777778,19.4872222222,24.5134444444,8.38966666667
241.92,17.465,8.69722222223,8.33466666667,3.43833333334,7.18366666667,13.2706666667,16.5531111111,21.2312222222,25.0612222222,11.0372777778
242.29,14.8685555556,6.55827777778,7.186,2.09755555555,6.97966666667,12.7848333333,13.7712222222,19.436,21.6682222222,9.49583333333
242.67,16.172,7.32227777778,8.04177777778,4.33844444446,7.07766666667,13.8221666667,14.6627777778,20.3382222222,20.9564444445,10.8327222222
243.05,15.9185555556,6.99466666667,7.26400000001,3.81466666668,6.877,12.6065555556,13.8188888889,20.3957777778,20.4826666667,11.8198888889
243.42,14.4971111111,6.77844444444,5.38711111111,3.37922222222,6.35644444444,11.1553333333,12.7331111111,19.0466666667,19.3358888889,11.7271111111
243.80,16.3634444444,7.86833333333,7.6105,5.17944444445,8.20833333332,12.4058888889,14.7633333333,20.7351111111,21.1945555556,13.8007777778
244.17,13.8752222222,4.58916666667,6.20416666667,2.76766666668,5.27533333333,10.5075555555,12.6612222222,17.1328888889,19.6556666667,10.7843888889
244.55,12.4592222222,3.05188888889,5.55427777778,1.73233333333,4.50533333333,10.9157777778,11.4353333333,16.1267777778,17.3804444444,8.55505555556
244.92,12.2301111111,5.09655555556,8.21827777778,1.57977777778,4.13255555556,13.1610555556,12.8266666667,17.7124444445,18.3928888889,8.96577777778
245.30,12.9596666667,6.57505555556,8.7715,2.44055555556,4.17422222222,13.3091111111,11.8763333333,18.1746666667,17.9192222222,9.44472222222
245.67,13.2365555556,7.60472222222,10.8008888889,2.187,4.606,12.9508888889,11.5531111111,18.71,16.6935555556,9.93388888889
246.05,12.6044444444,7.74111111111,10.3429444444,1.55888888889,4.32255555555,13.0000555555,10.321,18.6348888889,14.2093333333,9.49472222222
246.42,13.4006666667,8.40972222222,11.5305,2.53422222222,4.29711111111,13.4784444444,11.121,20.4588888889,14.8061111111,11.1258888889
246.79,12.8742222222,7.85588888889,11.4376666667,2.27966666667,4.24855555556,13.3363888889,9.22788888889,19.5217777778,13.8916666667,11.0388333333
247.17,13.1914444445,8.39083333333,11.7896666667,2.77677777778,4.44133333333,14.0444444444,9.44300000001,19.8651111111,13.341,11.2232222222
247.54,12.1105555556,6.65411111111,11.3756666667,1.86611111111,2.87455555556,12.8037777778,8.5308888889,19.1663333333,12.3241111111,9.79122222223
247.92,10.557,5.29911111111,9.89238888889,0.25088888889,1.30733333333,11.4583333333,6.88022222221,17.215,10.6594444445,7.98488888889
248.29,10.7974444445,5.85955555556,9.94494444444,0.0854444444433,2.49333333334,11.3388888889,7.10244444444,17.8041111111,10.7181111111,8.97488888889
248.67,11.0477777778,6.79111111111,10.4371111111,0.513,2.42522222222,10.6376666667,8.16244444446,18.1035555555,11.3804444445,9.43777777777
249.04,10.3122222222,5.74244444445,8.99711111111,-0.019,1.86277777778,9.24816666668,7.70099999999,17.1297777778,10.3357777778,8.80733333333
249.42,11.5315555556,5.32016666667,9.61499999999,0.133111111112,2.23077777778,10.27,9.41933333335,17.5418888889,11.4724444444,9.39005555556
249.79,10.6107777778,3.85372222222,8.07888888889,-1.17422222222,1.13166666667,8.70411111112,8.38777777777,16.5003333333,11.115,8.02138888889
250.17,10.4458888889,2.59772222222,7.813,-2.05755555556,0.228333333334,7.21955555557,7.88422222222,15.1323333333,11.3655555556,7.20233333333
250.54,9.686,1.52383333333,7.02555555555,-3.29433333333,-0.875666666667,6.09522222222,7.10644444443,13.6348888889,10.7183333333,5.68894444444
250.92,9.27344444444,0.830833333333,7.37583333333,-4.09722222222,-2.26544444444,4.32138888889,8.04099999999,13.4425555556,10.361,4.07838888889
251.29,8.80733333333,1.09322222222,8.10300000001,-4.30811111111,-2.32422222222,4.13066666667,8.97011111112,13.0277777778,10.9162222222,3.52172222222
251.66,8.46377777777,1.04772222222,7.39272222222,-5.43322222223,-2.21666666667,3.95694444445,8.78433333332,12.0975555556,10.1791111111,3.49622222222
252.04,9.62255555557,3.01072222222,9.787,-3.147,0.21388888889,4.50822222222,10.1188888889,13.5691111111,11.7084444444,5.80361111111
252.41,9.79211111112,3.89722222222,11.0298333333,-1.30511111111,-0.0958888888877,4.32316666667,10.1827777778,14.08,13.0591111111,6.30294444444
252.79,9.29844444445,3.76683333333,10.2561111111,-2.61477777779,-0.081,4.34105555555,9.74577777778,13.9378888889,11.9395555555,5.89561111111
253.16,8.36900000001,4.05233333333,10.1182222222,-2.22277777778,-0.13833333333,5.1645,8.27866666668,13.8097777778,11.9771111111,5.61172222222
