wavelength,Back_EmbHerf,Belly_EmbHerf,Breast_EmbHerf,Crissum_EmbHerf,Crown_EmbHerf,DorTail_EmbHerf,Patch10_EmbHerf,Patch11_EmbHerf,Rump_EmbHerf,Throat_EmbHerf,WingTip_EmbHerf
387.75,7.37741666667,25.00375,16.18475,11.6608333333,5.71825,4.25925,8.29033333333,5.254,5.23316666667,26.9063333333,5.4645
388.11,7.35333333333,25.0525,16.2495833333,11.6570833333,5.69366666667,4.25858333333,8.23983333333,5.21775,5.21733333334,26.9643333333,5.43525
388.47,7.37641666667,25.1253333333,16.3211666667,11.662,5.7175,4.28675,8.23241666667,5.22433333333,5.19758333333,27.0336666666,5.43033333333
388.83,7.45558333333,25.2853333333,16.499,11.7561666667,5.828,4.37254166667,8.30191666667,5.33183333333,5.29266666667,27.2549166667,5.535
389.19,7.5435,25.4415,16.6266666667,11.8861666667,5.934,4.48770833333,8.37041666666,5.40816666667,5.41216666667,27.397,5.64266666667
389.55,7.545,25.5680833333,16.65425,11.9124166667,5.93366666667,4.48408333333,8.37016666666,5.4095,5.41541666667,27.4906666667,5.65691666667
389.91,7.55266666667,25.6745833333,16.7318333334,11.8889166667,5.95333333333,4.51495833333,8.3765,5.43766666667,5.42883333333,27.5753333333,5.62525
390.27,7.61966666667,25.7886666667,16.8424166666,11.9399166667,5.97941666667,4.55854166667,8.44116666668,5.45666666666,5.45141666666,27.7083333333,5.64908333333
390.63,7.63891666666,25.9129166666,16.9484166667,11.9385833333,5.98325,4.58216666666,8.45425000001,5.47691666666,5.48825,27.7934166667,5.66208333333
391.00,7.70766666667,26.05825,17.0885833333,12.0323333333,6.05583333333,4.59941666667,8.50566666666,5.49908333333,5.53233333333,27.9435833333,5.71933333333
391.36,7.71458333333,26.13075,17.1585,12.069,6.106,4.633125,8.50233333334,5.51508333333,5.53225,28.0593333333,5.74941666667
391.72,7.72433333334,26.15575,17.1849166667,12.1045,6.1075,4.64716666667,8.50816666666,5.5155,5.51016666667,28.1155833333,5.7485
392.08,7.85466666667,26.3361666667,17.3633333333,12.24,6.206,4.732375,8.58525000001,5.63391666667,5.60916666666,28.2788333333,5.82175
392.44,7.85983333334,26.4144166667,17.4203333334,12.2699166667,6.15941666667,4.72320833333,8.54308333333,5.65875,5.60425,28.3485833333,5.81491666667
392.80,7.89275,26.4996666667,17.4665,12.2958333333,6.19241666667,4.70941666667,8.54316666668,5.68933333334,5.61983333333,28.4729166667,5.80825
393.16,7.8995,26.5003333333,17.51525,12.3204166667,6.18033333333,4.67645833333,8.50933333334,5.65825,5.59191666666,28.5355833333,5.79783333333
393.52,7.92725,26.4964166667,17.62925,12.34625,6.2115,4.70833333333,8.49541666667,5.68675,5.62041666667,28.6251666667,5.79858333333
393.88,7.93341666667,26.5365,17.6845,12.3763333333,6.1645,4.67066666667,8.45975,5.64675,5.58925,28.70175,5.78858333333
394.24,7.9205,26.5911666667,17.7135833333,12.3926666666,6.161,4.67816666667,8.40783333334,5.64066666667,5.60708333333,28.7725,5.80425
394.60,7.92333333333,26.6956666667,17.76875,12.4355,6.17683333333,4.66779166667,8.40025,5.65291666666,5.60566666667,28.9135833333,5.78325
394.96,7.87408333334,26.67725,17.756,12.3849166667,6.122,4.636625,8.32433333333,5.6205,5.55991666667,28.8890833333,5.71116666667
395.32,7.88216666667,26.7435833333,17.8288333333,12.3838333333,6.07683333333,4.595375,8.30191666667,5.609,5.53266666667,29.0076666666,5.67466666666
395.68,7.85333333333,26.7698333333,17.8758333333,12.3975833333,6.03566666666,4.555625,8.26558333333,5.60158333333,5.50908333333,29.053,5.632
396.04,7.82016666667,26.80625,17.91825,12.3784166667,6.00133333333,4.53583333333,8.2535,5.597,5.46266666667,29.1664166667,5.60225
396.40,7.80208333334,26.8465833333,17.9569166666,12.3741666667,5.99075,4.478625,8.23841666666,5.55125,5.44916666667,29.28075,5.5915
396.76,7.75666666666,26.8540833333,17.9789166667,12.3523333333,5.91808333333,4.451875,8.18033333333,5.50433333333,5.39875,29.2506666667,5.55183333333
397.12,7.7375,26.9619166666,18.0400833333,12.33625,5.92125,4.44120833334,8.18316666667,5.5205,5.40508333333,29.38225,5.5285
397.48,7.81233333333,27.16475,18.1235833333,12.4185833333,5.977,4.47708333333,8.254,5.57716666667,5.45333333333,29.5473333333,5.59141666667
397.84,7.83675,27.25775,18.2185,12.4764166667,6.01125,4.52025,8.28008333333,5.63075,5.50175,29.7059166667,5.62891666666
398.20,7.81925,27.3695833334,18.33225,12.476,5.99091666667,4.50225,8.25758333333,5.62666666667,5.47666666667,29.8426666667,5.59591666667
398.56,7.80466666667,27.42775,18.4263333333,12.50175,5.99375,4.50783333334,8.24066666667,5.60958333333,5.48441666667,29.9016666666,5.59858333333
398.92,7.76558333333,27.5066666667,18.4706666667,12.5064166667,5.95766666667,4.46045833333,8.18916666667,5.5765,5.461,30.02025,5.60291666667
399.28,7.76475,27.5481666667,18.5240833333,12.5111666667,5.94233333333,4.42245833333,8.14383333333,5.55475,5.46366666667,30.0536666667,5.57541666667
399.64,7.80433333333,27.6804166667,18.6389166667,12.5285833333,5.98866666667,4.47208333333,8.12225,5.58925,5.50625,30.18875,5.61416666667
400.00,7.84316666666,27.79475,18.7095,12.6154166667,6.03983333333,4.50225,8.13575,5.59858333334,5.55175,30.29225,5.642
400.36,7.81466666667,27.8486666667,18.7864166667,12.62125,6.03375,4.48575,8.09291666667,5.57116666667,5.53225,30.3438333333,5.60475
400.72,7.78675,27.944,18.8836666667,12.6629166667,6.01891666667,4.45375,8.08183333333,5.52508333334,5.5355,30.53675,5.58333333334
401.08,7.832,28.06625,19.0273333333,12.7580833333,6.06975,4.502875,8.09483333333,5.55333333333,5.56408333333,30.7064166667,5.61516666666
401.44,7.80116666666,28.06875,19.0776666666,12.7735833333,6.04966666666,4.46416666667,8.055,5.51941666667,5.54108333334,30.7730833334,5.57416666667
401.80,7.82766666667,28.16025,19.15975,12.8181666666,6.09008333334,4.457,8.05333333333,5.52983333333,5.56841666667,30.8553333333,5.57375
402.16,7.93508333334,28.3015833333,19.2616666667,12.9526666667,6.19258333333,4.56620833333,8.12883333333,5.61241666667,5.6565,31.0150833333,5.663
402.52,7.98591666667,28.3678333333,19.3583333333,13.0165,6.23491666667,4.60345833333,8.15708333334,5.66658333333,5.703,31.1588333333,5.71208333334
402.88,8.07883333333,28.5050833334,19.5225833333,13.10275,6.34533333333,4.686625,8.2215,5.75716666667,5.794,31.3226666667,5.76716666667
403.24,8.08683333333,28.6403333334,19.6013333333,13.1209166667,6.3685,4.70054166667,8.20566666668,5.75925,5.79341666667,31.5485833333,5.7815
403.60,8.06666666667,28.6785,19.6524166666,13.1608333333,6.376,4.64425,8.18108333334,5.72933333333,5.77808333333,31.6484166667,5.74125
403.95,8.083,28.7475833333,19.7330833333,13.1586666667,6.38608333333,4.64366666667,8.19074999999,5.7465,5.8185,31.7843333333,5.74225
404.31,8.1195,28.8155833333,19.7981666667,13.2069166667,6.40658333333,4.68808333333,8.22341666667,5.80216666667,5.87733333333,31.89375,5.7925
404.67,8.123,28.8680833333,19.8376666667,13.2156666667,6.43516666667,4.69958333334,8.20699999999,5.81891666667,5.86583333333,31.9638333333,5.79083333333
405.03,8.09475,28.874,19.8486666667,13.1936666666,6.39616666666,4.63483333334,8.14575,5.77208333333,5.82716666666,31.9805,5.73575
405.39,8.10183333333,28.94675,19.941,13.2155833333,6.4065,4.647875,8.11658333333,5.77275,5.83908333334,32.0981666667,5.74183333333
405.75,8.08591666667,29.0294166667,20.0370833333,13.2484166667,6.41016666667,4.66516666667,8.11241666667,5.75983333333,5.83833333333,32.2554166667,5.74375
406.11,8.07825,29.0843333333,20.1265833333,13.2514166667,6.39591666667,4.61766666667,8.08625,5.75308333333,5.83516666667,32.3503333333,5.715
406.47,8.09708333334,29.2078333333,20.2053333333,13.3095833333,6.43233333334,4.611375,8.09716666667,5.792,5.87708333334,32.488,5.70633333333
406.83,8.0495,29.2059166667,20.1895833333,13.2960833333,6.38216666666,4.55275,8.04575,5.72333333333,5.8275,32.5376666667,5.63541666667
407.19,8.0885,29.2633333333,20.2831666667,13.38,6.43658333334,4.608625,8.08316666667,5.76758333333,5.88708333333,32.5676666666,5.67825
407.55,8.15683333333,29.4136666667,20.3996666667,13.4704166667,6.51116666667,4.70129166666,8.16825,5.86133333333,5.95008333333,32.6976666667,5.7705
407.90,8.159,29.49325,20.47875,13.5004166667,6.52541666667,4.72820833333,8.167,5.86041666667,5.9335,32.8006666667,5.7855
408.26,8.16983333333,29.5925833333,20.5475,13.5478333333,6.55216666667,4.71991666667,8.16558333333,5.85641666667,5.92458333333,32.8715833333,5.74533333334
408.62,8.18566666666,29.6339166667,20.6165833333,13.5465833333,6.53658333333,4.68379166666,8.16733333333,5.82858333334,5.91416666667,32.9226666667,5.71483333334
408.98,8.19558333333,29.77075,20.7373333333,13.6085,6.5655,4.72066666667,8.209,5.8575,5.94441666667,33.08775,5.75391666666
409.34,8.228,29.848,20.7733333333,13.635,6.5725,4.72475,8.236,5.88175,5.95291666666,33.1556666666,5.77775
409.70,8.23141666666,29.8840833333,20.7913333333,13.6550833333,6.60583333334,4.69054166667,8.22983333333,5.89125,5.93025,33.19975,5.77108333333
410.06,8.1925,29.8628333333,20.8201666666,13.6289166667,6.5725,4.65595833333,8.18341666666,5.87033333333,5.91141666666,33.2145833333,5.72983333333
410.42,8.22691666666,29.9318333333,20.9040833333,13.6373333333,6.56091666667,4.67204166666,8.17566666667,5.86308333334,5.906,33.3044166666,5.79158333333
410.77,8.23341666667,30.0329166667,20.9798333333,13.6795833333,6.54833333333,4.65270833333,8.16433333334,5.85991666667,5.91633333334,33.4225,5.81091666666
411.13,8.22991666666,30.1160833334,21.0286666667,13.6814166666,6.53325,4.61354166667,8.13416666667,5.839,5.89366666667,33.5315,5.7685
411.49,8.23925,30.15325,21.077,13.6889166667,6.50733333333,4.553625,8.10508333333,5.81825,5.88308333333,33.6141666667,5.73258333333
411.85,8.24416666667,30.154,21.1484166667,13.696,6.52258333333,4.520125,8.10099999999,5.81858333333,5.90825,33.6523333334,5.73408333333
412.21,8.25016666667,30.2011666667,21.2226666666,13.76475,6.5265,4.54191666667,8.09208333333,5.85125,5.92875,33.748,5.74916666667
412.57,8.2365,30.2598333333,21.294,13.7861666667,6.52616666667,4.56354166667,8.09108333332,5.86583333333,5.964,33.8398333333,5.76316666667
412.92,8.25741666667,30.2969166667,21.3385833334,13.79425,6.53075,4.521375,8.05558333334,5.8475,5.95375,33.88675,5.72066666667
413.28,8.24366666666,30.3704166666,21.4579166667,13.8510833333,6.53725,4.52583333333,8.05299999999,5.84191666667,5.97083333333,34.0146666667,5.695
413.64,8.28833333334,30.4610833334,21.55925,13.9041666667,6.5235,4.531375,8.06241666666,5.86583333333,6.01108333333,34.11275,5.703
414.00,8.32775,30.5626666667,21.6494166667,13.94275,6.554,4.561625,8.07491666667,5.89725,6.03608333333,34.2431666666,5.73725
414.36,8.34683333333,30.6149166667,21.7405833333,13.9876666667,6.58591666667,4.55229166667,8.06774999999,5.8835,6.0315,34.3260833333,5.71391666667
414.72,8.42166666667,30.7296666667,21.87625,14.07025,6.66608333333,4.626375,8.1255,5.97175,6.0935,34.4724166667,5.76316666667
415.07,8.461,30.74225,21.9530833333,14.13625,6.70516666667,4.66833333333,8.14766666666,6.02433333333,6.13241666667,34.5346666666,5.80375
415.43,8.48883333333,30.8034166667,22.041,14.16825,6.73158333333,4.72020833333,8.1295,6.05208333333,6.16216666667,34.65225,5.81466666666
415.79,8.49783333333,30.85525,22.0835,14.1915833333,6.71733333333,4.71316666666,8.07158333333,6.04358333334,6.14,34.7225,5.79408333333
416.15,8.48791666667,30.9104166667,22.1406666666,14.16475,6.71875,4.66075,8.03591666666,6.011,6.1375,34.8029166667,5.77075
416.51,8.48866666667,30.9301666666,22.1611666667,14.19075,6.71808333333,4.62495833333,7.99583333333,6.00375,6.11458333334,34.8674166667,5.73916666667
416.86,8.53358333333,31.01525,22.2755833333,14.24825,6.73791666666,4.66691666667,8.0305,6.03625,6.15641666667,35.0003333333,5.78233333333
417.22,8.53175,31.0536666667,22.3065,14.231,6.734,4.64883333333,7.98575,6.03558333334,6.14616666666,35.0665833333,5.79516666667
417.58,8.52783333333,31.0829166667,22.3506666666,14.2334166667,6.74708333333,4.676875,7.93208333334,6.02733333333,6.1485,35.1511666666,5.795
417.94,8.5235,31.1099166667,22.3760833333,14.2605,6.75575,4.66425,7.91733333333,6.00491666667,6.15791666666,35.1846666667,5.7815
418.29,8.48591666667,31.1075833334,22.37825,14.2564166667,6.74133333333,4.64958333333,7.87858333333,5.9935,6.15091666667,35.2001666667,5.74325
418.65,8.46308333333,31.108,22.4148333333,14.2419166667,6.72091666667,4.620875,7.82316666667,5.96183333333,6.12083333333,35.2591666667,5.7155
419.01,8.431,31.1249166667,22.43375,14.2371666667,6.68525,4.58566666667,7.78058333333,5.9135,6.09425,35.27225,5.6965
419.37,8.43833333334,31.1974166666,22.4904166666,14.2624166667,6.69091666667,4.574875,7.77716666666,5.90725,6.09091666667,35.34225,5.6935
419.73,8.42508333333,31.2355,22.5341666667,14.291,6.68716666667,4.57654166667,7.76716666667,5.90483333334,6.09525,35.3923333333,5.69308333333
420.08,8.45116666667,31.26675,22.594,14.3044166667,6.68933333334,4.60166666667,7.76158333334,5.92491666667,6.10275,35.4530833334,5.7125
420.44,8.46625,31.3193333333,22.6741666667,14.3385,6.70775,4.619,7.74583333333,5.93916666667,6.116,35.5534166667,5.72525
420.80,8.45683333333,31.3374166667,22.6895833334,14.3308333334,6.7125,4.60991666667,7.70883333333,5.94875,6.11208333333,35.5704166667,5.719
421.16,8.46016666667,31.371,22.7248333333,14.3675,6.73058333333,4.61166666667,7.70458333334,5.94683333334,6.11941666667,35.6286666666,5.70533333334
421.51,8.46408333333,31.3850833333,22.7711666667,14.3853333333,6.73966666667,4.595125,7.69891666667,5.94158333334,6.11233333334,35.6823333333,5.70241666667
421.87,8.45491666667,31.4274166667,22.827,14.3925833333,6.74266666667,4.58745833333,7.65725,5.93,6.09766666667,35.75775,5.68133333333
422.23,8.45391666667,31.4726666667,22.884,14.39875,6.73041666667,4.58204166666,7.63758333333,5.92375,6.08791666667,35.8205833333,5.68183333333
422.58,8.46308333333,31.4979166666,22.9269166667,14.4088333333,6.7415,4.58204166667,7.628,5.92825,6.10258333333,35.8579166666,5.68425
422.94,8.47725,31.552,23.00075,14.4314166667,6.74325,4.57775,7.60475,5.93883333333,6.10475,35.9405,5.67725
423.30,8.45,31.5580833333,23.0399166667,14.4405,6.72641666667,4.56654166667,7.57183333333,5.91658333333,6.10025,35.9860833333,5.66741666666
423.66,8.4585,31.5945833334,23.11425,14.4581666667,6.73708333333,4.567875,7.54458333333,5.91408333333,6.10208333333,36.076,5.67091666666
424.01,8.45691666667,31.6563333334,23.18075,14.5081666667,6.74383333333,4.57120833333,7.52241666667,5.90616666667,6.101,36.18475,5.6675
424.37,8.4735,31.7155,23.2618333333,14.5374166667,6.7605,4.58641666667,7.51025,5.91058333333,6.1205,36.2515833333,5.69216666667
424.73,8.47933333333,31.7530833333,23.3369166667,14.5785,6.76608333334,4.58533333333,7.4945,5.89833333333,6.1275,36.32025,5.69025
425.08,8.48225,31.7964166667,23.4021666667,14.5898333333,6.75783333333,4.57383333334,7.46708333334,5.9,6.1245,36.3875,5.69091666667
425.44,8.50108333333,31.8765833333,23.4901666667,14.6260833333,6.76166666667,4.5895,7.46008333333,5.92366666667,6.15033333334,36.4600833333,5.7065
425.80,8.51791666667,31.9225833334,23.5565,14.6641666667,6.7565,4.58220833334,7.44683333334,5.94308333334,6.154,36.5255833333,5.71725
426.16,8.54825,31.9945,23.6333333334,14.7084166667,6.79483333334,4.593,7.44166666667,5.95408333333,6.17233333333,36.6213333333,5.7195
426.51,8.574,32.0844166667,23.73075,14.7680833333,6.81083333334,4.60620833333,7.438,5.96791666667,6.18416666667,36.71575,5.73708333333
426.87,8.59475,32.1919166667,23.82225,14.82425,6.84225,4.63720833333,7.44708333333,5.99725,6.22108333333,36.845,5.75258333333
427.23,8.62408333334,32.293,23.9194166667,14.862,6.877,4.65345833333,7.45366666667,6.02008333333,6.24916666667,36.9636666667,5.76041666667
427.58,8.64316666667,32.34125,23.9476666667,14.8879166667,6.86575,4.6255,7.44041666666,6.01075,6.239,37.0163333333,5.73741666667
427.94,8.65966666667,32.40625,24.0188333333,14.9231666667,6.88875,4.62491666667,7.45358333334,6.01941666667,6.2615,37.10025,5.74266666666
428.30,8.67533333333,32.50475,24.0916666666,14.97375,6.89133333333,4.6305,7.45858333333,6.04833333334,6.26525,37.2428333333,5.72883333334
428.65,8.71425,32.5811666666,24.1629166667,15.0378333333,6.93575,4.669,7.47316666666,6.075,6.29825,37.3615,5.7615
429.01,8.76741666667,32.6760833333,24.2754166667,15.11725,6.98058333333,4.696625,7.5025,6.10166666667,6.35591666666,37.4880833333,5.79491666667
429.37,8.78050000001,32.7474166667,24.3335,15.16675,7.00108333333,4.686625,7.51008333333,6.10008333334,6.36991666667,37.5636666667,5.79066666667
429.72,8.82666666668,32.8551666667,24.441,15.2179166667,7.05775,4.72691666667,7.55983333333,6.12558333333,6.41675,37.7228333333,5.81666666667
430.08,8.83449999999,32.9153333333,24.5305,15.24725,7.05733333333,4.73245833333,7.5765,6.13858333333,6.42591666667,37.8188333333,5.8345
430.44,8.84991666667,33.00925,24.6249166667,15.2981666666,7.07833333334,4.72529166667,7.59458333334,6.15158333334,6.45641666667,37.9566666667,5.83975
430.79,8.85058333333,33.0301666666,24.6670833333,15.3065,7.08233333333,4.7065,7.60483333333,6.15233333334,6.45475,38.0158333333,5.84275
431.15,8.88074999999,33.0398333333,24.7171666667,15.34725,7.10725,4.710125,7.63125,6.15983333333,6.45958333333,38.0680833333,5.85216666667
431.50,8.91566666666,33.16075,24.8215,15.4184166667,7.15391666667,4.762875,7.68483333333,6.22091666666,6.516,38.177,5.9055
431.86,8.96025,33.2291666667,24.88125,15.4546666667,7.18683333333,4.7895,7.7125,6.25775,6.543,38.2318333334,5.93508333333
432.22,9.00124999999,33.25875,24.9329166667,15.47625,7.22883333333,4.80020833334,7.75316666666,6.26241666667,6.57591666667,38.2686666666,5.96241666666
432.57,9.00758333333,33.3184166667,24.9708333333,15.464,7.21466666667,4.78291666667,7.76233333334,6.27325,6.57025,38.3351666667,5.93875
432.93,8.99999999999,33.34325,24.99,15.46,7.21725,4.778125,7.74866666667,6.26308333333,6.5485,38.3796666666,5.90391666667
433.29,9.01425,33.372,25.041,15.45925,7.22658333334,4.790875,7.76358333333,6.273,6.558,38.4343333333,5.89516666667
433.64,9.03608333334,33.4379166667,25.0935833333,15.489,7.24358333333,4.80504166667,7.77991666666,6.27341666666,6.57133333333,38.48525,5.91641666667
434.00,9.02649999999,33.4600833333,25.1189166667,15.4880833333,7.219,4.77233333333,7.75483333333,6.24458333333,6.54958333334,38.5225,5.89483333333
434.35,9.03191666666,33.4880833333,25.1440833333,15.489,7.21766666667,4.7955,7.76325,6.24175,6.5545,38.5189166667,5.89016666666
434.71,9.06841666667,33.545,25.2073333334,15.5183333333,7.24616666667,4.82954166666,7.78,6.24883333333,6.57375,38.5901666666,5.88866666667
435.07,9.08808333333,33.592,25.2473333333,15.5259166667,7.25133333333,4.83579166667,7.77866666667,6.2605,6.59066666667,38.63875,5.89458333333
435.42,9.08083333333,33.6283333333,25.2999166667,15.5275,7.26133333333,4.81629166667,7.763,6.2465,6.57766666667,38.7264166667,5.87
435.78,9.07708333333,33.7131666667,25.4120833333,15.5573333333,7.27483333334,4.80658333334,7.76733333333,6.24366666666,6.58416666667,38.84,5.8605
436.13,9.07449999999,33.80775,25.4881666667,15.5829166667,7.28275,4.793375,7.77708333333,6.24908333334,6.58475,38.9396666667,5.8515
436.49,9.06241666668,33.8425,25.5460833333,15.6040833333,7.28366666667,4.78716666667,7.77575,6.23066666667,6.57525,39.0023333334,5.86241666667
436.84,9.07908333334,33.9086666667,25.625,15.6343333333,7.27916666667,4.792125,7.79058333333,6.23591666667,6.57516666667,39.0815833333,5.88175
437.20,9.07491666667,33.9705833333,25.6594166666,15.6688333333,7.27633333333,4.78633333333,7.79983333333,6.25341666667,6.57616666667,39.1550833333,5.88533333333
437.56,9.07808333334,34.0340833333,25.7435833333,15.696,7.27208333333,4.775375,7.81266666667,6.27666666667,6.59608333333,39.24425,5.87758333334
437.91,9.11166666667,34.0883333333,25.812,15.7523333333,7.32625,4.82158333333,7.85908333333,6.32816666667,6.66175,39.3441666667,5.90641666667
438.27,9.17375000001,34.1621666667,25.9210833333,15.82775,7.37433333333,4.851875,7.905,6.37766666667,6.71075,39.4805,5.94383333334
438.62,9.18808333333,34.2503333333,26.0176666667,15.8808333334,7.3815,4.83716666667,7.91316666667,6.39375,6.7145,39.6168333333,5.95883333333
438.98,9.20975,34.29975,26.0885833334,15.9265833333,7.41291666667,4.85416666667,7.92216666667,6.401,6.72325,39.69,5.976
439.33,9.25349999999,34.3885833333,26.1704166666,15.9824166666,7.43583333334,4.88083333333,7.96374999999,6.42825,6.76708333333,39.7715833333,5.99633333333
439.69,9.27291666667,34.3976666667,26.19625,15.9936666667,7.44191666667,4.88383333333,7.98208333334,6.43716666667,6.77816666667,39.8324166667,5.98816666667
440.04,9.29416666668,34.41225,26.235,16.0245833333,7.44508333333,4.89975,7.97558333332,6.45283333333,6.79483333333,39.8705,5.99241666667
440.40,9.28658333333,34.44225,26.27475,16.0360833333,7.4395,4.89470833333,7.96525000001,6.45783333333,6.80183333333,39.8973333333,5.9695
440.75,9.29883333333,34.46975,26.3325833333,16.05875,7.46066666667,4.90675,7.97408333332,6.48158333333,6.83033333333,39.92475,5.976
441.11,9.34033333334,34.5359166666,26.3971666667,16.093,7.49166666667,4.92070833333,7.98441666668,6.49841666667,6.85333333333,40.0009166666,6.00275
441.47,9.35991666667,34.5779166667,26.4405833333,16.1384166667,7.52891666667,4.94658333333,7.99008333334,6.51583333334,6.87191666667,40.0575,6.01616666667
441.82,9.36116666666,34.6499166667,26.511,16.16525,7.52575,4.93891666667,7.99033333333,6.51916666667,6.86791666667,40.1414166667,6.00691666667
442.18,9.35375,34.6881666667,26.5356666667,16.1604166667,7.52075,4.91166666667,7.957,6.49383333334,6.84141666667,40.1926666667,5.98458333333
442.53,9.37266666667,34.6975,26.557,16.1753333333,7.539,4.93225,7.96991666667,6.49525,6.86966666667,40.189,5.99408333333
442.89,9.35258333334,34.76175,26.5855,16.1778333333,7.50633333334,4.8975,7.9415,6.47908333333,6.86658333333,40.26925,5.97141666667
443.24,9.35958333334,34.77625,26.6255,16.189,7.50583333333,4.883,7.91625,6.47016666666,6.85875,40.323,5.98366666667
443.60,9.34583333334,34.7885833333,26.64575,16.1825,7.48291666666,4.86758333333,7.8635,6.44241666667,6.842,40.3261666666,5.96925
443.95,9.34600000001,34.7961666667,26.6815,16.1920833333,7.47958333333,4.854125,7.82241666666,6.41575,6.83875,40.3423333333,5.95108333333
444.31,9.38291666666,34.8526666667,26.7614166666,16.2386666667,7.50716666667,4.87116666667,7.81366666667,6.43508333333,6.86716666667,40.4309166667,5.96991666667
444.66,9.406,34.9023333333,26.8159166667,16.2689166667,7.52941666666,4.871375,7.80225,6.43291666667,6.87941666667,40.4965,5.9795
445.02,9.39550000001,34.9324166667,26.8795833333,16.2935833333,7.53241666667,4.8655,7.76766666667,6.41191666667,6.89075,40.5606666667,5.97033333333
445.37,9.38891666666,34.8884166667,26.8738333333,16.2823333333,7.50766666667,4.842,7.72741666667,6.39725,6.88316666666,40.5579166667,5.95341666667
445.72,9.40499999999,34.8926666667,26.89225,16.3118333333,7.52908333334,4.856625,7.69583333333,6.402,6.9045,40.5813333333,5.97083333333
446.08,9.38308333333,34.8719166667,26.9116666666,16.3203333333,7.50116666667,4.84308333333,7.66491666667,6.38516666667,6.89716666667,40.6006666667,5.95941666667
446.43,9.38408333333,34.8934166667,26.9603333333,16.3448333333,7.513,4.83820833334,7.63425,6.3955,6.90375,40.661,5.96483333333
446.79,9.41216666668,34.907,27.0220833333,16.3708333333,7.53975,4.85458333334,7.62466666667,6.41591666667,6.93033333333,40.6998333333,5.9745
447.14,9.40666666666,34.9148333333,27.0495,16.3810833333,7.54558333333,4.85554166667,7.59658333334,6.42433333334,6.94233333333,40.728,5.96558333334
447.50,9.42841666667,34.96025,27.0963333333,16.4283333333,7.57291666666,4.87829166667,7.59775,6.45483333333,6.97108333333,40.79325,5.99083333333
447.85,9.44199999999,35.0196666666,27.1526666666,16.4685,7.59875,4.88866666667,7.60933333333,6.48508333333,6.9905,40.8785833333,6.00041666667
448.21,9.44025,35.02075,27.1655,16.4816666667,7.60008333333,4.88979166667,7.58825,6.476,7.00025,40.9090833333,5.99991666667
448.56,9.42075,35.04625,27.2020833333,16.4944166667,7.595,4.88108333333,7.55316666667,6.46233333333,6.99408333334,40.9970833333,5.991
448.92,9.42908333333,35.0524166667,27.2429166667,16.51,7.59433333333,4.89145833333,7.53241666667,6.47566666667,6.99133333333,41.0293333333,5.98333333333
449.27,9.43991666666,35.1408333333,27.3339166667,16.5470833333,7.60125,4.89695833334,7.53116666667,6.47091666667,6.99608333334,41.1284166667,5.9885
449.62,9.44275,35.1819166666,27.4031666666,16.5558333333,7.59658333333,4.883,7.50641666667,6.46775,6.99075,41.2020833333,5.98308333333
449.98,9.45733333333,35.2621666667,27.4671666667,16.598,7.63741666667,4.89420833333,7.48983333333,6.47858333334,7.00458333333,41.291,5.98275
450.33,9.45908333334,35.3066666667,27.5119166667,16.6080833333,7.64108333333,4.88545833333,7.46208333334,6.46225,7.004,41.3575,5.9675
450.69,9.46799999999,35.3715,27.57675,16.65375,7.65783333333,4.89704166667,7.47233333333,6.47425,7.00508333333,41.4309166667,5.97825
451.04,9.49333333332,35.4195833333,27.6480833333,16.6930833333,7.6675,4.91716666667,7.48316666667,6.482,7.01558333333,41.5211666667,5.9815
451.40,9.51099999999,35.49875,27.7189166667,16.72575,7.67975,4.90833333333,7.47741666667,6.48233333333,7.04041666667,41.62325,5.9855
451.75,9.51933333335,35.52825,27.7656666667,16.7519166667,7.69425,4.92554166666,7.47025,6.48441666667,7.059,41.665,6.01333333333
452.10,9.52908333333,35.62325,27.8441666667,16.7993333334,7.70691666667,4.91370833333,7.45691666667,6.48175,7.05516666667,41.7699166666,6.01616666667
452.46,9.56208333334,35.6714166667,27.91225,16.8475,7.70616666667,4.92820833334,7.46608333333,6.49975,7.077,41.8035833333,6.02866666666
452.81,9.56666666667,35.714,27.9571666667,16.8841666667,7.71758333333,4.91354166667,7.47183333333,6.49533333333,7.10091666667,41.8728333333,6.04133333333
453.17,9.57416666667,35.72725,28.0090833333,16.92425,7.73383333333,4.92591666667,7.46125,6.51716666667,7.12616666667,41.9263333334,6.043
453.52,9.61524999999,35.79175,28.0716666666,16.9738333333,7.75666666666,4.94329166667,7.488,6.525,7.15808333333,41.9990833333,6.06308333333
453.87,9.67108333333,35.8641666667,28.1688333333,17.039,7.79308333333,4.98158333333,7.54575,6.5845,7.22433333333,42.069,6.1135
454.23,9.69783333333,35.9104166667,28.2260833333,17.0898333334,7.82425,5.01633333333,7.58316666667,6.61766666667,7.256,42.1404166667,6.138
454.58,9.70425000002,35.9460833333,28.2981666667,17.11375,7.82241666667,5.00895833334,7.57375,6.60666666667,7.269,42.2281666667,6.126
454.93,9.71283333333,36.0128333334,28.3685833333,17.1578333333,7.84341666667,5.00075,7.5625,6.59183333333,7.28533333333,42.3046666667,6.10941666667
455.29,9.71275000001,36.02225,28.4186666667,17.16575,7.85558333333,5.00320833333,7.56008333333,6.58366666667,7.2785,42.33275,6.08383333333
