wavelength,Back_EmbHerf,Belly_EmbHerf,Breast_EmbHerf,Crissum_EmbHerf,Crown_EmbHerf,DorTail_EmbHerf,Patch10_EmbHerf,Patch11_EmbHerf,Rump_EmbHerf,Throat_EmbHerf,WingTip_EmbHerf
189.43,119.38,69.9611666667,56.3953333333,76.1626666668,109.302333333,144.379833333,102.519333334,72.0930833334,100.5815,65.504,76.1629166667
189.81,250.877166667,145.614,110.52625,178.947333333,239.035083333,309.649166667,235.964916667,159.649083333,234.649166667,117.105083333,174.56125
190.19,483.333416667,274.074083333,208.33325,376.851833333,475.0,593.055583333,520.370416667,337.037166667,437.036833333,242.592583333,382.407333333
190.57,232.291666667,121.354166667,101.5625,172.916666667,212.5,259.895833333,271.354166667,167.1875,209.895833333,108.333333333,204.6875
190.95,417.708333333,231.25,184.375,285.416666667,365.625,446.354166667,490.625,303.125,366.666666667,161.458333334,397.916666667
191.33,-2683.33333334,-1641.66666667,-1333.33333333,-2075.0,-2658.33333333,-3466.66666666,-3608.33333333,-1850.0,-2650.0,-1133.33333333,-3233.33333333
191.71,-172.222166667,-114.583416667,-95.1388333333,-159.027666667,-149.999916667,-243.750083333,-264.58325,-116.66675,-200.000083333,-56.9444166667,-211.111
192.09,-149.509833333,-88.7255833333,-70.098,-121.56875,-98.0393333334,-175.735333333,-207.353,-76.4705,-150.000083333,-49.5095833334,-142.15675
192.47,-235.119,-129.166666667,-132.738166667,-177.381,-164.285666667,-261.011916667,-330.952333333,-117.857166667,-218.4525,-107.73825,-233.9285
192.85,-175.000083333,-58.9287499999,-114.880916667,-130.357166667,-123.8095,-211.90475,-301.1905,-66.0714166666,-200.595083333,-42.2620833333,-213.6905
193.23,-55.6666666668,5.66666666692,-35.0000000001,-31.6666666667,-27.6666666668,-85.1666666666,-140.666666667,-13.0,-81.0,10.0000000001,-89.0000000001
193.61,-34.5239166666,8.33333333325,-28.5714999999,-8.33341666657,10.7141666667,-93.2540000001,-161.111083333,-1.98408333332,-67.8572500001,11.1110833333,-99.6033333333
193.99,-67.8572499998,-34.5238333331,-155.952416667,11.9046666667,51.1904166668,-283.928583334,-466.666666667,9.52366666675,-138.09525,15.4763333333,-336.904666667
194.37,-54.1666666683,-91.666666666,-283.333333333,54.1666666666,83.3333333333,-402.083333333,-756.250000001,179.166666667,-145.833333333,29.1666666675,-560.416666666
194.75,55.3570833333,38.0953333334,13.0953333333,63.0953333333,76.7858333332,-39.8807916667,-149.404666667,145.238083333,36.3095,52.3807500001,-72.6189999998
195.13,337.500000001,-45.8333333325,-279.166666667,112.500000001,187.5,-645.833333334,-1425.0,879.166666666,95.8333333332,24.9999999999,-687.5
195.51,366.666666667,204.166666667,64.5833333336,250.0,306.25,-109.375,-458.333333333,618.75,356.25,181.249999999,-95.8333333332
195.89,575.000083333,427.777916667,219.444333332,455.555333333,458.333416667,-84.7220833325,-466.666666668,875.000083333,666.666666666,402.777833333,-144.444416666
196.27,-215.625,-131.25,-23.9583333334,-120.833333333,-137.5,91.6666666668,215.625,-204.166666667,-181.25,-128.125,134.375
196.65,-230.952416666,-71.4285833333,24.9999166667,-66.6666666665,-179.761833334,141.666791667,260.71425,-129.761833333,-135.71425,-141.66675,223.8095
197.03,-176.666666666,44.1666666665,-5.83333333342,-42.5000000002,-118.333333333,106.666666667,204.166666667,-51.6666666667,-93.3333333333,-81.6666666666,200.833333333
197.40,-27.7779166669,58.6111666666,28.8889166666,32.2221666667,-9.44441666668,59.0278333333,95.0000000001,23.33325,3.33333333343,7.5,99.1665833334
197.78,-24.9999166668,44.54025,32.1839166668,18.1036666667,-5.74716666668,46.839125,89.9425833334,24.4250833333,2.87350000009,-6.03433333333,102.8735
198.16,-9.44433333343,38.3333333334,18.3332499999,14.1665833335,-8.88883333335,48.1944583334,96.6665833335,26.6666666667,2.77775000003,-6.94441666674,89.4444166668
