wavelength,Back_SicColf,Belly_SicColf,Breast_SicColf,Crissum_SicColf,Crown_SicColf,DorTail_SicColf,Patch10_SicColf,Rump_SicColf,Throat_SicColf,WingTip_SicColf
383.41,9.66125000001,19.816,15.206,18.9795,8.54266666666,7.50475,6.81283333333,10.9606666667,23.66625,10.1823333333
383.77,9.51091666667,19.5816666667,15.00575,18.7303333333,8.38275,7.3125,6.656,10.8,23.48625,10.0515
384.14,9.46016666666,19.4859166666,14.8961666667,18.6158333333,8.33716666666,7.17808333333,6.57233333333,10.77325,23.452,9.98683333332
384.50,9.38658333333,19.39125,14.8485833333,18.4896666667,8.25091666667,7.10416666666,6.547,10.7713333334,23.3745833333,9.86691666666
384.86,9.31608333333,19.25025,14.80075,18.39325,8.21716666666,7.04425,6.52483333333,10.6938333333,23.3510833333,9.76724999999
385.22,9.28766666666,19.2559166667,14.7864166667,18.37225,8.25833333333,7.06975,6.54366666667,10.6435,23.42175,9.71758333332
385.58,9.33350000001,19.2954166667,14.8536666667,18.4316666667,8.32583333333,7.15908333333,6.55641666667,10.6655,23.534,9.79941666666
385.94,9.24033333332,19.1816666667,14.7020833333,18.2174166667,8.27408333333,7.0565,6.45491666666,10.5843333333,23.4628333333,9.68633333333
386.30,9.24125,19.1939166666,14.6333333333,18.181,8.23316666667,7.04691666667,6.41016666666,10.5553333333,23.4714166667,9.72083333334
386.66,9.20366666667,19.1145833333,14.5465,18.106,8.2505,7.03983333334,6.39416666667,10.5425833333,23.5115,9.731
387.03,9.05908333333,19.0635,14.46175,18.0376666667,8.20491666667,6.97716666667,6.32775,10.5150833333,23.4570833333,9.64083333333
387.39,8.87850000001,18.942,14.2815833333,17.8913333333,8.1225,6.83533333333,6.25583333333,10.34825,23.3901666667,9.52716666667
387.75,8.76074999999,18.8666666667,14.1811666667,17.7711666667,8.09775,6.74716666667,6.18325,10.30925,23.3325,9.43158333334
388.11,8.78866666666,18.9095,14.2065,17.7598333333,8.16916666667,6.80383333333,6.28341666667,10.3668333333,23.3846666667,9.52475
388.47,8.72583333332,18.7959166667,14.069,17.6545833333,8.15808333334,6.783,6.22908333333,10.3186666667,23.3675833334,9.58783333333
388.83,8.60225,18.6391666667,13.87075,17.5021666666,8.062,6.64425,6.1065,10.2064166667,23.287,9.48041666668
389.19,8.66691666667,18.57125,13.8794166667,17.46175,8.06541666667,6.70258333333,6.17191666667,10.33325,23.3178333333,9.56233333334
389.55,8.60191666668,18.4473333333,13.7475,17.3969166667,8.03216666667,6.64325,6.16183333333,10.2985833333,23.2485833333,9.46091666666
389.91,8.59591666666,18.3731666667,13.611,17.3325833334,8.01825,6.62683333334,6.14325,10.2518333333,23.2189166666,9.45241666667
390.27,8.58025000001,18.3473333333,13.5439166667,17.2409166667,8.08083333333,6.62841666667,6.23491666667,10.2574166667,23.2234166667,9.46483333333
390.63,8.51641666667,18.24175,13.4614166667,17.113,7.99908333333,6.56625,6.20825,10.2061666667,23.16075,9.34483333333
391.00,8.54100000001,18.1030833333,13.3988333333,17.0160833333,8.02133333333,6.5865,6.19791666667,10.1356666667,23.14825,9.35683333332
391.36,8.53258333333,17.9391666666,13.3110833333,16.8658333333,7.96816666666,6.54741666667,6.14675,10.16175,23.0758333333,9.32866666667
391.72,8.50633333334,17.88725,13.2585,16.8230833333,7.91983333333,6.5485,6.18075,10.11125,23.1548333333,9.35924999999
392.08,8.424,17.6356666667,13.0628333334,16.65975,7.77691666666,6.40133333333,5.981,9.89341666667,23.074,9.22225000001
392.44,8.50691666666,17.6263333333,13.10525,16.69775,7.84708333333,6.53058333333,6.0855,9.90000000002,23.1636666667,9.26258333333
392.80,8.52616666667,17.55475,13.0599166667,16.6201666667,7.83758333333,6.57283333333,6.12966666666,9.88683333332,23.1309166667,9.32708333334
393.16,8.39658333334,17.3730833333,12.8555,16.4545,7.71625,6.46633333334,6.01566666667,9.71208333334,22.9871666666,9.24966666667
393.52,8.298,17.2256666666,12.6945,16.2385833333,7.58775,6.39666666667,5.92283333334,9.56866666667,22.8955833333,9.18700000001
393.88,8.34,17.24475,12.792,16.2659166667,7.67408333333,6.461,6.021,9.61958333334,23.0020833333,9.28883333334
394.24,8.17108333333,16.9815833333,12.6431666667,16.0648333333,7.47425,6.27808333333,5.85575,9.46875,22.8478333333,9.11283333333
394.60,8.1095,16.8530833333,12.5225833334,15.977,7.44025,6.21091666667,5.80891666667,9.37616666667,22.8611666666,9.12208333334
394.96,7.98025,16.69225,12.37325,15.7944166667,7.27625,6.09241666667,5.72741666667,9.25058333333,22.7628333334,8.98983333333
395.32,8.00991666666,16.7150833333,12.3505,15.7960833333,7.32966666667,6.1665,5.80383333333,9.24333333333,22.8256666667,9.09141666666
395.68,8.06733333334,16.6348333333,12.3354166667,15.7711666667,7.40691666667,6.25066666667,5.87766666667,9.24091666667,22.8188333333,9.12791666666
396.04,7.99883333333,16.5251666667,12.2336666667,15.56225,7.38983333333,6.26575,5.92975,9.23866666667,22.7681666667,9.10641666666
396.40,7.92008333333,16.40925,12.12775,15.4154166667,7.307,6.15183333333,5.8685,9.20358333333,22.704,8.99466666667
396.76,7.90183333334,16.3399166666,12.0660833333,15.3165,7.30683333333,6.147,5.86275,9.19725,22.7429166667,8.97825
397.12,7.87183333334,16.2863333333,12.0300833333,15.21825,7.29441666667,6.11366666667,5.81525,9.17175,22.74075,8.933
397.48,7.83491666667,16.17375,11.9991666667,15.1310833334,7.32008333333,6.09033333333,5.8035,9.14558333333,22.7315,9.00491666668
397.84,7.74083333333,15.9784166667,11.7984166667,14.9295833333,7.22258333333,5.98375,5.68008333334,8.98066666667,22.6063333333,8.84308333333
398.20,7.80025,15.9736666667,11.7341666667,14.9080833333,7.29941666667,6.11783333333,5.76225,9.01016666667,22.687,8.93799999999
398.56,7.83591666667,15.9531666667,11.71125,14.8318333333,7.28991666667,6.16016666667,5.78875,9.00266666667,22.6878333333,8.94741666666
398.92,7.86266666667,15.9089166667,11.7149166667,14.78525,7.39491666667,6.19316666667,5.86741666667,9.03483333333,22.7125833333,8.99691666666
399.28,7.78166666667,15.7335,11.6044166667,14.6343333333,7.2825,6.10441666667,5.78141666667,8.87108333334,22.674,8.87333333334
399.64,7.835,15.709,11.5928333333,14.55625,7.31908333333,6.13716666667,5.80341666667,8.90625,22.6719166667,8.91458333334
400.00,7.8865,15.7514166666,11.60425,14.6318333333,7.38775,6.21725,5.84216666667,8.93825,22.7354166666,8.98266666667
400.36,7.82275,15.5880833333,11.4565,14.4579166667,7.30333333333,6.14158333333,5.78566666667,8.80958333333,22.6556666666,8.94408333333
400.72,7.7725,15.4628333333,11.32425,14.3246666666,7.26416666666,6.08166666667,5.73616666666,8.71383333333,22.5226666667,8.89774999999
401.08,7.62466666667,15.3138333333,11.1431666667,14.1229166667,7.13716666667,6.01533333333,5.635,8.54091666667,22.3704166667,8.80891666667
401.44,7.75908333333,15.4056666666,11.1784166667,14.1656666667,7.2225,6.133,5.77033333333,8.6435,22.4485833333,8.88591666667
401.80,7.82583333333,15.4144166667,11.2613333333,14.2214166667,7.27966666667,6.27233333334,5.88725,8.742,22.5673333333,9.01808333333
402.16,7.8655,15.3393333333,11.3016666667,14.17925,7.327,6.298,5.90066666667,8.74591666667,22.58325,9.04266666668
402.52,7.87025,15.3176666667,11.2915,14.1898333333,7.33133333334,6.418,5.98666666667,8.77616666667,22.5925,9.09491666666
402.88,7.72458333333,15.1805,11.1303333333,14.0240833333,7.16491666667,6.30091666667,5.8375,8.59208333333,22.5333333333,8.98125
403.24,7.74425,15.2156666667,11.1619166667,14.021,7.20541666667,6.34875,5.89258333333,8.66866666667,22.5715833333,9.04141666667
403.60,7.68791666667,15.1419166667,11.081,13.9825,7.153,6.29258333333,5.85508333334,8.65608333333,22.6029166667,8.99958333333
403.95,7.79316666667,15.1920833333,11.1663333333,14.0588333333,7.22858333334,6.40083333334,5.95666666666,8.72483333333,22.6883333333,9.06824999999
404.31,7.87891666667,15.2986666666,11.2615833333,14.1615833333,7.35908333333,6.53466666667,6.05583333333,8.81816666667,22.818,9.18499999999
404.67,7.94041666666,15.3529166667,11.3159166667,14.205,7.38016666666,6.59308333333,6.12075,8.87458333333,22.8981666666,9.21833333333
405.03,7.99683333333,15.3490833333,11.3441666667,14.24,7.42883333333,6.62466666667,6.18158333333,8.966,23.0241666667,9.25108333333
405.39,7.95675,15.2691666667,11.26775,14.1844166667,7.36683333333,6.56333333333,6.13058333333,8.91325,23.0170833334,9.14849999999
405.75,7.95333333333,15.2776666667,11.2293333333,14.1525833333,7.34141666667,6.52716666667,6.1195,8.91866666667,23.0286666667,9.15116666667
406.11,7.94708333333,15.31975,11.2556666667,14.185,7.34916666667,6.56641666666,6.156,8.93966666667,23.0591666667,9.19783333334
406.47,7.92675,15.3071666667,11.2555833333,14.1334166667,7.3685,6.5025,6.09,8.90941666667,23.0715833333,9.17275000001
406.83,8.051,15.4583333333,11.3375833333,14.28975,7.47775,6.64325,6.21375,9.10066666667,23.21125,9.28950000001
407.19,7.99725,15.3558333333,11.26325,14.195,7.41916666667,6.58675,6.1255,9.02525,23.1306666667,9.19541666667
407.55,7.93933333333,15.3158333333,11.2185,14.1105833333,7.336,6.52225,6.03391666667,8.92491666667,23.0695833333,9.14716666668
407.90,7.91225,15.30325,11.1893333333,14.0835,7.30733333334,6.47941666667,6.03358333333,8.91558333333,23.0820833333,9.11483333333
408.26,7.84258333333,15.2318333334,11.1336666667,14.0131666667,7.23975,6.41383333333,5.97108333333,8.85058333333,23.03725,9.04550000001
408.62,7.90808333333,15.3641666667,11.2493333333,14.1385833333,7.33241666666,6.49958333333,6.06891666667,8.93425,23.20575,9.15733333332
408.98,7.98175,15.3968333333,11.2876666667,14.1596666667,7.34233333334,6.5325,6.08541666667,8.93916666667,23.2001666666,9.18216666667
409.34,8.03783333333,15.5073333333,11.4010833333,14.243,7.44441666667,6.63725,6.17958333333,8.98616666667,23.2611666667,9.29216666667
409.70,8.07741666667,15.5411666666,11.4305,14.2574166667,7.47816666667,6.71891666666,6.24558333333,8.98958333333,23.3234166667,9.31891666666
410.06,8.08683333334,15.5113333333,11.37375,14.18625,7.42166666667,6.671,6.22975,8.97066666667,23.33925,9.27624999999
410.42,8.18025,15.5458333333,11.4145833333,14.2448333333,7.47058333333,6.71833333333,6.31116666667,9.054,23.4245,9.32833333334
410.77,8.25041666667,15.5601666667,11.46975,14.2014166667,7.51891666666,6.725,6.38575,9.04366666667,23.4325833333,9.38708333333
411.13,8.33041666667,15.6779166667,11.514,14.2780833333,7.58575,6.79625,6.44325,9.11483333333,23.54625,9.46258333334
411.49,8.44591666667,15.7596666667,11.608,14.39175,7.68608333333,6.94183333333,6.56391666667,9.20058333333,23.6759166667,9.54708333333
411.85,8.38958333333,15.7188333333,11.5434166667,14.30075,7.62308333333,6.88208333333,6.50766666667,9.13208333333,23.6208333333,9.49049999999
412.21,8.42966666666,15.7394166666,11.5559166667,14.2861666667,7.59916666667,6.90483333333,6.51491666667,9.14633333333,23.6484166667,9.54541666665
412.57,8.36191666667,15.6550833333,11.4579166667,14.1665,7.51816666667,6.88258333333,6.43058333333,9.06225,23.5784166667,9.48316666666
412.92,8.39683333333,15.6666666667,11.4575,14.1695833333,7.59033333333,6.95491666666,6.51816666666,9.10558333333,23.6715833334,9.50800000001
413.28,8.41258333334,15.5836666667,11.4189166667,14.1115833333,7.541,6.94383333334,6.50483333333,9.09691666667,23.6666666666,9.51041666668
413.64,8.36558333333,15.5235,11.3325833333,14.0249166667,7.45658333333,6.89666666667,6.46466666667,9.04075,23.6220833333,9.46341666666
414.00,8.40575,15.5388333333,11.34775,14.0396666667,7.50783333334,6.94641666666,6.52191666667,9.02916666666,23.6690833333,9.48050000001
414.36,8.392,15.543,11.3430833333,14.0186666666,7.48908333333,6.99625,6.5285,8.98591666667,23.6685833333,9.49733333333
414.72,8.41616666666,15.526,11.2946666667,13.9998333333,7.51283333334,7.04433333333,6.55333333333,8.98633333333,23.7155,9.53491666667
415.07,8.51891666667,15.56,11.3439166667,14.0130833333,7.591,7.13808333333,6.64825,9.03391666667,23.8095833333,9.65824999999
415.43,8.53125,15.5199166667,11.3219166667,13.95125,7.63508333334,7.14958333333,6.70883333333,9.03383333333,23.80225,9.70108333333
415.79,8.57741666667,15.4835,11.3475833333,13.9159166667,7.66991666667,7.22758333333,6.76375,9.05558333333,23.8624166666,9.77408333333
416.15,8.5955,15.48025,11.3255833333,13.8756666667,7.73266666667,7.286,6.81308333334,9.036,23.8926666667,9.81191666667
416.51,8.65725,15.44825,11.34175,13.86175,7.80008333334,7.33983333334,6.90025,9.06125,23.9259166667,9.90033333332
416.86,8.69691666667,15.4085,11.3653333333,13.8431666667,7.82641666667,7.38583333334,6.90433333333,9.04733333334,23.9069166667,9.96525
417.22,8.66683333333,15.3246666666,11.2860833333,13.7488333333,7.79508333333,7.38658333333,6.8955,8.99266666667,23.8368333333,9.94683333335
417.58,8.62033333333,15.1985833333,11.2298333333,13.6366666667,7.76591666667,7.37191666667,6.87275,8.92441666666,23.7295,9.94558333335
417.94,8.60308333333,15.14025,11.1939166667,13.5610833333,7.75183333333,7.38741666666,6.87166666666,8.89183333333,23.7015833334,9.97041666667
418.29,8.5525,15.0175833333,11.0933333333,13.421,7.68933333333,7.35183333333,6.82691666667,8.8055,23.59975,9.94283333332
418.65,8.50458333333,14.8765833333,11.008,13.2890833333,7.61516666667,7.33716666667,6.76916666667,8.72341666667,23.50025,9.90483333334
419.01,8.4675,14.7951666666,10.9591666667,13.2128333334,7.59208333333,7.34616666667,6.77191666667,8.67766666666,23.45525,9.90391666665
419.37,8.473,14.731,10.933,13.1489166667,7.562,7.35808333333,6.76925,8.64875,23.44125,9.91775
419.73,8.39575,14.6191666667,10.8259166667,13.02725,7.47125,7.29366666667,6.69533333333,8.54441666667,23.3604166666,9.86816666668
420.08,8.36066666667,14.49475,10.7510833333,12.9259166667,7.42508333333,7.26983333333,6.66375,8.50966666667,23.2925,9.85083333335
420.44,8.3105,14.38425,10.6548333333,12.825,7.362,7.24258333334,6.59983333333,8.43333333333,23.2141666667,9.80458333335
420.80,8.29333333333,14.3188333333,10.606,12.7334166667,7.35133333333,7.24566666666,6.61533333334,8.39675,23.1544166667,9.79883333335
421.16,8.26475,14.2421666667,10.5531666667,12.6370833333,7.3315,7.232,6.59183333333,8.34375,23.1355,9.8015
421.51,8.29833333333,14.2350833333,10.5388333333,12.617,7.35766666667,7.26458333333,6.61391666667,8.34925,23.1588333333,9.83175000001
421.87,8.29691666667,14.17425,10.5134166667,12.55525,7.36966666667,7.289,6.61791666666,8.3395,23.1131666667,9.86549999998
422.23,8.32325,14.1278333333,10.5125,12.5044166667,7.38,7.30541666667,6.64858333333,8.35166666667,23.13275,9.90425000001
422.58,8.35816666667,14.1144166666,10.5333333333,12.4953333333,7.4105,7.33366666666,6.6965,8.37283333333,23.1451666666,9.95175
422.94,8.35283333333,14.0423333333,10.4931666667,12.424,7.39875,7.32408333334,6.69325,8.35125,23.1040833333,9.94749999999
423.30,8.31291666667,13.99175,10.4410833333,12.3391666667,7.38675,7.31858333333,6.66525,8.31483333333,23.0545833333,9.94541666667
423.66,8.3415,13.9651666667,10.4421666667,12.3244166667,7.44175,7.37075,6.69841666667,8.34666666666,23.0549166667,10.0036666667
424.01,8.35116666666,13.93825,10.4343333333,12.30375,7.43133333333,7.37533333333,6.71525,8.33925,23.0486666667,10.0194166667
424.37,8.37016666667,13.93025,10.4225,12.2704166667,7.43933333334,7.38375,6.72741666667,8.34325,23.0658333333,10.0431666667
424.73,8.3725,13.9091666667,10.403,12.2415,7.40633333333,7.38266666667,6.71375,8.31683333333,23.0870833334,10.06875
425.08,8.377,13.8939166667,10.39875,12.2200833333,7.42425,7.4025,6.73508333333,8.32233333333,23.08,10.07925
425.44,8.37825,13.8415833333,10.3836666667,12.1956666667,7.43516666667,7.42183333333,6.73633333333,8.31258333333,23.0600833333,10.0880833333
425.80,8.4275,13.8468333334,10.3935,12.2098333333,7.44691666667,7.45275,6.78433333333,8.34366666667,23.107,10.1118333333
426.16,8.39425,13.8150833333,10.3563333333,12.1875,7.43633333333,7.44783333333,6.76625,8.3195,23.081,10.0995833333
426.51,8.38716666667,13.8250833333,10.3580833333,12.1726666667,7.45333333333,7.488,6.77975,8.32533333333,23.0926666667,10.1185833333
426.87,8.3735,13.8145,10.3338333333,12.1640833333,7.45925,7.48675,6.79125,8.306,23.0955,10.1299166667
427.23,8.46208333334,13.84525,10.3840833333,12.2218333333,7.5245,7.57716666666,6.87958333333,8.36525,23.1475833333,10.1906666667
427.58,8.51483333333,13.84675,10.3835833333,12.2165833333,7.52608333333,7.59808333333,6.91175,8.37108333333,23.1978333334,10.1998333333
427.94,8.5255,13.82075,10.3626666667,12.196,7.52858333333,7.60808333334,6.91841666667,8.354,23.216,10.211
428.30,8.53225,13.795,10.3729166667,12.1684166667,7.53325,7.63191666667,6.94675,8.34733333333,23.1986666667,10.2154166667
428.65,8.575,13.81,10.4185,12.2109166667,7.60025,7.67958333333,7.01425,8.39508333333,23.2468333333,10.2656666667
429.01,8.61891666667,13.82325,10.4535833333,12.2314166667,7.59616666667,7.70375,7.01108333333,8.41141666666,23.3014166666,10.2999166667
429.37,8.65075,13.8475833333,10.47925,12.2241666667,7.60733333333,7.70075,7.02383333334,8.42733333333,23.3644166667,10.3353333333
429.72,8.6045,13.7913333333,10.417,12.1668333333,7.54658333333,7.62541666667,6.93341666666,8.34516666667,23.3531666667,10.3078333333
430.08,8.74966666667,13.8958333333,10.51425,12.2698333333,7.68125,7.73991666667,7.05841666667,8.45483333333,23.4795,10.4288333333
430.44,8.72475,13.8690833333,10.4384166667,12.2398333333,7.627,7.66258333333,7.01083333333,8.39183333333,23.4855,10.3940833333
430.79,8.73516666667,13.8615,10.4415,12.2274166667,7.61916666667,7.65733333333,6.99516666667,8.393,23.53875,10.3975
431.15,8.70483333333,13.8615,10.4314166667,12.214,7.61283333333,7.63558333334,6.9805,8.39366666667,23.5756666667,10.3966666667
431.50,8.67675,13.87,10.4434166667,12.21875,7.60758333334,7.62225,6.96125,8.39491666667,23.59175,10.40175
431.86,8.68408333333,13.9330833333,10.4866666667,12.24375,7.64908333333,7.62858333333,6.98766666666,8.44008333333,23.651,10.444
432.22,8.6865,13.93725,10.502,12.29175,7.6525,7.60525,6.9805,8.45091666666,23.71,10.4455833333
432.57,8.62191666667,13.9105,10.4434166667,12.2501666667,7.609,7.53483333333,6.90308333333,8.41875,23.6901666667,10.37925
432.93,8.61425,13.93,10.4406666667,12.272,7.62408333333,7.524,6.90966666667,8.43358333333,23.7420833333,10.4009166667
433.29,8.53241666667,13.8895,10.3919166667,12.2154166667,7.56175,7.46441666666,6.85458333333,8.371,23.7305,10.3384166667
433.64,8.51391666667,13.8899166667,10.3860833333,12.2204166667,7.56833333333,7.46358333334,6.87016666667,8.38933333333,23.7349166667,10.3210833333
434.00,8.40033333334,13.8220833333,10.3085833333,12.1443333333,7.47441666667,7.37033333333,6.7685,8.31025,23.6924166667,10.2035833334
434.35,8.35916666667,13.7910833333,10.2999166667,12.1355,7.44675,7.33241666667,6.73016666667,8.287,23.7315,10.1580833333
434.71,8.35416666667,13.8006666667,10.3244166667,12.1645833333,7.43733333333,7.34275,6.71916666667,8.29766666667,23.7684166666,10.1488333333
435.07,8.334,13.79225,10.2954166667,12.1626666667,7.41016666666,7.30158333333,6.67416666667,8.27808333333,23.78375,10.0911666667
435.42,8.35308333333,13.8295833333,10.32775,12.2055833333,7.44483333333,7.3195,6.70325,8.29975,23.83375,10.08725
435.78,8.37158333333,13.8345833333,10.336,12.2450833333,7.45916666667,7.33883333333,6.6975,8.3025,23.86275,10.0675
436.13,8.38966666667,13.9074166667,10.3616666667,12.2759166666,7.50975,7.364,6.72291666667,8.34558333334,23.9390833333,10.092
436.49,8.36816666667,13.9008333333,10.3409166667,12.2569166667,7.48525,7.33308333333,6.709,8.32366666666,23.9745833333,10.0684166667
436.84,8.336,13.8910833333,10.3121666667,12.2285,7.46841666667,7.29975,6.69208333333,8.309,23.9696666666,10.0208333333
437.20,8.40408333333,13.9828333333,10.3685,12.3111666667,7.51908333333,7.35441666667,6.74525,8.3895,24.0800833333,10.05175
437.56,8.41608333333,14.0325833333,10.4045,12.3424166667,7.54966666666,7.38183333333,6.75008333333,8.41041666667,24.1178333333,10.052
437.91,8.44975,14.0695,10.4320833333,12.3783333333,7.59941666667,7.40666666667,6.75825,8.43241666667,24.192,10.09925
438.27,8.42275,14.0650833333,10.4260833333,12.3664166667,7.6145,7.39583333333,6.72941666667,8.43175,24.16725,10.0778333333
438.62,8.43333333333,14.1,10.4179166667,12.3655,7.62833333333,7.39491666666,6.75183333333,8.44083333333,24.2058333334,10.0925
438.98,8.41566666667,14.08375,10.4145833333,12.3455,7.60858333333,7.34791666667,6.73991666667,8.40508333333,24.2349166667,10.1050833333
439.33,8.39533333333,14.0779166666,10.4179166667,12.3249166666,7.5995,7.3275,6.729,8.40125,24.2359166667,10.1123333333
439.69,8.36625,14.07325,10.3969166667,12.28975,7.56658333334,7.29325,6.69433333334,8.3865,24.2501666666,10.08525
440.04,8.31825,14.014,10.3426666667,12.2368333333,7.52491666667,7.25566666667,6.65166666667,8.337,24.21825,10.0546666667
440.40,8.3675,14.0644166667,10.395,12.291,7.58208333333,7.31216666667,6.70908333334,8.3855,24.28825,10.1271666667
440.75,8.34125,14.0264166667,10.37275,12.25325,7.55333333333,7.28433333334,6.66191666667,8.34933333333,24.2698333333,10.1015833333
441.11,8.34283333333,13.9838333333,10.353,12.22675,7.56441666667,7.25816666666,6.64416666667,8.32075,24.2179166667,10.1140833333
441.47,8.35758333333,13.9674166667,10.3639166667,12.2045833333,7.57466666667,7.25408333333,6.64683333333,8.32333333333,24.26725,10.1399166667
441.82,8.32225,13.9283333333,10.3319166667,12.1664166667,7.53725,7.22708333333,6.6325,8.29316666667,24.24,10.1145833333
442.18,8.38575,13.97,10.3703333333,12.19025,7.59925,7.30433333333,6.69833333333,8.34633333333,24.29,10.1951666667
442.53,8.36366666667,13.92875,10.3538333333,12.1459166667,7.58341666667,7.29833333334,6.68091666667,8.336,24.26,10.1990833333
442.89,8.38575,13.8998333333,10.34575,12.1245,7.60241666667,7.34058333333,6.69925,8.34108333333,24.251,10.2085833333
443.24,8.42408333334,13.8955833333,10.3504166667,12.1110833333,7.63166666666,7.39066666667,6.72233333333,8.36725,24.281,10.2369166667
443.60,8.39133333333,13.84175,10.29675,12.0456666666,7.64483333333,7.37466666667,6.71383333333,8.34725,24.2275,10.24375
443.95,8.36983333333,13.7908333333,10.27025,11.991,7.6355,7.38558333333,6.72658333333,8.32716666667,24.2120833333,10.2359166667
444.31,8.35283333333,13.72175,10.2131666667,11.9234166667,7.6175,7.3875,6.71566666667,8.30541666667,24.14675,10.2205833333
444.66,8.38058333333,13.7195,10.2373333333,11.9205833333,7.66908333333,7.44033333333,6.76541666667,8.32933333334,24.17425,10.2831666667
445.02,8.311,13.632,10.1621666667,11.8205833333,7.61791666667,7.41758333333,6.74083333333,8.26966666666,24.13425,10.2429166667
445.37,8.25058333333,13.5531666667,10.08925,11.74775,7.56883333333,7.38941666667,6.70575,8.21216666667,24.07175,10.215
445.72,8.24,13.4961666667,10.0424166667,11.6920833334,7.54925,7.37516666666,6.68758333333,8.18483333333,24.03575,10.2265
446.08,8.2125,13.4373333333,9.99525,11.6285833334,7.51083333334,7.35708333333,6.66991666667,8.13783333333,24.0196666667,10.2129166667
446.43,8.19575,13.3833333333,9.96883333333,11.5694166667,7.50558333333,7.3525,6.66633333333,8.10783333333,23.98775,10.1929166666
446.79,8.17283333333,13.3491666667,9.93408333334,11.5346666667,7.49491666667,7.35666666667,6.66325,8.10033333333,23.95075,10.2136666667
447.14,8.11641666667,13.273,9.86125000001,11.4649166666,7.44508333333,7.313,6.61791666667,8.024,23.8689166667,10.1764166667
447.50,8.15408333334,13.25825,9.88683333334,11.4575833333,7.46475,7.35358333333,6.662,8.02583333333,23.8730833333,10.1944166667
447.85,8.171,13.2285833333,9.87974999999,11.425,7.47033333333,7.36791666667,6.66975,8.02983333333,23.8325833334,10.2214166667
448.21,8.12566666667,13.16175,9.84475,11.3621666667,7.43208333333,7.34233333334,6.62508333333,7.98741666667,23.799,10.18975
448.56,8.08775,13.0748333333,9.76349999999,11.29025,7.39183333333,7.32025,6.605,7.94583333333,23.72475,10.1429166667
448.92,8.10375,13.0556666667,9.75666666667,11.2675833333,7.40358333333,7.34225,6.60033333333,7.94975,23.6960833333,10.16925
449.27,8.1385,13.06375,9.76291666668,11.2580833333,7.42533333333,7.36958333333,6.62808333333,7.96758333333,23.6901666667,10.2068333333
449.62,8.18325,13.1050833333,9.80425,11.2655,7.45241666667,7.41625,6.685,8.00666666666,23.7210833333,10.2450833333
449.98,8.16675,13.06225,9.78491666667,11.2193333333,7.43333333333,7.41983333333,6.66958333333,8.02108333333,23.6706666666,10.2514166667
450.33,8.15333333333,13.0341666667,9.76908333332,11.2048333333,7.43233333333,7.42333333333,6.65791666666,8.02366666666,23.6408333333,10.27025
450.69,8.17358333333,13.0221666667,9.76833333332,11.172,7.44008333333,7.4365,6.65258333333,8.02583333333,23.6549166667,10.2751666667
451.04,8.20425,13.01525,9.77391666666,11.1816666667,7.48458333333,7.47775,6.67808333333,8.07983333333,23.6953333333,10.3136666667
451.40,8.17233333333,12.98325,9.75841666666,11.1496666667,7.47241666667,7.4935,6.66308333333,8.08816666667,23.7035833333,10.3239166667
451.75,8.17625,12.96975,9.77016666666,11.1405,7.47691666666,7.48666666667,6.66333333333,8.0745,23.72875,10.3445833333
452.10,8.23725,13.03075,9.81491666667,11.1785,7.54725,7.55091666667,6.74375,8.14733333333,23.7905,10.4231666666
452.46,8.279,13.08025,9.85775,11.2285,7.58566666667,7.60016666667,6.78291666667,8.19358333333,23.85675,10.47825
452.81,8.31483333333,13.1101666667,9.90375000001,11.288,7.62316666667,7.64733333333,6.84883333333,8.24966666667,23.8850833333,10.5238333333
453.17,8.31016666666,13.1,9.89425,11.2960833333,7.647,7.6695,6.85633333333,8.26566666667,23.8916666667,10.5143333333
453.52,8.334,13.07825,9.918,11.327,7.69958333334,7.71466666667,6.89658333333,8.30466666667,23.91925,10.5509166667
453.87,8.39616666667,13.1185833333,9.95875000001,11.38275,7.7605,7.74641666667,6.9595,8.33366666667,23.9709166666,10.5924166667
454.23,8.45108333333,13.18625,9.98974999999,11.4278333333,7.80133333333,7.77741666667,7.006,8.37891666666,24.0283333333,10.6299166667
454.58,8.44825,13.2088333333,10.0058333333,11.4624166666,7.80216666667,7.7965,7.04558333333,8.40566666667,24.0480833334,10.6418333333
454.93,8.43633333333,13.2139166667,10.00725,11.4265833333,7.77183333333,7.78166666667,7.05591666667,8.38075,24.0543333333,10.6396666667
455.29,8.49825,13.26425,10.0266666667,11.461,7.79858333334,7.80375,7.085,8.41191666667,24.1028333333,10.6740833333
455.64,8.55183333333,13.3356666666,10.0766666667,11.5315833333,7.85383333333,7.87783333334,7.14916666666,8.47875,24.155,10.71
456.00,8.58433333333,13.35775,10.1134166667,11.5735833333,7.86866666667,7.89175,7.16383333333,8.4925,24.19425,10.7301666667
456.35,8.6405,13.435,10.1705833333,11.6134166667,7.8905,7.91441666667,7.2175,8.55208333333,24.282,10.7773333333
456.70,8.72008333333,13.5421666667,10.2475833333,11.6943333333,7.96358333333,7.9835,7.29316666667,8.62675,24.4171666667,10.8464166667
457.06,8.74216666666,13.5715,10.2884166667,11.7243333333,7.95083333333,7.99225,7.30025,8.63258333333,24.47575,10.8558333333
457.41,8.77916666666,13.64925,10.34225,11.77675,7.9665,8.023,7.31141666667,8.66608333333,24.5419166667,10.8974166667
