wavelength,Back_DacBerf,Belly_DacBerf,Breast_DacBerf,Crissum_DacBerf,Crown_DacBerf,DorTail_DacBerf,Rump_DacBerf,Throat_DacBerf,WingTip_DacBerf
336.84,4.58833333333,12.5583333333,10.6123333333,7.231,5.285,6.71266666667,5.0855,6.5895,5.897
337.21,5.042,12.736,10.749,7.58433333333,5.83333333333,6.86833333333,5.31983333333,6.755,6.30466666667
337.57,4.77033333333,12.5343333333,10.341,7.564,5.48766666667,6.555,4.9955,6.292,5.921
337.94,4.71133333333,12.709,10.5923333333,7.586,5.60933333333,6.78733333333,5.25516666667,6.437,6.11166666667
338.31,4.447,12.9646666667,10.7453333333,7.641,5.68366666667,6.994,5.40133333333,6.4985,6.421
338.67,4.85633333333,13.283,11.095,7.81666666667,5.873,7.44266666667,5.72233333333,6.3445,6.662
339.04,4.985,13.2146666667,11.2876666667,7.86366666667,5.977,7.66033333333,5.74916666667,6.416,7.17266666667
339.40,5.06266666667,13.0096666667,11.0976666667,7.88966666667,5.881,7.80066666667,5.6745,6.4645,7.363
339.77,5.21166666667,13.1936666667,11.0976666667,7.958,5.73366666667,8.12666666667,5.573,6.3595,7.30766666667
340.14,5.344,13.2096666667,11.0053333333,7.826,5.558,8.22233333333,5.34,6.3035,7.23933333333
340.50,5.73233333333,13.4556666667,11.354,7.99833333333,5.69266666667,8.42133333333,5.56333333333,6.6925,7.41
340.87,5.782,13.4186666667,11.5173333333,7.823,5.76633333333,8.26533333333,5.63066666667,6.81,7.34166666667
341.23,5.37966666667,13.3686666667,11.2063333333,7.43466666667,5.349,7.93533333333,5.2645,6.6845,6.93466666667
341.60,5.52266666667,13.254,11.3343333333,7.259,5.20266666667,7.86866666667,5.214,6.901,6.924
341.96,5.74966666667,13.1563333333,11.507,7.43666666667,5.303,7.98166666667,5.26933333333,6.968,7.104
342.33,5.68133333333,12.8903333333,11.399,7.17233333333,5.07733333333,7.67933333333,5.092,6.9785,6.874
342.70,5.69133333333,13.116,11.5883333333,7.373,5.111,7.645,5.262,7.3695,7.02066666667
343.06,5.642,13.26,11.607,7.29466666667,5.182,7.63966666667,5.31833333333,7.4925,6.82066666667
343.43,5.84766666667,13.6686666667,11.908,7.29033333333,5.40933333333,7.53766666667,5.52266666667,7.711,6.87333333333
343.79,6.02266666667,13.7423333333,11.9756666667,7.46933333333,5.57733333333,7.51766666667,5.616,7.876,7.156
344.16,6.04933333333,13.728,12.133,7.541,5.56166666667,7.30066666667,5.6335,7.9705,7.14233333333
344.52,6.041,13.6023333333,12.1626666667,7.48033333333,5.60166666667,7.257,5.56783333333,7.987,7.11533333333
344.89,5.80033333333,13.519,12.1023333333,7.438,5.58,7.251,5.5065,8.0395,6.99
345.25,5.77666666667,13.349,12.24,7.447,5.552,7.26866666667,5.615,7.9225,6.97833333333
345.62,5.77866666667,13.5443333333,12.1866666667,7.46433333333,5.78533333333,7.215,5.677,7.9595,6.93933333333
345.99,5.83166666667,13.8813333333,12.1133333333,7.554,5.89033333333,7.18866666667,5.626,8.229,6.947
346.35,6.14366666667,14.1196666667,12.385,7.89166666667,6.25466666667,7.55233333333,5.97733333333,8.3155,7.26533333333
346.72,5.814,13.894,12.27,7.66066666667,6.08233333333,7.405,5.82716666667,7.9945,7.22166666667
347.08,5.84466666667,13.9323333333,12.2963333333,7.79066666667,6.115,7.45433333333,5.82183333333,8.0545,7.34866666667
347.45,5.43333333333,13.7386666667,12.1213333333,7.665,5.86933333333,7.196,5.52916666667,7.8135,7.15633333333
347.81,5.572,13.874,12.327,7.71366666667,5.98866666667,7.30366666667,5.69766666667,7.8225,7.11866666667
348.18,5.54333333333,13.8186666667,12.3146666667,7.563,6.06466666667,7.42433333333,5.649,7.7015,7.127
348.54,5.48066666667,13.8833333333,12.2676666667,7.57166666667,5.982,7.367,5.70133333333,7.5285,7.30733333333
348.91,5.53566666667,13.8953333333,12.1996666667,7.601,5.727,7.24433333333,5.62183333333,7.2645,7.33066666667
349.27,5.86,14.2686666667,12.436,7.86333333333,5.886,7.719,5.85,7.548,7.673
349.64,5.88133333333,14.2753333333,12.3976666667,8.034,5.79,7.67433333333,5.78016666667,7.507,7.68066666667
350.00,5.71033333333,14.0193333333,12.4016666667,7.68533333333,5.353,7.38666666667,5.55133333333,7.094,7.42566666667
350.37,5.66166666667,14.032,12.3143333333,7.61766666667,5.192,7.17333333333,5.27883333333,7.0355,7.21233333333
350.73,6.02866666667,14.222,12.3823333333,7.735,5.322,7.15566666667,5.32866666667,7.2865,7.26366666667
351.10,6.14833333333,14.2243333333,12.3033333333,7.51366666667,5.21333333333,7.00133333333,5.305,7.166,7.05233333333
351.46,6.33633333333,14.142,12.3963333333,7.57966666667,5.35066666667,7.247,5.42566666667,7.3755,7.06466666667
351.83,6.23,14.09,12.304,7.674,5.29,7.132,5.29616666667,7.4685,7.014
352.19,6.23733333333,14.2806666667,12.3023333333,7.77066666667,5.168,6.961,5.35983333333,7.576,6.856
352.55,6.322,14.348,12.165,7.84766666667,5.12333333333,6.86966666667,5.36566666667,7.8415,6.80766666667
352.92,6.42366666667,14.482,12.3913333333,8.04,5.24433333333,7.019,5.58183333333,8.186,7.01933333333
353.28,6.30466666667,14.3596666667,12.236,7.92266666667,5.04733333333,6.756,5.41116666667,8.103,6.81566666667
353.65,6.54233333333,14.4116666667,12.5156666667,8.04133333333,5.19066666667,6.90366666667,5.61783333333,8.329,6.95133333333
354.01,6.67133333333,14.4166666667,12.5486666667,8.18866666667,5.37566666667,6.99233333333,5.76083333333,8.624,7.03333333333
354.38,6.672,14.3423333333,12.5433333333,8.07966666667,5.196,6.949,5.86516666667,8.711,7.01833333333
354.74,6.54066666667,14.272,12.566,8.15066666667,5.18033333333,7.006,5.8295,8.672,6.83566666667
355.11,6.28866666667,14.1576666667,12.6046666667,8.213,5.10166666667,6.88733333333,5.72,8.626,6.82066666667
355.47,6.359,14.3256666667,12.654,8.25766666667,5.36666666667,6.86066666667,5.82016666667,8.819,6.93666666667
355.83,6.486,14.408,12.8406666667,8.307,5.515,6.903,5.9585,8.985,7.00866666667
356.20,6.46433333333,14.3846666667,12.9396666667,8.24133333333,5.605,6.92033333333,5.9,8.9975,7.09133333333
356.56,6.53733333333,14.5356666667,13.1356666667,8.30933333333,5.73833333333,7.036,5.97483333333,9.0495,7.14333333333
356.93,6.362,14.4083333333,13.0696666667,8.20666666667,5.755,6.95833333333,5.92583333333,8.926,7.11366666667
357.29,6.33633333333,14.472,13.1983333333,8.244,5.83166666667,6.91633333333,6.02933333333,8.7695,7.164
357.66,5.97833333333,14.3456666667,13.068,8.00066666667,5.63033333333,6.70266666667,5.83383333333,8.358,6.879
358.02,5.82866666667,14.4536666667,13.0413333333,8.07133333333,5.59133333333,6.65866666667,5.75633333333,8.117,6.84333333333
358.38,5.94233333333,14.588,13.0903333333,8.18633333333,5.842,6.77466666667,5.8205,8.196,6.995
358.75,5.979,14.6156666667,13.049,8.185,5.89433333333,6.887,5.86133333333,8.192,7.03266666667
359.11,6.085,14.657,13.0013333333,8.12,5.86866666667,7.01733333333,5.744,7.986,6.92966666667
359.48,6.10733333333,14.695,12.9793333333,8.11733333333,5.66333333333,7.12133333333,5.5845,7.8295,6.82666666667
359.84,5.97833333333,14.6313333333,12.825,8.11966666667,5.604,7.06666666667,5.52016666667,7.6795,6.82433333333
360.20,6.07866666667,14.7173333333,12.8356666667,8.28866666667,5.62666666667,7.10666666667,5.63716666667,7.7935,6.911
360.57,6.00333333333,14.716,12.8173333333,8.332,5.606,7.09133333333,5.68466666667,7.7945,6.934
360.93,6.12033333333,14.916,12.8196666667,8.35733333333,5.51266666667,7.02966666667,5.59883333333,7.7745,6.76
361.29,6.146,14.9856666667,12.764,8.42266666667,5.572,7.05433333333,5.58583333333,7.8975,6.79066666667
361.66,6.41933333333,15.1853333333,12.8306666667,8.61166666667,5.70766666667,7.22766666667,5.70583333333,8.2135,7.003
362.02,6.54066666667,15.1963333333,12.7963333333,8.49166666667,5.75266666667,7.37166666667,5.6705,8.337,6.945
362.39,6.38233333333,15.1223333333,12.776,8.444,5.65866666667,7.37933333333,5.55433333333,8.198,6.746
362.75,6.21666666667,15.1113333333,12.7666666667,8.38733333333,5.523,7.22433333333,5.47416666667,8.1315,6.68266666667
363.11,6.28533333333,15.2556666667,12.87,8.55733333333,5.682,7.19166666667,5.67266666667,8.341,6.77066666667
363.48,6.305,15.202,12.8886666667,8.64466666667,5.69333333333,7.085,5.71983333333,8.488,6.80966666667
363.84,6.41066666667,15.354,13.035,8.59433333333,5.65433333333,7.12433333333,5.76866666667,8.511,6.79066666667
364.20,6.404,15.329,12.9776666667,8.537,5.60833333333,7.15966666667,5.72083333333,8.4365,6.74033333333
364.57,6.42266666667,15.2616666667,12.942,8.41566666667,5.54866666667,7.03866666667,5.61316666667,8.311,6.66033333333
364.93,6.40033333333,15.161,12.866,8.33833333333,5.54833333333,7.05566666667,5.62783333333,8.261,6.61733333333
365.29,6.21266666667,15.094,12.8746666667,8.17866666667,5.48166666667,6.915,5.5065,8.191,6.46633333333
365.66,6.03166666667,15.0496666667,12.9643333333,8.07166666667,5.42833333333,6.86933333333,5.39283333333,8.08,6.354
366.02,5.76866666667,14.9093333333,12.8106666667,7.95633333333,5.26366666667,6.54066666667,5.20866666667,7.914,6.27033333333
366.38,5.77833333333,14.9563333333,12.936,7.938,5.23866666667,6.47466666667,5.24483333333,7.9905,6.394
366.75,5.90733333333,14.941,13.0676666667,7.96633333333,5.30833333333,6.45566666667,5.27833333333,8.025,6.439
367.11,5.77066666667,14.8406666667,13.1296666667,7.898,5.121,6.378,5.15733333333,7.9935,6.31833333333
367.47,5.59366666667,14.806,13.01,7.75233333333,4.968,6.28333333333,5.06183333333,7.7845,6.18966666667
367.84,5.475,14.747,12.9023333333,7.80333333333,4.90133333333,6.15133333333,4.90116666667,7.6855,6.04
368.20,5.414,14.915,13.0643333333,7.775,5.01033333333,6.13933333333,4.94816666667,7.657,6.00633333333
368.56,5.29466666667,14.9546666667,13.0753333333,7.918,5.03233333333,6.275,4.903,7.69,5.94833333333
368.93,5.28533333333,15.1006666667,13.158,8.04866666667,5.19066666667,6.38566666667,4.974,7.8315,6.05033333333
369.29,5.554,15.313,13.3366666667,8.27766666667,5.392,6.609,5.157,8.024,6.16866666667
369.65,5.67866666667,15.4123333333,13.3866666667,8.41633333333,5.55966666667,6.797,5.33933333333,8.1235,6.259
370.01,5.79566666667,15.534,13.6006666667,8.532,5.74133333333,6.93933333333,5.50366666667,8.2525,6.25833333333
370.38,5.86533333333,15.666,13.582,8.69,5.87366666667,7.043,5.539,8.374,6.25233333333
370.74,5.87933333333,15.7156666667,13.4586666667,8.68066666667,5.888,7.11333333333,5.54716666667,8.5345,6.18866666667
371.10,6.18433333333,15.9793333333,13.6173333333,8.971,6.246,7.498,5.80133333333,8.9095,6.421
371.46,6.26166666667,16.1353333333,13.7286666667,9.155,6.355,7.68233333333,5.929,8.9725,6.53366666667
371.83,6.22733333333,16.082,13.7606666667,9.05266666667,6.36466666667,7.73866666667,5.95516666667,9.0265,6.51733333333
372.19,6.27333333333,15.9916666667,13.596,9.05733333333,6.32533333333,7.74733333333,5.88866666667,9.061,6.51366666667
372.55,6.361,16.057,13.638,9.028,6.40933333333,7.70066666667,5.9675,9.056,6.513
372.92,6.42533333333,15.9613333333,13.663,9.10233333333,6.39733333333,7.67233333333,5.961,9.0945,6.57233333333
373.28,6.319,15.9136666667,13.511,8.99266666667,6.28333333333,7.622,5.91083333333,9.0245,6.51866666667
373.64,6.292,15.8756666667,13.425,8.978,6.11266666667,7.51533333333,5.71016666667,9.0975,6.33166666667
374.00,6.31866666667,15.9103333333,13.4216666667,9.046,6.06033333333,7.63666666667,5.75366666667,9.1735,6.37466666667
374.37,6.24333333333,15.7293333333,13.1806666667,8.97833333333,6.049,7.53566666667,5.65083333333,9.0855,6.287
374.73,6.279,15.7733333333,13.2173333333,9.059,6.08233333333,7.57833333333,5.70533333333,9.0645,6.29833333333
375.09,5.86666666667,15.533,12.9476666667,8.74566666667,5.73866666667,7.13933333333,5.40183333333,8.608,6.04033333333
375.45,5.877,15.5916666667,13.0003333333,8.74933333333,5.82433333333,7.135,5.49166666667,8.6335,6.07866666667
375.81,5.95933333333,15.764,13.0133333333,8.889,5.94833333333,7.173,5.62783333333,8.772,6.205
376.18,5.89066666667,15.7886666667,13.064,8.95433333333,5.97066666667,7.20566666667,5.6705,8.7595,6.24066666667
376.54,5.81233333333,15.7293333333,13.0153333333,8.868,5.84466666667,7.203,5.62033333333,8.6865,6.18233333333
376.90,5.78033333333,15.697,12.995,8.799,5.80433333333,7.145,5.62016666667,8.587,6.15633333333
377.26,5.76033333333,15.6313333333,12.955,8.772,5.77066666667,7.06433333333,5.56683333333,8.533,6.13666666667
377.63,5.7,15.638,12.989,8.75833333333,5.77833333333,7.07566666667,5.653,8.4135,6.30533333333
377.99,5.659,15.599,12.963,8.69533333333,5.76566666667,7.01666666667,5.55733333333,8.2935,6.28966666667
378.35,5.67133333333,15.7573333333,12.9793333333,8.68066666667,5.72066666667,6.951,5.59516666667,8.269,6.29966666667
378.71,5.59433333333,15.7476666667,12.9276666667,8.747,5.73566666667,6.886,5.55983333333,8.1945,6.314
379.07,5.64133333333,15.773,12.86,8.76366666667,5.74966666667,6.953,5.612,8.2065,6.327
379.44,5.46033333333,15.582,12.7163333333,8.58766666667,5.54866666667,6.80466666667,5.40966666667,8.1165,6.085
379.80,5.40233333333,15.4113333333,12.5326666667,8.467,5.33066666667,6.703,5.20183333333,7.849,5.947
380.16,5.46366666667,15.4623333333,12.4436666667,8.502,5.304,6.631,5.19966666667,7.829,5.91666666667
380.52,5.70533333333,15.6186666667,12.5646666667,8.69466666667,5.53333333333,6.71633333333,5.379,7.944,6.08266666667
380.88,5.68966666667,15.693,12.5206666667,8.76166666667,5.63833333333,6.68166666667,5.37066666667,7.981,6.07233333333
381.24,5.79366666667,15.6656666667,12.5206666667,8.816,5.68466666667,6.74666666667,5.43316666667,8.0145,6.08033333333
381.61,5.77933333333,15.6163333333,12.437,8.701,5.652,6.61,5.46266666667,7.996,5.94466666667
381.97,5.715,15.71,12.368,8.708,5.61433333333,6.549,5.53566666667,8.119,5.94466666667
382.33,5.662,15.568,12.2426666667,8.64466666667,5.56,6.571,5.44766666667,8.0295,5.91566666667
382.69,5.75266666667,15.6153333333,12.2813333333,8.55433333333,5.52133333333,6.58933333333,5.48816666667,8.063,5.95966666667
383.05,5.93033333333,15.769,12.375,8.694,5.62566666667,6.67466666667,5.575,8.2015,6.12766666667
383.41,6.15833333333,15.9626666667,12.5496666667,8.94833333333,5.797,6.83466666667,5.8105,8.365,6.37033333333
383.77,6.09833333333,15.979,12.5876666667,8.95366666667,5.87866666667,6.843,5.82316666667,8.444,6.371
384.14,6.05866666667,15.9113333333,12.6923333333,8.94166666667,5.91633333333,6.867,5.828,8.5165,6.36033333333
384.50,5.847,15.778,12.5976666667,8.76633333333,5.78266666667,6.77633333333,5.61933333333,8.4505,6.23966666667
384.86,5.79166666667,15.8006666667,12.6063333333,8.798,5.69233333333,6.778,5.59433333333,8.447,6.26133333333
385.22,5.74333333333,15.8036666667,12.6276666667,8.796,5.67233333333,6.77566666667,5.5095,8.443,6.292
385.58,5.832,15.9613333333,12.7336666667,8.989,5.83466666667,6.93366666667,5.58166666667,8.5905,6.433
385.94,5.91833333333,15.929,12.7193333333,9.06366666667,5.931,6.96666666667,5.60166666667,8.509,6.43266666667
386.30,5.872,15.9183333333,12.7963333333,9.10533333333,5.83233333333,6.94,5.585,8.546,6.411
386.66,5.89033333333,16.0356666667,12.8606666667,9.19133333333,5.872,7.002,5.59066666667,8.571,6.37666666667
387.03,5.84633333333,16.0056666667,12.855,9.11,5.844,6.948,5.54566666667,8.507,6.28366666667
387.39,5.70233333333,15.8146666667,12.6546666667,8.95066666667,5.70233333333,6.79366666667,5.3755,8.288,6.10366666667
387.75,5.78266666667,15.879,12.6326666667,8.98766666667,5.68066666667,6.803,5.3765,8.287,6.147
388.11,5.698,15.804,12.471,8.89933333333,5.592,6.68733333333,5.27033333333,8.0965,6.032
388.47,5.76066666667,15.9213333333,12.4276666667,8.99866666667,5.64966666667,6.716,5.31833333333,8.144,6.03266666667
388.83,5.78833333333,15.8803333333,12.3723333333,8.877,5.58233333333,6.65866666667,5.28533333333,8.196,5.94833333333
389.19,5.73833333333,15.8963333333,12.3493333333,8.85133333333,5.54966666667,6.56733333333,5.30466666667,8.179,5.93233333333
389.55,5.60433333333,15.7736666667,12.1943333333,8.771,5.37533333333,6.436,5.14766666667,8.1085,5.79866666667
389.91,5.607,15.8553333333,12.2426666667,8.79366666667,5.377,6.48966666667,5.155,8.106,5.82766666667
390.27,5.71233333333,15.991,12.34,8.84733333333,5.49933333333,6.51,5.27066666667,8.1755,5.92533333333
390.63,5.69966666667,15.9283333333,12.2786666667,8.836,5.49,6.46333333333,5.29016666667,8.199,5.972
391.00,5.67433333333,15.9563333333,12.307,8.904,5.48233333333,6.46433333333,5.33783333333,8.245,6.002
391.36,5.75033333333,16.1483333333,12.439,9.00566666667,5.57466666667,6.527,5.41666666667,8.4075,6.101
391.72,5.78033333333,16.1376666667,12.483,9.09,5.66333333333,6.55266666667,5.52483333333,8.515,6.139
392.08,5.81433333333,16.22,12.5446666667,9.101,5.637,6.58933333333,5.521,8.602,6.18
392.44,5.73433333333,16.1043333333,12.4993333333,9.022,5.531,6.50433333333,5.49066666667,8.561,6.156
392.80,5.78766666667,16.187,12.5633333333,9.172,5.69033333333,6.57033333333,5.5555,8.6185,6.23866666667
393.16,5.92633333333,16.2653333333,12.625,9.293,5.72033333333,6.68333333333,5.6615,8.7685,6.29166666667
393.52,6.06,16.3656666667,12.6986666667,9.37833333333,5.83333333333,6.73866666667,5.77633333333,8.7955,6.31966666667
393.88,6.159,16.3676666667,12.735,9.46466666667,5.871,6.744,5.8645,8.954,6.37733333333
394.24,6.276,16.3936666667,12.7443333333,9.58766666667,5.95033333333,6.827,5.89283333333,9.0695,6.38066666667
394.60,6.27533333333,16.5016666667,12.7246666667,9.621,5.954,6.85866666667,5.90783333333,9.152,6.43166666667
394.96,6.29333333333,16.49,12.673,9.55666666667,5.97533333333,6.867,5.83866666667,9.15,6.40233333333
395.32,6.34466666667,16.4526666667,12.598,9.50966666667,5.97933333333,6.84033333333,5.84166666667,9.1405,6.43666666667
395.68,6.29833333333,16.4756666667,12.5423333333,9.46533333333,5.934,6.78433333333,5.76916666667,9.091,6.44266666667
396.04,6.30833333333,16.457,12.512,9.54,5.98233333333,6.785,5.84433333333,9.1515,6.493
396.40,6.367,16.5313333333,12.5336666667,9.663,6.06333333333,6.79,5.84516666667,9.2505,6.49333333333
396.76,6.299,16.4946666667,12.4666666667,9.62366666667,6.029,6.81566666667,5.81533333333,9.206,6.456
397.12,6.201,16.413,12.3833333333,9.533,6.01333333333,6.73866666667,5.70066666667,9.072,6.37966666667
397.48,6.114,16.319,12.2633333333,9.45833333333,5.93966666667,6.66533333333,5.61533333333,9.035,6.356
397.84,5.97366666667,16.245,12.23,9.365,5.85766666667,6.498,5.492,8.94,6.24633333333
398.20,5.842,16.205,12.084,9.25366666667,5.79566666667,6.354,5.419,8.8225,6.15833333333
398.56,5.82833333333,16.1126666667,12.1236666667,9.25,5.82833333333,6.30466666667,5.41633333333,8.7215,6.113
398.92,5.81333333333,16.0923333333,12.116,9.33833333333,5.83366666667,6.287,5.471,8.8055,6.11666666667
399.28,5.81,16.1116666667,12.0773333333,9.37266666667,5.87866666667,6.27233333333,5.4175,8.811,6.09366666667
399.64,5.88366666667,16.19,12.158,9.43566666667,5.95166666667,6.37466666667,5.4755,8.934,6.11566666667
400.00,5.894,16.245,12.2306666667,9.49333333333,5.97366666667,6.41133333333,5.49166666667,9.0255,6.12133333333
400.36,5.972,16.207,12.2556666667,9.51466666667,5.98766666667,6.45533333333,5.54083333333,9.0975,6.18633333333
400.72,5.95566666667,16.274,12.306,9.51566666667,5.924,6.418,5.55516666667,9.096,6.163
401.08,6.02733333333,16.39,12.3603333333,9.60366666667,5.98,6.44033333333,5.65083333333,9.1855,6.22033333333
401.44,6.13266666667,16.5486666667,12.4726666667,9.719,6.08133333333,6.51133333333,5.7365,9.289,6.38
401.80,6.232,16.606,12.4986666667,9.758,6.122,6.63566666667,5.7525,9.3245,6.44466666667
402.16,6.28866666667,16.6483333333,12.5833333333,9.83866666667,6.16966666667,6.75566666667,5.80033333333,9.4225,6.48
402.52,6.33433333333,16.653,12.5043333333,9.84166666667,6.17433333333,6.78833333333,5.7795,9.5335,6.46966666667
402.88,6.37766666667,16.7443333333,12.4786666667,9.822,6.192,6.77766666667,5.803,9.5755,6.47233333333
403.24,6.383,16.7326666667,12.4806666667,9.86033333333,6.11,6.82633333333,5.86416666667,9.6345,6.45133333333
403.60,6.36333333333,16.6263333333,12.4443333333,9.82033333333,6.06766666667,6.74333333333,5.85566666667,9.5715,6.416
403.95,6.44833333333,16.676,12.3753333333,9.83633333333,6.11033333333,6.70233333333,5.889,9.5665,6.46366666667
404.31,6.362,16.7126666667,12.3136666667,9.73133333333,6.079,6.65533333333,5.83416666667,9.4895,6.42566666667
404.67,6.39366666667,16.664,12.2406666667,9.75166666667,6.06733333333,6.64266666667,5.839,9.502,6.42133333333
405.03,6.42966666667,16.693,12.1996666667,9.80133333333,6.10233333333,6.69666666667,5.86516666667,9.5685,6.42566666667
405.39,6.38166666667,16.5743333333,12.1173333333,9.75166666667,5.99733333333,6.70066666667,5.829,9.4835,6.35066666667
405.75,6.37166666667,16.5703333333,12.0306666667,9.73766666667,6.009,6.74133333333,5.84733333333,9.536,6.31266666667
406.11,6.386,16.5883333333,12.0343333333,9.69733333333,5.968,6.73033333333,5.8535,9.4825,6.35366666667
406.47,6.319,16.55,12.006,9.70433333333,5.91633333333,6.68266666667,5.8025,9.441,6.339
406.83,6.283,16.4793333333,11.9756666667,9.69766666667,5.91066666667,6.68633333333,5.76183333333,9.387,6.357
407.19,6.29066666667,16.511,11.9956666667,9.70533333333,5.94433333333,6.70933333333,5.78483333333,9.3515,6.387
407.55,6.22666666667,16.5133333333,11.9456666667,9.70866666667,5.918,6.67533333333,5.78033333333,9.293,6.345
407.90,6.24366666667,16.484,11.9963333333,9.73033333333,5.97333333333,6.74633333333,5.79866666667,9.3875,6.32966666667
408.26,6.26833333333,16.4733333333,12.032,9.81866666667,5.975,6.788,5.87483333333,9.4245,6.35233333333
408.62,6.33033333333,16.5386666667,12.126,9.91433333333,6.06733333333,6.777,5.91516666667,9.5065,6.44866666667
408.98,6.23566666667,16.4806666667,12.1023333333,9.87233333333,6.01466666667,6.711,5.83416666667,9.5485,6.44366666667
409.34,6.27,16.588,12.1306666667,9.983,6.14066666667,6.752,5.85,9.6735,6.45966666667
409.70,6.28233333333,16.6616666667,12.1786666667,10.0963333333,6.19333333333,6.77366666667,5.9185,9.765,6.52966666667
410.06,6.257,16.6533333333,12.1706666667,10.1713333333,6.26766666667,6.76,5.9435,9.829,6.52966666667
410.42,6.305,16.651,12.231,10.1836666667,6.298,6.76333333333,5.96133333333,9.854,6.527
410.77,6.33633333333,16.7226666667,12.3236666667,10.3426666667,6.326,6.85333333333,6.034,9.9415,6.573
411.13,6.36033333333,16.6833333333,12.345,10.4106666667,6.35833333333,6.89033333333,6.02483333333,10.0225,6.61466666667
411.49,6.459,16.779,12.399,10.539,6.42766666667,7.00433333333,6.0775,10.1725,6.68
411.85,6.40266666667,16.7363333333,12.3723333333,10.4973333333,6.37133333333,6.98266666667,6.08016666667,10.077,6.67566666667
412.21,6.51066666667,16.7916666667,12.3746666667,10.589,6.42,7.04433333333,6.12983333333,10.1675,6.73233333333
412.57,6.52733333333,16.794,12.3206666667,10.5733333333,6.40266666667,7.13833333333,6.14683333333,10.205,6.73033333333
412.92,6.57366666667,16.8006666667,12.2886666667,10.5463333333,6.36633333333,7.16133333333,6.16666666667,10.2115,6.72566666667
413.28,6.537,16.7636666667,12.323,10.4786666667,6.33366666667,7.11166666667,6.1775,10.234,6.737
413.64,6.59166666667,16.7776666667,12.3176666667,10.488,6.293,7.08133333333,6.14783333333,10.193,6.75966666667
414.00,6.58533333333,16.773,12.289,10.4646666667,6.268,7.141,6.116,10.227,6.76833333333
414.36,6.63433333333,16.8566666667,12.238,10.4956666667,6.31533333333,7.18766666667,6.1795,10.2715,6.816
414.72,6.702,16.901,12.2036666667,10.4983333333,6.38366666667,7.176,6.20433333333,10.3015,6.79666666667
415.07,6.646,16.942,12.1543333333,10.4686666667,6.36766666667,7.09733333333,6.15766666667,10.276,6.728
415.43,6.624,16.9513333333,12.1453333333,10.4506666667,6.36066666667,7.089,6.15,10.29,6.70866666667
415.79,6.66933333333,16.9696666667,12.145,10.5246666667,6.358,7.077,6.09133333333,10.3585,6.698
416.15,6.61833333333,16.975,12.159,10.5096666667,6.31166666667,7.069,6.05983333333,10.3605,6.668
416.51,6.60566666667,17.0013333333,12.1816666667,10.5333333333,6.325,7.05066666667,6.06383333333,10.364,6.65466666667
416.86,6.66733333333,17.087,12.2446666667,10.6376666667,6.42866666667,7.08966666667,6.13,10.3805,6.70766666667
417.22,6.66633333333,17.0646666667,12.1906666667,10.6493333333,6.39666666667,7.06033333333,6.14216666667,10.3445,6.673
417.58,6.58766666667,17.0156666667,12.1563333333,10.586,6.373,7.01533333333,6.10816666667,10.3235,6.57733333333
417.94,6.58066666667,16.9743333333,12.148,10.5813333333,6.32366666667,6.927,6.09,10.315,6.556
418.29,6.592,16.9943333333,12.1673333333,10.6703333333,6.34566666667,6.952,6.09316666667,10.3885,6.56933333333
418.65,6.60333333333,16.987,12.183,10.707,6.369,6.95066666667,6.08816666667,10.413,6.58933333333
419.01,6.65466666667,17.0056666667,12.224,10.7633333333,6.452,6.999,6.13216666667,10.475,6.64833333333
419.37,6.673,16.9846666667,12.2146666667,10.779,6.466,6.97433333333,6.12566666667,10.4585,6.67633333333
419.73,6.63266666667,16.9966666667,12.1766666667,10.7456666667,6.43533333333,6.967,6.13133333333,10.456,6.67333333333
420.08,6.651,16.9903333333,12.1393333333,10.7586666667,6.48733333333,6.941,6.12566666667,10.4445,6.66866666667
420.44,6.66233333333,16.967,12.126,10.773,6.502,6.92666666667,6.14683333333,10.466,6.67233333333
420.80,6.628,16.934,12.0556666667,10.759,6.499,6.90366666667,6.11316666667,10.45,6.66966666667
421.16,6.64466666667,16.9436666667,12.072,10.785,6.51333333333,6.92166666667,6.09733333333,10.447,6.687
421.51,6.663,16.9466666667,12.0476666667,10.8226666667,6.50733333333,6.93366666667,6.09383333333,10.452,6.72533333333
421.87,6.71266666667,17.0176666667,12.0553333333,10.896,6.56533333333,6.99233333333,6.13283333333,10.5045,6.766
422.23,6.702,16.9903333333,12.0276666667,10.869,6.55833333333,6.97133333333,6.13583333333,10.4685,6.76333333333
422.58,6.69066666667,16.961,11.9513333333,10.811,6.53633333333,6.951,6.11466666667,10.467,6.74966666667
422.94,6.67733333333,16.9496666667,11.9196666667,10.7906666667,6.509,6.928,6.09933333333,10.4425,6.72866666667
423.30,6.665,16.9463333333,11.87,10.7813333333,6.50066666667,6.93833333333,6.08533333333,10.4615,6.706
423.66,6.684,16.9583333333,11.856,10.8286666667,6.54233333333,6.95033333333,6.09033333333,10.4795,6.71133333333
424.01,6.68133333333,16.9656666667,11.8466666667,10.832,6.52433333333,6.95133333333,6.092,10.4985,6.71866666667
424.37,6.67433333333,16.9756666667,11.8306666667,10.8186666667,6.54833333333,6.982,6.08766666667,10.518,6.71466666667
424.73,6.67833333333,16.9476666667,11.824,10.842,6.52133333333,6.994,6.09816666667,10.549,6.697
