wavelength,Back_TanInof,Belly_TanInof,Breast_TanInof,Crissum_TanInof,Crown_TanInof,DorTail_TanInof,Patch10_TanInof,Patch11_TanInof,Rump_TanInof,Throat_TanInof,WingTip_TanInof
367.11,10.1604166667,19.0716666666,17.7073333333,15.5550193355,8.169625,5.30575,58.1633333333,8.38408333332,17.8553333333,14.4575833333,5.95808333333
367.47,10.1893333333,19.2266666667,17.7605416667,15.6310383987,8.24429166666,5.30783333334,58.14325,8.44641666667,17.94375,14.554125,6.04416666667
367.84,10.14875,19.2104166667,17.6735,15.5866696623,8.255875,5.24508333333,57.7945833334,8.44458333334,17.84,14.5292083333,6.03916666667
368.20,10.0195833333,19.186,17.59875,15.551417756,8.18233333334,5.191125,57.64325,8.38774999999,17.8155833333,14.4447916667,5.90633333333
368.56,9.91216666666,19.1866666667,17.5784166667,15.4708137255,8.07366666666,5.12941666666,57.5081666666,8.32749999999,17.689,14.362375,5.78
368.93,9.92666666668,19.2131666667,17.58775,15.4997938453,8.001625,5.14104166667,57.4425833333,8.35008333332,17.69425,14.278,5.74583333333
369.29,9.89550000002,19.1980833333,17.613375,15.4708333334,7.95195833333,5.17795833333,57.3084166667,8.35074999999,17.6644166666,14.2726666667,5.71425
369.65,9.80416666666,19.1350833333,17.5479583333,15.4068523965,7.84375,5.06195833333,57.1375,8.33333333334,17.5844166667,14.2071666667,5.63083333333
370.01,9.74183333332,19.1628333334,17.4731666667,15.3609839325,7.79933333333,5.02225,56.85525,8.29958333333,17.5681666667,14.1544166667,5.57475
370.38,9.78858333333,19.23675,17.52825,15.4093940632,7.833875,4.989375,56.74825,8.28266666667,17.5246666667,14.1516666666,5.57491666667
370.74,9.94274999999,19.42,17.711875,15.5682627996,7.99308333333,5.12583333334,56.6840833333,8.39758333334,17.7151666666,14.372,5.69341666667
371.10,9.84058333331,19.3961666667,17.63575,15.5250087146,7.89,5.03529166667,56.3990833333,8.34258333332,17.6254166667,14.3656666667,5.59075
371.46,9.90599999999,19.50375,17.746375,15.661456427,7.964,5.06395833334,56.2571666667,8.41199999999,17.6996666667,14.4234583334,5.61208333333
371.83,9.85075000001,19.56325,17.8382916667,15.6972339325,7.902625,5.063625,56.3306666667,8.34641666666,17.7145833333,14.42925,5.542
372.19,9.90341666665,19.6483333333,17.9715,15.7355770697,7.979625,5.07720833333,56.2485,8.39108333334,17.7485,14.4905833333,5.60525
372.55,9.90883333333,19.6964166666,17.9642083334,15.7536830066,7.9615,5.04366666667,56.0375,8.36966666667,17.7745,14.468125,5.58816666667
372.92,9.88891666665,19.72325,17.988375,15.749745098,7.99191666667,5.02754166667,55.799,8.40583333333,17.7281666667,14.507625,5.57283333333
373.28,9.85949999998,19.71275,17.967625,15.764619281,8.01529166667,4.96775,55.456,8.34583333333,17.6425833334,14.424125,5.48608333334
373.64,9.99591666666,19.8829166667,18.0435,15.867874183,8.136375,5.06420833334,55.2439166667,8.40441666666,17.6840833333,14.502375,5.54983333333
374.00,10.0664166667,19.9349166667,18.1123333334,15.9372352941,8.21120833333,5.10129166667,55.1214166666,8.48933333334,17.7146666667,14.6175,5.56833333333
374.37,10.2025833333,20.07925,18.2637916667,16.073875817,8.36225,5.29720833333,54.9749166667,8.68308333333,17.8399166667,14.77875,5.694
374.73,10.1894166667,20.1395833333,18.2308333333,16.046291122,8.35658333333,5.313625,54.7663333333,8.67399999999,17.763,14.7427916667,5.66533333333
375.09,10.3260833333,20.3014166667,18.314625,16.1734534314,8.45258333333,5.419125,54.6604166667,8.75591666667,17.84425,14.8567083333,5.76625
375.45,10.3319166667,20.4156666667,18.3363333333,16.1636737473,8.41483333333,5.46579166667,54.53325,8.75483333333,17.8495,14.9274166667,5.78666666667
375.81,10.4948333333,20.5618333333,18.4649166666,16.2887965686,8.564375,5.54658333333,54.46675,8.88158333333,17.98225,14.9929583333,5.91958333333
376.18,10.5318333333,20.62675,18.4436666666,16.358,8.57270833333,5.59025,54.3308333333,8.90708333334,17.9853333333,15.0636666667,5.90141666667
376.54,10.4925833333,20.6066666666,18.4593333334,16.3746132897,8.51625,5.545875,54.1830833333,8.86041666666,17.9509166667,15.0563333333,5.87483333333
376.90,10.504,20.7275,18.4905,16.4174828431,8.57479166667,5.524875,54.1411666667,8.84066666667,17.9890833333,15.1153333333,5.88683333333
377.26,10.6510833333,20.941,18.5920833333,16.5434112201,8.65820833333,5.62525,54.0715,8.97158333332,18.1035833333,15.2395,6.02816666666
377.63,10.55,20.954,18.572125,16.4774455338,8.529375,5.52566666666,54.0075833333,8.85266666667,18.061,15.1443333333,5.90675
377.99,10.5425833333,21.0169166667,18.5800416667,16.5182905774,8.48154166667,5.48970833333,53.8783333333,8.7975,18.0265833334,15.12025,5.85358333334
378.35,10.4801666667,21.0330833333,18.49225,16.4764068627,8.369125,5.38795833333,53.71225,8.71408333334,17.9436666667,15.06325,5.77983333333
378.71,10.5294166667,21.091,18.5294166667,16.5673398693,8.40379166666,5.41075,53.5576666667,8.76583333333,17.9765,15.0931666666,5.81208333333
379.07,10.448,21.0825833333,18.4883333333,16.4877241285,8.37166666667,5.341375,53.3769166666,8.72891666667,17.89,15.0385,5.72966666667
379.44,10.3993333333,20.98175,18.353375,16.405670207,8.32008333333,5.218375,53.09525,8.63966666667,17.76075,14.915,5.61283333333
379.80,10.26525,20.9388333333,18.239125,16.3103809913,8.18154166667,5.10783333333,52.7719166667,8.5475,17.6134166667,14.8356666666,5.48566666667
380.16,10.2344166667,20.9628333333,18.221,16.2795710785,8.13225,5.01333333333,52.6023333333,8.48799999999,17.5295833333,14.7357916667,5.46591666667
380.52,10.1936666667,21.0453333334,18.1859583334,16.2667380174,8.109,4.98508333333,52.487,8.47441666667,17.4885833333,14.6790833333,5.43125
380.88,10.20525,21.10125,18.1964166667,16.3327587146,8.08954166666,4.97216666667,52.3485,8.46583333332,17.47175,14.620125,5.45616666667
381.24,10.1700833333,21.0945833334,18.1992916667,16.2643172658,8.05383333333,4.93445833333,52.1430833333,8.42233333334,17.4156666667,14.598625,5.37491666667
381.61,10.1674166667,21.141,18.1809166667,16.2886451525,8.07220833333,4.91325,51.9404166666,8.48133333333,17.4055833333,14.6328333333,5.39533333333
381.97,10.1565,21.1825,18.2356666667,16.3171941721,8.09766666667,4.89058333333,51.85275,8.52516666666,17.4111666667,14.6719583333,5.43241666667
382.33,10.09725,21.1653333333,18.2200833334,16.3056639434,8.05491666667,4.80458333333,51.74275,8.46766666668,17.3511666667,14.6524166667,5.35725
382.69,10.05725,21.16775,18.22775,16.2584773965,7.9865,4.743375,51.7175833333,8.38750000001,17.26025,14.6249166667,5.27066666667
383.05,10.1625,21.2438333334,18.343125,16.387548475,8.05366666667,4.7985,51.68525,8.40166666668,17.3455833333,14.6774583333,5.381
383.41,10.1996666667,21.3585833333,18.46,16.4743409586,8.11675,4.83304166667,51.5978333333,8.46841666668,17.4138333333,14.7592916667,5.437
383.77,10.3190833333,21.4974166667,18.6004583333,16.6214025054,8.18870833333,4.892625,51.63675,8.54491666667,17.5365833333,14.8271666667,5.52866666667
384.14,10.4023333334,21.6296666666,18.671125,16.7240525599,8.28841666667,5.024625,51.5750833333,8.64658333332,17.6085833333,15.00675,5.59433333333
384.50,10.5019166667,21.6779166666,18.7725416666,16.8213341503,8.40858333333,5.06841666667,51.4759166667,8.72516666667,17.6803333333,15.1104166667,5.6475
384.86,10.4690833333,21.7213333333,18.7952083333,16.8304057734,8.40133333333,5.06020833333,51.3371666667,8.74533333334,17.6535833333,15.1684583333,5.60933333333
385.22,10.4706666667,21.8190833334,18.8655,16.9415506536,8.40316666666,5.04691666667,51.3239166667,8.78766666667,17.66025,15.1684166666,5.64433333333
385.58,10.48075,21.9160833333,18.9252083333,17.0156563181,8.44075,5.06166666667,51.2665,8.83325000001,17.68075,15.2271666667,5.67375
385.94,10.52075,21.9986666666,18.9411666666,17.0263676471,8.46954166667,5.1,51.16475,8.84966666667,17.6814166667,15.2213333333,5.67558333333
386.30,10.5939166667,22.12675,19.0172083333,17.1163191721,8.54616666667,5.17158333333,50.9868333333,8.92700000001,17.6993333333,15.2775416667,5.74108333333
386.66,10.7013333334,22.3144166667,19.1205,17.3153444989,8.65608333333,5.27854166667,50.9293333333,9.05725000001,17.857,15.4031666667,5.86758333334
387.03,10.7795833333,22.4751666667,19.1836666667,17.3885468409,8.69679166667,5.33608333333,50.8223333333,9.14608333334,17.9064166667,15.474375,5.92208333333
387.39,10.8238333333,22.5588333333,19.2441666666,17.4541424292,8.69491666667,5.3525,50.7994166667,9.188,17.9256666667,15.5174166666,5.95166666666
387.75,10.9271666667,22.7339166666,19.3345833333,17.5583543028,8.80745833333,5.424875,50.7354166667,9.32358333333,18.01,15.687375,6.0285
388.11,10.8918333333,22.7740833333,19.3245833333,17.5626881808,8.76633333333,5.34820833333,50.5716666667,9.28916666666,17.99525,15.616625,5.97983333333
388.47,10.8615,22.86025,19.381875,17.573077342,8.73191666667,5.345875,50.4430833334,9.27633333333,17.96075,15.614,5.97733333334
388.83,10.9126666667,22.94625,19.4418333333,17.6246881808,8.74033333334,5.383125,50.3495,9.29941666668,17.9869166667,15.5944583333,5.98425
389.19,10.91125,23.0178333333,19.4476666667,17.6075909586,8.74020833333,5.36454166667,50.2346666666,9.27641666668,18.00475,15.631375,5.95116666667
389.55,10.96775,23.07875,19.5248333333,17.6511143791,8.786125,5.41683333333,50.1629166667,9.30716666667,18.0249166667,15.6567083333,5.94791666667
389.91,10.9398333333,23.1754166667,19.5715,17.6974063181,8.76908333333,5.40679166667,50.08575,9.32258333333,18.0340833334,15.669875,5.92825
390.27,10.9871666667,23.2575833333,19.6897916667,17.7393267974,8.8045,5.44691666667,50.0951666667,9.35616666667,18.0855833333,15.7144583334,5.94691666667
390.63,10.93225,23.283,19.68475,17.6868096405,8.770625,5.41229166667,49.9601666667,9.32208333333,18.0354166667,15.679,5.90091666667
391.00,10.88775,23.328,19.689625,17.6911277233,8.767,5.42104166667,49.9076666667,9.31675,18.0083333334,15.6446666667,5.84275
391.36,10.86875,23.3845833333,19.6935833333,17.6537745098,8.77008333333,5.442375,49.7904166667,9.29116666666,17.9964166667,15.6495833333,5.83233333333
391.72,10.7295833333,23.3030833333,19.6259583333,17.5687644336,8.66958333333,5.35708333333,49.6225833333,9.14658333334,17.8828333333,15.5085,5.70391666667
392.08,10.7786666667,23.40825,19.7059583333,17.6333992375,8.71366666667,5.396375,49.6206666667,9.22299999999,17.9115,15.592625,5.77891666667
392.44,10.7784166667,23.4445,19.7038333334,17.672495915,8.72725,5.43879166667,49.4863333333,9.24425000001,17.8990833333,15.6356666666,5.78516666667
392.80,10.8010833333,23.512,19.72975,17.7192829521,8.73933333333,5.43204166667,49.4513333333,9.26891666666,17.9188333333,15.6993333333,5.78658333333
393.16,10.80675,23.5184166667,19.748625,17.7347361111,8.73408333333,5.42820833333,49.3845833333,9.28266666668,17.9038333333,15.6704166667,5.78966666667
393.52,10.8019166667,23.5539166667,19.7448333333,17.7382075164,8.73179166667,5.41329166667,49.2915833333,9.25791666667,17.868,15.6803333334,5.79825
393.88,10.81075,23.58125,19.6941666667,17.7492472767,8.72066666667,5.36029166667,49.2178333334,9.20658333332,17.8396666667,15.67925,5.78058333333
394.24,10.7920833333,23.6423333333,19.6704583333,17.7925885076,8.74704166666,5.33591666666,49.1508333333,9.19058333332,17.84825,15.6711666667,5.77908333333
394.60,10.776,23.6799166667,19.6906666666,17.8326655773,8.75566666667,5.30825,49.1226666667,9.19125000001,17.8354166667,15.6909166667,5.76475
394.96,10.76275,23.7354166666,19.6937083333,17.8810315904,8.74595833333,5.26445833333,49.0480833334,9.19025,17.83525,15.6953333333,5.73858333333
395.32,10.817,23.8315833333,19.7555,17.9882962963,8.79683333333,5.299375,49.0381666666,9.23566666667,17.8558333333,15.7587916666,5.74225
395.68,10.8876666667,23.92075,19.7554166666,18.0500185185,8.83791666667,5.32520833334,48.9433333333,9.30408333332,17.8715833333,15.7933333334,5.77833333334
396.04,10.9165833333,23.967,19.7472083333,18.1099060457,8.86529166667,5.35091666667,48.80475,9.30091666666,17.87975,15.7544166667,5.75908333333
396.40,11.004,24.0855,19.8312083333,18.2316244554,8.93554166666,5.40154166666,48.8483333333,9.38591666667,17.9964166667,15.8372916667,5.8445
396.76,11.0886666667,24.2021666667,19.9205416667,18.3060501089,9.0405,5.50266666667,48.8366666667,9.44225000001,18.0638333333,15.8755,5.95208333333
397.12,11.1764166667,24.3610833333,20.031875,18.4431911765,9.15183333334,5.61658333333,48.8230833333,9.55316666667,18.1405,16.0016666667,6.03958333333
397.48,11.2409166667,24.4755833334,20.0958333333,18.5227668845,9.20179166667,5.64483333333,48.7575,9.57366666667,18.1855,16.0427916667,6.06933333333
397.84,11.38575,24.6285,20.2750833333,18.7011279956,9.34491666667,5.79895833333,48.781,9.72358333334,18.32775,16.1936666667,6.20716666666
398.20,11.4081666667,24.6755833333,20.289125,18.7295563726,9.32708333332,5.80316666666,48.67775,9.70308333334,18.3285,16.2065416667,6.20525
398.56,11.4233333333,24.7023333333,20.2637916667,18.7026456972,9.31979166667,5.77825,48.57825,9.73616666666,18.33925,16.2208333333,6.19275
398.92,11.44125,24.7608333333,20.29575,18.7392818628,9.32741666667,5.73870833333,48.5925833333,9.75299999999,18.33875,16.2674583333,6.19366666667
399.28,11.3939166667,24.824,20.2851666667,18.7561320806,9.28554166667,5.68195833333,48.5003333333,9.71641666667,18.3186666666,16.2330833333,6.1735
399.64,11.3539166667,24.8481666667,20.3127916667,18.7701511438,9.26091666667,5.6915,48.4230833334,9.68058333334,18.2551666667,16.210375,6.16225
400.00,11.3064166666,24.92325,20.3539166667,18.7914196623,9.23041666666,5.64179166667,48.4633333334,9.68008333332,18.255,16.2244166667,6.1325
400.36,11.2899166667,24.9704166666,20.354875,18.8185147059,9.19995833333,5.610875,48.4025,9.64983333331,18.194,16.180625,6.08975
400.72,11.1948333333,24.96225,20.3037916667,18.7757728758,9.09370833333,5.5255,48.2334166667,9.57875000001,18.1140833333,16.1353333333,5.98308333334
401.08,11.1738333333,25.0114166667,20.2685416667,18.7790585512,9.05795833334,5.482125,48.1754166667,9.53808333333,18.09025,16.12225,5.94675
401.44,11.2295,25.1334166666,20.3354583333,18.9047450981,9.10316666667,5.517625,48.1334166667,9.63350000001,18.1485,16.2030833333,6.03791666667
401.80,11.1543333333,25.1119166667,20.24575,18.813253268,9.00970833334,5.40520833333,48.0056666667,9.54966666667,18.05475,16.1147083333,5.9485
402.16,11.1200833333,25.1665,20.24975,18.8199109477,9.01070833332,5.35666666667,47.9675,9.54708333334,18.0280833333,16.1290416667,5.94091666667
402.52,11.1368333333,25.2920833333,20.342375,18.8868494009,9.01329166667,5.3565,48.03,9.51933333333,18.03325,16.1376666667,5.95408333333
402.88,11.13775,25.3463333333,20.3610416667,18.8997181372,9.01720833334,5.37004166667,47.959,9.51275,18.0774166667,16.15775,5.95391666667
403.24,11.18325,25.402,20.407875,18.9381293573,9.07000000001,5.389,47.9115,9.561,18.1128333333,16.1904583333,6.0005
403.60,11.2535833333,25.52825,20.474625,19.0282004357,9.14516666667,5.399375,47.9894166667,9.6215,18.17725,16.2799583333,6.03508333333
403.95,11.331,25.6328333333,20.5698333333,19.1235509259,9.22029166667,5.4595,48.0058333333,9.67483333334,18.24975,16.3863333333,6.10591666667
404.31,11.3075,25.6770833333,20.5650833333,19.1128956971,9.22258333334,5.41945833334,47.9938333333,9.64416666667,18.2519166667,16.408125,6.08566666667
404.67,11.3116666667,25.7061666667,20.56225,19.1410103486,9.23366666667,5.40458333334,47.9909166667,9.62566666668,18.2195,16.4067083333,6.08725
405.03,11.3155,25.7746666666,20.5778333333,19.1690465686,9.22812500001,5.407375,47.9700833333,9.60891666666,18.21175,16.3959583333,6.08933333333
405.39,11.2590833333,25.7805,20.5397083333,19.1427031591,9.16258333334,5.34945833333,47.9744166667,9.51983333332,18.1623333333,16.343,5.99083333333
405.75,11.24875,25.8466666667,20.5964166667,19.2080642702,9.16983333334,5.39304166666,47.9375833334,9.54749999999,18.1788333333,16.3682916667,6.02475
406.11,11.25675,25.9109166667,20.6395833333,19.2335498366,9.15312499999,5.385875,47.9254166667,9.57991666668,18.1823333333,16.373625,6.00033333333
406.47,11.2928333333,25.96325,20.68375,19.3098188998,9.19820833334,5.41583333333,47.8700833333,9.62433333332,18.1975833333,16.4154166666,6.01966666666
406.83,11.3280833333,26.0211666667,20.7204166666,19.3538818083,9.20012500001,5.42458333333,47.833,9.63899999999,18.1535833333,16.421125,6.01583333333
407.19,11.3343333333,26.086,20.7733333333,19.4110882353,9.22149999999,5.426625,47.8385833334,9.66616666667,18.1548333333,16.46275,6.00708333333
407.55,11.4283333333,26.1995,20.8662083333,19.5046519608,9.28683333334,5.496625,47.8216666667,9.72791666666,18.2338333333,16.516125,6.07566666667
407.90,11.4236666667,26.2366666666,20.836,19.5018940632,9.24595833333,5.46170833334,47.7543333333,9.67899999999,18.1734166667,16.471625,6.0495
408.26,11.4536666667,26.3108333334,20.8625416667,19.5450348584,9.25920833333,5.47258333333,47.7159166667,9.69183333335,18.1981666666,16.482125,6.0645
408.62,11.4484166667,26.4135833333,20.8859166667,19.5857663399,9.27191666667,5.48420833333,47.68825,9.70991666667,18.2151666666,16.539125,6.05308333333
408.98,11.4353333333,26.44475,20.893375,19.6171353486,9.30529166666,5.47425,47.6450833333,9.72458333335,18.23575,16.56125,6.05075
409.34,11.4244166667,26.4585,20.8910416667,19.6044368192,9.29604166668,5.44516666667,47.5405,9.71375000002,18.20775,16.5323333333,6.03533333334
409.70,11.4345,26.5588333333,20.9156666667,19.6430718954,9.35079166667,5.4405,47.5694166667,9.70658333335,18.1933333334,16.5510833333,6.02333333333
410.06,11.4714166667,26.6378333333,20.9292916667,19.691337146,9.38983333332,5.49341666667,47.566,9.73683333333,18.226,16.5760833333,6.06741666667
410.42,11.4663333333,26.6731666667,20.905125,19.6812494553,9.40700000001,5.513,47.4741666667,9.73641666666,18.2366666667,16.5695833333,6.0805
410.77,11.47575,26.7155833333,20.9120833333,19.7333066448,9.457375,5.55033333333,47.447,9.76125000002,18.2828333333,16.5867083333,6.12991666667
411.13,11.4848333333,26.7701666666,20.8735416666,19.7503826253,9.44741666667,5.56975,47.4205833333,9.76041666668,18.2960833333,16.551625,6.12741666667
411.49,11.3683333333,26.7513333334,20.7902916667,19.7003344227,9.36937500001,5.48045833333,47.3558333333,9.67516666667,18.2125833333,16.478625,6.04525
411.85,11.36675,26.8201666667,20.8350416667,19.7369398148,9.37679166668,5.45691666667,47.3848333334,9.69441666666,18.22875,16.4856666667,6.03525
412.21,11.3781666667,26.9491666667,20.890625,19.7942034314,9.38654166668,5.45416666667,47.4118333334,9.72266666666,18.2245833334,16.5039166667,6.04575
412.57,11.42525,27.0446666667,20.9627916667,19.8831323529,9.43516666668,5.4565,47.4768333334,9.79500000001,18.27075,16.5174583333,6.08633333333
412.92,11.45425,27.159,21.024125,19.945165305,9.43791666667,5.45358333333,47.5321666667,9.81350000001,18.2745833333,16.5592083333,6.0995
413.28,11.47825,27.2409166667,21.0698333333,20.0144000545,9.48129166668,5.46225,47.5491666667,9.86791666664,18.3131666667,16.6037916667,6.13791666667
413.64,11.481,27.27775,21.0821666667,20.0586552287,9.45075,5.42854166667,47.5055833333,9.87033333335,18.321,16.6064166667,6.11575
414.00,11.5080833333,27.3671666667,21.139625,20.1458417756,9.46379166667,5.41970833333,47.5096666667,9.86250000001,18.3335833333,16.61825,6.11841666667
414.36,11.5675,27.4745833333,21.2246666667,20.2672717865,9.46341666666,5.421625,47.631,9.90683333335,18.3628333333,16.6720416667,6.1355
414.72,11.5479166667,27.5463333333,21.2454166667,20.282710512,9.42633333334,5.37529166667,47.6700833333,9.89150000002,18.34625,16.678,6.08375
415.07,11.5915,27.6426666667,21.3160833334,20.3880122549,9.45612500001,5.39416666667,47.7684166666,9.91599999998,18.3745833333,16.7593333333,6.09825
415.43,11.6119166667,27.6895,21.3337916667,20.4034379085,9.44116666666,5.380625,47.7395,9.94183333333,18.4030833334,16.786875,6.1015
415.79,11.6393333333,27.7741666667,21.3845833333,20.4835073529,9.48670833333,5.45525,47.7605,9.99316666665,18.44375,16.8687916667,6.14883333334
416.15,11.6539166667,27.7828333333,21.3805,20.5180375817,9.525125,5.48816666667,47.7414166666,10.0115833333,18.4589166667,16.887125,6.15808333333
416.51,11.6896666666,27.8681666666,21.433,20.5844253812,9.55608333334,5.52270833333,47.7841666667,10.028,18.4988333333,16.9399166666,6.17525
416.86,11.7190833333,27.9354166666,21.45675,20.6591122004,9.57216666668,5.531625,47.8170833333,10.03825,18.5325,16.9549166667,6.15691666667
417.22,11.75675,28.0374166666,21.4900833333,20.7408586601,9.60637500001,5.5715,47.9245833333,10.0856666667,18.5788333333,17.002875,6.16816666666
417.58,11.7196666667,28.0631666667,21.4343333334,20.6972679738,9.57758333334,5.54675,47.9000833333,10.05025,18.53575,16.95925,6.12483333333
417.94,11.7039166667,28.1153333333,21.4176666667,20.6922020697,9.55795833333,5.53995833333,47.8943333334,10.0588333333,18.5331666667,16.9609166667,6.12708333333
418.29,11.7044166667,28.1879166667,21.4174583333,20.7153401416,9.56937499999,5.54329166667,47.93075,10.0650833333,18.544,16.9724166667,6.11608333334
418.65,11.7444166667,28.2745833333,21.4470416667,20.7607391068,9.597,5.57495833334,47.9630833333,10.0796666667,18.5706666667,17.0007083333,6.16166666667
419.01,11.72625,28.3180833333,21.4367916667,20.7633507625,9.58795833333,5.55329166667,47.9640833333,10.0650833334,18.55625,16.9865,6.163
419.37,11.7411666667,28.3845,21.4481666666,20.8048208061,9.60199999999,5.579625,47.9589166666,10.0754166667,18.5439166667,16.99025,6.18116666667
419.73,11.71175,28.4116666666,21.420875,20.776293573,9.57829166667,5.54291666667,47.9643333333,10.0490833333,18.5244166667,16.941875,6.15341666666
420.08,11.73,28.4953333334,21.455125,20.8238976035,9.58183333334,5.54408333333,48.0145833333,10.07325,18.5516666667,16.954375,6.17558333333
420.44,11.699,28.48375,21.4099166667,20.8105013616,9.55641666666,5.53125,47.9149166667,10.0484166667,18.5183333333,16.9031666667,6.16125
420.80,11.6879166667,28.521,21.405625,20.8021293573,9.55254166668,5.52704166667,47.8866666667,10.04275,18.5155,16.9032916666,6.16616666667
421.16,11.70025,28.5824166667,21.4213333333,20.8164517974,9.56170833333,5.54241666666,47.8698333333,10.044,18.5185833333,16.9098333333,6.1915
421.51,11.7665833334,28.68975,21.5042083334,20.9113518519,9.62241666666,5.6075,47.89925,10.1148333333,18.5955833333,16.9844166667,6.27625
421.87,11.7690833333,28.7168333333,21.51675,20.9619972767,9.638,5.62775,47.8905,10.1126666667,18.602,16.982,6.27766666667
422.23,11.7688333333,28.7485,21.5307083333,20.9855307734,9.6385,5.645625,47.8513333333,10.1035833334,18.5983333333,16.9720416667,6.29858333334
422.58,11.7604166667,28.7741666667,21.536125,21.0202922114,9.64170833333,5.64758333333,47.8315833333,10.112,18.5864166667,16.9651666667,6.28808333333
422.94,11.7771666667,28.8398333333,21.5720416667,21.0506086602,9.65637499999,5.665875,47.846,10.1140833333,18.603,16.977375,6.28683333333
423.30,11.7926666667,28.92,21.5984583333,21.1105944989,9.67812500001,5.68845833333,47.9098333334,10.12925,18.6298333333,17.0102083334,6.29641666666
423.66,11.8199166667,29.0029166667,21.635,21.178534586,9.70099999999,5.71883333333,47.9349166667,10.1609166667,18.6614166667,17.0563333333,6.33
424.01,11.79675,29.0314166667,21.628875,21.1926023965,9.67820833334,5.70041666667,47.9174166666,10.1274166667,18.6355,17.0364166667,6.29791666667
424.37,11.81925,29.1280833333,21.657375,21.2416947168,9.67208333334,5.70679166667,47.9889166667,10.1206666666,18.6481666666,17.069625,6.30216666667
424.73,11.7865833334,29.1254166667,21.6363333333,21.251959695,9.64816666666,5.69479166667,47.943,10.1076666666,18.6095,17.0395833333,6.29558333333
425.08,11.76125,29.1620833334,21.6330833333,21.2731775599,9.63904166667,5.686875,47.9568333333,10.0914166667,18.5883333333,17.0295416667,6.27325
425.44,11.7543333333,29.2226666667,21.631125,21.3101143791,9.62458333334,5.67133333333,47.9911666667,10.0755,18.5763333334,17.008375,6.24516666666
425.80,11.8008333333,29.3383333333,21.6825,21.3732949346,9.66175,5.686625,48.0921666667,10.1088333333,18.6000833333,17.0541666667,6.27066666667
426.16,11.8035,29.4011666667,21.6989166667,21.4260541939,9.66645833334,5.66754166667,48.1139166667,10.1145,18.6003333334,17.06925,6.25383333333
426.51,11.79425,29.4795,21.7077083333,21.4587559913,9.65404166666,5.65108333334,48.111,10.09825,18.5916666666,17.068375,6.24091666667
426.87,11.7929166667,29.54925,21.7204583333,21.5147222222,9.65862499999,5.64479166667,48.1209166667,10.119,18.5966666667,17.0695416667,6.2485
427.23,11.80775,29.6349166667,21.7750833333,21.5721655773,9.67108333333,5.6415,48.1240833333,10.1154166667,18.6140833333,17.0885833333,6.2515
427.58,11.8241666667,29.724,21.7987083333,21.6562380174,9.688625,5.628,48.1625,10.1000833333,18.6229166667,17.1059583333,6.23383333333
427.94,11.8741666667,29.8466666667,21.8395,21.7394844771,9.74491666666,5.66658333333,48.2295,10.152,18.6840833333,17.167125,6.2705
428.30,11.9020833333,29.941,21.901125,21.8202464597,9.80983333333,5.68883333333,48.2845833333,10.2105833333,18.739,17.1999166667,6.29958333333
428.65,11.9981666667,30.1265,22.004,21.960962963,9.89429166667,5.74008333333,48.45975,10.2788333333,18.8329166667,17.2832916667,6.35575
429.01,12.0615,30.2365,22.065625,22.055837963,9.94262499999,5.75966666667,48.5125833333,10.3241666667,18.8853333333,17.3397916667,6.39691666666
429.37,12.06225,30.2823333333,22.0744583333,22.089498366,9.936,5.753,48.5675,10.3256666667,18.8880833334,17.3854166666,6.40666666667
429.72,12.0144166666,30.289,22.03575,22.0991402506,9.88829166666,5.730625,48.5523333333,10.2904166667,18.8683333334,17.357875,6.3665
430.08,12.0176666667,30.3823333333,22.0535833333,22.1223439542,9.917,5.745375,48.6101666667,10.309,18.9014166667,17.3915416666,6.36833333333
430.44,12.05275,30.4909166667,22.1008333333,22.1862766885,9.96158333333,5.76775,48.74475,10.3475,18.9544166667,17.4454166667,6.40591666667
430.79,12.0765833333,30.5713333333,22.1145,22.232453976,9.97104166667,5.79833333333,48.8058333334,10.33775,18.973,17.471625,6.4185
431.15,12.0761666666,30.6546666667,22.1201666667,22.290876634,9.99004166667,5.81229166667,48.9168333333,10.3735833333,19.0074166667,17.4909166667,6.42125
431.50,12.063,30.6948333334,22.1282916667,22.2979681373,9.97974999999,5.81620833333,48.9123333333,10.38075,18.9885,17.4682916667,6.41
431.86,12.03,30.7505,22.1327083333,22.3157421024,9.95487499999,5.78641666667,48.9550833333,10.3555833333,18.968,17.4535416667,6.385
432.22,12.0175,30.8063333333,22.120875,22.3338548475,9.94575000001,5.76804166667,49.0005833333,10.3405,18.9434166667,17.4583333333,6.38941666667
432.57,11.9846666666,30.8108333333,22.1069166667,22.3090179739,9.91308333332,5.73608333333,49.0141666667,10.308,18.9031666667,17.4175,6.36175
432.93,11.97225,30.87025,22.1043333333,22.3331941721,9.90624999999,5.731875,49.0626666667,10.3053333333,18.9105,17.4230416667,6.35916666666
433.29,11.97075,30.9248333333,22.138375,22.3586840959,9.91945833334,5.72229166666,49.0991666667,10.3075833333,18.9040833333,17.412625,6.35258333333
433.64,11.9794166666,31.00175,22.173125,22.3991688453,9.946875,5.73633333333,49.1196666667,10.3256666667,18.9265833333,17.4348333333,6.37525
434.00,11.9715,31.03575,22.1757916667,22.4238548475,9.92891666666,5.734375,49.1288333333,10.3181666667,18.9010833333,17.4285833333,6.38225
