wavelength,Back_DacFlaf,Belly_DacFlaf,Breast_DacFlaf,Crissum_DacFlaf,Crown_DacFlaf,DorTail_DacFlaf,Patch10_DacFlaf,Rump_DacFlaf,Throat_DacFlaf,WingTip_DacFlaf
352.55,6.8214,16.0643333334,11.7251333333,15.3011333334,6.5756,6.688,7.2266,7.8548,8.94253333333,5.88073333333
352.92,7.20893333333,16.5449333333,12.2068666667,15.6994666667,6.97133333333,7.07593333333,7.55846666667,8.29199999999,9.40319999999,6.35293333333
353.28,7.38686666667,16.7217333333,12.3292,15.9353333333,7.06806666667,7.14593333333,7.7736,8.53353333333,9.49206666667,6.49466666667
353.65,7.53386666667,16.8684666667,12.3382666667,15.9178666667,7.26686666667,7.1808,7.88286666667,8.67820000001,9.61586666667,6.64653333334
354.01,7.75133333333,16.9784,12.4598666667,16.0835333333,7.36013333333,7.38426666667,8.1002,8.72753333333,9.82053333334,6.8678
354.38,7.79633333333,17.0804666667,12.4544,16.1157333333,7.3422,7.3866,8.11466666667,8.75280000001,9.88253333335,6.93653333333
354.74,7.69893333333,16.9166,12.1942666667,15.9965333333,7.168,7.2206,8.00713333334,8.55833333333,9.69740000001,6.79486666667
355.11,7.81593333333,17.0036,12.3478,16.0946,7.21353333334,7.32726666667,8.08286666666,8.59686666666,9.87573333332,6.90966666667
355.47,8.01526666667,17.2214,12.5454,16.3961333333,7.37326666667,7.41846666667,8.24,8.75806666667,10.1402,7.0994
355.83,8.1048,17.3471333334,12.5909333333,16.4887333333,7.51393333333,7.54413333333,8.27646666667,8.875,10.2248,7.2448
356.20,8.27686666666,17.5828666667,12.8118666667,16.6796,7.8182,7.68606666667,8.4622,9.08613333333,10.3726666667,7.42673333333
356.56,8.35546666666,17.5874666667,12.7744666667,16.6138666667,7.69226666667,7.65106666667,8.42586666667,9.02826666665,10.3364,7.40246666667
356.93,8.14673333333,17.3906,12.5782666667,16.4185333333,7.5326,7.45373333333,8.2266,8.81213333333,10.1217333333,7.20213333333
357.29,8.17286666667,17.3639333333,12.6842,16.5008666667,7.5944,7.53786666667,8.21986666667,8.77959999999,10.2234,7.23333333333
357.66,8.01653333333,17.3818,12.6419333333,16.5540666667,7.47573333333,7.46866666667,8.08186666667,8.68326666666,10.095,7.0642
358.02,8.13146666666,17.5357333333,12.7919333333,16.6843333333,7.66746666667,7.58993333333,8.22586666667,8.82760000001,10.2183333333,7.18306666667
358.38,8.12173333334,17.562,12.8078666667,16.7178666666,7.70753333333,7.61866666667,8.29493333333,8.96033333333,10.2943333333,7.2132
358.75,8.05413333334,17.6142,12.8700666667,16.7564,7.6726,7.62786666667,8.21713333333,8.96746666665,10.2322666667,7.15373333333
359.11,7.94633333334,17.6056666667,12.8557333333,16.6904,7.65033333333,7.5754,8.16706666667,8.96806666666,10.2384,7.1222
359.48,7.73,17.5004,12.7437333333,16.5364666667,7.46233333333,7.47266666667,7.98633333333,8.81060000001,10.0964,6.93626666667
359.84,7.7456,17.4959333333,12.8137333333,16.5722,7.46913333333,7.38433333333,7.99446666666,8.84146666667,10.1334,6.92746666667
360.20,7.66653333333,17.3820666667,12.7160666667,16.5740666667,7.34673333333,7.3042,7.89406666667,8.74393333334,10.0432,6.82466666667
360.57,7.63113333333,17.4281333333,12.7890666667,16.6430666667,7.40826666667,7.24953333333,7.89573333333,8.77920000001,10.0659333333,6.8348
360.93,7.723,17.5079333333,12.8549333333,16.7146666667,7.46526666667,7.26206666667,7.916,8.80513333333,10.1966,6.9048
361.29,7.81286666667,17.6304,12.9621333333,16.726,7.53233333333,7.27426666667,7.94893333333,8.85133333333,10.2313333333,6.89673333333
361.66,7.76073333333,17.5996,12.971,16.6616666667,7.56073333333,7.24406666667,7.86513333333,8.82346666667,10.2325333333,6.90233333333
362.02,7.62553333333,17.5156666667,12.8459333333,16.4893333333,7.3116,6.99566666667,7.63453333333,8.68499999999,10.1401333333,6.6828
362.39,7.5948,17.5392666667,12.8735333333,16.5355333333,7.28193333333,6.9468,7.59666666667,8.61979999999,10.1469333333,6.63373333333
362.75,7.71146666667,17.6318,13.0260666667,16.6058,7.37033333333,7.0398,7.70686666667,8.71260000001,10.3406,6.76733333333
363.11,7.55046666667,17.5078,12.8194666667,16.4052,7.18493333333,6.8186,7.46586666667,8.51073333334,10.1518,6.547
363.48,7.61693333333,17.4566,12.7550666667,16.3548666667,7.2028,6.74246666667,7.44546666667,8.53806666666,10.1688,6.47426666667
363.84,7.58526666667,17.4505333333,12.7472,16.2846,7.12786666667,6.72773333333,7.34826666667,8.465,10.1079333333,6.3824
364.20,7.7374,17.6795333333,12.9067333333,16.3988666667,7.25893333333,6.80786666666,7.45206666667,8.56420000001,10.3366,6.5198
364.57,7.6926,17.6644,12.8188666667,16.3426,7.18213333333,6.763,7.3528,8.51920000001,10.2801333333,6.43073333333
364.93,7.49366666667,17.545,12.6269333333,16.2212,7.0078,6.57393333333,7.2068,8.38953333333,10.1072666667,6.21553333333
365.29,7.57013333333,17.6499333333,12.6946666667,16.3230666666,7.10373333333,6.62093333333,7.25853333333,8.50366666667,10.1488666667,6.2752
365.66,7.92646666667,17.9787333333,13.0242,16.6243333333,7.37553333334,6.8626,7.6398,8.80400000001,10.5222666667,6.5458
366.02,7.98126666667,18.0808666667,13.1442,16.7173333333,7.53166666667,7.0402,7.73166666667,8.937,10.6084,6.65973333333
366.38,8.0152,18.0493333333,13.1482666667,16.699,7.56366666667,7.01233333333,7.65966666667,8.87393333333,10.5912666667,6.68246666667
366.75,7.94613333333,18.0842,13.0806,16.672,7.56846666667,6.87806666667,7.56166666667,8.83119999999,10.5334666667,6.55746666667
367.11,8.081,18.1949333333,13.2694,16.8959333333,7.7034,6.96646666667,7.69846666667,8.945,10.6158666667,6.643
367.47,8.38653333333,18.6353333333,13.6816666667,17.2290666667,8.09353333333,7.3032,8.03433333333,9.28066666666,10.9066,7.05653333333
367.84,8.40106666667,18.7399333333,13.7138,17.3434666667,8.1768,7.29706666667,8.065,9.35359999999,11.0614666667,7.11046666667
368.20,8.22760000001,18.5570666667,13.5882,17.1755333333,7.9972,7.08306666667,7.90179999999,9.20179999999,10.9104666667,6.9008
368.56,8.37800000001,18.7245333333,13.7908,17.3677333333,8.1984,7.2262,8.04300000001,9.3432,11.1518,7.06233333334
368.93,8.6784,18.9902,14.1518,17.6422,8.51326666667,7.4822,8.29573333333,9.6352,11.4388666667,7.30466666667
369.29,8.7804,19.1997333334,14.2788,17.8104666667,8.61013333333,7.53286666667,8.42146666666,9.74733333333,11.6986666667,7.49993333333
369.65,8.70720000001,19.1769333333,14.3036,17.8230666667,8.63693333333,7.4986,8.33113333333,9.73799999999,11.6833333333,7.4656
370.01,8.68093333334,19.1594,14.3218666667,17.7978666667,8.63033333333,7.35933333333,8.28486666667,9.66266666665,11.6778666667,7.43386666667
370.38,8.66886666667,19.3457333333,14.4328,17.9192,8.71713333333,7.3938,8.30313333333,9.7806,11.7414,7.45326666666
370.74,8.76706666668,19.459,14.5831333333,18.11,8.8532,7.5438,8.45733333333,9.89699999999,11.948,7.64113333333
371.10,8.81020000001,19.64,14.659,18.1784,8.94873333333,7.5274,8.48453333334,9.96926666667,12.0625333333,7.68713333333
371.46,8.67033333333,19.5022,14.5960666667,18.1077333333,8.805,7.38473333333,8.37913333334,9.8494,12.0346,7.581
371.83,8.76000000001,19.5865333333,14.6370666667,18.1702666667,8.8614,7.43593333333,8.50639999999,9.90266666667,12.0425333333,7.59986666667
372.19,8.87906666666,19.7545333333,14.8387333333,18.3778,9.025,7.57726666667,8.61273333333,10.0122666667,12.1837333333,7.70146666667
372.55,8.81499999999,19.6919333333,14.8415333333,18.3144666667,8.9414,7.52673333333,8.60046666666,9.95133333335,12.1124,7.60113333333
372.92,8.70646666667,19.7471333333,14.8002666667,18.3157333333,8.856,7.43086666667,8.59026666667,9.84046666667,12.038,7.55253333333
373.28,8.66086666667,19.6902666667,14.8498666667,18.3300666667,8.83513333333,7.44606666667,8.55260000001,9.79366666666,12.0308666666,7.4462
373.64,8.39880000001,19.5486,14.6422,18.166,8.59706666667,7.2296,8.39433333333,9.58066666666,11.8524666667,7.2404
374.00,8.36379999999,19.5782666667,14.6587333333,18.2804666667,8.60106666667,7.23453333333,8.42373333334,9.587,11.8771333333,7.2004
374.37,8.30466666667,19.5344666667,14.5769333334,18.2579333333,8.541,7.21393333333,8.43346666667,9.47013333333,11.8730666667,7.14453333334
374.73,8.25173333333,19.5075333333,14.5212666667,18.2382,8.49146666667,7.09013333333,8.35413333333,9.38806666667,11.7177333333,7.02613333333
375.09,8.19286666667,19.4406,14.4695333333,18.1410666667,8.47693333333,7.10386666667,8.32800000001,9.34593333333,11.6386,7.01486666667
375.45,8.19893333333,19.5850666667,14.4910666667,18.2558,8.57493333333,7.1598,8.40833333334,9.3964,11.6647333333,7.04033333333
375.81,8.2608,19.6726,14.615,18.3623333333,8.6226,7.2222,8.44719999999,9.46666666668,11.7565333333,7.12246666667
376.18,8.31813333333,19.8277333333,14.7112,18.4951333333,8.729,7.30813333334,8.56793333333,9.59379999999,11.7960666667,7.22093333333
376.54,8.186,19.8319333333,14.5468,18.4281333333,8.6232,7.1716,8.41133333334,9.4968,11.6356666667,7.0386
376.90,8.16873333333,19.8553333334,14.5804,18.4673333333,8.581,7.12773333333,8.31653333334,9.45339999999,11.6244,6.99006666667
