wavelength,Back_DacFlaf,Belly_DacFlaf,Breast_DacFlaf,Crissum_DacFlaf,Crown_DacFlaf,DorTail_DacFlaf,Patch10_DacFlaf,Rump_DacFlaf,Throat_DacFlaf,WingTip_DacFlaf
203.09,57.7356666667,65.6604666667,49.9371333332,62.2642000001,124.025266667,71.6980666666,30.063,69.6855333333,66.7925333334,64.5283333333
203.47,57.1584666667,62.7321333333,50.6010666667,63.0600666667,114.317066667,71.4754,34.2076,69.5081333333,63.2786666667,63.3879333333
203.85,47.7248,57.3544,45.7143333333,54.9206,107.4074,60.8465999999,33.3334,64.8677999999,50.3703333333,53.8624666667
204.22,40.1802666667,51.8018,40.0899333333,45.6756,90.0900666666,54.3244,33.2432,56.6665999999,45.9458666667,44.0540666667
204.60,43.8554666667,48.4337333333,36.9478,43.3735333333,87.7911333333,51.8073333333,32.2087999999,49.4778666667,48.4336,47.1484666667
204.98,53.3333333333,49.2,50.4666666667,51.5333333333,87.6666666667,61.1333333333,39.7333333333,58.5333333333,59.9333333333,53.8666666667
205.36,35.0476,30.6666666667,35.2381333333,35.0475333334,69.7142666667,43.8729333333,25.6508,39.5555333333,47.746,33.2064
205.74,36.0976,30.298,35.1220666667,38.3197333333,65.1491333333,40.4877333333,28.0759333333,39.5121333333,45.3658666667,30.5148666667
206.12,29.8786666666,22.8485333333,31.8182,33.4545333333,63.2122,34.0,18.4847333333,31.2728,42.7272666667,21.8180666667
206.50,26.9474666667,19.4385333333,31.5789333333,34.8772,71.5086666667,37.1226,20.421,29.8245333333,38.807,21.2632
206.87,38.0356666667,35.1785333333,40.5951333333,48.3334666667,76.3094666667,44.5834666667,35.3571333333,39.8809333333,47.0832666667,33.8094666667
207.25,38.9306,39.1194666667,43.522,47.2955333333,81.1320666667,49.4339333333,34.6540666667,41.4467333333,49.6856666667,35.1572
207.63,41.3334,48.2898666667,48.8116,54.4348,81.8550666666,53.5652,43.0725333333,46.2030666667,55.3623333333,45.1594666667
208.01,32.9762666667,38.5119333333,42.3213333334,48.6904666667,77.0237333333,47.6786,30.7143333333,37.3808666667,52.1427333333,38.3332666667
208.39,30.7246666667,37.5364,51.3043333333,53.4782666667,90.0725333333,51.5218666667,25.797,40.4347333334,53.0436,42.3913333333
208.77,10.886,25.9071333333,47.2573333333,49.0296,85.0631999999,43.713,20.6750666667,33.6707333333,42.7004666667,29.4514666667
209.14,11.8986,34.6835333333,46.076,53.6709333333,87.0886666667,45.654,25.9072,38.9030666667,44.8944,32.1519333333
209.52,25.5555999999,56.2625333333,68.7878666666,77.6767333332,117.878866667,73.7374,46.3637333333,60.2019333334,64.0404666667,57.0707333333
209.90,-7.25493333346,62.7450666667,83.9214666667,92.7451333335,176.0784,99.8039333333,39.2157333333,65.6862666666,72.9412000001,68.8235333333
210.28,-27.8570666668,75.4762666668,84.2856666667,91.4285333335,200.000066667,93.0953333333,41.4287333333,62.8570666668,68.8094666667,68.5714666667
210.66,-27.3334000001,81.3332666667,89.7778666667,103.333333333,187.333266667,93.1111333333,51.5555333333,56.4444666666,81.9998666666,76.6666666668
211.03,-33.3332666666,93.5714666666,105.952333333,99.2856666666,193.809666667,101.190533333,41.1904666667,65.4761333334,78.8095333334,80.9522666666
211.41,-61.9048666667,363.809533333,493.333333333,502.857199999,813.333400001,381.9048,253.333333334,315.237999999,355.238066667,365.714333333
211.79,182.963066667,-141.481533333,-264.444466667,-190.370333333,-493.333266667,-121.4814,-39.2592666667,-89.6296000007,-103.7036,-74.0740666667
212.17,264.444466667,-811.111199999,-1139.99993333,-911.111066667,-1866.66666667,-722.222266667,-613.333266667,-551.111133333,-639.999933333,-573.333333333
212.55,-107.333333333,202.0,313.333333333,228.666666667,532.666666667,230.0,192.666666667,110.0,223.333333333,132.0
212.92,560.000000001,-1280.0,-1400.0,-930.000000002,-2713.33333334,-1123.33333333,-926.666666667,-629.999999999,-1026.66666667,-796.666666666
213.30,161.904733334,-111.428666667,-148.095333333,-68.5715333333,-332.380866667,-94.2858000002,-72.3808666667,-18.0953333335,-115.714266667,-50.4762
213.68,96.1403333334,-98.5965333333,-101.7544,-54.7368,-248.772,-50.5263999999,-57.1928666665,-14.3859333333,-82.4560666667,-25.9649333334
214.06,300.0,-648.333333334,-764.999999999,-418.333333332,-1391.66666667,-345.0,-546.666666667,-296.666666667,-613.333333333,-283.333333333
214.44,3.3333333332,487.499999999,574.166666667,368.333333333,866.666666666,400.833333333,435.833333333,322.5,499.166666667,301.666666667
214.81,-1033.33333333,2526.66666667,3446.66666667,1246.66666666,5540.0,1766.66666667,2200.0,1193.33333333,3106.66666667,960.000000001
215.19,1153.33333333,-406.666666667,-936.666666667,-86.6666666654,-2170.0,-290.0,-680.000000001,130.000000001,-1176.66666667,203.333333334
215.57,-371.428466667,112.380933333,230.476266667,-108.571533333,578.0954,90.4761999999,166.666733333,-55.2380666667,286.666733334,-101.904733333
215.95,1530.0,-220.0,-609.999999999,516.666666667,-1906.66666667,-226.666666667,-493.333333333,389.999999999,-936.666666666,406.666666667
216.32,265.128133333,21.5383333333,-43.5897999999,126.153866667,-236.923,24.1025333334,-35.8974666666,93.3332666666,-78.4616000001,132.820466667
216.70,108.6666,-5.11099999992,-19.3332666667,49.7778666668,-95.7778000001,22.4444,-9.77793333333,42.6667333334,-33.3332666666,53.3332666667
217.08,132.0634,-9.52373333326,-60.9522666667,53.0160000001,-151.745933333,6.98406666672,-32.3808666667,41.5873333335,-77.4602666667,60.9523999999
217.46,121.9444,-11.3890000001,-50.2777999999,59.1666666667,-119.444466667,12.4999333333,-31.9444666667,44.4446000001,-49.7222000001,76.1109999999
217.83,120.487933333,22.1139333334,-4.22760000002,69.1057333332,-39.3496,44.8780666667,13.4960666667,61.3008,4.71539999998,80.3253333333
218.21,96.4443333331,36.889,16.7777333333,65.5555333332,-9.33333333331,45.7778,25.4443333333,58.4444666667,18.3333333333,75.6667333333
218.59,86.7512,42.1098666667,26.0759333333,58.3964666667,7.51060000001,44.8101333333,30.633,53.9240666667,21.7720666667,71.9831333333
218.97,111.923133333,37.0513333333,19.8717333333,63.0770000001,-11.4102666667,48.7179333334,26.0255333333,54.3590000001,14.7436,89.4872666667
219.34,96.8362000002,21.0170666667,-1.243,50.3954666667,-16.1581333333,38.3050666667,15.5932666667,34.4632000001,0.451933333346,66.6665999999
219.72,95.7896,11.5788666667,-10.6432666667,38.3625333333,-29.4736666667,30.9942666666,2.45620000001,25.1463333334,-13.4502,60.9357333333
220.10,98.4128666665,28.5714666667,0.635,46.2434,-13.3334,46.0318,15.6613333333,35.4496666667,6.13753333334,69.3121333334
220.47,93.0475333333,26.2857333333,-3.33313333333,44.8572,-4.47613333333,45.3334666667,12.0952,30.5714000001,2.38086666668,58.0
220.85,90.0455333333,29.1324,-0.913066666674,41.0958666667,-8.76713333334,40.5478,2.92233333333,24.7488666667,3.92693333334,56.3471333334
221.23,79.0278000001,35.5555333333,13.8888666667,42.7084,6.24986666667,45.0694,16.1806666667,31.25,12.5694,55.4166666666
221.61,78.3493333332,43.0476,21.5239333333,47.1745333333,12.6983333333,47.8094666667,23.0476,37.2698666667,21.8413333333,57.3968666666
