wavelength,Back_HetRubf,Belly_HetRubf,Breast_HetRubf,Crissum_HetRubf,Crown_HetRubf,DorTail_HetRubf,Patch10_HetRubf,Rump_HetRubf,Throat_HetRubf,WingTip_HetRubf
328.78,7.08733333333,9.52966666667,9.25066666667,8.123,4.38666666667,7.81066666667,30.3603333333,17.2606666667,9.297,7.738
329.14,6.87433333333,9.56133333333,9.246,8.03333333333,4.28133333333,7.94633333333,30.6263333333,17.3733333333,9.37333333333,7.551
329.51,6.94866666667,9.83333333333,9.50833333333,8.28933333333,4.44933333333,8.13366666667,30.9766666667,17.7773333333,9.65033333333,7.64566666667
329.88,6.77366666667,9.70666666667,9.50033333333,8.30933333333,4.31666666667,8.05433333333,31.385,17.782,9.60333333333,7.51066666667
330.24,6.54033333333,9.514,9.276,7.898,3.76333333333,7.86966666667,31.6756666667,17.6353333333,9.43666666667,7.16333333333
330.61,6.26866666667,9.16033333333,8.92766666667,7.602,3.36366666667,7.623,31.8453333333,17.319,9.32933333333,6.86133333333
330.98,6.254,9.44433333333,9.01433333333,7.571,3.21133333333,7.61333333333,32.087,17.452,9.395,6.747
331.34,6.47266666667,9.709,9.25566666667,7.763,3.236,7.97233333333,32.2663333333,17.6326666667,9.716,7.017
331.71,6.52533333333,9.88833333333,9.245,7.72266666667,3.25266666667,8.05466666667,32.5026666667,17.8396666667,9.771,7.031
332.08,6.51766666667,10.1523333333,9.401,7.83633333333,3.27933333333,8.27333333333,32.7866666667,17.8726666667,9.81766666667,7.11233333333
332.44,6.61433333333,10.6403333333,9.558,7.972,3.32733333333,8.34833333333,33.0713333333,17.9403333333,10.0693333333,7.19933333333
332.81,6.788,10.8516666667,9.60466666667,8.17333333333,3.503,8.41066666667,33.4783333333,17.9826666667,10.2576666667,7.46066666667
333.18,7.004,11.0916666667,9.842,8.514,3.68433333333,8.58566666667,33.7303333333,18.0173333333,10.6423333333,7.75866666667
333.54,7.04066666667,11.293,9.899,8.58866666667,3.62333333333,8.66566666667,34.117,17.993,10.7216666667,7.77933333333
333.91,7.09633333333,11.362,9.89566666667,8.556,3.61466666667,8.689,34.2683333333,17.965,10.8056666667,7.75333333333
334.28,7.23766666667,11.5516666667,9.92466666667,8.759,3.759,8.74633333333,34.5493333333,18.0913333333,10.922,7.861
334.64,7.44466666667,11.826,10.2386666667,9.032,3.891,8.90933333333,34.8343333333,18.2106666667,11.1153333333,8.09466666667
335.01,7.39866666667,11.687,10.2736666667,8.993,3.86533333333,8.969,34.8916666667,18.1433333333,11.1433333333,8.08733333333
335.38,7.18,11.5543333333,10.1536666667,8.80133333333,3.784,8.73566666667,35.0016666667,18.079,10.9343333333,7.91333333333
335.74,7.40666666667,11.7543333333,10.5306666667,8.954,4.01233333333,8.83633333333,35.263,18.2023333333,11.1423333333,8.101
336.11,7.67966666667,11.8436666667,10.7273333333,9.24133333333,4.27933333333,8.96333333333,35.456,18.4243333333,11.433,8.29266666667
336.47,7.568,11.6103333333,10.5776666667,9.145,4.20266666667,8.69166666667,35.5866666667,18.318,11.358,8.296
336.84,7.4,11.4233333333,10.3733333333,8.807,3.94966666667,8.393,35.3763333333,18.057,11.1226666667,8.01833333333
337.21,7.16366666667,11.2556666667,10.05,8.539,3.64133333333,8.03766666667,35.2386666667,17.732,10.754,7.81766666667
337.57,6.982,11.1336666667,10.0203333333,8.50966666667,3.558,7.90533333333,35.1686666667,17.5226666667,10.764,7.86033333333
337.94,6.91166666667,11.1946666667,10.0806666667,8.58833333333,3.453,7.803,35.2716666667,17.4603333333,10.7546666667,7.88066666667
338.31,6.867,11.2606666667,10.1923333333,8.56566666667,3.46933333333,7.78,35.3033333333,17.231,10.8343333333,7.852
338.67,6.797,11.2396666667,10.2086666667,8.456,3.47833333333,7.646,35.235,17.1376666667,10.661,7.734
339.04,6.824,11.355,10.096,8.446,3.41466666667,7.45066666667,35.5656666667,16.9743333333,10.5796666667,7.73133333333
339.40,6.78433333333,11.4186666667,9.98333333333,8.59666666667,3.39533333333,7.39033333333,35.6146666667,16.7673333333,10.567,7.69633333333
339.77,6.591,11.1833333333,9.68333333333,8.34,3.24933333333,7.26266666667,35.6023333333,16.4526666667,10.4303333333,7.65766666667
340.14,6.34733333333,11.041,9.52133333333,8.03966666667,3.08733333333,6.97266666667,35.6613333333,16.1923333333,10.2163333333,7.53866666667
340.50,6.31766666667,10.9276666667,9.503,7.91866666667,3.191,7.003,35.8873333333,16.185,10.103,7.49033333333
340.87,6.281,10.9776666667,9.49433333333,7.989,3.14333333333,7.162,36.3433333333,16.2076666667,10.2463333333,7.53566666667
341.23,6.598,11.113,9.731,8.344,3.407,7.39433333333,36.8196666667,16.4453333333,10.559,7.78466666667
341.60,6.795,11.1196666667,9.66066666667,8.26433333333,3.54333333333,7.42033333333,36.8973333333,16.5336666667,10.5256666667,7.811
341.96,6.94233333333,11.171,9.69133333333,8.17533333333,3.72566666667,7.52266666667,37.059,16.4893333333,10.6006666667,7.82066666667
342.33,7.02066666667,11.2123333333,9.93,8.22166666667,3.903,7.62333333333,37.3173333333,16.611,10.7613333333,7.94833333333
342.70,7.198,11.2906666667,9.83333333333,8.25066666667,3.95333333333,7.717,37.701,16.462,10.9563333333,8.09133333333
343.06,7.08133333333,11.145,9.93733333333,8.41166666667,3.99533333333,7.79533333333,37.764,16.4563333333,10.9203333333,8.099
343.43,7.29833333333,11.177,10.2436666667,8.52166666667,4.15933333333,8.00433333333,38.1506666667,16.5843333333,11.1626666667,8.32833333333
343.79,7.41966666667,11.3373333333,10.5116666667,8.665,4.27533333333,8.06366666667,38.391,16.7,11.237,8.431
344.16,7.443,11.311,10.5513333333,8.589,4.20266666667,8.04666666667,38.4556666667,16.636,11.2166666667,8.41466666667
344.52,7.455,11.3826666667,10.7216666667,8.66,4.165,8.22733333333,38.5453333333,16.5153333333,11.3176666667,8.474
344.89,7.44633333333,11.3073333333,10.829,8.67966666667,4.22,8.16433333333,38.5656666667,16.402,11.289,8.49066666667
345.25,7.25633333333,11.198,10.8733333333,8.45433333333,4.17933333333,8.07966666667,38.651,16.3006666667,11.2343333333,8.31733333333
345.62,7.18833333333,11.3036666667,11.1623333333,8.65866666667,4.252,8.17166666667,38.951,16.2163333333,11.386,8.32666666667
345.99,7.15166666667,11.303,11.3253333333,8.729,4.30566666667,8.21666666667,39.1163333333,16.2293333333,11.448,8.38433333333
346.35,7.02833333333,11.093,11.1066666667,8.61966666667,4.13266666667,8.01033333333,39.1116666667,16.1303333333,11.2976666667,8.247
346.72,6.93966666667,11.0183333333,11.169,8.61833333333,4.12433333333,7.87933333333,39.1136666667,16.1923333333,11.2736666667,8.14833333333
347.08,7.125,11.1323333333,11.1693333333,8.519,4.25033333333,7.84933333333,39.1703333333,16.176,11.3846666667,8.17033333333
347.45,6.90366666667,11.03,10.9383333333,8.24366666667,4.076,7.61033333333,38.9976666667,15.9413333333,11.0896666667,7.96866666667
347.81,6.83733333333,10.999,10.8426666667,8.36566666667,4.06533333333,7.61533333333,38.987,15.9346666667,11.0586666667,7.988
348.18,6.98233333333,11.194,10.8993333333,8.598,4.106,7.74166666667,39.1833333333,15.9713333333,11.1063333333,8.11
348.54,7.03266666667,11.2343333333,10.9756666667,8.658,4.114,7.69733333333,39.3083333333,15.9946666667,11.1373333333,8.19133333333
348.91,6.921,11.3016666667,10.9466666667,8.68733333333,4.10366666667,7.696,39.466,15.9863333333,11.0896666667,8.11066666667
349.27,6.80833333333,11.2873333333,10.8686666667,8.668,4.00966666667,7.58666666667,39.442,15.8266666667,10.9283333333,8.06033333333
349.64,6.935,11.2273333333,10.815,8.62066666667,3.98966666667,7.53966666667,39.4986666667,15.7713333333,10.9433333333,8.08966666667
350.00,7.01733333333,11.1823333333,10.795,8.72666666667,3.96466666667,7.537,39.485,15.6983333333,10.8953333333,8.05633333333
350.37,7.01,11.2883333333,10.8646666667,8.76833333333,4.02566666667,7.59166666667,39.609,15.5443333333,10.8873333333,8.137
350.73,6.82933333333,11.199,10.8186666667,8.623,3.85533333333,7.63466666667,39.671,15.4076666667,10.85,7.95633333333
351.10,6.873,11.1836666667,10.8766666667,8.63466666667,3.77233333333,7.74066666667,39.8726666667,15.33,10.9656666667,7.97166666667
351.46,6.991,11.2596666667,10.9373333333,8.71433333333,3.82666666667,7.81733333333,40.1076666667,15.2593333333,11.1053333333,7.90566666667
351.83,7.04133333333,11.3526666667,10.9176666667,8.72033333333,3.802,7.82333333333,40.2733333333,15.0626666667,11.23,7.77066666667
352.19,6.97366666667,11.3263333333,10.9773333333,8.71366666667,3.88633333333,7.81966666667,40.5206666667,14.9243333333,11.322,7.59733333333
352.55,6.86233333333,11.2063333333,10.8686666667,8.64066666667,3.80766666667,7.706,40.7146666667,14.8323333333,11.284,7.39
352.92,6.81433333333,11.1553333333,10.842,8.46333333333,3.77433333333,7.55266666667,40.7273333333,14.6506666667,11.237,7.31666666667
353.28,6.80866666667,11.1293333333,10.84,8.348,3.687,7.59133333333,40.9756666667,14.5103333333,11.1976666667,7.298
353.65,6.632,10.9723333333,10.6306666667,8.15333333333,3.50533333333,7.36533333333,41.0313333333,14.3596666667,11.0183333333,7.045
354.01,6.48233333333,10.9133333333,10.4853333333,7.95633333333,3.44666666667,7.25866666667,41.1196666667,14.144,11.0793333333,6.97233333333
354.38,6.56033333333,10.89,10.497,7.99666666667,3.45833333333,7.31366666667,41.1663333333,13.9923333333,11.1113333333,6.96133333333
354.74,6.63633333333,10.937,10.5386666667,8.071,3.46866666667,7.28333333333,41.1913333333,13.7866666667,11.134,7.10266666667
355.11,6.39566666667,10.7373333333,10.501,8.037,3.43633333333,7.128,41.319,13.4373333333,11.0013333333,6.947
355.47,6.38233333333,10.7866666667,10.5703333333,8.09366666667,3.41166666667,7.17433333333,41.5893333333,13.3133333333,11.0803333333,7.047
355.83,6.44966666667,10.8216666667,10.6933333333,8.082,3.50233333333,7.25466666667,41.8383333333,13.3303333333,11.1993333333,7.17533333333
356.20,6.33666666667,10.6586666667,10.6403333333,7.93833333333,3.40833333333,7.065,41.8516666667,13.1306666667,11.164,7.13966666667
356.56,6.37,10.724,10.7313333333,7.90033333333,3.448,6.991,41.8836666667,12.9516666667,11.1916666667,7.141
356.93,6.515,10.832,10.825,7.995,3.577,7.11866666667,41.989,12.8936666667,11.2666666667,7.273
357.29,6.61266666667,11.0403333333,10.9513333333,8.18566666667,3.76866666667,7.183,42.1066666667,12.8716666667,11.5293333333,7.45566666667
357.66,6.82166666667,11.3226666667,11.2776666667,8.43366666667,4.051,7.41133333333,42.4196666667,12.8406666667,11.7553333333,7.76366666667
358.02,6.98033333333,11.465,11.4443333333,8.52133333333,4.14,7.46633333333,42.7163333333,12.7163333333,11.827,7.89033333333
358.38,7.02366666667,11.577,11.557,8.52333333333,4.17033333333,7.512,42.824,12.6526666667,11.9196666667,7.86533333333
358.75,7.11833333333,11.6616666667,11.6483333333,8.53966666667,4.27633333333,7.58833333333,43.1133333333,12.572,12.0316666667,7.87866666667
359.11,7.274,11.798,11.7393333333,8.55933333333,4.322,7.63933333333,43.2693333333,12.5253333333,12.144,7.972
359.48,7.289,11.8083333333,11.8146666667,8.57066666667,4.42466666667,7.58333333333,43.1573333333,12.426,12.163,7.97266666667
359.84,7.13366666667,11.6976666667,11.7376666667,8.47666666667,4.29566666667,7.48566666667,43.308,12.1146666667,11.9326666667,7.779
360.20,7.11066666667,11.7536666667,11.7836666667,8.47866666667,4.27533333333,7.50566666667,43.246,11.9573333333,11.9183333333,7.793
360.57,7.10366666667,11.693,11.6986666667,8.469,4.298,7.55766666667,43.455,11.766,11.8966666667,7.78466666667
360.93,7.08666666667,11.603,11.7563333333,8.468,4.30066666667,7.56033333333,43.6426666667,11.6766666667,11.9093333333,7.77866666667
361.29,7.13766666667,11.5756666667,11.687,8.47066666667,4.24366666667,7.51,43.826,11.5896666667,11.8646666667,7.67633333333
361.66,7.06333333333,11.5136666667,11.634,8.441,4.11633333333,7.43566666667,43.938,11.511,11.8446666667,7.58633333333
362.02,6.976,11.465,11.6386666667,8.45,4.07466666667,7.366,44.048,11.5406666667,11.8606666667,7.55866666667
362.39,6.94166666667,11.465,11.5893333333,8.5,4.03566666667,7.287,44.2433333333,11.457,11.7806666667,7.559
362.75,6.839,11.431,11.5553333333,8.49433333333,4.034,7.26233333333,44.3193333333,11.4013333333,11.7086666667,7.49666666667
363.11,6.73,11.467,11.5536666667,8.496,4.00166666667,7.25533333333,44.4136666667,11.295,11.657,7.46733333333
363.48,6.71566666667,11.509,11.559,8.542,3.98366666667,7.25766666667,44.6543333333,11.2216666667,11.6553333333,7.437
363.84,6.819,11.5863333333,11.6336666667,8.588,4.10366666667,7.26666666667,44.732,11.281,11.824,7.47966666667
364.20,6.88566666667,11.6876666667,11.6816666667,8.68033333333,4.19333333333,7.32,45.1466666667,11.3786666667,11.939,7.563
364.57,6.92466666667,11.8153333333,11.8063333333,8.75733333333,4.32333333333,7.33466666667,45.3376666667,11.501,12.033,7.62866666667
364.93,6.97,11.967,11.8016666667,8.89066666667,4.33133333333,7.33733333333,45.549,11.5793333333,12.1533333333,7.65066666667
365.29,6.94766666667,11.888,11.855,8.881,4.351,7.403,45.5833333333,11.5346666667,12.1393333333,7.669
365.66,6.769,11.8083333333,11.7506666667,8.719,4.322,7.327,45.648,11.3923333333,12.001,7.59833333333
366.02,6.73233333333,11.8596666667,11.723,8.71633333333,4.32,7.32366666667,45.76,11.3043333333,11.917,7.49966666667
366.38,6.739,11.8793333333,11.7243333333,8.743,4.32133333333,7.348,45.883,11.2976666667,12.026,7.55533333333
366.75,6.80766666667,11.9293333333,11.8373333333,8.77266666667,4.37866666667,7.306,46.0873333333,11.2963333333,12.0816666667,7.67266666667
367.11,6.92033333333,12.0603333333,11.904,8.875,4.582,7.42666666667,46.3296666667,11.459,12.1983333333,7.82866666667
367.47,6.927,12.0143333333,11.919,8.877,4.69066666667,7.47733333333,46.498,11.5283333333,12.2236666667,7.91133333333
367.84,6.877,11.9693333333,11.9136666667,8.905,4.64833333333,7.41333333333,46.5446666667,11.4883333333,12.1386666667,7.94033333333
368.20,7.00366666667,12.0413333333,12.054,8.99433333333,4.67633333333,7.53766666667,46.637,11.4763333333,12.174,7.939
368.56,7.00066666667,11.9973333333,12.059,9.042,4.60433333333,7.51033333333,46.714,11.423,12.2073333333,7.97033333333
368.93,6.92266666667,11.9536666667,12.0063333333,8.93833333333,4.512,7.386,46.7406666667,11.2096666667,12.108,7.87933333333
369.29,6.872,12.008,12.0263333333,8.924,4.49133333333,7.29566666667,46.8313333333,11.1416666667,12.0973333333,7.87633333333
369.65,7.01233333333,12.052,12.1223333333,9.0,4.526,7.34533333333,47.009,11.162,12.1253333333,7.91133333333
370.01,6.99733333333,11.9893333333,12.1076666667,8.94466666667,4.55166666667,7.33733333333,47.1273333333,11.0443333333,12.1106666667,7.96333333333
370.38,6.99733333333,11.94,12.1143333333,8.923,4.647,7.323,47.2803333333,10.9996666667,12.0846666667,7.974
370.74,6.91433333333,11.968,12.0393333333,8.925,4.60433333333,7.27633333333,47.4973333333,10.855,12.0006666667,7.92566666667
371.10,6.93966666667,11.931,12.0996666667,8.93833333333,4.55633333333,7.25633333333,47.5353333333,10.732,12.026,7.90766666667
371.46,6.96366666667,12.037,12.066,8.95066666667,4.486,7.175,47.7013333333,10.6466666667,12.049,7.89833333333
371.83,6.91266666667,12.0033333333,12.0533333333,8.87233333333,4.41433333333,7.10333333333,47.897,10.4393333333,12.0766666667,7.83233333333
372.19,6.791,11.972,11.9403333333,8.78833333333,4.359,7.01233333333,48.0376666667,10.249,11.9983333333,7.73533333333
372.55,6.78233333333,12.026,11.944,8.84233333333,4.35566666667,7.03266666667,48.2396666667,10.1196666667,11.982,7.74266666667
372.92,6.83333333333,12.0303333333,12.016,8.88666666667,4.452,7.068,48.4003333333,10.0263333333,12.048,7.79033333333
373.28,6.88466666667,12.1086666667,12.0743333333,8.95933333333,4.56933333333,7.11033333333,48.6756666667,9.84866666667,12.1403333333,7.76833333333
373.64,6.87433333333,12.1923333333,12.094,9.02133333333,4.55966666667,7.106,48.9076666667,9.66033333333,12.181,7.751
374.00,6.859,12.2666666667,12.1256666667,9.12566666667,4.537,7.098,49.1043333333,9.58733333333,12.261,7.74166666667
374.37,6.87166666667,12.283,12.2,9.11633333333,4.54966666667,7.12066666667,49.1753333333,9.47466666667,12.303,7.702
374.73,6.897,12.2313333333,12.2713333333,9.08066666667,4.53466666667,7.11233333333,49.2226666667,9.299,12.3933333333,7.691
375.09,6.78466666667,12.205,12.202,8.91733333333,4.47533333333,7.01766666667,49.3246666667,9.111,12.3256666667,7.60066666667
375.45,6.801,12.2213333333,12.3123333333,8.92966666667,4.50466666667,7.11266666667,49.5383333333,8.95733333333,12.29,7.61166666667
375.81,6.854,12.3323333333,12.3623333333,9.06633333333,4.59633333333,7.23833333333,49.743,8.92566666667,12.3483333333,7.70366666667
376.18,6.76766666667,12.3016666667,12.3496666667,9.02933333333,4.55033333333,7.152,49.8513333333,8.767,12.2726666667,7.698
376.54,6.71966666667,12.2083333333,12.3123333333,8.90933333333,4.46233333333,7.02433333333,49.9466666667,8.63066666667,12.164,7.618
376.90,6.637,12.1456666667,12.3093333333,8.85533333333,4.39033333333,7.01066666667,50.1256666667,8.48166666667,12.1173333333,7.55833333333
377.26,6.62133333333,12.196,12.3476666667,8.78966666667,4.39466666667,7.033,50.3613333333,8.47366666667,12.1606666667,7.627
377.63,6.57966666667,12.1653333333,12.3823333333,8.76533333333,4.454,7.03433333333,50.382,8.401,12.2376666667,7.62633333333
377.99,6.65466666667,12.193,12.4846666667,8.76433333333,4.52033333333,7.14133333333,50.5163333333,8.327,12.3166666667,7.68733333333
378.35,6.652,12.2336666667,12.4886666667,8.78566666667,4.48133333333,7.15266666667,50.7846666667,8.204,12.3216666667,7.752
378.71,6.67166666667,12.2156666667,12.5053333333,8.79266666667,4.47766666667,7.14366666667,50.872,8.19333333333,12.311,7.76733333333
379.07,6.67266666667,12.1613333333,12.556,8.83933333333,4.48866666667,7.17133333333,51.1376666667,8.13733333333,12.292,7.80766666667
379.44,6.71666666667,12.1556666667,12.6296666667,8.886,4.472,7.18333333333,51.3473333333,8.14366666667,12.3783333333,7.84133333333
379.80,6.749,12.219,12.7153333333,8.85433333333,4.52133333333,7.19966666667,51.444,8.146,12.45,7.862
380.16,6.912,12.276,12.9006666667,8.94766666667,4.70766666667,7.34133333333,51.7616666667,8.25566666667,12.6523333333,7.97833333333
380.52,6.99466666667,12.4436666667,13.014,9.07666666667,4.86666666667,7.50233333333,51.963,8.31833333333,12.836,8.063
380.88,7.05433333333,12.491,13.0373333333,9.109,4.907,7.57933333333,52.057,8.301,12.865,8.11633333333
381.24,7.03833333333,12.4043333333,13.024,9.112,4.85066666667,7.53933333333,52.0773333333,8.24233333333,12.782,8.02866666667
381.61,7.044,12.418,12.97,9.03266666667,4.76866666667,7.513,52.215,8.17033333333,12.7606666667,8.01333333333
381.97,7.03566666667,12.445,12.9166666667,9.049,4.76133333333,7.535,52.282,8.15033333333,12.7656666667,8.01566666667
382.33,7.04466666667,12.479,12.9636666667,9.02066666667,4.762,7.50866666667,52.4173333333,8.138,12.8446666667,7.94133333333
382.69,7.095,12.595,12.95,9.083,4.809,7.49233333333,52.5986666667,8.13833333333,12.8256666667,7.95766666667
383.05,7.16633333333,12.746,12.979,9.17733333333,4.873,7.535,52.583,8.24166666667,12.8903333333,8.017
383.41,7.129,12.6943333333,12.9236666667,9.08833333333,4.87233333333,7.47433333333,52.4236666667,8.216,12.8606666667,7.96
383.77,7.12266666667,12.6926666667,12.9193333333,9.089,4.89766666667,7.47733333333,52.589,8.19866666667,12.8393333333,7.92666666667
384.14,7.012,12.6,12.761,8.97733333333,4.759,7.379,52.5043333333,8.08066666667,12.7356666667,7.85566666667
384.50,6.93866666667,12.4843333333,12.6676666667,8.809,4.612,7.318,52.435,7.98333333333,12.5783333333,7.74766666667
384.86,6.93766666667,12.508,12.711,8.80333333333,4.617,7.311,52.572,8.04466666667,12.584,7.71466666667
385.22,6.97733333333,12.5513333333,12.7603333333,8.88133333333,4.61333333333,7.37233333333,52.8153333333,8.068,12.6343333333,7.744
385.58,6.98533333333,12.5923333333,12.823,8.91733333333,4.68033333333,7.40233333333,52.989,8.115,12.7143333333,7.77933333333
385.94,6.99533333333,12.617,12.8906666667,8.963,4.723,7.351,53.2533333333,8.16033333333,12.7216666667,7.798
386.30,6.95766666667,12.6453333333,12.9446666667,9.02766666667,4.78733333333,7.395,53.3106666667,8.20633333333,12.7376666667,7.79666666667
386.66,6.922,12.5906666667,12.9696666667,8.996,4.77566666667,7.45433333333,53.3586666667,8.227,12.7546666667,7.72066666667
387.03,6.86,12.474,12.9106666667,8.875,4.62666666667,7.346,53.5,8.10066666667,12.698,7.58566666667
387.39,6.796,12.4223333333,12.8823333333,8.86166666667,4.58333333333,7.31833333333,53.74,8.093,12.721,7.565
387.75,6.80866666667,12.413,12.902,8.853,4.56866666667,7.27233333333,53.8343333333,8.13266666667,12.7436666667,7.603
388.11,6.855,12.4883333333,12.9806666667,8.92766666667,4.61066666667,7.26433333333,53.959,8.16233333333,12.796,7.63333333333
388.47,6.925,12.6143333333,13.0633333333,9.09866666667,4.701,7.31033333333,54.3,8.24133333333,12.971,7.71166666667
388.83,6.91566666667,12.6183333333,13.0976666667,9.08033333333,4.72633333333,7.28633333333,54.4856666667,8.217,13.056,7.781
389.19,6.90166666667,12.596,13.108,8.99,4.70033333333,7.20033333333,54.4126666667,8.21533333333,13.027,7.739
389.55,6.94166666667,12.5996666667,13.1316666667,9.057,4.71433333333,7.218,54.509,8.24166666667,12.9876666667,7.729
389.91,6.97466666667,12.6376666667,13.163,9.05066666667,4.73266666667,7.23866666667,54.5853333333,8.24466666667,13.0106666667,7.71066666667
390.27,6.99233333333,12.6823333333,13.168,9.03266666667,4.699,7.21966666667,54.89,8.245,13.0096666667,7.73966666667
390.63,6.96466666667,12.7246666667,13.1536666667,8.993,4.64366666667,7.205,55.0583333333,8.18333333333,13.0173333333,7.74
391.00,7.013,12.8396666667,13.298,9.085,4.757,7.34233333333,55.3056666667,8.22433333333,13.1243333333,7.84933333333
391.36,7.06,12.9246666667,13.3086666667,9.09366666667,4.814,7.35933333333,55.5216666667,8.16533333333,13.1436666667,7.848
391.72,7.069,12.9686666667,13.321,9.10766666667,4.81466666667,7.40766666667,55.6586666667,8.085,13.1896666667,7.845
392.08,7.07533333333,12.9233333333,13.2816666667,9.04366666667,4.792,7.342,55.7746666667,8.044,13.188,7.76233333333
392.44,7.03033333333,12.9073333333,13.2476666667,8.92933333333,4.73566666667,7.27133333333,55.8653333333,7.94266666667,13.131,7.702
392.80,7.01933333333,12.8666666667,13.219,8.921,4.68,7.25466666667,55.9626666667,7.89433333333,13.0883333333,7.62866666667
393.16,7.04966666667,12.8983333333,13.2096666667,8.955,4.75666666667,7.34766666667,56.1606666667,7.843,13.1746666667,7.696
393.52,7.00633333333,12.8623333333,13.157,8.90233333333,4.69466666667,7.31433333333,56.2913333333,7.736,13.1686666667,7.65166666667
393.88,6.933,12.8136666667,13.1113333333,8.81166666667,4.614,7.25733333333,56.4103333333,7.61766666667,13.143,7.575
394.24,6.92133333333,12.7536666667,13.0766666667,8.78466666667,4.559,7.27966666667,56.4193333333,7.50633333333,13.117,7.53966666667
394.60,6.91066666667,12.7426666667,13.1213333333,8.82033333333,4.57633333333,7.30833333333,56.512,7.48766666667,13.1516666667,7.55966666667
394.96,6.841,12.6096666667,13.025,8.771,4.534,7.204,56.509,7.37966666667,13.091,7.46733333333
395.32,6.78866666667,12.565,12.9983333333,8.75,4.48566666667,7.19266666667,56.5543333333,7.30166666667,13.054,7.45266666667
395.68,6.741,12.4383333333,12.8903333333,8.68933333333,4.39266666667,7.12466666667,56.7273333333,7.195,12.981,7.36766666667
396.04,6.721,12.4896666667,12.9673333333,8.70366666667,4.40366666667,7.23,56.9023333333,7.07433333333,13.045,7.41433333333
396.40,6.78066666667,12.4733333333,13.073,8.80566666667,4.46366666667,7.32833333333,56.9883333333,7.02933333333,13.0903333333,7.46533333333
396.76,6.821,12.5333333333,13.133,8.79133333333,4.49366666667,7.38566666667,57.1616666667,6.93633333333,13.096,7.51
397.12,6.80366666667,12.488,13.1646666667,8.77233333333,4.46966666667,7.389,57.2193333333,6.832,13.114,7.50366666667
397.48,6.8,12.4856666667,13.232,8.72266666667,4.50766666667,7.42333333333,57.3013333333,6.72466666667,13.1286666667,7.52766666667
397.84,6.84266666667,12.4856666667,13.2513333333,8.73833333333,4.52033333333,7.47166666667,57.2716666667,6.667,13.153,7.579
398.20,6.811,12.438,13.2146666667,8.67866666667,4.54466666667,7.37733333333,57.3633333333,6.523,13.1656666667,7.53166666667
398.56,6.84733333333,12.4143333333,13.258,8.64066666667,4.55466666667,7.35533333333,57.5126666667,6.39833333333,13.214,7.54566666667
398.92,6.91166666667,12.42,13.2563333333,8.65433333333,4.515,7.353,57.63,6.32233333333,13.258,7.58366666667
399.28,6.94433333333,12.4286666667,13.3036666667,8.68066666667,4.531,7.36233333333,57.7833333333,6.24133333333,13.3053333333,7.596
399.64,6.93133333333,12.4563333333,13.4233333333,8.72366666667,4.586,7.37433333333,57.8516666667,6.20233333333,13.3476666667,7.64666666667
400.00,6.93333333333,12.4206666667,13.4036666667,8.72233333333,4.609,7.375,57.9613333333,6.161,13.3763333333,7.655
400.36,6.906,12.3913333333,13.3723333333,8.66533333333,4.616,7.28433333333,58.0866666667,6.09833333333,13.3906666667,7.69333333333
400.72,6.915,12.376,13.324,8.72366666667,4.64466666667,7.27333333333,58.089,6.06766666667,13.422,7.70966666667
401.08,6.91733333333,12.3813333333,13.3086666667,8.74333333333,4.63833333333,7.21866666667,58.3533333333,6.007,13.3883333333,7.694
401.44,6.90133333333,12.4156666667,13.3196666667,8.77133333333,4.60533333333,7.17133333333,58.5626666667,5.922,13.3903333333,7.67433333333
401.80,6.89166666667,12.3506666667,13.3413333333,8.779,4.62,7.13433333333,58.758,5.886,13.4423333333,7.66166666667
402.16,6.94966666667,12.3996666667,13.3803333333,8.82966666667,4.64133333333,7.20033333333,58.8626666667,5.882,13.4366666667,7.71466666667
402.52,6.94966666667,12.424,13.3513333333,8.80433333333,4.62633333333,7.19066666667,58.9356666667,5.81366666667,13.4033333333,7.704
402.88,6.91733333333,12.4713333333,13.3436666667,8.80266666667,4.682,7.173,58.9683333333,5.79266666667,13.3916666667,7.67033333333
403.24,6.96933333333,12.5353333333,13.395,8.85866666667,4.69633333333,7.207,59.081,5.806,13.3873333333,7.688
403.60,6.99166666667,12.5393333333,13.364,8.893,4.679,7.23833333333,59.1496666667,5.75566666667,13.3803333333,7.648
403.95,7.04066666667,12.5676666667,13.424,8.92733333333,4.67666666667,7.22466666667,59.2793333333,5.74566666667,13.3423333333,7.66966666667
404.31,6.98733333333,12.513,13.3953333333,8.87566666667,4.61966666667,7.20633333333,59.342,5.65966666667,13.3133333333,7.566
404.67,6.96133333333,12.5116666667,13.4003333333,8.82366666667,4.55733333333,7.17233333333,59.5666666667,5.588,13.3056666667,7.513
405.03,7.012,12.5716666667,13.4543333333,8.87766666667,4.567,7.21733333333,59.5973333333,5.60166666667,13.3533333333,7.53466666667
405.39,7.10933333333,12.5876666667,13.4476666667,8.92,4.62966666667,7.26233333333,59.6063333333,5.68,13.3986666667,7.605
405.75,7.114,12.6563333333,13.449,8.954,4.64566666667,7.26966666667,59.7493333333,5.68633333333,13.3866666667,7.645
406.11,7.162,12.7136666667,13.559,8.98866666667,4.71233333333,7.28666666667,59.8593333333,5.75766666667,13.467,7.65666666667
406.47,7.18966666667,12.7443333333,13.574,9.07033333333,4.762,7.29866666667,59.952,5.856,13.52,7.67566666667
