wavelength,Back_HetRubf,Belly_HetRubf,Breast_HetRubf,Crissum_HetRubf,Crown_HetRubf,DorTail_HetRubf,Patch10_HetRubf,Rump_HetRubf,Throat_HetRubf,WingTip_HetRubf
208.77,96.762,54.6666666667,86.4763333333,86.4763333333,74.6666666667,80.9523333333,76.7616666667,83.4283333333,72.9523333333,81.3333333333
209.14,103.086333333,56.5843333333,99.383,88.4773333333,73.6626666667,83.9503333333,78.601,91.7696666667,80.4526666667,82.3046666667
209.52,101.282,53.419,104.914666667,89.7433333333,73.291,83.9743333333,74.7863333333,88.8893333333,77.7776666667,78.205
209.90,105.591333333,52.6883333333,110.968,94.6236666667,81.5053333333,87.742,77.4193333333,92.473,84.3013333333,77.2043333333
210.28,102.409666667,46.9876666667,101.807333333,87.5503333333,87.55,85.3413333333,74.2973333333,89.1566666667,85.542,66.4656666667
210.66,101.156,48.3623333333,102.119666667,85.1636666667,87.2833333333,84.0076666667,73.9886666667,88.8246666667,87.0906666667,65.5106666667
211.03,107.723666667,52.8456666667,108.536333333,88.618,85.1626666667,86.5856666667,83.5363333333,95.5286666667,87.8046666667,65.4473333333
211.41,111.515333333,60.606,114.343333333,94.1413333333,87.4746666667,87.677,90.303,101.616,86.869,66.2623333333
211.79,116.179333333,67.6413333333,116.569,94.152,87.3296666667,96.8813333333,92.7876666667,109.357,93.3723333333,73.6843333333
212.17,122.030333333,71.2643333333,114.942333333,93.678,90.23,104.214666667,99.2336666667,109.578666667,97.7013333333,73.5633333333
212.55,125.904666667,75.4283333333,117.142666667,93.9046666667,86.6666666667,104.381333333,99.9996666667,109.333333333,98.857,78.6666666667
212.92,125.813,76.626,118.496,96.9513333333,85.9756666667,104.674666667,99.1866666667,113.618,100.203333333,81.7076666667
213.30,124.638,73.085,110.145,94.203,83.644,102.898333333,98.9646666667,109.109666667,94.41,79.503
213.68,124.691333333,76.9546666667,111.934,95.679,79.218,101.851666667,100.205666667,110.905333333,96.5023333333,84.3623333333
214.06,131.934666667,80.8856666667,116.317,103.496333333,81.8183333333,109.557,108.391666667,117.482666667,97.902,91.1423333333
214.44,132.587,86.816,124.626666667,115.174,78.1093333333,110.447666667,112.935666667,121.144333333,97.5123333333,101.244
214.81,141.896333333,96.6363333333,131.804333333,129.358,80.1223333333,115.596333333,118.042666667,133.639333333,98.7766666667,111.314666667
215.19,133.908,91.3793333333,122.126666667,124.137666667,77.8733333333,112.643666667,106.034666667,129.310333333,96.2643333333,109.482666667
215.57,137.179333333,90.064,127.884666667,123.397333333,79.487,115.705333333,108.333333333,128.846,97.7563333333,113.782
215.95,113.864333333,77.581,110.914333333,108.554666667,71.0916666667,94.9853333333,97.3453333333,114.159333333,81.711,98.8196666667
216.32,104.071666667,66.921,98.4733333333,96.692,61.5776666667,86.2596666667,86.005,99.7453333333,73.2826666667,93.3843333333
216.70,101.398666667,62.937,95.571,96.5036666667,62.704,87.879,83.2166666667,97.669,78.788,93.24
217.08,107.317333333,69.5123333333,97.1543333333,97.1546666667,70.732,90.0406666667,88.0083333333,94.7156666667,85.3656666667,96.5446666667
217.46,105.939,70.498,93.2953333333,96.3603333333,71.6473333333,88.1223333333,85.8236666667,95.2106666667,87.1646666667,100.191666667
217.83,111.045333333,72.978,93.491,95.069,76.923,90.3353333333,85.6013333333,96.2526666667,87.1796666667,102.761333333
218.21,109.770333333,74.9043333333,93.678,94.0613333333,76.2453333333,91.9543333333,83.3333333333,94.8273333333,86.9733333333,99.0423333333
218.59,115.800666667,73.593,97.1863333333,94.8053333333,81.818,98.9176666667,84.4156666667,97.4026666667,94.3723333333,103.679666667
218.97,118.018,70.7206666667,101.576666667,90.7656666667,84.0086666667,105.630333333,87.838,101.126,96.171,108.783666667
219.34,116.548333333,67.376,101.655,91.489,81.324,104.964666667,93.1443333333,100.709333333,94.326,111.347666667
219.72,118.055666667,69.4446666667,100.000333333,95.3703333333,84.7223333333,107.870333333,92.1296666667,106.25,97.9166666667,116.667
220.10,127.294666667,73.913,103.381666667,103.14,87.923,116.425,93.4783333333,110.628,102.173666667,121.497333333
220.47,136.314333333,84.2816666667,114.634,116.531,96.748,126.016333333,94.851,122.764333333,109.485,131.165333333
220.85,151.746333333,97.7776666667,126.666666667,126.032,113.015666667,140.635,105.714,141.587333333,125.396666667,142.857
221.23,161.048666667,103.370666667,134.831666667,136.704,120.599333333,150.561666667,113.108666667,162.546666667,136.329666667,156.179666667
221.61,169.620333333,107.594666667,150.633,146.835666667,129.114,157.384,118.987666667,171.308,148.101,162.869
221.98,174.51,100.490333333,150.0,162.745333333,124.509666667,164.215333333,122.549333333,188.235333333,162.255,176.470333333
222.36,158.216,91.08,147.887333333,147.887333333,120.187666667,143.192333333,125.821666667,173.239666667,152.582333333,169.483666667
222.74,133.333,77.3806666667,122.619,119.841666667,107.142666667,110.714333333,103.174666667,154.365,120.635,142.460333333
223.11,135.869666667,70.6523333333,113.768,122.463666667,106.884333333,97.1013333333,97.1016666667,137.681,113.406,134.782666667
223.49,146.953333333,82.7956666667,124.372666667,124.731333333,109.677333333,104.659666667,88.889,141.577,117.562333333,132.258
223.87,147.826,74.2753333333,118.840666667,115.942,100.0,99.2753333333,83.3333333333,133.695666667,111.232,123.188333333
224.24,154.700666667,63.6753333333,120.085333333,117.093666667,102.136666667,97.8633333333,77.7776666667,140.598333333,105.982666667,126.495666667
224.62,140.833333333,57.5,106.666666667,100.416666667,94.1666666667,82.0833333333,72.0833333333,128.75,90.0,112.916666667
225.00,141.056666667,54.4713333333,102.845333333,103.658333333,93.9023333333,82.927,70.7316666667,121.951333333,80.081,111.788666667
225.38,153.431666667,50.4903333333,102.941,104.411666667,95.098,75.0,58.8236666667,119.117666667,69.1173333333,109.803666667
225.75,160.846666667,56.6136666667,112.698666667,115.344,119.048,85.7143333333,64.5503333333,137.037,71.9576666667,116.402
226.13,175.268666667,65.5913333333,130.645333333,133.333,150.537666667,104.301,90.3223333333,154.838666667,86.0216666667,122.581
226.51,371.428333333,110.714,265.476333333,286.905,327.381,222.619,171.428333333,342.857,155.952333333,234.523666667
226.88,5433.33333333,1916.66666667,4200.0,4383.33333333,4766.66666667,3466.66666667,2816.66666667,4816.66666667,2250.0,2883.33333333
227.26,-230.952666667,-85.7143333333,-199.206666667,-183.333333333,-207.936333333,-153.968333333,-115.873333333,-219.841333333,-92.0633333333,-104.762
227.64,-135.680666667,-55.8686666667,-115.493,-118.309666667,-139.436666667,-84.5066666667,-85.4463333333,-133.802666667,-55.8683333333,-68.0753333333
228.01,-68.9456666667,-28.7746666667,-66.6666666667,-73.789,-74.359,-45.8686666667,-50.7123333333,-71.795,-28.7746666667,-35.3276666667
228.39,-60.6483333333,-32.176,-58.565,-63.1946666667,-65.046,-38.6576666667,-50.2313333333,-59.954,-33.565,-31.9446666667
228.76,-37.11,-16.092,-36.946,-39.4086666667,-40.8866666667,-20.197,-26.1083333333,-34.647,-18.2266666667,-15.435
229.14,-26.111,-10.9723333333,-28.889,-28.1946666667,-30.8333333333,-10.0,-16.9443333333,-25.6946666667,-12.0833333333,-9.02766666667
229.52,-23.3456666667,-11.2356666667,-25.468,-24.22,-27.8403333333,-9.11366666667,-16.2296666667,-24.2196666667,-10.7363333333,-5.99233333333
229.89,-17.4343333333,-8.553,-17.763,-19.2983333333,-18.8596666667,-4.167,-10.307,-15.7896666667,-6.35966666667,-2.30266666667
230.27,-15.1136666667,-8.69566666667,-15.1136666667,-16.8736666667,-16.8736666667,-3.20933333333,-7.764,-13.147,-6.52166666667,-2.07066666667
230.65,-13.862,-10.8996666667,-15.873,-16.1903333333,-15.767,-3.06866666667,-8.25366666667,-13.2273333333,-8.466,-1.27
231.02,-12.0253333333,-10.443,-12.6583333333,-12.9743333333,-12.1306666667,-2.10966666667,-5.90733333333,-9.17733333333,-8.544,-2.848
231.40,-16.3216666667,-15.0576666667,-15.632,-19.77,-15.4023333333,-4.483,-10.0003333333,-12.7586666667,-14.3676666667,-7.58633333333
231.78,-10.0776666667,-5.64766666667,-10.4096666667,-11.6276666667,-8.195,3.544,-0.221333333333,-6.09066666667,-8.97,-2.104
232.15,-10.6576666667,-5.55533333333,-8.61666666667,-6.57633333333,-8.957,6.236,3.06133333333,-5.21533333333,-7.93633333333,-1.48029736617e-16
232.53,-5.28033333333,-3.74033333333,-8.03066666667,-3.74033333333,-4.95066666667,9.35066666667,5.50033333333,-0.660333333333,-4.73066666667,3.41033333333
232.90,-2.91366666667,-4.54566666667,-8.85766666667,-4.07933333333,-6.76,9.44066666667,2.44766666667,-2.68066666667,-5.24466666667,1.86466666667
233.28,-1.67233333333,-5.615,-12.7836666667,-7.76566666667,-9.07966666667,5.97333333333,0.358,-2.86733333333,-6.69033333333,0.477666666667
233.66,-0.711666666667,-4.745,-14.1163333333,-8.89666666667,-8.18533333333,4.745,0.356,-2.60966666667,-6.88033333333,-0.712
234.03,-2.62166666667,-6.367,-16.4793333333,-9.73766666667,-9.61333333333,4.36966666667,-0.624333333333,-3.121,-9.363,-2.62166666667
234.41,2.17366666667,-4.34766666667,-12.5603333333,-6.401,-6.64233333333,9.662,3.623,-0.362333333333,-4.10633333333,2.536
234.78,4.392,-2.027,-6.644,-3.716,-4.16666666667,12.725,6.08133333333,2.13966666667,0.112666666667,2.928
235.16,5.97166666667,0.217333333333,-7.38333333333,-5.21166666667,-4.12566666667,13.8976666667,6.73166666667,2.06266666667,1.19433333333,3.04033333333
235.54,4.35733333333,-2.72333333333,-10.4576666667,-7.08066666667,-6.97166666667,10.8933333333,4.13933333333,-0.108666666667,0.108666666667,0.980666666667
235.91,0.219666666667,-9.24066666667,-14.5216666667,-12.8713333333,-13.201,6.38066666667,-1.43033333333,-4.73066666667,-5.28066666667,-2.2
236.29,-1.688,-12.5526666667,-16.772,-16.034,-15.2953333333,5.59066666667,-2.215,-6.22333333333,-6.54,-4.53566666667
236.66,0.101666666667,-7.747,-11.825,-11.9266666667,-10.8053333333,9.378,3.16033333333,-4.28133333333,-2.854,-1.32533333333
237.04,-1.475,-5.60466666667,-9.93133333333,-10.3243333333,-9.24266666667,8.26,6.195,-2.06466666667,-2.45833333333,0.294666666667
237.41,1.03,-2.528,-3.93233333333,-6.367,-4.21333333333,10.9546666667,9.83166666667,0.843,2.247,3.277
237.79,3.39766666667,-1.56133333333,1.19366666667,-3.67333333333,-2.479,15.335,11.0193333333,3.214,4.683,5.326
238.17,3.92633333333,0.167333333333,2.08833333333,-2.58966666667,0.501333333333,15.1213333333,11.9466666667,3.42533333333,5.76466666667,6.59966666667
238.54,1.24333333333,-0.155333333333,0.311,-4.11833333333,1.554,13.5196666667,9.557,1.94266666667,2.79733333333,5.28366666667
238.92,-2.06533333333,-2.06533333333,-1.70966666667,-7.19366666667,-0.783666666667,9.82933333333,8.61833333333,-0.213666666667,-0.498666666667,3.06266666667
239.29,-2.66666666667,-1.66666666667,-0.8,-6.73333333333,-0.4,9.4,6.93333333333,-1.73333333333,-0.333333333333,3.33333333333
239.67,0.879,1.75766666667,2.34333333333,-3.28033333333,2.402,12.7123333333,9.90033333333,1.23033333333,2.75366666667,6.26833333333
240.04,2.63166666667,2.88966666667,3.76666666667,-1.23833333333,4.85,13.4673333333,9.546,2.78633333333,3.76666666667,6.86266666667
240.42,4.81933333333,5.176,5.89033333333,0.892333333333,7.006,13.878,9.951,3.74833333333,5.04266666667,8.657
240.79,3.721,3.44433333333,4.434,0.198,5.384,12.193,7.91766666667,2.61266666667,3.72133333333,7.52166666667
241.17,4.33866666667,3.306,3.96033333333,0.929666666667,5.131,11.777,6.887,3.06466666667,4.098,7.679
241.54,4.04433333333,3.33933333333,3.64566666667,1.103,4.41166666667,10.9683333333,5.72933333333,2.543,3.615,6.95433333333
241.92,3.85333333333,3.71566666667,3.028,0.963333333333,3.49566666667,9.60666666667,5.25733333333,2.25666666667,4.15633333333,6.909
242.29,3.77266666667,3.61766666667,3.178,1.03366666667,2.66166666667,9.09566666667,4.75433333333,2.32566666667,4.26366666667,6.84766666667
242.67,3.68466666667,3.58566666667,3.41266666667,0.766333333333,2.448,8.803,4.525,2.79433333333,4.92133333333,6.84966666667
243.05,4.11833333333,4.576,4.528,1.71,3.22733333333,9.32066666667,4.93766666667,3.82933333333,5.949,7.87566666667
243.42,4.237,4.658,4.54133333333,1.45133333333,2.64533333333,8.96533333333,4.822,4.12,5.618,7.95866666667
243.80,3.527,4.72566666667,4.818,1.63633333333,2.48966666667,8.068,4.44933333333,3.80366666667,5.46333333333,7.607
244.17,3.77766666667,4.85333333333,5.01366666667,1.80866666667,2.49533333333,7.71533333333,5.21966666667,4.098,6.021,7.89833333333
244.55,2.64833333333,3.85833333333,3.85833333333,0.730666666667,1.94066666667,6.62066666667,4.65766666667,3.33333333333,5.61633333333,6.91766666667
244.92,2.83066666667,4.28933333333,4.33266666667,0.762,2.37333333333,6.83633333333,4.703,4.093,6.37933333333,7.42433333333
245.30,2.54033333333,3.97433333333,4.38433333333,0.368666666667,2.356,6.96566666667,4.38433333333,3.503,5.88,7.41666666667
245.67,2.07033333333,3.31266666667,3.802,0.263333333333,2.221,6.94533333333,4.29133333333,3.21833333333,5.383,7.20866666667
246.05,2.23833333333,3.16066666667,3.75866666667,0.768666666667,2.34066666667,7.48366666667,4.818,3.417,4.90366666667,7.261
246.42,2.72833333333,3.039,3.58133333333,1.03866666667,2.43433333333,7.73633333333,4.853,3.30233333333,4.85266666667,7.302
246.79,3.231,3.174,3.51533333333,1.79333333333,2.46266666667,8.16966666667,5.323,3.13133333333,4.68233333333,7.11666666667
247.17,3.89166666667,3.39,3.61433333333,2.65166666667,2.78333333333,8.81166666667,5.83066666667,3.29766666667,4.82766666667,7.43966666667
247.54,3.87366666667,3.372,3.88633333333,3.28466666667,3.32166666667,9.36466666667,6.381,3.47266666667,5.165,7.64733333333
247.92,4.232,3.46566666667,4.07366666667,3.551,3.46566666667,9.61933333333,6.48166666667,3.928,5.24133333333,7.929
248.29,4.42866666667,3.63066666667,4.19033333333,3.97633333333,3.94066666667,9.774,6.607,4.17866666667,5.42833333333,8.09533333333
248.67,4.80766666667,3.84166666667,4.49766666667,4.271,3.949,10.272,6.63333333333,4.72433333333,5.655,8.411
249.04,4.86666666667,3.58266666667,4.32866666667,4.451,3.852,10.2466666667,6.62766666667,4.561,5.44133333333,8.08266666667
249.42,5.03,3.525,4.271,4.58033333333,3.96233333333,10.3563333333,6.78,4.773,5.44166666667,8.04066666667
249.79,5.346,3.73266666667,4.62133333333,4.90833333333,4.43,10.5963333333,6.85,5.20933333333,5.82433333333,8.559
250.17,5.36333333333,3.94033333333,4.82966666667,5.111,5.00733333333,10.889,7.06666666667,5.57,5.95566666667,9.24466666667
250.54,5.10733333333,4.19466666667,4.89933333333,5.34766666667,5.02733333333,10.8066666667,7.31633333333,5.876,6.036,9.462
250.92,4.83733333333,4.205,5.21366666667,5.11066666667,5.419,10.547,7.675,6.44466666667,6.37633333333,9.641
251.29,4.654,4.18666666667,5.19333333333,4.79766666667,5.49866666667,10.422,7.38566666667,6.77433333333,6.559,9.54166666667
251.66,5.06833333333,4.51333333333,5.161,4.828,5.43833333333,10.0443333333,7.12166666667,7.14033333333,6.80733333333,9.48933333333
252.04,5.40233333333,4.78333333333,5.23366666667,5.08333333333,5.815,10.542,7.40933333333,7.25933333333,7.184,9.97933333333
252.41,4.662,3.98233333333,4.64233333333,3.98233333333,4.759,10.4313333333,6.391,6.46833333333,6.31333333333,9.227
252.79,4.51966666667,4.243,4.263,4.30233333333,5.05233333333,10.2623333333,6.19666666667,5.94033333333,5.74333333333,9.019
253.16,4.16666666667,4.51066666667,4.24766666667,4.207,4.81433333333,9.93133333333,6.10833333333,5.82533333333,5.27933333333,9.06166666667
253.54,3.865,4.724,4.60133333333,4.172,4.724,9.57066666667,6.03266666667,5.56233333333,5.25566666667,8.95666666667
253.91,4.296,5.35433333333,5.05833333333,4.381,4.67733333333,9.98966666667,6.47633333333,5.84133333333,5.22766666667,9.18533333333
254.28,4.32966666667,5.37433333333,5.026,4.15533333333,4.52566666667,9.37766666667,6.02733333333,5.592,5.26533333333,8.31166666667
254.66,5.25633333333,5.72766666667,5.68266666667,4.73933333333,5.27833333333,10.063,6.53633333333,5.997,5.773,8.805
255.03,5.69766666667,6.09,5.744,5.79,5.81333333333,10.219,6.48233333333,6.38966666667,6.29766666667,9.112
255.41,5.07033333333,5.94366666667,5.28866666667,5.41,5.65266666667,9.87366666667,6.13766666667,5.96766666667,5.82266666667,8.831
255.78,4.28233333333,5.48466666667,4.608,5.184,5.134,9.89233333333,5.885,5.30933333333,5.209,8.84033333333
256.15,4.05366666667,5.21133333333,4.07866666667,4.406,4.95966666667,9.718,5.53866666667,4.73333333333,4.557,8.258
256.53,4.572,6.04733333333,4.862,5.12833333333,5.97466666667,10.0386666667,6.24066666667,5.273,5.29733333333,8.781
256.90,5.233,6.55266666667,6.21166666667,5.188,6.439,10.7396666667,7.41733333333,6.39366666667,6.212,9.60166666667
257.28,5.61066666667,6.439,6.41833333333,5.05166666667,6.25266666667,10.8283333333,7.86766666667,6.501,6.74966666667,9.83433333333
257.65,5.476,5.93566666667,5.65966666667,4.98,5.40233333333,10.4556666667,7.55233333333,6.21133333333,6.597,9.81266666667
258.02,5.165,5.228,5.00633333333,4.46766666667,4.87966666667,10.092,7.351,5.51333333333,6.068,9.10966666667
258.40,5.27,4.805,4.64066666667,4.38066666667,4.47666666667,10.3353333333,7.488,5.161,5.64,8.857
