wavelength,Back_GubCrim,Belly_GubCrim,Breast_GubCrim,Crissum_GubCrim,Crown_GubCrim,DorTail_GubCrim,Patch10_GubCrim,Patch11_GubCrim,Patch12_GubCrim,Rump_GubCrim,Throat_GubCrim,WingTip_GubCrim
210.66,110.833333333,87.777777778,-15.4166666667,-42.9166666666,-117.916666667,-83.5416666667,-117.528735632,-97.9166666667,68.75,24.5833333333,67.0833333333,37.5
211.03,-574.999833333,-433.333333337,319.444333334,511.110999998,991.666666667,720.833541667,926.245275863,900.0,-425.0,-41.6667500007,-180.555416667,-16.6665416667
211.41,-186.805333333,-157.407444444,3.47225,38.8888333334,154.166666667,101.38875,181.657028736,154.166583333,-144.791458333,-51.3887499998,-88.8888333334,-71.5276666667
211.79,-216.666666667,-166.666777778,-2.778,-20.1389166667,109.02775,29.1667083333,144.516238506,86.8055,-204.513875,-113.888833333,-129.166666667,-139.930458333
212.17,-3141.66666667,-2244.44444444,-541.666666667,-933.333333332,591.666666669,-537.5,968.103448277,366.666666665,-3037.5,-2058.33333333,-1800.0,-2095.83333333
212.55,-129.6875,-56.9444444443,22.3958333333,24.9999999999,123.958333333,48.9583333333,119.145114942,104.6875,-111.979166667,-43.2291666666,-11.4583333332,-40.8854166666
212.92,-18.6936666667,-3.30333333323,33.3334166667,32.8829166668,89.4144166668,59.7972083333,89.1503908046,75.4503333333,-22.5226249999,14.6396666667,33.3333333332,24.3242916667
213.30,-12.2685833334,-2.16066666657,50.4630833333,36.1110833332,94.9074166666,72.338,95.5697643679,86.5738333333,-17.7082500001,20.602,38.8889166668,40.5093333333
213.68,15.6103333333,17.3707777778,49.4131666667,38.1455833333,67.1362500001,55.751125,66.7275632183,69.3663333334,13.6150416666,31.6901666667,42.2534166667,39.73
214.06,27.9026666667,25.468,54.2136666667,41.38575,66.2921666667,52.6218333333,65.7110574713,71.0673333334,22.0037916667,38.015,50.3745,42.6965416667
214.44,26.9378333333,24.4184444445,57.7520833333,46.3178333334,65.5038333333,53.003875,68.9455057471,69.0891666666,14.29275,35.7558333333,54.4571666667,44.3314166667
214.81,33.8179166666,30.8784444444,67.4419166667,50.29075,71.6084166667,57.46125,76.7774885058,73.6434999999,20.8819583333,38.3721666667,66.1819999999,46.8024583334
215.19,25.10025,25.7026666667,60.5421666666,34.4376666667,65.1605833333,53.313125,71.0151149425,66.4658333333,16.2149166667,30.3213333333,54.7186666667,38.0522083334
215.57,32.4561666666,30.5555555556,73.5744166666,44.6271666667,81.2499999999,69.0241666667,80.4030344827,78.6184166667,25.657875,36.7324166666,67.5438333334,51.8091666667
215.95,43.7963333333,38.889,78.3334166667,58.7038333333,89.9073333334,78.4721666667,84.1667586207,84.0739999999,43.1019166666,53.6110833333,77.1295833333,67.2685833333
216.32,40.2776666667,37.4074444444,80.4628333333,56.9445,89.2592499999,80.7870416667,84.5496954022,84.4445,37.3611666667,51.1110833333,72.037,62.2221666667
216.70,41.7695833333,35.5281111111,87.963,56.4816666668,92.6955000001,84.002125,87.4200833333,87.5514166666,38.0660833333,50.3085833333,71.1935,60.4424583333
217.08,34.656,37.037,108.333333333,57.6720833333,101.984083333,92.7248333333,96.3008333332,97.75125,45.9655833333,55.9522499999,82.40725,66.5345
217.46,30.71425,31.7461111111,98.5713333333,50.4761666667,90.8333333332,80.4167916668,86.2807729885,88.2143333332,44.702375,49.6428333334,73.8094166667,55.77375
217.83,18.50275,25.8004444444,93.7853333333,39.1245000001,85.8755833333,78.7429166667,86.9130373564,83.0509166666,42.01975,39.2655000001,65.2541666667,43.9970833333
218.21,-36.6072499999,-17.857,110.119,13.0951666665,95.5357499999,93.8988333333,114.203511494,90.7738333334,34.2262083333,18.1548333334,58.9284166667,-3.86904166665
218.59,-95.8333333333,-80.246888889,106.944333333,-73.1481666667,87.9629999998,74.9998749999,114.70308046,78.7036666667,30.5556666667,-23.1481666667,27.3147499998,-80.324125
218.97,2641.66666666,2677.77777778,66.6666666658,2741.66666667,-283.333333334,270.833333333,-737.931034484,-266.666666665,491.666666665,1566.66666667,858.333333332,2175.0
219.34,509.999999999,542.222222222,63.3333333335,541.666666668,31.6666666665,70.8333333334,-95.1724137933,75.0,141.666666667,386.666666667,180.0,505.833333333
219.72,237.878833333,249.494888889,38.6363333334,284.091083334,53.0302500001,79.5455416667,-22.7795201151,44.6969166666,94.31825,193.18175,106.818166667,251.515041667
220.10,321.29625,340.740666667,114.815,368.518416667,138.888833333,174.074041667,21.3282500003,124.074083333,173.14825,308.333333334,196.296416667,345.370416667
220.47,202.083416667,256.481555555,82.63875,239.583333333,95.8334166667,156.597333333,28.6878304598,84.0278333333,112.152875,218.75,138.888833333,216.66675
220.85,514.999999999,653.333333333,221.666666666,546.666666666,226.666666667,457.5,97.0689655173,260.0,335.833333333,515.0,411.666666666,458.333333333
221.23,-177.777833333,-261.728444445,-39.8149166668,-207.4075,-42.5924999998,-181.944416667,61.3984741379,-96.2964166666,-161.111125,-217.5925,-173.148083333,-183.796375
221.61,9.75566680646e+14,1.33629534398e+15,2.55886342464e+14,1.21546012671e+15,1.49267033105e+14,1.0581966454e+15,-2.28128556752e+14,8.63616405819e+14,1.14082661015e+15,1.17281240296e+15,8.20968682072e+14,8.34296095742e+14
221.98,-23.9583333331,-120.833333333,138.541666667,-56.2500000002,195.833333333,-47.9166666667,222.952586207,-2.08333333325,-80.2083333333,-17.7083333333,25.0,30.2083333333
222.36,45.83325,11.1112222222,105.20825,29.5139166667,117.361083333,22.3959583333,111.27875,37.8473333332,9.02775,27.77775,51.7361666668,77.951375
222.74,50.0000833332,44.753,93.7500833333,60.1850000001,109.490666667,40.5093333333,97.8926810344,49.5369999999,35.0694583333,50.4629166667,56.7129166666,74.305625
223.11,48.9835833333,44.1735555555,98.7805833333,70.73175,111.585416667,41.66675,96.9581293103,46.7481666667,49.5936666667,60.1626666667,55.2845833333,67.7845
223.49,44.8530833333,43.463888889,104.16675,88.4801666667,133.088333333,34.9265,111.95916954,52.2058333333,48.4069583333,75.7353333332,65.1961666667,83.455875
223.87,47.1265,60.5364444446,102.58625,103.448416667,160.63225,37.2126666667,132.728908046,48.8504999999,39.0805,85.3449166668,62.0688333332,82.4713333334
224.24,57.9364166666,96.2963333333,166.26975,124.6035,218.65075,57.5397083333,190.667724138,64.6825833333,68.6508333333,124.20625,84.5238333333,107.341291667
224.62,30.44875,81.6240000001,123.07675,86.5385000001,161.5385,57.852625,149.336893678,43.2691666667,58.4937916667,94.8718333334,60.8975000001,79.16675
225.00,65.3846666665,114.53,131.410166667,111.538416667,167.307666667,104.327,182.194994253,73.3975000001,92.6281666667,121.47425,97.7564166665,103.525708333
225.38,38.33325,70.4763333334,72.85725,74.0473333332,114.047666667,71.9046666667,125.582971264,53.3332500001,66.7856666667,80.9523333334,56.4285833333,66.4286666667
225.75,44.96525,68.5185555556,73.7845833333,70.1388333332,102.257083333,77.77775,112.452206896,67.8818333333,68.663125,81.25,53.1249166667,64.9305416667
